Hybridization REF	TCGA-BH-A0EE-01A-11R-A034-07
FAM70A	-3.6665
SNED1	-0.3525
HIP1	0.1136
RAET1E	-0.837
AMAC1L2	-0.2115
AHNAK2	-1.139
TOE1	-0.4085
RECQL4	0.08975
SPRYD3	0.94375
DPAGT1	0.0955
MAGED2	1.3217
ANKRD55	-0.345
TRPS1	2.42366666666667
DOK7	-2.19225
TFPI2	-3.4625
GTF2H3	-0.831666666666667
CYP4F11	-0.14925
LHX2	-1.89333333333333
ATG16L1	0.738166666666667
ASB12	0.409
C1orf116	4.40025
NF2	-0.8019
POM121	-0.9712
PHYHD1	-0.6762
TXNDC17	0.0281666666666667
DKFZp779O175	-0.86375
NUP62	0.102142857142857
MYO18B	-1.6095
PRAMEF1	0.1215
TCBA1	-0.104
TMEM168	0.47275
FJX1	0.247166666666667
CLCF1	-0.09775
SEPN1	0.279
IGSF2	1.2875
NUDCD1	-0.493333333333333
TFF3	2.37183333333333
NDFIP1	0.677071428571429
CHCHD4	-0.51975
TNR	0.8155
CUTA	0.602833333333333
USP44	-3.53675
DPP10	0.00200000000000001
IWS1	-0.461166666666667
PCGF1	-0.4595
SULT1C4	-0.9195
NTF5	-2.53633333333333
PTPN13	0.475
SSTR5	0.2865
SFRP1	-3.682
IDH3B	-1.1025
SUOX	-0.345833333333333
TMCO5	1.6765
GOLT1B	-0.795
MIB1	1.15478571428571
PCDHGB1	0.7315
SUSD1	-0.6965
ICAM5	-1.4125
PAPOLB	-0.118333333333333
URM1	-1.0215
TMEM106B	-0.288166666666667
LRIG2	0.04925
SLC27A5	-0.57725
CLIC6	2.8897
ZNF420	-0.135666666666667
SCN9A	-1.55688888888889
KIAA1909	1.754
ELMOD1	-2.08725
PRKAG1	-0.931
FAM64A	-1.66644444444444
EEF1G	-0.89155
SMAD5	0.734
INCENP	-0.60275
WASF2	-1.424
GARS	-0.6848
CDK10	-1.068
HLX	-0.221
MDM4	0.0155
ZNRF1	-0.133428571428571
HHATL	-1.44716666666667
FAM21C	0.6113
HIST2H3C	0.8745
PFDN2	1.037375
ZNF200	-0.18225
NDN	-2.73525
HBA2	-2.611
FBLN5	2.693
PUM1	0.0557857142857143
TNNT1	-4.34316666666667
C19orf59	-1.23616666666667
HNRPH2	0.542833333333333
RAB7A	0.192666666666667
PMS2	-0.97175
BIRC3	1.31783333333333
NRSN2	0.763125
OR52K2	0.7635
SPOCK1	-2.44142857142857
H2AFY	1.02075
RXRB	-1.0105
ZNF638	-0.2505
ANKRD45	0.607
ACTN4	-0.373666666666667
FXC1	-0.0765
EIF2B5	-0.44575
VPS33A	-0.8375
PINK1	0.0395
FAM106A	-0.7775
SKIP	0.5055
GAPDHS	-0.46375
MUM1L1	-2.49575
PSTPIP1	0.796
CNTNAP1	-1.8438
CYP26A1	-3.67375
APOL2	0.7846
TACC2	0.035875
COX7A2L	-0.0278571428571428
HSD17B1	0.210125
ARRB2	0.19625
SLC7A6	-0.2869
HSD17B10	0.023
RBJ	-0.65175
NUP155	-1.64025
MRPL10	-1.41866666666667
CYCS	-0.31125
CCDC46	-0.831166666666667
TECTA	0.3015
GNAL	0.6395
LPO	0.203
PEBP4	-0.24025
DDX11	-1.29275
C18orf12	1.3845
TAF9B	-0.446833333333333
IMP4	-0.1315
RPA4	0.243333333333333
NDUFS1	-0.98125
UPK1A	-1.8782
ARRDC2	0.587333333333333
C18orf20	0.0675
AES	0.241285714285714
CD2BP2	-0.260666666666667
C16orf54	0.6515
UGT2B17	-0.061625
FGFR1	-2.52672727272727
CEACAM6	6.715
CHRM5	-0.022
CERK	-1.281
AP3S2	0.760785714285714
ANKS4B	-1.05125
CLCNKA	-0.119666666666667
ZNF208	0.5085
HLA-DRB5	4.89
CARKL	-1.2435
GOT1	-0.2955
CASP6	0.5445
HOXA1	-1.192
RCL1	0.1985
ZNF181	-0.4325
RAB40B	-0.4325
MRPL38	1.391125
LRRN2	-0.641
C3orf25	0.1745
OR5D14	-0.133
OR10AG1	-0.102
BET1L	0.6839
FRY	4.0525
AK3L1	1.01725
CSF3R	0.891333333333333
POLR3K	-0.7035
ATG2B	0.490166666666667
EPS8	-0.176166666666667
DARS	-0.864625
C10orf56	-1.13316666666667
DAD1	0.5985
RIOK1	-0.894666666666667
HERC2	-0.13
HSD11B2	-1.096
FAM96B	-0.81225
MGC13057	-2.6725
BSN	-0.9325
CAND1	-0.8545
HCST	2.263
ACTR10	-0.106833333333333
OR8D4	0.8885
NASP	-0.7577
COL9A2	-0.077
LYZL1	0.5335
GPC5	-2.91425
TBL3	-0.455
CENTD2	-0.9398
OR5AP2	0.20475
TLR1	1.43475
LMO6	0.13425
ZIC2	-1.511625
CPNE5	1.75575
ZMYND15	1.27625
FLJ22374	0.29475
CCDC106	0.5235
PARP16	-0.9105
PDIA3	0.59775
C14orf126	0.23675
CECR2	-0.69
SFRS1	-0.676857142857143
FIGLA	0.247
DCP1A	-0.0818333333333333
MGC45800	-1.6898
TEKT1	0.0936666666666667
C10orf67	0.272
CLN5	0.312
NTN2L	0.505
GLE1L	-0.879
CES2	-1.0522
GNAS	0.430666666666667
DDX53	0.297
TSPAN13	2.09175
MRPL52	-0.0455
SPIRE2	0.1285
TAS2R39	0.6905
SCUBE3	-0.21925
UCRC	0.9966
CDKL3	0.35825
KIAA1715	-0.3839
ZNF345	0.291
RTF1	-0.12275
DHRS7	1.055
RIPK4	-0.663333333333333
EXOSC2	-1.0565
MS4A2	0.36325
FGF17	-0.2455
WDR59	-0.71325
EVI2A	-2.21275
IL17RC	1.67983333333333
HS3ST1	4.5225
ITGB1BP2	-0.833
RBPJ	-0.601333333333333
GIMAP1	2.6165
INE1	-0.489833333333333
ALDH18A1	0.171
TPI1	-1.2295
GATA6	2.07375
CABP1	-1.4945
ZNF484	0.45325
DAPK3	0.9885
GJB1	-1.78233333333333
PIN1	-0.434875
SLC6A15	-3.37675
CNO	-0.02225
RIN2	1.046125
FRRS1	0.9275
CYorf15B	-5.31257142857143
DMRT3	2.358375
ATAD1	-0.02975
OTUD4	0.521333333333333
ATOH8	-2.36675
ZSCAN16	1.1695
ASCC1	-0.268
OTUD3	0.841625
MGC33212	1.1685
YME1L1	0.2565
RP11-218C14.6	0.973333333333333
PCBP4	0.3345
TNFRSF10A	0.44825
CDH10	-4.26283333333333
KL	1.12357142857143
SCP2	-0.30425
C9orf119	0.608375
SON	0.0579166666666667
MAFK	0.0435
SBNO2	0.338
SLC6A6	-0.33925
SC4MOL	0.811875
FAM35B	0.852625
PPP1R9A	2.031
PDZRN3	-0.776
CXorf20	1.003
C6orf126	2.868
AVEN	0.96175
FLJ21075	-1.289
C14orf132	-0.841
PCK2	0.07475
GUCY2C	-0.394
BARX2	-0.9385
PEX11G	0.7195
DAO	-0.515666666666667
C10orf49	0.13725
EDNRA	0.819333333333333
PPP2R5A	1.4653
DDX39	-0.7145
SERF1A	-0.61925
ASCIZ	0.3465
FNDC8	-0.0615
PTMS	-0.296375
PHF7	-0.10275
PIP4K2B	-1.019625
HHLA2	0.2565
BDH2	0.2557
APOBEC2	-0.58275
PENK	-1.37783333333333
SMAD9	0.44875
MT3	0.02
RGL1	1.179125
ATG10	0.352
DLGAP4	0.2695
APPBP2	-1.86842857142857
BACE2	2.12278571428571
LOC339344	0.618833333333333
ZNF395	-0.8915625
HIST1H2BL	0.81075
ZNF467	1.033375
SLC25A21	0.766
PALM2	-1.6575
NSUN5C	-0.6405
IL5	-0.0543333333333333
CLSTN2	-2.44925
ANXA8L2	-3.12125
PTGES	0.943875
GDAP1L1	-2.29366666666667
OPRK1	-0.782833333333333
WDR20	0.492166666666667
C12orf4	-0.38575
NUP88	-1.439125
XRCC6BP1	-0.463333333333333
FCGBP	-0.813285714285714
LEMD2	0.29525
NOMO1	-0.14075
C10orf79	0.3
ZNF79	0.6363
OCRL	-0.0276
HSPA8	-0.911041666666667
DIDO1	-0.0772083333333333
PLA2R1	0.66275
COG3	0.6578
NGDN	0.0665
CBFA2T2	-0.485625
PNOC	-0.97875
PRRG1	1.95516666666667
AGGF1	1.0435
DPF2	0.272
YIPF7	1.481
TRPV5	-0.11
ZNF322B	0.79125
MED12	-0.543666666666667
CARS	-1.012
ABCC11	4.202
C9orf25	1.152
MYH1	0.4565
FRYL	0.95225
AGTRAP	0.989
MMP27	-0.7785
ZNF432	-0.530375
OR8D1	-0.058
OR13D1	0.41825
VWA1	1.67475
STON1	-2.118
IL5RA	-0.718
PERP	2.0151
C10orf107	0.152833333333333
TNFSF12	1.17525
FN1	-2.49058333333333
MTR	-0.950166666666667
PHLPPL	-0.307833333333333
ZNF425	-1.1115
DHFR	-0.787888888888889
PPP1R12A	-0.22475
RSPO2	-1.231375
ZNF7	0.18075
ZNF583	-0.9045
TPMT	-0.799
GPR132	0.470875
OR2T12	0.00724999999999999
SERTAD2	0.2018
ATP1A1	0.4107
FRMPD3	2.41775
ZNF672	1.13575
PLXNB3	1.231375
EML5	-0.6375
FAIM3	0.4145
UBQLN2	0.7015
SORCS2	-1.344
PRIM2	-3.0365
ACVR2A	1.84433333333333
YWHAZ	0.884083333333333
PGM2L1	2.03125
GNAO1	-0.268166666666667
RPL10	0.047
RPS6KA6	1.025
PFKL	-0.0445
SH3D19	-0.9295
AURKB	-2.32866666666667
ZC3H6	0.308125
DISC1	0.422833333333333
FLJ39660	-1.3905
TMEM25	0.72575
OSBPL10	1.1435
CLTCL1	-2.3495
ALG6	0.27175
CATSPER4	-0.095
LRTM1	-0.5495
RRAD	1.767
TIPIN	-0.30975
CARD14	1.0495
RBM9	-0.469833333333333
RASSF4	0.74075
SLC25A18	1.73933333333333
C6orf58	-0.13
IGHD	0.829
PLA2G6	-0.3615
TPT1	0.239875
SEC63	0.7804
CCDC113	0.3435
TDRD10	1.480375
KIAA1666	-1.571875
TOR1AIP1	0.589416666666667
SYTL4	1.15166666666667
SPRR2F	-1.311
CEBPD	2.69775
SNTG2	0.14125
C20orf77	-0.528416666666667
TAS2R49	-0.4625
C6orf173	0.134833333333333
SVEP1	-1.0479
PXN	-0.675642857142857
VIL2	1.97991666666667
C5orf21	1.26258333333333
DIXDC1	-0.98175
GANAB	-0.912666666666667
PDSS1	-0.982
NGFR	-1.144625
ATP8B4	0.94575
BMP8A	1.17
CCDC132	-0.44325
GNRH1	-1.015
OR10T2	-0.57925
PDGFD	1.32233333333333
OR6W1P	0.633
HARS	-0.174
KRT77	0.2505
AQP8	0.46175
ITGB1	0.1996
ZNF254	1.1501
PAX1	-1.09166666666667
PSMC4	0.1362
ANKRD22	4.685
PSMD8	-0.142666666666667
HTR1E	-0.903333333333333
SOX10	-2.1625
OR5B2	0.576
RABGEF1	-0.690857142857143
MAP1LC3B	-0.69375
CYB5R4	0.494
AGXT2L1	-2.64125
FLJ41603	2.42266666666667
TRAPPC2	0.111166666666667
FNTB	0.6297
FLJ14107	-1.452
AURKAIP1	1.18425
DSE	0.54725
NFKBIZ	0.404166666666667
OSBPL3	-0.538666666666667
LOC130576	-2.1875
SLC39A9	0.362166666666667
LOC137886	-1.12358333333333
RHCE	-2.043
ATG7	1.01016666666667
FAM82A	-0.107
FBN3	0.2995
MCFD2	-1.57016666666667
CASP14	0.4065
EPS15	0.60125
SFRS2B	1.03233333333333
C19orf47	-0.8365
PLAC9	-1.8555
GPR23	-0.601
BTNL3	0.512333333333333
RGS8	0.8895
GNS	-0.704875
ENO2	-3.30016666666667
CBX1	3.1292
PEX26	0.2405
LRP5	-0.598666666666667
ADAMTSL4	-2.4375
ARR3	-0.0868333333333333
MAP1A	-1.09025
CD2	4.38
NAV2	-1.331375
TMEM69	-1.13975
ATXN7	-0.0678333333333333
CHN2	-1.48983333333333
ZNF781	-2.0952
HAS2	-4.14316666666667
KIAA0241	-0.426
BIC	0.1945
MOBKL2A	0.2585
CYP2C9	3.488
CNOT7	-0.698714285714286
SFRS10	-0.7335
CST11	0.6795
FLJ37543	0.5475
NKAP	-0.4555
RUNX1T1	0.9435
EAF1	-0.2782
IL4I1	3.09325
LRRC61	-0.540666666666667
PSIP1	-0.06925
SPRR4	0.6485
ZFP90	0.377
AP2B1	-0.339153846153846
SLC30A7	1.95416666666667
C7orf28A	-0.376666666666667
S100B	-3.563
BMP2	-3.197375
ESR1	-0.954166666666667
ZFPL1	0.003
ARHGAP12	0.3675
LRRC19	0.115333333333333
ZNF767	-1.06066666666667
NACA	-0.7452
OLIG1	-1.65675
PRF1	1.57475
LST1	2.8865
SPATA9	-0.302333333333333
CNFN	1.7925
CDK4	-0.8129
TCF15	-2.366
PARC	0.17175
PPM2C	2.744
LOC283345	-1.44
FAM107B	1.12975
DMXL1	0.038
RBM3	0.498875
HTR5A	-1.757
SCFD1	0.9035
EPHB3	3.107875
ROPN1L	-0.209833333333333
RAMP3	0.224
TSPYL5	3.82854545454546
GAP43	-4.233
PAPD4	-0.6025
PDE3A	-1.5485
TNFRSF10C	0.065
JMJD5	-0.1865
RASGEF1A	-1.3747
C16orf65	0.0783333333333334
HIPK3	0.280833333333333
XYLT2	0.62025
XPOT	-1.28216666666667
GAL3ST1	-1.936
DHCR7	0.28525
AMIGO3	1.309
FGFR4	-2.3415
CRAT	2.226875
PPP1R14D	0.2815
TRIM14	0.5951
TMPRSS11D	-0.3405
SLC7A11	-1.62021428571429
OR10H2	1.21075
PPM1E	-2.3222
DOCK4	-0.618625
FAM127A	0.600375
ENOPH1	-0.13775
SLC5A3	0.7918
ZNF530	-0.5973
NTS	-6.401
FRMD4A	0.314
BCL11B	-3.418
PRM1	-0.659
UQCC	-1.1792
S100A16	1.41
PLS3	-3.60425
WWOX	-0.296928571428571
CCDC23	0.56325
GTSE1	-1.43083333333333
GP2	0.3785
FLJ32549	-0.01425
CHIT1	2.008
KLF9	-0.26625
RPS24	0.4309
MIA	-4.08125
FIGN	-0.34
PYROXD1	-0.85475
PCSK2	0.1075
MRPL9	-0.08175
RPL24	-0.044875
C12orf32	-1.3005
HIST1H2BE	0.7395
RGS18	1.47325
LFNG	1.919875
RAB4B	-0.5287
FBXO25	-0.917
TSPAN31	-0.815333333333333
ARL8A	0.576214285714286
C10orf83	-1.4035
OR51B6	-0.488
CNKSR2	0.332666666666667
C1orf156	0.634
IBSP	2.1695
GFRA2	0.3063
ALKBH7	0.9172
NEK10	-0.698
VN1R3	0.2206
LOC91948	0.445
CPZ	-2.37225
IHPK3	0.516833333333333
COL8A1	-0.117333333333333
RBPJL	0.223
OR10A4	0.54175
CASP8AP2	0.252
MMP12	2.05716666666667
OR8B12	-0.322
CDCA5	-1.27283333333333
LIX1L	-1.7125
PEX11B	1.139375
GABRA1	-0.696333333333333
HABP2	0.9415
REEP1	2.39866666666667
FBXO15	2.0395
CD68	-0.02775
WFDC9	-0.975
GHDC	-0.6065
SMARCA1	-2.13825
SPAST	-0.390666666666667
PLXND1	-1.28183333333333
MLCK	-1.894
INTS5	-0.117
BSG	-0.0919285714285714
PARP8	2.4375
TEAD4	-0.559333333333333
ZNF498	-0.248625
TMEM89	0.150833333333333
DTX4	1.677375
TNRC6B	0.5476875
ARMC2	-0.38575
FGFBP1	2.042
TIMM8A	-0.753666666666667
AJAP1	-2.0228
ZNF608	1.08725
SLC25A42	-0.6165
SYP	-0.0825
MMP11	1.692
USP40	0.0604
C3orf62	0.954166666666667
MYO1E	-0.4192
LRFN4	-1.79875
XCL1	1.36383333333333
GPR155	-0.937875
VPS29	-0.448375
CARHSP1	0.863
ARHGAP20	-0.845333333333333
GREM2	-1.71635714285714
CCDC102B	2.3115
ZNF577	-1.84616666666667
HDDC2	-0.657625
SHC2	0.1401
NCOA5	0.441666666666667
INPPL1	-0.4075
CHGB	-3.4897
IHH	0.289
DDEF2	-0.0752500000000001
DIAPH3	-0.908333333333333
BUB3	-0.910666666666667
GGH	-1.44166666666667
VPS35	0.2463
CNN2	1.32866666666667
ASNA1	-0.56025
WDTC1	0.3995
AMAC1	-0.3245
HAS3	-0.5795
SLC1A6	-2.27833333333333
ZNF563	-0.5015
C1S	1.43625
TCF7L1	-0.054
OR10Z1	1.095
ME2	-0.8817
C6orf151	-0.633625
KPNA4	0.6935
GLO1	-0.638375
WDR61	-0.458
CD302	-1.1805
SIRT7	-1.061
C11orf59	0.07625
PKIG	-1.5285
PPIL3	-0.3485
CCDC74B	-0.958375
ZNF528	-0.09825
EFNA5	1.5905
FCGRT	-0.0505
NOL4	1.2762
CCS	-0.19725
LOC374491	-0.24275
MFSD7	3.72
ZNF555	0.89625
LIMS3	-2.0045
TSSC4	0.554
COL11A2	-0.932
C1orf119	0.892833333333333
BPNT1	0.6085
CHRNA6	0.476
C1orf173	0.7839
PLD2	-0.27025
ORC1L	-2.48325
SASH1	0.62075
CDC14B	-1.88125
RLBP1L1	0.356
LDLRAP1	0.3475
NAT8B	0.5975
HHEX	-4.032
LGALS7	3.5615
PLCH1	2.74025
OR1M1	0.5455
PRAMEF16	-0.70025
HECTD1	-0.665
C14orf39	null
TLN2	-0.8834
HDAC4	-1.02428571428571
SYCP2L	-3.088
GLRA1	-0.7575
RPS6	0.4805
hCG_1757335	-1.2125
KLHL1	0.235
CTNNBIP1	1.84166666666667
SCAND2	-0.808
HMGN2	1.1593
YAF2	-0.44825
BRPF1	-0.41
LIAS	-1.03375
CTA-246H3.1	-2.35925
SAG	1.3225
C20orf10	0.51475
HNRNPA2B1	-1.42183333333333
GADD45A	-1.04283333333333
MSH4	0.2225
TMEM70	-1.058
HIST1H2AM	1.206875
C19orf26	-0.1415
C1orf50	0.496
GNG3	-0.7615
FTO	-0.92175
CALCB	-1.1385
PPP3R1	0.241375
C15orf42	-0.657875
CCNJ	-0.664
GNAZ	0.357933333333333
PSD	-0.847666666666667
FAM57A	-0.82525
STIM2	1.193
DHX8	-0.5305
MOGAT3	-0.30875
UBE3B	0.416333333333333
PLAT	-2.43366666666667
C6orf206	-0.3105
COPE	0.2631
EIF3A	-0.322125
C1QL2	0.69425
IQCE	0.36
KIAA0182	-0.584416666666667
SLC22A7	-0.2238
PPFIA2	0.6045
ADAMTS15	0.153
ODZ1	-2.927
THBS4	-2.0705
ARHGAP1	0.113125
B4GALNT3	-0.384333333333333
FCHO1	-1.257
LOC440456	0.56775
HOXD10	1.94533333333333
CXCR3	2.22033333333333
CHI3L2	-2.544375
SRPX2	1.96975
ZNF132	0.363166666666667
UBAC2	-0.686833333333333
RPL32P3	-0.5075
CBWD6	0
ST6GALNAC4	-1.352
KIAA0391	0.281666666666667
LOC388969	-0.14975
KRTAP5-8	-0.206833333333333
ZNF786	0.341
LYVE1	1.54483333333333
GPR144	0.4065
APOH	-5.99128571428571
TSC22D2	-0.122833333333333
PLCD1	-0.786
FLG2	0.921
M-RIP	-1.1606
NDUFV1	-0.68525
POLDIP2	-0.859
RAB3GAP2	0.644833333333333
RPSAP15	-1.58375
CLEC7A	2.765
HSPA14	0.4025
TAAR5	0.865
FAM132A	-1.38325
C2orf43	-0.38425
OR10V1	1.0585
SELPLG	0.07675
C1QTNF6	-0.435666666666667
OPCML	0.5556
DTYMK	-0.166
ALDH16A1	0.572
F13B	0.838
MGC16169	0.2075
KIRREL2	-1.8515
C14orf32	1.04033333333333
SLAIN2	0.5865
HSD3B2	0.6115
AMMECR1L	-0.221
LRRC37B	-1.506
HMG20A	-0.9185
C22orf27	0.9449
FBXL22	-0.1555
AP1B1	-0.266333333333333
TNKS1BP1	0.64825
CD74	4.9375
HSPA12B	1.82683333333333
PLSCR1	2.05133333333333
SLC35E1	0.419
FEZ1	-2.915
APOD	4.388875
C16orf44	0.0985
C1orf166	-0.3555
KCTD11	-0.00775
NELF	-2.15975
SRP54	0.510666666666667
MGC35361	-1.09925
GPR35	-1.132
NRGN	0.4285
SIGLEC12	0.75
SCN1B	-1.236
IFNW1	1.161
STAR	-4.85125
HLA-DQA2	2.52083333333333
RNASEH2B	-0.69775
TAAR2	0.9055
VAMP5	0.294666666666667
TUBA1C	-1.27592857142857
PIK3R2	-0.30325
ARD1A	0.1015
EBF2	0.218166666666667
CAMSAP1L1	0.08825
CYP3A43	-0.032
AKR1B1	-2.02825
KIAA1729	0.775625
KAL1	0.9497
CYBB	-0.17375
UXS1	-0.6635
LOC338579	0.939666666666667
C11orf45	-0.2555
SHB	2.346625
IKZF4	0.173
NDUFA1	1.185375
HSPE1	-1.32875
C1orf215	-0.64075
GPR113	-0.0255
ZNF573	-0.1385
TBX18	-2.18
GGTA1	4.4305
PCDHGA8	0.8445
RPS6KL1	-0.274625
DPP9	-0.6665
SLC43A2	1.10525
COPS3	-1.14375
PMPCB	-0.5275
HYLS1	0.217
LSM8	-0.5605
PDE6B	-1.5525
C10orf118	1.5022
OR1C1	0.409666666666667
ZNF415	0.57925
OR2F1	0.271666666666667
ZDHHC13	0.369375
FZD8	2.5163
TCEA1	-1.4446
SUSD4	1.136625
C22orf24	0.3825
TNFRSF14	0.0745
TRIM28	-0.801833333333333
FGF5	-2.191875
CSPG5	0.259
RNF133	0.86125
FKBP15	-0.00225
BZW2	-0.30025
NSMCE1	-0.28
PTPRN	-2.098
TST	0.10675
POP1	-0.1715
RNF24	-0.184
SFRS4	0.73725
REPS1	-0.28
CD70	-0.634
PDXDC1	1.072875
SRC	-1.0346
NTNG1	-0.5646
SETD1B	-0.12175
TINP1	0.2107
ZNF606	1.6475
SSR1	0.902375
RGNEF	0.640333333333333
NFS1	-1.95183333333333
CENTB5	0.00933333333333332
CRMP1	-2.31883333333333
ADAM18	-0.4505
CCDC87	2.63283333333333
LRRC8B	1.63675
CSNK1G1	-0.0787500000000001
MAFB	1.82333333333333
C12orf45	-0.39675
C1orf54	1.779
DPEP1	-1.38533333333333
FLJ13137	-0.1395
C14orf118	-0.124333333333333
ANKRD19	-0.0583333333333333
ABCA9	1.1202
TMEM87A	0.8957
BBS5	-0.1853
CYP17A1	-0.139
SCG3	-4.35016666666667
ESCO2	-1.49625
GFER	1.49316666666667
NRIP2	0.068
DDX59	0.2735
RIC8B	-1.024
TNNI1	-0.3705
KTELC1	-0.785666666666667
GPR85	-0.371166666666667
SP3	0.746875
GOSR2	-0.709583333333333
DDX1	-0.49475
DSCR9	-0.66
KIAA1984	-1.93225
FLRT3	-3.47375
RNPS1	0.142214285714286
ZNF772	-0.4605
SLC25A10	-0.771666666666667
ADAMTS3	-1.2328
TBC1D7	-0.9795
PCYOX1L	-0.5505
LOC339745	0.218875
VPS54	-0.903625
PCDHB12	0.273125
C4orf6	-2.502
CCL5	3.89475
PEX5	-2.04025
LENG1	0.795833333333333
LOC51336	-1.5085
FLJ25371	0.338
WDR45L	0.518333333333333
SPAG8	0.833666666666667
GUCA1C	-0.334
LOX	-0.668
FIZ1	0.448
BAG5	0.94225
BUD13	-0.0745
MGC2752	-0.27
IQSEC3	-0.0740000000000001
TGFBR3	-3.03325
CASP9	-1.77175
PPA2	0.39275
MED24	1.7505
MAP3K7	0.125
SRPR	0.53525
C17orf81	-2.25825
RIPPLY1	0.74875
EID2	-0.067
AKR1C1	-3.06083333333333
IMMP2L	-1.03075
SPSB4	0.3625
BAG4	-0.853125
ZNF32	1.81333333333333
KLHL34	1.2035
BRD2	0.0515
IL32	-0.136833333333333
FAM53B	0.565666666666667
SLC7A1	-0.922
KAAG1	-0.823
CCDC54	0.02
PRKCQ	-1.90925
TIRAP	0.939875
SPSB1	0.642166666666667
USP36	-0.98125
FLJ32569	0.383
LYZ	-1.553875
TMEM186	0.380166666666667
TPM2	-1.865
C9orf100	0.72
PPP1R11	0.6759
OLFML3	-1.1077
ELAVL1	-0.408083333333333
DNAJC17	1.002
ABCA2	-1.6115
BNIP3L	-1.345875
ATP10D	2.6105
GALNT8	-0.492333333333333
PRKCH	1.599
USP12	-0.129
STXBP1	-2.101
LSM2	-0.312
ANKRD30A	4.652
LAP3	0.94675
C9orf40	-0.936833333333333
KATNAL2	-1.2665
RG9MTD2	0.9385
PNPLA7	-0.21975
IDH1	-0.005
C1orf57	0.13625
XRCC5	-0.6006
TBRG4	-1.020625
DCDC5	0.5705
POU5F1	-4.307
RAB1A	0.233642857142857
KRTAP15-1	-0.401
INHA	-0.746833333333333
WDR90	0.369875
MLL2	-0.0228333333333333
FAM104B	0.1155
SF3B14	-0.66725
STX1B	-1.1175
SNX12	1.39275
KMO	3.65516666666667
FAM100B	2.008
CDRT15	-0.483
RAB9A	-0.258166666666667
RUFY3	0.74375
UBE2U	-0.1796
NFKB1	1.1432
FBXO38	0.814375
VRK3	0.634
TUBB8	-0.333
IFNA6	0.65
AYTL1	-0.882833333333333
RBP3	0.371428571428571
MUC13	3.03675
C8orf30A	0.1795
MFAP1	0.009
NHLH1	0.56275
CXorf34	-0.21475
SP8	-3.173
RNF151	0.539
TDRD7	0.91625
KCND2	0.6975
FKBP9L	-0.523
C17orf44	0.5505
TIMM17B	0.639
WIPF1	-0.0449
SNX15	-0.7665
IGF2R	0.3936
SBSN	-1.7705
RBM15B	0.7585
AGBL5	-1.23208333333333
APEX2	0.9045
C17orf39	-2.0365
UBE3A	0.7906
SPANXC	-2.58
TGFB1I1	-1.754
RBM13	-1.876
TOP2B	-0.724666666666667
NPVF	-0.5575
RIMS4	-1.3035
RAD54L2	0.102833333333333
RSPO3	3.73833333333333
C2orf47	-0.74875
TSPAN4	-1.98983333333333
DNAL1	0.9295
DKFZp761E198	-0.1695
NLE1	-1.54625
TPST1	-1.912
SREBF1	1.124375
CLEC12B	0.436
FUK	-0.622
IL21	0.941
LTK	-1.71825
DKKL1	1.5405
EPAS1	0.23175
UBTF	-0.0349
HIST2H2AB	1.09041666666667
TMPRSS12	0.31875
KIAA0427	0.439333333333333
CYP8B1	-0.368666666666667
FPRL2	3.342
LOC402573	-0.94525
HSDL2	0.137333333333333
SEMA6B	-0.589166666666667
AKR1A1	1.88414285714286
CLTB	0.464583333333333
NXT2	1.31616666666667
HSPB7	-2.4675
MLLT11	-3.315
OLFM3	0.0988333333333333
SEC61B	1.10416666666667
GPR139	0.386
RRP15	-0.487625
OR3A2	-0.2
RSL1D1	0.25125
P2RX7	-1.30716666666667
PSME2	1.50525
ADNP2	-0.228
RBM25	1.32775
IFITM1	2.325
POLR2E	-1.4
ZNF643	-1.195
ZBTB25	0.1305
SPTBN4	0.027625
FBXO28	0.65025
CLEC10A	2.2265
EPHA8	-0.433125
BEST4	0.841
GAS6	-2.15916666666667
TSHR	0.17575
TMTC1	-2.076
GSTM2	-2.67483333333333
ETV1	-1.94975
ADAM11	-1.3075
ERGIC2	-0.824
ATP6V0E2	-0.443166666666667
HGFAC	-2.35033333333333
CTTNBP2NL	1.06525
FLJ20628	-2.475
MTCH2	-0.32525
BACH2	-1.47633333333333
AUTS2	1.42033333333333
FSD1L	-0.09075
RPRM	0.718
PPP2R3A	1.93633333333333
BAT2	-0.947
LPHN2	-0.6925
MGC71993	0.0633333333333334
PPARGC1B	0.17625
CENPT	-0.8475
RNF123	-0.2295
COL27A1	-2.0058
ZP2	4.4785
C2orf21	0.5885
CCDC78	-2.8895
MCM8	-1.72683333333333
PHLDB2	-0.2925
PLAUR	-0.097875
HDPY-30	-0.112
BMP5	-2.682
MUM1	-0.72875
FAM62C	-1.1385
MID2	2.3475
SYT16	1.151
ISG20L1	-1.2712
C2orf40	0.275
SRRM2	0.673
FCRL1	0.5245
C1orf90	2.41433333333333
MEP1B	0.163
PCSK7	0.0471
PBX2	-0.109
CENTB1	-0.250333333333333
GLT6D1	0.429
HGS	-0.487083333333333
WDR51B	-0.6985
KCNJ8	0.172
NOL10	-0.96325
EDEM3	1.412375
TCOF1	-1.1025
SLC16A1	-4.31983333333333
SF3B3	-0.9145
NUDT21	-0.9245
ZNF235	0.418
KIAA0644	3.2225
ERC1	0.869625
NKIRAS2	1.8025
TRMT5	0.95875
PPP1R7	-0.29525
C14orf177	-0.7005
