Hybridization REF	TCGA-BH-A0B3-11B-21R-A089-07
CECR6	-0.52525
C13orf3	-4.029125
SFRS18	0.34225
ACVR1B	-0.3285
PSMD1	-0.7032
C7orf31	0.4005
ILVBL	-0.462
IFNGR1	2.675
RNF186	3.75675
NOL9	-1.118
MAGEL2	-0.13425
SLC29A2	-0.8325
NHSL1	-0.46575
RBMX	-0.4805
PSORS1C2	-0.08775
RAD51L3	-0.364916666666667
LCN6	1.89925
ORAI2	-1.408125
BRUNOL6	0.2762
OR4K5	-0.085
CDC123	-0.581625
MSLN	-2.394
WWTR1	-0.944
ZNF700	-0.0133333333333333
COBL	0.107
PPP1R16B	0.952875
GAS7	-0.0676
MDN1	-0.375875
HAAO	0.473
C9orf68	2.52325
TNFAIP2	1.191625
FOXN1	-0.164
hCG_2033311	-0.483666666666667
ATP6V0D2	0.6441
RPL41	0.184375
SLC38A1	1.094875
ARHGAP6	-0.32825
ADAD2	-0.265
PHF20L1	0.1013125
MCM3AP	-0.0978333333333333
ST3GAL3	-0.363166666666667
SNX1	0.321333333333333
ELF5	4.4165
PARP3	1.047375
RBM8A	-0.292625
LINGO4	-0.279
ITGA9	1.10616666666667
ZFR	-0.116
ACSL6	0.136375
FLJ20699	0.6669
DAOA	-0.126
FABP4	6.41125
KCNB1	1.891
CANX	0.1833
SLC25A28	0.678166666666667
ADIPOR2	0.12675
ECHDC2	2.539875
SMA4	-0.56
FRZB	3.54425
PABPC1	-0.204833333333333
DMRTB1	-0.476375
APOBEC3G	0.977
CATSPER2	0.164166666666667
CUEDC1	0.3155
STARD9	0.905
CLDN8	5.958625
LOC23117	-0.163045454545455
E2F6	-0.482388888888889
TMEM126B	-0.1705
DPY19L4	0.145
GIMAP5	3.24733333333333
NDUFA9	-0.248666666666667
FAM77C	-4.5155
CTPS2	-0.76825
LOC51035	0.47975
WDSOF1	-1.335
EGLN3	-0.54125
PITX3	-0.540166666666667
OR52E8	0.1395
GRM4	-0.1355
KLK1	-2.6395
GPM6B	1.557375
RRAGD	-0.0713333333333333
PAGE5	-3.18875
UCHL5	-1.49866666666667
ULK3	-0.761833333333333
AIM2	0.382333333333333
PNO1	-0.941166666666667
OR2F2	0.45
GNAT2	-0.1765
SIX1	0.12725
ST13	0.939583333333334
ZBTB44	0.3355
TIMP2	-0.18775
ZMAT4	-2.899
GTF2IRD1	-0.779833333333333
ZNF19	1.207
ZNF714	0.23025
RSC1A1	-0.25025
C9orf80	0.039
PSMA8	0.667833333333333
TMEM141	-0.2335
COX4I1	0.0451428571428572
CTAGE1	0.458333333333333
DTWD1	0.00949999999999999
HSD11B1	2.66175
KRT6B	4.678375
ARID4B	0.980375
LHFPL3	0.26425
WWP2	0.554083333333333
ZNF326	-0.313333333333333
RGPD1	-0.2365
CTSH	1.17166666666667
FASTKD1	-0.763875
PAF1	0.6053
TTC9C	-0.79125
IFT57	1.0307
PRSS36	-1.06
IL20RB	-1.943
ZNF592	0.061
DCTD	-0.0416
CFP	2.10375
MFNG	0.67225
JMJD2B	0.48425
ALDH3B1	-1.1515
THSD4	1.52383333333333
KCNJ5	2.075
LMNA	-0.0766666666666666
TBCD	-0.37725
ZNF250	0.353333333333333
CASQ2	3.47866666666667
PEG10	-2.60475
PRAME	-5.6622
NP	-1.355125
TRIM59	-1.21766666666667
ZNF12	0.729375
XTP3TPA	-0.7465
SIGLEC7	-0.0028
PANK4	-0.794
FAM70A	0.685166666666667
SNED1	0.373
HIP1	-0.2234
RAET1E	-0.771166666666667
AMAC1L2	-0.575
AHNAK2	-0.3755
TOE1	-0.795166666666667
RECQL4	-3.0625
SPRYD3	0.30925
DPAGT1	-0.827
MAGED2	1.6985
ANKRD55	0.32175
TRPS1	3.86233333333333
DOK7	-2.245
TFPI2	-2.607
GTF2H3	-1.16733333333333
CYP4F11	-0.2595
LHX2	-3.95183333333333
ATG16L1	0.247666666666667
ASB12	0.485
C1orf116	3.167
NF2	-0.3471
POM121	-0.3056
PHYHD1	2.3285
TXNDC17	-1.34283333333333
DKFZp779O175	-0.149
NUP62	-0.585357142857143
MYO18B	-0.881666666666667
PRAMEF1	-0.5025
TCBA1	0.97425
TMEM168	1.1505
FJX1	-0.100833333333333
CLCF1	-0.65775
SEPN1	0.332125
IGSF2	0.45075
NUDCD1	-0.763166666666667
TFF3	1.966
NDFIP1	0.996785714285714
CHCHD4	-0.5955
TNR	0.091
CUTA	-0.222166666666667
USP44	-1.72625
DPP10	-0.155
IWS1	-0.237333333333333
PCGF1	0.44275
SULT1C4	0.2955
NTF5	3.68325
PTPN13	1.07575
SSTR5	0.4775
SFRP1	3.61775
IDH3B	-0.557
SUOX	1.14333333333333
TMCO5	0.269
GOLT1B	-0.87075
MIB1	-0.0994285714285714
PCDHGB1	-0.269
SUSD1	0.07475
ICAM5	-2.4495
PAPOLB	-0.30025
URM1	-0.4527
TMEM106B	-0.109666666666667
LRIG2	-0.25925
SLC27A5	-0.893
CLIC6	2.6135
ZNF420	1.40316666666667
SCN9A	-0.4361
KIAA1909	0.51725
ELMOD1	-1.45175
PRKAG1	0.04425
FAM64A	-3.97077777777778
EEF1G	0.0881
SMAD5	1.11025
INCENP	-3.2145
WASF2	-0.7845
GARS	-1.794
CDK10	-0.4394
HLX	-0.261833333333333
MDM4	-0.803375
ZNRF1	-0.741071428571429
HHATL	0.362333333333333
FAM21C	0.572
HIST2H3C	0.128
PFDN2	-0.5745
ZNF200	-0.506
NDN	0.91075
HBA2	-0.646833333333333
FBLN5	2.45025
PUM1	0.695428571428572
TNNT1	-4.32133333333333
C19orf59	-0.195333333333333
HNRPH2	0.828833333333333
RAB7A	0.2465
PMS2	-0.378
BIRC3	0.428
NRSN2	-0.528125
OR52K2	0.0423333333333333
SPOCK1	-1.57114285714286
H2AFY	-0.3065
RXRB	-0.21675
ZNF638	0.1205
ANKRD45	0.1415
ACTN4	-0.141
FXC1	0.1735
EIF2B5	0.1215
VPS33A	-0.7915
PINK1	0.862375
FAM106A	-0.539
SKIP	2.019125
GAPDHS	0.0595
MUM1L1	0.82275
PSTPIP1	0.7065
CNTNAP1	-1.7145
CYP26A1	-1.5355
APOL2	0.3855
TACC2	0.890375
COX7A2L	-0.266785714285714
HSD17B1	0.160375
ARRB2	0.03275
SLC7A6	-0.7524
HSD17B10	-0.62875
RBJ	0.4
NUP155	-2.279
MRPL10	-0.557833333333333
CYCS	-1.28783333333333
CCDC46	1.39083333333333
TECTA	-0.00949999999999998
GNAL	0.428
LPO	0.219
PEBP4	2.38675
DDX11	-1.56225
C18orf12	0.0315
TAF9B	0.176583333333333
IMP4	-0.2525
RPA4	-0.0825
NDUFS1	-0.72775
UPK1A	-0.8925
ARRDC2	0.739
C18orf20	0.154
AES	0.979642857142857
CD2BP2	-0.0295
C16orf54	0.2895
UGT2B17	3.64075
FGFR1	0.425227272727273
CEACAM6	-1.1558
CHRM5	0.301
CERK	-1.2835
AP3S2	-0.145214285714286
ANKS4B	-1.19925
CLCNKA	0.045
ZNF208	0.8505
HLA-DRB5	4.7145
CARKL	-0.483
GOT1	-0.904
CASP6	0.6015
HOXA1	-0.0455
RCL1	0.05075
ZNF181	1.33616666666667
RAB40B	2.117
MRPL38	-0.18275
LRRN2	-0.461
C3orf25	0.123
OR5D14	-0.4715
OR10AG1	-0.259
BET1L	0.1488
FRY	4.32725
AK3L1	-0.76775
CSF3R	1.06166666666667
POLR3K	-1.1745
ATG2B	0.457333333333333
EPS8	0.864666666666667
DARS	-0.51625
C10orf56	1.136
DAD1	-0.234666666666667
RIOK1	-0.344833333333333
HERC2	0.0015
HSD11B2	-0.015
FAM96B	-0.75225
MGC13057	0.243
BSN	0.289
CAND1	-0.246833333333333
HCST	1.76025
ACTR10	0.677
OR8D4	-0.1235
NASP	-1.2296
COL9A2	1.23016666666667
LYZL1	-0.4915
GPC5	-1.5525
TBL3	-0.520666666666667
CENTD2	0.3435
OR5AP2	-0.005
TLR1	2.83
LMO6	-0.733
ZIC2	-3.053125
CPNE5	0.80325
ZMYND15	1.69625
FLJ22374	-0.09575
CCDC106	-0.135
PARP16	-0.16825
PDIA3	0.591
C14orf126	-0.107
CECR2	-1.5995
SFRS1	-0.889214285714286
FIGLA	0.5005
DCP1A	0.448
MGC45800	-1.2412
TEKT1	0.150333333333333
C10orf67	-0.4095
CLN5	1.58825
NTN2L	-0.497
GLE1L	-0.364
CES2	0.2036
GNAS	0.242666666666667
DDX53	-0.0485
TSPAN13	2.42325
MRPL52	-1.1596
SPIRE2	-1.233875
TAS2R39	0.09875
SCUBE3	-0.038
UCRC	0.1569
CDKL3	-0.15225
KIAA1715	-0.6065
ZNF345	1.66075
RTF1	0.198
DHRS7	1.6695
RIPK4	0.274333333333333
EXOSC2	-1.23316666666667
MS4A2	2.87175
FGF17	-0.16175
WDR59	-0.332375
EVI2A	-0.808
IL17RC	0.448166666666667
HS3ST1	2.91425
ITGB1BP2	-1.6845
RBPJ	-0.0293333333333333
GIMAP1	4.423
INE1	-0.0418333333333333
ALDH18A1	-0.95925
TPI1	-1.8685
GATA6	1.06575
CABP1	0.249
ZNF484	0.44625
DAPK3	-0.7315
GJB1	-0.995083333333334
PIN1	-0.403875
SLC6A15	-3.01758333333333
CNO	0.12275
RIN2	2.551375
FRRS1	-0.649
CYorf15B	-3.834125
DMRT3	1.598375
ATAD1	0.313
OTUD4	-0.281444444444444
ATOH8	0.364
ZSCAN16	0.86775
ASCC1	-0.5125
OTUD3	0.219375
MGC33212	-1.03666666666667
YME1L1	-0.107875
RP11-218C14.6	0.0355
PCBP4	0.294
TNFRSF10A	0.46075
CDH10	-2.80866666666667
KL	3.255375
SCP2	1.27616666666667
C9orf119	-0.4635
SON	0.457333333333333
MAFK	-0.7095
SBNO2	-0.178
SLC6A6	-0.787416666666667
SC4MOL	-1.309125
FAM35B	0.87025
PPP1R9A	1.532125
PDZRN3	1.197875
CXorf20	0.541
C6orf126	-0.08575
AVEN	-0.79175
FLJ21075	-1.339
C14orf132	0.42175
PCK2	-0.856125
GUCY2C	-0.0215
BARX2	0.93525
PEX11G	1.051
DAO	-0.695333333333333
C10orf49	0.23275
EDNRA	2.2655
PPP2R5A	1.1462
DDX39	-1.982
SERF1A	-0.178
ASCIZ	0.6482
FNDC8	-0.3715
PTMS	-0.12475
PHF7	0.85125
PIP4K2B	-0.1046875
HHLA2	-0.05625
BDH2	1.46
APOBEC2	0.05625
PENK	0.904
SMAD9	0.39925
MT3	-0.8225
RGL1	0.81925
ATG10	-0.848875
DLGAP4	0.184333333333333
APPBP2	-0.211714285714286
BACE2	0.0779285714285714
LOC339344	-0.170333333333333
ZNF395	0.9974375
HIST1H2BL	-1.90725
ZNF467	0.00557142857142858
SLC25A21	-1.04675
PALM2	-0.322666666666667
NSUN5C	-0.82925
IL5	-0.0691
CLSTN2	1.3615
ANXA8L2	1.61225
PTGES	0.575375
GDAP1L1	-2.31733333333333
OPRK1	-0.876833333333333
WDR20	0.832666666666667
C12orf4	-0.01325
NUP88	-0.66575
XRCC6BP1	-0.712333333333333
FCGBP	1.31278571428571
LEMD2	0.21775
NOMO1	-0.4165
C10orf79	1.4745
ZNF79	0.6937
OCRL	0.2124
HSPA8	-0.881166666666667
DIDO1	-0.159375
PLA2R1	2.329
COG3	0.4448
NGDN	0.13125
CBFA2T2	0.29975
PNOC	-0.42325
PRRG1	0.21475
AGGF1	-0.381642857142857
DPF2	1.054
YIPF7	-0.2025
TRPV5	-0.14225
ZNF322B	0.633
MED12	0.0656666666666667
CARS	-0.566166666666667
ABCC11	3.0115
C9orf25	-0.13
MYH1	2.7305
FRYL	0.276916666666667
AGTRAP	-0.34025
MMP27	1.9625
ZNF432	0.603375
OR8D1	0.0635
OR13D1	0.04875
VWA1	1.32375
STON1	1.003
IL5RA	-0.11075
PERP	0.9473
C10orf107	0.52
TNFSF12	2.718
FN1	-3.00075
MTR	-0.343
PHLPPL	0.0206666666666667
ZNF425	0.74225
DHFR	-2.06055555555556
PPP1R12A	0.471625
RSPO2	-1.656
ZNF7	0.11375
ZNF583	0.6045
TPMT	-0.437
GPR132	0.826
OR2T12	-0.57325
SERTAD2	0.0806
ATP1A1	-0.163
FRMPD3	0.04625
ZNF672	-0.34375
PLXNB3	0.06275
EML5	0.322
FAIM3	-0.8035
UBQLN2	0.4845
SORCS2	0.8885
PRIM2	-1.517
ACVR2A	1.103
YWHAZ	-0.351166666666667
PGM2L1	0.72325
GNAO1	-0.277214285714286
RPL10	-0.045
RPS6KA6	0.0275
PFKL	-0.874833333333333
SH3D19	1.659375
AURKB	-3.53466666666667
ZC3H6	1.59975
DISC1	0.472833333333333
FLJ39660	-3.05466666666667
TMEM25	2.149
OSBPL10	0.12425
CLTCL1	-1.69633333333333
ALG6	-0.83225
CATSPER4	0.122
LRTM1	0.0015
RRAD	2.5175
TIPIN	-2.275
CARD14	0.777125
RBM9	0.721166666666667
RASSF4	0.88
SLC25A18	1.12583333333333
C6orf58	-0.0696666666666667
IGHD	-0.2775
PLA2G6	-0.1005
TPT1	0.899875
SEC63	0.8823
CCDC113	-0.0486
TDRD10	0.93325
KIAA1666	-0.91425
TOR1AIP1	0.59075
SYTL4	1.01816666666667
SPRR2F	-1.7105
CEBPD	2.67275
SNTG2	1.93925
C20orf77	-0.106583333333333
TAS2R49	-0.156
C6orf173	-2.36
SVEP1	1.524
PXN	-0.0565
VIL2	-0.38225
C5orf21	1.20025
DIXDC1	0.755125
GANAB	-0.663833333333333
PDSS1	-1.18375
NGFR	1.485375
ATP8B4	3.06925
BMP8A	1.375
CCDC132	0.342333333333333
GNRH1	0.3015
OR10T2	-0.2605
PDGFD	3.72233333333333
OR6W1P	-0.345
HARS	-0.505416666666667
KRT77	0.143
AQP8	-0.69375
ITGB1	1.0745
ZNF254	0.6448
PAX1	-0.176166666666667
PSMC4	-0.9515
ANKRD22	2.93025
PSMD8	-0.338166666666667
HTR1E	-0.6915
SOX10	0.6542
OR5B2	-0.0065
RABGEF1	-0.687357142857143
MAP1LC3B	0.542
CYB5R4	0.19075
AGXT2L1	-1.889
FLJ41603	3.28266666666667
TRAPPC2	0.810333333333333
FNTB	-0.0949
FLJ14107	-0.4635
AURKAIP1	-0.35475
DSE	1.60525
NFKBIZ	1.7025
OSBPL3	-1.76266666666667
LOC130576	2.4975
SLC39A9	0.398666666666667
LOC137886	-0.0606666666666666
RHCE	-2.8915
ATG7	-0.4385
FAM82A	1.441
FBN3	-0.5575
MCFD2	-1.13833333333333
CASP14	0.191
EPS15	0.78675
SFRS2B	1.48483333333333
C19orf47	-0.0755
PLAC9	2.6365
GPR23	0.0255
BTNL3	0.518666666666667
RGS8	-0.1725
GNS	0.4855
ENO2	-2.65933333333333
CBX1	-0.6334
PEX26	-0.2145
LRP5	-0.0995
ADAMTSL4	-1.14383333333333
ARR3	-0.185833333333333
MAP1A	-0.488
CD2	4.76225
NAV2	0.3924375
TMEM69	-0.69575
ATXN7	-0.394833333333333
CHN2	-0.263833333333333
ZNF781	1.508
HAS2	-4.24816666666667
KIAA0241	-1.44566666666667
BIC	0.99875
MOBKL2A	-0.258
CYP2C9	0.615
CNOT7	0.4175
SFRS10	-0.314
CST11	0.571
FLJ37543	1.0505
NKAP	-0.949
RUNX1T1	4.7045
EAF1	-0.1998
IL4I1	1.96575
LRRC61	-0.778833333333333
PSIP1	-0.88975
SPRR4	0.0525
ZFP90	0.921833333333333
AP2B1	-1.278
SLC30A7	-0.0588333333333333
C7orf28A	0.098
S100B	1.60316666666667
BMP2	-0.560375
ESR1	3.55033333333333
ZFPL1	-0.2275
ARHGAP12	0.901
LRRC19	-0.108
ZNF767	-0.331333333333333
NACA	0.605
OLIG1	-2.591625
PRF1	1.667
LST1	2.53133333333333
SPATA9	-0.123166666666667
CNFN	0.219
CDK4	-0.9365
TCF15	0.123166666666667
PARC	0.28225
PPM2C	2.2835
LOC283345	-0.3215
FAM107B	1.4075
DMXL1	0.15375
RBM3	0.165875
HTR5A	-1.29883333333333
SCFD1	0.0928333333333333
EPHB3	2.08075
ROPN1L	-0.2815
RAMP3	1.47375
TSPYL5	2.43618181818182
GAP43	-3.0505
PAPD4	0.438125
PDE3A	-1.30975
TNFRSF10C	0.934
JMJD5	0.143
RASGEF1A	1.4616
C16orf65	0.0183333333333333
HIPK3	0.5545
XYLT2	0.0165
XPOT	-1.54233333333333
GAL3ST1	-0.61875
DHCR7	-2.03375
AMIGO3	-0.320833333333333
FGFR4	-1.07483333333333
CRAT	0.26225
PPP1R14D	-0.1665
TRIM14	0.5049
TMPRSS11D	0.128
SLC7A11	-2.92878571428571
OR10H2	-0.2205
PPM1E	-1.4533
DOCK4	0.791125
FAM127A	0.299875
ENOPH1	-0.1
SLC5A3	-0.8522
ZNF530	0.1975
NTS	-4.63125
FRMD4A	0.582625
BCL11B	-1.81366666666667
PRM1	-0.3045
UQCC	-0.9983
S100A16	0.220666666666667
PLS3	0.6255
WWOX	0.171285714285714
CCDC23	0.70625
GTSE1	-3.60116666666667
GP2	2.1635
FLJ32549	-0.12725
CHIT1	2.55525
KLF9	0.771875
RPS24	0.1458
MIA	2.15525
FIGN	0.33525
PYROXD1	0.26425
PCSK2	-0.44025
MRPL9	-0.18825
RPL24	-0.043125
C12orf32	-0.993
HIST1H2BE	-2.014
RGS18	3.4775
LFNG	0.8035
RAB4B	0.2678
FBXO25	1.0785
TSPAN31	1.28783333333333
ARL8A	0.107642857142857
C10orf83	0.0522
OR51B6	0.2225
CNKSR2	0.067
C1orf156	0.84175
IBSP	-0.5395
GFRA2	0.8952
ALKBH7	0.3062
NEK10	2.69875
VN1R3	-0.039
LOC91948	-0.172
CPZ	-0.082
IHPK3	-0.0268333333333333
COL8A1	-0.1435
RBPJL	-0.392
OR10A4	-0.05575
CASP8AP2	-0.372
MMP12	1.575
OR8B12	0.5125
CDCA5	-4.2265
LIX1L	-0.9095
PEX11B	0.721625
GABRA1	-0.0755
HABP2	1.999
REEP1	1.89
FBXO15	1.31675
CD68	0.527
WFDC9	0.1415
GHDC	0.585833333333333
SMARCA1	0.49675
SPAST	-0.2625
PLXND1	0.000500000000000019
MLCK	-0.061
INTS5	-0.0988333333333333
BSG	-1.11507142857143
PARP8	1.13733333333333
TEAD4	-1.93333333333333
ZNF498	0.223
TMEM89	-0.466
DTX4	0.84175
TNRC6B	1.1710625
ARMC2	0.6285
FGFBP1	1.7835
TIMM8A	-1.7285
AJAP1	-2.7107
ZNF608	1.5375
SLC25A42	-0.364625
SYP	-0.105166666666667
MMP11	-0.442666666666667
USP40	0.4442
C3orf62	0.2495
MYO1E	-0.1878
LRFN4	-1.745
XCL1	1.6605
GPR155	1.1765
VPS29	0.03125
CARHSP1	-1.309
ARHGAP20	1.84483333333333
GREM2	1.84735714285714
CCDC102B	2.34475
ZNF577	1.406
HDDC2	-0.383375
SHC2	1.3268
NCOA5	0.088
INPPL1	-1.0415
CHGB	-2.8318
IHH	-0.3365
DDEF2	-0.308083333333333
DIAPH3	-3.01566666666667
BUB3	-0.814916666666667
GGH	-2.18388888888889
VPS35	0.1329
CNN2	0.1915
ASNA1	-0.64475
WDTC1	-0.1575
AMAC1	0.531
HAS3	1.12783333333333
SLC1A6	-1.648
ZNF563	0.778
C1S	4.617
TCF7L1	2.491875
OR10Z1	0.548
ME2	-0.5442
C6orf151	-0.3695
KPNA4	-0.8289
GLO1	-1.026375
WDR61	0.00866666666666667
CD302	2.40275
SIRT7	-0.429
C11orf59	0.39275
PKIG	0.881
PPIL3	-0.1085
CCDC74B	1.0625
ZNF528	1.11925
EFNA5	-0.0625
FCGRT	2.29625
NOL4	1.3139
CCS	-0.26825
LOC374491	-0.22975
MFSD7	2.378
ZNF555	0.53975
LIMS3	0.32525
TSSC4	-0.0763333333333333
COL11A2	-1.25
C1orf119	1.389
BPNT1	-1.01075
CHRNA6	-0.394
C1orf173	2.0237
PLD2	1.05575
ORC1L	-4.14275
SASH1	2.24525
CDC14B	0.5195
RLBP1L1	-0.0265
LDLRAP1	-0.3315
NAT8B	-0.699666666666667
HHEX	-1.3955
LGALS7	2.401
PLCH1	0.809
OR1M1	0.0515
PRAMEF16	-0.05175
HECTD1	0.1045
C14orf39	0.1205
TLN2	0.9122
HDAC4	-1.13628571428571
SYCP2L	-1.5355
GLRA1	-0.596
RPS6	0.402125
hCG_1757335	0.603
KLHL1	-0.8715
CTNNBIP1	1.266
SCAND2	-0.1872
HMGN2	-0.3062
YAF2	-0.368
BRPF1	-0.09625
LIAS	-0.03025
CTA-246H3.1	-0.08475
SAG	0.393
C20orf10	0.4605
HNRNPA2B1	-0.596833333333333
GADD45A	-0.864166666666667
MSH4	0.197
TMEM70	-0.33825
HIST1H2AM	-2.025125
C19orf26	-0.0888333333333333
C1orf50	0.07225
GNG3	-0.4375
FTO	1.72975
CALCB	-0.9135
PPP3R1	-0.610625
C15orf42	-4.155875
CCNJ	-0.1305
GNAZ	0.281733333333333
PSD	-0.163666666666667
FAM57A	-1.443
STIM2	1.1445
DHX8	-0.10225
MOGAT3	-0.8605
UBE3B	0.507666666666667
PLAT	1.634
C6orf206	1.8855
COPE	-0.5608
EIF3A	0.30475
C1QL2	2.6575
IQCE	0.0844166666666666
KIAA0182	-0.0399166666666667
SLC22A7	-0.3055
PPFIA2	0.3785
ADAMTS15	0.0935
ODZ1	-0.21
THBS4	3.371
ARHGAP1	0.73425
B4GALNT3	-0.200666666666667
FCHO1	-1.362
LOC440456	-0.043
HOXD10	1.30383333333333
CXCR3	1.995
CHI3L2	2.137125
SRPX2	0.62
ZNF132	1.52716666666667
UBAC2	-0.1965
RPL32P3	0.4215
CBWD6	0.5595
ST6GALNAC4	-0.849
KIAA0391	-0.2545
LOC388969	-0.3415
KRTAP5-8	-0.794666666666667
ZNF786	0.22975
LYVE1	4.703
GPR144	0.969
APOH	-5.816875
TSC22D2	0.114166666666667
PLCD1	0.52525
FLG2	-0.0985
M-RIP	0.4144
NDUFV1	-0.76925
POLDIP2	-0.371166666666667
RAB3GAP2	0.574
RPSAP15	-0.34225
CLEC7A	1.318625
HSPA14	-0.97325
TAAR5	-0.234
FAM132A	-1.2385
C2orf43	-0.96175
OR10V1	-0.003
SELPLG	0.2775
C1QTNF6	-1.7005
OPCML	1.0335
DTYMK	-1.33
ALDH16A1	-0.319875
F13B	-1.0705
MGC16169	0.1545
KIRREL2	-1.73116666666667
C14orf32	-0.325083333333333
SLAIN2	0.7315
HSD3B2	0.0965
AMMECR1L	0.1972
LRRC37B	-0.1755
HMG20A	-0.139833333333333
C22orf27	0.4877
FBXL22	1.15
AP1B1	-0.0795
TNKS1BP1	0.98075
CD74	4.35175
HSPA12B	2.0995
PLSCR1	1.91883333333333
SLC35E1	-0.440333333333333
FEZ1	-0.932
APOD	4.5875
C16orf44	-0.566
C1orf166	-0.0675
KCTD11	0.31475
NELF	-1.273
SRP54	-0.345333333333333
MGC35361	-0.33325
GPR35	-1.8545
NRGN	-1.12025
SIGLEC12	0.59175
SCN1B	-0.1965
IFNW1	-0.2575
STAR	-3.521
HLA-DQA2	3.61183333333333
RNASEH2B	-0.82575
TAAR2	-0.1615
VAMP5	1.06333333333333
TUBA1C	-1.42942857142857
PIK3R2	-0.646125
ARD1A	-1.044
EBF2	0.8175
CAMSAP1L1	0.33075
CYP3A43	0.08325
AKR1B1	-1.12875
KIAA1729	0.075125
KAL1	1.2532
CYBB	1.073875
UXS1	-0.45225
LOC338579	0.1145
C11orf45	1.18725
SHB	0.372375
IKZF4	0.207875
NDUFA1	-0.5735
HSPE1	-1.30475
C1orf215	-0.0165
GPR113	-0.204833333333333
ZNF573	1.57925
TBX18	1.7305
GGTA1	6.55075
PCDHGA8	-0.508
RPS6KL1	0.081125
DPP9	-1.3205
SLC43A2	0.381625
COPS3	-0.74975
PMPCB	-0.243166666666667
HYLS1	-0.5985
LSM8	-1.1605
PDE6B	1.07325
C10orf118	1.4758
OR1C1	0.0725
ZNF415	1.33625
OR2F1	-0.0685
ZDHHC13	0.74375
FZD8	0.4172
TCEA1	0.3549
SUSD4	1.231625
C22orf24	0.0485
TNFRSF14	0.77925
TRIM28	-0.545166666666667
FGF5	-1.97042857142857
CSPG5	-0.780666666666667
RNF133	0.00950000000000001
FKBP15	0.141
BZW2	-0.98425
NSMCE1	-0.038
PTPRN	-0.5185
TST	-0.154125
POP1	-2.0775
RNF24	-0.909
SFRS4	-0.235125
REPS1	0.2815
CD70	-2.01766666666667
PDXDC1	-0.360375
SRC	0.1289
NTNG1	-1.59383333333333
SETD1B	0.46025
TINP1	0.0522
ZNF606	1.155
SSR1	-0.7224375
RGNEF	0.8255
NFS1	-0.9075
CENTB5	-1.18858333333333
CRMP1	-1.30783333333333
ADAM18	-0.1255
CCDC87	0.453166666666667
LRRC8B	-0.1065
CSNK1G1	-0.13125
MAFB	2.9565
C12orf45	-0.892
C1orf54	2.15125
DPEP1	-1.416
FLJ13137	-0.0525
C14orf118	0.645
ANKRD19	0.238583333333333
ABCA9	3.8428
TMEM87A	0.8138
BBS5	0.7608
CYP17A1	-0.040375
SCG3	-1.34183333333333
ESCO2	-4.267
GFER	-0.596666666666667
NRIP2	0.462666666666667
DDX59	0.6585
RIC8B	0.2791
TNNI1	-0.403
KTELC1	0.1115
GPR85	-0.0228333333333333
SP3	0.240125
GOSR2	0.0625
DDX1	-0.082
DSCR9	-0.687
KIAA1984	-0.74075
FLRT3	0.7625
RNPS1	-0.643928571428571
ZNF772	1.4125
SLC25A10	-1.3375
ADAMTS3	-0.1303
TBC1D7	-2.10675
PCYOX1L	-0.616
LOC339745	2.002875
VPS54	-0.009
PCDHB12	1.11325
C4orf6	-0.52425
CCL5	3.27125
PEX5	-0.175
LENG1	0.396333333333333
LOC51336	-0.49725
FLJ25371	0.182
WDR45L	0.6495
SPAG8	1.04933333333333
GUCA1C	0.011
LOX	-1.92916666666667
FIZ1	0.18
BAG5	0.707583333333333
BUD13	0.257666666666667
MGC2752	-0.607125
IQSEC3	0.480375
TGFBR3	2.2965
CASP9	-0.7455
PPA2	0.336875
MED24	-0.21675
MAP3K7	-0.165
SRPR	0.24275
C17orf81	-1.2035
RIPPLY1	-0.00875
EID2	-0.0035
AKR1C1	0.627166666666667
IMMP2L	0.5205
SPSB4	-0.406
BAG4	-0.101
ZNF32	1.74016666666667
KLHL34	1.13525
BRD2	0.3725
IL32	-0.205833333333333
FAM53B	0.413833333333333
SLC7A1	-0.985
KAAG1	-0.118
CCDC54	-0.2935
PRKCQ	-1.0785
TIRAP	-0.000625000000000014
SPSB1	0.022
USP36	0.256
FLJ32569	-0.2325
LYZ	-0.91575
TMEM186	-0.316833333333333
TPM2	1.585
C9orf100	-1.876
PPP1R11	-0.0894
OLFML3	1.6037
ELAVL1	-0.17325
DNAJC17	0.871
ABCA2	-0.43425
BNIP3L	0.37375
ATP10D	1.47
GALNT8	0.149166666666667
PRKCH	2.39975
USP12	-0.2985
STXBP1	-1.0686
LSM2	-0.7105
ANKRD30A	4.401
LAP3	0.988
C9orf40	-1.46816666666667
KATNAL2	-0.560333333333333
RG9MTD2	0.46275
PNPLA7	1.6905
IDH1	0.301
C1orf57	-0.1655
XRCC5	-0.3565
TBRG4	-1.184375
DCDC5	1.30233333333333
POU5F1	-4.7085
RAB1A	0.218142857142857
KRTAP15-1	0.0955
INHA	-1.88483333333333
WDR90	-0.925875
MLL2	-0.0396666666666667
FAM104B	0.35225
SF3B14	-0.2955
STX1B	-0.4555
SNX12	-0.2635
KMO	1.1905
FAM100B	0.1575
CDRT15	0.124
RAB9A	0.6645
RUFY3	0.649125
UBE2U	0.316666666666667
NFKB1	0.9713
FBXO38	0.26375
VRK3	-0.285
TUBB8	-0.9525
IFNA6	-0.138
AYTL1	0.318833333333333
RBP3	-0.144285714285714
MUC13	-0.89925
