Hybridization REF	TCGA-AN-A04A-01A-21R-A034-07
PURA	1.06075
DNPEP	0.18175
RP11-78J21.1	-0.67425
ERBB2	1.0395
FANCM	-1.174
NEO1	1.23883333333333
DDX3Y	-4.3962
RPS3A	0.545375
MXRA7	0.533642857142857
LGALS3	-0.609833333333333
GLT8D1	-0.06275
CFL2	-1.93166666666667
UPB1	0.3185
NAP1L5	0.268
CLDN14	1.26375
DHX38	-0.27175
BTBD1	0.7015
TARS2	0.132166666666667
ABCF1	-0.3222
FCF1	0.362333333333333
LRRC49	0.26525
GUCY1B2	-0.504
C1orf177	-0.361
SMARCA4	-0.585857142857143
LRP8	-3.69383333333333
TAGLN3	-0.46925
MRPL14	-1.1065
TTRAP	0.723
ZDHHC20	0.2555
NFE2L3	-2.23125
KIAA1377	0.633375
PALMD	0.8215
TMEM43	0.1945
TTL	-0.859625
STAT5B	-0.982333333333333
SSB	-0.920125
OR10H5	0.435
SLC22A13	0.05025
AKAP3	-1.1425
TIMM23	0.265
OAS2	1.67925
KIAA0423	1.09275
TRIM11	0.451
GLIS3	1.79742857142857
TMEM50B	0.442833333333333
ARHGEF4	-0.6675
DEGS1	0.0589090909090909
TBL1XR1	0.7379
G6PD	-0.43775
SP140	0.3893
MUC17	0.168153846153846
NUDC	-0.6062
DNAJC5B	0.549333333333333
SCARA3	-1.29316666666667
CPA3	5.04383333333333
BCAT2	0.398
MFN1	-0.5143
NRG3	-0.4035
SNX11	0.05925
PLEKHH1	-0.497833333333333
GPR177	0.737333333333333
HCFC2	-0.0155
TCAP	-0.79775
MOCOS	-1.29425
C14orf93	0.13075
PRDM10	-0.435833333333333
SLC16A4	0.0114166666666667
SRGAP1	0.232833333333333
VIP	0.73925
DUSP27	0.213
LILRA1	0.2458
MC2R	0.4695
MGC24103	-2.0785
MBTD1	-2.7215
FUT11	-0.199333333333333
USP33	0.452
C15orf39	0.01425
MAP3K12	0.7585
PAAF1	-1.0615
BARHL1	0.0205
FLJ16165	0.1965
PIWIL2	-2.08625
SYNE1	0.50225
CMTM4	0.86625
TSPYL1	1.3697
GUF1	-0.679166666666667
TMEM157	1.262
WDR44	0.9045
HIST1H3C	-0.128
DKFZp666G057	1.13675
RNPEP	0.73675
GAS2L2	-0.334166666666667
ADH4	-3.957
GRPR	0.492166666666667
FBXL17	1.00175
ZBTB10	0.119666666666667
Gcom1	-0.202388888888889
HTRA1	2.1884
ZNF585A	-0.0115000000000001
SLC26A2	-0.0669230769230769
OTOP3	-0.207833333333333
WISP1	2.61688888888889
ATP2B4	-0.401416666666667
FLJ10769	0.523
CRAMP1L	-0.00475000000000001
CHST12	-0.69875
RAB22A	0.385
TARDBP	-0.709785714285714
STAU1	0.17425
CRB3	1.98166666666667
MIG7	-1.901
CHMP1A	0.305333333333333
ZNF160	-0.1875
B3GALT6	0.021625
BARX1	-0.626166666666667
C6orf167	-1.9600625
NXNL1	0.499
DHX29	0.527125
HADHB	-0.3935
PLXNB2	0.74225
ILDR1	-2.30175
SLC15A3	2.3495
GAS2	-4.27933333333333
C20orf69	-0.5315
NUMB	-0.305
TNIP1	0.27
MESP1	-0.489166666666667
PSKH1	0.21225
NSFL1C	0.05175
RHOG	0.1365
HEY1	-1.04916666666667
KNG1	-1.031
ITGAX	1.1823
LIN9	-0.772833333333333
CANT1	0.521375
XRN1	-0.271071428571429
CCDC96	1.7134
HEATR6	-0.126
GNG7	-0.111833333333333
RUNX2	1.7056875
SOX1	0.0191666666666666
FCRL5	-0.2696
ZNF99	-0.449875
FAM9A	1.022
SNX22	0.625666666666667
MBNL3	-2.05416666666667
ODC1	-3.0873
ADORA2B	-1.41866666666667
NR2F6	0.1225
ZFYVE16	0.162777777777778
SYNJ2BP	1.0406
POLE	-1.2955
E2F2	-0.84925
THRA	0.4595
PTGES2	-0.397166666666667
HIP1R	0.455
TMUB1	-0.6815
ENO3	-1.51575
RSPH10B	-0.162
CXorf39	1.5635
IRGC	0.2915
GPR109B	-1.13325
FLJ13305	-0.903
LCE3A	0.4955
TNFRSF18	-0.397
DET1	0.859
TRPM3	-0.170416666666667
C16orf79	-1.2875
FECH	-0.716333333333333
RAP2A	0.328
CRIP1	2.8455
AZIN1	0.55725
SLC7A7	3.173
IL10RA	0.3059
TMEM64	-1.914
CDC42EP4	0.0407
C16orf58	0.0142
ARG2	-1.443
POU5F1P4	-4.55875
FAM62B	-0.1115
DNAH8	-1.5847
ASH2L	-0.285375
TSLP	-2.4835
CNTNAP5	0.123
TMEM16C	0.32
IFNA14	1.687
SLC1A3	-0.1015
CABYR	-0.86575
BCL7B	-0.4839
NUDT13	-1.33916666666667
C13orf28	1.07825
C1orf53	0.37675
ARL6IP4	-0.4516
RPL35A	-0.15525
EMR3	0.09225
RAB40C	0.873
SLC41A1	-0.014
LRCH1	-0.3265
LY6G5B	0.416
FAM124A	-0.339769230769231
MGC10981	-4.1085
CLIP3	0.9139
MAP4K2	-1.13816666666667
CHIC1	0.055
SULF1	4.658
C20orf30	0.595571428571429
PRDM5	-0.45975
ELOVL1	-0.14725
C11orf48	-1.156625
SLC39A10	0.15575
KCNV1	0.16025
ACP1	-0.6622
ZMYM2	-0.85625
B3GNT6	0.158166666666667
C9orf69	0.7515
C2orf15	2.36475
C20orf166	-0.656
HSP90AA6P	0.762
EDG7	-0.1865
NEURL	2.448625
LPL	0.0241666666666667
CLEC2D	-0.872928571428571
GRRP1	1.3765
CD8B	-3.0925
HIST1H3D	0.954
SLC6A12	-0.00600000000000001
FAM27L	-0.494
CD84	0.9672
RASA1	-0.008
PHKG1	-0.342
MAGEA11	-1.3065
IMPA1	-1.5111
NPM3	-1.39825
RARRES1	3.1765
SH3BP1	0.277125
B3GNTL1	-0.8335
ARPC5L	0.0496666666666667
KLHL26	0.26475
SIM2	-1.073375
GJC1	1.0865
C20orf194	0.2095
EXO1	-1.83825
SLC2A2	-1.51
LOC285074	-0.68925
LRG1	0.125
KIRREL	0.6925
PIK3R1	0.44
C4orf34	0.7955
MAF	-0.3825
ADCY4	3.1225
ZMIZ2	0.7295
SLC46A3	1.21766666666667
STAMBP	0.233
CCDC16	0.33225
MS4A12	0.6335
TCF20	0.039
LRRC46	0.19125
C20orf152	0.28325
MRPS6	-1.217125
ABCB11	-0.13
KCNC2	3.26033333333333
CDH19	-1.37666666666667
C9orf123	-0.181
SSH3	-0.027875
LDLRAD1	-2.31975
CCBE1	-0.01675
ZNF135	1.219125
TAAR1	0.151
WFDC12	0.199
CCDC42	0.271833333333333
FLJ12529	-0.9115
PER1	-1.0716
TIMM50	-0.556166666666667
SMARCAD1	-0.0728333333333333
FAM26C	1.575
TP53TG3	-1.28883333333333
SH3RF1	1.5629
LMCD1	2.2725
GPR63	-0.1425
FLJ21986	-1.93375
AIFM3	-0.7265
MICAL1	-0.4415
BLZF1	0.698666666666667
IQCA	1.69066666666667
PCDHGC3	0.0635
SAC	0.286333333333333
BCL6B	1.47466666666667
DDO	-0.3535
MARCO	3.2105
DCHS1	1.5635
C1orf170	-0.677333333333333
CD200R1	0.6285
C22orf15	0.2395
SEPT11	-0.0978333333333333
ADNP	0.297
UST	0.4803
C13orf34	-1.9045
RFFL	-0.0577857142857143
APBA3	-0.1855
C2orf60	-0.709125
CUTL1	-0.1181
PMS1	-1.04825
ZNF689	0.9465
EIF3E	0.194
IL9	-0.325333333333333
RPL31	0.27975
LY9	0.3255
ATP2B3	0.10575
KDELR2	0.44325
TFCP2	0.055375
NLRP12	0.003
FLJ45422	-0.5865
TLE4	-0.7905
ZNF570	0.4875
FLJ43806	-0.294
TLK2	0.22475
CIR	0.54875
MARS2	0.667
COL24A1	0.66575
SDF2L1	-0.9235
HIBADH	-0.585166666666667
IGFBP3	-1.25107142857143
C12orf23	0.474875
PSPC1	-0.657
C20orf43	0.059
TRAV20	-0.586
ARHGAP24	0.500875
KIAA1975	-0.737625
C1QA	3.4117
DNTT	-3.967
C10orf6	-0.154833333333333
C11orf41	1.38425
HNRPF	0.277
COL11A1	6.52516666666667
UBAP2	-0.665333333333333
CDKN2AIPNL	-0.8685
C20orf174	1.4385
SPRED2	0.09425
PLA2G12A	0.433833333333333
ICEBERG	-1.77383333333333
SCN10A	0.503
C11orf65	-0.1905
GBP5	3.50925
PITPNC1	-0.373
POU3F3	1.24
NCOA7	-0.486625
LIN7C	-0.4142
LOC348840	-0.081
NKX2-2	-2.682
ANKRD13D	-0.196875
LOC123688	-0.52325
FUT2	0.884333333333334
TAAR8	0.717
FZD4	0.3755
PNMA3	-0.677333333333333
OR4L1	0.082
WIT1	-2.50125
EXOC3L	1.3565
ATPBD4	-0.6077
KRBA1	-0.85875
UBXD6	-0.42075
HOXB7	0.684857142857143
C7orf23	-1.2815
UNQ338	-0.585
STAB2	0.4235
CDC20B	1.11225
IRF9	2.35475
CENTG1	0.604333333333333
TNPO2	-0.8775
MCPH1	0.335
BMS1P5	-2.7195
SLC26A7	0.962333333333333
HIST1H3J	0.755
C9orf3	0.4647
LBH	1.703125
MYO1D	0.90375
PTDSS2	-0.34675
NFU1	0.20125
DEPDC4	-2.67825
WNT7B	0.2282
GLP2R	-0.0393333333333333
SETD4	-1.4465
DYNLT3	0.7579
FKBP11	-1.20783333333333
SESTD1	0.407333333333333
FLII	-0.1425
RPS16	0.0845
CHPF	0.6935
CSNK2A1	0.381166666666667
SUMO1P1	-0.15325
FKBP6	-0.3165
ZNF214	-0.0751666666666667
TWIST1	0.630833333333333
DDX56	-0.588833333333333
TRAM1L1	1.7416
EPO	-2.28033333333333
MRPS18B	-0.38625
ZNF682	-0.736666666666667
RPL14	-0.0158333333333333
MAFF	0.18
LOC51136	-0.094
LY96	0.63325
DDX20	-0.2655
ABTB1	0.310666666666667
ARL5A	0.4973
CCT6A	-0.96125
HEPACAM	-1.50033333333333
EHHADH	-1.29783333333333
RBAK	-0.2345
CGB1	0.19025
ITGB5	0.7149
YIPF3	0.2075
FKBP2	-0.72875
NR1D1	-0.2824
TMEM110	0.4755
NEK2	-1.69283333333333
PRAMEF8	-2.467
C20orf52	-0.9095
PCDHGA3	-0.377
VWA3B	-0.013
NDUFA5	-0.403625
THAP9	0.0395
FLVCR2	-0.115333333333333
AP1S1	-1.123875
SMAD6	-0.99525
SAV1	0.25525
SAT1	0.675375
ZNF251	0.782375
ADAMTS7	0.3325
RPP38	0.296
C1orf211	-1.4
YPEL2	2.1732
RBMS1	-0.154
ZNF445	-0.989333333333333
NRXN2	0.796166666666667
PGBD4	-0.6535
UGT2B28	-1.2745
WBSCR16	-1.1865
NLRC3	-0.011
ASTL	0.381
ST6GALNAC1	-3.0185
ZADH2	-0.207125
MLLT4	0.0754166666666667
ARL6	-0.206833333333333
MEF2C	0.5745
CBFA2T3	0.405
AFF3	1.80428571428571
COG7	-0.0951666666666667
MYB	-0.0235
PLXNA3	0.3725
XRCC2	-1.78016666666667
MMS19	-0.359375
ST8SIA5	-1.34925
CHPT1	-0.2995
KIAA1712	-1.392375
OR6X1	0.72
ACTR3	0.548125
UGCG	0.733666666666667
OR4P4	0.366
ZAP70	-3.1405
LPP	1.183875
ZNF485	0.24425
PTPRCAP	-0.34275
IL12RB1	0.08875
ATRX	-0.1086
CHST8	0.645375
C14orf109	0.608
ARV1	-0.14875
NMB	-0.959571428571429
COX5A	0.131
EIF6	-0.33925
MPPED2	-0.0501666666666667
SEMG1	-1.489
CHRDL1	-0.54
TRAF3IP2	0.861
WNK2	-0.3475
LILRA4	1.14583333333333
LAMA2	4.042
PXT1	0.276
RLBP1	-2.5285
CD300C	-0.157
SLTM	-0.394875
FLJ10404	-0.423666666666667
APOBEC3D	-1.486
RENBP	1.266
ATXN7L1	0.029375
NID1	1.56525
TUBGCP3	-0.8155
ITIH5	0.474055555555556
CCDC110	2.8225
C8A	-1.904
MGC87042	-1.228
HOXC13	1.97475
TFDP2	-0.714
HCP5	0.9655
POLI	-1.1035
UCN	-1.45683333333333
ZNF764	1.19266666666667
C8orf45	-0.164666666666667
FHL3	-0.37125
SPATA5L1	-0.3955
MMRN2	2.404
NDST1	0.657333333333333
COL20A1	0.0323333333333333
ZNF248	-0.569166666666667
PELP1	-0.577666666666667
MBL2	-1.0828
RNF41	0.70275
C5orf24	0.419375
THOC5	0.223375
SERINC3	0.448666666666667
RP11-151A6.2	-0.17025
CDCP2	-0.38975
HIST1H2AA	1.33775
C11orf75	-0.0553333333333333
FKBP7	1.15425
DDOST	-0.62475
GPNMB	1.00466666666667
TTF2	-1.71766666666667
KCNT1	0.761166666666667
SLC39A14	-0.85625
NGRN	1.8065
GPR137B	1.258
MECP2	0.77825
PSMA1	-0.85925
C16orf73	-4.34275
TMEM60	-0.1315
CSN3	0.5695
NOS1	0.3165
RAB7L1	-0.411666666666667
YBX2	-0.1565
KIAA1166	0.21775
FUBP3	0.0461666666666667
ABCG1	2.2575
ACACA	-0.880416666666667
ARL11	0.9115
ATOH1	-0.106
ODF1	0.728
CREB3L3	-2.032
TMEM127	1.89707142857143
DSCAML1	2.356
PLN	1.72966666666667
LYPLA1	-0.335
PRDM9	-1.78425
SASP	-0.50725
PLUNC	0.929666666666667
INTU	-0.0655
HISPPD1	-0.89975
LNPEP	-0.232
YARS2	0.138
APCDD1L	-0.822
ZCCHC4	-0.7167
FBXO22	0.4135
TTLL13	0.1015
ZNF669	-0.144166666666667
PTGDR	1.65725
DDX27	-0.55675
KIAA0409	-0.422833333333333
GJB6	1.69325
ASB8	0.7195
PLP2	0.147
MEPE	0.06025
OR10J5	0.266
KRT222P	0.02
COQ7	0.5345
C1orf101	-0.0033333333333333
RERG	2.6073
CHMP5	0.182375
THAP11	0.49725
ZNF43	-0.309333333333333
ZRANB3	-0.262333333333333
KRT13	0.80325
MRPL19	-0.70425
RBBP9	0.145375
SPATA17	0.0555714285714286
BXDC5	-0.608833333333333
PAFAH1B1	-0.584666666666667
MAGEE1	0.466
OSTF1	-0.1705
KIAA0323	0.241583333333333
TXNDC13	0.878833333333333
CNTN4	2.390125
LCE1B	0.103
UNQ501	-0.57
ZNF154	0.32525
C3orf64	0.57475
SYT5	0.4317
PON1	-0.0406
FLJ10357	-0.205625
ATP4A	-1.1295
GNPDA1	-1.12166666666667
MGAT1	0.5245
C14orf121	0.09375
SLC35B2	-1.10675
MIER3	0.0245
CHEK1	-2.606625
ZNF8	0.0733333333333333
TXNDC1	-0.579166666666667
CKB	-1.3592
RTN3	0.0666428571428571
FZD2	-0.305166666666667
PART1	-0.291125
PSMB6	-1.083
PCDHB8	-0.335
PHC3	-0.19
PPP1R8	-0.618
NOVA2	1.24266666666667
TNFRSF11B	-3.21
GOLPH3	0.622833333333333
UBLCP1	-0.287
SUHW3	-0.551
TTLL1	1.4975
OPN4	0.3755
OR13G1	-0.0495
ZPBP2	-0.112
HSD17B11	-1.01925
C9orf50	0.4915
DHDDS	-0.357428571428571
CTSW	0.0925555555555556
NEFM	-0.0295
MRPL28	-0.6295
SYN1	0.8035
PIGV	-0.147
ZIM2	-0.2025
APBB1	0.673
SND1	-0.8235
C1orf123	-0.233666666666667
CHD3	-0.6985
BHLHB8	0.423
RNASE2	0.562
BCAP31	0.847875
SLC25A44	0.473
CHD6	0.0571
PIB5PA	1.25915384615385
SELS	1.142125
LOC541471	0.082375
FAT2	2.071
ZNF81	1.0065
OR4C16	0.3995
FLJ10081	-0.1833
LRRC4	0.65
CS	0.0355
N4BP2	-0.23925
IGFBP7	2.36225
ZNF318	-0.44825
NDNL2	0.4595
ZNF609	0.012875
SIRT4	-0.2485
EXOSC10	-1.1485
ECE2	0.412833333333333
OVGP1	0.203
GTPBP3	-1.343
PACS2	0.6983
C19orf36	-0.567333333333333
ARL4C	0.7045
ATG4B	-0.67
UBQLNL	-2.029
RHOXF2B	-3.469
PLEKHG2	0.03
GALR1	-0.3385
AQP4	0.2526
HDAC7A	-0.196
DCUN1D3	0.48225
OR8A1	-0.201
CCRN4L	1.203875
CBR4	0.106666666666667
KIFC1	-2.123
SLC7A14	-0.297666666666667
LHX5	-0.855
TRPC7	0.3305
LPXN	-1.093
SERPINA1	-1.726
RPS13	-0.7491
BPIL3	0.387
PRKAA1	-1.86075
FADS2	0.2207
ENAH	0.23275
PRO1768	1.053
APBA2BP	-0.75425
LIPH	1.78266666666667
C3orf33	-1.12825
RCC2	-0.486642857142857
ALDH1A2	-3.0122
RNF103	2.09325
AHCY	-0.36075
ALG12	0.5245
CCL17	-0.0295
ZNF543	1.20033333333333
ESRRG	0.387
CNGA1	0.062
RDH5	-1.05566666666667
OTX1	0.2168
PTGFR	-0.6835
CDR2	0.700875
SELE	2.09375
NLGN2	-0.846666666666667
EXOSC9	-0.97725
ZNF566	0.6548
KLRC2	-4.015
GPR12	0.635
KIAA0196	0.8445
PDRG1	-0.845
SSR3	-0.183
MSI1	-0.623
CST9	0.522
CC2D1A	-0.10675
PLAGL1	-0.560111111111111
ZNF778	-0.2395
RNF2	-0.02225
KLF6	1.38066666666667
THBD	2.7035
tcag7.1314	0.1615
NR5A1	0.281333333333333
ABCD2	0.0945
DNAJC7	-2.21825
CLEC4C	0.602
TM2D3	1.41325
CCDC4	-1.116
PLAC2	0.00700000000000001
DCD	0.41
FAAH	1.6455
POLA1	-0.3055
TM7SF2	-1.59
FLJ39822	0.0818333333333333
FLOT2	-0.501375
MAP4K1	-0.529833333333333
SRP68	-0.4985
C21orf74	1.915
ARPC5	-0.1915
LOC126075	0.324
HECW2	1.20725
ZDHHC4	-0.35625
ANKRD42	0.7206
PDE9A	-0.842166666666667
ABCA8	0.599
NDUFS2	0.0805
UBR5	-0.034375
BTBD16	-2.03125
LOC554174	-1.065
ZNF20	0.3135
KIAA1843	0.2335
WDR17	0.60725
C15orf33	0.4945
RNF113A	0.8285
CAMKK1	-0.877
CLCN2	-1.33225
ANXA6	-0.44
LOC340069	0.433
EMID1	0.35525
DPM3	-0.4055
ELA1	0.2785
SLC25A13	-1.2529
KRT24	-0.0445
SMPD1	0.231
TH	0.4525
COL6A2	2.11642857142857
ANKS1B	1.472
GPR126	-3.6391
ZC3H12A	-0.581833333333333
TMEM47	0.824333333333333
C2orf51	-0.357333333333333
C1orf88	1.994
HSF2BP	-0.15175
AKAP10	-0.535
RPAP3	-0.8225
KLHDC8B	0.595875
STOM	1.6362
MUPCDH	0.13275
C10orf72	0.2095
PLEKHA3	0.750333333333333
TCP11L1	0.10775
CWF19L1	-0.338625
SPEF1	0.862615384615385
YSK4	0.248
ELN	0.7678
SAMD8	0.46
MPI	-0.456833333333333
MEPCE	-0.4027
ABCC3	1.37575
NANOGP1	-3.0715
KCNK17	2.7485
HLA-DMB	3.5435
RRAGA	0.59375
ANGEL1	0.21775
RBM32B	0.06
CPN1	-2.326
MGC52282	-0.4085
HLA-A	1.1275
OR9G4	-0.2675
EDNRB	-1.1945
SCD	-1.55507142857143
C14orf80	-0.658333333333333
BAGE2	0.1685
RABL4	1.67066666666667
RCVRN	0.2885
SHANK1	-0.2065
NLRP7	-3.044
CD226	0.31475
STAT3	0.9358125
SYNJ2	-0.1
TPCN2	-0.6955
WDR36	-0.873916666666667
MBD4	-0.585
ROBO1	-0.9669
ST3GAL6	-3.0665
SLAMF8	2.31116666666667
ATN1	0.5325
GPR141	0.66525
KRT36	0.803
TPH1	0.754
DDX52	-0.49525
ZSCAN29	-0.223833333333333
TRPT1	-0.914166666666667
DPEP3	0.24325
DENND4A	-0.995375
TSPAN16	-0.672
PTCHD2	-0.4325
LOC145814	-1.21275
CAP1	0.808333333333333
EIF5A2	0.00740000000000001
NT5DC3	-0.655375
SEPT9	-1.129375
SEZ6L2	0.813
EGFLAM	2.73
VPS11	0.351625
NDUFB5	-0.152333333333333
CIDEA	0.873666666666667
IER5L	1.03975
N6AMT1	0.255
FAM83C	0.19575
OXR1	0.493583333333333
IRX1	0.6505
DGKB	-0.9235
GCN5L2	-2.30175
MIR16	1.052
FBXW9	-1.09225
WDR4	-1.50033333333333
PDC	0.044
VPS33B	0.6445
HEXB	-0.11925
FLJ32214	1.082
TCEB3	-0.8565
CRLF1	-1.368
ABI3BP	-0.24125
C8orf22	-2.84125
PYCR1	-0.8465
KIAA1706	-0.04
CDK5R2	0.703625
WAS	0.268
C12orf60	-0.115
CCBL2	-0.99825
MADD	-0.3525
C5orf34	-2.24275
WDR42A	0.2913
KLF12	-0.16475
HSPA1A	1.98125
ITM2C	-1.04783333333333
DAPK2	1.22833333333333
LOC442590	-0.9125
SUMF2	-0.648375
CENPA	-2.28638461538462
TMED5	-0.9095
CDH6	-0.1413
BRP44	0.275375
THG1L	-0.08725
GABRA2	-2.01525
C14orf166	-0.20725
MYL1	-0.606333333333333
TNFSF18	-0.0135
PAP2D	-0.718333333333333
PPIB	-0.2635
KLHL4	-0.520625
SFN	0.783666666666667
CCDC127	0.9435
FRAP1	-0.55125
GOLGA5	0.97575
SDCCAG1	0.24425
MGC21675	-0.511666666666667
C10orf95	-0.2655
KIAA1345	-0.187666666666667
C1orf163	-0.8675
LACE1	-0.675333333333333
OR10K2	-0.768
CENPN	-1.7208
TMED2	0.76675
UGT1A6	-0.184
ANG	-1.018
U2AF1	-1.413
CASC2	0.3265
NMT2	-0.853
OSGEPL1	-0.342125
DFNB31	-0.493
SLC6A20	0.4075
DKC1	-0.0605
FXYD4	-0.48425
WDR64	-0.22075
MGC5590	0.9475
CREBZF	-0.43
DAZ1	0.367
PRPSAP1	-0.7755
GCHFR	-0.87325
TTC7A	-0.729
LOC196993	0.387
UBD	-0.618833333333333
S100A1	0.075
RPL6	0.1545
DNAJB6	0.5772
NAGS	0.6886
C2orf58	0.236
KERA	0.353166666666667
MT1X	-0.1543
UBE2B	0.9684
KEAP1	-0.09825
MST1	-3.183375
OMA1	-0.392
ABLIM2	0.47225
BCL2L13	0.12325
JAZF1	0.240833333333333
TMEM63B	0.304
S100A8	2.2116
ARFIP2	1.04225
UROS	0.1725
KHDRBS2	-0.3635
POLQ	-3.064375
SOAT1	-1.30875
SPAG4	-1.5815
MRPS30	-0.383666666666667
LOC494141	-0.000250000000000007
OR2T11	1.5225
ORAOV1	-1.4033
ZNF184	0.4
TCEB3B	0.709333333333333
ADAM21	0.54
GDPD1	1.825
SPINLW1	0.276
PRR14	0.417333333333333
KCTD9	-0.8885
NUDT3	0.49475
KIAA1822	0.708
HIST1H4K	3.2175
DFNA5	-1.22625
GABPA	-0.411
C14orf44	0.055
POLB	-0.544875
PTAR1	-0.72825
SEC31A	1.0759
TRIM58	-2.36975
TAS2R14	-0.555
VPS8	0.012375
H1F0	1.62966666666667
PRKCB1	-3.53383333333333
UGT2A1	0.196
TOR1B	-0.06825
LSS	-1.566
C2orf19	-0.209
HNRNPC	0.290785714285714
TMEM100	-1.141
LOC116349	0.12625
OR51M1	-0.027
CCDC142	-1.76875
ISG15	1.8253125
ZCCHC14	0.5075
CREBL2	0.45475
TGDS	-1.6665
DC2	-0.1555
CACNA2D3	-1.19957142857143
ZNF429	-1.147875
LYPD6	0.262
SUCLG1	-0.136
OR51I1	0.2365
MAGEH1	2.01625
PRPF40A	-0.5655
SMR3A	0.599
SPINK2	-1.406
THAP2	0.973125
NPY5R	-0.219571428571429
IRF4	-2.31225
SPESP1	-0.512833333333333
OR10S1	0.224
DTD1	-0.50275
TUBE1	-1.404
DDX19A	-0.2595
PDPN	0.234125
TMEM34	0.255916666666667
MGAM	0.72775
COL3A1	6.124
GFM2	-0.6499
OR5A2	0.217
PSG9	-0.886
ARHGEF11	-0.178166666666667
IVNS1ABP	-0.2285625
SIGIRR	0.41375
DUSP19	-0.952
DNAJC14	0.2288
ACSS1	-0.095
IL1RAPL2	-0.304
C4orf30	-0.61675
SEPT4	2.44525
LANCL3	-2.25375
SPAG17	-0.0568
PRDX3	-0.442125
HNF1A	-1.08075
P4HA2	0.186375
RFWD3	-0.855
MOV10	-0.67825
DNAJA5	0.078
LOC729440	0.222
LOC200383	0.7575
SMC2	-1.74975
MIXL1	-0.648333333333333
TMEM9	0.38975
FAM86A	1.1765
ZNF174	0.3404
MYH14	-1.277
CCR8	0.41325
VPS37C	0.378333333333333
GPATCH1	-0.2315
B3GNT8	2.8875
TBX4	-0.07475
CNR2	0.263166666666667
PCDH1	1.508
C5orf29	2.588125
OCIAD2	1.2495
PLCG2	0.058
KIAA0247	1.86
HRH3	0.192
CAPN13	4.637875
CCR1	-0.4096
MGC15523	-0.252277777777778
UVRAG	-0.161166666666667
DNAJA2	0.164833333333333
ITGA2B	-0.836
CLDN5	3.27375
PTPRN2	1.85821428571429
ZNF512	-0.594833333333333
PSAP	0.735142857142857
CCDC140	-0.542
LRRC55	0.513
CYP26C1	0.686
C8orf47	0.0295
LYN	0.016375
DUSP6	0.6725
TGFB3	2.97753333333333
ELK1	-0.0365
PCDH11Y	0.0944
HGD	-1.56725
C17orf58	1.58475
MYO3A	0.216
SERPINE2	-3.96166666666667
AARSD1	-0.7145
C14orf73	-0.863
ADAM33	0.019
ZNF491	-0.116
MAPK6	-1.26433333333333
TCN1	4.528
SLC24A6	0.5805
UBE2R2	0.04525
H1FNT	0.52425
TATDN2	-0.210333333333333
LILRB1	0.5555
P2RY5	1.2535
NUCB2	0.6615
C2orf37	0.49425
SNX27	0.691
MTA3	-0.2025
FOXO4	0.031875
ID4	0.446333333333333
SOX5	-2.84033333333333
PXMP3	-0.024375
OR52M1	0.001
SFT2D3	0.26475
INA	-1.86283333333333
MCOLN1	0.68375
NFIX	-0.799
CLEC14A	4.88083333333333
HIBCH	-1.30283333333333
PLA2G5	1.316
TIMM10	-0.736166666666667
MED17	0.1717
COL4A4	-0.757
TPP1	0.824166666666667
GJA3	-1.00266666666667
TMPRSS5	-2.13475
AADACL3	0.2165
DNMBP	-0.20475
ENPP5	1.8485
NQO1	0.0713
ZSCAN2	0.833
SEC24C	-0.2845
GTF2A1L	-0.134
AXIN2	0.2279
FAM33A	-0.496833333333333
C16orf13	-0.064375
SPNS2	0.64975
TAF1	-0.7605
AP1G2	-0.1865
RBM42	0.132833333333333
HCN2	0.697166666666667
EFHB	-0.466
RUSC1	0.349666666666667
GRIK5	0.235
USP21	0.389333333333333
ATAD3C	1.021
ORMDL2	0.558125
PRSS7	-1.9825
PSAT1	-5.47375
FLJ13195	-1.213
TBC1D1	0.128
IFNG	0.82425
OTOS	0.422833333333333
ZNF773	-0.116
EMD	-0.662
RETN	2.46975
CCL8	3.415
APH1A	-0.5415
COX18	-0.295875
GTF2IRD2	-0.37975
CCDC82	-1.42183333333333
PAFAH2	0.7732
NPEPL1	-0.6621
RP11-114G1.1	0.5405
TP53INP1	1.00825
ZNF300	-1.01183333333333
FOXL2	-1.78175
LARP2	0.143166666666667
LATS1	0.68925
HTR6	0.9315
SPOCK2	-0.393
RNF144B	2.867
HTATIP2	-1.30675
MGC10334	-0.0270833333333333
CENTA2	1.95583333333333
FGF2	-1.88875
FXYD7	0.16625
PHYHIPL	-1.103125
GPR34	3.3215
DDX6	-0.0718333333333333
OR10W1	0.356
LHFPL1	0.1585
ZNF313	-0.283714285714286
VPS28	1.22925
AP3M1	-0.3398
AKR1CL2	-0.48675
TRAF4	-0.564125
OR2B11	0.143
C19orf12	0.0836666666666666
AKAP9	0.0306666666666667
C1orf62	0.802
SLC20A1	-0.5249
FAM112A	0.337
LDB2	0.90875
MRPS23	0.4985
KLK5	3.89775
SPTB	0.0306
EFEMP2	1.407
EFNB2	0.661375
PCM1	-0.346857142857143
NMNAT3	1.595375
TSG101	0.239333333333333
C8orf40	-0.460833333333333
NOB1	-0.12475
ABHD3	-0.91925
GTF3C4	0.0615
PIGN	1.07333333333333
GALNTL1	0.7045
AEBP1	2.82375
OR9Q1	1.113
ANKRD2	0.54275
CCL28	-1.616
TRIM38	0.497833333333333
TMCC1	0.477083333333333
SMG5	-0.69725
LRRC7	1.343
