Hybridization REF	TCGA-A8-A09N-01A-11R-A00Z-07
C15orf39	-1.4185
MAP3K12	-0.67575
PAAF1	0.1405
BARHL1	-0.1825
FLJ16165	-0.239
PIWIL2	-2.25475
SYNE1	-0.18275
CMTM4	1.21575
TSPYL1	1.2058
GUF1	0.585
TMEM157	1.893
WDR44	-0.179
HIST1H3C	-0.594
DKFZp666G057	0.198
RNPEP	1.762
GAS2L2	0.8375
ADH4	-5.31125
GRPR	5.92516666666667
FBXL17	0.09925
ZBTB10	-0.0980833333333333
Gcom1	1.13
HTRA1	1.2383
ZNF585A	0.00983333333333338
SLC26A2	-0.376285714285714
OTOP3	0.146
WISP1	3.32811111111111
ATP2B4	-0.69325
FLJ10769	0.966
CRAMP1L	0.339625
CHST12	-0.78275
RAB22A	0.304916666666667
TARDBP	-0.0908571428571429
STAU1	0.71775
CRB3	1.8855
MIG7	-2.21875
CHMP1A	-0.270833333333333
ZNF160	-0.02725
B3GALT6	0.38575
BARX1	-1.89916666666667
C6orf167	-1.9560625
NXNL1	0.794
DHX29	1.283625
HADHB	-0.59325
PLXNB2	0.818125
ILDR1	-1.09925
SLC15A3	2.9155
GAS2	-4.2105
C20orf69	-0.52875
NUMB	-0.6545
TNIP1	0.46075
MESP1	2.563
PSKH1	0.15725
NSFL1C	0.70225
RHOG	0.10125
HEY1	-2.97616666666667
KNG1	-2.2135
ITGAX	1.7304
LIN9	-0.554166666666667
CANT1	0.929875
XRN1	0.0838571428571429
CCDC96	2.0051
HEATR6	-0.8985
GNG7	-0.14075
RUNX2	0.4009375
SOX1	-0.140166666666667
FCRL5	0.045
ZNF99	0.20375
FAM9A	-0.0815
SNX22	0.463166666666667
MBNL3	-1.89966666666667
ODC1	-1.6384
ADORA2B	-3.83816666666667
NR2F6	0.49775
ZFYVE16	0.394722222222222
SYNJ2BP	-0.2268
POLE	-0.74475
E2F2	-0.58775
THRA	-0.388666666666667
PTGES2	-0.924833333333333
HIP1R	1.00483333333333
TMUB1	-0.853333333333333
ENO3	-2.45775
RSPH10B	0.3075
CXorf39	1.91825
IRGC	0.25775
GPR109B	-1.26075
FLJ13305	-2.3025
LCE3A	-0.5165
TNFRSF18	-1.18516666666667
DET1	0.602
TRPM3	-0.363
C16orf79	-1.5755
FECH	0.481333333333333
RAP2A	-0.1985
CRIP1	-1.97766666666667
AZIN1	0.915375
SLC7A7	2.6625
IL10RA	0.8052
TMEM64	-3.1305
CDC42EP4	0.8615
C16orf58	0.3667
ARG2	-2.35275
POU5F1P4	-4.46075
FAM62B	0.0915
DNAH8	-1.5888
ASH2L	-0.498125
TSLP	-3.7425
CNTNAP5	0.330166666666667
TMEM16C	-0.58825
IFNA14	0.7215
SLC1A3	-0.03225
CABYR	1.6465
BCL7B	0.6202
NUDT13	-0.285166666666667
C13orf28	0.30975
C1orf53	-1.24275
ARL6IP4	0.4122
RPL35A	-0.7975
EMR3	0.18375
RAB40C	1.19833333333333
SLC41A1	-0.4965
LRCH1	0.48475
LY6G5B	-0.7405
FAM124A	-0.968785714285714
MGC10981	-4.10933333333333
CLIP3	-0.3391
MAP4K2	0.247166666666667
CHIC1	1.28925
SULF1	2.97683333333333
C20orf30	0.348785714285714
PRDM5	-1.0665
ELOVL1	0.39775
C11orf48	0.038875
SLC39A10	-0.588
KCNV1	0.364333333333333
ACP1	-1.16383333333333
ZMYM2	-0.407625
B3GNT6	0.2845
C9orf69	-0.12525
C2orf15	0.11
C20orf166	0.225
HSP90AA6P	-0.889
EDG7	-0.5315
NEURL	2.09675
LPL	-0.199833333333333
CLEC2D	0.0435714285714286
GRRP1	1.23766666666667
CD8B	-2.9679
HIST1H3D	-0.899666666666667
SLC6A12	0.125625
FAM27L	0.437
CD84	1.5021
RASA1	0.6085
PHKG1	-0.672
MAGEA11	-0.702
IMPA1	-0.8576
NPM3	-2.0535
RARRES1	2.62125
SH3BP1	-0.147375
B3GNTL1	-0.4945
ARPC5L	0.3005
KLHL26	0.973
SIM2	0.093
GJC1	0.2635
C20orf194	-0.1495
EXO1	-1.87875
SLC2A2	-2.13466666666667
LOC285074	-0.1555
LRG1	1.178
KIRREL	0.0385
PIK3R1	1.8505
C4orf34	2
MAF	-1.49666666666667
ADCY4	3.4125
ZMIZ2	0.5109
SLC46A3	1.35166666666667
STAMBP	0.0741666666666667
CCDC16	-0.224
MS4A12	0.837
TCF20	-0.3625
LRRC46	0.91275
C20orf152	0.7875
MRPS6	0.237875
ABCB11	1.367
KCNC2	0.418333333333333
CDH19	-2.56016666666667
C9orf123	-0.259833333333333
SSH3	1.256
LDLRAD1	-2.26575
CCBE1	-2.01
ZNF135	2.047125
TAAR1	0.715
WFDC12	0.8855
CCDC42	-0.408666666666667
FLJ12529	0.46025
PER1	-1.0385
TIMM50	-0.7365
SMARCAD1	-0.319833333333333
FAM26C	0.3475
TP53TG3	-2.56916666666667
SH3RF1	2.0372
LMCD1	1.49075
GPR63	-0.46
FLJ21986	-2.949875
AIFM3	-1.359
MICAL1	-1.32266666666667
BLZF1	0.693
IQCA	0.0241666666666667
PCDHGC3	-0.341
SAC	0.932
BCL6B	2.3325
DDO	-0.07425
MARCO	3.00725
DCHS1	1.12083333333333
C1orf170	2.06266666666667
CD200R1	0.793833333333333
C22orf15	-0.587
SEPT11	-0.148333333333333
ADNP	0.1335
UST	-1.3009
C13orf34	-1.70733333333333
RFFL	0.0282142857142857
APBA3	-0.3075
C2orf60	-0.7535
CUTL1	-0.1075
PMS1	-1.212375
ZNF689	-2.0705
EIF3E	-0.3285
IL9	0.270666666666667
RPL31	-1.893125
LY9	0.620333333333333
ATP2B3	-0.31225
KDELR2	1.098375
TFCP2	1.3175
NLRP12	1.532
FLJ45422	-0.122
TLE4	-0.1463
ZNF570	0.6235
FLJ43806	-1.648
TLK2	-0.547875
CIR	0.154
MARS2	0.239
COL24A1	1.0125
SDF2L1	-0.5705
HIBADH	0.910166666666667
IGFBP3	-1.14071428571429
C12orf23	2.051875
PSPC1	-0.2175
C20orf43	0.50175
TRAV20	-0.5145
ARHGAP24	1.01775
KIAA1975	-0.70375
C1QA	3.4858
DNTT	-4.55166666666667
C10orf6	-0.233416666666667
C11orf41	-0.22
HNRPF	1.09125
COL11A1	6.43966666666667
UBAP2	-0.805333333333333
CDKN2AIPNL	-1.626
C20orf174	2.983
SPRED2	0.044
PLA2G12A	0.9765
ICEBERG	-2.3754
SCN10A	0.3755
C11orf65	0.469
GBP5	4.7065
PITPNC1	-1.79616666666667
POU3F3	0.174
NCOA7	-1.476
LIN7C	1.0618
LOC348840	0.0055
NKX2-2	0.3845
ANKRD13D	-0.246625
LOC123688	-1.8255
FUT2	3.0765
TAAR8	0.3955
FZD4	-0.134666666666667
PNMA3	-1.46383333333333
OR4L1	0.6925
WIT1	-2.80225
EXOC3L	1.1215
ATPBD4	-0.7755
KRBA1	0.70175
UBXD6	-0.4135
HOXB7	-0.118714285714286
C7orf23	0.0835
UNQ338	-0.87475
STAB2	0.16975
CDC20B	2.17475
IRF9	3.12175
CENTG1	-0.3485
TNPO2	-1.28075
MCPH1	0.187375
BMS1P5	-1.15925
SLC26A7	0.06
HIST1H3J	0.38825
C9orf3	0.0432
LBH	0.921625
MYO1D	0.568875
PTDSS2	0.229
NFU1	-0.40725
DEPDC4	-0.91575
WNT7B	1.7243
GLP2R	-0.484
SETD4	-0.1431
DYNLT3	-0.1309
FKBP11	-2.15866666666667
SESTD1	0.329333333333333
FLII	0.49575
RPS16	-0.8113
CHPF	-0.197666666666667
CSNK2A1	0.2495
SUMO1P1	-0.2685
FKBP6	-1.5335
ZNF214	1.80333333333333
TWIST1	-0.0225
DDX56	0.016
TRAM1L1	2.912
EPO	-3.256
MRPS18B	-0.208
ZNF682	-0.256
RPL14	-0.334166666666667
MAFF	0.07725
LOC51136	-0.292875
LY96	-0.988
DDX20	-0.167
ABTB1	-0.056
ARL5A	-0.4587
CCT6A	-0.65375
HEPACAM	-1.764
EHHADH	-0.175833333333333
RBAK	-0.0135
CGB1	1.30475
ITGB5	0.4578
YIPF3	0.611
FKBP2	-0.03625
NR1D1	-0.7273
TMEM110	1.44
NEK2	-0.370166666666667
PRAMEF8	-3.2655
C20orf52	-0.9225
PCDHGA3	-0.518
VWA3B	0.65825
NDUFA5	0.546
THAP9	1.29225
FLVCR2	-0.343833333333333
AP1S1	-2.20625
SMAD6	0.40925
SAV1	0.882
SAT1	1.59275
ZNF251	1.0725
ADAMTS7	0.1045
RPP38	0.271
C1orf211	-1.0905
YPEL2	0.60125
RBMS1	-1.2035
ZNF445	-0.552833333333333
NRXN2	0.359333333333333
PGBD4	-0.84525
UGT2B28	0.25
WBSCR16	-0.2995
NLRC3	0.202625
ASTL	0.4115
ST6GALNAC1	-2.38925
ZADH2	0.179
MLLT4	-0.515166666666667
ARL6	0.506166666666667
MEF2C	-0.5745
CBFA2T3	-0.216
AFF3	1.61307142857143
COG7	0.722166666666667
MYB	-0.149333333333333
PLXNA3	0.158
XRCC2	-1.6145
MMS19	0.13025
ST8SIA5	-1.02725
CHPT1	-0.2695
KIAA1712	0.158125
OR6X1	0.575
ACTR3	-0.196375
UGCG	1.41883333333333
OR4P4	0.9135
ZAP70	-3.0805
LPP	0.467125
ZNF485	0.791
PTPRCAP	-0.289
IL12RB1	0.7605
ATRX	0.8022
CHST8	-0.57875
C14orf109	-0.33775
ARV1	0.4015
NMB	-2.61071428571429
COX5A	-0.819
EIF6	-0.308
MPPED2	-0.1645
SEMG1	-2.21
CHRDL1	0.147
TRAF3IP2	0.45625
WNK2	1.338625
LILRA4	2.75183333333333
LAMA2	4.89225
PXT1	0.545
RLBP1	-2.99466666666667
CD300C	0.48825
SLTM	0.19925
FLJ10404	-0.1934375
APOBEC3D	-1.40216666666667
RENBP	0.315666666666667
ATXN7L1	1.26375
NID1	0.799
TUBGCP3	-0.477
ITIH5	0.405352941176471
CCDC110	2.84725
C8A	-3.06675
MGC87042	-0.23625
HOXC13	1.79775
TFDP2	0.06575
HCP5	2.187625
POLI	0.1085
UCN	-1.16183333333333
ZNF764	1.16566666666667
C8orf45	1.01975
FHL3	-1.4655
SPATA5L1	-1.15525
MMRN2	3.023
NDST1	2.31766666666667
COL20A1	-0.595
ZNF248	-0.546333333333333
PELP1	-0.3085
MBL2	-2.58216666666667
RNF41	1.953125
C5orf24	0.6505
THOC5	-0.825125
SERINC3	1.10366666666667
RP11-151A6.2	-0.01475
CDCP2	-0.29975
HIST1H2AA	0.32925
C11orf75	0.0441666666666667
FKBP7	-0.5075
DDOST	-0.071
GPNMB	0.563666666666667
TTF2	-0.812833333333333
KCNT1	-0.00966666666666666
SLC39A14	-0.91225
NGRN	0.9239
GPR137B	2.48775
MECP2	0.31875
PSMA1	0.16525
C16orf73	-5.07675
TMEM60	-0.582
CSN3	0.073
NOS1	-0.0478333333333333
RAB7L1	-0.351
YBX2	-0.081
KIAA1166	0.308125
FUBP3	0.494833333333333
ABCG1	2.0945
ACACA	-0.0695
ARL11	1.5205
ATOH1	0.774
ODF1	0.1936
CREB3L3	-2.03966666666667
TMEM127	1.17485714285714
DSCAML1	0.96875
PLN	0.925833333333333
LYPLA1	1.19475
PRDM9	-1.30425
SASP	-1.4365
PLUNC	0.134666666666667
INTU	0.49725
HISPPD1	-0.38975
LNPEP	1.1785
YARS2	-0.00383333333333334
APCDD1L	-2.0335
ZCCHC4	0.2998
FBXO22	-0.00100000000000001
TTLL13	-0.522
ZNF669	-0.462
PTGDR	1.9065
DDX27	-0.28975
KIAA0409	0.395666666666667
GJB6	-0.22675
ASB8	1.4095
PLP2	-0.5535
MEPE	-0.134
OR10J5	-0.123
KRT222P	-0.03725
COQ7	0.584333333333333
C1orf101	0.18675
RERG	2.3476
CHMP5	0.393375
THAP11	0.025
ZNF43	-0.235333333333333
ZRANB3	-0.971666666666667
KRT13	-0.016875
MRPL19	-0.724125
RBBP9	-0.141625
SPATA17	1.34625
BXDC5	0.469166666666667
PAFAH1B1	-0.3605
MAGEE1	-0.8195
OSTF1	0.83
KIAA0323	-0.0206666666666667
TXNDC13	-1.70583333333333
CNTN4	1.093875
LCE1B	0.833
UNQ501	-0.21975
ZNF154	0.97175
C3orf64	-0.0625
SYT5	-0.3052
PON1	-0.1375
FLJ10357	-0.60075
ATP4A	-0.985
GNPDA1	-0.0216666666666667
MGAT1	0.914166666666667
C14orf121	-0.2015
SLC35B2	0.136
MIER3	0.0638333333333333
CHEK1	-1.357
ZNF8	-0.412
TXNDC1	0.0798333333333333
CKB	-2.7333
RTN3	1.04464285714286
FZD2	-0.513
PART1	0.941
PSMB6	-0.76
PCDHB8	-0.604
PHC3	0.9436
PPP1R8	-0.828
NOVA2	1.0855
TNFRSF11B	-3.916375
GOLPH3	1.37083333333333
UBLCP1	-0.39325
SUHW3	-1.4155
TTLL1	0.82975
OPN4	0.909
OR13G1	0.211
ZPBP2	0.195333333333333
HSD17B11	-2.12675
C9orf50	0.072
DHDDS	0.710928571428571
CTSW	1.5937
NEFM	-2.82666666666667
MRPL28	-0.281
SYN1	-0.061
PIGV	-0.208
ZIM2	-1.25075
APBB1	-0.453333333333333
SND1	0.099
C1orf123	-0.0416666666666667
CHD3	0.494
BHLHB8	0.2215
RNASE2	-0.537666666666667
BCAP31	0.964
SLC25A44	0.710833333333333
CHD6	0.0658
PIB5PA	2.88946153846154
SELS	0.715125
LOC541471	-0.702625
FAT2	0.1925
ZNF81	-0.5095
OR4C16	0.627
FLJ10081	-0.2916
LRRC4	1.1525
CS	1.18216666666667
N4BP2	-0.428125
IGFBP7	1.539
ZNF318	0.05425
NDNL2	0.987875
ZNF609	-0.12225
SIRT4	0.17325
EXOSC10	-0.18825
ECE2	-0.07825
OVGP1	1.022
GTPBP3	-0.94875
PACS2	0.2161
C19orf36	-0.742333333333333
ARL4C	-1.191375
ATG4B	-0.73425
UBQLNL	-1.34375
RHOXF2B	-3.808
PLEKHG2	-1.5315
GALR1	-1.043
AQP4	0.329
HDAC7A	0.259
DCUN1D3	-0.01875
OR8A1	0.0375
CCRN4L	0.26675
CBR4	0.237333333333333
KIFC1	-1.28033333333333
SLC7A14	-1.79516666666667
LHX5	0.43
TRPC7	0.0445
LPXN	-0.57475
SERPINA1	-2.089875
RPS13	-0.683
BPIL3	-0.132
PRKAA1	-2.4975
FADS2	2.0808
ENAH	0.450125
PRO1768	-0.025
APBA2BP	1.0965
LIPH	3.43883333333333
C3orf33	0.35775
RCC2	0.106571428571429
ALDH1A2	-2.2914
RNF103	2.076
AHCY	-0.5955
ALG12	0.7315
CCL17	0.3835
ZNF543	1.525
ESRRG	0.7103
CNGA1	-0.68625
RDH5	-1.49
OTX1	-1.6321
PTGFR	-2.10133333333333
CDR2	0.563
SELE	3.51675
NLGN2	-1.571
EXOSC9	-0.6605
ZNF566	0.1218
KLRC2	-4.2355
GPR12	0.631
KIAA0196	1.4005
PDRG1	0.513
SSR3	-0.247928571428571
MSI1	-1.0475
CST9	-0.1245
CC2D1A	-0.217625
PLAGL1	-0.8325
ZNF778	-0.436
RNF2	0.855875
KLF6	0.411
THBD	0.481666666666667
tcag7.1314	1.4715
NR5A1	-0.128333333333333
ABCD2	-0.26725
DNAJC7	-1.98625
CLEC4C	0.6775
TM2D3	0.7565
CCDC4	-1.002
PLAC2	-1.69275
DCD	2.8795
FAAH	2.01975
POLA1	-0.240166666666667
TM7SF2	1.682625
FLJ39822	-0.4332
FLOT2	-0.58625
MAP4K1	-0.827166666666667
SRP68	0.139625
C21orf74	0.184
ARPC5	-0.130375
LOC126075	1.587
HECW2	0.0515
ZDHHC4	0.06
ANKRD42	2.3253
PDE9A	-0.935
ABCA8	0.84775
NDUFS2	0.05325
UBR5	0.72775
BTBD16	-3.0755
LOC554174	-0.043
ZNF20	0.4535
KIAA1843	0.3215
WDR17	-1.23525
C15orf33	0.9875
RNF113A	0.238
CAMKK1	-0.4077
CLCN2	0.41725
ANXA6	-1.0265
LOC340069	0.972
EMID1	-0.09375
DPM3	-0.856166666666667
ELA1	-0.25
SLC25A13	-1.3908
KRT24	0.36175
SMPD1	0.977833333333333
TH	0.074125
COL6A2	0.555785714285714
ANKS1B	1.356
GPR126	-3.4182
ZC3H12A	0.847833333333333
TMEM47	0.034
C2orf51	-0.271
C1orf88	1.85333333333333
HSF2BP	1.601
AKAP10	0.2445
RPAP3	0.6855
KLHDC8B	1.034875
STOM	1.0414
MUPCDH	-0.10925
C10orf72	-0.31375
PLEKHA3	0.70875
TCP11L1	-0.76375
CWF19L1	0.61
SPEF1	1.89638461538462
YSK4	1.15
ELN	2.7308
SAMD8	1.55
MPI	-0.5245
MEPCE	0.4291
ABCC3	-2.5345
NANOGP1	-4.1585
KCNK17	0.382
HLA-DMB	3.969
RRAGA	0.8025
ANGEL1	-0.219
RBM32B	-0.118
CPN1	-3.05125
MGC52282	-0.1695
HLA-A	1.90983333333333
OR9G4	0.5095
EDNRB	-1.60975
SCD	1.64164285714286
C14orf80	-1.3065
BAGE2	0.74
RABL4	0.893166666666667
RCVRN	0.099
SHANK1	0.443
NLRP7	-3.62775
CD226	1.46
STAT3	0.684
SYNJ2	0.3892
TPCN2	-0.181166666666667
WDR36	-0.36175
MBD4	0.22525
ROBO1	2.134
ST3GAL6	-3.21575
SLAMF8	3.09216666666667
ATN1	0.5785
GPR141	0.714
KRT36	0.188
TPH1	0.148
DDX52	-0.97325
ZSCAN29	-0.422
TRPT1	0.4305
DPEP3	0.62825
DENND4A	-0.548
TSPAN16	-0.0555
PTCHD2	-0.2945
LOC145814	-1.09175
CAP1	1.2375
EIF5A2	-1.6256
NT5DC3	-1.034875
SEPT9	-0.989375
SEZ6L2	-0.07775
EGFLAM	3.07975
VPS11	0.56575
NDUFB5	0.1135
CIDEA	0.802833333333333
IER5L	-0.197
N6AMT1	0.87675
FAM83C	-0.14925
OXR1	1.09216666666667
IRX1	-0.6785
DGKB	-0.7516
GCN5L2	-1.44175
MIR16	0.8245
FBXW9	0.40025
WDR4	-1.2385
PDC	0.096
VPS33B	-0.26125
HEXB	0.54475
FLJ32214	0.306
TCEB3	-0.126
CRLF1	-5.378
ABI3BP	0.53125
C8orf22	-4.04175
PYCR1	-0.305875
KIAA1706	0.524
CDK5R2	0.4255
WAS	0.137
C12orf60	-0.583
CCBL2	-0.02625
MADD	0.407
C5orf34	-1.072
WDR42A	0.6798
KLF12	-1.212125
HSPA1A	3.34125
ITM2C	-2.01225
DAPK2	2.3935
LOC442590	1.373
SUMF2	0.028875
CENPA	-1.85292307692308
TMED5	0.09225
CDH6	-0.8938
BRP44	1.8815
THG1L	-0.94175
GABRA2	-2.0305
C14orf166	-0.51575
MYL1	-1.79716666666667
TNFSF18	0.4965
PAP2D	-1.352
PPIB	-0.3475
KLHL4	-0.823625
SFN	0.423
CCDC127	0.4235
FRAP1	0.1295
GOLGA5	0.63975
SDCCAG1	-0.129625
MGC21675	0.636666666666667
C10orf95	-0.15225
KIAA1345	-0.225833333333333
C1orf163	-1.209
LACE1	-0.973333333333333
OR10K2	0.257
CENPN	-1.792
TMED2	1.36075
UGT1A6	-1.211
ANG	-1.54225
U2AF1	-0.633333333333333
CASC2	0.0838333333333334
NMT2	-0.948666666666667
OSGEPL1	-0.172375
DFNB31	-0.6285
SLC6A20	-0.0578571428571429
DKC1	-0.49425
FXYD4	-0.8575
WDR64	-0.3825
MGC5590	0.465
CREBZF	0.6285
DAZ1	-0.4815
PRPSAP1	-1.081
GCHFR	-0.8535
TTC7A	-0.99325
LOC196993	1.1325
UBD	2.08216666666667
S100A1	-0.181125
RPL6	0.43
DNAJB6	0.5485
NAGS	-0.679
C2orf58	-0.302
KERA	2.41216666666667
MT1X	-0.4161
UBE2B	1.2835
KEAP1	0.24175
MST1	-3.406875
OMA1	1.5135
ABLIM2	0.35575
BCL2L13	0.175416666666667
JAZF1	-0.215166666666667
TMEM63B	1.9125
S100A8	-1.5281
ARFIP2	1.7375
UROS	0.4265
KHDRBS2	-2.254
POLQ	-2.209125
SOAT1	-0.84625
SPAG4	-2.10825
MRPS30	-0.245
LOC494141	-0.42175
OR2T11	0.4025
ORAOV1	-0.095
ZNF184	0.168166666666667
TCEB3B	0.583833333333333
ADAM21	0.8805
GDPD1	-0.743
SPINLW1	-0.217666666666667
PRR14	0.46
KCTD9	-1.0913
NUDT3	0.6655
KIAA1822	0.381
HIST1H4K	-0.35
DFNA5	-2.144
GABPA	0.944
C14orf44	0.579
POLB	-0.13125
PTAR1	-0.4615
SEC31A	1.2521
TRIM58	-2.51225
TAS2R14	0.104
VPS8	0.80675
H1F0	0.0733333333333333
PRKCB1	-3.02033333333333
UGT2A1	0.688
TOR1B	0.213
LSS	-0.39075
C2orf19	0.7555
HNRNPC	0.349
TMEM100	-3.19816666666667
LOC116349	0.49
OR51M1	0.2
CCDC142	-0.91675
ISG15	0.8334375
ZCCHC14	-0.159125
CREBL2	0.801125
TGDS	-2.12975
DC2	0.49575
CACNA2D3	-1.61514285714286
ZNF429	-0.754875
LYPD6	-0.6755
SUCLG1	0.910666666666667
OR51I1	-1.6245
MAGEH1	2.06825
PRPF40A	-0.5235
SMR3A	0.4565
SPINK2	-1.772
THAP2	-0.013
NPY5R	-0.725
IRF4	-2.588375
SPESP1	-1.73066666666667
OR10S1	0.1285
DTD1	-0.8465
TUBE1	-0.13525
DDX19A	-0.5775
PDPN	-1.9325
TMEM34	0.61025
MGAM	0.287
COL3A1	5.82388888888889
GFM2	0.3504
OR5A2	0.111
PSG9	-1.869
ARHGEF11	0.4995
IVNS1ABP	-0.903533333333333
SIGIRR	1.92875
DUSP19	-0.5405
DNAJC14	1.0112
ACSS1	2.46125
IL1RAPL2	1.2345
C4orf30	0.12275
SEPT4	1.444
LANCL3	-2.61025
SPAG17	0.451833333333333
PRDX3	1.228875
HNF1A	-1.648125
P4HA2	-0.000874999999999997
RFWD3	-1.12716666666667
MOV10	0.37125
DNAJA5	0.7035
LOC729440	0.6945
LOC200383	0.7925
SMC2	-1.0905
MIXL1	-1.37016666666667
TMEM9	0.474
FAM86A	1.187
ZNF174	0.7209
MYH14	-0.8685
CCR8	0.5695
VPS37C	1.504
GPATCH1	-0.0245
B3GNT8	1.958
TBX4	-0.480666666666667
CNR2	0.750166666666667
PCDH1	1.2985
C5orf29	2.897125
OCIAD2	1.3305
PLCG2	-0.22375
KIAA0247	2.246875
HRH3	0.3076
CAPN13	2.5105
CCR1	-0.9779
MGC15523	-0.519055555555555
UVRAG	0.809
DNAJA2	0.396833333333333
ITGA2B	-1.03766666666667
CLDN5	3.287625
PTPRN2	-1.76214285714286
ZNF512	-0.8865
PSAP	1.09842857142857
CCDC140	-0.273
LRRC55	0.53225
CYP26C1	0.1205
C8orf47	-0.80575
LYN	-0.58375
DUSP6	-1.92216666666667
TGFB3	3.17226666666667
ELK1	0.3803
PCDH11Y	-0.138833333333333
HGD	-0.3195
C17orf58	0.94575
MYO3A	0.2195
SERPINE2	-4.99683333333333
AARSD1	-1.1725
C14orf73	-0.75125
ADAM33	0.223
ZNF491	0.557
MAPK6	-0.201166666666667
TCN1	-0.374166666666667
SLC24A6	0.675
UBE2R2	0.2435
H1FNT	0.6675
TATDN2	0.269
LILRB1	1.24625
P2RY5	0.977
NUCB2	1.66225
C2orf37	0.30175
SNX27	0.368
MTA3	-0.499375
FOXO4	0.0115
ID4	-0.0218333333333333
SOX5	-2.3434
PXMP3	0.855875
OR52M1	0.295
SFT2D3	0.21175
INA	-3.076
MCOLN1	0.59825
NFIX	-0.0758
CLEC14A	5.14383333333333
HIBCH	-0.663
PLA2G5	0.42025
TIMM10	-0.257
MED17	0.4563
COL4A4	-2.558
TPP1	0.672
GJA3	-1.40983333333333
TMPRSS5	-0.848
AADACL3	0.7685
DNMBP	-1.29225
ENPP5	4.9615
NQO1	-1.2156
ZSCAN2	-0.82625
SEC24C	0.7885
GTF2A1L	-1.556
AXIN2	-0.9438
FAM33A	-1.52591666666667
C16orf13	-0.138875
SPNS2	0.5815
TAF1	-0.04575
AP1G2	-0.231
RBM42	-0.131833333333333
HCN2	0.115166666666667
EFHB	1.1615
RUSC1	0.704333333333333
GRIK5	0.515
USP21	-0.0971666666666667
ATAD3C	-0.17375
ORMDL2	1.075625
PRSS7	-3.353
PSAT1	-4.923
FLJ13195	0.370833333333333
TBC1D1	0.00666666666666666
IFNG	2.886
OTOS	0.434833333333333
ZNF773	1.095
EMD	-0.98175
RETN	-0.4065
CCL8	4.358
APH1A	1.125875
COX18	0.45775
GTF2IRD2	0.5825
CCDC82	-2.031
PAFAH2	0.9952
NPEPL1	-0.4873
RP11-114G1.1	0.544
TP53INP1	1.554125
ZNF300	0.944166666666667
FOXL2	-3.33966666666667
LARP2	0.89525
LATS1	0.22175
HTR6	-0.0645
SPOCK2	0.0288333333333333
RNF144B	3.79916666666667
HTATIP2	-0.665125
MGC10334	0.184583333333333
CENTA2	1.60666666666667
FGF2	-2.57725
FXYD7	0.04625
PHYHIPL	-2.39825
GPR34	4.80875
DDX6	0.2435
OR10W1	0.385
LHFPL1	-0.4265
ZNF313	-0.162928571428571
VPS28	1.58775
AP3M1	0.7762
AKR1CL2	-1.6555
TRAF4	-0.552375
OR2B11	0.386
C19orf12	0.427333333333333
AKAP9	0.5145
C1orf62	0.08925
SLC20A1	-0.3042
FAM112A	0.05025
LDB2	0.838125
MRPS23	-1.1
KLK5	0.739375
SPTB	-0.764333333333333
EFEMP2	0.40325
EFNB2	0.7925
PCM1	-0.729285714285714
NMNAT3	2.433375
TSG101	1.333
C8orf40	-0.276166666666667
NOB1	-1.45675
ABHD3	-0.01625
GTF3C4	0.158375
PIGN	0.975
GALNTL1	-1.50475
AEBP1	1.621375
OR9Q1	0.6495
ANKRD2	-0.335375
CCL28	-1.04075
TRIM38	1.8295
TMCC1	0.865666666666666
SMG5	-0.51775
LRRC7	-0.4945
NCAPD2	-0.803666666666667
C6orf153	0.06275
C1orf74	0.1575
OTUD6A	-0.021
DCP2	0.1315
TMEM24	1.5395
RPL18	-0.489166666666667
TMEM177	-0.7315
LRRC37A3	0.58325
C1D	-1.54333333333333
LDHC	-2.10375
UBE4B	-0.0125
NIT1	0.2335
BTN3A3	0.908625
RASD1	0.205125
COMMD3	1.96625
SHFM1	0.0685
BIRC8	0.768
DUT	-0.68075
C12orf51	0.765
LRRC59	-0.949166666666667
LY6H	0.65375
WDR22	0.463416666666667
EDEM1	0.214642857142857
ADH1A	1.221
PANX2	-0.0747
CYP11B1	0.63475
CDC73	-0.10325
GPR172A	1.33875
GSTM3	-0.670461538461538
KCNA5	-0.25625
SERAC1	-0.0298333333333333
NFATC2	0.32
ANAPC5	0.0404
C15orf24	-0.126
NFATC2IP	0.09775
TNRC6C	0.817666666666667
MGC102966	-1.9465
FGD5	0.502166666666667
MED9	-0.11825
RAB13	0.112
C15orf49	-1.1695
CRYGS	-1.0205
C12orf53	-1.0455
LOC283693	-0.908
COX6B2	-0.269875
PHF14	0.033625
FAM3A	-0.081375
RPL13	-0.9887
PRDX2	-0.0738
FLJ34047	-2.25475
PRMT3	-0.38675
KCTD19	-1.7575
TRIM10	-0.764166666666667
MGC26597	0.0366666666666666
GCNT4	-0.06675
GPRASP1	0.19625
CDKN1C	-0.782166666666667
RHBDL2	1.1507
HSPH1	0.14625
AQP1	2.7695
COL17A1	-0.7525
GFAP	0.112375
CDC16	-0.24125
KIAA1614	-0.303
C6orf118	0.497833333333333
ZSWIM5	-0.828
FAM83F	3.5695
LYNX1	0.018125
SYNPR	-0.20875
XG	2.508
PRSS16	-0.102875
KIF13B	1.46464285714286
PCDH9	-2.329
HIST1H2AH	0.549666666666667
RBM18	-0.34075
ZNF626	0.404625
HEXIM2	-0.604166666666667
ITFG1	0.1705
TUBG2	-0.972
SFRS7	-0.242333333333333
