Hybridization REF	TCGA-B6-A0WZ-01A-11R-A109-07
NANOGP1	-4.275
KCNK17	-0.255875
HLA-DMB	4.07283333333333
RRAGA	0.649
ANGEL1	-0.20125
RBM32B	-0.3885
CPN1	-3.1615
MGC52282	-0.2348
HLA-A	1.338
OR9G4	0.478
EDNRB	-2.398125
SCD	0.779785714285714
C14orf80	0.328
BAGE2	0.2215
RABL4	1.60816666666667
RCVRN	-0.0135
SHANK1	-0.0075
NLRP7	-3.91125
CD226	0.26025
STAT3	1.1093125
SYNJ2	-0.4453
TPCN2	-0.230166666666667
WDR36	-1.23308333333333
MBD4	-0.29075
ROBO1	-2.1528
ST3GAL6	-3.48175
SLAMF8	1.6815
ATN1	1.06916666666667
GPR141	0.477
KRT36	0.4195
TPH1	0.824
DDX52	-0.18325
ZSCAN29	0.0323333333333333
TRPT1	0.219
DPEP3	0.88275
DENND4A	-0.9515
TSPAN16	0.2355
PTCHD2	-0.2015
LOC145814	-0.593
CAP1	0.443666666666667
EIF5A2	-1.6932
NT5DC3	-1.207875
SEPT9	-0.051125
SEZ6L2	1.335125
EGFLAM	3.09875
VPS11	0.468125
NDUFB5	-0.265833333333333
CIDEA	0.409
IER5L	1.10575
N6AMT1	-0.11425
FAM83C	-0.4275
OXR1	0.332916666666667
IRX1	-0.2845
DGKB	-0.742166666666667
GCN5L2	-2.21275
MIR16	1.2255
FBXW9	0.125
WDR4	-1.44683333333333
PDC	0.0565
VPS33B	-0.36525
HEXB	-1.198
FLJ32214	1.6275
TCEB3	-0.83725
CRLF1	-4.021
ABI3BP	0.49625
C8orf22	-4.091
PYCR1	-0.578375
KIAA1706	1.593
CDK5R2	1.23675
WAS	-0.061
C12orf60	-0.525
CCBL2	-0.281375
MADD	-0.05475
C5orf34	-2.0285
WDR42A	-0.1149
KLF12	0.55725
HSPA1A	0.33575
ITM2C	-2.0755
DAPK2	2.2365
LOC442590	0.9185
SUMF2	-0.248875
CENPA	-1.66315384615385
TMED5	-0.65
CDH6	-1.4105
BRP44	0.457875
THG1L	-0.515
GABRA2	-2.52675
C14orf166	0.33875
MYL1	-2.058
TNFSF18	-0.1895
PAP2D	-1.55166666666667
PPIB	-0.79025
KLHL4	-1.33125
SFN	0.560833333333333
CCDC127	0.43825
FRAP1	-0.388
GOLGA5	1.214
SDCCAG1	0.492875
MGC21675	0.208666666666667
C10orf95	-0.239
KIAA1345	-0.798666666666667
C1orf163	-1.039
LACE1	-0.1635
OR10K2	-0.737
CENPN	-2.48272
TMED2	-0.92225
UGT1A6	-2.0035
ANG	0.96725
U2AF1	-1.25183333333333
CASC2	0.405333333333333
NMT2	-1.2535
OSGEPL1	-0.472625
DFNB31	-0.549
SLC6A20	-0.5635
DKC1	-1.92075
FXYD4	-0.9615
WDR64	0.3555
MGC5590	0.407
CREBZF	-0.317666666666667
DAZ1	-0.3405
PRPSAP1	-1.1395
GCHFR	-0.00675000000000001
TTC7A	-0.813375
LOC196993	2.427
UBD	-2.26816666666667
S100A1	0.489625
RPL6	0.00383333333333336
DNAJB6	0.3213
NAGS	1.231
C2orf58	-0.1225
KERA	1.31166666666667
MT1X	-0.5516
UBE2B	0.4752
KEAP1	0.547
MST1	-2.653
OMA1	-0.1325
ABLIM2	1.1895
BCL2L13	-0.40225
JAZF1	-0.917166666666667
TMEM63B	0.3155
S100A8	3.6068
ARFIP2	1.555
UROS	0.7365
KHDRBS2	-0.522
POLQ	-2.189125
SOAT1	-1.42125
SPAG4	-0.93025
MRPS30	0.0135
LOC494141	0.04325
OR2T11	0.2255
ORAOV1	-0.9371
ZNF184	-0.0636666666666667
TCEB3B	0.196833333333333
ADAM21	2.1965
GDPD1	0.03675
SPINLW1	-0.099
PRR14	0.344333333333333
KCTD9	0.2813
NUDT3	0.0275
KIAA1822	0.6076
HIST1H4K	2.3455
DFNA5	-3.81675
GABPA	-0.55475
C14orf44	1.5505
POLB	0.08875
PTAR1	-0.82175
SEC31A	1.1309
TRIM58	-0.09475
TAS2R14	-0.6765
VPS8	0.36675
H1F0	0.859166666666667
PRKCB1	-4.57483333333333
UGT2A1	0.08
TOR1B	0.01425
LSS	-1.50283333333333
C2orf19	0.436
HNRNPC	0.776857142857143
TMEM100	-2.6005
LOC116349	-0.396
OR51M1	0.618
CCDC142	-1.05125
ISG15	3.3155625
ZCCHC14	-0.352125
CREBL2	0.52475
TGDS	-1.53475
DC2	-0.359
CACNA2D3	-0.901071428571429
ZNF429	-0.091125
LYPD6	2.89366666666667
SUCLG1	0.128833333333333
OR51I1	-0.9275
MAGEH1	1.02125
PRPF40A	0.311
SMR3A	0.417
SPINK2	-3.18075
THAP2	-0.62475
NPY5R	0.8885
IRF4	-3.270625
SPESP1	1.22033333333333
OR10S1	0.4445
DTD1	-0.97425
TUBE1	-1.791
DDX19A	-1.329
PDPN	-1.189125
TMEM34	0.419
MGAM	1.62275
COL3A1	5.99055555555556
GFM2	-0.5986
OR5A2	0.1385
PSG9	-1.3535
ARHGEF11	-0.744666666666667
IVNS1ABP	-0.3521875
SIGIRR	1.19175
DUSP19	-0.38625
DNAJC14	-0.7845
ACSS1	-0.401
IL1RAPL2	0.194
C4orf30	-0.314
SEPT4	1.773
LANCL3	-2.828
SPAG17	5.91583333333333
PRDX3	-0.69525
HNF1A	-1.242375
P4HA2	-0.612
RFWD3	-1.47216666666667
MOV10	0.04275
DNAJA5	0.284285714285714
LOC729440	0.2835
LOC200383	2.442
SMC2	-1.91925
MIXL1	-1.4635
TMEM9	0.63475
FAM86A	0.5615
ZNF174	0.5702
MYH14	-0.23625
CCR8	0.23775
VPS37C	0.837333333333333
GPATCH1	0.41
B3GNT8	2.8185
TBX4	-0.85125
CNR2	0.431
PCDH1	2.16225
C5orf29	2.685875
OCIAD2	1.21925
PLCG2	-1.13625
KIAA0247	2.45775
HRH3	-0.0422
CAPN13	5.168875
CCR1	-1.6225
MGC15523	-0.223777777777778
UVRAG	-0.0126666666666667
DNAJA2	0.177166666666667
ITGA2B	-0.766166666666667
CLDN5	4.07925
PTPRN2	-1.54235714285714
ZNF512	-0.288333333333333
PSAP	-0.165142857142857
CCDC140	-1.762
LRRC55	0.44525
CYP26C1	0.3905
C8orf47	-1.93075
LYN	-0.295625
DUSP6	0.1775
TGFB3	3.40186666666667
ELK1	-0.6836
PCDH11Y	-0.467666666666667
HGD	-0.8615
C17orf58	-0.341
MYO3A	0.3105
SERPINE2	-4.58483333333333
AARSD1	-0.264875
C14orf73	-1.76125
ADAM33	0.017
ZNF491	0.4915
MAPK6	-1.128
TCN1	4.94633333333333
SLC24A6	1.1035
UBE2R2	0.94775
H1FNT	0.347
TATDN2	-0.224
LILRB1	0.335
P2RY5	0.746
NUCB2	0.99525
C2orf37	1.41375
SNX27	0.384
MTA3	0.517875
FOXO4	0.23475
ID4	0.6865
SOX5	-2.86916666666667
PXMP3	0.550125
OR52M1	0.491
SFT2D3	0.00350000000000001
INA	-3.0225
MCOLN1	0.10775
NFIX	1.4261
CLEC14A	5.62566666666667
HIBCH	-0.613333333333333
PLA2G5	1.81525
TIMM10	-0.411
MED17	-0.3955
COL4A4	-0.8415
TPP1	0.2785
GJA3	-0.746166666666667
TMPRSS5	-0.9685
AADACL3	0.5895
DNMBP	0.1755
ENPP5	4.4315
NQO1	-1.5322
ZSCAN2	-0.344625
SEC24C	-0.0716666666666667
GTF2A1L	-0.0845
AXIN2	-0.911
FAM33A	-0.517333333333333
C16orf13	0.609
SPNS2	0.91
TAF1	0.26
AP1G2	0.802166666666667
RBM42	1.25233333333333
HCN2	1.80666666666667
EFHB	-0.689833333333333
RUSC1	0.109333333333333
GRIK5	0.462
USP21	-0.260666666666667
ATAD3C	1.53925
ORMDL2	1.625625
PRSS7	-4.335
PSAT1	-5.86575
FLJ13195	-0.857333333333333
TBC1D1	-0.0156666666666667
IFNG	1.21575
OTOS	0.381333333333333
ZNF773	0.929
EMD	-0.6665
RETN	1.85225
CCL8	2.1095
APH1A	-1.435
COX18	-0.14575
GTF2IRD2	1.09325
CCDC82	-2.77483333333333
PAFAH2	0.6016
NPEPL1	-1.3784
RP11-114G1.1	0.1825
TP53INP1	1.7775
ZNF300	-0.972333333333333
FOXL2	-2.757
LARP2	0.835833333333333
LATS1	0.244
HTR6	0.087
SPOCK2	-0.589333333333333
RNF144B	2.67883333333333
HTATIP2	-1.882375
MGC10334	1.06733333333333
CENTA2	1.6945
FGF2	-1.8365
FXYD7	0.368
PHYHIPL	-2.296
GPR34	2.335
DDX6	0.2345
OR10W1	0.1075
LHFPL1	-0.1905
ZNF313	-0.760428571428572
VPS28	0.42
AP3M1	-0.6072
AKR1CL2	-0.51125
TRAF4	-0.355
OR2B11	0.5275
C19orf12	-0.671
AKAP9	1.01816666666667
C1orf62	-0.205
SLC20A1	-0.006
FAM112A	-0.4185
LDB2	0.357
MRPS23	-1.579
KLK5	0.9025
SPTB	-0.1761
EFEMP2	-0.05775
EFNB2	1.15325
PCM1	0.487285714285714
NMNAT3	2.302125
TSG101	-0.214833333333333
C8orf40	-0.1305
NOB1	-1.7055
ABHD3	-0.424
GTF3C4	0.06125
PIGN	1.2965
GALNTL1	0.9465
AEBP1	1.86225
OR9Q1	0.3195
ANKRD2	-0.047625
CCL28	1.714
TRIM38	0.739333333333333
TMCC1	0.235333333333333
SMG5	-0.0605
LRRC7	-0.8955
NCAPD2	-1.104
C6orf153	-0.30525
C1orf74	0.19
OTUD6A	0.9665
DCP2	-0.379333333333333
TMEM24	0.14175
RPL18	-0.0981666666666667
TMEM177	0.2105
LRRC37A3	1.01575
C1D	-0.219833333333333
LDHC	0.76325
UBE4B	-1.0385
NIT1	0.3105
BTN3A3	0.048875
RASD1	-0.234125
COMMD3	0.3105
SHFM1	0.57225
BIRC8	0.01775
DUT	-0.40825
C12orf51	1.664
LRRC59	0.0286666666666667
LY6H	2.7035
WDR22	1.0085
EDEM1	0.398928571428571
ADH1A	0.84
PANX2	-0.4168
CYP11B1	0.7475
CDC73	-0.65325
GPR172A	0.1355
GSTM3	2.66384615384615
KCNA5	-1.194875
SERAC1	-0.167666666666667
NFATC2	-0.296
ANAPC5	-0.4284
C15orf24	-0.132
NFATC2IP	-0.650333333333333
TNRC6C	-0.5335
MGC102966	-1.150875
FGD5	0.619666666666667
MED9	-0.1175
RAB13	0.597166666666667
C15orf49	0.1855
CRYGS	0.2165
C12orf53	-0.5761
LOC283693	-0.86
COX6B2	-0.44875
PHF14	0.35875
FAM3A	0.16725
RPL13	-0.5872
PRDX2	0.9107
FLJ34047	-2.3505
PRMT3	-2.107
KCTD19	-1.9955
TRIM10	-0.547166666666667
MGC26597	-0.707833333333333
GCNT4	0.099
GPRASP1	0.0445
CDKN1C	-1.071
RHBDL2	1.9089
HSPH1	-0.87625
AQP1	3.1095
COL17A1	-1.0802
GFAP	0.432375
CDC16	-0.11425
KIAA1614	0.155
C6orf118	0.0803333333333333
ZSWIM5	-2.107
FAM83F	3.70925
LYNX1	1.0986875
SYNPR	-0.28225
XG	2.932
PRSS16	1.5165
KIF13B	2.01878571428571
PCDH9	-2.78275
HIST1H2AH	1.8475
RBM18	0.32625
ZNF626	1.075625
HEXIM2	1.52133333333333
ITFG1	-0.572
TUBG2	-0.897
SFRS7	-0.08625
C9orf14	1.376
EXTL1	-1.377
GBP3	3.00416666666667
WDR5	-0.9995
RARG	0.471666666666667
MYO7A	-0.353625
CECR6	0.2835
C13orf3	-1.499375
SFRS18	-0.473875
ACVR1B	0.804333333333333
PSMD1	-0.1992
C7orf31	-0.152
ILVBL	0.202
IFNGR1	0.89425
RNF186	-0.2075
NOL9	-0.8075
MAGEL2	0.489
SLC29A2	-0.34125
NHSL1	-2.08125
RBMX	-0.8475
PSORS1C2	0.684
RAD51L3	-0.490833333333333
LCN6	0.678
ORAI2	0.204375
BRUNOL6	0.6958
OR4K5	-0.202
CDC123	-1.454
MSLN	-2.48616666666667
WWTR1	-0.8085
ZNF700	-0.111333333333333
COBL	-0.04475
PPP1R16B	-0.368625
GAS7	-0.7739
MDN1	-1.957375
HAAO	-0.484
C9orf68	3.7485
TNFAIP2	0.5815
FOXN1	-0.343
hCG_2033311	1.16566666666667
ATP6V0D2	0.8759
RPL41	1.161125
SLC38A1	1.761125
ARHGAP6	-1.58633333333333
ADAD2	-0.04225
PHF20L1	0.1464375
MCM3AP	-0.099
ST3GAL3	-0.419333333333333
SNX1	0.374333333333333
ELF5	0.0425
PARP3	0.434625
RBM8A	-0.62175
LINGO4	0.3945
ITGA9	0.384
ZFR	-0.30375
ACSL6	0.144125
FLJ20699	0.812
DAOA	-0.311
FABP4	2.27375
KCNB1	-1.6155
CANX	-0.582222222222222
SLC25A28	0.188333333333333
ADIPOR2	1.44275
ECHDC2	1.934125
SMA4	1.1575
FRZB	2.39625
PABPC1	-0.300333333333333
DMRTB1	-0.138375
APOBEC3G	-0.184
CATSPER2	0.192666666666667
CUEDC1	1.8495
STARD9	-1.223
CLDN8	2.1545
LOC23117	-0.520681818181818
E2F6	-0.596055555555556
TMEM126B	-1.032
DPY19L4	-0.0095
GIMAP5	2.53583333333333
NDUFA9	-0.515833333333333
FAM77C	1.472
CTPS2	0.04775
LOC51035	0.380125
WDSOF1	-2.2395
EGLN3	1.554125
PITX3	1.67016666666667
OR52E8	0.955
GRM4	1.0055
KLK1	-2.0475
GPM6B	-1.442
RRAGD	-1.36
PAGE5	-2.89725
UCHL5	-1.77
ULK3	-0.631833333333333
AIM2	-0.971
PNO1	-1.44333333333333
OR2F2	0.6415
GNAT2	-1.0455
SIX1	-1.45925
ST13	-0.774916666666667
ZBTB44	0.80325
TIMP2	-0.642
ZMAT4	-3.01725
GTF2IRD1	-0.264666666666667
ZNF19	0.0638333333333333
ZNF714	-0.7045
RSC1A1	0.75725
C9orf80	0.475
PSMA8	0.244166666666667
TMEM141	1.25
COX4I1	-0.470785714285714
CTAGE1	-0.124166666666667
DTWD1	-1.152
HSD11B1	-0.1565
KRT6B	3.241625
ARID4B	0.38075
LHFPL3	0.752
WWP2	-0.6115
ZNF326	-0.2695
RGPD1	0.44
CTSH	0.324166666666667
FASTKD1	-1.32125
PAF1	1.4123
TTC9C	-0.279
IFT57	-0.0159
PRSS36	0.5615
IL20RB	-1.916
ZNF592	-0.301333333333333
DCTD	-0.5966
CFP	0.71375
MFNG	-1.219125
JMJD2B	2.051
ALDH3B1	-0.9045
THSD4	2.14716666666667
KCNJ5	1.21366666666667
LMNA	0.207833333333333
TBCD	-0.240125
ZNF250	-0.2055
CASQ2	0.430833333333333
PEG10	0.395916666666667
PRAME	-5.35386666666667
NP	0.492625
TRIM59	-0.0321666666666667
ZNF12	0.5945
XTP3TPA	-0.30725
SIGLEC7	-1.065
PANK4	-0.55675
FAM70A	-2.46766666666667
SNED1	0.67325
HIP1	1.3489
RAET1E	0.830166666666667
AMAC1L2	0.093
AHNAK2	0.695583333333333
TOE1	-0.0786666666666667
RECQL4	-1.371
SPRYD3	0.8045
DPAGT1	-0.37775
MAGED2	2.2083
ANKRD55	-1.30575
TRPS1	3.32691666666667
DOK7	1.70275
TFPI2	-8.48175
GTF2H3	-0.740166666666667
CYP4F11	2.48275
LHX2	-2.36183333333333
ATG16L1	1.91
ASB12	-0.4155
C1orf116	0.947
NF2	0.23385
POM121	-0.7705
PHYHD1	2.7891
TXNDC17	-0.0605
DKFZp779O175	-0.344
NUP62	0.00264285714285711
MYO18B	-0.325333333333333
PRAMEF1	0.182
TCBA1	0.214
TMEM168	0.677
FJX1	0.8985
CLCF1	0.20075
SEPN1	0.8535
IGSF2	0.65375
NUDCD1	-1.55466666666667
TFF3	3.501
NDFIP1	0.339214285714286
CHCHD4	-1.61675
TNR	0.971
CUTA	0.224166666666667
USP44	-4.6635
DPP10	-0.451333333333333
IWS1	-0.1965
PCGF1	0.86125
SULT1C4	-0.7155
NTF5	1.0405
PTPN13	0.95975
SSTR5	1.303
SFRP1	-3.94
IDH3B	-1.507
SUOX	1.24183333333333
TMCO5	0.26175
GOLT1B	-1.0895
MIB1	0.101285714285714
PCDHGB1	1.046
SUSD1	-0.4945
ICAM5	-3.0635
PAPOLB	-0.16675
URM1	0.1783
TMEM106B	0.443833333333333
LRIG2	-0.2835
SLC27A5	-1.05425
CLIC6	6.4623
ZNF420	0.731333333333333
SCN9A	-1.8335
KIAA1909	0.72725
ELMOD1	-2.55825
PRKAG1	-0.22775
FAM64A	-2.48133333333333
EEF1G	-0.0822
SMAD5	0.2905
INCENP	-1.27475
WASF2	-1.303
GARS	-1.0547
CDK10	-0.9178
HLX	-0.120166666666667
MDM4	0.830625
ZNRF1	-1.17928571428571
HHATL	-1.23483333333333
FAM21C	1.1195
HIST2H3C	0.21075
PFDN2	-0.120125
ZNF200	0.16675
NDN	-1.42625
HBA2	-2.02016666666667
FBLN5	1.464375
PUM1	-0.0137142857142857
TNNT1	0.0148333333333333
C19orf59	-0.948
HNRPH2	0.572833333333333
RAB7A	-0.2285
PMS2	-0.167625
BIRC3	0.104666666666667
NRSN2	1.43675
OR52K2	0.344166666666667
SPOCK1	0.753357142857143
H2AFY	0.5095
RXRB	-1.238
ZNF638	0.296333333333333
ANKRD45	-0.23675
ACTN4	1.05016666666667
FXC1	0.67
EIF2B5	-0.397
VPS33A	-0.5255
PINK1	0.132625
FAM106A	1.1895
SKIP	0.229375
GAPDHS	0.04125
MUM1L1	2.25325
PSTPIP1	0.48625
CNTNAP1	-1.1181
CYP26A1	-1.38925
APOL2	0.4003
TACC2	0.224
COX7A2L	0.453428571428571
HSD17B1	1.994625
ARRB2	-0.81425
SLC7A6	-0.7127
HSD17B10	-0.059
RBJ	0.89375
NUP155	-1.6325
MRPL10	-0.133333333333333
CYCS	-1.47666666666667
CCDC46	-0.376166666666667
TECTA	0.043
GNAL	-1.32
LPO	0.1975
PEBP4	3.6555
DDX11	-2.2705
C18orf12	0.811
TAF9B	-0.266833333333333
IMP4	0.523
RPA4	-0.0625
NDUFS1	-0.35075
UPK1A	-0.522
ARRDC2	0.334
C18orf20	-0.211
AES	0.480214285714286
CD2BP2	0.530666666666667
C16orf54	-1.1245
UGT2B17	-1.402875
FGFR1	-1.44795454545455
CEACAM6	-0.0179
CHRM5	0.16625
CERK	-1.840875
AP3S2	1.22878571428571
ANKS4B	-1.821
CLCNKA	-0.0628333333333333
ZNF208	-0.115666666666667
HLA-DRB5	3.7075
CARKL	-0.04
GOT1	-0.0745
CASP6	0.955125
HOXA1	-1.147
RCL1	0.13225
ZNF181	0.743
RAB40B	0.4355
MRPL38	-0.2465
LRRN2	2.6165
C3orf25	2.2965
OR5D14	0.0085
OR10AG1	0.3435
BET1L	1.3225
FRY	3.27775
AK3L1	0.8555
CSF3R	0.396
POLR3K	-0.466833333333333
ATG2B	0.495333333333333
EPS8	-1.0255
DARS	-0.536125
C10orf56	0.6065
DAD1	0.544083333333333
RIOK1	-1.46566666666667
HERC2	-0.31525
HSD11B2	1.77266666666667
FAM96B	-0.97825
MGC13057	-2.31057142857143
BSN	0.4915
CAND1	-0.973666666666667
HCST	1.932
ACTR10	-0.025
OR8D4	0.3825
NASP	-1.4895
COL9A2	1.25533333333333
LYZL1	-1.508
GPC5	-2.61975
TBL3	-0.5505
CENTD2	0.00240000000000001
OR5AP2	0.12825
TLR1	1.894
LMO6	-0.37075
ZIC2	-3.882
CPNE5	0.3415
ZMYND15	1.148
FLJ22374	0.0565
CCDC106	1.23725
PARP16	0.3405
PDIA3	-0.026
C14orf126	-0.00925000000000002
CECR2	-0.159
SFRS1	-0.787928571428571
FIGLA	-0.1195
DCP1A	0.182833333333333
MGC45800	-0.2867
TEKT1	0.375
C10orf67	-0.639
CLN5	0.391875
NTN2L	0.664
GLE1L	-1.2955
CES2	-0.6123
GNAS	0.112222222222222
DDX53	-0.6325
TSPAN13	3.092
MRPL52	0.0306
SPIRE2	0.426375
TAS2R39	0.364
SCUBE3	0.34425
UCRC	1.021
CDKL3	-0.31475
KIAA1715	-0.6641
ZNF345	1.24975
RTF1	-0.267875
DHRS7	1.36925
RIPK4	-2.52916666666667
EXOSC2	-1.29916666666667
MS4A2	2.59825
FGF17	-0.56125
WDR59	-0.9335
EVI2A	-2.1525
IL17RC	1.62483333333333
HS3ST1	0.314
ITGB1BP2	-1.82
RBPJ	-1.25766666666667
GIMAP1	2.377
INE1	-0.728833333333333
ALDH18A1	0.95225
TPI1	-1.646125
GATA6	-0.16575
CABP1	-0.9675
ZNF484	1.37975
DAPK3	1.251
GJB1	-1.61375
PIN1	0.10275
SLC6A15	-3.95683333333333
CNO	-0.485
RIN2	0.89875
FRRS1	0.3575
CYorf15B	-3.969375
DMRT3	0.693625
ATAD1	-0.243375
OTUD4	-0.494333333333333
ATOH8	-2.30325
ZSCAN16	1.01475
ASCC1	-0.477
OTUD3	0.44975
MGC33212	-0.171
YME1L1	-0.205125
RP11-218C14.6	0.31275
PCBP4	0.3795
TNFRSF10A	-0.264
CDH10	-4.22916666666667
KL	0.944125
SCP2	-0.484833333333334
C9orf119	0.8995
SON	-0.535083333333333
MAFK	0.273
SBNO2	1.0725
SLC6A6	-1.13325
SC4MOL	-0.38075
FAM35B	-0.50675
PPP1R9A	0.915
PDZRN3	0.5665
CXorf20	0.3665
C6orf126	2.98575
AVEN	-0.72325
FLJ21075	-2.2855
C14orf132	0.3915
PCK2	0.36625
GUCY2C	-0.2955
BARX2	-0.7455
PEX11G	2.3335
DAO	-1.28433333333333
C10orf49	-0.12
EDNRA	1.6595
PPP2R5A	1.1976
DDX39	-0.629166666666667
SERF1A	0.13725
ASCIZ	-0.4629
FNDC8	-0.16875
PTMS	0.706375
PHF7	1.29125
PIP4K2B	0.181625
HHLA2	0.58525
BDH2	0.225
APOBEC2	-0.812
PENK	-1.04216666666667
SMAD9	-2.29075
MT3	-0.20925
RGL1	-0.1355
ATG10	-1.198375
DLGAP4	0.888666666666666
APPBP2	-1.45164285714286
BACE2	0.024
LOC339344	2.05783333333333
ZNF395	-0.3214375
HIST1H2BL	-0.458
ZNF467	2.20875
SLC25A21	1.05725
PALM2	-0.452
NSUN5C	-0.8045
IL5	0.08
CLSTN2	3.767
ANXA8L2	-1.2565
PTGES	0.90075
GDAP1L1	-2.21566666666667
OPRK1	-1.32916666666667
WDR20	0.192833333333333
C12orf4	0.055375
NUP88	-1.268625
XRCC6BP1	-0.731333333333333
FCGBP	1.766
LEMD2	0.02125
NOMO1	-1.04225
C10orf79	2.159875
ZNF79	1.2412
OCRL	-0.6325
HSPA8	-2.078125
DIDO1	-0.454375
PLA2R1	1.44825
COG3	1.1537
NGDN	-0.44725
CBFA2T2	0.61375
PNOC	-3.0885
PRRG1	-1.336
AGGF1	-0.102285714285714
DPF2	-0.03475
YIPF7	0.4085
TRPV5	0.337
ZNF322B	0.86675
MED12	-0.260333333333333
CARS	-1.23683333333333
ABCC11	5.29233333333333
C9orf25	0.4375
MYH1	1.28
FRYL	0.625166666666667
AGTRAP	1.56475
MMP27	0.772
ZNF432	0.212375
OR8D1	-0.4845
OR13D1	-0.27075
VWA1	2.53625
STON1	-0.9005
IL5RA	0.283
PERP	1.2686
C10orf107	3.10983333333333
TNFSF12	2.07425
FN1	0.620166666666667
MTR	-0.617166666666667
PHLPPL	-0.311666666666667
ZNF425	0.702
DHFR	-1.58161111111111
PPP1R12A	-0.204375
RSPO2	-2.065875
ZNF7	-0.70675
ZNF583	0.6095
TPMT	-0.983333333333333
GPR132	0.21725
OR2T12	-0.02975
SERTAD2	0.8327
ATP1A1	0.4235
FRMPD3	1.54575
ZNF672	0.08025
PLXNB3	0.812375
EML5	0.3065
FAIM3	0.7735
UBQLN2	-0.0045
SORCS2	2.1655
PRIM2	-2.7985
ACVR2A	0.666833333333333
YWHAZ	-0.246166666666667
PGM2L1	1.164
GNAO1	-0.0593571428571429
RPL10	0.8016
RPS6KA6	0.908
PFKL	-0.5845
SH3D19	-0.191875
AURKB	-2.58416666666667
ZC3H6	1.503875
DISC1	0.381
FLJ39660	-1.251
TMEM25	3.360375
OSBPL10	-0.40275
CLTCL1	-1.565
ALG6	-0.156
CATSPER4	0.1375
LRTM1	0.269
RRAD	0.532833333333333
TIPIN	-1.66375
CARD14	1.6795
RBM9	0.114
RASSF4	-0.37125
SLC25A18	-0.0103333333333333
C6orf58	-0.691
IGHD	0.7625
PLA2G6	-0.004
TPT1	0.926625
SEC63	0.384
CCDC113	0.1676
TDRD10	0.368875
KIAA1666	-1.79975
TOR1AIP1	-0.0355833333333334
SYTL4	1.04366666666667
SPRR2F	-1.1845
CEBPD	3.001
SNTG2	-1.23775
C20orf77	-0.279666666666667
TAS2R49	-0.2085
C6orf173	-1.26416666666667
SVEP1	-0.3773
PXN	-0.821285714285714
VIL2	1.51166666666667
C5orf21	0.82975
DIXDC1	0.57975
GANAB	-1.26683333333333
PDSS1	-1.752
NGFR	-0.39875
ATP8B4	0.71425
BMP8A	0.823
CCDC132	-0.44325
GNRH1	-0.55
OR10T2	-0.467
PDGFD	3.19383333333333
OR6W1P	0.5035
HARS	-0.240833333333333
KRT77	0.2195
AQP8	0.5015
ITGB1	-0.6029
ZNF254	0.4993
PAX1	0.2935
PSMC4	0.1852
ANKRD22	5.2825
PSMD8	0.539333333333333
HTR1E	0.449
SOX10	-2.5724
OR5B2	-0.358
RABGEF1	-0.286357142857143
MAP1LC3B	-1.38725
CYB5R4	-0.20825
AGXT2L1	-3.43975
FLJ41603	2.05966666666667
TRAPPC2	0.0903333333333333
FNTB	0.5677
FLJ14107	-0.9885
AURKAIP1	0.609
DSE	0.929
NFKBIZ	1.76516666666667
OSBPL3	-0.104
LOC130576	2.6805
SLC39A9	1.494
LOC137886	-0.123166666666667
RHCE	-2.281
ATG7	0.635833333333333
FAM82A	-0.0406666666666667
FBN3	0.0605
MCFD2	-0.268333333333333
CASP14	-0.815
EPS15	1.0605
SFRS2B	0.589583333333333
C19orf47	0.9225
PLAC9	3.093
GPR23	-1.4465
BTNL3	-0.2385
RGS8	0.216
GNS	-0.5265
ENO2	-1.49266666666667
CBX1	0.473
PEX26	0.6495
LRP5	0.0913333333333333
ADAMTSL4	-1.6715
ARR3	-0.0725
MAP1A	-0.6635
CD2	2.02025
NAV2	-1.615875
TMEM69	-0.1955
ATXN7	-0.111166666666667
CHN2	-1.21233333333333
ZNF781	0.143166666666667
HAS2	-4.34966666666667
KIAA0241	0.425833333333333
BIC	0.09425
MOBKL2A	0.697
CYP2C9	0.6065
CNOT7	-0.140785714285714
SFRS10	-1.13825
CST11	0.5805
FLJ37543	0.902
NKAP	-1.3515
RUNX1T1	2.4545
EAF1	0.0444
IL4I1	1.62375
LRRC61	0.844
PSIP1	-3.04366666666667
SPRR4	0.6555
ZFP90	0.3685
AP2B1	0.514692307692308
SLC30A7	1.33433333333333
C7orf28A	-0.237833333333333
S100B	-4.0945
BMP2	-2.873375
ESR1	4.262
ZFPL1	0.236
ARHGAP12	0.034
LRRC19	0.226
ZNF767	-0.324166666666667
NACA	-0.1184
OLIG1	-2.980875
PRF1	0.5865
LST1	2.10066666666667
SPATA9	-0.991166666666667
CNFN	1.164
CDK4	-0.3533
TCF15	-0.988833333333333
PARC	0.1655
PPM2C	1.585
LOC283345	0.007
FAM107B	0.521
DMXL1	0.40575
RBM3	0.06075
HTR5A	-1.51733333333333
SCFD1	0.0428333333333333
EPHB3	1.5475
ROPN1L	2.56783333333333
RAMP3	4.059
TSPYL5	1.45254545454545
GAP43	-3.8415
PAPD4	0.111625
PDE3A	-2.6795
TNFRSF10C	3.14775
JMJD5	-0.3895
RASGEF1A	0.99
C16orf65	-0.1825
HIPK3	1.05516666666667
XYLT2	0.2955
XPOT	-2.18216666666667
GAL3ST1	-1.914
DHCR7	0.156
AMIGO3	1.13583333333333
FGFR4	-2.161
CRAT	2.2165
