Hybridization REF	TCGA-AN-A0XT-01A-11R-A109-07
TSHZ1	1.06316666666667
TM9SF4	-0.182375
ZNF264	1.03
SIRPG	0.341
BICD1	-0.95225
HERC6	0.1895
METTL5	-0.8895
CASP1	-0.06675
PRRT1	-0.103
PLA2G4C	2.27183333333333
ICA1L	0.617
TPTE2	0.335333333333333
OTUD7A	0.705333333333333
AQP11	0.48475
APOA2	-3.8266
KALRN	-0.2743
SECTM1	-0.515833333333333
IFNAR1	-0.09325
TALDO1	-0.87425
RAB11FIP4	0.316333333333333
EIF5A	-2.4995
FAM49A	0.8655
NEGR1	-0.117166666666667
YTHDC2	0.735125
EHD2	-0.359
NCF1	0.9566
SCRT2	0.094
HOXA5	0.133166666666667
NUP133	0.25875
FGF12	-0.7265625
SLMO2	-0.2535
SNTA1	-0.081875
CACNG2	0.16275
GCM1	0.66775
ELF1	1.03616666666667
TLR5	2.89875
TCFL5	-0.806166666666666
RBMY2FP	-0.326
LOC100125556	0.260875
FAM129B	0.236375
MAP3K7IP1	-0.532
NCK2	-0.454
OXA1L	-0.75575
FMO9P	-0.0185
ZSCAN12	0.22225
PSMD12	-1.40433333333333
HSCB	-1.60675
CLDN10	-1.93025
MGC13053	-0.1895
HPCAL4	-0.608
ASZ1	-0.879
MEX3D	0.531416666666667
NFAT5	0.3848
CSPG4LYP1	-0.2085
FBXO3	1.3778
DVL1	-0.471
CMKLR1	1.7065
TYMS	-4.119
PEF1	1.15225
ZNF750	2.91733333333333
MCM5	-1.024
MEGF11	-0.631
KCNK7	-0.218
PTP4A3	0.444
C1QTNF2	-0.382333333333333
OR6S1	0.0035
FAM122B	-1.05075
ZNF551	0.6685
HBQ1	-1.8185
GEMIN6	-1.0485
ARSK	-0.7385
RBP7	3.5255
CPNE9	-0.06975
DSC1	0.734
LOC730112	-0.38975
MAP2K4	0.8845
HS3ST5	-1.22
EPB41L3	1.41775
TEKT2	1.9615
CDKN2B	1.08916666666667
ZNF480	-1.6375
MAP3K6	-0.4323
MAP6	1.85416666666667
HN1	-1.2777
OR2L13	0.420333333333333
SLC16A11	0.6405
FAM96A	-0.5195
APOL1	-0.15875
C5orf32	0.406
RTP1	-0.489333333333333
RNF175	-0.925625
ZBTB41	1.21175
AHCTF1	-0.1977
SAE2	-0.1826
ITGA2	1.2035
MME	-2.02716666666667
CCDC14	-1.1375
MAST4	2.95735714285714
KRT33B	-0.169
KCTD2	0.08
WDR26	-0.12675
MFI2	0.0208749999999999
NR4A3	0.614125
ARSA	0.89525
UNKL	0.521666666666667
SULT6B1	-0.035
CCNA2	-3.76583333333333
SOX15	-0.1245
PPAPDC1B	1.29991666666667
C19orf44	0.748
MCAT	0.516166666666667
ARID1B	0.75075
OR52N1	-0.3395
C12orf48	-2.3915
MAGI1	1.159625
NIPA2	-0.23
GBX2	-1.76975
RSHL3	0.819875
RAVER1	-0.0851666666666667
C15orf17	0.0465
SLC30A2	0.4295
ZNF518	-0.02675
PCYT1B	-1.1915
C10orf114	-1.6265
EIF3H	0.357916666666667
SLC25A39	-1.098
KIF1B	-0.446
AMOTL2	0.40775
C6orf120	0.677
PSRC1	-1.69725
PLA2G10	3.948625
KIF5C	0.61775
MRPL37	-0.69
C17orf62	0.229833333333333
C9orf135	2.94633333333333
DUSP10	0.0528
CLCNKB	0.23
PSMA5	-0.303875
C8orf53	0.8785
AMPD3	0.480833333333333
PIAS1	0.00600000000000001
ADCYAP1R1	-0.08
GYLTL1B	-0.678
CDH20	0.188666666666667
FBXO7	-0.37275
TMEM134	0.166333333333333
FLJ14213	0.0318333333333333
ZNF3	0.05475
LRRFIP1	0.60425
CNOT2	0.454666666666667
ABI3	2.236
ALDH5A1	0.234416666666667
HNT	2.0235
SERPINA4	-2.02575
TK2	-0.10075
STMN1	-2.71422222222222
GUCA2A	0.244666666666667
GALNT10	-0.0421428571428571
DPP6	-0.76695
C9orf93	0.222
PRELID2	-0.163
STK39	0.743875
SFTPA1	-1.09025
CKS2	-1.557
RHO	0.289375
C20orf135	-0.158
XKR3	-1.676
CR1	-0.05025
RPS6KA2	1.30978571428571
C20orf112	1.669
MRPL22	-0.3015
C4orf23	0.450833333333333
GADD45B	0.6445
KLHDC1	1.96033333333333
C2orf48	-2.3595
ZNF287	0.1535
DAAM2	-0.53625
DPPA2	-2.31833333333333
TCTN3	0.7905
DNAJB11	0.1635
FPR1	2.41225
DEFB4	0.033
PTCD2	-0.8775
SMOC2	4.74116666666667
CABP7	0.513
SERPINB11	0.13625
MAGEF1	0.97975
NDE1	0.0568333333333333
ITGA10	-0.00950000000000001
FSHB	0.1465
ANXA2	0.6495
HORMAD2	0.12975
HLCS	0.57425
MCF2L	2.50575
FH	-0.706375
TBC1D24	2.7185
KIAA1505	2.137
LGALS2	-0.28725
CNBD1	-0.0475
SYNPO2L	0.23675
PTPN23	-0.256571428571429
C1orf183	-0.746666666666667
MAGEA8	-0.3985
DGCR8	-0.89625
GSR	-0.896
PAQR7	0.372
ZNF676	0.645
CACNA1C	0.1513
SP7	0.187
PDCD6	0.16025
NRN1L	-0.923
BRI3BP	-0.553
KIAA1183	0.32925
ASB4	-0.34075
CCL23	1.0868
OBSL1	-0.729375
SLC12A7	0.532083333333333
KIAA0240	2.292
CD1B	-2.8935
FCGR2A	0.744125
MDC1	-1.465
HTR1A	-0.0155
OCEL1	1.82775
ATP11B	-0.6670625
FBXO34	0.670333333333333
PCDH12	4.04333333333333
RPE	-1.04725
C17orf74	0.2305
CSDC2	0.406333333333333
PET112L	-1.15525
TMBIM1	0.455625
P2RXL1	-0.18075
TCHP	-0.84225
TRMT1	-0.764
F2RL2	0.748666666666667
LRRC32	3.1755
IMPG2	0.0715
BGLAP	0.2035
LOC493869	-2.69291666666667
MRAS	0.926625
SLC35F5	1.03075
CBWD1	0.3225
AXL	-2.228625
ATP2C2	2.59175
TELO2	0.0615
PNPLA3	-4.274
PCDHB14	0.857
CD276	-0.01375
KRT80	-1.666125
DUSP28	0.077
CSNK1E	-0.533166666666667
SRP14	1.654
KCNQ4	-0.205
KRT72	0.00183333333333333
CCDC117	0.1335
C6orf89	0.337111111111111
TUBB2B	-2.7415
RTN4IP1	-1.34375
CR1L	-3.645
CEND1	0.130125
C12orf41	-0.408166666666667
RNF31	0.505
UBN1	0.783166666666667
C17orf32	0.214625
SLC5A7	-0.0335
GPR92	1.0355
ESAM	2.9299
CTNNA1	0.166916666666667
HRBL	-0.4149
CBX4	0.60175
TMEM182	-0.6755
SH3TC2	-1.0955
IL10	0.304333333333333
PXMP4	1.0615
RNF167	-0.833
PAK7	0.2935
ETV3	0.406
ATPIF1	-1.58383333333333
LOC554207	-1.60016666666667
OR8H1	0.09925
WDFY3	0.8925
DPM1	-1.15525
GPSM1	-0.41
WDR92	-0.7024
LRP1	-0.105666666666667
ANKH	-0.30825
THUMPD3	-1.247
POLR1B	-0.955
OLFM4	1.98683333333333
RAD9B	-0.5165
TSPY2	-2.9015
PAX6	-1.724
SCG2	-2.840625
SLC17A6	0.13425
FMO3	3.085
PADI4	-0.11625
TUBB4	-0.9292
NLK	-0.93275
POU4F3	-0.475
SDF4	-0.894
ITGBL1	2.325
NETO1	-1.762375
TAP2	-0.033125
ABBA-1	-0.5465
GNAI1	0.02225
VPS4B	1.37975
NOPE	-0.1851
GALNT6	1.476
SESN1	1.39
GBE1	-2.45244444444444
CLASP1	0.03075
RASGEF1B	1.071125
ACOT11	1.79171428571429
AFAP1	0.29625
OR2H2	0.375
DPY19L2P1	0.02475
DZIP1	-2.315
SEC22C	-0.759083333333333
GPR161	-0.7145
RNF146	0.70125
WDR74	-0.729375
GALP	-0.019
PURA	0.05775
DNPEP	0.539583333333333
RP11-78J21.1	-1.0545
ERBB2	1.84675
FANCM	-0.452333333333333
NEO1	-0.694666666666667
DDX3Y	-4.8758
RPS3A	-0.0095
MXRA7	0.861285714285714
LGALS3	-0.786333333333333
GLT8D1	-0.54375
CFL2	-1.33166666666667
UPB1	1.24275
NAP1L5	-0.661125
CLDN14	-1.4455
DHX38	-1.073
BTBD1	0.22925
TARS2	-0.1585
ABCF1	-0.7402
FCF1	-0.218166666666667
LRRC49	0.04425
GUCY1B2	1.174
C1orf177	-0.0925
SMARCA4	-0.574357142857143
LRP8	-3.43433333333333
TAGLN3	-1.38125
MRPL14	0.49575
TTRAP	-0.2755
ZDHHC20	0.03
NFE2L3	-1.93975
KIAA1377	-0.18025
PALMD	1.7528
TMEM43	0.324
TTL	-1.429
STAT5B	-1.2315
SSB	-1.054375
OR10H5	0.412
SLC22A13	-0.415
AKAP3	-1.33425
TIMM23	0.0923333333333334
OAS2	0.973083333333333
KIAA0423	1.657
TRIM11	0.722
GLIS3	-0.1315
TMEM50B	1.01216666666667
ARHGEF4	-2.031
DEGS1	-0.802636363636364
TBL1XR1	1.26673333333333
G6PD	-2.4115
SP140	0.2294
MUC17	0.0131428571428571
NUDC	-0.759
DNAJC5B	0.696833333333333
SCARA3	-0.4055
CPA3	6.4645
BCAT2	-0.29975
MFN1	-0.2663
NRG3	-0.206
SNX11	-0.49375
PLEKHH1	-0.624166666666667
GPR177	-1.812
HCFC2	-0.184
TCAP	0.303
MOCOS	-1.30575
C14orf93	0.488
PRDM10	0.398
SLC16A4	1.23041666666667
SRGAP1	1.69233333333333
VIP	1.584
DUSP27	-0.121333333333333
LILRA1	0.2487
MC2R	0.181
MGC24103	-1.406
MBTD1	-1.7105
FUT11	-0.514666666666667
USP33	1.117
C15orf39	0.1545
MAP3K12	-0.15625
PAAF1	-1.1455
BARHL1	0.1365
FLJ16165	-0.0495
PIWIL2	-2.55025
SYNE1	0.432583333333333
CMTM4	0.71925
TSPYL1	1.4165
GUF1	-1.12183333333333
TMEM157	2.0445
WDR44	0.62525
HIST1H3C	0.48475
DKFZp666G057	0.62525
RNPEP	-0.5325
GAS2L2	-0.1015
ADH4	-4.03225
GRPR	0.0483333333333333
FBXL17	0.35075
ZBTB10	1.8385
Gcom1	0.981777777777778
HTRA1	1.2335
ZNF585A	0.267333333333333
SLC26A2	0.0900714285714286
OTOP3	0.267666666666667
WISP1	1.27877777777778
ATP2B4	0.232083333333333
FLJ10769	1.97625
CRAMP1L	1.199125
CHST12	-0.402
RAB22A	0.424833333333333
TARDBP	-0.173428571428571
STAU1	-0.003
CRB3	1.42133333333333
MIG7	-2.141
CHMP1A	-0.525833333333333
ZNF160	0.369625
B3GALT6	-0.31525
BARX1	-2.25416666666667
C6orf167	-1.0144375
NXNL1	0.0455
DHX29	0.3895
HADHB	-0.0855
PLXNB2	-0.186125
ILDR1	-0.032
SLC15A3	1.5365
GAS2	-3.18483333333333
C20orf69	0.48
NUMB	-0.186
TNIP1	0.229625
MESP1	0.6095
PSKH1	-0.09675
NSFL1C	-0.245
RHOG	-0.17675
HEY1	0.923833333333333
KNG1	-1.561875
ITGAX	1.1085
LIN9	0.0421666666666667
CANT1	1.927375
XRN1	0.541142857142857
CCDC96	0.8856
HEATR6	-2.1725
GNG7	0.0198333333333333
RUNX2	0.229
SOX1	0.107166666666667
FCRL5	0.4516
ZNF99	0.84475
FAM9A	0.02
SNX22	0.275166666666667
MBNL3	-2.7205
ODC1	-2.4101
ADORA2B	-3.23
NR2F6	1.1365
ZFYVE16	0.234166666666667
SYNJ2BP	0.4454
POLE	-0.84925
E2F2	-1.604125
THRA	0.463333333333333
PTGES2	-0.7355
HIP1R	1.55283333333333
TMUB1	-0.827833333333333
ENO3	-1.999
RSPH10B	-0.147
CXorf39	0.733875
IRGC	0.08325
GPR109B	0.952
FLJ13305	-2.577
LCE3A	-0.384
TNFRSF18	-0.9725
DET1	0.5465
TRPM3	-0.112583333333333
C16orf79	-0.006
FECH	-0.0936666666666666
RAP2A	0.532333333333333
CRIP1	2.91916666666667
AZIN1	-0.529125
SLC7A7	2.05925
IL10RA	0.2585
TMEM64	-1.876
CDC42EP4	0.7881
C16orf58	-0.1373
ARG2	-3.81275
POU5F1P4	-4.7755
FAM62B	-0.01425
DNAH8	-2.0973
ASH2L	0.262125
TSLP	-2.46433333333333
CNTNAP5	-0.172666666666667
TMEM16C	-0.493
IFNA14	-0.0515
SLC1A3	-0.565875
CABYR	1.1955
BCL7B	-0.2462
NUDT13	-1.2925
C13orf28	0.39225
C1orf53	-1.01825
ARL6IP4	0.2479
RPL35A	1.33525
EMR3	0.16275
RAB40C	0.70075
SLC41A1	-0.345
LRCH1	-0.3565
LY6G5B	-0.542
FAM124A	0.0792857142857143
MGC10981	-3.7025
CLIP3	-0.026
MAP4K2	-0.0893333333333333
CHIC1	0.0815
SULF1	2.82633333333333
C20orf30	0.335642857142857
PRDM5	-0.94125
ELOVL1	0.39375
C11orf48	0.132625
SLC39A10	0.24825
KCNV1	-0.14075
ACP1	-0.8295
ZMYM2	-0.644625
B3GNT6	-0.03
C9orf69	0.27775
C2orf15	0.767
C20orf166	0.389
HSP90AA6P	-0.3105
EDG7	-1.0995
NEURL	1.24125
LPL	1.4925
CLEC2D	0.326285714285714
GRRP1	2.23066666666667
CD8B	-3.3147
HIST1H3D	-0.942
SLC6A12	1.86925
FAM27L	-0.0735
CD84	0.5676
RASA1	1.1785
PHKG1	-0.148
MAGEA11	-1.4465
IMPA1	-1.0609
NPM3	-2.293
RARRES1	1.647
SH3BP1	-0.157
B3GNTL1	-0.216
ARPC5L	0.0898333333333333
KLHL26	0.22225
SIM2	-2.45025
GJC1	0.159
C20orf194	-0.57125
EXO1	-3.2665
SLC2A2	-2.03566666666667
LOC285074	-0.39725
LRG1	0.7635
KIRREL	0.0455
PIK3R1	1.66657142857143
C4orf34	0.191
MAF	-1.82216666666667
ADCY4	3.93383333333333
ZMIZ2	0.5908
SLC46A3	0.0218333333333333
STAMBP	-0.4755
CCDC16	-0.068
MS4A12	-0.006
TCF20	0.206
LRRC46	0.15925
C20orf152	0.4065
MRPS6	0.176375
ABCB11	0.1965
KCNC2	8.05433333333333
CDH19	-1.44333333333333
C9orf123	0.169666666666667
SSH3	1.2825
LDLRAD1	-3.016
CCBE1	-0.7135
ZNF135	2.479875
TAAR1	0.471
WFDC12	0.139
CCDC42	0.094
FLJ12529	-0.52975
PER1	0.0385
TIMM50	-0.599833333333333
SMARCAD1	-0.974666666666666
FAM26C	0.681
TP53TG3	-0.900333333333333
SH3RF1	1.5912
LMCD1	1.64975
GPR63	-0.0765
FLJ21986	-1.905
AIFM3	-0.59225
MICAL1	-0.0811666666666667
BLZF1	0.355333333333333
IQCA	0.8145
PCDHGC3	-0.0615
SAC	0.14125
BCL6B	2.93483333333333
DDO	-0.14425
MARCO	0.66075
DCHS1	1.33383333333333
C1orf170	-1.32166666666667
CD200R1	0.652666666666667
C22orf15	-0.2725
SEPT11	0.156666666666667
ADNP	0.23575
UST	2.4795
C13orf34	-0.87
RFFL	0.206428571428571
APBA3	-0.6835
C2orf60	-0.626
CUTL1	0.3311
PMS1	-1.29825
ZNF689	0.4
EIF3E	-0.457333333333333
IL9	-0.0908333333333333
RPL31	0.324625
LY9	0.0538333333333333
ATP2B3	0.22125
KDELR2	-0.474291666666667
TFCP2	0.763375
NLRP12	-0.204875
FLJ45422	-0.19
TLE4	-1.5699
ZNF570	-0.2715
FLJ43806	0.0975
TLK2	-0.718625
CIR	0.82
MARS2	-0.171
COL24A1	1.6525
SDF2L1	-1.606
HIBADH	-0.914166666666667
IGFBP3	-2.00857142857143
C12orf23	0.45775
PSPC1	-1.06425
C20orf43	0.13075
TRAV20	0.1785
ARHGAP24	0.421375
KIAA1975	-0.851875
C1QA	3.0039
DNTT	-4.341
C10orf6	-0.09525
C11orf41	-0.978125
HNRPF	0.436625
COL11A1	3.06533333333333
UBAP2	-0.662666666666667
CDKN2AIPNL	0.0705
C20orf174	1.79325
SPRED2	-0.137
PLA2G12A	-0.0781666666666667
ICEBERG	-1.41983333333333
SCN10A	-0.1065
C11orf65	-0.89825
GBP5	3.42025
PITPNC1	0.375166666666667
POU3F3	0.66
NCOA7	0.014
LIN7C	-0.7847
LOC348840	-0.965
NKX2-2	-2.35875
ANKRD13D	0.52325
LOC123688	0.19
FUT2	1.2485
TAAR8	0.6115
FZD4	1.34516666666667
PNMA3	-0.924666666666667
OR4L1	0.3415
WIT1	-2.02425
EXOC3L	1.542
ATPBD4	0.0169
KRBA1	-0.21125
UBXD6	-1.3025
HOXB7	-0.515
C7orf23	-1.1845
UNQ338	0.34625
STAB2	0.4105
CDC20B	-0.0345
IRF9	1.92375
CENTG1	0.03075
TNPO2	-0.884
MCPH1	-0.455625
BMS1P5	0.168
SLC26A7	0.45825
HIST1H3J	0.13325
C9orf3	1.3142
LBH	1.306875
MYO1D	0.216
PTDSS2	-0.87125
NFU1	1.388
DEPDC4	-2.1525
WNT7B	-0.4046
GLP2R	-0.129666666666667
SETD4	-0.0856
DYNLT3	-0.3698
FKBP11	-1.94116666666667
SESTD1	0.600166666666667
FLII	-0.666
RPS16	0.1425
CHPF	-1.00066666666667
CSNK2A1	0.0255
SUMO1P1	-0.28675
FKBP6	-0.425
ZNF214	-0.909666666666667
TWIST1	-0.0035
DDX56	-0.951
TRAM1L1	1.4146
EPO	-2.69616666666667
MRPS18B	-0.58075
ZNF682	0.0301666666666667
RPL14	-0.0355
MAFF	-0.23675
LOC51136	-0.8925
LY96	-0.39075
DDX20	0.3485
ABTB1	1.0265
ARL5A	0.5026
CCT6A	-1.1465
HEPACAM	-1.08266666666667
EHHADH	-1.0515
RBAK	-0.301833333333333
CGB1	-0.0105
ITGB5	0.78
YIPF3	0.351
FKBP2	0.0085
NR1D1	-1.0244
TMEM110	-1.0225
NEK2	-2.46716666666667
PRAMEF8	-2.89075
C20orf52	-0.801666666666667
PCDHGA3	0.701
VWA3B	0.352
NDUFA5	-0.005125
THAP9	-0.70475
FLVCR2	-0.619333333333333
AP1S1	-1.36825
SMAD6	-0.294
SAV1	1.25575
SAT1	0.319
ZNF251	1.17475
ADAMTS7	-0.00219999999999998
RPP38	0.432
C1orf211	-1.9435
YPEL2	1.3596
RBMS1	-0.34275
ZNF445	-0.443
NRXN2	0.199833333333333
PGBD4	-0.756875
UGT2B28	-2.712
WBSCR16	-0.5329
NLRC3	0.229875
ASTL	0.12625
ST6GALNAC1	-0.06225
ZADH2	-0.5865
MLLT4	1.23241666666667
ARL6	0.218666666666667
MEF2C	0.81425
CBFA2T3	-1.404
AFF3	2.61721428571429
COG7	0.752666666666667
MYB	1.47783333333333
PLXNA3	0.0635
XRCC2	-2.14216666666667
MMS19	-0.7585
ST8SIA5	-0.875625
CHPT1	1.65216666666667
KIAA1712	-0.461375
OR6X1	0.416
ACTR3	-0.501875
UGCG	2.92916666666667
OR4P4	0.4505
ZAP70	-3.059
LPP	2.101125
ZNF485	-1.0045
PTPRCAP	-0.249
IL12RB1	0.23975
ATRX	0.455
CHST8	-1.683
C14orf109	-0.452
ARV1	-0.0705
NMB	0.622714285714286
COX5A	-0.204
EIF6	-0.45475
MPPED2	1.6375
SEMG1	-1.2045
CHRDL1	0.585
TRAF3IP2	0.514
WNK2	0.151875
LILRA4	0.820833333333333
LAMA2	3.87525
PXT1	-0.0025
RLBP1	-2.8145
CD300C	-0.36825
SLTM	0.798125
FLJ10404	-0.07675
APOBEC3D	-2.633
RENBP	-0.0333333333333333
ATXN7L1	0.10925
NID1	-0.23325
TUBGCP3	0.346875
ITIH5	1.08083333333333
CCDC110	-0.058
C8A	-2.17925
MGC87042	-2.44975
HOXC13	-3.20475
TFDP2	-0.97675
HCP5	0.591625
POLI	1.5885
UCN	-1.9385
ZNF764	0.4765
C8orf45	0.23275
FHL3	-0.55925
SPATA5L1	0.0985
MMRN2	3.3
NDST1	0.299833333333333
COL20A1	-0.166
ZNF248	0.278166666666667
PELP1	-0.551
MBL2	-2.25683333333333
RNF41	0.898625
C5orf24	0.701
THOC5	-1.196125
SERINC3	0.434083333333333
RP11-151A6.2	1.3745
CDCP2	-0.0875
HIST1H2AA	0.5015
C11orf75	-0.0206666666666667
FKBP7	-1.091
DDOST	-1.00925
GPNMB	-0.550333333333333
TTF2	-1.30116666666667
KCNT1	0.262833333333333
SLC39A14	-1.354625
NGRN	1.0073
GPR137B	2.19
MECP2	0.37525
PSMA1	-1.2435
C16orf73	-3.02875
TMEM60	0.4695
CSN3	-0.423
NOS1	0.269833333333333
RAB7L1	-1.41016666666667
YBX2	-1.1225
KIAA1166	-0.869125
FUBP3	0.002
ABCG1	1.9415
ACACA	-0.812833333333333
ARL11	-0.3237
ATOH1	-0.1635
ODF1	0.0403333333333333
CREB3L3	-1.91566666666667
TMEM127	1.60221428571429
DSCAML1	-0.7455
PLN	4.19
LYPLA1	-0.2185
PRDM9	-1.91375
SASP	1.208
PLUNC	0.0235
INTU	0.0745
HISPPD1	0.059
LNPEP	-0.131333333333333
YARS2	-0.715166666666667
APCDD1L	-1.613
ZCCHC4	-0.9732
FBXO22	-0.457666666666667
TTLL13	-0.2405
ZNF669	-0.497333333333333
PTGDR	1.6735
DDX27	-0.229
KIAA0409	-0.999666666666667
GJB6	0.07575
ASB8	0.988
PLP2	-0.449
MEPE	0.06175
OR10J5	0.1805
KRT222P	1.3915
COQ7	1.1145
C1orf101	0.548
RERG	4.8436
CHMP5	0.502125
THAP11	-0.295125
ZNF43	0.7305
ZRANB3	-1.29416666666667
KRT13	-0.359625
MRPL19	-1.096625
RBBP9	-0.524875
SPATA17	2.00975
BXDC5	0.297833333333333
PAFAH1B1	-1.16958333333333
MAGEE1	1.77725
OSTF1	0.48325
KIAA0323	0.1675
TXNDC13	0.107
CNTN4	1.48525
LCE1B	0.1645
UNQ501	-0.6485
ZNF154	1.12675
C3orf64	0.5785
SYT5	-0.0583
PON1	0.0298
FLJ10357	-0.193
ATP4A	-1.1245
GNPDA1	-0.917333333333333
MGAT1	0.557166666666667
C14orf121	0.12325
SLC35B2	-0.33625
MIER3	0.140833333333333
CHEK1	-4.354
ZNF8	0.167833333333333
TXNDC1	-0.5985
CKB	-1.2222
RTN3	0.389571428571429
FZD2	-2.11483333333333
PART1	-0.129
PSMB6	-0.935
PCDHB8	-0.853
PHC3	0.7286
PPP1R8	-0.818166666666666
NOVA2	2.01233333333333
TNFRSF11B	-3.2965
GOLPH3	1.1135
UBLCP1	-0.4145
SUHW3	-0.89125
TTLL1	0.19475
OPN4	0.2485
OR13G1	0.1715
ZPBP2	-0.167833333333333
HSD17B11	-1.861
C9orf50	0.812
DHDDS	-0.408928571428571
CTSW	0.2343
NEFM	-2.13066666666667
MRPL28	-0.3695
SYN1	0.0841666666666667
PIGV	-0.647833333333333
ZIM2	-0.686
APBB1	-0.129833333333333
SND1	-0.2785
C1orf123	0.4485
CHD3	-0.57325
BHLHB8	0.08425
RNASE2	-0.734166666666667
BCAP31	0.5965
SLC25A44	0.350333333333333
CHD6	0.3006
PIB5PA	2.66530769230769
SELS	0.7745
LOC541471	-1.409375
FAT2	0.2135
ZNF81	0.088
OR4C16	0.407
FLJ10081	0.8269
LRRC4	2.75025
CS	-0.411666666666667
N4BP2	0.44275
IGFBP7	2.858
ZNF318	0.8455
NDNL2	0.964375
ZNF609	1.137375
SIRT4	-0.70325
EXOSC10	-1.00125
ECE2	-0.105083333333333
OVGP1	-0.01875
GTPBP3	-0.76525
PACS2	0.6245
C19orf36	-1.78416666666667
ARL4C	-2.350875
ATG4B	-0.4495
UBQLNL	0.21125
RHOXF2B	-3.3885
PLEKHG2	-0.8385
GALR1	-0.4415
AQP4	0.569
HDAC7A	0.543333333333333
DCUN1D3	0.215
OR8A1	-0.0065
CCRN4L	-0.758625
CBR4	-0.928166666666666
KIFC1	-2.51966666666667
SLC7A14	-0.644
LHX5	-0.048
TRPC7	-0.291
LPXN	-1.28125
SERPINA1	-2.851625
RPS13	-0.4497
BPIL3	-0.3935
PRKAA1	-1.81075
FADS2	-1.6092
ENAH	0.6573125
PRO1768	0.005
APBA2BP	0.6905
LIPH	3.78233333333333
C3orf33	-0.3265
RCC2	-0.709714285714286
ALDH1A2	-2.475
RNF103	2.3405
AHCY	-0.361625
ALG12	-0.217
CCL17	0.80475
ZNF543	1.563
ESRRG	5.0857
CNGA1	-0.12525
RDH5	-0.412
OTX1	-1.1064
PTGFR	-1.649
CDR2	0.15075
SELE	5.55225
NLGN2	-1.53083333333333
EXOSC9	-1.51175
ZNF566	0.083
KLRC2	-4.809
GPR12	0.4065
KIAA0196	0.13275
PDRG1	-0.2965
SSR3	-0.311285714285714
MSI1	-0.5355
CST9	0.505
CC2D1A	-0.179625
PLAGL1	-0.675611111111111
ZNF778	-0.956
RNF2	0.762625
KLF6	1.27383333333333
THBD	2.58733333333333
tcag7.1314	2.39575
NR5A1	0.2325
ABCD2	0.10075
DNAJC7	-2.23275
CLEC4C	0.1025
TM2D3	0.8615
CCDC4	-0.9385
PLAC2	-0.01775
DCD	0.1425
FAAH	1.956375
POLA1	-0.0151666666666667
TM7SF2	-0.7045
FLJ39822	1.11116666666667
FLOT2	-0.04675
MAP4K1	-0.5785
SRP68	0.1255
C21orf74	0.172
ARPC5	-0.0565
LOC126075	0.397
HECW2	1.116375
ZDHHC4	-0.93275
ANKRD42	1.6898
PDE9A	-0.9445
ABCA8	0.8515
NDUFS2	-0.6115
UBR5	-0.29125
BTBD16	-1.28775
LOC554174	0.0525
ZNF20	1.758
KIAA1843	0.268
WDR17	-0.805375
C15orf33	-0.18
RNF113A	-0.19575
CAMKK1	-0.7609
CLCN2	0.499
ANXA6	-1.744
LOC340069	0.385
EMID1	0.792625
DPM3	-0.5115
ELA1	0.0555
SLC25A13	-0.6699
KRT24	0.27425
SMPD1	-0.7385
TH	-0.117
COL6A2	-0.35
ANKS1B	1.1505
GPR126	-3.003
ZC3H12A	0.737333333333333
TMEM47	0.720166666666667
C2orf51	-0.00749999999999999
C1orf88	0.482666666666667
HSF2BP	0.31275
AKAP10	1.46
RPAP3	0.0255
KLHDC8B	-0.2625
STOM	1.2516
MUPCDH	-0.081625
C10orf72	-0.15425
PLEKHA3	0.577916666666667
TCP11L1	-1.40025
CWF19L1	0.443625
SPEF1	1.17
YSK4	0.048
ELN	1.9106
SAMD8	1.62316666666667
MPI	-1.58233333333333
MEPCE	-0.1842
ABCC3	-0.164625
NANOGP1	-3.0105
KCNK17	0.407125
HLA-DMB	3.44166666666667
RRAGA	1.124
ANGEL1	-0.50825
RBM32B	0.249
CPN1	-2.91275
MGC52282	1.4766
HLA-A	0.583583333333333
OR9G4	0.1425
EDNRB	0.616625
SCD	-1.31564285714286
C14orf80	-0.290166666666667
BAGE2	0.0175
RABL4	0.3275
RCVRN	0.6415
SHANK1	0.1975
NLRP7	-3.07875
CD226	0.30725
STAT3	0.2021875
SYNJ2	-0.08
TPCN2	-0.270333333333333
WDR36	-0.909416666666667
MBD4	-0.11175
ROBO1	-1.0724
ST3GAL6	-2.661
SLAMF8	2.2825
ATN1	0.514666666666667
GPR141	0.14075
KRT36	0.146
TPH1	-0.185
DDX52	-1.0185
ZSCAN29	0.598666666666667
TRPT1	0.0888333333333333
DPEP3	0.17725
DENND4A	-0.503625
TSPAN16	-0.6735
PTCHD2	-0.2255
LOC145814	-0.17675
CAP1	0.176666666666667
EIF5A2	-1.7198
NT5DC3	-0.696375
SEPT9	0.064125
SEZ6L2	-0.871875
EGFLAM	3.61025
VPS11	-0.033
NDUFB5	0.0345
CIDEA	3.58566666666667
IER5L	0.50125
N6AMT1	-0.45625
FAM83C	-0.3015
OXR1	1.3745
IRX1	-0.0575
DGKB	-0.361833333333333
GCN5L2	-1.78825
MIR16	0.468
FBXW9	-0.2185
WDR4	-1.63166666666667
PDC	-0.431
VPS33B	-0.46775
HEXB	-0.03625
FLJ32214	0.18925
TCEB3	-1.4555
CRLF1	-2.55425
ABI3BP	0.74375
C8orf22	-3.3545
PYCR1	-0.9725
