Hybridization REF	TCGA-AN-A0AK-01A-21R-A00Z-07
ZNF485	-0.37425
PTPRCAP	-0.31775
IL12RB1	1.09425
ATRX	-0.2785
CHST8	-1.635
C14orf109	0.185
ARV1	0.1195
NMB	-1.06557142857143
COX5A	-1.353
EIF6	-0.54025
MPPED2	0.510166666666667
SEMG1	-1.3275
CHRDL1	-0.67
TRAF3IP2	2.54525
WNK2	-0.1175
LILRA4	3.15333333333333
LAMA2	2.53775
PXT1	-0.6225
RLBP1	-3.316
CD300C	1.4985
SLTM	0.871375
FLJ10404	-0.3395625
APOBEC3D	-0.944333333333333
RENBP	1.85083333333333
ATXN7L1	0.498375
NID1	0.427
TUBGCP3	0.65525
ITIH5	-0.00723529411764706
CCDC110	2.691
C8A	-3.345
MGC87042	-3.48275
HOXC13	1.0935
TFDP2	-0.6995
HCP5	1.1425
POLI	-0.11175
UCN	-2.21516666666667
ZNF764	0.413333333333333
C8orf45	-1.13
FHL3	-1.1875
SPATA5L1	-0.648
MMRN2	2.762
NDST1	0.847166666666667
COL20A1	-0.1835
ZNF248	-0.816666666666667
PELP1	0.370666666666667
MBL2	-2.88783333333333
RNF41	1.11875
C5orf24	-0.351375
THOC5	0.01575
SERINC3	-0.195416666666667
RP11-151A6.2	1.77775
CDCP2	1.02466666666667
HIST1H2AA	1.5995
C11orf75	0.246
FKBP7	-0.75025
DDOST	0.24125
GPNMB	1.25333333333333
TTF2	-0.981666666666667
KCNT1	1.03133333333333
SLC39A14	0.01925
NGRN	1.108
GPR137B	1.47675
MECP2	-0.81425
PSMA1	-0.0245
C16orf73	-5.1885
TMEM60	-0.353
CSN3	-0.5705
NOS1	0.0766666666666667
RAB7L1	-0.0918333333333333
YBX2	-1.043
KIAA1166	-1.545125
FUBP3	1.244
ABCG1	2.454
ACACA	0.17525
ARL11	-0.0092
ATOH1	-0.241
ODF1	0.153666666666667
CREB3L3	-1.63866666666667
TMEM127	1.0955
DSCAML1	2.444
PLN	2.796
LYPLA1	0.687333333333333
PRDM9	-1.641
SASP	-0.7525
PLUNC	0.460833333333333
INTU	0.32725
HISPPD1	0.67675
LNPEP	-0.113166666666667
YARS2	-0.332
APCDD1L	-1.848
ZCCHC4	0.2352
FBXO22	0.324833333333333
TTLL13	-0.1865
ZNF669	-0.991333333333333
PTGDR	1.73025
DDX27	-0.6205
KIAA0409	-0.016
GJB6	0.657
ASB8	1.491
PLP2	0.2185
MEPE	0.645
OR10J5	0.1805
KRT222P	4.13
COQ7	0.158666666666667
C1orf101	0.0155
RERG	3.275
CHMP5	0.904125
THAP11	0.103125
ZNF43	-0.0686666666666667
ZRANB3	-0.0493333333333333
KRT13	-1.26825
MRPL19	0.12875
RBBP9	0.737
SPATA17	0.740625
BXDC5	0.409333333333333
PAFAH1B1	0.539833333333333
MAGEE1	-0.677
OSTF1	0.3785
KIAA0323	0.396333333333333
TXNDC13	-0.958
CNTN4	-0.209
LCE1B	0.1635
UNQ501	-0.639
ZNF154	0.889
C3orf64	-0.3635
SYT5	1.5404
PON1	-0.319666666666667
FLJ10357	-0.96575
ATP4A	-2.718
GNPDA1	0.503833333333333
MGAT1	0.675333333333333
C14orf121	0.61075
SLC35B2	1.048
MIER3	0.248666666666667
CHEK1	-2.076375
ZNF8	0.376666666666667
TXNDC1	-0.957666666666667
CKB	-0.8315
RTN3	1.14457142857143
FZD2	-0.566166666666667
PART1	-0.0998571428571429
PSMB6	0.14475
PCDHB8	2.823
PHC3	0.4306
PPP1R8	-0.276333333333333
NOVA2	1.6445
TNFRSF11B	-4.965875
GOLPH3	1.66
UBLCP1	-1.0355
SUHW3	-1.70275
TTLL1	1.37825
OPN4	0.83
OR13G1	1.1145
ZPBP2	0.476333333333333
HSD17B11	-2.643
C9orf50	0.1085
DHDDS	0.0333571428571429
CTSW	1.7621
NEFM	-3.33483333333333
MRPL28	-0.15725
SYN1	0.690666666666667
PIGV	0.0195
ZIM2	-1.309
APBB1	-1.34616666666667
SND1	0.03325
C1orf123	0.0138333333333333
CHD3	1.172
BHLHB8	0.59125
RNASE2	-0.1515
BCAP31	0.75775
SLC25A44	0.855666666666667
CHD6	-0.5505
PIB5PA	1.57623076923077
SELS	0.330625
LOC541471	-1.711375
FAT2	-0.1035
ZNF81	-0.115
OR4C16	0.4315
FLJ10081	0.3079
LRRC4	-0.4455
CS	1.119
N4BP2	-1.35525
IGFBP7	0.96875
ZNF318	0.40375
NDNL2	0.675625
ZNF609	0.55025
SIRT4	0.606
EXOSC10	-0.46925
ECE2	0.246
OVGP1	3.6385
GTPBP3	-0.8875
PACS2	1.1581
C19orf36	1.0695
ARL4C	-1.625125
ATG4B	-0.19825
UBQLNL	1.167
RHOXF2B	-3.8665
PLEKHG2	-0.853
GALR1	-0.085
AQP4	0.555166666666667
HDAC7A	-0.706333333333333
DCUN1D3	0.191
OR8A1	1.5025
CCRN4L	1.58425
CBR4	-0.143166666666667
KIFC1	-0.909
SLC7A14	-1.01283333333333
LHX5	0.571
TRPC7	-0.5715
LPXN	-0.50475
SERPINA1	-2.833875
RPS13	-0.7408
BPIL3	-0.693
PRKAA1	-2.21125
FADS2	1.7678
ENAH	0.3104375
PRO1768	-0.1495
APBA2BP	0.9555
LIPH	1.819
C3orf33	0.07375
RCC2	-0.683142857142857
ALDH1A2	-3.50611111111111
RNF103	2.28475
AHCY	0.61075
ALG12	1.3085
CCL17	0.112
ZNF543	1.76883333333333
ESRRG	1.6547
CNGA1	-0.386
RDH5	-1.2585
OTX1	-1.0583
PTGFR	-2.08633333333333
CDR2	0.873375
SELE	4.33875
NLGN2	-0.655166666666667
EXOSC9	-0.29425
ZNF566	0.794166666666667
KLRC2	-4.9985
GPR12	0.715
KIAA0196	-0.68975
PDRG1	-0.0305
SSR3	0.129571428571429
MSI1	0.0635
CST9	-0.281
CC2D1A	-0.069
PLAGL1	-1.9265
ZNF778	-1.13
RNF2	0.526375
KLF6	0.221333333333333
THBD	0.842166666666667
tcag7.1314	0.80975
NR5A1	0.0955
ABCD2	-0.2335
DNAJC7	-0.725
CLEC4C	0.4525
TM2D3	0.392375
CCDC4	-2.1545
PLAC2	-1.348
DCD	0.4355
FAAH	2.02075
POLA1	-0.161
TM7SF2	-0.323625
FLJ39822	-2.556
FLOT2	0.9065
MAP4K1	-0.770833333333333
SRP68	0.963
C21orf74	0.5835
ARPC5	-0.102625
LOC126075	0.74825
HECW2	1.16925
ZDHHC4	-0.226
ANKRD42	1.5165
PDE9A	0.348333333333333
ABCA8	0.1035
NDUFS2	1.57375
UBR5	0.207125
BTBD16	-3.509
LOC554174	0.158
ZNF20	1.087
KIAA1843	0.441
WDR17	-0.233625
C15orf33	-0.249
RNF113A	-1.6855
CAMKK1	-0.2418
CLCN2	0.542
ANXA6	-0.411
LOC340069	0.382
EMID1	1.53025
DPM3	-0.6795
ELA1	-0.122
SLC25A13	-0.6502
KRT24	4.7815
SMPD1	0.107666666666667
TH	0.214
COL6A2	0.0581428571428571
ANKS1B	0.25675
GPR126	-1.274
ZC3H12A	1.667
TMEM47	-0.531666666666667
C2orf51	0.3125
C1orf88	0.0658333333333334
HSF2BP	2.09375
AKAP10	0.20275
RPAP3	0.2135
KLHDC8B	0.623625
STOM	-1.0829
MUPCDH	1.4935
C10orf72	-0.634125
PLEKHA3	0.416083333333333
TCP11L1	-0.87575
CWF19L1	0.4255
SPEF1	1.40169230769231
YSK4	0.086
ELN	0.3796
SAMD8	0.683333333333333
MPI	-0.867166666666667
MEPCE	0.044
ABCC3	-2.05875
NANOGP1	-4.6585
KCNK17	0.10175
HLA-DMB	3.87083333333333
RRAGA	0.16125
ANGEL1	0.34225
RBM32B	-0.0255
CPN1	-2.98225
MGC52282	-0.7416
HLA-A	0.759
OR9G4	0.9185
EDNRB	-1.985375
SCD	0.867
C14orf80	-0.689166666666667
BAGE2	0.228
RABL4	1.146
RCVRN	-0.04
SHANK1	0.2375
NLRP7	-2.425
CD226	1.35625
STAT3	0.631125
SYNJ2	-0.0193
TPCN2	0.775166666666667
WDR36	-0.697166666666667
MBD4	0.015
ROBO1	-0.4832
ST3GAL6	-3.7375
SLAMF8	3.90916666666667
ATN1	0.455
GPR141	0.41525
KRT36	0.232
TPH1	0.239
DDX52	-0.50375
ZSCAN29	-0.2875
TRPT1	-0.0658333333333333
DPEP3	1.279
DENND4A	-0.3365
TSPAN16	0.312
PTCHD2	-0.237
LOC145814	-0.566
CAP1	0.206333333333333
EIF5A2	-2.3106
NT5DC3	-0.71775
SEPT9	-0.351125
SEZ6L2	-1.14825
EGFLAM	2.33475
VPS11	0.42275
NDUFB5	-0.737833333333333
CIDEA	1.38766666666667
IER5L	0.89975
N6AMT1	0.17275
FAM83C	-1.064
OXR1	-0.449083333333333
IRX1	-0.1055
DGKB	0.386
GCN5L2	-0.49375
MIR16	0.596
FBXW9	0.749
WDR4	-1.69866666666667
PDC	0.4235
VPS33B	0.12925
HEXB	0.311
FLJ32214	0.37325
TCEB3	-0.08275
CRLF1	-3.64725
ABI3BP	-0.603
C8orf22	-4.46225
PYCR1	1.5505
KIAA1706	0.1475
CDK5R2	0.735375
WAS	0.293
C12orf60	-0.2245
CCBL2	0.08125
MADD	0.22625
C5orf34	-0.403
WDR42A	1.1183
KLF12	-1.843
HSPA1A	-1.98
ITM2C	-1.58866666666667
DAPK2	0.996666666666667
LOC442590	0.0925
SUMF2	0.0176249999999999
CENPA	-0.769
TMED5	0.158375
CDH6	-0.2381
BRP44	1.060375
THG1L	-0.44425
GABRA2	-2.91175
C14orf166	-0.526
MYL1	-2.06666666666667
TNFSF18	1.1795
PAP2D	-1.701
PPIB	0.456
KLHL4	-0.538125
SFN	-1.183
CCDC127	0.856
FRAP1	0.01325
GOLGA5	0.91375
SDCCAG1	-0.888625
MGC21675	-0.354333333333333
C10orf95	-0.59175
KIAA1345	-0.434666666666667
C1orf163	-1.9785
LACE1	-0.113833333333333
OR10K2	0.2945
CENPN	-1.87032
TMED2	2.3345
UGT1A6	-2.1625
ANG	-2.08975
U2AF1	-0.720333333333333
CASC2	-0.282166666666667
NMT2	-2.81133333333333
OSGEPL1	0.57275
DFNB31	-0.116
SLC6A20	0.7035
DKC1	-0.7355
FXYD4	-0.98275
WDR64	0.01675
MGC5590	1.2385
CREBZF	0.220166666666667
DAZ1	-0.4345
PRPSAP1	-0.12575
GCHFR	-0.226
TTC7A	-0.24525
LOC196993	0.83475
UBD	1.24816666666667
S100A1	0.19775
RPL6	0.7595
DNAJB6	-0.0166
NAGS	-0.2662
C2orf58	-0.831
KERA	0.239833333333333
MT1X	-1.3843
UBE2B	0.2343
KEAP1	0.5725
MST1	-3.30475
OMA1	1.007
ABLIM2	-0.0995
BCL2L13	0.593666666666667
JAZF1	-0.165166666666667
TMEM63B	2.8435
S100A8	0.5958
ARFIP2	1.4515
UROS	0.80975
KHDRBS2	-1.8245
POLQ	-1.793
SOAT1	-1.9575
SPAG4	-0.995
MRPS30	-0.0545
LOC494141	-0.89675
OR2T11	1.1175
ORAOV1	-0.4731
ZNF184	-0.4225
TCEB3B	-0.126
ADAM21	2.4675
GDPD1	-0.0255
SPINLW1	-1.15833333333333
PRR14	0.744
KCTD9	-1.5207
NUDT3	1.2955
KIAA1822	0.8698
HIST1H4K	0.3095
DFNA5	-2.09225
GABPA	0.33225
C14orf44	-0.01175
POLB	0.048625
PTAR1	-0.694
SEC31A	1.0984
TRIM58	0.6275
TAS2R14	0.2765
VPS8	1.429625
H1F0	0.558
PRKCB1	-2.71333333333333
UGT2A1	0.776
TOR1B	0.1645
LSS	-0.18425
C2orf19	0.383
HNRNPC	0.192857142857143
TMEM100	-3.4945
LOC116349	-0.228
OR51M1	1.011
CCDC142	-0.6725
ISG15	0.8801875
ZCCHC14	-0.80175
CREBL2	0.55925
TGDS	-1.5915
DC2	-0.003
CACNA2D3	-3.07892857142857
ZNF429	-0.649
LYPD6	-1.012
SUCLG1	0.270333333333333
OR51I1	-1.9975
MAGEH1	-1.1025
PRPF40A	-0.5575
SMR3A	0.771
SPINK2	-3.3745
THAP2	0.36675
NPY5R	-0.460375
IRF4	-2.48425
SPESP1	-1.71216666666667
OR10S1	0.8595
DTD1	-1.25
TUBE1	1.06225
DDX19A	-0.6505
PDPN	-2.940125
TMEM34	0.5315
MGAM	0.3175
COL3A1	5.37483333333333
GFM2	-0.1814
OR5A2	-0.217
PSG9	-1.13525
ARHGEF11	1.16716666666667
IVNS1ABP	-1.0893125
SIGIRR	1.1865
DUSP19	-0.154875
DNAJC14	2.1952
ACSS1	1.5335
IL1RAPL2	0.2155
C4orf30	-1.08875
SEPT4	1.68
LANCL3	-3.39875
SPAG17	-0.1565
PRDX3	1.2925
HNF1A	-1.844
P4HA2	-0.31225
RFWD3	-1.4165
MOV10	0.79525
DNAJA5	0.357642857142857
LOC729440	0.67325
LOC200383	0.55725
SMC2	-0.7525
MIXL1	-0.998333333333333
TMEM9	0.48575
FAM86A	1.343
ZNF174	0.6663
MYH14	-1.37125
CCR8	1.241
VPS37C	1.45266666666667
GPATCH1	-0.149
B3GNT8	2.6905
TBX4	0.99825
CNR2	0.655666666666667
PCDH1	1.3995
C5orf29	2.88075
OCIAD2	0.8955
PLCG2	-0.00500000000000002
KIAA0247	1.167375
HRH3	0.8565
CAPN13	4.25375
CCR1	-0.0404
MGC15523	-0.054888888888889
UVRAG	0.584333333333333
DNAJA2	0.4185
ITGA2B	-0.216833333333333
CLDN5	3.185625
PTPRN2	0.157428571428571
ZNF512	-0.780666666666667
PSAP	1.32278571428571
CCDC140	-0.699
LRRC55	0.19875
CYP26C1	-0.8605
C8orf47	-1.10275
LYN	-0.18625
DUSP6	-1.69383333333333
TGFB3	3.545
ELK1	1.437
PCDH11Y	-0.209166666666667
HGD	-3.72575
C17orf58	0.4145
MYO3A	0.725
SERPINE2	-5.88783333333333
AARSD1	-0.25325
C14orf73	-1.38
ADAM33	-0.08525
ZNF491	1.0465
MAPK6	-0.484666666666667
TCN1	-0.494666666666667
SLC24A6	0.2505
UBE2R2	0.35375
H1FNT	0.51375
TATDN2	0.843166666666667
LILRB1	1.80675
P2RY5	-0.323
NUCB2	1.664
C2orf37	1.19825
SNX27	0.664166666666667
MTA3	2.027375
FOXO4	-0.171125
ID4	-1.46133333333333
SOX5	-2.82666666666667
PXMP3	0.77175
OR52M1	-0.008
SFT2D3	0.83025
INA	-2.968
MCOLN1	0.737
NFIX	-0.2821
CLEC14A	4.88516666666667
HIBCH	0.289833333333333
PLA2G5	1.12
TIMM10	-0.240833333333333
MED17	0.5576
COL4A4	-2.644
TPP1	0.3115
GJA3	-1.78916666666667
TMPRSS5	-2.43875
AADACL3	1.0575
DNMBP	-0.00575000000000001
ENPP5	1.9385
NQO1	-0.8229
ZSCAN2	-0.38025
SEC24C	0.428166666666667
GTF2A1L	-1.2425
AXIN2	-1.9273
FAM33A	-0.5655
C16orf13	0.5135
SPNS2	0.46475
TAF1	-0.78675
AP1G2	0.512666666666667
RBM42	-0.902833333333333
HCN2	0.450666666666667
EFHB	-0.118166666666667
RUSC1	1.5405
GRIK5	0.6525
USP21	0.465333333333333
ATAD3C	-0.194
ORMDL2	0.355625
PRSS7	-4.23975
PSAT1	-3.64825
FLJ13195	0.509666666666667
TBC1D1	-0.985666666666667
IFNG	4.19075
OTOS	0.669833333333333
ZNF773	0.865666666666666
EMD	-1.5225
RETN	-0.028
CCL8	5.5465
APH1A	2.406625
COX18	0.553
GTF2IRD2	0.50475
CCDC82	-2.56066666666667
PAFAH2	1.7316
NPEPL1	-0.4308
RP11-114G1.1	0.2775
TP53INP1	0.6555
ZNF300	0.443166666666667
FOXL2	-3.036
LARP2	0.401416666666667
LATS1	0.7025
HTR6	0.3145
SPOCK2	-0.012
RNF144B	2.43483333333333
HTATIP2	-1.057625
MGC10334	0.491166666666667
CENTA2	1.8725
FGF2	-3.42075
FXYD7	0.33075
PHYHIPL	-2.2785
GPR34	4.818
DDX6	-0.482833333333333
OR10W1	0.562
LHFPL1	-1.732
ZNF313	-0.567571428571429
VPS28	0.57575
AP3M1	1.2913
AKR1CL2	-1.54425
TRAF4	1.42275
OR2B11	0.671
C19orf12	-0.1095
AKAP9	0.0446
C1orf62	0.37225
SLC20A1	0.6291
FAM112A	0.33025
LDB2	0.226125
MRPS23	-0.07725
KLK5	-0.090125
SPTB	-0.969714285714286
EFEMP2	-0.339
EFNB2	0.177375
PCM1	0.0756428571428571
NMNAT3	-0.902125
TSG101	0.825166666666667
C8orf40	0.139333333333333
NOB1	-1.6955
ABHD3	-0.6875
GTF3C4	-0.259625
PIGN	1.75083333333333
GALNTL1	-2.48275
AEBP1	1.57125
OR9Q1	0.4615
ANKRD2	0.361125
CCL28	-3.161
TRIM38	1.08583333333333
TMCC1	0.47325
SMG5	0.07375
LRRC7	-1.1255
NCAPD2	-0.375166666666667
C6orf153	-0.05775
C1orf74	0.2285
OTUD6A	0.668
DCP2	-0.990333333333333
TMEM24	-0.2385
RPL18	-0.177833333333333
TMEM177	0.3575
LRRC37A3	0.76425
C1D	-0.0761666666666667
LDHC	-2.9335
UBE4B	0.962833333333333
NIT1	0.391714285714286
BTN3A3	0.698125
RASD1	3.0445
COMMD3	-0.21225
SHFM1	-0.4
BIRC8	0.23175
DUT	-1.84625
C12orf51	-0.772
LRRC59	-0.394166666666667
LY6H	1.3245
WDR22	-0.353666666666667
EDEM1	0.898928571428572
ADH1A	2.5625
PANX2	0.7197
CYP11B1	0.491
CDC73	0.55175
GPR172A	0.607
GSTM3	-3.25861538461538
KCNA5	-0.249125
SERAC1	1.61183333333333
NFATC2	-1.1455
ANAPC5	0.3182
C15orf24	-0.10325
NFATC2IP	-0.172083333333333
TNRC6C	1.09716666666667
MGC102966	-3.00375
FGD5	0.0298333333333333
MED9	0.414
RAB13	0.155666666666667
C15orf49	-0.119
CRYGS	-0.9275
C12orf53	-1.204
LOC283693	-1.423
COX6B2	-0.697125
PHF14	0.71125
FAM3A	-0.863125
RPL13	-1.1766
PRDX2	0.6838
FLJ34047	-1.865
PRMT3	0.05375
KCTD19	-2.0365
TRIM10	-0.652166666666667
MGC26597	0.458333333333333
GCNT4	-0.148
GPRASP1	-0.94575
CDKN1C	-2.0615
RHBDL2	0.7843
HSPH1	0.3745
AQP1	1.567125
COL17A1	-2.92
GFAP	0.0221250000000001
CDC16	0.6955
KIAA1614	-0.2445
C6orf118	-0.3464
ZSWIM5	0.19075
FAM83F	2.7285
LYNX1	-0.103875
SYNPR	-0.92175
XG	2.3785
PRSS16	-3.720875
KIF13B	1.23757142857143
PCDH9	-1.3565
HIST1H2AH	-1.90583333333333
RBM18	-0.801
ZNF626	-1.078625
HEXIM2	0.756
ITFG1	0.4955
TUBG2	0.1425
SFRS7	0.133333333333333
C9orf14	-0.257
EXTL1	-0.29625
GBP3	0.7605
WDR5	-0.3215
RARG	0.930166666666667
MYO7A	0.336125
CECR6	-0.36525
C13orf3	0.566
SFRS18	-2.344
ACVR1B	0.412833333333333
PSMD1	-0.1686
C7orf31	-1.373
ILVBL	-0.6085
IFNGR1	0.438
RNF186	-0.39625
NOL9	-1.12675
MAGEL2	-1.05275
SLC29A2	0.74175
NHSL1	-0.79325
RBMX	-0.319
PSORS1C2	0.595625
RAD51L3	1.16925
LCN6	0.46025
ORAI2	-0.45775
BRUNOL6	-0.710555555555556
OR4K5	-0.077
CDC123	-0.12225
MSLN	-2.7015
WWTR1	-1.41666666666667
ZNF700	-1.26016666666667
COBL	2.38525
PPP1R16B	-0.75975
GAS7	-0.7738
MDN1	0.48025
HAAO	-0.137
C9orf68	-0.01475
TNFAIP2	0.771125
FOXN1	1.491
hCG_2033311	-0.323666666666667
ATP6V0D2	0.5106
RPL41	0.411
SLC38A1	1.327875
ARHGAP6	-1.9365
ADAD2	-1.02275
PHF20L1	-0.0963124999999999
MCM3AP	0.2185
ST3GAL3	-0.9695
SNX1	0.462833333333333
ELF5	1.43375
PARP3	0.0375
RBM8A	-0.5843125
LINGO4	0.8745
ITGA9	-0.116666666666667
ZFR	0.22925
ACSL6	-1.032125
FLJ20699	0.3814
DAOA	0.77275
FABP4	4.717
KCNB1	-2.12725
CANX	1.0212
SLC25A28	0.4805
ADIPOR2	0.210875
ECHDC2	1.8245
SMA4	-0.48075
FRZB	2.89675
PABPC1	0.3135
DMRTB1	-0.0215
APOBEC3G	-0.11375
CATSPER2	-1.539
CUEDC1	0.668333333333333
STARD9	-2.603625
CLDN8	5.053875
LOC23117	-2.26618181818182
E2F6	0.389333333333333
TMEM126B	-1.11733333333333
DPY19L4	1.30275
GIMAP5	3.21483333333333
NDUFA9	-0.0283333333333333
FAM77C	2.4795
CTPS2	2.4985
LOC51035	-0.042125
WDSOF1	-0.16575
EGLN3	-1.89075
PITX3	0.381333333333333
OR52E8	1.8745
GRM4	0.3275
KLK1	-3.171
GPM6B	-2.42775
RRAGD	-0.526166666666667
PAGE5	-3.91475
UCHL5	-1.079
ULK3	0.1415
AIM2	1.43683333333333
PNO1	-0.191
OR2F2	0.9995
GNAT2	-0.43
SIX1	0.7515
ST13	1.19858333333333
ZBTB44	-0.6285
TIMP2	-0.946
ZMAT4	-4.74525
GTF2IRD1	0.546833333333333
ZNF19	0.460833333333333
ZNF714	-0.9285
RSC1A1	0.72525
C9orf80	-0.144
PSMA8	0.116166666666667
TMEM141	1.37675
COX4I1	-1.31771428571429
CTAGE1	2.0115
DTWD1	-1.618
HSD11B1	1.803
KRT6B	1.044125
ARID4B	1.140125
LHFPL3	0.05775
WWP2	0.236916666666667
ZNF326	-0.250166666666667
RGPD1	-2.1565
CTSH	0.512333333333333
FASTKD1	-0.212125
PAF1	1.1439
TTC9C	-0.16225
IFT57	-1.7866
PRSS36	1.0525
IL20RB	-3.409
ZNF592	-0.109666666666667
DCTD	0.3356
CFP	1.041
MFNG	-1.472625
JMJD2B	0.952
ALDH3B1	-0.46425
THSD4	1.82283333333333
KCNJ5	3.31733333333333
LMNA	0.512833333333333
TBCD	1.989375
ZNF250	-0.8015
CASQ2	0.667833333333333
PEG10	-4.35
PRAME	-1.32106666666667
NP	0.160875
TRIM59	0.816333333333333
ZNF12	-0.278875
XTP3TPA	-0.40025
SIGLEC7	0.8359
PANK4	0.36375
FAM70A	-1.973
SNED1	-0.25625
HIP1	-0.5917
RAET1E	-3.09133333333333
AMAC1L2	-1.5335
AHNAK2	0.120166666666667
TOE1	-0.442333333333333
RECQL4	-0.6175
SPRYD3	0.963
DPAGT1	0.72225
MAGED2	2.0708
ANKRD55	-0.79175
TRPS1	3.38125
DOK7	0.36275
TFPI2	-7.26175
GTF2H3	-0.284833333333333
CYP4F11	-1.116125
LHX2	-2.148
ATG16L1	1.56216666666667
ASB12	0.073
C1orf116	-0.556875
NF2	0.1988
POM121	-0.045
PHYHD1	-1.0741
TXNDC17	-0.00916666666666666
DKFZp779O175	0.74825
NUP62	0.2915
MYO18B	-1.01116666666667
PRAMEF1	0.4855
TCBA1	0.244125
TMEM168	0.3575
FJX1	-0.2135
CLCF1	-0.579
SEPN1	0.59175
IGSF2	1.6505
NUDCD1	0.0745
TFF3	3.03816666666667
NDFIP1	0.265785714285714
CHCHD4	0.01775
TNR	0.523
CUTA	0.311166666666667
USP44	-5.00575
DPP10	4.624
IWS1	0.267166666666667
PCGF1	0.43425
SULT1C4	0.1335
NTF5	0.25975
PTPN13	-0.69525
SSTR5	0.127
SFRP1	-4.886125
IDH3B	-0.405875
SUOX	2.6345
TMCO5	0.73725
GOLT1B	-0.33675
MIB1	-0.336857142857143
PCDHGB1	2.418
SUSD1	0.12725
ICAM5	-3.468
PAPOLB	0.04625
URM1	0.2222
TMEM106B	-0.104333333333333
LRIG2	-1.70625
SLC27A5	0.144
CLIC6	-0.6832
ZNF420	0.957
SCN9A	-1.7611
KIAA1909	-1.96375
ELMOD1	-2.20675
PRKAG1	1.1035
FAM64A	-0.458888888888889
EEF1G	0.0729
SMAD5	-0.439
INCENP	-2.23825
WASF2	-0.649
GARS	0.0956
CDK10	0.3138
HLX	-0.2065
MDM4	-0.545125
ZNRF1	-1.40585714285714
HHATL	-0.986166666666667
FAM21C	0.2634
HIST2H3C	-0.523
PFDN2	0.962875
ZNF200	0.05
NDN	-1.81575
HBA2	-2.957
FBLN5	0.250125
PUM1	0.120142857142857
TNNT1	2.34083333333333
C19orf59	0.117333333333333
HNRPH2	0.123833333333333
RAB7A	0.751166666666667
PMS2	0.108625
BIRC3	-0.996
NRSN2	0.619875
OR52K2	0.644166666666667
SPOCK1	-1.59385714285714
H2AFY	1.1805
RXRB	0.957
ZNF638	0.4695
ANKRD45	-0.1665
ACTN4	1.03
FXC1	0.31675
EIF2B5	1.69875
VPS33A	-0.235
PINK1	0.4555
FAM106A	-0.2045
SKIP	0.9111875
GAPDHS	-0.1545
MUM1L1	-1.64
PSTPIP1	0.2455
CNTNAP1	-2.2857
CYP26A1	-4.76625
APOL2	0.8723
TACC2	0.76925
COX7A2L	-0.147
HSD17B1	0.4861875
ARRB2	0.31775
SLC7A6	-0.7416
HSD17B10	-0.0125
RBJ	-0.0995
NUP155	-0.4375
MRPL10	-0.495333333333333
CYCS	-0.850916666666667
CCDC46	-1.72083333333333
TECTA	0.4135
GNAL	-1.27575
LPO	0.166
PEBP4	0.0665
DDX11	-1.65125
C18orf12	0.234
TAF9B	-0.6875
IMP4	0.68375
RPA4	-2.34633333333333
NDUFS1	-0.08375
UPK1A	1.17883333333333
ARRDC2	-0.643333333333333
C18orf20	-0.0575
AES	0.788642857142857
CD2BP2	0.317833333333333
C16orf54	0.3415
UGT2B17	1.828375
FGFR1	-1.39136363636364
CEACAM6	2.3755
CHRM5	0.06775
CERK	-0.6295
AP3S2	0.315571428571429
ANKS4B	-1.89575
CLCNKA	0.536833333333333
ZNF208	-0.4295
HLA-DRB5	4.629
CARKL	0.357
GOT1	0.2
CASP6	1.35025
HOXA1	-0.9755
RCL1	-0.64525
ZNF181	1.21883333333333
RAB40B	1.429
MRPL38	0.73975
LRRN2	0.7815
C3orf25	0.3345
OR5D14	-0.0785
OR10AG1	-0.111
BET1L	0.6283
FRY	2.21325
AK3L1	-0.1385
CSF3R	1.25116666666667
POLR3K	-0.2075
ATG2B	0.00933333333333334
EPS8	-0.962166666666667
DARS	0.136
C10orf56	-1.519
DAD1	-0.333916666666667
RIOK1	-0.453166666666667
HERC2	0.01775
HSD11B2	0.8575
FAM96B	-0.56075
MGC13057	-2.31457142857143
BSN	-0.179
CAND1	1.31183333333333
HCST	1.487
ACTR10	0.0135
OR8D4	0.747
NASP	-1.5115
COL9A2	2.37083333333333
LYZL1	-0.0855
GPC5	-1.74475
TBL3	0.0556666666666667
CENTD2	0.7769
OR5AP2	0.35925
TLR1	1.56525
LMO6	0.773
ZIC2	0.19625
CPNE5	0.651
ZMYND15	0.7775
FLJ22374	-0.6685
CCDC106	1.64375
PARP16	-0.25675
PDIA3	1.9535
C14orf126	0.33925
CECR2	0.0265
SFRS1	-0.399214285714286
FIGLA	0.2555
DCP1A	-1.08533333333333
MGC45800	-2.1586
TEKT1	0.7915
C10orf67	-0.0525
CLN5	1.294875
NTN2L	0.427
GLE1L	1.46
CES2	-0.4822
GNAS	1.46322222222222
DDX53	-0.052
TSPAN13	3.2235
MRPL52	-0.6757
SPIRE2	-0.200625
TAS2R39	0.95375
SCUBE3	-0.04975
UCRC	-0.0087
CDKL3	-0.48825
KIAA1715	0.5715
ZNF345	-0.191
RTF1	0.9215
DHRS7	-0.0895
RIPK4	-1.6585
EXOSC2	-0.874333333333333
MS4A2	0.5145
FGF17	-0.241
WDR59	-0.877
EVI2A	-0.98925
IL17RC	1.44733333333333
HS3ST1	2.0535
ITGB1BP2	-2.511
RBPJ	-0.659333333333333
GIMAP1	2.9495
INE1	-2.33116666666667
