Hybridization REF	TCGA-A1-A0SM-01A-11R-A084-07
TCAP	1.3475
MOCOS	-1.99875
C14orf93	-0.2545
PRDM10	-0.712
SLC16A4	0.938333333333333
SRGAP1	-0.0851666666666667
VIP	0.30875
DUSP27	1.26516666666667
LILRA1	1.5582
MC2R	0.6335
MGC24103	-1.74325
MBTD1	-1.773
FUT11	-0.322166666666667
USP33	1.4234
C15orf39	0.17925
MAP3K12	0.029
PAAF1	-0.425166666666667
BARHL1	-0.2205
FLJ16165	-0.4055
PIWIL2	-2.345
SYNE1	0.751916666666667
CMTM4	0.612125
TSPYL1	1.0727
GUF1	-0.894166666666667
TMEM157	1.485
WDR44	0.16975
HIST1H3C	0.53925
DKFZp666G057	0.966
RNPEP	0.96025
GAS2L2	-0.336666666666667
ADH4	-4.13775
GRPR	0.434833333333333
FBXL17	0.36725
ZBTB10	0.0589166666666667
Gcom1	0.573333333333333
HTRA1	2.0579
ZNF585A	-0.289833333333333
SLC26A2	0.845142857142857
OTOP3	0.1645
WISP1	3.58211111111111
ATP2B4	-0.484583333333333
FLJ10769	0.68325
CRAMP1L	0.170375
CHST12	-1.0865
RAB22A	0.833333333333333
TARDBP	-0.304857142857143
STAU1	0.3005
CRB3	2.335
MIG7	-0.9185
CHMP1A	-0.180833333333333
ZNF160	0.254125
B3GALT6	-0.650375
BARX1	-1.8505
C6orf167	-1.151
NXNL1	0.326
DHX29	0.7745
HADHB	0.04625
PLXNB2	1.528625
ILDR1	-1.34875
SLC15A3	2.5595
GAS2	-3.41166666666667
C20orf69	-0.629
NUMB	-0.00525
TNIP1	0.465125
MESP1	-0.12
PSKH1	-0.3665
NSFL1C	0.2355
RHOG	0.3855
HEY1	-2.381
KNG1	-1.47085714285714
ITGAX	2.1531
LIN9	-0.291333333333333
CANT1	2.185125
XRN1	0.0534285714285714
CCDC96	1.5643
HEATR6	-0.612166666666667
GNG7	0.986583333333333
RUNX2	1.9013125
SOX1	0.170833333333333
FCRL5	-0.0482
ZNF99	0.410375
FAM9A	-0.028
SNX22	0.345333333333333
MBNL3	-1.82416666666667
ODC1	-2.2583
ADORA2B	-3.56516666666667
NR2F6	1.029
ZFYVE16	0.285166666666667
SYNJ2BP	-0.2973
POLE	-0.888125
E2F2	-1.646
THRA	1.06133333333333
PTGES2	-1.46316666666667
HIP1R	1.1165
TMUB1	-0.674166666666667
ENO3	-2.79775
RSPH10B	0.354
CXorf39	0.15675
IRGC	0.29825
GPR109B	-1.67475
FLJ13305	-1.5445
LCE3A	-0.7005
TNFRSF18	-2.69683333333333
DET1	-1.60825
TRPM3	-0.105666666666667
C16orf79	-1.9415
FECH	0.3315
RAP2A	0.350333333333333
CRIP1	3.30066666666667
AZIN1	0.106125
SLC7A7	3.38825
IL10RA	1.1039
TMEM64	-3.419
CDC42EP4	1.7199
C16orf58	-0.4384
ARG2	-0.98275
POU5F1P4	-5.534
FAM62B	0.298625
DNAH8	-2.0495
ASH2L	-0.37125
TSLP	-3.837
CNTNAP5	0.305333333333333
TMEM16C	-1.1715
IFNA14	0.47
SLC1A3	1.192125
CABYR	1.58025
BCL7B	0.4769
NUDT13	-2.6825
C13orf28	0.14025
C1orf53	-1.278
ARL6IP4	0.4534
RPL35A	-0.82275
EMR3	0.41125
RAB40C	0.659083333333333
SLC41A1	0.444166666666667
LRCH1	0.25525
LY6G5B	-0.636
FAM124A	0.0630714285714286
MGC10981	-4.57166666666667
CLIP3	0.5139
MAP4K2	-0.0101666666666667
CHIC1	1.171
SULF1	5.04833333333333
C20orf30	-0.320357142857143
PRDM5	0.016
ELOVL1	0.8705
C11orf48	-1.358625
SLC39A10	0.1235
KCNV1	0.12925
ACP1	-0.259
ZMYM2	-0.528875
B3GNT6	1.4175
C9orf69	-0.642
C2orf15	0.91225
C20orf166	-0.6795
HSP90AA6P	0.064
EDG7	-1.027
NEURL	2.465625
LPL	0.144333333333333
CLEC2D	-0.278214285714286
GRRP1	1.08483333333333
CD8B	-3.7783
HIST1H3D	-1.74183333333333
SLC6A12	1.044375
FAM27L	0.1425
CD84	1.7452
RASA1	0.1285
PHKG1	-0.0665
MAGEA11	-2.082
IMPA1	-0.8693
NPM3	-1.52075
RARRES1	3.06825
SH3BP1	0.334
B3GNTL1	-0.3175
ARPC5L	-0.688333333333333
KLHL26	0.391
SIM2	3.020625
GJC1	0.234
C20orf194	0.2435
EXO1	-1.7695
SLC2A2	-2.06216666666667
LOC285074	-1.4865
LRG1	1.2175
KIRREL	-0.077
PIK3R1	1.23457142857143
C4orf34	2.21025
MAF	-1.38233333333333
ADCY4	3.10266666666667
ZMIZ2	0.2282
SLC46A3	1.84766666666667
STAMBP	-0.512833333333333
CCDC16	-0.4435
MS4A12	0.336
TCF20	0.97625
LRRC46	0.76575
C20orf152	-0.96
MRPS6	0.10875
ABCB11	0.1455
KCNC2	0.125166666666667
CDH19	-2.31033333333333
C9orf123	-0.387333333333333
SSH3	1.4875
LDLRAD1	-2.045
CCBE1	-0.25675
ZNF135	-0.294
TAAR1	-0.873
WFDC12	0.00849999999999995
CCDC42	0.209333333333333
FLJ12529	-0.50425
PER1	0.995
TIMM50	-0.985
SMARCAD1	-0.588666666666667
FAM26C	1.6895
TP53TG3	-2.49983333333333
SH3RF1	2.4263
LMCD1	4.3325
GPR63	-0.045
FLJ21986	-2.08425
AIFM3	0.3075
MICAL1	-0.437166666666667
BLZF1	1.40533333333333
IQCA	2.34933333333333
PCDHGC3	0.1075
SAC	0.05975
BCL6B	1.73366666666667
DDO	-0.7805
MARCO	1.52175
DCHS1	1.34416666666667
C1orf170	-1.10983333333333
CD200R1	0.266833333333333
C22orf15	-0.6145
SEPT11	0.2145
ADNP	0.28325
UST	-0.9262
C13orf34	-1.56433333333333
RFFL	-0.198428571428571
APBA3	-0.23
C2orf60	-0.68275
CUTL1	0.2408
PMS1	-1.0155
ZNF689	-0.4745
EIF3E	-0.730333333333333
IL9	-0.0781666666666667
RPL31	-1.272875
LY9	0.012
ATP2B3	0.08175
KDELR2	0.998708333333333
TFCP2	0.4935
NLRP12	1.269125
FLJ45422	-0.311
TLE4	-1.1344
ZNF570	-0.1985
FLJ43806	-0.471
TLK2	0.295375
CIR	0.335
MARS2	0.302
COL24A1	1.5845
SDF2L1	0.266
HIBADH	-0.222666666666667
IGFBP3	-1.50107142857143
C12orf23	1.15
PSPC1	0.16
C20orf43	0.01625
TRAV20	-0.306
ARHGAP24	1.28075
KIAA1975	-0.769
C1QA	3.0911
DNTT	-4.97733333333333
C10orf6	0.23875
C11orf41	0.511125
HNRPF	0.195125
COL11A1	7.30566666666667
UBAP2	-0.7495
CDKN2AIPNL	-1.9205
C20orf174	1.092
SPRED2	1.02575
PLA2G12A	0.760333333333333
ICEBERG	-1.53766666666667
SCN10A	0.0805
C11orf65	-1.40425
GBP5	3.33475
PITPNC1	0.265
POU3F3	0.142
NCOA7	-0.238875
LIN7C	0.632
LOC348840	-1.45
NKX2-2	-1.092
ANKRD13D	0.254625
LOC123688	0.8465
FUT2	2.03133333333333
TAAR8	0.2275
FZD4	0.865666666666667
PNMA3	0.929166666666667
OR4L1	0.481
WIT1	-2.65325
EXOC3L	1.1335
ATPBD4	-0.9705
KRBA1	-0.904
UBXD6	0.107
HOXB7	-0.789785714285714
C7orf23	-0.134
UNQ338	-0.28875
STAB2	0.50125
CDC20B	-0.3375
IRF9	2.35225
CENTG1	-0.128
TNPO2	-1.3555
MCPH1	0.964
BMS1P5	-1.774
SLC26A7	0.39825
HIST1H3J	0.20575
C9orf3	0.2648
LBH	1.1195
MYO1D	1.305125
PTDSS2	-0.30375
NFU1	0.0155
DEPDC4	-1.97075
WNT7B	2.4242
GLP2R	-0.368166666666667
SETD4	-0.6763
DYNLT3	-0.2175
FKBP11	0.0388333333333333
SESTD1	0.2085
FLII	1.49175
RPS16	-1.0776
CHPF	1.08266666666667
CSNK2A1	-0.0245
SUMO1P1	0.2375
FKBP6	-0.974
ZNF214	1.792
TWIST1	1.46966666666667
DDX56	-0.466833333333333
TRAM1L1	2.553
EPO	-3.34516666666667
MRPS18B	-1.012
ZNF682	-0.456333333333333
RPL14	-0.896666666666667
MAFF	0.643
LOC51136	0.564375
LY96	-0.65075
DDX20	0.31675
ABTB1	0.91
ARL5A	0.3641
CCT6A	-1.02525
HEPACAM	-1.90416666666667
EHHADH	0.172333333333333
RBAK	-0.188166666666667
CGB1	-0.17775
ITGB5	1.7931
YIPF3	0.53
FKBP2	0.12075
NR1D1	1.8598
TMEM110	0.769
NEK2	-0.2805
PRAMEF8	-3.2865
C20orf52	-1.48566666666667
PCDHGA3	0.333
VWA3B	0.6695
NDUFA5	-0.379125
THAP9	-0.28525
FLVCR2	0.327166666666667
AP1S1	-0.660875
SMAD6	-0.1795
SAV1	0.844375
SAT1	1.907
ZNF251	0.79675
ADAMTS7	-0.1255
RPP38	0.22625
C1orf211	-1.8375
YPEL2	1.62855
RBMS1	0.68475
ZNF445	-0.156333333333333
NRXN2	1.094
PGBD4	-0.644
UGT2B28	5.481
WBSCR16	-0.9117
NLRC3	0.104625
ASTL	0.23175
ST6GALNAC1	-3.37275
ZADH2	-0.179875
MLLT4	0.220666666666667
ARL6	-0.131333333333333
MEF2C	0.563
CBFA2T3	-3.8285
AFF3	2.69635714285714
COG7	-0.0553333333333333
MYB	-1.45616666666667
PLXNA3	0.2775
XRCC2	-2.3525
MMS19	-0.258125
ST8SIA5	-0.198875
CHPT1	-0.571166666666667
KIAA1712	-0.181625
OR6X1	-0.394
ACTR3	0.99975
UGCG	-0.645333333333333
OR4P4	0.1125
ZAP70	-3.75275
LPP	1.4035
ZNF485	0.486
PTPRCAP	-1.26575
IL12RB1	0.479
ATRX	0.3285
CHST8	1.89025
C14orf109	0.25425
ARV1	0.7855
NMB	-1.91142857142857
COX5A	-1.14616666666667
EIF6	-0.885
MPPED2	-0.939833333333333
SEMG1	-1.0945
CHRDL1	-0.497
TRAF3IP2	1.3495
WNK2	-0.35825
LILRA4	2.19066666666667
LAMA2	3.526
PXT1	0.48
RLBP1	-3.38275
CD300C	1.194
SLTM	0.3065
FLJ10404	-0.3759375
APOBEC3D	-2.103
RENBP	1.26116666666667
ATXN7L1	0.461125
NID1	1.206
TUBGCP3	-0.324125
ITIH5	-0.0840555555555556
CCDC110	2.8115
C8A	-2.55775
MGC87042	-0.94525
HOXC13	1.56425
TFDP2	-0.888
HCP5	2.15875
POLI	-0.23125
UCN	-1.129
ZNF764	-0.192333333333333
C8orf45	-0.2105
FHL3	0.087
SPATA5L1	-1.15825
MMRN2	2.29833333333333
NDST1	1.03033333333333
COL20A1	-0.3135
ZNF248	-0.583333333333333
PELP1	-0.466166666666667
MBL2	-2.5905
RNF41	0.573125
C5orf24	0.371875
THOC5	-0.42825
SERINC3	0.7075
RP11-151A6.2	0.50475
CDCP2	0.205666666666667
HIST1H2AA	-0.04
C11orf75	0.637666666666667
FKBP7	0.698
DDOST	-0.14425
GPNMB	0.936333333333333
TTF2	-1.07283333333333
KCNT1	0.296666666666667
SLC39A14	-0.027125
NGRN	0.968
GPR137B	2.26625
MECP2	0.03675
PSMA1	-0.27725
C16orf73	-4.82975
TMEM60	-0.157833333333333
CSN3	1.044
NOS1	0.251666666666667
RAB7L1	0.668333333333333
YBX2	-0.2105
KIAA1166	-0.061375
FUBP3	0.2285
ABCG1	0.8965
ACACA	0.214333333333333
ARL11	1.6643
ATOH1	-0.1065
ODF1	0.302
CREB3L3	-1.8565
TMEM127	1.1855
DSCAML1	-0.14275
PLN	3.25383333333333
LYPLA1	-0.74275
PRDM9	-1.4285
SASP	-0.181
PLUNC	-0.130166666666667
INTU	-0.37275
HISPPD1	-0.50175
LNPEP	0.5215
YARS2	-0.556833333333333
APCDD1L	-1.3575
ZCCHC4	-0.4206
FBXO22	-0.226333333333333
TTLL13	-0.0305
ZNF669	0.9015
PTGDR	2.273
DDX27	0.052
KIAA0409	-0.3095
GJB6	0.43875
ASB8	1.3075
PLP2	0.646666666666667
MEPE	0.08875
OR10J5	1.3045
KRT222P	0.4875
COQ7	-0.918333333333333
C1orf101	1.265
RERG	0.4239
CHMP5	0.214125
THAP11	-0.258
ZNF43	0.927166666666667
ZRANB3	-0.349666666666667
KRT13	3.860375
MRPL19	-0.467875
RBBP9	0.16175
SPATA17	1.405875
BXDC5	-0.067
PAFAH1B1	0.0616666666666667
MAGEE1	0.438
OSTF1	0.20825
KIAA0323	-0.3505
TXNDC13	0.184333333333333
CNTN4	1.47825
LCE1B	0.351
UNQ501	-0.3525
ZNF154	0.74375
C3orf64	0.72375
SYT5	0.1431
PON1	1.376
FLJ10357	0.133875
ATP4A	-1.6615
GNPDA1	-0.275833333333333
MGAT1	1.00383333333333
C14orf121	0.26625
SLC35B2	0.45
MIER3	-0.835333333333333
CHEK1	-2.856
ZNF8	0.354166666666667
TXNDC1	-0.4435
CKB	-2.3267
RTN3	-0.353
FZD2	-1.619
PART1	-0.160875
PSMB6	-0.34225
PCDHB8	-0.186
PHC3	0.6198
PPP1R8	-0.4035
NOVA2	1.23133333333333
TNFRSF11B	-0.618625
GOLPH3	0.891
UBLCP1	0.16575
SUHW3	-1.29425
TTLL1	0.67375
OPN4	0.7415
OR13G1	-0.0205
ZPBP2	0.184833333333333
HSD17B11	-1.399875
C9orf50	-0.2935
DHDDS	-0.403642857142857
CTSW	0.4446
NEFM	-1.95816666666667
MRPL28	-0.80225
SYN1	0.391333333333333
PIGV	-1.25933333333333
ZIM2	-0.81525
APBB1	1.071
SND1	-0.02725
C1orf123	-0.318833333333333
CHD3	0.8445
BHLHB8	0.2525
RNASE2	0.1875
BCAP31	0.314
SLC25A44	1.12983333333333
CHD6	0.177
PIB5PA	2.13661538461538
SELS	0.808375
LOC541471	-0.671
FAT2	0.336
ZNF81	0.4715
OR4C16	0.4295
FLJ10081	-0.3329
LRRC4	0.57325
CS	0.117333333333333
N4BP2	-0.92125
IGFBP7	2.237
ZNF318	0.0425833333333333
NDNL2	1.342125
ZNF609	0.09275
SIRT4	-0.07
EXOSC10	-1.02375
ECE2	-0.0775833333333334
OVGP1	2.47225
GTPBP3	-1.809
PACS2	0.4533
C19orf36	0.229666666666667
ARL4C	0.41
ATG4B	-0.838125
UBQLNL	0.012
RHOXF2B	-4.0335
PLEKHG2	-1.1075
GALR1	-0.0845
AQP4	0.111333333333333
HDAC7A	-0.280333333333333
DCUN1D3	0.30425
OR8A1	-0.308
CCRN4L	0.309875
CBR4	-0.861333333333333
KIFC1	-1.89516666666667
SLC7A14	-0.9745
LHX5	-0.249
TRPC7	-0.0645
LPXN	-0.73775
SERPINA1	-2.4035
RPS13	-0.6178
BPIL3	1.0015
PRKAA1	-0.4405
FADS2	2.1234
ENAH	1.6971875
PRO1768	-0.5195
APBA2BP	0.33325
LIPH	3.09333333333333
C3orf33	-0.072
RCC2	-0.587714285714286
ALDH1A2	-3.1485
RNF103	2.475
AHCY	-0.417125
ALG12	0.438
CCL17	0.37325
ZNF543	1.0085
ESRRG	2.4587
CNGA1	2.903
RDH5	0.356666666666667
OTX1	-0.7948
PTGFR	-1.92616666666667
CDR2	1.1105
SELE	2.61675
NLGN2	-0.661666666666667
EXOSC9	-0.542
ZNF566	0.335166666666667
KLRC2	-5.2605
GPR12	0.4775
KIAA0196	0.0565
PDRG1	-0.81475
SSR3	-0.175285714285714
MSI1	-0.9145
CST9	-0.5365
CC2D1A	-0.293875
PLAGL1	-0.400666666666667
ZNF778	-0.2835
RNF2	0.4465
KLF6	2.2015
THBD	2.40766666666667
tcag7.1314	0.528
NR5A1	0.0378333333333333
ABCD2	-0.3815
DNAJC7	-2.4845
CLEC4C	0.534
TM2D3	0.607875
CCDC4	0.116
PLAC2	2.3665
DCD	1.44
FAAH	2.179125
POLA1	-0.576833333333333
TM7SF2	1.238625
FLJ39822	-0.786333333333333
FLOT2	0.514875
MAP4K1	-0.566833333333333
SRP68	1.0775
C21orf74	1.04
ARPC5	0.628
LOC126075	1.33775
HECW2	0.7405
ZDHHC4	-0.94375
ANKRD42	0.6957
PDE9A	0.445333333333333
ABCA8	-0.1425
NDUFS2	0.44775
UBR5	-0.27375
BTBD16	-3.053
LOC554174	0.1235
ZNF20	0.5225
KIAA1843	0.415
WDR17	-0.177
C15orf33	1.8565
RNF113A	-0.05925
CAMKK1	0.1955
CLCN2	1.5825
ANXA6	-0.5845
LOC340069	0.697
EMID1	0.492875
DPM3	0.442583333333333
ELA1	1.554
SLC25A13	-0.4312
KRT24	0.6385
SMPD1	0.577333333333333
TH	0.078
COL6A2	1.21392857142857
ANKS1B	1.447
GPR126	-2.3304
ZC3H12A	0.3035
TMEM47	0.6465
C2orf51	-0.130333333333333
C1orf88	2.344
HSF2BP	-0.163
AKAP10	0.5265
RPAP3	0.0085
KLHDC8B	0.40425
STOM	0.4339
MUPCDH	0.149
C10orf72	0.412875
PLEKHA3	1.11725
TCP11L1	0.16025
CWF19L1	0.263
SPEF1	1.111
YSK4	0.164
ELN	1.5293
SAMD8	0.322666666666667
MPI	-1.83733333333333
MEPCE	-0.2342
ABCC3	0.135375
NANOGP1	-3.4435
KCNK17	0.97125
HLA-DMB	3.934
RRAGA	1.15625
ANGEL1	-0.28175
RBM32B	0.3195
CPN1	-3.237
MGC52282	-0.7957
HLA-A	1.30083333333333
OR9G4	0.354
EDNRB	-1.276875
SCD	0.837
C14orf80	-1.378
BAGE2	-0.15
RABL4	0.992166666666667
RCVRN	0.624
SHANK1	0.426
NLRP7	-4.923
CD226	0.36425
STAT3	1.2574375
SYNJ2	-0.2021
TPCN2	-0.120666666666667
WDR36	-0.864
MBD4	-0.7705
ROBO1	-0.4004
ST3GAL6	-2.2765
SLAMF8	2.617
ATN1	0.2955
GPR141	0.39525
KRT36	-0.4015
TPH1	-0.0485
DDX52	-0.26375
ZSCAN29	-0.0576666666666666
TRPT1	-0.194833333333333
DPEP3	0.681
DENND4A	-0.52125
TSPAN16	-0.187
PTCHD2	-0.167
LOC145814	-0.9885
CAP1	1.50183333333333
EIF5A2	-0.3092
NT5DC3	-0.461875
SEPT9	-0.14275
SEZ6L2	1.133875
EGFLAM	3.3185
VPS11	0.226125
NDUFB5	-0.804333333333333
CIDEA	0.435666666666667
IER5L	1.2305
N6AMT1	-0.808
FAM83C	-0.012
OXR1	0.14725
IRX1	-0.0265
DGKB	-0.6025
GCN5L2	-2.9085
MIR16	0.671875
FBXW9	-0.391
WDR4	-2.58483333333333
PDC	-0.0045
VPS33B	-0.29625
HEXB	0.837
FLJ32214	0.23325
TCEB3	-1.0415
CRLF1	-5.0385
ABI3BP	-0.2275
C8orf22	-3.9285
PYCR1	1.082375
KIAA1706	0.73425
CDK5R2	0.247
WAS	0.1885
C12orf60	-2.2185
CCBL2	0.328125
MADD	-0.24575
C5orf34	-1.61775
WDR42A	1.2302
KLF12	-0.76175
HSPA1A	1.54075
ITM2C	-1.02
DAPK2	1.86583333333333
LOC442590	-0.742
SUMF2	-0.433875
CENPA	-1.98015384615385
TMED5	0.346625
CDH6	-0.6639
BRP44	1.25525
THG1L	-0.41525
GABRA2	-1.919
C14orf166	-0.43575
MYL1	-1.10283333333333
TNFSF18	0.3345
PAP2D	-0.791
PPIB	-0.0045
KLHL4	-0.11625
SFN	0.9205
CCDC127	0.564
FRAP1	-0.4285
GOLGA5	1.328
SDCCAG1	-0.450125
MGC21675	0.0698333333333333
C10orf95	-0.855
KIAA1345	0.635333333333333
C1orf163	-0.984
LACE1	-0.829666666666667
OR10K2	0.1365
CENPN	-2.5408
TMED2	1.433
UGT1A6	-1.073
ANG	-0.1355
U2AF1	-0.541
CASC2	-0.3665
NMT2	0.160833333333333
OSGEPL1	-1.340625
DFNB31	-0.93
SLC6A20	-0.438
DKC1	-0.82
FXYD4	-0.71925
WDR64	0.55875
MGC5590	0.495
CREBZF	-0.188333333333333
DAZ1	0.18125
PRPSAP1	0.30775
GCHFR	-1.33475
TTC7A	-0.428625
LOC196993	1.30125
UBD	-1.18866666666667
S100A1	0.67825
RPL6	-0.177666666666667
DNAJB6	0.78595
NAGS	0.1717
C2orf58	0.504
KERA	2.01466666666667
MT1X	-0.2839
UBE2B	0.4918
KEAP1	0.3595
MST1	-3.071625
OMA1	0.0965
ABLIM2	2.03675
BCL2L13	-0.0625
JAZF1	0.455833333333333
TMEM63B	1.3875
S100A8	0.684
ARFIP2	0.937
UROS	0.20025
KHDRBS2	-0.4385
POLQ	-3.094375
SOAT1	-0.49125
SPAG4	-1.4075
MRPS30	-1.32516666666667
LOC494141	-0.67075
OR2T11	0.4475
ORAOV1	0.2548
ZNF184	-0.413666666666667
TCEB3B	0.0953333333333333
ADAM21	0.351
GDPD1	1.40375
SPINLW1	0.472
PRR14	0.216166666666667
KCTD9	-0.5569
NUDT3	0.0345
KIAA1822	0.979
HIST1H4K	-1.553
DFNA5	-0.74125
GABPA	0.0615
C14orf44	0.3245
POLB	1.6015
PTAR1	-1.143
SEC31A	1.1701
TRIM58	2.18275
TAS2R14	-0.8785
VPS8	1.347
H1F0	2.36633333333333
PRKCB1	-3.82083333333333
UGT2A1	0.288
TOR1B	-0.21825
LSS	-0.376333333333333
C2orf19	0.5935
HNRNPC	-0.0648571428571429
TMEM100	-2.392
LOC116349	-0.0195
OR51M1	0.0745
CCDC142	-0.53075
ISG15	0.3633125
ZCCHC14	-0.13375
CREBL2	1.337625
TGDS	-1.48775
DC2	-0.02775
CACNA2D3	-1.14685714285714
ZNF429	-0.503125
LYPD6	-0.771833333333333
SUCLG1	-0.287
OR51I1	-1.3435
MAGEH1	2.2285
PRPF40A	-0.6055
SMR3A	0.5265
SPINK2	0.768
THAP2	0.359
NPY5R	-0.603625
IRF4	-2.754375
SPESP1	2.842
OR10S1	0.7975
DTD1	-0.4565
TUBE1	-0.62075
DDX19A	-0.829
PDPN	-0.557
TMEM34	0.670666666666667
MGAM	1.79025
COL3A1	5.72711111111111
GFM2	-0.4818
OR5A2	0.1425
PSG9	0.54875
ARHGEF11	1.1275
IVNS1ABP	-0.2553125
SIGIRR	0.84775
DUSP19	-0.936
DNAJC14	0.7148
ACSS1	0.2605
IL1RAPL2	0.325
C4orf30	-1.37125
SEPT4	2.1855
LANCL3	-2.16975
SPAG17	2.214
PRDX3	-0.093625
HNF1A	-1.87975
P4HA2	1.299125
RFWD3	-1.66916666666667
MOV10	0.2155
DNAJA5	0.194571428571429
LOC729440	-0.37925
LOC200383	0.674875
SMC2	-2.852
MIXL1	-1.537
TMEM9	0.57325
FAM86A	0.566
ZNF174	0.3083
MYH14	-1.05875
CCR8	0.5065
VPS37C	0.5355
GPATCH1	-0.032
B3GNT8	2.0655
TBX4	-0.33075
CNR2	0.278
PCDH1	1.48425
C5orf29	4.369125
OCIAD2	1.33
PLCG2	0.61125
KIAA0247	2.00475
HRH3	-0.1998
CAPN13	3.084625
CCR1	-0.5175
MGC15523	1.17322222222222
UVRAG	3.17433333333333
DNAJA2	-0.0936666666666667
ITGA2B	-0.770166666666667
CLDN5	2.8165
PTPRN2	2.69264285714286
ZNF512	0.220833333333333
PSAP	1.67671428571429
CCDC140	-0.541
LRRC55	0.61
CYP26C1	0.621
C8orf47	-1.025
LYN	0.334125
DUSP6	2.23016666666667
TGFB3	3.83926666666667
ELK1	0.8748
PCDH11Y	-0.7576
HGD	-2.87425
C17orf58	0.3165
MYO3A	0.0255
SERPINE2	-4.137
AARSD1	-0.975375
C14orf73	-1.84875
ADAM33	-0.0745
ZNF491	0.628
MAPK6	0.4615
TCN1	2.7065
SLC24A6	0.836
UBE2R2	0.57475
H1FNT	0.3835
TATDN2	0.0486666666666667
LILRB1	1.3605
P2RY5	0.8165
NUCB2	2.289
C2orf37	-0.20125
SNX27	1.69083333333333
MTA3	0.605625
FOXO4	0.26475
ID4	-0.216166666666667
SOX5	-2.101
PXMP3	0.04975
OR52M1	0.1295
SFT2D3	0.2345
INA	-3.2695
MCOLN1	0.672
NFIX	-0.3907
CLEC14A	4.78683333333333
HIBCH	-0.358
PLA2G5	1.74925
TIMM10	-0.418833333333333
MED17	-0.59
COL4A4	-1.25
TPP1	0.4915
GJA3	-1.07083333333333
TMPRSS5	-2.157
AADACL3	0.488
DNMBP	-1.44975
ENPP5	4.41633333333333
NQO1	-0.6812
ZSCAN2	-0.07125
SEC24C	0.574333333333333
GTF2A1L	-0.472
AXIN2	-0.0847
FAM33A	-1.41983333333333
C16orf13	-0.648
SPNS2	2.18975
TAF1	-0.74575
AP1G2	0.234166666666667
RBM42	-0.3585
HCN2	0.409666666666667
EFHB	0.3305
RUSC1	1.95716666666667
GRIK5	0.0415
USP21	0.122666666666667
ATAD3C	0.1275
ORMDL2	1.1005
PRSS7	-2.61225
PSAT1	-6.1155
FLJ13195	-1.29
TBC1D1	0.724166666666667
IFNG	0.36675
OTOS	-0.0586666666666667
ZNF773	0.363
EMD	-1.113
RETN	0.9045
CCL8	1.38
APH1A	0.845375
COX18	-0.67075
GTF2IRD2	-0.45625
CCDC82	-1.38725
PAFAH2	0.7654
NPEPL1	-0.9247
RP11-114G1.1	0.8145
TP53INP1	1.832125
ZNF300	-1.6715
FOXL2	-2.52625
LARP2	0.0633333333333333
LATS1	0.15825
HTR6	0.4325
SPOCK2	-1.17316666666667
RNF144B	3.311
HTATIP2	-0.268125
MGC10334	-0.08075
CENTA2	2.53783333333333
FGF2	-1.9055
FXYD7	0.19475
PHYHIPL	-1.670625
GPR34	5.34175
DDX6	-0.464666666666667
OR10W1	-0.0645
LHFPL1	-0.8425
ZNF313	-0.570571428571429
VPS28	0.54175
AP3M1	0.4095
AKR1CL2	-0.38475
TRAF4	1.0295
OR2B11	0.1875
C19orf12	0.497
AKAP9	0.829166666666667
C1orf62	-0.076
SLC20A1	0.1178
FAM112A	-0.126
LDB2	1.226875
MRPS23	0.203
KLK5	3.2055
SPTB	-0.1637
EFEMP2	0.91675
EFNB2	1.0735
PCM1	-0.148285714285714
NMNAT3	1.246625
TSG101	0.986
C8orf40	-0.394666666666667
NOB1	-1.97175
ABHD3	0.11
GTF3C4	-1.091375
PIGN	0.573166666666667
GALNTL1	0.35175
AEBP1	2.84475
OR9Q1	0.588
ANKRD2	-0.603375
CCL28	-3.00675
TRIM38	0.686
TMCC1	0.488333333333333
SMG5	-0.3785
LRRC7	-0.196
NCAPD2	-1.548
C6orf153	-0.07
C1orf74	0.505
OTUD6A	-0.062
DCP2	-0.85
TMEM24	0.37825
RPL18	-0.496
TMEM177	0.0855
LRRC37A3	-0.163
C1D	-0.858833333333333
LDHC	-0.102
UBE4B	-1.14933333333333
NIT1	0.23875
BTN3A3	0.317
RASD1	3.968
COMMD3	-0.00975
SHFM1	-0.28625
BIRC8	0.02875
DUT	-1.768
C12orf51	-0.529
LRRC59	-0.365666666666667
LY6H	0.93825
WDR22	0.73
EDEM1	0.393357142857143
ADH1A	1.901
PANX2	-0.0343
CYP11B1	0.2245
CDC73	0.5245
GPR172A	0.5545
GSTM3	1.08146153846154
KCNA5	-0.37925
SERAC1	1.41116666666667
NFATC2	0.1845
ANAPC5	-0.5563
C15orf24	0.4065
NFATC2IP	-0.52075
TNRC6C	1.082
MGC102966	0.539125
FGD5	1.50266666666667
MED9	0.25775
RAB13	1.55016666666667
C15orf49	0.00650000000000001
CRYGS	-1.1021
C12orf53	-0.6357
LOC283693	-0.7025
COX6B2	-0.78875
PHF14	-0.118125
FAM3A	-0.44475
RPL13	-1.1278
PRDX2	0.1723
FLJ34047	-1.45525
PRMT3	-0.13975
KCTD19	-0.8585
TRIM10	-0.682
MGC26597	0.396333333333333
GCNT4	0.1265
GPRASP1	0.37675
CDKN1C	-1.56575
RHBDL2	1.6842
HSPH1	-0.0635
AQP1	2.560125
COL17A1	-0.3591
GFAP	-0.382
CDC16	0.144
KIAA1614	0.5395
