Hybridization REF	TCGA-A2-A0YE-01A-11R-A109-07
PLEKHA3	1.045
TCP11L1	0.2655
CWF19L1	-0.729
SPEF1	0.128
YSK4	0.2395
ELN	2.3179
SAMD8	0.207833333333333
MPI	-1.55766666666667
MEPCE	-0.6349
ABCC3	-1.557125
NANOGP1	-0.0405
KCNK17	4.0055
HLA-DMB	3.4445
RRAGA	-0.06775
ANGEL1	0.73525
RBM32B	0.3545
CPN1	-3.05775
MGC52282	-0.9184
HLA-A	1.67241666666667
OR9G4	0.4045
EDNRB	-2.16025
SCD	-3.2575
C14orf80	-0.702
BAGE2	-0.422
RABL4	1.21616666666667
RCVRN	0.5165
SHANK1	0.553
NLRP7	-2.83175
CD226	0.56975
STAT3	1.1850625
SYNJ2	-0.0964
TPCN2	-0.224833333333333
WDR36	-0.705333333333333
MBD4	-0.40225
ROBO1	-0.1832
ST3GAL6	-1.818
SLAMF8	3.06883333333333
ATN1	0.919166666666667
GPR141	-0.172
KRT36	0.2005
TPH1	0.0175
DDX52	0.33225
ZSCAN29	-0.148
TRPT1	0.284833333333333
DPEP3	0.51975
DENND4A	-1.510625
TSPAN16	0.2325
PTCHD2	-0.6025
LOC145814	-0.878
CAP1	0.0353333333333333
EIF5A2	-0.3785
NT5DC3	-1.17025
SEPT9	0.84025
SEZ6L2	1.341125
EGFLAM	4.15175
VPS11	-0.081375
NDUFB5	0.0528333333333333
CIDEA	1.5
IER5L	-0.48725
N6AMT1	0.3335
FAM83C	-0.387
OXR1	0.947666666666667
IRX1	2.8935
DGKB	-0.32
GCN5L2	-1.60225
MIR16	1.545
FBXW9	0.0305
WDR4	-2.12166666666667
PDC	-0.2315
VPS33B	0.621
HEXB	0.04325
FLJ32214	0.84025
TCEB3	-0.08075
CRLF1	-2.32725
ABI3BP	-0.51625
C8orf22	-4.0195
PYCR1	0.347875
KIAA1706	-0.088
CDK5R2	0.68
WAS	-0.27
C12orf60	-0.72625
CCBL2	-0.662
MADD	0.09025
C5orf34	0.703
WDR42A	0.1072
KLF12	0.03275
HSPA1A	1.089
ITM2C	0.328
DAPK2	2.11033333333333
LOC442590	-0.2085
SUMF2	0.136625
CENPA	-0.220923076923077
TMED5	-0.4
CDH6	-0.5926
BRP44	0.72825
THG1L	-1.36825
GABRA2	-2.17825
C14orf166	-0.67675
MYL1	-0.441833333333333
TNFSF18	0.62
PAP2D	-1.64883333333333
PPIB	-0.1665
KLHL4	0.01125
SFN	-0.956
CCDC127	0.5045
FRAP1	-0.4
GOLGA5	1.25825
SDCCAG1	-0.375375
MGC21675	0.069
C10orf95	-1.255
KIAA1345	0.143833333333333
C1orf163	-0.945
LACE1	0.451
OR10K2	-0.0145
CENPN	-1.372
TMED2	-0.2225
UGT1A6	-1.575
ANG	-2.5175
U2AF1	-0.249666666666667
CASC2	0.431166666666667
NMT2	0.935
OSGEPL1	0.873
DFNB31	-1.841
SLC6A20	-0.673375
DKC1	-0.46
FXYD4	-0.84125
WDR64	0.786
MGC5590	0.2735
CREBZF	-0.6735
DAZ1	-0.07275
PRPSAP1	0.703
GCHFR	-0.12175
TTC7A	0.696125
LOC196993	0.132
UBD	2.5105
S100A1	0.29875
RPL6	0.00366666666666667
DNAJB6	0.0968
NAGS	-0.0283
C2orf58	0.0135
KERA	0.374
MT1X	-0.4351
UBE2B	0.7515
KEAP1	0.34225
MST1	-2.393
OMA1	-0.398
ABLIM2	1.0785
BCL2L13	-0.70125
JAZF1	0.585
TMEM63B	0.225
S100A8	3.3408
ARFIP2	0.00250000000000001
UROS	0.64175
KHDRBS2	-0.4505
POLQ	-1.9445
SOAT1	-0.30725
SPAG4	-0.691
MRPS30	-0.203166666666667
LOC494141	-0.93725
OR2T11	0.361
ORAOV1	0.0655
ZNF184	0.897166666666667
TCEB3B	0.545
ADAM21	1.429
GDPD1	-0.27375
SPINLW1	-0.0965
PRR14	0.241333333333333
KCTD9	0.2771
NUDT3	0.77375
KIAA1822	1.4577
HIST1H4K	1.0385
DFNA5	-0.20025
GABPA	0.69275
C14orf44	0.7135
POLB	1.007875
PTAR1	-0.59525
SEC31A	0.9589
TRIM58	-2.604
TAS2R14	0.1975
VPS8	0.5365
H1F0	1.26816666666667
PRKCB1	-3.5625
UGT2A1	0.7085
TOR1B	-0.945
LSS	-1.0565
C2orf19	0.373
HNRNPC	0.113857142857143
TMEM100	-1.37716666666667
LOC116349	-0.09825
OR51M1	0.5335
CCDC142	-1.1745
ISG15	2.5598125
ZCCHC14	0.6385
CREBL2	-0.5645
TGDS	-1.021
DC2	0.21825
CACNA2D3	-1.75885714285714
ZNF429	-0.889375
LYPD6	-0.284
SUCLG1	-0.552833333333333
OR51I1	-0.869
MAGEH1	3.1095
PRPF40A	0.2685
SMR3A	1.249
SPINK2	-0.4765
THAP2	0.336625
NPY5R	0.315125
IRF4	-1.945375
SPESP1	-1.99516666666667
OR10S1	0.22
DTD1	-0.276
TUBE1	-1.057
DDX19A	-0.6135
PDPN	-1.36375
TMEM34	0.055
MGAM	-0.40375
COL3A1	5.44633333333333
GFM2	-1.006
OR5A2	0.2475
PSG9	-1.2555
ARHGEF11	-0.081
IVNS1ABP	0.2698125
SIGIRR	0.27575
DUSP19	0.306
DNAJC14	-0.4152
ACSS1	-0.256
IL1RAPL2	0.2045
C4orf30	-0.92675
SEPT4	1.49875
LANCL3	-1.4125
SPAG17	0.166666666666667
PRDX3	-0.746875
HNF1A	-1.594875
P4HA2	0.023875
RFWD3	-0.686833333333333
MOV10	0.5415
DNAJA5	0.848714285714286
LOC729440	-0.25925
LOC200383	0.367625
SMC2	-0.9535
MIXL1	-1.0245
TMEM9	0.9655
FAM86A	1.0815
ZNF174	0.7837
MYH14	-0.1755
CCR8	0.04
VPS37C	0.258166666666667
GPATCH1	-0.398833333333333
B3GNT8	1.7645
TBX4	-0.37625
CNR2	0.521333333333333
PCDH1	0.86425
C5orf29	1.061875
OCIAD2	1.82925
PLCG2	0.6995
KIAA0247	1.16
HRH3	0.1312
CAPN13	-0.32925
CCR1	0.5019
MGC15523	0.813333333333333
UVRAG	1.50566666666667
DNAJA2	-0.264833333333333
ITGA2B	-0.533333333333333
CLDN5	2.956625
PTPRN2	-2.68721428571429
ZNF512	1.13966666666667
PSAP	-0.0865714285714286
CCDC140	-0.942
LRRC55	-0.027
CYP26C1	0.126
C8orf47	3.86175
LYN	0.602625
DUSP6	-2.00233333333333
TGFB3	2.08353333333333
ELK1	0.1696
PCDH11Y	2.5805
HGD	-4.32525
C17orf58	-0.5935
MYO3A	0.11
SERPINE2	-3.18133333333333
AARSD1	-0.6495
C14orf73	-1.9465
ADAM33	-0.28425
ZNF491	-0.0225
MAPK6	-0.439
TCN1	5.286
SLC24A6	0.416
UBE2R2	-0.026
H1FNT	0.20675
TATDN2	0.215333333333333
LILRB1	1.1265
P2RY5	0.39
NUCB2	0.867
C2orf37	1.57775
SNX27	-0.0818333333333333
MTA3	0.12775
FOXO4	0.195125
ID4	1.8325
SOX5	-2.979
PXMP3	0.9495
OR52M1	0.15
SFT2D3	1.080375
INA	-2.48783333333333
MCOLN1	0.8155
NFIX	2.1872
CLEC14A	4.448
HIBCH	0.327833333333333
PLA2G5	1.24475
TIMM10	0.273666666666667
MED17	-0.0689
COL4A4	1.679
TPP1	0.796
GJA3	-0.945
TMPRSS5	-0.45475
AADACL3	0.358
DNMBP	-1.90925
ENPP5	3.45266666666667
NQO1	-4.5135
ZSCAN2	0.603625
SEC24C	-1.05433333333333
GTF2A1L	0.06
AXIN2	-0.6802
FAM33A	-0.375
C16orf13	0.653125
SPNS2	1.3425
TAF1	0.451
AP1G2	-1.17966666666667
RBM42	0.836666666666667
HCN2	0.674333333333333
EFHB	0.437666666666667
RUSC1	0.6085
GRIK5	0.2465
USP21	0.1635
ATAD3C	0.73775
ORMDL2	0.60875
PRSS7	-3.272
PSAT1	-2.31725
FLJ13195	-1.08983333333333
TBC1D1	0.803
IFNG	2.1145
OTOS	0.449166666666667
ZNF773	0.257833333333333
EMD	-0.5385
RETN	0.47825
CCL8	4.4955
APH1A	-0.407875
COX18	-0.31925
GTF2IRD2	-0.596
CCDC82	-0.122416666666667
PAFAH2	0.5248
NPEPL1	1.0656
RP11-114G1.1	0.4015
TP53INP1	-0.14075
ZNF300	0.448333333333333
FOXL2	-2.0215
LARP2	0.12925
LATS1	0.2125
HTR6	0.204
SPOCK2	-0.26
RNF144B	1.7895
HTATIP2	0.515375
MGC10334	0.145416666666667
CENTA2	1.89883333333333
FGF2	-0.146
FXYD7	0.10425
PHYHIPL	-1.955625
GPR34	2.76875
DDX6	-0.637333333333333
OR10W1	0.2695
LHFPL1	1.2285
ZNF313	-0.677285714285714
VPS28	-0.07475
AP3M1	-0.5853
AKR1CL2	1.2475
TRAF4	1.69875
OR2B11	0.6045
C19orf12	-0.0291666666666667
AKAP9	0.294666666666667
C1orf62	0.2525
SLC20A1	-1.3196
FAM112A	0.23125
LDB2	-0.19675
MRPS23	-0.81475
KLK5	4.336
SPTB	-0.2695
EFEMP2	1.77075
EFNB2	0.742125
PCM1	-0.241857142857143
NMNAT3	0.693875
TSG101	0.4555
C8orf40	0.498666666666667
NOB1	-1.75475
ABHD3	-1.52725
GTF3C4	-0.7755
PIGN	0.709166666666667
GALNTL1	0.91125
AEBP1	1.83525
OR9Q1	0.6465
ANKRD2	-0.51175
CCL28	3.824
TRIM38	1.6895
TMCC1	0.771416666666667
SMG5	0.3015
LRRC7	-0.2245
NCAPD2	0.0823333333333333
C6orf153	0.39075
C1orf74	0.665
OTUD6A	0.2335
DCP2	-0.962
TMEM24	-1.222
RPL18	-0.616333333333333
TMEM177	0.4925
LRRC37A3	-0.2935
C1D	-0.3505
LDHC	1.31325
UBE4B	-0.2405
NIT1	0.44725
BTN3A3	1.812375
RASD1	1.187
COMMD3	-0.3785
SHFM1	0.237
BIRC8	0.75125
DUT	-0.823
C12orf51	0.147
LRRC59	0.146166666666667
LY6H	0.57325
WDR22	0.223166666666667
EDEM1	-0.245285714285714
ADH1A	1.0785
PANX2	0.5235
CYP11B1	0.5515
CDC73	-0.08425
GPR172A	-0.05375
GSTM3	-0.296769230769231
KCNA5	-0.47625
SERAC1	0.853833333333333
NFATC2	0.249
ANAPC5	-0.3885
C15orf24	0.0295
NFATC2IP	-0.15425
TNRC6C	-0.0651666666666667
MGC102966	-0.6415
FGD5	-0.0821666666666667
MED9	0.309
RAB13	0.161
C15orf49	0.29
CRYGS	-1.0113
C12orf53	-1.2759
LOC283693	0.056
COX6B2	-0.588875
PHF14	1.508375
FAM3A	0.3095
RPL13	-0.0664
PRDX2	0.6186
FLJ34047	-1.4665
PRMT3	-0.11725
KCTD19	-1.4825
TRIM10	-0.288666666666667
MGC26597	-0.0188333333333333
GCNT4	0.00625000000000001
GPRASP1	2.559
CDKN1C	1.90308333333333
RHBDL2	1.7238
HSPH1	0.778
AQP1	2.327125
COL17A1	-1.3478
GFAP	0.072125
CDC16	-0.64
KIAA1614	0.0735
C6orf118	0.111833333333333
ZSWIM5	-2.449
FAM83F	2.79925
LYNX1	2.202375
SYNPR	-0.8835
XG	2.40516666666667
PRSS16	2.30025
KIF13B	0.132857142857143
PCDH9	-1.842875
HIST1H2AH	1.03433333333333
RBM18	-0.53175
ZNF626	0.76475
HEXIM2	-0.327833333333333
ITFG1	0.1965
TUBG2	-0.9445
SFRS7	0.0916666666666666
C9orf14	0.978
EXTL1	-0.05875
GBP3	0.641333333333333
WDR5	-0.94
RARG	0.589166666666667
MYO7A	0.985125
CECR6	-0.98275
C13orf3	-0.641125
SFRS18	-0.27775
ACVR1B	0.432666666666667
PSMD1	-0.1705
C7orf31	0.990833333333333
ILVBL	-1.0155
IFNGR1	1.3935
RNF186	2.35025
NOL9	-0.714
MAGEL2	0.8175
SLC29A2	-0.558
NHSL1	0.3695
RBMX	0.073
PSORS1C2	0.5665
RAD51L3	0.0284166666666667
LCN6	0.36175
ORAI2	-0.05175
BRUNOL6	0.0306
OR4K5	0.237
CDC123	-0.098
MSLN	0.969833333333333
WWTR1	2.34533333333333
ZNF700	-1.15483333333333
COBL	1.12875
PPP1R16B	-0.2765
GAS7	-0.8205
MDN1	-0.824375
HAAO	0.3775
C9orf68	-0.39475
TNFAIP2	0.371875
FOXN1	0.158
hCG_2033311	0.355166666666667
ATP6V0D2	-0.1166
RPL41	-0.12475
SLC38A1	-1.0985
ARHGAP6	-1.62025
ADAD2	-0.84175
PHF20L1	0.3133125
MCM3AP	0.337333333333333
ST3GAL3	-0.162833333333333
SNX1	-0.269166666666667
ELF5	5.45825
PARP3	-1.253625
RBM8A	-0.0491875
LINGO4	0.563
ITGA9	2.00566666666667
ZFR	0.7365
ACSL6	-0.11625
FLJ20699	-0.6529
DAOA	0.29175
FABP4	3.25575
KCNB1	-0.7035
CANX	-0.4071
SLC25A28	-0.487666666666667
ADIPOR2	0.772125
ECHDC2	1.52925
SMA4	-1.2355
FRZB	4.699875
PABPC1	-0.751333333333333
DMRTB1	1.857
APOBEC3G	0.2495
CATSPER2	-1.8285
CUEDC1	-0.922333333333333
STARD9	-2.26175
CLDN8	4.36975
LOC23117	-1.0805
E2F6	-0.1285
TMEM126B	-1.21166666666667
DPY19L4	1.32675
GIMAP5	2.3075
NDUFA9	0.125
FAM77C	-0.3095
CTPS2	1.4615
LOC51035	0.457
WDSOF1	-0.891
EGLN3	-1.629375
PITX3	0.822166666666667
OR52E8	0.671
GRM4	-0.242
KLK1	-2.74366666666667
GPM6B	1.568375
RRAGD	0.416833333333333
PAGE5	-2.028
UCHL5	-0.996333333333333
ULK3	-0.594
AIM2	0.297
PNO1	-0.466833333333333
OR2F2	0.26
GNAT2	0.446
SIX1	0.865
ST13	0.0145
ZBTB44	0.111375
TIMP2	1.02675
ZMAT4	-3.007
GTF2IRD1	0.0788333333333333
ZNF19	-0.423333333333333
ZNF714	0.149
RSC1A1	0.122
C9orf80	-0.1525
PSMA8	-0.106333333333333
TMEM141	-0.4435
COX4I1	-0.00935714285714285
CTAGE1	-0.111833333333333
DTWD1	-1.1915
HSD11B1	1.1295
KRT6B	5.709125
ARID4B	0.60425
LHFPL3	-0.07
WWP2	0.102916666666667
ZNF326	-0.433333333333333
RGPD1	-0.1165
CTSH	0.999166666666667
FASTKD1	-0.62075
PAF1	0.8099
TTC9C	0.96225
IFT57	0.0674
PRSS36	0.2965
IL20RB	-1.82
ZNF592	0.502666666666667
DCTD	-0.3674
CFP	0.287
MFNG	-1.689625
JMJD2B	-0.3435
ALDH3B1	-0.423625
THSD4	-2.41516666666667
KCNJ5	3.20283333333333
LMNA	0.428
TBCD	1.269
ZNF250	0.217333333333333
CASQ2	0.657166666666667
PEG10	0.0955833333333334
PRAME	-1.0822
NP	-0.406625
TRIM59	0.5825
ZNF12	0.770375
XTP3TPA	0.76125
SIGLEC7	-0.5128
PANK4	-0.6625
FAM70A	-2.481
SNED1	-0.15625
HIP1	0.3735
RAET1E	-1.9275
AMAC1L2	-1.219
AHNAK2	-1.22866666666667
TOE1	-0.653
RECQL4	-0.72925
SPRYD3	0.02325
DPAGT1	-0.53025
MAGED2	2.4752
ANKRD55	-0.82625
TRPS1	2.47458333333333
DOK7	0.514
TFPI2	-5.0735
GTF2H3	-1.16733333333333
CYP4F11	-1.94475
LHX2	-0.303333333333333
ATG16L1	0.697833333333333
ASB12	0.5195
C1orf116	3.67825
NF2	-0.53955
POM121	-0.7225
PHYHD1	0.8404
TXNDC17	0.0881666666666667
DKFZp779O175	-0.192
NUP62	-0.0953571428571428
MYO18B	-1.81666666666667
PRAMEF1	-0.0885
TCBA1	0.89625
TMEM168	-0.48975
FJX1	0.582833333333333
CLCF1	0.96675
SEPN1	0.830625
IGSF2	0.18875
NUDCD1	0.011
TFF3	-3.159
NDFIP1	0.172857142857143
CHCHD4	-1.637
TNR	0.3765
CUTA	1.09416666666667
USP44	-4.0635
DPP10	2.07916666666667
IWS1	0.4315
PCGF1	0.13975
SULT1C4	2.776
NTF5	2.02175
PTPN13	-2.73825
SSTR5	0.912
SFRP1	2.60625
IDH3B	-1.433375
SUOX	0.1935
TMCO5	-0.22
GOLT1B	0.43025
MIB1	0.279214285714286
PCDHGB1	-0.083
SUSD1	-0.952
ICAM5	-3.11966666666667
PAPOLB	0.03575
URM1	-1.0772
TMEM106B	1.57166666666667
LRIG2	-0.24325
SLC27A5	-2.86825
CLIC6	-0.39
ZNF420	1.44066666666667
SCN9A	-1.2837
KIAA1909	2.76875
ELMOD1	-1.64025
PRKAG1	-0.15725
FAM64A	0.354444444444445
EEF1G	0.2844
SMAD5	-0.46775
INCENP	-0.37925
WASF2	-0.585
GARS	0.5934
CDK10	-0.2365
HLX	-0.0158333333333333
MDM4	-0.925
ZNRF1	-0.257642857142857
HHATL	-1.9795
FAM21C	0.6293
HIST2H3C	0.82225
PFDN2	0.55
ZNF200	-0.60875
NDN	1.22275
HBA2	-2.97283333333333
FBLN5	3.732125
PUM1	0.420285714285714
TNNT1	-4.265
C19orf59	0.425333333333333
HNRPH2	0.9545
RAB7A	-0.177666666666667
PMS2	-0.313125
BIRC3	-0.999333333333333
NRSN2	0.488375
OR52K2	0.03
SPOCK1	-0.665285714285714
H2AFY	0.169
RXRB	0.255
ZNF638	-0.244333333333333
ANKRD45	0.209
ACTN4	1.23883333333333
FXC1	0.6935
EIF2B5	-0.132
VPS33A	-0.63575
PINK1	0.153875
FAM106A	0.565
SKIP	2.9218125
GAPDHS	-0.11225
MUM1L1	1.05175
PSTPIP1	0.57125
CNTNAP1	-1.5085
CYP26A1	-3.47025
APOL2	-0.3532
TACC2	0.217125
COX7A2L	0.527785714285714
HSD17B1	-0.161875
ARRB2	-0.382
SLC7A6	-0.3702
HSD17B10	0.19475
RBJ	-0.1115
NUP155	-0.4965
MRPL10	-0.627
CYCS	-0.137833333333333
CCDC46	-0.0443333333333333
TECTA	-0.2475
GNAL	-0.74425
LPO	0.207
PEBP4	0.8275
DDX11	-1.4985
C18orf12	0.669
TAF9B	-0.310666666666667
IMP4	0.37975
RPA4	-0.737833333333333
NDUFS1	-0.4635
UPK1A	-0.523333333333333
ARRDC2	-0.934833333333333
C18orf20	-0.319
AES	-0.698928571428571
CD2BP2	0.462666666666667
C16orf54	-0.4885
UGT2B17	-1.775
FGFR1	-0.832136363636363
CEACAM6	-2.4163
CHRM5	0.07575
CERK	-0.487
AP3S2	1.511
ANKS4B	-1.91975
CLCNKA	-0.136833333333333
ZNF208	-0.287166666666667
HLA-DRB5	3.767
CARKL	-0.11475
GOT1	-0.6565
CASP6	1.004375
HOXA1	1.3325
RCL1	-1.09925
ZNF181	-0.165333333333333
RAB40B	2.837
MRPL38	0.38825
LRRN2	3.08975
C3orf25	-0.178
OR5D14	0.46
OR10AG1	-0.1615
BET1L	1.3313
FRY	1.76175
AK3L1	-0.572
CSF3R	0.243333333333333
POLR3K	-0.562
ATG2B	0.829
EPS8	0.573333333333333
DARS	-0.014625
C10orf56	-0.461833333333333
DAD1	-0.305333333333333
RIOK1	-0.368166666666667
HERC2	-0.50225
HSD11B2	0.927
FAM96B	-0.7555
MGC13057	-0.562
BSN	0.336
CAND1	-0.187833333333333
HCST	1.665
ACTR10	-0.334833333333333
OR8D4	0.0385
NASP	-0.7181
COL9A2	1.794
LYZL1	-1.1125
GPC5	1.258
TBL3	-0.035
CENTD2	0.4949
OR5AP2	0.1615
TLR1	3.47425
LMO6	0.01525
ZIC2	-3.56375
CPNE5	1.22875
ZMYND15	1.469
FLJ22374	0.93425
CCDC106	0.221
PARP16	-0.23075
PDIA3	-0.119
C14orf126	-0.28075
CECR2	-1.2015
SFRS1	-0.621
FIGLA	0.4965
DCP1A	-0.118666666666667
MGC45800	-2.0114
TEKT1	0.159666666666667
C10orf67	-0.2685
CLN5	0.17475
NTN2L	0.4105
GLE1L	-1.1285
CES2	-0.6912
GNAS	1.27822222222222
DDX53	0.435
TSPAN13	2.172
MRPL52	-0.7846
SPIRE2	0.082625
TAS2R39	0.9585
SCUBE3	2.74875
UCRC	0.4499
CDKL3	0.31925
KIAA1715	-0.5497
ZNF345	0.57
RTF1	-0.158625
DHRS7	-0.5375
RIPK4	-0.682666666666667
EXOSC2	-1.763
MS4A2	0.88125
FGF17	-0.03825
WDR59	-0.54025
EVI2A	-2.09925
IL17RC	0.908
HS3ST1	2.8535
ITGB1BP2	-0.8175
RBPJ	-0.959
GIMAP1	1.978
INE1	-1.24183333333333
ALDH18A1	0.99075
TPI1	-0.32325
GATA6	0.482
CABP1	-0.514
ZNF484	-0.59975
DAPK3	-0.789
GJB1	-2.94008333333333
PIN1	-0.175875
SLC6A15	-3.55008333333333
CNO	-0.1165
RIN2	0.704625
FRRS1	-0.599
CYorf15B	-3.41725
DMRT3	0.71775
ATAD1	-3.360625
OTUD4	0.0808888888888888
ATOH8	-1.48325
ZSCAN16	1.728875
ASCC1	-0.13075
OTUD3	-0.428
MGC33212	1.36266666666667
YME1L1	0.32325
RP11-218C14.6	0.5865
PCBP4	1.16175
TNFRSF10A	-0.8625
CDH10	-3.37816666666667
KL	1.23875
SCP2	0.448583333333333
C9orf119	0.370125
SON	0.673666666666667
MAFK	-0.1325
SBNO2	-0.172
SLC6A6	-0.659583333333333
SC4MOL	-2.031125
FAM35B	-0.776375
PPP1R9A	1.971625
PDZRN3	0.660625
CXorf20	0.517
C6orf126	-0.6595
AVEN	-0.21575
FLJ21075	-1.2905
C14orf132	2.05275
PCK2	-3.02575
GUCY2C	-0.0945
BARX2	1.194
PEX11G	1.347
DAO	-0.865833333333333
C10orf49	-0.385
EDNRA	1.20033333333333
PPP2R5A	0.134
DDX39	-0.3255
SERF1A	-0.8305
ASCIZ	0.0804000000000001
FNDC8	-0.2675
PTMS	0.49925
PHF7	-0.888
PIP4K2B	-0.278
HHLA2	0.35975
BDH2	1.0502
APOBEC2	-0.3755
PENK	0.504166666666667
SMAD9	0.11
MT3	0.98375
RGL1	0.832625
ATG10	-0.030625
DLGAP4	1.293
APPBP2	-1.2955
BACE2	2.28757142857143
LOC339344	1.14833333333333
ZNF395	-1.007625
HIST1H2BL	0.21675
ZNF467	0.82925
SLC25A21	-2.39275
PALM2	0.561833333333333
NSUN5C	-0.494
IL5	0.3229
CLSTN2	-0.78675
ANXA8L2	-1.41725
PTGES	1.411625
GDAP1L1	-1.71016666666667
OPRK1	4.278
WDR20	0.502916666666667
C12orf4	1.23175
NUP88	-0.49275
XRCC6BP1	-0.4835
FCGBP	-0.0908571428571429
LEMD2	0.4365
NOMO1	0.88875
C10orf79	0.098625
ZNF79	-0.1117
OCRL	-0.0087
HSPA8	-0.137958333333333
DIDO1	-0.14125
PLA2R1	0.946
COG3	0.3847
NGDN	-1.191
CBFA2T2	0.807875
PNOC	-0.252
PRRG1	0.878166666666667
AGGF1	-0.075
DPF2	1.1405
YIPF7	-0.07
TRPV5	0.23625
ZNF322B	1.49575
MED12	0.286833333333333
CARS	-0.641
ABCC11	-0.770666666666667
C9orf25	0.322
MYH1	0.474
FRYL	-0.37
AGTRAP	0.50025
MMP27	-0.9185
ZNF432	0.275375
OR8D1	0.035
OR13D1	-0.1155
VWA1	1.99225
STON1	0.789
IL5RA	-0.36375
PERP	1.8409
C10orf107	-1.4415
TNFSF12	1.361
FN1	0.214708333333333
MTR	-0.464333333333333
PHLPPL	-0.440666666666667
ZNF425	-0.49575
DHFR	-0.775944444444444
PPP1R12A	-0.195
RSPO2	-1.377625
ZNF7	-0.0865
ZNF583	0.6715
TPMT	-0.129
GPR132	0.164125
OR2T12	-0.471
SERTAD2	0.4768
ATP1A1	0.2153
FRMPD3	0.863
ZNF672	-0.178
PLXNB3	1.12425
EML5	0.9745
FAIM3	-0.803
UBQLN2	1.311
SORCS2	2.035
PRIM2	-0.4145
ACVR2A	1.957
YWHAZ	0.426833333333333
PGM2L1	0.9435
GNAO1	-0.195857142857143
RPL10	-0.0162
RPS6KA6	1.7215
PFKL	0.0125
SH3D19	0.072375
AURKB	-0.9785
ZC3H6	1.026375
DISC1	0.559833333333333
FLJ39660	-0.164833333333333
TMEM25	1.364375
OSBPL10	0.96775
CLTCL1	-1.037
ALG6	1.086
CATSPER4	0.2365
LRTM1	-0.172
RRAD	0.543
TIPIN	-1.445
CARD14	0.1535
RBM9	-0.100166666666667
RASSF4	0.957
SLC25A18	-0.779333333333333
C6orf58	-0.270333333333333
IGHD	0.361
PLA2G6	-0.511
TPT1	0.445875
SEC63	0.7898
CCDC113	-0.1027
TDRD10	0.393875
KIAA1666	-0.9455
TOR1AIP1	0.43125
SYTL4	0.208
SPRR2F	-0.5635
CEBPD	2.29075
SNTG2	-1.52725
C20orf77	0.273416666666667
TAS2R49	-0.5995
C6orf173	0.664166666666667
SVEP1	-0.0619
PXN	-1.24685714285714
VIL2	1.25775
C5orf21	0.40675
DIXDC1	-0.777
GANAB	-0.190833333333333
PDSS1	-0.95025
NGFR	-0.829625
ATP8B4	0.4955
BMP8A	0.4735
CCDC132	0.0466666666666667
GNRH1	0.01825
OR10T2	-0.1675
PDGFD	1.79816666666667
OR6W1P	0.4425
HARS	-0.311
KRT77	0.6055
AQP8	0.02375
ITGB1	0.167
ZNF254	0.6114
PAX1	0.252666666666667
PSMC4	0.3844
ANKRD22	2.57125
PSMD8	0.251333333333333
HTR1E	-1.13966666666667
SOX10	-2.6204
OR5B2	0.948
RABGEF1	-0.0237142857142857
MAP1LC3B	0.23375
CYB5R4	0.36775
AGXT2L1	-2.2545
FLJ41603	1.944
TRAPPC2	0.3075
FNTB	-0.464
FLJ14107	-1.124
AURKAIP1	-0.76725
DSE	2.038
NFKBIZ	-1.352
OSBPL3	0.999833333333333
LOC130576	1.721
SLC39A9	0.365166666666667
LOC137886	-0.074
RHCE	-0.515
ATG7	-0.415
FAM82A	-1.0155
FBN3	1.047
MCFD2	-0.740166666666667
CASP14	0.202
EPS15	0.313583333333333
SFRS2B	-0.00416666666666666
C19orf47	0.908
PLAC9	-1.168
GPR23	-1.124
BTNL3	0.124333333333333
RGS8	-0.146
GNS	0.232625
ENO2	-2.3365
CBX1	0.37
PEX26	-0.076
LRP5	0.981333333333333
ADAMTSL4	-0.960833333333333
ARR3	-0.6175
MAP1A	-0.89675
CD2	2.7225
NAV2	-1.5826875
TMEM69	-1.0065
ATXN7	-1.73
CHN2	-1.20316666666667
ZNF781	-1.25983333333333
HAS2	-3.72933333333333
KIAA0241	0.695666666666667
BIC	0.82475
MOBKL2A	-0.601
CYP2C9	-0.4045
CNOT7	0.383928571428571
SFRS10	-0.49875
CST11	1.23875
FLJ37543	0.16
NKAP	-0.17475
RUNX1T1	0.849
EAF1	-0.1393
IL4I1	2.75075
LRRC61	0.4775
PSIP1	-1.47425
SPRR4	0.127
ZFP90	0.167833333333333
AP2B1	-0.279076923076923
SLC30A7	0.3705
C7orf28A	1.467
S100B	2.2215
BMP2	0.18825
ESR1	-3.901
ZFPL1	0.5215
ARHGAP12	0.412
LRRC19	0.254833333333333
ZNF767	-0.645
NACA	-0.5193
OLIG1	-1.87675
PRF1	1.05875
LST1	1.90266666666667
SPATA9	-0.736666666666667
CNFN	1.72
CDK4	-0.1457
TCF15	-1.22233333333333
PARC	-0.88225
PPM2C	0.06425
LOC283345	0.2435
FAM107B	0.191
DMXL1	-0.499125
RBM3	-0.00450000000000002
HTR5A	-1.32433333333333
SCFD1	-0.238666666666667
EPHB3	2.891
ROPN1L	-1.16666666666667
RAMP3	-0.2765
TSPYL5	3.60436363636364
GAP43	-3.0545
PAPD4	-0.93175
PDE3A	-1.07025
TNFRSF10C	-0.68275
JMJD5	-0.293333333333333
RASGEF1A	0.2572
C16orf65	0.527166666666667
HIPK3	0.6035
XYLT2	-0.01375
XPOT	-1.16116666666667
GAL3ST1	0.815
DHCR7	0.2895
