Hybridization REF	TCGA-BH-A0BJ-11A-23R-A089-07
TRAV20	0.4715
ARHGAP24	1.771
KIAA1975	-0.48225
C1QA	2.9665
DNTT	-4.56816666666667
C10orf6	-0.2875
C11orf41	0.73875
HNRPF	0.03025
COL11A1	1.55666666666667
UBAP2	-0.524166666666667
CDKN2AIPNL	-1.186
C20orf174	4.27575
SPRED2	0.54075
PLA2G12A	-0.357833333333333
ICEBERG	-0.501166666666667
SCN10A	0.419
C11orf65	-0.19575
GBP5	3.07425
PITPNC1	-1.05533333333333
POU3F3	0.071
NCOA7	2.647
LIN7C	0.2634
LOC348840	-1.4105
NKX2-2	-2.64725
ANKRD13D	-0.386375
LOC123688	0.3565
FUT2	1.5875
TAAR8	0.2075
FZD4	0.2795
PNMA3	-0.213666666666667
OR4L1	0.3665
WIT1	-3.08175
EXOC3L	1.31675
ATPBD4	0.8461
KRBA1	0.066
UBXD6	-0.6755
HOXB7	-1.12678571428571
C7orf23	0.246
UNQ338	3.21375
STAB2	3.4705
CDC20B	0.0665
IRF9	1.2465
CENTG1	0.562916666666667
TNPO2	-1.419
MCPH1	0.4915
BMS1P5	-1.00475
SLC26A7	0.993
HIST1H3J	-0.468
C9orf3	0.5031
LBH	0.941875
MYO1D	0.67625
PTDSS2	-0.39575
NFU1	0.34525
DEPDC4	-1.12725
WNT7B	0.2112
GLP2R	-0.187833333333333
SETD4	-0.2755
DYNLT3	-0.4982
FKBP11	-0.868166666666667
SESTD1	0.745333333333333
FLII	0.587
RPS16	0.0325
CHPF	-0.449333333333333
CSNK2A1	-0.6935
SUMO1P1	0.189
FKBP6	-0.666
ZNF214	2.2325
TWIST1	1.34733333333333
DDX56	-0.918833333333333
TRAM1L1	2.6865
EPO	-2.64633333333333
MRPS18B	-0.28175
ZNF682	0.293833333333333
RPL14	0.313166666666667
MAFF	1.67375
LOC51136	-0.228
LY96	0.01375
DDX20	-0.15
ABTB1	0.5525
ARL5A	0.0146
CCT6A	-1.38025
HEPACAM	-0.847666666666667
EHHADH	0.537666666666667
RBAK	-0.148666666666667
CGB1	0.024
ITGB5	0.3339
YIPF3	0.2765
FKBP2	-0.531
NR1D1	-0.1434
TMEM110	-0.698
NEK2	-4.226
PRAMEF8	-3.57775
C20orf52	-1.32383333333333
PCDHGA3	0.324
VWA3B	0.07275
NDUFA5	-0.24225
THAP9	0.97025
FLVCR2	-0.035
AP1S1	-1.9095
SMAD6	-0.86075
SAV1	1.71575
SAT1	1.085625
ZNF251	0.91325
ADAMTS7	-0.2076
RPP38	0.48625
C1orf211	-2.083
YPEL2	1.1575
RBMS1	0.8815
ZNF445	-0.286166666666667
NRXN2	0.890333333333333
PGBD4	-0.529125
UGT2B28	0.19975
WBSCR16	-0.6042
NLRC3	0.136
ASTL	-0.02375
ST6GALNAC1	-0.73425
ZADH2	0.57975
MLLT4	0.901166666666667
ARL6	0.413833333333333
MEF2C	1.211
CBFA2T3	-0.934
AFF3	0.701642857142857
COG7	-0.312
MYB	-0.776166666666667
PLXNA3	-0.5565
XRCC2	-2.30083333333333
MMS19	-0.16225
ST8SIA5	-1.36025
CHPT1	0.580166666666667
KIAA1712	-0.414625
OR6X1	0.256
ACTR3	0.07475
UGCG	0.480166666666667
OR4P4	0.1445
ZAP70	-2.95175
LPP	1.51925
ZNF485	0.30325
PTPRCAP	-0.537
IL12RB1	0.02175
ATRX	0.5693
CHST8	-1.038
C14orf109	0.153
ARV1	0.306
NMB	-0.157857142857143
COX5A	-1.27266666666667
EIF6	-0.946
MPPED2	1.0665
SEMG1	-1.6265
CHRDL1	2.3595
TRAF3IP2	1.58375
WNK2	0.477
LILRA4	1.46933333333333
LAMA2	4.9545
PXT1	-0.545
RLBP1	-2.459
CD300C	0.39875
SLTM	0.447625
FLJ10404	-0.300125
APOBEC3D	-2.12283333333333
RENBP	0.084
ATXN7L1	0.226375
NID1	1.09275
TUBGCP3	-0.41675
ITIH5	3.0355
CCDC110	2.90975
C8A	-2.906
MGC87042	0.19225
HOXC13	-2.5335
TFDP2	-1.4695
HCP5	1.405125
POLI	0.4905
UCN	-1.891
ZNF764	0.388833333333333
C8orf45	0.61325
FHL3	0.28725
SPATA5L1	-0.28575
MMRN2	2.81183333333333
NDST1	0.709666666666667
COL20A1	-0.672166666666667
ZNF248	0.163
PELP1	-0.680833333333333
MBL2	-3.21766666666667
RNF41	0.50425
C5orf24	-0.103125
THOC5	-0.869
SERINC3	0.30125
RP11-151A6.2	0.3705
CDCP2	0.2535
HIST1H2AA	-0.3965
C11orf75	0.488
FKBP7	0.39
DDOST	-0.13175
GPNMB	1.24283333333333
TTF2	-2.0085
KCNT1	-0.127833333333333
SLC39A14	-0.76375
NGRN	0.2211
GPR137B	1.00425
MECP2	0.29125
PSMA1	-0.78175
C16orf73	-4.793
TMEM60	-0.237833333333333
CSN3	1.32
NOS1	-0.151
RAB7L1	0.388333333333333
YBX2	-0.647
KIAA1166	-0.12025
FUBP3	0.682166666666667
ABCG1	0.485
ACACA	-0.984416666666667
ARL11	0.3892
ATOH1	-0.626
ODF1	-0.3555
CREB3L3	-1.78633333333333
TMEM127	0.985142857142857
DSCAML1	1.5805
PLN	2.69633333333333
LYPLA1	-0.182916666666667
PRDM9	-1.50975
SASP	1.3415
PLUNC	-0.18
INTU	0.7175
HISPPD1	0.20475
LNPEP	-0.449166666666667
YARS2	-0.384
APCDD1L	1.516
ZCCHC4	0.1301
FBXO22	-0.519666666666667
TTLL13	-0.4075
ZNF669	-0.148833333333333
PTGDR	2.3835
DDX27	0.024
KIAA0409	-0.321666666666667
GJB6	0.29025
ASB8	0.98275
PLP2	0.0936666666666667
MEPE	0.08425
OR10J5	0.237
KRT222P	2.929
COQ7	-0.192166666666667
C1orf101	2.24275
RERG	3.3914
CHMP5	0.00624999999999999
THAP11	0.155875
ZNF43	0.865666666666667
ZRANB3	-0.607833333333333
KRT13	4.045625
MRPL19	-0.792875
RBBP9	0.12775
SPATA17	0.38625
BXDC5	0.203833333333333
PAFAH1B1	-0.628083333333333
MAGEE1	0.899
OSTF1	0.17425
KIAA0323	0.0254166666666667
TXNDC13	0.436
CNTN4	3.457375
LCE1B	-0.4255
UNQ501	-0.091
ZNF154	0.69425
C3orf64	2.0075
SYT5	-0.1611
PON1	0.5784
FLJ10357	0.634875
ATP4A	-0.3675
GNPDA1	-0.586
MGAT1	0.447833333333333
C14orf121	-0.01375
SLC35B2	-0.04925
MIER3	0.658333333333333
CHEK1	-3.9185
ZNF8	-0.505666666666667
TXNDC1	-0.216666666666667
CKB	-1.5383
RTN3	0.0137857142857143
FZD2	-0.955166666666667
PART1	1.765375
PSMB6	-0.61625
PCDHB8	0.039
PHC3	0.1783
PPP1R8	-0.426833333333333
NOVA2	1.61916666666667
TNFRSF11B	-2.1725
GOLPH3	0.3725
UBLCP1	0.09375
SUHW3	-1.0435
TTLL1	1.28
OPN4	-0.0725
OR13G1	0.2025
ZPBP2	-0.092
HSD17B11	-0.381625
C9orf50	0.4945
DHDDS	-0.338857142857143
CTSW	1.1828
NEFM	-1.57783333333333
MRPL28	-1.08875
SYN1	-0.322166666666667
PIGV	0.491666666666667
ZIM2	0.5215
APBB1	1.00783333333333
SND1	-0.457
C1orf123	0.179666666666667
CHD3	-0.362
BHLHB8	-0.26325
RNASE2	-0.534166666666667
BCAP31	-0.2705
SLC25A44	-0.158666666666667
CHD6	-0.653
PIB5PA	2.07161538461538
SELS	0.026375
LOC541471	-1.119625
FAT2	3.5505
ZNF81	0.0125
OR4C16	0.2065
FLJ10081	0.2938
LRRC4	0.55575
CS	-0.979
N4BP2	-0.059125
IGFBP7	1.641
ZNF318	0.1155
NDNL2	0.930875
ZNF609	0.2865
SIRT4	1.09875
EXOSC10	-0.3525
ECE2	0.599416666666667
OVGP1	0.71075
GTPBP3	-1.44275
PACS2	0.3433
C19orf36	-1.118
ARL4C	0.6075
ATG4B	-0.39625
UBQLNL	0.72875
RHOXF2B	-3.746
PLEKHG2	-0.7235
GALR1	-0.0975
AQP4	0.514666666666667
HDAC7A	0.279666666666667
DCUN1D3	0.07075
OR8A1	-0.132
CCRN4L	-0.45425
CBR4	0.193666666666667
KIFC1	-3.46533333333333
SLC7A14	-0.746166666666667
LHX5	0.51
TRPC7	-0.1005
LPXN	-0.941
SERPINA1	-2.716375
RPS13	-0.0986
BPIL3	-0.387
PRKAA1	-0.80225
FADS2	-1.0104
ENAH	0.5986875
PRO1768	-1.5685
APBA2BP	-1.09775
LIPH	2.3355
C3orf33	0.3965
RCC2	-0.622642857142857
ALDH1A2	-2.5099
RNF103	1.8255
AHCY	-0.747
ALG12	-0.009
CCL17	0.53875
ZNF543	1.33483333333333
ESRRG	2.6623
CNGA1	3.647
RDH5	0.366666666666667
OTX1	-1.4765
PTGFR	0.399166666666667
CDR2	-0.32275
SELE	5.227
NLGN2	-0.384333333333333
EXOSC9	-0.69075
ZNF566	0.861
KLRC2	-3.0155
GPR12	0.2065
KIAA0196	0.1465
PDRG1	-0.52425
SSR3	-0.834642857142857
MSI1	-0.8125
CST9	1.1295
CC2D1A	0.335375
PLAGL1	1.40427777777778
ZNF778	0.0425
RNF2	0.649125
KLF6	1.81666666666667
THBD	2.74733333333333
tcag7.1314	1.42225
NR5A1	-0.424333333333333
ABCD2	0.687
DNAJC7	-2.2445
CLEC4C	0.4075
TM2D3	1.040625
CCDC4	-1.753
PLAC2	-1.252
DCD	2.5075
FAAH	1.14075
POLA1	-1.12883333333333
TM7SF2	-0.475625
FLJ39822	-0.477833333333333
FLOT2	0.232
MAP4K1	-0.679333333333333
SRP68	-0.187625
C21orf74	-0.0495
ARPC5	0.154125
LOC126075	1.11875
HECW2	0.518375
ZDHHC4	-0.19975
ANKRD42	0.9677
PDE9A	1.48066666666667
ABCA8	3.95625
NDUFS2	-0.2905
UBR5	0.06075
BTBD16	-2.3345
LOC554174	-0.2205
ZNF20	1.0785
KIAA1843	0.2115
WDR17	0.50025
C15orf33	1.3525
RNF113A	-0.10675
CAMKK1	-0.3586
CLCN2	-0.9525
ANXA6	-2.2355
LOC340069	0.058
EMID1	0.295625
DPM3	-0.966583333333333
ELA1	-0.165
SLC25A13	-1.3292
KRT24	0.052
SMPD1	0.1245
TH	-0.306625
COL6A2	0.787214285714286
ANKS1B	2.02325
GPR126	-1.675
ZC3H12A	1.09883333333333
TMEM47	2.14666666666667
C2orf51	-0.205166666666667
C1orf88	2.3175
HSF2BP	0.18025
AKAP10	0.7455
RPAP3	0.069
KLHDC8B	0.747375
STOM	1.1499
MUPCDH	-0.2215
C10orf72	-0.263875
PLEKHA3	0.682333333333333
TCP11L1	-0.898
CWF19L1	-0.024125
SPEF1	0.222
YSK4	0.36625
ELN	2.195
SAMD8	0.221333333333333
MPI	-1.13633333333333
MEPCE	-0.0234
ABCC3	-0.19325
NANOGP1	-3.4225
KCNK17	3.264375
HLA-DMB	3.81566666666667
RRAGA	1.13475
ANGEL1	-0.12825
RBM32B	0.0485
CPN1	-3.32575
MGC52282	0.0561
HLA-A	0.996
OR9G4	-0.0515
EDNRB	1.098875
SCD	-3.12492857142857
C14orf80	-1.77
BAGE2	-0.6355
RABL4	0.660333333333333
RCVRN	0.798
SHANK1	0.0465
NLRP7	-3.45125
CD226	0.9365
STAT3	0.87425
SYNJ2	-0.6953
TPCN2	-0.611666666666667
WDR36	-0.735583333333333
MBD4	-0.3115
ROBO1	-0.8935
ST3GAL6	-1.86475
SLAMF8	2.331
ATN1	0.269666666666667
GPR141	-0.16125
KRT36	-0.171
TPH1	0.015
DDX52	-0.2895
ZSCAN29	-0.3205
TRPT1	-0.525333333333333
DPEP3	0.581
DENND4A	-0.254875
TSPAN16	-0.3775
PTCHD2	0.0275
LOC145814	-0.48725
CAP1	0.0216666666666667
EIF5A2	-0.4827
NT5DC3	-0.325
SEPT9	-0.929375
SEZ6L2	0.10525
EGFLAM	3.65725
VPS11	0.51425
NDUFB5	-0.273166666666667
CIDEA	3.1215
IER5L	-0.58475
N6AMT1	-0.0145
FAM83C	-0.27675
OXR1	0.59475
IRX1	1.996
DGKB	-0.0228333333333333
GCN5L2	-1.44625
MIR16	0.032
FBXW9	-0.21275
WDR4	-2.01133333333333
PDC	-0.014
VPS33B	-0.582
HEXB	-0.0415
FLJ32214	0.08925
TCEB3	-1.31675
CRLF1	-1.94875
ABI3BP	3.39475
C8orf22	-4.12575
PYCR1	-1.58225
KIAA1706	1.59525
CDK5R2	-0.019625
WAS	0.0905
C12orf60	-0.7695
CCBL2	0.72875
MADD	0.027
C5orf34	-1.46975
WDR42A	0.6657
KLF12	0.2475
HSPA1A	1.4905
ITM2C	-0.906416666666667
DAPK2	2.6325
LOC442590	2.1345
SUMF2	0.566375
CENPA	-3.565
TMED5	-0.24325
CDH6	-0.1524
BRP44	0.067
THG1L	-0.367
GABRA2	-1.69075
C14orf166	-0.277
MYL1	-1.563
TNFSF18	-0.4685
PAP2D	-1.202
PPIB	-0.1355
KLHL4	1.47025
SFN	0.252666666666667
CCDC127	0.44725
FRAP1	-0.30075
GOLGA5	0.6155
SDCCAG1	0.158125
MGC21675	-0.1435
C10orf95	-0.56925
KIAA1345	0.967166666666667
C1orf163	-1.1805
LACE1	-0.731
OR10K2	0.0595
CENPN	-2.94332
TMED2	0.95875
UGT1A6	-1.645
ANG	-0.22975
U2AF1	-0.9545
CASC2	-0.126666666666667
NMT2	0.409
OSGEPL1	0.3
DFNB31	-0.546
SLC6A20	0.334
DKC1	-0.74525
FXYD4	-0.9325
WDR64	0.78375
MGC5590	0.4645
CREBZF	-0.2405
DAZ1	0.12325
PRPSAP1	0.34075
GCHFR	-1.21125
TTC7A	-0.5875
LOC196993	0.938
UBD	1.37683333333333
S100A1	0.0485
RPL6	0.484
DNAJB6	0.8113
NAGS	1.0396
C2orf58	0.682
KERA	1.95716666666667
MT1X	-0.2891
UBE2B	0.9217
KEAP1	-0.05525
MST1	-2.19025
OMA1	0.297
ABLIM2	0.91225
BCL2L13	-0.119833333333333
JAZF1	0.775333333333333
TMEM63B	-0.275
S100A8	0.3095
ARFIP2	0.20475
UROS	-0.0175
KHDRBS2	-0.765
POLQ	-3.85225
SOAT1	-1.25125
SPAG4	-2.7655
MRPS30	-0.827333333333333
LOC494141	-0.83225
OR2T11	-0.071
ORAOV1	-0.6724
ZNF184	0.266333333333333
TCEB3B	0.249833333333333
ADAM21	0.00850000000000001
GDPD1	0.317
SPINLW1	0.2845
PRR14	-0.214333333333333
KCTD9	-0.2054
NUDT3	-0.394
KIAA1822	0.6152
HIST1H4K	-0.97
DFNA5	-0.027
GABPA	-0.11875
C14orf44	0.35575
POLB	0.079125
PTAR1	0.59025
SEC31A	0.3207
TRIM58	-0.90025
TAS2R14	0.2005
VPS8	0.172375
H1F0	0.628666666666667
PRKCB1	-2.9545
UGT2A1	0.1925
TOR1B	-0.126
LSS	-1.39941666666667
C2orf19	0.1485
HNRNPC	-0.133785714285714
TMEM100	1.11733333333333
LOC116349	-0.38575
OR51M1	-0.2065
CCDC142	-1.602
ISG15	-1.031625
ZCCHC14	0.248375
CREBL2	1.49575
TGDS	-0.68775
DC2	-0.573
CACNA2D3	-0.795857142857143
ZNF429	0.13575
LYPD6	1.1945
SUCLG1	0.350666666666667
OR51I1	-0.73
MAGEH1	2.0795
PRPF40A	-0.77
SMR3A	0.084
SPINK2	-0.0955
THAP2	0.7935
NPY5R	1.7915
IRF4	-2.026375
SPESP1	1.25433333333333
OR10S1	0.6
DTD1	-0.32625
TUBE1	0.914
DDX19A	-0.41
PDPN	-0.1175
TMEM34	0.76375
MGAM	1.94375
COL3A1	5.47427777777778
GFM2	-0.2851
OR5A2	0.2845
PSG9	-0.79425
ARHGEF11	0.122666666666667
IVNS1ABP	-0.1608125
SIGIRR	0.0405
DUSP19	0.063875
DNAJC14	0.0557
ACSS1	0.243375
IL1RAPL2	0.8195
C4orf30	-0.394
SEPT4	2.49875
LANCL3	-1.629
SPAG17	1.619
PRDX3	0.40525
HNF1A	-1.512
P4HA2	-0.8305
RFWD3	-1.81716666666667
MOV10	-0.6935
DNAJA5	0.101857142857143
LOC729440	-0.05175
LOC200383	1.386625
SMC2	-2.57525
MIXL1	-1.18466666666667
TMEM9	-0.21725
FAM86A	-0.1445
ZNF174	0.4787
MYH14	-1.24975
CCR8	0.59025
VPS37C	0.382
GPATCH1	0.1305
B3GNT8	2.2655
TBX4	-0.002
CNR2	0.0538333333333333
PCDH1	0.954
C5orf29	3.92875
OCIAD2	0.92
PLCG2	1.732
KIAA0247	2.008
HRH3	-0.1155
CAPN13	2.705875
CCR1	-0.8871
MGC15523	-0.148277777777778
UVRAG	0.306166666666667
DNAJA2	-0.0136666666666667
ITGA2B	-0.912666666666667
CLDN5	3.80525
PTPRN2	-1.01721428571429
ZNF512	0.369166666666667
PSAP	0.693357142857143
CCDC140	-0.737
LRRC55	-0.1405
CYP26C1	0.034
C8orf47	4.02125
LYN	0.360125
DUSP6	2.258
TGFB3	3.17526666666667
ELK1	-0.36
PCDH11Y	1.09533333333333
HGD	-2.2915
C17orf58	0.53225
MYO3A	0.342
SERPINE2	-3.739
AARSD1	-0.82325
C14orf73	-1.988
ADAM33	0.711
ZNF491	0.773
MAPK6	-0.535
TCN1	3.33316666666667
SLC24A6	0.572
UBE2R2	-0.053
H1FNT	-0.056
TATDN2	0.198333333333333
LILRB1	0.8915
P2RY5	2.7025
NUCB2	-0.413
C2orf37	-0.62525
SNX27	0.210666666666667
MTA3	0.0995
FOXO4	0.913625
ID4	4.36483333333333
SOX5	-2.04033333333333
PXMP3	0.66075
OR52M1	-0.366
SFT2D3	0.277625
INA	-3.22916666666667
MCOLN1	0.03575
NFIX	1.1471
CLEC14A	5.38366666666667
HIBCH	0.552833333333333
PLA2G5	1.4365
TIMM10	-0.678
MED17	0.8796
COL4A4	0.8525
TPP1	-0.0338333333333333
GJA3	-1.8755
TMPRSS5	-0.4065
AADACL3	0.037
DNMBP	0.0625
ENPP5	3.7465
NQO1	-1.7094
ZSCAN2	-0.76075
SEC24C	-0.208333333333333
GTF2A1L	-1.3105
AXIN2	0.281
FAM33A	-2.46775
C16orf13	-0.796625
SPNS2	1.1355
TAF1	-0.43625
AP1G2	-0.5135
RBM42	-0.4705
HCN2	-0.1465
EFHB	3.1705
RUSC1	-0.711166666666667
GRIK5	0.1145
USP21	0.088
ATAD3C	-0.0135
ORMDL2	-0.56275
PRSS7	-2.954
PSAT1	-3.26175
FLJ13195	0.461166666666667
TBC1D1	0.675
IFNG	1.63725
OTOS	0.00466666666666667
ZNF773	0.626333333333333
EMD	-1.43825
RETN	-0.41875
CCL8	4.8375
APH1A	-1.275125
COX18	-0.782
GTF2IRD2	-0.88275
CCDC82	0.24375
PAFAH2	0.3346
NPEPL1	-0.7452
RP11-114G1.1	1.3015
TP53INP1	0.886375
ZNF300	0.122833333333333
FOXL2	-3.293
LARP2	-0.0461666666666667
LATS1	0.4495
HTR6	-0.4455
SPOCK2	-0.300333333333333
RNF144B	3.16716666666667
HTATIP2	-0.839
MGC10334	-0.170833333333333
CENTA2	1.99583333333333
FGF2	1.42775
FXYD7	0.19725
PHYHIPL	-1.612125
GPR34	5.47375
DDX6	-0.958333333333333
OR10W1	0.139
LHFPL1	0.906
ZNF313	-0.526357142857143
VPS28	0.5065
AP3M1	0.1577
AKR1CL2	0.005
TRAF4	-0.147875
OR2B11	-0.0555
C19orf12	0.508
AKAP9	0.5235
C1orf62	0.4095
SLC20A1	-1.3838
FAM112A	0.3795
LDB2	2.744125
MRPS23	-0.68975
KLK5	4.014125
SPTB	-0.1993
EFEMP2	1.00325
EFNB2	2.272875
PCM1	0.5445
NMNAT3	2.31525
TSG101	0.483333333333333
C8orf40	0.727
NOB1	-0.21525
ABHD3	-1.454
GTF3C4	-0.56025
PIGN	0.7205
GALNTL1	2.30125
AEBP1	1.200375
OR9Q1	-0.0355
ANKRD2	0.20825
CCL28	2.4075
TRIM38	0.827
TMCC1	0.25725
SMG5	-0.721
LRRC7	-0.7775
NCAPD2	-1.96033333333333
C6orf153	-1.08625
C1orf74	-0.1455
OTUD6A	-0.379
DCP2	-0.600833333333333
TMEM24	-0.41575
RPL18	0.804
TMEM177	-0.5725
LRRC37A3	0.42425
C1D	0.0713333333333333
LDHC	-0.9305
UBE4B	0.142666666666667
NIT1	0.035875
BTN3A3	1.033875
RASD1	2.905375
COMMD3	0.38975
SHFM1	-0.7435
BIRC8	0.5575
DUT	-1.0055
C12orf51	-0.6235
LRRC59	-1.643
LY6H	-0.179
WDR22	0.491666666666667
EDEM1	-0.566071428571428
ADH1A	3.281
PANX2	-0.6892
CYP11B1	0.14875
CDC73	-0.15875
GPR172A	-0.9
GSTM3	1.87446153846154
KCNA5	0.137
SERAC1	1.14983333333333
NFATC2	0.298
ANAPC5	-0.5514
C15orf24	0.12325
NFATC2IP	-0.983333333333333
TNRC6C	0.473
MGC102966	2.322125
FGD5	2.1185
MED9	0.141
RAB13	0.1825
C15orf49	-0.279
CRYGS	-0.569
C12orf53	-0.7733
LOC283693	-0.545
COX6B2	0.453
PHF14	0.17725
FAM3A	-0.464625
RPL13	0.6231
PRDX2	-0.6885
FLJ34047	-1.5415
PRMT3	0.044
KCTD19	-1.63
TRIM10	-0.891333333333333
MGC26597	-0.870333333333333
GCNT4	0.47975
GPRASP1	2.59975
CDKN1C	1.07833333333333
RHBDL2	1.4545
HSPH1	-0.201
AQP1	3.52275
COL17A1	3.8298
GFAP	0.954375
CDC16	0.026
KIAA1614	0.269
C6orf118	-0.189166666666667
ZSWIM5	-0.42375
FAM83F	2.9905
LYNX1	0.68275
SYNPR	-0.748
XG	3.53816666666667
PRSS16	2.037375
KIF13B	1.46814285714286
PCDH9	0.275625
HIST1H2AH	-0.773666666666667
RBM18	-1.3565
ZNF626	0.693
HEXIM2	-0.032
ITFG1	0.4365
TUBG2	-1.135
SFRS7	-0.379083333333333
C9orf14	-0.0785
EXTL1	1.48775
GBP3	-0.786333333333333
WDR5	-2.1745
RARG	0.772166666666667
MYO7A	-0.267375
CECR6	1.18775
C13orf3	-3.42375
SFRS18	-0.56325
ACVR1B	-0.331833333333333
PSMD1	-0.8356
C7orf31	0.536
ILVBL	-0.789
IFNGR1	2.67475
RNF186	5.04725
NOL9	-1.163
MAGEL2	1.0575
SLC29A2	-0.65325
NHSL1	0.07025
RBMX	-0.3085
PSORS1C2	0.0315
RAD51L3	-0.0455833333333333
LCN6	2.8575
ORAI2	-1.303
BRUNOL6	0.0219
OR4K5	-0.2925
CDC123	-0.571125
MSLN	-2.45783333333333
WWTR1	-0.730833333333333
ZNF700	-0.6425
COBL	1.08125
PPP1R16B	0.69275
GAS7	0.3662
MDN1	-0.135875
HAAO	0.5655
C9orf68	2.32475
TNFAIP2	1.6255
FOXN1	0.1765
hCG_2033311	-1.53033333333333
ATP6V0D2	-1.2153
RPL41	0.65225
SLC38A1	0.323125
ARHGAP6	-0.250416666666667
ADAD2	-0.2265
PHF20L1	0.2058125
MCM3AP	-0.380666666666667
ST3GAL3	-0.5405
SNX1	0.321333333333333
ELF5	5.412
PARP3	1.227125
RBM8A	-0.4005625
LINGO4	0.019
ITGA9	1.70433333333333
ZFR	0.12
ACSL6	0.028875
FLJ20699	-0.0775
DAOA	0.273
FABP4	5.81025
KCNB1	1.45275
CANX	0.3479
SLC25A28	0.326166666666667
ADIPOR2	-0.456
ECHDC2	2.315875
SMA4	-0.4565
FRZB	4.130875
PABPC1	-0.0726666666666667
DMRTB1	-0.51025
APOBEC3G	1.13675
CATSPER2	-0.170666666666667
CUEDC1	0.144166666666667
STARD9	0.396
CLDN8	7.23725
LOC23117	-0.703909090909091
E2F6	-0.280611111111111
TMEM126B	-0.464333333333333
DPY19L4	0.22075
GIMAP5	3.00416666666667
NDUFA9	-0.341166666666667
FAM77C	-2.9895
CTPS2	-0.4505
LOC51035	0.325
WDSOF1	-0.97225
EGLN3	-0.885625
PITX3	-0.0726666666666667
OR52E8	-0.1585
GRM4	-0.234
KLK1	-1.5365
GPM6B	1.890375
RRAGD	-0.346666666666667
PAGE5	-3.4945
UCHL5	-1.50133333333333
ULK3	-0.5965
AIM2	-0.701666666666667
PNO1	-0.761833333333333
OR2F2	0.444
GNAT2	-0.58
SIX1	-2.66075
ST13	1.13791666666667
ZBTB44	0.098
TIMP2	-0.649
ZMAT4	-2.63375
GTF2IRD1	-0.576166666666667
ZNF19	1.15416666666667
ZNF714	0.13525
RSC1A1	-0.314
C9orf80	0.13125
PSMA8	0.773166666666667
TMEM141	-0.3265
COX4I1	0.0659285714285714
CTAGE1	0.353333333333333
DTWD1	-0.0475
HSD11B1	2.11625
KRT6B	4.60475
ARID4B	1.179
LHFPL3	0.22625
WWP2	0.466333333333333
ZNF326	-0.0325
RGPD1	-0.5605
CTSH	0.945666666666667
FASTKD1	-0.51875
PAF1	0.477
TTC9C	-0.531
IFT57	1.1517
PRSS36	-0.7445
IL20RB	-2.636
ZNF592	-0.225166666666667
DCTD	0.1998
CFP	2.02875
MFNG	0.17
JMJD2B	-0.126
ALDH3B1	-1.423125
THSD4	1.99716666666667
KCNJ5	2.70733333333333
LMNA	0.131333333333333
TBCD	-0.2815
ZNF250	0.3455
CASQ2	3.04883333333333
PEG10	-1.2095
PRAME	-5.57413333333333
NP	-1.04025
TRIM59	-0.953166666666667
ZNF12	0.52575
XTP3TPA	-0.5965
SIGLEC7	-0.6294
PANK4	-0.5065
FAM70A	0.499833333333333
SNED1	0.35475
HIP1	-0.6679
RAET1E	-1.155
AMAC1L2	-1.3105
AHNAK2	-0.366166666666667
TOE1	-0.903
RECQL4	-2.889
SPRYD3	0.318
DPAGT1	-0.602
MAGED2	1.2261
ANKRD55	-0.0875
TRPS1	4.332
DOK7	-0.89675
TFPI2	-3.744
GTF2H3	-1.16266666666667
CYP4F11	0.59975
LHX2	-5.49816666666667
ATG16L1	0.127333333333333
ASB12	0.863
C1orf116	3.7585
NF2	-0.3738
POM121	-0.2582
PHYHD1	2.2009
TXNDC17	-1.3305
DKFZp779O175	-0.522
NUP62	-0.456642857142857
MYO18B	-1.68516666666667
PRAMEF1	-0.093
TCBA1	1.61025
TMEM168	1.1745
FJX1	0.382
CLCF1	0.294
SEPN1	0.49475
IGSF2	0.533
NUDCD1	-0.293333333333333
TFF3	2.38483333333333
NDFIP1	1.05435714285714
CHCHD4	-0.47075
TNR	0.484
CUTA	-0.25
USP44	-1.5295
DPP10	-0.134166666666667
IWS1	-0.215333333333333
PCGF1	0.474
SULT1C4	0.483
NTF5	3.89225
PTPN13	0.77575
SSTR5	0.438
SFRP1	4.08425
IDH3B	-0.567375
SUOX	1.00133333333333
TMCO5	0.3995
GOLT1B	-1.019
MIB1	-0.130714285714286
PCDHGB1	0.383
SUSD1	0.23175
ICAM5	-1.842
PAPOLB	-0.03175
URM1	-0.4529
TMEM106B	0.036
LRIG2	-0.2985
SLC27A5	-0.39875
CLIC6	2.1275
ZNF420	1.89433333333333
SCN9A	-0.4135
KIAA1909	0.8845
ELMOD1	-1.9095
PRKAG1	-0.02425
FAM64A	-3.20144444444444
EEF1G	0.5811
SMAD5	0.526
INCENP	-2.90475
WASF2	-1.004
GARS	-1.6876
CDK10	-0.6015
HLX	0.3965
MDM4	-1.187125
ZNRF1	-0.497357142857143
HHATL	-0.251166666666667
FAM21C	0.5546
HIST2H3C	0.0465
PFDN2	-0.67225
ZNF200	-0.16775
NDN	1.12725
HBA2	-0.0236666666666667
FBLN5	2.815125
PUM1	0.544785714285714
TNNT1	-3.03166666666667
C19orf59	-0.965
HNRPH2	0.9095
RAB7A	0.104333333333333
PMS2	-0.386
BIRC3	-0.026
NRSN2	-0.183875
OR52K2	0.229833333333333
SPOCK1	-0.962928571428571
H2AFY	-0.54875
