Hybridization REF	TCGA-A1-A0SH-01A-11R-A084-07
DPP10	-0.285666666666667
IWS1	-0.543166666666667
PCGF1	-0.0735
SULT1C4	-0.002
NTF5	1.77025
PTPN13	0.92
SSTR5	0.649
SFRP1	0.22675
IDH3B	-0.83
SUOX	1.569
TMCO5	0.608
GOLT1B	-0.36675
MIB1	0.244071428571429
PCDHGB1	0.4645
SUSD1	0.68475
ICAM5	-3.012
PAPOLB	0.14075
URM1	-0.0531
TMEM106B	0.281166666666667
LRIG2	-0.8595
SLC27A5	-0.271
CLIC6	1.6633
ZNF420	0.434333333333333
SCN9A	-1.3652
KIAA1909	0.3115
ELMOD1	-0.639
PRKAG1	0.38125
FAM64A	-3.07066666666667
EEF1G	0.02025
SMAD5	-0.34525
INCENP	-2.61125
WASF2	-0.5015
GARS	-0.8727
CDK10	-0.9613
HLX	0.936166666666667
MDM4	-0.654625
ZNRF1	-0.924357142857143
HHATL	-1.96533333333333
FAM21C	0.5268
HIST2H3C	-0.03775
PFDN2	-0.565
ZNF200	-0.56375
NDN	1.0205
HBA2	-2.70933333333333
FBLN5	2.584
PUM1	0.0623571428571428
TNNT1	-3.26
C19orf59	-0.726166666666667
HNRPH2	0.931
RAB7A	0.815
PMS2	-0.242625
BIRC3	-1.36566666666667
NRSN2	0.5385
OR52K2	0.422
SPOCK1	1.70028571428571
H2AFY	-0.1215
RXRB	-0.11025
ZNF638	-0.508666666666667
ANKRD45	-0.25875
ACTN4	-0.260666666666667
FXC1	0.32875
EIF2B5	0.68225
VPS33A	-0.59275
PINK1	0.582875
FAM106A	-0.4415
SKIP	1.4974375
GAPDHS	0.52275
MUM1L1	4.28975
PSTPIP1	0.61325
CNTNAP1	-1.3721
CYP26A1	1.947
APOL2	0.7975
TACC2	0.453125
COX7A2L	-0.0220714285714286
HSD17B1	1.586
ARRB2	-0.001
SLC7A6	-0.9642
HSD17B10	-0.42275
RBJ	-0.50625
NUP155	-1.846
MRPL10	-0.5155
CYCS	-1.58891666666667
CCDC46	0.711
TECTA	0.5905
GNAL	0.6935
LPO	0.0775
PEBP4	4.48
DDX11	-2.37475
C18orf12	0.53
TAF9B	-0.26
IMP4	0.21225
RPA4	-1.71483333333333
NDUFS1	-1.0165
UPK1A	-0.607333333333333
ARRDC2	-0.394
C18orf20	0.188
AES	0.578857142857143
CD2BP2	0.262
C16orf54	0.2305
UGT2B17	-0.9895
FGFR1	0.399863636363636
CEACAM6	-0.9261
CHRM5	0.7655
CERK	-0.92675
AP3S2	0.200214285714286
ANKS4B	-1.25725
CLCNKA	-0.0655
ZNF208	-0.451
HLA-DRB5	4.949
CARKL	-0.58325
GOT1	-0.333666666666667
CASP6	1.250625
HOXA1	-0.016
RCL1	-0.2785
ZNF181	0.504833333333333
RAB40B	1.072
MRPL38	0.014625
LRRN2	0.51925
C3orf25	0.2065
OR5D14	0.2325
OR10AG1	-0.0505
BET1L	0.7799
FRY	3.11875
AK3L1	-1.54625
CSF3R	0.881833333333333
POLR3K	-1.0545
ATG2B	0.4085
EPS8	-0.686833333333333
DARS	-0.52425
C10orf56	1.629
DAD1	0.270416666666667
RIOK1	-0.862666666666667
HERC2	-0.03
HSD11B2	0.279833333333333
FAM96B	-0.73275
MGC13057	-1.70125
BSN	-0.298
CAND1	-0.142166666666667
HCST	1.30875
ACTR10	0.465
OR8D4	0.595
NASP	-1.7676
COL9A2	0.404833333333333
LYZL1	-0.973
GPC5	-2.42275
TBL3	-0.514
CENTD2	0.7576
OR5AP2	0.371
TLR1	2.05925
LMO6	-0.00474999999999999
ZIC2	-3.676875
CPNE5	0.6805
ZMYND15	1.3325
FLJ22374	-0.15575
CCDC106	0.1055
PARP16	0.1885
PDIA3	0.59425
C14orf126	-0.048
CECR2	-0.56
SFRS1	-0.976357142857143
FIGLA	0.3695
DCP1A	-0.7
MGC45800	-0.5572
TEKT1	0.0418333333333333
C10orf67	-0.0785
CLN5	1.865375
NTN2L	0.104
GLE1L	-0.1375
CES2	-0.4053
GNAS	0.2285
DDX53	0.225
TSPAN13	2.53575
MRPL52	-1.0918
SPIRE2	-0.54375
TAS2R39	0.28775
SCUBE3	1.8095
UCRC	0.5924
CDKL3	-0.149
KIAA1715	0.00740000000000003
ZNF345	0.23325
RTF1	0.35025
DHRS7	1.717
RIPK4	-1.61416666666667
EXOSC2	-1.43966666666667
MS4A2	4.902
FGF17	-0.71025
WDR59	-0.9345
EVI2A	0.1355
IL17RC	1.1365
HS3ST1	1.739
ITGB1BP2	-1.1195
RBPJ	-0.6815
GIMAP1	2.861
INE1	-1.61966666666667
ALDH18A1	0.55625
TPI1	-1.87025
GATA6	1.30725
CABP1	-0.9485
ZNF484	0.47725
DAPK3	0.703
GJB1	-2.76483333333333
PIN1	-0.462625
SLC6A15	-3.05
CNO	-0.1595
RIN2	2.80125
FRRS1	-0.253
CYorf15B	-3.989
DMRT3	1.316
ATAD1	-0.200375
OTUD4	-0.377555555555556
ATOH8	-1.745
ZSCAN16	0.34475
ASCC1	-0.10325
OTUD3	-0.98825
MGC33212	0.350833333333333
YME1L1	-0.045875
RP11-218C14.6	-0.00874999999999999
PCBP4	0.26375
TNFRSF10A	0.5775
CDH10	-3.89716666666667
KL	1.68842857142857
SCP2	1.455
C9orf119	0.24075
SON	-0.146833333333333
MAFK	-0.1005
SBNO2	-0.108
SLC6A6	-0.11675
SC4MOL	0.63275
FAM35B	0.845875
PPP1R9A	0.310875
PDZRN3	1.16
CXorf20	0.4015
C6orf126	2.1515
AVEN	0.2175
FLJ21075	-1.543
C14orf132	1.24075
PCK2	-1.036625
GUCY2C	-0.618
BARX2	0.274
PEX11G	1.787
DAO	-0.7145
C10orf49	0.61275
EDNRA	3.71566666666667
PPP2R5A	0.6208
DDX39	-1.654
SERF1A	0.041
ASCIZ	0.3855
FNDC8	0.177
PTMS	0.3705
PHF7	0.09575
PIP4K2B	0.595125
HHLA2	0.20525
BDH2	0.8376
APOBEC2	-0.87375
PENK	0.233833333333333
SMAD9	-0.40975
MT3	-0.6845
RGL1	0.383375
ATG10	-0.344625
DLGAP4	0.3925
APPBP2	-0.0935714285714286
BACE2	-0.575428571428572
LOC339344	0.666166666666667
ZNF395	-0.1039375
HIST1H2BL	-1.748
ZNF467	1.08025
SLC25A21	-1.88825
PALM2	-0.323166666666667
NSUN5C	-1.31925
IL5	-0.1301
CLSTN2	1.566
ANXA8L2	0.56475
PTGES	0.14175
GDAP1L1	-1.91883333333333
OPRK1	-0.727333333333333
WDR20	0.81725
C12orf4	0.08925
NUP88	-1.525375
XRCC6BP1	-1.09183333333333
FCGBP	3.01685714285714
LEMD2	0.23775
NOMO1	0.1015
C10orf79	0.7245
ZNF79	0.409
OCRL	1.0507
HSPA8	-0.268541666666667
DIDO1	-0.536958333333333
PLA2R1	2.3265
COG3	0.4874
NGDN	-0.59875
CBFA2T2	0.224125
PNOC	-0.70125
PRRG1	-0.0133333333333333
AGGF1	-0.296785714285714
DPF2	0.67025
YIPF7	0.234
TRPV5	0.34125
ZNF322B	0.5125
MED12	0.0773333333333333
CARS	-0.555166666666667
ABCC11	4.72666666666667
C9orf25	0.2225
MYH1	-0.29
FRYL	-0.405
AGTRAP	-0.32375
MMP27	1.3155
ZNF432	-0.36225
OR8D1	0.026
OR13D1	0.49325
VWA1	1.94575
STON1	1.11325
IL5RA	-0.25225
PERP	1.0335
C10orf107	-0.0415
TNFSF12	2.8055
FN1	2.50808333333333
MTR	-0.118833333333333
PHLPPL	-0.404333333333333
ZNF425	0.86725
DHFR	-1.77544444444444
PPP1R12A	-0.00700000000000001
RSPO2	-1.478
ZNF7	0.09025
ZNF583	1.215
TPMT	-0.683833333333333
GPR132	0.77775
OR2T12	-0.37125
SERTAD2	-0.124
ATP1A1	0.5996
FRMPD3	0.5045
ZNF672	0.08325
PLXNB3	0.37125
EML5	-0.116
FAIM3	0.331
UBQLN2	0.552
SORCS2	3.8855
PRIM2	-1.598
ACVR2A	1.60516666666667
YWHAZ	0.443666666666667
PGM2L1	0.630875
GNAO1	-0.178642857142857
RPL10	0.5124
RPS6KA6	0.6885
PFKL	-0.2155
SH3D19	1.476875
AURKB	-3.01416666666667
ZC3H6	0.489875
DISC1	0.3165
FLJ39660	-3.468
TMEM25	2.060625
OSBPL10	0.563875
CLTCL1	-0.634833333333333
ALG6	0.16525
CATSPER4	0.122
LRTM1	0.03
RRAD	1.15866666666667
TIPIN	-2.49775
CARD14	1.06475
RBM9	0.768166666666667
RASSF4	-0.413
SLC25A18	-0.298666666666667
C6orf58	-0.401166666666667
IGHD	0.714
PLA2G6	-0.1315
TPT1	1.191875
SEC63	0.4309
CCDC113	-0.2856
TDRD10	0.490625
KIAA1666	-0.763875
TOR1AIP1	0.858833333333333
SYTL4	0.563166666666667
SPRR2F	-1.0845
CEBPD	1.90675
SNTG2	-1.42075
C20orf77	-0.389
TAS2R49	-0.1355
C6orf173	-2.5005
SVEP1	0.8278
PXN	-0.657642857142857
VIL2	0.232916666666667
C5orf21	0.91325
DIXDC1	0.994125
GANAB	-0.3755
PDSS1	-1.686
NGFR	1.01675
ATP8B4	2.0785
BMP8A	0.2065
CCDC132	-0.360333333333333
GNRH1	-2.07575
OR10T2	0.531
PDGFD	4.04933333333333
OR6W1P	0.3035
HARS	-0.587333333333333
KRT77	-0.0515
AQP8	0.72875
ITGB1	1.0827
ZNF254	-0.4338
PAX1	0.288833333333333
PSMC4	-0.3157
ANKRD22	3.058
PSMD8	-0.0415
HTR1E	-0.404166666666667
SOX10	-1.0493
OR5B2	-0.065
RABGEF1	-0.344428571428571
MAP1LC3B	-0.21025
CYB5R4	0.6015
AGXT2L1	-2.8025
FLJ41603	2.32366666666667
TRAPPC2	0.612166666666667
FNTB	0.879
FLJ14107	-1.11833333333333
AURKAIP1	-0.29525
DSE	2.67225
NFKBIZ	-1.85
OSBPL3	-1.24016666666667
LOC130576	0.4645
SLC39A9	1.32316666666667
LOC137886	-0.0465
RHCE	-2.829
ATG7	0.453666666666667
FAM82A	0.781666666666667
FBN3	0.082
MCFD2	-0.7175
CASP14	0.1595
EPS15	0.81025
SFRS2B	0.6285
C19orf47	0.2735
PLAC9	1.5515
GPR23	-0.1475
BTNL3	1.362
RGS8	0.7285
GNS	1.43075
ENO2	-2.54566666666667
CBX1	0.0352
PEX26	0.5025
LRP5	-1.13816666666667
ADAMTSL4	-2.2185
ARR3	-0.1455
MAP1A	0.76075
CD2	2.74875
NAV2	-1.386375
TMEM69	-0.938
ATXN7	-1.48216666666667
CHN2	-0.549333333333333
ZNF781	0.0745
HAS2	-2.028
KIAA0241	-0.613833333333333
BIC	1.13675
MOBKL2A	0.44575
CYP2C9	0.3155
CNOT7	0.188714285714286
SFRS10	-0.811
CST11	-0.076
FLJ37543	0.4415
NKAP	-0.32225
RUNX1T1	4.50975
EAF1	0.1231
IL4I1	2.10775
LRRC61	-0.057
PSIP1	-1.6095
SPRR4	0.3035
ZFP90	0.41
AP2B1	0.116230769230769
SLC30A7	1.20208333333333
C7orf28A	0.201833333333333
S100B	-2.66483333333333
BMP2	-2.42575
ESR1	0.79125
ZFPL1	0.2235
ARHGAP12	0.6265
LRRC19	-0.271833333333333
ZNF767	-1.07716666666667
NACA	-0.1002
OLIG1	-2.860375
PRF1	0.58725
LST1	2.91166666666667
SPATA9	-0.0263333333333333
CNFN	0.596
CDK4	-0.4889
TCF15	-1.50816666666667
PARC	0.0655
PPM2C	1.9785
LOC283345	-0.41
FAM107B	0.981
DMXL1	-0.161375
RBM3	0.771625
HTR5A	-1.18483333333333
SCFD1	-0.448
EPHB3	2.9055
ROPN1L	-0.1135
RAMP3	0.04
TSPYL5	3.40236363636364
GAP43	-1.2235
PAPD4	-0.288375
PDE3A	-0.75275
TNFRSF10C	0.89325
JMJD5	0.136
RASGEF1A	2.1236
C16orf65	-0.201666666666667
HIPK3	0.597
XYLT2	0.2635
XPOT	-1.36783333333333
GAL3ST1	-1.50375
DHCR7	-0.19275
AMIGO3	0.4325
FGFR4	0.594
CRAT	2.019375
PPP1R14D	0.3275
TRIM14	-0.2657
TMPRSS11D	0.267
SLC7A11	-2.52542857142857
OR10H2	0.61225
PPM1E	-1.6196
DOCK4	1.034125
FAM127A	1.393
ENOPH1	-0.3375
SLC5A3	0.5831
ZNF530	-0.2252
NTS	-6.5205
FRMD4A	0.524625
BCL11B	-2.52933333333333
PRM1	-0.3235
UQCC	-0.6647
S100A16	1.84533333333333
PLS3	0.65925
WWOX	-0.514214285714286
CCDC23	0.48975
GTSE1	-2.63333333333333
GP2	3.568
FLJ32549	0.311
CHIT1	1.70525
KLF9	0.979125
RPS24	-0.0836
MIA	0.17875
FIGN	-0.953
PYROXD1	-0.431875
PCSK2	-0.070625
MRPL9	-0.642
RPL24	-0.62625
C12orf32	-0.813125
HIST1H2BE	-1.9315
RGS18	2.65675
LFNG	1.30775
RAB4B	0.223
FBXO25	1.31033333333333
TSPAN31	1.34333333333333
ARL8A	0.859571428571429
C10orf83	-0.4171
OR51B6	0.6075
CNKSR2	-0.11625
C1orf156	0.08375
IBSP	1.221
GFRA2	0.2992
ALKBH7	0.7945
NEK10	0.438
VN1R3	0.0663333333333333
LOC91948	-0.165
CPZ	0.6625
IHPK3	0.369166666666667
COL8A1	1.58625
RBPJL	0.000499999999999994
OR10A4	0.5525
CASP8AP2	-1.01425
MMP12	0.158333333333333
OR8B12	0.461
CDCA5	-2.81616666666667
LIX1L	-0.459
PEX11B	1.36025
GABRA1	0.388833333333333
HABP2	1.193
REEP1	1.82733333333333
FBXO15	1.62925
CD68	1.2435
WFDC9	0.22
GHDC	0.932
SMARCA1	1.04125
SPAST	0.116666666666667
PLXND1	-0.17225
MLCK	-0.251
INTS5	0.336333333333333
BSG	-0.374357142857143
PARP8	0.968333333333333
TEAD4	-0.782666666666667
ZNF498	-0.1475
TMEM89	-0.0815000000000001
DTX4	1.3365
TNRC6B	0.4411875
ARMC2	0.42825
FGFBP1	-2.20983333333333
TIMM8A	-1.562
AJAP1	-1.808
ZNF608	0.8075
SLC25A42	-0.53
SYP	-0.230833333333333
MMP11	3.51733333333333
USP40	0.5659
C3orf62	-0.164333333333333
MYO1E	0.054
LRFN4	-1.4505
XCL1	0.0388333333333333
GPR155	0.691625
VPS29	-0.073375
CARHSP1	-0.31475
ARHGAP20	1.578
GREM2	0.491428571428571
CCDC102B	1.794
ZNF577	-0.338666666666667
HDDC2	-0.04425
SHC2	1.5393
NCOA5	0.773333333333333
INPPL1	-0.7945
CHGB	-2.5751
IHH	0.1575
DDEF2	-1.16166666666667
DIAPH3	-2.70538095238095
BUB3	-0.573916666666667
GGH	-0.772333333333333
VPS35	0.7354
CNN2	1.32333333333333
ASNA1	-0.01475
WDTC1	1.06825
AMAC1	1.1045
HAS3	-1.17333333333333
SLC1A6	-1.26533333333333
ZNF563	-0.3765
C1S	4.97475
TCF7L1	0.614875
OR10Z1	0.595
ME2	-0.6521
C6orf151	-1.25525
KPNA4	0.045
GLO1	-0.42675
WDR61	-0.416666666666667
CD302	1.74075
SIRT7	-0.0401666666666667
C11orf59	0.8345
PKIG	0.06875
PPIL3	-0.78525
CCDC74B	0.685875
ZNF528	-0.35275
EFNA5	-0.6305
FCGRT	2.06975
NOL4	2.2763
CCS	-0.04275
LOC374491	-0.1495
MFSD7	2.8825
ZNF555	0.25425
LIMS3	-0.505
TSSC4	0.382666666666667
COL11A2	-1.0475
C1orf119	1.32316666666667
BPNT1	-0.96175
CHRNA6	2.0705
C1orf173	0.3156
PLD2	0.51975
ORC1L	-3.86125
SASH1	0.548125
CDC14B	-0.477625
RLBP1L1	-0.02275
LDLRAP1	-0.3481
NAT8B	-0.252
HHEX	-2.9705
LGALS7	2.48225
PLCH1	-0.023125
OR1M1	-0.315
PRAMEF16	-0.44375
HECTD1	-0.4915
C14orf39	0.772
TLN2	1.1909
HDAC4	-1.18928571428571
SYCP2L	-2.97575
GLRA1	-0.112
RPS6	-0.030875
hCG_1757335	0.562
KLHL1	-0.233
CTNNBIP1	0.567666666666667
SCAND2	-0.5089
HMGN2	-0.7548
YAF2	-0.37175
BRPF1	-0.35825
LIAS	-0.8785
CTA-246H3.1	-2.06925
SAG	-0.12475
C20orf10	0.14975
HNRNPA2B1	-1.10316666666667
GADD45A	-0.428333333333333
MSH4	0.0665
TMEM70	-0.22875
HIST1H2AM	-1.442625
C19orf26	0.351
C1orf50	0.0685
GNG3	-0.3585
FTO	0.983
CALCB	-1.5465
PPP3R1	-0.71575
C15orf42	-3.247375
CCNJ	-0.60925
GNAZ	-1.19733333333333
PSD	-0.0698333333333333
FAM57A	-0.22675
STIM2	1.04966666666667
DHX8	0.423
MOGAT3	-0.33225
UBE3B	0.840666666666667
PLAT	1.757
C6orf206	1.677
COPE	-0.4914
EIF3A	-0.015
C1QL2	0.70125
IQCE	0.489833333333333
KIAA0182	-1.14641666666667
SLC22A7	-0.1494
PPFIA2	1.2635
ADAMTS15	-0.1005
ODZ1	-0.235
THBS4	3.18666666666667
ARHGAP1	1.866375
B4GALNT3	-0.347666666666667
FCHO1	-2.34
LOC440456	0.10825
HOXD10	0.750166666666667
CXCR3	1.719
CHI3L2	0.8825
SRPX2	3.14425
ZNF132	0.990833333333333
UBAC2	0.340166666666667
RPL32P3	-0.403
CBWD6	0.687
ST6GALNAC4	-0.5455
KIAA0391	0.400666666666667
LOC388969	0.205
KRTAP5-8	0.332833333333333
ZNF786	-0.02625
LYVE1	1.413
GPR144	0.28375
APOH	-5.024
TSC22D2	0.879166666666667
PLCD1	0.186
FLG2	0.847
M-RIP	0.2483
NDUFV1	-0.893
POLDIP2	0.188
RAB3GAP2	0.415
RPSAP15	-0.57
CLEC7A	1.126
HSPA14	-0.97875
TAAR5	0.2335
FAM132A	-0.2515
C2orf43	-0.0655
OR10V1	0.31
SELPLG	2.3765
C1QTNF6	2.11183333333333
OPCML	1.0414
DTYMK	-1.6895
ALDH16A1	0.061
F13B	-1.7145
MGC16169	0.84375
KIRREL2	-1.66666666666667
C14orf32	-0.0125833333333333
SLAIN2	1.1185
HSD3B2	0.015
AMMECR1L	0.3484
LRRC37B	-0.3335
HMG20A	-0.423
C22orf27	0.4958
FBXL22	0.917
AP1B1	0.604166666666667
TNKS1BP1	1.5485
CD74	4.32275
HSPA12B	2.538
PLSCR1	0.169833333333333
SLC35E1	0.0208333333333333
FEZ1	-0.2765
APOD	3.165125
C16orf44	-0.67575
C1orf166	0.3615
KCTD11	0.72475
NELF	-1.12625
SRP54	-0.2375
MGC35361	-0.00749999999999999
GPR35	-2.197
NRGN	-1.57675
SIGLEC12	0.4855
SCN1B	-0.296
IFNW1	0.096
STAR	-5.24675
HLA-DQA2	3.71966666666667
RNASEH2B	-0.976
TAAR2	0.18
VAMP5	1.06583333333333
TUBA1C	-0.787928571428571
PIK3R2	0.150375
ARD1A	0.0681666666666667
EBF2	0.458
CAMSAP1L1	0.735
CYP3A43	0.4965
AKR1B1	-0.821
KIAA1729	-0.424875
KAL1	1.2161
CYBB	1.265375
UXS1	0.0155
LOC338579	0.3705
C11orf45	0.56625
SHB	0.644
IKZF4	0.198125
NDUFA1	0.167
HSPE1	-1.068
C1orf215	0.3545
GPR113	0.0968333333333333
ZNF573	0.221
TBX18	1.9785
GGTA1	5.81125
PCDHGA8	-0.1655
RPS6KL1	-0.15675
DPP9	0.059125
SLC43A2	0.751
COPS3	-1.24925
PMPCB	-0.543
HYLS1	-1.089
LSM8	-1.20983333333333
PDE6B	1.70425
C10orf118	0.7438
OR1C1	0.5828
ZNF415	0.16575
OR2F1	-0.0285
ZDHHC13	-0.09325
FZD8	-0.442
TCEA1	-0.2293
SUSD4	0.44575
C22orf24	0.246
TNFRSF14	-1.013
TRIM28	-0.871666666666667
FGF5	-1.500625
CSPG5	-0.2865
RNF133	0.20025
FKBP15	0.56475
BZW2	0.00275
NSMCE1	0.16125
PTPRN	1.18425
TST	-0.0915
POP1	-1.031
RNF24	-1.06
SFRS4	-0.59775
REPS1	-0.16925
CD70	-1.66066666666667
PDXDC1	-0.029
SRC	0.1843
NTNG1	-1.77766666666667
SETD1B	0.128
TINP1	-0.3356
ZNF606	1.22733333333333
SSR1	0.143875
RGNEF	0.2315
NFS1	-0.868
CENTB5	-1.19733333333333
CRMP1	0.696833333333333
ADAM18	0.49975
CCDC87	1.861
LRRC8B	-0.549
CSNK1G1	0.0206666666666667
MAFB	3.02033333333333
C12orf45	-1.04175
C1orf54	1.71925
DPEP1	0.327666666666667
FLJ13137	0.6335
C14orf118	0.514166666666667
ANKRD19	0.05375
ABCA9	1.5087
TMEM87A	0.3939
BBS5	0.5325
CYP17A1	0.084125
SCG3	-3.14483333333333
ESCO2	-2.566
GFER	0.455166666666667
NRIP2	-0.673166666666667
DDX59	0.746166666666667
RIC8B	0.3093
TNNI1	-0.0565
KTELC1	0.0789166666666667
GPR85	0.535
SP3	0.7195
GOSR2	0.77425
DDX1	-0.22575
DSCR9	-1.115
KIAA1984	-1.573
FLRT3	1.2175
RNPS1	-0.598428571428571
ZNF772	1.032
SLC25A10	0.23
ADAMTS3	-0.612
TBC1D7	-1.55525
PCYOX1L	-0.83425
LOC339745	1.56625
VPS54	-0.44075
PCDHB12	1.87725
C4orf6	0.15225
CCL5	1.921875
PEX5	-0.01875
LENG1	0.304
LOC51336	-1.83125
FLJ25371	0.8645
WDR45L	0.474166666666667
SPAG8	-0.0476666666666666
GUCA1C	0.272
LOX	0.272333333333333
FIZ1	0.5765
BAG5	0.494166666666667
BUD13	-0.906833333333333
MGC2752	-0.006
IQSEC3	0.537875
TGFBR3	-0.59025
CASP9	-1.12625
PPA2	-0.117375
MED24	0.221375
MAP3K7	-0.189
SRPR	0.074625
C17orf81	-1.3375
RIPPLY1	0.37475
EID2	0.21075
AKR1C1	-3.18683333333333
IMMP2L	0.017
SPSB4	0.7105
BAG4	0.18025
ZNF32	1.54866666666667
KLHL34	1.28875
BRD2	-0.335375
IL32	-0.435166666666667
FAM53B	0.394
SLC7A1	-0.59975
KAAG1	-0.3545
CCDC54	0.169333333333333
PRKCQ	-2.02075
TIRAP	0.378875
SPSB1	1.37616666666667
USP36	-0.275
FLJ32569	-0.2995
LYZ	-0.865
TMEM186	-0.457666666666667
TPM2	1.449
C9orf100	-1.2305
PPP1R11	0.5237
OLFML3	3.0559
ELAVL1	-0.37775
DNAJC17	0.306666666666667
ABCA2	-1.019
BNIP3L	-0.264625
ATP10D	1.6185
GALNT8	-0.295333333333333
PRKCH	1.2185
USP12	-0.23425
STXBP1	-1.5929
LSM2	-0.495833333333333
ANKRD30A	2.239
LAP3	0.1905
C9orf40	-1.723
KATNAL2	-0.781833333333333
RG9MTD2	-0.02725
PNPLA7	0.23725
IDH1	0.038
C1orf57	0.29275
XRCC5	0.0994
TBRG4	-1.154125
DCDC5	0.430833333333333
POU5F1	-4.6265
RAB1A	0.986928571428571
KRTAP15-1	-0.301
INHA	-1.55116666666667
WDR90	-0.525125
MLL2	0.316
FAM104B	0.597
SF3B14	-0.4695
STX1B	-0.3595
SNX12	0.5105
KMO	1.16016666666667
FAM100B	-0.273
CDRT15	0.4805
RAB9A	-0.081
RUFY3	0.37125
UBE2U	0.32
NFKB1	1.0568
FBXO38	-0.3095
VRK3	0.16975
TUBB8	-0.343
IFNA6	-0.0525
AYTL1	0.0305
RBP3	0.196
MUC13	-1.641
C8orf30A	0.171
MFAP1	0.1725
NHLH1	0.077
CXorf34	-0.63325
SP8	-3.611
RNF151	0.082
TDRD7	-0.06875
KCND2	5.80375
FKBP9L	1.1785
C17orf44	1.469875
TIMM17B	-0.8585
WIPF1	1.0682
SNX15	-0.0128
IGF2R	-0.2509
SBSN	-0.319
RBM15B	0.05275
AGBL5	-0.3335
APEX2	0.0745
C17orf39	-1.82825
UBE3A	0.0258
SPANXC	-2.3755
TGFB1I1	1.5575
RBM13	-1.0435
TOP2B	-0.0881666666666666
NPVF	0.047
RIMS4	-0.68325
RAD54L2	-0.783666666666667
RSPO3	3.936
C2orf47	-0.07875
TSPAN4	0.366166666666667
DNAL1	-0.68125
DKFZp761E198	-0.260125
NLE1	-0.96675
TPST1	0.6085
SREBF1	1.398875
CLEC12B	-1.3225
FUK	-0.03875
IL21	0.202
LTK	-1.7185
DKKL1	1.35425
EPAS1	0.51725
UBTF	0.4557
HIST2H2AB	-1.25016666666667
TMPRSS12	-0.107375
KIAA0427	1.78266666666667
CYP8B1	-0.6695
FPRL2	3.45925
LOC402573	-0.42725
HSDL2	-0.414
SEMA6B	-0.508166666666667
AKR1A1	0.651571428571428
CLTB	0.832833333333333
NXT2	0.476833333333333
HSPB7	-1.162
MLLT11	-1.44616666666667
OLFM3	-0.037
SEC61B	0.297166666666667
GPR139	0.228
RRP15	-0.7325
OR3A2	-0.328
RSL1D1	-0.0366875
P2RX7	-0.539333333333333
PSME2	-0.34725
ADNP2	0.10925
RBM25	-0.80025
IFITM1	0.732
POLR2E	-0.41275
ZNF643	-1.3715
ZBTB25	-1.2055
SPTBN4	0.39625
FBXO28	-0.263
CLEC10A	1.06225
EPHA8	-0.616125
BEST4	-0.239
GAS6	1.83316666666667
TSHR	-0.1355
TMTC1	0.164863636363636
GSTM2	0.184333333333333
ETV1	-0.39425
ADAM11	-1.2115
ERGIC2	0.4335
ATP6V0E2	1.6805
HGFAC	-2.64583333333333
CTTNBP2NL	0.80375
FLJ20628	0.11125
MTCH2	-0.0875
BACH2	1.2415
AUTS2	1.3735
FSD1L	-0.8495
RPRM	-2.8305
PPP2R3A	1.30116666666667
BAT2	-0.743375
LPHN2	1.04916666666667
MGC71993	-0.0578333333333333
PPARGC1B	-0.853
CENPT	-1.52
RNF123	-0.280166666666667
COL27A1	-0.9332
ZP2	-0.252
C2orf21	0.3325
CCDC78	-3.01725
MCM8	-2.598
PHLDB2	0.5495
PLAUR	0.7135
HDPY-30	-0.62
BMP5	-2.20725
MUM1	0.364
FAM62C	-1.044
MID2	1.278
SYT16	0.6095
ISG20L1	-1.1316
C2orf40	4.16275
SRRM2	-0.214285714285714
FCRL1	-0.00725000000000001
C1orf90	0.836166666666667
MEP1B	0.2515
PCSK7	0.4413
PBX2	-0.2585
CENTB1	-0.475
GLT6D1	0.012
HGS	0.216833333333333
WDR51B	-0.36375
KCNJ8	1.12975
NOL10	-0.03275
EDEM3	1.245625
TCOF1	-1.7815
SLC16A1	-2.15016666666667
SF3B3	-1.254
NUDT21	-1.176375
ZNF235	0.506
KIAA0644	3.266
ERC1	0.379875
NKIRAS2	0.338666666666667
TRMT5	-0.67725
PPP1R7	-0.37275
C14orf177	0.1705
HTRA4	1.02875
FAM139A	0.267666666666667
C16orf30	6.072
C10orf32	1.432375
VCX2	-4.284
MGC27016	0.239833333333333
LARP5	0.285166666666667
THNSL2	2.56633333333333
TRADD	0.2585
C1QTNF1	1.86025
C1orf43	-0.2075
AS3MT	-2.4
SCARF1	1.24425
PHF23	-0.040875
B3GNT2	1.30433333333333
FNBP1	-0.24525
ZNF780A	0.3395
MAGEB2	-2.718
FANCG	-1.30425
EYA2	3.82425
ZNF471	1.131875
C14orf153	-0.270833333333333
BCL2L14	0.16325
EFS	2.0165
CKAP4	0.6405
ZNF224	-0.0789
ZNF652	0.5975
TMEM4	-0.170125
SCN3B	0.473625
OAT	0.7785
DRD1	0.086875
IQGAP2	-0.665666666666667
CDYL	-0.687166666666667
PFN3	0.292
ANKS1A	-0.02675
COBLL1	0.339833333333333
C2orf55	2.09
PRCP	1.3555
TMEM130	3.13875
SPINK1	-0.3165
NDUFB1	-0.256
DIO3	1.571375
PRTG	-1.45116666666667
PVRL1	0.3895
CNTD2	0.154
MYL4	-2.6575
SLC17A1	0.17375
RGMB	0.832
TAF5L	-1.58025
FAM27E1	-2.60025
CCDC59	-1.116
