Hybridization REF	TCGA-B6-A0RH-01A-21R-A115-07
APBA3	-0.2955
C2orf60	-0.5145
CUTL1	-0.1563
PMS1	-0.87175
ZNF689	-0.5965
EIF3E	-0.838666666666667
IL9	0.100833333333333
RPL31	-0.9095
LY9	0.243166666666667
ATP2B3	0.159
KDELR2	0.350666666666667
TFCP2	0.007625
NLRP12	0.293375
FLJ45422	0.1
TLE4	0.3252
ZNF570	0.0715
FLJ43806	-0.734
TLK2	0.085875
CIR	1.673
MARS2	0.576
COL24A1	0.9405
SDF2L1	-0.317
HIBADH	-1.07333333333333
IGFBP3	-0.385857142857143
C12orf23	0.143
PSPC1	0.26975
C20orf43	0.0265
TRAV20	-0.3165
ARHGAP24	1.5785
KIAA1975	0.039375
C1QA	3.0841
DNTT	-5.19066666666667
C10orf6	-0.275
C11orf41	-0.08525
HNRPF	0.32175
COL11A1	6.94233333333333
UBAP2	0.0928333333333333
CDKN2AIPNL	-2.289
C20orf174	1.3625
SPRED2	0.0005
PLA2G12A	-0.0341666666666667
ICEBERG	-2.07916666666667
SCN10A	-0.386
C11orf65	0.906
GBP5	4.853
PITPNC1	-1.38316666666667
POU3F3	2.5085
NCOA7	1.283625
LIN7C	-0.3541
LOC348840	null
NKX2-2	-2.19925
ANKRD13D	0.641625
LOC123688	0.557
FUT2	1.9595
TAAR8	0.378
FZD4	0.370583333333333
PNMA3	-0.436666666666667
OR4L1	0.559
WIT1	1.6245
EXOC3L	2.827
ATPBD4	-1.4691
KRBA1	-1.01975
UBXD6	-1.75275
HOXB7	-0.144
C7orf23	-1.9535
UNQ338	1.7715
STAB2	0.42325
CDC20B	1.1815
IRF9	3.37575
CENTG1	0.383166666666667
TNPO2	-0.49825
MCPH1	-0.314
BMS1P5	-1.7785
SLC26A7	1.95525
HIST1H3J	1.484
C9orf3	0.2562
LBH	1.894625
MYO1D	0.273
PTDSS2	-0.07475
NFU1	-0.05
DEPDC4	-2.5775
WNT7B	1.3443
GLP2R	-0.590333333333333
SETD4	-0.6253
DYNLT3	-0.4873
FKBP11	-0.669166666666667
SESTD1	1.1295
FLII	-0.19325
RPS16	-0.549
CHPF	1.07216666666667
CSNK2A1	0.462833333333333
SUMO1P1	-0.05875
FKBP6	-1.093
ZNF214	0.466666666666667
TWIST1	0.651333333333333
DDX56	-0.743
TRAM1L1	0.1005
EPO	3.47566666666667
MRPS18B	-0.46975
ZNF682	0.263833333333333
RPL14	-0.582
MAFF	-0.44375
LOC51136	-0.87125
LY96	-0.59775
DDX20	0.202
ABTB1	0.774166666666667
ARL5A	-0.8912
CCT6A	-0.86425
HEPACAM	-1.48133333333333
EHHADH	-0.751833333333333
RBAK	0.236666666666667
CGB1	0.092
ITGB5	1.3434
YIPF3	0.699
FKBP2	0.23225
NR1D1	0.2552
TMEM110	0.564
NEK2	-1.10433333333333
PRAMEF8	-3.087
C20orf52	-0.00116666666666667
PCDHGA3	-1.189
VWA3B	0.0315
NDUFA5	-0.493625
THAP9	-1.334
FLVCR2	-0.816166666666667
AP1S1	-0.876625
SMAD6	-0.13025
SAV1	0.840375
SAT1	0.49925
ZNF251	1.76825
ADAMTS7	0.6475
RPP38	0.5075
C1orf211	0.0135
YPEL2	0.7583
RBMS1	0.77125
ZNF445	-0.00650000000000002
NRXN2	0.6775
PGBD4	-0.42325
UGT2B28	-2.785
WBSCR16	-0.7071
NLRC3	-0.1305
ASTL	0.73675
ST6GALNAC1	-3.60475
ZADH2	-0.56675
MLLT4	-0.0974166666666667
ARL6	-0.135666666666667
MEF2C	0.11025
CBFA2T3	-2.154
AFF3	0.683357142857143
COG7	0.317333333333333
MYB	-0.317166666666667
PLXNA3	0.152
XRCC2	-2.12066666666667
MMS19	-0.3785
ST8SIA5	-0.700875
CHPT1	-1.21083333333333
KIAA1712	-1.3265
OR6X1	0.4795
ACTR3	0.48125
UGCG	0.127
OR4P4	0.412
ZAP70	-2.9185
LPP	2.03625
ZNF485	0.89975
PTPRCAP	-0.432
IL12RB1	0.53475
ATRX	-0.6172
CHST8	2.721125
C14orf109	-0.8145
ARV1	1.2145
NMB	-1.82842857142857
COX5A	-0.155833333333333
EIF6	-0.2275
MPPED2	-0.152
SEMG1	-1.422
CHRDL1	-0.276
TRAF3IP2	1.57925
WNK2	0.243
LILRA4	0.911666666666667
LAMA2	3.57
PXT1	-0.7035
RLBP1	-3.1815
CD300C	-0.054
SLTM	-0.529
FLJ10404	0.3681875
APOBEC3D	-1.2405
RENBP	0.425166666666667
ATXN7L1	0.8575
NID1	0.79025
TUBGCP3	-0.51775
ITIH5	0.921277777777778
CCDC110	1.90525
C8A	-2.7715
MGC87042	-2.51125
HOXC13	2.34175
TFDP2	-1.242
HCP5	2.346
POLI	-0.5275
UCN	0.524166666666667
ZNF764	0.1605
C8orf45	0.97225
FHL3	0.19125
SPATA5L1	-1.06125
MMRN2	2.87383333333333
NDST1	0.795833333333333
COL20A1	0.3835
ZNF248	-1.256
PELP1	-0.342166666666667
MBL2	-2.89033333333333
RNF41	0.308125
C5orf24	0.794
THOC5	-0.494125
SERINC3	0.354083333333333
RP11-151A6.2	0.24175
CDCP2	-0.00275000000000002
HIST1H2AA	0.18375
C11orf75	-0.0165
FKBP7	1.01
DDOST	0.294
GPNMB	0.689333333333333
TTF2	-1.0895
KCNT1	0.3285
SLC39A14	-1.056125
NGRN	0.2628
GPR137B	2.20775
MECP2	0.142
PSMA1	-0.1545
C16orf73	-5.04425
TMEM60	-0.105
CSN3	-0.0585
NOS1	0.52
RAB7L1	0.0928333333333333
YBX2	-1.6415
KIAA1166	-0.137625
FUBP3	-0.2665
ABCG1	-0.298
ACACA	-0.900583333333333
ARL11	-0.2367
ATOH1	0.1935
ODF1	0.413833333333333
CREB3L3	-1.46466666666667
TMEM127	1.27457142857143
DSCAML1	-0.04375
PLN	2.15433333333333
LYPLA1	-1.23341666666667
PRDM9	-1.0725
SASP	0.035
PLUNC	0.254333333333333
INTU	-1.16425
HISPPD1	-1.16825
LNPEP	0.640666666666667
YARS2	-0.361333333333333
APCDD1L	-1.1075
ZCCHC4	-1.2847
FBXO22	-0.914833333333333
TTLL13	-0.0735
ZNF669	0.6205
PTGDR	1.28575
DDX27	0.28925
KIAA0409	-0.1535
GJB6	0.158
ASB8	-0.03
PLP2	-0.192
MEPE	0.759
OR10J5	0.035
KRT222P	0.3125
COQ7	-0.247833333333333
C1orf101	2.47275
RERG	0.5398
CHMP5	-0.3465
THAP11	-0.691
ZNF43	0.2035
ZRANB3	-0.340333333333333
KRT13	2.535
MRPL19	-0.300875
RBBP9	0.1745
SPATA17	1.734
BXDC5	-0.803166666666667
PAFAH1B1	-0.974083333333334
MAGEE1	0.1195
OSTF1	0.34025
KIAA0323	0.0221666666666667
TXNDC13	-0.1645
CNTN4	1.035125
LCE1B	-0.5595
UNQ501	0.07475
ZNF154	-0.09925
C3orf64	-0.02675
SYT5	0.1494
PON1	0.2045
FLJ10357	-0.604
ATP4A	-1.0095
GNPDA1	-0.2435
MGAT1	0.8975
C14orf121	0.489
SLC35B2	0.286
MIER3	0.1225
CHEK1	-2.822875
ZNF8	0.3255
TXNDC1	-1.27383333333333
CKB	0.1836
RTN3	0.913071428571429
FZD2	0.3205
PART1	-0.272625
PSMB6	-1.03575
PCDHB8	-0.874
PHC3	0.569
PPP1R8	-0.079
NOVA2	1.931
TNFRSF11B	-2.116
GOLPH3	0.278666666666667
UBLCP1	0.0365
SUHW3	-0.727
TTLL1	0.745
OPN4	0.434
OR13G1	0.239
ZPBP2	0.0868333333333334
HSD17B11	-2.7545
C9orf50	-0.2145
DHDDS	0.00835714285714283
CTSW	0.9549
NEFM	-2.5415
MRPL28	-0.4715
SYN1	1.537
PIGV	-0.400166666666667
ZIM2	-0.84175
APBB1	-0.377833333333333
SND1	0.0245
C1orf123	-0.431
CHD3	-0.8685
BHLHB8	0.33125
RNASE2	-1.1135
BCAP31	0.53575
SLC25A44	0.789
CHD6	0.5367
PIB5PA	2.51969230769231
SELS	-0.43625
LOC541471	0.23825
FAT2	-0.58
ZNF81	-0.435
OR4C16	-0.1745
FLJ10081	-0.1545
LRRC4	1.04525
CS	-0.3995
N4BP2	-1.239375
IGFBP7	1.8625
ZNF318	-0.332916666666667
NDNL2	0.947125
ZNF609	-0.09275
SIRT4	-0.25325
EXOSC10	-0.00275
ECE2	0.654
OVGP1	1.21375
GTPBP3	-1.027
PACS2	0.6544
C19orf36	-0.854166666666667
ARL4C	-0.6645
ATG4B	-0.68925
UBQLNL	1.26075
RHOXF2B	-3.914
PLEKHG2	-0.271
GALR1	0.1205
AQP4	0.715
HDAC7A	-0.194833333333333
DCUN1D3	0.4225
OR8A1	-0.083
CCRN4L	0.532375
CBR4	-0.879
KIFC1	-1.6155
SLC7A14	-1.4712
LHX5	0.279
TRPC7	0.0025
LPXN	-1.346
SERPINA1	-0.98325
RPS13	-0.6079
BPIL3	-0.4555
PRKAA1	-0.0965
FADS2	1.8328
ENAH	1.4200625
PRO1768	-0.862
APBA2BP	-0.329
LIPH	2.98783333333333
C3orf33	-1.34925
RCC2	0.787
ALDH1A2	-3.0803
RNF103	1.08625
AHCY	-0.0265
ALG12	0.676
CCL17	0.304
ZNF543	1.052
ESRRG	2.2332
CNGA1	1.97325
RDH5	-0.349666666666667
OTX1	-0.353
PTGFR	-1.23633333333333
CDR2	0.278375
SELE	2.9805
NLGN2	-0.293166666666667
EXOSC9	-1.4515
ZNF566	0.142666666666667
KLRC2	-5.1425
GPR12	0.614
KIAA0196	-0.22175
PDRG1	0.37375
SSR3	-0.0884285714285714
MSI1	0.0125
CST9	-0.2195
CC2D1A	0.02025
PLAGL1	-0.929722222222222
ZNF778	-1.451
RNF2	-0.02225
KLF6	0.709333333333333
THBD	2.51083333333333
tcag7.1314	-0.51975
NR5A1	0.011
ABCD2	-0.0956666666666666
DNAJC7	-1.5605
CLEC4C	0.3855
TM2D3	0.240125
CCDC4	-0.309
PLAC2	1.52425
DCD	7.6275
FAAH	1.163625
POLA1	-0.287666666666667
TM7SF2	2.46825
FLJ39822	-0.9005
FLOT2	0.315
MAP4K1	-0.488666666666667
SRP68	-0.835125
C21orf74	-0.21
ARPC5	0.173125
LOC126075	2.0075
HECW2	0.23325
ZDHHC4	-0.64575
ANKRD42	1.8722
PDE9A	-0.109666666666667
ABCA8	-0.78475
NDUFS2	0.09875
UBR5	-0.137625
BTBD16	-2.204
LOC554174	-0.167
ZNF20	1.2225
KIAA1843	-0.204
WDR17	-1.60757142857143
C15orf33	1.5205
RNF113A	-0.4385
CAMKK1	-0.2069
CLCN2	1.2525
ANXA6	0.86
LOC340069	0.388
EMID1	0.370125
DPM3	0.429333333333333
ELA1	-0.1215
SLC25A13	-0.1422
KRT24	0.12775
SMPD1	0.416666666666667
TH	0.18275
COL6A2	1.6285
ANKS1B	1.15725
GPR126	-0.3492
ZC3H12A	-0.516666666666667
TMEM47	0.204333333333333
C2orf51	-0.178166666666667
C1orf88	3.02233333333333
HSF2BP	-0.48525
AKAP10	-0.0375
RPAP3	-1.294
KLHDC8B	0.118125
STOM	0.8857
MUPCDH	-0.062875
C10orf72	0.27825
PLEKHA3	0.651333333333333
TCP11L1	0.000499999999999999
CWF19L1	0.159
SPEF1	1.73484615384615
YSK4	1.705
ELN	2.5313
SAMD8	-0.193833333333333
MPI	-0.775666666666667
MEPCE	0.9934
ABCC3	-0.74975
NANOGP1	-3.718
KCNK17	3.915375
HLA-DMB	3.084
RRAGA	0.50425
ANGEL1	-0.3555
RBM32B	0.478
CPN1	-2.96275
MGC52282	-0.0154
HLA-A	2.89833333333333
OR9G4	0.075
EDNRB	-1.706375
SCD	-1.69642857142857
C14orf80	-0.0516666666666667
BAGE2	0.542
RABL4	1.41316666666667
RCVRN	-0.279
SHANK1	-0.0935
NLRP7	-3.85825
CD226	0.807
STAT3	1.097
SYNJ2	-1.0296
TPCN2	0.300166666666667
WDR36	-1.486
MBD4	-0.2765
ROBO1	-0.6639
ST3GAL6	-3.90625
SLAMF8	2.67833333333333
ATN1	1.47533333333333
GPR141	0.44075
KRT36	-0.208
TPH1	0.5035
DDX52	-0.75925
ZSCAN29	0.0576666666666667
TRPT1	0.2635
DPEP3	0.77025
DENND4A	-1.195625
TSPAN16	-0.705
PTCHD2	0.233
LOC145814	-0.23925
CAP1	0.499833333333333
EIF5A2	-0.3809
NT5DC3	-1.724375
SEPT9	-1.356125
SEZ6L2	0.206125
EGFLAM	3.61475
VPS11	0.687
NDUFB5	0.6465
CIDEA	0.0916666666666667
IER5L	0.9345
N6AMT1	-0.09925
FAM83C	0.1535
OXR1	0.075
IRX1	0.4945
DGKB	-0.728
GCN5L2	-2.32725
MIR16	0.609625
FBXW9	-0.16725
WDR4	-1.24816666666667
PDC	0.1135
VPS33B	-0.59975
HEXB	-0.6095
FLJ32214	0.701
TCEB3	0.0975
CRLF1	-2.70825
ABI3BP	-0.35375
C8orf22	-4.13625
PYCR1	-0.250125
KIAA1706	0.89975
CDK5R2	0.819
WAS	0.1865
C12orf60	-1.565
CCBL2	-0.7885
MADD	-0.42825
C5orf34	-1.66175
WDR42A	0.8618
KLF12	-0.7995
HSPA1A	1.6125
ITM2C	-0.778583333333333
DAPK2	2.002
LOC442590	-0.254
SUMF2	0.0595
CENPA	-2.35330769230769
TMED5	-1.201375
CDH6	-0.0281
BRP44	0.966125
THG1L	0.11275
GABRA2	-2.7405
C14orf166	-0.376
MYL1	-1.86783333333333
TNFSF18	0.333
PAP2D	-1.2825
PPIB	-0.18075
KLHL4	-0.880125
SFN	1.50033333333333
CCDC127	0.11625
FRAP1	-0.01175
GOLGA5	0.4785
SDCCAG1	-0.306125
MGC21675	-0.258666666666667
C10orf95	-0.2315
KIAA1345	-0.5655
C1orf163	-1.672
LACE1	-0.359333333333333
OR10K2	0.075
CENPN	-2.3812
TMED2	0.03175
UGT1A6	1.5005
ANG	-1.07825
U2AF1	-0.326166666666667
CASC2	0.505333333333333
NMT2	-1.143
OSGEPL1	0.1025
DFNB31	-0.172
SLC6A20	0.119625
DKC1	-1.11625
FXYD4	-0.70775
WDR64	0.69225
MGC5590	0.952
CREBZF	-1.384
DAZ1	0.143
PRPSAP1	-1.00325
GCHFR	-1.08025
TTC7A	-0.733875
LOC196993	1.65425
UBD	-0.190666666666667
S100A1	0.206875
RPL6	-0.568166666666667
DNAJB6	-0.31415
NAGS	0.1463
C2orf58	0.174
KERA	1.18816666666667
MT1X	-0.1023
UBE2B	0.1267
KEAP1	0.58975
MST1	-2.566375
OMA1	-0.0085
ABLIM2	1.10725
BCL2L13	0.0886666666666667
JAZF1	-0.553333333333333
TMEM63B	1.934
S100A8	3.9469
ARFIP2	1.48425
UROS	0.5335
KHDRBS2	-2.3185
POLQ	-2.75625
SOAT1	-1.331
SPAG4	-0.26225
MRPS30	-2.05266666666667
LOC494141	-0.77475
OR2T11	0.2325
ORAOV1	-0.0798
ZNF184	-0.3135
TCEB3B	0.00683333333333336
ADAM21	0.4105
GDPD1	0.10475
SPINLW1	0.019
PRR14	0.373833333333333
KCTD9	-1.4201
NUDT3	0.6985
KIAA1822	1.3275
HIST1H4K	1.66
DFNA5	-2.46475
GABPA	-0.50875
C14orf44	0.255
POLB	-1.021
PTAR1	-1.28525
SEC31A	0.6269
TRIM58	0.919
TAS2R14	-1.4505
VPS8	1.3995
H1F0	1.76516666666667
PRKCB1	-4.13166666666667
UGT2A1	0.316
TOR1B	0.0235
LSS	-1.25216666666667
C2orf19	0.3475
HNRNPC	0.435785714285714
TMEM100	-2.51566666666667
LOC116349	0.37625
OR51M1	-0.4815
CCDC142	-0.008
ISG15	4.6084375
ZCCHC14	-0.3415
CREBL2	0.5325
TGDS	-1.83075
DC2	-1.0395
CACNA2D3	-0.845857142857143
ZNF429	-0.4085
LYPD6	0.387
SUCLG1	-0.468
OR51I1	-0.304
MAGEH1	0.607
PRPF40A	0.2775
SMR3A	0.3665
SPINK2	-0.8135
THAP2	1.228375
NPY5R	-1.664375
IRF4	-2.112125
SPESP1	-1.09416666666667
OR10S1	0.5325
DTD1	-0.82125
TUBE1	-2.123
DDX19A	-0.7675
PDPN	-0.500125
TMEM34	-0.309083333333333
MGAM	0.14275
COL3A1	5.79811111111111
GFM2	-0.6004
OR5A2	0.526
PSG9	-0.4855
ARHGEF11	0.982
IVNS1ABP	-0.2874375
SIGIRR	2.517
DUSP19	-0.05225
DNAJC14	0.3998
ACSS1	-0.4305
IL1RAPL2	0.6745
C4orf30	-1.96
SEPT4	2.72
LANCL3	-1.93275
SPAG17	1.83533333333333
PRDX3	-1.27225
HNF1A	-1.163125
P4HA2	0.046
RFWD3	-1.2095
MOV10	1.0525
DNAJA5	0.0652142857142858
LOC729440	-0.48125
LOC200383	1.528375
SMC2	-1.61225
MIXL1	-0.450833333333333
TMEM9	0.98725
FAM86A	0.095
ZNF174	0.192
MYH14	-0.92025
CCR8	0.321
VPS37C	0.7255
GPATCH1	0.4
B3GNT8	1.7185
TBX4	-0.10925
CNR2	0.286166666666667
PCDH1	1.263
C5orf29	1.85375
OCIAD2	0.3985
PLCG2	-0.33575
KIAA0247	2.171125
HRH3	0.1955
CAPN13	4.7775
CCR1	0.1371
MGC15523	-0.595388888888889
UVRAG	0.3905
DNAJA2	-0.846833333333333
ITGA2B	-0.260166666666667
CLDN5	2.76225
PTPRN2	-2.27228571428571
ZNF512	-0.535
PSAP	0.851285714285714
CCDC140	-0.6
LRRC55	-0.3505
CYP26C1	0.238
C8orf47	-1.034
LYN	0.203875
DUSP6	-0.354166666666667
TGFB3	3.16846666666667
ELK1	0.4709
PCDH11Y	-0.418
HGD	0.03
C17orf58	1.02525
MYO3A	0.206
SERPINE2	-4.983
AARSD1	-1.054375
C14orf73	-1.036
ADAM33	0.22975
ZNF491	0.7795
MAPK6	-0.772
TCN1	-0.305166666666667
SLC24A6	0.6325
UBE2R2	0.661
H1FNT	0.34575
TATDN2	-0.0191666666666667
LILRB1	1.68725
P2RY5	0.205
NUCB2	1.1355
C2orf37	0.923
SNX27	1.84933333333333
MTA3	0.412625
FOXO4	-0.132375
ID4	0.0315
SOX5	-2.43116666666667
PXMP3	0.070625
OR52M1	0.4515
SFT2D3	-0.025625
INA	-3.57483333333333
MCOLN1	0.9065
NFIX	-0.0135
CLEC14A	4.96666666666667
HIBCH	-0.301
PLA2G5	1.89725
TIMM10	0.0373333333333333
MED17	-0.0598
COL4A4	-0.342
TPP1	0.515
GJA3	-1.1905
TMPRSS5	-1.92825
AADACL3	0.1975
DNMBP	-1.4375
ENPP5	2.54616666666667
NQO1	-0.7697
ZSCAN2	-0.47775
SEC24C	0.494333333333333
GTF2A1L	-1.4975
AXIN2	-0.2895
FAM33A	-1.59658333333333
C16orf13	0.831375
SPNS2	0.504
TAF1	-0.09375
AP1G2	0.458833333333333
RBM42	0.201666666666667
HCN2	1.4735
EFHB	1.175
RUSC1	1.556
GRIK5	0.21
USP21	1.25483333333333
ATAD3C	1.52325
ORMDL2	0.462
PRSS7	-3.7045
PSAT1	-4.906
FLJ13195	-2.37466666666667
TBC1D1	-0.4055
IFNG	1.1635
OTOS	0.459666666666667
ZNF773	-0.118666666666667
EMD	-0.421
RETN	1.839
CCL8	5.108
APH1A	1.0085
COX18	-1.0765
GTF2IRD2	-0.92475
CCDC82	-2.12991666666667
PAFAH2	0.1384
NPEPL1	-0.6049
RP11-114G1.1	0.1105
TP53INP1	1.25525
ZNF300	-0.9235
FOXL2	-3.008
LARP2	-0.61925
LATS1	0.143
HTR6	0.648
SPOCK2	-0.978666666666667
RNF144B	2.81133333333333
HTATIP2	-0.6955
MGC10334	0.903416666666667
CENTA2	1.88433333333333
FGF2	-2.6695
FXYD7	0.42075
PHYHIPL	-2.0435
GPR34	1.95375
DDX6	0.304166666666667
OR10W1	0.1585
LHFPL1	-0.655
ZNF313	0.657642857142857
VPS28	1.321
AP3M1	-0.178
AKR1CL2	0.027
TRAF4	-0.051875
OR2B11	0.67
C19orf12	0.478
AKAP9	-0.569333333333333
C1orf62	0.52425
SLC20A1	-0.9727
FAM112A	0.1165
LDB2	0.452625
MRPS23	-0.855
KLK5	1.419
SPTB	-0.341
EFEMP2	1.695
EFNB2	0.46025
PCM1	-0.801214285714286
NMNAT3	-0.904125
TSG101	-0.0785
C8orf40	-0.645666666666667
NOB1	-1.58575
ABHD3	-2.44025
GTF3C4	0.243125
PIGN	0.907666666666667
GALNTL1	0.289
AEBP1	3.09675
OR9Q1	1.0185
ANKRD2	0.162125
CCL28	-1.45075
TRIM38	1.5
TMCC1	0.0115833333333334
SMG5	0.6355
LRRC7	0.0445
NCAPD2	-0.4705
C6orf153	-0.39375
C1orf74	0.371
OTUD6A	0.24
DCP2	-0.8175
TMEM24	0.5595
RPL18	-0.203833333333333
TMEM177	-0.3885
LRRC37A3	0.21825
C1D	-1.025
LDHC	1.36125
UBE4B	-0.614166666666667
NIT1	0.75175
BTN3A3	1.32675
RASD1	1.603
COMMD3	0.3855
SHFM1	0.81975
BIRC8	-0.13225
DUT	-0.4135
C12orf51	-0.191
LRRC59	0.0606666666666667
LY6H	-0.49825
WDR22	0.656166666666667
EDEM1	0.265214285714286
ADH1A	1.4855
PANX2	0.8355
CYP11B1	0.7685
CDC73	0.1315
GPR172A	1.46025
GSTM3	0.447307692307692
KCNA5	-0.322125
SERAC1	0.485833333333333
NFATC2	0.032
ANAPC5	-0.6577
C15orf24	-0.38925
NFATC2IP	-0.57
TNRC6C	0.1235
MGC102966	1.86625
FGD5	1.90933333333333
MED9	-0.0145
RAB13	0.508666666666667
C15orf49	-1.0725
CRYGS	-0.0718
C12orf53	-1.0614
LOC283693	-0.043
COX6B2	-0.273375
PHF14	-0.38825
FAM3A	0.23275
RPL13	-0.9429
PRDX2	0.9978
FLJ34047	-1.50475
PRMT3	-1.2875
KCTD19	-2.147
TRIM10	-0.138833333333333
MGC26597	0.303
GCNT4	0.092
GPRASP1	-0.626
CDKN1C	-1.54491666666667
RHBDL2	0.345
HSPH1	-0.14175
AQP1	2.7795
COL17A1	0.5251
GFAP	0.042875
CDC16	-0.4935
KIAA1614	0.31
C6orf118	2.71016666666667
ZSWIM5	-2.3295
FAM83F	3.4195
LYNX1	1.8828125
SYNPR	-0.2585
XG	3.8515
PRSS16	1.0455
KIF13B	0.663
PCDH9	-2.315
HIST1H2AH	0.899833333333333
RBM18	-0.52125
ZNF626	0.655875
HEXIM2	-0.497833333333333
ITFG1	-0.934
TUBG2	-0.5815
SFRS7	-0.781333333333333
C9orf14	0.575
EXTL1	-0.64575
GBP3	3.05866666666667
WDR5	-0.13075
RARG	1.301
MYO7A	-0.6185
CECR6	0.17675
C13orf3	-1.244625
SFRS18	-0.993625
ACVR1B	0.530833333333333
PSMD1	-0.6724
C7orf31	-0.759833333333333
ILVBL	0.234
IFNGR1	0.89425
RNF186	-0.318333333333333
NOL9	-1.18775
MAGEL2	0.9155
SLC29A2	0.1015
NHSL1	-1.6845
RBMX	-0.463
PSORS1C2	0.630625
RAD51L3	-0.817083333333333
LCN6	1.02725
ORAI2	-0.902875
BRUNOL6	-0.4053
OR4K5	0.046
CDC123	-0.923875
MSLN	0.389
WWTR1	-0.292666666666667
ZNF700	-1.056
COBL	0.041
PPP1R16B	-0.8185
GAS7	0.1069
MDN1	-0.829875
HAAO	0.727
C9orf68	0.995
TNFAIP2	1.135375
FOXN1	0.27
hCG_2033311	0.263166666666667
ATP6V0D2	0.7591
RPL41	0.0165
SLC38A1	1.337625
ARHGAP6	-1.30716666666667
ADAD2	-0.793
PHF20L1	0.0499375
MCM3AP	-0.3285
ST3GAL3	-0.432833333333333
SNX1	0.725833333333333
ELF5	2.09025
PARP3	0.874
RBM8A	-0.3645
LINGO4	0.3255
ITGA9	0.145
ZFR	-0.17975
ACSL6	-0.225875
FLJ20699	1.0466
DAOA	0.4915
FABP4	2.26325
KCNB1	-0.68725
CANX	-0.1537
SLC25A28	1.19733333333333
ADIPOR2	-0.4245
ECHDC2	1.024375
SMA4	-2.5885
FRZB	2.375375
PABPC1	-0.288166666666667
DMRTB1	-0.211875
APOBEC3G	-0.177
CATSPER2	-1.9955
CUEDC1	1.373
STARD9	-1.656
CLDN8	4.434875
LOC23117	-1.11204545454545
E2F6	-1.06538888888889
TMEM126B	-0.916333333333333
DPY19L4	0.2715
GIMAP5	2.90816666666667
NDUFA9	-1.23583333333333
FAM77C	0.054
CTPS2	0.82725
LOC51035	-0.06625
WDSOF1	-0.87275
EGLN3	0.84775
PITX3	1.29316666666667
OR52E8	-0.263
GRM4	0.557
KLK1	-2.259
GPM6B	-0.96975
RRAGD	0.115666666666667
PAGE5	-3.08975
UCHL5	-0.413166666666667
ULK3	0.1375
AIM2	3.39216666666667
PNO1	-0.998666666666667
OR2F2	-0.352
GNAT2	-0.8515
SIX1	2.67725
ST13	-0.10275
ZBTB44	0.342
TIMP2	-0.02925
ZMAT4	-0.46475
GTF2IRD1	0.736333333333333
ZNF19	0.207166666666667
ZNF714	-0.67175
RSC1A1	0.6315
C9orf80	-0.26925
PSMA8	0.3862
TMEM141	1.00425
COX4I1	-0.675928571428571
CTAGE1	0.043
DTWD1	-0.93525
HSD11B1	-0.90925
KRT6B	3.71025
ARID4B	0.8065
LHFPL3	0.00625000000000001
WWP2	-0.978
ZNF326	-0.512833333333333
RGPD1	-0.3175
CTSH	0.285833333333333
FASTKD1	-1.874625
PAF1	0.7989
TTC9C	-0.0685
IFT57	0.1829
PRSS36	-0.3055
IL20RB	-1.501
ZNF592	0.300333333333333
DCTD	-0.7908
CFP	0.84325
MFNG	-1.585875
JMJD2B	1.217
ALDH3B1	-0.764125
THSD4	1.14766666666667
KCNJ5	1.92783333333333
LMNA	0.8025
TBCD	0.116
ZNF250	0.899666666666667
CASQ2	1.652
PEG10	-0.751166666666667
PRAME	-2.03413333333333
NP	-0.8855
TRIM59	-0.4135
ZNF12	-0.0915
XTP3TPA	-0.76025
SIGLEC7	-0.3849
PANK4	0.222
FAM70A	-2.64933333333333
SNED1	0.08725
HIP1	0.4075
RAET1E	1.396
AMAC1L2	-1.087
AHNAK2	1.71791666666667
TOE1	-0.653
RECQL4	-0.1785
SPRYD3	1.29225
DPAGT1	-0.36325
MAGED2	1.7092
ANKRD55	-1.0865
TRPS1	4.59025
DOK7	-0.577
TFPI2	-6.52475
GTF2H3	-0.790166666666667
CYP4F11	0.5945
LHX2	-2.13183333333333
ATG16L1	0.119
ASB12	1.052
C1orf116	4.4625
NF2	-0.04775
POM121	-0.6341
PHYHD1	2.0483
TXNDC17	0.434833333333333
DKFZp779O175	-0.03475
NUP62	-0.365857142857143
MYO18B	-0.430666666666667
PRAMEF1	0.31
TCBA1	-0.2345
TMEM168	-0.2485
FJX1	0.666
CLCF1	-0.96775
SEPN1	0.89025
IGSF2	0.9375
NUDCD1	-0.780166666666667
TFF3	1.58583333333333
NDFIP1	1.1805
CHCHD4	-0.67525
TNR	0.4945
CUTA	0.166
USP44	-4.56
DPP10	-0.314833333333333
IWS1	-0.2575
PCGF1	0.77
SULT1C4	-0.3305
NTF5	-0.39725
PTPN13	1.11375
SSTR5	0.2615
SFRP1	-1.308
IDH3B	-0.466875
SUOX	1.749
TMCO5	1.9505
GOLT1B	-0.458
MIB1	-0.67
PCDHGB1	0.168
SUSD1	-0.5885
ICAM5	-2.62183333333333
PAPOLB	-0.30125
URM1	-0.2945
TMEM106B	-0.00583333333333333
LRIG2	-0.6605
SLC27A5	-2.5555
CLIC6	2.8814
ZNF420	0.351
SCN9A	-1.6219
KIAA1909	1.089
ELMOD1	-1.7335
PRKAG1	-0.381
FAM64A	-1.91033333333333
EEF1G	-0.5118
SMAD5	0.897
INCENP	-1.805
WASF2	0
GARS	-0.8175
CDK10	-0.9773
HLX	1.41066666666667
