Hybridization REF	TCGA-A2-A0CQ-01A-21R-A034-07
C14orf44	0.95125
POLB	-0.000375000000000014
PTAR1	-0.752
SEC31A	1.107
TRIM58	-0.765
TAS2R14	-0.0135
VPS8	0.153125
H1F0	2.32616666666667
PRKCB1	-3.37933333333333
UGT2A1	0.2965
TOR1B	-0.32775
LSS	-1.67716666666667
C2orf19	0.0155
HNRNPC	0.639214285714286
TMEM100	-2.49133333333333
LOC116349	-0.183
OR51M1	-0.665
CCDC142	-0.52025
ISG15	1.560125
ZCCHC14	-0.05725
CREBL2	0.98475
TGDS	-1.85125
DC2	-0.8595
CACNA2D3	0.478071428571429
ZNF429	-0.087
LYPD6	0.484
SUCLG1	-0.400833333333333
OR51I1	-1.33
MAGEH1	-0.9985
PRPF40A	-0.3515
SMR3A	0.662
SPINK2	-1.11625
THAP2	-0.38025
NPY5R	5.5035
IRF4	-3.09425
SPESP1	-2.662
OR10S1	0.2415
DTD1	-1.34525
TUBE1	-2.003
DDX19A	-1.964
PDPN	-1.35275
TMEM34	0.538416666666667
MGAM	1.592
COL3A1	5.24066666666667
GFM2	-1.0598
OR5A2	0.88
PSG9	-1.75
ARHGEF11	0.675166666666667
IVNS1ABP	-0.8909375
SIGIRR	1.463
DUSP19	-0.275875
DNAJC14	0.0253
ACSS1	1.29575
IL1RAPL2	0.539
C4orf30	-0.65675
SEPT4	1.33875
LANCL3	-2.50675
SPAG17	-0.2375
PRDX3	-0.33025
HNF1A	-0.06575
P4HA2	-0.858125
RFWD3	-1.13966666666667
MOV10	-0.26875
DNAJA5	0.875071428571429
LOC729440	0.106
LOC200383	1.73775
SMC2	-2.47675
MIXL1	-1.044
TMEM9	1.2475
FAM86A	1.2815
ZNF174	0.5605
MYH14	-0.36975
CCR8	-0.464333333333333
VPS37C	0.950833333333333
GPATCH1	0.787833333333333
B3GNT8	2.684
TBX4	-0.864
CNR2	0.310333333333333
PCDH1	1.634
C5orf29	4.441125
OCIAD2	1.4215
PLCG2	0.2255
KIAA0247	2.0885
HRH3	0.175
CAPN13	4.856
CCR1	0.3301
MGC15523	0.217222222222222
UVRAG	0.4625
DNAJA2	-1.19266666666667
ITGA2B	-0.887166666666667
CLDN5	3.63425
PTPRN2	-1.52285714285714
ZNF512	-0.0876666666666667
PSAP	0.0385714285714285
CCDC140	-1.6695
LRRC55	-0.00249999999999999
CYP26C1	-0.7145
C8orf47	-1.328
LYN	0.182625
DUSP6	0.9655
TGFB3	2.34753333333333
ELK1	-0.2607
PCDH11Y	-0.646
HGD	0.18675
C17orf58	0.71325
MYO3A	0.935
SERPINE2	-5.3345
AARSD1	-0.795
C14orf73	0.5505
ADAM33	-0.23975
ZNF491	0.4125
MAPK6	-1.28466666666667
TCN1	-1.13966666666667
SLC24A6	1.467
UBE2R2	0.518
H1FNT	0.29175
TATDN2	0.655
LILRB1	2.93
P2RY5	0.583
NUCB2	2.49375
C2orf37	0.91875
SNX27	1.6735
MTA3	1.00375
FOXO4	0.5695
ID4	-1.87266666666667
SOX5	1.01583333333333
PXMP3	0.257375
OR52M1	0.3155
SFT2D3	-0.153125
INA	-3.41016666666667
MCOLN1	0.4475
NFIX	0.7834
CLEC14A	5.34616666666667
HIBCH	-0.420166666666667
PLA2G5	0.5455
TIMM10	-0.433833333333333
MED17	-0.1159
COL4A4	-2.4415
TPP1	0.390833333333333
GJA3	-1.54333333333333
TMPRSS5	-1.01825
AADACL3	0.4455
DNMBP	0.6815
ENPP5	4.3815
NQO1	-1.792
ZSCAN2	-0.032
SEC24C	0.303666666666667
GTF2A1L	-1.9005
AXIN2	-0.1578
FAM33A	-1.40308333333333
C16orf13	0.651375
SPNS2	0.68925
TAF1	0.27625
AP1G2	0.680166666666667
RBM42	0.327833333333333
HCN2	1.1255
EFHB	0.569166666666667
RUSC1	0.2715
GRIK5	0.194
USP21	0.655333333333333
ATAD3C	1.45925
ORMDL2	0.73425
PRSS7	-3.3735
PSAT1	-6.048
FLJ13195	-0.803833333333333
TBC1D1	0.352
IFNG	0.68225
OTOS	0.446666666666667
ZNF773	-0.3435
EMD	-1.73525
RETN	-0.2925
CCL8	3.1315
APH1A	-0.76525
COX18	0.269
GTF2IRD2	0.0055
CCDC82	-3.03316666666667
PAFAH2	0.7012
NPEPL1	-0.805
RP11-114G1.1	0.0955
TP53INP1	1.999
ZNF300	-3.16983333333333
FOXL2	-3.90925
LARP2	0.684416666666667
LATS1	-0.2665
HTR6	0.6735
SPOCK2	-0.908
RNF144B	2.39283333333333
HTATIP2	0.09525
MGC10334	0.518916666666667
CENTA2	3.06233333333333
FGF2	-1.43475
FXYD7	0.1155
PHYHIPL	-2.9475
GPR34	4.521
DDX6	0.2835
OR10W1	0.104
LHFPL1	-0.138
ZNF313	-0.587642857142857
VPS28	0.865
AP3M1	-0.5607
AKR1CL2	0.174
TRAF4	-0.524
OR2B11	0.645
C19orf12	-0.51
AKAP9	-0.536833333333333
C1orf62	-0.0985
SLC20A1	-1.0768
FAM112A	0.166
LDB2	0.486375
MRPS23	-1.23325
KLK5	0.494125
SPTB	-0.3105
EFEMP2	-0.26525
EFNB2	0.3565
PCM1	0.468428571428571
NMNAT3	0.86775
TSG101	0.3475
C8orf40	0.0121666666666667
NOB1	-1.828
ABHD3	-0.622
GTF3C4	-0.10575
PIGN	0.795166666666667
GALNTL1	0.45825
AEBP1	1.074125
OR9Q1	0.468
ANKRD2	-0.165875
CCL28	-1.84375
TRIM38	0.124
TMCC1	0.0219166666666667
SMG5	0.36875
LRRC7	-0.6255
NCAPD2	-1.3455
C6orf153	-1.3115
C1orf74	0.38275
OTUD6A	0.9615
DCP2	-0.424
TMEM24	0.423
RPL18	-0.555833333333333
TMEM177	0.1295
LRRC37A3	0.357
C1D	-1.07033333333333
LDHC	1.9225
UBE4B	-0.294333333333333
NIT1	1.112875
BTN3A3	-0.236125
RASD1	0.941375
COMMD3	0.571
SHFM1	0.56175
BIRC8	-0.052
DUT	-0.064
C12orf51	0.904
LRRC59	-0.685333333333333
LY6H	0.0635
WDR22	0.771333333333333
EDEM1	0.797285714285714
ADH1A	1.653
PANX2	-0.29
CYP11B1	0.69325
CDC73	-0.54075
GPR172A	-0.13325
GSTM3	3.01023076923077
KCNA5	-0.6755
SERAC1	-1.053
NFATC2	0.0175
ANAPC5	-0.575
C15orf24	-0.1225
NFATC2IP	-0.213833333333333
TNRC6C	0.367833333333333
MGC102966	-1.275625
FGD5	2.55883333333333
MED9	0.413
RAB13	1.50433333333333
C15orf49	0.2125
CRYGS	0.1054
C12orf53	-1.0664
LOC283693	-0.9375
COX6B2	2.57425
PHF14	-0.27525
FAM3A	-0.301125
RPL13	-0.9434
PRDX2	0.0092
FLJ34047	0.80225
PRMT3	-0.68025
KCTD19	-1.594
TRIM10	-0.494333333333333
MGC26597	0.502833333333333
GCNT4	0.22475
GPRASP1	-0.29075
CDKN1C	-1.66233333333333
RHBDL2	1.9542
HSPH1	-0.78875
AQP1	3.020875
COL17A1	-0.9423
GFAP	0.351375
CDC16	-0.00775
KIAA1614	-0.052
C6orf118	0.041
ZSWIM5	0.41225
FAM83F	3.5345
LYNX1	1.215375
SYNPR	-0.507
XG	2.1165
PRSS16	-0.872375
KIF13B	2.58914285714286
PCDH9	-2.454875
HIST1H2AH	2.605
RBM18	-1.03025
ZNF626	0.239875
HEXIM2	1.21533333333333
ITFG1	-1.491
TUBG2	-0.506
SFRS7	-0.765833333333333
C9orf14	0.812
EXTL1	0.69125
GBP3	3.333
WDR5	-1.67575
RARG	0.2595
MYO7A	-0.136625
CECR6	1.86775
C13orf3	-2.0125
SFRS18	-0.70025
ACVR1B	0.688833333333333
PSMD1	-0.5992
C7orf31	-1.2602
ILVBL	-0.54275
IFNGR1	0.977
RNF186	-0.32125
NOL9	-0.69675
MAGEL2	-0.451
SLC29A2	-0.79975
NHSL1	-2.80175
RBMX	-0.524
PSORS1C2	0.596875
RAD51L3	-0.43675
LCN6	1.543
ORAI2	-0.049625
BRUNOL6	0.6736
OR4K5	0.064
CDC123	-1.010875
MSLN	-2.29816666666667
WWTR1	-1.33516666666667
ZNF700	-0.773833333333333
COBL	-0.50075
PPP1R16B	-0.24625
GAS7	-0.0407
MDN1	-1.635375
HAAO	0.047
C9orf68	4.136
TNFAIP2	2.562
FOXN1	0.1795
hCG_2033311	0.0721666666666666
ATP6V0D2	-0.0618
RPL41	0.276625
SLC38A1	1.679375
ARHGAP6	-1.02308333333333
ADAD2	-0.545
PHF20L1	0.439
MCM3AP	0.340833333333333
ST3GAL3	-0.8995
SNX1	1.366
ELF5	0.66625
PARP3	0.6965
RBM8A	-0.315375
LINGO4	0.248
ITGA9	1.63216666666667
ZFR	0.30625
ACSL6	-0.154125
FLJ20699	0.4594
DAOA	0.294333333333333
FABP4	4.723
KCNB1	-1.0605
CANX	0.0809
SLC25A28	0.438
ADIPOR2	1.184125
ECHDC2	2.2325
SMA4	-0.24475
FRZB	2.28225
PABPC1	-0.3775
DMRTB1	-0.47375
APOBEC3G	0.29825
CATSPER2	0.586666666666667
CUEDC1	1.85133333333333
STARD9	-1.657
CLDN8	0.835875
LOC23117	-0.350363636363636
E2F6	-0.669666666666667
TMEM126B	-0.795333333333333
DPY19L4	-0.42075
GIMAP5	2.674
NDUFA9	-0.743166666666667
FAM77C	1.6435
CTPS2	0.264
LOC51035	0.30975
WDSOF1	-1.52525
EGLN3	1.0915
PITX3	1.19483333333333
OR52E8	0.3635
GRM4	2.314
KLK1	-2.5
GPM6B	-1.36825
RRAGD	-1.6335
PAGE5	-3.073
UCHL5	-1.9165
ULK3	-0.100666666666667
AIM2	-0.890166666666667
PNO1	-1.28166666666667
OR2F2	0.567
GNAT2	-1.3145
SIX1	2.74
ST13	-0.593
ZBTB44	0.546875
TIMP2	-0.44875
ZMAT4	-4.5955
GTF2IRD1	-0.127
ZNF19	0.347166666666667
ZNF714	-1.143
RSC1A1	0.67175
C9orf80	0.03025
PSMA8	0.0206666666666667
TMEM141	0.97175
COX4I1	-0.641142857142857
CTAGE1	0.102333333333333
DTWD1	-1.24675
HSD11B1	-0.7375
KRT6B	2.24
ARID4B	1.417125
LHFPL3	-0.24825
WWP2	-0.528166666666667
ZNF326	-0.329
RGPD1	-0.0445
CTSH	1.3215
FASTKD1	-1.377125
PAF1	0.8414
TTC9C	-0.638
IFT57	0.7452
PRSS36	0.473
IL20RB	-2.097
ZNF592	0.427
DCTD	-0.6503
CFP	0.7545
MFNG	-0.394625
JMJD2B	2.03475
ALDH3B1	-1.121375
THSD4	2.45166666666667
KCNJ5	2.45083333333333
LMNA	0.468833333333333
TBCD	-0.046625
ZNF250	-0.474666666666667
CASQ2	1.02866666666667
PEG10	-4.4755
PRAME	-5.03653333333333
NP	-0.148875
TRIM59	-0.389
ZNF12	-0.112125
XTP3TPA	-0.97625
SIGLEC7	-0.1339
PANK4	-0.22075
FAM70A	-2.24716666666667
SNED1	-0.29125
HIP1	0.9474
RAET1E	-0.000999999999999992
AMAC1L2	0.294
AHNAK2	1.64325
TOE1	-0.612666666666667
RECQL4	-1.5595
SPRYD3	1.22475
DPAGT1	-0.54025
MAGED2	1.6728
ANKRD55	-0.79575
TRPS1	4.4275
DOK7	1.4445
TFPI2	-7.265
GTF2H3	-1.09366666666667
CYP4F11	0.709
LHX2	-3.2705
ATG16L1	0.7475
ASB12	-0.4065
C1orf116	2.6575
NF2	-0.1379
POM121	-0.2778
PHYHD1	2.5232
TXNDC17	0.201333333333333
DKFZp779O175	-0.12625
NUP62	-0.0753571428571428
MYO18B	1.67466666666667
PRAMEF1	-0.088
TCBA1	0.152875
TMEM168	0.26725
FJX1	0.105166666666667
CLCF1	-0.42375
SEPN1	0.979625
IGSF2	0.68175
NUDCD1	-1.44933333333333
TFF3	2.646
NDFIP1	0.542
CHCHD4	-0.75025
TNR	0.2295
CUTA	-0.162833333333333
USP44	-5.158
DPP10	-0.623666666666667
IWS1	-0.498666666666667
PCGF1	-0.13475
SULT1C4	-0.364
NTF5	-0.2065
PTPN13	-2.50925
SSTR5	-0.275
SFRP1	-3.369375
IDH3B	-1.303375
SUOX	1.656
TMCO5	0.84275
GOLT1B	-1.74875
MIB1	-0.118785714285714
PCDHGB1	-0.433
SUSD1	-1.4285
ICAM5	-3.04616666666667
PAPOLB	-0.02425
URM1	-0.4443
TMEM106B	0.4615
LRIG2	-0.36075
SLC27A5	-0.26775
CLIC6	5.9865
ZNF420	0.296
SCN9A	-2.4502
KIAA1909	0.211
ELMOD1	-2.67325
PRKAG1	-0.242
FAM64A	-2.082
EEF1G	-0.4477
SMAD5	0.68825
INCENP	-1.969
WASF2	-1.701
GARS	-1.6135
CDK10	-0.778
HLX	0.275666666666667
MDM4	1.018375
ZNRF1	-1.79571428571429
HHATL	-1.925
FAM21C	1.2546
HIST2H3C	-0.42675
PFDN2	0.87725
ZNF200	-1.30075
NDN	-1.58075
HBA2	-1.49183333333333
FBLN5	2.315625
PUM1	0.3805
TNNT1	-0.366833333333333
C19orf59	-1.0485
HNRPH2	0.4885
RAB7A	0.0325
PMS2	-0.668125
BIRC3	-0.144666666666667
NRSN2	1.12075
OR52K2	0.879833333333333
SPOCK1	-1.45671428571429
H2AFY	0.4765
RXRB	-1.784
ZNF638	0.106166666666667
ANKRD45	-0.303
ACTN4	-0.2215
FXC1	0.162
EIF2B5	-0.19425
VPS33A	-0.37875
PINK1	0.527125
FAM106A	-0.9445
SKIP	0.9265625
GAPDHS	0.03225
MUM1L1	1.3555
PSTPIP1	0.941
CNTNAP1	-0.5234
CYP26A1	-3.877
APOL2	0.59
TACC2	0.32925
COX7A2L	-0.375428571428571
HSD17B1	0.1733125
ARRB2	0.26425
SLC7A6	-0.8322
HSD17B10	-0.42475
RBJ	0.2785
NUP155	-2.55075
MRPL10	-0.404333333333333
CYCS	-1.47733333333333
CCDC46	-0.821833333333333
TECTA	0.762
GNAL	-0.85025
LPO	0.4875
PEBP4	4.60125
DDX11	-1.82525
C18orf12	0.832
TAF9B	-0.323916666666667
IMP4	0.25575
RPA4	0.0886666666666667
NDUFS1	-0.59725
UPK1A	-1.04866666666667
ARRDC2	0.655
C18orf20	0.528
AES	0.533428571428571
CD2BP2	0.3725
C16orf54	0.3815
UGT2B17	-1.27525
FGFR1	-1.51127272727273
CEACAM6	3.2363
CHRM5	0.27675
CERK	-0.87575
AP3S2	0.989642857142857
ANKS4B	-2.35725
CLCNKA	0.492
ZNF208	-0.189666666666667
HLA-DRB5	5.369
CARKL	-0.181
GOT1	-0.452833333333333
CASP6	1.087625
HOXA1	-1.199
RCL1	-1.06625
ZNF181	0.4325
RAB40B	0.8975
MRPL38	0.282
LRRN2	3.07375
C3orf25	1.9115
OR5D14	-0.6
OR10AG1	-0.109
BET1L	1.1151
FRY	4.58125
AK3L1	-1.794
CSF3R	2.0895
POLR3K	-0.265166666666667
ATG2B	0.3505
EPS8	-1.2805
DARS	-0.373125
C10orf56	-0.183
DAD1	-0.256666666666667
RIOK1	-1.48016666666667
HERC2	-0.0715
HSD11B2	0.162666666666667
FAM96B	-0.95325
MGC13057	-2.449
BSN	-0.56025
CAND1	-0.998333333333333
HCST	2.105
ACTR10	-0.462666666666667
OR8D4	0.3575
NASP	-1.4537
COL9A2	1.858
LYZL1	-0.1705
GPC5	-2.7485
TBL3	-0.4425
CENTD2	0.3054
OR5AP2	0.16075
TLR1	2.72275
LMO6	-0.041
ZIC2	-3.857875
CPNE5	0.9195
ZMYND15	2.39175
FLJ22374	-1.466
CCDC106	1.04425
PARP16	0.35725
PDIA3	0.46525
C14orf126	-0.0355
CECR2	-0.7575
SFRS1	-0.539285714285714
FIGLA	1.1885
DCP1A	0.0465
MGC45800	-2.006
TEKT1	0.4935
C10orf67	0.789
CLN5	0.640875
NTN2L	0.3995
GLE1L	-0.45175
CES2	-0.7161
GNAS	-0.0315
DDX53	-0.013
TSPAN13	1.77225
MRPL52	-0.3326
SPIRE2	0.019625
TAS2R39	0.3795
SCUBE3	0.76625
UCRC	1.0018
CDKL3	0.41675
KIAA1715	-1.244
ZNF345	1.01525
RTF1	-0.00175000000000004
DHRS7	0.77825
RIPK4	-3.89933333333333
EXOSC2	-1.39583333333333
MS4A2	1.562
FGF17	-0.629
WDR59	-1.00525
EVI2A	-1.35225
IL17RC	1.4495
HS3ST1	2.578
ITGB1BP2	-1.607
RBPJ	-1.4
GIMAP1	2.839
INE1	-0.218166666666667
ALDH18A1	0.795875
TPI1	-1.75675
GATA6	-0.106
CABP1	-1.21283333333333
ZNF484	1.74675
DAPK3	0.2645
GJB1	-1.57275
PIN1	-0.550625
SLC6A15	-3.70027272727273
CNO	0.17175
RIN2	1.798
FRRS1	-1.0175
CYorf15B	-4.126875
DMRT3	0.73425
ATAD1	-0.471875
OTUD4	0.0087777777777778
ATOH8	-1.79725
ZSCAN16	0.27125
ASCC1	-0.42025
OTUD3	0.909625
MGC33212	-0.0156666666666667
YME1L1	-0.409125
RP11-218C14.6	-0.15
PCBP4	0.10125
TNFRSF10A	0.45425
CDH10	-4.7294
KL	1.67242857142857
SCP2	0.150166666666667
C9orf119	0.324375
SON	-0.198083333333333
MAFK	-0.1425
SBNO2	0.7805
SLC6A6	-0.4065
SC4MOL	-1.617
FAM35B	0.218
PPP1R9A	1.104125
PDZRN3	1.267
CXorf20	0.9155
C6orf126	3.3285
AVEN	-0.82925
FLJ21075	-2.0555
C14orf132	1.58025
PCK2	0.027375
GUCY2C	-0.9495
BARX2	0.42075
PEX11G	1.823
DAO	-0.6995
C10orf49	0.35275
EDNRA	1.37783333333333
PPP2R5A	1.7639
DDX39	-0.812666666666667
SERF1A	0.6915
ASCIZ	-0.0636
FNDC8	-0.14525
PTMS	0.411875
PHF7	0.83475
PIP4K2B	0.4709375
HHLA2	0.2665
BDH2	1.252
APOBEC2	-0.984
PENK	-0.38
SMAD9	-2.03275
MT3	-0.0645
RGL1	-0.814375
ATG10	-1.429875
DLGAP4	0.673333333333333
APPBP2	-1.2215
BACE2	-1.57807142857143
LOC339344	1.22183333333333
ZNF395	0.5853125
HIST1H2BL	0.91075
ZNF467	1.584125
SLC25A21	-0.36375
PALM2	-0.0985
NSUN5C	-0.82675
IL5	-0.3044
CLSTN2	2.358
ANXA8L2	-1.744
PTGES	1.441625
GDAP1L1	-2.24166666666667
OPRK1	-2.028
WDR20	0.260666666666667
C12orf4	-0.27675
NUP88	-0.415875
XRCC6BP1	-0.748333333333333
FCGBP	4.0405
LEMD2	-0.173
NOMO1	-0.72825
C10orf79	2.388625
ZNF79	0.9877
OCRL	-0.6965
HSPA8	-1.85133333333333
DIDO1	-0.454708333333333
PLA2R1	1.47075
COG3	0.6682
NGDN	-0.695
CBFA2T2	0.682125
PNOC	-3.605
PRRG1	-0.564166666666667
AGGF1	-0.208285714285714
DPF2	-0.18325
YIPF7	0.6135
TRPV5	0.190666666666667
ZNF322B	-0.091
MED12	0.1885
CARS	-0.529833333333333
ABCC11	4.3925
C9orf25	0.276
MYH1	0.2585
FRYL	0.515416666666667
AGTRAP	0.33925
MMP27	0.552
ZNF432	-0.13825
OR8D1	0.058
OR13D1	0.685
VWA1	1.981
STON1	-1.67325
IL5RA	-0.2495
PERP	-0.7809
C10orf107	2.46383333333333
TNFSF12	2.98125
FN1	-0.90575
MTR	-0.418166666666667
PHLPPL	-0.708666666666667
ZNF425	0.70975
DHFR	-1.3885
PPP1R12A	-0.12775
RSPO2	-2.1485
ZNF7	-0.62875
ZNF583	0.44875
TPMT	-1.36383333333333
GPR132	1.21575
OR2T12	-0.58475
SERTAD2	0.51
ATP1A1	0.5223
FRMPD3	0.8025
ZNF672	0.53225
PLXNB3	0.040375
EML5	-0.5315
FAIM3	0.533
UBQLN2	-0.0065
SORCS2	0.5145
PRIM2	-2.8925
ACVR2A	-1.295
YWHAZ	-0.03275
PGM2L1	0.841
GNAO1	0.359615384615385
RPL10	-0.2178
RPS6KA6	1.127
PFKL	-1.07683333333333
SH3D19	0.375
AURKB	-2.4745
ZC3H6	1.95
DISC1	0.320333333333333
FLJ39660	-2.56283333333333
TMEM25	3.46325
OSBPL10	1.39075
CLTCL1	-2.328
ALG6	-0.3395
CATSPER4	-0.187
LRTM1	0.516
RRAD	1.74833333333333
TIPIN	-1.1505
CARD14	1.170125
RBM9	0.3085
RASSF4	0.32025
SLC25A18	-1.03883333333333
C6orf58	-0.758833333333333
IGHD	0.8085
PLA2G6	0.302
TPT1	0.83075
SEC63	-0.0303
CCDC113	0.4272
TDRD10	0.535875
KIAA1666	-0.680125
TOR1AIP1	0.899583333333333
SYTL4	1.01766666666667
SPRR2F	-1.1195
CEBPD	2.753
SNTG2	-1.3285
C20orf77	-0.05125
TAS2R49	0.3545
C6orf173	-2.75033333333333
SVEP1	-0.3638
PXN	-0.129714285714286
VIL2	0.618916666666667
C5orf21	1.43316666666667
DIXDC1	-0.033625
GANAB	-0.576166666666667
PDSS1	-2.29775
NGFR	-0.8325
ATP8B4	2.057
BMP8A	0.991
CCDC132	-0.676333333333333
GNRH1	-0.68625
OR10T2	-0.1665
PDGFD	3.06866666666667
OR6W1P	0.4585
HARS	-0.206416666666667
KRT77	0.221
AQP8	-0.34275
ITGB1	-0.3889
ZNF254	-0.124222222222222
PAX1	0.214666666666667
PSMC4	0.0329
ANKRD22	5.451
PSMD8	-0.214166666666667
HTR1E	0.0576666666666667
SOX10	-2.2058
OR5B2	0.7885
RABGEF1	-1.28042857142857
MAP1LC3B	-1.41825
CYB5R4	-0.7615
AGXT2L1	2.3135
FLJ41603	2.52016666666667
TRAPPC2	1.28
FNTB	-0.0371
FLJ14107	-0.2545
AURKAIP1	0.45475
DSE	1.3875
NFKBIZ	-0.383666666666667
OSBPL3	-0.874833333333333
LOC130576	0.751
SLC39A9	1.06483333333333
LOC137886	-0.2595
RHCE	-1.913
ATG7	0.239
FAM82A	0.202666666666667
FBN3	0.1585
MCFD2	-1.06616666666667
CASP14	0.411
EPS15	1.45641666666667
SFRS2B	0.426833333333333
C19orf47	0.252
PLAC9	1.367
GPR23	-0.9295
BTNL3	0.0121666666666667
RGS8	0.0805
GNS	-0.088875
ENO2	-1.02883333333333
CBX1	0.4893
PEX26	0.6605
LRP5	-0.927666666666667
ADAMTSL4	-0.460666666666667
ARR3	-0.0275
MAP1A	-0.10675
CD2	2.9935
NAV2	0.00400000000000004
TMEM69	-0.48075
ATXN7	-0.00583333333333334
CHN2	-0.532833333333333
ZNF781	-1.212
HAS2	-4.00216666666667
KIAA0241	-1.28883333333333
BIC	1.0895
MOBKL2A	0.35525
CYP2C9	0.299
CNOT7	0.0599285714285714
SFRS10	-1.48725
CST11	0.07375
FLJ37543	0.3335
NKAP	-1.4875
RUNX1T1	2.03
EAF1	-0.2093
IL4I1	2.8935
LRRC61	0.398166666666667
PSIP1	-1.34483333333333
SPRR4	-0.0465
ZFP90	0.128
AP2B1	-0.522692307692308
SLC30A7	0.468916666666667
C7orf28A	-0.557666666666667
S100B	-3.44333333333333
BMP2	-3.12775
ESR1	4.35833333333333
ZFPL1	-0.02025
ARHGAP12	0.6515
LRRC19	-0.332666666666667
ZNF767	-0.314666666666667
NACA	0.0427
OLIG1	-2.940125
PRF1	0.3725
LST1	3.36416666666667
SPATA9	-0.925333333333333
CNFN	1.7905
CDK4	-1.0025
TCF15	-1.13033333333333
PARC	-0.39375
PPM2C	1.24475
LOC283345	-0.136
FAM107B	-0.1495
DMXL1	-0.0623750000000001
RBM3	-0.464428571428571
HTR5A	-1.52233333333333
SCFD1	-0.349333333333333
EPHB3	2.3435
ROPN1L	1.729
RAMP3	2.09225
TSPYL5	1.85154545454545
GAP43	-3.189
PAPD4	-0.114125
PDE3A	-2.287
TNFRSF10C	2.1685
JMJD5	0.294666666666667
RASGEF1A	1.8001
C16orf65	0.172666666666667
HIPK3	0.933333333333333
XYLT2	0.2675
XPOT	-1.54683333333333
GAL3ST1	-1.7425
DHCR7	-0.55875
AMIGO3	0.719666666666667
FGFR4	-2.281
CRAT	1.66175
PPP1R14D	-0.014
TRIM14	1.2254
TMPRSS11D	-0.1975
SLC7A11	-1.16392857142857
OR10H2	0.276
PPM1E	-2.09188888888889
DOCK4	0.70875
FAM127A	-0.8525
ENOPH1	-0.66475
SLC5A3	-1.3221
ZNF530	-0.4952
NTS	-6.21525
FRMD4A	0.681875
BCL11B	-3.86416666666667
PRM1	-0.169
UQCC	-0.9521
S100A16	1.70166666666667
PLS3	-2.62925
WWOX	-0.287214285714286
CCDC23	0.527
GTSE1	-1.78333333333333
GP2	4.4845
FLJ32549	-0.08525
CHIT1	1.05675
KLF9	0.1805
RPS24	0.401
MIA	-2.62675
FIGN	-2.1125
PYROXD1	0.040625
PCSK2	-0.710125
MRPL9	0.04875
RPL24	0.37325
C12orf32	-0.583
HIST1H2BE	0.93675
RGS18	3.12
LFNG	1.638125
RAB4B	0.5076
FBXO25	0.243
TSPAN31	1.62966666666667
ARL8A	1.14371428571429
C10orf83	-0.3335
OR51B6	0.5695
CNKSR2	0.604
C1orf156	0.66825
IBSP	4.0635
GFRA2	0.3594
ALKBH7	1.3085
NEK10	4.62675
VN1R3	-0.137833333333333
LOC91948	0.1575
CPZ	-1.69
IHPK3	-0.245166666666667
COL8A1	0.89925
RBPJL	0.205
OR10A4	0.24525
CASP8AP2	-1.54725
MMP12	-0.938333333333333
OR8B12	0.5755
CDCA5	-2.67866666666667
LIX1L	-2.261
PEX11B	1.621875
GABRA1	0.430166666666667
HABP2	3.0295
REEP1	2.88016666666667
FBXO15	3.254
CD68	1.62575
WFDC9	0.3535
GHDC	1.4225
SMARCA1	-0.56825
SPAST	-0.377166666666667
PLXND1	-0.643666666666667
MLCK	-1.263
INTS5	0.0108333333333333
BSG	-0.459
PARP8	1.97333333333333
TEAD4	-0.3655
ZNF498	-0.396125
TMEM89	-0.742833333333333
DTX4	-0.915625
TNRC6B	1.1733125
ARMC2	0.03475
FGFBP1	-3.796
TIMM8A	-2.231
AJAP1	-1.918
ZNF608	1.525
SLC25A42	-0.67175
SYP	0.414333333333333
MMP11	3.53683333333333
USP40	0.5999
C3orf62	0.357666666666667
MYO1E	-1.1627
LRFN4	-0.43825
XCL1	-0.2985
GPR155	-0.6385
VPS29	-0.529875
CARHSP1	-0.715
ARHGAP20	2.22383333333333
GREM2	-0.850785714285714
CCDC102B	1.89175
ZNF577	-0.197166666666667
HDDC2	-1.437625
SHC2	1.4185
NCOA5	0.767833333333333
INPPL1	-1.004
CHGB	-3.6306
IHH	0.2655
DDEF2	-1.3875
DIAPH3	-2.246
BUB3	0.0811666666666667
GGH	-3.29077777777778
VPS35	-0.6237
CNN2	-0.0143333333333333
ASNA1	-0.217
WDTC1	0.61825
AMAC1	0.448
HAS3	-1.6785
SLC1A6	-1.328
ZNF563	-0.572
C1S	1.2955
TCF7L1	-0.8305
OR10Z1	0.46
ME2	-1.0235
C6orf151	-1.237875
KPNA4	-0.7587
GLO1	-1.345875
WDR61	-0.6415
CD302	2.107
SIRT7	-0.0533333333333333
C11orf59	0.48675
PKIG	0.53775
PPIL3	-1.14
CCDC74B	3.438125
ZNF528	1.2455
EFNA5	-1.349
FCGRT	1.1695
NOL4	-0.00299999999999999
CCS	0.03275
LOC374491	-0.679
MFSD7	3.517
ZNF555	0.044
LIMS3	-0.97025
TSSC4	0.9315
COL11A2	-1.2135
C1orf119	1.13116666666667
BPNT1	0.617125
CHRNA6	3.267
C1orf173	3.2115
PLD2	1.132
ORC1L	-3.721
SASH1	0.789
CDC14B	-1.003125
RLBP1L1	0.10775
LDLRAP1	-0.0762
NAT8B	-0.325166666666667
HHEX	-0.9445
LGALS7	0.16925
PLCH1	-1.661125
OR1M1	0.447
PRAMEF16	-0.114
HECTD1	-0.3845
C14orf39	1.2625
TLN2	0.4511
