Hybridization REF	TCGA-B6-A0WS-01A-11R-A115-07
CNBD1	0.107
SYNPO2L	-0.78475
PTPN23	-0.144357142857143
C1orf183	-0.42
MAGEA8	-3.30875
DGCR8	-1.240125
GSR	-0.17825
PAQR7	1.39725
ZNF676	-0.1155
CACNA1C	0.4505
SP7	0.416
PDCD6	-0.1725
NRN1L	-0.7695
BRI3BP	-0.363666666666667
KIAA1183	0.947
ASB4	0.0255
CCL23	1.158
OBSL1	-0.97525
SLC12A7	0.707583333333333
KIAA0240	1.074375
CD1B	-0.354833333333333
FCGR2A	1.87325
MDC1	-0.959
HTR1A	0.944
OCEL1	0.81525
ATP11B	-1.3733125
FBXO34	0.287666666666667
PCDH12	3.61416666666667
RPE	-0.6855
C17orf74	0.211
CSDC2	0.9535
PET112L	-0.24875
TMBIM1	0.638875
P2RXL1	-0.281
TCHP	-0.59675
TRMT1	-1.12166666666667
F2RL2	1.05866666666667
LRRC32	3.1535
IMPG2	-0.4035
BGLAP	-0.11
LOC493869	-1.27975
MRAS	1.34525
SLC35F5	0.7725
CBWD1	0.8565
AXL	-1.382
ATP2C2	1.199
TELO2	-0.19725
PNPLA3	2.95475
PCDHB14	0.35175
CD276	0.0905
KRT80	-1.006
DUSP28	-0.054
CSNK1E	0.187833333333333
SRP14	0.9555
KCNQ4	-0.1355
KRT72	0.4885
CCDC117	2.573625
C6orf89	0.300722222222222
TUBB2B	-0.564333333333333
RTN4IP1	-0.71475
CR1L	-3.18683333333333
CEND1	0.41025
C12orf41	-0.5265
RNF31	0.0595
UBN1	0.470166666666667
C17orf32	0.957875
SLC5A7	0.473
GPR92	1.12533333333333
ESAM	2.4889
CTNNA1	0.4175
HRBL	-0.1752
CBX4	0.40625
TMEM182	-1.277
SH3TC2	-1.02316666666667
IL10	1.22183333333333
PXMP4	0.9305
RNF167	0.218
PAK7	0.643666666666667
ETV3	-0.5045
ATPIF1	0.0641666666666667
LOC554207	-1.96233333333333
OR8H1	0.301
WDFY3	1.224875
DPM1	-0.905
GPSM1	0.298
WDR92	-0.0656
LRP1	1.1505
ANKH	-0.8335
THUMPD3	-0.633
POLR1B	-0.974
OLFM4	1.073
RAD9B	0.331
TSPY2	-3.5015
PAX6	-2.72233333333333
SCG2	-2.221125
SLC17A6	0.033
FMO3	3.409625
PADI4	0.132125
TUBB4	-0.5955
NLK	-0.4885
POU4F3	0.1475
SDF4	0.455
ITGBL1	2.9315
NETO1	-0.416
TAP2	0.36
ABBA-1	0.10525
GNAI1	-0.965
VPS4B	1.56725
NOPE	0.1216
GALNT6	2.64116666666667
SESN1	-0.266
GBE1	-2.63322222222222
CLASP1	0.60475
RASGEF1B	1.242
ACOT11	-0.179142857142857
AFAP1	1.05475
OR2H2	0.217
DPY19L2P1	-0.16575
DZIP1	-1.40025
SEC22C	-0.9455
GPR161	-0.0890833333333333
RNF146	0.4005
WDR74	-1.19625
GALP	-0.188
PURA	0.6495
DNPEP	1.1155
RP11-78J21.1	-1.34725
ERBB2	1.22075
FANCM	-1.67508333333333
NEO1	0.517666666666667
DDX3Y	-5.0431
RPS3A	-0.768125
MXRA7	0.4755
LGALS3	-0.0136666666666667
GLT8D1	-0.32125
CFL2	-2.51116666666667
UPB1	0.65675
NAP1L5	-0.327
CLDN14	0.56275
DHX38	-0.8665
BTBD1	0.2085
TARS2	-0.499833333333333
ABCF1	-0.3218
FCF1	-0.316333333333333
LRRC49	0.245
GUCY1B2	-1.9265
C1orf177	0.661333333333333
SMARCA4	-0.043
LRP8	-2.51716666666667
TAGLN3	-1.0365
MRPL14	-0.212
TTRAP	0.41425
ZDHHC20	-0.10175
NFE2L3	-0.561
KIAA1377	-0.93925
PALMD	1.033
TMEM43	-0.1305
TTL	-0.73225
STAT5B	-1.3615
SSB	-0.73175
OR10H5	0.2935
SLC22A13	-0.94375
AKAP3	-1.08725
TIMM23	-0.2135
OAS2	2.92358333333333
KIAA0423	0.58575
TRIM11	0.263333333333333
GLIS3	1.5925
TMEM50B	0.873166666666667
ARHGEF4	0.35575
DEGS1	-0.0810909090909091
TBL1XR1	0.7265
G6PD	-0.55025
SP140	1.0482
MUC17	-0.00707142857142857
NUDC	-0.4857
DNAJC5B	1.9575
SCARA3	-1.073
CPA3	5.77983333333333
BCAT2	0.2025
MFN1	0.428
NRG3	-0.131
SNX11	0.4625
PLEKHH1	-0.655333333333333
GPR177	0.399333333333333
HCFC2	0.22525
TCAP	-0.45225
MOCOS	-0.6355
C14orf93	-0.50375
PRDM10	-0.425
SLC16A4	-0.0301666666666666
SRGAP1	0.430833333333333
VIP	0.4345
DUSP27	0.536166666666667
LILRA1	1.0869
MC2R	0.458
MGC24103	-0.8215
MBTD1	-2.7135
FUT11	-0.5285
USP33	-0.0885
C15orf39	0.10525
MAP3K12	0.042625
PAAF1	-0.7825
BARHL1	0.2785
FLJ16165	-0.068
PIWIL2	-3.02475
SYNE1	0.911166666666667
CMTM4	0.390625
TSPYL1	0.7684
GUF1	-0.46
TMEM157	1.576
WDR44	-0.16625
HIST1H3C	-0.02475
DKFZp666G057	1.04125
RNPEP	0.06625
GAS2L2	-0.347666666666667
ADH4	-5.154
GRPR	3.1945
FBXL17	2.0735
ZBTB10	0.545916666666667
Gcom1	-0.298333333333333
HTRA1	2.0689
ZNF585A	-0.185166666666667
SLC26A2	0.257357142857143
OTOP3	-0.061
WISP1	3.80888888888889
ATP2B4	-0.130416666666667
FLJ10769	-0.21325
CRAMP1L	-0.137625
CHST12	-0.08675
RAB22A	0.0821666666666667
TARDBP	-0.565357142857143
STAU1	-0.033
CRB3	1.83233333333333
MIG7	-2.093
CHMP1A	-0.019
ZNF160	-0.1725
B3GALT6	0.563625
BARX1	-2.27566666666667
C6orf167	-1.656875
NXNL1	0.598
DHX29	0.39225
HADHB	0.07775
PLXNB2	1.412375
ILDR1	-1.26575
SLC15A3	2.7985
GAS2	-3.56966666666667
C20orf69	-0.0395
NUMB	-0.54
TNIP1	1.216125
MESP1	-1.168
PSKH1	0.07675
NSFL1C	0.1675
RHOG	0.84225
HEY1	-2.009
KNG1	-2.036375
ITGAX	2.0932
LIN9	-1.18
CANT1	1.3715
XRN1	0.0395714285714286
CCDC96	1.7206
HEATR6	-1.28516666666667
GNG7	0.426583333333333
RUNX2	1.373375
SOX1	0.590666666666667
FCRL5	1.2736
ZNF99	-0.06675
FAM9A	0.585
SNX22	0.0373333333333333
MBNL3	-2.41566666666667
ODC1	-2.8374
ADORA2B	-3.30416666666667
NR2F6	0.719
ZFYVE16	0.482444444444444
SYNJ2BP	-0.937
POLE	-0.905125
E2F2	-0.755375
THRA	1.30566666666667
PTGES2	-0.311
HIP1R	0.862333333333333
TMUB1	0.211166666666667
ENO3	-2.15225
RSPH10B	0.4125
CXorf39	0.786875
IRGC	0.27975
GPR109B	-0.9065
FLJ13305	0.023
LCE3A	-0.2395
TNFRSF18	0.384166666666667
DET1	0.54625
TRPM3	-0.244083333333333
C16orf79	-0.9775
FECH	0.275666666666667
RAP2A	-0.157833333333333
CRIP1	3.09633333333333
AZIN1	-0.04025
SLC7A7	3.34075
IL10RA	1.4075
TMEM64	-3.0985
CDC42EP4	1.1139
C16orf58	0.4903
ARG2	-5.35975
POU5F1P4	-4.73925
FAM62B	-0.472375
DNAH8	-1.4688
ASH2L	0.301875
TSLP	-4.02933333333333
CNTNAP5	-0.5114
TMEM16C	-0.23
IFNA14	0.8675
SLC1A3	0.4495
CABYR	-0.4885
BCL7B	-0.0625
NUDT13	-1.27666666666667
C13orf28	0.147
C1orf53	0.12075
ARL6IP4	0.4563
RPL35A	-0.25225
EMR3	0.823
RAB40C	0.800666666666667
SLC41A1	0.143166666666667
LRCH1	0.0065
LY6G5B	-0.7855
FAM124A	-0.109714285714286
MGC10981	-4.52616666666667
CLIP3	0.6571
MAP4K2	0.0553333333333333
CHIC1	-0.362
SULF1	3.59
C20orf30	0.213714285714286
PRDM5	0.243125
ELOVL1	0.424
C11orf48	0.033125
SLC39A10	-1.23125
KCNV1	-0.16075
ACP1	-0.017
ZMYM2	-1.17
B3GNT6	0.115166666666667
C9orf69	0.4675
C2orf15	1.124
C20orf166	-1.1465
HSP90AA6P	-1.988
EDG7	-1.6785
NEURL	2.082875
LPL	1.4295
CLEC2D	0.343142857142857
GRRP1	2.05666666666667
CD8B	-2.471
HIST1H3D	-0.477333333333333
SLC6A12	1.66975
FAM27L	-0.301
CD84	2.072
RASA1	-0.271
PHKG1	-0.372
MAGEA11	-2.114
IMPA1	-1.0566
NPM3	-1.641
RARRES1	3.97725
SH3BP1	0.35
B3GNTL1	-1.0035
ARPC5L	-0.0181666666666667
KLHL26	0.34
SIM2	-1.368375
GJC1	0.4635
C20orf194	0.37
EXO1	-2.678
SLC2A2	-2.59333333333333
LOC285074	-0.5385
LRG1	1.543
KIRREL	0.0295
PIK3R1	0.790928571428571
C4orf34	1.5925
MAF	-1.45983333333333
ADCY4	3.7885
ZMIZ2	1.0003
SLC46A3	1.20533333333333
STAMBP	-0.216
CCDC16	0.50575
MS4A12	0.6345
TCF20	0.7055
LRRC46	1.915
C20orf152	0.7405
MRPS6	0.0215
ABCB11	-0.116
KCNC2	2.122
CDH19	-3.1175
C9orf123	0.313
SSH3	0.896625
LDLRAD1	-1.58525
CCBE1	-0.92875
ZNF135	-0.086125
TAAR1	0.1685
WFDC12	0.3745
CCDC42	0.478666666666667
FLJ12529	-0.62025
PER1	-0.643166666666667
TIMM50	-0.788
SMARCAD1	-0.326166666666667
FAM26C	0.4185
TP53TG3	-3.16983333333333
SH3RF1	1.7762
LMCD1	2.2105
GPR63	-0.463
FLJ21986	-3.300625
AIFM3	-0.87225
MICAL1	0.762
BLZF1	0.459833333333333
IQCA	1.987
PCDHGC3	-0.5575
SAC	-0.032
BCL6B	2.09333333333333
DDO	-0.16475
MARCO	1.9865
DCHS1	1.61433333333333
C1orf170	-0.277833333333333
CD200R1	1.71433333333333
C22orf15	-0.549
SEPT11	0.105166666666667
ADNP	0.229
UST	-0.8714
C13orf34	-1.9025
RFFL	0.752714285714286
APBA3	0.348
C2orf60	-0.435125
CUTL1	0.062
PMS1	-1.082375
ZNF689	0.512
EIF3E	-0.714333333333333
IL9	0.692666666666667
RPL31	-0.373
LY9	1.62683333333333
ATP2B3	-0.1005
KDELR2	0.0781666666666666
TFCP2	-0.147
NLRP12	0.1205
FLJ45422	-0.08475
TLE4	-0.6723
ZNF570	-0.563
FLJ43806	-0.083
TLK2	-0.429
CIR	0.54425
MARS2	0.345
COL24A1	0.3915
SDF2L1	0.205
HIBADH	-0.616666666666667
IGFBP3	-2.56778571428571
C12orf23	0.950875
PSPC1	-0.86825
C20orf43	-0.3285
TRAV20	0.4425
ARHGAP24	0.665
KIAA1975	-1.2325
C1QA	3.1593
DNTT	-5.2845
C10orf6	-0.27725
C11orf41	-0.271125
HNRPF	0.100875
COL11A1	6.7295
UBAP2	0.0468333333333333
CDKN2AIPNL	-1.009
C20orf174	4.869
SPRED2	0.24025
PLA2G12A	0.213166666666667
ICEBERG	-2.33216666666667
SCN10A	1.0525
C11orf65	0.26725
GBP5	5.20575
PITPNC1	-1.12716666666667
POU3F3	2.507
NCOA7	-0.757875
LIN7C	0.4037
LOC348840	-1.326
NKX2-2	-3.4545
ANKRD13D	0.413125
LOC123688	0.109
FUT2	2.891
TAAR8	0.5885
FZD4	-0.02275
PNMA3	-0.463166666666667
OR4L1	0.314
WIT1	0.92125
EXOC3L	1.6065
ATPBD4	-0.2471
KRBA1	-0.041
UBXD6	0.6145
HOXB7	0.8455
C7orf23	-0.5385
UNQ338	-0.13325
STAB2	0.72225
CDC20B	0.069
IRF9	2.2715
CENTG1	1.30541666666667
TNPO2	-0.62175
MCPH1	-0.247
BMS1P5	-1.408
SLC26A7	-0.00666666666666664
HIST1H3J	0.24425
C9orf3	-0.2026
LBH	1.524375
MYO1D	1.03675
PTDSS2	0.3175
NFU1	0.411
DEPDC4	-1.55625
WNT7B	1.3373
GLP2R	-0.182166666666667
SETD4	-0.433
DYNLT3	0.0797
FKBP11	-0.517833333333333
SESTD1	0.765333333333333
FLII	-0.1735
RPS16	-0.3498
CHPF	1.212
CSNK2A1	-0.436833333333333
SUMO1P1	0.288
FKBP6	-1.0165
ZNF214	0.643666666666667
TWIST1	0.191666666666667
DDX56	-0.655666666666667
TRAM1L1	2.737
EPO	-2.79666666666667
MRPS18B	-0.3025
ZNF682	-0.831
RPL14	-1.20816666666667
MAFF	0.28975
LOC51136	-0.7735
LY96	0.93075
DDX20	-0.3205
ABTB1	1.62483333333333
ARL5A	0.0346
CCT6A	-1.4375
HEPACAM	-1.14633333333333
EHHADH	-0.173833333333333
RBAK	-0.166833333333333
CGB1	-0.26775
ITGB5	1.6581
YIPF3	1.5375
FKBP2	0.842
NR1D1	0.8232
TMEM110	0.0405
NEK2	-1.775
PRAMEF8	-3.26425
C20orf52	-0.0855
PCDHGA3	-1.1065
VWA3B	0.35075
NDUFA5	0.660375
THAP9	-0.169
FLVCR2	0.1905
AP1S1	-0.897375
SMAD6	-0.56275
SAV1	-0.295
SAT1	2.49825
ZNF251	0.413625
ADAMTS7	0.6735
RPP38	0.41775
C1orf211	0.0165
YPEL2	0.6213
RBMS1	-0.25625
ZNF445	-0.00416666666666668
NRXN2	1.16083333333333
PGBD4	-0.57525
UGT2B28	-3.486
WBSCR16	-0.6271
NLRC3	0.935875
ASTL	0.35225
ST6GALNAC1	-2.88975
ZADH2	0.92175
MLLT4	0.414
ARL6	0.542333333333333
MEF2C	0.477
CBFA2T3	1.1265
AFF3	1.18664285714286
COG7	0.6615
MYB	1.02733333333333
PLXNA3	0.3515
XRCC2	-2.59716666666667
MMS19	-0.08475
ST8SIA5	-0.543625
CHPT1	0.112333333333333
KIAA1712	0.092625
OR6X1	0.789
ACTR3	0.19625
UGCG	1.8225
OR4P4	0.1625
ZAP70	-1.562
LPP	1.925375
ZNF485	-0.2135
PTPRCAP	1.60225
IL12RB1	0.829
ATRX	-0.076
CHST8	2.738125
C14orf109	-0.3105
ARV1	0.2285
NMB	-0.181714285714286
COX5A	-0.3715
EIF6	-0.47675
MPPED2	1.93516666666667
SEMG1	-1.94
CHRDL1	0.216
TRAF3IP2	0.892
WNK2	0.05525
LILRA4	3.78616666666667
LAMA2	4.4965
PXT1	0.123
RLBP1	-3.50175
CD300C	0.90425
SLTM	-0.340125
FLJ10404	-0.4058125
APOBEC3D	-0.4285
RENBP	0.6615
ATXN7L1	0.733625
NID1	0.22375
TUBGCP3	-1.49975
ITIH5	1.40611111111111
CCDC110	0.834
C8A	-3.001
MGC87042	-1.5515
HOXC13	2.48325
TFDP2	-1.28375
HCP5	2.32075
POLI	0.93325
UCN	-1.24333333333333
ZNF764	0.503666666666667
C8orf45	1.975
FHL3	0.60125
SPATA5L1	-0.475
MMRN2	2.97566666666667
NDST1	0.924166666666667
COL20A1	-0.429166666666667
ZNF248	-0.892666666666667
PELP1	-0.870333333333333
MBL2	-3.39933333333333
RNF41	0.6585
C5orf24	0.433625
THOC5	-0.579125
SERINC3	0.123
RP11-151A6.2	1.355
CDCP2	-0.0905
HIST1H2AA	1.0785
C11orf75	0.649
FKBP7	0.62975
DDOST	-0.3335
GPNMB	0.849333333333333
TTF2	-1.75216666666667
KCNT1	0.125
SLC39A14	-1.224625
NGRN	0.3846
GPR137B	2.16225
MECP2	0.221125
PSMA1	-0.35425
C16orf73	-5.7675
TMEM60	-0.348
CSN3	0.0589999999999999
NOS1	0.239666666666667
RAB7L1	0.117833333333333
YBX2	0.3495
KIAA1166	-0.786
FUBP3	-0.0535
ABCG1	1.143
ACACA	-0.3095
ARL11	0.5698
ATOH1	0.3435
ODF1	0.032
CREB3L3	-1.39966666666667
TMEM127	1.27257142857143
DSCAML1	0.42525
PLN	3.13566666666667
LYPLA1	0.353916666666667
PRDM9	-2.06425
SASP	0.579
PLUNC	-0.150666666666667
INTU	0.313
HISPPD1	0.05675
LNPEP	-0.4765
YARS2	-0.788166666666667
APCDD1L	-1.872
ZCCHC4	-0.7188
FBXO22	-0.6075
TTLL13	-0.0665
ZNF669	-0.694
PTGDR	2.11125
DDX27	-0.6555
KIAA0409	-0.145833333333333
GJB6	1.22525
ASB8	0.5245
PLP2	0.2725
MEPE	0.334
OR10J5	-0.0855
KRT222P	1.0215
COQ7	0.441166666666667
C1orf101	1.77925
RERG	3.9254
CHMP5	0.643
THAP11	-0.233875
ZNF43	0.315666666666667
ZRANB3	-0.793166666666667
KRT13	-0.793125
MRPL19	-0.6125
RBBP9	0.181
SPATA17	0.7985
BXDC5	-0.132333333333333
PAFAH1B1	-0.68775
MAGEE1	0.0225
OSTF1	0.51875
KIAA0323	-0.126166666666667
TXNDC13	-0.33
CNTN4	2.646625
LCE1B	0.5105
UNQ501	1.30325
ZNF154	-0.464
C3orf64	0.13325
SYT5	-0.0965
PON1	-0.423
FLJ10357	-0.153125
ATP4A	-1.061
GNPDA1	-0.4165
MGAT1	0.9045
C14orf121	0.326
SLC35B2	0.13175
MIER3	-0.360166666666667
CHEK1	-2.740875
ZNF8	0.376666666666667
TXNDC1	-1.35983333333333
CKB	-1.1304
RTN3	0.637857142857143
FZD2	-0.288666666666667
PART1	-0.54675
PSMB6	-0.3505
PCDHB8	-1.1095
PHC3	0.447
PPP1R8	-0.319666666666667
NOVA2	1.857
TNFRSF11B	-4.357375
GOLPH3	0.712666666666667
UBLCP1	-0.312
SUHW3	-1.32225
TTLL1	1.28975
OPN4	0.1965
OR13G1	0.0845
ZPBP2	0.0183333333333333
HSD17B11	-1.732125
C9orf50	0.7015
DHDDS	0.320642857142857
CTSW	1.6124
NEFM	-1.8805
MRPL28	-0.71675
SYN1	1.02166666666667
PIGV	0.893166666666667
ZIM2	-1.088
APBB1	0.9225
SND1	-0.58625
C1orf123	0.236666666666667
CHD3	0.198
BHLHB8	0.22975
RNASE2	0.419833333333333
BCAP31	0.187625
SLC25A44	0.2225
CHD6	0.0232
PIB5PA	1.89884615384615
SELS	0.667375
LOC541471	-0.145
FAT2	0.197
ZNF81	-0.4
OR4C16	0.733
FLJ10081	0.1402
LRRC4	0.774
CS	-0.954833333333333
N4BP2	0.355125
IGFBP7	2.47775
ZNF318	0.1215
NDNL2	0.585875
ZNF609	0.775125
SIRT4	-0.71225
EXOSC10	-0.4335
ECE2	0.151083333333333
OVGP1	1.7495
GTPBP3	-0.777
PACS2	0.296
C19orf36	0.5325
ARL4C	-0.316875
ATG4B	0.108375
UBQLNL	-0.11475
RHOXF2B	-4.2065
PLEKHG2	-0.358
GALR1	-0.591
AQP4	0.0321666666666667
HDAC7A	0.491833333333333
DCUN1D3	0.3185
OR8A1	0.0035
CCRN4L	1.062875
CBR4	0.255666666666667
KIFC1	-2.21183333333333
SLC7A14	-1.35633333333333
LHX5	-0.77
TRPC7	-0.3665
LPXN	-0.214
SERPINA1	-1.82425
RPS13	-0.4524
BPIL3	-0.265
PRKAA1	-2.0585
FADS2	-1.3415
ENAH	-0.5628125
PRO1768	0.1215
APBA2BP	-0.14925
LIPH	2.3395
C3orf33	-0.4305
RCC2	-0.0727857142857143
ALDH1A2	-3.5897
RNF103	2.686
AHCY	-0.40375
ALG12	0.704
CCL17	3.0825
ZNF543	0.623
ESRRG	0.5993
CNGA1	1.00075
RDH5	0.0353333333333333
OTX1	-0.1502
PTGFR	-1.81533333333333
CDR2	-0.041625
SELE	5.33025
NLGN2	0.0718333333333333
EXOSC9	-0.92
ZNF566	0.0988333333333333
KLRC2	-4.024
GPR12	0.6155
KIAA0196	0.8275
PDRG1	-0.517
SSR3	-0.453357142857143
MSI1	-0.331
CST9	3.9365
CC2D1A	0.555
PLAGL1	-0.411055555555556
ZNF778	-0.7505
RNF2	-0.613
KLF6	1.11016666666667
THBD	1.75816666666667
tcag7.1314	1.10825
NR5A1	-0.0641666666666667
ABCD2	1.019
DNAJC7	-0.984
CLEC4C	1.273
TM2D3	0.653125
CCDC4	-0.746
PLAC2	-1.351
DCD	-0.5445
FAAH	2.268625
POLA1	-0.645
TM7SF2	-0.024
FLJ39822	0.1225
FLOT2	0.2145
MAP4K1	0.749
SRP68	-0.692875
C21orf74	0.058
ARPC5	-0.21725
LOC126075	1.93475
HECW2	0.098375
ZDHHC4	0.09975
ANKRD42	0.804
PDE9A	-0.997666666666666
ABCA8	1.3635
NDUFS2	-0.20775
UBR5	-0.00975
BTBD16	-3.19
LOC554174	0.5935
ZNF20	1.1
KIAA1843	0.3385
WDR17	-0.04975
C15orf33	1.007
RNF113A	-0.551
CAMKK1	-0.5354
CLCN2	-0.45825
ANXA6	1.115
LOC340069	0.181
EMID1	0.555625
DPM3	-0.000499999999999954
ELA1	-0.4005
SLC25A13	-0.6579
KRT24	0.222
SMPD1	0.609833333333333
TH	-0.083
COL6A2	1.668
ANKS1B	2.26975
GPR126	-3.3982
ZC3H12A	-0.205833333333333
TMEM47	-0.214166666666667
C2orf51	-0.153833333333333
C1orf88	3.42633333333333
HSF2BP	-0.0505
AKAP10	0.68125
RPAP3	-0.829
KLHDC8B	0.484875
STOM	1.3666
MUPCDH	-0.310125
C10orf72	-0.120125
PLEKHA3	0.694833333333333
TCP11L1	0.00225
CWF19L1	-0.779875
SPEF1	1.66930769230769
YSK4	0.0065
ELN	2.7303
SAMD8	0.354666666666667
MPI	-0.757833333333333
MEPCE	0.0653
ABCC3	-1.656375
NANOGP1	-4.633
KCNK17	-0.2945
HLA-DMB	4.3905
RRAGA	0.739
ANGEL1	-0.76075
RBM32B	0.3405
CPN1	-3.32825
MGC52282	0.1708
HLA-A	2.01725
OR9G4	0.212
EDNRB	-1.786125
SCD	-1.337
C14orf80	-0.703666666666667
BAGE2	-0.294
RABL4	1.59133333333333
RCVRN	0.4195
SHANK1	0.058
NLRP7	-1.82125
CD226	2.4445
STAT3	1.6105
SYNJ2	-0.0246
TPCN2	-0.0278333333333333
WDR36	-1.11225
MBD4	-0.429
ROBO1	-1.2381
ST3GAL6	-2.9045
SLAMF8	3.60883333333333
ATN1	0.399
GPR141	1.061
KRT36	-0.0145
TPH1	-0.179
DDX52	-0.349
ZSCAN29	-0.0205
TRPT1	-0.414666666666667
DPEP3	0.75275
DENND4A	-0.8505
TSPAN16	-0.491
PTCHD2	0.0765
LOC145814	-0.179
CAP1	0.622833333333333
EIF5A2	-0.5315
NT5DC3	-0.672125
SEPT9	-0.386375
SEZ6L2	1.550625
EGFLAM	3.2975
VPS11	0.056125
NDUFB5	0.484
CIDEA	1.91466666666667
IER5L	0.8215
N6AMT1	0.041
FAM83C	-0.093
OXR1	0.142416666666667
IRX1	0.09
DGKB	-0.7206
GCN5L2	-1.14825
MIR16	0.78775
FBXW9	-0.04625
WDR4	-1.493
PDC	-0.5205
VPS33B	-0.40625
HEXB	-0.13025
FLJ32214	0.01675
TCEB3	-0.57675
CRLF1	-3.8035
ABI3BP	2.063
C8orf22	-4.2365
PYCR1	0.2875
KIAA1706	0.79475
CDK5R2	0.3715
WAS	0.67
C12orf60	-0.052
CCBL2	-0.03475
MADD	0.0605
C5orf34	-1.6345
WDR42A	0.7305
KLF12	0.34825
HSPA1A	1.87075
ITM2C	-0.70075
DAPK2	2.52416666666667
LOC442590	-0.6115
SUMF2	-0.788
CENPA	-1.91476923076923
TMED5	-0.1385
CDH6	-0.8891
BRP44	-0.20525
THG1L	-0.8895
GABRA2	-1.82475
C14orf166	-0.67525
MYL1	-1.57583333333333
TNFSF18	0.5
PAP2D	-0.848833333333333
PPIB	-0.663
KLHL4	-0.43975
SFN	0.964833333333333
CCDC127	-0.05725
FRAP1	0.067
GOLGA5	0.7105
SDCCAG1	-0.611375
MGC21675	0.1235
C10orf95	-0.35125
KIAA1345	-0.203833333333333
C1orf163	-1.516
LACE1	-0.266333333333333
OR10K2	-0.0275
CENPN	-2.32428
TMED2	0.70825
UGT1A6	-0.908
ANG	-0.62725
U2AF1	-0.4695
CASC2	1.13316666666667
NMT2	-1.1195
OSGEPL1	-0.247125
DFNB31	-0.0325
SLC6A20	0.353375
DKC1	-0.98525
FXYD4	-0.8565
WDR64	0.01025
MGC5590	0.626
CREBZF	-0.1765
DAZ1	-0.13425
PRPSAP1	-0.31525
GCHFR	-1.0005
TTC7A	0.2135
LOC196993	0.62025
UBD	4.27866666666667
S100A1	-0.267375
RPL6	-1.02233333333333
DNAJB6	0.34425
NAGS	0.4707
C2orf58	0.1655
KERA	1.9845
MT1X	0.9692
UBE2B	0.4501
KEAP1	0.358
MST1	-3.213
OMA1	0.216
ABLIM2	1.95
BCL2L13	0.176916666666667
JAZF1	0.6125
TMEM63B	0.829
S100A8	0.0758
ARFIP2	1.37525
UROS	0.3525
KHDRBS2	-0.913
POLQ	-2.53775
SOAT1	-0.7775
SPAG4	-2.022
MRPS30	1.97216666666667
LOC494141	-0.469
OR2T11	0.3935
ORAOV1	-0.231
ZNF184	0.1815
TCEB3B	0.141166666666667
ADAM21	-0.548
GDPD1	0.042
SPINLW1	0.58375
PRR14	0.330666666666667
KCTD9	-0.8275
NUDT3	-0.48825
KIAA1822	0.8471
HIST1H4K	1.865
DFNA5	-1.69325
GABPA	0.404
C14orf44	0.19375
POLB	3.250625
PTAR1	-0.42775
SEC31A	0.5804
TRIM58	0.72425
TAS2R14	-0.62
VPS8	0.31675
H1F0	0.8345
PRKCB1	-1.04816666666667
UGT2A1	0.4965
TOR1B	0.64475
LSS	-1.24308333333333
C2orf19	0.2635
HNRNPC	-0.0402857142857143
TMEM100	-1.86216666666667
LOC116349	0.6475
OR51M1	-0.2985
CCDC142	-0.60675
ISG15	3.4265
ZCCHC14	0.25725
CREBL2	0.9855
TGDS	-1.7565
DC2	0.0775
CACNA2D3	-1.42757142857143
ZNF429	-1.048375
LYPD6	1.16383333333333
SUCLG1	-0.729
OR51I1	-1.0625
MAGEH1	1.376
PRPF40A	-0.229
SMR3A	0.8065
SPINK2	0.20175
THAP2	-0.034875
NPY5R	-1.228875
IRF4	-0.693125
SPESP1	-1.34966666666667
OR10S1	-0.169
DTD1	-0.23575
TUBE1	-1.28575
DDX19A	-0.702
PDPN	-0.64675
TMEM34	0.06725
MGAM	0.616
COL3A1	5.88883333333333
GFM2	-0.535
OR5A2	0.0635
PSG9	-1.394
ARHGEF11	0.278666666666667
IVNS1ABP	-0.912875
SIGIRR	1.407
DUSP19	-0.19
DNAJC14	0.1685
ACSS1	0.52375
IL1RAPL2	0.421
C4orf30	0.3255
SEPT4	1.97275
LANCL3	-2.506
SPAG17	-0.0278333333333333
PRDX3	0.053875
HNF1A	-1.66825
P4HA2	-0.0265
RFWD3	-1.57533333333333
MOV10	-0.20175
DNAJA5	0.381642857142857
LOC729440	0.32825
LOC200383	1.129125
SMC2	-1.78675
MIXL1	-0.937333333333333
TMEM9	0.09125
FAM86A	1.3045
ZNF174	0.54
MYH14	-0.83325
CCR8	0.54575
VPS37C	1.06633333333333
GPATCH1	0.183833333333333
B3GNT8	2.4095
TBX4	-0.96425
CNR2	0.843666666666667
PCDH1	1.4165
C5orf29	5.062625
OCIAD2	1.74525
PLCG2	1.0765
KIAA0247	1.668875
HRH3	0.000200000000000011
CAPN13	3.99775
CCR1	0.0768
MGC15523	-0.0522222222222222
UVRAG	0.1295
DNAJA2	-0.954666666666667
ITGA2B	-0.981166666666667
CLDN5	3.446
PTPRN2	1.54414285714286
ZNF512	-0.026
PSAP	1.30842857142857
CCDC140	-1.0415
LRRC55	0.11275
CYP26C1	0.3575
C8orf47	-0.19625
LYN	-0.007125
DUSP6	-1.032
TGFB3	3.3126
ELK1	-0.3104
PCDH11Y	-0.233
HGD	-1.6645
C17orf58	1.1145
MYO3A	-0.0025
SERPINE2	-4.13683333333333
AARSD1	-0.749
C14orf73	-1.378
ADAM33	0.16425
ZNF491	-0.2065
