Hybridization REF	TCGA-A2-A0YL-01A-21R-A109-07
RGS14	-0.7273
IL18BP	0.8122
RTN4RL1	1.4125
ARMC6	-0.76275
PSMD5	0.695833333333333
HK3	0.4713
OR4S1	-0.02975
RSU1	1.1921
MAD2L1	-2.44344444444445
EIF4A3	-0.29225
DLEC1	0.00866666666666667
E4F1	-0.573166666666667
CHMP2B	0.1747
CAMSAP1	-0.243
RPS21	-0.445666666666667
ARID5A	1.584
UBE2N	0.3753
IGSF8	0.518833333333333
MAGEB6	-1.372
ACAD11	-1.1295
MGC4172	-1.16225
LMO4	1.57075
KLKB1	0.09775
HP	-0.9205
HDAC3	-0.2885
SCHIP1	0.3235
CLCA1	-0.881
OLFML2A	1.208875
C1orf112	-0.9675
KIF19	0.666083333333333
HAPLN4	-0.0017
CXCR7	0.228833333333333
GOT2	-0.805
RAB38	0.65825
DCX	1.9105
PPM1H	1.11075
NFYC	0.0954166666666667
KIN	-0.3455
ZNF228	1.72025
PLSCR4	3.69266666666667
HIG2	-0.79925
FAM79B	5.3665
C21orf86	-0.1776
KCNK10	0.5795
ZNF738	-1.155875
FSTL5	-0.505166666666667
OR6A2	0.3165
OTOA	1.14166666666667
EXOC1	-0.306375
AHRR	-2.968625
PDAP1	-2.37333333333333
C19orf6	-0.71375
ZAN	0.181
LY6G6E	0.0825
EIF4E2	-0.79225
C20orf198	0.0025
ZNF324	0.1035
CYP3A5	-2.94633333333333
ENTPD7	1.127
MBOAT5	0.6125
GJB5	0.74675
TTC13	0.1695
S100Z	-1.15233333333333
KIAA0664	-1.4265
PDGFRB	2.24291666666667
IL17D	-0.0135
OR56B4	-0.13
RDX	-1.20583333333333
SLC34A3	0.1475
IL28B	0.5235
JUND	0.5145
CHRNB1	-0.28275
CAMK2B	1.25325
FETUB	-1.42675
CXorf23	0.848
MRTO4	-1.18325
TTC3	0.4576
NDUFB8	-0.646833333333333
EDG2	0.60575
SEMA3G	1.252
IL23A	-1.7445
GRHL1	1.6001
LOC441054	-1.7345
WDR65	0.459375
PSTK	0.18725
STOML3	0.359666666666667
R3HDM2	0.0411
C5	-1.5025
SLC2A10	0.474
C3orf22	-0.01325
PAQR3	-0.141076923076923
ANKRD26	-0.146916666666667
HCRTR1	-0.352
LOC399947	-0.69775
PSD2	0.99775
TIGD2	0.5135
SCRN1	-1.133625
COQ10A	-0.2515
DDI2	-0.1855
METTL7B	-1.2225
UCN2	-0.29575
FAM92A3	-0.6485
WDR16	1.51975
ZNF511	-0.114333333333333
ZMYM5	-0.673375
POLR3G	-2.19375
ZNF586	0.91375
C1orf49	0.289833333333333
TANK	1.21316666666667
RCAN1	1.51733333333333
PELI3	0.525333333333333
LIMD2	-0.42125
TMEM189	-1.1975
NTN4	3.262375
LOC151300	-0.4825
CLEC2A	-0.723
GPR135	-0.768
DPYSL4	-1.3203
JAK2	1.01066666666667
TSHZ1	0.63
TM9SF4	-0.5
ZNF264	0.518666666666667
SIRPG	1.492375
BICD1	0.333
HERC6	2.15466666666667
METTL5	-0.877
CASP1	1.902
PRRT1	-0.0895
PLA2G4C	2.01166666666667
ICA1L	0.406785714285714
TPTE2	0.164666666666667
OTUD7A	0.396833333333333
AQP11	0.02675
APOA2	-4.6898
KALRN	0.1456
SECTM1	0.281916666666667
IFNAR1	0.14775
TALDO1	-0.1985
RAB11FIP4	-0.808916666666667
EIF5A	-1.904
FAM49A	2.13475
NEGR1	0.871666666666667
YTHDC2	-0.071375
EHD2	0.237125
NCF1	1.8895
SCRT2	0.1845
HOXA5	1.34583333333333
NUP133	0.62425
FGF12	-0.693875
SLMO2	-0.39
SNTA1	-0.439625
CACNG2	0.099125
GCM1	0.371
ELF1	0.706
TLR5	3.15725
TCFL5	-0.912333333333333
RBMY2FP	-1.132
LOC100125556	0.187375
FAM129B	-0.0525
MAP3K7IP1	-0.259875
NCK2	0.0995
OXA1L	-0.45175
FMO9P	0.6515
ZSCAN12	0.99625
PSMD12	-0.676916666666667
HSCB	0.39825
CLDN10	-1.77525
MGC13053	-0.413
HPCAL4	-0.6295
ASZ1	-0.1565
MEX3D	0.473416666666667
NFAT5	-0.4475
CSPG4LYP1	-0.590833333333333
FBXO3	0.9802
DVL1	-0.576666666666667
CMKLR1	1.53016666666667
TYMS	-3.126375
PEF1	0.7215
ZNF750	2.0905
MCM5	-1.0813
MEGF11	-0.0405
KCNK7	-0.2865
PTP4A3	-0.221
C1QTNF2	0.551
OR6S1	0.225
FAM122B	-1.4535
ZNF551	0.247375
HBQ1	-3.198
GEMIN6	-0.556
ARSK	0.5905
RBP7	2.55916666666667
CPNE9	0.16025
DSC1	2.5905
LOC730112	-0.40575
MAP2K4	0.544125
HS3ST5	-1.701
EPB41L3	-0.15775
TEKT2	3.22225
CDKN2B	-0.00366666666666668
ZNF480	-1.242
MAP3K6	0.5375
MAP6	2.40733333333333
HN1	-0.9297
OR2L13	0.811333333333333
SLC16A11	0.3805
FAM96A	-1.07925
APOL1	0.6
C5orf32	-0.16775
RTP1	-0.188833333333333
RNF175	0.467
ZBTB41	1.358625
AHCTF1	-0.4646
SAE2	-0.6507
ITGA2	1.30358333333333
MME	1.42683333333333
CCDC14	-1.1635
MAST4	1.00785714285714
KRT33B	-0.715
KCTD2	-0.123833333333333
WDR26	0.878166666666667
MFI2	0.48775
NR4A3	0.203625
ARSA	0.8005
UNKL	-0.360666666666667
SULT6B1	-0.19
CCNA2	-2.47166666666667
SOX15	-0.529
PPAPDC1B	0.0353333333333333
C19orf44	0.5655
MCAT	0.2125
ARID1B	0.2805
OR52N1	0.3595
C12orf48	-0.979
MAGI1	-0.03675
NIPA2	-0.37025
GBX2	-2.06325
RSHL3	0.809
RAVER1	0.0183333333333333
C15orf17	0.14525
SLC30A2	0.78275
ZNF518	0.25775
PCYT1B	-0.67725
C10orf114	-1.3345
EIF3H	0.49125
SLC25A39	-1.462
KIF1B	0.161625
AMOTL2	0.28475
C6orf120	0.64675
PSRC1	-1.9105
PLA2G10	1.746875
KIF5C	0.716125
MRPL37	-0.4055
C17orf62	-0.391666666666667
C9orf135	-0.696166666666667
DUSP10	0.4261
CLCNKB	-0.291
PSMA5	-0.660625
C8orf53	-0.24625
AMPD3	0.466333333333333
PIAS1	0.145
ADCYAP1R1	-0.0835
GYLTL1B	0.614
CDH20	-0.0633333333333333
FBXO7	-0.217
TMEM134	0.241666666666667
FLJ14213	1.22133333333333
ZNF3	0.3495
LRRFIP1	0.342458333333333
CNOT2	0.284
ABI3	2.39775
ALDH5A1	-1.34725
HNT	2.1949
SERPINA4	-2.5255
TK2	0.466
STMN1	-1.14877777777778
GUCA2A	0.360333333333333
GALNT10	0.630785714285714
DPP6	-0.37155
C9orf93	0.35975
PRELID2	-0.537125
STK39	0.00212499999999999
SFTPA1	-1.06533333333333
CKS2	-1.68777777777778
RHO	0.142375
C20orf135	-0.4855
XKR3	-2.656
CR1	0.522375
RPS6KA2	0.694
C20orf112	0.54875
MRPL22	-0.76125
C4orf23	0.541833333333333
GADD45B	1.254
KLHDC1	1.9065
C2orf48	-2.702
ZNF287	1.666
DAAM2	-0.74575
DPPA2	-2.72733333333333
TCTN3	1.00383333333333
DNAJB11	-0.58
FPR1	2.92775
DEFB4	-0.6465
PTCD2	-0.6068
SMOC2	5.038
CABP7	0.71425
SERPINB11	0.0545
MAGEF1	0.613
NDE1	-0.277666666666667
ITGA10	1.4755
FSHB	0.391
ANXA2	0.603125
HORMAD2	0.6285
HLCS	0.093
MCF2L	1.09408333333333
FH	-0.684625
TBC1D24	0.466
KIAA1505	2.099
LGALS2	0.673
CNBD1	-0.6035
SYNPO2L	-0.93675
PTPN23	0.0631428571428572
C1orf183	-0.732666666666667
MAGEA8	-3.44725
DGCR8	-1.8865
GSR	-1.22575
PAQR7	0.15225
ZNF676	0.2215
CACNA1C	0.3661
SP7	0.436
PDCD6	-0.2745
NRN1L	-1.136
BRI3BP	-1.119
KIAA1183	1.31825
ASB4	-0.10675
CCL23	0.9341
OBSL1	-1.241375
SLC12A7	0.238
KIAA0240	1.2165
CD1B	-2.9265
FCGR2A	0.557125
MDC1	-1.10575
HTR1A	0.199
OCEL1	-0.06325
ATP11B	-0.627625
FBXO34	0.657833333333333
PCDH12	3.2935
RPE	-0.437
C17orf74	-0.4095
CSDC2	1.111
PET112L	0.07125
TMBIM1	0.607125
P2RXL1	-0.71
TCHP	-0.91425
TRMT1	-1.10666666666667
F2RL2	2.2
LRRC32	3.377
IMPG2	0.46
BGLAP	-0.162
LOC493869	-0.8235
MRAS	1.360625
SLC35F5	0.9915
CBWD1	0.3205
AXL	-1.318625
ATP2C2	0.32725
TELO2	-1.11275
PNPLA3	-4.0135
PCDHB14	0.71975
CD276	0.19075
KRT80	-1.051375
DUSP28	0.6375
CSNK1E	-0.337833333333333
SRP14	0.387
KCNQ4	-0.4725
KRT72	0.0176666666666667
CCDC117	0.417375
C6orf89	0.196055555555556
TUBB2B	-1.87716666666667
RTN4IP1	-1.33375
CR1L	-3.64666666666667
CEND1	-0.085875
C12orf41	-0.0938333333333333
RNF31	0.36125
UBN1	-0.337666666666667
C17orf32	0.206375
SLC5A7	-0.06175
GPR92	0.796166666666667
ESAM	2.2291
CTNNA1	0.389833333333333
HRBL	-0.0488
CBX4	-0.7645
TMEM182	0.38125
SH3TC2	0.0898333333333333
IL10	1.062
PXMP4	0.709
RNF167	-0.1401
PAK7	3.568
ETV3	-0.6125
ATPIF1	-0.930833333333334
LOC554207	-1.73883333333333
OR8H1	-0.06875
WDFY3	1.189
DPM1	-1.15775
GPSM1	0.417
WDR92	-0.2692
LRP1	0.5995
ANKH	-0.508875
THUMPD3	-0.57225
POLR1B	-0.23875
OLFM4	5.96333333333333
RAD9B	0.5465
TSPY2	-3.565
PAX6	-1.7725
SCG2	-0.13375
SLC17A6	-0.05075
FMO3	3.115625
PADI4	-0.198875
TUBB4	-1.3213
NLK	-0.96
POU4F3	-0.692
SDF4	-0.5065
ITGBL1	2.82766666666667
NETO1	-1.5785
TAP2	-0.305625
ABBA-1	-0.334333333333333
GNAI1	0.10725
VPS4B	0.94025
NOPE	0.3964
GALNT6	1.86816666666667
SESN1	2.0605
GBE1	-1.81355555555556
CLASP1	0.0165
RASGEF1B	1.178
ACOT11	0.00571428571428574
AFAP1	1.466
OR2H2	-0.0375
DPY19L2P1	-0.9105
DZIP1	-1.21675
SEC22C	-0.457916666666667
GPR161	0.176166666666667
RNF146	0.323
WDR74	-0.704375
GALP	0.1245
PURA	-0.2695
DNPEP	0.1715
RP11-78J21.1	0.306
ERBB2	1.21225
FANCM	-0.756333333333334
NEO1	1.35533333333333
DDX3Y	-4.4104
RPS3A	0.748125
MXRA7	0.117357142857143
LGALS3	0.0103333333333333
GLT8D1	0.35725
CFL2	-1.3765
UPB1	0.27275
NAP1L5	0.336375
CLDN14	-1.64375
DHX38	-1.265
BTBD1	-0.1215
TARS2	-0.267666666666667
ABCF1	-0.5834
FCF1	-0.379666666666667
LRRC49	1.17875
GUCY1B2	-2.459
C1orf177	0.165333333333333
SMARCA4	-0.907571428571429
LRP8	-3.58833333333333
TAGLN3	-0.6985
MRPL14	-0.75575
TTRAP	-0.01175
ZDHHC20	-0.08325
NFE2L3	-0.51825
KIAA1377	2.1595
PALMD	1.6973
TMEM43	0.62475
TTL	-0.910375
STAT5B	-1.42633333333333
SSB	-0.823
OR10H5	0.211
SLC22A13	-0.7305
AKAP3	0.66675
TIMM23	-0.448166666666667
OAS2	1.8785
KIAA0423	1.5285
TRIM11	-0.421166666666667
GLIS3	1.77075
TMEM50B	1.21316666666667
ARHGEF4	-1.224
DEGS1	0.708363636363636
TBL1XR1	1.3688
G6PD	-2.15025
SP140	0.4544
MUC17	0.193214285714286
NUDC	-0.6626
DNAJC5B	1.85083333333333
SCARA3	-0.00966666666666669
CPA3	5.55483333333333
BCAT2	0.2295
MFN1	-0.1458
NRG3	0.275
SNX11	0.1645
PLEKHH1	-0.352666666666667
GPR177	1.08233333333333
HCFC2	0.1935
TCAP	-0.67975
MOCOS	-1.71725
C14orf93	0.41175
PRDM10	0.1365
SLC16A4	1.02975
SRGAP1	-0.9935
VIP	0.96275
DUSP27	0.719333333333333
LILRA1	0.7902
MC2R	0.2045
MGC24103	-1.99225
MBTD1	-1.7395
FUT11	-0.641166666666667
USP33	0.813
C15orf39	-0.31725
MAP3K12	0.39375
PAAF1	-0.7125
BARHL1	0.0925
FLJ16165	-0.548
PIWIL2	-2.76925
SYNE1	0.523416666666667
CMTM4	-0.3805
TSPYL1	1.0976
GUF1	0.0631666666666667
TMEM157	0.9765
WDR44	-0.0355
HIST1H3C	-0.75775
DKFZp666G057	1
RNPEP	-0.9085
GAS2L2	0.6105
ADH4	-4.7805
GRPR	5.176
FBXL17	0.0945
ZBTB10	0.725166666666667
Gcom1	1.1135
HTRA1	2.2976
ZNF585A	0.535
SLC26A2	-0.0506428571428571
OTOP3	0.301666666666667
WISP1	2.82822222222222
ATP2B4	0.05825
FLJ10769	-0.0625
CRAMP1L	-0.094375
CHST12	-1.0725
RAB22A	0.0540833333333334
TARDBP	-0.249
STAU1	0.25675
CRB3	1.626
MIG7	-1.35925
CHMP1A	-0.322833333333333
ZNF160	0.711125
B3GALT6	-0.060875
BARX1	-2.35816666666667
C6orf167	-0.8119375
NXNL1	0.243
DHX29	0.402625
HADHB	0.26275
PLXNB2	0.648
ILDR1	-1.59775
SLC15A3	2.409
GAS2	-1.22766666666667
C20orf69	0.00824999999999998
NUMB	0.08975
TNIP1	0.242125
MESP1	-0.0915
PSKH1	-0.21275
NSFL1C	-0.21
RHOG	0.265
HEY1	-1.16116666666667
KNG1	-1.942625
ITGAX	1.2096
LIN9	-0.745333333333333
CANT1	0.4715
XRN1	0.189071428571429
CCDC96	1.2785
HEATR6	-0.474
GNG7	1.14616666666667
RUNX2	0.683125
SOX1	0.283333333333333
FCRL5	0.4724
ZNF99	0.780875
FAM9A	-0.0105
SNX22	0.00166666666666665
MBNL3	-1.328
ODC1	-2.3549
ADORA2B	-1.56083333333333
NR2F6	-0.68725
ZFYVE16	0.682833333333333
SYNJ2BP	0.2815
POLE	-1.215875
E2F2	-1.52425
THRA	0.489333333333333
PTGES2	-1.34766666666667
HIP1R	0.287833333333333
TMUB1	-0.910333333333333
ENO3	-2.77575
RSPH10B	-0.268
CXorf39	0.38375
IRGC	-0.06275
GPR109B	0.303
FLJ13305	-0.5995
LCE3A	-0.009
TNFRSF18	-0.146
DET1	-0.2005
TRPM3	0.0936666666666666
C16orf79	-2.112
FECH	-0.231
RAP2A	-0.0418333333333333
CRIP1	3.1125
AZIN1	-0.045375
SLC7A7	3.19775
IL10RA	0.8682
TMEM64	-1.34425
CDC42EP4	1.0392
C16orf58	-0.3548
ARG2	-2.179
POU5F1P4	-5.392
FAM62B	-0.332125
DNAH8	-2.1966
ASH2L	-0.1295
TSLP	-0.597833333333333
CNTNAP5	-0.3765
TMEM16C	3.272
IFNA14	0.408
SLC1A3	0.415625
CABYR	1.218
BCL7B	-0.5328
NUDT13	-0.586166666666667
C13orf28	0.19825
C1orf53	0.7665
ARL6IP4	-0.039
RPL35A	0.206
EMR3	0.50475
RAB40C	0.20175
SLC41A1	-0.0813333333333333
LRCH1	0.51825
LY6G5B	-0.821
FAM124A	-0.218857142857143
MGC10981	-4.36766666666667
CLIP3	1.2226
MAP4K2	-1.04866666666667
CHIC1	0.9195
SULF1	3.0215
C20orf30	-0.0320714285714286
PRDM5	0.225125
ELOVL1	-0.37825
C11orf48	-0.758875
SLC39A10	0.609
KCNV1	0.05975
ACP1	-0.2785
ZMYM2	-0.866125
B3GNT6	-0.351666666666667
C9orf69	-0.9495
C2orf15	0.987
C20orf166	0.928
HSP90AA6P	-0.8285
EDG7	0.2555
NEURL	-0.186875
LPL	1.08033333333333
CLEC2D	0.0814285714285714
GRRP1	2.21266666666667
CD8B	-2.2947
HIST1H3D	-2.036
SLC6A12	0.437125
FAM27L	-0.057
CD84	1.4699
RASA1	0.9955
PHKG1	-0.501
MAGEA11	-2.59
IMPA1	-0.4743
NPM3	-1.20425
RARRES1	4.84225
SH3BP1	-0.481
B3GNTL1	-0.7405
ARPC5L	-0.407166666666667
KLHL26	0.4725
SIM2	-2.26875
GJC1	-0.165
C20orf194	0.2615
EXO1	-2.238
SLC2A2	-3.0115
LOC285074	-0.32075
LRG1	2.13075
KIRREL	0.2745
PIK3R1	2.24678571428571
C4orf34	1.3745
MAF	-0.731722222222222
ADCY4	3.668
ZMIZ2	0.0281
SLC46A3	1.33883333333333
STAMBP	-0.563
CCDC16	0.46925
MS4A12	0.3435
TCF20	-0.42625
LRRC46	1.24425
C20orf152	1.0615
MRPS6	-0.341625
ABCB11	0.2585
KCNC2	0.521666666666667
CDH19	-0.788833333333333
C9orf123	0.742
SSH3	0.668375
LDLRAD1	-2.20275
CCBE1	0.49025
ZNF135	1.392
TAAR1	0.5705
WFDC12	0.3325
CCDC42	0.355333333333333
FLJ12529	-0.3885
PER1	0.3955
TIMM50	-0.840166666666667
SMARCAD1	0.197166666666667
FAM26C	0.5425
TP53TG3	-0.986166666666667
SH3RF1	2.0824
LMCD1	2.9895
GPR63	-0.5
FLJ21986	-1.6985
AIFM3	-0.69625
MICAL1	-0.840833333333333
BLZF1	1.03833333333333
IQCA	3.3425
PCDHGC3	-0.175
SAC	0.6905
BCL6B	2.31616666666667
DDO	1.563
MARCO	2.84225
DCHS1	1.577
C1orf170	0.367
CD200R1	1.85633333333333
C22orf15	-0.3935
SEPT11	0.435333333333333
ADNP	1.12275
UST	0.2719
C13orf34	-1.675
RFFL	-0.186428571428571
APBA3	-0.1145
C2orf60	-0.177875
CUTL1	-0.2022
PMS1	-0.1105
ZNF689	-0.1395
EIF3E	0.1595
IL9	-0.0256666666666667
RPL31	0.229875
LY9	1.20683333333333
ATP2B3	-0.2575
KDELR2	-0.0102083333333333
TFCP2	0.461375
NLRP12	-0.1075
FLJ45422	-0.5015
TLE4	0.1281
ZNF570	0.5705
FLJ43806	-0.571
TLK2	-0.568375
CIR	0.496
MARS2	-0.116
COL24A1	0.22525
SDF2L1	-1.534
HIBADH	-0.0173333333333333
IGFBP3	-1.9575
C12orf23	0.552
PSPC1	-0.421
C20orf43	0.1705
TRAV20	0.5075
ARHGAP24	1.44425
KIAA1975	-1.30375
C1QA	2.9616
DNTT	-4.815
C10orf6	0.0460833333333334
C11orf41	0.4245
HNRPF	0.356125
COL11A1	3.90216666666667
UBAP2	-0.151666666666667
CDKN2AIPNL	-0.262
C20orf174	2.82175
SPRED2	0.514
PLA2G12A	0.485333333333333
ICEBERG	-0.3975
SCN10A	-0.055
C11orf65	0.3195
GBP5	3.6805
PITPNC1	-0.955
POU3F3	0.3255
NCOA7	1.755125
LIN7C	0.3542
LOC348840	-0.3525
NKX2-2	-2.37375
ANKRD13D	-0.436125
LOC123688	0.06775
FUT2	1.39266666666667
TAAR8	0.244
FZD4	0.112666666666667
PNMA3	-0.8945
OR4L1	-0.012
WIT1	-2.451
EXOC3L	1.3915
ATPBD4	0.1979
KRBA1	-0.5865
UBXD6	0.06
HOXB7	-0.426571428571429
C7orf23	-0.384
UNQ338	1.576
STAB2	2.50825
CDC20B	-0.16775
IRF9	2.4135
CENTG1	0.328833333333333
TNPO2	-1.5655
MCPH1	0.5055
BMS1P5	-1.53975
SLC26A7	0.52775
HIST1H3J	-0.15275
C9orf3	0.0162
LBH	1.70625
MYO1D	0.48025
PTDSS2	-0.3355
NFU1	0.2325
DEPDC4	-0.9095
WNT7B	1.8066
GLP2R	-0.159833333333333
SETD4	-0.0055
DYNLT3	0.0569
FKBP11	-0.8895
SESTD1	1.01866666666667
FLII	-0.227
RPS16	0.2069
CHPF	-0.536166666666667
CSNK2A1	-0.305833333333333
SUMO1P1	-0.11425
FKBP6	-0.6995
ZNF214	2.71466666666667
TWIST1	0.574166666666667
DDX56	-0.818
TRAM1L1	3.154
EPO	-3.11533333333333
MRPS18B	-0.40375
ZNF682	-0.396833333333333
RPL14	-0.3305
MAFF	0.40775
LOC51136	0.201125
LY96	0.55975
DDX20	0.07275
ABTB1	0.813333333333333
ARL5A	0.3226
CCT6A	-0.94825
HEPACAM	-1.2135
EHHADH	0.6895
RBAK	0.492833333333333
CGB1	0.37975
ITGB5	0.6499
YIPF3	0.97575
FKBP2	-0.709
NR1D1	0.3075
TMEM110	-0.4915
NEK2	-0.499833333333333
PRAMEF8	-3.0535
C20orf52	-0.954666666666667
PCDHGA3	0.3225
VWA3B	0.0355
NDUFA5	-0.09375
THAP9	0.78
FLVCR2	-0.339333333333333
AP1S1	-1.50775
SMAD6	-0.9745
SAV1	1.079375
SAT1	0.86675
ZNF251	0.65725
ADAMTS7	0.1813
RPP38	0.36
C1orf211	-0.809
YPEL2	1.81795
RBMS1	0.3295
ZNF445	-0.434166666666667
NRXN2	0.619166666666667
PGBD4	-0.377375
UGT2B28	-1.541
WBSCR16	-0.9615
NLRC3	0.556625
ASTL	-0.0905
ST6GALNAC1	-2.68825
ZADH2	0.441625
MLLT4	0.331916666666667
ARL6	0.596833333333333
MEF2C	0.49625
CBFA2T3	-1.514
AFF3	1.014
COG7	-0.311166666666667
MYB	0.570833333333333
PLXNA3	-0.1995
XRCC2	-1.4455
MMS19	-0.5705
ST8SIA5	-0.919125
CHPT1	1.23266666666667
KIAA1712	-0.3685
OR6X1	0.505
ACTR3	0.378125
UGCG	1.59366666666667
OR4P4	0.6575
ZAP70	-2.72175
LPP	1.800875
ZNF485	0.604
PTPRCAP	0.20325
IL12RB1	0.29025
ATRX	0.4106
CHST8	1.9915
C14orf109	0.226
ARV1	0.65325
NMB	-0.832857142857143
COX5A	-0.556666666666667
EIF6	-0.75975
MPPED2	0.3925
SEMG1	-1.2965
CHRDL1	0.5295
TRAF3IP2	1.35025
WNK2	-0.119375
LILRA4	2.90566666666667
LAMA2	5.201
PXT1	0.5635
RLBP1	-3.41675
CD300C	0.3625
SLTM	0.204125
FLJ10404	-0.4170625
APOBEC3D	-1.13833333333333
RENBP	0.452
ATXN7L1	0.521875
NID1	0.5315
TUBGCP3	-0.823875
ITIH5	1.34066666666667
CCDC110	1.81275
C8A	-3.74525
MGC87042	-0.5225
HOXC13	3.4175
TFDP2	-0.28625
HCP5	2.176625
POLI	0.16975
UCN	-1.0365
ZNF764	-0.122
C8orf45	0.50925
FHL3	0.39675
SPATA5L1	-0.17375
MMRN2	2.84233333333333
NDST1	0.595833333333333
COL20A1	-0.620666666666667
ZNF248	0.444
PELP1	-0.973666666666667
MBL2	-2.33516666666667
RNF41	0.571375
C5orf24	0.295875
THOC5	-0.0555
SERINC3	0.362583333333333
RP11-151A6.2	0.1245
CDCP2	0.47925
HIST1H2AA	0.32725
C11orf75	-0.190833333333333
FKBP7	0.38025
DDOST	-0.6
GPNMB	1.61633333333333
TTF2	-1.66833333333333
KCNT1	-0.0586666666666667
SLC39A14	-0.655375
NGRN	0.2437
GPR137B	1.4485
MECP2	0.426375
PSMA1	-0.4035
C16orf73	-5.75725
TMEM60	-0.0946666666666667
CSN3	0.1935
NOS1	0.235166666666667
RAB7L1	0.202666666666667
YBX2	-1.6625
KIAA1166	-0.494125
FUBP3	0.351166666666667
ABCG1	1.556
ACACA	-0.72175
ARL11	-0.1033
ATOH1	0.5295
ODF1	0.0318333333333333
CREB3L3	-2.132
TMEM127	1.04428571428571
DSCAML1	0.616
PLN	2.19416666666667
LYPLA1	0.315666666666667
PRDM9	-1.89675
SASP	0.48525
PLUNC	0.0448333333333333
INTU	1.41925
HISPPD1	0.0485
LNPEP	0.45
YARS2	-0.265166666666667
APCDD1L	-1.2135
ZCCHC4	-0.1781
FBXO22	0.0215
TTLL13	-0.4675
ZNF669	0.513333333333333
PTGDR	2.2725
DDX27	-0.729
KIAA0409	-0.232333333333333
GJB6	0.33325
ASB8	0.99225
PLP2	0.0965
MEPE	-0.0225
OR10J5	0.3205
KRT222P	1.3035
COQ7	-0.0415
C1orf101	1.3335
RERG	3.3103
CHMP5	-0.051125
THAP11	-0.464625
ZNF43	1.04833333333333
ZRANB3	-0.120333333333333
KRT13	2.935
MRPL19	-0.69225
RBBP9	0.609625
SPATA17	0.936875
BXDC5	0.253
PAFAH1B1	-0.62325
MAGEE1	0.4795
OSTF1	0.11125
KIAA0323	0.106833333333333
TXNDC13	-0.201833333333333
CNTN4	2.49825
LCE1B	-0.1035
UNQ501	-0.0375
ZNF154	0.94825
C3orf64	1.00125
SYT5	0.0929
PON1	-0.0193333333333333
FLJ10357	-0.150375
ATP4A	0.225
GNPDA1	0.0808333333333333
MGAT1	0.252833333333333
C14orf121	-0.046
SLC35B2	-0.39
MIER3	0.678166666666667
CHEK1	-2.49525
ZNF8	0.282
TXNDC1	-0.244666666666667
CKB	-1.4588
RTN3	0.378
FZD2	-1.20266666666667
PART1	0.816375
PSMB6	-0.99225
PCDHB8	-0.187
PHC3	0.5666
PPP1R8	-1.087
NOVA2	1.277
TNFRSF11B	-1.70825
GOLPH3	0.634166666666667
UBLCP1	-0.11375
SUHW3	-0.635
TTLL1	1.60525
OPN4	-0.0415
OR13G1	-0.3115
ZPBP2	0.245833333333333
HSD17B11	-0.67475
C9orf50	0.568
DHDDS	-0.180928571428571
CTSW	1.8673
NEFM	-1.5285
MRPL28	-1.0645
SYN1	-0.0228333333333333
PIGV	0.414
ZIM2	0.2015
APBB1	0.828833333333333
SND1	-0.6915
C1orf123	0.334666666666667
CHD3	-0.5265
BHLHB8	-0.25225
RNASE2	0.258
BCAP31	-0.374
SLC25A44	0.372666666666667
CHD6	-0.0757
PIB5PA	2.03569230769231
SELS	0.196
LOC541471	-0.2935
FAT2	3.052
ZNF81	0.61
OR4C16	0.1745
FLJ10081	0.0292
LRRC4	0.31475
CS	-0.270833333333333
N4BP2	-0.499625
IGFBP7	2.75175
ZNF318	0.213333333333333
NDNL2	-0.15375
ZNF609	0.054375
SIRT4	0.256
EXOSC10	0.3685
ECE2	0.459666666666667
OVGP1	1.3165
GTPBP3	-1.33325
PACS2	0.000300000000000006
C19orf36	-0.0198333333333333
ARL4C	-0.732125
ATG4B	-0.572875
UBQLNL	0.813
RHOXF2B	-4.119
PLEKHG2	-0.3325
GALR1	-0.191
AQP4	1.49283333333333
HDAC7A	-0.0141666666666667
DCUN1D3	-0.21625
OR8A1	0.042
CCRN4L	-0.497
CBR4	0.1845
KIFC1	-2.71566666666667
SLC7A14	-1.294
LHX5	0.0965
TRPC7	0.0105
LPXN	-0.61175
SERPINA1	-2.535375
RPS13	0.2027
BPIL3	-0.954
PRKAA1	-0.65
FADS2	-0.3536
ENAH	0.532625
PRO1768	-0.637
APBA2BP	-0.56825
LIPH	1.96233333333333
C3orf33	0.102
RCC2	-0.191857142857143
ALDH1A2	-2.5739
RNF103	2.02175
AHCY	-0.598625
ALG12	0.229
CCL17	1.93675
ZNF543	1.27766666666667
ESRRG	2.1187
CNGA1	1.77675
RDH5	-0.691666666666667
OTX1	-0.6852
PTGFR	-0.526
CDR2	0.062375
SELE	4.02175
NLGN2	-0.811
EXOSC9	-0.80825
ZNF566	0.546
KLRC2	-3.8455
GPR12	0.2245
KIAA0196	0.418
PDRG1	0.30575
SSR3	-0.623714285714286
MSI1	-1.309
CST9	2.5635
CC2D1A	-0.021
PLAGL1	0.0843333333333334
ZNF778	-0.529
RNF2	1.023125
KLF6	1.78166666666667
THBD	2.3545
tcag7.1314	1.2585
NR5A1	-0.575666666666667
ABCD2	0.61575
DNAJC7	-2.50525
CLEC4C	0.691
TM2D3	0.31475
CCDC4	-1.0355
PLAC2	-0.2745
DCD	2.0125
FAAH	1.288375
POLA1	-0.4015
TM7SF2	-0.6185
FLJ39822	0.3985
FLOT2	-0.170625
MAP4K1	-0.374166666666667
SRP68	-0.34975
