Hybridization REF	TCGA-BH-A0HW-01A-11R-A034-07
OTX1	-1.8786
PTGFR	-2.356
CDR2	-0.196125
SELE	2.1865
NLGN2	-1.64933333333333
EXOSC9	-0.157
ZNF566	0.134166666666667
KLRC2	-4.759
GPR12	1.125
KIAA0196	0.895
PDRG1	-0.42425
SSR3	-0.115928571428571
MSI1	-0.0205
CST9	4.0725
CC2D1A	-0.391875
PLAGL1	-1.6075
ZNF778	-0.147
RNF2	0.223375
KLF6	-0.173333333333333
THBD	1.34466666666667
tcag7.1314	1.47025
NR5A1	-0.0816666666666666
ABCD2	-0.7655
DNAJC7	0.08825
CLEC4C	0.0805
TM2D3	1.0615
CCDC4	-0.8415
PLAC2	0.935
DCD	-0.317
FAAH	1.915875
POLA1	-0.2515
TM7SF2	0.931
FLJ39822	-1.2105
FLOT2	0.8295
MAP4K1	-1.4055
SRP68	1.05075
C21orf74	-1.3665
ARPC5	-0.74825
LOC126075	2.08275
HECW2	0.999
ZDHHC4	0.83125
ANKRD42	2.2071
PDE9A	-1.805
ABCA8	-1.18
NDUFS2	-0.68625
UBR5	0.3035
BTBD16	-2.5765
LOC554174	-0.39
ZNF20	1.4275
KIAA1843	-0.2785
WDR17	1.234875
C15orf33	0.479
RNF113A	0.17075
CAMKK1	-1.5263
CLCN2	-0.363
ANXA6	-0.2655
LOC340069	0.6455
EMID1	1.6165
DPM3	-0.162
ELA1	0.345
SLC25A13	-1.055
KRT24	5.649
SMPD1	-0.1455
TH	-0.322
COL6A2	-1.30528571428571
ANKS1B	1.9995
GPR126	-3.4671
ZC3H12A	0.952833333333333
TMEM47	-0.618666666666667
C2orf51	-0.583666666666667
C1orf88	3.36783333333333
HSF2BP	1.761
AKAP10	2.014
RPAP3	-0.5555
KLHDC8B	1.153625
STOM	2.0429
MUPCDH	0.213125
C10orf72	-1.489625
PLEKHA3	1.27608333333333
TCP11L1	-0.413
CWF19L1	-0.312875
SPEF1	1.79792307692308
YSK4	0.218666666666667
ELN	-0.1301
SAMD8	0.1535
MPI	-0.293666666666667
MEPCE	0.0191
ABCC3	1.45075
NANOGP1	-3.393
KCNK17	-0.15325
HLA-DMB	2.90616666666667
RRAGA	1.196
ANGEL1	0.83525
RBM32B	0.5655
CPN1	-2.793
MGC52282	-1.01866666666667
HLA-A	0.276833333333333
OR9G4	0.211
EDNRB	-0.0155
SCD	-0.238428571428571
C14orf80	-0.615166666666667
BAGE2	-0.94
RABL4	1.64966666666667
RCVRN	0.275
SHANK1	0.404
NLRP7	-3.947
CD226	-1.209
STAT3	0.454
SYNJ2	-1.2633
TPCN2	-0.380833333333333
WDR36	-0.80275
MBD4	-0.065
ROBO1	-1.8383
ST3GAL6	-3.44925
SLAMF8	1.36183333333333
ATN1	0.603333333333333
GPR141	0.832
KRT36	0.2685
TPH1	0.6605
DDX52	0.626
ZSCAN29	0.163
TRPT1	0.337
DPEP3	0.4565
DENND4A	-0.181875
TSPAN16	-0.255
PTCHD2	-0.005
LOC145814	-1.11475
CAP1	-1.15383333333333
EIF5A2	-1.2022
NT5DC3	-1.262
SEPT9	-0.393375
SEZ6L2	0.13625
EGFLAM	3.0725
VPS11	-0.05425
NDUFB5	-0.171166666666667
CIDEA	0.3755
IER5L	0.35175
N6AMT1	0.922
FAM83C	-0.164
OXR1	1.52525
IRX1	-1.885
DGKB	-0.593333333333333
GCN5L2	-0.24425
MIR16	-0.0672500000000001
FBXW9	0.79325
WDR4	-0.901333333333333
PDC	-0.224
VPS33B	-0.21275
HEXB	-0.77
FLJ32214	-0.3215
TCEB3	-1.58975
CRLF1	-5.10775
ABI3BP	-0.831
C8orf22	-3.6275
PYCR1	-0.233625
KIAA1706	-0.49175
CDK5R2	0.6935
WAS	-0.1035
C12orf60	2.261
CCBL2	0.413625
MADD	0.07825
C5orf34	-1.6345
WDR42A	0.6913
KLF12	-0.972
HSPA1A	3.63375
ITM2C	-2.53358333333333
DAPK2	1.33733333333333
LOC442590	0.9705
SUMF2	-0.86425
CENPA	-1.75061538461538
TMED5	-0.872125
CDH6	-0.7574
BRP44	1.19375
THG1L	-0.5175
GABRA2	0.487
C14orf166	-0.0135
MYL1	-1.6405
TNFSF18	-3.898
PAP2D	-1.672
PPIB	-2.043
KLHL4	-0.604625
SFN	-0.297
CCDC127	0.849
FRAP1	-0.64225
GOLGA5	0.96825
SDCCAG1	0.352875
MGC21675	0.3825
C10orf95	0.2425
KIAA1345	-0.104166666666667
C1orf163	-1.76
LACE1	-0.911333333333333
OR10K2	-0.5225
CENPN	-2.67952
TMED2	1.0035
UGT1A6	0.2985
ANG	0.52975
U2AF1	-0.605333333333333
CASC2	0.27
NMT2	-1.759
OSGEPL1	0.909875
DFNB31	-1.1815
SLC6A20	-1.039375
DKC1	-1.21
FXYD4	-0.32975
WDR64	-1.16025
MGC5590	0.337
CREBZF	1.03333333333333
DAZ1	-0.12475
PRPSAP1	0.84425
GCHFR	-1.35775
TTC7A	-1.91825
LOC196993	0.5625
UBD	0.2865
S100A1	-1.564125
RPL6	0.318333333333333
DNAJB6	1.04345
NAGS	2.7779
C2orf58	0.261
KERA	0.390833333333333
MT1X	-0.4009
UBE2B	1.4045
KEAP1	0.4875
MST1	-2.13775
OMA1	0.6715
ABLIM2	0.0555
BCL2L13	0.668333333333333
JAZF1	-0.757166666666667
TMEM63B	1.187
S100A8	-1.9327
ARFIP2	0.81975
UROS	-0.1985
KHDRBS2	-0.575
POLQ	-3.050625
SOAT1	-2.09425
SPAG4	-0.09925
MRPS30	1.81433333333333
LOC494141	-0.63775
OR2T11	1.586
ORAOV1	0.0981
ZNF184	0.362333333333333
TCEB3B	0.7662
ADAM21	0.827
GDPD1	1.586
SPINLW1	1.2835
PRR14	-0.509833333333333
KCTD9	-0.9966
NUDT3	0.36875
KIAA1822	-0.219
HIST1H4K	2.047
DFNA5	-3.63725
GABPA	0.029
C14orf44	2.114
POLB	1.224125
PTAR1	-0.457
SEC31A	-0.058
TRIM58	-0.72075
TAS2R14	0.384
VPS8	0.142375
H1F0	1.98916666666667
PRKCB1	-4.30333333333333
UGT2A1	0.5765
TOR1B	-0.08625
LSS	0.555833333333333
C2orf19	-0.8815
HNRNPC	0.446214285714286
TMEM100	-2.929
LOC116349	0.24975
OR51M1	-0.258
CCDC142	-0.719
ISG15	2.778375
ZCCHC14	-0.29125
CREBL2	1.40125
TGDS	-1.56675
DC2	-0.81225
CACNA2D3	-1.63657142857143
ZNF429	-0.131125
LYPD6	0.706666666666667
SUCLG1	-0.544
OR51I1	-1.402
MAGEH1	-0.9695
PRPF40A	-0.3365
SMR3A	0.8135
SPINK2	0.76875
THAP2	0.4305
NPY5R	5.725875
IRF4	-3.076625
SPESP1	-1.79083333333333
OR10S1	0.408
DTD1	-0.65
TUBE1	-0.68325
DDX19A	-1.362
PDPN	-1.099875
TMEM34	0.678416666666667
MGAM	-0.30725
COL3A1	4.35994444444444
GFM2	0.1794
OR5A2	-0.5385
PSG9	-0.2735
ARHGEF11	-0.610333333333333
IVNS1ABP	-1.054375
SIGIRR	1.5375
DUSP19	0.06525
DNAJC14	0.3645
ACSS1	-0.483375
IL1RAPL2	-0.285
C4orf30	-0.9235
SEPT4	3.222
LANCL3	-1.9725
SPAG17	0.312
PRDX3	-0.133
HNF1A	-0.186875
P4HA2	-1.994125
RFWD3	-0.985
MOV10	-1.39825
DNAJA5	0.843571428571429
LOC729440	0.23625
LOC200383	0.249833333333333
SMC2	-1.49775
MIXL1	-1.11116666666667
TMEM9	-0.65125
FAM86A	1.664
ZNF174	0.3894
MYH14	-1.12975
CCR8	-1.46775
VPS37C	1.82533333333333
GPATCH1	0.936333333333333
B3GNT8	1.8175
TBX4	-1.773
CNR2	0.6792
PCDH1	1.51175
C5orf29	1.905375
OCIAD2	1.33925
PLCG2	-0.3845
KIAA0247	1.20725
HRH3	-0.2878
CAPN13	2.457625
CCR1	-1.8607
MGC15523	0.847666666666667
UVRAG	-0.114333333333333
DNAJA2	0.2245
ITGA2B	-0.446833333333333
CLDN5	3.14725
PTPRN2	0.429428571428571
ZNF512	0.546666666666667
PSAP	-0.427214285714286
CCDC140	-0.497
LRRC55	0.3485
CYP26C1	-0.389
C8orf47	5.12675
LYN	-1.14325
DUSP6	0.156166666666667
TGFB3	2.80413333333333
ELK1	-0.6202
PCDH11Y	-1.5552
HGD	-3.41075
C17orf58	2.844
MYO3A	-0.661
SERPINE2	-5.9845
AARSD1	1.322875
C14orf73	0.41325
ADAM33	-0.67
ZNF491	-0.2215
MAPK6	-1.20516666666667
TCN1	-1.13533333333333
SLC24A6	0.6535
UBE2R2	-0.02075
H1FNT	-0.01525
TATDN2	0.0783333333333333
LILRB1	-0.085
P2RY5	0.2215
NUCB2	0.0495
C2orf37	0.58125
SNX27	0.327833333333333
MTA3	0.9045
FOXO4	-0.189375
ID4	5.10383333333333
SOX5	-2.10333333333333
PXMP3	1.4175
OR52M1	0.294
SFT2D3	-0.194625
INA	-3.21883333333333
MCOLN1	1.10475
NFIX	-0.532
CLEC14A	5.65466666666667
HIBCH	-0.240166666666667
PLA2G5	1.59925
TIMM10	0.388166666666667
MED17	0.6935
COL4A4	-2.415
TPP1	-0.000166666666666685
GJA3	-1.87383333333333
TMPRSS5	-1.1335
AADACL3	0.5745
DNMBP	-0.186
ENPP5	2.60783333333333
NQO1	-2.6883
ZSCAN2	1.13225
SEC24C	-0.143166666666667
GTF2A1L	-0.631
AXIN2	-0.4864
FAM33A	0.1905
C16orf13	-0.7465
SPNS2	0.47275
TAF1	-0.475
AP1G2	0.110333333333333
RBM42	-0.127
HCN2	-0.467833333333333
EFHB	-1.69483333333333
RUSC1	-0.453833333333333
GRIK5	0.639
USP21	-0.9045
ATAD3C	0.2245
ORMDL2	1.143625
PRSS7	-2.979
PSAT1	-4.90725
FLJ13195	-0.055
TBC1D1	-0.995333333333333
IFNG	0.0625
OTOS	2.6665
ZNF773	0.368666666666667
EMD	-1.47725
RETN	-0.426
CCL8	5.2825
APH1A	-1.005625
COX18	0.06575
GTF2IRD2	0.475
CCDC82	-1.25383333333333
PAFAH2	0.275555555555556
NPEPL1	-0.6125
RP11-114G1.1	0.404
TP53INP1	1.833625
ZNF300	0.539
FOXL2	-2.03575
LARP2	0.0495833333333333
LATS1	-0.72
HTR6	-1.1535
SPOCK2	-1.12116666666667
RNF144B	2.74983333333333
HTATIP2	1.526125
MGC10334	-0.26575
CENTA2	1.3325
FGF2	-3.6775
FXYD7	-0.02025
PHYHIPL	-2.43375
GPR34	2.5215
DDX6	-0.879166666666667
OR10W1	0.498
LHFPL1	-0.5685
ZNF313	-0.389857142857143
VPS28	1.47
AP3M1	-0.129
AKR1CL2	1.276
TRAF4	0.57775
OR2B11	0.8215
C19orf12	-0.170166666666667
AKAP9	0.642666666666667
C1orf62	-0.06725
SLC20A1	-0.5681
FAM112A	0.4285
LDB2	0.610375
MRPS23	0.96375
KLK5	0.468875
SPTB	-0.298555555555555
EFEMP2	-1.17825
EFNB2	2.074625
PCM1	-0.458785714285714
NMNAT3	2.61025
TSG101	1.237
C8orf40	2.4775
NOB1	-2.106
ABHD3	-1.23475
GTF3C4	-0.58025
PIGN	1.83733333333333
GALNTL1	0.28775
AEBP1	-0.765125
OR9Q1	0.381
ANKRD2	0.093375
CCL28	-5.0905
TRIM38	0.199666666666667
TMCC1	0.195916666666667
SMG5	-0.3895
LRRC7	-0.9665
NCAPD2	-2.46833333333333
C6orf153	-0.36
C1orf74	-0.686
OTUD6A	0.4375
DCP2	0.288666666666667
TMEM24	-0.65775
RPL18	-0.126
TMEM177	-0.44325
LRRC37A3	-0.5005
C1D	-0.256666666666667
LDHC	-2.2795
UBE4B	0.0255
NIT1	0.199285714285714
BTN3A3	-1.475625
RASD1	0.924
COMMD3	0.1405
SHFM1	0.24225
BIRC8	-0.173
DUT	-0.18275
C12orf51	0.68
LRRC59	0.0738333333333334
LY6H	0.28525
WDR22	0.579
EDEM1	-0.675285714285714
ADH1A	0.7945
PANX2	-0.2992
CYP11B1	0.811
CDC73	-0.62575
GPR172A	-0.07125
GSTM3	5.019
KCNA5	0.36875
SERAC1	-0.143333333333333
NFATC2	0.7255
ANAPC5	-0.2847
C15orf24	0.802
NFATC2IP	-0.95
TNRC6C	0.323333333333333
MGC102966	-2.664875
FGD5	1.058
MED9	-0.34925
RAB13	-0.4615
C15orf49	-0.53
CRYGS	0.3528
C12orf53	-1.28
LOC283693	0.179
COX6B2	-0.879375
PHF14	-0.140125
FAM3A	-0.40975
RPL13	-1.4092
PRDX2	0.1904
FLJ34047	-1.96125
PRMT3	-0.25
KCTD19	-1.7535
TRIM10	-0.948833333333333
MGC26597	0.567333333333333
GCNT4	1.17725
GPRASP1	-0.58575
CDKN1C	-1.63391666666667
RHBDL2	0.8701
HSPH1	0.549
AQP1	2.215
COL17A1	-2.6826
GFAP	1.3895
CDC16	0.16625
KIAA1614	-1.099
C6orf118	0.674
ZSWIM5	0.108
FAM83F	3.29625
LYNX1	0.1211875
SYNPR	0.5125
XG	0.882833333333333
PRSS16	1.730875
KIF13B	1.17435714285714
PCDH9	-2.2035
HIST1H2AH	3.086
RBM18	-0.51825
ZNF626	1.22475
HEXIM2	1.97266666666667
ITFG1	0.6075
TUBG2	-0.503
SFRS7	-0.34525
C9orf14	0.6545
EXTL1	-0.1725
GBP3	1.74
WDR5	-1.8
RARG	0.222666666666667
MYO7A	-0.209625
CECR6	0.9035
C13orf3	-1.347375
SFRS18	-1.320875
ACVR1B	0.37
PSMD1	-0.0893
C7orf31	0.1355
ILVBL	1.2775
IFNGR1	-0.14625
RNF186	-0.09425
NOL9	-1.36875
MAGEL2	-1.81175
SLC29A2	-0.47925
NHSL1	-2.39
RBMX	-0.6955
PSORS1C2	0.017625
RAD51L3	0.897083333333333
LCN6	0.014
ORAI2	-1.574375
BRUNOL6	-0.3603
OR4K5	-0.174
CDC123	-0.917875
MSLN	-2.7645
WWTR1	-0.741333333333333
ZNF700	-0.825
COBL	-0.10925
PPP1R16B	0.207
GAS7	-2.0931
MDN1	-1.2625
HAAO	-1.1345
C9orf68	2.3155
TNFAIP2	2.542625
FOXN1	0.2915
hCG_2033311	0.420333333333333
ATP6V0D2	0.1469
RPL41	1.131875
SLC38A1	3.225875
ARHGAP6	-1.32741666666667
ADAD2	-0.3035
PHF20L1	0.7191875
MCM3AP	2.6775
ST3GAL3	-0.893833333333333
SNX1	-0.187666666666667
ELF5	-3.0535
PARP3	-0.268375
RBM8A	-0.5466875
LINGO4	0.495
ITGA9	-0.378666666666667
ZFR	0.296
ACSL6	-0.14075
FLJ20699	-0.1169
DAOA	-0.00799999999999992
FABP4	4.674
KCNB1	-1.89675
CANX	0.4474
SLC25A28	-0.5435
ADIPOR2	2.9255
ECHDC2	1.687625
SMA4	-0.813
FRZB	1.5405
PABPC1	-0.646666666666667
DMRTB1	-0.332428571428571
APOBEC3G	-1.521
CATSPER2	0.544833333333333
CUEDC1	0.178333333333333
STARD9	-1.562125
CLDN8	5.12642857142857
LOC23117	-1.36781818181818
E2F6	-0.487944444444444
TMEM126B	-0.114833333333333
DPY19L4	0.7775
GIMAP5	2.92616666666667
NDUFA9	-0.192166666666667
FAM77C	3.1765
CTPS2	-0.23525
LOC51035	0.3715
WDSOF1	0.31475
EGLN3	-1.462125
PITX3	0.3915
OR52E8	0.0935
GRM4	0.426
KLK1	-2.76833333333333
GPM6B	-2.264375
RRAGD	-0.4305
PAGE5	-3.13125
UCHL5	-1.624
ULK3	-0.218
AIM2	-1.0375
PNO1	-0.670166666666667
OR2F2	1.029
GNAT2	-2.298
SIX1	-2.48975
ST13	0.88825
ZBTB44	-0.87
TIMP2	-1.51175
ZMAT4	-3.10525
GTF2IRD1	-0.605
ZNF19	1.83566666666667
ZNF714	-0.73675
RSC1A1	0.6075
C9orf80	0.82425
PSMA8	0.4678
TMEM141	1.28
COX4I1	-0.745071428571428
CTAGE1	0.32
DTWD1	-0.57925
HSD11B1	-0.0725
KRT6B	0.129
ARID4B	1.413125
LHFPL3	-0.0805
WWP2	-0.919166666666667
ZNF326	0.862
RGPD1	-0.993
CTSH	0.621333333333333
FASTKD1	-0.21375
PAF1	0.7229
TTC9C	0.0545
IFT57	-0.2587
PRSS36	-1.615
IL20RB	-2.843
ZNF592	0.47
DCTD	-0.0499
CFP	0.25925
MFNG	-1.526
JMJD2B	1.72225
ALDH3B1	-0.952375
THSD4	4.1695
KCNJ5	0.321166666666667
LMNA	-1.316
TBCD	1.3665
ZNF250	0.724666666666667
CASQ2	0.5245
PEG10	-3.99391666666667
PRAME	-5.65433333333333
NP	0.2545
TRIM59	-0.028
ZNF12	0.126125
XTP3TPA	-0.7225
SIGLEC7	-0.8554
PANK4	-0.51275
FAM70A	-3.607
SNED1	-1.92425
HIP1	0.0918
RAET1E	-1.68933333333333
AMAC1L2	-0.934
AHNAK2	-2.45458333333333
TOE1	-1.47316666666667
RECQL4	-1.444
SPRYD3	1.50125
DPAGT1	-1.3795
MAGED2	1.9178
ANKRD55	-0.604333333333333
TRPS1	5.46066666666667
DOK7	-0.534
TFPI2	-6.8545
GTF2H3	-0.1375
CYP4F11	-0.71575
LHX2	-4.74
ATG16L1	0.7235
ASB12	0.6085
C1orf116	-1.26225
NF2	-1.0601
POM121	-0.5745
PHYHD1	2.8025
TXNDC17	-1.03016666666667
DKFZp779O175	-0.08
NUP62	0.211
MYO18B	-1.29816666666667
PRAMEF1	0.164
TCBA1	-0.155375
TMEM168	0.78275
FJX1	0.401166666666667
CLCF1	0.13375
SEPN1	-0.55
IGSF2	-0.73925
NUDCD1	-0.223
TFF3	2.16866666666667
NDFIP1	1.186
CHCHD4	0.562
TNR	0.266
CUTA	0.884
USP44	-4.41925
DPP10	0.4256
IWS1	-0.439
PCGF1	0.081
SULT1C4	0.24
NTF5	-2.69375
PTPN13	1.968
SSTR5	0.544
SFRP1	-4.706375
IDH3B	-0.68375
SUOX	1.01
TMCO5	0.525333333333333
GOLT1B	-0.50675
MIB1	0.0241428571428571
PCDHGB1	0.792
SUSD1	-0.24725
ICAM5	-3.74616666666667
PAPOLB	0.2375
URM1	-0.1537
TMEM106B	0.114833333333333
LRIG2	-1.229
SLC27A5	1.27325
CLIC6	-1.7402
ZNF420	1.30433333333333
SCN9A	-2.20011111111111
KIAA1909	-0.68525
ELMOD1	1.688
PRKAG1	0.066
FAM64A	-1.50555555555556
EEF1G	-0.31635
SMAD5	-0.71075
INCENP	-1.2285
WASF2	-1.7715
GARS	-1.8152
CDK10	-1.003
HLX	-0.383333333333333
MDM4	-1.47025
ZNRF1	-1.27971428571429
HHATL	-2.08983333333333
FAM21C	0.3951
HIST2H3C	0.326
PFDN2	0.055875
ZNF200	-0.6805
NDN	-2.7805
HBA2	-2.65216666666667
FBLN5	-0.84675
PUM1	-0.504285714285714
TNNT1	1.60816666666667
C19orf59	-0.482833333333333
HNRPH2	1.34966666666667
RAB7A	0.00883333333333333
PMS2	-0.52775
BIRC3	-1.967
NRSN2	0.76825
OR52K2	0.173666666666667
SPOCK1	-2.26757142857143
H2AFY	-0.50575
RXRB	-0.71975
ZNF638	-0.00866666666666667
ANKRD45	-0.6525
ACTN4	-0.358166666666667
FXC1	1.06675
EIF2B5	-0.15075
VPS33A	-0.82525
PINK1	0.253625
FAM106A	0.343
SKIP	0.8066
GAPDHS	-0.575
MUM1L1	1.049
PSTPIP1	-0.88475
CNTNAP1	-1.1266
CYP26A1	-3.4605
APOL2	-0.7333
TACC2	0.065125
COX7A2L	0.330428571428571
HSD17B1	0.7991875
ARRB2	-0.79475
SLC7A6	-0.8336
HSD17B10	-0.21125
RBJ	-0.3375
NUP155	-1.59575
MRPL10	0.955833333333333
CYCS	-0.857
CCDC46	-1.08666666666667
TECTA	-1.887
GNAL	-1.05175
LPO	0.0315
PEBP4	-0.2205
DDX11	-1.75575
C18orf12	0.5555
TAF9B	0.360666666666667
IMP4	-0.722
RPA4	-2.34916666666667
NDUFS1	-0.59875
UPK1A	-0.900833333333333
ARRDC2	0.029
C18orf20	-0.2295
AES	-0.332142857142857
CD2BP2	-0.722833333333333
C16orf54	-0.764
UGT2B17	2.652875
FGFR1	0.032
CEACAM6	-0.6806
CHRM5	0.2915
CERK	-1.0655
AP3S2	0.664
ANKS4B	-2.82775
CLCNKA	0.432333333333333
ZNF208	-0.233666666666667
HLA-DRB5	4.188
CARKL	-0.469
GOT1	-0.5705
CASP6	-0.339875
HOXA1	-1.401
RCL1	0.6845
ZNF181	1.26516666666667
RAB40B	2.572
MRPL38	0.761
LRRN2	0.549
C3orf25	0.5535
OR5D14	0.7635
OR10AG1	0.1015
BET1L	0.9678
FRY	4.25475
AK3L1	-0.32925
CSF3R	1.83833333333333
POLR3K	-0.4915
ATG2B	0.491666666666667
EPS8	-0.844
DARS	-0.539625
C10orf56	-1.266
DAD1	0.365833333333333
RIOK1	-0.6385
HERC2	0.09425
HSD11B2	0.817333333333333
FAM96B	-0.83
MGC13057	-1.979
BSN	1.0815
CAND1	-0.398
HCST	1.329
ACTR10	0.775166666666667
OR8D4	-0.3245
NASP	-1.8537
COL9A2	1.975
LYZL1	1.059
GPC5	-3.1255
TBL3	-1.04566666666667
CENTD2	-0.3071
OR5AP2	0.025
TLR1	-0.084
LMO6	-0.927
ZIC2	-3.898125
CPNE5	1.2615
ZMYND15	0.1015
FLJ22374	-0.9645
CCDC106	1.40025
PARP16	-0.1865
PDIA3	-0.551
C14orf126	-0.79375
CECR2	1.9235
SFRS1	0.0361428571428571
FIGLA	-0.762
DCP1A	0.354833333333333
MGC45800	0.2163
TEKT1	-0.666833333333333
C10orf67	-0.4355
CLN5	2.1245
NTN2L	0.208
GLE1L	-0.0775
CES2	-0.6754
GNAS	-1.14452941176471
DDX53	-0.0295
TSPAN13	4.416
MRPL52	0.4055
SPIRE2	-0.362875
TAS2R39	0.32425
SCUBE3	-0.919
UCRC	0.5134
CDKL3	1.57825
KIAA1715	-0.5011
ZNF345	0.94875
RTF1	0.412125
DHRS7	1.26925
RIPK4	-1.01633333333333
EXOSC2	-1.02716666666667
MS4A2	2.62725
FGF17	-0.639
WDR59	-0.8515
EVI2A	-2.90825
IL17RC	-0.6215
HS3ST1	1.019
ITGB1BP2	-1.7675
RBPJ	-0.599333333333333
GIMAP1	2.2745
INE1	-1.33783333333333
ALDH18A1	-0.795625
TPI1	-1.2185
GATA6	-2.40925
CABP1	-2.10116666666667
ZNF484	0.123
DAPK3	-0.799
GJB1	-3.50808333333333
PIN1	-0.08575
SLC6A15	-3.29572727272727
CNO	0.436
RIN2	0.8765
FRRS1	-0.885
CYorf15B	-3.578125
DMRT3	0.7465
ATAD1	-0.16325
OTUD4	-0.495111111111111
ATOH8	-2.73375
ZSCAN16	1.9625
ASCC1	-0.332
OTUD3	-0.289625
MGC33212	0.5765
YME1L1	-0.008875
RP11-218C14.6	0.3525
PCBP4	0.21625
TNFRSF10A	-0.9765
CDH10	-2.7495
KL	1.71983333333333
SCP2	1.04458333333333
C9orf119	1.116
SON	-0.25575
MAFK	0.178
SBNO2	-0.9635
SLC6A6	-0.39425
SC4MOL	-0.481125
FAM35B	0.57225
PPP1R9A	1.215625
PDZRN3	-0.550375
CXorf20	-0.506
C6orf126	-0.61775
AVEN	-1.74625
FLJ21075	-2.578
C14orf132	0.022
PCK2	-0.579875
GUCY2C	-1.6805
BARX2	2.543
PEX11G	2.411
DAO	-0.903333333333333
C10orf49	-0.2375
EDNRA	0.665166666666667
PPP2R5A	-0.0358
DDX39	0.013
SERF1A	0.6805
ASCIZ	-0.3054
FNDC8	0.223
PTMS	-0.28975
PHF7	-0.2785
PIP4K2B	0.9831875
HHLA2	-0.534
BDH2	0.4784
APOBEC2	-1.373
PENK	-1.06083333333333
SMAD9	-2.5865
MT3	-0.04175
RGL1	-0.5755
ATG10	-1.29525
DLGAP4	-0.225666666666667
APPBP2	0.539428571428571
BACE2	-1.5995
LOC339344	-0.0951666666666667
ZNF395	-1.009125
HIST1H2BL	1.49175
ZNF467	1.031625
SLC25A21	-0.91125
PALM2	-0.207166666666667
NSUN5C	-0.631
IL5	0.243
CLSTN2	3.389
ANXA8L2	-2.96125
PTGES	2.2095
GDAP1L1	-2.01333333333333
OPRK1	-1.8155
WDR20	1.30075
C12orf4	0.4625
NUP88	-0.881125
XRCC6BP1	-0.0623333333333333
FCGBP	0.972214285714286
LEMD2	0.75225
NOMO1	-0.7355
C10orf79	1.57857142857143
ZNF79	1.0321
OCRL	0.8358
HSPA8	-1.31541666666667
DIDO1	0.188416666666667
PLA2R1	1.09325
COG3	0.5411
NGDN	0.441
CBFA2T2	0.160625
PNOC	-5.297
PRRG1	-0.596
AGGF1	0.304
DPF2	1.06725
YIPF7	0.4375
TRPV5	0.581666666666667
ZNF322B	1.275
MED12	-0.577833333333333
CARS	-0.815166666666667
ABCC11	0.871
C9orf25	0.161
MYH1	-0.113
FRYL	0.20675
AGTRAP	-0.427
MMP27	2.4125
ZNF432	-0.25625
OR8D1	-0.048
OR13D1	-0.19825
VWA1	1.3075
STON1	-1.56175
IL5RA	-1.5125
PERP	-0.7502
C10orf107	-1.03283333333333
TNFSF12	2.14275
FN1	-1.597
MTR	-0.9965
PHLPPL	-0.492
ZNF425	0.6915
DHFR	-1.35694444444444
PPP1R12A	0.16925
RSPO2	-1.41414285714286
ZNF7	0.4195
ZNF583	-0.202
TPMT	-0.869833333333333
GPR132	-0.736875
OR2T12	-0.2305
SERTAD2	0.2763
ATP1A1	-0.6769
FRMPD3	1.6875
ZNF672	-0.33675
PLXNB3	-0.82575
EML5	0.61
FAIM3	-1.0005
UBQLN2	0.4365
SORCS2	-1.77675
PRIM2	-2.213
ACVR2A	-0.7015
YWHAZ	1.40891666666667
PGM2L1	-0.154125
GNAO1	-0.159571428571429
RPL10	-0.5962
RPS6KA6	2.0765
PFKL	-1.485
SH3D19	0.134625
AURKB	-2.911
ZC3H6	0.765125
DISC1	-0.809833333333333
FLJ39660	-3.08133333333333
TMEM25	1.61075
OSBPL10	-0.226625
CLTCL1	-2.39566666666667
ALG6	0.16
CATSPER4	1.261
LRTM1	0.0655
RRAD	-0.655833333333333
TIPIN	-1.347
CARD14	2.49475
RBM9	-1.73433333333333
RASSF4	-1.33825
SLC25A18	-1.726
C6orf58	-0.7995
IGHD	0.0165
PLA2G6	0.133
TPT1	0.684875
SEC63	-0.9695
CCDC113	0.0424
TDRD10	-0.343875
KIAA1666	0.068125
TOR1AIP1	-0.168
SYTL4	2.40116666666667
SPRR2F	-1.5255
CEBPD	1.35975
SNTG2	-1.79225
C20orf77	0.349083333333333
TAS2R49	-0.0355
C6orf173	-2.3755
SVEP1	-1.3694
PXN	-0.781428571428571
VIL2	1.34725
C5orf21	1.09433333333333
DIXDC1	-0.236875
GANAB	-0.493
PDSS1	-1.991
NGFR	-0.3155
ATP8B4	0.38975
BMP8A	1.0835
CCDC132	-0.294416666666667
GNRH1	-1.3125
OR10T2	-1.363
PDGFD	2.507
OR6W1P	-0.025
HARS	-0.274333333333333
KRT77	0.4455
AQP8	0.398
ITGB1	-0.3271
ZNF254	0.4595
PAX1	-1.054
PSMC4	-0.9107
ANKRD22	4.06475
PSMD8	0.523666666666667
HTR1E	1.649
SOX10	-2.7189
OR5B2	0.366
RABGEF1	-0.0854285714285714
MAP1LC3B	-0.76725
CYB5R4	-0.1525
AGXT2L1	-0.51975
FLJ41603	3.373
TRAPPC2	2.25866666666667
FNTB	-0.0343
FLJ14107	-1.37533333333333
AURKAIP1	0.5525
DSE	-0.29875
NFKBIZ	-2.74733333333333
OSBPL3	-2.7755
LOC130576	2.05775
SLC39A9	1.72066666666667
LOC137886	-0.200333333333333
RHCE	-3.6285
ATG7	-0.654333333333333
FAM82A	0.437333333333333
FBN3	-0.052
