Hybridization REF	TCGA-A1-A0SO-01A-22R-A084-07
PER1	-0.756333333333333
TIMM50	1.10466666666667
SMARCAD1	0.261166666666667
FAM26C	0.3115
TP53TG3	-2.91183333333333
SH3RF1	1.2354
LMCD1	4.4705
GPR63	0.849
FLJ21986	-3.591125
AIFM3	-0.542
MICAL1	-1.18
BLZF1	0.381333333333333
IQCA	-1.1925
PCDHGC3	-0.627
SAC	0.54675
BCL6B	1.37483333333333
DDO	-1.82225
MARCO	3.38075
DCHS1	1.726
C1orf170	0.174666666666667
CD200R1	0.208
C22orf15	-0.587
SEPT11	0.498
ADNP	0.3745
UST	-1.1945
C13orf34	-0.355166666666667
RFFL	1.0225
APBA3	0.155
C2orf60	-0.33525
CUTL1	-1.0069
PMS1	-0.46975
ZNF689	0.7705
EIF3E	-1.66466666666667
IL9	0.523666666666667
RPL31	-0.397
LY9	0.382166666666667
ATP2B3	0.01675
KDELR2	0.162875
TFCP2	0.626
NLRP12	-0.62975
FLJ45422	0.50875
TLE4	0.1428
ZNF570	1.914
FLJ43806	-0.9735
TLK2	-0.00199999999999999
CIR	0.683
MARS2	0.5875
COL24A1	-1.9445
SDF2L1	-0.211
HIBADH	0.0765
IGFBP3	-3.19785714285714
C12orf23	0.5215
PSPC1	0.70075
C20orf43	0.4135
TRAV20	0.546
ARHGAP24	-0.552625
KIAA1975	-2.36375
C1QA	3.401
DNTT	-4.67566666666667
C10orf6	0.202166666666667
C11orf41	-1.35375
HNRPF	0.27825
COL11A1	3.03183333333333
UBAP2	-0.452666666666667
CDKN2AIPNL	-0.8675
C20orf174	2.17125
SPRED2	0.8345
PLA2G12A	1.7605
ICEBERG	-1.899
SCN10A	-0.1215
C11orf65	-0.578
GBP5	5.013
PITPNC1	0.170166666666667
POU3F3	0.804
NCOA7	0.968
LIN7C	0.3195
LOC348840	-0.8155
NKX2-2	-2.931
ANKRD13D	-0.658375
LOC123688	1.0315
FUT2	0.0938333333333333
TAAR8	0.2995
FZD4	-1.52683333333333
PNMA3	3.30166666666667
OR4L1	0.3105
WIT1	-2.9145
EXOC3L	0.96225
ATPBD4	-0.0605
KRBA1	-0.0845
UBXD6	-1.98175
HOXB7	-2.08135714285714
C7orf23	-0.746
UNQ338	1.08975
STAB2	0.68225
CDC20B	0.2355
IRF9	1.807
CENTG1	-0.125833333333333
TNPO2	-0.9005
MCPH1	-0.58225
BMS1P5	-2.58125
SLC26A7	0.604
HIST1H3J	0.75575
C9orf3	-1.6557
LBH	-0.126625
MYO1D	1.341625
PTDSS2	-0.602
NFU1	0.115
DEPDC4	0.58325
WNT7B	-1.6122
GLP2R	-0.3815
SETD4	0.2382
DYNLT3	0.1382
FKBP11	-1.75933333333333
SESTD1	0.791
FLII	-0.47525
RPS16	0.1292
CHPF	-0.4415
CSNK2A1	0.252833333333333
SUMO1P1	0.44275
FKBP6	1.737
ZNF214	2.31533333333333
TWIST1	-1.71816666666667
DDX56	-0.174333333333333
TRAM1L1	2.1104
EPO	-3.26266666666667
MRPS18B	-0.18675
ZNF682	0.422333333333333
RPL14	0.00283333333333334
MAFF	-1.12775
LOC51136	-0.8915
LY96	-1.453
DDX20	0.45325
ABTB1	-0.362333333333333
ARL5A	0.2963
CCT6A	-0.503
HEPACAM	-1.19566666666667
EHHADH	0.259833333333333
RBAK	-0.1615
CGB1	0.0675
ITGB5	-2.8055
YIPF3	0.52125
FKBP2	-1.20625
NR1D1	-0.9975
TMEM110	0.199
NEK2	0.0936666666666667
PRAMEF8	-3.379
C20orf52	0.0428333333333333
PCDHGA3	0.722
VWA3B	0.371
NDUFA5	0.06325
THAP9	1.14675
FLVCR2	-1.34066666666667
AP1S1	-1.02375
SMAD6	-1.18625
SAV1	1.6085
SAT1	0.848375
ZNF251	-0.621625
ADAMTS7	0.0383
RPP38	1.42425
C1orf211	-0.134
YPEL2	-0.2505
RBMS1	-0.87075
ZNF445	0.654333333333333
NRXN2	-0.296
PGBD4	-0.068625
UGT2B28	-2.5565
WBSCR16	-0.749
NLRC3	-0.278375
ASTL	0.24025
ST6GALNAC1	-3.7785
ZADH2	0.079125
MLLT4	-0.971583333333333
ARL6	0.763166666666667
MEF2C	-1.17775
CBFA2T3	-4.316
AFF3	-0.651538461538462
COG7	-0.247666666666667
MYB	-2.80516666666667
PLXNA3	0.2865
XRCC2	-2.15733333333333
MMS19	0.520625
ST8SIA5	-1.26125
CHPT1	0.315
KIAA1712	-0.691375
OR6X1	1.6825
ACTR3	0.487
UGCG	-1.25233333333333
OR4P4	0.3595
ZAP70	-3.5375
LPP	1.06075
ZNF485	1.2705
PTPRCAP	-0.9275
IL12RB1	0.53075
ATRX	-0.2073
CHST8	-2.771375
C14orf109	1.1555
ARV1	-0.97825
NMB	2.45557142857143
COX5A	-0.663666666666667
EIF6	0.05375
MPPED2	-2.13083333333333
SEMG1	-0.925
CHRDL1	2.1465
TRAF3IP2	1.78875
WNK2	0.328
LILRA4	1.4105
LAMA2	1.75675
PXT1	1.256
RLBP1	-2.19075
CD300C	-0.1395
SLTM	-1.06575
FLJ10404	-0.6749375
APOBEC3D	-3.71383333333333
RENBP	1.09616666666667
ATXN7L1	0.221
NID1	-1.293
TUBGCP3	1.178375
ITIH5	0.290888888888889
CCDC110	1.795
C8A	-3.26925
MGC87042	0.12475
HOXC13	-1.831
TFDP2	0.898
HCP5	1.00125
POLI	0.52275
UCN	-1.32633333333333
ZNF764	1.12816666666667
C8orf45	2.33075
FHL3	-0.11325
SPATA5L1	-1.4455
MMRN2	2.34733333333333
NDST1	0.493666666666667
COL20A1	-0.095
ZNF248	0.616833333333333
PELP1	-0.1925
MBL2	-3.181
RNF41	0.3955
C5orf24	-0.21725
THOC5	0.27925
SERINC3	-0.933666666666667
RP11-151A6.2	1.06575
CDCP2	0.05825
HIST1H2AA	0.176
C11orf75	1.18933333333333
FKBP7	0.05575
DDOST	0.70975
GPNMB	-0.5945
TTF2	-0.483666666666667
KCNT1	0.220666666666667
SLC39A14	-1.653375
NGRN	1.2049
GPR137B	-0.50575
MECP2	0.595875
PSMA1	-0.37575
C16orf73	-5.935
TMEM60	0.217166666666667
CSN3	3.038
NOS1	0.815833333333333
RAB7L1	0.941333333333333
YBX2	1.5405
KIAA1166	0.36225
FUBP3	-0.262166666666667
ABCG1	1.0795
ACACA	0.97825
ARL11	-0.6302
ATOH1	-1.1405
ODF1	0.230166666666667
CREB3L3	-1.899
TMEM127	0.918357142857143
DSCAML1	-0.96725
PLN	1.02283333333333
LYPLA1	-0.0643333333333333
PRDM9	-2.06225
SASP	0.61525
PLUNC	2.99166666666667
INTU	-0.3125
HISPPD1	-0.75025
LNPEP	0.0155
YARS2	0.453
APCDD1L	-1.749
ZCCHC4	-1.6446
FBXO22	-0.506166666666667
TTLL13	0.203
ZNF669	0.872166666666667
PTGDR	0.91475
DDX27	0.1775
KIAA0409	-0.386
GJB6	0.18
ASB8	0.67575
PLP2	0.621833333333333
MEPE	-0.68225
OR10J5	0.5055
KRT222P	-0.13375
COQ7	0.588166666666667
C1orf101	-0.39025
RERG	0.6034
CHMP5	-1.552875
THAP11	0.392375
ZNF43	0.762166666666667
ZRANB3	-0.341666666666667
KRT13	2.629125
MRPL19	0.933
RBBP9	1.927625
SPATA17	1.16975
BXDC5	-0.623
PAFAH1B1	-0.2325
MAGEE1	-1.4255
OSTF1	0.28
KIAA0323	0.208333333333333
TXNDC13	0.704166666666667
CNTN4	0.2465
LCE1B	0.5395
UNQ501	0.944
ZNF154	1.0935
C3orf64	-0.17
SYT5	1.1045
PON1	-0.4325
FLJ10357	-0.56225
ATP4A	-0.3325
GNPDA1	-1.06283333333333
MGAT1	0.906833333333333
C14orf121	1.15825
SLC35B2	1.19425
MIER3	-0.900333333333333
CHEK1	-0.37325
ZNF8	2.02033333333333
TXNDC1	0.3135
CKB	-1.5619
RTN3	1.12192857142857
FZD2	0.8165
PART1	2.528
PSMB6	-0.3745
PCDHB8	-0.6105
PHC3	0.1862
PPP1R8	0.690833333333333
NOVA2	0.9665
TNFRSF11B	-5.355
GOLPH3	0.746166666666667
UBLCP1	-0.66525
SUHW3	-0.1715
TTLL1	1.73575
OPN4	0.2
OR13G1	0.122
ZPBP2	0.1734
HSD17B11	-2.886125
C9orf50	-0.387
DHDDS	0.0965
CTSW	1.0719
NEFM	-3.2275
MRPL28	-0.105
SYN1	0.849666666666667
PIGV	0.0646666666666667
ZIM2	-1.4525
APBB1	0.865166666666667
SND1	-0.71475
C1orf123	-0.00716666666666666
CHD3	-0.297
BHLHB8	0.47375
RNASE2	-0.366166666666667
BCAP31	0.404375
SLC25A44	0.8235
CHD6	0.0997
PIB5PA	2.08769230769231
SELS	0.32375
LOC541471	-2.853375
FAT2	-0.283
ZNF81	0.897
OR4C16	1.101
FLJ10081	0.15
LRRC4	-1.39525
CS	0.765666666666667
N4BP2	-0.6395
IGFBP7	-0.45525
ZNF318	0.257
NDNL2	0.422875
ZNF609	0.328375
SIRT4	0.024
EXOSC10	-0.521
ECE2	0.63025
OVGP1	-0.06075
GTPBP3	0.7615
PACS2	-0.2685
C19orf36	-2.14083333333333
ARL4C	-0.466625
ATG4B	-0.91675
UBQLNL	-0.96025
RHOXF2B	-3.852
PLEKHG2	1.3305
GALR1	-1.228
AQP4	0.283
HDAC7A	-1.22066666666667
DCUN1D3	0.455
OR8A1	0.3705
CCRN4L	-0.059625
CBR4	-0.9685
KIFC1	-0.057
SLC7A14	-1.16883333333333
LHX5	0.9955
TRPC7	-0.4045
LPXN	-1.872
SERPINA1	-3.42075
RPS13	-1.3085
BPIL3	-0.835
PRKAA1	0.9255
FADS2	1.5632
ENAH	0.571
PRO1768	-0.534
APBA2BP	-0.52725
LIPH	-1.11433333333333
C3orf33	1.56075
RCC2	-0.114785714285714
ALDH1A2	-3.3129
RNF103	1.07875
AHCY	0.350125
ALG12	0.0405
CCL17	1.0715
ZNF543	1.11283333333333
ESRRG	3.7568
CNGA1	2.0125
RDH5	-1.03316666666667
OTX1	1.3196
PTGFR	-1.81066666666667
CDR2	0.602
SELE	3.67475
NLGN2	-0.952
EXOSC9	-1.035
ZNF566	0.197333333333333
KLRC2	-5.576
GPR12	0.6885
KIAA0196	-1.0725
PDRG1	0.8835
SSR3	0.240785714285714
MSI1	-0.6945
CST9	-0.444
CC2D1A	-0.1595
PLAGL1	-0.0295
ZNF778	0.8225
RNF2	0.23725
KLF6	0.7705
THBD	0.7705
tcag7.1314	-0.5255
NR5A1	-0.00533333333333334
ABCD2	-0.3785
DNAJC7	-1.909
CLEC4C	0.709
TM2D3	0.8855
CCDC4	-0.918
PLAC2	-1.877
DCD	-0.004
FAAH	0.539125
POLA1	1.327
TM7SF2	0.552875
FLJ39822	-2.18766666666667
FLOT2	0.890875
MAP4K1	-0.869
SRP68	0.801875
C21orf74	-0.3885
ARPC5	0.233
LOC126075	0.67875
HECW2	-0.1095
ZDHHC4	-0.402
ANKRD42	1.402
PDE9A	1.30366666666667
ABCA8	-0.95425
NDUFS2	-0.19875
UBR5	-0.833375
BTBD16	-1.59125
LOC554174	0.1275
ZNF20	1.2515
KIAA1843	2.262
WDR17	0.5705
C15orf33	-0.7295
RNF113A	-1.252
CAMKK1	-0.931
CLCN2	0.3965
ANXA6	-1.74
LOC340069	0.1675
EMID1	-0.730875
DPM3	-0.0054166666666667
ELA1	-0.243
SLC25A13	-1.1609
KRT24	-0.12025
SMPD1	0.0966666666666667
TH	0.442
COL6A2	-0.986071428571429
ANKS1B	1.126
GPR126	-2.0745
ZC3H12A	-0.594666666666667
TMEM47	-0.793833333333333
C2orf51	0.0153333333333333
C1orf88	2.23916666666667
HSF2BP	3.321
AKAP10	-0.61725
RPAP3	-0.253
KLHDC8B	0.304375
STOM	-0.8278
MUPCDH	0.209125
C10orf72	-0.78475
PLEKHA3	0.435666666666667
TCP11L1	1.59575
CWF19L1	0.779875
SPEF1	0.651076923076923
YSK4	-0.951
ELN	0.4492
SAMD8	0.167833333333333
MPI	-1.01
MEPCE	-0.3607
ABCC3	-3.295125
NANOGP1	-3.7275
KCNK17	0.829625
HLA-DMB	3.59633333333333
RRAGA	-0.3335
ANGEL1	-0.5775
RBM32B	0.168
CPN1	-3.21625
MGC52282	-0.5638
HLA-A	0.72225
OR9G4	0.3565
EDNRB	-2.1725
SCD	-2.22435714285714
C14orf80	0.103666666666667
BAGE2	-2.069
RABL4	1.813
RCVRN	0.3595
SHANK1	-0.5385
NLRP7	-3.0975
CD226	0.6945
STAT3	0.78525
SYNJ2	-3.3765
TPCN2	-0.319166666666667
WDR36	-0.598833333333333
MBD4	0.30725
ROBO1	-1.0001
ST3GAL6	-1.001
SLAMF8	2.61283333333333
ATN1	0.315833333333333
GPR141	0.296333333333333
KRT36	-0.1565
TPH1	0.5545
DDX52	1.366
ZSCAN29	0.3985
TRPT1	-0.5395
DPEP3	0.4945
DENND4A	-1.105625
TSPAN16	-1.898
PTCHD2	-0.4555
LOC145814	-0.905
CAP1	0.234166666666667
EIF5A2	1.1084
NT5DC3	-0.83375
SEPT9	-0.520625
SEZ6L2	1.1795
EGFLAM	1.919
VPS11	0.511375
NDUFB5	-0.0316666666666667
CIDEA	1.59983333333333
IER5L	-1.30075
N6AMT1	0.02625
FAM83C	-0.4875
OXR1	0.533833333333333
IRX1	2.4705
DGKB	-0.821833333333333
GCN5L2	-0.63475
MIR16	0.777875
FBXW9	0.65225
WDR4	-0.822833333333333
PDC	-0.2535
VPS33B	-0.27775
HEXB	-1.3995
FLJ32214	0.9955
TCEB3	0.4545
CRLF1	-4.06825
ABI3BP	0.31725
C8orf22	-4.3365
PYCR1	0.4335
KIAA1706	-0.1005
CDK5R2	0.631625
WAS	-0.0005
C12orf60	-0.0675
CCBL2	-0.276625
MADD	-0.14025
C5orf34	-0.447
WDR42A	0.2408
KLF12	-0.59375
HSPA1A	1.04075
ITM2C	-0.85375
DAPK2	0.178166666666667
LOC442590	-0.619
SUMF2	-0.870875
CENPA	0.924846153846154
TMED5	-0.219125
CDH6	-0.8001
BRP44	0.9455
THG1L	-1.735
GABRA2	-2.82625
C14orf166	0.60175
MYL1	-1.66266666666667
TNFSF18	-0.036
PAP2D	-1.69883333333333
PPIB	-0.4395
KLHL4	-0.8215
SFN	-0.2085
CCDC127	-0.0865
FRAP1	-0.246
GOLGA5	-0.3255
SDCCAG1	-0.136375
MGC21675	-0.0615
C10orf95	-0.392
KIAA1345	0.153666666666667
C1orf163	0.9515
LACE1	0.969166666666667
OR10K2	0.069
CENPN	-0.608
TMED2	0.658
UGT1A6	-1.894
ANG	-0.4885
U2AF1	0.390333333333333
CASC2	1.49733333333333
NMT2	1.48083333333333
OSGEPL1	0.550875
DFNB31	-1.095
SLC6A20	-0.767625
DKC1	0.95225
FXYD4	-0.74725
WDR64	-0.103
MGC5590	0.7
CREBZF	-1.68116666666667
DAZ1	-0.2675
PRPSAP1	0.38375
GCHFR	-0.45825
TTC7A	-0.420625
LOC196993	0.121
UBD	1.11283333333333
S100A1	-0.4405
RPL6	0.378
DNAJB6	0.08265
NAGS	1.2729
C2orf58	-0.0515
KERA	0.648666666666667
MT1X	-1.1217
UBE2B	-0.438
KEAP1	0.51075
MST1	-3.857625
OMA1	0.1645
ABLIM2	1.1245
BCL2L13	0.343083333333333
JAZF1	-1.23066666666667
TMEM63B	0.842
S100A8	-0.05
ARFIP2	0.171
UROS	1.43375
KHDRBS2	-1.233
POLQ	-1.783875
SOAT1	0.30175
SPAG4	-2.35775
MRPS30	-0.432333333333333
LOC494141	0.23425
OR2T11	0.391
ORAOV1	-0.6748
ZNF184	1.30933333333333
TCEB3B	0.285166666666667
ADAM21	-0.1405
GDPD1	1.21125
SPINLW1	-0.61925
PRR14	0.387666666666667
KCTD9	-1.0344
NUDT3	1.23575
KIAA1822	0.2022
HIST1H4K	1.54
DFNA5	-0.5815
GABPA	0.812
C14orf44	0.59175
POLB	1.060875
PTAR1	-1.08725
SEC31A	0.5044
TRIM58	-2.268
TAS2R14	0.0625
VPS8	1.507625
H1F0	-0.029
PRKCB1	-3.018
UGT2A1	0.554
TOR1B	-0.69175
LSS	-0.79325
C2orf19	0.0485
HNRNPC	0.173214285714286
TMEM100	2.88366666666667
LOC116349	0.543
OR51M1	0.0815
CCDC142	0.22175
ISG15	-0.7995625
ZCCHC14	0.309375
CREBL2	-0.099625
TGDS	-1.6855
DC2	1.3935
CACNA2D3	-2.42621428571429
ZNF429	-0.846375
LYPD6	1.83216666666667
SUCLG1	0.539333333333333
OR51I1	-1.635
MAGEH1	1.5395
PRPF40A	0.265
SMR3A	1.488
SPINK2	-0.06025
THAP2	0.2755
NPY5R	-1.01175
IRF4	-2.666125
SPESP1	2.54233333333333
OR10S1	0.065
DTD1	1.28175
TUBE1	-0.2865
DDX19A	-0.678
PDPN	-3.07225
TMEM34	0.466
MGAM	0.00825000000000001
COL3A1	4.43755555555556
GFM2	-0.6683
OR5A2	0.2675
PSG9	-1.08775
ARHGEF11	0.217
IVNS1ABP	-0.5166875
SIGIRR	-1.869
DUSP19	1.3105
DNAJC14	-0.1048
ACSS1	-0.655875
IL1RAPL2	0.4035
C4orf30	0.10875
SEPT4	0.76875
LANCL3	-1.6995
SPAG17	0.653666666666667
PRDX3	0.150875
HNF1A	-1.684625
P4HA2	-1.33475
RFWD3	-0.196
MOV10	-0.2705
DNAJA5	0.12
LOC729440	-0.30425
LOC200383	0.750625
SMC2	-0.82975
MIXL1	-1.155
TMEM9	0.88525
FAM86A	0.9615
ZNF174	0.3914
MYH14	-0.2895
CCR8	0.824
VPS37C	-0.115666666666667
GPATCH1	0.135
B3GNT8	0.076
TBX4	-0.28625
CNR2	0.323333333333333
PCDH1	-0.11025
C5orf29	2.073375
OCIAD2	1.79125
PLCG2	0.947
KIAA0247	-0.032625
HRH3	0.0746
CAPN13	-0.658375
CCR1	-1.7063
MGC15523	-0.0275555555555555
UVRAG	1.049
DNAJA2	-0.615333333333333
ITGA2B	1.77466666666667
CLDN5	3.039625
PTPRN2	-2.6665
ZNF512	1.0225
PSAP	-0.0737857142857143
CCDC140	-0.8405
LRRC55	0.358
CYP26C1	0.033
C8orf47	3.88875
LYN	-0.817
DUSP6	0.6895
TGFB3	0.689733333333333
ELK1	0.3783
PCDH11Y	-0.337833333333333
HGD	-4.216
C17orf58	0.82225
MYO3A	1.014
SERPINE2	-5.47716666666667
AARSD1	-0.38275
C14orf73	-2.33475
ADAM33	-0.3465
ZNF491	2.0835
MAPK6	-1.85233333333333
TCN1	2.81383333333333
SLC24A6	0.969
UBE2R2	-0.43325
H1FNT	0.80525
TATDN2	1.72166666666667
LILRB1	0.62425
P2RY5	-1.616
NUCB2	-0.022
C2orf37	1.61725
SNX27	0.707666666666667
MTA3	-0.1135
FOXO4	0.420625
ID4	2.54366666666667
SOX5	-0.918333333333333
PXMP3	1.434125
OR52M1	-0.233
SFT2D3	1.399125
INA	1.604
MCOLN1	1.2045
NFIX	-0.7682
CLEC14A	4.5785
HIBCH	0.0705
PLA2G5	0.285
TIMM10	-0.353
MED17	0.1118
COL4A4	-0.675
TPP1	0.1945
GJA3	-2.16716666666667
TMPRSS5	-0.03175
AADACL3	0.6955
DNMBP	-0.67
ENPP5	3.23183333333333
NQO1	-4.1721
ZSCAN2	1.533125
SEC24C	-0.562166666666667
GTF2A1L	0.946
AXIN2	-1.0012
FAM33A	0.874416666666667
C16orf13	-0.2625
SPNS2	0.21275
TAF1	-0.1
AP1G2	-1.00516666666667
RBM42	-0.140333333333333
HCN2	0.6685
EFHB	-0.6
RUSC1	0.905833333333333
GRIK5	0.1595
USP21	0.727166666666667
ATAD3C	0.4515
ORMDL2	0.328375
PRSS7	-3.288
PSAT1	-1.6145
FLJ13195	-1.75533333333333
TBC1D1	0.5065
IFNG	2.07325
OTOS	0.588833333333333
ZNF773	0.6175
EMD	-0.3225
RETN	-0.5885
CCL8	4.4105
APH1A	-0.329125
COX18	0.777
GTF2IRD2	0.36425
CCDC82	0.1045
PAFAH2	-0.6148
NPEPL1	-1.1757
RP11-114G1.1	0.9745
TP53INP1	-0.144125
ZNF300	0.175333333333333
FOXL2	-3.45525
LARP2	-0.63225
LATS1	-0.073
HTR6	0.3285
SPOCK2	-1.00683333333333
RNF144B	3.57233333333333
HTATIP2	0.602125
MGC10334	-0.105416666666667
CENTA2	1.41066666666667
FGF2	-3.53025
FXYD7	0.4025
PHYHIPL	-1.707
GPR34	3.381
DDX6	0.332333333333333
OR10W1	0.3035
LHFPL1	0.2425
ZNF313	-0.756071428571429
VPS28	-1.16625
AP3M1	-0.1027
AKR1CL2	3.0745
TRAF4	1.80275
OR2B11	0.5765
C19orf12	0.0533333333333333
AKAP9	-0.710333333333333
C1orf62	0.38425
SLC20A1	-1.4701
FAM112A	0.3055
LDB2	-0.4715
MRPS23	0.5975
KLK5	-0.1845
SPTB	-0.136555555555556
EFEMP2	-1.627
EFNB2	0.4205
PCM1	-0.659571428571429
NMNAT3	3.33375
TSG101	0.253
C8orf40	0.416
NOB1	-1.19625
ABHD3	-1.4285
GTF3C4	0.508375
PIGN	0.879833333333333
GALNTL1	-2.665
AEBP1	-0.00275000000000001
OR9Q1	0.3375
ANKRD2	-0.594625
CCL28	-4.202
TRIM38	-2.22533333333333
TMCC1	0.734833333333333
SMG5	0.32025
LRRC7	-0.9965
NCAPD2	-0.454166666666667
C6orf153	0.856
C1orf74	1.42525
OTUD6A	0.718
DCP2	-0.641833333333333
TMEM24	-1.34
RPL18	-1.03216666666667
TMEM177	1.1195
LRRC37A3	0.72075
C1D	-0.311166666666667
LDHC	1.89375
UBE4B	-0.356666666666667
NIT1	0.395
BTN3A3	0.282
RASD1	0.958875
COMMD3	0.48725
SHFM1	-0.07775
BIRC8	0.0546666666666667
DUT	-1.3045
C12orf51	0.366
LRRC59	0.957166666666667
LY6H	0.98
WDR22	-0.049
EDEM1	0.1385
ADH1A	2.2755
PANX2	0.1585
CYP11B1	0.46925
CDC73	0.59425
GPR172A	-0.8045
GSTM3	0.00553846153846153
KCNA5	-0.2385
SERAC1	-0.441833333333333
NFATC2	-0.0715
ANAPC5	0.7369
C15orf24	-0.42525
NFATC2IP	-0.00250000000000002
TNRC6C	0.201333333333333
MGC102966	-2.642625
FGD5	4.72333333333333
MED9	0.25925
RAB13	0.437833333333333
C15orf49	-0.206
CRYGS	-0.4564
C12orf53	-0.9917
LOC283693	-0.2995
COX6B2	-0.427
PHF14	1.112125
FAM3A	0.231375
RPL13	-1.3811
PRDX2	-0.7444
FLJ34047	-2.0685
PRMT3	-0.2465
KCTD19	-1.4775
TRIM10	-0.777166666666667
MGC26597	0.2756
GCNT4	0.111
GPRASP1	-0.98825
CDKN1C	-0.421916666666667
RHBDL2	1.9036
HSPH1	1.403
AQP1	2.039625
COL17A1	-2.185
GFAP	0.231625
CDC16	-0.0995
KIAA1614	-0.3365
C6orf118	2.0145
ZSWIM5	-0.9285
FAM83F	3.46025
LYNX1	0.728875
SYNPR	-0.23475
XG	0.9245
PRSS16	2.0315
KIF13B	-1.318
PCDH9	-2.322625
HIST1H2AH	-0.223
RBM18	-0.15925
ZNF626	0.80975
HEXIM2	-0.105166666666667
ITFG1	-1.303
TUBG2	-0.2465
SFRS7	0.260666666666667
C9orf14	0.422
EXTL1	0.07325
GBP3	-4.17183333333333
WDR5	0.73825
RARG	-0.907
MYO7A	0.122375
CECR6	1.798
C13orf3	0.994875
SFRS18	-0.714875
ACVR1B	0.272
PSMD1	-0.074
C7orf31	1.38766666666667
ILVBL	-1.273
IFNGR1	-0.2955
RNF186	-0.19375
NOL9	-0.7335
MAGEL2	-1.54725
SLC29A2	-0.13025
NHSL1	-1.31125
RBMX	-0.3385
PSORS1C2	0.45925
RAD51L3	0.953166666666667
LCN6	0.37875
ORAI2	-1.40025
BRUNOL6	-0.2221
OR4K5	-0.2545
CDC123	0.886375
MSLN	-2.4675
WWTR1	-3.01616666666667
ZNF700	-0.434
COBL	-0.7185
PPP1R16B	-0.214625
GAS7	-0.4985
MDN1	-0.159375
HAAO	-0.0465
C9orf68	1.18425
TNFAIP2	-0.823
FOXN1	-0.0085
hCG_2033311	-0.704166666666667
ATP6V0D2	-0.5426
RPL41	0.0235
SLC38A1	1.311875
ARHGAP6	-1.84666666666667
ADAD2	-1.00275
PHF20L1	-0.5085
MCM3AP	0.3765
ST3GAL3	-1.07983333333333
SNX1	0.643833333333333
ELF5	6.39925
PARP3	-1.313125
RBM8A	0.2308125
LINGO4	1.0735
ITGA9	2.63266666666667
ZFR	0.6835
ACSL6	-1.0145
FLJ20699	0.0271
DAOA	0.10475
FABP4	4.5745
KCNB1	-1.29475
CANX	-0.8449
SLC25A28	0.594666666666667
ADIPOR2	0.82025
ECHDC2	1.3625
SMA4	-1.38875
FRZB	0.89225
PABPC1	-0.414333333333333
DMRTB1	-0.01525
APOBEC3G	-1.356
CATSPER2	-1.5335
CUEDC1	1.5975
STARD9	-1.148875
CLDN8	5.456375
LOC23117	-1.077
E2F6	0.912111111111111
TMEM126B	-0.795833333333333
DPY19L4	1.10475
GIMAP5	2.6225
NDUFA9	0.335833333333333
FAM77C	2.296
CTPS2	3.24725
LOC51035	-0.239375
WDSOF1	-0.0345
EGLN3	-3.059125
PITX3	0.830166666666667
OR52E8	0.8
GRM4	0.025
KLK1	-3.18383333333333
GPM6B	2.4625
RRAGD	-1.38633333333333
PAGE5	-3.792
UCHL5	0.398666666666667
ULK3	-0.889333333333333
AIM2	-0.054
PNO1	0.0803333333333333
OR2F2	0.6255
GNAT2	1.0825
SIX1	-4.27025
ST13	0.178
ZBTB44	-0.60425
TIMP2	0.78225
ZMAT4	-4.258
GTF2IRD1	-0.320833333333333
ZNF19	0.3185
ZNF714	0.05075
RSC1A1	-0.04375
C9orf80	0.36575
PSMA8	0.2945
TMEM141	0.01775
COX4I1	-0.133071428571429
CTAGE1	0.709333333333333
DTWD1	-1.81
HSD11B1	1.47525
KRT6B	4.507875
ARID4B	0.953125
LHFPL3	0.814
WWP2	1.54
ZNF326	0.316333333333333
RGPD1	-0.6105
CTSH	1.07966666666667
FASTKD1	-0.671875
PAF1	1.1996
TTC9C	-0.02875
IFT57	0.3324
PRSS36	0.4955
IL20RB	-1.3755
ZNF592	0.3525
DCTD	-1.3142
CFP	0.376
MFNG	-1.821
JMJD2B	0.003
ALDH3B1	-1.811
THSD4	-2.26916666666667
KCNJ5	1.8805
LMNA	-1.61233333333333
TBCD	0.901
ZNF250	-0.336
CASQ2	0.513
PEG10	1.16008333333333
PRAME	0.410066666666667
NP	0.68175
TRIM59	2.2555
ZNF12	-0.746
XTP3TPA	1.75225
SIGLEC7	-0.4001
PANK4	-0.6585
FAM70A	-2.89533333333333
SNED1	-1.7005
HIP1	0.5233
RAET1E	-2.09
AMAC1L2	-1.586
AHNAK2	-0.39525
TOE1	-0.7205
RECQL4	-2.16275
SPRYD3	-0.41875
DPAGT1	-0.071
MAGED2	1.4279
ANKRD55	-0.20675
TRPS1	2.41458333333333
DOK7	-2.9325
TFPI2	-8.0015
GTF2H3	-0.234666666666667
CYP4F11	-2.153125
LHX2	-3.5915
ATG16L1	-0.0325
ASB12	-0.2905
C1orf116	1.918
NF2	0.10645
POM121	-0.1684
PHYHD1	-1.0398
TXNDC17	0.000999999999999999
DKFZp779O175	1.59175
NUP62	0.570428571428571
MYO18B	-1.87583333333333
PRAMEF1	0.1905
TCBA1	0.998875
TMEM168	0.32775
FJX1	-0.787333333333333
CLCF1	-2.3185
SEPN1	0.438
IGSF2	0.2775
NUDCD1	-0.170666666666667
TFF3	-1.86333333333333
NDFIP1	-0.303785714285714
CHCHD4	0.3185
TNR	0.418
CUTA	0.196333333333333
USP44	-3.813
DPP10	3.20516666666667
IWS1	0.029
PCGF1	0.60225
