Hybridization REF	TCGA-BH-A0BL-01A-11R-A115-07
GBL	-1.056
SLK	0.670333333333333
NUDT9P1	0.536
NOXO1	1.3925
USP52	-1.68375
BAZ1B	0.81925
SLCO2B1	3.09075
BBS12	1.34116666666667
LRGUK	-0.813
TERF2IP	0.099
COL1A1	5.248
KIAA0090	-0.251625
GRK5	0.702666666666667
AP1S2	-0.969
TMEM52	-0.152166666666667
CA11	-0.044
OR4A15	0.214666666666667
ACBD3	1.285
SPAG11B	-0.0515
PRDM2	0.6412
FOXP3	0.551
SMYD3	-0.7083
LOC389199	-0.0925
LGI2	2.5255
NAPE-PLD	-0.0373
ANKRD6	1.725
WDR45	0.561
SHROOM1	-1.31675
PSCD3	0.708
PYY	0.0985
KCNC1	-0.8515
ARHGEF9	0.9775
OR8J1	0.43725
GPR55	-0.023
NS3BP	-0.7825
C10orf22	0.511166666666667
NAT8L	0.50075
DUSP4	-0.5435
FOXM1	-0.286166666666667
GRAMD2	1.7234
ZBTB48	-0.522166666666667
BUD31	-0.3305
PABPC5	0.6655
CCDC41	-0.50825
FBXO11	0.953833333333333
C6orf148	0.7755
RFXAP	-0.57325
C6orf15	1.90033333333333
CDK8	0.037
C6orf70	-0.3795
TESSP2	0.3
ALG2	-0.0835
PPP1R3D	1.4085
TPM3	0.593222222222222
SYT13	3.332
EPB42	0.695166666666667
CETN3	-0.998
PRY	-0.3515
NTHL1	-0.940333333333333
POLR2B	-0.4695
RPS28	0.00616666666666666
P2RX3	0.16675
LYZL4	0.496
WBP4	0.2176
PMM1	-0.257
C11orf79	-0.0245
CBLL1	-0.31675
IL1F10	0.955333333333333
VAX2	0.165
SETDB1	0.61
LRAP	0.411166666666667
GCLM	-0.0756666666666667
CPEB3	0.795
PPM1A	0.9184375
INTS1	-0.55525
CAMTA1	1.41091666666667
SAMSN1	-0.70775
LOC158830	-0.656833333333333
GMPPA	-0.363125
AIPL1	0.17825
IL24	0.438916666666667
BDKRB1	-0.8375
MLF1	1.5244
TAF12	-0.5005
ID1	-1.827125
THADA	-0.131125
PIK3CB	0.041
OR4N5	0.866
TBC1D17	-0.3665
COX8A	-0.407
CDCA4	-0.9155
C2orf44	-0.774
ZNF534	-0.48375
IMMP1L	0.3535
NIPSNAP3B	0.590125
FTMT	1.17325
PWP2	-0.777666666666667
MMP15	-0.2811
DNAH11	-1.3805
MTMR14	0.025625
DNAL4	0.40475
IPP	-1.07075
TMEM59	0.027125
C1orf157	0.8435
RGS4	1.508
DDX18	0.184166666666667
SNX6	0.365
ZNHIT2	-0.443166666666667
NCDN	-0.735833333333333
FLJ33534	0.68975
RAG1	-1.606
OR4D10	0.128
PTPN5	0.441333333333333
POMT1	-0.533625
LRRC8A	0.535
CYP1A1	-1.50875
CAPN1	-0.362
DDHD2	-0.18875
GRIK2	-0.75375
GNRHR	-0.007
PPBP	0.54075
HTR3A	-0.562625
SLITRK4	1.46775
ANKRD49	-0.311
BTF3	-0.7607
SARS	-0.51325
C13orf18	1.68416666666667
CACNB1	-0.1915
QKI	1.36481818181818
SETMAR	0.54725
MAN2B1	0.846833333333333
EML3	-1.07525
ACADL	1.829
OFD1	0.076375
DEFB114	0.2535
CGA	-3.1098
PEX16	-0.489666666666667
LRRC10	0.154
GNG12	0.1135
C1orf152	0.245666666666667
CHRM1	0.0705
CD53	1.38625
DBH	-0.30125
TFAP2B	0.588625
HIST1H2BJ	-1.15466666666667
FAM46D	-0.6265
TMEM11	0.1055
C3orf32	-3.075
PCCB	-0.149375
IPO13	-0.12625
C6orf105	1.6615
COMMD5	0.58325
SUV420H1	0.0201
LTBR	0.915
ARHGAP15	-0.14025
HDHD2	-0.65075
TDRKH	0.900166666666667
LOC401052	1.054
PSG4	-1.157
GNB4	0.0859
SPATA4	-0.23625
SLC9A3	-0.6545
OSBP	-0.000333333333333297
NBPF3	0.0569166666666667
DOCK11	0.575
SLC39A5	-1.6835
PRR5	0.5257
C10orf63	0.501625
SMTNL2	1.383
ADRA1A	0.426
ASAH1	1.5453
DOM3Z	-0.7071
GIPR	0.0983333333333333
AHI1	-0.740916666666667
NADSYN1	-0.490333333333333
RGS14	-0.6407
IL18BP	1.4075
RTN4RL1	-0.01
ARMC6	-0.7985
PSMD5	-0.623166666666667
HK3	2.2289
OR4S1	1.13925
RSU1	2.3361
MAD2L1	-0.836222222222222
EIF4A3	-0.173
DLEC1	0.543666666666667
E4F1	-0.424
CHMP2B	0.4278
CAMSAP1	0.163
RPS21	-0.659333333333333
ARID5A	1.6205
UBE2N	-0.5893
IGSF8	0.776666666666667
MAGEB6	-2.264
ACAD11	-0.9427
MGC4172	-0.8065
LMO4	0.787
KLKB1	-0.6675
HP	-0.225
HDAC3	-0.059
SCHIP1	2.594
CLCA1	-0.0055
OLFML2A	1.57025
C1orf112	-0.16425
KIF19	1.48633333333333
HAPLN4	-0.3648
CXCR7	0.524833333333333
GOT2	-0.0828
RAB38	-0.98325
DCX	0.56525
PPM1H	-0.65775
NFYC	-0.0229166666666667
KIN	1.087
ZNF228	1.28075
PLSCR4	2.013
HIG2	0.3225
FAM79B	3.479
C21orf86	-0.4489
KCNK10	2.0415
ZNF738	-2.054
FSTL5	-1.508
OR6A2	0.415
OTOA	0.333333333333333
EXOC1	0.253
AHRR	-2.847
PDAP1	-0.824833333333333
C19orf6	-0.578625
ZAN	0.32275
LY6G6E	-0.0315
EIF4E2	-0.08375
C20orf198	-1.11925
ZNF324	0.52575
CYP3A5	-3.22333333333333
ENTPD7	1.06816666666667
MBOAT5	-0.709166666666667
GJB5	0.41975
TTC13	0.50025
S100Z	-0.7525
KIAA0664	-0.9685
PDGFRB	2.15641666666667
IL17D	-0.0445
OR56B4	0.2175
RDX	-0.7585
SLC34A3	0.1765
IL28B	0.4055
JUND	1.2775
CHRNB1	0.493
CAMK2B	1.96275
FETUB	-0.94025
CXorf23	1.458125
MRTO4	-0.9585
TTC3	0.9392
NDUFB8	-0.210833333333333
EDG2	-0.793
SEMA3G	1.85475
IL23A	-0.47375
GRHL1	1.1666
LOC441054	-1.218
WDR65	0.756857142857143
PSTK	0.312
STOML3	-0.069
R3HDM2	-0.3153
C5	-2.31575
SLC2A10	0.212166666666667
C3orf22	0.2995
PAQR3	-0.770076923076923
ANKRD26	0.87775
HCRTR1	1.041
LOC399947	-0.97
PSD2	-0.473
TIGD2	0.809833333333333
SCRN1	-0.8535
COQ10A	-1.72175
DDI2	-0.2225
METTL7B	-0.103333333333333
UCN2	0.2245
FAM92A3	-0.134
WDR16	-0.175
ZNF511	0.143
ZMYM5	-0.9805
POLR3G	-1.805
ZNF586	-0.51775
C1orf49	0.373
TANK	1.38966666666667
RCAN1	1.2955
PELI3	0.727666666666667
LIMD2	0.53375
TMEM189	-0.0775
NTN4	-0.19025
LOC151300	-0.02
CLEC2A	-1.748
GPR135	0.040875
DPYSL4	-1.2328
JAK2	0.726666666666667
TSHZ1	0.912333333333333
TM9SF4	-0.0315
ZNF264	0.882
SIRPG	2.20825
BICD1	0.589
HERC6	1.26866666666667
METTL5	-0.209
CASP1	1.88325
PRRT1	-0.9925
PLA2G4C	2.34033333333333
ICA1L	0.506357142857143
TPTE2	-0.378
OTUD7A	0.487666666666667
AQP11	-1.7805
APOA2	-3.249
KALRN	1.0626
SECTM1	0.905833333333333
IFNAR1	0.1225
TALDO1	-0.034125
RAB11FIP4	-0.2065
EIF5A	-1.059
FAM49A	2.71575
NEGR1	0.727666666666667
YTHDC2	0.495125
EHD2	-0.00125
NCF1	2.6468
SCRT2	0.207
HOXA5	0.681166666666667
NUP133	0.13125
FGF12	-0.1499375
SLMO2	-0.271125
SNTA1	0.693
CACNG2	0.041375
GCM1	0.009375
ELF1	0.605
TLR5	2.60925
TCFL5	-0.23275
RBMY2FP	-1.9685
LOC100125556	-0.6375
FAM129B	-0.095625
MAP3K7IP1	-0.24875
NCK2	0.1515
OXA1L	-0.89725
FMO9P	0.4095
ZSCAN12	-0.069
PSMD12	-0.772
HSCB	-0.901
CLDN10	1.50025
MGC13053	-0.73725
HPCAL4	-0.2705
ASZ1	2.3105
MEX3D	0.339916666666667
NFAT5	0.2469
CSPG4LYP1	-0.211666666666667
FBXO3	0.3377
DVL1	-0.542
CMKLR1	2.5335
TYMS	-1.149625
PEF1	0.1315
ZNF750	2.14033333333333
MCM5	-0.3167
MEGF11	-0.04925
KCNK7	-0.026
PTP4A3	0.641
C1QTNF2	-0.476166666666667
OR6S1	0.2685
FAM122B	-1.4865
ZNF551	-0.411875
HBQ1	-2.19
GEMIN6	-0.353
ARSK	-0.4255
RBP7	2.30716666666667
CPNE9	0.23475
DSC1	2.7755
LOC730112	-0.826
MAP2K4	0.44675
HS3ST5	-1.1
EPB41L3	0.03925
TEKT2	-0.57325
CDKN2B	1.60925
ZNF480	-1.0385
MAP3K6	0.8788
MAP6	1.42066666666667
HN1	0.7002
OR2L13	0.234666666666667
SLC16A11	0.26775
FAM96A	-0.59
APOL1	1.14125
C5orf32	-0.23925
RTP1	-0.379
RNF175	1.114375
ZBTB41	1.41725
AHCTF1	0.964
SAE2	-0.4672
ITGA2	0.8425
MME	1.3595
CCDC14	-0.67225
MAST4	0.461785714285714
KRT33B	-0.4015
KCTD2	-0.428
WDR26	0.189416666666667
MFI2	0.65525
NR4A3	0.456
ARSA	0.96425
UNKL	-0.491666666666667
SULT6B1	0.0325
CCNA2	-0.604166666666667
SOX15	-0.3945
PPAPDC1B	-0.939
C19orf44	-0.428
MCAT	-0.0549166666666667
ARID1B	0.831
OR52N1	-0.153
C12orf48	-1.48375
MAGI1	-0.09975
NIPA2	0.1165
GBX2	-1.75275
RSHL3	-0.21625
RAVER1	-0.319166666666667
C15orf17	-0.791
SLC30A2	1.1005
ZNF518	0.3075
PCYT1B	-2.1525
C10orf114	1.713
EIF3H	0.236833333333333
SLC25A39	-0.4425
KIF1B	0.58125
AMOTL2	1.067
C6orf120	0.731625
PSRC1	-1.07675
PLA2G10	0.86425
KIF5C	0.47175
MRPL37	-0.8175
C17orf62	0.158333333333333
C9orf135	-1.07733333333333
DUSP10	1.1134
CLCNKB	0.259
PSMA5	-0.17725
C8orf53	0.99625
AMPD3	1.28566666666667
PIAS1	-0.2505
ADCYAP1R1	0.134
GYLTL1B	0.5125
CDH20	0.376833333333333
FBXO7	-0.185
TMEM134	0.164166666666667
FLJ14213	0.9075
ZNF3	-0.001
LRRFIP1	0.107083333333333
CNOT2	0.0665833333333333
ABI3	2.597
ALDH5A1	0.4335
HNT	3.1149
SERPINA4	-2.386
TK2	0.5965
STMN1	-0.225
GUCA2A	0.00983333333333334
GALNT10	0.0624285714285714
DPP6	-0.3179
C9orf93	0.45475
PRELID2	0.2275
STK39	-0.3925
SFTPA1	-1.6935
CKS2	-0.328777777777778
RHO	0.149125
C20orf135	-0.0365
XKR3	-1.907
CR1	1.244375
RPS6KA2	1.08228571428571
C20orf112	0.9525
MRPL22	-0.172
C4orf23	0.0671666666666667
GADD45B	1.1525
KLHDC1	1.358
C2orf48	-1.8285
ZNF287	1.467
DAAM2	0.10525
DPPA2	-3.06183333333333
TCTN3	-0.393833333333333
DNAJB11	0.607125
FPR1	3.341
DEFB4	0.0965
PTCD2	-1.0118
SMOC2	4.26633333333333
CABP7	1.839
SERPINB11	0.23825
MAGEF1	0.7085
NDE1	-0.0525
ITGA10	-0.066
FSHB	0.275
ANXA2	0.716
HORMAD2	0.247
HLCS	0.9225
MCF2L	0.8185
FH	0.011375
TBC1D24	0.43175
KIAA1505	0.81175
LGALS2	0.979
CNBD1	-0.495
SYNPO2L	-0.0775
PTPN23	-0.293285714285714
C1orf183	-0.527333333333333
MAGEA8	-2.793
DGCR8	-0.743625
GSR	-1.779
PAQR7	0.1265
ZNF676	-0.66125
CACNA1C	1.297
SP7	0.0355
PDCD6	-0.47425
NRN1L	-0.8955
BRI3BP	-0.567666666666667
KIAA1183	1.06925
ASB4	0.1755
CCL23	2.0517
OBSL1	0.088625
SLC12A7	0.30325
KIAA0240	1.59775
CD1B	-0.942833333333333
FCGR2A	2.050875
MDC1	-1.337
HTR1A	-0.134
OCEL1	-0.484
ATP11B	-0.2688125
FBXO34	0.665666666666667
PCDH12	2.73333333333333
RPE	0.14325
C17orf74	-0.33
CSDC2	0.482333333333333
PET112L	0.1105
TMBIM1	0.5775
P2RXL1	-0.26275
TCHP	-0.58575
TRMT1	-1.1845
F2RL2	-0.487666666666667
LRRC32	2.51433333333333
IMPG2	0.5015
BGLAP	-0.2395
LOC493869	-0.255583333333333
MRAS	3.164875
SLC35F5	0.47575
CBWD1	0.0685
AXL	-0.703875
ATP2C2	0.133
TELO2	-0.981
PNPLA3	-2.0465
PCDHB14	2.2
CD276	0.41025
KRT80	-0.7565
DUSP28	-1.1495
CSNK1E	-0.331166666666667
SRP14	0.7245
KCNQ4	0.026
KRT72	1.6845
CCDC117	-0.023
C6orf89	0.0797777777777778
TUBB2B	0.2215
RTN4IP1	0.11075
CR1L	-1.94616666666667
CEND1	-0.06925
C12orf41	-0.697666666666667
RNF31	0.157
UBN1	-0.106166666666667
C17orf32	0.31725
SLC5A7	-0.3945
GPR92	1.34233333333333
ESAM	1.941
CTNNA1	0.357833333333333
HRBL	0.0186
CBX4	-0.73175
TMEM182	0.03575
SH3TC2	-0.115833333333333
IL10	1.3205
PXMP4	0.4185
RNF167	-0.5427
PAK7	3.2285
ETV3	0.0015
ATPIF1	-1.07783333333333
LOC554207	-2.06033333333333
OR8H1	0.346
WDFY3	0.825
DPM1	-0.8025
GPSM1	-0.5335
WDR92	-0.0487
LRP1	0.515666666666667
ANKH	0.724
THUMPD3	-0.5675
POLR1B	-0.64775
OLFM4	5.78333333333333
RAD9B	0.75225
TSPY2	-3.224
PAX6	-1.60766666666667
SCG2	-1.545625
SLC17A6	-0.0855
FMO3	3.21125
PADI4	0.195125
TUBB4	0.4132
NLK	-0.12525
POU4F3	-0.4305
SDF4	-0.20075
ITGBL1	2.20216666666667
NETO1	-1.523875
TAP2	0.22875
ABBA-1	0.0900833333333333
GNAI1	0.348
VPS4B	0.90725
NOPE	0.1454
GALNT6	0.993166666666667
SESN1	0.354625
GBE1	-1.21177777777778
CLASP1	0.409
RASGEF1B	2.417375
ACOT11	0.453571428571429
AFAP1	1.0215
OR2H2	0.25075
DPY19L2P1	-1.04
DZIP1	-0.66
SEC22C	-0.432083333333333
GPR161	1.52733333333333
RNF146	1.02125
WDR74	-0.923875
GALP	-0.3625
PURA	0.9745
DNPEP	0.508166666666667
RP11-78J21.1	-0.92075
ERBB2	1.174375
FANCM	0.0303333333333334
NEO1	0.52
DDX3Y	-4.6017
RPS3A	-0.141375
MXRA7	0.581714285714286
LGALS3	0.056
GLT8D1	-0.34275
CFL2	-0.5355
UPB1	0.08825
NAP1L5	-0.697875
CLDN14	1.81675
DHX38	-0.28925
BTBD1	-0.43525
TARS2	0.599
ABCF1	-0.4465
FCF1	0.340833333333333
LRRC49	-0.4025
GUCY1B2	-1.9605
C1orf177	0.1305
SMARCA4	-0.397
LRP8	-1.964
TAGLN3	-0.86225
MRPL14	0.15975
TTRAP	0.51725
ZDHHC20	1.325
NFE2L3	-0.8205
KIAA1377	-0.199625
PALMD	2.3243
TMEM43	0.49525
TTL	0.061625
STAT5B	-0.375166666666667
SSB	-0.043
OR10H5	0.2365
SLC22A13	-0.727
AKAP3	1.54775
TIMM23	0.425666666666667
OAS2	2.3475
KIAA0423	0.80425
TRIM11	0.323666666666667
GLIS3	2.53875
TMEM50B	0.781
ARHGEF4	0.64475
DEGS1	0.100909090909091
TBL1XR1	1.1108
G6PD	-1.61475
SP140	1.321
MUC17	0.0411428571428571
NUDC	-0.485
DNAJC5B	2.84116666666667
SCARA3	1.07
CPA3	4.94616666666667
BCAT2	-0.850125
MFN1	0.0569
NRG3	0.295
SNX11	0.03125
PLEKHH1	-0.506333333333333
GPR177	-0.165
HCFC2	0.52975
TCAP	-0.464
MOCOS	0.06075
C14orf93	-0.4445
PRDM10	-0.619
SLC16A4	0.476
SRGAP1	0.494333333333333
VIP	0.2795
DUSP27	0.459
LILRA1	1.3288
MC2R	0.031
MGC24103	-1.447
MBTD1	-1.2285
FUT11	-0.144666666666667
USP33	-0.0948
C15orf39	-0.332
MAP3K12	-0.270625
PAAF1	-1.44066666666667
BARHL1	-0.1565
FLJ16165	-0.276
PIWIL2	-2.424
SYNE1	1.172
CMTM4	0.19625
TSPYL1	0.3829
GUF1	0.270166666666667
TMEM157	0.57
WDR44	0.402
HIST1H3C	0.074
DKFZp666G057	-0.739
RNPEP	-0.775
GAS2L2	0.313
ADH4	-2.699
GRPR	-0.415166666666667
FBXL17	0.077
ZBTB10	1.50808333333333
Gcom1	0.533944444444444
HTRA1	1.9558
ZNF585A	-0.128333333333333
SLC26A2	0.911642857142857
OTOP3	0.379166666666667
WISP1	2.69044444444444
ATP2B4	-0.325916666666667
FLJ10769	0.158
CRAMP1L	-0.2205
CHST12	-0.7805
RAB22A	0.975333333333333
TARDBP	-0.109928571428572
STAU1	0.08825
CRB3	1.30183333333333
MIG7	-1.41675
CHMP1A	-0.258666666666667
ZNF160	0.111625
B3GALT6	-0.13625
BARX1	-1.10383333333333
C6orf167	-0.597375
NXNL1	0.334
DHX29	-0.0775
HADHB	0.092
PLXNB2	0.226
ILDR1	-0.53425
SLC15A3	2.40075
GAS2	-3.27666666666667
C20orf69	0.23825
NUMB	-0.22625
TNIP1	0.174875
MESP1	0.604166666666667
PSKH1	0.16975
NSFL1C	0.27575
RHOG	0.20075
HEY1	-1.62716666666667
KNG1	-2.34875
ITGAX	1.7616
LIN9	-0.257833333333333
CANT1	-0.462625
XRN1	1.40128571428571
CCDC96	0.5623
HEATR6	-1.308
GNG7	0.533833333333333
RUNX2	1.91425
SOX1	0.0706666666666667
FCRL5	1.5909
ZNF99	-0.118625
FAM9A	0.409
SNX22	0.378833333333333
MBNL3	-1.245
ODC1	-1.5502
ADORA2B	-1.21133333333333
NR2F6	-0.035
ZFYVE16	-0.551388888888889
SYNJ2BP	0.5558
POLE	-1.085375
E2F2	-0.9505
THRA	-0.250833333333333
PTGES2	-1.10216666666667
HIP1R	-0.031
TMUB1	-0.125333333333333
ENO3	-2.09425
RSPH10B	-0.2835
CXorf39	1.114625
IRGC	0.15175
GPR109B	1.33875
FLJ13305	1.0265
LCE3A	-0.2265
TNFRSF18	0.181166666666667
DET1	-0.155
TRPM3	-0.2035
C16orf79	-1.4145
FECH	-0.1155
RAP2A	0.904833333333333
CRIP1	0.211666666666667
AZIN1	-0.026125
SLC7A7	3.425
IL10RA	1.2318
TMEM64	-1.6745
CDC42EP4	0.7295
C16orf58	0.0444
ARG2	-2.044
POU5F1P4	-3.46425
FAM62B	0.840875
DNAH8	-1.8863
ASH2L	-0.1945
TSLP	-1.8345
CNTNAP5	-0.809166666666667
TMEM16C	1.76475
IFNA14	0.173
SLC1A3	2.529375
CABYR	1.35025
BCL7B	-0.2145
NUDT13	-0.895166666666667
C13orf28	0.43925
C1orf53	0.6325
ARL6IP4	0.0758
RPL35A	0.651
EMR3	0.636
RAB40C	0.418833333333333
SLC41A1	-0.4985
LRCH1	0.3045
LY6G5B	-0.7845
FAM124A	0.880071428571429
MGC10981	0.210666666666667
CLIP3	0.5399
MAP4K2	0.127166666666667
CHIC1	-0.236
SULF1	4.6235
C20orf30	0.0523571428571429
PRDM5	-0.76875
ELOVL1	-0.10275
C11orf48	-1.023
SLC39A10	0.0265
KCNV1	-0.415
ACP1	-0.6535
ZMYM2	-0.046
B3GNT6	-0.301833333333333
C9orf69	-0.28275
C2orf15	0.47975
C20orf166	0.7085
HSP90AA6P	0.821
EDG7	-0.758
NEURL	-1.419375
LPL	3.9645
CLEC2D	0.600857142857143
GRRP1	2.00483333333333
CD8B	-1.9891
HIST1H3D	-1.31133333333333
SLC6A12	0.84375
FAM27L	-0.0055
CD84	2.4395
RASA1	-0.447
PHKG1	0.0915
MAGEA11	-1.616
IMPA1	-0.4644
NPM3	-1.00825
RARRES1	4.98
SH3BP1	0.29275
B3GNTL1	-0.451
ARPC5L	-0.0448333333333333
KLHL26	-0.0285
SIM2	-2.637875
GJC1	0.014
C20orf194	1.07725
EXO1	-1.29475
SLC2A2	-2.752
LOC285074	-0.609
LRG1	-1.10775
KIRREL	1.058
PIK3R1	2.46721428571429
C4orf34	-0.77675
MAF	0.389833333333333
ADCY4	3.0495
ZMIZ2	0.563
SLC46A3	1.88283333333333
STAMBP	0.1455
CCDC16	0.51325
MS4A12	0.193
TCF20	0.58825
LRRC46	-0.538
C20orf152	-0.36925
MRPS6	0.1385
ABCB11	0.0545
KCNC2	-0.1885
CDH19	-2.567
C9orf123	0.105
SSH3	-0.358875
LDLRAD1	-3.7175
CCBE1	-0.35525
ZNF135	1.999125
TAAR1	0.351
WFDC12	-0.4495
CCDC42	0.962666666666667
FLJ12529	-0.78925
PER1	-0.598666666666667
TIMM50	-0.365166666666667
SMARCAD1	-0.299666666666667
FAM26C	0.204
TP53TG3	-2.29
SH3RF1	1.8622
LMCD1	2.02875
GPR63	-0.235
FLJ21986	-1.4385
AIFM3	-0.6005
MICAL1	0.817666666666667
BLZF1	0.838333333333333
IQCA	1.33366666666667
PCDHGC3	-0.3795
SAC	2.1745
BCL6B	1.76383333333333
DDO	-0.8595
MARCO	3.01675
DCHS1	1.1765
C1orf170	-1.03483333333333
CD200R1	2.2455
C22orf15	-0.8975
SEPT11	0.975333333333333
ADNP	0.1885
UST	0.0577
C13orf34	-0.653833333333333
RFFL	0.137214285714286
APBA3	-0.425
C2orf60	-0.716625
CUTL1	-0.5179
PMS1	-0.532
ZNF689	-0.0095
EIF3E	-0.291
IL9	-0.283666666666667
RPL31	-0.244
LY9	1.10516666666667
ATP2B3	0.08425
KDELR2	0.393666666666667
TFCP2	-0.143375
NLRP12	0.06725
FLJ45422	-0.05
TLE4	0.5457
ZNF570	-0.446
FLJ43806	-0.71
TLK2	-0.216
CIR	1.19625
MARS2	-0.239
COL24A1	0.41075
SDF2L1	-0.143
HIBADH	-0.196
IGFBP3	-1.53278571428571
C12orf23	0.6885
PSPC1	-0.20575
C20orf43	-0.3955
TRAV20	0.2535
ARHGAP24	0.83075
KIAA1975	-1.25
C1QA	2.8198
DNTT	-4.395
C10orf6	0.146333333333333
C11orf41	1.184
HNRPF	0.523125
COL11A1	6.22116666666667
UBAP2	-0.08
CDKN2AIPNL	-1.3755
C20orf174	4.589
SPRED2	-0.79875
PLA2G12A	-0.3455
ICEBERG	-0.450666666666667
SCN10A	0.917
C11orf65	-0.48875
GBP5	4.18175
PITPNC1	-0.914166666666667
POU3F3	0.337
NCOA7	1.37575
LIN7C	-0.2149
LOC348840	-0.784
NKX2-2	-3.2695
ANKRD13D	-0.178375
LOC123688	-0.4465
FUT2	0.8585
TAAR8	0.4165
FZD4	-0.0208333333333334
PNMA3	0.530833333333333
OR4L1	0.001
WIT1	-2.4855
EXOC3L	1.2965
ATPBD4	0.1762
KRBA1	0.425
UBXD6	-1.19075
HOXB7	-0.107071428571429
C7orf23	-0.744
UNQ338	2.50075
STAB2	0.18625
CDC20B	-0.00800000000000001
IRF9	1.88375
CENTG1	0.248333333333333
TNPO2	-0.75775
MCPH1	-0.24525
BMS1P5	-0.86675
SLC26A7	2.1935
HIST1H3J	0.78675
C9orf3	0.4793
LBH	2.1285
MYO1D	1.043375
PTDSS2	-0.42625
NFU1	0.63725
DEPDC4	-1.21575
WNT7B	0.84
GLP2R	-0.162833333333333
SETD4	-0.3777
DYNLT3	0.083
FKBP11	-0.387333333333333
SESTD1	0.926333333333333
FLII	0.26825
RPS16	-0.174
CHPF	0.408833333333333
CSNK2A1	0.5095
SUMO1P1	0.49525
FKBP6	-0.6695
ZNF214	0.373666666666667
TWIST1	1.22233333333333
DDX56	-1.27083333333333
TRAM1L1	1.4459
EPO	-2.39833333333333
MRPS18B	-1.037
ZNF682	-0.276833333333333
RPL14	-0.711666666666667
MAFF	0.19225
LOC51136	-0.29
LY96	0.9055
DDX20	-0.48875
ABTB1	-0.125333333333333
ARL5A	0.9924
CCT6A	-1.0775
HEPACAM	-0.116166666666667
EHHADH	0.0403333333333333
RBAK	0.537166666666667
CGB1	1.9245
ITGB5	0.6816
YIPF3	0.09825
FKBP2	-0.12125
NR1D1	-0.3968
TMEM110	0.203
NEK2	-0.358833333333333
PRAMEF8	-2.76
C20orf52	-0.908333333333333
PCDHGA3	1.6535
VWA3B	0.12075
NDUFA5	-0.0475
THAP9	-0.3105
FLVCR2	0.757333333333333
AP1S1	-1.5345
SMAD6	-0.7125
SAV1	1.318875
SAT1	1.215875
ZNF251	0.86725
ADAMTS7	0.3716
RPP38	0.56425
C1orf211	-1.073
YPEL2	1.0327
RBMS1	1.13275
ZNF445	-0.1365
NRXN2	0.129833333333333
PGBD4	0.442375
UGT2B28	-1.84425
WBSCR16	-0.5423
NLRC3	0.905
ASTL	0.23275
ST6GALNAC1	-2.89825
ZADH2	-0.103125
MLLT4	1.43266666666667
ARL6	0.0915
MEF2C	1.43425
CBFA2T3	-0.8965
AFF3	-0.246285714285714
COG7	-0.261166666666667
MYB	-3.31616666666667
PLXNA3	0.344
XRCC2	-0.408
MMS19	-0.476125
ST8SIA5	-1.203375
CHPT1	-1.49366666666667
KIAA1712	-0.6915
OR6X1	0.326
ACTR3	1.355625
UGCG	0.642333333333333
OR4P4	0.3635
ZAP70	-1.83125
LPP	2.391625
ZNF485	0.044
PTPRCAP	0.8705
IL12RB1	0.4135
ATRX	0.7609
CHST8	0.00825
C14orf109	-0.3265
ARV1	-0.403
NMB	1.16557142857143
COX5A	-0.777833333333333
EIF6	-0.89875
MPPED2	-0.602166666666667
SEMG1	-1.9885
CHRDL1	2.715
TRAF3IP2	0.4915
WNK2	0.71875
LILRA4	3.0005
LAMA2	3.66125
PXT1	0.2245
RLBP1	-0.95275
CD300C	0.89975
SLTM	-0.60725
FLJ10404	-0.259375
APOBEC3D	-0.931666666666667
RENBP	0.6685
ATXN7L1	0.37875
NID1	0.8975
TUBGCP3	-0.216875
ITIH5	2.34722222222222
CCDC110	2.4575
C8A	-2.93575
MGC87042	0.4605
HOXC13	-0.12275
TFDP2	-0.3305
HCP5	1.815375
POLI	0.0535
UCN	-1.712
ZNF764	0.0791666666666667
C8orf45	1.49975
FHL3	-0.1015
SPATA5L1	-0.2695
MMRN2	2.6225
NDST1	0.370333333333333
COL20A1	-0.647833333333333
ZNF248	-0.175333333333333
PELP1	-0.252166666666667
MBL2	-3.25316666666667
RNF41	-0.278625
C5orf24	0.655125
THOC5	-0.6815
SERINC3	-0.537583333333333
RP11-151A6.2	0.819
CDCP2	-0.115
HIST1H2AA	-0.13825
C11orf75	1.04733333333333
FKBP7	0.9555
DDOST	-0.23925
GPNMB	1.92316666666667
TTF2	-1.47933333333333
KCNT1	0.1125
SLC39A14	0.3405
NGRN	0.0792
GPR137B	2.203
MECP2	0.12575
PSMA1	-0.549
C16orf73	-4.92475
TMEM60	0.12
CSN3	1.687
NOS1	0.2715
RAB7L1	0.294833333333333
YBX2	-0.6005
KIAA1166	0.879125
FUBP3	-0.338666666666667
ABCG1	0.1435
ACACA	-0.628916666666667
ARL11	1.3322
ATOH1	-0.317
ODF1	-0.1285
CREB3L3	-1.36366666666667
TMEM127	1.19157142857143
DSCAML1	0.668
PLN	2.7945
LYPLA1	-0.455416666666667
PRDM9	-1.83375
SASP	0.68225
PLUNC	0.645
INTU	0.85275
HISPPD1	-0.44925
LNPEP	0.6095
YARS2	-0.393333333333333
APCDD1L	1.655
ZCCHC4	-1.2154
FBXO22	-1.18966666666667
TTLL13	-0.584
ZNF669	1.38733333333333
PTGDR	3.4135
DDX27	0.10825
KIAA0409	-0.462666666666667
GJB6	1.54425
ASB8	0.11175
