Hybridization REF	TCGA-AO-A03M-01B-11R-A10J-07
DCP2	-0.573833333333333
TMEM24	0.31125
RPL18	-0.122
TMEM177	-0.0905
LRRC37A3	0.408
C1D	-1.5975
LDHC	-0.159
UBE4B	0.0501666666666667
NIT1	0.633625
BTN3A3	1.38125
RASD1	1.204375
COMMD3	0.43175
SHFM1	-0.7765
BIRC8	0.293
DUT	-1.638
C12orf51	1.082
LRRC59	-0.469166666666667
LY6H	0.1725
WDR22	1.17616666666667
EDEM1	-0.300214285714286
ADH1A	2.4065
PANX2	0.6359
CYP11B1	0.35725
CDC73	-0.181
GPR172A	1.121
GSTM3	2.67446153846154
KCNA5	0.1765
SERAC1	1.53333333333333
NFATC2	0.357
ANAPC5	-0.4678
C15orf24	-0.47225
NFATC2IP	-0.308916666666667
TNRC6C	0.447166666666667
MGC102966	-0.015125
FGD5	0.4125
MED9	-0.49425
RAB13	-0.0725
C15orf49	0.5585
CRYGS	-0.9851
C12orf53	-0.7755
LOC283693	-0.3055
COX6B2	0.11225
PHF14	-0.35025
FAM3A	-0.091875
RPL13	-0.185
PRDX2	-0.0059
FLJ34047	-1.00975
PRMT3	-0.887
KCTD19	-1.6555
TRIM10	-0.338666666666667
MGC26597	-1.02066666666667
GCNT4	-0.2725
GPRASP1	-0.037
CDKN1C	-0.2035
RHBDL2	1.0978
HSPH1	0.92775
AQP1	2.912625
COL17A1	1.0247
GFAP	0.463625
CDC16	-0.0115
KIAA1614	-0.0155
C6orf118	0.177166666666667
ZSWIM5	-1.87675
FAM83F	4.0735
LYNX1	0.2026875
SYNPR	-0.20075
XG	1.62416666666667
PRSS16	-1.11425
KIF13B	1.01464285714286
PCDH9	-0.997125
HIST1H2AH	2.93916666666667
RBM18	-1.0655
ZNF626	-0.00774999999999998
HEXIM2	-0.412
ITFG1	0.028
TUBG2	-0.83
SFRS7	-0.202333333333333
C9orf14	0.608
EXTL1	-0.86825
GBP3	2.18333333333333
WDR5	-0.278
RARG	-0.0433333333333333
MYO7A	0.39275
CECR6	-0.58075
C13orf3	-1.311375
SFRS18	-1.272
ACVR1B	0.214333333333333
PSMD1	-0.0486
C7orf31	-0.497666666666667
ILVBL	-1.28675
IFNGR1	0.9195
RNF186	1.47525
NOL9	0.26175
MAGEL2	-0.62425
SLC29A2	-0.637
NHSL1	-1.44225
RBMX	-0.781
PSORS1C2	0.445875
RAD51L3	-0.456666666666667
LCN6	0.7075
ORAI2	-0.101625
BRUNOL6	-0.2526
OR4K5	0.116
CDC123	-0.7715
MSLN	-2.321
WWTR1	-0.967
ZNF700	-1.45416666666667
COBL	0.1385
PPP1R16B	0.291
GAS7	0.0286
MDN1	-0.4825
HAAO	0.073
C9orf68	0.0035
TNFAIP2	0.803875
FOXN1	0.1325
hCG_2033311	-0.0881666666666667
ATP6V0D2	-0.029
RPL41	0.20825
SLC38A1	0.08225
ARHGAP6	-1.18533333333333
ADAD2	-0.3565
PHF20L1	0.2850625
MCM3AP	0.430666666666667
ST3GAL3	-0.934
SNX1	-0.186333333333333
ELF5	3.23
PARP3	-0.393375
RBM8A	-0.32
LINGO4	0.007
ITGA9	0.4745
ZFR	-0.0045
ACSL6	-0.045625
FLJ20699	-0.7001
DAOA	0.26975
FABP4	2.76575
KCNB1	-0.1215
CANX	0.2806
SLC25A28	0.601
ADIPOR2	-0.01475
ECHDC2	0.098875
SMA4	-0.0395
FRZB	2.146125
PABPC1	-0.466833333333333
DMRTB1	0.205125
APOBEC3G	1.38375
CATSPER2	-1.84366666666667
CUEDC1	1.57083333333333
STARD9	-1.408125
CLDN8	2.6285
LOC23117	-1.58631818181818
E2F6	-0.326555555555556
TMEM126B	-1.36516666666667
DPY19L4	-0.153
GIMAP5	3.395
NDUFA9	-0.434333333333333
FAM77C	3.635
CTPS2	0.0725
LOC51035	0.000874999999999998
WDSOF1	-0.66225
EGLN3	-1.186125
PITX3	0.678333333333333
OR52E8	0.479
GRM4	0.0635
KLK1	-2.88033333333333
GPM6B	-0.847875
RRAGD	-1.0765
PAGE5	-1.9065
UCHL5	-1.766
ULK3	-0.807
AIM2	1.95733333333333
PNO1	-1.066
OR2F2	-0.1055
GNAT2	-0.3365
SIX1	3.1245
ST13	0.512666666666667
ZBTB44	-0.179125
TIMP2	-0.135
ZMAT4	-0.12975
GTF2IRD1	1.1665
ZNF19	0.451833333333333
ZNF714	-1.11325
RSC1A1	0.61575
C9orf80	0.61
PSMA8	0.275333333333333
TMEM141	1.59825
COX4I1	-0.0850714285714285
CTAGE1	-0.3615
DTWD1	-1.3645
HSD11B1	1.7385
KRT6B	3.93175
ARID4B	0.194
LHFPL3	0.35625
WWP2	0.658333333333333
ZNF326	9.25185853854297e-18
RGPD1	-0.8815
CTSH	0.8025
FASTKD1	-1.45125
PAF1	0.9801
TTC9C	-0.52475
IFT57	0.5004
PRSS36	0.042
IL20RB	-2.422
ZNF592	-0.278333333333333
DCTD	-0.5336
CFP	2.02525
MFNG	0.1995
JMJD2B	0.55975
ALDH3B1	-0.751875
THSD4	0.3355
KCNJ5	1.76466666666667
LMNA	0.320833333333333
TBCD	0.839375
ZNF250	0.847666666666667
CASQ2	0.722833333333333
PEG10	-2.42383333333333
PRAME	-5.9278
NP	-0.5755
TRIM59	-0.803333333333333
ZNF12	0.165625
XTP3TPA	0.64175
SIGLEC7	0.6306
PANK4	-0.088
FAM70A	-1.44183333333333
SNED1	-0.11325
HIP1	-0.2325
RAET1E	-0.891666666666667
AMAC1L2	-0.5845
AHNAK2	0.392
TOE1	-0.736666666666667
RECQL4	-0.72125
SPRYD3	0.8755
DPAGT1	0.0485
MAGED2	2.8932
ANKRD55	0.08875
TRPS1	4.14408333333333
DOK7	-1.431
TFPI2	-5.018
GTF2H3	-0.512833333333333
CYP4F11	-1.01575
LHX2	-2.79133333333333
ATG16L1	0.535833333333333
ASB12	0.4925
C1orf116	0.903625
NF2	0.1515
POM121	-0.504
PHYHD1	0.0205
TXNDC17	-0.024
DKFZp779O175	-0.02425
NUP62	0.223214285714286
MYO18B	-0.909666666666667
PRAMEF1	-0.064
TCBA1	0.339
TMEM168	-0.49075
FJX1	-0.00883333333333333
CLCF1	-1.16875
SEPN1	0.41625
IGSF2	0.59725
NUDCD1	-0.516666666666667
TFF3	3.79033333333333
NDFIP1	0.0119285714285714
CHCHD4	-1.0085
TNR	0.2805
CUTA	0.091
USP44	-3.43375
DPP10	-0.173
IWS1	-0.229333333333333
PCGF1	-0.2685
SULT1C4	-0.0735
NTF5	1.12175
PTPN13	-0.694
SSTR5	2.327
SFRP1	0.686375
IDH3B	0.81
SUOX	1.81233333333333
TMCO5	0.39075
GOLT1B	-1.05625
MIB1	0.2105
PCDHGB1	0.8295
SUSD1	0.2945
ICAM5	-2.92116666666667
PAPOLB	0.2145
URM1	0.0434
TMEM106B	-0.162333333333333
LRIG2	-0.54775
SLC27A5	-0.588
CLIC6	3.2008
ZNF420	1.33466666666667
SCN9A	-1.0723
KIAA1909	0.055
ELMOD1	-1.2875
PRKAG1	0.643
FAM64A	-0.331888888888889
EEF1G	-0.596
SMAD5	0.41725
INCENP	-2.93675
WASF2	-0.7385
GARS	-1.1461
CDK10	0.0443
HLX	1.08566666666667
MDM4	-0.630625
ZNRF1	0.381571428571429
HHATL	-1.73216666666667
FAM21C	0.5599
HIST2H3C	1.3185
PFDN2	0.0658749999999999
ZNF200	0.167
NDN	-0.6895
HBA2	-1.72283333333333
FBLN5	1.582375
PUM1	0.340571428571429
TNNT1	-4.66133333333333
C19orf59	-0.551
HNRPH2	0.0671666666666667
RAB7A	0.333833333333333
PMS2	-0.405375
BIRC3	-0.197666666666667
NRSN2	1.17825
OR52K2	0.255166666666667
SPOCK1	-0.195142857142857
H2AFY	1.32725
RXRB	0.163
ZNF638	-0.5315
ANKRD45	0.00325
ACTN4	-0.0378333333333334
FXC1	-0.16075
EIF2B5	0.217
VPS33A	0.07625
PINK1	1.087
FAM106A	-0.337
SKIP	0.71175
GAPDHS	0.2245
MUM1L1	2.566
PSTPIP1	1.50275
CNTNAP1	-1.6748
CYP26A1	-1.74625
APOL2	1.3795
TACC2	0.150125
COX7A2L	-0.394
HSD17B1	2.288125
ARRB2	0.19475
SLC7A6	-0.2337
HSD17B10	0.0145
RBJ	-0.016
NUP155	-1.74275
MRPL10	-0.441333333333333
CYCS	-1.30533333333333
CCDC46	-0.585
TECTA	0.3075
GNAL	0.115
LPO	0.1295
PEBP4	0.585
DDX11	-1.62725
C18orf12	0.4485
TAF9B	0.111833333333333
IMP4	-0.213
RPA4	-1.04233333333333
NDUFS1	-0.71725
UPK1A	0.869666666666667
ARRDC2	-0.113666666666667
C18orf20	0.5415
AES	0.432214285714286
CD2BP2	0.3725
C16orf54	0.2465
UGT2B17	-1.68925
FGFR1	-0.405681818181818
CEACAM6	-2.9546
CHRM5	0.15025
CERK	-0.3145
AP3S2	-0.181571428571429
ANKS4B	-1.2635
CLCNKA	0.133666666666667
ZNF208	-0.612166666666667
HLA-DRB5	4.222
CARKL	0.45125
GOT1	-0.0388333333333333
CASP6	1.613125
HOXA1	-0.5055
RCL1	0.1355
ZNF181	0.126333333333333
RAB40B	1.705
MRPL38	1.422625
LRRN2	-0.1925
C3orf25	0.3325
OR5D14	0.1985
OR10AG1	-0.173
BET1L	0.7686
FRY	1.80725
AK3L1	0.56575
CSF3R	1.12683333333333
POLR3K	-0.208833333333333
ATG2B	-0.0385
EPS8	0.453166666666667
DARS	-0.7785
C10orf56	-0.327
DAD1	0.2145
RIOK1	0.419166666666667
HERC2	-0.5515
HSD11B2	1.44183333333333
FAM96B	0.4385
MGC13057	-0.783625
BSN	-0.2115
CAND1	-0.215
HCST	2.31125
ACTR10	0.175
OR8D4	0.3955
NASP	-1.5924
COL9A2	1.23833333333333
LYZL1	-0.8495
GPC5	-1.805
TBL3	-0.266166666666667
CENTD2	-0.0611
OR5AP2	0.13075
TLR1	2.237
LMO6	-0.38975
ZIC2	-3.461125
CPNE5	1.15075
ZMYND15	1.06325
FLJ22374	-0.2935
CCDC106	0.184
PARP16	-1.34175
PDIA3	-0.019
C14orf126	-0.175
CECR2	-0.341
SFRS1	-0.694357142857143
FIGLA	-0.0975
DCP1A	-0.589833333333333
MGC45800	-0.8636
TEKT1	-0.0216666666666667
C10orf67	-0.3255
CLN5	0.567
NTN2L	0.4065
GLE1L	0.56175
CES2	0.5827
GNAS	0.517722222222222
DDX53	-0.0475
TSPAN13	2.092
MRPL52	-0.1866
SPIRE2	-0.58425
TAS2R39	0.4045
SCUBE3	0.601
UCRC	1.0587
CDKL3	-0.135
KIAA1715	-0.5188
ZNF345	0.3535
RTF1	0.012625
DHRS7	0.28675
RIPK4	-0.229
EXOSC2	-1.04683333333333
MS4A2	1.96975
FGF17	-0.12075
WDR59	-0.204125
EVI2A	-0.4675
IL17RC	0.232333333333333
HS3ST1	2.23675
ITGB1BP2	-1.339
RBPJ	-0.703833333333333
GIMAP1	3.7905
INE1	-1.1225
ALDH18A1	0.31275
TPI1	-0.779875
GATA6	-0.78425
CABP1	-0.498333333333333
ZNF484	0.19475
DAPK3	0.291
GJB1	-2.98458333333333
PIN1	-0.445375
SLC6A15	-3.10241666666667
CNO	0.05725
RIN2	1.4465
FRRS1	-0.325
CYorf15B	-2.946
DMRT3	0.471625
ATAD1	-0.535125
OTUD4	0.256722222222222
ATOH8	-1.577
ZSCAN16	1.094125
ASCC1	-0.22625
OTUD3	0.1985
MGC33212	0.447
YME1L1	-0.156
RP11-218C14.6	0.62725
PCBP4	0.05875
TNFRSF10A	0.60975
CDH10	-2.1505
KL	1.3675
SCP2	0.258333333333333
C9orf119	0.556875
SON	0.292083333333333
MAFK	-0.216
SBNO2	0.024
SLC6A6	0.0203333333333333
SC4MOL	-0.6325
FAM35B	0.229875
PPP1R9A	-0.499875
PDZRN3	0.529125
CXorf20	0.1485
C6orf126	0.3825
AVEN	-0.74175
FLJ21075	-1.213
C14orf132	0.100625
PCK2	0.296
GUCY2C	-0.1565
BARX2	0.6155
PEX11G	1.2095
DAO	-0.342666666666667
C10orf49	0.39775
EDNRA	1.66966666666667
PPP2R5A	0.4869
DDX39	-1.208
SERF1A	-0.3685
ASCIZ	0.4876
FNDC8	-0.11625
PTMS	0.12325
PHF7	0.36325
PIP4K2B	-0.01725
HHLA2	-0.20075
BDH2	-0.1756
APOBEC2	-0.20725
PENK	0.672333333333333
SMAD9	-1.21025
MT3	-0.24
RGL1	0.0405
ATG10	-0.962125
DLGAP4	1.19833333333333
APPBP2	-0.444285714285714
BACE2	-0.7315
LOC339344	0.6365
ZNF395	-0.1235625
HIST1H2BL	1.74325
ZNF467	1.582625
SLC25A21	-1.72125
PALM2	-0.3025
NSUN5C	-0.0785
IL5	0.1276
CLSTN2	3.27375
ANXA8L2	-1.367
PTGES	3.403125
GDAP1L1	-2.07766666666667
OPRK1	-0.685333333333333
WDR20	0.474583333333333
C12orf4	-0.05425
NUP88	-1.278375
XRCC6BP1	-0.509666666666667
FCGBP	1.19292857142857
LEMD2	0.265
NOMO1	-0.19475
C10orf79	0.481
ZNF79	1.2485
OCRL	0.0794
HSPA8	0.430458333333333
DIDO1	0.767958333333333
PLA2R1	0.756
COG3	0.3726
NGDN	-0.21775
CBFA2T2	-0.253625
PNOC	0.74575
PRRG1	0.29575
AGGF1	0.274428571428571
DPF2	0.30225
YIPF7	0.3235
TRPV5	0.26175
ZNF322B	0.93425
MED12	0.116333333333333
CARS	0.222
ABCC11	1.546
C9orf25	0.3235
MYH1	0.108
FRYL	0.231666666666667
AGTRAP	0.464
MMP27	1.0145
ZNF432	0.871
OR8D1	0.594
OR13D1	-0.10125
VWA1	1.31025
STON1	-0.5075
IL5RA	1.11125
PERP	0.1826
C10orf107	-1.14416666666667
TNFSF12	1.342
FN1	-0.288458333333333
MTR	-1.12766666666667
PHLPPL	0.0588333333333333
ZNF425	1.463
DHFR	-1.74977777777778
PPP1R12A	0.26475
RSPO2	-0.980125
ZNF7	0.3365
ZNF583	0.42625
TPMT	-0.0005
GPR132	1.271875
OR2T12	-0.40175
SERTAD2	-0.3892
ATP1A1	-0.5751
FRMPD3	0.8385
ZNF672	0.0375
PLXNB3	0.09425
EML5	-0.0635
FAIM3	1.059
UBQLN2	-0.00974999999999999
SORCS2	0.782
PRIM2	-2.148
ACVR2A	0.132833333333333
YWHAZ	1.08483333333333
PGM2L1	0.8515
GNAO1	-0.0892142857142857
RPL10	-0.0706
RPS6KA6	0.3185
PFKL	-0.310666666666667
SH3D19	-0.161875
AURKB	-2.117
ZC3H6	-0.031875
DISC1	-0.501333333333333
FLJ39660	-2.795
TMEM25	2.855
OSBPL10	-0.294375
CLTCL1	-0.71
ALG6	-0.70025
CATSPER4	0.7785
LRTM1	0.238
RRAD	1.10233333333333
TIPIN	-2.2475
CARD14	0.622375
RBM9	0.363166666666667
RASSF4	1.1215
SLC25A18	1.546
C6orf58	-0.146666666666667
IGHD	0.545
PLA2G6	-0.1215
TPT1	0.463875
SEC63	1.1084
CCDC113	0.7066
TDRD10	0.13375
KIAA1666	-0.182125
TOR1AIP1	0.01775
SYTL4	0.178833333333333
SPRR2F	-0.906
CEBPD	2.24175
SNTG2	-0.48325
C20orf77	3.35541666666667
TAS2R49	0.543
C6orf173	-1.4555
SVEP1	0.2823
PXN	0.0207142857142857
VIL2	1.91591666666667
C5orf21	-0.0693333333333333
DIXDC1	0.134125
GANAB	-0.543333333333333
PDSS1	-1.318
NGFR	0.24125
ATP8B4	0.68975
BMP8A	0.464
CCDC132	-0.80475
GNRH1	-2.23
OR10T2	-0.03925
PDGFD	1.55
OR6W1P	0.4345
HARS	-0.1075
KRT77	-0.501
AQP8	0.044
ITGB1	0.1505
ZNF254	-0.4183
PAX1	0.00250000000000002
PSMC4	0.2113
ANKRD22	3.72275
PSMD8	0.4145
HTR1E	-0.1885
SOX10	-1.3172
OR5B2	0.2955
RABGEF1	-0.680642857142857
MAP1LC3B	-0.11525
CYB5R4	0.149
AGXT2L1	-1.6435
FLJ41603	2.11133333333333
TRAPPC2	0.197333333333333
FNTB	0.1438
FLJ14107	-0.8585
AURKAIP1	0.8015
DSE	1.4
NFKBIZ	1.12783333333333
OSBPL3	-1.89383333333333
LOC130576	2.132
SLC39A9	0.563666666666667
LOC137886	-0.25325
RHCE	-2.8635
ATG7	0.0861666666666667
FAM82A	-0.238
FBN3	0.3375
MCFD2	-1.4475
CASP14	-0.316
EPS15	0.252583333333333
SFRS2B	-0.836916666666667
C19orf47	0.554
PLAC9	0.2465
GPR23	-0.5355
BTNL3	0.266
RGS8	0.2425
GNS	0.468125
ENO2	-2.69733333333333
CBX1	-0.0521
PEX26	0.8255
LRP5	-1.0705
ADAMTSL4	-1.8005
ARR3	0.0193333333333333
MAP1A	-0.204
CD2	5.24225
NAV2	-1.4741875
TMEM69	-0.2775
ATXN7	-0.659666666666667
CHN2	0.25
ZNF781	-0.857
HAS2	-2.3005
KIAA0241	-0.797333333333333
BIC	1.26025
MOBKL2A	0.011
CYP2C9	0.0665
CNOT7	0.515928571428572
SFRS10	-0.4055
CST11	0.613
FLJ37543	0.551
NKAP	-0.373
RUNX1T1	2.55
EAF1	0.0697
IL4I1	3.31775
LRRC61	0.144666666666667
PSIP1	-1.13266666666667
SPRR4	-0.0725
ZFP90	0.6745
AP2B1	-0.649153846153846
SLC30A7	0.363583333333333
C7orf28A	-0.035
S100B	-1.38033333333333
BMP2	-0.302
ESR1	1.61691666666667
ZFPL1	0.14
ARHGAP12	-0.00775
LRRC19	0.242166666666667
ZNF767	-0.645166666666667
NACA	-0.0865
OLIG1	-2.19775
PRF1	1.95
LST1	2.89466666666667
SPATA9	-0.482666666666667
CNFN	0.4175
CDK4	-0.4036
TCF15	1.6185
PARC	0.07
PPM2C	3.28775
LOC283345	-0.531
FAM107B	0.59
DMXL1	-0.365125
RBM3	-0.355625
HTR5A	-0.742666666666667
SCFD1	-0.607833333333333
EPHB3	2.171625
ROPN1L	0.96
RAMP3	0.88225
TSPYL5	3.92954545454545
GAP43	-0.8785
PAPD4	-0.749625
PDE3A	-0.9535
TNFRSF10C	0.392
JMJD5	0.330333333333333
RASGEF1A	0.6641
C16orf65	0.0596666666666667
HIPK3	-0.0818333333333333
XYLT2	0.03575
XPOT	-1.232
GAL3ST1	-1.61175
DHCR7	-0.616
AMIGO3	1.40633333333333
FGFR4	-0.247833333333333
CRAT	2.23925
PPP1R14D	0.0925
TRIM14	0.3359
TMPRSS11D	-0.1725
SLC7A11	-2.00635714285714
OR10H2	0.60725
PPM1E	-1.0954
DOCK4	-0.142875
FAM127A	0.02875
ENOPH1	0.23675
SLC5A3	-0.4181
ZNF530	0.481
NTS	-5.64475
FRMD4A	0.118875
BCL11B	-1.834
PRM1	-0.2755
UQCC	-0.7165
S100A16	1.66833333333333
PLS3	-1.19575
WWOX	0.905571428571428
CCDC23	0.82325
GTSE1	-0.686
GP2	2.82
FLJ32549	-0.496
CHIT1	1.615
KLF9	0.211875
RPS24	-0.2815
MIA	-0.30275
FIGN	-0.35425
PYROXD1	-0.02375
PCSK2	0.414625
MRPL9	-0.09425
RPL24	-0.00962499999999999
C12orf32	-0.373625
HIST1H2BE	1.84175
RGS18	2.97825
LFNG	1.686625
RAB4B	0.4771
FBXO25	0.179333333333333
TSPAN31	0.937
ARL8A	0.575142857142857
C10orf83	-0.4783
OR51B6	-0.049
CNKSR2	-0.42475
C1orf156	-0.00600000000000001
IBSP	1.647
GFRA2	0.508
ALKBH7	0.284
NEK10	0.9625
VN1R3	0.0741666666666667
LOC91948	-0.499
CPZ	-0.4835
IHPK3	0.191666666666667
COL8A1	0.31575
RBPJL	-0.0905
OR10A4	0.055
CASP8AP2	-0.745875
MMP12	0.941333333333333
OR8B12	-0.217
CDCA5	-1.39616666666667
LIX1L	-1.0435
PEX11B	0.81975
GABRA1	0.390333333333333
HABP2	0.3715
REEP1	2.31483333333333
FBXO15	0.60075
CD68	1.9115
WFDC9	-0.0925
GHDC	-0.821
SMARCA1	-1.13725
SPAST	0.0458333333333333
PLXND1	0.670916666666667
MLCK	-0.0985
INTS5	0.628166666666667
BSG	-0.604571428571429
PARP8	-0.397
TEAD4	-0.705166666666667
ZNF498	-0.86525
TMEM89	-0.523166666666667
DTX4	-0.2845
TNRC6B	0.3023125
ARMC2	-0.056
FGFBP1	1.45066666666667
TIMM8A	-1.278
AJAP1	-2.2248
ZNF608	-0.92275
SLC25A42	-0.462875
SYP	-0.194166666666667
MMP11	3.13583333333333
USP40	0.4544
C3orf62	-0.457833333333333
MYO1E	-0.5468
LRFN4	-0.29425
XCL1	1.648
GPR155	0.331875
VPS29	-0.0975
CARHSP1	-0.29775
ARHGAP20	0.159333333333333
GREM2	0.780428571428571
CCDC102B	1.296
ZNF577	0.0911666666666667
HDDC2	-0.564875
SHC2	-0.8646
NCOA5	0.866666666666667
INPPL1	0.1665
CHGB	-1.5099
IHH	-0.1255
DDEF2	-0.587083333333333
DIAPH3	-1.43609523809524
BUB3	-0.270083333333333
GGH	-1.76466666666667
VPS35	0.8412
CNN2	-0.20675
ASNA1	-0.402
WDTC1	0.79125
AMAC1	0.893
HAS3	-0.333166666666667
SLC1A6	-1.4305
ZNF563	-0.331
C1S	2.873
TCF7L1	1.8025
OR10Z1	0.462
ME2	-0.8397
C6orf151	-0.415125
KPNA4	-0.0698
GLO1	0.0995
WDR61	-1.0355
CD302	0.867
SIRT7	0.751833333333333
C11orf59	0.63475
PKIG	-0.106
PPIL3	-1.2425
CCDC74B	-0.24075
ZNF528	1.06225
EFNA5	-0.5125
FCGRT	2.4335
NOL4	0.9216
CCS	0.24675
LOC374491	-0.49275
MFSD7	2.3205
ZNF555	0.2225
LIMS3	-0.593
TSSC4	0.519166666666667
COL11A2	-0.6145
C1orf119	1.00133333333333
BPNT1	0.088
CHRNA6	0.118
C1orf173	0.2508
PLD2	0.104
ORC1L	-2.5075
SASH1	2.488625
CDC14B	-1.329625
RLBP1L1	-0.13825
LDLRAP1	0.1073
NAT8B	0.588166666666667
HHEX	-2.305
LGALS7	1.077
PLCH1	0.051875
OR1M1	-0.0565
PRAMEF16	-0.14225
HECTD1	-0.245
C14orf39	0.158
TLN2	0.0752
HDAC4	-0.813571428571429
SYCP2L	-1.64825
GLRA1	0.196
RPS6	-0.162
hCG_1757335	-0.406
KLHL1	0.052
CTNNBIP1	1.749
SCAND2	-0.5489
HMGN2	0.5554
YAF2	-0.3755
BRPF1	-0.4315
LIAS	-0.6225
CTA-246H3.1	1.66825
SAG	1.58225
C20orf10	0.30925
HNRNPA2B1	-0.955833333333333
GADD45A	-1.15616666666667
MSH4	-0.157
TMEM70	-0.5865
HIST1H2AM	2.25125
C19orf26	0.229333333333333
C1orf50	0.466
GNG3	-0.233
FTO	-0.001
CALCB	-0.7415
PPP3R1	-0.88875
C15orf42	-2.526375
CCNJ	-0.429
GNAZ	0.802333333333333
PSD	-0.1365
FAM57A	-2.152
STIM2	0.527166666666667
DHX8	-0.42425
MOGAT3	-0.18425
UBE3B	0.810333333333333
PLAT	0.3555
C6orf206	0.5055
COPE	-0.5128
EIF3A	0.8135
C1QL2	0.34625
IQCE	1.07175
KIAA0182	1.1295
SLC22A7	0.0092
PPFIA2	0.1825
ADAMTS15	0.5675
ODZ1	-0.2035
THBS4	2.7905
ARHGAP1	0.944875
B4GALNT3	-0.137166666666667
FCHO1	-1.7515
LOC440456	0.3675
HOXD10	0.621333333333333
CXCR3	2.874
CHI3L2	-0.21175
SRPX2	1.536
ZNF132	0.891333333333333
UBAC2	0.406833333333333
RPL32P3	-0.508
CBWD6	0.3825
ST6GALNAC4	-0.3945
KIAA0391	0.0505
LOC388969	1.16825
KRTAP5-8	0.0455
ZNF786	1.6035
LYVE1	2.128
GPR144	0.06225
APOH	-5.423
TSC22D2	0.215833333333333
PLCD1	-0.69175
FLG2	0.317
M-RIP	-0.2805
NDUFV1	-1.032
POLDIP2	0.380666666666667
RAB3GAP2	0.00283333333333333
RPSAP15	-1.47025
CLEC7A	0.771875
HSPA14	-1.33375
TAAR5	0.28875
FAM132A	-1.2925
C2orf43	-1.195
OR10V1	0.436
SELPLG	1.0265
C1QTNF6	-0.320166666666667
OPCML	0.0539
DTYMK	-0.3705
ALDH16A1	1.112125
F13B	-0.763
MGC16169	0.27225
KIRREL2	-1.39083333333333
C14orf32	-0.233666666666667
SLAIN2	0.6937
HSD3B2	-0.114
AMMECR1L	0.22
LRRC37B	-1.1135
HMG20A	-1.1315
C22orf27	1.9722
FBXL22	0.1125
AP1B1	1.22
TNKS1BP1	1.3035
CD74	4.48
HSPA12B	2.43766666666667
PLSCR1	0.838666666666667
SLC35E1	-0.266
FEZ1	-1.606
APOD	3.156625
C16orf44	0.80225
C1orf166	0.2165
KCTD11	-0.453
NELF	-0.01375
SRP54	-0.229
MGC35361	-1.0385
GPR35	-1.7045
NRGN	-0.829375
SIGLEC12	0.06425
SCN1B	-0.29775
IFNW1	0.3965
STAR	-4.25175
HLA-DQA2	2.41033333333333
RNASEH2B	-1.35875
TAAR2	0.183
VAMP5	1.0025
TUBA1C	0.120714285714286
PIK3R2	-0.00475
ARD1A	0.187666666666667
EBF2	0.197333333333333
CAMSAP1L1	-0.43625
CYP3A43	0.42225
AKR1B1	-1.64875
KIAA1729	1.088125
KAL1	0.2904
CYBB	1.991875
UXS1	-0.5625
LOC338579	-0.1865
C11orf45	0.32725
SHB	0.833875
IKZF4	0.375375
NDUFA1	-0.496625
HSPE1	-0.9055
C1orf215	0.166
GPR113	0.00383333333333333
ZNF573	0.08175
TBX18	0.286
GGTA1	4.99575
PCDHGA8	-0.311
RPS6KL1	0.17275
DPP9	1.062875
SLC43A2	1.200375
COPS3	-1.0395
PMPCB	-1.002
HYLS1	-0.306
LSM8	-1.4155
PDE6B	0.044625
C10orf118	1.1088
OR1C1	0.366166666666667
ZNF415	1.52
OR2F1	-0.1195
ZDHHC13	0.40425
FZD8	-0.4808
TCEA1	-0.3378
SUSD4	1.368375
C22orf24	-0.1015
TNFRSF14	0.3455
TRIM28	0.5275
FGF5	-0.488
CSPG5	0.1055
RNF133	0.13175
FKBP15	0.50425
BZW2	0.45275
NSMCE1	-0.4355
PTPRN	-0.27075
TST	1.825375
POP1	-0.7565
RNF24	1.60566666666667
SFRS4	-0.128625
REPS1	-0.55275
CD70	-2.21416666666667
PDXDC1	0.052625
SRC	3.0631
NTNG1	-1.46933333333333
SETD1B	1.035
TINP1	-0.4785
ZNF606	1.9425
SSR1	0.6898125
RGNEF	-0.0833333333333333
NFS1	-0.726666666666667
CENTB5	0.0451666666666667
CRMP1	-1.61483333333333
ADAM18	-0.29575
CCDC87	2.6215
LRRC8B	-0.208
CSNK1G1	0.132416666666667
MAFB	3.24033333333333
C12orf45	-0.60675
C1orf54	2.28725
DPEP1	-0.065
FLJ13137	0.921
C14orf118	-0.249166666666667
ANKRD19	0.72425
ABCA9	1.03
TMEM87A	0.2039
BBS5	0.0803
CYP17A1	0.231
SCG3	-3.24416666666667
ESCO2	-1.15875
GFER	0.686
NRIP2	-0.4355
DDX59	0.120833333333333
RIC8B	-0.5119
TNNI1	0.0445
KTELC1	-0.254833333333333
GPR85	-0.0115
SP3	0.5115
GOSR2	0.09
DDX1	-0.52175
DSCR9	-0.0125
KIAA1984	-1.091125
FLRT3	4.09175
RNPS1	-0.175071428571429
ZNF772	1.6405
SLC25A10	1.14033333333333
ADAMTS3	-0.8357
TBC1D7	-0.5465
PCYOX1L	-0.55425
LOC339745	1.300125
VPS54	-1.024125
PCDHB12	0.270625
C4orf6	0.07475
CCL5	3.44375
PEX5	-0.737
LENG1	1.45416666666667
LOC51336	-1.5185
FLJ25371	-0.0155
WDR45L	0.684833333333333
SPAG8	-0.0966666666666666
