Hybridization REF	TCGA-C8-A12P-01A-11R-A115-07
SERPINA1	-2.53675
RPS13	-1.5394
BPIL3	0.116
PRKAA1	1.05025
FADS2	2.5779
ENAH	-0.1536875
PRO1768	-0.1575
APBA2BP	0.13825
LIPH	4.02716666666667
C3orf33	-0.50225
RCC2	0.637
ALDH1A2	-3.3055
RNF103	2.36275
AHCY	0.19725
ALG12	1.0205
CCL17	1.814
ZNF543	0.513666666666667
ESRRG	1.1036
CNGA1	-0.35875
RDH5	-0.963833333333333
OTX1	-1.1695
PTGFR	-2.39433333333333
CDR2	1.335
SELE	4.65875
NLGN2	-1.15816666666667
EXOSC9	-0.438
ZNF566	-0.0941666666666667
KLRC2	-4.136
GPR12	0.397
KIAA0196	-0.819
PDRG1	-0.12975
SSR3	0.0403571428571428
MSI1	-0.116
CST9	-0.2435
CC2D1A	0.43525
PLAGL1	-0.0863333333333333
ZNF778	-0.3825
RNF2	0.118375
KLF6	1.58116666666667
THBD	1.03116666666667
tcag7.1314	-0.2305
NR5A1	-0.156333333333333
ABCD2	1.4055
DNAJC7	-1.778
CLEC4C	1.0935
TM2D3	0.3235
CCDC4	-1.595
PLAC2	1.635
DCD	3.2135
FAAH	2.394375
POLA1	0.214833333333333
TM7SF2	1.186
FLJ39822	-1.38566666666667
FLOT2	-0.4705
MAP4K1	-0.3825
SRP68	0.184
C21orf74	0.0935
ARPC5	0.22525
LOC126075	0.81075
HECW2	0.927625
ZDHHC4	0.03125
ANKRD42	1.4701
PDE9A	-0.576666666666667
ABCA8	-0.32875
NDUFS2	0.317
UBR5	-0.72725
BTBD16	-3.02825
LOC554174	-0.2905
ZNF20	0.295
KIAA1843	0.86
WDR17	-2.16757142857143
C15orf33	-0.6955
RNF113A	0.35025
CAMKK1	0.0022
CLCN2	-0.4265
ANXA6	0.421
LOC340069	0.388
EMID1	-0.31025
DPM3	-0.189333333333333
ELA1	-0.097
SLC25A13	0.5394
KRT24	2.4875
SMPD1	0.970833333333333
TH	0.21425
COL6A2	1.15271428571429
ANKS1B	0.16075
GPR126	-0.6531
ZC3H12A	0.284833333333333
TMEM47	0.923833333333333
C2orf51	-0.0368333333333333
C1orf88	1.51033333333333
HSF2BP	1.445
AKAP10	-0.6995
RPAP3	-0.227
KLHDC8B	1.052375
STOM	1.4783
MUPCDH	0.19625
C10orf72	-0.18225
PLEKHA3	0.853
TCP11L1	1.46325
CWF19L1	0.20975
SPEF1	0.521692307692308
YSK4	0.40525
ELN	1.3557
SAMD8	1.688
MPI	0.171666666666667
MEPCE	-0.2351
ABCC3	0.50425
NANOGP1	-3.9625
KCNK17	0.86675
HLA-DMB	4.1685
RRAGA	0.1065
ANGEL1	-0.47775
RBM32B	0.243
CPN1	-2.67475
MGC52282	-0.3342
HLA-A	1.19333333333333
OR9G4	0.6385
EDNRB	-1.972875
SCD	0.653285714285714
C14orf80	-0.534
BAGE2	-0.718
RABL4	1.35516666666667
RCVRN	0.411
SHANK1	-0.0055
NLRP7	-2.8845
CD226	1.35125
STAT3	0.0990625
SYNJ2	-2.0733
TPCN2	1.11366666666667
WDR36	-0.984666666666667
MBD4	-0.2045
ROBO1	-0.9641
ST3GAL6	-1.22375
SLAMF8	3.53466666666667
ATN1	0.182666666666667
GPR141	0.575
KRT36	0.7735
TPH1	-0.4855
DDX52	-0.3315
ZSCAN29	0.130666666666667
TRPT1	-0.1885
DPEP3	0.98525
DENND4A	-0.409125
TSPAN16	-0.75
PTCHD2	-0.042
LOC145814	2.55925
CAP1	0.763666666666667
EIF5A2	-0.6773
NT5DC3	-0.8105
SEPT9	-1.699375
SEZ6L2	-0.8925
EGFLAM	3.162
VPS11	0.68775
NDUFB5	0.0308333333333333
CIDEA	0.380333333333333
IER5L	0.2585
N6AMT1	0.667
FAM83C	0.02875
OXR1	0.707333333333333
IRX1	-0.0375
DGKB	-0.767
GCN5L2	-2.20675
MIR16	0.44075
FBXW9	0.01325
WDR4	0.38
PDC	0.195
VPS33B	-0.4755
HEXB	0.469
FLJ32214	0.25525
TCEB3	0.19475
CRLF1	-4.42525
ABI3BP	-0.076
C8orf22	-3.90275
PYCR1	-0.3845
KIAA1706	1.1985
CDK5R2	0.45575
WAS	0.472
C12orf60	-0.31825
CCBL2	-0.384625
MADD	-0.46675
C5orf34	-0.7665
WDR42A	0.4595
KLF12	-1.3325
HSPA1A	1.48175
ITM2C	-0.707416666666667
DAPK2	1.58516666666667
LOC442590	-1.097
SUMF2	0.17575
CENPA	-0.578538461538461
TMED5	0.017625
CDH6	-0.5827
BRP44	1.7445
THG1L	-0.662
GABRA2	-4.01025
C14orf166	0.23775
MYL1	-2.06066666666667
TNFSF18	0.456
PAP2D	-1.46683333333333
PPIB	0.083
KLHL4	-0.479875
SFN	0.615666666666667
CCDC127	1.40075
FRAP1	0.37675
GOLGA5	1.57375
SDCCAG1	-0.044125
MGC21675	-1.1
C10orf95	-0.69725
KIAA1345	-1.73983333333333
C1orf163	-1.2695
LACE1	0.198166666666667
OR10K2	0.054
CENPN	-1.72908
TMED2	1.639
UGT1A6	-1.025
ANG	-0.35775
U2AF1	0.628666666666667
CASC2	-0.340666666666667
NMT2	-1.23366666666667
OSGEPL1	0.08725
DFNB31	-0.451
SLC6A20	0.4245
DKC1	0.0655
FXYD4	-0.66575
WDR64	0.734
MGC5590	0.7425
CREBZF	-1.0115
DAZ1	-0.551
PRPSAP1	-1.17
GCHFR	0.651
TTC7A	0.152
LOC196993	0.56175
UBD	1.18816666666667
S100A1	-0.041
RPL6	0.0956666666666667
DNAJB6	0.5579
NAGS	-0.5029
C2orf58	0.331
KERA	1.58583333333333
MT1X	-0.1005
UBE2B	1.0094
KEAP1	-0.3395
MST1	-3.577
OMA1	-0.368
ABLIM2	0.346
BCL2L13	0.639416666666667
JAZF1	0.183166666666667
TMEM63B	1.693
S100A8	3.2014
ARFIP2	0.55875
UROS	0.6275
KHDRBS2	-1.7055
POLQ	-2.368
SOAT1	0.6285
SPAG4	-1.30225
MRPS30	-0.273833333333333
LOC494141	0.271
OR2T11	0.4345
ORAOV1	-0.088
ZNF184	-0.428
TCEB3B	0.308
ADAM21	-0.2295
GDPD1	1.07375
SPINLW1	-0.0174999999999999
PRR14	-0.200666666666667
KCTD9	-1.4121
NUDT3	0.208
KIAA1822	0.9702
HIST1H4K	1.3225
DFNA5	-1.39375
GABPA	-0.33725
C14orf44	-0.481
POLB	-0.4425
PTAR1	-1.78775
SEC31A	0.8346
TRIM58	-2.906
TAS2R14	-0.361
VPS8	0.229125
H1F0	-0.195333333333333
PRKCB1	-3.0985
UGT2A1	0.5845
TOR1B	-0.1435
LSS	-0.146333333333333
C2orf19	0.337
HNRNPC	0.472285714285714
TMEM100	-2.77466666666667
LOC116349	1.10825
OR51M1	0.518
CCDC142	-1.05525
ISG15	3.185
ZCCHC14	-0.0155
CREBL2	1.051875
TGDS	-2.215
DC2	-0.6125
CACNA2D3	-1.0535
ZNF429	-1.399625
LYPD6	-2.42716666666667
SUCLG1	0.9435
OR51I1	-0.5615
MAGEH1	1.6365
PRPF40A	-0.3445
SMR3A	1.342
SPINK2	-0.5705
THAP2	0.59025
NPY5R	-1.073375
IRF4	-1.572
SPESP1	0.0893333333333334
OR10S1	0.5725
DTD1	0.01475
TUBE1	-0.3505
DDX19A	-0.9295
PDPN	0.020375
TMEM34	0.25825
MGAM	-0.871
COL3A1	5.67883333333333
GFM2	0.6194
OR5A2	-0.0325
PSG9	3.441
ARHGEF11	0.236166666666667
IVNS1ABP	-0.896375
SIGIRR	0.8145
DUSP19	0.195
DNAJC14	-0.3394
ACSS1	1.1765
IL1RAPL2	0.427
C4orf30	-3.187
SEPT4	2.41925
LANCL3	-2.61825
SPAG17	1.5405
PRDX3	-0.162875
HNF1A	-1.39775
P4HA2	1.43775
RFWD3	-0.808166666666667
MOV10	-0.54075
DNAJA5	-0.199214285714286
LOC729440	0.0385
LOC200383	0.0711428571428571
SMC2	-1.68975
MIXL1	-0.9885
TMEM9	-0.1455
FAM86A	1.5625
ZNF174	0.2368
MYH14	-1.522
CCR8	1.22375
VPS37C	1.0055
GPATCH1	-0.297333333333333
B3GNT8	2.282
TBX4	-0.2915
CNR2	0.262833333333333
PCDH1	1.93625
C5orf29	4.45225
OCIAD2	1.3335
PLCG2	0.644
KIAA0247	1.8145
HRH3	0.3692
CAPN13	3.093375
CCR1	0.1853
MGC15523	-0.409555555555556
UVRAG	0.111666666666667
DNAJA2	0.251
ITGA2B	-0.51
CLDN5	2.8905
PTPRN2	-2.12042857142857
ZNF512	-0.0746666666666667
PSAP	1.55914285714286
CCDC140	-2.582
LRRC55	0.317333333333333
CYP26C1	0.3905
C8orf47	3.6275
LYN	0.206625
DUSP6	-1.62016666666667
TGFB3	2.44626666666667
ELK1	0.1598
PCDH11Y	-0.6945
HGD	-3.5375
C17orf58	1.0505
MYO3A	0.552
SERPINE2	-4.52883333333333
AARSD1	-0.990625
C14orf73	-1.08575
ADAM33	0.262
ZNF491	-0.00749999999999999
MAPK6	0.663833333333333
TCN1	-1.95983333333333
SLC24A6	1.2195
UBE2R2	0.43425
H1FNT	0.2865
TATDN2	-0.322
LILRB1	2.7145
P2RY5	0.014
NUCB2	-0.1175
C2orf37	0.371
SNX27	1.0925
MTA3	0.24425
FOXO4	0.405875
ID4	2.61
SOX5	-3.45533333333333
PXMP3	-0.261
OR52M1	0.285
SFT2D3	0.38275
INA	-3.22566666666667
MCOLN1	1.387
NFIX	0.4762
CLEC14A	5.00633333333333
HIBCH	1.28183333333333
PLA2G5	1.4095
TIMM10	0.434333333333333
MED17	-0.09
COL4A4	2.057
TPP1	0.817
GJA3	-0.908
TMPRSS5	-1.9485
AADACL3	0.5975
DNMBP	-1.16575
ENPP5	4.76216666666667
NQO1	-1.5828
ZSCAN2	-0.267125
SEC24C	-0.163666666666667
GTF2A1L	0.1025
AXIN2	-1.6389
FAM33A	-0.316333333333333
C16orf13	0.19875
SPNS2	1.73525
TAF1	-1.23625
AP1G2	0.557
RBM42	-0.0818333333333333
HCN2	0.0498333333333333
EFHB	-0.0476666666666667
RUSC1	1.25533333333333
GRIK5	0.379
USP21	0.182666666666667
ATAD3C	0.0995
ORMDL2	0.92775
PRSS7	-3.60375
PSAT1	-0.37
FLJ13195	-1.34716666666667
TBC1D1	0.264
IFNG	3.12825
OTOS	0.3245
ZNF773	-0.935
EMD	-0.041
RETN	2.685
CCL8	4.6855
APH1A	-0.030125
COX18	-0.19475
GTF2IRD2	0.148
CCDC82	-0.923583333333333
PAFAH2	0.2173
NPEPL1	-1.1768
RP11-114G1.1	0.854
TP53INP1	0.492625
ZNF300	-1.678
FOXL2	-3.02825
LARP2	0.386333333333333
LATS1	-0.71225
HTR6	0.5865
SPOCK2	-0.0498333333333333
RNF144B	4.51383333333333
HTATIP2	-0.445875
MGC10334	0.167
CENTA2	2.55416666666667
FGF2	-2.9295
FXYD7	0.20575
PHYHIPL	-2.425
GPR34	5.41225
DDX6	-0.264166666666667
OR10W1	0.7125
LHFPL1	-0.4895
ZNF313	2.03171428571429
VPS28	0.6905
AP3M1	-0.1774
AKR1CL2	3.30475
TRAF4	-0.35025
OR2B11	0.682
C19orf12	0.231333333333333
AKAP9	-0.669666666666667
C1orf62	0.536
SLC20A1	-0.3654
FAM112A	0.2005
LDB2	0.900375
MRPS23	0.633
KLK5	1.97925
SPTB	-0.3587
EFEMP2	0.86925
EFNB2	0.90775
PCM1	-1.833
NMNAT3	-0.36375
TSG101	0.2995
C8orf40	2.255
NOB1	-1.296
ABHD3	0.237
GTF3C4	-0.6985
PIGN	0.518166666666667
GALNTL1	-2.43125
AEBP1	2.166
OR9Q1	0.7815
ANKRD2	0.328125
CCL28	-1.64175
TRIM38	0.469666666666667
TMCC1	0.2825
SMG5	-0.1255
LRRC7	-0.757
NCAPD2	-1.555
C6orf153	0.64125
C1orf74	0.1475
OTUD6A	0.384
DCP2	-0.732
TMEM24	0.652
RPL18	-0.4605
TMEM177	-0.1305
LRRC37A3	-0.23975
C1D	-0.6155
LDHC	-0.60725
UBE4B	-0.1155
NIT1	0.99525
BTN3A3	1.016875
RASD1	1.085625
COMMD3	0.369
SHFM1	0.47875
BIRC8	0.5425
DUT	-0.56575
C12orf51	-1.4995
LRRC59	0.225666666666667
LY6H	1.0875
WDR22	0.226166666666667
EDEM1	0.0227857142857143
ADH1A	0.836
PANX2	0.3771
CYP11B1	0.6575
CDC73	0.2615
GPR172A	1.71175
GSTM3	2.43969230769231
KCNA5	0.3905
SERAC1	0.874333333333333
NFATC2	-0.041
ANAPC5	0.0928
C15orf24	0.9085
NFATC2IP	-0.662833333333333
TNRC6C	-0.0198333333333333
MGC102966	-1.178375
FGD5	0.9035
MED9	-0.1175
RAB13	-0.1895
C15orf49	0.9955
CRYGS	-1.188
C12orf53	-0.8033
LOC283693	-0.679
COX6B2	-0.41775
PHF14	-0.14875
FAM3A	1.46525
RPL13	-0.9042
PRDX2	0.0889
FLJ34047	-2.4405
PRMT3	-0.236
KCTD19	-1.7005
TRIM10	-0.435333333333333
MGC26597	-0.185
GCNT4	0.04875
GPRASP1	-0.55425
CDKN1C	-1.49866666666667
RHBDL2	1.2433
HSPH1	1.07925
AQP1	2.208
COL17A1	-2.0971
GFAP	0.22975
CDC16	-0.6165
KIAA1614	-0.044
C6orf118	-0.539166666666667
ZSWIM5	-3.207
FAM83F	3.5235
LYNX1	1.82275
SYNPR	-0.96075
XG	4.223
PRSS16	1.71325
KIF13B	0.426071428571429
PCDH9	-1.95
HIST1H2AH	1.70783333333333
RBM18	0.2485
ZNF626	0.19
HEXIM2	-0.0886666666666667
ITFG1	-0.1
TUBG2	-0.792
SFRS7	-0.220416666666667
C9orf14	0.099
EXTL1	-0.797
GBP3	1.53766666666667
WDR5	-0.02475
RARG	0.225333333333333
MYO7A	0.263875
CECR6	1.3485
C13orf3	-1.14275
SFRS18	-2.450375
ACVR1B	0.220833333333333
PSMD1	0.1261
C7orf31	-0.562
ILVBL	-0.0695
IFNGR1	1.152
RNF186	-0.0685
NOL9	-1.00925
MAGEL2	0.6585
SLC29A2	0.21225
NHSL1	0.3785
RBMX	-0.967
PSORS1C2	0.474
RAD51L3	-0.349166666666667
LCN6	0.68475
ORAI2	-1.0835
BRUNOL6	-0.5085
OR4K5	0.3625
CDC123	-0.125
MSLN	-2.219
WWTR1	-0.401333333333333
ZNF700	-1.37566666666667
COBL	1.233
PPP1R16B	0.07925
GAS7	0.00919999999999999
MDN1	-1.5975
HAAO	1.766
C9orf68	-0.3705
TNFAIP2	0.6995
FOXN1	0.3635
hCG_2033311	-0.136333333333333
ATP6V0D2	1.9557
RPL41	0.659875
SLC38A1	0.651
ARHGAP6	-1.38091666666667
ADAD2	-0.07325
PHF20L1	-1.2943125
MCM3AP	0.590666666666667
ST3GAL3	-1.22483333333333
SNX1	0.217166666666667
ELF5	2.584
PARP3	-0.73925
RBM8A	0.5558125
LINGO4	0.1345
ITGA9	0.527833333333333
ZFR	0.28175
ACSL6	1.67525
FLJ20699	-0.1556
DAOA	0.345
FABP4	3.3285
KCNB1	-0.0855
CANX	0.4547
SLC25A28	0.855333333333333
ADIPOR2	0.3465
ECHDC2	0.4975
SMA4	0.30075
FRZB	3.1785
PABPC1	2.18516666666667
DMRTB1	-0.137625
APOBEC3G	0.30175
CATSPER2	-1.87583333333333
CUEDC1	0.917666666666667
STARD9	-1.619125
CLDN8	7.393625
LOC23117	-1.76936363636364
E2F6	0.00916666666666667
TMEM126B	-0.140333333333333
DPY19L4	-0.59375
GIMAP5	3.25283333333333
NDUFA9	0.44
FAM77C	-2.5625
CTPS2	1.638
LOC51035	0.367625
WDSOF1	0.1835
EGLN3	-0.264125
PITX3	0.547166666666667
OR52E8	0.8285
GRM4	0.356
KLK1	-2.2745
GPM6B	-0.884375
RRAGD	0.788333333333333
PAGE5	-2.6385
UCHL5	-0.223666666666667
ULK3	1.23466666666667
AIM2	1.799
PNO1	-0.4005
OR2F2	0.409
GNAT2	-0.9635
SIX1	-1.66875
ST13	0.1535
ZBTB44	0.3605
TIMP2	0.22525
ZMAT4	-3.962
GTF2IRD1	0.423833333333333
ZNF19	0.454
ZNF714	-1.459
RSC1A1	0.80375
C9orf80	-0.06525
PSMA8	0.242333333333333
TMEM141	0.44225
COX4I1	0.365357142857143
CTAGE1	0.690166666666667
DTWD1	-0.84425
HSD11B1	1.3635
KRT6B	-0.3435
ARID4B	0.618125
LHFPL3	-0.19975
WWP2	-0.06825
ZNF326	0.506
RGPD1	-0.2405
CTSH	1.40016666666667
FASTKD1	-0.80225
PAF1	-0.1833
TTC9C	0.43925
IFT57	-0.1525
PRSS36	-1.045
IL20RB	-2.3645
ZNF592	-0.0303333333333333
DCTD	-0.5595
CFP	0.393
MFNG	-0.792875
JMJD2B	-1.06225
ALDH3B1	-1.377875
THSD4	0.0103333333333333
KCNJ5	3.267
LMNA	0.213666666666667
TBCD	0.06225
ZNF250	0.971166666666667
CASQ2	1.236
PEG10	-2.73675
PRAME	-2.01213333333333
NP	0.80425
TRIM59	0.462333333333333
ZNF12	-0.40875
XTP3TPA	0.04075
SIGLEC7	0.8252
PANK4	-0.24675
FAM70A	-1.87916666666667
SNED1	-0.153
HIP1	-0.8098
RAET1E	-1.66833333333333
AMAC1L2	-1.1635
AHNAK2	-0.563666666666667
TOE1	-0.826166666666667
RECQL4	-0.51575
SPRYD3	0.6325
DPAGT1	0.11475
MAGED2	1.5567
ANKRD55	-0.31975
TRPS1	1.82433333333333
DOK7	-2.78925
TFPI2	-7.15775
GTF2H3	0.0396666666666667
CYP4F11	-1.56325
LHX2	-3.34933333333333
ATG16L1	0.378333333333333
ASB12	0.8565
C1orf116	2.981375
NF2	0.17975
POM121	-0.8201
PHYHD1	1.4969
TXNDC17	1.63733333333333
DKFZp779O175	-1.63325
NUP62	0.032
MYO18B	-1.14266666666667
PRAMEF1	0.279
TCBA1	0.42
TMEM168	-0.717
FJX1	-0.338166666666667
CLCF1	-0.0295
SEPN1	0.82175
IGSF2	1.72275
NUDCD1	1.77283333333333
TFF3	2.776
NDFIP1	0.934142857142857
CHCHD4	-0.417
TNR	0.532
CUTA	-0.515333333333333
USP44	-4.048
DPP10	-0.521833333333333
IWS1	0.0773333333333333
PCGF1	0.7265
SULT1C4	-0.742
NTF5	-1.28875
PTPN13	0.88925
SSTR5	0.36
SFRP1	-3.1965
IDH3B	0.304625
SUOX	1.16416666666667
TMCO5	0.949
GOLT1B	0.6685
MIB1	-1.00471428571429
PCDHGB1	0.316
SUSD1	0.7125
ICAM5	-3.24316666666667
PAPOLB	-0.125
URM1	-0.5574
TMEM106B	0.344666666666667
LRIG2	-1.049
SLC27A5	-0.5005
CLIC6	0.5277
ZNF420	-0.273166666666667
SCN9A	-1.7438
KIAA1909	1.29175
ELMOD1	-1.72475
PRKAG1	-0.2755
FAM64A	-1.61733333333333
EEF1G	-0.0391
SMAD5	-0.86525
INCENP	-1.82925
WASF2	-1.628
GARS	0.6509
CDK10	-0.9989
HLX	0.1985
MDM4	-1.375375
ZNRF1	-0.406785714285714
HHATL	-1.4985
FAM21C	0.3622
HIST2H3C	-0.07275
PFDN2	1.138875
ZNF200	-0.0795
NDN	-0.42775
HBA2	-2.81716666666667
FBLN5	1.6985
PUM1	-0.6665
TNNT1	-2.55416666666667
C19orf59	0.6725
HNRPH2	0.590166666666667
RAB7A	0.4785
PMS2	-0.23175
BIRC3	-0.4925
NRSN2	0.832875
OR52K2	0.616333333333333
SPOCK1	0.213214285714286
H2AFY	0.19225
RXRB	-0.71575
ZNF638	-0.4575
ANKRD45	0.14825
ACTN4	0.119
FXC1	0.14875
EIF2B5	-0.57
VPS33A	0.529
PINK1	0.089125
FAM106A	-0.6215
SKIP	0.7186875
GAPDHS	0.3055
MUM1L1	0.52975
PSTPIP1	0.8275
CNTNAP1	-1.4916
CYP26A1	-0.1965
APOL2	0.4977
TACC2	1.426125
COX7A2L	0.328071428571429
HSD17B1	-0.03125
ARRB2	0.0245
SLC7A6	0.0926
HSD17B10	0.68825
RBJ	-0.69
NUP155	-0.5655
MRPL10	-1.03783333333333
CYCS	-0.788166666666667
CCDC46	0.0223333333333333
TECTA	-0.00599999999999998
GNAL	-0.04725
LPO	1.2575
PEBP4	1.1335
DDX11	-1.9455
C18orf12	0.6635
TAF9B	-0.6495
IMP4	0.5185
RPA4	-1.1465
NDUFS1	-0.43225
UPK1A	-0.434666666666667
ARRDC2	-0.274
C18orf20	0.1375
AES	0.129857142857143
CD2BP2	0.573166666666667
C16orf54	0.285
UGT2B17	-2.602125
FGFR1	-1.40704545454545
CEACAM6	4.2572
CHRM5	0.34225
CERK	1.31025
AP3S2	1.1535
ANKS4B	0.07175
CLCNKA	0.358333333333333
ZNF208	-0.3855
HLA-DRB5	4.289
CARKL	0.76575
GOT1	1.173
CASP6	-0.792
HOXA1	-0.575
RCL1	-0.56425
ZNF181	-0.0123333333333333
RAB40B	-0.425
MRPL38	0.154875
LRRN2	3.3285
C3orf25	0.1075
OR5D14	0.7995
OR10AG1	0.6085
BET1L	0.4165
FRY	4.35625
AK3L1	0.148
CSF3R	1.3255
POLR3K	-0.4175
ATG2B	0.155333333333333
EPS8	-1.52133333333333
DARS	-0.808125
C10orf56	-0.387666666666667
DAD1	0.274916666666667
RIOK1	-1.1265
HERC2	-0.143
HSD11B2	1.158
FAM96B	-0.12225
MGC13057	0.086625
BSN	0.96525
CAND1	0.0198333333333333
HCST	1.75575
ACTR10	0.8765
OR8D4	0.429
NASP	-0.8246
COL9A2	-0.153833333333333
LYZL1	-1.536
GPC5	-2.93175
TBL3	0.120833333333333
CENTD2	0.00130000000000002
OR5AP2	-0.21725
TLR1	2.7535
LMO6	0.35675
ZIC2	-2.51175
CPNE5	0.96175
ZMYND15	0.61325
FLJ22374	0.89075
CCDC106	0.01525
PARP16	0.19625
PDIA3	0.85125
C14orf126	0.17725
CECR2	1.728
SFRS1	-0.156428571428571
FIGLA	0.24
DCP1A	-0.824166666666667
MGC45800	-1.6335
TEKT1	0.256166666666667
C10orf67	-0.4355
CLN5	-0.3265
NTN2L	0.276
GLE1L	-0.06675
CES2	-1.529
GNAS	-0.522722222222222
DDX53	0.481
TSPAN13	2.33675
MRPL52	0.5891
SPIRE2	0.08675
TAS2R39	0.682
SCUBE3	0.1965
UCRC	1.4302
CDKL3	-0.4955
KIAA1715	-0.3633
ZNF345	-0.414
RTF1	-0.1335
DHRS7	1.3025
RIPK4	0.988833333333333
EXOSC2	-1.221
MS4A2	2.21825
FGF17	-0.22175
WDR59	-0.522
EVI2A	-1.24825
IL17RC	0.552333333333333
HS3ST1	2.6435
ITGB1BP2	-0.793
RBPJ	-1.48666666666667
GIMAP1	3.269
INE1	-2.1675
ALDH18A1	-0.114875
TPI1	-0.598625
GATA6	0.66225
CABP1	-1.079
ZNF484	0.20825
DAPK3	1.485
GJB1	1.74808333333333
PIN1	0.127375
SLC6A15	-3.5445
CNO	-0.7135
RIN2	1.377625
FRRS1	0.2625
CYorf15B	-3.766375
DMRT3	4.159625
ATAD1	-0.12225
OTUD4	-0.401055555555555
ATOH8	-1.65525
ZSCAN16	1.102625
ASCC1	0.12375
OTUD3	-0.5965
MGC33212	-1.571
YME1L1	0.139625
RP11-218C14.6	0.1655
PCBP4	0.537
TNFRSF10A	0.4735
CDH10	-5.1058
KL	1.327125
SCP2	0.799583333333333
C9orf119	0.31225
SON	-0.499416666666667
MAFK	-0.0175
SBNO2	0.337
SLC6A6	-0.178583333333333
SC4MOL	0.584
FAM35B	0.318625
PPP1R9A	-0.462
PDZRN3	0.60525
CXorf20	0.6665
C6orf126	0.7375
AVEN	1.119
FLJ21075	-0.762
C14orf132	0.65775
PCK2	0.99375
GUCY2C	-0.304
BARX2	2.26375
PEX11G	1.333
DAO	-0.8765
C10orf49	0.155
EDNRA	2.733
PPP2R5A	0.3975
DDX39	-0.297666666666667
SERF1A	0.54075
ASCIZ	0.082
FNDC8	-0.12175
PTMS	-0.172125
PHF7	0.087
PIP4K2B	-0.3551875
HHLA2	-0.039
BDH2	-0.0984
APOBEC2	2.3185
PENK	-0.347833333333333
SMAD9	-1.177
MT3	-0.751
RGL1	1.79725
ATG10	-0.537125
DLGAP4	0.322166666666667
APPBP2	-1.017
BACE2	1.611
LOC339344	0.197833333333333
ZNF395	-1.4579375
HIST1H2BL	1.0585
ZNF467	0.512625
SLC25A21	-0.53725
PALM2	0.992333333333333
NSUN5C	-0.35825
IL5	-0.0106
CLSTN2	-1.07575
ANXA8L2	-2.22125
PTGES	0.223375
GDAP1L1	-0.769333333333333
OPRK1	-0.707
WDR20	0.746833333333333
C12orf4	0.49375
NUP88	-0.16075
XRCC6BP1	0.051
FCGBP	-1.05992857142857
LEMD2	-0.2715
NOMO1	-0.19725
C10orf79	-0.118
ZNF79	0.4879
OCRL	1.0316
HSPA8	0.0560416666666667
DIDO1	0.144708333333333
PLA2R1	1.743
COG3	0.1971
NGDN	1.41925
CBFA2T2	-0.10725
PNOC	0.86275
PRRG1	-1.41725
AGGF1	0.964071428571429
DPF2	0.056
YIPF7	-0.2855
TRPV5	-0.09725
ZNF322B	0.96775
MED12	0.331333333333333
CARS	0.206666666666667
ABCC11	4.41983333333333
C9orf25	1.3205
MYH1	0.571
FRYL	-1.03575
AGTRAP	-0.2215
MMP27	0.8525
ZNF432	-0.03475
OR8D1	0.1925
OR13D1	0.188
VWA1	0.8055
STON1	-0.7115
IL5RA	0.14375
PERP	1.6117
C10orf107	-0.0168333333333333
TNFSF12	2.01325
FN1	0.915041666666666
MTR	-0.316833333333333
PHLPPL	0.356833333333333
ZNF425	0.507
DHFR	-0.314444444444444
PPP1R12A	-1.0945
RSPO2	-3.045375
ZNF7	0.48825
ZNF583	0.165
TPMT	0.666333333333333
GPR132	0.92125
OR2T12	-0.53625
SERTAD2	1.1076
ATP1A1	2.0361
FRMPD3	1.021
ZNF672	0.1435
PLXNB3	0.86625
EML5	-0.2
FAIM3	-0.12
UBQLN2	0.15375
SORCS2	0.76425
PRIM2	-0.6335
ACVR2A	0.143333333333333
YWHAZ	2.52783333333333
PGM2L1	2.252
GNAO1	0.545357142857143
RPL10	1.1944
RPS6KA6	3.184
PFKL	0.195833333333333
SH3D19	1.320625
AURKB	-1.458
ZC3H6	-1.2635
DISC1	-0.249833333333333
FLJ39660	-2.59616666666667
TMEM25	2.258
OSBPL10	0.245625
CLTCL1	-0.032
ALG6	-0.0985
CATSPER4	0.414
LRTM1	-0.276
RRAD	0.817333333333333
TIPIN	-0.36625
CARD14	1.09925
RBM9	-0.1415
RASSF4	-0.25675
SLC25A18	3.24833333333333
C6orf58	-0.736
IGHD	0.3435
PLA2G6	-0.2665
TPT1	0.801125
SEC63	0.0911
CCDC113	0.2565
TDRD10	0.066875
KIAA1666	-1.01
TOR1AIP1	0.33525
SYTL4	0.857166666666667
SPRR2F	-1.0305
CEBPD	0.3565
SNTG2	-1.49575
C20orf77	-1.25916666666667
TAS2R49	-1.599
C6orf173	-0.792333333333333
SVEP1	0.181
PXN	-0.388214285714286
VIL2	0.548666666666667
C5orf21	0.13975
DIXDC1	0.69675
GANAB	-0.393166666666667
PDSS1	0.28525
NGFR	-0.95475
ATP8B4	0.913
BMP8A	0.172
CCDC132	-0.266916666666667
GNRH1	-2.393
OR10T2	0.41475
PDGFD	2.08166666666667
OR6W1P	0.3925
HARS	0.297666666666667
KRT77	0.3395
AQP8	-0.18975
ITGB1	0.0812
ZNF254	-0.1149
PAX1	0.143
PSMC4	0.3079
ANKRD22	4.558
PSMD8	-0.0125
HTR1E	-0.912333333333334
SOX10	-2.517
OR5B2	0.0165
RABGEF1	-0.1325
MAP1LC3B	-0.26125
CYB5R4	0.42325
AGXT2L1	-5.50825
