Hybridization REF	TCGA-A8-A09I-01A-22R-A034-07
FAM55C	2.00825
FRMD4B	1.06025
CYP2R1	-0.864
RFPL1	-0.3987
XPO5	-0.0225
ARL6IP2	0.0745
OSBPL5	2.00275
MMP9	3.50618181818182
KIAA0802	-0.0605
DHRS2	-3.62966666666667
SGEF	1.777625
TXNDC10	-0.5046
EXOC6	0.784
RPS27	0.531666666666667
PNCK	-1.10016666666667
FSTL1	-0.945
AACS	0.5665
SLMAP	0.255166666666667
SAMD4A	-0.6858
ABRA	0.036
SMARCD3	1.06525
PKNOX2	-3.40816666666667
A4GNT	0.8465
C9orf39	-1.0685
RALYL	-0.166
MGC33556	-2.811
C10orf25	-1.1585
BBOX1	1.974
NHEDC1	0.992
XDH	-0.64525
GCSH	-1.1775
EDN1	0.3705
MTERF	-0.75175
CLK4	-0.228375
ZNF799	1.16633333333333
KCNG1	-2.139625
CXCR4	-0.6765
PTPRR	-2.7335
IRAK1	0.1165
LOC401397	-1.855
TMSB10	1.53221428571429
CXCL3	-3.2563
TMC4	2.4265
OR7A10	0.6965
STYK1	0.636
CHRNA10	-0.66725
CCNI	0.6555
EP300	1.04585714285714
LOC165186	0.145666666666667
HIC2	-2.26725
SDR-O	0.611
OR2W1	0.3995
KCNA6	-0.335
TRIM74	-1.48225
REEP6	0.34775
ATP5G2	0.44825
ERG	0.22375
TMEM42	-1.086
PARN	0.268833333333333
SOD2	-0.0291875
DIRAS1	-0.7265
PNPT1	-0.18525
JOSD3	-0.154
hCG_40738	0.5445
PDE1C	-2.3305
SEMA4D	0.236125
AGPAT1	0.031
NOSTRIN	0.8425
MAP3K3	0.647333333333333
MAX	0.248785714285714
CAPS	2.67333333333333
SERPINA12	0.08
OSBPL8	-0.187
RICS	1.7004
NR4A2	-0.3165
PPCS	0.544333333333333
LONP1	-1.07425
SCYL3	2.22325
HERC2P2	-1.0835
FIBCD1	0.133
C15orf41	-1.65825
DMC1	-1.573
C20orf27	-0.01825
RPS6KA5	0.9703
FAHD1	1.04733333333333
SLC12A4	0.03925
BRCA1	-1.28925
GBL	0.6335
SLK	0.5625
NUDT9P1	-1.7315
NOXO1	4.4
USP52	-0.462
BAZ1B	0.443
SLCO2B1	3.468
BBS12	-0.143
LRGUK	-0.898
TERF2IP	0.34075
COL1A1	4.9345
KIAA0090	-0.963875
GRK5	-0.523333333333333
AP1S2	-2.5441
TMEM52	-0.570333333333333
CA11	-0.65725
OR4A15	0.735833333333333
ACBD3	1.8725
SPAG11B	0.120875
PRDM2	0.3141
FOXP3	0.9065
SMYD3	-0.0366
LOC389199	0.9705
LGI2	0.466
NAPE-PLD	-1.2536
ANKRD6	0.9675
WDR45	0.1645
SHROOM1	2.206
PSCD3	-0.4645
PYY	1.3035
KCNC1	-2.471
ARHGEF9	0.4607
OR8J1	0.25025
GPR55	0.0348333333333333
NS3BP	-0.974
C10orf22	0.304166666666667
NAT8L	0.08525
DUSP4	1.962
FOXM1	-0.9095
GRAMD2	1.1665
ZBTB48	-0.112666666666667
BUD31	-1.025
PABPC5	-0.049
CCDC41	-0.8065
FBXO11	0.3855
C6orf148	-2.216
RFXAP	-1.6895
C6orf15	0.219166666666667
CDK8	-0.683166666666667
C6orf70	0.392
TESSP2	0.1415
ALG2	0.5315
PPP1R3D	1.56925
TPM3	1.37411111111111
SYT13	2.08675
EPB42	-1.00033333333333
CETN3	-0.6115
PRY	-0.112
NTHL1	1.0725
POLR2B	-0.1625
RPS28	-0.147083333333333
P2RX3	0.72
LYZL4	0.29375
WBP4	-0.1777
PMM1	-0.06525
C11orf79	0.6915
CBLL1	-1.14575
IL1F10	0.468166666666667
VAX2	0.554
SETDB1	0.375666666666667
LRAP	-2.589
GCLM	-0.766166666666667
CPEB3	1.50875
PPM1A	0.2801875
INTS1	-0.3565
CAMTA1	0.44025
SAMSN1	-1.33825
LOC158830	-1.75683333333333
GMPPA	-0.0185
AIPL1	0.1895
IL24	-0.459416666666667
BDKRB1	-0.214166666666667
MLF1	1.3873
TAF12	-0.65025
ID1	-2.658875
THADA	0.029375
PIK3CB	-0.16475
OR4N5	0.4795
TBC1D17	-0.0891666666666666
COX8A	-0.6885
CDCA4	-0.0725
C2orf44	-0.535
ZNF534	-0.7195
IMMP1L	-0.15
NIPSNAP3B	-0.438375
FTMT	0.478
PWP2	-0.502833333333333
MMP15	1.1691
DNAH11	-2.21075
MTMR14	0.691375
DNAL4	1.26125
IPP	-0.7005
TMEM59	0.063875
C1orf157	0.3315
RGS4	1.387
DDX18	-0.312166666666667
SNX6	0.12175
ZNHIT2	1.29233333333333
NCDN	-0.536166666666667
FLJ33534	-0.00825000000000002
RAG1	-2.23075
OR4D10	0.611
PTPN5	0.2955
POMT1	0.114
LRRC8A	-0.0337
CYP1A1	-1.9
CAPN1	0.286166666666667
DDHD2	0.284125
GRIK2	-0.36575
GNRHR	0.2885
PPBP	0.42425
HTR3A	-1.540125
SLITRK4	-1.09175
ANKRD49	1.117
BTF3	-0.2143
SARS	-0.93375
C13orf18	0.284833333333333
CACNB1	1.11364285714286
QKI	-0.1395
SETMAR	0.2935
MAN2B1	0.438833333333333
EML3	-1.107
ACADL	-1.02833333333333
OFD1	-0.036625
DEFB114	0.0345
CGA	-3.3301
PEX16	0.721333333333333
LRRC10	-0.264
GNG12	-0.0625
C1orf152	0.227
CHRM1	0.838
CD53	0.84475
DBH	-1.4755
TFAP2B	4.40275
HIST1H2BJ	-1.1155
FAM46D	-0.793
TMEM11	-0.612
C3orf32	-2.1645
PCCB	0.364375
IPO13	-0.175625
C6orf105	-3.64575
COMMD5	0.96875
SUV420H1	-0.3083
LTBR	0.517
ARHGAP15	-1.087875
HDHD2	-0.382
TDRKH	0.558166666666667
LOC401052	1.234
PSG4	-1.42475
GNB4	-0.3898
SPATA4	0.30725
SLC9A3	-0.0005
OSBP	-0.210666666666667
NBPF3	-0.353916666666667
DOCK11	-0.8
SLC39A5	-2.225
PRR5	0.9426
C10orf63	-0.28425
SMTNL2	-2.182
ADRA1A	0.12175
ASAH1	1.5945
DOM3Z	-0.3934
GIPR	0.925333333333333
AHI1	-0.808916666666667
NADSYN1	-0.00716666666666666
RGS14	0.6787
IL18BP	1.657
RTN4RL1	1.49075
ARMC6	-0.42925
PSMD5	0.313666666666667
HK3	3.3946
OR4S1	0.12875
RSU1	0.3108
MAD2L1	-0.705444444444444
EIF4A3	-0.46225
DLEC1	0.811333333333333
E4F1	0.746333333333333
CHMP2B	1.3676
CAMSAP1	-0.3685
RPS21	-0.66
ARID5A	0.57025
UBE2N	-0.0163
IGSF8	1.56816666666667
MAGEB6	-2.16
ACAD11	-0.8511
MGC4172	-1.42975
LMO4	-0.74
KLKB1	-0.596
HP	-1.3835
HDAC3	0.1585
SCHIP1	-0.62325
CLCA1	-0.334
OLFML2A	0.5685
C1orf112	-0.76325
KIF19	1.15691666666667
HAPLN4	-0.3395
CXCR7	0.639
GOT2	0.4498
RAB38	0.696125
DCX	-0.50575
PPM1H	0.743666666666666
NFYC	0.19175
KIN	0.255125
ZNF228	0.4375
PLSCR4	0.805833333333333
HIG2	-0.20225
FAM79B	5.322
C21orf86	-0.8804
KCNK10	0.2065
ZNF738	-1.576375
FSTL5	-1.63666666666667
OR6A2	0.522
OTOA	0.723
EXOC1	0.31675
AHRR	-3.20925
PDAP1	-1.78766666666667
C19orf6	0.022375
ZAN	0.47875
LY6G6E	0.214
EIF4E2	-0.60025
C20orf198	0.5125
ZNF324	0.22325
CYP3A5	-2.2445
ENTPD7	1.6235
MBOAT5	-0.163333333333333
GJB5	-1.86075
TTC13	0.495
S100Z	-0.974833333333333
KIAA0664	-0.395
PDGFRB	1.86725
IL17D	-2.1325
OR56B4	0.02
RDX	-3.16
SLC34A3	1.0325
IL28B	2.367
JUND	1.22575
CHRNB1	-0.46925
CAMK2B	1.304
FETUB	-2.2995
CXorf23	1.57275
MRTO4	-1.36525
TTC3	0.0621
NDUFB8	-0.0293333333333333
EDG2	-1.18625
SEMA3G	0.088
IL23A	-0.01175
GRHL1	1.3038
LOC441054	-3.323
WDR65	0.603285714285714
PSTK	-0.78325
STOML3	0.0453333333333333
R3HDM2	0.53
C5	-3.556
SLC2A10	1.40966666666667
C3orf22	0.2395
PAQR3	-1.21307692307692
ANKRD26	-0.948916666666667
HCRTR1	-0.0305
LOC399947	-0.793333333333333
PSD2	-0.44825
TIGD2	0.136
SCRN1	-0.20925
COQ10A	-0.75925
DDI2	-0.2245
METTL7B	1.00516666666667
UCN2	0.516
FAM92A3	-0.31475
WDR16	-0.1535
ZNF511	0.025
ZMYM5	-0.129
POLR3G	-1.73175
ZNF586	-0.13575
C1orf49	0.365833333333333
TANK	0.588
RCAN1	-1.1605
PELI3	2.05416666666667
LIMD2	0.27
TMEM189	0.026
NTN4	2.28025
LOC151300	0.529
CLEC2A	-1.727
GPR135	0.435125
DPYSL4	-2.4897
JAK2	-0.0545
TSHZ1	0.524666666666667
TM9SF4	-0.109125
ZNF264	0.8555
SIRPG	2.02725
BICD1	-0.94375
HERC6	3.77166666666667
METTL5	-0.7505
CASP1	1.76375
PRRT1	-0.619166666666667
PLA2G4C	2.18716666666667
ICA1L	0.671857142857143
TPTE2	-0.600166666666667
OTUD7A	0.7925
AQP11	0.5555
APOA2	-4.4906
KALRN	1.1858
SECTM1	2.209
IFNAR1	-0.404
TALDO1	-0.7565
RAB11FIP4	0.769916666666667
EIF5A	-1.078
FAM49A	2.047
NEGR1	0.142833333333333
YTHDC2	0.094625
EHD2	-0.9095
NCF1	2.8199
SCRT2	0.875
HOXA5	-1.22366666666667
NUP133	0.07975
FGF12	-1.330125
SLMO2	0.102625
SNTA1	0.920875
CACNG2	0.135714285714286
GCM1	0.4735
ELF1	0.130166666666667
TLR5	3.1725
TCFL5	-0.350083333333333
RBMY2FP	-1.5665
LOC100125556	0.48625
FAM129B	0.29175
MAP3K7IP1	0.390375
NCK2	0.147
OXA1L	0.20175
FMO9P	0.2965
ZSCAN12	0.2295
PSMD12	0.687
HSCB	0.033
CLDN10	-3.2635
MGC13053	-0.9845
HPCAL4	-0.761833333333333
ASZ1	0.436
MEX3D	0.4625
NFAT5	-0.6606
CSPG4LYP1	-0.490333333333333
FBXO3	2.0792
DVL1	-0.165
CMKLR1	2.96133333333333
TYMS	-1.82875
PEF1	0.4245
ZNF750	1.28616666666667
MCM5	-0.5173
MEGF11	-0.886
KCNK7	0.538
PTP4A3	0.708
C1QTNF2	1.359
OR6S1	0.6965
FAM122B	-0.84025
ZNF551	-0.562
HBQ1	-3.0735
GEMIN6	0.23975
ARSK	-1.2085
RBP7	1.323
CPNE9	0.8185
DSC1	0.6
LOC730112	-1.03125
MAP2K4	-0.04325
HS3ST5	-2.3885
EPB41L3	-0.77975
TEKT2	-0.5185
CDKN2B	-0.397916666666667
ZNF480	-0.76775
MAP3K6	0.6882
MAP6	1.97133333333333
HN1	1.31
OR2L13	0.221
SLC16A11	0.46825
FAM96A	-0.15925
APOL1	0.98725
C5orf32	0.71775
RTP1	-0.611
RNF175	-0.75875
ZBTB41	1.874375
AHCTF1	0.5932
SAE2	-0.6199
ITGA2	0.721833333333333
MME	-0.707166666666667
CCDC14	-1.145
MAST4	1.71928571428571
KRT33B	-0.7045
KCTD2	0.3715
WDR26	0.71825
MFI2	-0.28375
NR4A3	-0.3675
ARSA	1.78075
UNKL	0.5455
SULT6B1	0.7215
CCNA2	-0.911
SOX15	-0.0105
PPAPDC1B	0.700416666666667
C19orf44	0.1885
MCAT	0.504333333333333
ARID1B	0.300875
OR52N1	-0.4075
C12orf48	-0.81675
MAGI1	-0.749
NIPA2	0.06625
GBX2	-1.9075
RSHL3	0.01625
RAVER1	0.349833333333333
C15orf17	-0.2215
SLC30A2	0.269375
ZNF518	-0.02225
PCYT1B	-2.15675
C10orf114	-1.5575
EIF3H	0.366083333333333
SLC25A39	-1.0025
KIF1B	-0.664
AMOTL2	-0.33525
C6orf120	0.299125
PSRC1	-1.822
PLA2G10	4.169375
KIF5C	0.536
MRPL37	-0.95
C17orf62	0.451166666666667
C9orf135	-2.2805
DUSP10	0.8702
CLCNKB	0.2475
PSMA5	-0.325125
C8orf53	0.953
AMPD3	0.806
PIAS1	-0.2825
ADCYAP1R1	0.164
GYLTL1B	-1.058
CDH20	0.1975
FBXO7	-0.391
TMEM134	1.71683333333333
FLJ14213	0.572333333333333
ZNF3	-0.4355
LRRFIP1	0.114916666666667
CNOT2	0.403583333333333
ABI3	2.79125
ALDH5A1	0.0820833333333334
HNT	2.6497
SERPINA4	-2.019
TK2	0.697666666666667
STMN1	-1.56688888888889
GUCA2A	0.266166666666667
GALNT10	0.587357142857143
DPP6	-1.03815
C9orf93	-0.3
PRELID2	-0.16825
STK39	0.281125
SFTPA1	-1.3275
CKS2	-0.649777777777778
RHO	0.261875
C20orf135	0.27225
XKR3	-2.652
CR1	0.064375
RPS6KA2	-0.787
C20orf112	1.53475
MRPL22	0.01225
C4orf23	-0.239166666666667
GADD45B	1.25
KLHDC1	0.542666666666667
C2orf48	-1.77
ZNF287	1.178
DAAM2	-1.47925
DPPA2	-3.50516666666667
TCTN3	-0.146333333333333
DNAJB11	0.30675
FPR1	4.08225
DEFB4	0.403
PTCD2	-0.2244
SMOC2	3.65
CABP7	0.22425
SERPINB11	-0.1825
MAGEF1	0.441
NDE1	0.947166666666667
ITGA10	0.0265
FSHB	0.485
ANXA2	0.636875
HORMAD2	-0.03575
HLCS	-0.00824999999999998
MCF2L	1.43791666666667
FH	0.520875
TBC1D24	1.831
KIAA1505	-0.209
LGALS2	-2.92025
CNBD1	-0.0385
SYNPO2L	-0.078
PTPN23	-0.203714285714286
C1orf183	-0.278833333333333
MAGEA8	-3.70175
DGCR8	-0.89525
GSR	-1.50825
PAQR7	0.397
ZNF676	-0.8255
CACNA1C	-0.5557
SP7	0.4975
PDCD6	-0.17325
NRN1L	-1.006
BRI3BP	0.649333333333333
KIAA1183	0.85225
ASB4	0.13
CCL23	1.7442
OBSL1	-1.106625
SLC12A7	0.80025
KIAA0240	0.570375
CD1B	-3.17683333333333
FCGR2A	2.087875
MDC1	-0.5905
HTR1A	0.432833333333333
OCEL1	0.939
ATP11B	-0.8605
FBXO34	-0.0563333333333333
PCDH12	3.451
RPE	-0.69025
C17orf74	0.2405
CSDC2	0.759333333333333
PET112L	-0.27775
TMBIM1	1.172625
P2RXL1	-0.0475
TCHP	0.06375
TRMT1	-1.37433333333333
F2RL2	-0.0133333333333333
LRRC32	2.84183333333333
IMPG2	0.307
BGLAP	-0.3475
LOC493869	-1.16258333333333
MRAS	1.590375
SLC35F5	0.2405
CBWD1	0.213
AXL	-0.923
ATP2C2	2.7845
TELO2	0.1625
PNPLA3	-3.0255
PCDHB14	0.56375
CD276	1.35825
KRT80	-0.214125
DUSP28	0.072
CSNK1E	0.291416666666667
SRP14	0.6675
KCNQ4	0.108
KRT72	0.259333333333333
CCDC117	0.861375
C6orf89	0.00322222222222223
TUBB2B	-2.908
RTN4IP1	-0.57375
CR1L	-3.89783333333333
CEND1	0.432125
C12orf41	0.447
RNF31	0.2525
UBN1	0.1505
C17orf32	0.647
SLC5A7	0.7065
GPR92	1.37
ESAM	2.3344
CTNNA1	1.07166666666667
HRBL	0.038
CBX4	0.48025
TMEM182	0.05375
SH3TC2	-1.96683333333333
IL10	2.10316666666667
PXMP4	2.3215
RNF167	-0.4615
PAK7	-0.0403333333333334
ETV3	-0.255
ATPIF1	-1.15333333333333
LOC554207	-2.6975
OR8H1	0.3735
WDFY3	1.07325
DPM1	-0.275
GPSM1	-0.435
WDR92	-0.2335
LRP1	0.5635
ANKH	-0.77375
THUMPD3	-0.27275
POLR1B	-0.465
OLFM4	3.33516666666667
RAD9B	0.49475
TSPY2	-4.3425
PAX6	-2.54033333333333
SCG2	-2.924625
SLC17A6	0.521
FMO3	1.6355
PADI4	0.097875
TUBB4	-0.1936
NLK	0.919
POU4F3	-0.53
SDF4	-0.23125
ITGBL1	1.8435
NETO1	-1.315125
TAP2	1.28825
ABBA-1	-0.0324166666666666
GNAI1	-1.69
VPS4B	0.59375
NOPE	-0.9089
GALNT6	3.58383333333333
SESN1	0.297875
GBE1	-2.566
CLASP1	-0.08025
RASGEF1B	1.379375
ACOT11	-0.122642857142857
AFAP1	0.179
OR2H2	0.488
DPY19L2P1	-1.67775
DZIP1	-2.55225
SEC22C	0.702083333333333
GPR161	-0.67825
RNF146	0.58875
WDR74	-1.257
GALP	-0.556
PURA	0.99125
DNPEP	0.5185
RP11-78J21.1	-0.7185
ERBB2	5.755875
FANCM	-0.508416666666667
NEO1	0.692166666666667
DDX3Y	-5.2067
RPS3A	-0.187625
MXRA7	-0.487785714285714
LGALS3	-0.6025
GLT8D1	-0.764
CFL2	-2.67183333333333
UPB1	0.89925
NAP1L5	-1.006625
CLDN14	0.1805
DHX38	-0.3835
BTBD1	-0.586
TARS2	0.547
ABCF1	-0.1409
FCF1	0.117166666666667
LRRC49	-1.44925
GUCY1B2	-1.995
C1orf177	0.536833333333333
SMARCA4	-0.432142857142857
LRP8	-1.46466666666667
TAGLN3	-1.25175
MRPL14	0.011
TTRAP	0.12625
ZDHHC20	0.76375
NFE2L3	-2.03925
KIAA1377	1.1055
PALMD	0.0271
TMEM43	-0.32525
TTL	-0.69875
STAT5B	-1.665
SSB	-0.71725
OR10H5	1.062
SLC22A13	-0.27525
AKAP3	-1.09325
TIMM23	0.510166666666667
OAS2	3.95733333333333
KIAA0423	0.45925
TRIM11	1.40116666666667
GLIS3	1.207
TMEM50B	1.26616666666667
ARHGEF4	-0.341625
DEGS1	-0.225090909090909
TBL1XR1	0.856933333333333
G6PD	-1.1425
SP140	1.1716
MUC17	0.0672857142857143
NUDC	-0.2807
DNAJC5B	2.621
SCARA3	-1.90716666666667
CPA3	5.73716666666667
BCAT2	0.21
MFN1	-0.0425
NRG3	0.106
SNX11	0.70375
PLEKHH1	-1.1945
GPR177	-2.29133333333333
HCFC2	0.88175
TCAP	3.9605
MOCOS	-1.0915
C14orf93	0.0115
PRDM10	-0.584666666666667
SLC16A4	0.897083333333333
SRGAP1	-0.234333333333333
VIP	-0.06
DUSP27	-0.393833333333333
LILRA1	1.3683
MC2R	0.1775
MGC24103	-2.346
MBTD1	-0.313
FUT11	-0.227666666666667
USP33	-0.6128
C15orf39	0.4
MAP3K12	0.19375
PAAF1	-0.679166666666667
BARHL1	0.426
FLJ16165	0.195
PIWIL2	-3.78125
SYNE1	0.0508333333333333
CMTM4	0.236625
TSPYL1	1.0005
GUF1	-0.172
TMEM157	1.1715
WDR44	0.257
HIST1H3C	0.539
DKFZp666G057	0.01675
RNPEP	1.106
GAS2L2	0.417166666666667
ADH4	-6.2655
GRPR	-0.203333333333333
FBXL17	0.93675
ZBTB10	0.430916666666667
Gcom1	0.425722222222222
HTRA1	1.4722
ZNF585A	0.156333333333333
SLC26A2	-0.453714285714286
OTOP3	0.358833333333333
WISP1	2.767
ATP2B4	-1.14983333333333
FLJ10769	-0.5385
CRAMP1L	-0.1825
CHST12	-0.35775
RAB22A	0.36325
TARDBP	-0.341714285714286
STAU1	0.5085
CRB3	2.34116666666667
MIG7	-2.04225
CHMP1A	0.6955
ZNF160	-0.033125
B3GALT6	-0.222375
BARX1	-1.70483333333333
C6orf167	-0.9634375
NXNL1	0.6655
DHX29	0.672625
HADHB	-0.11925
PLXNB2	1.174375
ILDR1	-1.10525
SLC15A3	3.01725
GAS2	-4.0705
C20orf69	0.36225
NUMB	-0.28125
TNIP1	0.804625
MESP1	-0.962
PSKH1	0.24825
NSFL1C	0.475
RHOG	0.14825
HEY1	-2.52483333333333
KNG1	-2.501375
ITGAX	2.1392
LIN9	0.3325
CANT1	1.428625
XRN1	0.248142857142857
CCDC96	1.6109
HEATR6	0.433
GNG7	-1.30725
RUNX2	1.3975625
SOX1	0.3875
FCRL5	1.4716
ZNF99	-0.115625
FAM9A	-0.064
SNX22	1.03483333333333
MBNL3	-2.19383333333333
ODC1	-3.3911
ADORA2B	-3.74366666666667
NR2F6	0.83125
ZFYVE16	0.135
SYNJ2BP	-0.01
POLE	-0.310375
E2F2	-0.872375
THRA	1.82966666666667
PTGES2	-0.318666666666667
HIP1R	1.4685
TMUB1	-0.232833333333333
ENO3	-2.254
RSPH10B	0.0735
CXorf39	1.69425
IRGC	0.463
GPR109B	-1.26125
FLJ13305	0.065
LCE3A	0.7255
TNFRSF18	0.991333333333333
DET1	0.07775
TRPM3	-0.610916666666667
C16orf79	-0.575
FECH	0.9875
RAP2A	-0.162833333333333
CRIP1	4.05233333333333
AZIN1	0.69875
SLC7A7	4.149
IL10RA	1.6318
TMEM64	-2.7555
CDC42EP4	0.8473
C16orf58	0.3698
ARG2	-2.9485
POU5F1P4	-4.67175
FAM62B	-0.67425
DNAH8	-2.6782
ASH2L	0.5885
TSLP	-5.54283333333333
CNTNAP5	-0.8114
TMEM16C	5.02775
IFNA14	0.7995
SLC1A3	0.461625
CABYR	1.9925
BCL7B	-0.0224
NUDT13	-1.60516666666667
C13orf28	0.3055
C1orf53	1.5265
ARL6IP4	0.3338
RPL35A	-0.442
EMR3	0.18125
RAB40C	1.1475
SLC41A1	-0.771666666666667
LRCH1	0.38225
LY6G5B	-1.217
FAM124A	0.180428571428571
MGC10981	-4.2395
CLIP3	-0.2938
MAP4K2	0.575833333333333
CHIC1	-0.837
SULF1	3.84133333333333
C20orf30	-0.204357142857143
PRDM5	-0.277
ELOVL1	0.43725
C11orf48	-0.49025
SLC39A10	-0.104
KCNV1	-0.3315
ACP1	-0.454666666666667
ZMYM2	-0.666375
B3GNT6	-0.1738
C9orf69	-0.32525
C2orf15	0.844
C20orf166	0.92
HSP90AA6P	0.1465
EDG7	-1.363
NEURL	0.439375
LPL	-1.57116666666667
CLEC2D	-0.0989285714285714
GRRP1	1.77983333333333
CD8B	-2.9728
HIST1H3D	-0.596666666666667
SLC6A12	1.410625
FAM27L	-0.013
CD84	3.0042
RASA1	0.06
PHKG1	-0.4755
MAGEA11	-2.0655
IMPA1	-0.7856
NPM3	-1.08875
RARRES1	2.62725
SH3BP1	0.747
B3GNTL1	-0.291
ARPC5L	0.199666666666667
KLHL26	-0.01825
SIM2	-0.875375
GJC1	1.353
C20orf194	0.126
EXO1	-0.68225
SLC2A2	-3.10416666666667
LOC285074	-1.21975
LRG1	2.27825
KIRREL	-0.2055
PIK3R1	1.44392857142857
C4orf34	1.264
MAF	-1.40444444444444
ADCY4	3.3445
ZMIZ2	0.1087
SLC46A3	1.30233333333333
STAMBP	0.341666666666667
CCDC16	1.805
MS4A12	0.3435
TCF20	0.2795
LRRC46	1.8125
C20orf152	0.89375
MRPS6	-0.70625
ABCB11	0.1525
KCNC2	-0.0575
CDH19	-2.91883333333333
C9orf123	-1.211
SSH3	2.244
LDLRAD1	0.15725
CCBE1	-1.50475
ZNF135	-0.974
TAAR1	0.273
WFDC12	0.6875
CCDC42	-0.105166666666667
FLJ12529	-0.40225
PER1	-0.947333333333333
TIMM50	-0.326
SMARCAD1	-0.591833333333333
FAM26C	0.6075
TP53TG3	-2.50783333333333
SH3RF1	1.7419
LMCD1	1.54875
GPR63	-0.556
FLJ21986	-2.83625
AIFM3	1.732
MICAL1	0.192333333333333
BLZF1	0.933333333333333
IQCA	0.8685
PCDHGC3	-0.3785
SAC	0.611
BCL6B	1.99533333333333
DDO	-0.53825
MARCO	4.64375
DCHS1	0.215833333333333
C1orf170	0.645666666666667
CD200R1	1.23566666666667
C22orf15	-0.647
SEPT11	0.3425
ADNP	-0.10175
UST	0.2728
C13orf34	-1.25683333333333
RFFL	1.91307142857143
APBA3	-0.3835
C2orf60	0.14175
CUTL1	-0.2503
PMS1	-1.066375
ZNF689	-0.156
EIF3E	-1.49766666666667
IL9	-0.132166666666667
RPL31	-0.32525
LY9	0.288333333333333
ATP2B3	-0.2905
KDELR2	0.707666666666667
TFCP2	0.7595
NLRP12	0.04525
FLJ45422	-0.3105
TLE4	-1.087
ZNF570	0.0695
FLJ43806	-0.639
TLK2	0.534125
CIR	0.43975
MARS2	0.1875
COL24A1	0.4665
SDF2L1	0.266
HIBADH	-0.815
IGFBP3	-2.39835714285714
C12orf23	0.870625
PSPC1	0.21075
C20orf43	0.33525
TRAV20	0.243
ARHGAP24	-0.112875
KIAA1975	-0.896625
C1QA	3.9781
DNTT	-4.81966666666667
C10orf6	-0.055
C11orf41	-0.15125
HNRPF	0.72975
COL11A1	6.76716666666667
UBAP2	-0.159666666666667
CDKN2AIPNL	-0.9345
C20orf174	3.0015
SPRED2	1.4245
PLA2G12A	0.152333333333333
ICEBERG	-2.45683333333333
SCN10A	0.111
C11orf65	-0.33575
GBP5	5.7965
PITPNC1	0.124166666666667
POU3F3	0.985
NCOA7	0.161625
LIN7C	-0.4479
LOC348840	-0.9445
NKX2-2	2.368
ANKRD13D	1.21675
LOC123688	0.04625
FUT2	3.04616666666667
TAAR8	0.8085
FZD4	0.127416666666667
PNMA3	-1.52933333333333
OR4L1	0.6545
WIT1	-2.52075
EXOC3L	2.28125
ATPBD4	-0.3431
KRBA1	-1.479
UBXD6	-0.98825
HOXB7	0.0445
C7orf23	-1.507
UNQ338	-0.64675
STAB2	0.299333333333333
CDC20B	0.6395
IRF9	2.77725
CENTG1	0.46725
TNPO2	-0.72275
MCPH1	0.615
BMS1P5	-1.55925
SLC26A7	0.8135
HIST1H3J	0.75775
C9orf3	-0.2041
LBH	1.0085
MYO1D	3.46325
PTDSS2	-0.35025
NFU1	0.27475
DEPDC4	-0.96125
WNT7B	2.3998
GLP2R	-0.748333333333333
SETD4	-0.5398
DYNLT3	-0.3383
FKBP11	-1.17633333333333
SESTD1	0.673666666666667
FLII	-0.12625
RPS16	-0.3897
CHPF	-0.1365
CSNK2A1	0.414833333333333
SUMO1P1	0.028
FKBP6	-1.0945
ZNF214	-1.52533333333333
TWIST1	0.004
DDX56	-0.2275
TRAM1L1	2.8532
EPO	-3.307
MRPS18B	0.15375
ZNF682	0.146166666666667
RPL14	-0.479166666666667
MAFF	1.48975
LOC51136	0.278875
LY96	-0.126
DDX20	-0.64425
ABTB1	0.5385
ARL5A	0.0435
CCT6A	-0.87625
HEPACAM	-1.97366666666667
EHHADH	-1.92116666666667
RBAK	0.137333333333333
CGB1	0.10875
ITGB5	0.9246
YIPF3	0.55325
FKBP2	-0.21075
NR1D1	1.0503
TMEM110	0.5905
NEK2	0.4045
PRAMEF8	-3.511
C20orf52	0.5745
PCDHGA3	-0.0205
VWA3B	-0.0415
NDUFA5	-0.462
THAP9	-0.08875
FLVCR2	0.9885
AP1S1	-1.260625
SMAD6	-0.17475
SAV1	-0.37175
SAT1	0.520375
ZNF251	0.16925
ADAMTS7	0.466
RPP38	0.5085
C1orf211	-0.338
YPEL2	2.7736
RBMS1	-0.542
ZNF445	-0.311666666666667
NRXN2	0.135166666666667
PGBD4	0.206625
UGT2B28	-1.93775
WBSCR16	-0.8755
NLRC3	0.73925
ASTL	0.6895
ST6GALNAC1	-3.52025
ZADH2	-0.186125
MLLT4	0.268416666666667
ARL6	-0.4715
MEF2C	-0.48675
CBFA2T3	-3.896
AFF3	1.15571428571429
COG7	0.473666666666667
MYB	-0.3615
PLXNA3	0.9575
XRCC2	-1.624
MMS19	0.157875
ST8SIA5	-0.5055
CHPT1	0.2575
KIAA1712	-0.6345
OR6X1	0.634
ACTR3	0.5255
UGCG	1.10983333333333
OR4P4	-0.173
ZAP70	-2.68375
LPP	0.774875
ZNF485	0.3005
PTPRCAP	0.2105
IL12RB1	1.061
ATRX	0.0065
CHST8	0.591
C14orf109	0.74975
ARV1	0.8625
NMB	0.241142857142857
COX5A	-0.102666666666667
EIF6	0.12125
MPPED2	-1.66983333333333
SEMG1	-2.4235
CHRDL1	-0.311
