Hybridization REF	TCGA-A8-A06U-01A-11R-A00Z-07
OLFM4	5.54033333333333
RAD9B	0.27925
TSPY2	-3.29
PAX6	-1.3555
SCG2	-3.252125
SLC17A6	0.52175
FMO3	1.81375
PADI4	0.507625
TUBB4	-0.6535
NLK	1.3305
POU4F3	-0.346
SDF4	0.0455
ITGBL1	1.35766666666667
NETO1	-1.247875
TAP2	1.263375
ABBA-1	-0.124166666666667
GNAI1	-1.7965
VPS4B	-0.87825
NOPE	-0.9856
GALNT6	2.7095
SESN1	-0.265625
GBE1	-1.56744444444444
CLASP1	-0.0585
RASGEF1B	0.393375
ACOT11	0.1915
AFAP1	0.317
OR2H2	0.34275
DPY19L2P1	-0.91225
DZIP1	-2.52825
SEC22C	-0.280583333333333
GPR161	-0.587
RNF146	1.155
WDR74	-0.46825
GALP	-1.064
PURA	1.14225
DNPEP	0.882916666666667
RP11-78J21.1	-1.45525
ERBB2	2.683375
FANCM	-0.681
NEO1	-0.160333333333333
DDX3Y	-4.5223
RPS3A	-0.2695
MXRA7	-0.568214285714286
LGALS3	-0.710333333333333
GLT8D1	-0.703
CFL2	-1.63183333333333
UPB1	0.2425
NAP1L5	1.04775
CLDN14	-1.44275
DHX38	-0.65925
BTBD1	-1.33425
TARS2	0.115
ABCF1	0.0124
FCF1	0.0955
LRRC49	1.19625
GUCY1B2	0.6815
C1orf177	0.649
SMARCA4	-0.294142857142857
LRP8	-1.436
TAGLN3	-1.34325
MRPL14	0.4405
TTRAP	0.195
ZDHHC20	0.564
NFE2L3	-1.2685
KIAA1377	1.082625
PALMD	0.1099
TMEM43	-0.881
TTL	-0.53875
STAT5B	0.239833333333333
SSB	-0.31775
OR10H5	0.2275
SLC22A13	-1.24125
AKAP3	-1.427
TIMM23	-0.212833333333333
OAS2	3.24508333333333
KIAA0423	0.16025
TRIM11	0.897666666666667
GLIS3	0.83
TMEM50B	0.963333333333333
ARHGEF4	-0.112125
DEGS1	-0.323363636363636
TBL1XR1	0.150433333333333
G6PD	-0.611
SP140	1.3366
MUC17	-0.0244285714285715
NUDC	-0.0612
DNAJC5B	2.2625
SCARA3	-1.445
CPA3	5.1655
BCAT2	0.34725
MFN1	1.8611
NRG3	-0.693
SNX11	1.29175
PLEKHH1	-0.871833333333333
GPR177	-0.922166666666667
HCFC2	1.0365
TCAP	-0.95475
MOCOS	-1.7985
C14orf93	-0.4555
PRDM10	-0.634
SLC16A4	-1.24508333333333
SRGAP1	0.472833333333333
VIP	-0.2675
DUSP27	-0.319333333333333
LILRA1	0.125
MC2R	0.1965
MGC24103	-2.328
MBTD1	-1.8
FUT11	-0.822833333333333
USP33	-0.2915
C15orf39	-1.48375
MAP3K12	-0.662875
PAAF1	-0.406833333333333
BARHL1	-0.5055
FLJ16165	-0.0045
PIWIL2	-2.65375
SYNE1	-0.422090909090909
CMTM4	0.63475
TSPYL1	1.6452
GUF1	0.1525
TMEM157	1.8735
WDR44	0.8205
HIST1H3C	0.7855
DKFZp666G057	-0.46
RNPEP	0.50475
GAS2L2	-0.135
ADH4	-4.3015
GRPR	4.2945
FBXL17	0.7735
ZBTB10	0.627636363636364
Gcom1	0.255
HTRA1	0.6243
ZNF585A	-0.163666666666667
SLC26A2	1.068
OTOP3	0.705333333333333
WISP1	2.15755555555556
ATP2B4	-1.99983333333333
FLJ10769	-0.1045
CRAMP1L	0.0225
CHST12	-0.15125
RAB22A	-0.00466666666666667
TARDBP	-0.247071428571428
STAU1	1.04225
CRB3	2.75083333333333
MIG7	-2.02275
CHMP1A	0.1925
ZNF160	0.11925
B3GALT6	-0.054625
BARX1	0.561333333333333
C6orf167	-0.778125
NXNL1	0.477
DHX29	0.86525
HADHB	0.14575
PLXNB2	0.282875
ILDR1	-1.05925
SLC15A3	2.8415
GAS2	-4.24483333333333
C20orf69	0.1325
NUMB	-0.49125
TNIP1	0.056875
MESP1	1.44633333333333
PSKH1	0.12625
NSFL1C	0.91525
RHOG	-0.08575
HEY1	-2.94133333333333
KNG1	-1.66825
ITGAX	1.6174
LIN9	-0.597666666666667
CANT1	1.803125
XRN1	-0.478928571428571
CCDC96	1.3652
HEATR6	-0.375333333333333
GNG7	0.112333333333333
RUNX2	0.239125
SOX1	0.297333333333333
FCRL5	0.8292
ZNF99	0.250875
FAM9A	1.472
SNX22	0.4325
MBNL3	-1.9445
ODC1	-2.2679
ADORA2B	-3.064
NR2F6	-0.06275
ZFYVE16	-0.951176470588235
SYNJ2BP	0.8708
POLE	-1.20775
E2F2	-1.045125
THRA	0.567
PTGES2	-0.519833333333333
HIP1R	1.1575
TMUB1	-1.01233333333333
ENO3	-2.2365
RSPH10B	-0.487
CXorf39	2.221625
IRGC	0.343
GPR109B	-0.59075
FLJ13305	-0.2965
LCE3A	-0.8495
TNFRSF18	0.1055
DET1	-0.89625
TRPM3	-0.230416666666667
C16orf79	-1.1
FECH	-1.07466666666667
RAP2A	-0.156833333333333
CRIP1	2.55966666666667
AZIN1	0.6015
SLC7A7	3.32575
IL10RA	0.8816
TMEM64	-3.22725
CDC42EP4	1.5967
C16orf58	-0.1811
ARG2	-3.31325
POU5F1P4	-4.518
FAM62B	-1.589375
DNAH8	-1.94066666666667
ASH2L	-0.432375
TSLP	-2.8768
CNTNAP5	-0.577
TMEM16C	5.9595
IFNA14	0.909
SLC1A3	0.725625
CABYR	-0.01075
BCL7B	-0.3981
NUDT13	-2.218
C13orf28	0.0775
C1orf53	0.25875
ARL6IP4	0.3859
RPL35A	0.497
EMR3	0.541
RAB40C	0.829666666666667
SLC41A1	0.197666666666667
LRCH1	-0.01075
LY6G5B	-0.6425
FAM124A	-0.685857142857143
MGC10981	-3.8365
CLIP3	-0.1174
MAP4K2	0.168666666666667
CHIC1	0.77125
SULF1	3.22916666666667
C20orf30	0.652571428571428
PRDM5	-1.4145
ELOVL1	-0.04375
C11orf48	0.209375
SLC39A10	-0.48
KCNV1	-0.18825
ACP1	-1.042
ZMYM2	-0.683875
B3GNT6	-0.352333333333333
C9orf69	-0.289
C2orf15	0.7405
C20orf166	1.034
HSP90AA6P	-0.085
EDG7	0.6185
NEURL	-0.14625
LPL	-1.56833333333333
CLEC2D	-0.322857142857143
GRRP1	0.5995
CD8B	-2.3378
HIST1H3D	0.242833333333333
SLC6A12	0.5265
FAM27L	0.2085
CD84	1.9885
RASA1	-0.1745
PHKG1	-1.537
MAGEA11	-0.8105
IMPA1	-1.1482
NPM3	-1.55375
RARRES1	3.204
SH3BP1	0.04025
B3GNTL1	0.5475
ARPC5L	0.125
KLHL26	-1.01225
SIM2	-0.138
GJC1	1.128
C20orf194	0.6845
EXO1	-1.74575
SLC2A2	-1.98733333333333
LOC285074	0.217
LRG1	0.507
KIRREL	-0.175
PIK3R1	0.802214285714286
C4orf34	0.941
MAF	-1.46861111111111
ADCY4	3.36816666666667
ZMIZ2	0.3977
SLC46A3	2.2375
STAMBP	-0.1335
CCDC16	1.03175
MS4A12	0.597
TCF20	-0.15175
LRRC46	1.86025
C20orf152	0.31
MRPS6	-1.0495
ABCB11	-0.6885
KCNC2	0.434666666666667
CDH19	-0.846
C9orf123	-0.909166666666667
SSH3	1.11325
LDLRAD1	1.34125
CCBE1	-2.088
ZNF135	1.805375
TAAR1	-0.069
WFDC12	0.345
CCDC42	0.405166666666667
FLJ12529	-0.63525
PER1	-1.0562
TIMM50	-0.113333333333333
SMARCAD1	-0.401
FAM26C	-0.3445
TP53TG3	-2.557
SH3RF1	1.2395
LMCD1	0.92175
GPR63	-0.4605
FLJ21986	-2.61675
AIFM3	-0.49425
MICAL1	-0.0616666666666667
BLZF1	0.441
IQCA	0.667333333333333
PCDHGC3	0.177
SAC	0.83475
BCL6B	1.7045
DDO	0.42525
MARCO	3.82425
DCHS1	1.13866666666667
C1orf170	1.72783333333333
CD200R1	0.675833333333333
C22orf15	-0.6375
SEPT11	0.386
ADNP	0.81275
UST	-0.6645
C13orf34	-1.71933333333333
RFFL	0.992428571428571
APBA3	0.5055
C2orf60	-0.266375
CUTL1	-0.3909
PMS1	-0.693428571428571
ZNF689	-0.324
EIF3E	-0.448
IL9	-0.16175
RPL31	-1.104875
LY9	0.230666666666667
ATP2B3	0.30675
KDELR2	0.612083333333333
TFCP2	0.463375
NLRP12	-0.125125
FLJ45422	-0.35
TLE4	-1.2675
ZNF570	0.031
FLJ43806	0.03
TLK2	-0.03725
CIR	0.8055
MARS2	-0.058
COL24A1	-0.1255
SDF2L1	-0.1965
HIBADH	-0.768666666666667
IGFBP3	-1.85342857142857
C12orf23	0.7105
PSPC1	-0.4415
C20orf43	0.891
TRAV20	1.1235
ARHGAP24	-0.416875
KIAA1975	-1.35
C1QA	3.3719
DNTT	-4.51016666666667
C10orf6	-0.118083333333333
C11orf41	-0.516375
HNRPF	-0.144125
COL11A1	5.41233333333333
UBAP2	-0.761666666666667
CDKN2AIPNL	-0.3205
C20orf174	2.9345
SPRED2	-0.08925
PLA2G12A	0.982333333333333
ICEBERG	-1.6004
SCN10A	1.122
C11orf65	0.57925
GBP5	5.2445
PITPNC1	-1.9215
POU3F3	0.883
NCOA7	-0.54125
LIN7C	1.2068
LOC348840	-0.841
NKX2-2	-2.20475
ANKRD13D	0.19775
LOC123688	0.68775
FUT2	1.63966666666667
TAAR8	0.8535
FZD4	-0.169083333333333
PNMA3	-1.266
OR4L1	0.905
WIT1	-2.124
EXOC3L	1.5315
ATPBD4	-0.0446
KRBA1	-1.887
UBXD6	0.5635
HOXB7	0.0235714285714286
C7orf23	-1.3425
UNQ338	-0.0185
STAB2	0.5775
CDC20B	0.2645
IRF9	2.7935
CENTG1	-0.142166666666667
TNPO2	-0.79675
MCPH1	-0.050625
BMS1P5	-2.4275
SLC26A7	0.45975
HIST1H3J	0.6885
C9orf3	-0.4616
LBH	1.0715
MYO1D	1.25375
PTDSS2	-0.71775
NFU1	-0.4205
DEPDC4	-1.4625
WNT7B	1.4532
GLP2R	0.0216666666666667
SETD4	-0.829
DYNLT3	0.6758
FKBP11	-1.0665
SESTD1	1.1715
FLII	0.0435
RPS16	-0.6694
CHPF	0.396
CSNK2A1	0.8805
SUMO1P1	-0.10275
FKBP6	-0.895
ZNF214	-0.5085
TWIST1	-0.701333333333333
DDX56	-0.267
TRAM1L1	0.5877
EPO	-2.48083333333333
MRPS18B	-0.21225
ZNF682	-0.9172
RPL14	-1.85433333333333
MAFF	-0.4075
LOC51136	-0.318125
LY96	-0.029
DDX20	-1.238
ABTB1	0.796333333333333
ARL5A	-0.0338
CCT6A	-0.7315
HEPACAM	-1.64866666666667
EHHADH	1.00133333333333
RBAK	0.440166666666667
CGB1	-0.0345
ITGB5	0.3252
YIPF3	0.171
FKBP2	0.67525
NR1D1	0.7957
TMEM110	1.5525
NEK2	-0.812666666666667
PRAMEF8	-2.7925
C20orf52	0.559
PCDHGA3	1.277
VWA3B	0.3255
NDUFA5	-1.360625
THAP9	0.044
FLVCR2	-0.0421666666666667
AP1S1	-1.506625
SMAD6	-1.4285
SAV1	-0.272875
SAT1	1.5315
ZNF251	0.75525
ADAMTS7	0.1924
RPP38	0.53375
C1orf211	-1.7455
YPEL2	0.9057
RBMS1	-0.42075
ZNF445	-0.631166666666667
NRXN2	0.460666666666667
PGBD4	-0.503375
UGT2B28	-0.102
WBSCR16	-0.8473
NLRC3	0.177
ASTL	0.4735
ST6GALNAC1	-3.51675
ZADH2	-1.284875
MLLT4	1.08916666666667
ARL6	-0.0896666666666667
MEF2C	-0.20325
CBFA2T3	-1.3685
AFF3	1.24985714285714
COG7	0.7205
MYB	-0.262833333333333
PLXNA3	1.154
XRCC2	-1.73983333333333
MMS19	-0.762375
ST8SIA5	-0.765875
CHPT1	-0.0578333333333333
KIAA1712	-0.714875
OR6X1	0.932
ACTR3	0.613125
UGCG	0.738333333333333
OR4P4	0.2655
ZAP70	-2.75975
LPP	2.402625
ZNF485	-0.39275
PTPRCAP	0.0405
IL12RB1	0.69975
ATRX	0.4842
CHST8	-0.37525
C14orf109	0.7215
ARV1	-0.08825
NMB	-1.65957142857143
COX5A	-0.896666666666667
EIF6	0.338
MPPED2	0.703333333333333
SEMG1	-1.4925
CHRDL1	0.0975
TRAF3IP2	1.0075
WNK2	-0.031625
LILRA4	2.23516666666667
LAMA2	2.912
PXT1	0.8035
RLBP1	-3.09225
CD300C	-0.0435
SLTM	-0.333625
FLJ10404	-0.297375
APOBEC3D	-0.356666666666667
RENBP	0.3185
ATXN7L1	-0.042375
NID1	-0.4885
TUBGCP3	-1.20725
ITIH5	0.323529411764706
CCDC110	3.62075
C8A	-2.63325
MGC87042	-1.231
HOXC13	1.36225
TFDP2	-0.562
HCP5	3.07225
POLI	-1.64225
UCN	0.1385
ZNF764	0.0646666666666667
C8orf45	1.96775
FHL3	-1.06725
SPATA5L1	-1.08
MMRN2	2.63133333333333
NDST1	0.965166666666667
COL20A1	0.2115
ZNF248	-0.838333333333333
PELP1	-0.255
MBL2	-3.25683333333333
RNF41	1.104875
C5orf24	0.6575
THOC5	-0.501375
SERINC3	1.94516666666667
RP11-151A6.2	0.0295
CDCP2	0.0745
HIST1H2AA	1.209
C11orf75	0.3155
FKBP7	-0.42875
DDOST	-0.1585
GPNMB	0.706666666666667
TTF2	-1.04516666666667
KCNT1	0.0628333333333333
SLC39A14	-1.1955
NGRN	0.4929
GPR137B	2.2085
MECP2	0.784625
PSMA1	-0.19425
C16orf73	-4.46825
TMEM60	-0.411166666666667
CSN3	0.005
NOS1	0.124333333333333
RAB7L1	0.296833333333333
YBX2	-0.1295
KIAA1166	0.3655
FUBP3	-0.314333333333333
ABCG1	1.6465
ACACA	1.61325
ARL11	-0.0265
ATOH1	0.275
ODF1	0.499833333333333
CREB3L3	-1.63416666666667
TMEM127	1.42871428571429
DSCAML1	1.74625
PLN	1.587
LYPLA1	-0.17575
PRDM9	-1.51733333333333
SASP	-1.53275
PLUNC	-0.228833333333333
INTU	1.73675
HISPPD1	-0.553
LNPEP	1.3655
YARS2	-0.810333333333333
APCDD1L	-0.7475
ZCCHC4	-0.4491
FBXO22	-0.4305
TTLL13	-0.3845
ZNF669	0.4845
PTGDR	1.778
DDX27	0.2635
KIAA0409	-0.156666666666667
GJB6	0.09575
ASB8	0.98225
PLP2	-0.766333333333333
MEPE	1.1455
OR10J5	-0.424
KRT222P	-0.46325
COQ7	1.36183333333333
C1orf101	-0.06875
RERG	5.3248
CHMP5	0.00137500000000001
THAP11	-0.039
ZNF43	0.351166666666667
ZRANB3	-0.821833333333333
KRT13	1.210625
MRPL19	-0.256125
RBBP9	0.258875
SPATA17	1.701375
BXDC5	-0.518666666666667
PAFAH1B1	-0.0115833333333333
MAGEE1	1.5805
OSTF1	0.5955
KIAA0323	-0.211090909090909
TXNDC13	0.709333333333333
CNTN4	-0.468875
LCE1B	0.423
UNQ501	-0.0405
ZNF154	0.79825
C3orf64	-0.784
SYT5	-0.0465
PON1	-0.3845
FLJ10357	-0.653625
ATP4A	-1.622
GNPDA1	-0.896166666666667
MGAT1	0.894833333333333
C14orf121	0.20525
SLC35B2	-0.021
MIER3	-0.241166666666667
CHEK1	-2.98625
ZNF8	0.405166666666667
TXNDC1	-1.1995
CKB	-0.0645
RTN3	0.785142857142857
FZD2	-0.461833333333333
PART1	-0.5705
PSMB6	-0.10925
PCDHB8	1.041
PHC3	0.0117999999999999
PPP1R8	-0.114166666666667
NOVA2	1.03216666666667
TNFRSF11B	-4.584
GOLPH3	1.098
UBLCP1	-0.9805
SUHW3	-0.39075
TTLL1	0.7395
OPN4	0.1975
OR13G1	0.4105
ZPBP2	0.4318
HSD17B11	-2.479125
C9orf50	0.0705
DHDDS	0.330428571428572
CTSW	1.144
NEFM	-1.43
MRPL28	0.32725
SYN1	0.0653333333333333
PIGV	-0.287666666666667
ZIM2	-0.522
APBB1	0.147166666666667
SND1	-1.41
C1orf123	-0.391666666666667
CHD3	-0.401
BHLHB8	0.569
RNASE2	0.0485
BCAP31	1.007
SLC25A44	0.627333333333333
CHD6	1.0108
PIB5PA	0.738538461538461
SELS	0.158
LOC541471	0.0815
FAT2	0.438
ZNF81	0.3245
OR4C16	0.3635
FLJ10081	0.2134
LRRC4	1.0265
CS	1.14283333333333
N4BP2	-0.07625
IGFBP7	0.9575
ZNF318	-0.22225
NDNL2	0.184375
ZNF609	0.2565
SIRT4	0.65525
EXOSC10	-0.723
ECE2	0.578333333333333
OVGP1	0.31525
GTPBP3	0.0005
PACS2	-0.2447
C19orf36	-1.1165
ARL4C	-0.4855
ATG4B	-0.319125
UBQLNL	2.114
RHOXF2B	-3.326
PLEKHG2	-1.5745
GALR1	-0.472
AQP4	0.522666666666667
HDAC7A	-0.439
DCUN1D3	1.15525
OR8A1	-0.6245
CCRN4L	0.475125
CBR4	-0.3755
KIFC1	-1.63216666666667
SLC7A14	-1.35533333333333
LHX5	-0.4955
TRPC7	0.051
LPXN	-0.86225
SERPINA1	-0.865
RPS13	-1.4518
BPIL3	-0.031
PRKAA1	-0.675
FADS2	-0.8313
ENAH	-0.6128125
PRO1768	-0.985
APBA2BP	1.55775
LIPH	3.373
C3orf33	0.81875
RCC2	0.00814285714285714
ALDH1A2	-3.8104
RNF103	2.833
AHCY	0.189125
ALG12	0.808
CCL17	2.1305
ZNF543	1.378
ESRRG	1.3646
CNGA1	1.032
RDH5	-0.837166666666667
OTX1	-0.1156
PTGFR	-1.8304
CDR2	0.71375
SELE	2.9865
NLGN2	-1.22333333333333
EXOSC9	-0.33325
ZNF566	-0.6295
KLRC2	-3.2735
GPR12	0.897
KIAA0196	1.58275
PDRG1	0.28475
SSR3	0.408285714285714
MSI1	-0.059
CST9	3.7415
CC2D1A	-0.00275
PLAGL1	-0.952666666666667
ZNF778	0.8675
RNF2	0.376375
KLF6	0.867166666666667
THBD	0.719
tcag7.1314	0.9015
NR5A1	-0.1555
ABCD2	0.5695
DNAJC7	-1.67575
CLEC4C	0.8065
TM2D3	-0.38425
CCDC4	-0.355
PLAC2	0.964
DCD	1.4255
FAAH	1.31875
POLA1	-0.0368333333333333
TM7SF2	-0.37125
FLJ39822	-1.16166666666667
FLOT2	0.167875
MAP4K1	-0.654333333333333
SRP68	0.63025
C21orf74	0.42
ARPC5	0.220625
LOC126075	1.9925
HECW2	0.280625
ZDHHC4	-0.5735
ANKRD42	0.802
PDE9A	0.00116666666666667
ABCA8	-0.43
NDUFS2	-0.08425
UBR5	0.42175
BTBD16	-1.94425
LOC554174	-0.0725
ZNF20	1.065
KIAA1843	-0.838
WDR17	-0.606142857142857
C15orf33	0.3405
RNF113A	0.4185
CAMKK1	-0.0391
CLCN2	0.2085
ANXA6	-1.1585
LOC340069	0.6825
EMID1	1.3405
DPM3	-0.161833333333333
ELA1	0.316
SLC25A13	-1.4989
KRT24	0.34725
SMPD1	0.313833333333333
TH	0.1015
COL6A2	0.0317857142857143
ANKS1B	0.662666666666667
GPR126	-3.6384
ZC3H12A	0.1645
TMEM47	-0.545
C2orf51	-0.481333333333333
C1orf88	2.00166666666667
HSF2BP	-0.58575
AKAP10	-0.2305
RPAP3	-0.095
KLHDC8B	0.5065
STOM	-1.2303
MUPCDH	-0.0235
C10orf72	-0.719125
PLEKHA3	0.955
TCP11L1	0.4085
CWF19L1	-0.15925
SPEF1	1.93384615384615
YSK4	0.964
ELN	0.7734
SAMD8	3.684
MPI	-0.750333333333333
MEPCE	-0.1995
ABCC3	-0.697375
NANOGP1	-3.9
KCNK17	0.404625
HLA-DMB	4.68
RRAGA	0.797
ANGEL1	-0.51575
RBM32B	-0.104
CPN1	-2.6185
MGC52282	-0.7269
HLA-A	2.78125
OR9G4	0.46
EDNRB	-1.766125
SCD	-2.54835714285714
C14orf80	-0.28
BAGE2	-0.763
RABL4	0.962166666666667
RCVRN	1.0575
SHANK1	0.0285
NLRP7	-3.0025
CD226	1.08475
STAT3	1.205125
SYNJ2	0.0603
TPCN2	0.789333333333333
WDR36	-0.782
MBD4	-0.03525
ROBO1	-2.503
ST3GAL6	-3.07925
SLAMF8	3.652
ATN1	0.6545
GPR141	0.6085
KRT36	-0.108
TPH1	0.219
DDX52	1.18525
ZSCAN29	0.212666666666667
TRPT1	-0.151666666666667
DPEP3	0.77525
DENND4A	-0.746625
TSPAN16	0.4215
PTCHD2	-0.5125
LOC145814	-0.9255
CAP1	0.329333333333333
EIF5A2	0.6064
NT5DC3	-1.108375
SEPT9	0.015375
SEZ6L2	0.18925
EGFLAM	2.72525
VPS11	0.772
NDUFB5	1.6795
CIDEA	0.3395
IER5L	0.2905
N6AMT1	-0.53375
FAM83C	-0.5465
OXR1	1.21608333333333
IRX1	0.582
DGKB	-1.182
GCN5L2	-1.9375
MIR16	0.975
FBXW9	-0.39575
WDR4	-1.5105
PDC	-0.8625
VPS33B	-0.6375
HEXB	-0.43375
FLJ32214	0.734
TCEB3	-0.26925
CRLF1	-1.21725
ABI3BP	0.232
C8orf22	-3.8825
PYCR1	0.18725
KIAA1706	0.5475
CDK5R2	0.661125
WAS	0.2765
C12orf60	0.48675
CCBL2	-0.769625
MADD	-0.57175
C5orf34	-1.61275
WDR42A	0.1957
KLF12	-1.13975
HSPA1A	2.24275
ITM2C	-1.06633333333333
DAPK2	1.6395
LOC442590	0.1515
SUMF2	-0.783875
CENPA	-1.62892307692308
TMED5	-0.527625
CDH6	-1.1399
BRP44	1.535125
THG1L	-0.66675
GABRA2	-2.85633333333333
C14orf166	-0.582
MYL1	-1.9054
TNFSF18	0.633
PAP2D	-1.73016666666667
PPIB	-0.89875
KLHL4	-0.755
SFN	-0.131
CCDC127	0.164
FRAP1	-0.27975
GOLGA5	1.086
SDCCAG1	-0.29925
MGC21675	-0.430833333333333
C10orf95	-0.8505
KIAA1345	-0.8545
C1orf163	-0.6985
LACE1	-0.0528333333333333
OR10K2	0.6215
CENPN	-1.70196
TMED2	0.4625
UGT1A6	-0.38
ANG	0.8245
U2AF1	-1.147
CASC2	-0.220666666666667
NMT2	-0.194166666666667
OSGEPL1	0.08725
DFNB31	-0.3525
SLC6A20	-0.336875
DKC1	-0.11925
FXYD4	-0.7735
WDR64	0.1905
MGC5590	0.389
CREBZF	-0.335
DAZ1	-1.19875
PRPSAP1	-0.03575
GCHFR	-1.071
TTC7A	0.2795
LOC196993	1.64225
UBD	2.60566666666667
S100A1	-1.259
RPL6	-0.279333333333333
DNAJB6	-0.52215
NAGS	-0.1329
C2orf58	-0.084
KERA	0.625666666666667
MT1X	0.3604
UBE2B	1.12
KEAP1	0.73275
MST1	-3.672375
OMA1	0.053
ABLIM2	2.0635
BCL2L13	0.12275
JAZF1	-0.227666666666667
TMEM63B	1.21
S100A8	-0.4809
ARFIP2	0.7065
UROS	-0.0835
KHDRBS2	-0.796
POLQ	-2.606375
SOAT1	-0.43475
SPAG4	-2.29325
MRPS30	-0.450333333333333
LOC494141	1.68575
OR2T11	0.184
ORAOV1	0.7113
ZNF184	-0.0386666666666667
TCEB3B	0.409
ADAM21	0.293
GDPD1	-0.2075
SPINLW1	0.4185
PRR14	-0.835833333333333
KCTD9	-0.6034
NUDT3	0.62575
KIAA1822	0.385
HIST1H4K	2.104
DFNA5	-2.27575
GABPA	0.47825
C14orf44	0.37425
POLB	0.641125
PTAR1	-0.97525
SEC31A	0.68
TRIM58	0.83375
TAS2R14	0.1235
VPS8	1.55625
H1F0	1.53916666666667
PRKCB1	-2.8435
UGT2A1	0.2695
TOR1B	0.47575
LSS	-1.381
C2orf19	-0.1825
HNRNPC	0.106928571428571
TMEM100	-2.15966666666667
LOC116349	1.324
OR51M1	0.1315
CCDC142	-0.9715
ISG15	3.493125
ZCCHC14	-0.161125
CREBL2	0.585375
TGDS	-2.24025
DC2	0.0935
CACNA2D3	-2.12735714285714
ZNF429	-0.55975
LYPD6	0.9565
SUCLG1	0.387833333333333
OR51I1	-0.4885
MAGEH1	2.26475
PRPF40A	0.0055
SMR3A	1.061
SPINK2	0.85625
THAP2	-0.305625
NPY5R	-0.689625
IRF4	-1.766375
SPESP1	2.11016666666667
OR10S1	-0.02
DTD1	0.469
TUBE1	-0.45975
DDX19A	-0.534
PDPN	-1.78975
TMEM34	0.7235
MGAM	-0.85375
COL3A1	5.15244444444444
GFM2	-0.4557
OR5A2	-0.326
PSG9	-0.20175
ARHGEF11	0.209333333333333
IVNS1ABP	-1.597625
SIGIRR	0.65025
DUSP19	-0.170875
DNAJC14	0.6768
ACSS1	0.9935
IL1RAPL2	-0.0925
C4orf30	0.3165
SEPT4	1.5655
LANCL3	-1.72025
SPAG17	1.45683333333333
PRDX3	-0.595
HNF1A	-1.0715
P4HA2	0.121875
RFWD3	-0.8965
MOV10	-0.1255
DNAJA5	-0.051
LOC729440	-0.09975
LOC200383	1.117375
SMC2	-2.7255
MIXL1	-0.963833333333333
TMEM9	0.52125
FAM86A	1.7955
ZNF174	1.0495
MYH14	-0.562
CCR8	0.87075
VPS37C	0.675666666666667
GPATCH1	0.298833333333333
B3GNT8	0.969
TBX4	-1.3485
CNR2	0.0926666666666667
PCDH1	1.62225
C5orf29	2.4585
OCIAD2	0.88925
PLCG2	0.6755
KIAA0247	1.309625
HRH3	0.2398
CAPN13	4.697
CCR1	-0.3189
MGC15523	0.251166666666667
UVRAG	0.562333333333333
DNAJA2	0.470833333333333
ITGA2B	-0.472333333333333
CLDN5	2.839375
PTPRN2	-2.30714285714286
ZNF512	-0.0848333333333333
PSAP	1.16028571428571
CCDC140	-0.9065
LRRC55	0.4235
CYP26C1	0.1065
C8orf47	0.00800000000000001
LYN	0.198
DUSP6	-1.36033333333333
TGFB3	1.78706666666667
ELK1	-0.0096
PCDH11Y	-0.455
HGD	-0.81675
C17orf58	0.34275
MYO3A	0.4935
SERPINE2	-4.60666666666667
AARSD1	-0.70575
C14orf73	-0.92325
ADAM33	0.0245
ZNF491	0.544
MAPK6	-0.254333333333333
TCN1	4.12816666666667
SLC24A6	0.4285
UBE2R2	0.1695
H1FNT	0.846
TATDN2	0.157333333333333
LILRB1	1.537
P2RY5	1.101
NUCB2	1.54
C2orf37	1.394
SNX27	0.834166666666667
MTA3	-0.31425
FOXO4	0.388875
ID4	0.149666666666667
SOX5	-2.5775
PXMP3	0.49325
OR52M1	0.1165
SFT2D3	0.355625
INA	-2.89716666666667
MCOLN1	1.33775
NFIX	1.3731
CLEC14A	4.95883333333333
HIBCH	0.750666666666667
PLA2G5	0.5035
TIMM10	0.104
MED17	0.0978
COL4A4	-0.02
TPP1	0.8125
GJA3	-0.729
TMPRSS5	-1.3505
AADACL3	0.856
DNMBP	-1.545
ENPP5	4.79033333333333
NQO1	0.7442
ZSCAN2	-0.36325
SEC24C	-0.445166666666667
GTF2A1L	0.3095
AXIN2	-0.7371
FAM33A	-0.676333333333333
C16orf13	0.602375
SPNS2	0.58
TAF1	1.25875
AP1G2	-0.033
RBM42	0.0413333333333333
HCN2	0.517333333333333
EFHB	-0.5395
RUSC1	-0.003
GRIK5	0.545
USP21	-0.0805
ATAD3C	0.523
ORMDL2	2.02825
PRSS7	-3.994
PSAT1	-2.206
FLJ13195	0.0751666666666667
TBC1D1	-0.2055
IFNG	3.10825
OTOS	0.346
ZNF773	0.884833333333333
EMD	-0.11225
RETN	-1.00125
CCL8	5.0705
APH1A	-0.327625
COX18	-0.12425
GTF2IRD2	-0.948
CCDC82	-1.71016666666667
PAFAH2	1.0666
NPEPL1	-0.6623
RP11-114G1.1	0.62
TP53INP1	1.8975
ZNF300	-1.6225
FOXL2	-2.55875
LARP2	0.703
LATS1	0.53425
HTR6	0.51
SPOCK2	0.75
RNF144B	2.72216666666667
HTATIP2	-0.660625
MGC10334	0.409166666666667
CENTA2	2.11083333333333
FGF2	0.77125
FXYD7	0.141
PHYHIPL	-2.23775
GPR34	4.5885
DDX6	1.05383333333333
OR10W1	0.1415
