Hybridization REF	TCGA-A2-A0EY-01A-11R-A034-07
EML3	-1.49775
ACADL	4.86733333333333
OFD1	0.419625
DEFB114	1.5205
CGA	-3.7414
PEX16	0.54
LRRC10	-0.5005
GNG12	-1.76
C1orf152	-0.277333333333333
CHRM1	0.768
CD53	0.593125
DBH	-1.1055
TFAP2B	3.40675
HIST1H2BJ	-1.65233333333333
FAM46D	0.044
TMEM11	3.2615
C3orf32	-2.30275
PCCB	-0.3185
IPO13	-0.183
C6orf105	-0.542
COMMD5	1.13575
SUV420H1	-0.2081
LTBR	0.227
ARHGAP15	-0.7165
HDHD2	-0.01025
TDRKH	-0.3395
LOC401052	2.74
PSG4	-1.44833333333333
GNB4	0.0457
SPATA4	3.1545
SLC9A3	-0.7905
OSBP	0.817
NBPF3	-0.0158333333333333
DOCK11	-1.3685
SLC39A5	-1.89266666666667
PRR5	1.0192
C10orf63	1.091875
SMTNL2	-0.14325
ADRA1A	0.424
ASAH1	2.3713
DOM3Z	0.1178
GIPR	0.5385
AHI1	0.536833333333333
NADSYN1	-0.914166666666667
RGS14	-0.4807
IL18BP	0.5362
RTN4RL1	0.761333333333333
ARMC6	-0.16325
PSMD5	-0.1375
HK3	1.53944444444444
OR4S1	0.393
RSU1	1.0073
MAD2L1	-2.32233333333333
EIF4A3	-0.2945
DLEC1	-0.441166666666667
E4F1	0.305833333333333
CHMP2B	0.3308
CAMSAP1	0.71075
RPS21	-1.25133333333333
ARID5A	-1.10575
UBE2N	0.4883
IGSF8	1.7205
MAGEB6	-0.5065
ACAD11	-0.6482
MGC4172	-1.39575
LMO4	-0.8385
KLKB1	-1.99775
HP	-2.3355
HDAC3	-0.96
SCHIP1	-0.4465
CLCA1	-1.008
OLFML2A	0.51175
C1orf112	-0.6335
KIF19	1.595
HAPLN4	-0.508
CXCR7	-0.754166666666667
GOT2	-0.7236
RAB38	-0.251875
DCX	-1.402
PPM1H	1.24025
NFYC	-0.0554166666666666
KIN	-0.1935
ZNF228	1.10725
PLSCR4	0.959166666666667
HIG2	1.87525
FAM79B	4.535
C21orf86	-0.2678
KCNK10	0.058
ZNF738	0.683375
FSTL5	-1.31616666666667
OR6A2	0.686
OTOA	1.12133333333333
EXOC1	0.079875
AHRR	-2.98
PDAP1	-0.741416666666667
C19orf6	-0.3515
ZAN	0.1385
LY6G6E	-0.592
EIF4E2	-0.5005
C20orf198	0.66575
ZNF324	0.6115
CYP3A5	-0.4015
ENTPD7	2.15716666666667
MBOAT5	0.00299999999999999
GJB5	-3.3245
TTC13	0.1105
S100Z	-1.36116666666667
KIAA0664	-1.02583333333333
PDGFRB	1.25008333333333
IL17D	-0.9305
OR56B4	-1.8385
RDX	-1.272
SLC34A3	0.5235
IL28B	0.466
JUND	1.8145
CHRNB1	-0.080125
CAMK2B	-0.121
FETUB	-2.2895
CXorf23	1.597
MRTO4	-1.50525
TTC3	0.9928
NDUFB8	-0.486166666666667
EDG2	-2.11025
SEMA3G	0.104
IL23A	-0.868
GRHL1	1.3746
LOC441054	-2.325
WDR65	0.771428571428571
PSTK	-1.03275
STOML3	0.328
R3HDM2	-0.1538
C5	-4.563
SLC2A10	0.893
C3orf22	0.23
PAQR3	-1.70230769230769
ANKRD26	-0.769166666666667
HCRTR1	0.3865
LOC399947	-0.529333333333333
PSD2	-1.21833333333333
TIGD2	0.0546666666666667
SCRN1	-0.345625
COQ10A	-1.2305
DDI2	-0.558
METTL7B	-1.201
UCN2	0.19975
FAM92A3	-0.79075
WDR16	2.122
ZNF511	-0.328166666666667
ZMYM5	-0.544875
POLR3G	-2.5515
ZNF586	-0.53575
C1orf49	1.35183333333333
TANK	0.0506666666666667
RCAN1	1.02866666666667
PELI3	1.19366666666667
LIMD2	-0.0169166666666667
TMEM189	0.08
NTN4	-1.775625
LOC151300	0.2695
CLEC2A	-2.405
GPR135	-0.628375
DPYSL4	-2.3277
JAK2	-0.396666666666667
TSHZ1	0.549666666666667
TM9SF4	0.019875
ZNF264	1.0515
SIRPG	1.694
BICD1	-1.05775
HERC6	-0.809666666666667
METTL5	-1.145
CASP1	0.13
PRRT1	-0.778666666666667
PLA2G4C	2.5025
ICA1L	0.192857142857143
TPTE2	0.482166666666667
OTUD7A	0.474833333333333
AQP11	0.86125
APOA2	-4.2613
KALRN	-0.1598
SECTM1	-0.59275
IFNAR1	0.45225
TALDO1	-0.12425
RAB11FIP4	0.420333333333333
EIF5A	-2.025
FAM49A	1.37225
NEGR1	0.3064
YTHDC2	-0.928125
EHD2	-1.41775
NCF1	1.9142
SCRT2	0.4945
HOXA5	-0.944
NUP133	0.124
FGF12	0.576375
SLMO2	-0.185125
SNTA1	-1.125
CACNG2	0.332571428571429
GCM1	1.275
ELF1	1.368
TLR5	3.87775
TCFL5	-0.98525
RBMY2FP	-1.303
LOC100125556	0.317375
FAM129B	0.499375
MAP3K7IP1	-0.372
NCK2	-0.141
OXA1L	-0.64575
FMO9P	0.6275
ZSCAN12	0.46575
PSMD12	0.598916666666667
HSCB	0.03875
CLDN10	-3.899
MGC13053	-0.7735
HPCAL4	-0.661833333333333
ASZ1	1.2665
MEX3D	1.38275
NFAT5	0.7536
CSPG4LYP1	-0.6156
FBXO3	0.7737
DVL1	-0.373
CMKLR1	2.14366666666667
TYMS	-3.51525
PEF1	0.34
ZNF750	2.65283333333333
MCM5	-0.8949
MEGF11	-1.653
KCNK7	0.179
PTP4A3	0.5205
C1QTNF2	-0.327
OR6S1	-0.8905
FAM122B	-0.27475
ZNF551	-0.504125
HBQ1	-2.163
GEMIN6	0.218
ARSK	0.04375
RBP7	2.49283333333333
CPNE9	0.46175
DSC1	1.7695
LOC730112	0.60675
MAP2K4	0.332375
HS3ST5	-0.975
EPB41L3	0.92925
TEKT2	0.39725
CDKN2B	0.26075
ZNF480	0.4875
MAP3K6	-0.4169
MAP6	2.23916666666667
HN1	0.26
OR2L13	0.0691666666666667
SLC16A11	0.30175
FAM96A	-0.90975
APOL1	-0.02275
C5orf32	0.35375
RTP1	-0.2555
RNF175	0.198125
ZBTB41	1.918
AHCTF1	0.0802
SAE2	-1.1083
ITGA2	-0.0934166666666667
MME	-0.796666666666667
CCDC14	-1.2955
MAST4	0.562071428571428
KRT33B	-0.7845
KCTD2	-0.763333333333333
WDR26	0.766833333333333
MFI2	-0.356625
NR4A3	-0.764
ARSA	2.174
UNKL	-0.0536666666666666
SULT6B1	0.112
CCNA2	-2.6485
SOX15	-1.315
PPAPDC1B	0.74925
C19orf44	0.76
MCAT	0.322916666666667
ARID1B	0.635375
OR52N1	1.0325
C12orf48	-1.76175
MAGI1	-0.43725
NIPA2	-1.5375
GBX2	-2.19725
RSHL3	1.980625
RAVER1	-0.185833333333333
C15orf17	-0.421
SLC30A2	2.21875
ZNF518	0.807
PCYT1B	-1.658
C10orf114	-1.426
EIF3H	0.661416666666667
SLC25A39	-0.192666666666667
KIF1B	-0.00899999999999999
AMOTL2	-0.4725
C6orf120	0.839875
PSRC1	-2.53525
PLA2G10	-0.0235
KIF5C	0.0728571428571429
MRPL37	-1.542
C17orf62	0.239
C9orf135	-1.4525
DUSP10	2.036
CLCNKB	0.0445
PSMA5	-0.483375
C8orf53	0.81625
AMPD3	1.12733333333333
PIAS1	-0.34425
ADCYAP1R1	-0.035
GYLTL1B	1.4215
CDH20	0.9455
FBXO7	-0.18075
TMEM134	0.826
FLJ14213	-0.1
ZNF3	0.57875
LRRFIP1	-0.0734583333333333
CNOT2	0.167833333333333
ABI3	2.584
ALDH5A1	-0.436666666666667
HNT	2.201
SERPINA4	-2.73675
TK2	0.578
STMN1	-1.78066666666667
GUCA2A	-0.334333333333333
GALNT10	0.169
DPP6	-0.869166666666667
C9orf93	-0.254428571428571
PRELID2	-1.9235
STK39	1.535
SFTPA1	-0.31125
CKS2	-1.50022222222222
RHO	0.597833333333333
C20orf135	-0.5195
XKR3	-3.137
CR1	0.142857142857143
RPS6KA2	1.06328571428571
C20orf112	0.73325
MRPL22	-0.59125
C4orf23	0.1885
GADD45B	1.156
KLHDC1	1.6365
C2orf48	-4.258
ZNF287	0.8675
DAAM2	-1.60375
DPPA2	-2.8482
TCTN3	0.669333333333333
DNAJB11	0.533
FPR1	3.67575
DEFB4	0.026
PTCD2	-1.5048
SMOC2	3.9305
CABP7	-0.1725
SERPINB11	0.01225
MAGEF1	0.2235
NDE1	-0.397666666666667
ITGA10	0.0565
FSHB	0.345
ANXA2	0.32725
HORMAD2	0.2345
HLCS	0.32275
MCF2L	2.34916666666667
FH	-0.15675
TBC1D24	3.60275
KIAA1505	1.839
LGALS2	0.4955
CNBD1	-1.428
SYNPO2L	-1.019
PTPN23	0.0165714285714286
C1orf183	-0.2535
MAGEA8	-3.58325
DGCR8	-1.3995
GSR	-0.124
PAQR7	0.60175
ZNF676	0.4095
CACNA1C	-0.1489
SP7	0.747
PDCD6	-0.5215
NRN1L	-1.4545
BRI3BP	-0.332909090909091
KIAA1183	0.20375
ASB4	0.64325
CCL23	0.6073
OBSL1	-0.12475
SLC12A7	-0.9135
KIAA0240	1.32575
CD1B	-2.6325
FCGR2A	2.00475
MDC1	-0.85075
HTR1A	-0.049
OCEL1	0.55625
ATP11B	0.0146875
FBXO34	-0.201333333333333
PCDH12	3.017
RPE	-0.21875
C17orf74	-0.2885
CSDC2	0.529833333333333
PET112L	-0.34025
TMBIM1	0.013
P2RXL1	-0.60975
TCHP	-1.23775
TRMT1	-1.065
F2RL2	-0.275454545454545
LRRC32	2.23266666666667
IMPG2	0.7345
BGLAP	0.22
LOC493869	-1.59908333333333
MRAS	1.651
SLC35F5	0.81725
CBWD1	1.09
AXL	-2.224375
ATP2C2	2.239
TELO2	0.0725
PNPLA3	-0.7755
PCDHB14	0.5585
CD276	0.005
KRT80	-0.529875
DUSP28	-0.6055
CSNK1E	-0.831916666666667
SRP14	0.482
KCNQ4	-1.4885
KRT72	2.48966666666667
CCDC117	0.250625
C6orf89	0.0765
TUBB2B	-0.606333333333333
RTN4IP1	0.49775
CR1L	-2.33866666666667
CEND1	0.264875
C12orf41	-0.8545
RNF31	-0.148
UBN1	0.991166666666667
C17orf32	-0.084625
SLC5A7	-0.16325
GPR92	1.064
ESAM	1.8968
CTNNA1	0.175833333333333
HRBL	0.9784
CBX4	0.8745
TMEM182	1.234
SH3TC2	0.357166666666667
IL10	0.8865
PXMP4	1.724
RNF167	-0.4113
PAK7	-1.44733333333333
ETV3	0.111
ATPIF1	-0.8915
LOC554207	-1.82166666666667
OR8H1	-0.84525
WDFY3	0.546
DPM1	-0.70325
GPSM1	-1.6095
WDR92	0.2018
LRP1	0.147333333333333
ANKH	-0.72775
THUMPD3	-0.60675
POLR1B	-0.66175
OLFM4	7.873
RAD9B	0.146
TSPY2	-3.211
PAX6	-1.31733333333333
SCG2	-2.5575
SLC17A6	0.24275
FMO3	3.280875
PADI4	-0.160714285714286
TUBB4	-0.6823
NLK	-0.82475
POU4F3	-1.124
SDF4	-0.69725
ITGBL1	2.969
NETO1	-1.4885
TAP2	-0.455875
ABBA-1	-0.506583333333333
GNAI1	-1.3685
VPS4B	0.893
NOPE	-1.141
GALNT6	3.03816666666667
SESN1	0.039375
GBE1	-2.67655555555556
CLASP1	0.3455
RASGEF1B	0.878
ACOT11	-0.624357142857143
AFAP1	0.94075
OR2H2	0.02075
DPY19L2P1	-1.55425
DZIP1	-2.289
SEC22C	0.53175
GPR161	-1.32591666666667
RNF146	0.65075
WDR74	-0.53525
GALP	-0.697
PURA	-0.039
DNPEP	0.262583333333333
RP11-78J21.1	-1.5855
ERBB2	4.628
FANCM	-0.07475
NEO1	-0.0805
DDX3Y	-5.0016
RPS3A	-0.448
MXRA7	-0.596642857142857
LGALS3	-0.7735
GLT8D1	-0.09275
CFL2	-2.16583333333333
UPB1	0.1175
NAP1L5	-0.89675
CLDN14	2.12875
DHX38	-0.6815
BTBD1	-1.1605
TARS2	0.688166666666667
ABCF1	0.2347
FCF1	-0.168833333333333
LRRC49	0.19425
GUCY1B2	1.166
C1orf177	-0.775666666666667
SMARCA4	-0.168071428571429
LRP8	-3.55166666666667
TAGLN3	-1.3125
MRPL14	-0.4625
TTRAP	-0.00325
ZDHHC20	1.95575
NFE2L3	-2.28925
KIAA1377	0.389125
PALMD	1.1981
TMEM43	-0.912
TTL	-1.213
STAT5B	-0.69
SSB	-1.2055
OR10H5	-0.662
SLC22A13	-1.385
AKAP3	0.4745
TIMM23	-0.134166666666667
OAS2	1.49472727272727
KIAA0423	1.005
TRIM11	0.783333333333333
GLIS3	0.656125
TMEM50B	0.709
ARHGEF4	-2.11728571428571
DEGS1	1.05127272727273
TBL1XR1	1.139
G6PD	-1.406
SP140	0.5612
MUC17	-0.3063
NUDC	-0.3944
DNAJC5B	2.84766666666667
SCARA3	-1.47633333333333
CPA3	6.33216666666667
BCAT2	-0.182
MFN1	0.6753
NRG3	0.167
SNX11	0.11575
PLEKHH1	-1.74333333333333
GPR177	-2.2255
HCFC2	0.67675
TCAP	2.8425
MOCOS	-2.67525
C14orf93	-0.25075
PRDM10	0.131
SLC16A4	0.345333333333333
SRGAP1	-0.520166666666667
VIP	0.4665
DUSP27	0.0793333333333333
LILRA1	0.2503
MC2R	-0.3125
MGC24103	-2.081
MBTD1	-1.343
FUT11	-0.647833333333333
USP33	-0.2249
C15orf39	-0.83175
MAP3K12	-0.634625
PAAF1	-0.0423333333333333
BARHL1	-0.28
FLJ16165	-0.6915
PIWIL2	-3.14
SYNE1	0.000333333333333334
CMTM4	0.939125
TSPYL1	1.3017
GUF1	-0.107666666666667
TMEM157	0.9725
WDR44	0.16125
HIST1H3C	-0.39925
DKFZp666G057	3.4435
RNPEP	-0.24925
GAS2L2	0.655333333333333
ADH4	-5.12133333333333
GRPR	0.5105
FBXL17	0.7155
ZBTB10	1.0834
Gcom1	-0.198888888888889
HTRA1	0.8166
ZNF585A	0.00599999999999997
SLC26A2	0.944857142857143
OTOP3	0.554666666666667
WISP1	0.807333333333333
ATP2B4	-0.997166666666666
FLJ10769	1.3935
CRAMP1L	0.623875
CHST12	-0.3185
RAB22A	0.5485
TARDBP	-0.159
STAU1	-0.287
CRB3	2.76633333333333
MIG7	-3.017
CHMP1A	-0.731666666666667
ZNF160	0.145375
B3GALT6	-0.109125
BARX1	-1.29966666666667
C6orf167	-1.0775
NXNL1	-0.133
DHX29	0.054375
HADHB	-0.0125
PLXNB2	0.606
ILDR1	-1.1015
SLC15A3	3.0985
GAS2	-3.99316666666667
C20orf69	-0.1415
NUMB	-0.68225
TNIP1	-0.355875
MESP1	1.02483333333333
PSKH1	-0.04425
NSFL1C	0.821875
RHOG	-0.19625
HEY1	-3.02466666666667
KNG1	-1.443625
ITGAX	1.85022222222222
LIN9	-0.651666666666667
CANT1	0.99475
XRN1	0.802
CCDC96	2.20688888888889
HEATR6	-1.2165
GNG7	-0.00541666666666666
RUNX2	0.7504375
SOX1	0.4696
FCRL5	1.1239
ZNF99	0.979875
FAM9A	-0.118
SNX22	1.06916666666667
MBNL3	-0.7135
ODC1	-1.5502
ADORA2B	-3.05616666666667
NR2F6	0.29075
ZFYVE16	0.00666666666666664
SYNJ2BP	1.0041
POLE	-1.026125
E2F2	-1.431
THRA	-0.181833333333333
PTGES2	0.0288333333333333
HIP1R	0.589
TMUB1	-0.893166666666667
ENO3	-2.53375
RSPH10B	0.9125
CXorf39	0.94475
IRGC	0.506
GPR109B	1.42025
FLJ13305	-0.3155
LCE3A	-0.271
TNFRSF18	-1.92016666666667
DET1	0.1365
TRPM3	-0.1568
C16orf79	-1.5125
FECH	-0.380333333333333
RAP2A	0.811
CRIP1	2.24616666666667
AZIN1	0.104
SLC7A7	3.65825
IL10RA	0.629
TMEM64	-1.11675
CDC42EP4	0.5477
C16orf58	0.222
ARG2	-2.42
POU5F1P4	-4.767
FAM62B	-0.79375
DNAH8	-2.25028571428571
ASH2L	-0.907
TSLP	-3.46533333333333
CNTNAP5	0.429833333333333
TMEM16C	6.78575
IFNA14	1.376
SLC1A3	0.68375
CABYR	1.925
BCL7B	-0.2617
NUDT13	-1.4755
C13orf28	0.76975
C1orf53	-1.395
ARL6IP4	-0.1932
RPL35A	0.18675
EMR3	0.99925
RAB40C	0.7845
SLC41A1	-0.435666666666667
LRCH1	-0.04
LY6G5B	-0.863
FAM124A	-0.594928571428571
MGC10981	-4.19416666666667
CLIP3	-0.2463
MAP4K2	0.0416666666666667
CHIC1	-0.85475
SULF1	4.166
C20orf30	-0.0440714285714286
PRDM5	-1.576125
ELOVL1	-0.1635
C11orf48	0.11425
SLC39A10	0.24625
KCNV1	-0.08275
ACP1	-1.33666666666667
ZMYM2	0.380125
B3GNT6	-0.438333333333333
C9orf69	0.32875
C2orf15	0.882
C20orf166	-0.4425
HSP90AA6P	-0.748
EDG7	-0.298
NEURL	-0.628375
LPL	0.992666666666667
CLEC2D	0.311571428571429
GRRP1	1.45183333333333
CD8B	-2.8619
HIST1H3D	-1.16133333333333
SLC6A12	1.119375
FAM27L	-0.637
CD84	1.7888
RASA1	1.32
PHKG1	-0.5495
MAGEA11	-1.612
IMPA1	-1.0994
NPM3	-1.317
RARRES1	4.36325
SH3BP1	-0.00162500000000004
B3GNTL1	-0.995
ARPC5L	-0.120166666666667
KLHL26	-0.02625
SIM2	0.32075
GJC1	0.9445
C20orf194	0.14375
EXO1	-2.3805
SLC2A2	-2.35566666666667
LOC285074	-0.4575
LRG1	1.56775
KIRREL	0.199
PIK3R1	1.48764285714286
C4orf34	2.328
MAF	-0.852166666666667
ADCY4	3.75283333333333
ZMIZ2	0.952
SLC46A3	2.118
STAMBP	0.488833333333333
CCDC16	-0.2345
MS4A12	-0.161
TCF20	-0.3385
LRRC46	1.8195
C20orf152	-1.14566666666667
MRPS6	-0.24625
ABCB11	0.2535
KCNC2	1.466
CDH19	-2.9295
C9orf123	0.1805
SSH3	1.2735
LDLRAD1	-1.495
CCBE1	-1.092
ZNF135	1.89275
TAAR1	-2.348
WFDC12	0.2365
CCDC42	0.2676
FLJ12529	-0.079
PER1	-0.489166666666667
TIMM50	-0.215666666666667
SMARCAD1	-0.383
FAM26C	-0.0455
TP53TG3	-1.84516666666667
SH3RF1	1.2991
LMCD1	1.053
GPR63	-0.882
FLJ21986	-2.589625
AIFM3	1.7215
MICAL1	-0.548333333333333
BLZF1	0.502333333333333
IQCA	0.733
PCDHGC3	-1.761
SAC	4.39425
BCL6B	1.58683333333333
DDO	-0.48425
MARCO	2.54925
DCHS1	0.408833333333333
C1orf170	-0.511833333333333
CD200R1	2.4445
C22orf15	0.1855
SEPT11	-0.5805
ADNP	0.217
UST	2.1352
C13orf34	0.0476666666666666
RFFL	0.320357142857143
APBA3	1.219
C2orf60	-0.577125
CUTL1	0.3154
PMS1	-0.885375
ZNF689	3.466
EIF3E	-0.673333333333333
IL9	0.3266
RPL31	-0.546625
LY9	0.119833333333333
ATP2B3	-0.21425
KDELR2	0.891416666666667
TFCP2	0.41625
NLRP12	0.274375
FLJ45422	1.094
TLE4	-0.9141
ZNF570	0.2525
FLJ43806	-0.824
TLK2	-1.2155
CIR	-0.26525
MARS2	-0.111
COL24A1	0.4055
SDF2L1	0.0485
HIBADH	0.314666666666667
IGFBP3	-3.11438461538462
C12orf23	1.458875
PSPC1	0.601
C20orf43	0.30475
TRAV20	1.975
ARHGAP24	0.25175
KIAA1975	-0.530625
C1QA	2.8015
DNTT	-3.5218
C10orf6	-0.418166666666667
C11orf41	-0.57375
HNRPF	-0.316125
COL11A1	5.65266666666667
UBAP2	0.809666666666667
CDKN2AIPNL	-1.916
C20orf174	3.74225
SPRED2	1.007
PLA2G12A	-0.2245
ICEBERG	-0.706
SCN10A	-0.3495
C11orf65	0.33775
GBP5	4.35675
PITPNC1	-1.98933333333333
POU3F3	0.7475
NCOA7	-0.00725000000000002
LIN7C	0.4242
LOC348840	-1.671
NKX2-2	2.79425
ANKRD13D	-0.114875
LOC123688	1.1285
FUT2	1.97333333333333
TAAR8	-0.808
FZD4	0.131416666666667
PNMA3	0.925166666666667
OR4L1	0.431
WIT1	1.31375
EXOC3L	0.9795
ATPBD4	-0.6849
KRBA1	0.401
UBXD6	-0.544
HOXB7	0.1905
C7orf23	-0.1385
UNQ338	2.27575
STAB2	1.29375
CDC20B	1.317
IRF9	1.35625
CENTG1	0.937583333333333
TNPO2	-0.77275
MCPH1	0.10275
BMS1P5	-1.76025
SLC26A7	2.05125
HIST1H3J	0.68775
C9orf3	0.5298
LBH	0.902625
MYO1D	0.479625
PTDSS2	-0.79225
NFU1	0.6805
DEPDC4	-1.358
WNT7B	1.6331
GLP2R	-0.11675
SETD4	-0.2913
DYNLT3	-0.1053
FKBP11	-1.0265
SESTD1	0.251833333333333
FLII	-0.3345
RPS16	-0.0914
CHPF	-0.0508333333333333
CSNK2A1	0.435666666666667
SUMO1P1	-0.207
FKBP6	-0.194
ZNF214	0.7785
TWIST1	-0.4495
DDX56	-1.07433333333333
TRAM1L1	0.7816
EPO	0.0643333333333333
MRPS18B	-0.2205
ZNF682	0.4092
RPL14	-1.22483333333333
MAFF	-1.12375
LOC51136	-0.64125
LY96	0.28425
DDX20	-1.08725
ABTB1	0.0685
ARL5A	0.6547
CCT6A	-0.9255
HEPACAM	-1.36733333333333
EHHADH	1.07233333333333
RBAK	1.16833333333333
CGB1	-1.0105
ITGB5	0.5892
YIPF3	0.51275
FKBP2	0.4595
NR1D1	-1.0238
TMEM110	1.438
NEK2	-0.8845
PRAMEF8	-2.95
C20orf52	0.139666666666667
PCDHGA3	-0.795
VWA3B	1.2285
NDUFA5	-0.21325
THAP9	-0.68425
FLVCR2	0.372666666666667
AP1S1	-0.769625
SMAD6	-1.25525
SAV1	1.759875
SAT1	1.9585
ZNF251	0.94725
ADAMTS7	0.6232
RPP38	-0.056
C1orf211	-0.9995
YPEL2	1.00645
RBMS1	-1.0605
ZNF445	-0.9715
NRXN2	0.187166666666667
PGBD4	-0.54475
UGT2B28	2.442
WBSCR16	-0.2301
NLRC3	0.82725
ASTL	0.095
ST6GALNAC1	1.95175
ZADH2	-0.604125
MLLT4	0.79025
ARL6	0.31
MEF2C	0.0595
CBFA2T3	-0.085
AFF3	0.3555
COG7	-0.0681666666666667
MYB	-0.1385
PLXNA3	0.7025
XRCC2	-0.8255
MMS19	-0.592875
ST8SIA5	-0.6505
CHPT1	0.3625
KIAA1712	0.493625
OR6X1	1.6735
ACTR3	0.6005
UGCG	0.147666666666667
OR4P4	0.3525
ZAP70	-2.45275
LPP	1.3895
ZNF485	-0.40775
PTPRCAP	0.66725
IL12RB1	-0.0235
ATRX	-0.0254
CHST8	-2.042375
C14orf109	0.2005
ARV1	0.4695
NMB	0.592428571428571
COX5A	-1.0555
EIF6	-0.09775
MPPED2	-0.470666666666667
SEMG1	3.5535
CHRDL1	1.075
TRAF3IP2	1.4425
WNK2	0.07175
LILRA4	3.53516666666667
LAMA2	3.49175
PXT1	-1.348
RLBP1	-4.0915
CD300C	0.20425
SLTM	-0.46325
FLJ10404	-0.8715
APOBEC3D	-1.03283333333333
RENBP	0.298
ATXN7L1	0.360875
NID1	-0.854
TUBGCP3	-0.352375
ITIH5	0.84025
CCDC110	1.71925
C8A	-2.697
MGC87042	1.036
HOXC13	0.205
TFDP2	-0.37675
HCP5	1.076375
POLI	0.5405
UCN	-0.779333333333333
ZNF764	1.29666666666667
C8orf45	2.293
FHL3	-0.56425
SPATA5L1	-1.39475
MMRN2	2.8255
NDST1	0.6675
COL20A1	-0.342666666666667
ZNF248	-0.923833333333333
PELP1	-0.858166666666667
MBL2	-2.3786
RNF41	0.486375
C5orf24	0.744875
THOC5	-0.79075
SERINC3	-0.0774166666666666
RP11-151A6.2	2.218
CDCP2	-0.54175
HIST1H2AA	-0.74025
C11orf75	0.209666666666667
FKBP7	-1.2105
DDOST	-0.227
GPNMB	1.09733333333333
TTF2	-1.94766666666667
KCNT1	-0.1242
SLC39A14	-1.417
NGRN	-0.440333333333333
GPR137B	3.4845
MECP2	0.585375
PSMA1	-0.96325
C16orf73	-5.0075
TMEM60	0.752333333333333
CSN3	1.012
NOS1	0.0158333333333333
RAB7L1	0.7435
YBX2	0.5825
KIAA1166	0.89975
FUBP3	0.0128333333333333
ABCG1	0.893
ACACA	0.06625
ARL11	1.8292
ATOH1	0.4715
ODF1	-0.2314
CREB3L3	-2.2985
TMEM127	1.098
DSCAML1	-0.88975
PLN	4.18466666666667
LYPLA1	1.12641666666667
PRDM9	-1.96325
SASP	0.78625
PLUNC	-0.3336
INTU	-0.38475
HISPPD1	-0.96
LNPEP	0.220666666666667
YARS2	-0.597333333333333
APCDD1L	-1.385
ZCCHC4	-0.9293
FBXO22	-0.754666666666667
TTLL13	-1.429
ZNF669	0.4885
PTGDR	1.92425
DDX27	-0.33
KIAA0409	-0.863166666666667
GJB6	0.55475
ASB8	0.9065
PLP2	0.225666666666667
MEPE	-0.394333333333333
OR10J5	-0.9095
KRT222P	2.7975
COQ7	0.9485
C1orf101	0.99875
RERG	-0.4112
CHMP5	0.746
THAP11	-0.63275
ZNF43	0.7045
ZRANB3	-0.412166666666667
KRT13	-1.439375
MRPL19	0.11
RBBP9	0.7885
SPATA17	1.551375
BXDC5	0.0745
PAFAH1B1	-0.77475
MAGEE1	0.5695
OSTF1	0.45775
KIAA0323	-0.151416666666667
TXNDC13	0.4595
CNTN4	0.171
LCE1B	1.8985
UNQ501	1.34275
ZNF154	0.2085
C3orf64	0.70075
SYT5	-0.1442
PON1	-0.136
FLJ10357	-0.9025
ATP4A	-1.699
GNPDA1	-0.897333333333333
MGAT1	0.346
C14orf121	0.66625
SLC35B2	0.14775
MIER3	0.486166666666667
CHEK1	-2.300875
ZNF8	0.644333333333333
TXNDC1	1.4065
CKB	-1.5506
RTN3	1.13585714285714
FZD2	-1.18483333333333
PART1	-0.810875
PSMB6	-0.52775
PCDHB8	0.738
PHC3	0.6477
PPP1R8	-0.765833333333333
NOVA2	0.469833333333333
TNFRSF11B	-2.25325
GOLPH3	0.0146666666666666
UBLCP1	-1.24275
SUHW3	-0.982
TTLL1	1.506
OPN4	-0.2495
OR13G1	-0.4935
ZPBP2	-0.0476666666666667
HSD17B11	-0.602875
C9orf50	-0.612
DHDDS	-0.124857142857143
CTSW	1.0923
NEFM	-2.64683333333333
MRPL28	-0.02475
SYN1	0.408833333333333
PIGV	-0.422666666666667
ZIM2	-0.5615
APBB1	-0.596333333333333
SND1	-0.03325
C1orf123	-0.541833333333333
CHD3	-1.72375
BHLHB8	0.12025
RNASE2	0.730166666666667
BCAP31	0.56075
SLC25A44	0.182
CHD6	0.5203
PIB5PA	2.46769230769231
SELS	0.35475
LOC541471	-0.275125
FAT2	-0.549
ZNF81	-0.064
OR4C16	0.613
FLJ10081	-0.5657
LRRC4	1.6085
CS	-0.365666666666667
N4BP2	-0.71325
IGFBP7	1.563
ZNF318	-0.192666666666667
NDNL2	-0.779125
ZNF609	0.7135
SIRT4	-0.01175
EXOSC10	-0.53675
ECE2	0.532583333333333
OVGP1	1.6805
GTPBP3	-1.11725
PACS2	0.5922
C19orf36	-1.761
ARL4C	-0.97925
ATG4B	-0.307375
UBQLNL	2.729
RHOXF2B	-3.785
PLEKHG2	-1.5985
GALR1	0.101
AQP4	0.254166666666667
HDAC7A	-0.7145
DCUN1D3	1.09325
OR8A1	0.434
CCRN4L	-0.487875
CBR4	-0.176
KIFC1	-2.08933333333333
SLC7A14	-1.912
LHX5	-0.669
TRPC7	-0.482
LPXN	-0.561
SERPINA1	-2.34925
RPS13	-1.5045
BPIL3	0.389
PRKAA1	-1.11775
FADS2	1.1701
ENAH	0.947625
PRO1768	0.832
APBA2BP	-0.16675
LIPH	2.00983333333333
C3orf33	0.066
RCC2	0.153714285714286
ALDH1A2	-3.2121
RNF103	2.32775
