Hybridization REF	TCGA-A2-A0SX-01A-12R-A084-07
SCRT2	-0.4545
HOXA5	0.534333333333333
NUP133	0.7665
FGF12	-0.2408125
SLMO2	0.229625
SNTA1	-0.423625
CACNG2	-0.595142857142857
GCM1	-0.212625
ELF1	1.22133333333333
TLR5	3.70625
TCFL5	-1.497
RBMY2FP	-1.787
LOC100125556	-0.236625
FAM129B	0.2585
MAP3K7IP1	-0.255375
NCK2	1.624
OXA1L	-0.40325
FMO9P	0.254
ZSCAN12	0.685
PSMD12	-0.66475
HSCB	-0.92425
CLDN10	0.17775
MGC13053	-0.743333333333333
HPCAL4	0.130166666666667
ASZ1	-0.271
MEX3D	0.0875
NFAT5	-0.3945
CSPG4LYP1	-0.994833333333333
FBXO3	0.5277
DVL1	-0.176666666666667
CMKLR1	2.76416666666667
TYMS	-1.410625
PEF1	1.30125
ZNF750	3.27566666666667
MCM5	-0.3472
MEGF11	-0.504666666666667
KCNK7	0.057
PTP4A3	0.832
C1QTNF2	-0.0105
OR6S1	0.4015
FAM122B	-1.6565
ZNF551	0.492625
HBQ1	-3.2475
GEMIN6	-0.54975
ARSK	-0.285
RBP7	2.47616666666667
CPNE9	0.10475
DSC1	3.0885
LOC730112	-1.54925
MAP2K4	0.2995
HS3ST5	-2.024
EPB41L3	0.315
TEKT2	0.98325
CDKN2B	3.22633333333333
ZNF480	-1.40525
MAP3K6	0.3382
MAP6	2.058
HN1	0.3748
OR2L13	0.501166666666667
SLC16A11	0.4965
FAM96A	-0.94625
APOL1	1.218
C5orf32	-0.1705
RTP1	-0.0495
RNF175	1.39075
ZBTB41	1.04925
AHCTF1	0.1071
SAE2	1.7623
ITGA2	-0.679583333333333
MME	0.259666666666667
CCDC14	-0.038
MAST4	-0.411642857142857
KRT33B	-0.731
KCTD2	-0.152
WDR26	0.785166666666667
MFI2	1.506625
NR4A3	1.07125
ARSA	1.026
UNKL	-1.157
SULT6B1	0.032
CCNA2	-2.03383333333333
SOX15	0.3105
PPAPDC1B	-0.176
C19orf44	0.7945
MCAT	-0.0795
ARID1B	0.3195
OR52N1	-0.072
C12orf48	-0.81775
MAGI1	-0.283
NIPA2	0.1145
GBX2	-2.49325
RSHL3	1.227875
RAVER1	-0.00333333333333333
C15orf17	-0.40575
SLC30A2	0.3345
ZNF518	-0.016
PCYT1B	0.176
C10orf114	0.451
EIF3H	0.185416666666667
SLC25A39	-0.935333333333333
KIF1B	0.7265
AMOTL2	1.18625
C6orf120	-0.324875
PSRC1	-1.66725
PLA2G10	-0.441125
KIF5C	0.34525
MRPL37	-0.307
C17orf62	0.389333333333333
C9orf135	-2.0704
DUSP10	0.2679
CLCNKB	-0.292
PSMA5	-0.495125
C8orf53	-0.21925
AMPD3	1.58233333333333
PIAS1	0.00375
ADCYAP1R1	-0.1695
GYLTL1B	1.51325
CDH20	0.296833333333333
FBXO7	-0.162
TMEM134	0.0308333333333333
FLJ14213	1.67933333333333
ZNF3	0.14775
LRRFIP1	0.198083333333333
CNOT2	0.433
ABI3	2.632
ALDH5A1	-0.556916666666667
HNT	1.7275
SERPINA4	-3.65325
TK2	-0.104666666666667
STMN1	1.06577777777778
GUCA2A	0.0368333333333334
GALNT10	0.127142857142857
DPP6	0.59865
C9orf93	0.356875
PRELID2	-1.007
STK39	-0.599625
SFTPA1	-1.2085
CKS2	-1.394
RHO	0.23475
C20orf135	-0.3665
XKR3	-2.637
CR1	1.011
RPS6KA2	0.7155
C20orf112	-0.11975
MRPL22	-0.50025
C4orf23	1.146
GADD45B	1.6665
KLHDC1	0.889833333333333
C2orf48	-1.3115
ZNF287	1.111
DAAM2	0.149
DPPA2	-3.7695
TCTN3	-0.0463333333333333
DNAJB11	0.71775
FPR1	3.43725
DEFB4	-0.0235
PTCD2	-0.8568
SMOC2	4.088
CABP7	0.8675
SERPINB11	0.575
MAGEF1	0.5355
NDE1	-0.224333333333333
ITGA10	0.664
FSHB	-0.3385
ANXA2	1.381375
HORMAD2	0.3385
HLCS	0.0785
MCF2L	2.19775
FH	0.2275
TBC1D24	-0.01625
KIAA1505	2.039
LGALS2	0.518
CNBD1	-0.075
SYNPO2L	-0.9535
PTPN23	-0.0805
C1orf183	-0.566166666666667
MAGEA8	-3.79075
DGCR8	-1.34625
GSR	-1.32975
PAQR7	0.25725
ZNF676	-0.11525
CACNA1C	-0.0102
SP7	-0.065
PDCD6	-0.77
NRN1L	-1.7415
BRI3BP	-1.45683333333333
KIAA1183	0.968
ASB4	-0.0645
CCL23	1.4803
OBSL1	-0.0405
SLC12A7	1.15475
KIAA0240	1.188
CD1B	-1.26033333333333
FCGR2A	1.186625
MDC1	-0.85675
HTR1A	-0.259333333333333
OCEL1	-0.2805
ATP11B	0.837875
FBXO34	0.0573333333333334
PCDH12	2.63983333333333
RPE	-0.119
C17orf74	-0.2925
CSDC2	0.840666666666667
PET112L	-0.14075
TMBIM1	1.676875
P2RXL1	-0.4185
TCHP	-0.0975
TRMT1	-0.345666666666667
F2RL2	0.384583333333333
LRRC32	2.98916666666667
IMPG2	0.8635
BGLAP	0.13775
LOC493869	-1.11741666666667
MRAS	1.933
SLC35F5	0.1055
CBWD1	0.1785
AXL	-0.7075
ATP2C2	1.02625
TELO2	-1.56925
PNPLA3	-3.82325
PCDHB14	1.391
CD276	0.53025
KRT80	1.06225
DUSP28	0.819
CSNK1E	0.135333333333333
SRP14	0.114
KCNQ4	0.316
KRT72	1.29083333333333
CCDC117	-0.42425
C6orf89	0.684444444444445
TUBB2B	1.46716666666667
RTN4IP1	-0.0475
CR1L	-2.96383333333333
CEND1	-0.046125
C12orf41	0.744833333333333
RNF31	0.28175
UBN1	-0.8615
C17orf32	0.403875
SLC5A7	0.477333333333333
GPR92	1.61666666666667
ESAM	1.8107
CTNNA1	0.257166666666667
HRBL	0.0166
CBX4	-0.8115
TMEM182	0.63475
SH3TC2	-1.8645
IL10	1.28733333333333
PXMP4	-0.9815
RNF167	0.2996
PAK7	1.43733333333333
ETV3	0.046
ATPIF1	-1.3915
LOC554207	-2.68733333333333
OR8H1	-0.156
WDFY3	0.151625
DPM1	-0.1315
GPSM1	-0.8315
WDR92	0.0566
LRP1	0.6185
ANKH	0.583625
THUMPD3	-1.2025
POLR1B	-0.24175
OLFM4	7.9605
RAD9B	2.20125
TSPY2	-3.9925
PAX6	1.36383333333333
SCG2	-2.1715
SLC17A6	0.09275
FMO3	3.574375
PADI4	-0.244
TUBB4	-0.084
NLK	-1.52525
POU4F3	0.6065
SDF4	-0.074
ITGBL1	1.86766666666667
NETO1	-1.788
TAP2	0.924125
ABBA-1	0.214666666666667
GNAI1	-0.05675
VPS4B	0.9815
NOPE	-0.3348
GALNT6	-0.204166666666667
SESN1	0.077375
GBE1	-1.68355555555556
CLASP1	0.1935
RASGEF1B	1.694875
ACOT11	0.562285714285714
AFAP1	2.20875
OR2H2	-0.19725
DPY19L2P1	-1.09275
DZIP1	-1.18325
SEC22C	-0.98775
GPR161	0.943416666666667
RNF146	1.96375
WDR74	-0.57325
GALP	1.4765
PURA	0.194
DNPEP	0.603083333333333
RP11-78J21.1	0.5205
ERBB2	1.532375
FANCM	-1.37391666666667
NEO1	-0.463833333333333
DDX3Y	-5.5757
RPS3A	-0.236875
MXRA7	-0.0248571428571428
LGALS3	-0.672166666666667
GLT8D1	-0.3255
CFL2	-1.202
UPB1	-0.12725
NAP1L5	-0.233875
CLDN14	1.99675
DHX38	0.21725
BTBD1	-0.0975
TARS2	-0.511666666666667
ABCF1	-0.1131
FCF1	0.268166666666667
LRRC49	-0.22875
GUCY1B2	0.4485
C1orf177	0.2985
SMARCA4	1.17185714285714
LRP8	-0.993333333333333
TAGLN3	-0.20625
MRPL14	-0.9985
TTRAP	0.07775
ZDHHC20	0.264
NFE2L3	0.48775
KIAA1377	-0.483625
PALMD	0.9691
TMEM43	0.048
TTL	-0.06525
STAT5B	-0.721
SSB	-0.249375
OR10H5	0.581
SLC22A13	-0.3835
AKAP3	0.444
TIMM23	0.0826666666666667
OAS2	2.74591666666667
KIAA0423	0.53775
TRIM11	1.52616666666667
GLIS3	2.745125
TMEM50B	-0.1515
ARHGEF4	0.503875
DEGS1	1.09927272727273
TBL1XR1	0.493433333333333
G6PD	-2.29
SP140	1.7514
MUC17	0.216
NUDC	-0.0115
DNAJC5B	3.30083333333333
SCARA3	-0.406
CPA3	4.5075
BCAT2	-0.870875
MFN1	1.0024
NRG3	0.4135
SNX11	0.46925
PLEKHH1	-0.5045
GPR177	-1.09916666666667
HCFC2	0.606
TCAP	-0.86775
MOCOS	-1.24
C14orf93	-0.0415
PRDM10	-0.396666666666667
SLC16A4	0.7665
SRGAP1	-0.423666666666667
VIP	0.27025
DUSP27	-0.415666666666667
LILRA1	0.8042
MC2R	0.00600000000000001
MGC24103	-1.26325
MBTD1	-0.8765
FUT11	-0.784
USP33	0.6159
C15orf39	-0.68225
MAP3K12	-0.480875
PAAF1	-1.223
BARHL1	0.063
FLJ16165	0.439
PIWIL2	-3.2435
SYNE1	0.283916666666667
CMTM4	-0.139125
TSPYL1	0.2629
GUF1	-0.997833333333333
TMEM157	-0.629
WDR44	-0.1465
HIST1H3C	-0.06825
DKFZp666G057	1.44625
RNPEP	1.15825
GAS2L2	-0.0371666666666667
ADH4	-5.12675
GRPR	-0.0316666666666666
FBXL17	0.26575
ZBTB10	0.35075
Gcom1	0.492055555555556
HTRA1	1.1452
ZNF585A	1.70366666666667
SLC26A2	-0.193214285714286
OTOP3	-0.0961666666666666
WISP1	2.92388888888889
ATP2B4	0.731833333333333
FLJ10769	0.59525
CRAMP1L	0.11475
CHST12	-1.02825
RAB22A	0.566583333333333
TARDBP	0.0615
STAU1	0.31875
CRB3	2.3605
MIG7	-0.53475
CHMP1A	0.3375
ZNF160	0.064
B3GALT6	0.3975
BARX1	-1.80833333333333
C6orf167	-0.3355
NXNL1	0.7325
DHX29	-0.47625
HADHB	0.01225
PLXNB2	1.010375
ILDR1	-0.60375
SLC15A3	3.04525
GAS2	-2.37033333333333
C20orf69	-0.88525
NUMB	-0.1305
TNIP1	1.285125
MESP1	1.727
PSKH1	-0.32125
NSFL1C	0.364875
RHOG	0.623
HEY1	-2.35733333333333
KNG1	-1.8405
ITGAX	2.9191
LIN9	0.539833333333333
CANT1	0.10025
XRN1	0.521928571428571
CCDC96	0.4384
HEATR6	-1.08533333333333
GNG7	-0.28325
RUNX2	0.9153125
SOX1	-0.179666666666667
FCRL5	2.6716
ZNF99	0.806
FAM9A	0.648
SNX22	0.0798333333333333
MBNL3	-1.69616666666667
ODC1	-1.5273
ADORA2B	-0.3865
NR2F6	0.72675
ZFYVE16	-0.583444444444444
SYNJ2BP	-0.1235
POLE	-0.352125
E2F2	1.107875
THRA	-0.5155
PTGES2	-0.511833333333333
HIP1R	0.823
TMUB1	-0.565333333333333
ENO3	-2.2705
RSPH10B	0.267
CXorf39	-0.031875
IRGC	0.18575
GPR109B	1.2495
FLJ13305	-0.62
LCE3A	-0.6495
TNFRSF18	-0.5085
DET1	-0.1875
TRPM3	-0.32425
C16orf79	-1.905
FECH	-0.643166666666667
RAP2A	0.954333333333333
CRIP1	0.404666666666667
AZIN1	0.147625
SLC7A7	3.98775
IL10RA	2.3818
TMEM64	-2.28275
CDC42EP4	1.775
C16orf58	-0.7185
ARG2	-0.74725
POU5F1P4	-4.6555
FAM62B	0.503875
DNAH8	-1.6445
ASH2L	-0.254125
TSLP	-1.19
CNTNAP5	-0.097
TMEM16C	0.852
IFNA14	-1.256
SLC1A3	1.444125
CABYR	0.38625
BCL7B	0.3029
NUDT13	-1.39883333333333
C13orf28	0.17425
C1orf53	0.0495
ARL6IP4	-0.1419
RPL35A	-0.59175
EMR3	0.59375
RAB40C	0.00283333333333334
SLC41A1	-0.489333333333333
LRCH1	0.533
LY6G5B	-0.9795
FAM124A	0.319857142857143
MGC10981	1.34933333333333
CLIP3	-0.054
MAP4K2	-0.133166666666667
CHIC1	0.016
SULF1	4.06516666666667
C20orf30	0.0135
PRDM5	0.214125
ELOVL1	0.429
C11orf48	-0.704625
SLC39A10	-0.127
KCNV1	0.72775
ACP1	0.168166666666667
ZMYM2	-0.5685
B3GNT6	-0.0933333333333333
C9orf69	0.21575
C2orf15	1.07625
C20orf166	0.83
HSP90AA6P	0.254
EDG7	0.3175
NEURL	-0.45325
LPL	3.36866666666667
CLEC2D	0.738357142857143
GRRP1	1.30066666666667
CD8B	-1.9424
HIST1H3D	-1.19816666666667
SLC6A12	0.865375
FAM27L	-0.308
CD84	3.1716
RASA1	-0.148
PHKG1	0.777
MAGEA11	-1.761
IMPA1	0.0232
NPM3	-1.82625
RARRES1	5.734
SH3BP1	0.156625
B3GNTL1	-0.559
ARPC5L	-0.189833333333333
KLHL26	0.652
SIM2	1.087375
GJC1	-0.2505
C20orf194	0.2935
EXO1	-1.12875
SLC2A2	-2.473
LOC285074	0.44875
LRG1	-2.712
KIRREL	-0.0295
PIK3R1	0.811
C4orf34	-0.292
MAF	-0.723722222222222
ADCY4	3.495
ZMIZ2	0.6416
SLC46A3	1.39566666666667
STAMBP	-0.0465
CCDC16	0.1935
MS4A12	0.5695
TCF20	0.997
LRRC46	0.05225
C20orf152	0.396
MRPS6	-0.17725
ABCB11	0.1815
KCNC2	0.0553333333333333
CDH19	-3.09433333333333
C9orf123	0.416666666666667
SSH3	-0.219625
LDLRAD1	-3.4385
CCBE1	0.01275
ZNF135	1.416875
TAAR1	0.216
WFDC12	0.271
CCDC42	0.79
FLJ12529	-0.05175
PER1	-1.11783333333333
TIMM50	0.5835
SMARCAD1	-0.6475
FAM26C	0.5725
TP53TG3	-3.0045
SH3RF1	1.1262
LMCD1	2.47375
GPR63	-0.3235
FLJ21986	-2.239375
AIFM3	-0.8415
MICAL1	0.5135
BLZF1	1.06966666666667
IQCA	2.49166666666667
PCDHGC3	-0.036
SAC	0.1095
BCL6B	2.025
DDO	0.578
MARCO	3.84325
DCHS1	0.649166666666667
C1orf170	-2.073
CD200R1	2.29816666666667
C22orf15	-0.9085
SEPT11	0.132
ADNP	1.27575
UST	0.8799
C13orf34	-0.83
RFFL	0.146071428571429
APBA3	-0.3445
C2orf60	-0.27675
CUTL1	-0.3829
PMS1	-0.3745
ZNF689	-0.8535
EIF3E	0.349833333333333
IL9	-0.1725
RPL31	-0.08675
LY9	1.93883333333333
ATP2B3	-0.08125
KDELR2	-0.331958333333333
TFCP2	0.689
NLRP12	0.24425
FLJ45422	-0.317
TLE4	0.9008
ZNF570	1.501
FLJ43806	0.6695
TLK2	-0.1445
CIR	0.4975
MARS2	0.2405
COL24A1	0.509
SDF2L1	-1.0005
HIBADH	-0.858166666666667
IGFBP3	-1.87342857142857
C12orf23	0.55625
PSPC1	0.56675
C20orf43	0.82975
TRAV20	0.396
ARHGAP24	2.142375
KIAA1975	0.677
C1QA	3.3157
DNTT	-5.0265
C10orf6	0.403
C11orf41	0.363
HNRPF	0.130125
COL11A1	6.20233333333333
UBAP2	-0.298
CDKN2AIPNL	-1.8905
C20orf174	4.76825
SPRED2	-0.60225
PLA2G12A	-1.075
ICEBERG	-2.30316666666667
SCN10A	1.2175
C11orf65	-1.1485
GBP5	5.2335
PITPNC1	-1.02783333333333
POU3F3	0.139
NCOA7	1.080625
LIN7C	0.4791
LOC348840	-1.266
NKX2-2	-1.584
ANKRD13D	-0.073625
LOC123688	-1.0675
FUT2	0.794666666666667
TAAR8	0.265
FZD4	0.7815
PNMA3	1.5145
OR4L1	-0.223
WIT1	-1.62375
EXOC3L	1.37475
ATPBD4	-0.6829
KRBA1	-1.2565
UBXD6	-0.9415
HOXB7	0.4315
C7orf23	0.1835
UNQ338	1.9095
STAB2	1.012
CDC20B	0.35525
IRF9	2.85425
CENTG1	0.596833333333333
TNPO2	-0.51525
MCPH1	0.094375
BMS1P5	-1.03725
SLC26A7	1.193
HIST1H3J	1.0435
C9orf3	0.2809
LBH	1.09175
MYO1D	1.399875
PTDSS2	-0.66625
NFU1	-0.2945
DEPDC4	-0.83125
WNT7B	0.9912
GLP2R	1.28883333333333
SETD4	0.1072
DYNLT3	-0.7423
FKBP11	0.133833333333333
SESTD1	0.982166666666667
FLII	1.093
RPS16	1.1191
CHPF	0.107166666666667
CSNK2A1	0.271333333333333
SUMO1P1	0.68175
FKBP6	-0.4595
ZNF214	1.05766666666667
TWIST1	0.6765
DDX56	-0.668666666666667
TRAM1L1	1.8504
EPO	-4.06416666666667
MRPS18B	0.042
ZNF682	0.2835
RPL14	-0.888
MAFF	0.2265
LOC51136	-0.096125
LY96	0.72425
DDX20	-0.15175
ABTB1	0.585833333333333
ARL5A	0.1053
CCT6A	-1.524
HEPACAM	-0.731166666666667
EHHADH	1.678
RBAK	-0.774666666666667
CGB1	-0.38525
ITGB5	0.2651
YIPF3	0.348
FKBP2	-0.60975
NR1D1	-0.6096
TMEM110	-0.033
NEK2	0.5935
PRAMEF8	-4.069
C20orf52	-1.52116666666667
PCDHGA3	-0.5415
VWA3B	1.04125
NDUFA5	-1.00675
THAP9	-0.56675
FLVCR2	0.7675
AP1S1	-0.33
SMAD6	-1.03625
SAV1	1.143375
SAT1	1.70225
ZNF251	1.3475
ADAMTS7	0.4159
RPP38	0.35075
C1orf211	0.0715
YPEL2	1.6088
RBMS1	1.4305
ZNF445	-0.4125
NRXN2	-0.111
PGBD4	-0.655875
UGT2B28	-1.819
WBSCR16	-0.7835
NLRC3	1.14325
ASTL	-0.0215
ST6GALNAC1	-3.979
ZADH2	-0.35575
MLLT4	1.52275
ARL6	-0.228833333333333
MEF2C	0.96
CBFA2T3	-1.726
AFF3	-0.592857142857143
COG7	-1.08316666666667
MYB	-1.74566666666667
PLXNA3	-0.0235
XRCC2	-2.19366666666667
MMS19	0.335
ST8SIA5	-0.889375
CHPT1	0.685833333333333
KIAA1712	-0.1405
OR6X1	5.0075
ACTR3	1.480375
UGCG	0.112
OR4P4	0.284
ZAP70	-1.1675
LPP	1.949125
ZNF485	0.24125
PTPRCAP	1.119
IL12RB1	1.063
ATRX	0.0595
CHST8	-2.261375
C14orf109	-0.17275
ARV1	0.28
NMB	0.177857142857143
COX5A	-1.016
EIF6	-0.34825
MPPED2	0.289666666666667
SEMG1	-1.7665
CHRDL1	1.252
TRAF3IP2	2.0065
WNK2	0.9215
LILRA4	3.69983333333333
LAMA2	3.97575
PXT1	0.3785
RLBP1	-0.1605
CD300C	1.45975
SLTM	0.052
FLJ10404	-0.2173125
APOBEC3D	1.34083333333333
RENBP	1.1195
ATXN7L1	0.2995
NID1	0.40575
TUBGCP3	0.349
ITIH5	1.46833333333333
CCDC110	1.455
C8A	-3.84525
MGC87042	-0.888
HOXC13	1.37925
TFDP2	-0.5305
HCP5	2.54625
POLI	-0.84
UCN	-2.39516666666667
ZNF764	-0.230333333333333
C8orf45	1.19575
FHL3	-0.37225
SPATA5L1	-1.304
MMRN2	2.971
NDST1	0.472833333333333
COL20A1	-0.766166666666667
ZNF248	-0.399166666666667
PELP1	-0.293833333333333
MBL2	-3.2765
RNF41	0.663375
C5orf24	0.025
THOC5	0.134375
SERINC3	0.336166666666667
RP11-151A6.2	1.1695
CDCP2	-0.83575
HIST1H2AA	-0.5345
C11orf75	1.09633333333333
FKBP7	-0.11025
DDOST	0.452
GPNMB	2.17216666666667
TTF2	-0.766
KCNT1	0.089
SLC39A14	-0.37475
NGRN	0.1882
GPR137B	2.0405
MECP2	-0.1515
PSMA1	-0.68675
C16orf73	-6.14075
TMEM60	-0.306833333333333
CSN3	-0.918
NOS1	-0.009
RAB7L1	1.03333333333333
YBX2	-1.384
KIAA1166	0.419
FUBP3	0.656166666666667
ABCG1	0.9115
ACACA	-0.816833333333333
ARL11	1.4907
ATOH1	0.0265
ODF1	0.380666666666667
CREB3L3	-1.84983333333333
TMEM127	0.714071428571429
DSCAML1	0.382
PLN	2.255
LYPLA1	-0.325833333333333
PRDM9	-1.68275
SASP	0.60275
PLUNC	-0.129666666666667
INTU	-0.32625
HISPPD1	-0.204
LNPEP	-0.0283333333333333
YARS2	-0.681333333333333
APCDD1L	0.76
ZCCHC4	0.609
FBXO22	-0.994666666666667
TTLL13	-0.4075
ZNF669	0.7445
PTGDR	3.02575
DDX27	0.514
KIAA0409	-0.401333333333333
GJB6	0.9235
ASB8	1.29625
PLP2	0.196166666666667
MEPE	0.0545
OR10J5	-0.034
KRT222P	0.48375
COQ7	-1.01316666666667
C1orf101	2.68475
RERG	2.5838
CHMP5	0.516
THAP11	0.428375
ZNF43	0.956333333333333
ZRANB3	-0.370333333333333
KRT13	2.464125
MRPL19	-1.119
RBBP9	0.389125
SPATA17	0.8175
BXDC5	-0.0713333333333333
PAFAH1B1	0.522083333333333
MAGEE1	-0.15125
OSTF1	0.547
KIAA0323	-0.07525
TXNDC13	-0.3785
CNTN4	2.783625
LCE1B	0.2145
UNQ501	-0.23425
ZNF154	0.398
C3orf64	1.1305
SYT5	-0.245
PON1	1.91566666666667
FLJ10357	-0.182375
ATP4A	-1.072
GNPDA1	-0.237833333333333
MGAT1	1.1905
C14orf121	0.82525
SLC35B2	-0.191
MIER3	-0.606833333333333
CHEK1	-2.269125
ZNF8	-0.1475
TXNDC1	-0.450666666666667
CKB	0.1629
RTN3	0.201928571428571
FZD2	-1.39366666666667
PART1	0.20225
PSMB6	-0.2335
PCDHB8	-1.6515
PHC3	0.1072
PPP1R8	0.885666666666667
NOVA2	0.850666666666667
TNFRSF11B	-4.8445
GOLPH3	0.45
UBLCP1	-0.2325
SUHW3	-0.8795
TTLL1	0.61975
OPN4	-0.0655
OR13G1	-0.1745
ZPBP2	-0.3555
HSD17B11	-0.79975
C9orf50	-0.2975
DHDDS	0.0955
CTSW	0.4938
NEFM	1.11633333333333
MRPL28	-1.52575
SYN1	0.086
PIGV	-0.577166666666667
ZIM2	-1.5455
APBB1	0.685166666666667
SND1	-0.40375
C1orf123	-0.222666666666667
CHD3	-0.43725
BHLHB8	0.12475
RNASE2	0.241166666666667
BCAP31	-0.361125
SLC25A44	0.6215
CHD6	-0.6999
PIB5PA	-0.212538461538462
SELS	0.358625
LOC541471	0.012
FAT2	2.975
ZNF81	0.048
OR4C16	0.6695
FLJ10081	0.4014
LRRC4	-0.1045
CS	0.111
N4BP2	-0.830125
IGFBP7	1.5955
ZNF318	-0.37525
NDNL2	0.38075
ZNF609	-0.7795
SIRT4	0.6925
EXOSC10	0.1215
ECE2	-0.03575
OVGP1	0.91225
GTPBP3	-0.85575
PACS2	0.9245
C19orf36	-1.98183333333333
ARL4C	3.066125
ATG4B	-0.01475
UBQLNL	0.67625
RHOXF2B	-4.2235
PLEKHG2	1.441
GALR1	-0.5805
AQP4	2.139
HDAC7A	0.0626666666666667
DCUN1D3	-0.64625
OR8A1	-1.3625
CCRN4L	-0.369
CBR4	-0.7735
KIFC1	-0.331666666666667
SLC7A14	-1.02283333333333
LHX5	-0.6505
TRPC7	-0.245
LPXN	0.74675
SERPINA1	-2.515875
RPS13	-0.5951
BPIL3	-0.554
PRKAA1	-0.89425
FADS2	0.7301
ENAH	0.688875
PRO1768	0.2545
APBA2BP	-1.7865
LIPH	3.32016666666667
C3orf33	-1.18975
RCC2	0.490714285714286
ALDH1A2	-2.6604
RNF103	1.12175
AHCY	0.12375
ALG12	-0.413
CCL17	3.0505
ZNF543	1.00833333333333
ESRRG	1.0026
CNGA1	3.01025
RDH5	0.6055
OTX1	0.8043
PTGFR	-1.36133333333333
CDR2	0.29
SELE	4.54525
NLGN2	-0.961333333333333
EXOSC9	-0.86825
ZNF566	1.728
KLRC2	-3.907
GPR12	0.548
KIAA0196	0.363
PDRG1	-0.09425
SSR3	-0.804785714285714
MSI1	-0.7845
CST9	-0.7865
CC2D1A	-0.019375
PLAGL1	2.27338888888889
ZNF778	-0.3365
RNF2	1.031
KLF6	2.1675
THBD	2.143
tcag7.1314	1.2605
NR5A1	-0.343
ABCD2	1.057
DNAJC7	-1.483
CLEC4C	2.114
TM2D3	0.402625
CCDC4	-0.3715
PLAC2	3.62475
DCD	0.027
FAAH	0.2055
POLA1	-0.693333333333333
TM7SF2	-1.04775
FLJ39822	-1.58566666666667
FLOT2	0.1595
MAP4K1	1.09133333333333
SRP68	0.217375
C21orf74	-1.902
ARPC5	1.037375
LOC126075	0.74975
HECW2	1.048375
ZDHHC4	-0.99425
ANKRD42	-0.3731
PDE9A	-0.802666666666667
ABCA8	1.60175
NDUFS2	0.4915
UBR5	-0.023875
BTBD16	-2.106
LOC554174	-0.374
ZNF20	1.1605
KIAA1843	0.61
WDR17	0.0374999999999999
C15orf33	1.0605
RNF113A	-0.7335
CAMKK1	0.4209
CLCN2	-0.5915
ANXA6	-0.895
LOC340069	-0.5375
EMID1	0.449875
DPM3	-0.851
ELA1	-1.173
SLC25A13	-0.8498
KRT24	0.286
SMPD1	0.3685
TH	-0.060125
COL6A2	0.825214285714286
ANKS1B	-0.02725
GPR126	0.00800000000000002
ZC3H12A	-0.136333333333333
TMEM47	0.591
C2orf51	0.107166666666667
C1orf88	1.90916666666667
HSF2BP	0.29675
AKAP10	0.2315
RPAP3	-0.142
KLHDC8B	-0.197
STOM	0.5731
MUPCDH	-0.177625
C10orf72	0.121
PLEKHA3	0.580833333333333
TCP11L1	-0.073
CWF19L1	0.726875
SPEF1	0.0598461538461538
YSK4	0.27425
ELN	3.886
SAMD8	-0.159833333333333
MPI	-1.765
MEPCE	0.0981
ABCC3	-1.399625
NANOGP1	-2.82
KCNK17	0.968375
HLA-DMB	4.62716666666667
RRAGA	1.08325
ANGEL1	-0.59725
RBM32B	-0.1855
CPN1	-3.64725
MGC52282	-0.8064
HLA-A	2.19083333333333
OR9G4	0.267
EDNRB	-1.460125
SCD	-2.35385714285714
C14orf80	-1.2395
BAGE2	-0.1115
RABL4	0.510166666666667
RCVRN	0.224
SHANK1	-0.8975
NLRP7	-1.58325
CD226	2.33525
STAT3	1.6493125
SYNJ2	-1.5348
TPCN2	-0.352166666666667
WDR36	-1.10683333333333
MBD4	-0.28775
ROBO1	0.2274
ST3GAL6	-2.70225
SLAMF8	4.10116666666667
ATN1	0.0611666666666667
GPR141	0.75425
KRT36	-0.391
TPH1	0.378
DDX52	0.10125
ZSCAN29	-0.632333333333333
TRPT1	-0.8375
DPEP3	0.2265
DENND4A	-0.585
TSPAN16	0.178
PTCHD2	-1.2535
LOC145814	-0.29725
CAP1	0.944666666666667
EIF5A2	-0.2918
NT5DC3	-0.51775
SEPT9	-0.834
SEZ6L2	-1.403125
EGFLAM	2.66575
VPS11	0.371625
NDUFB5	0.3345
CIDEA	4.13033333333333
IER5L	-0.0065
N6AMT1	-1.334
FAM83C	-0.37875
OXR1	0.826666666666667
IRX1	0.172
DGKB	-0.994
GCN5L2	-1.55375
MIR16	-0.43025
FBXW9	0.73675
WDR4	-0.799166666666667
PDC	-0.444
VPS33B	-0.46425
HEXB	-0.06325
FLJ32214	-0.1365
TCEB3	-0.42375
CRLF1	-4.46775
ABI3BP	2.7305
C8orf22	-4.64575
PYCR1	-1.036625
KIAA1706	0.1885
CDK5R2	0.099875
WAS	0.77
C12orf60	-1.34925
CCBL2	0.100375
MADD	0.0715
C5orf34	-0.6245
WDR42A	0.6466
KLF12	0.683375
HSPA1A	1.93325
ITM2C	0.61325
DAPK2	1.10683333333333
LOC442590	-0.199
SUMF2	-0.05825
CENPA	-0.705384615384615
TMED5	-0.28275
CDH6	-0.5142
BRP44	0.58
THG1L	-0.064
GABRA2	-1.92875
C14orf166	-0.423
MYL1	-1.78916666666667
TNFSF18	0.3595
PAP2D	-1.41783333333333
PPIB	-0.71325
KLHL4	-0.838125
SFN	1.17283333333333
CCDC127	-0.64175
FRAP1	0.23125
GOLGA5	0.35525
SDCCAG1	-0.42875
MGC21675	-0.717333333333333
C10orf95	-1.106
