Hybridization REF	TCGA-A8-A07C-01A-11R-A034-07
NIT1	0.48025
BTN3A3	0.604875
RASD1	2.434875
COMMD3	0.41075
SHFM1	0.55125
BIRC8	0.53025
DUT	-1.19225
C12orf51	1.002
LRRC59	-0.00466666666666667
LY6H	0.63
WDR22	-0.0771666666666667
EDEM1	0.0912142857142857
ADH1A	-0.132
PANX2	0.1042
CYP11B1	0.468
CDC73	-0.38175
GPR172A	-0.48275
GSTM3	-0.805307692307692
KCNA5	-0.365875
SERAC1	1.18983333333333
NFATC2	0.203
ANAPC5	0.0226
C15orf24	-0.23225
NFATC2IP	-0.347416666666667
TNRC6C	0.313166666666667
MGC102966	0.7785
FGD5	3.3005
MED9	1.755
RAB13	0.0445
C15orf49	0.051
CRYGS	-0.0741
C12orf53	-0.637
LOC283693	-0.929
COX6B2	-0.6185
PHF14	-0.273375
FAM3A	-0.319875
RPL13	-0.7656
PRDX2	-0.0624
FLJ34047	-1.24825
PRMT3	0.51225
KCTD19	-1.511
TRIM10	-0.577333333333333
MGC26597	0.329
GCNT4	-0.0965
GPRASP1	-0.74225
CDKN1C	0.265916666666667
RHBDL2	0.7632
HSPH1	0.58
AQP1	4.263375
COL17A1	-2.5618
GFAP	0.7075
CDC16	0.58925
KIAA1614	0.301
C6orf118	0.4115
ZSWIM5	-3.14275
FAM83F	2.73725
LYNX1	-0.1173125
SYNPR	-0.29175
XG	1.51716666666667
PRSS16	2.663875
KIF13B	0.228357142857143
PCDH9	-1.19975
HIST1H2AH	-0.963166666666667
RBM18	1.27325
ZNF626	-0.404875
HEXIM2	-1.0425
ITFG1	-0.8935
TUBG2	-0.4565
SFRS7	0.418916666666667
C9orf14	0.0325
EXTL1	-0.68325
GBP3	-0.263333333333333
WDR5	0.8315
RARG	0.369
MYO7A	0.64275
CECR6	-0.264
C13orf3	0.25475
SFRS18	-0.315375
ACVR1B	0.329
PSMD1	0.1241
C7orf31	-0.567
ILVBL	-1.0935
IFNGR1	2.17675
RNF186	0.77
NOL9	-0.4895
MAGEL2	-0.98225
SLC29A2	-0.05725
NHSL1	0.30525
RBMX	-0.352
PSORS1C2	0.420625
RAD51L3	0.553833333333333
LCN6	0.4455
ORAI2	-0.977875
BRUNOL6	0.0384
OR4K5	-0.1025
CDC123	0.082125
MSLN	0.4765
WWTR1	0.111833333333333
ZNF700	-0.4935
COBL	1.78575
PPP1R16B	1.394375
GAS7	-0.5854
MDN1	0.337625
HAAO	-0.1425
C9orf68	0.324
TNFAIP2	0.24725
FOXN1	-0.0785
hCG_2033311	-0.796
ATP6V0D2	-0.0721
RPL41	-0.107125
SLC38A1	1.32975
ARHGAP6	-1.32333333333333
ADAD2	-0.435
PHF20L1	-0.3694375
MCM3AP	0.645666666666667
ST3GAL3	-0.796833333333333
SNX1	2.46683333333333
ELF5	5.595
PARP3	-1.778625
RBM8A	0.3083125
LINGO4	0.489
ITGA9	3.835
ZFR	0.948
ACSL6	-0.439
FLJ20699	-1.2895
DAOA	-0.00700000000000003
FABP4	2.7525
KCNB1	-1.75775
CANX	-0.3981
SLC25A28	0.0393333333333333
ADIPOR2	0.495
ECHDC2	0.09075
SMA4	-0.22325
FRZB	1.48125
PABPC1	1.68133333333333
DMRTB1	-0.269625
APOBEC3G	0.4325
CATSPER2	-1.6325
CUEDC1	0.256666666666667
STARD9	-1.724375
CLDN8	0.95225
LOC23117	-1.39645454545455
E2F6	0.520388888888889
TMEM126B	-1.04466666666667
DPY19L4	1.33075
GIMAP5	3.20566666666667
NDUFA9	1.1545
FAM77C	-4.205
CTPS2	0.15775
LOC51035	0.557
WDSOF1	1.0555
EGLN3	-1.806375
PITX3	0.452
OR52E8	0.059
GRM4	-0.4685
KLK1	-2.54
GPM6B	0.453125
RRAGD	0.327833333333333
PAGE5	-3.2085
UCHL5	-1.25183333333333
ULK3	-0.6225
AIM2	2.3665
PNO1	0.0908333333333333
OR2F2	0.471
GNAT2	-0.117
SIX1	-3.01225
ST13	0.0685833333333333
ZBTB44	-0.335375
TIMP2	-0.06125
ZMAT4	-1.516
GTF2IRD1	1.07666666666667
ZNF19	-0.3855
ZNF714	-0.618
RSC1A1	0.0405
C9orf80	0.74425
PSMA8	-0.0368333333333334
TMEM141	1.0415
COX4I1	-0.861285714285714
CTAGE1	-0.6995
DTWD1	-1.19
HSD11B1	2.14975
KRT6B	4.314125
ARID4B	0.935125
LHFPL3	0.13825
WWP2	-0.2435
ZNF326	0.633333333333333
RGPD1	-0.383
CTSH	0.610666666666667
FASTKD1	-0.15775
PAF1	0.3727
TTC9C	0.073
IFT57	0.576
PRSS36	1.1775
IL20RB	-1.554
ZNF592	0.9855
DCTD	-0.7458
CFP	1.34925
MFNG	-0.244875
JMJD2B	0.032
ALDH3B1	-1.415625
THSD4	-2.36316666666667
KCNJ5	2.31966666666667
LMNA	-0.162166666666667
TBCD	0.871625
ZNF250	-0.551333333333333
CASQ2	0.3085
PEG10	-0.513666666666667
PRAME	-5.68646666666667
NP	0.2365
TRIM59	0.8415
ZNF12	-0.72175
XTP3TPA	0.85075
SIGLEC7	0.6138
PANK4	-0.32825
FAM70A	-2.21883333333333
SNED1	-0.76525
HIP1	0.0346
RAET1E	-1.37283333333333
AMAC1L2	-0.9385
AHNAK2	-2.17116666666667
TOE1	-1.36983333333333
RECQL4	-1.1705
SPRYD3	-0.02125
DPAGT1	0.126
MAGED2	-0.7274
ANKRD55	0.0435
TRPS1	3.13583333333333
DOK7	2.17125
TFPI2	-6.511
GTF2H3	-0.904333333333333
CYP4F11	-1.879125
LHX2	-2.7985
ATG16L1	-0.029
ASB12	0.339
C1orf116	3.42675
NF2	-0.0315
POM121	1.0049
PHYHD1	-0.6955
TXNDC17	-0.813166666666667
DKFZp779O175	0.257
NUP62	0.5185
MYO18B	-1.06366666666667
PRAMEF1	0.031
TCBA1	0.828625
TMEM168	0.953
FJX1	-0.498833333333333
CLCF1	-1.76
SEPN1	0.303125
IGSF2	0.27575
NUDCD1	1.23466666666667
TFF3	-3.1125
NDFIP1	-0.102071428571429
CHCHD4	0.39125
TNR	-0.0125
CUTA	0.245166666666667
USP44	-2.476
DPP10	-0.228
IWS1	-0.430333333333333
PCGF1	0.4915
SULT1C4	0.166
NTF5	-1.02475
PTPN13	-1.01375
SSTR5	0.128
SFRP1	4.545125
IDH3B	-0.75
SUOX	-0.148166666666667
TMCO5	0.1975
GOLT1B	-0.4605
MIB1	-0.224071428571429
PCDHGB1	0.786
SUSD1	0.66675
ICAM5	-2.7675
PAPOLB	-0.17425
URM1	0.0575
TMEM106B	-0.744166666666667
LRIG2	-0.259
SLC27A5	-1.56425
CLIC6	-0.0429
ZNF420	1.0495
SCN9A	-0.3546
KIAA1909	1.36875
ELMOD1	-1.69025
PRKAG1	-0.48
FAM64A	-0.36
EEF1G	0.6443
SMAD5	-0.5495
INCENP	-1.19975
WASF2	-0.301
GARS	-1.086
CDK10	-1.2661
HLX	0.121333333333333
MDM4	-0.6145
ZNRF1	-1.05707142857143
HHATL	-1.56733333333333
FAM21C	0.6199
HIST2H3C	0.2165
PFDN2	1.006625
ZNF200	-0.982
NDN	-1.87575
HBA2	-3.1375
FBLN5	0.98
PUM1	-0.0435714285714286
TNNT1	-4.537
C19orf59	0.599666666666667
HNRPH2	-0.447333333333333
RAB7A	-0.321666666666667
PMS2	-0.49
BIRC3	-0.153333333333333
NRSN2	0.094125
OR52K2	0.417666666666667
SPOCK1	-0.829357142857143
H2AFY	0.29125
RXRB	0.7095
ZNF638	0.0291666666666667
ANKRD45	2.5465
ACTN4	0.549666666666667
FXC1	0.1095
EIF2B5	0.97525
VPS33A	-0.2155
PINK1	0.10025
FAM106A	0.6975
SKIP	1.3155
GAPDHS	-0.029
MUM1L1	1.5785
PSTPIP1	1.19025
CNTNAP1	-1.8967
CYP26A1	-3.73725
APOL2	-0.4806
TACC2	-0.08775
COX7A2L	0.955928571428571
HSD17B1	0.00475
ARRB2	0.425
SLC7A6	-0.527
HSD17B10	-0.1615
RBJ	-0.20625
NUP155	-0.74575
MRPL10	-0.655666666666667
CYCS	-1.56858333333333
CCDC46	-0.959833333333333
TECTA	-0.03
GNAL	-0.24525
LPO	0.6025
PEBP4	0.0055
DDX11	-0.9015
C18orf12	0.414
TAF9B	-0.98025
IMP4	0.06
RPA4	-0.855
NDUFS1	0.2615
UPK1A	-0.9505
ARRDC2	-0.217666666666667
C18orf20	-0.1795
AES	0.8805
CD2BP2	-0.437833333333333
C16orf54	-0.17
UGT2B17	-1.78425
FGFR1	0.136136363636364
CEACAM6	-3.243
CHRM5	-0.01425
CERK	0.107125
AP3S2	-0.611428571428571
ANKS4B	-1.19325
CLCNKA	-0.1695
ZNF208	-0.0586666666666667
HLA-DRB5	5.0095
CARKL	-1.9285
GOT1	0.829666666666667
CASP6	0.088125
HOXA1	0.3195
RCL1	-1.3135
ZNF181	0.504833333333333
RAB40B	1.7265
MRPL38	0.480875
LRRN2	0.39375
C3orf25	0.544
OR5D14	0.284
OR10AG1	0.1645
BET1L	-0.2121
FRY	2.10325
AK3L1	-2.119
CSF3R	1.11466666666667
POLR3K	-0.609833333333333
ATG2B	-0.1545
EPS8	-0.6135
DARS	-0.649125
C10orf56	-0.748833333333333
DAD1	-0.210083333333333
RIOK1	2.012
HERC2	-0.16925
HSD11B2	-0.298166666666667
FAM96B	-0.733
MGC13057	2.809
BSN	-0.2905
CAND1	-0.0118333333333333
HCST	2.185
ACTR10	-0.967
OR8D4	0.147
NASP	-0.8383
COL9A2	0.919333333333333
LYZL1	-0.506
GPC5	-1.88075
TBL3	-0.421166666666667
CENTD2	-0.0738
OR5AP2	0.34575
TLR1	1.89075
LMO6	-0.841
ZIC2	-3.535
CPNE5	1.59675
ZMYND15	0.61025
FLJ22374	-0.02275
CCDC106	-0.186
PARP16	0.05
PDIA3	-0.585
C14orf126	0.24375
CECR2	-0.4655
SFRS1	-0.141
FIGLA	0.1855
DCP1A	-1.01866666666667
MGC45800	-1.4519
TEKT1	-0.121166666666667
C10orf67	-0.0485
CLN5	1.068125
NTN2L	0.084
GLE1L	0.651
CES2	-1.5874
GNAS	-0.398222222222222
DDX53	0.0505
TSPAN13	-0.01
MRPL52	-0.7742
SPIRE2	-0.716625
TAS2R39	0.1475
SCUBE3	2.02525
UCRC	0.2844
CDKL3	-0.267
KIAA1715	0.0898
ZNF345	0.9745
RTF1	0.081
DHRS7	-1.2
RIPK4	-2.31183333333333
EXOSC2	0.387333333333333
MS4A2	-0.298
FGF17	-0.256
WDR59	-0.764125
EVI2A	-0.998
IL17RC	1.82633333333333
HS3ST1	3.258
ITGB1BP2	-1.3555
RBPJ	-0.972666666666667
GIMAP1	3.188
INE1	-1.2495
ALDH18A1	0.64725
TPI1	-0.447375
GATA6	-1.40875
CABP1	-0.628833333333333
ZNF484	-0.23675
DAPK3	0.6695
GJB1	-2.60225
PIN1	-0.047875
SLC6A15	-0.93325
CNO	-0.596
RIN2	0.638875
FRRS1	-0.2745
CYorf15B	-2.983125
DMRT3	2.502625
ATAD1	-0.341625
OTUD4	0.7665
ATOH8	-2.04575
ZSCAN16	2.263375
ASCC1	-0.276
OTUD3	0.898
MGC33212	-0.450166666666667
YME1L1	-0.537875
RP11-218C14.6	0.30425
PCBP4	-0.22825
TNFRSF10A	-0.70625
CDH10	-2.9898
KL	0.91775
SCP2	-0.190333333333333
C9orf119	0.757
SON	0.156416666666667
MAFK	-0.0275
SBNO2	-0.0175
SLC6A6	-0.226583333333333
SC4MOL	-2.024625
FAM35B	0.09675
PPP1R9A	1.336625
PDZRN3	0.814875
CXorf20	-0.9715
C6orf126	-0.2855
AVEN	-0.4945
FLJ21075	-0.9345
C14orf132	-3.057375
PCK2	-2.485125
GUCY2C	-0.0215
BARX2	0.30075
PEX11G	0.0165
DAO	-0.290166666666667
C10orf49	0.29775
EDNRA	1.15933333333333
PPP2R5A	1.2997
DDX39	0.287666666666667
SERF1A	0.5265
ASCIZ	-0.474
FNDC8	0.1675
PTMS	-0.1015
PHF7	-0.85
PIP4K2B	0.9505
HHLA2	0.0415
BDH2	0.4319
APOBEC2	-0.41875
PENK	-0.911
SMAD9	-0.16475
MT3	-0.3535
RGL1	0.053875
ATG10	-0.75225
DLGAP4	0.652833333333333
APPBP2	-0.400785714285714
BACE2	-0.377428571428571
LOC339344	0.706
ZNF395	-1.3351875
HIST1H2BL	-0.4525
ZNF467	0.28975
SLC25A21	-1.4535
PALM2	-0.243333333333333
NSUN5C	-0.2375
IL5	0.1637
CLSTN2	-1.7105
ANXA8L2	0.969
PTGES	-1.34225
GDAP1L1	-2.006
OPRK1	0.988333333333333
WDR20	-0.0278333333333333
C12orf4	1.910625
NUP88	-0.251375
XRCC6BP1	-0.1535
FCGBP	0.0694285714285714
LEMD2	0.6865
NOMO1	-0.39125
C10orf79	0.367125
ZNF79	1.0759
OCRL	-0.2839
HSPA8	0.013875
DIDO1	-0.269125
PLA2R1	0.242
COG3	-0.0357
NGDN	-0.402
CBFA2T2	0.338875
PNOC	0.61025
PRRG1	-0.5275
AGGF1	-0.360142857142857
DPF2	1.31525
YIPF7	-0.00850000000000001
TRPV5	0.37975
ZNF322B	1.52475
MED12	0.245666666666667
CARS	-0.612
ABCC11	-0.7975
C9orf25	0.67
MYH1	0.451
FRYL	0.17225
AGTRAP	0.4335
MMP27	0.598
ZNF432	0.40025
OR8D1	0.428
OR13D1	-0.04925
VWA1	1.38375
STON1	0.73275
IL5RA	-0.15
PERP	1.4848
C10orf107	-1.42916666666667
TNFSF12	1.46525
FN1	-0.261833333333333
MTR	-0.2655
PHLPPL	-0.941
ZNF425	-0.4015
DHFR	-1.31788888888889
PPP1R12A	0.52725
RSPO2	-1.330625
ZNF7	-0.69875
ZNF583	-0.701
TPMT	0.381166666666667
GPR132	1.110625
OR2T12	0.144
SERTAD2	0.9135
ATP1A1	0.7486
FRMPD3	0.3285
ZNF672	-0.01125
PLXNB3	-0.211
EML5	0.303
FAIM3	-0.107
UBQLN2	0.498
SORCS2	0.0015
PRIM2	-0.1845
ACVR2A	1.17683333333333
YWHAZ	1.38916666666667
PGM2L1	-0.216
GNAO1	-0.0732857142857143
RPL10	-0.4635
RPS6KA6	0.475
PFKL	-0.0886666666666667
SH3D19	-1.0535
AURKB	-0.895
ZC3H6	-0.535125
DISC1	0.721
FLJ39660	-1.02166666666667
TMEM25	0.745125
OSBPL10	0.842125
CLTCL1	-1.77
ALG6	-0.1535
CATSPER4	0.359
LRTM1	-0.0705
RRAD	-0.2475
TIPIN	-0.64275
CARD14	-0.228375
RBM9	0.3445
RASSF4	0.8035
SLC25A18	-0.565166666666667
C6orf58	0.190666666666667
IGHD	0.384
PLA2G6	0.407
TPT1	0.098625
SEC63	0.8484
CCDC113	-0.2185
TDRD10	0.00925
KIAA1666	-1.685875
TOR1AIP1	0.47425
SYTL4	-1.53516666666667
SPRR2F	-0.686
CEBPD	0.68975
SNTG2	2.067
C20orf77	-0.557916666666667
TAS2R49	-0.0425
C6orf173	0.888
SVEP1	-0.1231
PXN	-1.30042857142857
VIL2	0.156916666666667
C5orf21	0.53375
DIXDC1	0.196
GANAB	-0.0331666666666667
PDSS1	-0.61625
NGFR	1.739125
ATP8B4	0.8515
BMP8A	-1.2975
CCDC132	-0.087
GNRH1	-0.67525
OR10T2	0.00775
PDGFD	1.38583333333333
OR6W1P	0.4095
HARS	-0.485833333333333
KRT77	0.0885
AQP8	-0.08025
ITGB1	0.642
ZNF254	-0.1142
PAX1	-0.0675
PSMC4	0.0605
ANKRD22	4.03125
PSMD8	0.302833333333333
HTR1E	-0.463333333333333
SOX10	2.114
OR5B2	-0.1415
RABGEF1	-0.779
MAP1LC3B	-1.1505
CYB5R4	1.04675
AGXT2L1	-3.067
FLJ41603	1.97383333333333
TRAPPC2	-0.147833333333333
FNTB	-0.6591
FLJ14107	-0.8735
AURKAIP1	0.00875
DSE	1.12475
NFKBIZ	-0.361166666666667
OSBPL3	-1.59666666666667
LOC130576	-1.80375
SLC39A9	0.282
LOC137886	0.979333333333333
RHCE	-3.2675
ATG7	1.104
FAM82A	0.690666666666667
FBN3	0.495
MCFD2	-1.22483333333333
CASP14	-0.0465
EPS15	0.152166666666667
SFRS2B	-0.361583333333333
C19orf47	1.1075
PLAC9	-1.2255
GPR23	-1.359
BTNL3	0.257833333333333
RGS8	-0.286
GNS	1.09375
ENO2	-1.74
CBX1	1.3911
PEX26	0.2085
LRP5	-0.0906666666666667
ADAMTSL4	-1.80383333333333
ARR3	-0.250666666666667
MAP1A	-0.589
CD2	4.5805
NAV2	-0.6703125
TMEM69	-1.254
ATXN7	-1.039
CHN2	-0.932
ZNF781	-0.182
HAS2	-3.723
KIAA0241	-0.326333333333333
BIC	1.1575
MOBKL2A	-0.00100000000000001
CYP2C9	0.5285
CNOT7	0.480642857142857
SFRS10	0.12025
CST11	0.3785
FLJ37543	0.1035
NKAP	-1.19575
RUNX1T1	1.37325
EAF1	1.2076
IL4I1	3.3295
LRRC61	-0.2375
PSIP1	0.228583333333333
SPRR4	0.272
ZFP90	-0.550833333333333
AP2B1	0.185538461538462
SLC30A7	0.562416666666667
C7orf28A	-0.218166666666667
S100B	2.68716666666667
BMP2	-3.052625
ESR1	-3.456
ZFPL1	0.062
ARHGAP12	0.04175
LRRC19	0.0541666666666667
ZNF767	-1.18783333333333
NACA	-0.7548
OLIG1	-2.650875
PRF1	2.06225
LST1	2.68083333333333
SPATA9	-0.826
CNFN	1.047
CDK4	0.2467
TCF15	-0.884166666666667
PARC	-0.8455
PPM2C	1.92725
LOC283345	0.3995
FAM107B	-0.4445
DMXL1	-0.053
RBM3	-0.658625
HTR5A	-1.21916666666667
SCFD1	-0.0716666666666667
EPHB3	4.299625
ROPN1L	-1.54616666666667
RAMP3	0.41725
TSPYL5	3.19281818181818
GAP43	-3.012
PAPD4	-0.416125
PDE3A	-1.40175
TNFRSF10C	-0.0045
JMJD5	-0.276666666666667
RASGEF1A	-0.8259
C16orf65	0.2525
HIPK3	0.770333333333333
XYLT2	-0.77975
XPOT	-0.320333333333333
GAL3ST1	-1.5355
DHCR7	0.81325
AMIGO3	-0.307333333333333
FGFR4	-2.537
CRAT	-0.766375
PPP1R14D	0.0915
TRIM14	0.3916
TMPRSS11D	-0.351
SLC7A11	-1.682
OR10H2	0.558
PPM1E	-0.998555555555556
DOCK4	0.344
FAM127A	-0.519125
ENOPH1	-0.223
SLC5A3	-1.6127
ZNF530	-0.48
NTS	-6.99575
FRMD4A	0.42075
BCL11B	-2.51483333333333
PRM1	-0.3515
UQCC	0.0731
S100A16	-1.42066666666667
PLS3	-1.03525
WWOX	-1.415
CCDC23	0.61575
GTSE1	-0.853166666666667
GP2	-0.186
FLJ32549	-0.752875
CHIT1	3.2445
KLF9	-0.473125
RPS24	0.4349
MIA	3.00475
FIGN	-0.51375
PYROXD1	0.03725
PCSK2	-0.198125
MRPL9	0.8425
RPL24	0.212
C12orf32	-0.241375
HIST1H2BE	-0.52125
RGS18	2.44975
LFNG	0.019875
RAB4B	0.3247
FBXO25	1.03733333333333
TSPAN31	0.0741666666666667
ARL8A	0.9725
C10orf83	-0.5048
OR51B6	0.2865
CNKSR2	0.11425
C1orf156	0.4085
IBSP	1.571
GFRA2	0.0395
ALKBH7	0.3225
NEK10	-0.16525
VN1R3	0.2555
LOC91948	-0.2135
CPZ	-2.3445
IHPK3	0.115833333333333
COL8A1	0.3575
RBPJL	0.205
OR10A4	0.1775
CASP8AP2	1.2
MMP12	1.0525
OR8B12	0.1645
CDCA5	-0.0163333333333333
LIX1L	-0.825
PEX11B	1.388625
GABRA1	0.232833333333333
HABP2	0.396
REEP1	-1.16216666666667
FBXO15	0.067
CD68	1.477
WFDC9	0.0565
GHDC	-1.05816666666667
SMARCA1	-0.80475
SPAST	1.82883333333333
PLXND1	-0.26925
MLCK	-0.238
INTS5	0.246166666666667
BSG	-1.16678571428571
PARP8	0.407166666666667
TEAD4	0.409666666666667
ZNF498	-0.332125
TMEM89	-0.249833333333333
DTX4	0.5855
TNRC6B	0.3651875
ARMC2	0.756
FGFBP1	-1.51083333333333
TIMM8A	-0.652833333333333
AJAP1	-2.2142
ZNF608	-0.808
SLC25A42	-0.284625
SYP	-0.423333333333333
MMP11	2.39766666666667
USP40	0.1359
C3orf62	-0.866833333333333
MYO1E	0.9407
LRFN4	0.52875
XCL1	1.3295
GPR155	0.421625
VPS29	0.590625
CARHSP1	-0.84675
ARHGAP20	-0.289333333333333
GREM2	-0.881357142857143
CCDC102B	2.08325
ZNF577	-0.404
HDDC2	0.4955
SHC2	-1.5309
NCOA5	0.587666666666667
INPPL1	-1.452
CHGB	-2.4774
IHH	0.187
DDEF2	0.218166666666667
DIAPH3	-1.95447619047619
BUB3	0.641
GGH	1.97722222222222
VPS35	-0.0412
CNN2	0.101333333333333
ASNA1	-0.02275
WDTC1	0.452
AMAC1	0.4565
HAS3	-1.83816666666667
SLC1A6	-1.314
ZNF563	-0.3085
C1S	2.43325
TCF7L1	1.8955
OR10Z1	0.754
ME2	-0.2431
C6orf151	-0.076125
KPNA4	1.2378
GLO1	-0.39025
WDR61	-0.798666666666667
CD302	1.886
SIRT7	1.02116666666667
C11orf59	-0.1195
PKIG	-0.614
PPIL3	-0.01325
CCDC74B	-1.620625
ZNF528	0.01975
EFNA5	-0.067
FCGRT	1.7105
NOL4	4.0542
CCS	-0.91825
LOC374491	-0.653
MFSD7	2.5465
ZNF555	1.4555
LIMS3	-1.62675
TSSC4	0.421166666666667
COL11A2	-0.736
C1orf119	0.847833333333333
BPNT1	-0.172375
CHRNA6	0.2935
C1orf173	0.1236
PLD2	-0.21825
ORC1L	-1.95475
SASH1	1.595625
CDC14B	0.163
RLBP1L1	0.3615
LDLRAP1	-0.9229
NAT8B	-0.161833333333333
HHEX	-2.882
LGALS7	2.14225
PLCH1	1.088875
OR1M1	0.195
PRAMEF16	-0.2625
HECTD1	0.112
C14orf39	0.645
TLN2	-0.8783
HDAC4	-0.751428571428571
SYCP2L	1.2105
GLRA1	-0.2725
RPS6	0.173875
hCG_1757335	-0.379
KLHL1	-0.405
CTNNBIP1	1.36766666666667
SCAND2	-0.4174
HMGN2	-0.913
YAF2	0.6245
BRPF1	0.9045
LIAS	-1.204
CTA-246H3.1	0.43475
SAG	0.26275
C20orf10	0.28925
HNRNPA2B1	-1.14283333333333
GADD45A	-3.00433333333333
MSH4	0.633
TMEM70	0.337
HIST1H2AM	-0.778125
C19orf26	0.107
C1orf50	-0.40275
GNG3	-0.662
FTO	-0.4685
CALCB	-0.112
PPP3R1	-0.28375
C15orf42	-0.707875
CCNJ	1.02075
GNAZ	0.4868
PSD	-0.1795
FAM57A	-0.08825
STIM2	0.1755
DHX8	0.526
MOGAT3	-0.51325
UBE3B	0.545
PLAT	-1.441
C6orf206	0.301
COPE	-0.1154
EIF3A	1.7785
C1QL2	-0.059
IQCE	0.174583333333333
KIAA0182	-2.1975
SLC22A7	-0.1793
PPFIA2	-0.3795
ADAMTS15	0.667
ODZ1	-0.1165
THBS4	0.6455
ARHGAP1	0.112625
B4GALNT3	-0.326166666666667
FCHO1	-1.899
LOC440456	-0.0355
HOXD10	-0.1605
CXCR3	2.73816666666667
CHI3L2	-2.72125
SRPX2	1.37125
ZNF132	0.599166666666667
UBAC2	0.991833333333333
RPL32P3	-0.455
CBWD6	0.1525
ST6GALNAC4	-0.3885
KIAA0391	0.354166666666667
LOC388969	0.5885
KRTAP5-8	0.818166666666667
ZNF786	-0.47275
LYVE1	1.57383333333333
GPR144	0.13275
APOH	-5.29275
TSC22D2	0.0533333333333333
PLCD1	-0.53175
FLG2	0.585
M-RIP	1.5814
NDUFV1	-0.311
POLDIP2	0.1085
RAB3GAP2	0.824666666666667
RPSAP15	1.27175
CLEC7A	0.76325
HSPA14	0.41175
TAAR5	0.491
FAM132A	-1.3035
C2orf43	-1.64725
OR10V1	0.5735
SELPLG	0.6535
C1QTNF6	-0.499333333333333
OPCML	0.2156
DTYMK	-0.0905
ALDH16A1	-0.237375
F13B	-0.9135
MGC16169	0.1125
KIRREL2	-0.922333333333333
C14orf32	-1.01516666666667
SLAIN2	0.1395
HSD3B2	0.081
AMMECR1L	-0.0906
LRRC37B	0.2795
HMG20A	-1.01266666666667
C22orf27	0.9749
FBXL22	0.1785
AP1B1	0.4565
TNKS1BP1	0.33375
CD74	3.82725
HSPA12B	1.6405
PLSCR1	1.07783333333333
SLC35E1	-0.00633333333333334
FEZ1	-2.963
APOD	3.46375
C16orf44	-0.83675
C1orf166	-0.092
KCTD11	-1.101
NELF	-0.46375
SRP54	-0.287666666666667
MGC35361	-0.75225
GPR35	-1.257
NRGN	-1.306625
SIGLEC12	0.0445
SCN1B	-0.64075
IFNW1	0.4215
STAR	-4.97025
HLA-DQA2	4.04533333333333
RNASEH2B	-1.41075
TAAR2	0.5815
VAMP5	0.4315
TUBA1C	-0.671214285714286
PIK3R2	-0.232
ARD1A	-0.4085
EBF2	0.369833333333333
CAMSAP1L1	1.19075
CYP3A43	0.174
AKR1B1	-0.697
KIAA1729	1.510875
KAL1	0.1795
CYBB	1.601
UXS1	-0.09625
LOC338579	0.2595
C11orf45	-0.1605
SHB	0.710625
IKZF4	0.077125
NDUFA1	-0.866875
HSPE1	-0.70625
C1orf215	0.12775
GPR113	0.124
ZNF573	0.815
TBX18	-0.8165
GGTA1	5.69325
PCDHGA8	-0.2855
RPS6KL1	-0.16375
DPP9	-0.32725
SLC43A2	2.076
COPS3	1.02775
PMPCB	-0.202833333333333
HYLS1	-0.013
LSM8	-0.968833333333333
PDE6B	0.734125
C10orf118	1.1258
OR1C1	0.1085
ZNF415	1.36925
OR2F1	0.16275
ZDHHC13	2.396125
FZD8	-1.511
TCEA1	0.3231
SUSD4	0.324875
C22orf24	0.191
TNFRSF14	-1.13325
TRIM28	-0.2005
FGF5	-1.12775
CSPG5	-0.567666666666667
RNF133	0.107333333333333
FKBP15	0.16175
BZW2	-0.89
NSMCE1	-0.27575
PTPRN	-0.45025
TST	-1.564
POP1	0.444
RNF24	0.603166666666667
SFRS4	-0.503375
REPS1	1.4975
CD70	-2.36833333333333
PDXDC1	-0.894625
SRC	0.1225
NTNG1	-1.5455
SETD1B	0.157
TINP1	-0.3925
ZNF606	1.46533333333333
SSR1	1.885
RGNEF	0.526333333333333
NFS1	-0.4165
CENTB5	-1.11483333333333
CRMP1	-1.51683333333333
ADAM18	-0.479333333333333
CCDC87	1.15633333333333
LRRC8B	0.99075
CSNK1G1	0.179666666666667
MAFB	1.83316666666667
C12orf45	-0.17925
C1orf54	1.9405
DPEP1	0.382166666666667
FLJ13137	0.987
C14orf118	-0.508666666666667
ANKRD19	-0.51325
ABCA9	0.7527
TMEM87A	0.2976
BBS5	0.4302
CYP17A1	-0.07275
SCG3	-2.73683333333333
ESCO2	-0.91075
GFER	-0.349333333333333
NRIP2	-0.354
DDX59	-0.187833333333333
RIC8B	0.5204
TNNI1	-0.116
KTELC1	0.467083333333333
GPR85	0.4355
SP3	0.743125
GOSR2	0.528083333333333
DDX1	-0.06725
DSCR9	0.0965
KIAA1984	-1.22125
FLRT3	-1.75425
RNPS1	-0.177785714285714
ZNF772	0.824
SLC25A10	0.620833333333333
ADAMTS3	-0.4169
TBC1D7	-0.38525
PCYOX1L	-0.5655
LOC339745	-0.171375
VPS54	1.14725
PCDHB12	-0.07125
C4orf6	0.33475
CCL5	3.61075
PEX5	0.75325
LENG1	-0.108
LOC51336	-1.76525
FLJ25371	0.067
WDR45L	0.789
SPAG8	0.4025
GUCA1C	-0.0285
LOX	-0.7875
FIZ1	0.912
BAG5	0.08275
BUD13	0.7675
MGC2752	-0.08525
IQSEC3	0.093
TGFBR3	-0.34475
CASP9	-0.643375
PPA2	-0.280875
