Hybridization REF	TCGA-BH-A0BD-01A-11R-A034-07
NDUFS1	-0.65625
UPK1A	-1.1885
ARRDC2	-0.0005
C18orf20	0.0485
AES	0.2605
CD2BP2	0.381333333333333
C16orf54	0.4085
UGT2B17	-3.38225
FGFR1	-0.341363636363636
CEACAM6	-1.1947
CHRM5	0.27375
CERK	-0.54475
AP3S2	0.317214285714286
ANKS4B	-1.97075
CLCNKA	0.387
ZNF208	-0.635833333333333
HLA-DRB5	4.796
CARKL	0.32875
GOT1	-0.299833333333333
CASP6	1.137
HOXA1	-0.7845
RCL1	-0.465
ZNF181	0.521833333333333
RAB40B	0.5535
MRPL38	-0.210875
LRRN2	4.32625
C3orf25	0.6605
OR5D14	0.644
OR10AG1	-0.297
BET1L	0.4337
FRY	4.3855
AK3L1	-1.125
CSF3R	2.56416666666667
POLR3K	-0.776
ATG2B	0.604666666666667
EPS8	0.206333333333333
DARS	-0.296875
C10orf56	0.0553333333333333
DAD1	0.411
RIOK1	-0.667166666666667
HERC2	-0.40525
HSD11B2	0.934333333333333
FAM96B	-0.3775
MGC13057	-1.659625
BSN	-0.13575
CAND1	-0.0123333333333333
HCST	2.12725
ACTR10	0.139333333333333
OR8D4	-0.002
NASP	-1.4061
COL9A2	-0.0785
LYZL1	0.998
GPC5	-2.7215
TBL3	-0.819833333333333
CENTD2	2.082
OR5AP2	-0.1215
TLR1	3.1185
LMO6	-0.42
ZIC2	-4.382375
CPNE5	1.19725
ZMYND15	1.54175
FLJ22374	0.23
CCDC106	0.814
PARP16	-0.06725
PDIA3	1.141
C14orf126	-0.43375
CECR2	-1.462
SFRS1	-0.515285714285714
FIGLA	0.2755
DCP1A	0.000333333333333334
MGC45800	-1.8996
TEKT1	0.0988333333333333
C10orf67	2.7475
CLN5	1.338875
NTN2L	0.263
GLE1L	0.00375
CES2	-0.165
GNAS	0.241
DDX53	-0.707
TSPAN13	2.2505
MRPL52	-0.7742
SPIRE2	-0.513375
TAS2R39	0.39725
SCUBE3	2.021
UCRC	0.2881
CDKL3	0.076
KIAA1715	-0.3149
ZNF345	0.6455
RTF1	0.137
DHRS7	1.35325
RIPK4	-2.70883333333333
EXOSC2	-1.12483333333333
MS4A2	4.4125
FGF17	1.20975
WDR59	-0.73325
EVI2A	-0.90075
IL17RC	0.9095
HS3ST1	3.195
ITGB1BP2	-1.8455
RBPJ	-0.800833333333333
GIMAP1	3.7635
INE1	-0.973166666666667
ALDH18A1	0.59525
TPI1	-1.272625
GATA6	0.10725
CABP1	-0.838166666666667
ZNF484	0.6325
DAPK3	0.5295
GJB1	-2.63925
PIN1	-0.39675
SLC6A15	-3.76175
CNO	-0.14075
RIN2	3.119125
FRRS1	-0.3845
CYorf15B	-4.3405
DMRT3	1.431875
ATAD1	0.120625
OTUD4	-0.135333333333333
ATOH8	-1.68725
ZSCAN16	1.117
ASCC1	0.05025
OTUD3	0.19575
MGC33212	0.8515
YME1L1	0.126125
RP11-218C14.6	0.17825
PCBP4	0.6745
TNFRSF10A	1.35725
CDH10	-5.12366666666667
KL	2.04725
SCP2	0.535083333333333
C9orf119	-0.097
SON	-0.126666666666667
MAFK	-0.291
SBNO2	0.126
SLC6A6	0.176583333333333
SC4MOL	0.06625
FAM35B	0.48525
PPP1R9A	1.63675
PDZRN3	0.559625
CXorf20	0.07
C6orf126	3.04675
AVEN	-0.2325
FLJ21075	-1.716
C14orf132	-0.0025
PCK2	0.096
GUCY2C	-0.1605
BARX2	-1.0525
PEX11G	1.1075
DAO	-0.744333333333333
C10orf49	0.374
EDNRA	2.5975
PPP2R5A	1.7516
DDX39	-0.561333333333333
SERF1A	0.10975
ASCIZ	0.2822
FNDC8	0.34225
PTMS	0.2445
PHF7	0.803
PIP4K2B	0.08675
HHLA2	0.35025
BDH2	0.9769
APOBEC2	-0.77075
PENK	-0.7255
SMAD9	-1.3695
MT3	0.7025
RGL1	-0.057875
ATG10	-0.760125
DLGAP4	0.307333333333333
APPBP2	-0.526857142857143
BACE2	-0.233428571428571
LOC339344	0.523
ZNF395	0.710375
HIST1H2BL	-0.30175
ZNF467	1.11425
SLC25A21	-1.327
PALM2	-0.182833333333333
NSUN5C	-1.0425
IL5	0.002
CLSTN2	4.5225
ANXA8L2	-1.17525
PTGES	2.801875
GDAP1L1	-1.919
OPRK1	-1.292
WDR20	0.369833333333333
C12orf4	0.1185
NUP88	-0.14275
XRCC6BP1	-0.771833333333333
FCGBP	0.537642857142857
LEMD2	-0.1475
NOMO1	-0.13525
C10orf79	1.741375
ZNF79	0.7082
OCRL	0.3236
HSPA8	-0.0449583333333333
DIDO1	-0.544
PLA2R1	1.89075
COG3	0.2745
NGDN	-0.56475
CBFA2T2	-0.0805
PNOC	-0.696
PRRG1	-0.222166666666667
AGGF1	-0.185214285714286
DPF2	-0.03825
YIPF7	-0.163
TRPV5	0.42125
ZNF322B	0.64525
MED12	-0.1075
CARS	-0.236833333333333
ABCC11	2.76683333333333
C9orf25	0.094
MYH1	0.518
FRYL	0.260083333333333
AGTRAP	0.5175
MMP27	2.169
ZNF432	-0.304
OR8D1	-0.0545
OR13D1	0.4295
VWA1	1.966
STON1	0.1295
IL5RA	-0.05625
PERP	-0.4627
C10orf107	1.65883333333333
TNFSF12	2.79375
FN1	-0.0249166666666667
MTR	0.0453333333333333
PHLPPL	-0.176833333333333
ZNF425	1.0395
DHFR	-1.43894444444444
PPP1R12A	-0.171125
RSPO2	-2.1235
ZNF7	0.06725
ZNF583	0.55875
TPMT	-0.480833333333333
GPR132	1.33675
OR2T12	-0.3745
SERTAD2	-0.0987
ATP1A1	1.4188
FRMPD3	1.06625
ZNF672	1.2005
PLXNB3	0.222
EML5	-0.077
FAIM3	1.154
UBQLN2	0.4045
SORCS2	1.19425
PRIM2	-1.436
ACVR2A	0.0185
YWHAZ	0.619
PGM2L1	0.333375
GNAO1	0.156928571428571
RPL10	-0.2625
RPS6KA6	0.501
PFKL	-1.137
SH3D19	0.611375
AURKB	-1.64333333333333
ZC3H6	1.09025
DISC1	-0.240166666666667
FLJ39660	-2.433
TMEM25	1.358625
OSBPL10	-0.483
CLTCL1	-1.50483333333333
ALG6	-0.20425
CATSPER4	0.0855
LRTM1	-0.247
RRAD	2.64716666666667
TIPIN	-1.32325
CARD14	0.304
RBM9	0.229833333333333
RASSF4	0.88475
SLC25A18	2.10033333333333
C6orf58	-0.8705
IGHD	0.433
PLA2G6	-0.295
TPT1	1.09
SEC63	0.3495
CCDC113	0.5576
TDRD10	0.25925
KIAA1666	1.8895
TOR1AIP1	1.4265
SYTL4	1.06766666666667
SPRR2F	-1.369
CEBPD	3.7835
SNTG2	-0.92225
C20orf77	-0.189166666666667
TAS2R49	-0.742
C6orf173	-1.45283333333333
SVEP1	0.4683
PXN	-0.536928571428571
VIL2	0.576
C5orf21	0.716166666666667
DIXDC1	0.223625
GANAB	-1.106
PDSS1	-1.37725
NGFR	0.020875
ATP8B4	1.2505
BMP8A	0.864
CCDC132	-0.443083333333333
GNRH1	-0.7615
OR10T2	0.12325
PDGFD	3.32866666666667
OR6W1P	0.158
HARS	-0.408
KRT77	0.0695
AQP8	-0.0435
ITGB1	0.4496
ZNF254	-0.5571
PAX1	0.142
PSMC4	-0.2472
ANKRD22	4.71725
PSMD8	0.102666666666667
HTR1E	-0.602666666666667
SOX10	-2.2424
OR5B2	0.79
RABGEF1	-0.885928571428572
MAP1LC3B	-0.09525
CYB5R4	0.6725
AGXT2L1	-2.68225
FLJ41603	1.52983333333333
TRAPPC2	0.3785
FNTB	0.1622
FLJ14107	-0.621333333333333
AURKAIP1	0.07975
DSE	1.75225
NFKBIZ	-1.38783333333333
OSBPL3	-0.815833333333333
LOC130576	2.35175
SLC39A9	0.85
LOC137886	0.543416666666667
RHCE	-2.599
ATG7	0.529166666666667
FAM82A	1.12366666666667
FBN3	0.282
MCFD2	-0.868166666666667
CASP14	-0.0445
EPS15	0.720666666666667
SFRS2B	1.84733333333333
C19orf47	0.0205
PLAC9	1.235
GPR23	-0.699
BTNL3	0.4355
RGS8	-0.1425
GNS	0.648625
ENO2	-1.16633333333333
CBX1	0.1744
PEX26	0.299
LRP5	-1.097
ADAMTSL4	-1.43416666666667
ARR3	-0.142
MAP1A	-0.07875
CD2	4.815
NAV2	0.5151875
TMEM69	-0.77675
ATXN7	-0.622833333333333
CHN2	1.69583333333333
ZNF781	-1.29016666666667
HAS2	-3.1275
KIAA0241	-0.566333333333333
BIC	1.8055
MOBKL2A	-0.07225
CYP2C9	0.9505
CNOT7	0.592642857142857
SFRS10	-0.04425
CST11	0.24575
FLJ37543	-0.0015
NKAP	-0.74425
RUNX1T1	3.146
EAF1	0.0272
IL4I1	3.36275
LRRC61	0.0988333333333333
PSIP1	-0.981666666666667
SPRR4	-0.215
ZFP90	0.769666666666667
AP2B1	-0.690538461538462
SLC30A7	0.30475
C7orf28A	0.178833333333333
S100B	-0.9825
BMP2	-2.0275
ESR1	2.88883333333333
ZFPL1	-0.401
ARHGAP12	0.269
LRRC19	0.138166666666667
ZNF767	-1.40566666666667
NACA	0.00949999999999999
OLIG1	-2.786875
PRF1	1.989
LST1	2.81933333333333
SPATA9	0.578166666666667
CNFN	1.56
CDK4	-0.6453
TCF15	-1.00716666666667
PARC	0.08725
PPM2C	2.11775
LOC283345	-0.000999999999999999
FAM107B	0.79
DMXL1	-0.2465
RBM3	0.92475
HTR5A	-1.60416666666667
SCFD1	-0.170166666666667
EPHB3	2.875125
ROPN1L	-0.939
RAMP3	0.8985
TSPYL5	2.64072727272727
GAP43	-2.6625
PAPD4	-0.161125
PDE3A	-1.88375
TNFRSF10C	2.3905
JMJD5	-0.293
RASGEF1A	1.8224
C16orf65	-0.384833333333333
HIPK3	1.03466666666667
XYLT2	0.30025
XPOT	-1.5345
GAL3ST1	-2.278
DHCR7	1.989
AMIGO3	0.115166666666667
FGFR4	-2.36866666666667
CRAT	-0.240125
PPP1R14D	0.193
TRIM14	0.7528
TMPRSS11D	0.001
SLC7A11	-1.24564285714286
OR10H2	0.47125
PPM1E	-1.8545
DOCK4	0.163125
FAM127A	0.06175
ENOPH1	-0.36025
SLC5A3	-0.2868
ZNF530	0.1648
NTS	-6.438
FRMD4A	0.418875
BCL11B	-2.31566666666667
PRM1	-0.3245
UQCC	-0.66
S100A16	1.8005
PLS3	-0.24775
WWOX	0.0766428571428571
CCDC23	0.732
GTSE1	-1.1385
GP2	2.2325
FLJ32549	0.1965
CHIT1	3.411
KLF9	0.029125
RPS24	0.2323
MIA	-1.80175
FIGN	-1.59325
PYROXD1	-0.208875
PCSK2	-0.513625
MRPL9	0.8985
RPL24	-0.045375
C12orf32	-0.741625
HIST1H2BE	-0.4475
RGS18	3.40375
LFNG	1.03275
RAB4B	-0.2103
FBXO25	1.71066666666667
TSPAN31	0.835166666666667
ARL8A	1.304
C10orf83	-0.6408
OR51B6	0.398
CNKSR2	-0.04975
C1orf156	1.4245
IBSP	0.7335
GFRA2	0.479
ALKBH7	1.0138
NEK10	2.3345
VN1R3	-0.237
LOC91948	-0.252
CPZ	0.1115
IHPK3	3.9545
COL8A1	0.91775
RBPJL	-0.0535
OR10A4	0.10425
CASP8AP2	-0.811
MMP12	2.2675
OR8B12	0.307
CDCA5	-2.441
LIX1L	-1.17425
PEX11B	1.733875
GABRA1	0.044
HABP2	0.4055
REEP1	0.265
FBXO15	1.837
CD68	1.5205
WFDC9	0.8435
GHDC	0.712666666666667
SMARCA1	-2.123
SPAST	-0.04
PLXND1	-0.101833333333333
MLCK	-0.4435
INTS5	-0.4005
BSG	-0.366785714285714
PARP8	0.5425
TEAD4	-0.613333333333333
ZNF498	-0.648375
TMEM89	-0.623
DTX4	0.97925
TNRC6B	0.7578125
ARMC2	-0.997875
FGFBP1	-3.58816666666667
TIMM8A	-1.45866666666667
AJAP1	-1.499
ZNF608	0.649
SLC25A42	-0.669125
SYP	-0.130333333333333
MMP11	3.44583333333333
USP40	0.4619
C3orf62	0.0853333333333333
MYO1E	-0.4179
LRFN4	-0.9635
XCL1	1.08216666666667
GPR155	0.4525
VPS29	0.353625
CARHSP1	-0.777
ARHGAP20	0.651833333333333
GREM2	-1.13421428571429
CCDC102B	2.47625
ZNF577	-1.08933333333333
HDDC2	-0.979375
SHC2	1.1181
NCOA5	0.627333333333333
INPPL1	-1.7425
CHGB	-2.544
IHH	-0.0925
DDEF2	-0.38275
DIAPH3	-1.06595238095238
BUB3	0.167083333333333
GGH	-1.29688888888889
VPS35	0.3261
CNN2	-0.0626666666666667
ASNA1	-0.32075
WDTC1	0.415
AMAC1	0.4325
HAS3	-0.180333333333333
SLC1A6	-2.20983333333333
ZNF563	-1.0245
C1S	3.78875
TCF7L1	0.68225
OR10Z1	0.2045
ME2	-0.4744
C6orf151	-0.0375
KPNA4	0.3701
GLO1	-0.22325
WDR61	-0.135833333333333
CD302	1.51475
SIRT7	-0.632666666666667
C11orf59	0.000249999999999999
PKIG	-0.09425
PPIL3	-0.18325
CCDC74B	2.062375
ZNF528	-0.25225
EFNA5	1.671
FCGRT	2.3395
NOL4	-0.174444444444444
CCS	-0.154
LOC374491	-0.93075
MFSD7	3.137
ZNF555	0.09725
LIMS3	-0.43475
TSSC4	0.350833333333333
COL11A2	-1.5545
C1orf119	0.239
BPNT1	0.071
CHRNA6	2.061
C1orf173	1.699
PLD2	0.843
ORC1L	-2.57725
SASH1	-0.0745
CDC14B	-1.011875
RLBP1L1	0.087
LDLRAP1	0.0555
NAT8B	-0.007
HHEX	-2.616
LGALS7	2.33
PLCH1	-1.565625
OR1M1	0.26
PRAMEF16	-0.56275
HECTD1	-0.286
C14orf39	-0.4445
TLN2	-0.00500000000000001
HDAC4	-1.26264285714286
SYCP2L	-3.615
GLRA1	1.324
RPS6	0.0705
hCG_1757335	0.2185
KLHL1	-0.781
CTNNBIP1	0.597
SCAND2	-0.6523
HMGN2	0.8515
YAF2	0.35575
BRPF1	-0.19425
LIAS	-1.28625
CTA-246H3.1	-1.723
SAG	0.25975
C20orf10	0.52425
HNRNPA2B1	-0.8085
GADD45A	0.635666666666667
MSH4	-0.416
TMEM70	0.70475
HIST1H2AM	0.0695
C19orf26	0.102
C1orf50	-0.01325
GNG3	0.587
FTO	1.0055
CALCB	-0.801
PPP3R1	-0.98725
C15orf42	-1.790875
CCNJ	-0.56825
GNAZ	0.7176
PSD	-0.277333333333333
FAM57A	-0.26825
STIM2	0.521
DHX8	0.2365
MOGAT3	-0.78725
UBE3B	0.532666666666667
PLAT	0.664166666666667
C6orf206	2.105
COPE	-0.2975
EIF3A	0.61825
C1QL2	-0.3225
IQCE	0.417
KIAA0182	-0.02975
SLC22A7	-0.1204
PPFIA2	0.0865
ADAMTS15	0.6445
ODZ1	-0.9105
THBS4	3.22883333333333
ARHGAP1	1.254625
B4GALNT3	0.732
FCHO1	0.3765
LOC440456	0.05675
HOXD10	1.07866666666667
CXCR3	2.73983333333333
CHI3L2	1.53725
SRPX2	2.057
ZNF132	1.708
UBAC2	0.0236666666666667
RPL32P3	-0.334
CBWD6	0.3035
ST6GALNAC4	-0.0435
KIAA0391	0.266166666666667
LOC388969	-0.02025
KRTAP5-8	0.3705
ZNF786	0.3575
LYVE1	2.6965
GPR144	0.4735
APOH	-5.587625
TSC22D2	0.480333333333333
PLCD1	0.1595
FLG2	0.0845
M-RIP	0.2268
NDUFV1	-1.5295
POLDIP2	-0.331333333333333
RAB3GAP2	1.377
RPSAP15	-0.7135
CLEC7A	1.535875
HSPA14	-0.1625
TAAR5	0.269
FAM132A	-0.64725
C2orf43	0.15075
OR10V1	0.6665
SELPLG	0.8745
C1QTNF6	0.0603333333333333
OPCML	0.6313
DTYMK	-0.438
ALDH16A1	-0.025
F13B	-2.03
MGC16169	0.73475
KIRREL2	0.292833333333333
C14orf32	0.126333333333333
SLAIN2	0.5793
HSD3B2	-0.2335
AMMECR1L	0.1016
LRRC37B	-0.711
HMG20A	-0.466833333333333
C22orf27	0.412
FBXL22	0.555
AP1B1	0.534
TNKS1BP1	0.5385
CD74	4.12475
HSPA12B	2.10633333333333
PLSCR1	1.44883333333333
SLC35E1	-0.596833333333333
FEZ1	-2.103
APOD	3.064
C16orf44	0.479
C1orf166	0.3405
KCTD11	0.237
NELF	-1.2775
SRP54	-0.173333333333333
MGC35361	0.167
GPR35	-1.5415
NRGN	-0.933
SIGLEC12	-0.0875
SCN1B	-0.14075
IFNW1	-0.2235
STAR	-4.64825
HLA-DQA2	4.16683333333333
RNASEH2B	-0.356
TAAR2	0.1735
VAMP5	0.635666666666667
TUBA1C	-0.1775
PIK3R2	-0.583125
ARD1A	-0.551833333333333
EBF2	0.783666666666667
CAMSAP1L1	0.57575
CYP3A43	0.26375
AKR1B1	-1.87875
KIAA1729	-0.166625
KAL1	0.4204
CYBB	1.815375
UXS1	-0.125
LOC338579	-0.314666666666667
C11orf45	1.3575
SHB	0.417875
IKZF4	0.112625
NDUFA1	-0.064
HSPE1	-0.8025
C1orf215	0.05325
GPR113	-0.133
ZNF573	0.258
TBX18	0.417
GGTA1	6.42525
PCDHGA8	0.232
RPS6KL1	-0.14025
DPP9	0.066
SLC43A2	0.6565
COPS3	-0.20925
PMPCB	-0.368333333333333
HYLS1	-0.7575
LSM8	-0.948833333333333
PDE6B	2.4225
C10orf118	1.3719
OR1C1	0.355
ZNF415	0.40675
OR2F1	-0.025
ZDHHC13	1.139625
FZD8	-1.1652
TCEA1	0.388
SUSD4	3.89525
C22orf24	0.0535
TNFRSF14	0.1335
TRIM28	-0.477
FGF5	-2.43442857142857
CSPG5	-0.1305
RNF133	0.446
FKBP15	0.3365
BZW2	-1.0195
NSMCE1	0.3565
PTPRN	-0.9865
TST	1.225625
POP1	-0.9365
RNF24	-0.7725
SFRS4	-0.215
REPS1	-0.622
CD70	-2.46633333333333
PDXDC1	-0.00812500000000005
SRC	-0.2181
NTNG1	-2.31283333333333
SETD1B	0.11675
TINP1	0.2361
ZNF606	0.748333333333333
SSR1	0.6005625
RGNEF	0.4235
NFS1	-0.627333333333333
CENTB5	-0.748916666666667
CRMP1	-1.48
ADAM18	0.587
CCDC87	2.346
LRRC8B	0.01425
CSNK1G1	0.0855833333333333
MAFB	3.04633333333333
C12orf45	-0.4025
C1orf54	2.35825
DPEP1	0.0055
FLJ13137	2.1245
C14orf118	0.0938333333333334
ANKRD19	0.37475
ABCA9	2.419
TMEM87A	0.4913
BBS5	0.4311
CYP17A1	-0.149625
SCG3	-3.98566666666667
ESCO2	0.2595
GFER	0.235166666666667
NRIP2	0.073
DDX59	1.1155
RIC8B	-0.04
TNNI1	-0.5535
KTELC1	0.509833333333333
GPR85	0.687666666666667
SP3	1.02525
GOSR2	0.292
DDX1	-0.1865
DSCR9	-1.314
KIAA1984	-1.292375
FLRT3	1.42475
RNPS1	-0.964428571428572
ZNF772	1.0845
SLC25A10	-0.589
ADAMTS3	-0.8895
TBC1D7	-1.64525
PCYOX1L	-0.399
LOC339745	1.4575
VPS54	-0.402625
PCDHB12	0.592125
C4orf6	-0.807
CCL5	3.5385
PEX5	-0.543875
LENG1	0.143
LOC51336	-2.243
FLJ25371	0.1555
WDR45L	-0.5775
SPAG8	0.372666666666667
GUCA1C	0.559
LOX	-1.51183333333333
FIZ1	0.2515
BAG5	0.215666666666667
BUD13	-0.6675
MGC2752	0.072125
IQSEC3	0.555125
TGFBR3	2.33075
CASP9	-1.0435
PPA2	0.202375
MED24	-0.177875
MAP3K7	-0.15
SRPR	-0.60725
C17orf81	-1.042
RIPPLY1	0.1245
EID2	-0.0465
AKR1C1	-1.34716666666667
IMMP2L	0.097875
SPSB4	0.334
BAG4	0.1105
ZNF32	1.4375
KLHL34	1.37675
BRD2	-0.128
IL32	1.26116666666667
FAM53B	0.4785
SLC7A1	-0.678625
KAAG1	-0.0995
CCDC54	0.1422
PRKCQ	-1.67025
TIRAP	0.0765
SPSB1	1.52916666666667
USP36	0.067
FLJ32569	-0.134
LYZ	0.32675
TMEM186	-0.862166666666667
TPM2	-0.302333333333333
C9orf100	-0.682
PPP1R11	0.2556
OLFML3	2.9673
ELAVL1	-0.0704166666666667
DNAJC17	0.563333333333333
ABCA2	-0.2275
BNIP3L	0.3225
ATP10D	1.913
GALNT8	-0.826333333333333
PRKCH	0.98
USP12	-0.15525
STXBP1	-2.2811
LSM2	-0.684333333333333
ANKRD30A	-0.994
LAP3	0.88
C9orf40	-1.38183333333333
KATNAL2	-0.0486666666666667
RG9MTD2	0.207
PNPLA7	0.74225
IDH1	-0.202
C1orf57	1.424
XRCC5	0.0313
TBRG4	-1.24425
DCDC5	1.677
POU5F1	-4.5885
RAB1A	1.0105
KRTAP15-1	0.5845
INHA	0.0196666666666667
WDR90	-0.473
MLL2	0.0933333333333333
FAM104B	0.50575
SF3B14	-0.24675
STX1B	-0.603
SNX12	0.1305
KMO	1.92233333333333
FAM100B	0.1335
CDRT15	1.698
RAB9A	-0.205666666666667
RUFY3	0.195875
UBE2U	-0.168333333333333
NFKB1	1.7067
FBXO38	0.095625
VRK3	0.3385
TUBB8	-0.251
IFNA6	0.538
AYTL1	-0.3335
RBP3	0.0328333333333334
MUC13	1.1435
C8orf30A	-0.101
MFAP1	-0.3945
NHLH1	0.2985
CXorf34	-0.5965
SP8	-4.552
RNF151	0.221333333333333
TDRD7	0.7785
KCND2	3.684
FKBP9L	0.173166666666667
C17orf44	2.47425
TIMM17B	-0.7765
WIPF1	0.6207
SNX15	-0.6701
IGF2R	-0.5107
SBSN	-1.2145
RBM15B	0.162
AGBL5	-0.288833333333333
APEX2	-0.0895
C17orf39	-1.2695
UBE3A	0.1919
SPANXC	-2.913
TGFB1I1	-0.0685
RBM13	-0.49275
TOP2B	-0.044
NPVF	-0.362
RIMS4	-0.49625
RAD54L2	-0.165166666666667
RSPO3	4.39516666666667
C2orf47	-0.32
TSPAN4	0.22575
DNAL1	0.3765
DKFZp761E198	-0.48225
NLE1	-1.16775
TPST1	0.03125
SREBF1	1.35125
CLEC12B	-0.588
FUK	0.8455
IL21	-0.2155
LTK	0.998
DKKL1	0.749
EPAS1	0.92925
UBTF	0.1895
HIST2H2AB	0.41125
TMPRSS12	0.319625
KIAA0427	-0.0626666666666667
CYP8B1	-0.832833333333333
FPRL2	4.54975
LOC402573	-0.639
HSDL2	0.0286666666666667
SEMA6B	0.656333333333333
AKR1A1	0.664285714285714
CLTB	0.3925
NXT2	0.1465
HSPB7	0.239
MLLT11	-1.019
OLFM3	0.231833333333333
SEC61B	0.603333333333333
GPR139	-0.6585
RRP15	0.61225
OR3A2	-0.3585
RSL1D1	-0.4465625
P2RX7	-0.130333333333333
PSME2	0.4285
ADNP2	-0.0365
RBM25	0.199166666666667
IFITM1	2.60425
POLR2E	-0.46075
ZNF643	-1.761
ZBTB25	-1.01966666666667
SPTBN4	0.93175
FBXO28	0.712
CLEC10A	2.4285
EPHA8	0.10875
BEST4	-0.165
GAS6	0.920333333333333
TSHR	-0.74975
TMTC1	1.43013636363636
GSTM2	-1.41883333333333
ETV1	-1.624875
ADAM11	-1.438
ERGIC2	0.000333333333333345
ATP6V0E2	0.207833333333333
HGFAC	-2.4525
CTTNBP2NL	0.245
FLJ20628	-0.41475
MTCH2	-0.041
BACH2	-0.650333333333333
AUTS2	2.44783333333333
FSD1L	0.02925
RPRM	-3.10583333333333
PPP2R3A	0.598666666666667
BAT2	-1.037875
LPHN2	-0.466333333333333
MGC71993	0.516666666666667
PPARGC1B	-0.3705
CENPT	-1.13125
RNF123	-0.117
COL27A1	-0.7902
ZP2	0.0055
C2orf21	0.3295
CCDC78	-1.91125
MCM8	-1.8225
PHLDB2	-0.06575
PLAUR	-0.057625
HDPY-30	0.02175
BMP5	-2.48475
MUM1	0.100375
FAM62C	-1.3455
MID2	1.3865
SYT16	-0.41
ISG20L1	-1.1718
C2orf40	3.708
SRRM2	-0.280642857142857
FCRL1	0.332375
C1orf90	1.15833333333333
MEP1B	0.0825
PCSK7	0.0306
PBX2	-0.254
CENTB1	-0.187
GLT6D1	0.726
HGS	-0.140916666666667
WDR51B	-0.061
KCNJ8	1.26125
NOL10	-0.184625
EDEM3	2.147375
TCOF1	-1.40266666666667
SLC16A1	-3.26983333333333
SF3B3	-0.767875
NUDT21	-0.52175
ZNF235	0.1465
KIAA0644	3.00925
ERC1	0.41025
NKIRAS2	-0.280666666666667
TRMT5	0.57175
PPP1R7	0.31125
C14orf177	0.702
HTRA4	1.805
FAM139A	0.063
C16orf30	4.4335
C10orf32	1.041875
VCX2	-4.785
MGC27016	-0.161666666666667
LARP5	0.214666666666667
THNSL2	2.36216666666667
TRADD	0.807666666666667
C1QTNF1	1.040625
C1orf43	1.3028
AS3MT	-0.056
SCARF1	2.06575
PHF23	0.094
B3GNT2	1.092
FNBP1	-0.70325
ZNF780A	-0.206
MAGEB2	-3.494
FANCG	-0.6235
EYA2	0.887833333333333
ZNF471	1.22775
C14orf153	-0.2305
BCL2L14	1.40425
EFS	1.78083333333333
CKAP4	0.632
ZNF224	-0.1739
ZNF652	-0.91125
TMEM4	0.015125
SCN3B	0.969
OAT	1.62925
DRD1	0.4405
IQGAP2	-0.795
CDYL	-0.229666666666667
PFN3	1.253
ANKS1A	-0.396
COBLL1	0.347666666666667
C2orf55	2.27283333333333
PRCP	1.878
TMEM130	0.2885
SPINK1	-2.37125
NDUFB1	0.5935
DIO3	2.111
PRTG	-3.02316666666667
PVRL1	0.204625
CNTD2	0.3385
MYL4	-2.86316666666667
SLC17A1	0.42425
RGMB	0.3159
TAF5L	0.005
FAM27E1	-3.18125
CCDC59	-0.838
MED20	-0.0256666666666667
CHMP4A	0.491
FBXL12	-0.523333333333333
TOMM20	0.893875
ZNF364	1.3025
COL22A1	1.2975
C13orf8	-0.22525
TBC1D14	-0.0022857142857143
MRPS35	0.112625
LOC51057	0.382
MSC	0.808666666666667
CILP	5.04233333333333
ATXN7L2	-0.5935
BTLA	2.50533333333333
SEC23B	0.322375
RDH13	-0.77825
C17orf63	-0.317166666666667
TIA1	-0.609166666666667
RHOXF1	0.872
SPAR	0.567
SPTLC1	0.118375
HMGB3	1.07338461538462
TOPBP1	-0.795833333333333
NAT8	-1.07025
KLF11	0.67525
HOMER3	0.649
KCNAB3	-1.09775
C9orf85	-0.7275
HCG3	0.402875
MGC34821	0.608
PHLDA3	1.45825
ODF3	0.465666666666667
KLHDC4	-0.071
GABARAP	0.634
AGR3	4.9555
EXOC5	0.258875
AADACL2	-0.0945
LOC91893	-0.4685
RPL36A	-0.44
SLCO1B3	-2.41675
PTPDC1	-0.506
DUSP7	0.0485
NRP1	0.685642857142857
VSTM2L	-0.1375
PLEK	2.69475
NLRP3	2.47
TUSC5	0.82575
GPR3	0.107833333333333
RAB8B	0.38275
UBE2E3	-2.1285
RC3H1	2.2275
MED29	0.815916666666667
CCDC50	-0.661375
C20orf111	-0.230833333333333
PRDX6	-0.00775
TETRAN	0.49425
BCAN	0.0563333333333333
SMPD4	-0.7019375
AKAP7	-0.6785
ZNF500	-0.746666666666667
FGF11	-0.258333333333333
FLJ11151	-0.039
FARSB	-0.579666666666667
MARCH10	0.63825
ACYP2	0.347375
HTATIP	-0.404
CLDN4	1.197625
GRM8	0.353
SLC22A18	0.68075
RNF141	1.06541666666667
GRK6	-0.243
VPS26A	0.7135
PIGZ	-1.15825
LYSMD4	-0.99975
CRLS1	-1.004
KIAA0562	0.1695
WFDC5	0.103
TTTY12	1.264
MGC16824	-0.411375
FLJ25476	0.324833333333333
WDR8	0.00666666666666666
SEPT5	-0.069
PROK2	-2.05266666666667
RPGRIP1	2.4385
MTHFR	0.577454545454545
NEURL2	-0.827
TRIM60	0.558
DACH1	6.029875
PLK3	0.42975
UBE2F	0.0465
ATP5I	0.48575
TMEM28	-1.29075
MRPS34	-0.2535
