Hybridization REF	TCGA-AO-A03N-01B-11R-A10J-07
BCL2L13	-0.174583333333333
JAZF1	0.312166666666667
TMEM63B	2.5575
S100A8	1.2993
ARFIP2	0.10175
UROS	-0.3155
KHDRBS2	-0.5705
POLQ	-1.563
SOAT1	-1.166
SPAG4	-0.734
MRPS30	-2.12066666666667
LOC494141	-1.22275
OR2T11	0.035
ORAOV1	-0.6097
ZNF184	-0.544
TCEB3B	0.0908333333333333
ADAM21	0.0595
GDPD1	0.19
SPINLW1	0.452
PRR14	1.22316666666667
KCTD9	-0.9186
NUDT3	1.54575
KIAA1822	1.3089
HIST1H4K	-0.2975
DFNA5	-2.67375
GABPA	-0.1555
C14orf44	0.70625
POLB	-0.0726249999999999
PTAR1	-1.00875
SEC31A	1.6519
TRIM58	-0.52925
TAS2R14	-0.522
VPS8	-0.727
H1F0	2.51316666666667
PRKCB1	-4.10716666666667
UGT2A1	0.542
TOR1B	0.1275
LSS	-1.77075
C2orf19	0.455
HNRNPC	0.382071428571429
TMEM100	-1.97183333333333
LOC116349	0.09025
OR51M1	0.9285
CCDC142	0.01625
ISG15	1.429125
ZCCHC14	0.3945
CREBL2	0.720875
TGDS	-1.979
DC2	-0.96425
CACNA2D3	0.338285714285714
ZNF429	-0.341375
LYPD6	-1.8875
SUCLG1	-1.20083333333333
OR51I1	0.0245
MAGEH1	1.60875
PRPF40A	0.7555
SMR3A	0.7315
SPINK2	2.47075
THAP2	-0.08125
NPY5R	0.525
IRF4	-2.64025
SPESP1	0.8995
OR10S1	-0.1115
DTD1	-0.95975
TUBE1	-2.0835
DDX19A	-0.5255
PDPN	-0.502625
TMEM34	0.0545
MGAM	0.17
COL3A1	5.89405555555556
GFM2	-0.5682
OR5A2	-0.036
PSG9	-0.073
ARHGEF11	0.2785
IVNS1ABP	-1.020375
SIGIRR	1.37225
DUSP19	0.034875
DNAJC14	0.4027
ACSS1	0.710125
IL1RAPL2	0.172
C4orf30	-1.0215
SEPT4	2.24425
LANCL3	-1.1545
SPAG17	1.62333333333333
PRDX3	-0.7455
HNF1A	-0.11725
P4HA2	-0.2685
RFWD3	-0.361833333333333
MOV10	0.32325
DNAJA5	0.085
LOC729440	0.42925
LOC200383	0.7155
SMC2	-2.15275
MIXL1	-0.529
TMEM9	-0.825
FAM86A	2.288
ZNF174	0.7125
MYH14	-0.1485
CCR8	0.155
VPS37C	1.43133333333333
GPATCH1	1.3325
B3GNT8	3.5335
TBX4	0.00725
CNR2	0.427833333333333
PCDH1	1.321
C5orf29	1.081875
OCIAD2	0.559
PLCG2	-0.16
KIAA0247	1.399625
HRH3	-0.2335
CAPN13	2.852375
CCR1	-0.5267
MGC15523	0.119333333333333
UVRAG	1.22033333333333
DNAJA2	0.948333333333333
ITGA2B	-0.441
CLDN5	3.870125
PTPRN2	-0.424785714285714
ZNF512	-0.813166666666667
PSAP	-0.378142857142857
CCDC140	-0.194
LRRC55	-0.3515
CYP26C1	0.084
C8orf47	4.56425
LYN	-0.406375
DUSP6	1.33266666666667
TGFB3	3.19593333333333
ELK1	-0.3867
PCDH11Y	-0.108166666666667
HGD	-2.27275
C17orf58	0.7765
MYO3A	-0.183
SERPINE2	-4.01633333333333
AARSD1	-0.475375
C14orf73	-0.64625
ADAM33	-0.1505
ZNF491	0.246
MAPK6	-0.399166666666667
TCN1	0.748333333333333
SLC24A6	1.082
UBE2R2	0.76
H1FNT	0.546
TATDN2	-0.373333333333333
LILRB1	0.31175
P2RY5	-0.086
NUCB2	2.3455
C2orf37	0.92775
SNX27	0.889333333333334
MTA3	0.653875
FOXO4	0.521125
ID4	0.961666666666667
SOX5	-1.03683333333333
PXMP3	-0.414125
OR52M1	0.8405
SFT2D3	-0.416375
INA	-2.57283333333333
MCOLN1	-0.61225
NFIX	0.7839
CLEC14A	4.52733333333333
HIBCH	0.0113333333333333
PLA2G5	1.94525
TIMM10	-0.723833333333333
MED17	-0.2954
COL4A4	-0.7645
TPP1	0.0323333333333334
GJA3	-1.09666666666667
TMPRSS5	-1.2675
AADACL3	-0.1475
DNMBP	-0.32275
ENPP5	3.579
NQO1	-0.1362
ZSCAN2	-0.30675
SEC24C	-0.138
GTF2A1L	-0.1615
AXIN2	-0.9461
FAM33A	-0.887833333333333
C16orf13	0.70875
SPNS2	1.282
TAF1	0.37075
AP1G2	0.2335
RBM42	1.156
HCN2	1.93766666666667
EFHB	2.03166666666667
RUSC1	0.328833333333333
GRIK5	0.0335
USP21	-0.390666666666667
ATAD3C	1.88775
ORMDL2	1.880375
PRSS7	-1.72675
PSAT1	-5.301
FLJ13195	-0.659
TBC1D1	0.0761666666666666
IFNG	0.39325
OTOS	0.532166666666667
ZNF773	0.401
EMD	-1.8465
RETN	-0.3765
CCL8	0.652
APH1A	-1.2285
COX18	-0.289875
GTF2IRD2	1.182
CCDC82	-1.65358333333333
PAFAH2	-0.220222222222222
NPEPL1	-0.3925
RP11-114G1.1	-0.093
TP53INP1	1.323375
ZNF300	0.0883333333333333
FOXL2	-1.509
LARP2	0.410583333333333
LATS1	0.0245
HTR6	-0.083
SPOCK2	0.596333333333333
RNF144B	2.95983333333333
HTATIP2	-0.789125
MGC10334	0.382666666666667
CENTA2	2.142
FGF2	-2.44175
FXYD7	0.326
PHYHIPL	-1.11825
GPR34	1.2355
DDX6	0.918666666666667
OR10W1	0.1725
LHFPL1	-0.817
ZNF313	-0.770928571428572
VPS28	0.65775
AP3M1	-0.5884
AKR1CL2	-0.714
TRAF4	-0.502625
OR2B11	0.81
C19orf12	-0.173333333333333
AKAP9	-0.1384
C1orf62	0.15225
SLC20A1	-1.1081
FAM112A	-0.13375
LDB2	1.326125
MRPS23	-2.0315
KLK5	0.786
SPTB	-0.0819
EFEMP2	0.271
EFNB2	1.15525
PCM1	-0.282142857142857
NMNAT3	-0.334125
TSG101	0.767166666666667
C8orf40	-0.583833333333333
NOB1	-1.945
ABHD3	-0.88925
GTF3C4	-0.133875
PIGN	0.651666666666667
GALNTL1	0.03175
AEBP1	1.95775
OR9Q1	0.21
ANKRD2	-0.053125
CCL28	1.49975
TRIM38	0.0881666666666667
TMCC1	0.0356666666666667
SMG5	0.0715
LRRC7	0.0465
NCAPD2	-1.32816666666667
C6orf153	0.0435
C1orf74	0.23175
OTUD6A	0.552
DCP2	-0.854666666666667
TMEM24	1.52175
RPL18	-1.36633333333333
TMEM177	0.3125
LRRC37A3	0.59625
C1D	-0.6055
LDHC	-0.44475
UBE4B	-0.512
NIT1	0.586
BTN3A3	-0.65175
RASD1	1.390625
COMMD3	0.6805
SHFM1	1.38925
BIRC8	0.514
DUT	0.1315
C12orf51	1.775
LRRC59	0.0295
LY6H	1.89875
WDR22	0.715166666666667
EDEM1	0.1235
ADH1A	0.9425
PANX2	0.3157
CYP11B1	0.50225
CDC73	-0.62325
GPR172A	-0.21125
GSTM3	1.02192307692308
KCNA5	0.12375
SERAC1	-0.220333333333333
NFATC2	-0.0235
ANAPC5	-0.5552
C15orf24	-0.22325
NFATC2IP	-0.417
TNRC6C	0.0561666666666667
MGC102966	-1.84675
FGD5	1.33433333333333
MED9	0.728
RAB13	0.940166666666667
C15orf49	0.2735
CRYGS	-1.044
C12orf53	0.0136
LOC283693	-0.3965
COX6B2	0.26225
PHF14	0.502625
FAM3A	-1.0085
RPL13	-1.0971
PRDX2	-0.8058
FLJ34047	-0.661
PRMT3	-1.05475
KCTD19	-1.7055
TRIM10	0.0806666666666666
MGC26597	-0.4644
GCNT4	-0.035
GPRASP1	-0.3735
CDKN1C	0.00783333333333334
RHBDL2	1.0971
HSPH1	0.43725
AQP1	3.23875
COL17A1	-2.0218
GFAP	0.48325
CDC16	-1.921
KIAA1614	0.137
C6orf118	1.77233333333333
ZSWIM5	-0.562
FAM83F	1.85
LYNX1	0.88425
SYNPR	-0.25125
XG	1.72216666666667
PRSS16	0.13875
KIF13B	1.38264285714286
PCDH9	-0.97725
HIST1H2AH	1.05083333333333
RBM18	-0.601
ZNF626	0.507
HEXIM2	0.2855
ITFG1	-0.2455
TUBG2	-1.702
SFRS7	-0.158
C9orf14	-0.2995
EXTL1	-0.2145
GBP3	2.1025
WDR5	-1.90725
RARG	0.362666666666667
MYO7A	-0.2455
CECR6	1.616
C13orf3	0.188375
SFRS18	0.2925
ACVR1B	0.7555
PSMD1	-0.836
C7orf31	0.0105
ILVBL	-1.17125
IFNGR1	1.506
RNF186	-0.1475
NOL9	-0.54275
MAGEL2	1.741
SLC29A2	-0.88725
NHSL1	0.0855
RBMX	-0.487
PSORS1C2	0.843875
RAD51L3	-0.442416666666667
LCN6	-0.02025
ORAI2	-0.241875
BRUNOL6	-0.0322
OR4K5	-0.0145
CDC123	-1.911
MSLN	-1.064
WWTR1	-0.0613333333333334
ZNF700	-1.4515
COBL	0.31375
PPP1R16B	-0.065125
GAS7	-0.3293
MDN1	-1.65425
HAAO	0.525
C9orf68	0.792
TNFAIP2	1.31225
FOXN1	-0.255
hCG_2033311	0.124
ATP6V0D2	0.8427
RPL41	-0.12375
SLC38A1	1.14075
ARHGAP6	0.39325
ADAD2	-0.2075
PHF20L1	0.0204375
MCM3AP	0.356833333333333
ST3GAL3	-0.2575
SNX1	-0.228333333333333
ELF5	2.48475
PARP3	-0.077625
RBM8A	0.436875
LINGO4	0.349
ITGA9	0.237
ZFR	0.04675
ACSL6	-0.3285
FLJ20699	-0.6638
DAOA	-0.11
FABP4	1.76575
KCNB1	-0.1495
CANX	-0.334
SLC25A28	-0.214
ADIPOR2	0.038875
ECHDC2	0.04375
SMA4	1.15275
FRZB	2.474125
PABPC1	-0.291333333333333
DMRTB1	-0.00949999999999999
APOBEC3G	-2.04075
CATSPER2	-1.16483333333333
CUEDC1	1.21333333333333
STARD9	-0.6345
CLDN8	1.337625
LOC23117	-0.715
E2F6	-1.47944444444444
TMEM126B	-1.52833333333333
DPY19L4	0.21775
GIMAP5	1.79616666666667
NDUFA9	-1.53983333333333
FAM77C	-1.1235
CTPS2	0.093
LOC51035	0.378125
WDSOF1	-1.6925
EGLN3	2.559125
PITX3	1.74216666666667
OR52E8	0.5525
GRM4	-0.23
KLK1	-2.57583333333333
GPM6B	-0.300875
RRAGD	-1.54933333333333
PAGE5	-2.61825
UCHL5	-1.09083333333333
ULK3	-1.01116666666667
AIM2	-0.387666666666667
PNO1	-1.6785
OR2F2	0.1395
GNAT2	0.9365
SIX1	5.512
ST13	-1.1285
ZBTB44	0.3765
TIMP2	0.27675
ZMAT4	0.38775
GTF2IRD1	-0.2085
ZNF19	0.0733333333333333
ZNF714	-0.488
RSC1A1	0.78225
C9orf80	0.4565
PSMA8	0.3492
TMEM141	1.44075
COX4I1	-0.921642857142857
CTAGE1	-0.187166666666667
DTWD1	-1.1495
HSD11B1	1.084
KRT6B	-0.116125
ARID4B	1.11975
LHFPL3	-0.05325
WWP2	-0.196666666666667
ZNF326	0.0995
RGPD1	-0.6735
CTSH	-0.2175
FASTKD1	-1.015375
PAF1	0.1958
TTC9C	-0.14675
IFT57	0.7644
PRSS36	0.643
IL20RB	-2.0815
ZNF592	0.284
DCTD	-2.0437
CFP	2.01775
MFNG	-0.975
JMJD2B	1.7355
ALDH3B1	-0.893
THSD4	1.44
KCNJ5	0.604333333333333
LMNA	0.4955
TBCD	-0.963875
ZNF250	0.121833333333333
CASQ2	0.337666666666667
PEG10	-2.87341666666667
PRAME	-4.84373333333333
NP	0.825375
TRIM59	0.699666666666667
ZNF12	0.417375
XTP3TPA	-1.51125
SIGLEC7	-0.7556
PANK4	-1.2675
FAM70A	-1.89
SNED1	0.28075
HIP1	1.1721
RAET1E	-0.285166666666667
AMAC1L2	-0.5505
AHNAK2	0.45075
TOE1	-1.13216666666667
RECQL4	-0.6185
SPRYD3	1.195
DPAGT1	-1.1795
MAGED2	1.5011
ANKRD55	0.00325
TRPS1	3.61475
DOK7	-1.93975
TFPI2	-3.4005
GTF2H3	-0.404333333333333
CYP4F11	0.862
LHX2	-3.45483333333333
ATG16L1	0.795333333333333
ASB12	0.086
C1orf116	4.36125
NF2	-0.7314
POM121	-0.4169
PHYHD1	0.353
TXNDC17	0.817333333333333
DKFZp779O175	-0.1965
NUP62	-0.198571428571429
MYO18B	-0.506333333333333
PRAMEF1	0.723
TCBA1	0.3155
TMEM168	0.22175
FJX1	0.779333333333333
CLCF1	-0.29475
SEPN1	0.041375
IGSF2	0.185
NUDCD1	-1.19166666666667
TFF3	3.29416666666667
NDFIP1	0.930071428571428
CHCHD4	-0.58025
TNR	0.2415
CUTA	-0.160666666666667
USP44	-2.84075
DPP10	-0.280166666666667
IWS1	-0.0608333333333334
PCGF1	-0.70275
SULT1C4	0.1905
NTF5	-0.607
PTPN13	0.547
SSTR5	-0.084
SFRP1	-5.157625
IDH3B	-1.369125
SUOX	1.40966666666667
TMCO5	0.29425
GOLT1B	-0.78025
MIB1	-0.164
PCDHGB1	0.638
SUSD1	-1.626
ICAM5	-2.16816666666667
PAPOLB	-0.19075
URM1	-0.0751000000000001
TMEM106B	0.626333333333333
LRIG2	-0.1035
SLC27A5	-1.52375
CLIC6	4.3103
ZNF420	0.934
SCN9A	-0.701
KIAA1909	0.851
ELMOD1	-0.62975
PRKAG1	-0.4905
FAM64A	-1.32611111111111
EEF1G	-1.46635
SMAD5	1.40725
INCENP	-1.2365
WASF2	-2.544
GARS	-1.8137
CDK10	-1.2944
HLX	0.73
MDM4	0.649625
ZNRF1	-0.390357142857143
HHATL	-0.990333333333333
FAM21C	1.6137
HIST2H3C	0.04025
PFDN2	1.76075
ZNF200	0.27025
NDN	-0.05125
HBA2	-2.79983333333333
FBLN5	2.00725
PUM1	0.0128571428571428
TNNT1	-2.69233333333333
C19orf59	-0.289166666666667
HNRPH2	1.032
RAB7A	0.223333333333333
PMS2	-0.0485
BIRC3	-1.88933333333333
NRSN2	1.63525
OR52K2	0.142333333333333
SPOCK1	1.37528571428571
H2AFY	1.045
RXRB	-0.89375
ZNF638	-0.066
ANKRD45	-0.0555
ACTN4	-0.136833333333333
FXC1	0.4785
EIF2B5	-1.286
VPS33A	-0.23175
PINK1	-0.16675
FAM106A	0.3155
SKIP	0.4525
GAPDHS	0.0115
MUM1L1	0.58275
PSTPIP1	0.36225
CNTNAP1	-0.7672
CYP26A1	-0.07725
APOL2	0.1148
TACC2	0.762
COX7A2L	-0.654571428571428
HSD17B1	0.705625
ARRB2	-0.622
SLC7A6	-0.6718
HSD17B10	0.06525
RBJ	-0.3015
NUP155	-2.24275
MRPL10	-1.36133333333333
CYCS	-1.17466666666667
CCDC46	0.0493333333333333
TECTA	-0.0835
GNAL	-0.298
LPO	0.3405
PEBP4	2.696
DDX11	-2.239
C18orf12	1.25
TAF9B	-0.0716666666666667
IMP4	-0.318
RPA4	0.174833333333333
NDUFS1	-0.0575
UPK1A	-0.00583333333333332
ARRDC2	-0.159333333333333
C18orf20	0.379
AES	0.430714285714286
CD2BP2	-0.687333333333333
C16orf54	0.1215
UGT2B17	-0.080875
FGFR1	-0.132181818181818
CEACAM6	5.0873
CHRM5	0.44475
CERK	-1.346375
AP3S2	0.500714285714286
ANKS4B	-0.3875
CLCNKA	0.159666666666667
ZNF208	-0.0146666666666667
HLA-DRB5	2.8065
CARKL	0.32875
GOT1	-0.579833333333333
CASP6	-0.385125
HOXA1	-0.024
RCL1	-0.648
ZNF181	0.411666666666667
RAB40B	0.3115
MRPL38	-0.020375
LRRN2	1.07325
C3orf25	1.8875
OR5D14	0.2065
OR10AG1	-0.2135
BET1L	0.5268
FRY	2.87825
AK3L1	-0.08125
CSF3R	0.3345
POLR3K	-0.0998333333333333
ATG2B	0.3255
EPS8	0.691666666666667
DARS	-0.73225
C10orf56	0.230666666666667
DAD1	0.473666666666667
RIOK1	-0.550333333333333
HERC2	-0.32675
HSD11B2	2.289
FAM96B	-0.41225
MGC13057	-0.882625
BSN	0.1245
CAND1	-1.277
HCST	1.486
ACTR10	-1.55833333333333
OR8D4	0.7715
NASP	-1.5355
COL9A2	1.01516666666667
LYZL1	-0.096
GPC5	-1.20775
TBL3	-1.4015
CENTD2	-0.4527
OR5AP2	0.03925
TLR1	0.9405
LMO6	0.337
ZIC2	-0.672375
CPNE5	1.04275
ZMYND15	1.683
FLJ22374	0.13125
CCDC106	-0.02375
PARP16	-0.53575
PDIA3	0.59375
C14orf126	-0.05775
CECR2	0.3235
SFRS1	-0.481857142857143
FIGLA	0.0205
DCP1A	0.469166666666667
MGC45800	-0.9058
TEKT1	1.26616666666667
C10orf67	-0.5825
CLN5	-0.877125
NTN2L	0.7005
GLE1L	-0.91
CES2	-0.1161
GNAS	0.660944444444444
DDX53	-0.2745
TSPAN13	2.57975
MRPL52	0.6543
SPIRE2	0.294125
TAS2R39	0.21325
SCUBE3	1.5185
UCRC	0.1618
CDKL3	-0.6425
KIAA1715	-1.1035
ZNF345	0.87525
RTF1	0.21475
DHRS7	0.4525
RIPK4	-1.28766666666667
EXOSC2	-1.55633333333333
MS4A2	0.8925
FGF17	-0.15025
WDR59	-0.749875
EVI2A	-1.31225
IL17RC	1.67033333333333
HS3ST1	3.4985
ITGB1BP2	-0.247
RBPJ	-1.12033333333333
GIMAP1	2.498
INE1	-0.568
ALDH18A1	0.51925
TPI1	-1.356
GATA6	-0.09625
CABP1	-0.172333333333333
ZNF484	0.44975
DAPK3	0.2495
GJB1	-0.498083333333333
PIN1	-0.712
SLC6A15	-2.5595
CNO	-0.28075
RIN2	2.1645
FRRS1	-0.5575
CYorf15B	-2.3695
DMRT3	0.477125
ATAD1	-1.083625
OTUD4	0.109611111111111
ATOH8	-1.7195
ZSCAN16	1.782625
ASCC1	-0.299
OTUD3	-0.141875
MGC33212	0.0735
YME1L1	-0.77825
RP11-218C14.6	-0.1435
PCBP4	0.8365
TNFRSF10A	-0.25975
CDH10	-2.4755
KL	0.886625
SCP2	-0.7865
C9orf119	0.694
SON	-0.184666666666667
MAFK	-0.1735
SBNO2	1.108
SLC6A6	-0.0733333333333333
SC4MOL	-1.69275
FAM35B	-0.15625
PPP1R9A	1.1555
PDZRN3	0.57275
CXorf20	0.843
C6orf126	1.54425
AVEN	0.055
FLJ21075	-0.2455
C14orf132	-1.053875
PCK2	0.1135
GUCY2C	-0.46
BARX2	0.01725
PEX11G	0.096
DAO	-0.355666666666667
C10orf49	0.258
EDNRA	1.92133333333333
PPP2R5A	1.2726
DDX39	-0.3635
SERF1A	1.09775
ASCIZ	0.2799
FNDC8	-0.123
PTMS	1.132375
PHF7	-0.045
PIP4K2B	0.374875
HHLA2	-0.0145
BDH2	0.0153
APOBEC2	1.062
PENK	-0.293
SMAD9	-1.363
MT3	2.1005
RGL1	0.623125
ATG10	-1.212125
DLGAP4	2.16866666666667
APPBP2	-1.05542857142857
BACE2	0.560714285714286
LOC339344	1.6475
ZNF395	0.048625
HIST1H2BL	0.0785
ZNF467	2.309375
SLC25A21	-0.60525
PALM2	-0.0463333333333333
NSUN5C	-0.83475
IL5	0.1752
CLSTN2	2.69125
ANXA8L2	-1.262
PTGES	0.01625
GDAP1L1	-1.85833333333333
OPRK1	-0.1595
WDR20	0.409916666666667
C12orf4	0.479875
NUP88	-0.362625
XRCC6BP1	-0.865833333333333
FCGBP	1.39021428571429
LEMD2	1.15325
NOMO1	-1.506
C10orf79	0.946142857142857
ZNF79	0.3172
OCRL	0.4812
HSPA8	-1.43929166666667
DIDO1	0.411833333333333
PLA2R1	0.56475
COG3	1.2068
NGDN	0.55875
CBFA2T2	0.4185
PNOC	-1.225
PRRG1	-0.19575
AGGF1	0.260428571428571
DPF2	0.81075
YIPF7	-0.235
TRPV5	0.48575
ZNF322B	1.90975
MED12	0.528
CARS	-1.445
ABCC11	6.08083333333333
C9orf25	0.603
MYH1	0.2995
FRYL	0.0199166666666667
AGTRAP	-0.82375
MMP27	0.3625
ZNF432	0.078625
OR8D1	0.123
OR13D1	0.06675
VWA1	2.97225
STON1	0.42825
IL5RA	0.01425
PERP	0.5792
C10orf107	1.9285
TNFSF12	2.88425
FN1	1.53445833333333
MTR	-0.4055
PHLPPL	-1.2585
ZNF425	0.26775
DHFR	-0.661944444444445
PPP1R12A	0.83825
RSPO2	-0.35175
ZNF7	-1.217
ZNF583	-0.00974999999999999
TPMT	-1.00283333333333
GPR132	0.73875
OR2T12	-0.2435
SERTAD2	0.9571
ATP1A1	0.0278
FRMPD3	0.96725
ZNF672	0.47125
PLXNB3	0.29875
EML5	-1.11
FAIM3	1.2735
UBQLN2	0.749
SORCS2	1.717
PRIM2	-1.7505
ACVR2A	-0.286
YWHAZ	0.0491666666666667
PGM2L1	1.968
GNAO1	0.324285714285714
RPL10	-0.9289
RPS6KA6	-0.765
PFKL	-0.855166666666667
SH3D19	0.210125
AURKB	-2.36383333333333
ZC3H6	1.677125
DISC1	-0.1005
FLJ39660	-1.846
TMEM25	2.93425
OSBPL10	0.5155
CLTCL1	-1.2845
ALG6	-1.33525
CATSPER4	0.6795
LRTM1	0.2895
RRAD	3.6985
TIPIN	-2.031
CARD14	1.4655
RBM9	0.358166666666667
RASSF4	0.216
SLC25A18	1.088
C6orf58	-0.234333333333333
IGHD	0.4725
PLA2G6	0.106
TPT1	0.474625
SEC63	0.8847
CCDC113	0.9588
TDRD10	0.492875
KIAA1666	-1.139125
TOR1AIP1	0.455833333333333
SYTL4	0.551333333333333
SPRR2F	-0.584
CEBPD	2.7325
SNTG2	-1.1405
C20orf77	0.510083333333333
TAS2R49	0.062
C6orf173	-0.372833333333333
SVEP1	0.1991
PXN	-0.122857142857143
VIL2	1.15458333333333
C5orf21	1.5535
DIXDC1	-0.478375
GANAB	-0.382666666666667
PDSS1	-1.45275
NGFR	-0.968625
ATP8B4	0.26025
BMP8A	0.7455
CCDC132	-0.273916666666667
GNRH1	-2.18375
OR10T2	0.0705
PDGFD	1.548
OR6W1P	0.2505
HARS	-0.0111666666666667
KRT77	-0.6575
AQP8	-0.0105
ITGB1	0.3237
ZNF254	0.2628
PAX1	0.0253333333333333
PSMC4	-0.4485
ANKRD22	3.50675
PSMD8	-0.811833333333333
HTR1E	-0.345333333333333
SOX10	-2.0528
OR5B2	-0.108
RABGEF1	-0.000999999999999987
MAP1LC3B	-0.9225
CYB5R4	-0.7145
AGXT2L1	-1.76575
FLJ41603	2.23416666666667
TRAPPC2	1.28266666666667
FNTB	0.5953
FLJ14107	-0.476
AURKAIP1	0.67575
DSE	1.6485
NFKBIZ	3.55433333333333
OSBPL3	-1.40816666666667
LOC130576	-2.4835
SLC39A9	1.35
LOC137886	-0.512333333333333
RHCE	-3.309
ATG7	-0.0435
FAM82A	-0.4845
FBN3	0.7585
MCFD2	-1.24316666666667
CASP14	0.243
EPS15	0.409833333333333
SFRS2B	0.452416666666667
C19orf47	0.075
PLAC9	1.466
GPR23	0.0425
BTNL3	0.109333333333333
RGS8	-0.392
GNS	-0.39225
ENO2	-2.79016666666667
CBX1	1.7191
PEX26	0.286
LRP5	-0.814833333333333
ADAMTSL4	-1.30916666666667
ARR3	0.0591666666666667
MAP1A	0.4845
CD2	2.27075
NAV2	-1.0245625
TMEM69	-0.92775
ATXN7	0.4035
CHN2	0.859166666666667
ZNF781	-0.425833333333333
HAS2	-2.3545
KIAA0241	-0.113333333333333
BIC	0.32275
MOBKL2A	0.18925
CYP2C9	0.285
CNOT7	-0.0728571428571428
SFRS10	-0.99825
CST11	0.2205
FLJ37543	0.7245
NKAP	-0.973
RUNX1T1	3.34675
EAF1	0.3355
IL4I1	2.981
LRRC61	-0.581666666666667
PSIP1	-0.795583333333333
SPRR4	0.0335
ZFP90	0.673833333333333
AP2B1	-0.728230769230769
SLC30A7	0.33875
C7orf28A	-0.234
S100B	-3.86616666666667
BMP2	-1.78175
ESR1	2.2985
ZFPL1	0.002
ARHGAP12	-0.116
LRRC19	-0.296
ZNF767	-0.738166666666667
NACA	0.6092
OLIG1	-1.97425
PRF1	0.347
LST1	2.66583333333333
SPATA9	0.0951666666666667
CNFN	0.8725
CDK4	-0.9654
TCF15	0.201666666666667
PARC	0.6395
PPM2C	1.8205
LOC283345	0.064
FAM107B	1.15525
DMXL1	-0.08575
RBM3	0.310625
HTR5A	-0.530833333333333
SCFD1	0.4905
EPHB3	1.800375
ROPN1L	4.25083333333333
RAMP3	-0.3035
TSPYL5	3.42418181818182
GAP43	-1.5835
PAPD4	-1.30225
PDE3A	-0.931
TNFRSF10C	0.6975
JMJD5	0.454166666666667
RASGEF1A	-0.4036
C16orf65	0.0906666666666667
HIPK3	0.150666666666667
XYLT2	0.135
XPOT	-1.27266666666667
GAL3ST1	-1.17925
DHCR7	-0.5005
AMIGO3	1.31933333333333
FGFR4	0.0163333333333333
CRAT	2.174375
PPP1R14D	0.9255
TRIM14	-0.7306
TMPRSS11D	-0.167
SLC7A11	-2.2105
OR10H2	0.68375
PPM1E	-0.4444
DOCK4	0.090125
FAM127A	-0.563
ENOPH1	-0.5635
SLC5A3	0.3465
ZNF530	-0.1425
NTS	-6.99775
FRMD4A	0.82525
BCL11B	-3.968
PRM1	-0.17625
UQCC	-0.2561
S100A16	1.55716666666667
PLS3	-0.82125
WWOX	0.459214285714286
CCDC23	0.13775
GTSE1	-2.11833333333333
GP2	3.158
FLJ32549	-0.332
CHIT1	-0.0255
KLF9	0.438625
RPS24	0.3798
MIA	-4.0815
FIGN	-0.4545
PYROXD1	-0.54475
PCSK2	-0.251875
MRPL9	0.22625
RPL24	0.58925
C12orf32	-0.947
HIST1H2BE	0.2305
RGS18	0.65275
LFNG	3.724125
RAB4B	-0.6747
FBXO25	-0.492333333333333
TSPAN31	0.0396666666666667
ARL8A	1.28642857142857
C10orf83	-0.2647
OR51B6	0.041
CNKSR2	-0.12625
C1orf156	0.291
IBSP	3.8345
GFRA2	0.5014
ALKBH7	0.8392
NEK10	2.86875
VN1R3	-0.262833333333333
LOC91948	0.3775
CPZ	-0.563
IHPK3	0.9245
COL8A1	2.16675
RBPJL	0.049
OR10A4	-0.0575
CASP8AP2	-0.424375
MMP12	-0.596833333333333
OR8B12	0.0975
CDCA5	-1.62366666666667
LIX1L	-1.4595
PEX11B	1.675375
GABRA1	0.143166666666667
HABP2	0.304
REEP1	0.888333333333333
FBXO15	1.7575
CD68	-0.41675
WFDC9	0.3475
GHDC	0.434
SMARCA1	0.778
SPAST	-0.232666666666667
PLXND1	-0.17825
MLCK	-0.583
INTS5	0.0731666666666668
BSG	-0.271142857142857
PARP8	0.383
TEAD4	-0.238166666666667
ZNF498	0.381875
TMEM89	0.711333333333333
DTX4	0.6315
TNRC6B	1.4825625
ARMC2	-0.046375
FGFBP1	-1.87983333333333
TIMM8A	-1.59366666666667
AJAP1	-1.3622
ZNF608	-0.06225
SLC25A42	-0.240375
SYP	0.304333333333333
MMP11	4.223
USP40	-0.1945
C3orf62	0.0043333333333333
MYO1E	0.0495
LRFN4	-0.2205
XCL1	-0.3275
GPR155	0.211625
VPS29	-0.821
CARHSP1	0.55675
ARHGAP20	0.000333333333333329
GREM2	0.0227692307692308
CCDC102B	2.5065
ZNF577	0.693833333333333
HDDC2	-1.124625
SHC2	0.7343
NCOA5	0.862166666666667
INPPL1	-1.2165
CHGB	-1.7262
IHH	0.643
DDEF2	0.377416666666667
DIAPH3	-1.22509523809524
BUB3	1.09341666666667
GGH	-4.60611111111111
VPS35	2.4208
CNN2	1.45425
ASNA1	-1.262
WDTC1	0.596
AMAC1	0.855
HAS3	-0.783333333333333
SLC1A6	-0.459833333333333
ZNF563	0.2965
C1S	3.104
TCF7L1	2.0785
OR10Z1	0.143
ME2	-2.2685
C6orf151	0.13425
KPNA4	0.1559
GLO1	-0.533375
WDR61	-1.09266666666667
CD302	0.134
SIRT7	-0.7685
C11orf59	0.07025
PKIG	-0.35975
PPIL3	-0.30625
CCDC74B	3.869
ZNF528	1.25175
