Hybridization REF	TCGA-AO-A03O-01A-11R-A00Z-07
LY6G6E	0.2165
EIF4E2	-0.265
C20orf198	0.8285
ZNF324	0.876
CYP3A5	-3.42516666666667
ENTPD7	0.7315
MBOAT5	0.0891666666666667
GJB5	-2.12125
TTC13	-0.047
S100Z	-1.7735
KIAA0664	0.0138333333333333
PDGFRB	1.17025
IL17D	-3.03125
OR56B4	0.1275
RDX	-2.58183333333333
SLC34A3	1.084
IL28B	2.9105
JUND	0.38675
CHRNB1	0.273625
CAMK2B	3.75275
FETUB	-1.78725
CXorf23	0.8835
MRTO4	-0.7315
TTC3	1.1676
NDUFB8	-0.5995
EDG2	-1.04
SEMA3G	0.91525
IL23A	-1.95925
GRHL1	0.6474
LOC441054	-0.609
WDR65	0.26025
PSTK	-0.64925
STOML3	0.548333333333333
R3HDM2	0.2164
C5	-3.1505
SLC2A10	1.27383333333333
C3orf22	0.62025
PAQR3	-0.752615384615385
ANKRD26	1.00616666666667
HCRTR1	0.2885
LOC399947	-0.63525
PSD2	-0.332
TIGD2	-0.2485
SCRN1	-2.9385
COQ10A	-0.734
DDI2	0.3585
METTL7B	-0.361166666666667
UCN2	0.471
FAM92A3	-0.191
WDR16	1.9605
ZNF511	0.443333333333333
ZMYM5	-1.805625
POLR3G	-3.038
ZNF586	0.37325
C1orf49	0.311333333333333
TANK	-0.180333333333333
RCAN1	-0.687666666666667
PELI3	0.629666666666667
LIMD2	0.112416666666667
TMEM189	0.0335
NTN4	-3.041875
LOC151300	0.8185
CLEC2A	-2.1155
GPR135	-0.295
DPYSL4	-3.1096
JAK2	-0.251333333333333
TSHZ1	1.21283333333333
TM9SF4	0.124375
ZNF264	0.7275
SIRPG	2.51575
BICD1	-0.942
HERC6	4.54483333333333
METTL5	-0.848
CASP1	0.855
PRRT1	-0.478666666666667
PLA2G4C	2.48183333333333
ICA1L	-1.20385714285714
TPTE2	0.159
OTUD7A	0.8375
AQP11	-1.5495
APOA2	-4.2909
KALRN	-1.0589
SECTM1	1.1245
IFNAR1	0.11025
TALDO1	0.30175
RAB11FIP4	0.849583333333333
EIF5A	-0.4625
FAM49A	1.94025
NEGR1	-0.410833333333333
YTHDC2	0.764625
EHD2	-1.201125
NCF1	3.2417
SCRT2	0.4675
HOXA5	-1.99266666666667
NUP133	0.54275
FGF12	-1.386625
SLMO2	0.232625
SNTA1	0.453875
CACNG2	0.122
GCM1	0.26375
ELF1	0.108833333333333
TLR5	3.9265
TCFL5	-0.494583333333333
RBMY2FP	-1.82
LOC100125556	0.757625
FAM129B	0.487125
MAP3K7IP1	0.2905
NCK2	0.904
OXA1L	-0.45375
FMO9P	2.9695
ZSCAN12	-0.44925
PSMD12	-0.472833333333333
HSCB	-0.09125
CLDN10	-3.4875
MGC13053	-0.4705
HPCAL4	-0.692833333333333
ASZ1	-0.465
MEX3D	0.2095
NFAT5	-0.955
CSPG4LYP1	-0.202833333333333
FBXO3	0.0587
DVL1	0.197833333333333
CMKLR1	3.04066666666667
TYMS	-2.23125
PEF1	1.29475
ZNF750	0.563166666666667
MCM5	-0.5276
MEGF11	-0.76375
KCNK7	0.1655
PTP4A3	0.762
C1QTNF2	-2.34033333333333
OR6S1	0.735
FAM122B	-1.21275
ZNF551	-0.85
HBQ1	-2.7185
GEMIN6	-0.491
ARSK	-0.16625
RBP7	1.78216666666667
CPNE9	0.06175
DSC1	-0.238
LOC730112	-0.57225
MAP2K4	0.5435
HS3ST5	-2.5175
EPB41L3	-0.96375
TEKT2	1.9075
CDKN2B	-0.686
ZNF480	-1.68025
MAP3K6	0.1218
MAP6	0.8685
HN1	0.2025
OR2L13	-0.1918
SLC16A11	0.692
FAM96A	-0.56325
APOL1	1.21725
C5orf32	-0.7785
RTP1	-0.622166666666667
RNF175	-1.40875
ZBTB41	1.6245
AHCTF1	0.8327
SAE2	0.6169
ITGA2	0.366
MME	-1.40766666666667
CCDC14	-1.0955
MAST4	-0.430357142857143
KRT33B	-0.148
KCTD2	0.1715
WDR26	0.856333333333334
MFI2	-1.50725
NR4A3	0.10675
ARSA	1.13775
UNKL	0.2015
SULT6B1	0.1805
CCNA2	-1.74533333333333
SOX15	-0.2545
PPAPDC1B	-0.736416666666667
C19orf44	0.633
MCAT	0.976583333333333
ARID1B	0.5165
OR52N1	-0.2165
C12orf48	-1.38025
MAGI1	-0.344
NIPA2	-0.50925
GBX2	-1.68325
RSHL3	1.44475
RAVER1	0.577833333333333
C15orf17	-0.30375
SLC30A2	0.55425
ZNF518	0.137
PCYT1B	-1.23975
C10orf114	-2.137
EIF3H	1.50583333333333
SLC25A39	0.0961666666666667
KIF1B	0.3885
AMOTL2	-0.61025
C6orf120	0.93875
PSRC1	-0.58175
PLA2G10	0.772125
KIF5C	0.617125
MRPL37	-0.3495
C17orf62	1.23866666666667
C9orf135	-2.10183333333333
DUSP10	0.7885
CLCNKB	0.266
PSMA5	-0.097875
C8orf53	2.0045
AMPD3	0.204
PIAS1	-0.0175
ADCYAP1R1	0.445
GYLTL1B	1.62875
CDH20	0.232333333333333
FBXO7	-0.0885
TMEM134	0.58
FLJ14213	0.635833333333333
ZNF3	-0.2375
LRRFIP1	0.301041666666667
CNOT2	0.83875
ABI3	2.70775
ALDH5A1	-0.9605
HNT	3.3696
SERPINA4	-1.966
TK2	-0.0963333333333333
STMN1	-0.214888888888889
GUCA2A	0.216333333333333
GALNT10	0.523642857142857
DPP6	-0.9806
C9orf93	-0.443125
PRELID2	-2.209
STK39	2.2875
SFTPA1	-1.099
CKS2	-0.826
RHO	0.35625
C20orf135	0.066
XKR3	-2.4185
CR1	0.4355
RPS6KA2	-0.947071428571429
C20orf112	1.21525
MRPL22	0.1735
C4orf23	0.725333333333333
GADD45B	0.833
KLHDC1	-0.562833333333333
C2orf48	-0.852
ZNF287	1.1745
DAAM2	-1.7635
DPPA2	-3.66783333333333
TCTN3	0.651166666666667
DNAJB11	0.27475
FPR1	3.4995
DEFB4	0.0345
PTCD2	-0.5442
SMOC2	4.94033333333333
CABP7	0.4475
SERPINB11	-0.26675
MAGEF1	1.03925
NDE1	0.559666666666667
ITGA10	-0.2955
FSHB	0.262
ANXA2	0.346625
HORMAD2	0.088
HLCS	0.936
MCF2L	1.59766666666667
FH	-0.050625
TBC1D24	1.29275
KIAA1505	1.37825
LGALS2	0.8725
CNBD1	0.5125
SYNPO2L	-0.43475
PTPN23	0.0795714285714285
C1orf183	-0.452666666666667
MAGEA8	-3.969
DGCR8	-1.196
GSR	-0.49625
PAQR7	0.26375
ZNF676	-0.01925
CACNA1C	-0.768
SP7	-0.0105
PDCD6	8.67361737988404e-19
NRN1L	-1.5595
BRI3BP	-0.0144166666666667
KIAA1183	0.68975
ASB4	0.3525
CCL23	0.7291
OBSL1	-0.73425
SLC12A7	1.30483333333333
KIAA0240	0.649625
CD1B	-3.04033333333333
FCGR2A	1.11525
MDC1	-1.10075
HTR1A	0.5725
OCEL1	0.6635
ATP11B	-0.2571875
FBXO34	0.340333333333333
PCDH12	3.11533333333333
RPE	-0.60425
C17orf74	0.441
CSDC2	-0.038
PET112L	0.246
TMBIM1	0.206
P2RXL1	0.375
TCHP	-0.90675
TRMT1	-1.01183333333333
F2RL2	-0.47525
LRRC32	2.231
IMPG2	1.004
BGLAP	-0.204
LOC493869	-2.02875
MRAS	1.1315
SLC35F5	0.9685
CBWD1	0.24
AXL	-2.382875
ATP2C2	2.025
TELO2	0.203
PNPLA3	1.81375
PCDHB14	-1.08525
CD276	0.443
KRT80	-1.12925
DUSP28	0.4245
CSNK1E	-0.49275
SRP14	0.894
KCNQ4	-0.227
KRT72	0.323666666666667
CCDC117	1.148
C6orf89	0.287777777777778
TUBB2B	0.169333333333333
RTN4IP1	1.947
CR1L	-3.1625
CEND1	0.489375
C12orf41	0.0965
RNF31	1.041
UBN1	1.071
C17orf32	0.759
SLC5A7	-0.024
GPR92	0.763166666666667
ESAM	2.09
CTNNA1	0.746166666666667
HRBL	-0.2211
CBX4	0.6825
TMEM182	-1.143
SH3TC2	-1.834
IL10	1.74116666666667
PXMP4	-2.3545
RNF167	0.4271
PAK7	-0.477333333333333
ETV3	0.151
ATPIF1	-0.698333333333333
LOC554207	-2.11733333333333
OR8H1	0.05725
WDFY3	0.80075
DPM1	-0.87875
GPSM1	-0.5895
WDR92	-0.4166
LRP1	0.731833333333333
ANKH	-1.513875
THUMPD3	-1.2895
POLR1B	-0.619
OLFM4	-0.3284
RAD9B	0.000750000000000001
TSPY2	-3.388
PAX6	-2.0435
SCG2	-2.695625
SLC17A6	0.3445
FMO3	2.736375
PADI4	-0.094875
TUBB4	-0.6272
NLK	0.049
POU4F3	-0.011
SDF4	0.17725
ITGBL1	1.00316666666667
NETO1	-1.86625
TAP2	1.30075
ABBA-1	-0.2815
GNAI1	-0.3495
VPS4B	0.62425
NOPE	-0.6715
GALNT6	2.851
SESN1	0.0705
GBE1	-2.63922222222222
CLASP1	0.17025
RASGEF1B	1.4505
ACOT11	-0.424714285714286
AFAP1	0.06275
OR2H2	0.554
DPY19L2P1	-1.675
DZIP1	-3.06825
SEC22C	0.413416666666667
GPR161	-1.13066666666667
RNF146	1.11825
WDR74	-0.623375
GALP	-0.0815
PURA	0.8945
DNPEP	1.39558333333333
RP11-78J21.1	-1.3135
ERBB2	2.054
FANCM	-0.60525
NEO1	0.2775
DDX3Y	-5.2577
RPS3A	-0.3365
MXRA7	-1.28864285714286
LGALS3	-1.00616666666667
GLT8D1	-0.4015
CFL2	-3.98483333333333
UPB1	0.2635
NAP1L5	-0.177125
CLDN14	-1.4
DHX38	-0.481
BTBD1	-0.4045
TARS2	0.580666666666667
ABCF1	-0.239
FCF1	1.02633333333333
LRRC49	0.65075
GUCY1B2	-0.2105
C1orf177	-0.125833333333333
SMARCA4	0.05
LRP8	-1.69866666666667
TAGLN3	-0.8595
MRPL14	-0.0225
TTRAP	0.51525
ZDHHC20	-1.24075
NFE2L3	-1.34725
KIAA1377	-1.47275
PALMD	0.8492
TMEM43	0.039
TTL	-0.87975
STAT5B	-0.725833333333333
SSB	-0.712375
OR10H5	0.705
SLC22A13	-0.48175
AKAP3	-0.61
TIMM23	0.655333333333333
OAS2	4.27141666666667
KIAA0423	0.68675
TRIM11	0.883
GLIS3	0.54975
TMEM50B	0.486166666666667
ARHGEF4	-1.7815
DEGS1	0.450818181818182
TBL1XR1	0.9372
G6PD	-0.9615
SP140	1.58
MUC17	0.295142857142857
NUDC	0.1381
DNAJC5B	2.974
SCARA3	-2.08416666666667
CPA3	3.93083333333333
BCAT2	0.003625
MFN1	0.3223
NRG3	-0.3425
SNX11	0.4525
PLEKHH1	0.855
GPR177	-1.13516666666667
HCFC2	-0.1505
TCAP	-0.7025
MOCOS	-4.81925
C14orf93	0.14625
PRDM10	-0.635166666666667
SLC16A4	-1.43133333333333
SRGAP1	0.122666666666667
VIP	-0.26925
DUSP27	-0.343
LILRA1	1.2491
MC2R	0.371
MGC24103	-2.74525
MBTD1	-1.2455
FUT11	-0.291166666666667
USP33	0.8251
C15orf39	-1.0895
MAP3K12	-0.253125
PAAF1	-1.18716666666667
BARHL1	0.172
FLJ16165	0.199
PIWIL2	-3.32625
SYNE1	-0.556545454545455
CMTM4	0.19825
TSPYL1	1.3831
GUF1	0.0671666666666667
TMEM157	1.2415
WDR44	-0.32525
HIST1H3C	-0.19875
DKFZp666G057	1.825
RNPEP	0.96925
GAS2L2	0.879
ADH4	-5.32875
GRPR	5.684
FBXL17	1.1375
ZBTB10	0.106333333333333
Gcom1	0.523666666666667
HTRA1	0.3106
ZNF585A	0.3255
SLC26A2	0.786214285714286
OTOP3	0.926833333333333
WISP1	2.02688888888889
ATP2B4	-0.012
FLJ10769	0.04475
CRAMP1L	0.6225
CHST12	-0.67725
RAB22A	1.72133333333333
TARDBP	-0.251785714285714
STAU1	0.603
CRB3	2.36833333333333
MIG7	-2.156
CHMP1A	0.0693333333333333
ZNF160	0.454125
B3GALT6	0.000750000000000001
BARX1	-1.415
C6orf167	-0.6430625
NXNL1	0.363
DHX29	0.697875
HADHB	-0.19775
PLXNB2	0.8545
ILDR1	-1.12225
SLC15A3	3.2695
GAS2	-5.53766666666667
C20orf69	0.38425
NUMB	0.23275
TNIP1	0.149
MESP1	-1.0345
PSKH1	-0.15825
NSFL1C	0.04075
RHOG	0.18775
HEY1	-2.95216666666667
KNG1	-1.981125
ITGAX	2.0706
LIN9	-0.345333333333333
CANT1	1.142625
XRN1	0.642428571428572
CCDC96	1.5815
HEATR6	-1.08566666666667
GNG7	-0.975166666666667
RUNX2	0.360125
SOX1	0.621166666666667
FCRL5	0.8806
ZNF99	0.56725
FAM9A	0.3935
SNX22	0.838833333333333
MBNL3	-2.994
ODC1	-0.7883
ADORA2B	-3.86933333333333
NR2F6	1.36725
ZFYVE16	-0.191333333333333
SYNJ2BP	1.5445
POLE	-0.5315
E2F2	-0.11975
THRA	-0.605666666666667
PTGES2	-0.148166666666667
HIP1R	1.42083333333333
TMUB1	-0.799833333333333
ENO3	-1.9485
RSPH10B	-0.2395
CXorf39	0.919625
IRGC	0.23625
GPR109B	0.2315
FLJ13305	-0.847
LCE3A	0.005
TNFRSF18	-0.655833333333333
DET1	-1.162
TRPM3	-0.168
C16orf79	-0.326
FECH	0.197666666666667
RAP2A	-0.121
CRIP1	1.39883333333333
AZIN1	1.234125
SLC7A7	3.6495
IL10RA	1.6605
TMEM64	-3.79675
CDC42EP4	1.2736
C16orf58	-0.288
ARG2	-0.955
POU5F1P4	-4.002
FAM62B	-0.446625
DNAH8	-2.0026
ASH2L	-0.41625
TSLP	-4.6625
CNTNAP5	-0.5115
TMEM16C	3.13
IFNA14	0.1765
SLC1A3	0.505125
CABYR	0.27625
BCL7B	-0.5035
NUDT13	-1.08516666666667
C13orf28	0.83
C1orf53	-1.482
ARL6IP4	-0.031
RPL35A	-0.091
EMR3	0.35125
RAB40C	1.43008333333333
SLC41A1	0.00300000000000001
LRCH1	-0.147
LY6G5B	-1.122
FAM124A	-0.7105
MGC10981	-4.0185
CLIP3	0.8602
MAP4K2	-0.422666666666667
CHIC1	-0.12875
SULF1	2.1535
C20orf30	-0.274142857142857
PRDM5	-1.718875
ELOVL1	0.436
C11orf48	-0.18825
SLC39A10	-0.493
KCNV1	-0.132
ACP1	-0.561166666666667
ZMYM2	-1.910375
B3GNT6	0.0483333333333333
C9orf69	-0.206
C2orf15	1.14625
C20orf166	1.5785
HSP90AA6P	1.4375
EDG7	-0.7355
NEURL	3.265625
LPL	0.0685
CLEC2D	-0.0334285714285715
GRRP1	1.25366666666667
CD8B	-2.7928
HIST1H3D	-0.432
SLC6A12	1.03075
FAM27L	0.15
CD84	2.9939
RASA1	-0.583
PHKG1	-0.926
MAGEA11	-1.1825
IMPA1	-0.7633
NPM3	-0.96625
RARRES1	3.6455
SH3BP1	0.111
B3GNTL1	-0.14
ARPC5L	0.830833333333333
KLHL26	0.49875
SIM2	3.0185
GJC1	0.7925
C20orf194	-0.047
EXO1	-1.34125
SLC2A2	-2.49933333333333
LOC285074	-1.53725
LRG1	0.91625
KIRREL	-0.438
PIK3R1	1.90342857142857
C4orf34	0.92175
MAF	-1.66038888888889
ADCY4	3.52316666666667
ZMIZ2	0.5066
SLC46A3	0.558
STAMBP	-0.0108333333333333
CCDC16	0.69875
MS4A12	0.5465
TCF20	0.419
LRRC46	1.6305
C20orf152	0.598
MRPS6	0.241125
ABCB11	0.618
KCNC2	0.276666666666667
CDH19	-2.90633333333333
C9orf123	-0.411166666666667
SSH3	0.567875
LDLRAD1	-1.975
CCBE1	-1.61325
ZNF135	-1.031125
TAAR1	1.243
WFDC12	0.4025
CCDC42	-0.0505
FLJ12529	-1.03625
PER1	-1.1615
TIMM50	0.332
SMARCAD1	-0.0898333333333333
FAM26C	0.924
TP53TG3	-1.62966666666667
SH3RF1	0.5253
LMCD1	2.97425
GPR63	-0.48
FLJ21986	-3.278625
AIFM3	-1.16325
MICAL1	-0.314666666666667
BLZF1	1.06383333333333
IQCA	2.21016666666667
PCDHGC3	-0.2565
SAC	-0.256
BCL6B	1.56966666666667
DDO	0.054
MARCO	3.69625
DCHS1	0.2395
C1orf170	0.547833333333333
CD200R1	1.42483333333333
C22orf15	0.267
SEPT11	-0.789333333333333
ADNP	0.46175
UST	-2.3827
C13orf34	-1.9595
RFFL	0.216571428571429
APBA3	0.2265
C2orf60	-0.4345
CUTL1	-0.7266
PMS1	-1.047875
ZNF689	2.06
EIF3E	0.641833333333333
IL9	-0.0655
RPL31	-0.52625
LY9	1.09333333333333
ATP2B3	0.22425
KDELR2	-0.236291666666667
TFCP2	-0.888125
NLRP12	-0.556875
FLJ45422	-0.18075
TLE4	-1.1791
ZNF570	0.8805
FLJ43806	-1.1095
TLK2	-0.235
CIR	0.389
MARS2	0.226
COL24A1	-0.41775
SDF2L1	-0.3225
HIBADH	-1.24666666666667
IGFBP3	-2.00957142857143
C12orf23	0.45775
PSPC1	-0.6115
C20orf43	1.12125
TRAV20	1.044
ARHGAP24	0.140375
KIAA1975	-0.15025
C1QA	3.9085
DNTT	-5.38016666666667
C10orf6	0.7705
C11orf41	-1.570375
HNRPF	1.03575
COL11A1	4.4615
UBAP2	0.495833333333333
CDKN2AIPNL	-1.1185
C20orf174	3.9935
SPRED2	0.58725
PLA2G12A	-0.157333333333333
ICEBERG	-2.596
SCN10A	0.0665
C11orf65	-1.503
GBP5	5.5515
PITPNC1	-0.7215
POU3F3	1.227
NCOA7	-0.534
LIN7C	-0.328
LOC348840	-0.5425
NKX2-2	1.7775
ANKRD13D	-0.014375
LOC123688	-2.1385
FUT2	0.125
TAAR8	0.4765
FZD4	0.724166666666667
PNMA3	-1.4145
OR4L1	0.386
WIT1	-0.3755
EXOC3L	3.03575
ATPBD4	0.0582
KRBA1	-0.96025
UBXD6	-0.70525
HOXB7	-1.36721428571429
C7orf23	-1.627
UNQ338	-0.21075
STAB2	0.463
CDC20B	1.45225
IRF9	3.10025
CENTG1	-0.2035
TNPO2	-0.92125
MCPH1	-0.78425
BMS1P5	-1.4545
SLC26A7	0.46675
HIST1H3J	0.717
C9orf3	-0.7174
LBH	1.04925
MYO1D	0.259625
PTDSS2	0.19025
NFU1	-0.35325
DEPDC4	-1.3365
WNT7B	2.5865
GLP2R	-0.150333333333333
SETD4	-0.4164
DYNLT3	-1.0158
FKBP11	-1.57333333333333
SESTD1	0.0953333333333333
FLII	-0.03375
RPS16	0.3261
CHPF	0.258666666666667
CSNK2A1	-0.269333333333333
SUMO1P1	-0.32775
FKBP6	-1.1785
ZNF214	-1.66333333333333
TWIST1	0.572
DDX56	-0.22
TRAM1L1	0.9588
EPO	-1.966
MRPS18B	-0.55825
ZNF682	0.210333333333333
RPL14	-0.444166666666667
MAFF	-0.8855
LOC51136	-0.888375
LY96	0.23325
DDX20	-0.31975
ABTB1	0.5435
ARL5A	-0.1762
CCT6A	-0.85975
HEPACAM	-1.4245
EHHADH	-1.23116666666667
RBAK	0.427
CGB1	-0.1155
ITGB5	-0.1326
YIPF3	0.27925
FKBP2	-0.145
NR1D1	-0.5143
TMEM110	1.0865
NEK2	-0.234833333333333
PRAMEF8	-3.39075
C20orf52	-0.352666666666667
PCDHGA3	-2.5345
VWA3B	-0.15825
NDUFA5	-0.793125
THAP9	0.789
FLVCR2	0.418666666666667
AP1S1	-1.583125
SMAD6	-1.1715
SAV1	0.0795
SAT1	0.61375
ZNF251	2.125125
ADAMTS7	0.5359
RPP38	0.33125
C1orf211	-1.269
YPEL2	-0.17125
RBMS1	-0.886
ZNF445	-0.224333333333333
NRXN2	0.160166666666667
PGBD4	-0.746625
UGT2B28	-3.04725
WBSCR16	-1.1766
NLRC3	0.587625
ASTL	0.376
ST6GALNAC1	-3.37275
ZADH2	0.426125
MLLT4	0.563916666666667
ARL6	1.05216666666667
MEF2C	-0.497
CBFA2T3	-3.194
AFF3	1.95578571428571
COG7	0.269666666666667
MYB	-0.129833333333333
PLXNA3	0.627
XRCC2	-1.4765
MMS19	-0.371125
ST8SIA5	-0.525
CHPT1	-0.452833333333333
KIAA1712	-1.388375
OR6X1	0.278
ACTR3	0.521125
UGCG	0.132666666666667
OR4P4	0.61
ZAP70	-2.12075
LPP	1.056125
ZNF485	1.5015
PTPRCAP	0.5685
IL12RB1	1.077
ATRX	0.1307
CHST8	1.87025
C14orf109	0.8
ARV1	0.3685
NMB	-1.662
COX5A	-0.7065
EIF6	-0.505
MPPED2	-1.62116666666667
SEMG1	-2.3155
CHRDL1	0.2225
TRAF3IP2	1.4465
WNK2	-0.95475
LILRA4	4.02716666666667
LAMA2	2.25675
PXT1	1.156
RLBP1	-3.22975
CD300C	1.15975
SLTM	-0.205125
FLJ10404	0.07625
APOBEC3D	-0.742166666666667
RENBP	0.972333333333333
ATXN7L1	0.00999999999999997
NID1	-0.4025
TUBGCP3	-1.283625
ITIH5	1.03777777777778
CCDC110	2.7625
C8A	-2.94175
MGC87042	-2.05
HOXC13	1.56375
TFDP2	-0.278
HCP5	2.764
POLI	-0.546
UCN	-0.0958333333333333
ZNF764	0.897833333333333
C8orf45	0.61725
FHL3	-0.241
SPATA5L1	-0.52375
MMRN2	2.94583333333333
NDST1	1.43866666666667
COL20A1	-0.151333333333333
ZNF248	-0.029
PELP1	-0.540333333333333
MBL2	-3.98683333333333
RNF41	0.78925
C5orf24	0.5405
THOC5	0.221875
SERINC3	0.0926666666666667
RP11-151A6.2	-0.362
CDCP2	0.23475
HIST1H2AA	0.8475
C11orf75	0.127333333333333
FKBP7	-0.424
DDOST	0.192
GPNMB	0.882666666666667
TTF2	-1.27533333333333
KCNT1	-0.3415
SLC39A14	-2.120375
NGRN	0.872
GPR137B	3.0345
MECP2	0.22425
PSMA1	-0.6245
C16orf73	-3.9085
TMEM60	-0.000333333333333336
CSN3	0.0325
NOS1	0.512
RAB7L1	0.495833333333333
YBX2	0.079
KIAA1166	-1.236125
FUBP3	-0.558333333333333
ABCG1	2.338
ACACA	-0.199833333333333
ARL11	0.3891
ATOH1	0.2565
ODF1	0.0225
CREB3L3	-2.0315
TMEM127	1.632
DSCAML1	0.92425
PLN	0.9358
LYPLA1	1.41283333333333
PRDM9	-2.09175
SASP	-0.18425
PLUNC	0.6645
INTU	-1.177
HISPPD1	-0.445
LNPEP	0.495833333333333
YARS2	-0.758
APCDD1L	-1.807
ZCCHC4	-0.8289
FBXO22	-0.680833333333333
TTLL13	-0.071
ZNF669	0.849
PTGDR	1.5155
DDX27	0.469
KIAA0409	-0.413666666666667
GJB6	0.01425
ASB8	0.8445
PLP2	-0.334666666666667
MEPE	0.70475
OR10J5	-0.6835
KRT222P	-0.804
COQ7	0.7645
C1orf101	0.4925
RERG	3.4298
CHMP5	1.004
THAP11	-0.0865
ZNF43	0.831166666666667
ZRANB3	-0.347333333333333
KRT13	-1.05475
MRPL19	-0.12275
RBBP9	0.467
SPATA17	0.66025
BXDC5	0.0555
PAFAH1B1	-0.706166666666666
MAGEE1	-0.4375
OSTF1	-0.4125
KIAA0323	0.054
TXNDC13	-2.52983333333333
CNTN4	0.247125
LCE1B	0.515
UNQ501	0.91675
ZNF154	0.07175
C3orf64	-0.9215
SYT5	0.1533
PON1	0.312833333333333
FLJ10357	-0.501875
ATP4A	-0.2965
GNPDA1	0.3145
MGAT1	1.10633333333333
C14orf121	0.3195
SLC35B2	-0.32425
MIER3	-0.315
CHEK1	-2.94375
ZNF8	-0.0106666666666667
TXNDC1	-0.966666666666667
CKB	-0.5098
RTN3	0.368428571428571
FZD2	-0.177333333333333
PART1	-0.0825
PSMB6	-0.46625
PCDHB8	-0.8195
PHC3	0.1254
PPP1R8	0.411333333333333
NOVA2	0.830666666666667
TNFRSF11B	-1.953125
GOLPH3	0.386
UBLCP1	-0.755
SUHW3	-0.72325
TTLL1	1.2595
OPN4	0.1105
OR13G1	0.0805
ZPBP2	-0.1334
HSD17B11	-2.593
C9orf50	-0.337
DHDDS	0.198857142857143
CTSW	1.4531
NEFM	-3.04116666666667
MRPL28	-0.0555
SYN1	0.739833333333333
PIGV	-0.492666666666667
ZIM2	1.1475
APBB1	0.576333333333333
SND1	-0.324
C1orf123	-0.0535
CHD3	-0.21625
BHLHB8	0.62775
RNASE2	-0.713833333333333
BCAP31	0.493125
SLC25A44	0.972
CHD6	1.4692
PIB5PA	3.06161538461538
SELS	0.363875
LOC541471	-1.630625
FAT2	-0.571
ZNF81	1.048
OR4C16	0.6485
FLJ10081	0.6494
LRRC4	-0.14225
CS	0.821333333333333
N4BP2	-0.43975
IGFBP7	0.794
ZNF318	0.422583333333333
NDNL2	0.928375
ZNF609	0.162125
SIRT4	-0.12275
EXOSC10	2.27125
ECE2	0.495666666666667
OVGP1	0.86375
GTPBP3	-0.30025
PACS2	0.7982
C19orf36	-0.800666666666667
ARL4C	-0.276625
ATG4B	-0.251
UBQLNL	1.723
RHOXF2B	-3.3245
PLEKHG2	-0.333
GALR1	-1.5805
AQP4	0.1975
HDAC7A	-0.0766666666666667
DCUN1D3	0.11275
OR8A1	1.482
CCRN4L	0.44625
CBR4	-0.588666666666667
KIFC1	-0.996333333333333
SLC7A14	-1.4835
LHX5	-0.593
TRPC7	-0.07
LPXN	-0.469
SERPINA1	-2.337625
RPS13	-0.8724
BPIL3	-0.218
PRKAA1	-2.7775
FADS2	1.5334
ENAH	0.750125
PRO1768	0.1155
APBA2BP	1.1055
LIPH	0.871
C3orf33	-0.72875
RCC2	0.474714285714286
ALDH1A2	-3.3892
RNF103	2.05625
AHCY	-0.192875
ALG12	1.0305
CCL17	2.6485
ZNF543	0.362333333333333
ESRRG	-0.5547
CNGA1	1.30425
RDH5	-0.5435
OTX1	-0.0644
PTGFR	-1.8665
CDR2	-0.068125
SELE	3.59325
NLGN2	-0.453333333333333
EXOSC9	-0.8625
ZNF566	1.113
KLRC2	-4.4075
GPR12	1.4245
KIAA0196	1.6745
PDRG1	0.769
SSR3	0.162142857142857
MSI1	-0.618
CST9	1.14
CC2D1A	0.160625
PLAGL1	-1.205
ZNF778	0.3225
RNF2	-0.4455
KLF6	0.536833333333333
THBD	0.129833333333333
tcag7.1314	-0.425
NR5A1	-0.137
ABCD2	-0.04675
DNAJC7	-1.5565
CLEC4C	1.8925
TM2D3	0.28275
CCDC4	-1.431
PLAC2	-1.01775
DCD	0.578
FAAH	2.58275
POLA1	-0.119
TM7SF2	1.059
FLJ39822	-2.44
FLOT2	0.4345
MAP4K1	0.244833333333333
SRP68	-0.062125
C21orf74	-0.8755
ARPC5	-0.124125
LOC126075	1.249
HECW2	-0.645875
ZDHHC4	-0.8455
ANKRD42	0.9758
PDE9A	-0.375166666666667
ABCA8	-0.15025
NDUFS2	0.217
UBR5	0.6835
BTBD16	-3.2055
LOC554174	-0.736
ZNF20	1.182
KIAA1843	-0.8275
WDR17	-1.091375
C15orf33	0.089
RNF113A	-0.51125
CAMKK1	0.0585
CLCN2	0.9055
ANXA6	-1.8625
LOC340069	0.6105
EMID1	0.814375
DPM3	-0.0291666666666666
ELA1	-0.3225
SLC25A13	-0.8159
KRT24	0.06125
SMPD1	0.3535
TH	0.144625
COL6A2	-0.0537142857142857
ANKS1B	1.04625
GPR126	-1.146
ZC3H12A	-0.773
TMEM47	-0.9185
C2orf51	-0.350166666666667
C1orf88	1.644
HSF2BP	1.32775
AKAP10	-0.35375
RPAP3	-0.7205
KLHDC8B	1.16475
STOM	-0.4503
MUPCDH	0.1445
C10orf72	-0.6595
PLEKHA3	0.6615
TCP11L1	0.0325
CWF19L1	0.26475
SPEF1	1.71123076923077
YSK4	1.5465
ELN	0.7697
SAMD8	0.619
MPI	-1.349
MEPCE	-0.1079
ABCC3	-2.227875
NANOGP1	-4.219
KCNK17	0.464
HLA-DMB	4.60383333333333
RRAGA	-0.017
