Hybridization REF	TCGA-A2-A0CV-01A-31R-A115-07
hCG_2033311	0.529833333333333
ATP6V0D2	-0.8535
RPL41	0.9685
SLC38A1	1.15425
ARHGAP6	-0.449833333333333
ADAD2	0.07525
PHF20L1	0.022125
MCM3AP	-0.365833333333333
ST3GAL3	-0.357666666666667
SNX1	0.995833333333333
ELF5	3.4075
PARP3	0.659875
RBM8A	-0.4146875
LINGO4	0.232
ITGA9	1.11783333333333
ZFR	-0.316
ACSL6	0.145625
FLJ20699	-0.0312
DAOA	-0.318
FABP4	4.704
KCNB1	-0.04975
CANX	-0.2341
SLC25A28	0.333333333333333
ADIPOR2	1.34675
ECHDC2	2.166125
SMA4	2.307
FRZB	3.931
PABPC1	0.177333333333333
DMRTB1	-0.052875
APOBEC3G	0.37075
CATSPER2	-0.961
CUEDC1	1.16166666666667
STARD9	-0.4575
CLDN8	5.691875
LOC23117	-0.834454545454545
E2F6	-1.14844444444444
TMEM126B	-0.9225
DPY19L4	0.57625
GIMAP5	3.24366666666667
NDUFA9	-0.878833333333333
FAM77C	-1.9415
CTPS2	0.57925
LOC51035	0.16375
WDSOF1	-1.195
EGLN3	-1.41675
PITX3	0.337166666666667
OR52E8	0.602
GRM4	0.579
KLK1	-1.54333333333333
GPM6B	0.133625
RRAGD	-1.04233333333333
PAGE5	-3.21925
UCHL5	-0.834166666666667
ULK3	-0.372
AIM2	1.03083333333333
PNO1	-1.4045
OR2F2	0.381
GNAT2	-0.763
SIX1	-2.24875
ST13	0.0211666666666667
ZBTB44	0.243625
TIMP2	-0.6
ZMAT4	-1.0165
GTF2IRD1	0.0521666666666667
ZNF19	1.51283333333333
ZNF714	-0.6105
RSC1A1	-0.35725
C9orf80	0.61725
PSMA8	0.300666666666667
TMEM141	0.27825
COX4I1	-0.667785714285714
CTAGE1	0.345333333333333
DTWD1	0.23475
HSD11B1	1.23525
KRT6B	5.05225
ARID4B	1.310625
LHFPL3	-0.27625
WWP2	0.460583333333333
ZNF326	-0.222666666666667
RGPD1	-0.8415
CTSH	0.911
FASTKD1	-1.365625
PAF1	0.8355
TTC9C	-0.499
IFT57	1.4511
PRSS36	0.7055
IL20RB	-2.874
ZNF592	0.259833333333333
DCTD	-0.3365
CFP	1.8565
MFNG	-0.27175
JMJD2B	0.41525
ALDH3B1	-1.057125
THSD4	2.24083333333333
KCNJ5	2.51683333333333
LMNA	0.147
TBCD	-0.640375
ZNF250	0.671666666666667
CASQ2	2.42883333333333
PEG10	-2.23208333333333
PRAME	-5.1416
NP	-0.487375
TRIM59	-0.8285
ZNF12	0.64625
XTP3TPA	0.07275
SIGLEC7	0.5727
PANK4	-0.58325
FAM70A	-0.588
SNED1	0.04075
HIP1	0.4517
RAET1E	-0.9895
AMAC1L2	-1.0015
AHNAK2	-0.351916666666667
TOE1	-0.957
RECQL4	-2.2315
SPRYD3	1.25725
DPAGT1	-0.31225
MAGED2	1.4179
ANKRD55	0.34175
TRPS1	4.33825
DOK7	-2.1275
TFPI2	-2.3225
GTF2H3	-0.613
CYP4F11	-0.834625
LHX2	-3.63183333333333
ATG16L1	0.6025
ASB12	1.0755
C1orf116	2.336
NF2	-0.5972
POM121	-0.358
PHYHD1	2.8074
TXNDC17	-0.6475
DKFZp779O175	-0.17575
NUP62	-0.314642857142857
MYO18B	-1.333
PRAMEF1	0.165
TCBA1	1.610875
TMEM168	0.66225
FJX1	0.0945
CLCF1	0.102
SEPN1	0.814625
IGSF2	0.67325
NUDCD1	-0.00333333333333334
TFF3	1.2495
NDFIP1	1.01378571428571
CHCHD4	-0.5565
TNR	0.5465
CUTA	-0.439666666666667
USP44	-3.76225
DPP10	-0.643333333333333
IWS1	-0.7695
PCGF1	0.6215
SULT1C4	0.251
NTF5	2.7255
PTPN13	0.97975
SSTR5	0.512
SFRP1	0.920625
IDH3B	-1.043
SUOX	1.154
TMCO5	0.46225
GOLT1B	-0.263
MIB1	0.0617857142857143
PCDHGB1	0.1375
SUSD1	-0.3535
ICAM5	-2.39416666666667
PAPOLB	0.073
URM1	-0.2354
TMEM106B	0.223166666666667
LRIG2	-0.632
SLC27A5	-0.6785
CLIC6	5.907
ZNF420	0.758666666666667
SCN9A	-1.5286
KIAA1909	1.22925
ELMOD1	-1.02425
PRKAG1	0.22975
FAM64A	-3.94066666666667
EEF1G	0.1154
SMAD5	0.6645
INCENP	-2.35625
WASF2	-1.1105
GARS	-1.3143
CDK10	-0.3763
HLX	0.1815
MDM4	-0.371375
ZNRF1	-1.32285714285714
HHATL	-1.51483333333333
FAM21C	0.6014
HIST2H3C	-0.1655
PFDN2	-0.21625
ZNF200	-0.48725
NDN	0.227
HBA2	-2.32533333333333
FBLN5	2.169375
PUM1	0.622
TNNT1	-1.45733333333333
C19orf59	-0.474333333333333
HNRPH2	1.4155
RAB7A	0.359
PMS2	-0.1045
BIRC3	0.431833333333333
NRSN2	0.32925
OR52K2	0.678333333333333
SPOCK1	0.678428571428571
H2AFY	0.04725
RXRB	-0.34875
ZNF638	-0.169
ANKRD45	0.89775
ACTN4	-0.0343333333333333
FXC1	0.03075
EIF2B5	0.067
VPS33A	-0.45875
PINK1	0.342875
FAM106A	-0.794
SKIP	1.5180625
GAPDHS	0.318
MUM1L1	3.82275
PSTPIP1	1.035
CNTNAP1	-1.7609
CYP26A1	-0.44525
APOL2	0.2363
TACC2	1.155625
COX7A2L	-0.473357142857143
HSD17B1	0.1285
ARRB2	-0.08775
SLC7A6	-1.0962
HSD17B10	-0.2015
RBJ	0.3645
NUP155	-2.02875
MRPL10	-1.01233333333333
CYCS	-1.63675
CCDC46	1.088
TECTA	0.327
GNAL	-0.027
LPO	0.0695
PEBP4	1.1795
DDX11	-2.20725
C18orf12	0.369
TAF9B	0.166666666666667
IMP4	-0.26075
RPA4	-1.82566666666667
NDUFS1	-1.3
UPK1A	-0.903
ARRDC2	0.833166666666667
C18orf20	-0.124
AES	0.573
CD2BP2	0.542333333333333
C16orf54	0.3545
UGT2B17	-1.742
FGFR1	-0.156409090909091
CEACAM6	4.7562
CHRM5	0.2995
CERK	-1.23925
AP3S2	0.2535
ANKS4B	-0.92775
CLCNKA	0.0533333333333333
ZNF208	0.293666666666667
HLA-DRB5	4.241
CARKL	-0.52525
GOT1	-0.9985
CASP6	0.902125
HOXA1	-0.448
RCL1	0.0145
ZNF181	0.900833333333333
RAB40B	1.326
MRPL38	-0.71125
LRRN2	2.4915
C3orf25	1.7015
OR5D14	1.0715
OR10AG1	-0.333
BET1L	0.7854
FRY	4.13575
AK3L1	-0.792
CSF3R	1.478
POLR3K	-0.782
ATG2B	0.4315
EPS8	0.587333333333333
DARS	-1.12
C10orf56	0.867333333333333
DAD1	0.157833333333333
RIOK1	-0.7595
HERC2	-0.095
HSD11B2	-0.353833333333333
FAM96B	-0.98525
MGC13057	-0.92225
BSN	0.15075
CAND1	-0.43
HCST	1.85825
ACTR10	0.297166666666667
OR8D4	0.156
NASP	-1.6588
COL9A2	0.4205
LYZL1	-0.0365
GPC5	-2.78275
TBL3	0.230333333333333
CENTD2	0.4516
OR5AP2	0.4
TLR1	2.52975
LMO6	-0.18
ZIC2	-3.8855
CPNE5	0.666
ZMYND15	1.947
FLJ22374	1.189
CCDC106	0.6635
PARP16	-0.0345
PDIA3	0.4385
C14orf126	-0.57475
CECR2	-0.968
SFRS1	-1.45192857142857
FIGLA	0.173
DCP1A	0.330333333333333
MGC45800	-1.4816
TEKT1	2.87266666666667
C10orf67	0.326
CLN5	1.045125
NTN2L	0.146
GLE1L	-0.06
CES2	-0.5565
GNAS	-0.354055555555556
DDX53	-1.569
TSPAN13	1.852
MRPL52	-0.7296
SPIRE2	-0.502125
TAS2R39	0.55025
SCUBE3	0.32875
UCRC	-0.1814
CDKL3	0.1625
KIAA1715	-1.3042
ZNF345	0.93425
RTF1	0.351625
DHRS7	0.51825
RIPK4	-1.01466666666667
EXOSC2	-1.10166666666667
MS4A2	2.38475
FGF17	-0.02475
WDR59	-0.71825
EVI2A	-0.347
IL17RC	0.477666666666667
HS3ST1	2.412
ITGB1BP2	-1.727
RBPJ	-1.17033333333333
GIMAP1	3.358
INE1	-1.04433333333333
ALDH18A1	0.3015
TPI1	-1.930875
GATA6	2.1
CABP1	-0.4295
ZNF484	1.0125
DAPK3	0.8265
GJB1	-1.94583333333333
PIN1	-0.12175
SLC6A15	-3.97466666666667
CNO	-0.21575
RIN2	2.941
FRRS1	-0.7525
CYorf15B	-3.89375
DMRT3	2.45775
ATAD1	-0.171125
OTUD4	-0.446722222222222
ATOH8	-1.5715
ZSCAN16	0.2515
ASCC1	-0.54675
OTUD3	-0.147125
MGC33212	1.51233333333333
YME1L1	-0.1545
RP11-218C14.6	-0.13125
PCBP4	-0.086
TNFRSF10A	0.82075
CDH10	-3.752
KL	1.99275
SCP2	0.741333333333333
C9orf119	0.079875
SON	0.0960833333333334
MAFK	-0.1025
SBNO2	0.9675
SLC6A6	-0.5215
SC4MOL	-1.755
FAM35B	-0.0175
PPP1R9A	1.680375
PDZRN3	1.35675
CXorf20	0.875
C6orf126	1.75675
AVEN	0.09125
FLJ21075	-1.501
C14orf132	0.370875
PCK2	-0.66675
GUCY2C	0.6685
BARX2	1.19325
PEX11G	1.7155
DAO	-0.895
C10orf49	-0.54975
EDNRA	3.238
PPP2R5A	1.6566
DDX39	-1.931
SERF1A	-0.24525
ASCIZ	-0.1957
FNDC8	-0.52525
PTMS	0.392625
PHF7	1.65775
PIP4K2B	-0.3661875
HHLA2	0.32525
BDH2	0.6241
APOBEC2	-0.776
PENK	2.70616666666667
SMAD9	-0.405
MT3	-0.73525
RGL1	0.79875
ATG10	-0.547
DLGAP4	0.582333333333333
APPBP2	-0.971928571428571
BACE2	-0.481428571428571
LOC339344	0.2235
ZNF395	0.7961875
HIST1H2BL	0.63025
ZNF467	0.9905
SLC25A21	-1.80575
PALM2	-0.341666666666667
NSUN5C	-1.2505
IL5	0.6006
CLSTN2	3.6395
ANXA8L2	0.61525
PTGES	1.3245
GDAP1L1	-1.99066666666667
OPRK1	-1.12633333333333
WDR20	0.634166666666667
C12orf4	0.189625
NUP88	-0.848625
XRCC6BP1	-0.826333333333333
FCGBP	1.16428571428571
LEMD2	-0.2645
NOMO1	-0.30675
C10orf79	3.115875
ZNF79	0.8641
OCRL	-0.0354
HSPA8	-1.11425
DIDO1	-0.204583333333333
PLA2R1	1.4435
COG3	0.2519
NGDN	-0.23825
CBFA2T2	0.70075
PNOC	-0.9945
PRRG1	0.59075
AGGF1	-0.337857142857143
DPF2	0.18925
YIPF7	0.339
TRPV5	0.22725
ZNF322B	0.4035
MED12	0.213166666666667
CARS	-0.587333333333333
ABCC11	3.70183333333333
C9orf25	0.3185
MYH1	0.6965
FRYL	0.110833333333333
AGTRAP	0.33775
MMP27	1.0615
ZNF432	0.114
OR8D1	0.317
OR13D1	0.292
VWA1	2.133
STON1	0.29075
IL5RA	0.4285
PERP	0.3505
C10orf107	3.1065
TNFSF12	2.1565
FN1	-0.45125
MTR	-0.3755
PHLPPL	-0.373333333333333
ZNF425	0.8445
DHFR	-2.25261111111111
PPP1R12A	0.388
RSPO2	-2.53275
ZNF7	0.337
ZNF583	0.20175
TPMT	-1.1225
GPR132	1.0045
OR2T12	-0.19225
SERTAD2	-0.4612
ATP1A1	-0.2177
FRMPD3	0.44925
ZNF672	0.3115
PLXNB3	0.03375
EML5	0.4095
FAIM3	0.516
UBQLN2	0.934
SORCS2	2.216
PRIM2	-1.861
ACVR2A	0.916
YWHAZ	-0.0213333333333333
PGM2L1	1.362375
GNAO1	0.157538461538462
RPL10	0.7987
RPS6KA6	0.4855
PFKL	-0.964
SH3D19	1.033
AURKB	-3.334
ZC3H6	1.436125
DISC1	0.192166666666667
FLJ39660	-3.70966666666667
TMEM25	2.904875
OSBPL10	0.353375
CLTCL1	-1.63716666666667
ALG6	-0.552
CATSPER4	0.141
LRTM1	0.5025
RRAD	2.2885
TIPIN	-1.79225
CARD14	0.4295
RBM9	-0.141666666666667
RASSF4	0.323
SLC25A18	-0.956166666666667
C6orf58	-0.585166666666667
IGHD	0.445
PLA2G6	-0.456
TPT1	1.210375
SEC63	-0.1314
CCDC113	0.4576
TDRD10	0.504625
KIAA1666	-1.87425
TOR1AIP1	0.486916666666667
SYTL4	1.97266666666667
SPRR2F	-1.309
CEBPD	3.827
SNTG2	0.18525
C20orf77	0.14725
TAS2R49	-0.3065
C6orf173	-2.3695
SVEP1	1.4802
PXN	-0.373714285714286
VIL2	-0.184166666666667
C5orf21	0.942833333333333
DIXDC1	0.88475
GANAB	-0.466166666666667
PDSS1	-1.67625
NGFR	1.415375
ATP8B4	2.25825
BMP8A	0.9875
CCDC132	2.41958333333333
GNRH1	-0.86125
OR10T2	-0.15025
PDGFD	4.15583333333333
OR6W1P	0.42
HARS	-0.428916666666667
KRT77	0.453
AQP8	-0.45175
ITGB1	0.1303
ZNF254	0.2072
PAX1	-0.045
PSMC4	-0.6686
ANKRD22	2.353
PSMD8	-0.452333333333333
HTR1E	-1.098
SOX10	-0.8374
OR5B2	-0.5995
RABGEF1	-0.4725
MAP1LC3B	-0.095
CYB5R4	0.11025
AGXT2L1	-3.70975
FLJ41603	2.155
TRAPPC2	0.709
FNTB	0.4825
FLJ14107	-0.215833333333333
AURKAIP1	-0.148
DSE	1.84975
NFKBIZ	0.0608333333333333
OSBPL3	-0.4305
LOC130576	1.47675
SLC39A9	0.133
LOC137886	0.2155
RHCE	-2.336
ATG7	0.377
FAM82A	0.625833333333333
FBN3	-0.4815
MCFD2	-1.43416666666667
CASP14	-0.141
EPS15	0.783666666666667
SFRS2B	0.971666666666667
C19orf47	0.2335
PLAC9	1.686
GPR23	0.6375
BTNL3	0.184333333333333
RGS8	-0.013
GNS	0.195125
ENO2	-2.544
CBX1	-0.4396
PEX26	-0.079
LRP5	-0.339833333333333
ADAMTSL4	-0.564333333333333
ARR3	-0.198666666666667
MAP1A	0.0595
CD2	4.128
NAV2	0.3768125
TMEM69	-0.17325
ATXN7	-0.638833333333333
CHN2	-0.273666666666667
ZNF781	0.374833333333333
HAS2	-2.2125
KIAA0241	-0.568166666666667
BIC	1.22725
MOBKL2A	0.1435
CYP2C9	0.4405
CNOT7	0.341571428571429
SFRS10	-0.85375
CST11	0.31
FLJ37543	0.041
NKAP	-0.3995
RUNX1T1	3.91925
EAF1	0.2817
IL4I1	2.04675
LRRC61	0.387333333333333
PSIP1	-1.65333333333333
SPRR4	-0.355
ZFP90	0.657333333333333
AP2B1	-0.813384615384615
SLC30A7	0.456666666666667
C7orf28A	-0.0715
S100B	-1.56033333333333
BMP2	-1.438375
ESR1	3.63908333333333
ZFPL1	0.2685
ARHGAP12	0.54475
LRRC19	0.254666666666667
ZNF767	-0.665166666666667
NACA	0.0569
OLIG1	-2.892875
PRF1	1.16325
LST1	2.95133333333333
SPATA9	-0.3095
CNFN	1.0925
CDK4	-0.2759
TCF15	-1.019
PARC	-0.42675
PPM2C	2.74075
LOC283345	-0.33
FAM107B	1.13175
DMXL1	0.080875
RBM3	0.481
HTR5A	-1.56883333333333
SCFD1	-0.0195
EPHB3	2.9375
ROPN1L	2.755
RAMP3	0.985
TSPYL5	2.35072727272727
GAP43	-2.52
PAPD4	-0.121875
PDE3A	-1.7975
TNFRSF10C	2.152
JMJD5	-0.271333333333333
RASGEF1A	0.7137
C16orf65	0.197
HIPK3	0.745166666666667
XYLT2	-0.01525
XPOT	-1.67183333333333
GAL3ST1	-1.434
DHCR7	-1.95925
AMIGO3	0.140833333333333
FGFR4	-2.51383333333333
CRAT	1.911875
PPP1R14D	-0.044
TRIM14	0.9423
TMPRSS11D	-0.239
SLC7A11	-3.06978571428571
OR10H2	0.169
PPM1E	-1.6402
DOCK4	1.22325
FAM127A	0.422875
ENOPH1	-0.738
SLC5A3	-0.54
ZNF530	-0.3198
NTS	-6.0745
FRMD4A	0.28925
BCL11B	-2.25683333333333
PRM1	-0.36
UQCC	-0.6238
S100A16	0.696333333333333
PLS3	0.31175
WWOX	-0.438
CCDC23	0.67675
GTSE1	-3.10066666666667
GP2	2.3395
FLJ32549	0.291125
CHIT1	0.588
KLF9	1.40675
RPS24	0.9288
MIA	0.79125
FIGN	-0.8715
PYROXD1	0.737125
PCSK2	-0.389875
MRPL9	-0.075
RPL24	0.811
C12orf32	-1.053375
HIST1H2BE	0.73825
RGS18	3.54325
LFNG	0.9365
RAB4B	0.5763
FBXO25	1.3095
TSPAN31	1.3065
ARL8A	0.657642857142857
C10orf83	-0.3148
OR51B6	0.561
CNKSR2	0.4265
C1orf156	0.98875
IBSP	-0.65
GFRA2	0.6566
ALKBH7	0.8196
NEK10	4.707
VN1R3	0.434833333333333
LOC91948	0.374
CPZ	0.702
IHPK3	-0.00233333333333333
COL8A1	1.7375
RBPJL	-0.014
OR10A4	0.41875
CASP8AP2	-0.902125
MMP12	-0.278
OR8B12	0.219
CDCA5	-4.09116666666667
LIX1L	-0.36575
PEX11B	1.150875
GABRA1	0.132166666666667
HABP2	1.7255
REEP1	2.33783333333333
FBXO15	3.74325
CD68	1.008
WFDC9	0.219
GHDC	0.941833333333333
SMARCA1	0.03425
SPAST	-0.099
PLXND1	-0.275416666666667
MLCK	-0.282
INTS5	0.16
BSG	-0.803642857142857
PARP8	0.937333333333333
TEAD4	-1.24466666666667
ZNF498	0.0845
TMEM89	-0.775
DTX4	0.826375
TNRC6B	0.373625
ARMC2	0.41425
FGFBP1	0.159166666666667
TIMM8A	-1.10266666666667
AJAP1	-1.9025
ZNF608	0.82975
SLC25A42	-0.343375
SYP	0.389666666666667
MMP11	2.317
USP40	0.0177
C3orf62	0.331666666666667
MYO1E	0.2159
LRFN4	-1.4645
XCL1	1.26233333333333
GPR155	0.965875
VPS29	0.120125
CARHSP1	-1.93425
ARHGAP20	1.21633333333333
GREM2	2.31728571428571
CCDC102B	2.5635
ZNF577	0.187666666666667
HDDC2	-0.7805
SHC2	0.6065
NCOA5	0.649666666666667
INPPL1	-1.0765
CHGB	-2.5598
IHH	0.4515
DDEF2	-0.906166666666667
DIAPH3	-4.09757142857143
BUB3	-0.0331666666666667
GGH	-1.94222222222222
VPS35	-0.1308
CNN2	0.804583333333333
ASNA1	-0.076
WDTC1	0.413
AMAC1	0.2825
HAS3	-0.0643333333333333
SLC1A6	-1.3135
ZNF563	-0.44
C1S	3.748
TCF7L1	0.2015
OR10Z1	0.235
ME2	-0.9328
C6orf151	-0.990625
KPNA4	0.0829
GLO1	-1.041375
WDR61	-0.446833333333333
CD302	1.64875
SIRT7	-0.544833333333333
C11orf59	0.16775
PKIG	1.244
PPIL3	-0.57175
CCDC74B	2.417375
ZNF528	0.1425
EFNA5	1.888
FCGRT	1.339
NOL4	0.4749
CCS	-0.3205
LOC374491	-0.7745
MFSD7	3.4655
ZNF555	0.2735
LIMS3	0.19975
TSSC4	0.252
COL11A2	-1.6115
C1orf119	0.8925
BPNT1	0.08575
CHRNA6	2.3205
C1orf173	2.2533
PLD2	1.23625
ORC1L	-4.51275
SASH1	1.914875
CDC14B	0.07475
RLBP1L1	0.047
LDLRAP1	-0.562
NAT8B	-0.263833333333333
HHEX	-1.878
LGALS7	2.32025
PLCH1	1.136375
OR1M1	0.2485
PRAMEF16	-0.681
HECTD1	-0.4005
C14orf39	-0.7105
TLN2	0.0892
HDAC4	-1.12457142857143
SYCP2L	-3.37175
GLRA1	-0.322
RPS6	0.978
hCG_1757335	0.268
KLHL1	5.1885
CTNNBIP1	0.339833333333333
SCAND2	-0.1987
HMGN2	-0.1856
YAF2	0.32175
BRPF1	-0.2245
LIAS	-0.69025
CTA-246H3.1	-0.752
SAG	1.30025
C20orf10	0.97925
HNRNPA2B1	-1.09
GADD45A	1.38016666666667
MSH4	0.1525
TMEM70	0.01925
HIST1H2AM	1.22075
C19orf26	0.268166666666667
C1orf50	-0.101
GNG3	0.1725
FTO	0.2665
CALCB	-1.4385
PPP3R1	-0.4865
C15orf42	-4.313875
CCNJ	-0.78075
GNAZ	-0.238466666666667
PSD	0.3665
FAM57A	-1.13125
STIM2	0.967
DHX8	-0.0115
MOGAT3	-0.53525
UBE3B	0.770833333333333
PLAT	1.71533333333333
C6orf206	2.493
COPE	0.0805
EIF3A	-0.018375
C1QL2	0.50025
IQCE	0.923833333333334
KIAA0182	-0.6645
SLC22A7	-0.3077
PPFIA2	-0.198
ADAMTS15	-0.105
ODZ1	-0.821
THBS4	4.65416666666667
ARHGAP1	1.085
B4GALNT3	0.042
FCHO1	-0.511
LOC440456	0.0995
HOXD10	0.352833333333333
CXCR3	2.07383333333333
CHI3L2	1.1925
SRPX2	1.46075
ZNF132	1.30366666666667
UBAC2	-0.265666666666667
RPL32P3	-0.466
CBWD6	0.7475
ST6GALNAC4	0.792
KIAA0391	-0.274333333333333
LOC388969	-0.771
KRTAP5-8	0.935333333333333
ZNF786	0.00875
LYVE1	2.80566666666667
GPR144	0.326
APOH	-5.826875
TSC22D2	0.8865
PLCD1	0.298
FLG2	-0.415
M-RIP	-0.4299
NDUFV1	-1.13675
POLDIP2	-0.637666666666667
RAB3GAP2	0.782
RPSAP15	-0.0585
CLEC7A	1.809625
HSPA14	-0.89925
TAAR5	0.19075
FAM132A	-0.531
C2orf43	-1.61875
OR10V1	0.0425
SELPLG	1.0855
C1QTNF6	0.464
OPCML	0.6882
DTYMK	-1.794
ALDH16A1	-0.07875
F13B	-1.4025
MGC16169	0.50925
KIRREL2	-1.8705
C14orf32	0.143083333333333
SLAIN2	0.6692
HSD3B2	0.2805
AMMECR1L	-0.1627
LRRC37B	-0.2925
HMG20A	-0.056
C22orf27	0.131
FBXL22	1.4245
AP1B1	-0.118666666666667
TNKS1BP1	1.13925
CD74	4.3285
HSPA12B	2.20066666666667
PLSCR1	0.8655
SLC35E1	-0.364666666666667
FEZ1	-1.51625
APOD	3.52975
C16orf44	-0.21825
C1orf166	0.1505
KCTD11	0.138
NELF	-0.9515
SRP54	-0.620333333333333
MGC35361	0.04975
GPR35	-1.2405
NRGN	-1.2335
SIGLEC12	0.121
SCN1B	0.177
IFNW1	0.4495
STAR	-2.1285
HLA-DQA2	3.76933333333333
RNASEH2B	-0.53525
TAAR2	0.572
VAMP5	0.591
TUBA1C	-1.65585714285714
PIK3R2	0.06925
ARD1A	-0.427833333333333
EBF2	0.8505
CAMSAP1L1	0.418
CYP3A43	0.04625
AKR1B1	-1.54125
KIAA1729	-0.078375
KAL1	1.0886
CYBB	0.83325
UXS1	-0.96975
LOC338579	0.66725
C11orf45	0.56275
SHB	1.71125
IKZF4	0.157625
NDUFA1	0.16575
HSPE1	-1.16975
C1orf215	-0.2085
GPR113	-0.0363333333333333
ZNF573	0.345
TBX18	0.9535
GGTA1	7.071
PCDHGA8	0.619
RPS6KL1	0.30675
DPP9	-0.28825
SLC43A2	0.5995
COPS3	-1.2525
PMPCB	-0.0813333333333333
HYLS1	-0.7975
LSM8	-0.208666666666667
PDE6B	1.600125
C10orf118	1.5516
OR1C1	0.495833333333333
ZNF415	1.20325
OR2F1	0.26925
ZDHHC13	-0.247125
FZD8	0.7089
TCEA1	-0.00460000000000001
SUSD4	0.301
C22orf24	0.7345
TNFRSF14	0.758
TRIM28	-0.374666666666667
FGF5	0.711125
CSPG5	-1.16983333333333
RNF133	0.16275
FKBP15	0.22875
BZW2	-1.43725
NSMCE1	0.1405
PTPRN	-0.08425
TST	0.263875
POP1	-2.1415
RNF24	-0.6165
SFRS4	-0.267125
REPS1	-0.31875
CD70	-2.07366666666667
PDXDC1	-0.4615
SRC	-0.1173
NTNG1	2.71433333333333
SETD1B	0.36825
TINP1	0.2219
ZNF606	0.869833333333333
SSR1	-0.024
RGNEF	0.7895
NFS1	-0.752
CENTB5	-0.67725
CRMP1	-0.760666666666667
ADAM18	-0.133
CCDC87	1.24733333333333
LRRC8B	0.0575
CSNK1G1	0.278833333333333
MAFB	2.6025
C12orf45	-0.26275
C1orf54	2.52725
DPEP1	1.1955
FLJ13137	1.153
C14orf118	0.493166666666667
ANKRD19	0.378
ABCA9	2.804
TMEM87A	0.9956
BBS5	0.6767
CYP17A1	-0.29775
SCG3	-3.746
ESCO2	-3.93525
GFER	0.5075
NRIP2	0.0543333333333333
DDX59	0.903
RIC8B	-0.2894
TNNI1	-0.0225
KTELC1	-0.322083333333333
GPR85	0.771833333333333
SP3	0.326
GOSR2	-0.0356666666666667
DDX1	-0.627
DSCR9	-1.29
KIAA1984	-1.494625
FLRT3	3.44125
RNPS1	-0.759428571428571
ZNF772	1.5165
SLC25A10	-1.0285
ADAMTS3	-0.5569
TBC1D7	-2.33325
PCYOX1L	0.11625
LOC339745	1.528
VPS54	-0.533
PCDHB12	1.70625
C4orf6	0.41125
CCL5	3.486625
PEX5	-0.721125
LENG1	0.478833333333333
LOC51336	-2.26625
FLJ25371	0.6755
WDR45L	-0.4645
SPAG8	2.01383333333333
GUCA1C	-0.145
LOX	-1.21016666666667
FIZ1	0.5295
BAG5	0.172333333333333
BUD13	-0.0301666666666667
MGC2752	-0.031125
IQSEC3	0.227125
TGFBR3	0.4645
CASP9	-0.5505
PPA2	-0.085375
MED24	-0.5135
MAP3K7	-0.415
SRPR	0.179625
C17orf81	-1.3785
RIPPLY1	-0.0515
EID2	-0.23675
AKR1C1	-3.57983333333333
IMMP2L	-0.214625
SPSB4	-0.339
BAG4	0.415875
ZNF32	1.6245
KLHL34	0.7375
BRD2	-0.213125
IL32	0.135333333333333
FAM53B	0.494333333333333
SLC7A1	-1.310375
KAAG1	0.201
CCDC54	0.191833333333333
PRKCQ	-1.267
TIRAP	0.2265
SPSB1	1.07916666666667
USP36	-0.6115
FLJ32569	0.3035
LYZ	-1.865875
TMEM186	-0.5145
TPM2	0.490833333333333
C9orf100	-1.465
PPP1R11	0.2898
OLFML3	1.8199
ELAVL1	-0.495916666666667
DNAJC17	0.658
ABCA2	0.17225
BNIP3L	-0.15575
ATP10D	1.959
GALNT8	0.293
PRKCH	2.0055
USP12	-0.74725
STXBP1	-1.1723
LSM2	-0.981
ANKRD30A	4.7825
LAP3	0.24175
C9orf40	-1.55583333333333
KATNAL2	0.252333333333333
RG9MTD2	1.2415
PNPLA7	0.3415
IDH1	-1.3795
C1orf57	0.4345
XRCC5	-0.7118
TBRG4	-0.84975
DCDC5	2.25883333333333
POU5F1	-4.364
RAB1A	0.2275
KRTAP15-1	0.492
INHA	-1.642
WDR90	-0.04925
MLL2	0.0721666666666667
FAM104B	0.563
SF3B14	-0.82925
STX1B	-0.041
SNX12	0.60075
KMO	3.93266666666667
FAM100B	-0.109
CDRT15	0.798
RAB9A	0.427166666666667
RUFY3	0.227375
UBE2U	-0.312833333333333
NFKB1	1.4622
FBXO38	0.1585
VRK3	0.5865
TUBB8	-0.746
IFNA6	-0.301
AYTL1	0.377833333333333
RBP3	-0.210428571428571
MUC13	1.882
C8orf30A	-0.2645
MFAP1	0.003
NHLH1	-0.045
CXorf34	-0.573
SP8	-3.4035
RNF151	-0.0643333333333333
TDRD7	0.8065
KCND2	3.1785
FKBP9L	0.0661666666666667
C17orf44	2.28475
TIMM17B	-0.3485
WIPF1	0.6192
SNX15	-0.1199
IGF2R	-0.2186
SBSN	-1.6875
RBM15B	0.12175
AGBL5	-0.670583333333333
APEX2	-0.18425
C17orf39	-1.42175
UBE3A	0.8392
SPANXC	-2.7635
TGFB1I1	0.6705
RBM13	-0.836
TOP2B	0.214166666666667
NPVF	0.0465
RIMS4	-0.886875
RAD54L2	-0.0408333333333333
RSPO3	5.28716666666667
C2orf47	-0.54575
TSPAN4	-0.943916666666667
DNAL1	0.3495
DKFZp761E198	-0.72075
NLE1	-0.92125
TPST1	-0.051
SREBF1	0.91175
CLEC12B	-0.5725
FUK	0.0515
IL21	-0.162
LTK	-1.5815
