Hybridization REF	TCGA-A7-A0DB-11A-33R-A089-07
PDC	-0.182
VPS33B	-0.188
HEXB	0.6575
FLJ32214	0.51675
TCEB3	-0.34025
CRLF1	-3.15025
ABI3BP	4.865
C8orf22	-0.43225
PYCR1	-1.963375
KIAA1706	3.08525
CDK5R2	0.46225
WAS	1.0325
C12orf60	-2.04525
CCBL2	-0.1245
MADD	-0.238
C5orf34	-2.37275
WDR42A	0.5009
KLF12	-0.0265
HSPA1A	1.359
ITM2C	-0.336666666666667
DAPK2	3.34733333333333
LOC442590	0.738
SUMF2	1.774875
CENPA	-2.46415384615385
TMED5	0.13575
CDH6	0.2372
BRP44	0.5895
THG1L	-0.24875
GABRA2	1.6475
C14orf166	-0.204
MYL1	-1.95366666666667
TNFSF18	0.085
PAP2D	-1.731
PPIB	-0.25925
KLHL4	2.918375
SFN	-2.41033333333333
CCDC127	0.4615
FRAP1	-0.03175
GOLGA5	0.16625
SDCCAG1	-0.173875
MGC21675	-0.0466666666666667
C10orf95	-1.7585
KIAA1345	0.549666666666667
C1orf163	-1.1075
LACE1	-0.329333333333333
OR10K2	-0.413
CENPN	-2.35532
TMED2	0.66575
UGT1A6	-1.541
ANG	0.61675
U2AF1	-0.467
CASC2	-0.009
NMT2	2.01333333333333
OSGEPL1	0.051875
DFNB31	-1.004
SLC6A20	-0.161375
DKC1	-1.73025
FXYD4	-1.04
WDR64	-0.04125
MGC5590	0.2115
CREBZF	-1.50916666666667
DAZ1	-0.15125
PRPSAP1	-0.41325
GCHFR	-0.458
TTC7A	0.665125
LOC196993	0.30225
UBD	-1.41
S100A1	-0.210375
RPL6	-0.178666666666667
DNAJB6	0.111
NAGS	-0.7872
C2orf58	0.6265
KERA	0.1765
MT1X	0.7238
UBE2B	0.8041
KEAP1	0.42975
MST1	-3.183875
OMA1	0.114
ABLIM2	1.88875
BCL2L13	0.299916666666667
JAZF1	1.25933333333333
TMEM63B	0.409
S100A8	2.4686
ARFIP2	-0.70175
UROS	0.21725
KHDRBS2	0.432
POLQ	-3.420875
SOAT1	-0.0295
SPAG4	-2.84175
MRPS30	-1.28266666666667
LOC494141	0.25275
OR2T11	0.1105
ORAOV1	-0.7039
ZNF184	-1.09933333333333
TCEB3B	-0.0898333333333333
ADAM21	0.0705
GDPD1	-0.08625
SPINLW1	0.127666666666667
PRR14	0.0298333333333333
KCTD9	-0.2469
NUDT3	0.10175
KIAA1822	1.3525
HIST1H4K	-0.4725
DFNA5	-0.0915
GABPA	-0.105
C14orf44	-0.04775
POLB	-1.0895
PTAR1	-0.10625
SEC31A	0.645
TRIM58	-1.4195
TAS2R14	-0.775
VPS8	0.706375
H1F0	-0.4395
PRKCB1	-0.991166666666667
UGT2A1	0.239
TOR1B	0.0705
LSS	-0.177416666666667
C2orf19	0.186
HNRNPC	-0.590571428571429
TMEM100	4.03433333333333
LOC116349	0.22075
OR51M1	0.091
CCDC142	-0.3225
ISG15	0.1091875
ZCCHC14	0.16825
CREBL2	1.807
TGDS	-1.29775
DC2	-0.65875
CACNA2D3	-0.932571428571429
ZNF429	0.09925
LYPD6	-1.93616666666667
SUCLG1	0.684166666666667
OR51I1	-0.512
MAGEH1	1.955
PRPF40A	-0.7475
SMR3A	0.246
SPINK2	-2.15675
THAP2	0.20375
NPY5R	2.36175
IRF4	-1.14225
SPESP1	-0.0348333333333333
OR10S1	0.2865
DTD1	-0.3385
TUBE1	-0.01575
DDX19A	-0.203
PDPN	1.040875
TMEM34	1.10858333333333
MGAM	0.37675
COL3A1	5.88966666666667
GFM2	-0.9833
OR5A2	0.372
PSG9	-1.00725
ARHGEF11	1.048
IVNS1ABP	-0.3706875
SIGIRR	0.1245
DUSP19	0.14825
DNAJC14	0.1946
ACSS1	0.18
IL1RAPL2	0.17
C4orf30	-0.6765
SEPT4	3.29025
LANCL3	-1.70775
SPAG17	3.11283333333333
PRDX3	0.058125
HNF1A	-1.61675
P4HA2	0.18275
RFWD3	-1.87383333333333
MOV10	-1.1005
DNAJA5	0.239571428571429
LOC729440	0.0735
LOC200383	1.147875
SMC2	-2.089
MIXL1	-1.05616666666667
TMEM9	-0.973
FAM86A	0.007
ZNF174	-0.0618
MYH14	-0.498
CCR8	-0.2575
VPS37C	-0.0541666666666667
GPATCH1	-0.000833333333333325
B3GNT8	2.3185
TBX4	0.4075
CNR2	0.121166666666667
PCDH1	1.04125
C5orf29	2.50175
OCIAD2	-1.21925
PLCG2	1.83775
KIAA0247	1.085875
HRH3	0.2306
CAPN13	-1.796375
CCR1	2.4021
MGC15523	0.326277777777778
UVRAG	1.25483333333333
DNAJA2	0.182666666666667
ITGA2B	-0.768666666666667
CLDN5	4.4065
PTPRN2	-0.369357142857143
ZNF512	-0.085
PSAP	2.135
CCDC140	0.11
LRRC55	0.1375
CYP26C1	0.389
C8orf47	-0.49025
LYN	0.555375
DUSP6	1.701
TGFB3	2.326
ELK1	-0.2402
PCDH11Y	0.161833333333333
HGD	-4.1235
C17orf58	1.9755
MYO3A	0.137
SERPINE2	-3.80683333333333
AARSD1	-1.007625
C14orf73	-1.67675
ADAM33	1.55075
ZNF491	0.2765
MAPK6	-1.27216666666667
TCN1	-0.977
SLC24A6	1.218
UBE2R2	0.711
H1FNT	0.326
TATDN2	-0.0993333333333333
LILRB1	2.83
P2RY5	1.7885
NUCB2	-0.54725
C2orf37	-0.936
SNX27	0.7745
MTA3	-0.10125
FOXO4	1.01525
ID4	1.59583333333333
SOX5	0.5645
PXMP3	0.31475
OR52M1	-0.195
SFT2D3	0.11425
INA	-3.341
MCOLN1	2.501
NFIX	1.4154
CLEC14A	5.87483333333333
HIBCH	0.0975
PLA2G5	3.0405
TIMM10	-0.7475
MED17	-0.2279
COL4A4	-0.4405
TPP1	1.51116666666667
GJA3	-1.899
TMPRSS5	-0.37275
AADACL3	0.1975
DNMBP	0.2825
ENPP5	-0.973833333333333
NQO1	-0.9771
ZSCAN2	-0.276125
SEC24C	0.0636666666666667
GTF2A1L	1.8005
AXIN2	1.295
FAM33A	-1.78891666666667
C16orf13	-1.10025
SPNS2	1.73325
TAF1	0.1725
AP1G2	-1.524
RBM42	-0.111166666666667
HCN2	0.447666666666667
EFHB	0.5405
RUSC1	-0.303666666666667
GRIK5	0.112
USP21	-0.176333333333333
ATAD3C	0.50225
ORMDL2	-0.2545
PRSS7	-2.39625
PSAT1	-3.65975
FLJ13195	-1.08183333333333
TBC1D1	0.957
IFNG	1.38825
OTOS	0.400833333333333
ZNF773	-0.00683333333333333
EMD	-0.86475
RETN	1.2195
CCL8	4.964
APH1A	0.02325
COX18	0.0105
GTF2IRD2	-0.044
CCDC82	0.539416666666667
PAFAH2	0.5417
NPEPL1	-0.4228
RP11-114G1.1	0.5665
TP53INP1	0.491625
ZNF300	-0.8465
FOXL2	-3.48275
LARP2	-0.508666666666667
LATS1	0.305
HTR6	-0.039
SPOCK2	-0.277666666666667
RNF144B	2.5085
HTATIP2	-0.862125
MGC10334	0.151583333333333
CENTA2	3.71033333333333
FGF2	2.08825
FXYD7	-0.16775
PHYHIPL	-1.9565
GPR34	6.76675
DDX6	-0.175
OR10W1	-0.037
LHFPL1	-1.273
ZNF313	-0.5105
VPS28	0.688
AP3M1	0.2789
AKR1CL2	-0.2125
TRAF4	-2.78175
OR2B11	0.1095
C19orf12	2.2915
AKAP9	-0.448666666666667
C1orf62	0.04125
SLC20A1	-1.7878
FAM112A	0.34625
LDB2	3.061
MRPS23	-1.34975
KLK5	-0.4605
SPTB	0.5438
EFEMP2	1.70025
EFNB2	1.32725
PCM1	0.0864285714285714
NMNAT3	1.94625
TSG101	0.125333333333333
C8orf40	0.697
NOB1	-0.95175
ABHD3	-0.188
GTF3C4	-1.0145
PIGN	0.242
GALNTL1	2.67775
AEBP1	1.779875
OR9Q1	0.4075
ANKRD2	0.483625
CCL28	-2.292
TRIM38	1.319
TMCC1	0.279666666666667
SMG5	-0.30875
LRRC7	0.0325
NCAPD2	-1.769
C6orf153	-0.6465
C1orf74	-1.1435
OTUD6A	0.363
DCP2	-0.5555
TMEM24	-0.22125
RPL18	-0.436833333333333
TMEM177	-1.38125
LRRC37A3	0.19625
C1D	-1.0595
LDHC	-1.12375
UBE4B	0.395666666666667
NIT1	0.592
BTN3A3	1.493
RASD1	4.635375
COMMD3	0.06625
SHFM1	-0.38525
BIRC8	0.11975
DUT	-1.051
C12orf51	0.0595
LRRC59	-0.802666666666667
LY6H	-0.05
WDR22	0.918833333333333
EDEM1	-0.134571428571429
ADH1A	3.535
PANX2	-0.513
CYP11B1	0.46175
CDC73	-0.01575
GPR172A	-0.69125
GSTM3	1.33538461538462
KCNA5	1.08075
SERAC1	0.4945
NFATC2	0.0865
ANAPC5	-0.6746
C15orf24	0.48225
NFATC2IP	-0.659916666666667
TNRC6C	0.604333333333333
MGC102966	-2.717875
FGD5	3.25433333333333
MED9	0.09075
RAB13	0.5535
C15orf49	-0.3115
CRYGS	0.0018
C12orf53	-1.4545
LOC283693	-0.4845
COX6B2	-0.663875
PHF14	-0.54525
FAM3A	-0.12625
RPL13	0.0653
PRDX2	-0.5557
FLJ34047	-1.35925
PRMT3	-0.8565
KCTD19	-1.4245
TRIM10	-0.559
MGC26597	-0.858833333333333
GCNT4	-0.1035
GPRASP1	1.41325
CDKN1C	2.10858333333333
RHBDL2	-0.0465
HSPH1	-0.831
AQP1	3.95675
COL17A1	-3.3744
GFAP	0.39625
CDC16	0.2095
KIAA1614	1.3755
C6orf118	-0.224
ZSWIM5	-1.624
FAM83F	1.26225
LYNX1	0.7633125
SYNPR	-0.38325
XG	4.40366666666667
PRSS16	-2.414
KIF13B	1.05971428571429
PCDH9	3.561125
HIST1H2AH	0.198166666666667
RBM18	-0.61725
ZNF626	0.093
HEXIM2	-0.0703333333333333
ITFG1	0.2245
TUBG2	-0.548
SFRS7	-0.7035
C9orf14	0.71
EXTL1	-2.6515
GBP3	0.4345
WDR5	-1.04175
RARG	0.5535
MYO7A	1.767125
CECR6	0.31075
C13orf3	-2.99475
SFRS18	-0.8415
ACVR1B	-0.0505
PSMD1	-0.1522
C7orf31	0.187166666666667
ILVBL	-0.05075
IFNGR1	2.5195
RNF186	0.022
NOL9	-0.56
MAGEL2	0.60625
SLC29A2	-0.7485
NHSL1	0.48775
RBMX	-0.8485
PSORS1C2	0.426
RAD51L3	0.405916666666667
LCN6	3.0905
ORAI2	-0.98775
BRUNOL6	0.1929
OR4K5	-0.0765
CDC123	-0.463
MSLN	-2.6895
WWTR1	-0.928333333333333
ZNF700	-1.25083333333333
COBL	-0.93525
PPP1R16B	1.62425
GAS7	2.5189
MDN1	-0.36825
HAAO	0.992
C9orf68	0.51625
TNFAIP2	1.98225
FOXN1	0.1075
hCG_2033311	-1.3405
ATP6V0D2	2.1847
RPL41	-0.15325
SLC38A1	-3.5225
ARHGAP6	0.418166666666667
ADAD2	0.2135
PHF20L1	-0.3243125
MCM3AP	-0.353333333333333
ST3GAL3	0.441833333333333
SNX1	0.848333333333333
ELF5	-0.23525
PARP3	1.01325
RBM8A	-0.909625
LINGO4	-0.1385
ITGA9	1.8985
ZFR	0.1535
ACSL6	-0.474
FLJ20699	0.844
DAOA	0.385
FABP4	7.38875
KCNB1	2.54025
CANX	0.3887
SLC25A28	0.98
ADIPOR2	0.604125
ECHDC2	2.45725
SMA4	-1.20325
FRZB	2.654375
PABPC1	-0.47
DMRTB1	-0.135
APOBEC3G	0.7655
CATSPER2	-1.032
CUEDC1	0.840833333333333
STARD9	1.3145
CLDN8	-0.2935
LOC23117	-0.732863636363636
E2F6	-0.8455
TMEM126B	-0.267666666666667
DPY19L4	0.34075
GIMAP5	3.7905
NDUFA9	-0.259333333333333
FAM77C	-3.871
CTPS2	-0.5705
LOC51035	0.599
WDSOF1	-1.72975
EGLN3	-2.161625
PITX3	0.46
OR52E8	0.1495
GRM4	0.1285
KLK1	-1.4015
GPM6B	-1.8655
RRAGD	1.20366666666667
PAGE5	-3.42925
UCHL5	-1.6295
ULK3	-0.7395
AIM2	0.0716666666666667
PNO1	-0.879
OR2F2	-0.2285
GNAT2	-0.2265
SIX1	1.561
ST13	0.831166666666666
ZBTB44	0.142625
TIMP2	1.35275
ZMAT4	-4.20975
GTF2IRD1	-1.26216666666667
ZNF19	0.511666666666667
ZNF714	-0.28375
RSC1A1	0.1595
C9orf80	-0.46375
PSMA8	1.1135
TMEM141	-0.82525
COX4I1	-0.0280714285714286
CTAGE1	-0.1375
DTWD1	-0.30525
HSD11B1	4.7165
KRT6B	-1.671375
ARID4B	0.11
LHFPL3	0.456
WWP2	0.451916666666667
ZNF326	-0.973833333333333
RGPD1	-0.2405
CTSH	1.0205
FASTKD1	-1.301125
PAF1	0.4684
TTC9C	-0.16775
IFT57	0.4705
PRSS36	0.891
IL20RB	-0.3575
ZNF592	0.411833333333333
DCTD	0.4289
CFP	4.502
MFNG	1.820375
JMJD2B	-0.63775
ALDH3B1	0.278125
THSD4	-0.475666666666667
KCNJ5	4.00033333333333
LMNA	0.836333333333333
TBCD	-0.21575
ZNF250	-0.579
CASQ2	3.86866666666667
PEG10	-4.0135
PRAME	-5.295
NP	-0.681625
TRIM59	-2.043
ZNF12	-0.296
XTP3TPA	-1.1355
SIGLEC7	1.44
PANK4	-0.25425
FAM70A	0.354166666666667
SNED1	1.51875
HIP1	0.8391
RAET1E	-0.443
AMAC1L2	-0.299
AHNAK2	0.811083333333333
TOE1	-1.16833333333333
RECQL4	-2.72925
SPRYD3	1.45225
DPAGT1	-0.3925
MAGED2	0.1767
ANKRD55	0.6025
TRPS1	0.893916666666667
DOK7	-2.67825
TFPI2	-4.69375
GTF2H3	-1.02633333333333
CYP4F11	-1.204875
LHX2	-4.31766666666667
ATG16L1	-0.180166666666667
ASB12	-0.155
C1orf116	-1.33825
NF2	0.1136
POM121	-0.7671
PHYHD1	1.6263
TXNDC17	-1.069
DKFZp779O175	-0.25875
NUP62	-0.530928571428571
MYO18B	-1.28633333333333
PRAMEF1	-0.401
TCBA1	1.246
TMEM168	0.33675
FJX1	-1.27216666666667
CLCF1	-0.013
SEPN1	0.9085
IGSF2	0.2235
NUDCD1	-1.28033333333333
TFF3	0.92
NDFIP1	1.1625
CHCHD4	-0.34725
TNR	0.7785
CUTA	-0.6505
USP44	-2.812
DPP10	-0.438666666666667
IWS1	-0.184333333333333
PCGF1	0.061
SULT1C4	0.2115
NTF5	-2.41625
PTPN13	0.557
SSTR5	-0.188
SFRP1	1.122125
IDH3B	-0.4665
SUOX	1.44866666666667
TMCO5	0.0845
GOLT1B	-0.3015
MIB1	-0.417928571428571
PCDHGB1	0.138
SUSD1	1.2885
ICAM5	-3.14283333333333
PAPOLB	0.37325
URM1	0.017
TMEM106B	-0.288333333333333
LRIG2	-0.71875
SLC27A5	-1.364
CLIC6	2.7326
ZNF420	0.882
SCN9A	1.3116
KIAA1909	-1.7115
ELMOD1	-0.8805
PRKAG1	1.058
FAM64A	-1.97411111111111
EEF1G	-0.4763
SMAD5	0.73475
INCENP	-2.571
WASF2	0.973
GARS	-1.1628
CDK10	-0.3965
HLX	1.44516666666667
MDM4	-0.613875
ZNRF1	-0.962142857142857
HHATL	-1.392
FAM21C	1.0528
HIST2H3C	-0.49375
PFDN2	-0.21525
ZNF200	-1.04
NDN	2.43125
HBA2	2.07183333333333
FBLN5	3.163625
PUM1	0.183071428571429
TNNT1	-4.35566666666667
C19orf59	0.932833333333333
HNRPH2	0.171166666666667
RAB7A	0.810333333333333
PMS2	-0.289875
BIRC3	-0.943666666666667
NRSN2	0.072625
OR52K2	0.211333333333333
SPOCK1	0.502285714285714
H2AFY	0.072
RXRB	0.40625
ZNF638	-0.305
ANKRD45	-0.1305
ACTN4	-0.1875
FXC1	0.05475
EIF2B5	-0.06175
VPS33A	-0.25775
PINK1	1.454875
FAM106A	0.4975
SKIP	0.9179375
GAPDHS	0.11725
MUM1L1	1.2775
PSTPIP1	2.2625
CNTNAP1	-0.4851
CYP26A1	-4.501
APOL2	1.3858
TACC2	0.8035
COX7A2L	-0.401428571428571
HSD17B1	0.552625
ARRB2	1.3785
SLC7A6	-0.0191
HSD17B10	-0.4405
RBJ	-0.18025
NUP155	-2.2135
MRPL10	-0.0803333333333333
CYCS	-0.951083333333333
CCDC46	1.9175
TECTA	1.1265
GNAL	0.8015
LPO	-0.203
PEBP4	1.01725
DDX11	-1.90275
C18orf12	0.268
TAF9B	-0.339916666666667
IMP4	0.189
RPA4	1.04116666666667
NDUFS1	-0.48575
UPK1A	-0.756666666666667
ARRDC2	1.3555
C18orf20	0.8705
AES	0.822142857142857
CD2BP2	0.310333333333333
C16orf54	0.7745
UGT2B17	-2.96475
FGFR1	1.39718181818182
CEACAM6	-5.0288
CHRM5	0.335
CERK	0.119375
AP3S2	0.978785714285714
ANKS4B	-1.39875
CLCNKA	0.373166666666667
ZNF208	0.378
HLA-DRB5	4.861
CARKL	-0.1745
GOT1	-0.948666666666667
CASP6	-0.37725
HOXA1	-0.222
RCL1	-0.0665
ZNF181	0.542833333333333
RAB40B	0.9835
MRPL38	0.127375
LRRN2	-0.17825
C3orf25	0.241
OR5D14	0.1235
OR10AG1	0.804
BET1L	0.5844
FRY	4.05275
AK3L1	-0.3245
CSF3R	1.58216666666667
POLR3K	-1.7595
ATG2B	0.493833333333333
EPS8	1.546
DARS	-0.515
C10orf56	2.30633333333333
DAD1	-0.173333333333333
RIOK1	-0.750166666666667
HERC2	0.13125
HSD11B2	-1.0435
FAM96B	-0.284
MGC13057	0.3515
BSN	-0.643
CAND1	-0.326666666666667
HCST	2.372
ACTR10	0.403166666666667
OR8D4	0.3365
NASP	-1.4268
COL9A2	-1.5975
LYZL1	-0.761
GPC5	-1.61575
TBL3	-0.665666666666667
CENTD2	1.3158
OR5AP2	0.1775
TLR1	2.72075
LMO6	0.0525
ZIC2	-3.578375
CPNE5	0.419
ZMYND15	0.8485
FLJ22374	0.11025
CCDC106	0.306
PARP16	-0.42275
PDIA3	0.25125
C14orf126	0.095
CECR2	-0.447
SFRS1	-1.08428571428571
FIGLA	1.0995
DCP1A	-0.00116666666666667
MGC45800	0.7498
TEKT1	-0.292666666666667
C10orf67	0.126
CLN5	1.06025
NTN2L	0.051
GLE1L	-0.12
CES2	-0.122
GNAS	-0.1615
DDX53	0.4275
TSPAN13	0.19925
MRPL52	-1.0717
SPIRE2	-0.834625
TAS2R39	0.03275
SCUBE3	-0.39575
UCRC	0.3692
CDKL3	0.31875
KIAA1715	-0.00840000000000001
ZNF345	0.73425
RTF1	-0.09425
DHRS7	0.6815
RIPK4	-5.20783333333333
EXOSC2	-1.57666666666667
MS4A2	3.42
FGF17	-0.18025
WDR59	-0.685875
EVI2A	0.1545
IL17RC	-0.0591666666666667
HS3ST1	2.565
ITGB1BP2	-2.2895
RBPJ	0.6655
GIMAP1	4.891
INE1	-0.375166666666667
ALDH18A1	-0.581375
TPI1	-1.96
GATA6	1.08675
CABP1	1.0045
ZNF484	0.318
DAPK3	-0.2515
GJB1	-3.07741666666667
PIN1	-0.128625
SLC6A15	-2.8525
CNO	-0.432
RIN2	2.479375
FRRS1	-0.528
CYorf15B	-3.531875
DMRT3	3.352375
ATAD1	-0.095
OTUD4	-0.366166666666667
ATOH8	1.859
ZSCAN16	-0.6575
ASCC1	0.253
OTUD3	-0.59875
MGC33212	-1.24866666666667
YME1L1	0.022125
RP11-218C14.6	-0.1145
PCBP4	-0.2535
TNFRSF10A	0.09075
CDH10	-2.78083333333333
KL	3.73925
SCP2	1.62333333333333
C9orf119	-0.12125
SON	0.131
MAFK	-0.381
SBNO2	-0.308
SLC6A6	0.2715
SC4MOL	-1.716375
FAM35B	0.369
PPP1R9A	-0.460375
PDZRN3	1.709125
CXorf20	0.24
C6orf126	-1.65525
AVEN	0.5795
FLJ21075	-1.0575
C14orf132	1.11275
PCK2	0.22775
GUCY2C	-2.2165
BARX2	-0.2675
PEX11G	1.035
DAO	-0.609333333333333
C10orf49	0.43025
EDNRA	2.1825
PPP2R5A	1.816
DDX39	-1.73733333333333
SERF1A	-1.044
ASCIZ	0.4629
FNDC8	-0.11125
PTMS	0.37975
PHF7	0.367
PIP4K2B	0.201375
HHLA2	-0.0874999999999999
BDH2	0.8945
APOBEC2	-0.33325
PENK	3.9455
SMAD9	0.82125
MT3	-0.6665
RGL1	2.348625
ATG10	-0.579
DLGAP4	1.02666666666667
APPBP2	-0.242642857142857
BACE2	-0.358214285714286
LOC339344	0.5575
ZNF395	0.4175
HIST1H2BL	-1.79475
ZNF467	0.7265
SLC25A21	-1.5805
PALM2	0.4195
NSUN5C	-1.318
IL5	0.2782
CLSTN2	2.589
ANXA8L2	-2.13025
PTGES	1.1005
GDAP1L1	-2.17766666666667
OPRK1	-0.286833333333333
WDR20	0.910916666666667
C12orf4	0.2925
NUP88	-0.63025
XRCC6BP1	-0.999833333333333
FCGBP	0.946428571428571
LEMD2	0.115
NOMO1	-0.2145
C10orf79	-0.437
ZNF79	0.2075
OCRL	0.5718
HSPA8	-0.5975
DIDO1	-0.519333333333333
PLA2R1	1.48475
COG3	0.3658
NGDN	-0.67275
CBFA2T2	-0.206125
PNOC	-3.1425
PRRG1	0.723583333333333
AGGF1	-0.553571428571429
DPF2	0.65
YIPF7	-0.4505
TRPV5	0.467
ZNF322B	0.314
MED12	0.311333333333333
CARS	0.616333333333333
ABCC11	-0.604833333333333
C9orf25	0.2335
MYH1	3.455
FRYL	0.391
AGTRAP	0.1855
MMP27	3.3735
ZNF432	-0.069
OR8D1	-0.005
OR13D1	0.0855
VWA1	1.1875
STON1	1.8795
IL5RA	1.08225
PERP	-1.5585
C10orf107	-0.864166666666667
TNFSF12	3.2165
FN1	-0.4245
MTR	-0.612666666666667
PHLPPL	-0.101333333333333
ZNF425	0.30925
DHFR	-0.822055555555556
PPP1R12A	0.023375
RSPO2	-1.5275
ZNF7	-0.696
ZNF583	0.43925
TPMT	-0.4765
GPR132	1.255875
OR2T12	-0.33575
SERTAD2	0.0405
ATP1A1	-0.9803
FRMPD3	0.26825
ZNF672	-0.3175
PLXNB3	0.496125
EML5	-0.3075
FAIM3	0.0275
UBQLN2	0.42325
SORCS2	2.35525
PRIM2	-1.6725
ACVR2A	1.00016666666667
YWHAZ	-0.130416666666667
PGM2L1	0.77225
GNAO1	0.0475
RPL10	-0.1235
RPS6KA6	-0.4965
PFKL	-0.231
SH3D19	3.137
AURKB	-2.82516666666667
ZC3H6	1.009875
DISC1	0.565333333333333
FLJ39660	-2.8355
TMEM25	0.00287500000000001
OSBPL10	-0.019
CLTCL1	-0.504
ALG6	-1.11825
CATSPER4	0.504
LRTM1	-0.047
RRAD	2.76516666666667
TIPIN	-2.58325
CARD14	-0.5585
RBM9	0.642333333333333
RASSF4	2.17625
SLC25A18	1.60883333333333
C6orf58	-0.0938333333333333
IGHD	0.749
PLA2G6	-0.0965
TPT1	1.3245
SEC63	0.6479
CCDC113	-0.186
TDRD10	1.8535
KIAA1666	0.1215
TOR1AIP1	1.03916666666667
SYTL4	1.14133333333333
SPRR2F	2.137
CEBPD	3.89725
SNTG2	2.17075
C20orf77	-0.328916666666667
TAS2R49	0.2385
C6orf173	-2.38216666666667
SVEP1	2.5917
PXN	0.307642857142857
VIL2	-0.920583333333333
C5orf21	1.14275
DIXDC1	1.027875
GANAB	-0.271666666666667
PDSS1	-2.026
NGFR	1.21275
ATP8B4	4.0935
BMP8A	0.804
CCDC132	-0.20125
GNRH1	-0.414
OR10T2	0.00925
PDGFD	3.83516666666667
OR6W1P	0.042
HARS	0.02175
KRT77	0.103
AQP8	-0.33725
ITGB1	1.4328
ZNF254	-0.51
PAX1	0.134
PSMC4	-0.5824
ANKRD22	-0.0295
PSMD8	0.180833333333333
HTR1E	-0.560333333333333
SOX10	-2.3193
OR5B2	0.275
RABGEF1	-0.260285714285714
MAP1LC3B	0.95
CYB5R4	1.18925
AGXT2L1	-1.854
FLJ41603	1.77583333333333
TRAPPC2	0.061
FNTB	0.3382
FLJ14107	-0.316666666666667
AURKAIP1	-0.205
DSE	3.0415
NFKBIZ	0.839
OSBPL3	-1.51916666666667
LOC130576	-3.151
SLC39A9	0.137666666666667
LOC137886	-0.383083333333333
RHCE	-3.605
ATG7	0.695333333333333
FAM82A	1.54883333333333
FBN3	0.283
MCFD2	-0.958833333333333
CASP14	0.388
EPS15	1.295
SFRS2B	0.761166666666667
C19orf47	0.373
PLAC9	4.415
GPR23	0.4555
BTNL3	0.0231666666666666
RGS8	0.186
GNS	1.9385
ENO2	-2.8905
CBX1	-0.4418
PEX26	0.165
LRP5	0.644333333333333
ADAMTSL4	1.499
ARR3	-0.229
MAP1A	1.31325
CD2	2.58475
NAV2	-1.0788125
TMEM69	-0.7535
ATXN7	-0.466
CHN2	0.7395
ZNF781	1.39566666666667
HAS2	-0.275166666666667
KIAA0241	-1.0645
BIC	0.6945
MOBKL2A	0.6125
CYP2C9	1.3595
CNOT7	-0.211642857142857
SFRS10	-0.8255
CST11	0.20675
FLJ37543	0.7045
NKAP	-0.941
RUNX1T1	5.23775
EAF1	-0.2684
IL4I1	1.3115
LRRC61	-0.787166666666667
PSIP1	-0.774416666666667
SPRR4	-0.1755
ZFP90	0.4475
AP2B1	-0.543
SLC30A7	0.168833333333333
C7orf28A	-0.182
S100B	3.28366666666667
BMP2	0.46875
ESR1	0.03225
ZFPL1	0.2035
ARHGAP12	0.54825
LRRC19	0.116833333333333
ZNF767	-0.728333333333333
NACA	-0.1013
OLIG1	-2.543375
PRF1	2.304
LST1	3.30816666666667
SPATA9	1.456
CNFN	0.0535
CDK4	-0.9223
TCF15	1.99416666666667
PARC	-0.21275
PPM2C	1.254
LOC283345	-0.464
FAM107B	1.2615
DMXL1	0.079
RBM3	0.09925
HTR5A	-1.36233333333333
SCFD1	-0.259
EPHB3	-0.300375
ROPN1L	-0.401333333333333
RAMP3	1.81725
TSPYL5	2.00909090909091
GAP43	2.072
PAPD4	0.36225
PDE3A	-0.78425
TNFRSF10C	1.06875
JMJD5	0.236833333333333
RASGEF1A	-1.8795
C16orf65	0.2925
HIPK3	1.60816666666667
XYLT2	-0.372
XPOT	-1.19283333333333
GAL3ST1	-1.78125
DHCR7	-2.233
AMIGO3	0.184
FGFR4	-2.7765
CRAT	1.398875
PPP1R14D	-0.3005
TRIM14	0.4781
TMPRSS11D	-0.268
SLC7A11	-3.09192857142857
OR10H2	0.5705
PPM1E	-1.4445
DOCK4	1.204625
FAM127A	0.867875
ENOPH1	-0.728
SLC5A3	-0.1519
ZNF530	-0.5239
NTS	-6.292
FRMD4A	1.358125
BCL11B	-3.62066666666667
PRM1	0.0175
UQCC	-0.5274
S100A16	0.628666666666667
PLS3	0.82175
WWOX	-0.130785714285714
CCDC23	0.806
GTSE1	-2.11633333333333
GP2	-0.3235
FLJ32549	-0.63125
CHIT1	2.80275
KLF9	1.492125
RPS24	-0.2751
MIA	-3.98925
FIGN	0.70225
PYROXD1	0.1315
PCSK2	0.0635
MRPL9	-0.556
RPL24	-0.58975
C12orf32	-1.18725
HIST1H2BE	-2.087
RGS18	3.948
LFNG	1.725
RAB4B	0.4062
FBXO25	1.13033333333333
TSPAN31	1.33483333333333
ARL8A	0.452071428571429
C10orf83	-0.709
OR51B6	0.361
CNKSR2	0.11925
C1orf156	-0.0865
IBSP	-0.4245
GFRA2	3.1185
ALKBH7	0.4433
NEK10	-0.7605
VN1R3	0.177833333333333
LOC91948	0.191
CPZ	0.857
IHPK3	0.0486666666666667
COL8A1	0.699
RBPJL	0.1885
OR10A4	-0.0025
CASP8AP2	-0.72725
MMP12	-1.67666666666667
OR8B12	0.251
CDCA5	-3.405
LIX1L	0.59075
PEX11B	0.18875
GABRA1	0.234166666666667
HABP2	0.0195
REEP1	-0.623833333333333
FBXO15	0.13775
