Hybridization REF	TCGA-B6-A0IC-01A-11R-A034-07
TPH1	-2.7785
DDX52	-0.51375
ZSCAN29	0.502333333333333
TRPT1	0.462
DPEP3	0.51175
DENND4A	-0.771625
TSPAN16	0.336
PTCHD2	-0.971
LOC145814	-0.41525
CAP1	-0.2905
EIF5A2	-2.0965
NT5DC3	-1.757375
SEPT9	-0.521375
SEZ6L2	1.22275
EGFLAM	1.779
VPS11	0.402625
NDUFB5	0.0115
CIDEA	0.637666666666667
IER5L	-0.49525
N6AMT1	0.57725
FAM83C	0.37225
OXR1	0.522416666666667
IRX1	-0.5215
DGKB	-0.9504
GCN5L2	-1.382
MIR16	0.99425
FBXW9	0.3495
WDR4	-1.22816666666667
PDC	-1.3275
VPS33B	-0.5965
HEXB	-0.40025
FLJ32214	-0.008
TCEB3	-0.9455
CRLF1	-4.4795
ABI3BP	-0.80825
C8orf22	-4.105
PYCR1	-1.739625
KIAA1706	1.7915
CDK5R2	0.371
WAS	0.012
C12orf60	-0.593
CCBL2	0.20425
MADD	0.3755
C5orf34	-1.95525
WDR42A	0.8064
KLF12	-0.4065
HSPA1A	1.32875
ITM2C	-2.6145
DAPK2	3.0445
LOC442590	-0.105
SUMF2	0.260625
CENPA	-2.25515384615385
TMED5	-0.138125
CDH6	-1.1785
BRP44	1.77775
THG1L	-0.639
GABRA2	-1.4005
C14orf166	0.38575
MYL1	-2.50916666666667
TNFSF18	0.332
PAP2D	-1.3068
PPIB	-1.41625
KLHL4	-0.310571428571429
SFN	-0.634166666666667
CCDC127	1.044
FRAP1	-0.40825
GOLGA5	0.7745
SDCCAG1	0.13675
MGC21675	-0.00683333333333333
C10orf95	0.12925
KIAA1345	0.00266666666666667
C1orf163	-1.5865
LACE1	-0.126833333333333
OR10K2	1.058
CENPN	-2.5972
TMED2	0.45725
UGT1A6	-1.176
ANG	0.56925
U2AF1	-0.486666666666667
CASC2	1.432
NMT2	-1.176
OSGEPL1	0.538875
DFNB31	-0.862
SLC6A20	-0.479571428571429
DKC1	-1.634
FXYD4	-0.9815
WDR64	-0.2505
MGC5590	0.1665
CREBZF	0.25
DAZ1	-1.205
PRPSAP1	-0.2035
GCHFR	-0.14225
TTC7A	-1.256375
LOC196993	1.20925
UBD	2.87183333333333
S100A1	-0.7735
RPL6	-0.0466666666666667
DNAJB6	-0.4307
NAGS	2.2984
C2orf58	-0.502
KERA	0.523333333333333
MT1X	-0.8037
UBE2B	1.1698
KEAP1	0.668
MST1	-1.69725
OMA1	0.3695
ABLIM2	0.63025
BCL2L13	-0.0763333333333333
JAZF1	-0.022
TMEM63B	0.1955
S100A8	-2.294
ARFIP2	1.3875
UROS	0.20175
KHDRBS2	-0.512
POLQ	-2.39525
SOAT1	-1.366
SPAG4	-2.05475
MRPS30	2.343
LOC494141	-1.00125
OR2T11	1.1255
ORAOV1	-0.2696
ZNF184	0.292166666666667
TCEB3B	1.69575
ADAM21	-0.3635
GDPD1	0.9425
SPINLW1	2.2195
PRR14	0.292666666666667
KCTD9	-0.1869
NUDT3	0.92175
KIAA1822	-0.0809
HIST1H4K	0.398
DFNA5	-3.41525
GABPA	0.68775
C14orf44	1.16275
POLB	0.1215
PTAR1	0.0155
SEC31A	0.0281
TRIM58	-2.795
TAS2R14	0.7535
VPS8	-0.056875
H1F0	1.81116666666667
PRKCB1	-4.15633333333333
UGT2A1	0.3165
TOR1B	-0.707
LSS	-1.25591666666667
C2orf19	0.656
HNRNPC	0.502714285714286
TMEM100	-2.78616666666667
LOC116349	0.511
OR51M1	0.216
CCDC142	-0.9285
ISG15	1.6713125
ZCCHC14	-0.63675
CREBL2	1.519625
TGDS	-1.44725
DC2	-0.3445
CACNA2D3	3.049
ZNF429	-0.353625
LYPD6	2.15583333333333
SUCLG1	0.332
OR51I1	-1.6525
MAGEH1	0.55925
PRPF40A	-0.6525
SMR3A	0.2835
SPINK2	-3.08825
THAP2	0.6615
NPY5R	6.692125
IRF4	-2.865875
SPESP1	-2.5292
OR10S1	0.3255
DTD1	-1.77875
TUBE1	-0.18625
DDX19A	-1.1625
PDPN	-4.1175
TMEM34	0.413666666666667
MGAM	0.49575
COL3A1	2.9955
GFM2	0.3909
OR5A2	0.1745
PSG9	-0.5725
ARHGEF11	-0.0596666666666667
IVNS1ABP	-0.944875
SIGIRR	1.419
DUSP19	-0.428
DNAJC14	-0.2314
ACSS1	-0.089375
IL1RAPL2	0.082
C4orf30	-1.36225
SEPT4	0.52575
LANCL3	-2.93375
SPAG17	4.14383333333333
PRDX3	0.708125
HNF1A	-0.809
P4HA2	-1.599625
RFWD3	-1.37716666666667
MOV10	-0.6885
DNAJA5	0.5945
LOC729440	0.21525
LOC200383	1.06571428571429
SMC2	-2.121
MIXL1	-0.993666666666667
TMEM9	0.40775
FAM86A	1.8635
ZNF174	1.0196
MYH14	-1.439
CCR8	0.21325
VPS37C	1.11566666666667
GPATCH1	-0.0298333333333333
B3GNT8	2.2305
TBX4	-0.65425
CNR2	0.1295
PCDH1	1.299
C5orf29	2.999
OCIAD2	1.957
PLCG2	-0.6315
KIAA0247	2.15675
HRH3	0.685111111111111
CAPN13	4.13475
CCR1	-1.4913
MGC15523	-0.230166666666667
UVRAG	-0.0413333333333334
DNAJA2	-0.405
ITGA2B	-1.1585
CLDN5	2.213875
PTPRN2	-2.37092857142857
ZNF512	0.556666666666667
PSAP	0.0351428571428571
CCDC140	-1.097
LRRC55	-0.17
CYP26C1	0.255
C8orf47	0.53975
LYN	-0.68975
DUSP6	0.0221666666666667
TGFB3	3.04586666666667
ELK1	-0.9321
PCDH11Y	-0.421333333333333
HGD	-1.87
C17orf58	1.2105
MYO3A	0.813
SERPINE2	-6.20516666666667
AARSD1	-0.8315
C14orf73	-1.02475
ADAM33	-0.60775
ZNF491	0.58
MAPK6	-0.994833333333333
TCN1	-0.5425
SLC24A6	0.9305
UBE2R2	0.0525
H1FNT	0.49
TATDN2	0.2885
LILRB1	0.8905
P2RY5	0.519
NUCB2	1.175
C2orf37	1.441
SNX27	0.138333333333333
MTA3	0.515625
FOXO4	-0.345
ID4	0.792833333333333
SOX5	-3.1052
PXMP3	1.0945
OR52M1	-0.089
SFT2D3	0.081625
INA	-2.68483333333333
MCOLN1	0.055
NFIX	1.7064
CLEC14A	4.80233333333333
HIBCH	0.507333333333333
PLA2G5	-0.10625
TIMM10	-0.2395
MED17	0.5769
COL4A4	-1.621
TPP1	-0.1905
GJA3	-1.72266666666667
TMPRSS5	-0.10675
AADACL3	0.5635
DNMBP	0.1095
ENPP5	5.916
NQO1	-2.0168
ZSCAN2	0.78225
SEC24C	-0.382166666666667
GTF2A1L	-1.205
AXIN2	-0.6037
FAM33A	-1.34716666666667
C16orf13	0.501875
SPNS2	-0.025
TAF1	-0.315
AP1G2	0.543333333333333
RBM42	-0.419666666666667
HCN2	-0.499
EFHB	0.929
RUSC1	-0.333166666666667
GRIK5	0.0005
USP21	-0.0521666666666667
ATAD3C	0.53775
ORMDL2	0.149625
PRSS7	-2.44925
PSAT1	-5.84075
FLJ13195	0.421833333333333
TBC1D1	0.5515
IFNG	0.17075
OTOS	-0.0821666666666667
ZNF773	-0.1415
EMD	-1.183
RETN	-0.8275
CCL8	2.6425
APH1A	-0.698625
COX18	-0.29
GTF2IRD2	0.7275
CCDC82	-3.43958333333333
PAFAH2	0.4755
NPEPL1	-0.5063
RP11-114G1.1	0.635
TP53INP1	2.2345
ZNF300	-1.26233333333333
FOXL2	-3.66933333333333
LARP2	0.414166666666667
LATS1	0.2235
HTR6	0.858
SPOCK2	-0.880166666666667
RNF144B	2.87016666666667
HTATIP2	-0.17875
MGC10334	0.385833333333333
CENTA2	2.04716666666667
FGF2	-1.743
FXYD7	0.17075
PHYHIPL	-2.182125
GPR34	4.53533333333333
DDX6	-0.4695
OR10W1	-0.283
LHFPL1	-0.835
ZNF313	-0.428285714285714
VPS28	0.97025
AP3M1	0.012
AKR1CL2	-0.99625
TRAF4	-0.19925
OR2B11	0.3105
C19orf12	-0.261833333333333
AKAP9	-0.460833333333333
C1orf62	0.024
SLC20A1	-0.4204
FAM112A	0.28625
LDB2	-0.84725
MRPS23	-0.21925
KLK5	-1.274375
SPTB	-0.343111111111111
EFEMP2	1.0025
EFNB2	-0.990375
PCM1	1.59457142857143
NMNAT3	2.869375
TSG101	0.768
C8orf40	0.783
NOB1	-1.8465
ABHD3	0.37875
GTF3C4	-0.882125
PIGN	1.487
GALNTL1	0.46275
AEBP1	-1.161625
OR9Q1	0.1185
ANKRD2	-0.0415
CCL28	-1.818
TRIM38	-0.0351666666666667
TMCC1	0.320666666666667
SMG5	-0.09825
LRRC7	-2.765
NCAPD2	-1.99
C6orf153	-0.50825
C1orf74	-0.43425
OTUD6A	0.4205
DCP2	-0.22
TMEM24	0.000749999999999987
RPL18	0.299666666666667
TMEM177	-0.182
LRRC37A3	1.19475
C1D	1.0435
LDHC	-1.06875
UBE4B	0.154833333333333
NIT1	0.682125
BTN3A3	-0.653375
RASD1	1.48625
COMMD3	1.3485
SHFM1	-1.3465
BIRC8	-0.06425
DUT	-0.72575
C12orf51	0.363
LRRC59	-0.9465
LY6H	0.175
WDR22	0.66475
EDEM1	0.206928571428571
ADH1A	0.0125
PANX2	-0.2505
CYP11B1	0.48325
CDC73	-0.36725
GPR172A	-0.43725
GSTM3	2.40223076923077
KCNA5	-0.44275
SERAC1	0.793833333333334
NFATC2	0.417
ANAPC5	-0.2265
C15orf24	0.4115
NFATC2IP	-0.645833333333333
TNRC6C	-0.0376666666666667
MGC102966	-3.336375
FGD5	2.1195
MED9	0.5185
RAB13	0.437666666666667
C15orf49	0.085
CRYGS	0.4842
C12orf53	-0.9756
LOC283693	-0.5095
COX6B2	-0.493125
PHF14	0.17275
FAM3A	-0.450625
RPL13	-1.467
PRDX2	0.7098
FLJ34047	-0.57525
PRMT3	-0.94075
KCTD19	-0.9805
TRIM10	-0.719
MGC26597	0.3464
GCNT4	0.74975
GPRASP1	0.2815
CDKN1C	-1.18975
RHBDL2	1.4087
HSPH1	0.55825
AQP1	1.851125
COL17A1	-3.2896
GFAP	0.171375
CDC16	-0.15875
KIAA1614	-0.198
C6orf118	-0.18675
ZSWIM5	-1.4305
FAM83F	3.81875
LYNX1	1.254125
SYNPR	-0.601
XG	-0.4748
PRSS16	2.282125
KIF13B	2.73442857142857
PCDH9	-2.853875
HIST1H2AH	1.37266666666667
RBM18	-0.63925
ZNF626	1.069875
HEXIM2	1.81183333333333
ITFG1	-0.401
TUBG2	-0.5715
SFRS7	0.0440833333333333
C9orf14	-0.1785
EXTL1	2.68
GBP3	1.42166666666667
WDR5	-2.03375
RARG	0.186166666666667
MYO7A	-0.29325
CECR6	0.05275
C13orf3	-1.872375
SFRS18	-0.51525
ACVR1B	0.625333333333333
PSMD1	0.0506
C7orf31	0.984833333333333
ILVBL	-1.2835
IFNGR1	0.84275
RNF186	-0.18925
NOL9	-0.61425
MAGEL2	-1.7875
SLC29A2	-0.407
NHSL1	-1.894
RBMX	-0.3495
PSORS1C2	0.16225
RAD51L3	0.262166666666667
LCN6	-0.13275
ORAI2	-1.189
BRUNOL6	-0.082
OR4K5	-0.2695
CDC123	-0.3675
MSLN	-2.12933333333333
WWTR1	-0.88
ZNF700	-0.643
COBL	0.9525
PPP1R16B	-0.356375
GAS7	-1.7436
MDN1	-0.958875
HAAO	-0.9985
C9orf68	3.06125
TNFAIP2	1.743875
FOXN1	0.1385
hCG_2033311	-0.196166666666667
ATP6V0D2	-0.9433
RPL41	0.855625
SLC38A1	1.79025
ARHGAP6	-1.62327272727273
ADAD2	-0.807
PHF20L1	1.2335625
MCM3AP	0.0496666666666667
ST3GAL3	-1.19883333333333
SNX1	0.871
ELF5	-1.34675
PARP3	0.7495
RBM8A	-0.5940625
LINGO4	0.398
ITGA9	0.394333333333333
ZFR	0.194
ACSL6	0.365375
FLJ20699	0.5772
DAOA	0.5875
FABP4	1.113
KCNB1	-1.8895
CANX	0.2377
SLC25A28	0.0931666666666667
ADIPOR2	1.582625
ECHDC2	2.857375
SMA4	0.72825
FRZB	1.236375
PABPC1	-1.28083333333333
DMRTB1	-0.476125
APOBEC3G	-2.175
CATSPER2	-0.310666666666667
CUEDC1	0.041
STARD9	-2.801875
CLDN8	0.6986
LOC23117	-0.0207272727272727
E2F6	-0.504166666666667
TMEM126B	-0.275333333333333
DPY19L4	0.709
GIMAP5	1.906
NDUFA9	-0.1085
FAM77C	1.3055
CTPS2	0.466
LOC51035	0.556375
WDSOF1	-0.79375
EGLN3	1.730625
PITX3	0.251833333333333
OR52E8	0.826
GRM4	0.799
KLK1	-2.65683333333333
GPM6B	-2.632875
RRAGD	-2.75416666666667
PAGE5	-3.264
UCHL5	-1.91366666666667
ULK3	-0.628
AIM2	-1.29916666666667
PNO1	-1.0155
OR2F2	0.5145
GNAT2	-1.355
SIX1	-3.59225
ST13	0.598916666666667
ZBTB44	0.522375
TIMP2	-1.3185
ZMAT4	-4.37975
GTF2IRD1	-0.3035
ZNF19	0.0405
ZNF714	-1.1855
RSC1A1	0.41625
C9orf80	0.86625
PSMA8	0.2074
TMEM141	1.359
COX4I1	-0.335
CTAGE1	-0.3255
DTWD1	0.172
HSD11B1	-1.183
KRT6B	-0.843625
ARID4B	1.41125
LHFPL3	-0.15775
WWP2	-0.5265
ZNF326	1.254
RGPD1	0.02
CTSH	0.5675
FASTKD1	-0.1115
PAF1	0.7254
TTC9C	-0.301
IFT57	0.8632
PRSS36	0.4175
IL20RB	-2.9765
ZNF592	0.650666666666667
DCTD	-0.1974
CFP	0.27925
MFNG	-1.506875
JMJD2B	1.22475
ALDH3B1	-1.000625
THSD4	2.65833333333333
KCNJ5	0.4996
LMNA	-0.738833333333333
TBCD	-0.13625
ZNF250	0.285666666666667
CASQ2	-0.290166666666667
PEG10	-4.54225
PRAME	-5.39633333333333
NP	-0.576625
TRIM59	-0.306333333333333
ZNF12	0.159
XTP3TPA	0.4035
SIGLEC7	-0.2466
PANK4	-0.0195
FAM70A	-3.00666666666667
SNED1	-0.75625
HIP1	-0.1424
RAET1E	-1.12466666666667
AMAC1L2	-0.685
AHNAK2	-1.46041666666667
TOE1	-0.821666666666667
RECQL4	-1.90725
SPRYD3	0.92825
DPAGT1	-0.4475
MAGED2	3.3788
ANKRD55	-0.92525
TRPS1	5.29108333333333
DOK7	1.2175
TFPI2	-8.3375
GTF2H3	-0.592833333333333
CYP4F11	0.846625
LHX2	-4.50366666666667
ATG16L1	0.974333333333333
ASB12	0.575
C1orf116	-0.54675
NF2	0.46945
POM121	-0.6092
PHYHD1	2.9939
TXNDC17	0.232166666666667
DKFZp779O175	-0.3655
NUP62	-0.287071428571429
MYO18B	0.809
PRAMEF1	-0.381
TCBA1	-0.46875
TMEM168	-0.10125
FJX1	-0.255166666666667
CLCF1	-0.42925
SEPN1	0.799375
IGSF2	0.18775
NUDCD1	-1.13733333333333
TFF3	2.75783333333333
NDFIP1	1.14478571428571
CHCHD4	0.01825
TNR	0.103
CUTA	0.523166666666667
USP44	-3.9355
DPP10	-0.9726
IWS1	-0.4685
PCGF1	0.8905
SULT1C4	-1.633
NTF5	2.54925
PTPN13	-2.17625
SSTR5	-0.1195
SFRP1	-4.59925
IDH3B	-0.41275
SUOX	1.39466666666667
TMCO5	0.94975
GOLT1B	-1.28075
MIB1	-0.274642857142857
PCDHGB1	-0.7565
SUSD1	0.53875
ICAM5	-3.1635
PAPOLB	0.43625
URM1	-0.4315
TMEM106B	0.818666666666667
LRIG2	-0.724
SLC27A5	0.36675
CLIC6	5.6923
ZNF420	0.550833333333333
SCN9A	-2.4044
KIAA1909	-0.80975
ELMOD1	-3.417
PRKAG1	-0.18375
FAM64A	-1.31766666666667
EEF1G	-0.4561
SMAD5	-1.00075
INCENP	-1.7035
WASF2	-0.967
GARS	-1.1679
CDK10	-1.0716
HLX	-0.672
MDM4	-0.306375
ZNRF1	-1.69821428571429
HHATL	-1.6952
FAM21C	0.7619
HIST2H3C	-0.734
PFDN2	-0.33025
ZNF200	-0.251
NDN	-3.43325
HBA2	-2.61116666666667
FBLN5	1.212
PUM1	0.0422142857142857
TNNT1	-0.658833333333333
C19orf59	-1.50816666666667
HNRPH2	1.29016666666667
RAB7A	-0.0178333333333333
PMS2	-0.793375
BIRC3	-0.674833333333333
NRSN2	0.204125
OR52K2	0.474333333333333
SPOCK1	-3.27092857142857
H2AFY	0.0055
RXRB	-0.45425
ZNF638	0.074
ANKRD45	-2.198
ACTN4	-0.271
FXC1	1.1535
EIF2B5	0.65425
VPS33A	-0.834
PINK1	0.630125
FAM106A	-0.476
SKIP	1.164
GAPDHS	-0.1045
MUM1L1	1.76025
PSTPIP1	0.00775
CNTNAP1	-0.823
CYP26A1	-2.29075
APOL2	-0.5486
TACC2	0.76775
COX7A2L	0.235142857142857
HSD17B1	0.51525
ARRB2	-0.37975
SLC7A6	-1.2766
HSD17B10	0.148
RBJ	0.087
NUP155	-1.93025
MRPL10	-0.361666666666667
CYCS	-0.82075
CCDC46	-2.0965
TECTA	1.1325
GNAL	-1.39325
LPO	-0.148
PEBP4	4.33875
DDX11	-2.08725
C18orf12	0.7395
TAF9B	-0.0811666666666667
IMP4	-0.08075
RPA4	-0.845833333333333
NDUFS1	-0.443
UPK1A	-1.05833333333333
ARRDC2	0.226
C18orf20	null
AES	0.199642857142857
CD2BP2	0.530833333333333
C16orf54	-0.768
UGT2B17	0.61975
FGFR1	-3.06836363636364
CEACAM6	0.0739
CHRM5	-0.818
CERK	-0.784375
AP3S2	0.774357142857143
ANKS4B	-1.40675
CLCNKA	0.173833333333333
ZNF208	-0.0721666666666667
HLA-DRB5	4.131
CARKL	0.166
GOT1	0.177166666666667
CASP6	0.672625
HOXA1	-0.9255
RCL1	-0.0215
ZNF181	0.902833333333333
RAB40B	1.0095
MRPL38	0.1895
LRRN2	3.2465
C3orf25	1.488
OR5D14	0.4905
OR10AG1	-0.335
BET1L	0.8442
FRY	5.48075
AK3L1	-0.46275
CSF3R	1.08066666666667
POLR3K	0.698333333333333
ATG2B	1.052
EPS8	-2.17616666666667
DARS	-0.39525
C10orf56	-0.4135
DAD1	0.2365
RIOK1	-1.00366666666667
HERC2	0.033
HSD11B2	1.009
FAM96B	-1.253
MGC13057	-3.599875
BSN	0.28125
CAND1	-0.351666666666667
HCST	1.7315
ACTR10	0.802666666666667
OR8D4	0.381
NASP	-1.3456
COL9A2	1.7505
LYZL1	-1.079
GPC5	-2.52825
TBL3	-0.738833333333333
CENTD2	0.0229
OR5AP2	0.290333333333333
TLR1	1.89325
LMO6	-0.571
ZIC2	-3.713
CPNE5	0.2595
ZMYND15	1.155
FLJ22374	1.36375
CCDC106	0.8385
PARP16	-0.25225
PDIA3	-0.79925
C14orf126	0.6105
CECR2	-0.2345
SFRS1	-0.0736428571428571
FIGLA	1.262
DCP1A	0.222333333333333
MGC45800	-1.7315
TEKT1	-0.329
C10orf67	-0.6335
CLN5	1.308875
NTN2L	0.3695
GLE1L	0.1055
CES2	-0.3203
GNAS	-0.546055555555556
DDX53	0.188
TSPAN13	2.728
MRPL52	-0.2053
SPIRE2	-0.70775
TAS2R39	0.33425
SCUBE3	0.99
UCRC	1.7214
CDKL3	0.29425
KIAA1715	-0.503
ZNF345	0.4555
RTF1	0.833375
DHRS7	1.72625
RIPK4	-1.2095
EXOSC2	-1.37266666666667
MS4A2	0.77175
FGF17	0.0875
WDR59	-1.25125
EVI2A	-2.048
IL17RC	1.08816666666667
HS3ST1	-0.097
ITGB1BP2	-1.4285
RBPJ	-1.14216666666667
GIMAP1	1.7195
INE1	-1.82116666666667
ALDH18A1	-0.19275
TPI1	-1.258625
GATA6	-4.48075
CABP1	-0.7876
ZNF484	1.292
DAPK3	-0.2
GJB1	-2.78683333333333
PIN1	-0.10225
SLC6A15	-3.364
CNO	0.06075
RIN2	1.78875
FRRS1	-0.748
CYorf15B	-2.77225
DMRT3	-0.13525
ATAD1	0.087375
OTUD4	-0.0785
ATOH8	-1.96575
ZSCAN16	1.84475
ASCC1	-0.3185
OTUD3	0.185875
MGC33212	0.626333333333333
YME1L1	-0.108
RP11-218C14.6	1.522
PCBP4	0.52275
TNFRSF10A	-0.6415
CDH10	-4.24383333333333
KL	4.49042857142857
SCP2	1.51875
C9orf119	0.737375
SON	-0.0355833333333333
MAFK	0.171
SBNO2	0.0675
SLC6A6	-1.06808333333333
SC4MOL	-1.332125
FAM35B	0.36425
PPP1R9A	0.5145
PDZRN3	0.8015
CXorf20	0.593
C6orf126	1.2575
AVEN	-1.1845
FLJ21075	-1.2255
C14orf132	1.643
PCK2	-0.862
GUCY2C	0.299
BARX2	0.96625
PEX11G	2.2355
DAO	-0.757
C10orf49	-0.479666666666667
EDNRA	1.59383333333333
PPP2R5A	1.0647
DDX39	-1.43683333333333
SERF1A	-0.075
ASCIZ	-0.5852
FNDC8	-0.472
PTMS	-0.281125
PHF7	1.25375
PIP4K2B	0.3903125
HHLA2	-0.0675
BDH2	1.74
APOBEC2	-0.26975
PENK	-1.1902
SMAD9	-3.08775
MT3	0.8535
RGL1	-0.969875
ATG10	-1.488
DLGAP4	-0.653666666666667
APPBP2	-0.347785714285714
BACE2	-0.929428571428572
LOC339344	0.154833333333333
ZNF395	-0.15375
HIST1H2BL	-0.69825
ZNF467	0.542
SLC25A21	-1.136
PALM2	-1.0498
NSUN5C	-0.409
IL5	0.1707
CLSTN2	2.166
ANXA8L2	-3.15275
PTGES	0.809625
GDAP1L1	-1.764
OPRK1	-0.968666666666667
WDR20	0.811083333333333
C12orf4	0.49175
NUP88	-0.598125
XRCC6BP1	-0.0835
FCGBP	3.41471428571429
LEMD2	0.78975
NOMO1	-0.55175
C10orf79	2.480375
ZNF79	1.0487
OCRL	0.319
HSPA8	0.00491666666666666
DIDO1	-0.331541666666667
PLA2R1	1.33225
COG3	0.3268
NGDN	0.174
CBFA2T2	0.49275
PNOC	-3.19125
PRRG1	-1.916
AGGF1	-0.0292857142857143
DPF2	0.142
YIPF7	-0.0445
TRPV5	0.921
ZNF322B	1.15125
MED12	-0.157333333333333
CARS	-0.828666666666667
ABCC11	4.80933333333333
C9orf25	-0.0735
MYH1	0.4775
FRYL	0.23775
AGTRAP	0.41425
MMP27	-0.52
ZNF432	-0.300375
OR8D1	0.5655
OR13D1	0.5595
VWA1	1.84925
STON1	-2.27625
IL5RA	-0.275
PERP	-0.9721
C10orf107	2.3995
TNFSF12	2.94825
FN1	-2.07245833333333
MTR	-1.01716666666667
PHLPPL	0.434
ZNF425	-0.11675
DHFR	-0.881277777777778
PPP1R12A	-0.0745
RSPO2	-2.3015
ZNF7	-0.3395
ZNF583	-0.171
TPMT	-0.471
GPR132	0.00962500000000002
OR2T12	-0.47025
SERTAD2	-0.1209
ATP1A1	0.2052
FRMPD3	1.07175
ZNF672	-0.12425
PLXNB3	-0.1685
EML5	1.4205
FAIM3	0.25
UBQLN2	0.38175
SORCS2	-1.435
PRIM2	-1.544
ACVR2A	-0.204166666666667
YWHAZ	-0.548333333333333
PGM2L1	-0.87875
GNAO1	1.61908333333333
RPL10	-0.3971
RPS6KA6	1.257
PFKL	-0.807833333333333
SH3D19	0.47325
AURKB	-2.56233333333333
ZC3H6	0.577875
DISC1	-0.772333333333333
FLJ39660	-3.26533333333333
TMEM25	4.117125
OSBPL10	0.74225
CLTCL1	-2.8055
ALG6	-0.01575
CATSPER4	0.439
LRTM1	0.2265
RRAD	-0.410166666666667
TIPIN	-2.7365
CARD14	1.748625
RBM9	-0.249333333333333
RASSF4	-0.97675
SLC25A18	-1.07633333333333
C6orf58	-0.751666666666667
IGHD	0.3905
PLA2G6	0.476
TPT1	0.728
SEC63	0.1831
CCDC113	0.0366
TDRD10	0.336375
KIAA1666	1.305375
TOR1AIP1	0.216583333333333
SYTL4	2.328
SPRR2F	-1.2915
CEBPD	2.512
SNTG2	-1.41575
C20orf77	0.149090909090909
TAS2R49	-3.031
C6orf173	-2.18116666666667
SVEP1	-1.00433333333333
PXN	-0.343214285714286
VIL2	0.923083333333333
C5orf21	1.28466666666667
DIXDC1	1.056
GANAB	-0.994
PDSS1	-2.1165
NGFR	-0.84375
ATP8B4	1.56725
BMP8A	1.4595
CCDC132	-1.1635
GNRH1	-0.49475
OR10T2	-0.1695
PDGFD	1.005
OR6W1P	0.271
HARS	-0.165666666666667
KRT77	0.805
AQP8	0.49875
ITGB1	-0.5057
ZNF254	0.5141
PAX1	-0.306833333333333
PSMC4	-0.1984
ANKRD22	4.06275
PSMD8	0.248
HTR1E	-0.211
SOX10	-2.2936
OR5B2	0.199
RABGEF1	-0.499
MAP1LC3B	-1.36975
CYB5R4	-0.02075
AGXT2L1	3.2505
FLJ41603	2.67766666666667
TRAPPC2	1.166
FNTB	-0.00780000000000001
FLJ14107	-1.12533333333333
AURKAIP1	0.68875
DSE	0.18875
NFKBIZ	0.763
OSBPL3	-3.11133333333333
LOC130576	2.1525
SLC39A9	1.33683333333333
LOC137886	0.370916666666667
RHCE	-3.1525
ATG7	0.310666666666667
FAM82A	1.1515
FBN3	0.1835
MCFD2	-0.777
CASP14	-0.533
EPS15	1.098
SFRS2B	1.48541666666667
C19orf47	-0.0835
PLAC9	0.6215
GPR23	-0.913
BTNL3	-0.544
RGS8	-0.4085
GNS	0.326125
ENO2	-1.09683333333333
CBX1	-0.5984
PEX26	0.196
LRP5	-0.597
ADAMTSL4	-2.46416666666667
ARR3	0.1566
MAP1A	-1.19375
CD2	0.4795
NAV2	-0.1795
TMEM69	-0.51425
ATXN7	-1.074
CHN2	-0.794833333333333
ZNF781	-1.00083333333333
HAS2	-4.7675
KIAA0241	-0.303833333333333
BIC	0.45325
MOBKL2A	0.18475
CYP2C9	0.8495
CNOT7	0.309
SFRS10	-0.3605
CST11	0.73075
FLJ37543	0.195
NKAP	-0.59825
RUNX1T1	-0.879
EAF1	0.1379
IL4I1	2.7155
LRRC61	-0.165333333333333
PSIP1	-1.32883333333333
SPRR4	-0.322
ZFP90	-0.524166666666667
AP2B1	-0.467769230769231
SLC30A7	0.998666666666667
C7orf28A	0.253333333333333
S100B	-3.423
BMP2	-3.578
ESR1	5.18166666666667
ZFPL1	-0.155
ARHGAP12	0.7805
LRRC19	-0.783
ZNF767	-0.757166666666667
NACA	0.38
OLIG1	-1.704625
PRF1	-0.47475
LST1	2.50916666666667
SPATA9	-2.2268
CNFN	1.1965
CDK4	-0.6568
TCF15	-2.49616666666667
PARC	0.74825
PPM2C	1.01
LOC283345	-0.0905
FAM107B	2.36775
DMXL1	0.503625
RBM3	0.170875
HTR5A	-1.54483333333333
SCFD1	-0.189666666666667
EPHB3	1.731625
ROPN1L	1.128
RAMP3	-1.2725
TSPYL5	0.218818181818182
GAP43	-3.2615
PAPD4	0.153
PDE3A	-1.92266666666667
TNFRSF10C	2.8795
JMJD5	0.544
RASGEF1A	2.0108
C16orf65	1.1172
HIPK3	0.866666666666667
XYLT2	0.2635
XPOT	-1.29216666666667
GAL3ST1	-1.39325
DHCR7	-1.15125
AMIGO3	0.297333333333333
FGFR4	-2.38016666666667
CRAT	1.851625
PPP1R14D	1.031
TRIM14	0.4685
TMPRSS11D	-0.1255
SLC7A11	-2.83635714285714
OR10H2	0.2795
PPM1E	-1.7555
DOCK4	-0.223125
FAM127A	-1.03725
ENOPH1	-0.12875
SLC5A3	-2.2117
ZNF530	0.2522
NTS	-6.45825
FRMD4A	-0.146125
BCL11B	-4.7265
PRM1	-0.138
UQCC	-0.4688
S100A16	0.655833333333333
PLS3	-3.66175
WWOX	-0.889
CCDC23	0.12725
GTSE1	-2.0965
GP2	2.047
FLJ32549	0.305625
CHIT1	0.1215
KLF9	-0.0695
RPS24	0.308
MIA	-3.74525
FIGN	-2.011
PYROXD1	0.433625
