Hybridization REF	TCGA-A2-A0YD-01A-11R-A109-07
PIK3R1	1.92192857142857
C4orf34	1.44525
MAF	-0.181277777777778
ADCY4	3.942
ZMIZ2	0.2274
SLC46A3	1.85166666666667
STAMBP	-0.3085
CCDC16	0.231
MS4A12	0.001
TCF20	-0.82125
LRRC46	1.597
C20orf152	0.478
MRPS6	-0.830125
ABCB11	0.2555
KCNC2	0.1144
CDH19	-1.23516666666667
C9orf123	-0.132
SSH3	1.409875
LDLRAD1	-2.7525
CCBE1	-0.722
ZNF135	1.315375
TAAR1	-0.762
WFDC12	-0.149
CCDC42	0.178166666666667
FLJ12529	-0.5175
PER1	0.0658333333333333
TIMM50	-0.850166666666667
SMARCAD1	0.0495
FAM26C	0.097
TP53TG3	-2.205
SH3RF1	1.3626
LMCD1	4.01075
GPR63	-0.583
FLJ21986	-1.14525
AIFM3	-0.36125
MICAL1	0.130833333333333
BLZF1	1.50083333333333
IQCA	4.51166666666667
PCDHGC3	-0.3995
SAC	0.715
BCL6B	3.034
DDO	0.09075
MARCO	3.0955
DCHS1	1.741
C1orf170	1.12766666666667
CD200R1	1.14033333333333
C22orf15	-0.479
SEPT11	0.628833333333333
ADNP	0.27575
UST	0.5085
C13orf34	-1.34616666666667
RFFL	0.2065
APBA3	-0.0775
C2orf60	-0.26825
CUTL1	-0.2166
PMS1	-0.795375
ZNF689	0.127
EIF3E	-0.745333333333333
IL9	-0.0161666666666666
RPL31	-0.197
LY9	0.604666666666667
ATP2B3	0.17975
KDELR2	-0.0665833333333333
TFCP2	-0.0615
NLRP12	0.80825
FLJ45422	0.07225
TLE4	-0.3955
ZNF570	-0.18
FLJ43806	0.3935
TLK2	-0.599875
CIR	0.37875
MARS2	-0.7465
COL24A1	0.411
SDF2L1	-1.0695
HIBADH	-0.5065
IGFBP3	-1.81871428571429
C12orf23	0.726875
PSPC1	-0.085
C20orf43	0.52425
TRAV20	-0.2645
ARHGAP24	1.293125
KIAA1975	-1.281
C1QA	3.3403
DNTT	-4.452
C10orf6	-0.331166666666667
C11orf41	0.20975
HNRPF	0.317125
COL11A1	6.75133333333333
UBAP2	-0.694333333333333
CDKN2AIPNL	-1.554
C20orf174	3.17475
SPRED2	0.18325
PLA2G12A	-0.0268333333333333
ICEBERG	-1.77783333333333
SCN10A	0.7255
C11orf65	0.105
GBP5	4.54925
PITPNC1	-0.860833333333333
POU3F3	1.3415
NCOA7	0.4945
LIN7C	-0.1546
LOC348840	-1.047
NKX2-2	-3.19925
ANKRD13D	0.0565
LOC123688	0.41675
FUT2	2.06983333333333
TAAR8	-0.503
FZD4	0.3325
PNMA3	-0.172166666666667
OR4L1	0.394
WIT1	-1.509
EXOC3L	1.59425
ATPBD4	-0.7489
KRBA1	-0.66625
UBXD6	-0.00600000000000001
HOXB7	0.333571428571429
C7orf23	-0.506
UNQ338	0.56275
STAB2	1.63925
CDC20B	-0.1735
IRF9	2.71725
CENTG1	0.750583333333333
TNPO2	-1.17725
MCPH1	0.254375
BMS1P5	-1.84625
SLC26A7	1.34075
HIST1H3J	1.01025
C9orf3	0.8409
LBH	1.307375
MYO1D	1.122
PTDSS2	-0.42
NFU1	0.313
DEPDC4	-1.5455
WNT7B	0.5144
GLP2R	0.0766666666666666
SETD4	-0.5726
DYNLT3	0.2815
FKBP11	-0.738166666666667
SESTD1	0.825333333333333
FLII	0.76675
RPS16	-0.1142
CHPF	-0.102833333333333
CSNK2A1	0.174
SUMO1P1	-0.206
FKBP6	-0.923
ZNF214	1.3625
TWIST1	0.605
DDX56	-0.7065
TRAM1L1	2.0313
EPO	-2.88183333333333
MRPS18B	-0.62925
ZNF682	-0.267666666666667
RPL14	-0.416666666666667
MAFF	0.653
LOC51136	-0.2225
LY96	0.86125
DDX20	-0.31625
ABTB1	0.9435
ARL5A	0.3059
CCT6A	-1.6065
HEPACAM	-0.617333333333333
EHHADH	-0.0186666666666667
RBAK	0.0361666666666667
CGB1	-0.45475
ITGB5	1.4275
YIPF3	0.44775
FKBP2	-0.18275
NR1D1	0.3403
TMEM110	0.8925
NEK2	-1.71816666666667
PRAMEF8	-2.80875
C20orf52	-0.153666666666667
PCDHGA3	0.007
VWA3B	0.72525
NDUFA5	0.1495
THAP9	-0.85125
FLVCR2	0.135166666666667
AP1S1	-0.806
SMAD6	-0.9095
SAV1	0.21575
SAT1	0.758
ZNF251	0.533
ADAMTS7	0.4651
RPP38	0.15975
C1orf211	-0.0335
YPEL2	0.89625
RBMS1	0.537
ZNF445	-0.138666666666667
NRXN2	0.796833333333333
PGBD4	-0.822
UGT2B28	-3.2465
WBSCR16	-0.7874
NLRC3	0.639375
ASTL	0.234
ST6GALNAC1	-2.654
ZADH2	-0.446
MLLT4	0.207083333333333
ARL6	-0.0343333333333333
MEF2C	1.05325
CBFA2T3	-0.6235
AFF3	1.22635714285714
COG7	0.445166666666667
MYB	0.2945
PLXNA3	0.2315
XRCC2	-1.86466666666667
MMS19	-0.3
ST8SIA5	-1.492375
CHPT1	0.830833333333333
KIAA1712	-0.1675
OR6X1	0.153
ACTR3	-0.108375
UGCG	2.28683333333333
OR4P4	0.1225
ZAP70	-2.525
LPP	1.47325
ZNF485	-0.8655
PTPRCAP	0.336
IL12RB1	0.348
ATRX	0.0551
CHST8	3.47025
C14orf109	-0.07525
ARV1	1.329
NMB	0.239571428571429
COX5A	-1.0115
EIF6	-0.34875
MPPED2	-0.791833333333333
SEMG1	-0.538
CHRDL1	1.458
TRAF3IP2	1.177
WNK2	-0.095875
LILRA4	3.53483333333333
LAMA2	4.98
PXT1	0.6255
RLBP1	-2.58825
CD300C	0.959
SLTM	-0.346375
FLJ10404	-0.5251875
APOBEC3D	-1.795
RENBP	0.597666666666667
ATXN7L1	0.147
NID1	0.83325
TUBGCP3	-1.01275
ITIH5	1.96355555555556
CCDC110	1.74825
C8A	-2.545
MGC87042	-0.5235
HOXC13	0.45125
TFDP2	-0.77975
HCP5	1.845
POLI	0.60175
UCN	-0.478833333333333
ZNF764	0.375666666666667
C8orf45	-0.0755
FHL3	0.1615
SPATA5L1	-0.3585
MMRN2	3.45483333333333
NDST1	0.5955
COL20A1	-0.106833333333333
ZNF248	-0.713
PELP1	-0.483166666666667
MBL2	-2.0658
RNF41	0.518875
C5orf24	0.312125
THOC5	-0.6865
SERINC3	0.675333333333333
RP11-151A6.2	0.97375
CDCP2	0.33875
HIST1H2AA	0.253
C11orf75	0.269666666666667
FKBP7	0.307
DDOST	-0.17225
GPNMB	1.496
TTF2	-1.98033333333333
KCNT1	0.108833333333333
SLC39A14	-0.477
NGRN	0.4179
GPR137B	3.14675
MECP2	-0.23125
PSMA1	-0.515
C16orf73	-4.938
TMEM60	0.0348333333333333
CSN3	0.6835
NOS1	0.052
RAB7L1	1.51533333333333
YBX2	-1.125
KIAA1166	-0.05375
FUBP3	-0.65
ABCG1	0.9295
ACACA	-1.25908333333333
ARL11	0.61
ATOH1	-0.1415
ODF1	-0.266
CREB3L3	-1.46666666666667
TMEM127	1.32192857142857
DSCAML1	-0.0315
PLN	3.543
LYPLA1	-0.584
PRDM9	-1.9615
SASP	0.57425
PLUNC	1.02716666666667
INTU	0.8285
HISPPD1	-0.19575
LNPEP	0.303
YARS2	-0.416333333333333
APCDD1L	-1.3995
ZCCHC4	-0.5335
FBXO22	-0.551833333333333
TTLL13	-0.212
ZNF669	0.213
PTGDR	2.35325
DDX27	-0.142
KIAA0409	-0.255833333333333
GJB6	-0.11575
ASB8	0.9815
PLP2	0.133
MEPE	0.299
OR10J5	0.3515
KRT222P	2.59625
COQ7	0.442166666666667
C1orf101	1.4565
RERG	2.3416
CHMP5	0.49025
THAP11	-0.03575
ZNF43	-0.0808333333333333
ZRANB3	-1.38783333333333
KRT13	3.52225
MRPL19	-0.3235
RBBP9	0.532375
SPATA17	1.13625
BXDC5	0.248666666666667
PAFAH1B1	-0.0530833333333333
MAGEE1	0.29625
OSTF1	0.27625
KIAA0323	-0.554833333333333
TXNDC13	0.156
CNTN4	1.77175
LCE1B	1.77
UNQ501	0.694
ZNF154	-0.25075
C3orf64	0.15275
SYT5	0.1145
PON1	0.1508
FLJ10357	0.27625
ATP4A	-1.4875
GNPDA1	0.0695
MGAT1	0.882166666666667
C14orf121	0.11475
SLC35B2	-0.075
MIER3	0.417833333333333
CHEK1	-3.26925
ZNF8	0.2015
TXNDC1	-0.750166666666667
CKB	-1.0078
RTN3	0.424714285714286
FZD2	-0.388166666666667
PART1	-1.174375
PSMB6	-0.44325
PCDHB8	-0.9515
PHC3	-0.00349999999999998
PPP1R8	-0.745666666666667
NOVA2	1.74283333333333
TNFRSF11B	-0.772875
GOLPH3	0.4265
UBLCP1	-0.4835
SUHW3	-0.81
TTLL1	0.59275
OPN4	0.0445
OR13G1	-0.065
ZPBP2	0.275
HSD17B11	-0.64
C9orf50	0.348
DHDDS	0.264214285714286
CTSW	0.3675
NEFM	-1.443
MRPL28	-0.43625
SYN1	0.7385
PIGV	-0.086
ZIM2	-0.918
APBB1	0.617333333333333
SND1	-0.8395
C1orf123	0.162166666666667
CHD3	-1.1555
BHLHB8	0.1905
RNASE2	0.980833333333333
BCAP31	0.048625
SLC25A44	0.891666666666667
CHD6	-0.0654
PIB5PA	0.741461538461539
SELS	0.172125
LOC541471	-0.03825
FAT2	-0.409
ZNF81	0.0765
OR4C16	0.333
FLJ10081	-0.2532
LRRC4	1.14975
CS	-0.7385
N4BP2	-1.03975
IGFBP7	2.76125
ZNF318	0.10925
NDNL2	0.515
ZNF609	-0.03175
SIRT4	-0.569
EXOSC10	-0.223
ECE2	-0.144833333333333
OVGP1	1.3945
GTPBP3	-1.09375
PACS2	0.1641
C19orf36	0.305
ARL4C	-0.012625
ATG4B	-0.553
UBQLNL	0.97875
RHOXF2B	-3.423
PLEKHG2	-0.0465
GALR1	-0.2675
AQP4	0.1355
HDAC7A	0.234333333333333
DCUN1D3	1.197
OR8A1	0.0985
CCRN4L	1.093125
CBR4	-0.389
KIFC1	-2.943
SLC7A14	-0.993333333333333
LHX5	0.367
TRPC7	0.239
LPXN	-0.44625
SERPINA1	-1.28
RPS13	-0.4421
BPIL3	-0.431
PRKAA1	-1.88225
FADS2	-1.2757
ENAH	1.6178125
PRO1768	0.9425
APBA2BP	0.024
LIPH	2.13416666666667
C3orf33	-0.6475
RCC2	0.0498571428571429
ALDH1A2	-2.232
RNF103	1.9995
AHCY	-1.2245
ALG12	-0.0595
CCL17	2.43025
ZNF543	0.773833333333333
ESRRG	3.0724
CNGA1	0.49375
RDH5	1.04416666666667
OTX1	-0.6522
PTGFR	-0.680833333333333
CDR2	0.471625
SELE	5.733
NLGN2	-0.6775
EXOSC9	-1.00075
ZNF566	0.0788333333333333
KLRC2	-2.815
GPR12	0.673
KIAA0196	0.31425
PDRG1	-0.1605
SSR3	-0.604857142857143
MSI1	-0.734
CST9	2.717
CC2D1A	-0.222375
PLAGL1	-0.224333333333333
ZNF778	0.031
RNF2	0.929125
KLF6	1.72816666666667
THBD	3.15833333333333
tcag7.1314	0.9785
NR5A1	-0.3365
ABCD2	0.39375
DNAJC7	-2.24425
CLEC4C	0.591
TM2D3	0.333125
CCDC4	-0.4225
PLAC2	1.1195
DCD	-0.112
FAAH	1.2885
POLA1	-0.910333333333333
TM7SF2	-0.65425
FLJ39822	3.46933333333333
FLOT2	-0.0215
MAP4K1	-0.0405
SRP68	-0.078
C21orf74	0.914
ARPC5	1.33475
LOC126075	1.66275
HECW2	0.98525
ZDHHC4	-0.39175
ANKRD42	1.1298
PDE9A	-0.510666666666667
ABCA8	2.30325
NDUFS2	1.331
UBR5	-1.1685
BTBD16	-2.692
LOC554174	0.707
ZNF20	0.827
KIAA1843	0.3805
WDR17	-0.0132857142857143
C15orf33	1.953
RNF113A	-0.51325
CAMKK1	-0.2533
CLCN2	-0.44
ANXA6	-0.2
LOC340069	-1.515
EMID1	0.3475
DPM3	-0.160666666666667
ELA1	0.0675
SLC25A13	-1.2063
KRT24	0.12325
SMPD1	0.3575
TH	-0.03875
COL6A2	1.85371428571429
ANKS1B	1.1875
GPR126	-2.9331
ZC3H12A	1.03333333333333
TMEM47	1.034
C2orf51	-0.2475
C1orf88	3.45
HSF2BP	-0.10825
AKAP10	0.008
RPAP3	-0.56
KLHDC8B	0.358
STOM	0.7648
MUPCDH	-0.178375
C10orf72	0.176625
PLEKHA3	0.61975
TCP11L1	-0.11975
CWF19L1	-0.0915
SPEF1	1.91884615384615
YSK4	-0.00399999999999998
ELN	3.0051
SAMD8	0.840666666666666
MPI	-0.8165
MEPCE	-0.4157
ABCC3	1.382375
NANOGP1	-2.7075
KCNK17	0.96875
HLA-DMB	4.8645
RRAGA	1.01275
ANGEL1	-0.823
RBM32B	0.0835
CPN1	-2.79875
MGC52282	-0.3345
HLA-A	1.836
OR9G4	0.1105
EDNRB	-0.35225
SCD	-2.5825
C14orf80	-0.989833333333333
BAGE2	-0.579
RABL4	0.754666666666667
RCVRN	0.197
SHANK1	0.0565
NLRP7	-2.70475
CD226	1.42
STAT3	0.9828125
SYNJ2	-1.3197
TPCN2	0.158166666666667
WDR36	-0.98875
MBD4	0.043
ROBO1	-0.9491
ST3GAL6	-1.8335
SLAMF8	3.14166666666667
ATN1	0.509833333333333
GPR141	1.228
KRT36	-0.2595
TPH1	0.424
DDX52	-0.082
ZSCAN29	0.200166666666667
TRPT1	-0.1705
DPEP3	0.6885
DENND4A	-0.795625
TSPAN16	-0.203
PTCHD2	-0.882
LOC145814	-0.85025
CAP1	0.836333333333333
EIF5A2	0.065
NT5DC3	-0.545125
SEPT9	-0.32
SEZ6L2	0.284875
EGFLAM	3.85925
VPS11	0.841375
NDUFB5	-0.251833333333333
CIDEA	4.29
IER5L	0.77
N6AMT1	0.13875
FAM83C	-0.20975
OXR1	0.17025
IRX1	0.5245
DGKB	0.1335
GCN5L2	-1.977
MIR16	0.39275
FBXW9	-0.576
WDR4	-2.37866666666667
PDC	0.341
VPS33B	-0.143
HEXB	0.06275
FLJ32214	0.66125
TCEB3	-0.7185
CRLF1	-2.20975
ABI3BP	2.22175
C8orf22	-3.3535
PYCR1	-1.111625
KIAA1706	1.0725
CDK5R2	0.622125
WAS	0.5155
C12orf60	-1.01925
CCBL2	0.087
MADD	0.0045
C5orf34	-1.96625
WDR42A	1.3501
KLF12	-0.024875
HSPA1A	1.216
ITM2C	-1.286
DAPK2	2.63866666666667
LOC442590	0.3705
SUMF2	0.36575
CENPA	-3.13969230769231
TMED5	-0.244625
CDH6	-0.375
BRP44	1.52925
THG1L	-0.73525
GABRA2	-1.31725
C14orf166	-0.0785
MYL1	-1.22783333333333
TNFSF18	0.554
PAP2D	-0.341833333333333
PPIB	-0.773
KLHL4	-0.10825
SFN	-0.144
CCDC127	0.2785
FRAP1	-0.58925
GOLGA5	0.89475
SDCCAG1	0.26125
MGC21675	-0.0215
C10orf95	-1.4145
KIAA1345	0.612166666666667
C1orf163	-0.406
LACE1	-0.0616666666666667
OR10K2	-0.2715
CENPN	-2.71284
TMED2	-0.24525
UGT1A6	-0.7105
ANG	-0.00925
U2AF1	-1.44266666666667
CASC2	0.3175
NMT2	-0.0746666666666667
OSGEPL1	-0.154875
DFNB31	-0.668
SLC6A20	0.4955
DKC1	-1.58925
FXYD4	-0.97775
WDR64	0.40275
MGC5590	-0.019
CREBZF	-0.364833333333333
DAZ1	-0.814
PRPSAP1	-0.44975
GCHFR	-0.093
TTC7A	-0.832
LOC196993	1.277
UBD	2.5245
S100A1	-0.27325
RPL6	-0.0151666666666667
DNAJB6	0.84855
NAGS	0.9264
C2orf58	0.3585
KERA	2.4885
MT1X	-0.9267
UBE2B	1.0814
KEAP1	0.145
MST1	-2.49575
OMA1	0.8295
ABLIM2	1.40775
BCL2L13	-0.608083333333333
JAZF1	0.893666666666667
TMEM63B	0.3065
S100A8	4.2562
ARFIP2	0.6035
UROS	0.62725
KHDRBS2	-0.702
POLQ	-3.337125
SOAT1	0.82675
SPAG4	-1.23775
MRPS30	0.205666666666667
LOC494141	-0.3645
OR2T11	0.206
ORAOV1	-1.0931
ZNF184	0.0693333333333333
TCEB3B	0.289833333333333
ADAM21	0.3005
GDPD1	0.6405
SPINLW1	1.04233333333333
PRR14	0.252666666666667
KCTD9	-0.1677
NUDT3	0.108
KIAA1822	0.9054
HIST1H4K	0.26
DFNA5	-1.09425
GABPA	0.01375
C14orf44	1.527
POLB	0.4735
PTAR1	-0.4575
SEC31A	0.7103
TRIM58	0.687
TAS2R14	-0.486
VPS8	0.46925
H1F0	-0.3385
PRKCB1	-2.02666666666667
UGT2A1	0.3725
TOR1B	-0.3935
LSS	-1.77316666666667
C2orf19	-0.5455
HNRNPC	0.439714285714286
TMEM100	0.239666666666667
LOC116349	-0.70575
OR51M1	0.426
CCDC142	-1.33125
ISG15	2.3199375
ZCCHC14	-0.000249999999999998
CREBL2	0.97575
TGDS	-1.20775
DC2	-0.0575
CACNA2D3	-0.394285714285714
ZNF429	-0.685875
LYPD6	0.587333333333333
SUCLG1	-0.207333333333333
OR51I1	-1.4385
MAGEH1	1.9975
PRPF40A	-0.3685
SMR3A	0.5
SPINK2	-0.38525
THAP2	0.15925
NPY5R	0.181625
IRF4	-1.78825
SPESP1	-1.56483333333333
OR10S1	0.465
DTD1	-0.80575
TUBE1	-0.84475
DDX19A	-1.1535
PDPN	0.327
TMEM34	0.35975
MGAM	4.00225
COL3A1	6.14611111111111
GFM2	-0.4547
OR5A2	0.2505
PSG9	-2.22975
ARHGEF11	0.401833333333333
IVNS1ABP	-0.367125
SIGIRR	0.81575
DUSP19	-0.25875
DNAJC14	-0.1735
ACSS1	0.4795
IL1RAPL2	-0.00600000000000001
C4orf30	-0.86025
SEPT4	2.54675
LANCL3	-0.74375
SPAG17	2.24883333333333
PRDX3	-0.071
HNF1A	-0.896
P4HA2	-0.27875
RFWD3	-1.3755
MOV10	-0.2395
DNAJA5	0.1465
LOC729440	0.12725
LOC200383	0.4195
SMC2	-1.9695
MIXL1	-1.20833333333333
TMEM9	1.523
FAM86A	1.357
ZNF174	0.4642
MYH14	-1.0785
CCR8	-0.0545
VPS37C	0.735166666666667
GPATCH1	0.0753333333333333
B3GNT8	2.8
TBX4	-0.1745
CNR2	0.481
PCDH1	1.07425
C5orf29	4.369375
OCIAD2	1.05975
PLCG2	1.0415
KIAA0247	1.799875
HRH3	0.1997
CAPN13	4.56825
CCR1	0.0089
MGC15523	-0.101166666666667
UVRAG	0.53
DNAJA2	-0.635666666666667
ITGA2B	-1.09316666666667
CLDN5	3.899375
PTPRN2	-0.00735714285714286
ZNF512	0.185166666666667
PSAP	1.05835714285714
CCDC140	0.03
LRRC55	0.0435
CYP26C1	-0.0795
C8orf47	-0.08225
LYN	0.3515
DUSP6	0.628166666666667
TGFB3	3.9852
ELK1	-0.7217
PCDH11Y	-0.2218
HGD	-2.37375
C17orf58	-0.3565
MYO3A	0.536
SERPINE2	-3.42733333333333
AARSD1	-0.500375
C14orf73	-1.81025
ADAM33	0.20025
ZNF491	-0.12
MAPK6	-0.788833333333333
TCN1	4.45533333333333
SLC24A6	0.9125
UBE2R2	0.386
H1FNT	0.22675
TATDN2	-0.250166666666667
LILRB1	2.25575
P2RY5	1.989
NUCB2	-0.3305
C2orf37	0.222
SNX27	1.29616666666667
MTA3	-0.228125
FOXO4	0.1175
ID4	2.52683333333333
SOX5	-0.887166666666667
PXMP3	0.464625
OR52M1	-0.023
SFT2D3	-0.053125
INA	-3.01733333333333
MCOLN1	0.61375
NFIX	0.3704
CLEC14A	5.90633333333333
HIBCH	-0.178666666666667
PLA2G5	2.167
TIMM10	-0.2405
MED17	0.2528
COL4A4	0.108
TPP1	1.12883333333333
GJA3	-1.11733333333333
TMPRSS5	-1.3115
AADACL3	0.6635
DNMBP	0.1775
ENPP5	5.244
NQO1	-0.8677
ZSCAN2	-0.680625
SEC24C	-0.372166666666667
GTF2A1L	1.5635
AXIN2	-0.5523
FAM33A	-1.27208333333333
C16orf13	-0.139625
SPNS2	1.158
TAF1	-0.249
AP1G2	0.252666666666667
RBM42	0.3235
HCN2	0.842833333333333
EFHB	1.28816666666667
RUSC1	0.7535
GRIK5	-0.065
USP21	0.560833333333333
ATAD3C	0.8275
ORMDL2	0.915
PRSS7	-2.45475
PSAT1	-5.37375
FLJ13195	-0.2965
TBC1D1	0.620666666666667
IFNG	2.15125
OTOS	-0.350833333333333
ZNF773	0.404833333333333
EMD	-1.241
RETN	0.9875
CCL8	5.1855
APH1A	-0.188625
COX18	-0.66975
GTF2IRD2	-0.044
CCDC82	-0.977166666666667
PAFAH2	0.6121
NPEPL1	-0.9695
RP11-114G1.1	0.247
TP53INP1	0.918375
ZNF300	-1.22983333333333
FOXL2	-2.88
LARP2	0.08275
LATS1	0.06225
HTR6	0.196
SPOCK2	0.891666666666667
RNF144B	2.27766666666667
HTATIP2	-0.78125
MGC10334	0.08025
CENTA2	2.59816666666667
FGF2	-0.72825
FXYD7	-0.0285
PHYHIPL	-1.33725
GPR34	5.758
DDX6	0.0316666666666667
OR10W1	-0.0445
LHFPL1	-1.703
ZNF313	-0.383
VPS28	0.7175
AP3M1	-0.2029
AKR1CL2	-0.76075
TRAF4	-0.44225
OR2B11	0.2525
C19orf12	0.189166666666667
AKAP9	0.856333333333333
C1orf62	0.406
SLC20A1	-0.6903
FAM112A	-0.5935
LDB2	1.704375
MRPS23	-0.7915
KLK5	1.33675
SPTB	-0.4244
EFEMP2	1.22075
EFNB2	0.89
PCM1	0.842857142857143
NMNAT3	2.075375
TSG101	0.581
C8orf40	0.1115
NOB1	-1.45775
ABHD3	-1.0565
GTF3C4	-0.555375
PIGN	0.771
GALNTL1	0.0995
AEBP1	2.557375
OR9Q1	0.575
ANKRD2	0.0655
CCL28	-1.00375
TRIM38	1.05816666666667
TMCC1	0.211416666666667
SMG5	-0.0935
LRRC7	-0.8475
NCAPD2	-1.84616666666667
C6orf153	-0.33225
C1orf74	1.2025
OTUD6A	-0.5845
DCP2	-0.829666666666667
TMEM24	0.341
RPL18	-0.275666666666667
TMEM177	-0.0565
LRRC37A3	0.6845
C1D	0.476333333333333
LDHC	-1.926
UBE4B	-0.268166666666667
NIT1	1.114125
BTN3A3	1.241125
RASD1	3.173625
COMMD3	0.8035
SHFM1	-0.255
BIRC8	0.17
DUT	-1.0645
C12orf51	0.402
LRRC59	-0.730833333333333
LY6H	2.14675
WDR22	0.534833333333333
EDEM1	0.00221428571428572
ADH1A	3.615
PANX2	-0.6871
CYP11B1	0.3615
CDC73	0.254
GPR172A	-0.518
GSTM3	2.19376923076923
KCNA5	0.520375
SERAC1	0.526
NFATC2	0.6365
ANAPC5	-0.5265
C15orf24	0.13475
NFATC2IP	-0.201333333333333
TNRC6C	0.118333333333333
MGC102966	-0.59525
FGD5	1.85316666666667
MED9	0.185
RAB13	0.992
C15orf49	0.124
CRYGS	-0.5613
C12orf53	-0.7914
LOC283693	-0.625
COX6B2	-1.03175
PHF14	0.054
FAM3A	-0.72425
RPL13	-0.5982
PRDX2	-0.2585
FLJ34047	-1.95225
PRMT3	-0.873
KCTD19	-1.808
TRIM10	-0.759
MGC26597	-0.0343333333333333
GCNT4	0.13575
GPRASP1	1.189
CDKN1C	0.149083333333333
RHBDL2	1.6753
HSPH1	0.10775
AQP1	3.636375
COL17A1	0.2123
GFAP	0.196375
CDC16	0.0125
KIAA1614	0.0905
C6orf118	-0.252333333333333
ZSWIM5	-1.91625
FAM83F	2.67275
LYNX1	0.038125
SYNPR	-0.75775
XG	4.11216666666667
PRSS16	0.759
KIF13B	1.03178571428571
PCDH9	-0.1205
HIST1H2AH	0.572333333333333
RBM18	-0.256
ZNF626	0.262375
HEXIM2	0.176666666666667
ITFG1	-0.354
TUBG2	-0.8015
SFRS7	0.121166666666667
C9orf14	0.304
EXTL1	-0.684
GBP3	3.04333333333333
WDR5	-1.54225
RARG	0.5645
MYO7A	-0.1545
CECR6	0.103
C13orf3	-2.169625
SFRS18	-0.77975
ACVR1B	0.406166666666667
PSMD1	-0.4935
C7orf31	-0.118833333333333
ILVBL	-0.876
IFNGR1	1.56125
RNF186	1.0935
NOL9	-0.948
MAGEL2	1.72675
SLC29A2	-0.576
NHSL1	-1.9545
RBMX	-0.5665
PSORS1C2	0.36675
RAD51L3	-0.2705
LCN6	1.302
ORAI2	-0.446875
BRUNOL6	0.4078
OR4K5	-0.5255
CDC123	-0.654875
MSLN	-2.673
WWTR1	0.177666666666667
ZNF700	-0.760666666666667
COBL	-0.3675
PPP1R16B	1.27325
GAS7	0.661
MDN1	-1.52375
HAAO	0.017
C9orf68	1.852
TNFAIP2	1.28
FOXN1	-0.36
hCG_2033311	0.737166666666667
ATP6V0D2	0.8873
RPL41	0.647625
SLC38A1	-1.2075
ARHGAP6	-0.0794166666666667
ADAD2	-0.45925
PHF20L1	-0.2158125
MCM3AP	-0.180166666666667
ST3GAL3	-0.601
SNX1	0.521166666666667
ELF5	0.36225
PARP3	0.501375
RBM8A	0.552
LINGO4	0.049
ITGA9	1.23066666666667
ZFR	0.058
ACSL6	-0.139625
FLJ20699	-0.1387
DAOA	-0.349
FABP4	6.72475
KCNB1	0.16475
CANX	-0.1697
SLC25A28	0.496
ADIPOR2	-0.2175
ECHDC2	1.8355
SMA4	-0.77725
FRZB	4.018375
PABPC1	-0.599
DMRTB1	0.0115
APOBEC3G	0.895
CATSPER2	-0.8335
CUEDC1	0.9555
STARD9	-0.45
CLDN8	2.8375
LOC23117	-0.846863636363636
E2F6	-0.108055555555556
TMEM126B	-0.257
DPY19L4	0.61925
GIMAP5	3.40683333333333
NDUFA9	-0.660833333333333
FAM77C	1.4875
CTPS2	0.655
LOC51035	0.086625
WDSOF1	-1.3275
EGLN3	0.698375
PITX3	0.758666666666667
OR52E8	-0.7135
GRM4	0.2325
KLK1	-1.4135
GPM6B	-1.320125
RRAGD	-0.508833333333333
PAGE5	-2.87325
UCHL5	-1.01983333333333
ULK3	-0.465666666666667
AIM2	0.4535
PNO1	-0.652333333333333
OR2F2	0.2265
GNAT2	-0.543
SIX1	-0.795
ST13	-0.402333333333333
ZBTB44	0.41625
TIMP2	0.19425
ZMAT4	-2.333
GTF2IRD1	-0.358166666666667
ZNF19	0.0181666666666667
ZNF714	-0.9325
RSC1A1	0.21625
C9orf80	-0.42725
PSMA8	1.05166666666667
TMEM141	0.34525
COX4I1	-0.617642857142857
CTAGE1	0.489166666666667
DTWD1	-0.41275
HSD11B1	3.27325
KRT6B	3.643125
ARID4B	1.032
LHFPL3	-0.14225
WWP2	-0.00866666666666666
ZNF326	-0.3655
RGPD1	-0.199
CTSH	1.50933333333333
FASTKD1	-1.26125
PAF1	0.732
TTC9C	-0.25225
IFT57	0.3181
PRSS36	0.6495
IL20RB	-1.953
ZNF592	-0.117333333333333
DCTD	0.0616
CFP	1.986
MFNG	0.175875
JMJD2B	0.9
ALDH3B1	-0.63575
THSD4	1.24316666666667
KCNJ5	3.11633333333333
LMNA	1.47166666666667
TBCD	-0.176625
ZNF250	-0.0998333333333333
CASQ2	2.00883333333333
PEG10	-3.43125
PRAME	-5.1946
NP	-0.13725
TRIM59	-0.504
ZNF12	0.24475
XTP3TPA	0.32925
SIGLEC7	0.5546
PANK4	-0.3365
FAM70A	-1.48683333333333
SNED1	1.162
HIP1	0.1107
RAET1E	0.480666666666667
AMAC1L2	-0.364
AHNAK2	0.48125
TOE1	-0.338666666666667
RECQL4	-2.4125
SPRYD3	0.70375
DPAGT1	-0.216
MAGED2	2.1158
ANKRD55	-0.56025
TRPS1	3.68275
DOK7	2.074
TFPI2	-1.5655
GTF2H3	-1.07266666666667
CYP4F11	1.337625
LHX2	-3.46216666666667
ATG16L1	0.551666666666667
ASB12	0.552
C1orf116	1.64675
NF2	-1.0454
