Hybridization REF	TCGA-A8-A08L-01A-11R-A00Z-07
SKIP	0.2580625
GAPDHS	0.109333333333333
MUM1L1	-1.491
PSTPIP1	1.09575
CNTNAP1	-1.2785
CYP26A1	-4.1715
APOL2	-0.1509
TACC2	0.503714285714286
COX7A2L	0.454357142857143
HSD17B1	0.2111875
ARRB2	0.10175
SLC7A6	-0.4002
HSD17B10	-0.0195
RBJ	-0.19325
NUP155	-0.5195
MRPL10	-0.707833333333333
CYCS	-1.53018181818182
CCDC46	-0.629833333333333
TECTA	0.319
GNAL	-0.7645
LPO	-0.3505
PEBP4	0.39925
DDX11	-1.294
C18orf12	0.337
TAF9B	0.638833333333333
IMP4	0.33875
RPA4	-0.110666666666667
NDUFS1	0.5415
UPK1A	1.54033333333333
ARRDC2	-0.281333333333333
C18orf20	-4.825
AES	1.47478571428571
CD2BP2	-0.458666666666667
C16orf54	0.4405
UGT2B17	-2.30214285714286
FGFR1	0.331227272727273
CEACAM6	2.4664
CHRM5	0.4925
CERK	-0.407875
AP3S2	-0.0644285714285714
ANKS4B	-0.49425
CLCNKA	0.0955
ZNF208	0.0311666666666667
HLA-DRB5	3.655
CARKL	-0.15875
GOT1	0.061
CASP6	0.544125
HOXA1	-0.5005
RCL1	-1.1965
ZNF181	0.474
RAB40B	1.418
MRPL38	0.25175
LRRN2	1.39325
C3orf25	0.545
OR5D14	0.843
OR10AG1	-0.751
BET1L	-0.5606
FRY	2.26
AK3L1	0.949
CSF3R	1.53133333333333
POLR3K	-0.7915
ATG2B	0.561
EPS8	1.31383333333333
DARS	-0.2285
C10orf56	-0.543333333333333
DAD1	0.8635
RIOK1	-0.366
HERC2	-0.638
HSD11B2	1.88633333333333
FAM96B	0.77725
MGC13057	-2.187125
BSN	0.64875
CAND1	1.17016666666667
HCST	1.729
ACTR10	0.200166666666667
OR8D4	0.371
NASP	-0.1901
COL9A2	-0.627333333333333
LYZL1	0.0555
GPC5	-2.6955
TBL3	-0.393
CENTD2	-0.325
OR5AP2	0.4655
TLR1	1.73225
LMO6	-0.71075
ZIC2	-3.394375
CPNE5	1.041
ZMYND15	0.2845
FLJ22374	-0.99825
CCDC106	-0.03925
PARP16	-1.01825
PDIA3	-0.38525
C14orf126	-0.53425
CECR2	0.3095
SFRS1	-0.401714285714286
FIGLA	-0.7915
DCP1A	-0.6265
MGC45800	-1.9239
TEKT1	0.3896
C10orf67	1.923
CLN5	-0.01525
NTN2L	0.11
GLE1L	0.4035
CES2	0.2549
GNAS	1.57783333333333
DDX53	-1.4035
TSPAN13	1.646
MRPL52	-0.33
SPIRE2	0.122375
TAS2R39	0.34975
SCUBE3	0.5035
UCRC	1.2426
CDKL3	0.56225
KIAA1715	-0.2499
ZNF345	0.42175
RTF1	-0.40175
DHRS7	-0.3855
RIPK4	-0.144
EXOSC2	-0.790166666666667
MS4A2	0.4365
FGF17	-0.05225
WDR59	-0.648875
EVI2A	-0.428
IL17RC	1.30016666666667
HS3ST1	1.69525
ITGB1BP2	-2.012
RBPJ	-0.954166666666667
GIMAP1	3.523
INE1	-0.905333333333333
ALDH18A1	0.88
TPI1	-1.584375
GATA6	1.48725
CABP1	-0.8185
ZNF484	0.242
DAPK3	0.605
GJB1	-0.0973333333333333
PIN1	0.271875
SLC6A15	-3.2216
CNO	-1.246
RIN2	1.3305
FRRS1	0.5925
CYorf15B	-2.977875
DMRT3	2.07475
ATAD1	-0.480125
OTUD4	-0.3415
ATOH8	-2.0065
ZSCAN16	1.272625
ASCC1	-1.03975
OTUD3	0.664125
MGC33212	0.691166666666667
YME1L1	-0.6895
RP11-218C14.6	1.57325
PCBP4	-0.14375
TNFRSF10A	-1.36425
CDH10	-3.57233333333333
KL	1.41528571428571
SCP2	0.25025
C9orf119	0.490375
SON	0.407666666666667
MAFK	-0.1385
SBNO2	0.129
SLC6A6	-0.579
SC4MOL	-1.312375
FAM35B	-0.2425
PPP1R9A	0.5125
PDZRN3	0.939625
CXorf20	2.937
C6orf126	-0.34825
AVEN	-0.49125
FLJ21075	-0.8355
C14orf132	1.1
PCK2	-0.39225
GUCY2C	2.617
BARX2	0.86675
PEX11G	1.021
DAO	-0.2655
C10orf49	0.70275
EDNRA	1.37316666666667
PPP2R5A	1.9067
DDX39	-0.106166666666667
SERF1A	-0.21675
ASCIZ	0.8712
FNDC8	0.0405
PTMS	0.13225
PHF7	-0.56375
PIP4K2B	0.1509375
HHLA2	0.037
BDH2	0.131222222222222
APOBEC2	0.07275
PENK	0.07375
SMAD9	0.79775
MT3	-0.45125
RGL1	-0.279875
ATG10	-0.99525
DLGAP4	1.57366666666667
APPBP2	-0.1265
BACE2	1.197
LOC339344	0.361333333333333
ZNF395	0.38025
HIST1H2BL	0.61225
ZNF467	0.824625
SLC25A21	0.5035
PALM2	0.0301666666666667
NSUN5C	-0.5855
IL5	1.43975
CLSTN2	0.4465
ANXA8L2	-2.90575
PTGES	-1.139875
GDAP1L1	-1.87316666666667
OPRK1	-0.710666666666667
WDR20	0.613083333333333
C12orf4	-1.302875
NUP88	-0.56925
XRCC6BP1	0.2165
FCGBP	-1.17628571428571
LEMD2	0.2515
NOMO1	-0.676
C10orf79	1.24857142857143
ZNF79	0.8365
OCRL	0.4184
HSPA8	-0.38125
DIDO1	0.633875
PLA2R1	0.97
COG3	0.242
NGDN	0.082
CBFA2T2	0.429375
PNOC	-1.271
PRRG1	-0.850166666666667
AGGF1	-0.537642857142857
DPF2	0.218
YIPF7	3.099
TRPV5	0.661
ZNF322B	1.156
MED12	0.270166666666667
CARS	-0.9895
ABCC11	2.91366666666667
C9orf25	0.233
MYH1	0.9035
FRYL	0.0878333333333333
AGTRAP	0.46425
MMP27	0.614
ZNF432	0.061125
OR8D1	0.5035
OR13D1	0.8135
VWA1	1.9385
STON1	0.24325
IL5RA	-0.53225
PERP	1.9527
C10orf107	-0.8364
TNFSF12	1.20775
FN1	-0.0567083333333334
MTR	0.0938333333333333
PHLPPL	0.3795
ZNF425	0.62275
DHFR	-1.22983333333333
PPP1R12A	0.598
RSPO2	-0.785333333333333
ZNF7	0.6785
ZNF583	0.9685
TPMT	-0.998666666666667
GPR132	0.670142857142857
OR2T12	-0.56675
SERTAD2	0.2132
ATP1A1	-0.1943
FRMPD3	0.3955
ZNF672	0.35125
PLXNB3	1.141875
EML5	-0.958
FAIM3	0.0985
UBQLN2	0.562
SORCS2	0.5595
PRIM2	-1.6205
ACVR2A	0.721666666666667
YWHAZ	0.794333333333333
PGM2L1	0.9595
GNAO1	0.202538461538462
RPL10	-0.7719
RPS6KA6	1.3425
PFKL	0.414166666666667
SH3D19	-0.9185
AURKB	-2.18116666666667
ZC3H6	0.133125
DISC1	-0.0656
FLJ39660	-0.506166666666667
TMEM25	1.62525
OSBPL10	-0.495125
CLTCL1	-0.599833333333333
ALG6	-0.01825
CATSPER4	0.103
LRTM1	0.653
RRAD	0.439166666666667
TIPIN	-1.51875
CARD14	1.407
RBM9	-0.224833333333333
RASSF4	0.74825
SLC25A18	2.38816666666667
C6orf58	-0.3482
IGHD	0.1835
PLA2G6	-0.1
TPT1	-0.3535
SEC63	1.9892
CCDC113	0.5556
TDRD10	0.411875
KIAA1666	0.327
TOR1AIP1	0.585166666666667
SYTL4	-1.18633333333333
SPRR2F	-0.4265
CEBPD	0.04925
SNTG2	-0.000500000000000014
C20orf77	-0.0345833333333333
TAS2R49	null
C6orf173	0.35
SVEP1	-0.1502
PXN	-0.880357142857143
VIL2	1.77416666666667
C5orf21	0.793333333333333
DIXDC1	-0.463625
GANAB	-0.046
PDSS1	-1.19375
NGFR	-0.228875
ATP8B4	0.721
BMP8A	0.67
CCDC132	0.083
GNRH1	-1.3855
OR10T2	-0.24725
PDGFD	1.3895
OR6W1P	0.1495
HARS	-0.21675
KRT77	-0.975
AQP8	0.073
ITGB1	0.223777777777778
ZNF254	0.5939
PAX1	-0.132333333333333
PSMC4	-0.8046
ANKRD22	5.87
PSMD8	-0.490833333333333
HTR1E	-0.178333333333333
SOX10	-1.7947
OR5B2	-2.146
RABGEF1	-0.6195
MAP1LC3B	-0.41025
CYB5R4	1.6525
AGXT2L1	-2.66875
FLJ41603	2.313
TRAPPC2	0.154833333333333
FNTB	-0.0124
FLJ14107	-0.798166666666667
AURKAIP1	1.15325
DSE	1.7325
NFKBIZ	-0.0391666666666667
OSBPL3	-2.06533333333333
LOC130576	0.271
SLC39A9	0.225666666666667
LOC137886	-0.0113333333333333
RHCE	0.239
ATG7	0.869166666666667
FAM82A	0.160333333333333
FBN3	-0.001
MCFD2	-1.61683333333333
CASP14	0.1105
EPS15	0.403333333333333
SFRS2B	-0.0825833333333333
C19orf47	-0.252
PLAC9	-0.573
GPR23	0.101
BTNL3	-0.252833333333333
RGS8	0.3865
GNS	0.894125
ENO2	-2.37883333333333
CBX1	1.6223
PEX26	0.381
LRP5	-0.611666666666667
ADAMTSL4	-2.20366666666667
ARR3	0.0473333333333333
MAP1A	-0.42575
CD2	4.091
NAV2	-0.8763125
TMEM69	-0.13925
ATXN7	-1.35933333333333
CHN2	-1.13766666666667
ZNF781	-0.427833333333333
HAS2	-3.32316666666667
KIAA0241	-1.12983333333333
BIC	1.78
MOBKL2A	0.225
CYP2C9	0.7905
CNOT7	0.273071428571429
SFRS10	0.4715
CST11	1.578
FLJ37543	-0.5425
NKAP	-0.44375
RUNX1T1	2.10125
EAF1	0.8603
IL4I1	3.09925
LRRC61	-0.204666666666667
PSIP1	-1.18666666666667
SPRR4	0.314
ZFP90	1.85166666666667
AP2B1	1.00176923076923
SLC30A7	0.156333333333333
C7orf28A	-0.311166666666667
S100B	-3.18633333333333
BMP2	-2.49914285714286
ESR1	1.58833333333333
ZFPL1	0.18325
ARHGAP12	-0.655
LRRC19	0.246
ZNF767	-0.359333333333333
NACA	-0.2237
OLIG1	-0.647625
PRF1	1.42025
LST1	2.53616666666667
SPATA9	-1.21533333333333
CNFN	0.41
CDK4	0.0071
TCF15	-0.483166666666667
PARC	0.69475
PPM2C	2.51525
LOC283345	-0.659
FAM107B	1.453
DMXL1	-1.190125
RBM3	-0.431875
HTR5A	-1.939
SCFD1	-0.2935
EPHB3	3.329875
ROPN1L	1.2305
RAMP3	-0.9175
TSPYL5	2.77118181818182
GAP43	-3.488
PAPD4	-0.902
PDE3A	-2.16975
TNFRSF10C	-0.18125
JMJD5	0.0331666666666667
RASGEF1A	-1.1607
C16orf65	-0.230833333333333
HIPK3	0.184
XYLT2	0.42925
XPOT	-0.666333333333333
GAL3ST1	-0.391
DHCR7	-1.26
AMIGO3	0.1765
FGFR4	0.476
CRAT	1.26375
PPP1R14D	0.401
TRIM14	0.2052
TMPRSS11D	0.4365
SLC7A11	-3.24535714285714
OR10H2	0.321
PPM1E	-0.179
DOCK4	0.237875
FAM127A	0.356375
ENOPH1	-0.1445
SLC5A3	-0.371
ZNF530	0.3002
NTS	-6.24325
FRMD4A	0.5785
BCL11B	-2.24216666666667
PRM1	-0.3595
UQCC	-0.349
S100A16	1.20583333333333
PLS3	-1.24925
WWOX	0.403142857142857
CCDC23	1.2855
GTSE1	-0.239166666666667
GP2	3.673
FLJ32549	0.567125
CHIT1	3.16375
KLF9	0.208
RPS24	-0.9079
MIA	-4.1075
FIGN	-2.0025
PYROXD1	0.309875
PCSK2	0.517375
MRPL9	0.54925
RPL24	0.159375
C12orf32	-1.3755
HIST1H2BE	0.5825
RGS18	2.93725
LFNG	2.054625
RAB4B	0.0465
FBXO25	0.678666666666667
TSPAN31	0.189666666666667
ARL8A	0.798
C10orf83	0.0146
OR51B6	0.0065
CNKSR2	-0.971
C1orf156	0.6165
IBSP	0.3315
GFRA2	0.4548
ALKBH7	0.8764
NEK10	-0.19025
VN1R3	0.5676
LOC91948	2.364
CPZ	-0.45
IHPK3	0.53
COL8A1	0.6595
RBPJL	-0.2935
OR10A4	0.34
CASP8AP2	0.74375
MMP12	-0.988666666666667
OR8B12	0.7925
CDCA5	-0.517166666666667
LIX1L	-1.5895
PEX11B	0.811125
GABRA1	-0.1495
HABP2	0.9435
REEP1	4.05616666666667
FBXO15	3.4325
CD68	1.00375
WFDC9	-0.038
GHDC	0.366166666666667
SMARCA1	0.207
SPAST	0.941833333333333
PLXND1	0.6145
MLCK	0.4025
INTS5	0.1875
BSG	-0.253
PARP8	0.0308333333333333
TEAD4	-1.81216666666667
ZNF498	-0.378375
TMEM89	-0.235166666666667
DTX4	-0.15325
TNRC6B	0.65
ARMC2	2.243375
FGFBP1	-3.43016666666667
TIMM8A	-1.02416666666667
AJAP1	-2.319
ZNF608	1.09225
SLC25A42	-0.50875
SYP	0.6925
MMP11	3.39133333333333
USP40	0.4855
C3orf62	-0.072
MYO1E	-0.4499
LRFN4	-1.4295
XCL1	1.11933333333333
GPR155	0.6845
VPS29	-0.566625
CARHSP1	-0.27675
ARHGAP20	0.2182
GREM2	-0.9095
CCDC102B	2.09025
ZNF577	-0.926
HDDC2	-1.073
SHC2	1.2026
NCOA5	0.734666666666667
INPPL1	-0.983
CHGB	-2.8667
IHH	0.5295
DDEF2	0.316333333333333
DIAPH3	-1.70423809523809
BUB3	-0.165083333333333
GGH	-0.550333333333333
VPS35	1.1258
CNN2	0.0448333333333333
ASNA1	0.14525
WDTC1	0.3175
AMAC1	-0.18
HAS3	-0.422833333333333
SLC1A6	-1.15916666666667
ZNF563	-1.206
C1S	2.705
TCF7L1	0.23725
OR10Z1	-0.0675
ME2	-0.506
C6orf151	-0.59075
KPNA4	0.389
GLO1	-0.04775
WDR61	-0.6675
CD302	0.91175
SIRT7	0.196166666666667
C11orf59	-0.14125
PKIG	-0.716
PPIL3	0.10175
CCDC74B	2.8855
ZNF528	-1.154
EFNA5	0.5535
FCGRT	0.62175
NOL4	2.6705
CCS	-0.3975
LOC374491	-0.703
MFSD7	2.302
ZNF555	0.2555
LIMS3	-1.8395
TSSC4	0.00216666666666667
COL11A2	-0.642
C1orf119	-0.156
BPNT1	-0.346125
CHRNA6	0.129
C1orf173	0.93
PLD2	-0.52
ORC1L	-2.3725
SASH1	1.710125
CDC14B	-0.313875
RLBP1L1	1.576
LDLRAP1	0.9314
NAT8B	0.646833333333333
HHEX	-3.1995
LGALS7	1.12475
PLCH1	1.28925
OR1M1	0.2625
PRAMEF16	-0.4065
HECTD1	-0.0645
C14orf39	-1.1055
TLN2	-0.2564
HDAC4	-0.556928571428571
SYCP2L	-1.538
GLRA1	0.199
RPS6	-0.5325
hCG_1757335	-0.0955
KLHL1	1.222
CTNNBIP1	1.79216666666667
SCAND2	-0.6722
HMGN2	1.1337
YAF2	-0.0775
BRPF1	0.7495
LIAS	-1.39575
CTA-246H3.1	-2.02875
SAG	0.8545
C20orf10	0.75775
HNRNPA2B1	-1.09266666666667
GADD45A	1.2265
MSH4	-0.2855
TMEM70	-0.11725
HIST1H2AM	0.8195
C19orf26	0.0741666666666667
C1orf50	0.1605
GNG3	-0.32125
FTO	0.90575
CALCB	-0.3585
PPP3R1	0.127625
C15orf42	-2.34475
CCNJ	-0.079
GNAZ	1.51526666666667
PSD	-0.0283333333333333
FAM57A	-1.058
STIM2	-0.139333333333333
DHX8	-0.478
MOGAT3	-0.173
UBE3B	0.329666666666667
PLAT	-1.22916666666667
C6orf206	0.6745
COPE	0.0854
EIF3A	0.2985
C1QL2	-0.20025
IQCE	0.10025
KIAA0182	-0.1855
SLC22A7	-0.5106
PPFIA2	-0.2625
ADAMTS15	0.7215
ODZ1	-0.286
THBS4	1.86516666666667
ARHGAP1	0.835375
B4GALNT3	-0.471666666666667
FCHO1	-1.5225
LOC440456	-0.0445
HOXD10	-0.505666666666667
CXCR3	2.52516666666667
CHI3L2	-2.709
SRPX2	1.11025
ZNF132	0.376333333333333
UBAC2	0.991333333333333
RPL32P3	-0.175
CBWD6	-0.2355
ST6GALNAC4	-0.3135
KIAA0391	0.3275
LOC388969	0.187
KRTAP5-8	-0.316166666666667
ZNF786	0.4985
LYVE1	0.863166666666667
GPR144	-0.27925
APOH	-6.359875
TSC22D2	-0.5705
PLCD1	-0.25875
FLG2	0.312
M-RIP	-0.5531
NDUFV1	-0.26625
POLDIP2	0.409666666666667
RAB3GAP2	1.073
RPSAP15	-1.66175
CLEC7A	1.74025
HSPA14	-1.2105
TAAR5	0.33675
FAM132A	1.11825
C2orf43	-0.53475
OR10V1	0.308
SELPLG	0.4125
C1QTNF6	0.0388333333333333
OPCML	0.135
DTYMK	0.119
ALDH16A1	-0.4815
F13B	-0.2845
MGC16169	0.23775
KIRREL2	-2.34466666666667
C14orf32	0.101333333333333
SLAIN2	0.1631
HSD3B2	-0.289
AMMECR1L	0.4301
LRRC37B	-0.0435
HMG20A	-0.9355
C22orf27	0.6998
FBXL22	0.649
AP1B1	0.6395
TNKS1BP1	1.14825
CD74	3.741
HSPA12B	2.03883333333333
PLSCR1	-0.215333333333333
SLC35E1	0.290333333333333
FEZ1	-2.10825
APOD	4.029625
C16orf44	-0.49825
C1orf166	0.1915
KCTD11	-0.64325
NELF	-1.293
SRP54	0.167833333333333
MGC35361	-0.335
GPR35	-1.207
NRGN	-0.865375
SIGLEC12	-0.1725
SCN1B	-0.55975
IFNW1	-1.281
STAR	-4.46725
HLA-DQA2	3.73133333333333
RNASEH2B	-1.89075
TAAR2	-0.088
VAMP5	0.694833333333333
TUBA1C	-0.281642857142857
PIK3R2	0.51275
ARD1A	-0.737166666666667
EBF2	-0.0491666666666667
CAMSAP1L1	0.24225
CYP3A43	0.32325
AKR1B1	-2.27125
KIAA1729	0.489625
KAL1	1.2976
CYBB	1.42475
UXS1	-0.8995
LOC338579	0.868
C11orf45	-0.227
SHB	0.9225
IKZF4	0.042375
NDUFA1	0.588125
HSPE1	0.75725
C1orf215	0.39825
GPR113	-0.148166666666667
ZNF573	-0.0475
TBX18	-0.5565
GGTA1	4.332
PCDHGA8	1.748
RPS6KL1	-0.33175
DPP9	-0.121375
SLC43A2	0.61625
COPS3	-0.86675
PMPCB	-0.0398333333333333
HYLS1	-0.512
LSM8	-0.768
PDE6B	-0.032125
C10orf118	1.2262
OR1C1	0.156666666666667
ZNF415	1.84025
OR2F1	0.805333333333333
ZDHHC13	0.259875
FZD8	-1.4034
TCEA1	-0.3099
SUSD4	1.68775
C22orf24	0.2195
TNFRSF14	-0.9365
TRIM28	0.0558333333333333
FGF5	-2.236
CSPG5	-0.146
RNF133	0.74925
FKBP15	0.2565
BZW2	-1.14225
NSMCE1	0.65125
PTPRN	-0.0105
TST	-1.1635
POP1	-0.3075
RNF24	-0.874
SFRS4	0.013875
REPS1	0.90775
CD70	-1.92733333333333
PDXDC1	0.019875
SRC	0.4077
NTNG1	-1.33966666666667
SETD1B	-0.488
TINP1	-1.1484
ZNF606	2.29266666666667
SSR1	0.2140625
RGNEF	-1.05183333333333
NFS1	-0.310833333333333
CENTB5	-0.07525
CRMP1	0.158833333333333
ADAM18	0.214333333333333
CCDC87	1.215
LRRC8B	-0.1945
CSNK1G1	-0.0773333333333333
MAFB	3.76383333333333
C12orf45	-1.292
C1orf54	2.24475
DPEP1	-1.1565
FLJ13137	0.293
C14orf118	-0.748666666666667
ANKRD19	0.346083333333333
ABCA9	0.720375
TMEM87A	0.3837
BBS5	0.8418
CYP17A1	0.16575
SCG3	-0.606
ESCO2	-0.54825
GFER	-0.523333333333333
NRIP2	-0.0526666666666666
DDX59	-0.142
RIC8B	-0.2153
TNNI1	-0.4015
KTELC1	-0.592416666666666
GPR85	0.1962
SP3	0.728375
GOSR2	0.116
DDX1	0.196
DSCR9	-0.2325
KIAA1984	-1.2875
FLRT3	2.30825
RNPS1	-0.251357142857143
ZNF772	1.496
SLC25A10	-0.00916666666666666
ADAMTS3	-1.1141
TBC1D7	-0.88075
PCYOX1L	0.91825
LOC339745	3.8055
VPS54	-0.680375
PCDHB12	0.804125
C4orf6	2.66975
CCL5	3.423
PEX5	-0.53825
LENG1	0.00316666666666667
LOC51336	-1.61225
FLJ25371	0.522
WDR45L	0.675166666666667
SPAG8	-0.154
GUCA1C	-2.308
LOX	-1.87683333333333
FIZ1	0.6365
BAG5	0.91925
BUD13	-0.235166666666667
MGC2752	0.794375
IQSEC3	0.895857142857143
TGFBR3	-1.4645
CASP9	-0.652625
PPA2	-0.479
MED24	0.230125
MAP3K7	0.7295
SRPR	-0.583625
C17orf81	-1.221
RIPPLY1	-0.60075
EID2	-0.528
AKR1C1	-2.44166666666667
IMMP2L	-0.71075
SPSB4	0.78
BAG4	-0.33075
ZNF32	0.380166666666667
KLHL34	0.62775
BRD2	0.119875
IL32	-0.131833333333333
FAM53B	0.218833333333333
SLC7A1	-0.915625
KAAG1	-2.4605
CCDC54	1.99683333333333
PRKCQ	-0.68525
TIRAP	-0.011625
SPSB1	0.820666666666667
USP36	-0.165666666666667
FLJ32569	0.5145
LYZ	1.6435
TMEM186	-0.165833333333333
TPM2	-1.09316666666667
C9orf100	-0.701666666666667
PPP1R11	0.326
OLFML3	0.308
ELAVL1	0.31125
DNAJC17	0.208833333333333
ABCA2	0.04875
BNIP3L	0.879625
ATP10D	-0.2845
GALNT8	-0.284833333333333
PRKCH	1.8085
USP12	-0.735
STXBP1	-0.3261
LSM2	-0.085
ANKRD30A	4.637
LAP3	0.306
C9orf40	-1.21316666666667
KATNAL2	0.585
RG9MTD2	0.17625
PNPLA7	0.494
IDH1	0.49
C1orf57	0.568
XRCC5	0.6795
TBRG4	-0.92175
DCDC5	0.3505
POU5F1	-4.628
RAB1A	0.160428571428571
KRTAP15-1	-0.2775
INHA	-1.1645
WDR90	-0.434625
MLL2	0.354
FAM104B	0.2555
SF3B14	0.1255
STX1B	0.0815
SNX12	0.11525
KMO	1.43733333333333
FAM100B	0.7295
CDRT15	2.3895
RAB9A	-0.2585
RUFY3	0.689375
UBE2U	-0.6652
NFKB1	0.3974
FBXO38	0.46275
VRK3	0.17125
TUBB8	0.2125
IFNA6	-0.0405
AYTL1	-0.791333333333333
RBP3	-0.343428571428571
MUC13	-1.373
C8orf30A	-0.216
MFAP1	-0.552
NHLH1	0.1545
CXorf34	-1.12625
SP8	-2.775
RNF151	-0.0845
TDRD7	-0.08175
KCND2	2.227
FKBP9L	-0.352833333333333
C17orf44	0.451125
TIMM17B	-0.765
WIPF1	0.6196
SNX15	0.1434
IGF2R	1.2768
SBSN	-0.1975
RBM15B	0.211
AGBL5	0.0200833333333333
APEX2	0.12875
C17orf39	-2.39625
UBE3A	0.2019
SPANXC	-2.679
TGFB1I1	-0.724
RBM13	-0.436
TOP2B	0.3295
NPVF	0.489
RIMS4	-0.766375
RAD54L2	-0.732
RSPO3	2.86066666666667
C2orf47	1.1015
TSPAN4	-1.15566666666667
DNAL1	-0.8485
DKFZp761E198	-0.62025
NLE1	-1.0035
TPST1	-0.67925
SREBF1	0.69
CLEC12B	-0.189
FUK	0.25
IL21	-2.467
LTK	-1.7305
DKKL1	1.28
EPAS1	-0.448
UBTF	0.0871
HIST2H2AB	-0.0189166666666666
TMPRSS12	-0.155571428571429
KIAA0427	0.699166666666667
CYP8B1	-0.5455
FPRL2	4.10075
LOC402573	0.726
HSDL2	0.692333333333333
SEMA6B	-0.249166666666667
AKR1A1	1.01021428571429
CLTB	-0.0154166666666667
NXT2	0.585166666666667
HSPB7	-1.1875
MLLT11	1.3755
OLFM3	-0.264166666666667
SEC61B	1.086
GPR139	-0.2215
RRP15	0.46125
OR3A2	-1.166
RSL1D1	-0.5895625
P2RX7	-0.696333333333333
PSME2	0.0165
ADNP2	0.2945
RBM25	0.0429166666666667
IFITM1	0.05425
POLR2E	-0.598
ZNF643	0.212
ZBTB25	-1.72783333333333
SPTBN4	0.75375
FBXO28	1.50525
CLEC10A	2.5585
EPHA8	-0.621428571428572
BEST4	-0.102
GAS6	0.642166666666667
TSHR	-0.44625
TMTC1	1.96527272727273
GSTM2	-0.603333333333333
ETV1	-1.97425
ADAM11	-1.04383333333333
ERGIC2	-0.8145
ATP6V0E2	2.04516666666667
HGFAC	-1.8225
CTTNBP2NL	0.177
FLJ20628	-0.51975
MTCH2	0.4275
BACH2	0.583166666666667
AUTS2	1.661
FSD1L	1.14625
RPRM	-1.89433333333333
PPP2R3A	1.4475
BAT2	-0.28825
LPHN2	-0.663666666666667
MGC71993	-0.343166666666667
PPARGC1B	1.3065
CENPT	-0.330625
RNF123	-0.715833333333333
COL27A1	-0.9741
ZP2	1.6985
C2orf21	0.3035
CCDC78	-2.35975
MCM8	-1.65666666666667
PHLDB2	1.52075
PLAUR	-1.132125
HDPY-30	0.6425
BMP5	0.75775
MUM1	-0.02325
FAM62C	0.348
MID2	1.58883333333333
SYT16	1.5485
ISG20L1	-1.9669
C2orf40	1.068
SRRM2	-0.372714285714286
FCRL1	-0.219857142857143
C1orf90	0.516
MEP1B	-0.2955
PCSK7	-0.2118
PBX2	0.09875
CENTB1	0.137
GLT6D1	0.095
HGS	0.168916666666667
WDR51B	-1.2935
KCNJ8	2.375
NOL10	0.630375
EDEM3	1.37025
TCOF1	-0.808
SLC16A1	-2.48916666666667
SF3B3	-0.201625
NUDT21	-1.145
ZNF235	0.2785
KIAA0644	4.25275
ERC1	0.2340625
NKIRAS2	0.597833333333333
TRMT5	1.01225
PPP1R7	0.34475
C14orf177	-0.614
HTRA4	1.915
FAM139A	0.550666666666667
C16orf30	3.8935
C10orf32	1.556625
VCX2	-3.14075
MGC27016	-0.4384
LARP5	0.967
THNSL2	2.05016666666667
TRADD	0.334833333333333
C1QTNF1	-0.144375
C1orf43	0.6374
AS3MT	0.17675
SCARF1	1.38525
PHF23	-0.325125
B3GNT2	1.24583333333333
FNBP1	0.3025
ZNF780A	-0.5255
MAGEB2	-2.219
FANCG	0.12925
EYA2	2.80675
ZNF471	0.069625
C14orf153	-0.469833333333333
BCL2L14	1.636
EFS	3.08433333333333
CKAP4	0.2895
ZNF224	-0.5867
ZNF652	-0.72
TMEM4	-0.178625
SCN3B	0.0201428571428572
OAT	1.5845
DRD1	0.23175
IQGAP2	-1.13683333333333
CDYL	-0.616833333333333
PFN3	-0.42275
ANKS1A	0.23925
COBLL1	1.99833333333333
C2orf55	2.96666666666667
PRCP	0.069
TMEM130	-0.89125
SPINK1	-3.06975
NDUFB1	0.07525
DIO3	0.180375
PRTG	-2.2342
PVRL1	0.570625
CNTD2	-0.1895
MYL4	-2.656
SLC17A1	-0.37575
RGMB	-0.3411
TAF5L	-0.73325
FAM27E1	-2.2065
CCDC59	-1.2815
MED20	0.531
CHMP4A	-2.197125
FBXL12	-0.4575
TOMM20	0.503625
ZNF364	-0.00175
COL22A1	0.496333333333333
C13orf8	0.31375
TBC1D14	0.0286428571428571
MRPS35	0.487875
LOC51057	0.3995
MSC	0.057
CILP	5.24866666666667
ATXN7L2	0.0685
BTLA	2.5266
SEC23B	-0.25875
RDH13	0.3825
C17orf63	0.186666666666667
TIA1	-0.371666666666667
RHOXF1	1.42166666666667
SPAR	0.1115
SPTLC1	0.623375
HMGB3	0.445923076923077
TOPBP1	0.152833333333333
NAT8	-0.11475
KLF11	1.82875
HOMER3	-0.0415
KCNAB3	-1.00225
C9orf85	-0.05875
HCG3	0.144875
MGC34821	0.476
PHLDA3	0.3475
ODF3	0.159833333333333
KLHDC4	-1.06
GABARAP	0.593
AGR3	-0.3075
EXOC5	0.65675
AADACL2	1.55125
LOC91893	-0.752333333333333
RPL36A	-0.5225
SLCO1B3	-2.82
PTPDC1	0.23
DUSP7	0.0835
NRP1	-0.161642857142857
VSTM2L	0.410166666666667
PLEK	2.971
NLRP3	1.92
TUSC5	0.29925
GPR3	0.291166666666667
RAB8B	-0.188
UBE2E3	-0.31275
RC3H1	1.7865
MED29	0.191833333333333
CCDC50	-0.42575
C20orf111	-0.290666666666667
PRDX6	-0.7525
TETRAN	-0.189
BCAN	-0.801166666666667
