Hybridization REF	TCGA-A8-A0A7-01A-11R-A040-07
VPS11	0.95925
NDUFB5	-0.198166666666667
CIDEA	2.90683333333333
IER5L	0.31625
N6AMT1	-0.006
FAM83C	0.3255
OXR1	0.918916666666667
IRX1	-0.4615
DGKB	-0.118333333333333
GCN5L2	-2.863
MIR16	0.158625
FBXW9	-0.37825
WDR4	-1.3585
PDC	-0.279
VPS33B	-0.062
HEXB	0.311
FLJ32214	0.9965
TCEB3	-0.70375
CRLF1	-2.76825
ABI3BP	2.142
C8orf22	-3.3105
PYCR1	-0.89475
KIAA1706	0.44525
CDK5R2	0.942125
WAS	1.196
C12orf60	-1.37325
CCBL2	0.15525
MADD	0.32925
C5orf34	-1.76725
WDR42A	0.2131
KLF12	0.69425
HSPA1A	1.06025
ITM2C	0.47225
DAPK2	1.2635
LOC442590	-0.921
SUMF2	-0.445125
CENPA	-1.56192307692308
TMED5	0.228375
CDH6	-1.2999
BRP44	0.601375
THG1L	-1.05425
GABRA2	-2.53525
C14orf166	-0.43275
MYL1	-0.604666666666667
TNFSF18	0.856
PAP2D	-1.59883333333333
PPIB	-0.07075
KLHL4	-0.321
SFN	0.0141666666666667
CCDC127	-0.00725
FRAP1	-0.531
GOLGA5	0.4405
SDCCAG1	-0.236125
MGC21675	0.146
C10orf95	-1.53375
KIAA1345	-1.515
C1orf163	-1.1555
LACE1	-0.2115
OR10K2	-0.097
CENPN	-1.83848
TMED2	0.74025
UGT1A6	0.283
ANG	-1.54975
U2AF1	-1.55666666666667
CASC2	-0.317166666666667
NMT2	-0.268666666666667
OSGEPL1	-0.625625
DFNB31	-1.063
SLC6A20	-0.2595
DKC1	-1.5375
FXYD4	-0.80525
WDR64	0.62325
MGC5590	0.335
CREBZF	0.128
DAZ1	-0.3045
PRPSAP1	-0.9585
GCHFR	-0.15925
TTC7A	0.253375
LOC196993	0.0625
UBD	4.1315
S100A1	-1.1515
RPL6	-0.3255
DNAJB6	0.23415
NAGS	0.0576
C2orf58	0.3125
KERA	1.27333333333333
MT1X	-0.4974
UBE2B	0.8408
KEAP1	0.165
MST1	-3.297875
OMA1	0.521
ABLIM2	0.56825
BCL2L13	-0.331083333333333
JAZF1	0.358
TMEM63B	0.3285
S100A8	2.782
ARFIP2	0.50925
UROS	0.78025
KHDRBS2	-0.2945
POLQ	-2.318375
SOAT1	0.22475
SPAG4	0.14725
MRPS30	-1.38283333333333
LOC494141	-0.88225
OR2T11	0.256
ORAOV1	-0.5652
ZNF184	0.0958333333333333
TCEB3B	-0.478166666666667
ADAM21	0.0335
GDPD1	-0.41175
SPINLW1	-0.023
PRR14	-0.134833333333333
KCTD9	-0.2436
NUDT3	0.52825
KIAA1822	0.72
HIST1H4K	1.7385
DFNA5	-1.71275
GABPA	-0.04325
C14orf44	-0.237
POLB	-0.116875
PTAR1	-0.988
SEC31A	0.8102
TRIM58	-1.745
TAS2R14	-0.6665
VPS8	-0.291
H1F0	0.421
PRKCB1	-0.225833333333333
UGT2A1	0.199
TOR1B	-0.3565
LSS	-1.61366666666667
C2orf19	0.339
HNRNPC	0.185142857142857
TMEM100	0.340166666666667
LOC116349	0.4775
OR51M1	-0.265
CCDC142	-0.99425
ISG15	3.2570625
ZCCHC14	-0.393375
CREBL2	1.250625
TGDS	-1.0045
DC2	-0.15675
CACNA2D3	-1.23492857142857
ZNF429	-1.608
LYPD6	-1.29416666666667
SUCLG1	0.0688333333333333
OR51I1	-0.62
MAGEH1	2.07375
PRPF40A	-0.165
SMR3A	3.862
SPINK2	0.99475
THAP2	0.07975
NPY5R	-1.428625
IRF4	1.031625
SPESP1	-2.11033333333333
OR10S1	0.3395
DTD1	-0.55975
TUBE1	-1.64075
DDX19A	-0.5295
PDPN	-0.29675
TMEM34	0.175666666666667
MGAM	0.15675
COL3A1	6.2755
GFM2	-0.82
OR5A2	0.235
PSG9	3.7265
ARHGEF11	-0.19
IVNS1ABP	-1.045875
SIGIRR	1.73325
DUSP19	-0.893875
DNAJC14	-0.4049
ACSS1	1.50475
IL1RAPL2	0.052
C4orf30	-0.9615
SEPT4	2.29475
LANCL3	-1.99975
SPAG17	0.491833333333333
PRDX3	-0.617625
HNF1A	-1.352125
P4HA2	-0.850625
RFWD3	-1.244
MOV10	-0.11325
DNAJA5	-0.0725714285714286
LOC729440	0.56375
LOC200383	-0.28725
SMC2	-2.759
MIXL1	-0.703666666666667
TMEM9	0.2405
FAM86A	1.192
ZNF174	0.304
MYH14	-0.7675
CCR8	0.8495
VPS37C	0.941333333333333
GPATCH1	0.113
B3GNT8	2.6665
TBX4	-0.53075
CNR2	1.4665
PCDH1	0.64925
C5orf29	4.206125
OCIAD2	1.05175
PLCG2	2.15375
KIAA0247	1.44475
HRH3	0.1446
CAPN13	2.838625
CCR1	1.042
MGC15523	0.0669999999999998
UVRAG	0.0388333333333333
DNAJA2	0.716333333333333
ITGA2B	-0.583
CLDN5	3.80025
PTPRN2	-1.18078571428571
ZNF512	-0.216333333333333
PSAP	1.63485714285714
CCDC140	-0.85
LRRC55	0.6745
CYP26C1	0.2785
C8orf47	1.51625
LYN	0.822
DUSP6	-1.27066666666667
TGFB3	3.49093333333333
ELK1	-0.9449
PCDH11Y	-0.453666666666667
HGD	0.71875
C17orf58	-0.202
MYO3A	0.4475
SERPINE2	-3.07466666666667
AARSD1	-0.884875
C14orf73	-1.43875
ADAM33	0.4125
ZNF491	-0.5785
MAPK6	-0.979833333333333
TCN1	-0.3455
SLC24A6	1.135
UBE2R2	-0.15
H1FNT	0.257
TATDN2	0.326166666666667
LILRB1	2.87325
P2RY5	0.891
NUCB2	0.55675
C2orf37	0.1445
SNX27	1.09516666666667
MTA3	-0.502
FOXO4	0.147125
ID4	2.5175
SOX5	-2.2875
PXMP3	1.402125
OR52M1	0.763
SFT2D3	-0.123375
INA	-2.87266666666667
MCOLN1	1.55525
NFIX	0.3551
CLEC14A	5.20383333333333
HIBCH	-0.798166666666667
PLA2G5	2.1375
TIMM10	0.0573333333333333
MED17	-0.3357
COL4A4	1.885
TPP1	0.9045
GJA3	-1.14566666666667
TMPRSS5	-1.3685
AADACL3	-0.145
DNMBP	-1.73975
ENPP5	1.61383333333333
NQO1	-0.5149
ZSCAN2	-0.678875
SEC24C	0.00633333333333333
GTF2A1L	0.3545
AXIN2	-1.597
FAM33A	-0.528333333333333
C16orf13	-0.26025
SPNS2	2.2705
TAF1	-0.2965
AP1G2	-0.398666666666667
RBM42	0.7525
HCN2	1.06633333333333
EFHB	0.974666666666667
RUSC1	-0.0115
GRIK5	0.1315
USP21	-0.481166666666667
ATAD3C	1.086
ORMDL2	1.457875
PRSS7	-2.23575
PSAT1	-3.53325
FLJ13195	-1.4535
TBC1D1	0.161333333333333
IFNG	4.882
OTOS	0.239666666666667
ZNF773	0.2245
EMD	-1.2925
RETN	-0.05575
CCL8	5.6085
APH1A	-1.053125
COX18	-0.207875
GTF2IRD2	0.3985
CCDC82	-0.747083333333333
PAFAH2	0.486
NPEPL1	-0.8592
RP11-114G1.1	0.3535
TP53INP1	1.882125
ZNF300	-2.185
FOXL2	-2.6455
LARP2	0.428166666666667
LATS1	-0.31675
HTR6	0.318
SPOCK2	2.81233333333333
RNF144B	2.509
HTATIP2	0.290375
MGC10334	0.484833333333333
CENTA2	3.05983333333333
FGF2	-1.55075
FXYD7	0.06375
PHYHIPL	-1.526625
GPR34	6.038
DDX6	0.242166666666667
OR10W1	0.0365
LHFPL1	-0.504
ZNF313	0.598357142857143
VPS28	1.55125
AP3M1	-0.2389
AKR1CL2	-0.6305
TRAF4	-1.46675
OR2B11	0.582
C19orf12	0.633833333333333
AKAP9	-0.118333333333333
C1orf62	0.136666666666667
SLC20A1	-1.1337
FAM112A	0.927
LDB2	0.448375
MRPS23	-0.16325
KLK5	2.425625
SPTB	-0.4247
EFEMP2	1.55975
EFNB2	-0.350125
PCM1	-0.565285714285714
NMNAT3	0.177875
TSG101	0.765833333333333
C8orf40	-0.615833333333333
NOB1	-1.53025
ABHD3	-0.87775
GTF3C4	-0.9995
PIGN	0.602166666666667
GALNTL1	-0.8845
AEBP1	2.571375
OR9Q1	0.383
ANKRD2	1.174375
CCL28	-0.9555
TRIM38	0.691
TMCC1	-0.316166666666667
SMG5	-0.2935
LRRC7	-0.3415
NCAPD2	-1.71083333333333
C6orf153	-0.105
C1orf74	0.10675
OTUD6A	0.304
DCP2	-0.244166666666667
TMEM24	0.4255
RPL18	0.078
TMEM177	-0.3925
LRRC37A3	-0.88825
C1D	0.291333333333333
LDHC	1.32875
UBE4B	-0.272333333333333
NIT1	0.382125
BTN3A3	1.759875
RASD1	0.853875
COMMD3	0.2955
SHFM1	0.451
BIRC8	0.32525
DUT	-0.538
C12orf51	0.6145
LRRC59	1.1555
LY6H	1.44975
WDR22	0.4985
EDEM1	0.728428571428571
ADH1A	3.3075
PANX2	-0.1417
CYP11B1	0.73975
CDC73	-0.572
GPR172A	1.07675
GSTM3	-0.270923076923077
KCNA5	0.19625
SERAC1	0.0293333333333333
NFATC2	0.687
ANAPC5	-0.5369
C15orf24	0.21675
NFATC2IP	-0.6175
TNRC6C	0.0753333333333333
MGC102966	-1.0315
FGD5	0.6315
MED9	-0.24675
RAB13	-0.111166666666667
C15orf49	-0.2065
CRYGS	-0.7428
C12orf53	-0.6468
LOC283693	-0.647
COX6B2	-0.4435
PHF14	-0.453625
FAM3A	-0.1305
RPL13	-0.3836
PRDX2	-0.1453
FLJ34047	-2.0905
PRMT3	-0.87675
KCTD19	-1.645
TRIM10	-0.521166666666667
MGC26597	-1.06583333333333
GCNT4	0.018
GPRASP1	1.01425
CDKN1C	-0.2885
RHBDL2	1.1975
HSPH1	0.17075
AQP1	3.323375
COL17A1	-0.9129
GFAP	0.0795
CDC16	-0.32
KIAA1614	-0.0625
C6orf118	-0.4535
ZSWIM5	-0.91425
FAM83F	2.39225
LYNX1	1.5599375
SYNPR	-0.5895
XG	3.1045
PRSS16	-0.551625
KIF13B	0.671285714285714
PCDH9	-0.995125
HIST1H2AH	1.14283333333333
RBM18	-0.7065
ZNF626	0.4115
HEXIM2	0.302833333333333
ITFG1	0.7255
TUBG2	-0.9525
SFRS7	-0.289333333333333
C9orf14	-0.0165
EXTL1	-0.6305
GBP3	2.799
WDR5	-1.00275
RARG	0.179833333333333
MYO7A	0.905125
CECR6	-0.18675
C13orf3	-1.37825
SFRS18	-1.301625
ACVR1B	0.874166666666667
PSMD1	-0.0286
C7orf31	0.407666666666667
ILVBL	0.4425
IFNGR1	1.3505
RNF186	1.003
NOL9	-0.90475
MAGEL2	1.08
SLC29A2	-0.01475
NHSL1	-1.84425
RBMX	-1.1455
PSORS1C2	0.49425
RAD51L3	-0.419
LCN6	1.095
ORAI2	0.156875
BRUNOL6	0.1705
OR4K5	-0.125
CDC123	-1.0805
MSLN	-1.83533333333333
WWTR1	-0.645166666666667
ZNF700	-1.05766666666667
COBL	-0.74825
PPP1R16B	1.19225
GAS7	0.565
MDN1	-1.71275
HAAO	0.8295
C9orf68	-0.436
TNFAIP2	0.76625
FOXN1	0.002
hCG_2033311	3.04633333333333
ATP6V0D2	0.000399999999999992
RPL41	3.100125
SLC38A1	0.132
ARHGAP6	-1.15641666666667
ADAD2	1.054
PHF20L1	0.580125
MCM3AP	-0.0258333333333333
ST3GAL3	-1.0405
SNX1	0.336
ELF5	2.43175
PARP3	-0.79725
RBM8A	-0.83825
LINGO4	0.5295
ITGA9	0.742
ZFR	-0.18375
ACSL6	0.882625
FLJ20699	0.1965
DAOA	-0.0575
FABP4	4.62875
KCNB1	-0.129
CANX	0.5451
SLC25A28	0.333333333333333
ADIPOR2	0.252875
ECHDC2	1.081875
SMA4	-1.03475
FRZB	3.65375
PABPC1	-0.492833333333333
DMRTB1	-0.036125
APOBEC3G	2.307
CATSPER2	-1.4575
CUEDC1	1.80766666666667
STARD9	-1.556375
CLDN8	4.287375
LOC23117	-1.35477272727273
E2F6	-0.698
TMEM126B	-0.5355
DPY19L4	0.9835
GIMAP5	4.21166666666667
NDUFA9	-0.274333333333333
FAM77C	-3.9235
CTPS2	-0.3275
LOC51035	0.396375
WDSOF1	-0.12125
EGLN3	-1.33225
PITX3	1.111
OR52E8	-0.3965
GRM4	0.1805
KLK1	-1.2185
GPM6B	-1.58475
RRAGD	-0.1015
PAGE5	5.24525
UCHL5	-1.14616666666667
ULK3	-0.654333333333333
AIM2	4.308
PNO1	-1.01066666666667
OR2F2	-0.279
GNAT2	-0.4955
SIX1	-0.71175
ST13	-0.239333333333333
ZBTB44	0.4905
TIMP2	0.572
ZMAT4	-3.12225
GTF2IRD1	-1.44516666666667
ZNF19	-0.494666666666667
ZNF714	-1.64
RSC1A1	-0.01075
C9orf80	-0.45975
PSMA8	0.723666666666667
TMEM141	0.04575
COX4I1	-0.136642857142857
CTAGE1	-0.1755
DTWD1	-0.791
HSD11B1	4.216
KRT6B	1.996625
ARID4B	0.537875
LHFPL3	0.3205
WWP2	0.0615
ZNF326	-0.215166666666667
RGPD1	-0.3625
CTSH	2.82316666666667
FASTKD1	-1.483375
PAF1	1.3607
TTC9C	0.12625
IFT57	0.3994
PRSS36	0.308
IL20RB	-1.985
ZNF592	-0.0943333333333333
DCTD	-0.4704
CFP	3.20825
MFNG	1.4525
JMJD2B	-0.469
ALDH3B1	-0.3345
THSD4	-0.656
KCNJ5	3.57766666666667
LMNA	0.388333333333333
TBCD	0.285125
ZNF250	0.424666666666667
CASQ2	0.929
PEG10	-2.48033333333333
PRAME	-3.7418
NP	-0.13475
TRIM59	0.3205
ZNF12	0.626125
XTP3TPA	0.3165
SIGLEC7	1.3763
PANK4	-0.37
FAM70A	-0.374833333333333
SNED1	-0.59175
HIP1	-0.5933
RAET1E	-1.45566666666667
AMAC1L2	0.057
AHNAK2	-0.829
TOE1	-0.883666666666667
RECQL4	-0.4165
SPRYD3	0.9935
DPAGT1	0.45
MAGED2	1.3356
ANKRD55	-0.247
TRPS1	2.24275
DOK7	-1.25225
TFPI2	-5.466
GTF2H3	-0.902666666666667
CYP4F11	-0.54825
LHX2	-2.59616666666667
ATG16L1	0.447
ASB12	0.398
C1orf116	3.388125
NF2	-0.45835
POM121	-0.8645
PHYHD1	0.1881
TXNDC17	0.3695
DKFZp779O175	-0.14575
NUP62	0.232928571428571
MYO18B	-0.850166666666667
PRAMEF1	-0.336
TCBA1	0.138875
TMEM168	0.16325
FJX1	0.163833333333333
CLCF1	-0.14525
SEPN1	-0.04525
IGSF2	1.727
NUDCD1	0.3465
TFF3	0.577166666666667
NDFIP1	0.806357142857143
CHCHD4	-0.79875
TNR	0.1255
CUTA	0.0665
USP44	-3.7955
DPP10	-0.02
IWS1	-0.703166666666667
PCGF1	-0.23875
SULT1C4	0.3045
NTF5	0.668
PTPN13	-0.76425
SSTR5	0.072
SFRP1	-1.209875
IDH3B	0.064625
SUOX	3.036
TMCO5	0.3735
GOLT1B	-0.3
MIB1	-0.157214285714286
PCDHGB1	-0.5425
SUSD1	-0.12825
ICAM5	-2.73983333333333
PAPOLB	0.216
URM1	-0.9422
TMEM106B	-0.0193333333333333
LRIG2	-0.99675
SLC27A5	0.66075
CLIC6	1.9067
ZNF420	1.31816666666667
SCN9A	-1.5366
KIAA1909	-0.72325
ELMOD1	-3.12725
PRKAG1	0.195
FAM64A	-1.49588888888889
EEF1G	0.25425
SMAD5	0.1145
INCENP	-1.82625
WASF2	-1.5375
GARS	-1.0256
CDK10	-0.8784
HLX	0.8055
MDM4	-0.595625
ZNRF1	-0.887357142857143
HHATL	-1.87483333333333
FAM21C	0.7583
HIST2H3C	-0.05375
PFDN2	-0.45675
ZNF200	0.18575
NDN	-0.00375
HBA2	-2.41566666666667
FBLN5	2.196375
PUM1	-0.258714285714286
TNNT1	-1.86916666666667
C19orf59	-0.0615
HNRPH2	0.279
RAB7A	0.308333333333333
PMS2	-0.97625
BIRC3	0.909166666666667
NRSN2	0.607
OR52K2	0.165166666666667
SPOCK1	0.889785714285714
H2AFY	0.8685
RXRB	-0.05875
ZNF638	-0.559666666666667
ANKRD45	-0.564
ACTN4	0.3455
FXC1	0.758
EIF2B5	-0.13525
VPS33A	-0.39325
PINK1	0.497125
FAM106A	0.281
SKIP	1.03975
GAPDHS	0.0595
MUM1L1	-0.5895
PSTPIP1	2.86225
CNTNAP1	-1.2913
CYP26A1	0.0495
APOL2	1.1661
TACC2	-0.166875
COX7A2L	0.0941428571428571
HSD17B1	1.4513125
ARRB2	0.508
SLC7A6	-0.3978
HSD17B10	-0.075
RBJ	-0.72125
NUP155	-1.733
MRPL10	-0.717666666666667
CYCS	-1.0635
CCDC46	-0.129833333333333
TECTA	0.6845
GNAL	-0.73925
LPO	0.3395
PEBP4	0.59075
DDX11	-2.05675
C18orf12	0.643
TAF9B	-0.397166666666667
IMP4	0.36575
RPA4	-0.423833333333333
NDUFS1	-0.74925
UPK1A	0.736666666666667
ARRDC2	0.655666666666667
C18orf20	-0.0245
AES	-0.131785714285714
CD2BP2	0.486666666666667
C16orf54	1.2535
UGT2B17	-2.076125
FGFR1	-0.787863636363636
CEACAM6	4.1469
CHRM5	0.0865
CERK	-0.098
AP3S2	0.555571428571428
ANKS4B	-1.87925
CLCNKA	-0.118166666666667
ZNF208	-0.7925
HLA-DRB5	5.211
CARKL	-0.2685
GOT1	-0.610833333333333
CASP6	0.45275
HOXA1	-0.6545
RCL1	-1.001
ZNF181	0.611666666666667
RAB40B	0.246
MRPL38	0.14875
LRRN2	1.0935
C3orf25	-0.1195
OR5D14	0.247
OR10AG1	-0.542
BET1L	1.0953
FRY	2.198
AK3L1	-1.126
CSF3R	1.58633333333333
POLR3K	-0.275
ATG2B	-0.373666666666667
EPS8	-0.1515
DARS	-0.7205
C10orf56	0.924
DAD1	0.609916666666667
RIOK1	-0.764166666666667
HERC2	-0.908
HSD11B2	1.0355
FAM96B	-0.449
MGC13057	-0.72325
BSN	-0.47675
CAND1	-0.2915
HCST	3.7105
ACTR10	0.388833333333333
OR8D4	0.169
NASP	-2.0192
COL9A2	0.926666666666667
LYZL1	0.0015
GPC5	0.92775
TBL3	-0.470333333333333
CENTD2	0.5542
OR5AP2	0.2485
TLR1	3.4545
LMO6	-0.32625
ZIC2	-1.613875
CPNE5	2.35625
ZMYND15	1.733
FLJ22374	-0.32
CCDC106	0.2935
PARP16	-0.99125
PDIA3	-0.08175
C14orf126	-0.25
CECR2	-0.3275
SFRS1	-0.765714285714286
FIGLA	0.274
DCP1A	-0.229
MGC45800	-1.4384
TEKT1	0.078
C10orf67	0.528
CLN5	1.7445
NTN2L	0.334
GLE1L	-0.7995
CES2	-0.2673
GNAS	0.416222222222222
DDX53	-1.315
TSPAN13	1.3625
MRPL52	-0.5441
SPIRE2	-0.16675
TAS2R39	0.12375
SCUBE3	0.75
UCRC	0.4556
CDKL3	-0.78825
KIAA1715	-0.4062
ZNF345	1.36775
RTF1	-0.95075
DHRS7	1.17925
RIPK4	-0.932666666666667
EXOSC2	-1.915
MS4A2	1.91575
FGF17	-0.544
WDR59	-0.8115
EVI2A	0.736
IL17RC	0.8245
HS3ST1	2.30575
ITGB1BP2	-1.5995
RBPJ	-0.787833333333333
GIMAP1	4.9525
INE1	-0.870666666666667
ALDH18A1	-0.369125
TPI1	-1.518
GATA6	0.518
CABP1	-1.3785
ZNF484	0.41575
DAPK3	0.7895
GJB1	-2.67633333333333
PIN1	-0.284375
SLC6A15	-2.82683333333333
CNO	-0.44325
RIN2	1.626125
FRRS1	-0.636
CYorf15B	-3.2895
DMRT3	0.487875
ATAD1	-0.288875
OTUD4	-0.0341666666666667
ATOH8	-0.589
ZSCAN16	0.86775
ASCC1	-0.2355
OTUD3	0.12475
MGC33212	-0.044
YME1L1	-0.48075
RP11-218C14.6	-0.27975
PCBP4	-0.24225
TNFRSF10A	-0.544
CDH10	-3.4778
KL	1.152
SCP2	0.477416666666667
C9orf119	-0.296875
SON	-0.420166666666667
MAFK	-0.0455
SBNO2	0.277
SLC6A6	0.327
SC4MOL	-1.01625
FAM35B	-0.2775
PPP1R9A	-0.58
PDZRN3	0.199125
CXorf20	0.7155
C6orf126	-0.292
AVEN	-0.39875
FLJ21075	-0.7445
C14orf132	-0.755875
PCK2	-0.929875
GUCY2C	0.7255
BARX2	0.17275
PEX11G	0.5415
DAO	-1.0005
C10orf49	0.2935
EDNRA	1.68933333333333
PPP2R5A	0.7437
DDX39	-0.362333333333333
SERF1A	-0.92675
ASCIZ	0.1002
FNDC8	-0.0575
PTMS	-0.224875
PHF7	-0.8195
PIP4K2B	-0.3234375
HHLA2	0.46325
BDH2	0.135
APOBEC2	-0.9105
PENK	-0.3675
SMAD9	-0.4695
MT3	-0.266
RGL1	1.2915
ATG10	-1.4685
DLGAP4	0.796333333333333
APPBP2	-1.38921428571429
BACE2	-0.0625
LOC339344	1.10266666666667
ZNF395	-0.825666666666667
HIST1H2BL	0.33125
ZNF467	1.134
SLC25A21	-1.79275
PALM2	-0.523
NSUN5C	-0.781
IL5	0.1212
CLSTN2	-0.35425
ANXA8L2	-0.637
PTGES	0.667375
GDAP1L1	-1.78516666666667
OPRK1	-1.0235
WDR20	-0.200166666666667
C12orf4	0.425
NUP88	-0.97025
XRCC6BP1	-0.290833333333333
FCGBP	0.600571428571429
LEMD2	0.1905
NOMO1	-0.46925
C10orf79	0.243375
ZNF79	1.0564
OCRL	-0.4678
HSPA8	0.206125
DIDO1	0.166625
PLA2R1	0.949
COG3	0.3968
NGDN	-0.31225
CBFA2T2	0.05075
PNOC	3.648
PRRG1	0.62725
AGGF1	0.120785714285714
DPF2	0.33475
YIPF7	0.8235
TRPV5	0.5235
ZNF322B	1.17525
MED12	-0.479
CARS	-0.276
ABCC11	5.05466666666667
C9orf25	0.232
MYH1	0.875
FRYL	0.686583333333333
AGTRAP	0.50325
MMP27	0.4365
ZNF432	-0.566125
OR8D1	-0.1345
OR13D1	0.415
VWA1	2.1205
STON1	0.59275
IL5RA	0.06225
PERP	0.7812
C10orf107	-0.341
TNFSF12	2.5155
FN1	0.339333333333333
MTR	-0.926333333333333
PHLPPL	-0.587333333333333
ZNF425	0.505
DHFR	-1.68177777777778
PPP1R12A	0.110625
RSPO2	-0.877
ZNF7	0.722
ZNF583	-0.2835
TPMT	-0.967666666666667
GPR132	1.6985
OR2T12	-0.81575
SERTAD2	-0.4158
ATP1A1	-0.2725
FRMPD3	0.6085
ZNF672	0.19725
PLXNB3	-0.412625
EML5	-0.4705
FAIM3	1.469
UBQLN2	0.33175
SORCS2	1.839
PRIM2	-1.565
ACVR2A	0.5935
YWHAZ	0.695833333333333
PGM2L1	1.256875
GNAO1	0.278428571428571
RPL10	-0.068
RPS6KA6	-0.564
PFKL	-0.204833333333333
SH3D19	0.153125
AURKB	-1.87216666666667
ZC3H6	1.2345
DISC1	0.325
FLJ39660	-2.51566666666667
TMEM25	1.64375
OSBPL10	-0.12825
CLTCL1	-1.11616666666667
ALG6	0.0075
CATSPER4	0.541
LRTM1	0.162
RRAD	2.5385
TIPIN	-1.70275
CARD14	-0.0725
RBM9	-0.351
RASSF4	2.086
SLC25A18	-0.984666666666667
C6orf58	-0.382666666666667
IGHD	1.284
PLA2G6	-0.1935
TPT1	0.922875
SEC63	0.4013
CCDC113	-0.5077
TDRD10	0.370625
KIAA1666	0.58875
TOR1AIP1	0.555083333333333
SYTL4	-0.950666666666667
SPRR2F	-0.207
CEBPD	1.6385
SNTG2	-0.814
C20orf77	0.34825
TAS2R49	-0.9165
C6orf173	-1.4445
SVEP1	0.9521
PXN	-0.526
VIL2	0.811166666666666
C5orf21	0.742583333333333
DIXDC1	-0.244375
GANAB	-1.142
PDSS1	-1.3965
NGFR	0.995625
ATP8B4	1.585
BMP8A	0.559
CCDC132	-0.239083333333333
GNRH1	-1.60075
OR10T2	-0.07675
PDGFD	2.38033333333333
OR6W1P	-0.2205
HARS	-0.451333333333333
KRT77	0.187
AQP8	0.0495
ITGB1	0.1772
ZNF254	-1.1786
PAX1	0.105833333333333
PSMC4	0.856
ANKRD22	5.0935
PSMD8	1.23
HTR1E	-0.953166666666667
SOX10	-1.9895
OR5B2	-0.2225
RABGEF1	-0.565714285714286
MAP1LC3B	-0.2715
CYB5R4	1.2385
AGXT2L1	-3.00175
FLJ41603	1.9685
TRAPPC2	0.651333333333333
FNTB	0.0751
FLJ14107	-0.909166666666667
AURKAIP1	0.7585
DSE	2.2235
NFKBIZ	-1.34533333333333
OSBPL3	-0.914833333333333
LOC130576	-0.13775
SLC39A9	1.016
LOC137886	-0.0513333333333333
RHCE	-2.5725
ATG7	1.29016666666667
FAM82A	1.04833333333333
FBN3	0.413
MCFD2	-1.15733333333333
CASP14	0.244
EPS15	1.31975
SFRS2B	0.485666666666667
C19orf47	0.2595
PLAC9	1.3855
GPR23	-0.8545
BTNL3	-0.163
RGS8	0.6295
GNS	1.0305
ENO2	-2.31616666666667
CBX1	1.6111
PEX26	1.255
LRP5	-0.846333333333333
ADAMTSL4	-1.77783333333333
ARR3	-0.4165
MAP1A	-0.08675
CD2	6.92
NAV2	-1.458625
TMEM69	-0.931
ATXN7	-0.482833333333333
CHN2	-0.519833333333333
ZNF781	-0.922166666666667
HAS2	-2.93866666666667
KIAA0241	-0.9235
BIC	3.0775
MOBKL2A	0.4165
CYP2C9	-0.0985
CNOT7	-0.276142857142857
SFRS10	-0.88025
CST11	0.4175
FLJ37543	0.066
NKAP	-0.32325
RUNX1T1	3.56375
EAF1	-0.0759
IL4I1	4.38375
LRRC61	0.4845
PSIP1	-1.77441666666667
SPRR4	0.6675
ZFP90	-0.102833333333333
AP2B1	-1.43258333333333
SLC30A7	1.24775
C7orf28A	0.078
S100B	-0.927
BMP2	-1.51825
ESR1	-1.39983333333333
ZFPL1	0.42075
ARHGAP12	0.17175
LRRC19	0.289666666666667
ZNF767	-0.7855
NACA	-0.3372
OLIG1	-1.25775
PRF1	3.3355
LST1	3.92316666666667
SPATA9	-1.0585
CNFN	1.1825
CDK4	-0.8592
TCF15	0.5005
PARC	0.43675
PPM2C	2.13325
LOC283345	-0.2195
FAM107B	0.84175
DMXL1	-0.429375
RBM3	0.4935
HTR5A	-1.36533333333333
SCFD1	-0.328166666666667
EPHB3	2.09775
ROPN1L	-1.29933333333333
RAMP3	1.18725
TSPYL5	3.96936363636364
GAP43	-1.8285
PAPD4	-0.201625
PDE3A	-1.43425
TNFRSF10C	1.5585
JMJD5	0.0565
RASGEF1A	1.7637
C16orf65	0.256833333333333
HIPK3	0.877
XYLT2	1.97825
XPOT	-1.24433333333333
GAL3ST1	-1.141
DHCR7	-1.2255
AMIGO3	0.138166666666667
FGFR4	-1.82
CRAT	0.688625
PPP1R14D	0.0605
TRIM14	0.4808
TMPRSS11D	0.404
SLC7A11	-2.66057142857143
OR10H2	1.132
PPM1E	-1.654
DOCK4	0.482375
FAM127A	-0.174125
ENOPH1	-0.19575
SLC5A3	-0.0168
ZNF530	0.016
NTS	-6.2685
FRMD4A	0.354125
BCL11B	-0.295333333333333
PRM1	-0.20175
UQCC	-0.223
S100A16	0.468833333333333
PLS3	0.05275
WWOX	0.110357142857143
CCDC23	0.70025
GTSE1	-1.72016666666667
GP2	0.972
FLJ32549	0.32325
CHIT1	4.97425
KLF9	0.206125
RPS24	0.5316
MIA	-1.8205
FIGN	-0.5035
PYROXD1	0.219625
PCSK2	-0.41575
MRPL9	-0.6725
RPL24	0.329625
C12orf32	-1.168125
HIST1H2BE	0.25175
RGS18	3.92225
LFNG	1.426625
RAB4B	0.0465
FBXO25	0.483166666666667
TSPAN31	1.0815
ARL8A	0.386857142857143
C10orf83	-0.7985
OR51B6	-0.319
CNKSR2	-0.06
C1orf156	0.10575
IBSP	0.431
GFRA2	0.3348
ALKBH7	1.0145
NEK10	-0.53725
