Hybridization REF	TCGA-A8-A07G-01A-11R-A034-07
SLC2A10	0.880166666666667
C3orf22	0.45225
PAQR3	-0.406538461538461
ANKRD26	-0.567583333333333
HCRTR1	-0.1935
LOC399947	-0.127
PSD2	-0.35225
TIGD2	-0.133666666666667
SCRN1	-0.043125
COQ10A	-0.816
DDI2	-0.2735
METTL7B	1.00883333333333
UCN2	0.65525
FAM92A3	-0.26275
WDR16	0.2425
ZNF511	-0.366666666666667
ZMYM5	-0.042625
POLR3G	-2.8805
ZNF586	-0.625
C1orf49	0.613666666666667
TANK	0.122166666666667
RCAN1	0.133833333333333
PELI3	1.30466666666667
LIMD2	-0.439583333333333
TMEM189	-0.6675
NTN4	2.077625
LOC151300	-0.0365
CLEC2A	-0.6355
GPR135	0.248625
DPYSL4	-1.735
JAK2	-0.157833333333333
TSHZ1	0.358
TM9SF4	-0.754375
ZNF264	0.787166666666667
SIRPG	1.230375
BICD1	-0.27875
HERC6	1.28633333333333
METTL5	-0.8305
CASP1	1.246
PRRT1	-0.6505
PLA2G4C	1.99966666666667
ICA1L	-0.310071428571429
TPTE2	0.3365
OTUD7A	0.912833333333333
AQP11	0.02575
APOA2	-4.7102
KALRN	-0.3717
SECTM1	1.26708333333333
IFNAR1	-0.105
TALDO1	0.26025
RAB11FIP4	0.202833333333333
EIF5A	-1.6695
FAM49A	2.385
NEGR1	1.01366666666667
YTHDC2	1.032625
EHD2	0.143875
NCF1	1.9417
SCRT2	1.3465
HOXA5	-0.140833333333333
NUP133	0.35775
FGF12	0.155375
SLMO2	-0.337375
SNTA1	-0.107875
CACNG2	0.41875
GCM1	0.552375
ELF1	0.351166666666667
TLR5	3.2715
TCFL5	-1.11883333333333
RBMY2FP	-0.7925
LOC100125556	0.2225
FAM129B	0.2855
MAP3K7IP1	-0.322625
NCK2	0.1945
OXA1L	-0.952
FMO9P	1.5065
ZSCAN12	-0.16025
PSMD12	0.0355
HSCB	-0.4895
CLDN10	-2.57675
MGC13053	-0.3215
HPCAL4	-0.298833333333333
ASZ1	0.356
MEX3D	0.51225
NFAT5	-0.7302
CSPG4LYP1	-0.352333333333333
FBXO3	0.9468
DVL1	-0.344166666666667
CMKLR1	1.86333333333333
TYMS	-4.57175
PEF1	1.14125
ZNF750	1.49516666666667
MCM5	-1.2019
MEGF11	-0.4775
KCNK7	-0.1455
PTP4A3	-0.0685
C1QTNF2	-0.0523333333333333
OR6S1	0.416
FAM122B	-1.053
ZNF551	-0.859375
HBQ1	-2.3525
GEMIN6	-0.32325
ARSK	0.21275
RBP7	2.48933333333333
CPNE9	0.216
DSC1	1.0905
LOC730112	-0.49975
MAP2K4	0.35925
HS3ST5	-1.109
EPB41L3	-0.49475
TEKT2	0.92275
CDKN2B	1.57525
ZNF480	-0.687
MAP3K6	0.7031
MAP6	3.14866666666667
HN1	0.5987
OR2L13	0.4325
SLC16A11	0.26975
FAM96A	-0.80975
APOL1	0.4045
C5orf32	1.27725
RTP1	-0.130166666666667
RNF175	0.624625
ZBTB41	1.798125
AHCTF1	-0.047
SAE2	-0.7301
ITGA2	0.162916666666667
MME	-0.0558333333333333
CCDC14	-1.15125
MAST4	1.33907142857143
KRT33B	-0.2465
KCTD2	0.590666666666667
WDR26	0.813666666666667
MFI2	0.27725
NR4A3	-0.725625
ARSA	1.60025
UNKL	0.221166666666667
SULT6B1	0.0855
CCNA2	-3.17183333333333
SOX15	-0.351
PPAPDC1B	0.326833333333333
C19orf44	0.4695
MCAT	0.613833333333333
ARID1B	0.596875
OR52N1	0.855
C12orf48	-2.082
MAGI1	-0.548125
NIPA2	-0.68725
GBX2	-1.59475
RSHL3	0.420125
RAVER1	0.2935
C15orf17	-0.135
SLC30A2	1.7155
ZNF518	-0.4505
PCYT1B	-0.642
C10orf114	-0.19875
EIF3H	0.01875
SLC25A39	-0.705666666666667
KIF1B	0.315875
AMOTL2	0.9595
C6orf120	0.8115
PSRC1	-2.48025
PLA2G10	0.1735
KIF5C	1.184375
MRPL37	-0.931
C17orf62	0.5305
C9orf135	-0.948666666666667
DUSP10	0.9199
CLCNKB	0.061
PSMA5	-0.06725
C8orf53	0.22075
AMPD3	1.22283333333333
PIAS1	-0.22525
ADCYAP1R1	-0.067
GYLTL1B	0.229
CDH20	0.297666666666667
FBXO7	0.017
TMEM134	0.961333333333333
FLJ14213	1.42683333333333
ZNF3	-0.75025
LRRFIP1	0.310041666666667
CNOT2	0.488
ABI3	2.103
ALDH5A1	-0.01475
HNT	3.4425
SERPINA4	-2.3065
TK2	0.604166666666667
STMN1	-2.86288888888889
GUCA2A	0.0171666666666667
GALNT10	1.85357142857143
DPP6	-0.7633
C9orf93	0.3385
PRELID2	-0.692125
STK39	0.0895
SFTPA1	-0.5075
CKS2	-3.03366666666667
RHO	0.144
C20orf135	-0.4785
XKR3	-2.4305
CR1	0.605625
RPS6KA2	0.925428571428571
C20orf112	0.06575
MRPL22	0.051
C4orf23	0.712166666666667
GADD45B	1.356
KLHDC1	1.40666666666667
C2orf48	-2.5485
ZNF287	1.2965
DAAM2	-0.2255
DPPA2	-3.02533333333333
TCTN3	0.674166666666667
DNAJB11	0.259125
FPR1	3.2675
DEFB4	0.001
PTCD2	-0.2542
SMOC2	5.46966666666667
CABP7	0.569
SERPINB11	-0.016
MAGEF1	-0.703
NDE1	-0.443333333333333
ITGA10	0.331
FSHB	-0.362
ANXA2	1.359125
HORMAD2	0.0055
HLCS	1.044
MCF2L	0.570916666666667
FH	0.553125
TBC1D24	1.58925
KIAA1505	1.22075
LGALS2	-0.46325
CNBD1	-0.9185
SYNPO2L	0.4145
PTPN23	-0.33
C1orf183	-0.691833333333333
MAGEA8	-2.125
DGCR8	-1.396375
GSR	-0.43375
PAQR7	0.275
ZNF676	-1.262
CACNA1C	0.7012
SP7	0.3295
PDCD6	0.1975
NRN1L	-1.549
BRI3BP	-0.264416666666667
KIAA1183	1.95675
ASB4	0.157
CCL23	0.4366
OBSL1	-1.242125
SLC12A7	0.788666666666667
KIAA0240	0.24225
CD1B	-3.189
FCGR2A	1.3125
MDC1	-1.81175
HTR1A	0.51
OCEL1	-0.232
ATP11B	-0.402125
FBXO34	-0.0613333333333333
PCDH12	3.60516666666667
RPE	-0.70575
C17orf74	-0.3755
CSDC2	1.20033333333333
PET112L	-0.01075
TMBIM1	0.45475
P2RXL1	-0.37675
TCHP	-0.265
TRMT1	-1.48966666666667
F2RL2	0.93225
LRRC32	3.23883333333333
IMPG2	0.408
BGLAP	0.04875
LOC493869	-0.1605
MRAS	2.05225
SLC35F5	0.78975
CBWD1	0.102
AXL	-0.779625
ATP2C2	0.7125
TELO2	-0.74225
PNPLA3	-2.58325
PCDHB14	1.95975
CD276	0.6765
KRT80	0.08
DUSP28	-0.506
CSNK1E	-0.48875
SRP14	0.8645
KCNQ4	-0.047
KRT72	0.222166666666667
CCDC117	0.53525
C6orf89	0.473333333333333
TUBB2B	-2.04633333333333
RTN4IP1	-0.39825
CR1L	-3.20816666666667
CEND1	0.424625
C12orf41	-0.2265
RNF31	0.28925
UBN1	0.139333333333333
C17orf32	0.395875
SLC5A7	0.28925
GPR92	1.0315
ESAM	2.3979
CTNNA1	1.10566666666667
HRBL	-0.0812
CBX4	-0.1175
TMEM182	0.17575
SH3TC2	-0.928
IL10	0.614333333333333
PXMP4	1.16
RNF167	0.0444
PAK7	1.07166666666667
ETV3	0.02
ATPIF1	-0.787
LOC554207	-1.63266666666667
OR8H1	0.24475
WDFY3	1.329
DPM1	-0.66175
GPSM1	-0.015
WDR92	-0.4459
LRP1	1.10333333333333
ANKH	0.4625
THUMPD3	-0.617
POLR1B	-0.582
OLFM4	2.85616666666667
RAD9B	0.18775
TSPY2	-3.988
PAX6	-1.3355
SCG2	-2.445
SLC17A6	0.002
FMO3	4.214125
PADI4	-0.12625
TUBB4	-0.6094
NLK	-0.02475
POU4F3	-0.5715
SDF4	-0.046
ITGBL1	4.30733333333333
NETO1	-1.173375
TAP2	0.713125
ABBA-1	-0.0281666666666667
GNAI1	-0.45075
VPS4B	0.11725
NOPE	-0.1605
GALNT6	0.444
SESN1	0.520875
GBE1	-0.866444444444444
CLASP1	-0.0955
RASGEF1B	0.588125
ACOT11	-0.105
AFAP1	1.244
OR2H2	0.2895
DPY19L2P1	-1.4625
DZIP1	-0.89175
SEC22C	-0.389166666666667
GPR161	0.168416666666667
RNF146	0.733
WDR74	-0.8195
GALP	-0.409
PURA	1.349
DNPEP	0.228333333333333
RP11-78J21.1	-1.31575
ERBB2	2.749125
FANCM	-0.688416666666667
NEO1	1.26516666666667
DDX3Y	-4.8374
RPS3A	-0.0825
MXRA7	1.31842857142857
LGALS3	0.659833333333333
GLT8D1	0.06625
CFL2	-1.52066666666667
UPB1	0.2765
NAP1L5	0.401875
CLDN14	1.2655
DHX38	-0.7565
BTBD1	-0.103
TARS2	0.463166666666667
ABCF1	-0.4172
FCF1	-0.0846666666666667
LRRC49	0.94875
GUCY1B2	-0.7655
C1orf177	0.128833333333333
SMARCA4	-0.702
LRP8	-2.5955
TAGLN3	-1.1715
MRPL14	-1.41825
TTRAP	0.134
ZDHHC20	1.0285
NFE2L3	-0.22325
KIAA1377	0.70975
PALMD	0.6672
TMEM43	0.00325
TTL	-0.986375
STAT5B	-0.354
SSB	-1.027625
OR10H5	0.141
SLC22A13	-0.70325
AKAP3	-1.00975
TIMM23	-0.109666666666667
OAS2	1.86225
KIAA0423	1.5305
TRIM11	0.533333333333333
GLIS3	2.301625
TMEM50B	1.32316666666667
ARHGEF4	-0.117625
DEGS1	0.686090909090909
TBL1XR1	0.872633333333333
G6PD	-1.88625
SP140	0.3633
MUC17	-0.0639285714285714
NUDC	-0.3211
DNAJC5B	1.2185
SCARA3	-0.567666666666667
CPA3	5.7495
BCAT2	-0.430875
MFN1	1.5367
NRG3	-0.0495
SNX11	0.46175
PLEKHH1	-0.488
GPR177	-0.3935
HCFC2	1.20875
TCAP	-1.2045
MOCOS	-1.4655
C14orf93	0.09775
PRDM10	-0.0526666666666667
SLC16A4	-0.0243333333333334
SRGAP1	0.306333333333333
VIP	0.59
DUSP27	0.829666666666667
LILRA1	0.6032
MC2R	0.086
MGC24103	-0.36425
MBTD1	-1.721
FUT11	-0.287
USP33	-0.0819
C15orf39	-1.14275
MAP3K12	-0.683
PAAF1	-0.453666666666667
BARHL1	-0.411
FLJ16165	-0.123
PIWIL2	-1.56675
SYNE1	1.08575
CMTM4	0.44875
TSPYL1	0.8968
GUF1	-0.646
TMEM157	1.68
WDR44	0.05325
HIST1H3C	-0.406
DKFZp666G057	0.17525
RNPEP	0.9055
GAS2L2	0.833
ADH4	-4.6945
GRPR	3.656
FBXL17	1.30575
ZBTB10	0.150916666666667
Gcom1	0.359388888888889
HTRA1	2.2545
ZNF585A	-0.325833333333333
SLC26A2	0.865142857142857
OTOP3	0.157833333333333
WISP1	3.60711111111111
ATP2B4	-0.457083333333333
FLJ10769	-0.046
CRAMP1L	-0.349125
CHST12	-0.78475
RAB22A	0.632833333333333
TARDBP	-0.406642857142857
STAU1	0.46475
CRB3	2.1825
MIG7	-2.66925
CHMP1A	-0.391
ZNF160	-0.172
B3GALT6	0.2485
BARX1	-1.486
C6orf167	-1.8846875
NXNL1	0.3485
DHX29	0.684625
HADHB	0.07175
PLXNB2	0.941
ILDR1	-1.36175
SLC15A3	3.20825
GAS2	-3.79533333333333
C20orf69	-0.4955
NUMB	-0.3065
TNIP1	0.472
MESP1	1.18633333333333
PSKH1	-0.2415
NSFL1C	0.03575
RHOG	0.06675
HEY1	-1.595
KNG1	-1.8805
ITGAX	1.7035
LIN9	-1.0065
CANT1	0.952625
XRN1	0.835357142857143
CCDC96	1.8041
HEATR6	-0.695166666666667
GNG7	0.48975
RUNX2	1.7199375
SOX1	0.452666666666667
FCRL5	0.7362
ZNF99	-0.33775
FAM9A	0.8695
SNX22	0.312666666666667
MBNL3	-2.109
ODC1	-0.9874
ADORA2B	-2.87366666666667
NR2F6	-0.262
ZFYVE16	0.255333333333333
SYNJ2BP	0.4236
POLE	-1.16375
E2F2	-1.65525
THRA	0.0573333333333333
PTGES2	-1.57533333333333
HIP1R	0.859833333333333
TMUB1	-0.987
ENO3	-2.44375
RSPH10B	-0.5445
CXorf39	0.9185
IRGC	0.30025
GPR109B	-0.483
FLJ13305	-0.888
LCE3A	-0.5195
TNFRSF18	-0.113833333333333
DET1	0.56025
TRPM3	-0.167166666666667
C16orf79	-1.665
FECH	-0.1245
RAP2A	-0.243166666666667
CRIP1	3.4765
AZIN1	-0.050125
SLC7A7	3.43
IL10RA	0.6651
TMEM64	-1.07125
CDC42EP4	1.0507
C16orf58	-0.2077
ARG2	-1.6495
POU5F1P4	-5.321
FAM62B	-0.331875
DNAH8	-2.1179
ASH2L	0.000999999999999997
TSLP	-3.01683333333333
CNTNAP5	-0.346833333333333
TMEM16C	-0.4935
IFNA14	0.648
SLC1A3	0.4405
CABYR	2.04925
BCL7B	-0.2795
NUDT13	-1.18
C13orf28	0.78075
C1orf53	0.57025
ARL6IP4	0.3188
RPL35A	-0.852
EMR3	0.03525
RAB40C	0.434833333333333
SLC41A1	-0.238666666666667
LRCH1	0.09075
LY6G5B	-0.8605
FAM124A	-0.112428571428571
MGC10981	-4.10066666666667
CLIP3	0.5407
MAP4K2	-0.2235
CHIC1	0.093
SULF1	4.2615
C20orf30	-0.0585714285714286
PRDM5	0.282
ELOVL1	0.149
C11orf48	-0.77925
SLC39A10	0.13625
KCNV1	-0.04675
ACP1	-0.647166666666667
ZMYM2	-0.307375
B3GNT6	-0.00899999999999999
C9orf69	-0.6275
C2orf15	1.2145
C20orf166	-0.366
HSP90AA6P	-0.0255
EDG7	-0.3055
NEURL	-0.470375
LPL	0.486666666666667
CLEC2D	-0.575285714285714
GRRP1	1.611
CD8B	-2.3573
HIST1H3D	-1.49133333333333
SLC6A12	0.98375
FAM27L	-0.0805
CD84	1.6267
RASA1	0.3475
PHKG1	-0.6325
MAGEA11	-1.939
IMPA1	-0.8606
NPM3	-1.58825
RARRES1	3.2805
SH3BP1	0.100375
B3GNTL1	0.468
ARPC5L	-0.772333333333333
KLHL26	-0.0095
SIM2	-0.8335
GJC1	0.54
C20orf194	0.22675
EXO1	-2.7845
SLC2A2	-1.88416666666667
LOC285074	-1.223
LRG1	1.906
KIRREL	0.8385
PIK3R1	2.17314285714286
C4orf34	1.65125
MAF	0.0038888888888889
ADCY4	3.05683333333333
ZMIZ2	0.2924
SLC46A3	3.40616666666667
STAMBP	0.297
CCDC16	0.82325
MS4A12	0.018
TCF20	0.1205
LRRC46	2.03375
C20orf152	-0.05475
MRPS6	-0.00162499999999999
ABCB11	-0.431
KCNC2	3.977
CDH19	-2.4765
C9orf123	-0.0138333333333333
SSH3	1.18975
LDLRAD1	-1.572
CCBE1	-0.34075
ZNF135	1.44
TAAR1	0.6195
WFDC12	0.064
CCDC42	0.387833333333333
FLJ12529	-0.84275
PER1	-0.718333333333333
TIMM50	-0.661833333333333
SMARCAD1	-0.279333333333333
FAM26C	0.176
TP53TG3	-0.0233333333333333
SH3RF1	1.3865
LMCD1	2.583
GPR63	-0.131
FLJ21986	-1.759
AIFM3	-0.205
MICAL1	-0.520833333333333
BLZF1	1.00566666666667
IQCA	3.12266666666667
PCDHGC3	0.012
SAC	0.54575
BCL6B	2.204
DDO	1.50125
MARCO	3.638
DCHS1	1.9525
C1orf170	0.275666666666667
CD200R1	0.716
C22orf15	-0.512
SEPT11	1.2105
ADNP	0.48325
UST	0.1654
C13orf34	-1.50866666666667
RFFL	0.719857142857143
APBA3	0.327
C2orf60	-0.87025
CUTL1	-0.1881
PMS1	-1.046375
ZNF689	0.31
EIF3E	-0.930666666666667
IL9	-0.527166666666667
RPL31	-0.575125
LY9	0.6
ATP2B3	-0.07475
KDELR2	0.557625
TFCP2	0.47925
NLRP12	1.853
FLJ45422	-0.00675
TLE4	-0.5682
ZNF570	-0.0295
FLJ43806	-1.2025
TLK2	-0.33675
CIR	0.27825
MARS2	-0.8135
COL24A1	1.31825
SDF2L1	0.356
HIBADH	-0.334333333333333
IGFBP3	-1.81671428571429
C12orf23	0.903625
PSPC1	0.09825
C20orf43	0.49675
TRAV20	0.991
ARHGAP24	1.0215
KIAA1975	0.17125
C1QA	3.2452
DNTT	-5.1825
C10orf6	-0.196666666666667
C11orf41	0.6625
HNRPF	-0.0255
COL11A1	8.10516666666667
UBAP2	-1.30766666666667
CDKN2AIPNL	-1.5485
C20orf174	2.62975
SPRED2	0.53825
PLA2G12A	0.592
ICEBERG	-2.06383333333333
SCN10A	0.5585
C11orf65	0.0945
GBP5	4.0625
PITPNC1	-1.65216666666667
POU3F3	1.297
NCOA7	-0.7465
LIN7C	-0.181
LOC348840	-0.744
NKX2-2	-2.56
ANKRD13D	0.072375
LOC123688	0.45225
FUT2	1.63483333333333
TAAR8	0.3965
FZD4	0.638416666666667
PNMA3	0.0428333333333333
OR4L1	0.436
WIT1	-1.4795
EXOC3L	1.38725
ATPBD4	-0.083
KRBA1	-0.649
UBXD6	-0.2225
HOXB7	1.10692857142857
C7orf23	-0.5085
UNQ338	-0.22825
STAB2	1.21425
CDC20B	0.128
IRF9	1.034
CENTG1	-0.1325
TNPO2	-1.3945
MCPH1	-0.356
BMS1P5	-1.70425
SLC26A7	0.2065
HIST1H3J	0.06925
C9orf3	0.844
LBH	1.33
MYO1D	1.2725
PTDSS2	-0.45275
NFU1	0.20675
DEPDC4	-1.226
WNT7B	1.3707
GLP2R	-0.217166666666667
SETD4	-0.2318
DYNLT3	0.2415
FKBP11	-0.9235
SESTD1	0.0251666666666667
FLII	0.206
RPS16	-0.7268
CHPF	0.370833333333333
CSNK2A1	-0.223166666666667
SUMO1P1	-0.51875
FKBP6	-1.141
ZNF214	1.35783333333333
TWIST1	0.599
DDX56	-0.505
TRAM1L1	1.9028
EPO	-1.3595
MRPS18B	-0.40275
ZNF682	-0.695
RPL14	-1.1655
MAFF	-0.9955
LOC51136	-0.543875
LY96	0.278
DDX20	-0.26325
ABTB1	0.431666666666667
ARL5A	0.204
CCT6A	-1.3125
HEPACAM	-1.5245
EHHADH	-0.7245
RBAK	0.316
CGB1	0.3015
ITGB5	2.2496
YIPF3	-0.62225
FKBP2	0.4885
NR1D1	-0.963
TMEM110	0.4665
NEK2	-2.0765
PRAMEF8	-3.1245
C20orf52	0.00116666666666667
PCDHGA3	0.3905
VWA3B	0.21125
NDUFA5	-0.454875
THAP9	-0.136
FLVCR2	-0.342833333333333
AP1S1	-1.680625
SMAD6	-1.4335
SAV1	0.738625
SAT1	0.592625
ZNF251	-0.20725
ADAMTS7	0.2903
RPP38	0.0715
C1orf211	-2.1535
YPEL2	0.957
RBMS1	0.15
ZNF445	-0.410166666666667
NRXN2	0.297833333333333
PGBD4	0.030375
UGT2B28	-0.6385
WBSCR16	-0.6507
NLRC3	0.341125
ASTL	0.1525
ST6GALNAC1	-2.60575
ZADH2	-0.342
MLLT4	0.55125
ARL6	0.361166666666667
MEF2C	0.76625
CBFA2T3	-2.5085
AFF3	0.431
COG7	-0.0523333333333333
MYB	0.2025
PLXNA3	0.2485
XRCC2	-1.81133333333333
MMS19	-0.02075
ST8SIA5	-0.7385
CHPT1	1.06366666666667
KIAA1712	-0.550875
OR6X1	0.254
ACTR3	0.484875
UGCG	1.006
OR4P4	0.6435
ZAP70	-3.28275
LPP	1.653625
ZNF485	0.2935
PTPRCAP	-0.1095
IL12RB1	0.29475
ATRX	0.2023
CHST8	1.374125
C14orf109	0.248
ARV1	0.94475
NMB	-0.808
COX5A	-0.818
EIF6	-1.176
MPPED2	0.0206666666666667
SEMG1	-0.9065
CHRDL1	-0.1005
TRAF3IP2	1.09775
WNK2	-0.271125
LILRA4	2.69783333333333
LAMA2	4.6495
PXT1	-0.355
RLBP1	-2.769
CD300C	0.5115
SLTM	-0.2455
FLJ10404	-0.305625
APOBEC3D	-2.8355
RENBP	0.4115
ATXN7L1	0.201625
NID1	1.11725
TUBGCP3	-1.453
ITIH5	0.743333333333333
CCDC110	1.7285
C8A	-2.65125
MGC87042	0.04025
HOXC13	0.3505
TFDP2	-0.14925
HCP5	1.6185
POLI	-0.1905
UCN	-1.72133333333333
ZNF764	0.3105
C8orf45	0.6745
FHL3	-0.10975
SPATA5L1	-0.913
MMRN2	2.61633333333333
NDST1	1.706
COL20A1	0.033
ZNF248	-0.504166666666667
PELP1	-0.676666666666667
MBL2	-2.06316666666667
RNF41	0.556125
C5orf24	0.92
THOC5	-0.251625
SERINC3	0.609666666666667
RP11-151A6.2	0.13125
CDCP2	-0.02225
HIST1H2AA	-0.05425
C11orf75	0.615166666666667
FKBP7	0.68725
DDOST	-0.1335
GPNMB	1.48633333333333
TTF2	-1.71266666666667
KCNT1	-0.166166666666667
SLC39A14	-0.596375
NGRN	0.6418
GPR137B	2.957
MECP2	-0.148875
PSMA1	-0.39475
C16orf73	-4.9865
TMEM60	-0.881833333333333
CSN3	0.356
NOS1	0.3235
RAB7L1	0.807666666666667
YBX2	-1.4365
KIAA1166	-0.061875
FUBP3	-0.545333333333333
ABCG1	0.7
ACACA	0.0961666666666666
ARL11	1.2943
ATOH1	0.4915
ODF1	0.107833333333333
CREB3L3	-1.72566666666667
TMEM127	1.204
DSCAML1	-0.836
PLN	3.95433333333333
LYPLA1	0.409
PRDM9	-1.6615
SASP	0.2295
PLUNC	-0.052
INTU	0.83625
HISPPD1	0.35025
LNPEP	0.896833333333333
YARS2	-0.491333333333333
APCDD1L	-0.222
ZCCHC4	-0.5668
FBXO22	-0.309166666666667
TTLL13	-0.3865
ZNF669	0.399
PTGDR	2.3425
DDX27	0.0095
KIAA0409	-0.1205
GJB6	0.8775
ASB8	1.254
PLP2	0.1565
MEPE	0.23325
OR10J5	-0.094
KRT222P	1.645
COQ7	0.3345
C1orf101	1.488
RERG	2.3948
CHMP5	0.28
THAP11	-0.116625
ZNF43	-0.3735
ZRANB3	-0.9835
KRT13	5.338125
MRPL19	-0.122125
RBBP9	0.026
SPATA17	1.477875
BXDC5	-0.3075
PAFAH1B1	-0.0490833333333334
MAGEE1	0.20275
OSTF1	0.12225
KIAA0323	-0.26875
TXNDC13	0.462333333333333
CNTN4	2.206375
LCE1B	0.183
UNQ501	0.74875
ZNF154	0.0935
C3orf64	0.06225
SYT5	0.0768
PON1	-0.290333333333333
FLJ10357	0.153125
ATP4A	-0.9645
GNPDA1	-0.2175
MGAT1	1.36866666666667
C14orf121	-0.01425
SLC35B2	-0.944
MIER3	0.116666666666667
CHEK1	-3.08
ZNF8	0.146333333333333
TXNDC1	0.119166666666667
CKB	-1.3533
RTN3	0.381
FZD2	-0.6895
PART1	-0.088625
PSMB6	-0.49525
PCDHB8	1.119
PHC3	0.264
PPP1R8	-0.5285
NOVA2	1.25216666666667
TNFRSF11B	-3.2765
GOLPH3	0.434833333333333
UBLCP1	-0.2905
SUHW3	-0.99475
TTLL1	1.288
OPN4	0.519
OR13G1	0.5785
ZPBP2	0.233666666666667
HSD17B11	-1.326625
C9orf50	0.3785
DHDDS	-0.0913571428571428
CTSW	0.5149
NEFM	-0.0923333333333333
MRPL28	-0.6525
SYN1	0.8015
PIGV	0.383333333333333
ZIM2	-0.57675
APBB1	0.238333333333333
SND1	-0.34675
C1orf123	-0.0708333333333333
CHD3	-0.682
BHLHB8	0.29525
RNASE2	0.184333333333333
BCAP31	-0.0835
SLC25A44	0.5085
CHD6	-0.2188
PIB5PA	2.05084615384615
SELS	0.631375
LOC541471	0.177875
FAT2	0.6925
ZNF81	0.325
OR4C16	0.536
FLJ10081	-0.0435
LRRC4	0.42275
CS	0.1475
N4BP2	-0.184625
IGFBP7	2.592
ZNF318	-0.38
NDNL2	0.850375
ZNF609	0.083375
SIRT4	0.498
EXOSC10	-0.18625
ECE2	-0.189666666666667
OVGP1	0.3715
GTPBP3	-1.10725
PACS2	0.4607
C19orf36	0.349166666666667
ARL4C	0.1645
ATG4B	-0.64175
UBQLNL	-0.18225
RHOXF2B	-3.965
PLEKHG2	-0.8195
GALR1	-0.292
AQP4	0.1555
HDAC7A	-0.0418333333333333
DCUN1D3	0.105
OR8A1	0.0985
CCRN4L	1.58975
CBR4	0.195166666666667
KIFC1	-3.1965
SLC7A14	-1.0415
LHX5	-0.4405
TRPC7	-0.0025
LPXN	-0.9105
SERPINA1	-0.456375
RPS13	-0.6205
BPIL3	-0.2535
PRKAA1	-0.79525
FADS2	2.0607
ENAH	0.9650625
PRO1768	0.334
APBA2BP	-0.9285
LIPH	1.492
C3orf33	-0.086
RCC2	-0.888214285714286
ALDH1A2	-2.7471
RNF103	2.18025
AHCY	-1.6005
ALG12	0.8425
CCL17	1.48875
ZNF543	0.785
ESRRG	2.3917
CNGA1	1.31875
RDH5	-0.9915
OTX1	-0.6146
PTGFR	-0.829666666666667
CDR2	0.17625
SELE	3.40975
NLGN2	-0.9305
EXOSC9	-0.93325
ZNF566	0.061
KLRC2	-4.463
GPR12	0.775
KIAA0196	0.45025
PDRG1	-0.28275
SSR3	0.184142857142857
MSI1	-0.407
CST9	0.01
CC2D1A	-0.326625
PLAGL1	-0.0881111111111111
ZNF778	-0.127
RNF2	0.707
KLF6	1.00866666666667
THBD	2.04
tcag7.1314	0.7855
NR5A1	0.102
ABCD2	0.24175
DNAJC7	-2.03075
CLEC4C	0.0005
TM2D3	0.527625
CCDC4	-0.8175
PLAC2	0.10275
DCD	8.7125
FAAH	1.205625
POLA1	-0.5835
TM7SF2	-0.387125
FLJ39822	-0.227833333333333
FLOT2	-0.281875
MAP4K1	-0.591666666666667
SRP68	0.561875
C21orf74	-0.871
ARPC5	0.757
LOC126075	1.8415
HECW2	0.41025
ZDHHC4	-0.4105
ANKRD42	1.4823
PDE9A	0.478166666666667
ABCA8	0.8455
NDUFS2	0.76525
UBR5	-0.5275
BTBD16	-2.4055
LOC554174	0.877
ZNF20	0.981
KIAA1843	0.1975
WDR17	0.0585
C15orf33	0.745
RNF113A	-0.40075
CAMKK1	-0.5052
CLCN2	-1.8175
ANXA6	-0.5905
LOC340069	0.1125
EMID1	0.61325
DPM3	-0.472166666666667
ELA1	-0.3785
SLC25A13	-1.1987
KRT24	0.179
SMPD1	1.03316666666667
TH	0.248
COL6A2	1.93514285714286
ANKS1B	0.60025
GPR126	-1.696
ZC3H12A	-0.244166666666667
TMEM47	0.8855
C2orf51	-0.0681666666666667
C1orf88	2.6135
HSF2BP	0.626
AKAP10	-0.27425
RPAP3	-0.0865
KLHDC8B	0.11425
STOM	0.6576
MUPCDH	0.042625
C10orf72	0.3935
PLEKHA3	0.685166666666667
TCP11L1	0.1945
CWF19L1	-0.204375
SPEF1	1.57315384615385
YSK4	0.09525
ELN	2.6722
SAMD8	0.861
MPI	-0.8855
MEPCE	-0.2297
ABCC3	-0.52175
NANOGP1	-3.0825
KCNK17	2.08575
HLA-DMB	4.51233333333333
RRAGA	0.955
ANGEL1	-0.545
RBM32B	0.028
CPN1	-2.7785
MGC52282	0.7962
HLA-A	1.674
OR9G4	0.1125
EDNRB	-1.4175
SCD	-0.368285714285714
C14orf80	-0.703
BAGE2	-0.216
RABL4	1.10583333333333
RCVRN	0.4485
SHANK1	0.2715
NLRP7	-2.80775
CD226	0.8265
STAT3	1.3574375
SYNJ2	-0.3087
TPCN2	0.182666666666667
WDR36	-0.532833333333333
MBD4	0.2635
ROBO1	-0.5933
ST3GAL6	-2.874
SLAMF8	2.89166666666667
ATN1	0.323333333333333
GPR141	1.04025
KRT36	-0.0605
TPH1	-0.7415
DDX52	0.32725
ZSCAN29	0.312
TRPT1	0.167
DPEP3	0.44475
DENND4A	-0.69825
TSPAN16	-1.316
PTCHD2	-0.927
LOC145814	-0.81625
CAP1	0.446666666666667
EIF5A2	0.8071
NT5DC3	-1.502125
