Hybridization REF	TCGA-A2-A0YG-01A-21R-A109-07
TFAP2B	-0.486375
HIST1H2BJ	0.305833333333333
FAM46D	0.653
TMEM11	0.9355
C3orf32	-2.08
PCCB	1.08525
IPO13	0.237
C6orf105	-3.662
COMMD5	0.9725
SUV420H1	-0.476
LTBR	0.5675
ARHGAP15	-1.45475
HDHD2	0.13
TDRKH	0.319333333333333
LOC401052	1.3975
PSG4	-0.53975
GNB4	0.0905
SPATA4	-0.42175
SLC9A3	-0.268
OSBP	0.37
NBPF3	-0.937833333333333
DOCK11	-1.757
SLC39A5	-1.7895
PRR5	0.6999
C10orf63	1.12
SMTNL2	-1.42925
ADRA1A	-0.122
ASAH1	2.8086
DOM3Z	0.2002
GIPR	0.568666666666667
AHI1	-0.803583333333333
NADSYN1	-0.837333333333333
RGS14	0.2082
IL18BP	0.6409
RTN4RL1	2.02466666666667
ARMC6	-0.42975
PSMD5	0.635666666666667
HK3	1.0508
OR4S1	0.1465
RSU1	1.2058
MAD2L1	-1.22455555555556
EIF4A3	-0.51625
DLEC1	-0.864333333333333
E4F1	0.0671666666666667
CHMP2B	0.9308
CAMSAP1	-0.0675
RPS21	-1.08966666666667
ARID5A	-0.11825
UBE2N	0.3203
IGSF8	0.649833333333333
MAGEB6	-2.5715
ACAD11	-1.961
MGC4172	-0.63725
LMO4	1.37775
KLKB1	-0.27775
HP	-0.7255
HDAC3	0.0175
SCHIP1	-0.358
CLCA1	0.2175
OLFML2A	0.77125
C1orf112	1.73472347597681e-18
KIF19	0.590833333333333
HAPLN4	-0.3687
CXCR7	0.6295
GOT2	0.6174
RAB38	-3.1905
DCX	0.85425
PPM1H	0.199916666666667
NFYC	0.4305
KIN	0.346625
ZNF228	0.367
PLSCR4	0.586166666666667
HIG2	0.25
FAM79B	3.381
C21orf86	-0.6065
KCNK10	0.09
ZNF738	-0.3065
FSTL5	-1.35566666666667
OR6A2	0.199
OTOA	0.816833333333333
EXOC1	0.63425
AHRR	-2.70825
PDAP1	-1.25975
C19orf6	-0.788875
ZAN	0.36
LY6G6E	0.426
EIF4E2	-0.20025
C20orf198	0.20325
ZNF324	0.006
CYP3A5	-1.70416666666667
ENTPD7	1.53466666666667
MBOAT5	0.1945
GJB5	-0.18425
TTC13	-0.248
S100Z	-1.133
KIAA0664	-0.610833333333333
PDGFRB	1.54208333333333
IL17D	-1.74325
OR56B4	-0.514
RDX	-2.10066666666667
SLC34A3	0.6055
IL28B	0.4475
JUND	1.041
CHRNB1	-0.676
CAMK2B	0.46275
FETUB	-1.6575
CXorf23	0.649375
MRTO4	-1.495
TTC3	0.9536
NDUFB8	-0.243666666666667
EDG2	-0.45225
SEMA3G	0.12475
IL23A	-2.78425
GRHL1	1.1973
LOC441054	-2.0275
WDR65	0.406
PSTK	-0.10725
STOML3	-0.0228333333333333
R3HDM2	-0.4003
C5	-3.54125
SLC2A10	2.2055
C3orf22	0.552
PAQR3	-0.742384615384615
ANKRD26	-0.410083333333333
HCRTR1	0.245
LOC399947	-0.62725
PSD2	-0.732
TIGD2	-0.222333333333333
SCRN1	-2.52325
COQ10A	-0.84325
DDI2	-0.228
METTL7B	0.572166666666667
UCN2	0.4555
FAM92A3	-1.618
WDR16	0.106
ZNF511	-0.464166666666667
ZMYM5	-0.403875
POLR3G	-2.7
ZNF586	-0.12125
C1orf49	0.469
TANK	0.2285
RCAN1	-0.903
PELI3	1.01266666666667
LIMD2	-0.855
TMEM189	0.4955
NTN4	2.228375
LOC151300	0.405
CLEC2A	-0.952
GPR135	-1.106125
DPYSL4	-3.5119
JAK2	-0.881833333333333
TSHZ1	-0.157166666666667
TM9SF4	0.62575
ZNF264	0.611333333333333
SIRPG	1.3345
BICD1	-1.11125
HERC6	1.10583333333333
METTL5	-0.8475
CASP1	0.2995
PRRT1	-0.353833333333333
PLA2G4C	2.19516666666667
ICA1L	-1.26335714285714
TPTE2	0.3345
OTUD7A	0.579333333333333
AQP11	-0.5795
APOA2	-4.3604
KALRN	1.4368
SECTM1	-0.328
IFNAR1	1.0665
TALDO1	-0.106125
RAB11FIP4	1.55666666666667
EIF5A	-1.8245
FAM49A	1.60025
NEGR1	-0.4705
YTHDC2	1.00075
EHD2	-1.20075
NCF1	1.6638
SCRT2	0.7635
HOXA5	-1.06883333333333
NUP133	-0.27925
FGF12	0.341625
SLMO2	0.326875
SNTA1	0.0135
CACNG2	0.517125
GCM1	1.53875
ELF1	0.492666666666667
TLR5	2.3405
TCFL5	-0.303583333333333
RBMY2FP	-1.222
LOC100125556	0.624375
FAM129B	0.426875
MAP3K7IP1	0.152
NCK2	0.331
OXA1L	-0.645
FMO9P	0.751
ZSCAN12	0.76175
PSMD12	0.371583333333333
HSCB	-0.87875
CLDN10	-3.20475
MGC13053	-0.50725
HPCAL4	-0.3655
ASZ1	-0.69
MEX3D	0.643666666666667
NFAT5	-0.7142
CSPG4LYP1	0.018
FBXO3	0.3724
DVL1	-0.726166666666667
CMKLR1	1.6115
TYMS	-2.611625
PEF1	0.8125
ZNF750	0.761833333333333
MCM5	-0.6092
MEGF11	-0.40975
KCNK7	0.112
PTP4A3	0.633
C1QTNF2	0.926666666666667
OR6S1	0.2365
FAM122B	0.07925
ZNF551	-0.223125
HBQ1	-2.165
GEMIN6	-0.57075
ARSK	-0.707
RBP7	2.66166666666667
CPNE9	0.259
DSC1	1.159
LOC730112	-0.47625
MAP2K4	0.099875
HS3ST5	-1.8275
EPB41L3	-0.44675
TEKT2	-0.847
CDKN2B	0.000500000000000005
ZNF480	0.058
MAP3K6	0.2937
MAP6	0.895833333333333
HN1	0.9295
OR2L13	0.4505
SLC16A11	0.36675
FAM96A	-0.34125
APOL1	-0.05725
C5orf32	0.72275
RTP1	-0.5365
RNF175	-0.635625
ZBTB41	1.77525
AHCTF1	-0.6285
SAE2	-0.5943
ITGA2	-0.4035
MME	-0.362666666666667
CCDC14	-0.59975
MAST4	1.33471428571429
KRT33B	-0.362
KCTD2	-0.0331666666666667
WDR26	1.092
MFI2	-0.5395
NR4A3	0.4895
ARSA	0.2215
UNKL	-0.2315
SULT6B1	0.451
CCNA2	-1.26616666666667
SOX15	-0.3
PPAPDC1B	0.2495
C19orf44	-0.633
MCAT	0.614416666666667
ARID1B	0.69175
OR52N1	-0.371
C12orf48	-0.5985
MAGI1	-0.271625
NIPA2	-0.106
GBX2	-0.49325
RSHL3	0.07925
RAVER1	0.169333333333333
C15orf17	-0.5045
SLC30A2	0.89825
ZNF518	-0.244
PCYT1B	-1.883
C10orf114	-0.1585
EIF3H	0.866583333333333
SLC25A39	-0.9305
KIF1B	-0.4185
AMOTL2	-0.92075
C6orf120	0.639625
PSRC1	-1.62425
PLA2G10	2.96525
KIF5C	0.29875
MRPL37	-0.4175
C17orf62	0.285
C9orf135	-0.900666666666667
DUSP10	0.5784
CLCNKB	0.0315
PSMA5	-0.24375
C8orf53	0.82725
AMPD3	-0.0675
PIAS1	-0.11575
ADCYAP1R1	0.0475
GYLTL1B	-1.2505
CDH20	0.3232
FBXO7	-0.15
TMEM134	0.729333333333333
FLJ14213	0.321666666666667
ZNF3	0.03725
LRRFIP1	0.375625
CNOT2	0.607583333333333
ABI3	1.98725
ALDH5A1	-0.21425
HNT	2.1121
SERPINA4	-2.577
TK2	0.80825
STMN1	-0.421333333333333
GUCA2A	-0.0346666666666667
GALNT10	1.34871428571429
DPP6	-0.7822
C9orf93	-0.163
PRELID2	-1.667625
STK39	0.449875
SFTPA1	-0.796
CKS2	-0.575111111111111
RHO	0.2285
C20orf135	-0.0295
XKR3	-2.6825
CR1	-0.017
RPS6KA2	0.829285714285714
C20orf112	0.76775
MRPL22	0.467
C4orf23	0.178166666666667
GADD45B	0.88225
KLHDC1	-0.00399999999999999
C2orf48	-2.652
ZNF287	0.7935
DAAM2	-0.66075
DPPA2	-3.12483333333333
TCTN3	0.47
DNAJB11	0.910875
FPR1	3.34975
DEFB4	0.1985
PTCD2	-0.3176
SMOC2	3.74033333333333
CABP7	0.153
SERPINB11	0.02725
MAGEF1	0.5605
NDE1	0.212833333333333
ITGA10	-0.152
FSHB	0.2505
ANXA2	1.191625
HORMAD2	0.23575
HLCS	0.87975
MCF2L	1.95258333333333
FH	-0.309875
TBC1D24	1.423
KIAA1505	0.96825
LGALS2	-0.47125
CNBD1	0.0595
SYNPO2L	-1.002
PTPN23	0.306285714285714
C1orf183	-0.732166666666667
MAGEA8	-2.911
DGCR8	-1.856
GSR	0.4845
PAQR7	0.05875
ZNF676	0.327
CACNA1C	-0.5783
SP7	0.3345
PDCD6	0.85275
NRN1L	-1.2355
BRI3BP	-0.247416666666667
KIAA1183	0.36925
ASB4	0.35
CCL23	0.3577
OBSL1	-1.212
SLC12A7	1.64541666666667
KIAA0240	1.27975
CD1B	-2.95383333333333
FCGR2A	1.07425
MDC1	-0.73275
HTR1A	0.220833333333333
OCEL1	0.89325
ATP11B	0.1711875
FBXO34	0.379833333333333
PCDH12	3.474
RPE	0.10525
C17orf74	0.113
CSDC2	0.157333333333333
PET112L	-0.096
TMBIM1	-0.07825
P2RXL1	-0.364
TCHP	0.383
TRMT1	-1.05766666666667
F2RL2	0.559666666666667
LRRC32	2.911
IMPG2	0.3605
BGLAP	-0.63075
LOC493869	-0.139666666666667
MRAS	1.57025
SLC35F5	0.91725
CBWD1	0.735
AXL	-2.072375
ATP2C2	3.927
TELO2	-0.09725
PNPLA3	-3.291
PCDHB14	0.762
CD276	1.388
KRT80	0.395875
DUSP28	0.1585
CSNK1E	-0.22775
SRP14	1.195
KCNQ4	0.1435
KRT72	0.230833333333333
CCDC117	-0.273875
C6orf89	0.130222222222222
TUBB2B	-2.83133333333333
RTN4IP1	0.29025
CR1L	-3.4965
CEND1	0.347625
C12orf41	0.0553333333333333
RNF31	0.15725
UBN1	0.257833333333333
C17orf32	1.121875
SLC5A7	0.449
GPR92	0.747166666666667
ESAM	2.499
CTNNA1	1.30583333333333
HRBL	0.698
CBX4	1.1145
TMEM182	0.9925
SH3TC2	0.546833333333333
IL10	0.868166666666667
PXMP4	-2.4375
RNF167	-0.0823
PAK7	1.256
ETV3	-0.328
ATPIF1	-0.961
LOC554207	-1.93866666666667
OR8H1	0.3525
WDFY3	1.06425
DPM1	-0.05475
GPSM1	0.5735
WDR92	-0.0696
LRP1	0.299166666666667
ANKH	-1.31225
THUMPD3	-0.47625
POLR1B	-0.6775
OLFM4	2.86566666666667
RAD9B	0.58825
TSPY2	-3.7845
PAX6	-0.673166666666667
SCG2	-3.624125
SLC17A6	0.3075
FMO3	5.25025
PADI4	0.116875
TUBB4	-0.2067
NLK	0.9725
POU4F3	-0.626
SDF4	-0.06575
ITGBL1	1.937
NETO1	-1.504875
TAP2	-0.003625
ABBA-1	0.08275
GNAI1	-1.11025
VPS4B	0.389
NOPE	-0.4076
GALNT6	3.84383333333333
SESN1	-0.382375
GBE1	-1.79966666666667
CLASP1	-0.08475
RASGEF1B	0.946
ACOT11	0.142214285714286
AFAP1	0.95525
OR2H2	0.452
DPY19L2P1	-1.30575
DZIP1	-2.738
SEC22C	0.672166666666667
GPR161	-1.48933333333333
RNF146	1.0435
WDR74	-0.76025
GALP	-0.2005
PURA	0.364
DNPEP	0.545166666666667
RP11-78J21.1	-1.5425
ERBB2	5.1215
FANCM	-0.731416666666667
NEO1	1.50333333333333
DDX3Y	-5.0744
RPS3A	-0.137125
MXRA7	-1.09171428571429
LGALS3	-1.33866666666667
GLT8D1	-0.4165
CFL2	-2.08533333333333
UPB1	0.208
NAP1L5	-0.350875
CLDN14	0.296
DHX38	-0.21575
BTBD1	-0.27075
TARS2	1.319
ABCF1	0.1341
FCF1	0.382666666666667
LRRC49	-0.87775
GUCY1B2	0.524
C1orf177	0.0456666666666667
SMARCA4	0.213571428571429
LRP8	-2.77716666666667
TAGLN3	-0.7215
MRPL14	-0.03175
TTRAP	0.03525
ZDHHC20	1.21325
NFE2L3	-2.1875
KIAA1377	0.11025
PALMD	0.3339
TMEM43	-0.6065
TTL	-1.232625
STAT5B	-1.06716666666667
SSB	-0.769375
OR10H5	0.3805
SLC22A13	-0.72475
AKAP3	-0.9415
TIMM23	-0.2075
OAS2	1.77566666666667
KIAA0423	0.7255
TRIM11	-0.141833333333333
GLIS3	0.397375
TMEM50B	1.12
ARHGEF4	-1.19125
DEGS1	2.29590909090909
TBL1XR1	1.20593333333333
G6PD	-1.4245
SP140	1.2493
MUC17	0.108285714285714
NUDC	-0.0837
DNAJC5B	3.93866666666667
SCARA3	-1.023
CPA3	5.73216666666667
BCAT2	0.55425
MFN1	0.7051
NRG3	-0.079
SNX11	0.204
PLEKHH1	-0.953333333333333
GPR177	-2.01416666666667
HCFC2	0.9735
TCAP	1.08125
MOCOS	-2.30325
C14orf93	-0.5115
PRDM10	-0.0418333333333333
SLC16A4	-1.18675
SRGAP1	-0.760333333333333
VIP	0.54925
DUSP27	0.0725
LILRA1	0.5582
MC2R	0.296
MGC24103	-3.6145
MBTD1	-2.4985
FUT11	-0.746333333333333
USP33	0.0264
C15orf39	-0.488
MAP3K12	-0.5195
PAAF1	-0.280666666666667
BARHL1	-0.045
FLJ16165	-0.307
PIWIL2	-2.907
SYNE1	-0.317333333333333
CMTM4	2.2745
TSPYL1	0.8393
GUF1	0.849333333333333
TMEM157	1.477
WDR44	0.186
HIST1H3C	-0.2595
DKFZp666G057	-0.32525
RNPEP	1.19375
GAS2L2	-0.171833333333333
ADH4	-4.61175
GRPR	0.628166666666667
FBXL17	0.61475
ZBTB10	-0.26775
Gcom1	0.257222222222222
HTRA1	0.7875
ZNF585A	-0.0128333333333333
SLC26A2	-0.775571428571429
OTOP3	0.144333333333333
WISP1	1.58122222222222
ATP2B4	-0.680166666666667
FLJ10769	1.04225
CRAMP1L	-0.718625
CHST12	-1.0715
RAB22A	0.521583333333333
TARDBP	-0.168285714285714
STAU1	0.79675
CRB3	2.00633333333333
MIG7	-2.49425
CHMP1A	0.428333333333333
ZNF160	0.162875
B3GALT6	0.103375
BARX1	-2.01333333333333
C6orf167	-1.3533125
NXNL1	0.442
DHX29	0.88925
HADHB	0.192
PLXNB2	0.521875
ILDR1	-1.474
SLC15A3	2.17075
GAS2	-4.86933333333333
C20orf69	-0.535
NUMB	-0.25825
TNIP1	0.191625
MESP1	-1.3335
PSKH1	0.679
NSFL1C	0.445625
RHOG	-0.38625
HEY1	-2.15116666666667
KNG1	-1.803125
ITGAX	1.2008
LIN9	-0.717333333333333
CANT1	2.55625
XRN1	0.271785714285714
CCDC96	1.5615
HEATR6	1.48883333333333
GNG7	0.293916666666667
RUNX2	0.513
SOX1	0.298333333333333
FCRL5	0.4143
ZNF99	0.558
FAM9A	-0.3135
SNX22	0.657333333333333
MBNL3	-1.47583333333333
ODC1	-1.8353
ADORA2B	-2.89283333333333
NR2F6	0.97075
ZFYVE16	0.759444444444444
SYNJ2BP	0.885
POLE	-0.52825
E2F2	-0.573875
THRA	2.589
PTGES2	-0.666333333333333
HIP1R	0.539333333333333
TMUB1	-0.403833333333333
ENO3	-2.39625
RSPH10B	-0.84
CXorf39	1.5565
IRGC	0.29475
GPR109B	-0.23
FLJ13305	-2.564
LCE3A	-0.519
TNFRSF18	0.988166666666667
DET1	0.2085
TRPM3	-0.087
C16orf79	-1.272
FECH	0.155166666666667
RAP2A	-0.126833333333333
CRIP1	2.2095
AZIN1	0.162125
SLC7A7	3.27
IL10RA	0.6199
TMEM64	-2.3055
CDC42EP4	1.5826
C16orf58	0.4119
ARG2	0.8645
POU5F1P4	-4.965
FAM62B	-0.107375
DNAH8	-2.0274
ASH2L	0.05625
TSLP	-3.05366666666667
CNTNAP5	-0.2595
TMEM16C	-0.65575
IFNA14	-0.373
SLC1A3	0.15325
CABYR	1.479
BCL7B	0.3168
NUDT13	-1.5935
C13orf28	0.34275
C1orf53	1.24375
ARL6IP4	0.138
RPL35A	-0.118
EMR3	0.47475
RAB40C	0.802166666666667
SLC41A1	-0.849166666666667
LRCH1	-0.38175
LY6G5B	-0.5195
FAM124A	-0.123928571428571
MGC10981	-3.88133333333333
CLIP3	-0.2754
MAP4K2	0.241833333333333
CHIC1	0.447
SULF1	3.3945
C20orf30	0.471785714285714
PRDM5	-0.81075
ELOVL1	0.0635
C11orf48	-0.472625
SLC39A10	-0.48075
KCNV1	-0.10775
ACP1	-1.1922
ZMYM2	-0.3715
B3GNT6	0.0835
C9orf69	0.23275
C2orf15	0.38925
C20orf166	0.7765
HSP90AA6P	0.373
EDG7	-1.226
NEURL	-0.171375
LPL	-0.898
CLEC2D	-0.139
GRRP1	1.36833333333333
CD8B	-3.7545
HIST1H3D	1.099
SLC6A12	0.309125
FAM27L	0.167
CD84	1.4348
RASA1	0.39
PHKG1	-0.6015
MAGEA11	-1.7035
IMPA1	-0.9585
NPM3	-3.2375
RARRES1	3.69825
SH3BP1	0.263625
B3GNTL1	0.04
ARPC5L	0.615666666666667
KLHL26	0.92225
SIM2	-2.215625
GJC1	0.3735
C20orf194	0.01025
EXO1	-1.591
SLC2A2	-2.61833333333333
LOC285074	-1.16625
LRG1	2.0145
KIRREL	-0.107
PIK3R1	1.92007142857143
C4orf34	1.36125
MAF	-0.975888888888889
ADCY4	3.51433333333333
ZMIZ2	0.8109
SLC46A3	1.75466666666667
STAMBP	0.281333333333333
CCDC16	-0.27325
MS4A12	0.0475
TCF20	0.86125
LRRC46	1.42975
C20orf152	0.004
MRPS6	0.035
ABCB11	0.0065
KCNC2	0.427166666666667
CDH19	-2.3935
C9orf123	-0.614833333333333
SSH3	1.551
LDLRAD1	0.13675
CCBE1	-0.93575
ZNF135	2.18775
TAAR1	0.6095
WFDC12	0.4175
CCDC42	0.0266666666666667
FLJ12529	-0.4565
PER1	-0.984166666666667
TIMM50	-0.229333333333333
SMARCAD1	0.192666666666667
FAM26C	0.283
TP53TG3	-0.6655
SH3RF1	2.1905
LMCD1	1.412
GPR63	-0.3935
FLJ21986	-2.925625
AIFM3	0.178
MICAL1	-0.567833333333333
BLZF1	1.58183333333333
IQCA	0.468166666666667
PCDHGC3	-0.0845
SAC	0.411
BCL6B	2.04083333333333
DDO	0.16575
MARCO	1.93275
DCHS1	0.2145
C1orf170	-0.4455
CD200R1	0.624666666666667
C22orf15	-0.286
SEPT11	-1.1805
ADNP	0.54
UST	-0.3569
C13orf34	-0.663
RFFL	0.154714285714286
APBA3	-0.2305
C2orf60	-0.214875
CUTL1	0.0609
PMS1	-0.698375
ZNF689	-0.354
EIF3E	-0.453666666666667
IL9	-0.0413333333333333
RPL31	-0.978125
LY9	0.3405
ATP2B3	0.1235
KDELR2	0.744375
TFCP2	0.6685
NLRP12	0.758625
FLJ45422	0.10575
TLE4	-0.9953
ZNF570	-0.197
FLJ43806	-0.7935
TLK2	0.563875
CIR	0.09375
MARS2	-0.2075
COL24A1	0.61475
SDF2L1	-0.498
HIBADH	0.0173333333333333
IGFBP3	-2.96121428571429
C12orf23	1.16325
PSPC1	-0.0975
C20orf43	0.5815
TRAV20	-0.0185
ARHGAP24	0.26825
KIAA1975	-1.790625
C1QA	3.3569
DNTT	-4.50683333333333
C10orf6	-0.16775
C11orf41	0.17925
HNRPF	-0.119375
COL11A1	5.59316666666667
UBAP2	-0.7315
CDKN2AIPNL	-0.892
C20orf174	2.51375
SPRED2	1.0615
PLA2G12A	0.482833333333333
ICEBERG	-2.07216666666667
SCN10A	0.1085
C11orf65	0.5105
GBP5	4.7385
PITPNC1	0.0433333333333333
POU3F3	0.5955
NCOA7	-0.97375
LIN7C	-0.5627
LOC348840	-1.606
NKX2-2	2.289
ANKRD13D	0.215875
LOC123688	-0.545
FUT2	1.62116666666667
TAAR8	0.429
FZD4	0.271916666666667
PNMA3	-1.46233333333333
OR4L1	0.253
WIT1	-0.954
EXOC3L	1.417
ATPBD4	-0.7932
KRBA1	0.3245
UBXD6	0.7615
HOXB7	0.0330714285714286
C7orf23	-0.527
UNQ338	0.21325
STAB2	1.9595
CDC20B	0.1745
IRF9	1.493
CENTG1	0.15225
TNPO2	-0.67175
MCPH1	0.738375
BMS1P5	-2.49975
SLC26A7	0.76
HIST1H3J	0.722
C9orf3	-0.2919
LBH	0.72875
MYO1D	0.946625
PTDSS2	-1.02375
NFU1	-0.165
DEPDC4	-0.49975
WNT7B	2.0264
GLP2R	-0.137166666666667
SETD4	-0.3994
DYNLT3	-0.7486
FKBP11	-1.03266666666667
SESTD1	1.94233333333333
FLII	-0.09
RPS16	-0.6362
CHPF	0.183666666666667
CSNK2A1	0.9905
SUMO1P1	0.41925
FKBP6	0.142
ZNF214	0.854
TWIST1	-0.8195
DDX56	-0.113666666666667
TRAM1L1	2.3492
EPO	-2.65366666666667
MRPS18B	-0.34875
ZNF682	0.922333333333333
RPL14	-1.22133333333333
MAFF	-0.42075
LOC51136	2.30775
LY96	-0.152
DDX20	-0.9825
ABTB1	0.276
ARL5A	-0.0912
CCT6A	-0.37225
HEPACAM	-1.50733333333333
EHHADH	-0.018
RBAK	0.02
CGB1	-0.13675
ITGB5	0.7477
YIPF3	0.84975
FKBP2	-0.1665
NR1D1	1.2081
TMEM110	1.091
NEK2	-0.0408333333333333
PRAMEF8	-3.1055
C20orf52	-0.0795
PCDHGA3	1.117
VWA3B	-0.184
NDUFA5	0.579875
THAP9	-0.319
FLVCR2	0.106
AP1S1	0.963625
SMAD6	-1.1865
SAV1	-0.130375
SAT1	0.149125
ZNF251	1.14775
ADAMTS7	0.1287
RPP38	0.69775
C1orf211	-0.2945
YPEL2	3.05015
RBMS1	-0.14925
ZNF445	-0.271166666666667
NRXN2	0.2655
PGBD4	-0.504375
UGT2B28	-2.84425
WBSCR16	-0.3656
NLRC3	0.377125
ASTL	0.33
ST6GALNAC1	-2.92375
ZADH2	-0.186375
MLLT4	0.37275
ARL6	-0.2565
MEF2C	-0.164
CBFA2T3	0.2175
AFF3	2.14107142857143
COG7	0.377
MYB	-0.689666666666667
PLXNA3	0.8975
XRCC2	-0.682666666666667
MMS19	-0.232375
ST8SIA5	-0.82925
CHPT1	-1.15316666666667
KIAA1712	-0.0423749999999999
OR6X1	0.8375
ACTR3	0.04975
UGCG	0.967333333333333
OR4P4	0.327
ZAP70	-3.14675
LPP	1.4345
ZNF485	-0.489
PTPRCAP	-0.32
IL12RB1	0.42475
ATRX	0.5823
CHST8	1.868875
C14orf109	0.3965
ARV1	-0.297
NMB	-1.71928571428571
COX5A	-0.612333333333333
EIF6	-0.188
MPPED2	-0.8685
SEMG1	-1.316
CHRDL1	-0.076
TRAF3IP2	2.31925
WNK2	0.911
LILRA4	2.66183333333333
LAMA2	3.47325
PXT1	0.055
RLBP1	-2.93525
CD300C	0.40075
SLTM	-0.1185
FLJ10404	-0.46175
APOBEC3D	-0.159333333333333
RENBP	0.460166666666667
ATXN7L1	1.014875
NID1	-0.393
TUBGCP3	-0.658375
ITIH5	0.243388888888889
CCDC110	3.23225
C8A	-2.72025
MGC87042	-0.96175
HOXC13	1.44825
TFDP2	-0.3135
HCP5	2.3025
POLI	0.15075
UCN	-1.08233333333333
ZNF764	0.439333333333333
C8orf45	1.5515
FHL3	-1.0215
SPATA5L1	-0.528
MMRN2	2.59283333333333
NDST1	1.571
COL20A1	-0.215166666666667
ZNF248	0.0346666666666667
PELP1	-0.545
MBL2	-3.09516666666667
RNF41	0.741375
C5orf24	0.74825
THOC5	-0.628
SERINC3	0.863333333333333
RP11-151A6.2	0.76075
CDCP2	-0.08325
HIST1H2AA	1.351
C11orf75	-0.125833333333333
FKBP7	-0.40975
DDOST	-0.06025
GPNMB	1.6475
TTF2	-1.6415
KCNT1	0.0763333333333333
SLC39A14	-1.144625
NGRN	0.7162
GPR137B	2.1045
MECP2	0.07625
PSMA1	-0.67125
C16orf73	-4.884
TMEM60	0.651833333333333
CSN3	-0.191
NOS1	0.4665
RAB7L1	0.208333333333333
YBX2	1.138
KIAA1166	-1.21325
FUBP3	0.392666666666667
ABCG1	1.946
ACACA	-0.2595
ARL11	2.528
ATOH1	0.247
ODF1	0.201
CREB3L3	-1.77383333333333
TMEM127	0.899785714285714
DSCAML1	0.542
PLN	2.31783333333333
LYPLA1	0.502416666666667
PRDM9	-2.1745
SASP	-1.252
PLUNC	0.236666666666667
INTU	1.093
HISPPD1	0.026
LNPEP	1.57766666666667
YARS2	-0.9675
APCDD1L	-1.5105
ZCCHC4	-0.8691
FBXO22	-0.353666666666667
TTLL13	-0.242
ZNF669	-0.331833333333333
PTGDR	1.446
DDX27	0.629
KIAA0409	-0.516333333333333
GJB6	0.101
ASB8	0.90675
PLP2	-1.4015
MEPE	0.363
OR10J5	-0.437
KRT222P	0.31275
COQ7	0.231166666666667
C1orf101	0.21625
RERG	3.4127
CHMP5	0.4745
THAP11	0.476
ZNF43	0.5375
ZRANB3	-0.636166666666667
KRT13	3.762625
MRPL19	-0.107875
RBBP9	0.341625
SPATA17	1.060125
BXDC5	-0.349166666666667
PAFAH1B1	-0.137833333333333
MAGEE1	0.72825
OSTF1	1.04775
KIAA0323	0.0959166666666667
TXNDC13	1.42883333333333
CNTN4	-0.014875
LCE1B	-0.3855
UNQ501	-0.3995
ZNF154	0.6115
C3orf64	0.0965
SYT5	-0.0415
PON1	0.0125
FLJ10357	-0.878875
ATP4A	-1.8245
GNPDA1	-0.4125
MGAT1	0.736833333333333
C14orf121	0.0155
SLC35B2	0.31925
MIER3	0.336166666666667
CHEK1	-1.043375
ZNF8	0.553833333333333
TXNDC1	-0.290333333333333
CKB	-0.6187
RTN3	0.644142857142857
FZD2	-1.02916666666667
PART1	0.472375
PSMB6	-0.4995
PCDHB8	0.8605
PHC3	0.7008
PPP1R8	-0.148833333333333
NOVA2	1.4115
TNFRSF11B	-5.1605
GOLPH3	1.3415
UBLCP1	0.07925
SUHW3	-1.52225
TTLL1	1.5485
OPN4	0.439
OR13G1	-0.059
ZPBP2	0.1605
HSD17B11	-2.491625
C9orf50	-0.152
DHDDS	0.119785714285714
CTSW	0.7481
NEFM	-2.62483333333333
MRPL28	-0.067
SYN1	0.529333333333333
PIGV	-0.0123333333333333
ZIM2	-0.5985
APBB1	-1.03083333333333
SND1	-0.3315
C1orf123	-0.0961666666666667
CHD3	-0.37875
BHLHB8	0.528
RNASE2	0.184166666666667
BCAP31	0.50475
SLC25A44	0.5115
CHD6	0.4815
PIB5PA	2.70715384615385
SELS	0.37375
LOC541471	-0.055
FAT2	0.777
ZNF81	-0.1805
OR4C16	0.442
FLJ10081	-0.259
LRRC4	1.7015
CS	0.390833333333333
N4BP2	-0.234625
IGFBP7	1.45025
ZNF318	0.439666666666667
NDNL2	0.22525
ZNF609	0.755875
SIRT4	0.63825
EXOSC10	0.292
ECE2	0.318833333333333
OVGP1	0.56425
GTPBP3	-0.748
PACS2	0.5705
C19orf36	-1.4185
ARL4C	-0.852375
ATG4B	-0.479375
UBQLNL	-1.17475
RHOXF2B	-3.7265
PLEKHG2	-1.22
GALR1	-0.8175
AQP4	-0.389333333333333
HDAC7A	-0.1925
DCUN1D3	0.45425
OR8A1	-0.1015
CCRN4L	-0.098625
CBR4	-0.151166666666667
KIFC1	-0.8795
SLC7A14	-1.45833333333333
LHX5	-0.828
TRPC7	0.1645
LPXN	-0.9725
SERPINA1	-2.877
RPS13	-1.5468
BPIL3	-0.16
PRKAA1	-1.29575
FADS2	-1.2153
ENAH	0.087625
PRO1768	-0.174
APBA2BP	0.8995
LIPH	3.32733333333333
C3orf33	0.14775
RCC2	0.319642857142857
ALDH1A2	-3.5295
RNF103	1.94225
AHCY	-0.4085
ALG12	0.422
CCL17	2.30825
ZNF543	1.3085
ESRRG	2.44
CNGA1	0.44075
RDH5	-1.21
OTX1	-0.6103
PTGFR	-1.44966666666667
CDR2	0.478875
SELE	2.2435
NLGN2	-1.184
EXOSC9	-0.6595
