Hybridization REF	TCGA-A2-A0YT-01A-11R-A109-07
MIXL1	-1.39066666666667
TMEM9	1.182
FAM86A	1.5465
ZNF174	0.8138
MYH14	-0.33525
CCR8	0.13
VPS37C	0.4295
GPATCH1	-0.2475
B3GNT8	2.3625
TBX4	-0.1385
CNR2	0.404333333333333
PCDH1	1.0155
C5orf29	2.519625
OCIAD2	1.29675
PLCG2	0.13125
KIAA0247	1.305375
HRH3	-0.0324
CAPN13	4.015625
CCR1	-0.6245
MGC15523	-0.694555555555556
UVRAG	-0.637833333333333
DNAJA2	0.1255
ITGA2B	-0.972
CLDN5	3.639375
PTPRN2	0.191428571428571
ZNF512	-1.23483333333333
PSAP	1.53814285714286
CCDC140	-0.1075
LRRC55	0.4415
CYP26C1	0.2255
C8orf47	-0.69775
LYN	-0.019
DUSP6	-1.0095
TGFB3	2.1956
ELK1	-0.4854
PCDH11Y	0.0289999999999999
HGD	0.69925
C17orf58	0.615
MYO3A	-0.42
SERPINE2	-4.74066666666667
AARSD1	-0.61275
C14orf73	-0.0515
ADAM33	0.04825
ZNF491	-0.8365
MAPK6	-1.51216666666667
TCN1	-0.514
SLC24A6	0.0065
UBE2R2	-0.0835
H1FNT	0.5585
TATDN2	0.688
LILRB1	1.24075
P2RY5	0.9075
NUCB2	0.53525
C2orf37	0.154
SNX27	0.798833333333333
MTA3	-0.1315
FOXO4	-0.017625
ID4	-1.11366666666667
SOX5	-3.23583333333333
PXMP3	1.094875
OR52M1	0.3455
SFT2D3	-0.344375
INA	-3.203
MCOLN1	1.15
NFIX	0.2877
CLEC14A	5.3435
HIBCH	-0.506833333333333
PLA2G5	0.5765
TIMM10	1.188
MED17	-0.1367
COL4A4	-2.652
TPP1	0.256
GJA3	-1.70166666666667
TMPRSS5	-2.05225
AADACL3	0.6145
DNMBP	-0.95225
ENPP5	4.09483333333333
NQO1	0.9685
ZSCAN2	0.037
SEC24C	-0.143833333333333
GTF2A1L	-0.7605
AXIN2	-1.2647
FAM33A	-0.508583333333333
C16orf13	0.9065
SPNS2	1.78325
TAF1	-0.096
AP1G2	-0.4945
RBM42	0.402333333333333
HCN2	1.2325
EFHB	1.4295
RUSC1	1.32533333333333
GRIK5	0.163
USP21	0.433333333333333
ATAD3C	1.30025
ORMDL2	2.434125
PRSS7	-3.13625
PSAT1	-3.83125
FLJ13195	-1.2315
TBC1D1	0.0255
IFNG	1.43475
OTOS	0.256666666666667
ZNF773	0.126333333333333
EMD	-0.82225
RETN	0.03325
CCL8	5.113
APH1A	-0.43575
COX18	0.636125
GTF2IRD2	-0.01825
CCDC82	-2.4685
PAFAH2	2.2751
NPEPL1	-0.5622
RP11-114G1.1	-0.401
TP53INP1	2.159375
ZNF300	-2.16683333333333
FOXL2	-3.24475
LARP2	0.726166666666667
LATS1	0.1205
HTR6	-0.035
SPOCK2	-0.150666666666667
RNF144B	0.935833333333333
HTATIP2	-0.50425
MGC10334	1.66741666666667
CENTA2	2.05366666666667
FGF2	-1.8375
FXYD7	0.29125
PHYHIPL	-1.964125
GPR34	5.0645
DDX6	-0.210666666666667
OR10W1	-0.18
LHFPL1	-1.394
ZNF313	0.0701428571428571
VPS28	2.286
AP3M1	0.1537
AKR1CL2	0.02725
TRAF4	0.266
OR2B11	0.4485
C19orf12	-0.105833333333333
AKAP9	0.423166666666667
C1orf62	0.142
SLC20A1	-1.2025
FAM112A	-0.00699999999999999
LDB2	1.035
MRPS23	0.585
KLK5	0.0555
SPTB	-0.5194
EFEMP2	-0.33725
EFNB2	-0.252625
PCM1	0.157071428571429
NMNAT3	0.523125
TSG101	0.177166666666667
C8orf40	0.237833333333333
NOB1	-0.942
ABHD3	-0.2155
GTF3C4	-0.174125
PIGN	-0.2365
GALNTL1	-0.3865
AEBP1	0.929125
OR9Q1	0.79
ANKRD2	-0.274875
CCL28	0.95175
TRIM38	-0.0845
TMCC1	0.14875
SMG5	0.386
LRRC7	-0.5065
NCAPD2	-1.35616666666667
C6orf153	0.394
C1orf74	0.933
OTUD6A	0.475
DCP2	-0.0676666666666667
TMEM24	0.15575
RPL18	-0.497
TMEM177	-0.067
LRRC37A3	1.69875
C1D	0.711666666666667
LDHC	-0.252
UBE4B	0.1235
NIT1	0.64
BTN3A3	-0.05575
RASD1	2.956875
COMMD3	0.7805
SHFM1	-0.17375
BIRC8	0.14725
DUT	-0.135
C12orf51	1.5155
LRRC59	0.620333333333333
LY6H	1.25275
WDR22	0.3745
EDEM1	0.650857142857143
ADH1A	3.0745
PANX2	0.3597
CYP11B1	0.62075
CDC73	-1.049
GPR172A	1.46725
GSTM3	-1.11
KCNA5	-0.65525
SERAC1	0.4325
NFATC2	0.474
ANAPC5	-0.2659
C15orf24	0.495
NFATC2IP	-0.23875
TNRC6C	-0.0553333333333333
MGC102966	-1.480125
FGD5	0.1315
MED9	0.1085
RAB13	0.3575
C15orf49	0.5555
CRYGS	-0.6839
C12orf53	-1.0068
LOC283693	-0.5945
COX6B2	-0.138625
PHF14	-0.51325
FAM3A	-0.069375
RPL13	-0.277
PRDX2	1.1945
FLJ34047	-2.3635
PRMT3	-1.601
KCTD19	-1.8565
TRIM10	-0.51
MGC26597	-0.7
GCNT4	0.11375
GPRASP1	-0.5025
CDKN1C	-0.688333333333333
RHBDL2	1.1526
HSPH1	0.8035
AQP1	3.203875
COL17A1	-0.6207
GFAP	0.212125
CDC16	-0.73475
KIAA1614	0.016
C6orf118	-0.0985
ZSWIM5	0.843
FAM83F	3.984
LYNX1	1.138
SYNPR	-0.67925
XG	3.37333333333333
PRSS16	-2.8365
KIF13B	-0.1175
PCDH9	-1.9465
HIST1H2AH	2.45133333333333
RBM18	0.12825
ZNF626	-0.19075
HEXIM2	0.180833333333333
ITFG1	0.876
TUBG2	-0.119
SFRS7	0.206833333333333
C9orf14	0.117
EXTL1	2.11175
GBP3	-1.65033333333333
WDR5	-0.9785
RARG	1.10366666666667
MYO7A	-0.201875
CECR6	-0.3465
C13orf3	-0.780375
SFRS18	-1.597875
ACVR1B	0.5755
PSMD1	-0.0266
C7orf31	-1.13916666666667
ILVBL	-0.2505
IFNGR1	0.3945
RNF186	0.222
NOL9	-0.558
MAGEL2	-0.5535
SLC29A2	-0.15375
NHSL1	-2.02775
RBMX	-1.098
PSORS1C2	0.465375
RAD51L3	-0.704833333333333
LCN6	2.1
ORAI2	-0.386125
BRUNOL6	0.019
OR4K5	-0.1935
CDC123	-0.160625
MSLN	-2.25783333333333
WWTR1	-1.09233333333333
ZNF700	-0.473833333333333
COBL	0.0225
PPP1R16B	-0.54825
GAS7	-0.6486
MDN1	-1.769
HAAO	-0.7935
C9orf68	-0.082
TNFAIP2	0.455875
FOXN1	0.715
hCG_2033311	1.78783333333333
ATP6V0D2	-0.3693
RPL41	1.32475
SLC38A1	1.225625
ARHGAP6	-1.2515
ADAD2	-0.46725
PHF20L1	0.862625
MCM3AP	2.02333333333333
ST3GAL3	-1.12433333333333
SNX1	0.529166666666667
ELF5	2.5275
PARP3	-1.65275
RBM8A	-0.0419375
LINGO4	0.5305
ITGA9	0.5265
ZFR	0.23475
ACSL6	-0.609375
FLJ20699	0.2492
DAOA	0.273
FABP4	4.03925
KCNB1	-1.11025
CANX	0.0928
SLC25A28	0.325666666666667
ADIPOR2	0.688875
ECHDC2	1.60525
SMA4	3.10225
FRZB	3.011
PABPC1	0.284333333333333
DMRTB1	-0.041375
APOBEC3G	-0.324
CATSPER2	-0.847666666666667
CUEDC1	2.695
STARD9	-1.814125
CLDN8	0.957125
LOC23117	-1.21972727272727
E2F6	0.0945555555555555
TMEM126B	0.211166666666667
DPY19L4	1.821
GIMAP5	3.14816666666667
NDUFA9	-0.6565
FAM77C	1.0705
CTPS2	1.674
LOC51035	-0.589125
WDSOF1	0.73125
EGLN3	-1.762875
PITX3	1.15433333333333
OR52E8	0.583
GRM4	0.9925
KLK1	-2.5985
GPM6B	-1.243375
RRAGD	-1.207
PAGE5	-2.36175
UCHL5	-1.4005
ULK3	-0.0465
AIM2	0.934833333333333
PNO1	-1.0305
OR2F2	-0.2995
GNAT2	-2.382
SIX1	1.48975
ST13	0.366416666666667
ZBTB44	2.043625
TIMP2	0.3425
ZMAT4	-3.5875
GTF2IRD1	0.0305
ZNF19	0.136166666666667
ZNF714	-1.42475
RSC1A1	0.38775
C9orf80	-0.0585
PSMA8	-0.0301666666666667
TMEM141	1.17225
COX4I1	0.204214285714286
CTAGE1	0.1045
DTWD1	-0.677
HSD11B1	1.695
KRT6B	1.43975
ARID4B	0.568875
LHFPL3	0.4495
WWP2	0.6255
ZNF326	-0.192
RGPD1	-0.6795
CTSH	1.80416666666667
FASTKD1	-1.431875
PAF1	1.0224
TTC9C	-0.457
IFT57	0.2258
PRSS36	-0.335
IL20RB	-2.0355
ZNF592	-0.254833333333333
DCTD	0.1801
CFP	1.8175
MFNG	-0.49975
JMJD2B	-0.2295
ALDH3B1	-0.55
THSD4	1.63033333333333
KCNJ5	2.922
LMNA	0.0976666666666667
TBCD	0.698125
ZNF250	1.25316666666667
CASQ2	1.2855
PEG10	-4.138
PRAME	-5.00946666666667
NP	0.467
TRIM59	-0.614
ZNF12	-0.313375
XTP3TPA	1.2925
SIGLEC7	0.3411
PANK4	0.0655
FAM70A	-2.11016666666667
SNED1	-0.89425
HIP1	0.4481
RAET1E	-0.078
AMAC1L2	-1.1135
AHNAK2	0.889
TOE1	-0.353166666666667
RECQL4	1.4225
SPRYD3	1.19175
DPAGT1	-0.22625
MAGED2	2.1596
ANKRD55	-0.336
TRPS1	3.86975
DOK7	0.09875
TFPI2	-5.79125
GTF2H3	-0.587166666666667
CYP4F11	0.168875
LHX2	-4.353
ATG16L1	1.58116666666667
ASB12	0.128
C1orf116	0.94275
NF2	-0.74635
POM121	-1.0904
PHYHD1	-0.0902
TXNDC17	0.0065
DKFZp779O175	-0.10575
NUP62	-0.185142857142857
MYO18B	-0.5285
PRAMEF1	-0.151
TCBA1	0.3605
TMEM168	-0.39575
FJX1	-0.3855
CLCF1	-0.5315
SEPN1	0.411875
IGSF2	0.187
NUDCD1	1.07433333333333
TFF3	0.911166666666667
NDFIP1	0.976928571428571
CHCHD4	0.217
TNR	0.562
CUTA	0.442833333333333
USP44	-4.12375
DPP10	-0.3155
IWS1	-0.818833333333333
PCGF1	1.045
SULT1C4	-1.5085
NTF5	2.0965
PTPN13	0.87225
SSTR5	0.3285
SFRP1	-1.731375
IDH3B	0.00299999999999999
SUOX	2.06283333333333
TMCO5	0.39675
GOLT1B	-0.2845
MIB1	-0.828071428571429
PCDHGB1	-0.2885
SUSD1	-0.4315
ICAM5	-2.51966666666667
PAPOLB	0.23675
URM1	-0.2857
TMEM106B	0.619666666666667
LRIG2	-0.9475
SLC27A5	-0.09725
CLIC6	-1.0452
ZNF420	1.043
SCN9A	-1.5553
KIAA1909	-0.572
ELMOD1	-2.4975
PRKAG1	1.638
FAM64A	-0.771222222222222
EEF1G	-0.72185
SMAD5	0.20025
INCENP	-1.4175
WASF2	-1.3895
GARS	-0.9895
CDK10	-0.4931
HLX	0.208
MDM4	-0.44175
ZNRF1	-0.159571428571429
HHATL	-1.94033333333333
FAM21C	1.0445
HIST2H3C	0.476
PFDN2	0.2025
ZNF200	-0.311
NDN	-1.4685
HBA2	-1.36283333333333
FBLN5	0.924125
PUM1	-0.2185
TNNT1	-2.57233333333333
C19orf59	-0.0248333333333333
HNRPH2	0.372166666666667
RAB7A	0.433
PMS2	-0.664625
BIRC3	-1.217
NRSN2	1.007375
OR52K2	0.0191666666666667
SPOCK1	-0.349642857142857
H2AFY	1.15375
RXRB	-0.4645
ZNF638	-0.0431666666666667
ANKRD45	-0.01875
ACTN4	0.522833333333333
FXC1	0.8655
EIF2B5	0.37475
VPS33A	-0.2915
PINK1	0.504
FAM106A	-0.2375
SKIP	0.6916875
GAPDHS	0.243
MUM1L1	2.12375
PSTPIP1	0.58775
CNTNAP1	-1.717
CYP26A1	-0.08525
APOL2	-0.5493
TACC2	0.105875
COX7A2L	0.414142857142857
HSD17B1	1.1878125
ARRB2	0.2175
SLC7A6	0.2277
HSD17B10	0.12525
RBJ	0.10675
NUP155	-0.6655
MRPL10	-0.0186666666666667
CYCS	-2.00358333333333
CCDC46	-0.615833333333333
TECTA	0.2155
GNAL	-0.579
LPO	0.994
PEBP4	0.57875
DDX11	-1.5275
C18orf12	0.6085
TAF9B	-0.00725
IMP4	-0.09475
RPA4	-0.928333333333333
NDUFS1	-0.561
UPK1A	1.9055
ARRDC2	0.4675
C18orf20	0.8025
AES	-0.502142857142857
CD2BP2	0.594166666666667
C16orf54	-0.1925
UGT2B17	-2.16125
FGFR1	-1.58359090909091
CEACAM6	2.2465
CHRM5	-0.0265
CERK	-0.896125
AP3S2	1.12592857142857
ANKS4B	-2.24475
CLCNKA	0.596333333333333
ZNF208	-0.9285
HLA-DRB5	5.0395
CARKL	0.32025
GOT1	0.000500000000000007
CASP6	1.411875
HOXA1	-0.9855
RCL1	-0.19975
ZNF181	-0.2185
RAB40B	0.7585
MRPL38	0.531625
LRRN2	-0.4385
C3orf25	0.381
OR5D14	0.1135
OR10AG1	-0.7725
BET1L	0.6383
FRY	2.1545
AK3L1	0.2825
CSF3R	1.34366666666667
POLR3K	0.665
ATG2B	0.4825
EPS8	0.952833333333333
DARS	-1.267
C10orf56	-0.539833333333333
DAD1	0.22575
RIOK1	-0.795166666666667
HERC2	-0.04375
HSD11B2	1.23683333333333
FAM96B	0.4405
MGC13057	-1.4365
BSN	-0.664
CAND1	0.422833333333333
HCST	1.99025
ACTR10	0.435
OR8D4	0.2005
NASP	-2.1365
COL9A2	1.5025
LYZL1	1.071
GPC5	-2.52025
TBL3	0.112333333333333
CENTD2	-0.6098
OR5AP2	0.00675
TLR1	1.79025
LMO6	-0.34125
ZIC2	-1.33375
CPNE5	0.60475
ZMYND15	1.5465
FLJ22374	0.10525
CCDC106	0.328
PARP16	-0.02925
PDIA3	-0.096
C14orf126	0.0915
CECR2	1.654
SFRS1	-0.6855
FIGLA	-0.181
DCP1A	-0.769166666666667
MGC45800	-1.7012
TEKT1	0.636666666666667
C10orf67	0.224
CLN5	0.838875
NTN2L	0.465
GLE1L	-0.9185
CES2	-0.2305
GNAS	0.0871111111111111
DDX53	-0.1365
TSPAN13	2.66175
MRPL52	-0.2317
SPIRE2	0.698375
TAS2R39	0.25875
SCUBE3	0.48775
UCRC	1.1219
CDKL3	0.22
KIAA1715	-0.7406
ZNF345	-0.36325
RTF1	0.270625
DHRS7	0.057
RIPK4	-2.43733333333333
EXOSC2	-0.854166666666667
MS4A2	1.9645
FGF17	0.05125
WDR59	-0.561375
EVI2A	-0.779
IL17RC	1.89183333333333
HS3ST1	2.001
ITGB1BP2	-1.971
RBPJ	-0.550666666666667
GIMAP1	3.123
INE1	-1.186
ALDH18A1	0.43625
TPI1	-0.9535
GATA6	0.13075
CABP1	-0.744666666666667
ZNF484	-0.051
DAPK3	1.702
GJB1	-0.577
PIN1	-0.037
SLC6A15	-3.624
CNO	0.434
RIN2	0.2915
FRRS1	-1.047
CYorf15B	-3.74025
DMRT3	1.497125
ATAD1	-0.42625
OTUD4	0.0473888888888889
ATOH8	-1.79225
ZSCAN16	0.848875
ASCC1	-0.191
OTUD3	0.620375
MGC33212	0.638333333333333
YME1L1	-0.024625
RP11-218C14.6	0.3325
PCBP4	-1.39525
TNFRSF10A	-0.41325
CDH10	-3.60083333333333
KL	1.358875
SCP2	-0.22725
C9orf119	1.014125
SON	-0.49025
MAFK	0.1015
SBNO2	0.712
SLC6A6	0.0191666666666667
SC4MOL	-0.06625
FAM35B	-0.349
PPP1R9A	-0.275375
PDZRN3	-0.14525
CXorf20	-0.1065
C6orf126	0.69675
AVEN	-0.28575
FLJ21075	-2.5715
C14orf132	-2.343625
PCK2	0.303
GUCY2C	-0.277
BARX2	0.24225
PEX11G	1.9335
DAO	-0.833333333333333
C10orf49	0.70375
EDNRA	0.850833333333333
PPP2R5A	1.2068
DDX39	-0.676333333333333
SERF1A	0.263
ASCIZ	0.157
FNDC8	-0.27725
PTMS	1.047375
PHF7	0.14575
PIP4K2B	-0.1818125
HHLA2	0.1375
BDH2	-0.4422
APOBEC2	-0.4265
PENK	2.60766666666667
SMAD9	-1.28125
MT3	-0.31025
RGL1	0.07775
ATG10	-0.34525
DLGAP4	1.53383333333333
APPBP2	-0.642142857142857
BACE2	0.238857142857143
LOC339344	1.51433333333333
ZNF395	-1.3396875
HIST1H2BL	1.9125
ZNF467	1.70625
SLC25A21	-2.036
PALM2	-0.338333333333333
NSUN5C	-0.6425
IL5	0.295
CLSTN2	1.05575
ANXA8L2	-1.45275
PTGES	0.88625
GDAP1L1	-2.12916666666667
OPRK1	-0.7445
WDR20	-0.256333333333333
C12orf4	0.126
NUP88	-0.9075
XRCC6BP1	0.868
FCGBP	-0.151785714285714
LEMD2	0.59325
NOMO1	-0.1755
C10orf79	1.500625
ZNF79	0.4109
OCRL	0.1833
HSPA8	-0.01
DIDO1	0.0475416666666667
PLA2R1	0.69175
COG3	0.5046
NGDN	-0.66675
CBFA2T2	0.372625
PNOC	-2.237
PRRG1	0.910833333333333
AGGF1	0.306857142857143
DPF2	-0.21
YIPF7	-0.624
TRPV5	-0.026
ZNF322B	1.545
MED12	-0.0345
CARS	-0.865333333333333
ABCC11	4.355
C9orf25	0.2835
MYH1	0.322
FRYL	0.518416666666667
AGTRAP	1.459
MMP27	1.118
ZNF432	-0.356
OR8D1	-0.375
OR13D1	-0.13725
VWA1	2.636
STON1	0.38825
IL5RA	-0.3855
PERP	-0.00600000000000002
C10orf107	-1.248
TNFSF12	0.96975
FN1	-0.594208333333333
MTR	-1.14133333333333
PHLPPL	0.747166666666667
ZNF425	0.27825
DHFR	-0.821833333333333
PPP1R12A	0.454375
RSPO2	-1.57985714285714
ZNF7	1.21875
ZNF583	-1.39075
TPMT	-1.48666666666667
GPR132	0.753375
OR2T12	-0.3075
SERTAD2	-0.1511
ATP1A1	-0.55
FRMPD3	0.8855
ZNF672	-0.04075
PLXNB3	0.698625
EML5	1.2355
FAIM3	0.44
UBQLN2	0.31175
SORCS2	-0.4335
PRIM2	0.378
ACVR2A	-0.106833333333333
YWHAZ	1.39933333333333
PGM2L1	0.023625
GNAO1	0.082
RPL10	-0.1398
RPS6KA6	-1.061
PFKL	-0.304833333333333
SH3D19	-0.117875
AURKB	-1.55633333333333
ZC3H6	0.606625
DISC1	0.24
FLJ39660	-2.63966666666667
TMEM25	2.9595
OSBPL10	0.139875
CLTCL1	-0.432666666666667
ALG6	0.0685
CATSPER4	0.853
LRTM1	-0.2605
RRAD	1.67016666666667
TIPIN	-1.10175
CARD14	2.201125
RBM9	-1.12083333333333
RASSF4	-0.156
SLC25A18	0.232666666666667
C6orf58	-0.3555
IGHD	0.5595
PLA2G6	0
TPT1	0.28275
SEC63	0.511
CCDC113	0.6311
TDRD10	0.860875
KIAA1666	-0.113125
TOR1AIP1	0.339666666666667
SYTL4	-0.279833333333333
SPRR2F	-1.0005
CEBPD	1.28825
SNTG2	0.16425
C20orf77	0.336083333333333
TAS2R49	-0.222
C6orf173	-1.26316666666667
SVEP1	0.4486
PXN	-0.434285714285714
VIL2	1.397
C5orf21	0.00408333333333332
DIXDC1	0.1175
GANAB	-1.146
PDSS1	-1.1125
NGFR	0.525875
ATP8B4	0.8695
BMP8A	-0.9585
CCDC132	-0.886916666666667
GNRH1	-1.94375
OR10T2	-0.1295
PDGFD	2.44733333333333
OR6W1P	0.122
HARS	0.245833333333333
KRT77	0.6285
AQP8	-0.38175
ITGB1	-0.5211
ZNF254	0.1029
PAX1	-0.0226666666666667
PSMC4	0.4537
ANKRD22	4.5775
PSMD8	0.829833333333333
HTR1E	-0.138666666666667
SOX10	-2.4085
OR5B2	0.9175
RABGEF1	-0.628642857142857
MAP1LC3B	-0.069
CYB5R4	0.56775
AGXT2L1	-2.64225
FLJ41603	1.8985
TRAPPC2	0.545333333333333
FNTB	0.2833
FLJ14107	-1.2625
AURKAIP1	2.00725
DSE	0.65775
NFKBIZ	-3.08666666666667
OSBPL3	-2.497
LOC130576	-1.46075
SLC39A9	0.8705
LOC137886	0.15725
RHCE	-1.356
ATG7	1.24033333333333
FAM82A	0.318666666666667
FBN3	-0.1055
MCFD2	-0.6805
CASP14	0.3525
EPS15	-0.179166666666667
SFRS2B	-0.4645
C19orf47	0.743
PLAC9	0.5815
GPR23	0.49
BTNL3	2.463
RGS8	0.172
GNS	1.341875
ENO2	-2.10183333333333
CBX1	1.2949
PEX26	0.7415
LRP5	-0.568333333333333
ADAMTSL4	-1.8195
ARR3	0.0173333333333333
MAP1A	-0.438
CD2	3.59075
NAV2	-2.018
TMEM69	-0.28025
ATXN7	-1.45683333333333
CHN2	-1.29733333333333
ZNF781	-0.965833333333333
HAS2	-3.159
KIAA0241	-0.738166666666667
BIC	0.14575
MOBKL2A	0.25475
CYP2C9	1.0595
CNOT7	-0.178
SFRS10	-0.32725
CST11	0.498
FLJ37543	0.4315
NKAP	-0.35
RUNX1T1	2.0555
EAF1	0.403
IL4I1	2.229
LRRC61	-0.486333333333333
PSIP1	-1.16083333333333
SPRR4	0.575
ZFP90	-0.025
AP2B1	0.788384615384615
SLC30A7	0.519
C7orf28A	-0.273166666666667
S100B	-2.85
BMP2	-2.75425
ESR1	3.87741666666667
ZFPL1	-0.0475
ARHGAP12	0.5225
LRRC19	-0.0171666666666667
ZNF767	-0.988
NACA	0.4455
OLIG1	-2.381375
PRF1	1.4615
LST1	2.55633333333333
SPATA9	-1.04583333333333
CNFN	0.714
CDK4	0.7114
TCF15	-1.74233333333333
PARC	0.12025
PPM2C	2.22525
LOC283345	0.152
FAM107B	0.6935
DMXL1	0.67675
RBM3	0.00987499999999997
HTR5A	-1.594
SCFD1	-0.616333333333333
EPHB3	1.4745
ROPN1L	-0.105166666666667
RAMP3	1.0375
TSPYL5	0.492636363636364
GAP43	-1.416
PAPD4	-0.042125
PDE3A	-2.326
TNFRSF10C	0.43425
JMJD5	0.0115
RASGEF1A	-1.0829
C16orf65	0.407666666666667
HIPK3	0.2945
XYLT2	0.9145
XPOT	-0.2545
GAL3ST1	-2.08475
DHCR7	1.3325
AMIGO3	0.368666666666667
FGFR4	0.7305
CRAT	0.889875
PPP1R14D	0.718
TRIM14	0.0321
TMPRSS11D	0.04
SLC7A11	-2.00828571428571
OR10H2	0.53425
PPM1E	-1.385
DOCK4	0.57075
FAM127A	0.012
ENOPH1	0.3385
SLC5A3	-0.5415
ZNF530	-0.3602
NTS	-6.385
FRMD4A	0.345125
BCL11B	-3.437
PRM1	-0.11625
UQCC	0.3982
S100A16	2.225
PLS3	-0.933
WWOX	-0.289857142857143
CCDC23	-0.145
GTSE1	-1.53166666666667
GP2	4.1505
FLJ32549	1.1795
CHIT1	1.232
KLF9	-0.03875
RPS24	0.1729
MIA	-2.329
FIGN	-1.444
PYROXD1	-0.2525
PCSK2	-0.401625
MRPL9	0.0675
RPL24	0.275125
C12orf32	-1.238625
HIST1H2BE	2.00425
RGS18	3.2125
LFNG	1.8555
RAB4B	0.6595
FBXO25	-0.0173333333333333
TSPAN31	1.33616666666667
ARL8A	0.877285714285714
C10orf83	-0.2722
OR51B6	-0.073
CNKSR2	-0.36875
C1orf156	-0.056
IBSP	1.6415
GFRA2	0.5104
ALKBH7	0.6701
NEK10	-0.2735
VN1R3	0.148
LOC91948	0.364
CPZ	-1.39675
IHPK3	0.180333333333333
COL8A1	0.076
RBPJL	0.6265
OR10A4	-0.0925
CASP8AP2	-0.946875
MMP12	-0.309
OR8B12	0.279
CDCA5	-1.83916666666667
LIX1L	-1.4485
PEX11B	0.859125
GABRA1	-0.0295
HABP2	0.069
REEP1	1.44433333333333
FBXO15	1.9975
CD68	0.6905
WFDC9	-0.06
GHDC	0.354166666666667
SMARCA1	-0.56
SPAST	0.0455
PLXND1	-0.8985
MLCK	-0.3555
INTS5	-0.646833333333333
BSG	-0.324428571428571
PARP8	-1.42933333333333
TEAD4	-0.655333333333333
ZNF498	-1.210625
TMEM89	-0.296666666666667
DTX4	-0.285
TNRC6B	-0.115125
ARMC2	-0.82475
FGFBP1	-3.16683333333333
TIMM8A	-0.325833333333333
AJAP1	-2.1925
ZNF608	-1.90475
SLC25A42	0.113125
SYP	-0.1995
MMP11	1.982
USP40	0.0453
C3orf62	-0.4455
MYO1E	-1.312
LRFN4	-1.669
XCL1	0.688333333333333
GPR155	-0.074
VPS29	0.587875
CARHSP1	-0.3745
ARHGAP20	0.169166666666667
GREM2	-0.883
CCDC102B	1.5465
ZNF577	0.254166666666667
HDDC2	-0.098125
SHC2	-0.014
NCOA5	0.778833333333333
INPPL1	-0.7615
CHGB	-2.5178
IHH	-0.338
DDEF2	-0.000833333333333339
DIAPH3	-1.72680952380952
BUB3	-0.05225
GGH	-1.14677777777778
VPS35	0.5876
CNN2	-0.01625
ASNA1	0.58225
WDTC1	0.6075
AMAC1	0.4285
HAS3	-1.94166666666667
SLC1A6	-2.07433333333333
ZNF563	-1.2125
C1S	2.42175
TCF7L1	-0.603125
OR10Z1	0.23
ME2	-1.0493
C6orf151	-1.357125
KPNA4	0.3726
GLO1	0.511375
WDR61	0.194666666666667
CD302	0.863
SIRT7	0.002
C11orf59	0.214
PKIG	-0.3005
PPIL3	-0.5975
CCDC74B	0.349875
ZNF528	-1.80075
EFNA5	0.645
FCGRT	2.97575
NOL4	0.172
CCS	-0.25625
LOC374491	-0.50525
MFSD7	3.378
ZNF555	0.06625
LIMS3	0.131
TSSC4	0.394666666666667
COL11A2	-1.754
C1orf119	0.640333333333333
BPNT1	0.564125
CHRNA6	-0.5575
C1orf173	0.191
PLD2	0.471
ORC1L	-2.77525
SASH1	1.0355
CDC14B	-1.81525
RLBP1L1	0.406
LDLRAP1	-0.2021
NAT8B	-0.0618333333333333
HHEX	-2.3505
LGALS7	0.46625
PLCH1	1.62875
OR1M1	0.167
PRAMEF16	-0.6965
HECTD1	-0.548
C14orf39	0.2765
TLN2	-0.2751
HDAC4	-1.46335714285714
SYCP2L	-2.806
GLRA1	-0.136
RPS6	-0.353375
hCG_1757335	-0.4325
KLHL1	-0.4625
CTNNBIP1	0.279166666666667
SCAND2	-0.8069
HMGN2	0.2191
YAF2	0.16525
BRPF1	-0.12775
LIAS	0.11075
CTA-246H3.1	-2.08575
SAG	1.30675
C20orf10	0.439
HNRNPA2B1	-1.862
GADD45A	-2.38916666666667
MSH4	1.0995
TMEM70	0.996
HIST1H2AM	2.122
C19orf26	0.131
C1orf50	0.0735
GNG3	1.6755
FTO	-0.068
CALCB	-1.16
PPP3R1	-0.212375
C15orf42	-1.84725
CCNJ	-0.63325
GNAZ	0.360933333333333
PSD	-0.0753333333333333
FAM57A	-1.6775
STIM2	0.352833333333333
DHX8	0.10475
MOGAT3	-0.31375
UBE3B	0.554166666666667
PLAT	-1.0915
C6orf206	0.4845
COPE	0.0624
EIF3A	0.160625
C1QL2	-0.267
IQCE	0.339333333333333
KIAA0182	0.63475
SLC22A7	0.0945
PPFIA2	0.1625
ADAMTS15	1.7405
ODZ1	-0.689
THBS4	4.58583333333333
ARHGAP1	0.026625
B4GALNT3	-0.238833333333333
FCHO1	-0.204
LOC440456	0.24175
HOXD10	0.4495
CXCR3	1.79116666666667
CHI3L2	-1.65925
SRPX2	1.14425
ZNF132	0.0929999999999999
UBAC2	-0.0846666666666667
RPL32P3	-1.2385
CBWD6	0.279
ST6GALNAC4	1.4375
KIAA0391	-0.456
LOC388969	-0.039
KRTAP5-8	-0.250333333333333
ZNF786	-0.981
LYVE1	2.67733333333333
GPR144	0.348
APOH	-5.13525
TSC22D2	-0.731833333333333
PLCD1	-0.951
FLG2	0.373
M-RIP	-0.7278
NDUFV1	0.32475
