Hybridization REF	TCGA-AN-A0FZ-01A-11R-A034-07
DOK7	-0.36875
TFPI2	-0.72325
GTF2H3	-1.06966666666667
CYP4F11	2.263125
LHX2	-4.6735
ATG16L1	1.23
ASB12	-1.173
C1orf116	-1.101625
NF2	-0.83195
POM121	-0.849
PHYHD1	1.4478
TXNDC17	-0.7445
DKFZp779O175	-0.634
NUP62	-0.348
MYO18B	-2.315
PRAMEF1	-0.2105
TCBA1	1.331375
TMEM168	-0.2285
FJX1	-1.45816666666667
CLCF1	-1.32425
SEPN1	0.73075
IGSF2	-0.7545
NUDCD1	0.445333333333333
TFF3	3.1715
NDFIP1	0.601714285714286
CHCHD4	0.0955
TNR	-0.5665
CUTA	0.0323333333333333
USP44	-3.94475
DPP10	-0.7802
IWS1	-0.0668333333333334
PCGF1	-0.02325
SULT1C4	-0.369
NTF5	3.57225
PTPN13	-1.73375
SSTR5	0.0135
SFRP1	-3.992625
IDH3B	-1.073375
SUOX	1.185
TMCO5	0.49475
GOLT1B	-0.5225
MIB1	-0.275071428571429
PCDHGB1	1.893
SUSD1	-0.123
ICAM5	-3.04666666666667
PAPOLB	0.34375
URM1	-0.0201
TMEM106B	-1.36666666666667
LRIG2	-0.70675
SLC27A5	-0.56275
CLIC6	-0.5437
ZNF420	-0.417333333333333
SCN9A	-1.2
KIAA1909	1.04825
ELMOD1	-2.79066666666667
PRKAG1	0.1035
FAM64A	-2.02344444444444
EEF1G	-0.76855
SMAD5	-0.013
INCENP	-1.51875
WASF2	-0.635
GARS	-0.7569
CDK10	-0.8956
HLX	0.123666666666667
MDM4	-0.58725
ZNRF1	0.0949285714285714
HHATL	-1.41483333333333
FAM21C	0.2504
HIST2H3C	-0.034
PFDN2	0.691125
ZNF200	-0.148
NDN	0.2935
HBA2	-2.9085
FBLN5	1.737625
PUM1	0.0423571428571429
TNNT1	0.403833333333333
C19orf59	4.34866666666667
HNRPH2	0.758666666666667
RAB7A	0.6235
PMS2	-0.5695
BIRC3	-2.302
NRSN2	0.786875
OR52K2	0.455333333333333
SPOCK1	1.53878571428571
H2AFY	0.262
RXRB	-1.11125
ZNF638	-0.296833333333333
ANKRD45	-0.917
ACTN4	0.33
FXC1	1.21425
EIF2B5	0.0315
VPS33A	-0.66025
PINK1	0.516
FAM106A	-0.553
SKIP	0.7356875
GAPDHS	0.567
MUM1L1	0.2275
PSTPIP1	-0.5375
CNTNAP1	-1.5954
CYP26A1	-3.7245
APOL2	-0.1271
TACC2	0.821375
COX7A2L	0.4655
HSD17B1	0.730125
ARRB2	-1.1655
SLC7A6	-0.3662
HSD17B10	-0.29225
RBJ	-0.70475
NUP155	-2.3315
MRPL10	-0.306333333333333
CYCS	-0.517416666666667
CCDC46	-0.776666666666667
TECTA	0.306
GNAL	-1.144
LPO	0.812
PEBP4	0.32725
DDX11	-2.28625
C18orf12	0.787
TAF9B	-0.838
IMP4	0.27925
RPA4	-2.17
NDUFS1	-1.0885
UPK1A	-0.881
ARRDC2	0.573166666666667
C18orf20	1.256
AES	-0.0910714285714286
CD2BP2	0.397333333333333
C16orf54	-0.617
UGT2B17	-2.446875
FGFR1	-0.281772727272727
CEACAM6	0.5059
CHRM5	0.112
CERK	-1.477625
AP3S2	0.812857142857143
ANKS4B	-1.563
CLCNKA	0.055
ZNF208	0.221666666666667
HLA-DRB5	5.3315
CARKL	-0.32975
GOT1	-0.627
CASP6	0.4915
HOXA1	-0.21
RCL1	0.08625
ZNF181	-0.4385
RAB40B	0.4495
MRPL38	0.029625
LRRN2	-0.0735
C3orf25	0.0145
OR5D14	0.707
OR10AG1	-0.474
BET1L	0.4349
FRY	3.059
AK3L1	-1.08875
CSF3R	3.45833333333333
POLR3K	1.70616666666667
ATG2B	0.452333333333333
EPS8	0.2095
DARS	-0.462
C10orf56	0.0111666666666667
DAD1	0.880083333333333
RIOK1	-0.7325
HERC2	-0.24125
HSD11B2	3.16183333333333
FAM96B	0.402
MGC13057	-1.24325
BSN	0.27625
CAND1	0.554333333333333
HCST	1.548
ACTR10	0.220666666666667
OR8D4	0.4435
NASP	-1.6268
COL9A2	-0.556833333333333
LYZL1	1.1545
GPC5	-2.05475
TBL3	-0.577666666666667
CENTD2	1.3759
OR5AP2	0.4905
TLR1	0.7365
LMO6	0.1045
ZIC2	0.00275000000000003
CPNE5	0.64425
ZMYND15	0.26575
FLJ22374	1.90175
CCDC106	0.71775
PARP16	-0.615
PDIA3	-0.1395
C14orf126	0.99125
CECR2	1.5375
SFRS1	-0.0660714285714286
FIGLA	0.592
DCP1A	-0.029
MGC45800	-1.9433
TEKT1	0.0133333333333334
C10orf67	-0.1065
CLN5	0.581875
NTN2L	0.583
GLE1L	-0.36025
CES2	-0.1554
GNAS	-0.611277777777778
DDX53	-0.4085
TSPAN13	3.53125
MRPL52	0.8542
SPIRE2	-0.3585
TAS2R39	0.42175
SCUBE3	-0.14475
UCRC	0.0859
CDKL3	-0.7205
KIAA1715	-1.2423
ZNF345	-1.2375
RTF1	0.459125
DHRS7	1.913
RIPK4	-1.31783333333333
EXOSC2	-1.58866666666667
MS4A2	-0.401
FGF17	0.17
WDR59	-0.084375
EVI2A	-2.2765
IL17RC	0.4145
HS3ST1	1.75575
ITGB1BP2	-1.432
RBPJ	-0.55
GIMAP1	2.885
INE1	-0.959333333333333
ALDH18A1	-0.193875
TPI1	-1.379625
GATA6	0.25025
CABP1	-0.807166666666667
ZNF484	1.04025
DAPK3	0.4005
GJB1	-3.27775
PIN1	-0.864625
SLC6A15	-4.328
CNO	0.07325
RIN2	1.563125
FRRS1	0.467
CYorf15B	-3.90075
DMRT3	0.27625
ATAD1	-0.9215
OTUD4	-0.421166666666667
ATOH8	-1.78725
ZSCAN16	0.608375
ASCC1	-0.339
OTUD3	0.3365
MGC33212	-1.50483333333333
YME1L1	0.261
RP11-218C14.6	0.142
PCBP4	-0.05375
TNFRSF10A	-0.7955
CDH10	-3.667
KL	1.55628571428571
SCP2	0.493
C9orf119	0.194
SON	-0.0634166666666667
MAFK	0.314
SBNO2	0.4655
SLC6A6	0.820416666666667
SC4MOL	-0.49325
FAM35B	-0.40325
PPP1R9A	-4.03675
PDZRN3	-0.175875
CXorf20	1.1045
C6orf126	2.0365
AVEN	0.1415
FLJ21075	-1.5005
C14orf132	-0.93125
PCK2	-0.352125
GUCY2C	0.154
BARX2	2.279
PEX11G	2.0355
DAO	-0.537
C10orf49	0.197333333333333
EDNRA	2.441
PPP2R5A	1.3129
DDX39	-1.29616666666667
SERF1A	-0.78725
ASCIZ	0.5059
FNDC8	0.0385
PTMS	-0.12875
PHF7	-0.03775
PIP4K2B	0.29525
HHLA2	0.093
BDH2	-0.38
APOBEC2	-0.41675
PENK	-0.0983333333333333
SMAD9	-1.9715
MT3	-1.3615
RGL1	-0.773142857142857
ATG10	-1.36
DLGAP4	1.13083333333333
APPBP2	-0.494714285714286
BACE2	0.0956428571428571
LOC339344	0.455666666666667
ZNF395	-1.350375
HIST1H2BL	-0.873
ZNF467	1.302375
SLC25A21	-2.48075
PALM2	-1.13416666666667
NSUN5C	-0.8695
IL5	-0.7129
CLSTN2	1.5895
ANXA8L2	-1.34325
PTGES	2.33275
GDAP1L1	-2.3425
OPRK1	-1.1695
WDR20	0.9365
C12orf4	-0.095125
NUP88	-1.434875
XRCC6BP1	-0.717333333333333
FCGBP	0.158714285714286
LEMD2	0.29075
NOMO1	-0.20225
C10orf79	0.4385
ZNF79	0.7019
OCRL	0.2467
HSPA8	-0.379708333333333
DIDO1	1.22266666666667
PLA2R1	0.771
COG3	0.8556
NGDN	0.55125
CBFA2T2	0.745125
PNOC	-3.55375
PRRG1	1.25708333333333
AGGF1	-0.721857142857143
DPF2	0.957
YIPF7	1.176
TRPV5	-0.09225
ZNF322B	1.70825
MED12	0.293166666666667
CARS	-0.723
ABCC11	-0.328833333333333
C9orf25	0.5305
MYH1	1.025
FRYL	0.454666666666667
AGTRAP	0.54425
MMP27	9.274
ZNF432	-0.367
OR8D1	0.274
OR13D1	0.33025
VWA1	2.12525
STON1	0.6455
IL5RA	0.14925
PERP	0.492
C10orf107	-0.757
TNFSF12	2.5915
FN1	0.922416666666667
MTR	-0.748333333333333
PHLPPL	-0.161
ZNF425	0.0685
DHFR	-1.96411111111111
PPP1R12A	0.180375
RSPO2	-0.985285714285714
ZNF7	0.8525
ZNF583	-1.0295
TPMT	-1.12183333333333
GPR132	0.130875
OR2T12	0.00675000000000001
SERTAD2	-0.1267
ATP1A1	-0.7462
FRMPD3	1.69525
ZNF672	-0.11
PLXNB3	1.461
EML5	0.928
FAIM3	1.1205
UBQLN2	0.22725
SORCS2	1.345
PRIM2	-1.294
ACVR2A	0.188666666666667
YWHAZ	1.43558333333333
PGM2L1	0.759428571428571
GNAO1	-0.186416666666667
RPL10	-0.5219
RPS6KA6	-1.033
PFKL	-0.112
SH3D19	0.680625
AURKB	-2.671
ZC3H6	0.014875
DISC1	0.1845
FLJ39660	-2.40583333333333
TMEM25	1.6425
OSBPL10	2.383875
CLTCL1	-2.108
ALG6	-0.63475
CATSPER4	0.6195
LRTM1	0.0705
RRAD	1.98033333333333
TIPIN	-3.15375
CARD14	2.739625
RBM9	-1.05983333333333
RASSF4	-1.26375
SLC25A18	-0.257166666666667
C6orf58	-0.986
IGHD	0.5895
PLA2G6	-0.222
TPT1	1.303125
SEC63	0.2171
CCDC113	-0.1215
TDRD10	0.262625
KIAA1666	0.844875
TOR1AIP1	0.4375
SYTL4	1.50666666666667
SPRR2F	-1.2985
CEBPD	4.6535
SNTG2	-3.35725
C20orf77	0.797166666666667
TAS2R49	0.3205
C6orf173	-1.56783333333333
SVEP1	0.2073
PXN	-0.681
VIL2	1.56341666666667
C5orf21	0.242
DIXDC1	-0.191875
GANAB	-0.649166666666667
PDSS1	-1.494
NGFR	-0.549625
ATP8B4	0.49775
BMP8A	0.3225
CCDC132	-0.6465
GNRH1	-2.05575
OR10T2	-0.394
PDGFD	2.60016666666667
OR6W1P	0.2635
HARS	-0.150416666666667
KRT77	0.3115
AQP8	-0.33625
ITGB1	0.6642
ZNF254	-0.0265
PAX1	0.182166666666667
PSMC4	-0.4334
ANKRD22	0.815
PSMD8	-0.0765
HTR1E	-0.0828333333333333
SOX10	-2.5039
OR5B2	0.721
RABGEF1	-0.993785714285714
MAP1LC3B	-0.4645
CYB5R4	1.02375
AGXT2L1	-2.739
FLJ41603	2.85033333333333
TRAPPC2	0.647333333333333
FNTB	0.0101
FLJ14107	-1.75966666666667
AURKAIP1	0.47
DSE	1.28675
NFKBIZ	2.64633333333333
OSBPL3	-2.38283333333333
LOC130576	1.82575
SLC39A9	1.10016666666667
LOC137886	0.458
RHCE	-2.84
ATG7	0.791166666666666
FAM82A	-0.143833333333333
FBN3	-0.15
MCFD2	-0.629166666666667
CASP14	-0.147
EPS15	1.3195
SFRS2B	-0.2945
C19orf47	0.77
PLAC9	0.598
GPR23	-0.2645
BTNL3	-0.3395
RGS8	1.3815
GNS	1.563375
ENO2	-3.9915
CBX1	-0.317
PEX26	0.3725
LRP5	-1.8535
ADAMTSL4	-1.29866666666667
ARR3	0.000166666666666648
MAP1A	-0.2875
CD2	1.3285
NAV2	-1.826
TMEM69	-0.96275
ATXN7	-1.66483333333333
CHN2	1.444
ZNF781	-1.75033333333333
HAS2	-3.43316666666667
KIAA0241	1.52533333333333
BIC	-0.2095
MOBKL2A	0.473
CYP2C9	0.1875
CNOT7	-0.632642857142857
SFRS10	-0.66925
CST11	0.92725
FLJ37543	0.531
NKAP	-0.47
RUNX1T1	2.53325
EAF1	1.5977
IL4I1	0.88575
LRRC61	0.329333333333333
PSIP1	-1.87783333333333
SPRR4	1.25
ZFP90	0.180166666666667
AP2B1	0.708923076923077
SLC30A7	0.99175
C7orf28A	-0.0168333333333333
S100B	-2.65766666666667
BMP2	-3.26
ESR1	3.69791666666667
ZFPL1	-0.40075
ARHGAP12	1.8895
LRRC19	-0.1545
ZNF767	-1.17183333333333
NACA	-0.0698
OLIG1	-2.209375
PRF1	-1.17775
LST1	2.03366666666667
SPATA9	0.448833333333333
CNFN	0.4495
CDK4	-0.6743
TCF15	0.1175
PARC	0.14475
PPM2C	1.0605
LOC283345	-1.296
FAM107B	0.80425
DMXL1	-0.021125
RBM3	0.406
HTR5A	-0.9004
SCFD1	0.0171666666666667
EPHB3	1.378125
ROPN1L	-0.854833333333333
RAMP3	0.44025
TSPYL5	2.45327272727273
GAP43	-2.3775
PAPD4	-0.50575
PDE3A	-1.8805
TNFRSF10C	1.768
JMJD5	0.554666666666667
RASGEF1A	4.742
C16orf65	-0.2774
HIPK3	2.09216666666667
XYLT2	0.54425
XPOT	-0.623166666666667
GAL3ST1	-1.4515
DHCR7	-1.38575
AMIGO3	0.0193333333333333
FGFR4	-1.729
CRAT	-0.08125
PPP1R14D	0.949
TRIM14	-0.1906
TMPRSS11D	0.3085
SLC7A11	-3.54421428571429
OR10H2	0.611
PPM1E	-1.5802
DOCK4	0.4605
FAM127A	0.044625
ENOPH1	0.90275
SLC5A3	0.1629
ZNF530	-0.2183
NTS	-6.3295
FRMD4A	0.602875
BCL11B	-4.2865
PRM1	0.152
UQCC	0.5588
S100A16	-0.934
PLS3	-0.76
WWOX	-0.583857142857143
CCDC23	-0.182
GTSE1	-2.0745
GP2	0.5225
FLJ32549	0.5145
CHIT1	0.86
KLF9	0.0395
RPS24	-0.3989
MIA	-2.50975
FIGN	-0.819
PYROXD1	-0.802875
PCSK2	-0.55375
MRPL9	-0.3405
RPL24	-0.26575
C12orf32	-0.628625
HIST1H2BE	-1.03375
RGS18	1.03825
LFNG	1.565375
RAB4B	0.3754
FBXO25	-0.427
TSPAN31	1.41883333333333
ARL8A	1.07685714285714
C10orf83	-0.6843
OR51B6	-0.405
CNKSR2	0.30675
C1orf156	0.989
IBSP	3.6155
GFRA2	-0.067
ALKBH7	1.1449
NEK10	2.71025
VN1R3	0.654833333333333
LOC91948	0.642
CPZ	-1.01475
IHPK3	1.01633333333333
COL8A1	1.2025
RBPJL	0.394
OR10A4	0.224
CASP8AP2	-0.671
MMP12	0.0948333333333333
OR8B12	-0.6295
CDCA5	-2.66883333333333
LIX1L	-1.33425
PEX11B	1.336875
GABRA1	0.372
HABP2	-0.0445
REEP1	0.944
FBXO15	-1.571
CD68	0.36875
WFDC9	-0.187
GHDC	1.591
SMARCA1	-2.264
SPAST	-0.147666666666667
PLXND1	0.86975
MLCK	-0.165
INTS5	-0.506
BSG	-0.616357142857143
PARP8	0.747333333333333
TEAD4	-0.968
ZNF498	-0.87675
TMEM89	0.422
DTX4	-0.015625
TNRC6B	0.379625
ARMC2	-0.377125
FGFBP1	-3.29516666666667
TIMM8A	-1.2185
AJAP1	-1.9922
ZNF608	-1.026
SLC25A42	-1.063625
SYP	-0.238166666666667
MMP11	3.7255
USP40	0.0732
C3orf62	-0.5985
MYO1E	-1.2213
LRFN4	-0.46675
XCL1	-1.2295
GPR155	-1.122
VPS29	-0.06075
CARHSP1	0.41875
ARHGAP20	0.824166666666667
GREM2	-0.7765
CCDC102B	1.95725
ZNF577	0.696333333333333
HDDC2	0.201875
SHC2	2.0915
NCOA5	1.406
INPPL1	1.399
CHGB	-2.6483
IHH	0.1465
DDEF2	0.491083333333333
DIAPH3	-2.169
BUB3	-0.886166666666667
GGH	-2.82855555555556
VPS35	0.4592
CNN2	-0.0319166666666666
ASNA1	-0.448
WDTC1	0.4765
AMAC1	1.2885
HAS3	-0.3655
SLC1A6	-1.82833333333333
ZNF563	1.0635
C1S	2.1115
TCF7L1	-0.608875
OR10Z1	0.997
ME2	-1.4923
C6orf151	-0.694625
KPNA4	0.0663
GLO1	-0.811125
WDR61	-0.795833333333333
CD302	1.80175
SIRT7	0.896666666666667
C11orf59	0.23625
PKIG	-1.42175
PPIL3	-0.175
CCDC74B	0.74975
ZNF528	-0.41075
EFNA5	0.112
FCGRT	2.66925
NOL4	0.299444444444444
CCS	-0.598
LOC374491	2.1905
MFSD7	3.8585
ZNF555	0.4015
LIMS3	-1.62825
TSSC4	0.5575
COL11A2	-0.966
C1orf119	1.28666666666667
BPNT1	-0.9415
CHRNA6	0.509
C1orf173	1.3837
PLD2	-0.017
ORC1L	-4.03225
SASH1	-0.293375
CDC14B	-2.2755
RLBP1L1	1.28
LDLRAP1	0.2942
NAT8B	2.5005
HHEX	-1.82
LGALS7	1.819
PLCH1	-2.44183333333333
OR1M1	-0.0445
PRAMEF16	-0.34775
HECTD1	0.3575
C14orf39	-0.039
TLN2	0.3669
HDAC4	-0.717357142857143
SYCP2L	-1.5105
GLRA1	0.481
RPS6	-0.510625
hCG_1757335	1.615
KLHL1	-1.2985
CTNNBIP1	1.18983333333333
SCAND2	-0.9806
HMGN2	0.2172
YAF2	0.04925
BRPF1	-0.33475
LIAS	-1.73175
CTA-246H3.1	-4.3605
SAG	5.43475
C20orf10	0.74725
HNRNPA2B1	-1.3305
GADD45A	-0.411666666666667
MSH4	0.4615
TMEM70	0.8895
HIST1H2AM	-1.126875
C19orf26	-0.273833333333333
C1orf50	0.413
GNG3	0.4925
FTO	-0.3
CALCB	-2.4355
PPP3R1	-0.05625
C15orf42	-2.408875
CCNJ	-0.19475
GNAZ	-0.391533333333333
PSD	0.3545
FAM57A	-2.0525
STIM2	-0.2735
DHX8	0.66575
MOGAT3	-0.08325
UBE3B	0.474833333333333
PLAT	0.370166666666667
C6orf206	1.1265
COPE	-0.6839
EIF3A	-0.142125
C1QL2	-1.08775
IQCE	1.296
KIAA0182	0.611666666666667
SLC22A7	-0.1928
PPFIA2	1.3995
ADAMTS15	0.3355
ODZ1	0.261
THBS4	3.5975
ARHGAP1	0.881875
B4GALNT3	0.313666666666667
FCHO1	0.128
LOC440456	0.24725
HOXD10	-1.246
CXCR3	0.626166666666667
CHI3L2	-2.698125
SRPX2	3.133
ZNF132	0.549166666666667
UBAC2	-0.176833333333333
RPL32P3	-0.631
CBWD6	0.4555
ST6GALNAC4	-0.0525
KIAA0391	0.4575
LOC388969	0.03275
KRTAP5-8	-0.540166666666667
ZNF786	-0.30875
LYVE1	2.97083333333333
GPR144	-1.61
APOH	-5.7405
TSC22D2	0.555166666666667
PLCD1	0.91475
FLG2	0.5675
M-RIP	-0.4659
NDUFV1	-0.7115
POLDIP2	-0.694666666666667
RAB3GAP2	0.474833333333333
RPSAP15	-0.93925
CLEC7A	0.348285714285714
HSPA14	-0.6625
TAAR5	0.583
FAM132A	2.1385
C2orf43	-0.14475
OR10V1	0.629
SELPLG	-0.357
C1QTNF6	1.2955
OPCML	2.3058
DTYMK	-0.214
ALDH16A1	-0.339375
F13B	-1.097
MGC16169	0.666
KIRREL2	-0.933833333333333
C14orf32	-0.0115833333333334
SLAIN2	0.8796
HSD3B2	0.591
AMMECR1L	0.3551
LRRC37B	-0.1335
HMG20A	-0.434166666666667
C22orf27	0.1141
FBXL22	0.6405
AP1B1	0.120833333333333
TNKS1BP1	0.608
CD74	3.16725
HSPA12B	3.47133333333333
PLSCR1	0.647166666666667
SLC35E1	-0.625333333333333
FEZ1	-1.41625
APOD	6.633875
C16orf44	-0.27775
C1orf166	0.027
KCTD11	-0.1865
NELF	-1.7995
SRP54	0.566666666666667
MGC35361	-0.5075
GPR35	-2.346
NRGN	-0.8355
SIGLEC12	0.11225
SCN1B	-0.0545
IFNW1	0.9265
STAR	-4.63475
HLA-DQA2	3.10866666666667
RNASEH2B	-1.17275
TAAR2	0.015
VAMP5	0.4195
TUBA1C	-1.15492857142857
PIK3R2	-0.054875
ARD1A	0.0281666666666667
EBF2	0.6145
CAMSAP1L1	0.513
CYP3A43	0.644
AKR1B1	-2.413
KIAA1729	0.226125
KAL1	0.0555
CYBB	-0.471375
UXS1	-0.50175
LOC338579	1.177
C11orf45	1.07375
SHB	0.194
IKZF4	0.535625
NDUFA1	0.13125
HSPE1	0.2085
C1orf215	-0.611
GPR113	-0.465833333333333
ZNF573	0.2885
TBX18	-0.3135
GGTA1	5.2
PCDHGA8	0.1815
RPS6KL1	0.29925
DPP9	0.2035
SLC43A2	0.222125
COPS3	-1.865
PMPCB	-0.892166666666667
HYLS1	-0.777
LSM8	-1.02883333333333
PDE6B	2.860625
C10orf118	1.0656
OR1C1	0.236333333333333
ZNF415	0.363
OR2F1	0.094
ZDHHC13	2.32725
FZD8	-0.6603
TCEA1	0.4136
SUSD4	3.09475
C22orf24	0.221
TNFRSF14	0.89275
TRIM28	-0.982333333333333
FGF5	-2.62814285714286
CSPG5	-1.18216666666667
RNF133	0.82175
FKBP15	-0.1055
BZW2	0.19775
NSMCE1	0.356
PTPRN	-0.3455
TST	0.604125
POP1	0.2545
RNF24	-0.965
SFRS4	-0.614375
REPS1	-0.30025
CD70	-0.731166666666667
PDXDC1	0.0861249999999999
SRC	1.8285
NTNG1	-2.34883333333333
SETD1B	0.17475
TINP1	-0.2227
ZNF606	0.745
SSR1	0.446625
RGNEF	-0.857166666666667
NFS1	-0.621833333333333
CENTB5	-0.725916666666667
CRMP1	-1.0765
ADAM18	0.74675
CCDC87	1.4895
LRRC8B	-0.5885
CSNK1G1	-0.337666666666667
MAFB	1.5225
C12orf45	-0.496
C1orf54	2.74475
DPEP1	0.47
FLJ13137	1.181
C14orf118	0.6895
ANKRD19	0.764583333333333
ABCA9	0.5744
TMEM87A	1.3609
BBS5	0.472
CYP17A1	0.076125
SCG3	-2.36366666666667
ESCO2	-2.502
GFER	2.13233333333333
NRIP2	0.0946666666666667
DDX59	0.636166666666667
RIC8B	-0.5104
TNNI1	-0.2175
KTELC1	-0.0264166666666667
GPR85	0.208166666666667
SP3	1.089625
GOSR2	0.340833333333333
DDX1	-0.555
DSCR9	1.0685
KIAA1984	-1.3165
FLRT3	-3.38225
RNPS1	-0.297857142857143
ZNF772	0.617
SLC25A10	0.817
ADAMTS3	-1.6243
TBC1D7	-1.92975
PCYOX1L	0.11275
LOC339745	2.044
VPS54	-1.056875
PCDHB12	0.919
C4orf6	2.05175
CCL5	1.383625
PEX5	-0.4715
LENG1	0.502833333333333
LOC51336	-2.605
FLJ25371	-0.2815
WDR45L	0.751
SPAG8	0.218
GUCA1C	0.216
LOX	-1.45316666666667
FIZ1	-0.341
BAG5	0.285083333333333
BUD13	-0.855833333333333
MGC2752	0.19725
IQSEC3	0.0975
TGFBR3	-2.098
CASP9	-1.048875
PPA2	0.288625
MED24	0.4805
MAP3K7	0.152
SRPR	-0.3215
C17orf81	-1.572
RIPPLY1	0.3655
EID2	-0.56625
AKR1C1	-3.52916666666667
IMMP2L	-0.74075
SPSB4	0.487
BAG4	0.04225
ZNF32	2.31016666666667
KLHL34	0.55175
BRD2	-0.098125
IL32	-1.068
FAM53B	1.04133333333333
SLC7A1	-1.117125
KAAG1	-0.0305
CCDC54	-0.403666666666667
PRKCQ	-3.15075
TIRAP	0.126125
SPSB1	1.507
USP36	0.6035
FLJ32569	0.785
LYZ	-2.717
TMEM186	0.1625
TPM2	0.5515
C9orf100	-0.520333333333333
PPP1R11	0.6795
OLFML3	1.2607
ELAVL1	-0.083
DNAJC17	0.658833333333333
ABCA2	-0.18925
BNIP3L	-2.062
ATP10D	1.439
GALNT8	-0.901166666666667
PRKCH	2.22525
USP12	0.05825
STXBP1	-0.853
LSM2	-0.807166666666667
ANKRD30A	0.2675
LAP3	-0.2315
C9orf40	-2.002
KATNAL2	0.185166666666667
RG9MTD2	0.89225
PNPLA7	-0.193
IDH1	1.6645
C1orf57	-0.72225
XRCC5	-0.2179
TBRG4	-1.51675
DCDC5	-0.298333333333333
POU5F1	-4.75575
RAB1A	0.999071428571429
KRTAP15-1	0.119
INHA	-0.881333333333333
WDR90	-0.091625
MLL2	0.679833333333333
FAM104B	-0.8265
SF3B14	-0.3485
STX1B	0.484
SNX12	0.57375
KMO	0.980166666666667
FAM100B	-0.00725
CDRT15	0.0775
RAB9A	0.416333333333333
RUFY3	-0.664
UBE2U	0.3178
NFKB1	1.4852
FBXO38	1.123125
VRK3	0.137
TUBB8	-0.824
IFNA6	-2.78
AYTL1	0.4255
RBP3	0.109571428571429
MUC13	-1.36125
C8orf30A	1.487
MFAP1	0.302
NHLH1	0.44675
CXorf34	-0.86975
SP8	-2.5975
RNF151	0.2515
TDRD7	0.6
KCND2	2.22825
FKBP9L	0.337
C17orf44	1.308125
TIMM17B	-0.1235
WIPF1	-0.1507
SNX15	-1.033
IGF2R	0.208
SBSN	-0.701
RBM15B	-0.22575
AGBL5	-0.962916666666667
APEX2	0.61925
C17orf39	-1.067
UBE3A	-0.0583
SPANXC	-2.5675
TGFB1I1	0.0145
RBM13	-0.27075
TOP2B	0.155833333333333
NPVF	-0.248
RIMS4	2.419125
RAD54L2	-0.204833333333333
RSPO3	0.4796
C2orf47	-0.099
TSPAN4	-1.67491666666667
DNAL1	-0.0435
DKFZp761E198	-0.81325
NLE1	-0.16875
TPST1	-0.79275
SREBF1	1.310625
CLEC12B	-0.3535
FUK	-0.13425
IL21	0.1285
LTK	-2.0335
DKKL1	-0.4935
EPAS1	0.2885
UBTF	0.2272
HIST2H2AB	-0.251333333333333
TMPRSS12	0.846
KIAA0427	0.365
CYP8B1	-0.863166666666667
FPRL2	2.858
LOC402573	-0.61175
HSDL2	-0.42
SEMA6B	-0.402666666666667
AKR1A1	0.745428571428571
CLTB	0.201
NXT2	0.4365
HSPB7	-1.848
MLLT11	-2.04116666666667
OLFM3	0.5646
SEC61B	0.422083333333333
GPR139	-0.64
RRP15	-0.25525
OR3A2	-0.3125
RSL1D1	0.051375
P2RX7	-1.66216666666667
PSME2	0.61925
ADNP2	0.1555
RBM25	0.19725
IFITM1	-0.6905
POLR2E	-0.67225
ZNF643	-1.345
ZBTB25	-1.0895
SPTBN4	0.566875
FBXO28	-0.167
CLEC10A	0.87375
EPHA8	0.92
BEST4	-0.3645
GAS6	-0.171333333333333
TSHR	0.17375
TMTC1	-0.565285714285714
GSTM2	0.7195
ETV1	-1.070625
ADAM11	-1.285
ERGIC2	-0.210833333333333
ATP6V0E2	0.158
HGFAC	-2.95033333333333
CTTNBP2NL	0.65125
FLJ20628	-0.5395
MTCH2	-0.3415
BACH2	-0.5
AUTS2	1.549
FSD1L	-0.42875
RPRM	-0.447333333333333
PPP2R3A	0.106833333333333
BAT2	-1.44175
LPHN2	-0.065
MGC71993	-0.00716666666666667
PPARGC1B	-0.23525
CENPT	-1.629875
RNF123	-0.479
COL27A1	-1.5401
ZP2	-0.3165
C2orf21	0.6845
CCDC78	-0.09725
MCM8	-2.45366666666667
PHLDB2	-1.521625
PLAUR	-1.071875
HDPY-30	0.076
BMP5	-3.3545
MUM1	0.18225
FAM62C	0.0295
MID2	1.80816666666667
SYT16	-0.32
ISG20L1	-0.6623
C2orf40	1.53425
SRRM2	0.955714285714286
FCRL1	0.187625
C1orf90	1.52666666666667
MEP1B	0.5485
PCSK7	-0.5042
PBX2	0.48925
CENTB1	-1.243
GLT6D1	-0.941
HGS	0.54
WDR51B	-0.80725
KCNJ8	1.88
NOL10	0.08275
EDEM3	0.217125
TCOF1	-1.08516666666667
SLC16A1	-4.02266666666667
SF3B3	-1.13575
NUDT21	-0.4065
ZNF235	-0.3905
KIAA0644	4.268
ERC1	0.394625
NKIRAS2	0.46
TRMT5	0.066
PPP1R7	-0.08925
C14orf177	-1.42
HTRA4	0.148
FAM139A	-0.384833333333333
C16orf30	5.7975
C10orf32	1.01125
VCX2	0.31125
MGC27016	0.61075
LARP5	1.63116666666667
THNSL2	2.198
TRADD	0.927666666666667
C1QTNF1	0.418875
C1orf43	0.6298
AS3MT	-2.089
SCARF1	2.02425
PHF23	-0.57375
B3GNT2	0.905166666666667
FNBP1	-0.68
ZNF780A	0.443
MAGEB2	-2.567
FANCG	-1.259
EYA2	1.18608333333333
ZNF471	-0.013125
