Hybridization REF	TCGA-AO-A03V-01A-11R-A115-07
CRAMP1L	1.369625
CHST12	-1.20025
RAB22A	1.95941666666667
TARDBP	-0.404428571428571
STAU1	1.6795
CRB3	1.84666666666667
MIG7	-1.5455
CHMP1A	-0.038
ZNF160	2.418625
B3GALT6	0.10625
BARX1	-2.22916666666667
C6orf167	-2.806875
NXNL1	0.0915
DHX29	0.09725
HADHB	0.3225
PLXNB2	1.331875
ILDR1	-0.50025
SLC15A3	1.885
GAS2	-2.65666666666667
C20orf69	0.75525
NUMB	-0.0265
TNIP1	0.645875
MESP1	-0.681166666666667
PSKH1	0.154
NSFL1C	0.767875
RHOG	0.005
HEY1	-0.358666666666667
KNG1	-2.558375
ITGAX	1.2121
LIN9	-1.48816666666667
CANT1	0.614
XRN1	0.386785714285714
CCDC96	1.4335
HEATR6	-1.70733333333333
GNG7	0.982333333333333
RUNX2	0.997125
SOX1	-0.2805
FCRL5	0.4496
ZNF99	1.348125
FAM9A	-1.292
SNX22	0.819166666666666
MBNL3	-1.85766666666667
ODC1	-2.5789
ADORA2B	-2.20283333333333
NR2F6	1.589
ZFYVE16	0.1535
SYNJ2BP	1.164
POLE	-1.25775
E2F2	-1.922875
THRA	-0.334333333333333
PTGES2	-1.12666666666667
HIP1R	0.0236666666666667
TMUB1	-0.194333333333333
ENO3	-2.2475
RSPH10B	0.794
CXorf39	0.751375
IRGC	0.22025
GPR109B	0.2485
FLJ13305	-0.094
LCE3A	-0.54
TNFRSF18	-1.33166666666667
DET1	1.0495
TRPM3	-0.128916666666667
C16orf79	-1.0335
FECH	0.6735
RAP2A	0.702666666666667
CRIP1	2.72233333333333
AZIN1	0.00662500000000001
SLC7A7	2.25375
IL10RA	0.162
TMEM64	-2.15975
CDC42EP4	0.5071
C16orf58	0.6992
ARG2	-3.65125
POU5F1P4	-3.71125
FAM62B	-0.103125
DNAH8	-2.2064
ASH2L	-0.156125
TSLP	-3.56683333333333
CNTNAP5	-0.278
TMEM16C	-1.13425
IFNA14	0.22
SLC1A3	-0.820375
CABYR	1.75325
BCL7B	0.000800000000000001
NUDT13	0.374666666666667
C13orf28	0.13625
C1orf53	0.29275
ARL6IP4	0.4981
RPL35A	-0.109
EMR3	0.3025
RAB40C	1.51966666666667
SLC41A1	-0.774
LRCH1	-0.00425000000000003
LY6G5B	-0.5995
FAM124A	-0.518923076923077
MGC10981	-4.14533333333333
CLIP3	0.7481
MAP4K2	0.0655
CHIC1	0.50875
SULF1	3.48066666666667
C20orf30	0.981214285714285
PRDM5	-1.316375
ELOVL1	0.49475
C11orf48	-1.14375
SLC39A10	0.758
KCNV1	0.13875
ACP1	-0.125666666666667
ZMYM2	-0.052
B3GNT6	-0.0205
C9orf69	0.01425
C2orf15	1.684
C20orf166	0.937
HSP90AA6P	2.3725
EDG7	-0.137
NEURL	1.6305
LPL	1.72383333333333
CLEC2D	-0.00828571428571425
GRRP1	1.5525
CD8B	-2.7324
HIST1H3D	-0.316166666666667
SLC6A12	0.02825
FAM27L	-0.345
CD84	1.5255
RASA1	0.3095
PHKG1	-0.2695
MAGEA11	-1.957
IMPA1	-2.1215
NPM3	-2.064
RARRES1	2.51875
SH3BP1	-0.16675
B3GNTL1	-1.2545
ARPC5L	0.00233333333333333
KLHL26	1.12275
SIM2	0.305875
GJC1	0.3235
C20orf194	1.19775
EXO1	-3.10125
SLC2A2	-2.9935
LOC285074	0.5745
LRG1	2.127
KIRREL	0.277
PIK3R1	2.25242857142857
C4orf34	1.375
MAF	-1.06683333333333
ADCY4	3.45033333333333
ZMIZ2	0.1988
SLC46A3	2.34766666666667
STAMBP	0.158166666666667
CCDC16	0.42875
MS4A12	0.194
TCF20	0.19675
LRRC46	0.88525
C20orf152	0.427
MRPS6	-0.527875
ABCB11	0.4995
KCNC2	3.34933333333333
CDH19	-2.3685
C9orf123	-0.143666666666667
SSH3	1.309625
LDLRAD1	-3.06125
CCBE1	-1.03925
ZNF135	3.709125
TAAR1	0.136
WFDC12	0.1455
CCDC42	-0.149
FLJ12529	0.25875
PER1	0.282166666666667
TIMM50	-1.0515
SMARCAD1	-1.00966666666667
FAM26C	0.3935
TP53TG3	-2.75183333333333
SH3RF1	1.8385
LMCD1	1.88675
GPR63	-0.697
FLJ21986	-2.344375
AIFM3	0.4595
MICAL1	-0.041
BLZF1	0.6535
IQCA	1.68783333333333
PCDHGC3	0.498
SAC	0.478
BCL6B	2.21516666666667
DDO	1.059
MARCO	2.05525
DCHS1	2.05666666666667
C1orf170	0.079
CD200R1	0.922833333333333
C22orf15	-1.0685
SEPT11	0.842333333333333
ADNP	0.5855
UST	0.0451
C13orf34	-1.77016666666667
RFFL	-0.459642857142857
APBA3	-0.596
C2orf60	-1.0315
CUTL1	0.6055
PMS1	-0.862875
ZNF689	0.8635
EIF3E	-0.52
IL9	-0.389333333333333
RPL31	-0.91525
LY9	0.7095
ATP2B3	-0.037
KDELR2	0.457375
TFCP2	0.22425
NLRP12	2.34325
FLJ45422	-0.08175
TLE4	-1.1338
ZNF570	-0.366
FLJ43806	0.21
TLK2	-0.77625
CIR	1.07825
MARS2	0.7785
COL24A1	1.01375
SDF2L1	-0.1915
HIBADH	-0.087
IGFBP3	-2.26021428571429
C12orf23	0.004
PSPC1	-0.1105
C20orf43	0.85025
TRAV20	0.0185
ARHGAP24	0.511375
KIAA1975	-1.048
C1QA	3.0524
DNTT	-4.93183333333333
C10orf6	-0.55025
C11orf41	-0.329125
HNRPF	1.069125
COL11A1	4.65166666666667
UBAP2	-0.594833333333333
CDKN2AIPNL	-1.2015
C20orf174	3.08175
SPRED2	1.45875
PLA2G12A	-0.405666666666667
ICEBERG	-2.6245
SCN10A	0.4155
C11orf65	-0.73125
GBP5	3.5705
PITPNC1	-0.7165
POU3F3	0.072
NCOA7	-0.219125
LIN7C	-0.0719
LOC348840	-0.581
NKX2-2	-3.754
ANKRD13D	0.142375
LOC123688	1.23125
FUT2	2.5785
TAAR8	0.291
FZD4	0.498666666666667
PNMA3	0.680333333333333
OR4L1	-0.107
WIT1	-3.24775
EXOC3L	1.566
ATPBD4	0.2935
KRBA1	-0.51
UBXD6	-0.995
HOXB7	-0.324428571428571
C7orf23	-0.4395
UNQ338	3.361
STAB2	1.9465
CDC20B	-0.16725
IRF9	2.52325
CENTG1	0.21425
TNPO2	-0.6995
MCPH1	0.51725
BMS1P5	-0.70075
SLC26A7	1.02225
HIST1H3J	-0.09425
C9orf3	-0.4465
LBH	0.84725
MYO1D	0.34825
PTDSS2	0.44625
NFU1	0.433
DEPDC4	-1.6445
WNT7B	2.3838
GLP2R	-0.357666666666667
SETD4	-0.3009
DYNLT3	0.0742
FKBP11	-1.02016666666667
SESTD1	1.24133333333333
FLII	0.03325
RPS16	-0.8946
CHPF	0.284833333333333
CSNK2A1	0.7685
SUMO1P1	-0.02975
FKBP6	-0.475
ZNF214	1.34583333333333
TWIST1	0.728833333333333
DDX56	-0.6835
TRAM1L1	1.1735
EPO	-0.446166666666667
MRPS18B	-0.46675
ZNF682	-0.217333333333333
RPL14	0.0473333333333333
MAFF	0.20275
LOC51136	-1.123
LY96	-1.1725
DDX20	-0.27975
ABTB1	1.22466666666667
ARL5A	1.0776
CCT6A	-0.7945
HEPACAM	-1.12666666666667
EHHADH	0.773166666666667
RBAK	1.4215
CGB1	0.5065
ITGB5	0.6912
YIPF3	0.886
FKBP2	0.696
NR1D1	0.205
TMEM110	0.099
NEK2	-1.69716666666667
PRAMEF8	-2.71425
C20orf52	-1.18733333333333
PCDHGA3	1.7335
VWA3B	0.369
NDUFA5	-0.127625
THAP9	0.9955
FLVCR2	-0.692833333333333
AP1S1	-2.255625
SMAD6	0.2055
SAV1	1.30625
SAT1	0.392125
ZNF251	1.199875
ADAMTS7	-0.0907
RPP38	0.6355
C1orf211	-1.138
YPEL2	1.1182
RBMS1	-0.15225
ZNF445	-0.206
NRXN2	0.550166666666667
PGBD4	-0.418125
UGT2B28	-1.9615
WBSCR16	-0.6582
NLRC3	0.2855
ASTL	0.15525
ST6GALNAC1	-3.10575
ZADH2	-1.04175
MLLT4	0.389666666666667
ARL6	-0.937833333333333
MEF2C	0.13825
CBFA2T3	-0.849
AFF3	2.48471428571429
COG7	0.467166666666667
MYB	-1.39533333333333
PLXNA3	0.4665
XRCC2	-2.45366666666667
MMS19	-1.144875
ST8SIA5	0.300375
CHPT1	-0.0755
KIAA1712	-1.4465
OR6X1	0.2605
ACTR3	0.91675
UGCG	1.3705
OR4P4	0.4545
ZAP70	-2.733
LPP	1.475
ZNF485	0.86875
PTPRCAP	0.324
IL12RB1	0.095
ATRX	0.5274
CHST8	-1.113875
C14orf109	0.1725
ARV1	-0.5015
NMB	-0.255857142857143
COX5A	-0.656666666666667
EIF6	-0.22175
MPPED2	1.01116666666667
SEMG1	-2.4925
CHRDL1	0.8315
TRAF3IP2	1.2485
WNK2	0.740875
LILRA4	2.4325
LAMA2	4.39325
PXT1	-0.557
RLBP1	-3.80325
CD300C	0.01025
SLTM	-0.138
FLJ10404	-0.3168125
APOBEC3D	-1.308
RENBP	0.513166666666667
ATXN7L1	-0.313
NID1	1.363
TUBGCP3	1.065625
ITIH5	1.28205555555556
CCDC110	1.6385
C8A	-3.22125
MGC87042	-2.3215
HOXC13	1.708
TFDP2	-1.4425
HCP5	1.22775
POLI	-0.0855
UCN	-1.74316666666667
ZNF764	0.693833333333333
C8orf45	0.85775
FHL3	-0.30525
SPATA5L1	-1.05425
MMRN2	3.052
NDST1	0.716666666666666
COL20A1	-0.3765
ZNF248	0.926666666666667
PELP1	-0.5725
MBL2	-3.5115
RNF41	0.6095
C5orf24	0.79925
THOC5	-1.04225
SERINC3	0.3245
RP11-151A6.2	-0.174
CDCP2	-0.4015
HIST1H2AA	0.39725
C11orf75	-0.8175
FKBP7	0.08075
DDOST	0.40525
GPNMB	0.082
TTF2	-1.276
KCNT1	0.0718333333333333
SLC39A14	-1.263375
NGRN	1.4461
GPR137B	1.55325
MECP2	0.355875
PSMA1	-0.217
C16orf73	-5.61375
TMEM60	-0.372166666666667
CSN3	0.7
NOS1	0.2955
RAB7L1	-0.4665
YBX2	-1.108
KIAA1166	-1.244125
FUBP3	0.424333333333333
ABCG1	2.337
ACACA	-1.2515
ARL11	0.4555
ATOH1	-0.2545
ODF1	0.281
CREB3L3	-1.93383333333333
TMEM127	1.73342857142857
DSCAML1	0.03625
PLN	2.166
LYPLA1	0.837083333333333
PRDM9	-2.2315
SASP	0.79675
PLUNC	0.348166666666667
INTU	-1.178
HISPPD1	-0.1615
LNPEP	0.0285
YARS2	-0.520666666666667
APCDD1L	-1.0575
ZCCHC4	-0.7824
FBXO22	-0.649333333333333
TTLL13	0.298
ZNF669	1.00916666666667
PTGDR	2.052
DDX27	1.36025
KIAA0409	-0.1235
GJB6	-0.0755
ASB8	0.76275
PLP2	-0.187833333333333
MEPE	3.36375
OR10J5	-0.286
KRT222P	0.78675
COQ7	0.372
C1orf101	1.2815
RERG	2.1538
CHMP5	-0.42375
THAP11	0.423125
ZNF43	1.41883333333333
ZRANB3	-0.751166666666667
KRT13	-0.394875
MRPL19	-0.570625
RBBP9	-0.486625
SPATA17	0.748375
BXDC5	0.549333333333333
PAFAH1B1	0.23675
MAGEE1	-0.704
OSTF1	0.188
KIAA0323	0.156833333333333
TXNDC13	1.4205
CNTN4	1.60075
LCE1B	0.187
UNQ501	0.80075
ZNF154	3.2965
C3orf64	0.11375
SYT5	0.4273
PON1	-0.2775
FLJ10357	-0.281875
ATP4A	-1.694
GNPDA1	-0.429
MGAT1	0.711166666666667
C14orf121	0.43425
SLC35B2	-1.02425
MIER3	0.2085
CHEK1	-4.2415
ZNF8	1.6215
TXNDC1	0.0866666666666667
CKB	-1.6191
RTN3	0.883357142857143
FZD2	-1.0735
PART1	-0.678
PSMB6	-1.008
PCDHB8	0.22
PHC3	0.5399
PPP1R8	-0.590833333333333
NOVA2	2.10883333333333
TNFRSF11B	-4.214375
GOLPH3	1.127
UBLCP1	-0.50575
SUHW3	-0.94675
TTLL1	1.0805
OPN4	0.0815
OR13G1	0.201
ZPBP2	0.015
HSD17B11	0.16475
C9orf50	-0.2455
DHDDS	0.546642857142857
CTSW	1.2051
NEFM	-2.35166666666667
MRPL28	-0.07625
SYN1	-0.0571666666666667
PIGV	-0.726333333333333
ZIM2	-1.545
APBB1	1.28
SND1	-0.183
C1orf123	-0.191833333333333
CHD3	0.223
BHLHB8	-0.11675
RNASE2	-0.493
BCAP31	0.5555
SLC25A44	0.196
CHD6	0.6596
PIB5PA	1.857
SELS	1.352125
LOC541471	0.307375
FAT2	0.2965
ZNF81	0.692
OR4C16	0.3185
FLJ10081	0.0387
LRRC4	0.8535
CS	0.0401666666666667
N4BP2	0.91975
IGFBP7	2.19325
ZNF318	0.0765
NDNL2	0.1575
ZNF609	1.61875
SIRT4	-1.7275
EXOSC10	-0.02075
ECE2	-0.335083333333333
OVGP1	0.9975
GTPBP3	-1.397
PACS2	0.055
C19orf36	-0.658
ARL4C	-1.06575
ATG4B	-0.526
UBQLNL	-0.1025
RHOXF2B	-3.733
PLEKHG2	-0.818
GALR1	-0.733
AQP4	0.161166666666667
HDAC7A	0.4785
DCUN1D3	-0.0995
OR8A1	-0.356
CCRN4L	0.0165
CBR4	-0.881166666666667
KIFC1	-2.70983333333333
SLC7A14	-1.773
LHX5	-0.3455
TRPC7	0.0735
LPXN	-1.45925
SERPINA1	-1.927875
RPS13	-0.0046
BPIL3	0.599
PRKAA1	-0.56025
FADS2	-1.1133
ENAH	-0.2046875
PRO1768	-0.996
APBA2BP	-0.627
LIPH	2.49633333333333
C3orf33	0.124
RCC2	-0.0246428571428572
ALDH1A2	-3.4853
RNF103	1.8135
AHCY	-1.316875
ALG12	0.8615
CCL17	2.1085
ZNF543	3.25433333333333
ESRRG	2.2844
CNGA1	0.6685
RDH5	-0.00783333333333333
OTX1	1.1267
PTGFR	-2.01116666666667
CDR2	-0.0265
SELE	3.86775
NLGN2	-0.225833333333333
EXOSC9	-1.837
ZNF566	1.3885
KLRC2	-4.1965
GPR12	0.707
KIAA0196	0.62875
PDRG1	-0.42725
SSR3	-0.958642857142857
MSI1	-0.6485
CST9	1.6985
CC2D1A	0.4045
PLAGL1	-0.569444444444444
ZNF778	-0.612
RNF2	-0.255875
KLF6	1.85616666666667
THBD	1.7495
tcag7.1314	-0.619
NR5A1	-0.232166666666667
ABCD2	0.32025
DNAJC7	-2.40975
CLEC4C	0.2685
TM2D3	1.6865
CCDC4	-0.683
PLAC2	0.4555
DCD	-0.276
FAAH	2.2735
POLA1	-0.386166666666667
TM7SF2	0.35
FLJ39822	-0.226333333333333
FLOT2	1.150625
MAP4K1	-0.480333333333333
SRP68	-0.383875
C21orf74	-0.398
ARPC5	0.300625
LOC126075	2.729
HECW2	0.935375
ZDHHC4	-0.4175
ANKRD42	1.4561
PDE9A	-0.949333333333333
ABCA8	2.80475
NDUFS2	-0.0315
UBR5	0.93425
BTBD16	-1.685
LOC554174	-0.408
ZNF20	1.2085
KIAA1843	0.169
WDR17	-0.842125
C15orf33	1.0145
RNF113A	-0.29
CAMKK1	-0.3339
CLCN2	0.0905
ANXA6	-0.946
LOC340069	0.2155
EMID1	1.5275
DPM3	-0.711583333333333
ELA1	0.477
SLC25A13	-0.8205
KRT24	-0.36975
SMPD1	0.867666666666667
TH	-0.03025
COL6A2	1.4315
ANKS1B	2.57325
GPR126	-3.2966
ZC3H12A	0.814
TMEM47	0.0486666666666666
C2orf51	-0.1955
C1orf88	2.33683333333333
HSF2BP	0.851
AKAP10	0.32075
RPAP3	-0.173
KLHDC8B	0.23075
STOM	1.0602
MUPCDH	-0.274
C10orf72	-0.164125
PLEKHA3	0.611333333333333
TCP11L1	-1.2505
CWF19L1	-0.169125
SPEF1	1.85130769230769
YSK4	0.035
ELN	2.0291
SAMD8	1.64066666666667
MPI	-1.46116666666667
MEPCE	0.0801
ABCC3	-2.900625
NANOGP1	-4.2315
KCNK17	-0.2165
HLA-DMB	3.4185
RRAGA	0.0585
ANGEL1	-0.55075
RBM32B	-0.0625
CPN1	-3.286
MGC52282	-0.4819
HLA-A	1.65608333333333
OR9G4	0.122
EDNRB	-1.247
SCD	-1.0115
C14orf80	-0.6715
BAGE2	0.379
RABL4	0.4795
RCVRN	0.7735
SHANK1	0.001
NLRP7	0.215
CD226	0.87725
STAT3	0.80925
SYNJ2	-0.2329
TPCN2	-0.477166666666667
WDR36	-0.844583333333333
MBD4	-0.239
ROBO1	-0.7282
ST3GAL6	-3.766
SLAMF8	3.0445
ATN1	0.404666666666667
GPR141	0.44225
KRT36	-0.258
TPH1	-0.6095
DDX52	-0.8345
ZSCAN29	-1.01583333333333
TRPT1	-0.197333333333333
DPEP3	0.489
DENND4A	0.686
TSPAN16	0.1335
PTCHD2	-0.1145
LOC145814	-0.03
CAP1	0.935833333333333
EIF5A2	-0.4567
NT5DC3	-0.6325
SEPT9	-1.027375
SEZ6L2	2.01525
EGFLAM	3.57925
VPS11	-0.0105
NDUFB5	-0.588666666666667
CIDEA	3.7215
IER5L	0.4455
N6AMT1	-0.396
FAM83C	-0.30175
OXR1	1.02275
IRX1	0.1355
DGKB	-0.8955
GCN5L2	-2.132
MIR16	0.95425
FBXW9	0.19625
WDR4	-2.21716666666667
PDC	-0.5305
VPS33B	1.16275
HEXB	-0.48325
FLJ32214	0.20775
TCEB3	-0.8435
CRLF1	-3.46425
ABI3BP	1.05433333333333
C8orf22	-4.21925
PYCR1	-0.968
KIAA1706	0.41475
CDK5R2	0.032375
WAS	0.338
C12orf60	0.80625
CCBL2	0.34875
MADD	0.0775
C5orf34	-1.66025
WDR42A	0.6248
KLF12	-0.042375
HSPA1A	3.51025
ITM2C	-1.95883333333333
DAPK2	2.4225
LOC442590	0.901
SUMF2	-0.365875
CENPA	-2.47684615384615
TMED5	0.05
CDH6	-0.033
BRP44	0.078625
THG1L	-1.3035
GABRA2	-2.0325
C14orf166	-0.3
MYL1	-1.94083333333333
TNFSF18	-0.131
PAP2D	-0.974166666666667
PPIB	1.04875
KLHL4	-0.30275
SFN	-0.443333333333333
CCDC127	-1.06375
FRAP1	-0.14375
GOLGA5	0.90325
SDCCAG1	-0.2935
MGC21675	0.414666666666667
C10orf95	-0.575
KIAA1345	-0.8935
C1orf163	-0.5935
LACE1	-0.578333333333333
OR10K2	1.5945
CENPN	-2.64552
TMED2	1.45125
UGT1A6	-1.7625
ANG	-0.1415
U2AF1	-0.7725
CASC2	0.0853333333333333
NMT2	0.629666666666667
OSGEPL1	-0.5945
DFNB31	-0.0025
SLC6A20	-0.03725
DKC1	-0.59725
FXYD4	-1.378
WDR64	0.3065
MGC5590	0.212
CREBZF	0.160833333333333
DAZ1	-0.4145
PRPSAP1	-1.55575
GCHFR	-0.84925
TTC7A	-0.934125
LOC196993	2.28725
UBD	-0.0461666666666667
S100A1	-0.077375
RPL6	0.297166666666667
DNAJB6	0.63205
NAGS	-0.1755
C2orf58	0.2505
KERA	0.805333333333333
MT1X	0.0374
UBE2B	0.841
KEAP1	0.61675
MST1	-2.318375
OMA1	0.2715
ABLIM2	1.2695
BCL2L13	0.25825
JAZF1	-0.240833333333333
TMEM63B	0.2745
S100A8	-1.642
ARFIP2	1.119
UROS	0.60675
KHDRBS2	-1.899
POLQ	-3.076875
SOAT1	-1.13225
SPAG4	-2.2855
MRPS30	-0.0623333333333333
LOC494141	-1.412
OR2T11	0.0605
ORAOV1	-0.5053
ZNF184	0.163333333333333
TCEB3B	-0.103
ADAM21	-0.683
GDPD1	-0.04325
SPINLW1	0.11
PRR14	0.728333333333333
KCTD9	-0.9425
NUDT3	-0.00175000000000001
KIAA1822	0.7404
HIST1H4K	1.4835
DFNA5	-2.42975
GABPA	0.25625
C14orf44	0.40825
POLB	0.42125
PTAR1	-0.85525
SEC31A	1.4545
TRIM58	1.179
TAS2R14	-0.523
VPS8	0.045625
H1F0	0.0425
PRKCB1	-3.14833333333333
UGT2A1	0.1795
TOR1B	-0.87075
LSS	-0.706583333333333
C2orf19	-0.027
HNRNPC	0.516785714285714
TMEM100	-0.853833333333333
LOC116349	-0.6855
OR51M1	0.7965
CCDC142	0.055
ISG15	1.554625
ZCCHC14	-0.133625
CREBL2	0.708375
TGDS	-0.345
DC2	-0.95025
CACNA2D3	-1.51135714285714
ZNF429	0.857375
LYPD6	-1.23933333333333
SUCLG1	0.003
OR51I1	-1.321
MAGEH1	1.278
PRPF40A	0.341
SMR3A	0.41
SPINK2	-0.76475
THAP2	-0.609625
NPY5R	1.231875
IRF4	-2.22775
SPESP1	-2.41533333333333
OR10S1	0.983
DTD1	-0.60625
TUBE1	-0.2225
DDX19A	-0.3335
PDPN	-1.80075
TMEM34	0.0569166666666667
MGAM	3.01525
COL3A1	5.50533333333333
GFM2	-0.0804
OR5A2	0.5555
PSG9	-1.31325
ARHGEF11	0.357166666666667
IVNS1ABP	-1.747
SIGIRR	1.928
DUSP19	-0.455
DNAJC14	0.2081
ACSS1	1.74325
IL1RAPL2	1.002
C4orf30	1.2635
SEPT4	1.63925
LANCL3	-0.63675
SPAG17	3.43983333333333
PRDX3	-0.3355
HNF1A	-1.785125
P4HA2	-0.4895
RFWD3	-0.391166666666667
MOV10	-0.59875
DNAJA5	1.31528571428571
LOC729440	0.633
LOC200383	1.219
SMC2	-1.563
MIXL1	-1.69683333333333
TMEM9	-0.048
FAM86A	0.9435
ZNF174	0.8666
MYH14	-0.701
CCR8	0.31375
VPS37C	0.8065
GPATCH1	0.4175
B3GNT8	1.8485
TBX4	-0.32225
CNR2	0.802166666666667
PCDH1	2.154
C5orf29	3.42025
OCIAD2	0.62975
PLCG2	-0.41625
KIAA0247	2.310375
HRH3	-0.2681
CAPN13	4.063
CCR1	-1.0424
MGC15523	-0.510111111111111
UVRAG	0.572166666666667
DNAJA2	0.296166666666667
ITGA2B	-1.077
CLDN5	3.42425
PTPRN2	-0.762142857142857
ZNF512	-0.444833333333333
PSAP	1.01585714285714
CCDC140	-1.001
LRRC55	0.1605
CYP26C1	0.6755
C8orf47	-0.69875
LYN	-0.238875
DUSP6	0.6865
TGFB3	3.515
ELK1	-0.5928
PCDH11Y	-0.5076
HGD	-1.3635
C17orf58	0.01475
MYO3A	-0.2585
SERPINE2	-4.62033333333333
AARSD1	-1.262625
C14orf73	-2.087
ADAM33	-0.16975
ZNF491	0.196
MAPK6	-0.9925
TCN1	3.631
SLC24A6	1.1295
UBE2R2	0.13
H1FNT	0.04725
TATDN2	-0.323166666666667
LILRB1	1.336
P2RY5	1.1825
NUCB2	1.45825
C2orf37	-0.9895
SNX27	1.46266666666667
MTA3	0.704375
FOXO4	0.212375
ID4	0.567166666666667
SOX5	-2.28433333333333
PXMP3	0.03975
OR52M1	-0.0405
SFT2D3	0.233625
INA	-3.776
MCOLN1	0.964
NFIX	-0.133
CLEC14A	5.12016666666667
HIBCH	-0.547833333333333
PLA2G5	0.51775
TIMM10	-0.782
MED17	-0.6788
COL4A4	-0.2745
TPP1	1.2565
GJA3	-2.18716666666667
TMPRSS5	-1.65725
AADACL3	0.5885
DNMBP	0.3295
ENPP5	4.4435
NQO1	-1.3347
ZSCAN2	-1.001875
SEC24C	2.37033333333333
GTF2A1L	0.3225
AXIN2	-0.5233
FAM33A	-2.77883333333333
C16orf13	0.694
SPNS2	0.6245
TAF1	0.622
AP1G2	0.146166666666667
RBM42	2.475
HCN2	-0.00333333333333332
EFHB	0.175833333333333
RUSC1	-0.188166666666667
GRIK5	0.0335
USP21	0.949333333333333
ATAD3C	1.265
ORMDL2	0.20475
PRSS7	-4.446
PSAT1	-4.88475
FLJ13195	-0.600833333333333
TBC1D1	-0.304333333333333
IFNG	1.4125
OTOS	0.193333333333333
ZNF773	2.9895
EMD	-1.75175
RETN	0.127
CCL8	3.022
APH1A	-1.49275
COX18	-0.32625
GTF2IRD2	-0.049
CCDC82	-2.09466666666667
PAFAH2	0.4742
NPEPL1	-1.3018
RP11-114G1.1	2.1605
TP53INP1	2.126125
ZNF300	-0.636333333333333
FOXL2	-3.44975
LARP2	0.42375
LATS1	0.9585
HTR6	0.202
SPOCK2	-0.0396666666666667
RNF144B	2.578
HTATIP2	-0.1
MGC10334	0.705083333333333
CENTA2	0.882
FGF2	-1.81275
FXYD7	0.98875
PHYHIPL	-3.0125
GPR34	3.8905
DDX6	-0.771166666666667
OR10W1	-0.02
LHFPL1	-1.3705
ZNF313	0.289928571428571
VPS28	1.397
AP3M1	2.0192
AKR1CL2	-1.972
TRAF4	0.14825
OR2B11	-0.0225
C19orf12	-0.0305
AKAP9	0.393166666666667
C1orf62	0.099
SLC20A1	-0.9093
FAM112A	0.02775
LDB2	1.28725
MRPS23	-1.57675
KLK5	1.736125
SPTB	-0.3737
EFEMP2	0.62675
EFNB2	1.722375
PCM1	-0.615285714285714
NMNAT3	1.82325
TSG101	1.25716666666667
C8orf40	-0.220833333333333
NOB1	-0.5725
ABHD3	-0.225
GTF3C4	-0.827125
PIGN	1.80183333333333
GALNTL1	2.10075
AEBP1	1.95225
OR9Q1	0.8095
ANKRD2	-0.594375
CCL28	0.707
TRIM38	0.6135
TMCC1	0.31825
SMG5	0.465
LRRC7	-0.229
NCAPD2	-2.07016666666667
C6orf153	-0.64725
C1orf74	-0.121
OTUD6A	0.2745
DCP2	-0.980333333333333
TMEM24	-1.02325
RPL18	2.57533333333333
TMEM177	-0.96825
LRRC37A3	0.15075
C1D	0.615666666666667
LDHC	0.8825
UBE4B	0.0473333333333333
NIT1	-0.226375
BTN3A3	0.5305
RASD1	1.45425
COMMD3	1.39925
SHFM1	-0.22
BIRC8	0.19125
DUT	-1.3915
C12orf51	0.853
LRRC59	-1.21016666666667
LY6H	0.5945
WDR22	0.792333333333333
EDEM1	-0.440785714285714
ADH1A	3.814
PANX2	-0.0292
CYP11B1	0.19625
CDC73	-0.15475
GPR172A	0.57325
GSTM3	-0.0855384615384615
KCNA5	0.337125
SERAC1	1.1335
NFATC2	1.0505
ANAPC5	-0.1053
C15orf24	-0.27375
NFATC2IP	-0.143916666666667
TNRC6C	0.3935
MGC102966	-1.1255
FGD5	1.58833333333333
MED9	-0.796
RAB13	0.535666666666667
C15orf49	-0.2605
CRYGS	-1.2149
C12orf53	-0.9431
LOC283693	-0.1995
COX6B2	0.866125
PHF14	0.424625
FAM3A	0.374125
RPL13	-0.2398
PRDX2	0.4376
FLJ34047	-1.8715
PRMT3	-0.0115
KCTD19	-2.362
TRIM10	-1.0695
MGC26597	-1.35783333333333
GCNT4	-0.17325
GPRASP1	-0.2125
CDKN1C	0.443
RHBDL2	0.943
HSPH1	1.31
AQP1	3.16075
COL17A1	0.3451
GFAP	0.39125
CDC16	-0.1395
KIAA1614	-0.1935
C6orf118	-0.917833333333333
ZSWIM5	-1.2855
FAM83F	2.49875
LYNX1	0.3036875
SYNPR	-1.70325
XG	2.08916666666667
PRSS16	-1.235875
KIF13B	1.28464285714286
PCDH9	-1.3255
HIST1H2AH	1.486
RBM18	-1.152
ZNF626	1.13725
HEXIM2	-0.4325
ITFG1	0.4525
TUBG2	-1.3675
SFRS7	-0.148583333333333
C9orf14	-1.028
EXTL1	-0.75975
GBP3	1.81666666666667
WDR5	-1.773
RARG	1.14383333333333
MYO7A	-0.662125
CECR6	-0.61125
C13orf3	-2.748
SFRS18	-0.569
ACVR1B	0.1025
PSMD1	-0.8593
C7orf31	0.519666666666667
ILVBL	0.087
IFNGR1	1.47875
RNF186	1.2845
NOL9	-0.41925
MAGEL2	0.6035
SLC29A2	-0.343
NHSL1	-1.04925
RBMX	-0.159
PSORS1C2	0.248125
RAD51L3	-0.928166666666667
LCN6	1.5155
ORAI2	-0.014625
BRUNOL6	0.7482
OR4K5	-0.017
CDC123	-0.011125
