Hybridization REF	TCGA-AO-A12D-01A-11R-A115-07
RSPH10B	1.4
CXorf39	1.079875
IRGC	-0.2105
GPR109B	-0.6445
FLJ13305	-1.5275
LCE3A	-0.6945
TNFRSF18	-0.624833333333333
DET1	0.09475
TRPM3	-0.102666666666667
C16orf79	-1.4745
FECH	-0.676833333333333
RAP2A	1.02483333333333
CRIP1	0.931666666666667
AZIN1	1.01225
SLC7A7	4.40675
IL10RA	1.8903
TMEM64	-0.90625
CDC42EP4	0.6966
C16orf58	-0.3229
ARG2	-2.8885
POU5F1P4	-4.46125
FAM62B	0.126125
DNAH8	-1.4215
ASH2L	-0.54725
TSLP	-3.657
CNTNAP5	-0.152833333333333
TMEM16C	2.7315
IFNA14	-0.7065
SLC1A3	1.53125
CABYR	-0.08575
BCL7B	0.8793
NUDT13	-1.172
C13orf28	0.08675
C1orf53	-1.55825
ARL6IP4	-0.1588
RPL35A	-0.17475
EMR3	0.079
RAB40C	-0.0438333333333334
SLC41A1	-0.142666666666667
LRCH1	-0.35775
LY6G5B	-1.368
FAM124A	0.402071428571428
MGC10981	-3.89583333333333
CLIP3	0.0609
MAP4K2	-0.0213333333333333
CHIC1	0.9095
SULF1	5.23
C20orf30	0.278642857142857
PRDM5	-1.418375
ELOVL1	0.48925
C11orf48	-1.21775
SLC39A10	-0.92175
KCNV1	0.16625
ACP1	-0.752666666666667
ZMYM2	0.918125
B3GNT6	0.236166666666667
C9orf69	-0.26
C2orf15	0.6265
C20orf166	-1.3985
HSP90AA6P	-0.7895
EDG7	0.945
NEURL	-1.58825
LPL	-0.202333333333333
CLEC2D	0.815714285714286
GRRP1	1.23166666666667
CD8B	-2.5006
HIST1H3D	0.114
SLC6A12	0.7245
FAM27L	0.4185
CD84	2.2301
RASA1	0.183
PHKG1	0.4935
MAGEA11	-1.4935
IMPA1	-0.1148
NPM3	-1.36
RARRES1	5.05375
SH3BP1	0.2995
B3GNTL1	-0.4785
ARPC5L	0.139166666666667
KLHL26	0.78825
SIM2	-2.474625
GJC1	0.364
C20orf194	-0.48275
EXO1	-2.02475
SLC2A2	-2.3272
LOC285074	-1.01575
LRG1	0.78975
KIRREL	-1.29
PIK3R1	3.52371428571429
C4orf34	1.70925
MAF	-1.14205555555556
ADCY4	3.84316666666667
ZMIZ2	0.701
SLC46A3	3.193
STAMBP	0.0836666666666667
CCDC16	0.20925
MS4A12	-0.0695
TCF20	1.37575
LRRC46	1.36875
C20orf152	0.30225
MRPS6	0.51625
ABCB11	0.454
KCNC2	-0.186166666666667
CDH19	-3.24966666666667
C9orf123	0.0605
SSH3	0.293625
LDLRAD1	-0.95375
CCBE1	-0.621
ZNF135	1.879875
TAAR1	0.583
WFDC12	1.352
CCDC42	0.130666666666667
FLJ12529	-0.34975
PER1	-0.630333333333333
TIMM50	-0.786
SMARCAD1	-0.0348333333333333
FAM26C	0.1835
TP53TG3	-2.3565
SH3RF1	1.2816
LMCD1	2.114
GPR63	-0.076
FLJ21986	-2.352875
AIFM3	0.17325
MICAL1	-0.828166666666667
BLZF1	1.014
IQCA	1.20566666666667
PCDHGC3	-1.221
SAC	0.62825
BCL6B	2.14066666666667
DDO	0.283
MARCO	4.63725
DCHS1	0.605
C1orf170	0.033
CD200R1	1.90633333333333
C22orf15	-0.6175
SEPT11	-0.518666666666667
ADNP	-0.37475
UST	-0.5264
C13orf34	-0.7235
RFFL	0.185142857142857
APBA3	-0.7325
C2orf60	-0.337375
CUTL1	-0.5811
PMS1	-0.1385
ZNF689	0.2885
EIF3E	0.481666666666667
IL9	-0.2832
RPL31	0.147875
LY9	1.32266666666667
ATP2B3	0.257
KDELR2	1.36383333333333
TFCP2	0.734
NLRP12	0.132375
FLJ45422	-0.45325
TLE4	-0.111
ZNF570	0.5165
FLJ43806	0.308
TLK2	-1.258875
CIR	0.9395
MARS2	-0.6145
COL24A1	2.4125
SDF2L1	0.364
HIBADH	0.8005
IGFBP3	-0.8045
C12orf23	1.810375
PSPC1	-0.29725
C20orf43	0.564
TRAV20	0.896
ARHGAP24	1.282
KIAA1975	-1.8685
C1QA	4.1313
DNTT	-4.869
C10orf6	-0.995583333333333
C11orf41	0.1805
HNRPF	1.676625
COL11A1	7.48016666666667
UBAP2	-0.414333333333333
CDKN2AIPNL	-1.603
C20orf174	5.0055
SPRED2	1.5665
PLA2G12A	0.00316666666666667
ICEBERG	-1.66533333333333
SCN10A	0.481
C11orf65	0.095
GBP5	6.21375
PITPNC1	-0.4675
POU3F3	-3.241
NCOA7	1.387625
LIN7C	0.2497
LOC348840	-1.9105
NKX2-2	-1.9635
ANKRD13D	-0.54375
LOC123688	-0.233
FUT2	2.07183333333333
TAAR8	0.564
FZD4	0.517916666666667
PNMA3	-0.3795
OR4L1	0.071
WIT1	1.79575
EXOC3L	1.71875
ATPBD4	-1.1884
KRBA1	-0.591
UBXD6	0.06525
HOXB7	-0.391
C7orf23	-0.603
UNQ338	0.95075
STAB2	1.0845
CDC20B	-0.24025
IRF9	2.73725
CENTG1	1.2985
TNPO2	-1.0095
MCPH1	0.421875
BMS1P5	-1.7345
SLC26A7	2.6045
HIST1H3J	1.6205
C9orf3	0.4157
LBH	1.015125
MYO1D	0.549125
PTDSS2	-0.42075
NFU1	-0.4935
DEPDC4	-1.56
WNT7B	0.5204
GLP2R	-0.0963333333333333
SETD4	0.1228
DYNLT3	-0.3175
FKBP11	0.548333333333333
SESTD1	0.56
FLII	-0.0475
RPS16	-0.9359
CHPF	-0.224166666666667
CSNK2A1	0.0776666666666667
SUMO1P1	0.1015
FKBP6	-0.7265
ZNF214	1.83933333333333
TWIST1	0.782666666666667
DDX56	-1.342
TRAM1L1	2.1752
EPO	-2.84733333333333
MRPS18B	-0.55525
ZNF682	0.0541666666666667
RPL14	-0.0191666666666667
MAFF	0.1755
LOC51136	-0.561875
LY96	0.849
DDX20	-0.057
ABTB1	0.595166666666667
ARL5A	0.5287
CCT6A	-0.5595
HEPACAM	-1.43216666666667
EHHADH	0.221666666666667
RBAK	-0.730333333333333
CGB1	-0.45775
ITGB5	1.2299
YIPF3	0.29025
FKBP2	0.20825
NR1D1	0.9901
TMEM110	0.418
NEK2	-0.906833333333333
PRAMEF8	-2.998
C20orf52	-1.51266666666667
PCDHGA3	-0.473
VWA3B	0.0915
NDUFA5	-0.377625
THAP9	0.158
FLVCR2	0.542166666666667
AP1S1	-1.4205
SMAD6	-0.8515
SAV1	0.213
SAT1	3.2455
ZNF251	1.592
ADAMTS7	-0.0587
RPP38	0.111
C1orf211	-1.0965
YPEL2	1.17875
RBMS1	0.292
ZNF445	-0.449
NRXN2	-0.482333333333333
PGBD4	-0.27875
UGT2B28	3.6955
WBSCR16	-0.0701
NLRC3	1.59775
ASTL	0.17675
ST6GALNAC1	-1.33125
ZADH2	-0.539375
MLLT4	0.500666666666667
ARL6	0.311833333333333
MEF2C	0.82925
CBFA2T3	-1.71
AFF3	-0.619642857142857
COG7	-0.2205
MYB	-0.593666666666667
PLXNA3	-0.294
XRCC2	-2.19666666666667
MMS19	-1.20625
ST8SIA5	-0.8285
CHPT1	-0.848833333333333
KIAA1712	-0.546875
OR6X1	0.984
ACTR3	1.268625
UGCG	-1.259
OR4P4	0.4475
ZAP70	-1.215
LPP	1.15325
ZNF485	0.3005
PTPRCAP	0.75975
IL12RB1	1.1855
ATRX	0.5271
CHST8	-1.232625
C14orf109	0.061
ARV1	2.0485
NMB	-2.38
COX5A	-1.59416666666667
EIF6	-0.926
MPPED2	-0.968
SEMG1	-1.995
CHRDL1	-0.6415
TRAF3IP2	1.85775
WNK2	-0.55575
LILRA4	2.19283333333333
LAMA2	4.36325
PXT1	0.876
RLBP1	-2.74275
CD300C	1.17625
SLTM	0.5395
FLJ10404	-1.1415
APOBEC3D	-0.230666666666667
RENBP	1.3415
ATXN7L1	0.737625
NID1	0.70775
TUBGCP3	-0.335
ITIH5	0.659555555555555
CCDC110	3.58525
C8A	-2.26725
MGC87042	0.82875
HOXC13	0.99975
TFDP2	-0.38325
HCP5	2.420125
POLI	0.1865
UCN	-0.803333333333333
ZNF764	-0.2685
C8orf45	2.53875
FHL3	-0.73525
SPATA5L1	-1.3775
MMRN2	3.15983333333333
NDST1	0.344166666666667
COL20A1	-0.257833333333333
ZNF248	-0.621333333333333
PELP1	-0.736833333333333
MBL2	-2.49483333333333
RNF41	-0.287
C5orf24	-0.514
THOC5	-0.795571428571429
SERINC3	-0.111416666666667
RP11-151A6.2	1.13975
CDCP2	0.39825
HIST1H2AA	1.46875
C11orf75	1.6695
FKBP7	0.36075
DDOST	0.30175
GPNMB	1.99233333333333
TTF2	-1.30033333333333
KCNT1	0.0638333333333333
SLC39A14	-1.478875
NGRN	1.3005
GPR137B	3.17075
MECP2	-0.249625
PSMA1	0.12475
C16orf73	-4.833
TMEM60	-0.0238333333333333
CSN3	-0.4445
NOS1	0.123166666666667
RAB7L1	0.6025
YBX2	1.1455
KIAA1166	-0.124375
FUBP3	0.578
ABCG1	2.158
ACACA	-1.10183333333333
ARL11	0.2728
ATOH1	0.013
ODF1	0.3895
CREB3L3	-1.64216666666667
TMEM127	0.888428571428571
DSCAML1	-0.0834999999999999
PLN	4.50333333333333
LYPLA1	0.118583333333333
PRDM9	-3.466
SASP	-0.011
PLUNC	0.2772
INTU	0.42175
HISPPD1	0.12825
LNPEP	0.760666666666667
YARS2	-1.06116666666667
APCDD1L	-1.749
ZCCHC4	-0.4233
FBXO22	-0.280666666666667
TTLL13	0.668
ZNF669	-0.656166666666667
PTGDR	2.84225
DDX27	0.08625
KIAA0409	-0.760833333333333
GJB6	0.5275
ASB8	0.82775
PLP2	-0.638166666666667
MEPE	2.43625
OR10J5	0.0355
KRT222P	0.6175
COQ7	-0.616333333333333
C1orf101	1.562
RERG	0.0388
CHMP5	1.92825
THAP11	-0.500125
ZNF43	0.268666666666667
ZRANB3	-1.54733333333333
KRT13	1.17625
MRPL19	-0.146625
RBBP9	0.29125
SPATA17	1.501375
BXDC5	0.559666666666667
PAFAH1B1	-0.32075
MAGEE1	0.239
OSTF1	0.51275
KIAA0323	-0.55875
TXNDC13	1.213
CNTN4	2.476125
LCE1B	1.203
UNQ501	0.4485
ZNF154	0.2685
C3orf64	1.483
SYT5	-0.0964
PON1	0.6745
FLJ10357	-0.386625
ATP4A	-3.7335
GNPDA1	-0.2375
MGAT1	0.952166666666667
C14orf121	-0.0265
SLC35B2	0.053
MIER3	0.142
CHEK1	-2.80775
ZNF8	0.1745
TXNDC1	-0.184666666666667
CKB	-2.3368
RTN3	0.245428571428571
FZD2	-1.20566666666667
PART1	1.11075
PSMB6	-0.97275
PCDHB8	-0.9555
PHC3	1.0859
PPP1R8	-0.8845
NOVA2	2.01633333333333
TNFRSF11B	-3.657875
GOLPH3	1.42066666666667
UBLCP1	1.12
SUHW3	-0.5325
TTLL1	2.01525
OPN4	0.3175
OR13G1	-0.1855
ZPBP2	0.137833333333333
HSD17B11	-0.392
C9orf50	-0.4745
DHDDS	0.228928571428571
CTSW	2.1008
NEFM	-2.8495
MRPL28	-0.654
SYN1	-0.528166666666667
PIGV	-0.5695
ZIM2	-1.04625
APBB1	-0.346666666666667
SND1	-0.4235
C1orf123	-0.156666666666667
CHD3	-0.79775
BHLHB8	0.54125
RNASE2	0.315
BCAP31	1.331875
SLC25A44	0.372333333333333
CHD6	-1.072
PIB5PA	1.13092307692308
SELS	0.95925
LOC541471	0.278875
FAT2	-0.0955
ZNF81	-0.199
OR4C16	-0.487
FLJ10081	-0.451
LRRC4	0.525
CS	-0.530166666666667
N4BP2	-1.92025
IGFBP7	2.46975
ZNF318	-0.217333333333333
NDNL2	1.172375
ZNF609	-0.7915
SIRT4	-0.10525
EXOSC10	-0.532
ECE2	0.157416666666667
OVGP1	2.691
GTPBP3	-1.16025
PACS2	0.2244
C19orf36	-1.56183333333333
ARL4C	-1.087375
ATG4B	-0.621625
UBQLNL	0.98
RHOXF2B	-3.965
PLEKHG2	-1.0455
GALR1	-0.07
AQP4	-0.2556
HDAC7A	-0.389666666666667
DCUN1D3	-0.02925
OR8A1	0.0195
CCRN4L	-0.669125
CBR4	-0.6875
KIFC1	-2.55616666666667
SLC7A14	-1.501
LHX5	0.5415
TRPC7	-0.019
LPXN	1.16425
SERPINA1	-2.03825
RPS13	-0.6295
BPIL3	-0.6685
PRKAA1	-0.215
FADS2	0.5156
ENAH	1.65325
PRO1768	0.2855
APBA2BP	-1.40175
LIPH	3.44666666666667
C3orf33	0.36725
RCC2	-0.74
ALDH1A2	-3.4846
RNF103	2.087
AHCY	-0.966375
ALG12	0.845
CCL17	2.384
ZNF543	0.311166666666667
ESRRG	3.4111
CNGA1	2.87975
RDH5	-0.812
OTX1	-1.0188
PTGFR	-1.28616666666667
CDR2	1.1105
SELE	3.60075
NLGN2	-1.6676
EXOSC9	-0.707
ZNF566	0.184833333333333
KLRC2	-2.375
GPR12	0.5315
KIAA0196	0.89525
PDRG1	-0.61175
SSR3	0.591928571428571
MSI1	-0.2295
CST9	-0.9495
CC2D1A	0.155
PLAGL1	-0.675888888888889
ZNF778	0.1315
RNF2	0.79625
KLF6	1.19933333333333
THBD	1.3425
tcag7.1314	1.993
NR5A1	-0.2605
ABCD2	1.26475
DNAJC7	-1.3455
CLEC4C	0.7045
TM2D3	0.846625
CCDC4	-1.3595
PLAC2	1.40575
DCD	8.316
FAAH	0.789375
POLA1	-1.42733333333333
TM7SF2	1.232125
FLJ39822	-0.883166666666667
FLOT2	0.873875
MAP4K1	0.557333333333333
SRP68	-0.304625
C21orf74	0.019
ARPC5	0.973375
LOC126075	2.2885
HECW2	1.22
ZDHHC4	-0.99925
ANKRD42	1.475
PDE9A	1.326
ABCA8	-0.823
NDUFS2	0.94375
UBR5	0.3275
BTBD16	-1.89425
LOC554174	0.2045
ZNF20	1.089
KIAA1843	0.8405
WDR17	-1.427625
C15orf33	0.8325
RNF113A	-0.308
CAMKK1	-0.4878
CLCN2	-1.04575
ANXA6	-0.426
LOC340069	0.0185
EMID1	-0.235375
DPM3	-0.361333333333333
ELA1	-0.261
SLC25A13	-0.8226
KRT24	2.312
SMPD1	0.5095
TH	0.327875
COL6A2	1.22407142857143
ANKS1B	1.2105
GPR126	-1.7526
ZC3H12A	0.638833333333333
TMEM47	1.39583333333333
C2orf51	-0.1915
C1orf88	0.293833333333333
HSF2BP	1.29975
AKAP10	-0.01225
RPAP3	0.4815
KLHDC8B	0.48625
STOM	0.9334
MUPCDH	-0.039125
C10orf72	-0.053125
PLEKHA3	0.89075
TCP11L1	-0.252
CWF19L1	-0.268375
SPEF1	0.576230769230769
YSK4	0.01525
ELN	1.9912
SAMD8	0.753
MPI	-1.72883333333333
MEPCE	-0.9254
ABCC3	-0.648
NANOGP1	-1.3355
KCNK17	0.652
HLA-DMB	4.81266666666667
RRAGA	0.3965
ANGEL1	-0.389
RBM32B	0.2175
CPN1	-2.5535
MGC52282	0.2411
HLA-A	2.972
OR9G4	1.1605
EDNRB	0.318125
SCD	-0.0752857142857143
C14orf80	-1.2895
BAGE2	-1.1165
RABL4	1.71266666666667
RCVRN	-0.7455
SHANK1	0.016
NLRP7	-0.84525
CD226	1.435
STAT3	0.6195
SYNJ2	-2.093
TPCN2	-0.2205
WDR36	-0.496833333333333
MBD4	0.36075
ROBO1	-0.5606
ST3GAL6	-1.45725
SLAMF8	4.68133333333333
ATN1	0.125833333333333
GPR141	0.95825
KRT36	0.512
TPH1	0.487
DDX52	-0.721
ZSCAN29	-0.2435
TRPT1	-0.629666666666667
DPEP3	0.797
DENND4A	-0.7215
TSPAN16	-0.482
PTCHD2	0.0635
LOC145814	-0.3055
CAP1	1.29883333333333
EIF5A2	0.4086
NT5DC3	-0.958375
SEPT9	-1.38825
SEZ6L2	0.467875
EGFLAM	3.7685
VPS11	-0.08725
NDUFB5	-0.133166666666667
CIDEA	0.235333333333333
IER5L	-0.873
N6AMT1	-0.01275
FAM83C	0.21325
OXR1	0.32325
IRX1	-0.826
DGKB	-0.950333333333333
GCN5L2	-2.08825
MIR16	0.404625
FBXW9	0.13125
WDR4	-0.957333333333333
PDC	0.0055
VPS33B	0.263
HEXB	0.85725
FLJ32214	0.13975
TCEB3	-0.80575
CRLF1	-3.804
ABI3BP	0.985
C8orf22	-3.74
PYCR1	0.237625
KIAA1706	0.0255
CDK5R2	0.313
WAS	0.462
C12orf60	-1.291
CCBL2	-0.00112499999999999
MADD	0.20875
C5orf34	-1.77925
WDR42A	0.9834
KLF12	-0.564875
HSPA1A	2.017
ITM2C	-0.131583333333333
DAPK2	0.888833333333333
LOC442590	0.258
SUMF2	0.249875
CENPA	-1.90607692307692
TMED5	0.3665
CDH6	-0.4606
BRP44	0.67175
THG1L	-0.56475
GABRA2	-3.452
C14orf166	0.2265
MYL1	-1.12166666666667
TNFSF18	1.041
PAP2D	-1.35366666666667
PPIB	-0.03025
KLHL4	-0.53225
SFN	-0.430166666666667
CCDC127	-0.216
FRAP1	0.20075
GOLGA5	1.216
SDCCAG1	0.1155
MGC21675	-0.749333333333333
C10orf95	-1.386
KIAA1345	-1.429
C1orf163	-1.348
LACE1	-0.334333333333333
OR10K2	0.0455
CENPN	-1.82748
TMED2	1.48425
UGT1A6	0.136
ANG	-0.85575
U2AF1	-0.118
CASC2	0.364
NMT2	-0.562166666666667
OSGEPL1	-0.02525
DFNB31	-0.811
SLC6A20	0.38725
DKC1	-0.47775
FXYD4	-0.99975
WDR64	1.35675
MGC5590	0.3645
CREBZF	0.3365
DAZ1	-0.048
PRPSAP1	-1.17175
GCHFR	-0.49
TTC7A	0.438
LOC196993	0.65875
UBD	2.87416666666667
S100A1	-1.23
RPL6	0.860666666666667
DNAJB6	-0.0282
NAGS	-0.6292
C2orf58	0.06
KERA	2.65
MT1X	-0.4561
UBE2B	1.1669
KEAP1	0.39975
MST1	-3.529625
OMA1	1.121
ABLIM2	1.49
BCL2L13	-0.0890833333333333
JAZF1	0.713666666666667
TMEM63B	2.1105
S100A8	6.0871
ARFIP2	0.1605
UROS	-0.1075
KHDRBS2	-2.2205
POLQ	-1.991875
SOAT1	-0.7285
SPAG4	-0.93025
MRPS30	-1.961
LOC494141	0.000499999999999994
OR2T11	0.4085
ORAOV1	-0.8852
ZNF184	0.4395
TCEB3B	0.1375
ADAM21	0.8345
GDPD1	0.49775
SPINLW1	0.063
PRR14	-0.4165
KCTD9	-1.5982
NUDT3	0.95225
KIAA1822	0.7388
HIST1H4K	1.944
DFNA5	-0.017
GABPA	0.66325
C14orf44	-0.40775
POLB	-0.26225
PTAR1	0.11875
SEC31A	1.3404
TRIM58	-0.65375
TAS2R14	-0.0835
VPS8	1.44525
H1F0	0.2405
PRKCB1	-1.8955
UGT2A1	0.3525
TOR1B	-0.36725
LSS	-1.7175
C2orf19	0.093
HNRNPC	0.450285714285714
TMEM100	-1.26383333333333
LOC116349	-0.814
OR51M1	0.385
CCDC142	-1.294
ISG15	1.686875
ZCCHC14	-0.334625
CREBL2	0.77475
TGDS	-0.81725
DC2	-0.22175
CACNA2D3	-1.867
ZNF429	-0.03075
LYPD6	-2.51466666666667
SUCLG1	0.2495
OR51I1	-1.494
MAGEH1	1.82075
PRPF40A	-0.7935
SMR3A	1.1765
SPINK2	-1.22125
THAP2	1.414
NPY5R	-0.99625
IRF4	-0.3455
SPESP1	3.2845
OR10S1	0.071
DTD1	-0.984
TUBE1	0.272
DDX19A	-0.396
PDPN	-0.133625
TMEM34	0.106666666666667
MGAM	0.69025
COL3A1	6.43222222222222
GFM2	0.0824
OR5A2	-0.021
PSG9	0.095
ARHGEF11	0.54
IVNS1ABP	0.62275
SIGIRR	-0.297
DUSP19	-0.44175
DNAJC14	0.1726
ACSS1	-0.012625
IL1RAPL2	0.7125
C4orf30	-1.634
SEPT4	2.98
LANCL3	-2.14075
SPAG17	2.80766666666667
PRDX3	1.0195
HNF1A	-1.917625
P4HA2	0.34275
RFWD3	-1.0205
MOV10	0.744
DNAJA5	0.287285714285714
LOC729440	-0.06
LOC200383	1.01571428571429
SMC2	-0.87625
MIXL1	-0.555666666666667
TMEM9	1.4445
FAM86A	0.4495
ZNF174	-0.1307
MYH14	-1.27175
CCR8	2.07525
VPS37C	0.8025
GPATCH1	-0.281
B3GNT8	0.945
TBX4	-0.60425
CNR2	0.209166666666667
PCDH1	1.29625
C5orf29	3.1235
OCIAD2	1.22
PLCG2	1.3675
KIAA0247	2.531
HRH3	-0.0651111111111111
CAPN13	5.041375
CCR1	0.1694
MGC15523	0.0596111111111111
UVRAG	0.433166666666667
DNAJA2	0.282
ITGA2B	-0.516
CLDN5	2.453
PTPRN2	-1.95314285714286
ZNF512	0.885
PSAP	2.17435714285714
CCDC140	-2.4455
LRRC55	0.508
CYP26C1	0.126
C8orf47	-1.25425
LYN	-0.14575
DUSP6	1.64283333333333
TGFB3	2.95153333333333
ELK1	-0.2903
PCDH11Y	0.212
HGD	1.32925
C17orf58	-0.9995
MYO3A	-0.084
SERPINE2	-3.85583333333333
AARSD1	-1.097875
C14orf73	-1.40375
ADAM33	0.4155
ZNF491	1.0175
MAPK6	0.436833333333333
TCN1	5.10266666666667
SLC24A6	0.301
UBE2R2	0.35225
H1FNT	0.23175
TATDN2	0.256
LILRB1	2.19325
P2RY5	2.675
NUCB2	1.794
C2orf37	1.2025
SNX27	0.059
MTA3	1.08925
FOXO4	0.5765
ID4	4.2285
SOX5	-2.78466666666667
PXMP3	1.48725
OR52M1	0.519
SFT2D3	0.027875
INA	-3.5665
MCOLN1	0.502
NFIX	-0.2708
CLEC14A	5.4705
HIBCH	0.846
PLA2G5	1.9585
TIMM10	-1.26583333333333
MED17	0.4582
COL4A4	0.3885
TPP1	0.6905
GJA3	-0.734333333333333
TMPRSS5	-1.111
AADACL3	0.3645
DNMBP	-1.27
ENPP5	3.79883333333333
NQO1	-2.3683
ZSCAN2	-0.416875
SEC24C	0.475666666666667
GTF2A1L	0.7
AXIN2	-1.536
FAM33A	-1.17091666666667
C16orf13	-0.694
SPNS2	1.07075
TAF1	-1.2065
AP1G2	-0.234166666666667
RBM42	-1.462
HCN2	-1.4705
EFHB	1.2685
RUSC1	-0.0645
GRIK5	0.2585
USP21	-0.358333333333333
ATAD3C	-0.40925
ORMDL2	0.15525
PRSS7	-0.0345
PSAT1	-1.53225
FLJ13195	-0.324833333333333
TBC1D1	0.176666666666667
IFNG	5.23025
OTOS	0.146
ZNF773	0.472166666666667
EMD	-1.5255
RETN	0.34375
CCL8	5.161
APH1A	1.196875
COX18	0.736375
GTF2IRD2	-0.043
CCDC82	-0.389416666666667
PAFAH2	0.9205
NPEPL1	-0.7089
RP11-114G1.1	0.3605
TP53INP1	1.459
ZNF300	-1.70066666666667
FOXL2	-3.3765
LARP2	0.627333333333333
LATS1	-0.4365
HTR6	-0.04
SPOCK2	1.97716666666667
RNF144B	4.58583333333333
HTATIP2	-0.206125
MGC10334	-0.364916666666667
CENTA2	2.64883333333333
FGF2	-1.69275
FXYD7	0.28425
PHYHIPL	-2.26925
GPR34	6.1995
DDX6	-0.591333333333333
OR10W1	0.0405
LHFPL1	1.375
ZNF313	0.0268571428571429
VPS28	0.87625
AP3M1	1.3965
AKR1CL2	1.051
TRAF4	1.779625
OR2B11	0.641
C19orf12	0.511166666666667
AKAP9	0.0278333333333333
C1orf62	-0.39225
SLC20A1	-0.3124
FAM112A	0.6735
LDB2	1.525375
MRPS23	-1.22825
KLK5	2.541875
SPTB	0.161888888888889
EFEMP2	0.5225
EFNB2	0.421625
PCM1	-0.6545
NMNAT3	1.371625
TSG101	0.749333333333333
C8orf40	-0.554833333333333
NOB1	-1.9195
ABHD3	-0.44175
GTF3C4	-0.973875
PIGN	0.6915
GALNTL1	-2.45375
AEBP1	2.243875
OR9Q1	-0.0555
ANKRD2	-0.119125
CCL28	0.26675
TRIM38	1.40666666666667
TMCC1	0.709416666666667
SMG5	-0.57175
LRRC7	0.033
NCAPD2	-1.9805
C6orf153	-0.5145
C1orf74	1.212
OTUD6A	0.4845
DCP2	0.0696666666666667
TMEM24	0.5315
RPL18	-0.311833333333333
TMEM177	-0.409
LRRC37A3	-0.20225
C1D	-0.281666666666667
LDHC	3.10125
UBE4B	0.649833333333333
NIT1	0.34475
BTN3A3	1.791875
RASD1	3.065875
COMMD3	0.994
SHFM1	-0.60625
BIRC8	0.5905
DUT	-1.80475
C12orf51	-1.3765
LRRC59	-0.938166666666667
LY6H	-0.2645
WDR22	0.621583333333333
EDEM1	-0.223571428571429
ADH1A	1.801
PANX2	-0.3604
CYP11B1	0.72125
CDC73	0.123
GPR172A	0.291
GSTM3	1.22461538461538
KCNA5	1.059
SERAC1	1.7935
NFATC2	-0.101
ANAPC5	-0.3052
C15orf24	0.12275
NFATC2IP	-1.03816666666667
TNRC6C	-0.0971666666666667
MGC102966	-0.786625
FGD5	1.81216666666667
MED9	-0.83325
RAB13	-0.2925
C15orf49	0.237
CRYGS	0.2366
C12orf53	-1.428
LOC283693	0.139
COX6B2	0.653125
PHF14	0.34375
FAM3A	-0.789625
RPL13	-1.1621
PRDX2	0.2629
FLJ34047	-1.78575
PRMT3	-0.405
KCTD19	-1.698
TRIM10	-0.5165
MGC26597	-0.4045
GCNT4	0.16725
GPRASP1	0.4075
CDKN1C	-1.02725
RHBDL2	1.762
HSPH1	1.66175
AQP1	3.041375
COL17A1	0.1988
GFAP	0.518375
CDC16	0.657
KIAA1614	-0.74
C6orf118	-0.27
ZSWIM5	-2.708
FAM83F	2.48725
LYNX1	0.59525
SYNPR	0.00833333333333331
XG	3.81066666666667
PRSS16	1.103125
KIF13B	1.07678571428571
PCDH9	-2.0825
HIST1H2AH	0.133833333333333
RBM18	-0.79025
ZNF626	0.405875
HEXIM2	-1.2095
ITFG1	0.6385
TUBG2	-1.67
SFRS7	0.2095
C9orf14	1.029
EXTL1	-1.25225
GBP3	-0.322166666666667
WDR5	-1.0965
RARG	0.19
MYO7A	0.479875
CECR6	-0.187
C13orf3	-0.547375
SFRS18	-0.705375
ACVR1B	-0.3035
PSMD1	0.3081
C7orf31	0.541
ILVBL	-0.5885
IFNGR1	1.80375
RNF186	-0.40525
NOL9	-1.0435
MAGEL2	-0.074
SLC29A2	-0.542
NHSL1	-0.43975
RBMX	-0.2245
PSORS1C2	0.546
RAD51L3	-0.6885
LCN6	0.6885
ORAI2	-0.87175
BRUNOL6	-0.2786
OR4K5	0.018
CDC123	-0.08925
MSLN	-1.504
WWTR1	-0.526666666666667
ZNF700	-0.229833333333333
COBL	0.49075
PPP1R16B	0.491625
GAS7	-0.111
MDN1	-0.75475
HAAO	0.584
C9orf68	1.93325
TNFAIP2	1.016875
FOXN1	0.479
hCG_2033311	-1.283
ATP6V0D2	2.151
RPL41	0.12125
SLC38A1	0.92925
ARHGAP6	-0.9225
ADAD2	-0.734
PHF20L1	0.484625
MCM3AP	0.680166666666667
ST3GAL3	-0.665
SNX1	0.198833333333333
ELF5	-0.2135
PARP3	-0.4405
RBM8A	-0.264125
LINGO4	0.496
ITGA9	0.493
ZFR	0.0617500000000001
ACSL6	0.5
FLJ20699	-0.8446
DAOA	0.045
FABP4	2.808
KCNB1	-0.30875
CANX	0.9605
SLC25A28	-0.0838333333333333
ADIPOR2	-0.90025
ECHDC2	1.209625
SMA4	1.34
FRZB	3.857625
PABPC1	0.632833333333333
DMRTB1	0.1975
APOBEC3G	1.667
CATSPER2	-0.824166666666667
CUEDC1	-0.7935
STARD9	-0.891875
CLDN8	7.154875
LOC23117	-1.31554545454545
E2F6	-0.280055555555556
TMEM126B	-0.451333333333333
DPY19L4	1.37075
GIMAP5	4.12416666666667
NDUFA9	-0.609666666666667
FAM77C	-3.6865
CTPS2	0.568
LOC51035	-0.811375
WDSOF1	0.8355
EGLN3	1.07325
PITX3	-0.165333333333333
