Hybridization REF	TCGA-AN-A046-01A-21R-A034-07
PIK3R1	0.431857142857143
C4orf34	-0.24575
MAF	-1.58833333333333
ADCY4	3.87633333333333
ZMIZ2	0.8395
SLC46A3	1.017
STAMBP	0.239
CCDC16	-0.2235
MS4A12	0.1635
TCF20	0.0725
LRRC46	1.32275
C20orf152	0.02025
MRPS6	-0.91575
ABCB11	0.6435
KCNC2	0.952333333333333
CDH19	-2.276
C9orf123	-0.071
SSH3	1.523375
LDLRAD1	-2.41625
CCBE1	1.31925
ZNF135	-1.033375
TAAR1	0.697
WFDC12	0.586
CCDC42	0.779166666666667
FLJ12529	0.29375
PER1	0.2225
TIMM50	-0.583
SMARCAD1	-0.92
FAM26C	0.2295
TP53TG3	-2.41483333333333
SH3RF1	1.947
LMCD1	2.2465
GPR63	-0.3015
FLJ21986	-3.049375
AIFM3	0.416
MICAL1	-0.511
BLZF1	0.354666666666667
IQCA	0.852666666666667
PCDHGC3	-1.166
SAC	0.41675
BCL6B	1.9285
DDO	0.67425
MARCO	3.92275
DCHS1	0.789
C1orf170	0.455
CD200R1	1.12166666666667
C22orf15	-0.1775
SEPT11	-0.183833333333333
ADNP	-0.0095
UST	-1.8148
C13orf34	-1.86766666666667
RFFL	0.468357142857143
APBA3	-0.005
C2orf60	-0.405
CUTL1	-0.191
PMS1	-0.714285714285714
ZNF689	0.083
EIF3E	-0.524833333333333
IL9	0.131
RPL31	0.342625
LY9	1.44883333333333
ATP2B3	0.25975
KDELR2	-0.106958333333333
TFCP2	0.21025
NLRP12	-0.415375
FLJ45422	-0.70875
TLE4	-0.9486
ZNF570	0.5195
FLJ43806	-0.8455
TLK2	-0.595125
CIR	0.6075
MARS2	0.0125
COL24A1	0.8745
SDF2L1	0.5395
HIBADH	-0.248666666666667
IGFBP3	-3.00207142857143
C12orf23	0.14925
PSPC1	0.30175
C20orf43	-0.066
TRAV20	1.085
ARHGAP24	0.3855
KIAA1975	-0.571
C1QA	3.7334
DNTT	-4.971
C10orf6	-0.238583333333333
C11orf41	-0.165125
HNRPF	-0.00375
COL11A1	6.74016666666667
UBAP2	0.0871666666666667
CDKN2AIPNL	-0.2115
C20orf174	4.568
SPRED2	1.23275
PLA2G12A	1.628
ICEBERG	-2.249
SCN10A	0.102
C11orf65	0.13675
GBP5	5.795
PITPNC1	-1.40616666666667
POU3F3	1.422
NCOA7	-0.662625
LIN7C	-0.5306
LOC348840	-1.403
NKX2-2	-2.225
ANKRD13D	0.4485
LOC123688	0.5515
FUT2	-0.0156666666666667
TAAR8	0.6125
FZD4	-0.768416666666667
PNMA3	-1.7725
OR4L1	0.3825
WIT1	-2.4655
EXOC3L	1.86125
ATPBD4	-0.5917
KRBA1	-2.02375
UBXD6	-0.541
HOXB7	-0.666642857142857
C7orf23	-1.0885
UNQ338	0.9775
STAB2	0.45025
CDC20B	0.41725
IRF9	2.37825
CENTG1	0.278833333333333
TNPO2	-0.685
MCPH1	0.617125
BMS1P5	-1.29875
SLC26A7	0.635
HIST1H3J	0.727
C9orf3	-0.3816
LBH	1.38375
MYO1D	0.261375
PTDSS2	0.631
NFU1	-0.4285
DEPDC4	-1.5695
WNT7B	2.8874
GLP2R	-0.4195
SETD4	-0.3824
DYNLT3	-0.8438
FKBP11	0.310666666666667
SESTD1	2.01516666666667
FLII	0.13025
RPS16	0.1484
CHPF	0.930833333333333
CSNK2A1	-0.339166666666667
SUMO1P1	-0.3985
FKBP6	-1.272
ZNF214	-0.991333333333333
TWIST1	-0.408666666666667
DDX56	-0.519833333333333
TRAM1L1	1.1144
EPO	-2.6505
MRPS18B	-0.52375
ZNF682	-0.162
RPL14	0.475166666666667
MAFF	0.8155
LOC51136	-1.091375
LY96	0.24925
DDX20	-0.70075
ABTB1	0.141833333333333
ARL5A	0.0896
CCT6A	-1.33525
HEPACAM	-1.1885
EHHADH	-2.0825
RBAK	0.436333333333333
CGB1	2.08225
ITGB5	0.0702
YIPF3	1.164
FKBP2	0.64475
NR1D1	0.3909
TMEM110	0.5855
NEK2	-1.751
PRAMEF8	-3.29425
C20orf52	-0.341166666666667
PCDHGA3	-0.7095
VWA3B	0.38175
NDUFA5	-0.182
THAP9	-0.25375
FLVCR2	0.2625
AP1S1	-0.978625
SMAD6	-0.8985
SAV1	-0.611375
SAT1	1.814125
ZNF251	0.276
ADAMTS7	0.696
RPP38	0.70675
C1orf211	-1.4935
YPEL2	0.8023
RBMS1	-0.84875
ZNF445	-0.307166666666667
NRXN2	0.27
PGBD4	-0.62875
UGT2B28	-3.39825
WBSCR16	-0.5209
NLRC3	1.020125
ASTL	0.42325
ST6GALNAC1	-3.39375
ZADH2	0.159
MLLT4	0.21575
ARL6	-0.7285
MEF2C	0.072
CBFA2T3	-0.7705
AFF3	0.259714285714286
COG7	-0.424666666666667
MYB	0.678666666666667
PLXNA3	1.007
XRCC2	-1.728
MMS19	-0.441375
ST8SIA5	0.754
CHPT1	-0.022
KIAA1712	-1.863
OR6X1	0.1215
ACTR3	-0.300125
UGCG	1.39333333333333
OR4P4	-0.32
ZAP70	-1.887
LPP	1.1085
ZNF485	1.026
PTPRCAP	1.0775
IL12RB1	0.72225
ATRX	0.2427
CHST8	3.419625
C14orf109	0.457
ARV1	1.1195
NMB	-0.930714285714286
COX5A	-0.526333333333333
EIF6	-0.812
MPPED2	-1.57366666666667
SEMG1	-2.322
CHRDL1	0.579
TRAF3IP2	1.75825
WNK2	-1.233
LILRA4	3.70433333333333
LAMA2	3.983
PXT1	-0.83
RLBP1	-3.70075
CD300C	0.94325
SLTM	-0.19075
FLJ10404	0.055375
APOBEC3D	-2.008
RENBP	0.947666666666667
ATXN7L1	-0.257375
NID1	0.2005
TUBGCP3	-0.916
ITIH5	1.33988888888889
CCDC110	1.81175
C8A	-2.999
MGC87042	-1.74675
HOXC13	2.6215
TFDP2	-2.02725
HCP5	1.920375
POLI	0.58325
UCN	-0.195833333333333
ZNF764	0.363666666666667
C8orf45	1.4615
FHL3	-0.179
SPATA5L1	-0.842
MMRN2	2.70533333333333
NDST1	1.18266666666667
COL20A1	-0.0693333333333333
ZNF248	-0.769333333333333
PELP1	-1.606
MBL2	-2.95
RNF41	1.013375
C5orf24	0.5495
THOC5	-0.580875
SERINC3	-0.443
RP11-151A6.2	0.45775
CDCP2	-0.62775
HIST1H2AA	0.402
C11orf75	-0.0331666666666667
FKBP7	-0.6375
DDOST	-0.04825
GPNMB	0.708833333333333
TTF2	-2.00166666666667
KCNT1	0.1655
SLC39A14	-1.010375
NGRN	0.8315
GPR137B	1.10775
MECP2	0.510625
PSMA1	-0.298
C16orf73	-5.36825
TMEM60	0.0903333333333333
CSN3	1.062
NOS1	0.372666666666667
RAB7L1	-0.217
YBX2	-0.6055
KIAA1166	-0.875375
FUBP3	-0.694166666666667
ABCG1	2.5095
ACACA	-0.504166666666667
ARL11	0.3183
ATOH1	0.603
ODF1	0.257
CREB3L3	-1.25383333333333
TMEM127	1.33692857142857
DSCAML1	0.08875
PLN	2.43333333333333
LYPLA1	-0.393333333333333
PRDM9	-1.539
SASP	1.013
PLUNC	0.1485
INTU	-0.248
HISPPD1	-0.86675
LNPEP	0.712333333333333
YARS2	-0.588333333333333
APCDD1L	-1.465
ZCCHC4	-1.1663
FBXO22	-0.584166666666667
TTLL13	-0.5185
ZNF669	0.391666666666667
PTGDR	1.5945
DDX27	-0.8285
KIAA0409	-0.0678333333333333
GJB6	0.17825
ASB8	0.674
PLP2	-0.482666666666667
MEPE	0.6665
OR10J5	-0.0985
KRT222P	0.32925
COQ7	-0.594833333333333
C1orf101	1.8655
RERG	3.9437
CHMP5	0.041375
THAP11	-0.3205
ZNF43	0.492166666666667
ZRANB3	-0.7605
KRT13	-1.182375
MRPL19	-0.5605
RBBP9	0.747125
SPATA17	0.973142857142857
BXDC5	-0.584833333333333
PAFAH1B1	-1.18583333333333
MAGEE1	0.531
OSTF1	0.246
KIAA0323	0.764333333333333
TXNDC13	-0.524833333333333
CNTN4	1.154125
LCE1B	1.3375
UNQ501	0.276
ZNF154	0.5675
C3orf64	-0.27025
SYT5	0.0446
PON1	0.124333333333333
FLJ10357	-0.373
ATP4A	-1.77
GNPDA1	-1.00533333333333
MGAT1	0.946833333333333
C14orf121	-0.03325
SLC35B2	-0.05175
MIER3	-0.235833333333333
CHEK1	-3.100625
ZNF8	-0.533
TXNDC1	-1.29566666666667
CKB	-1.4778
RTN3	1.20228571428571
FZD2	-0.2875
PART1	-0.717142857142857
PSMB6	-1.6
PCDHB8	-1.6965
PHC3	0.1825
PPP1R8	-0.261833333333333
NOVA2	1.15716666666667
TNFRSF11B	-4.05675
GOLPH3	0.617333333333333
UBLCP1	-0.12625
SUHW3	-1.14425
TTLL1	1.22725
OPN4	0.2025
OR13G1	0.0045
ZPBP2	0.469333333333333
HSD17B11	-2.268875
C9orf50	0.1475
DHDDS	-0.147
CTSW	2.4116
NEFM	-3.15616666666667
MRPL28	-1.173
SYN1	0.875333333333333
PIGV	-0.183333333333333
ZIM2	-1.27025
APBB1	-0.591333333333333
SND1	0.2715
C1orf123	-0.367333333333333
CHD3	-0.06775
BHLHB8	1.285
RNASE2	0.221833333333333
BCAP31	0.37425
SLC25A44	0.139166666666667
CHD6	0.4305
PIB5PA	1.11523076923077
SELS	0.60175
LOC541471	-0.1405
FAT2	-0.623
ZNF81	0.174
OR4C16	0.422
FLJ10081	0.3723
LRRC4	1.152
CS	-0.2835
N4BP2	-1.334375
IGFBP7	1.1055
ZNF318	0.330583333333333
NDNL2	1.17425
ZNF609	0.29375
SIRT4	0.01575
EXOSC10	-0.35275
ECE2	-0.2545
OVGP1	0.9765
GTPBP3	-1.04625
PACS2	0.7492
C19orf36	1.09633333333333
ARL4C	0.061375
ATG4B	-0.320875
UBQLNL	-0.48375
RHOXF2B	-3.7395
PLEKHG2	-0.9435
GALR1	-0.4385
AQP4	0.0195
HDAC7A	0.218666666666667
DCUN1D3	0.627
OR8A1	0.2005
CCRN4L	1.756125
CBR4	-0.624
KIFC1	-1.82883333333333
SLC7A14	-1.61283333333333
LHX5	0.23
TRPC7	0.198
LPXN	0.94
SERPINA1	1.017125
RPS13	0.1877
BPIL3	0.3895
PRKAA1	-1.9145
FADS2	0.4071
ENAH	0.186125
PRO1768	-0.787
APBA2BP	0.01925
LIPH	1.95316666666667
C3orf33	-1.357
RCC2	-0.595071428571429
ALDH1A2	-3.7863
RNF103	2.331
AHCY	-0.02825
ALG12	1.264
CCL17	0.9425
ZNF543	1.116
ESRRG	0.4954
CNGA1	0.2015
RDH5	0.0786666666666667
OTX1	0.0471
PTGFR	-1.49416666666667
CDR2	-0.336
SELE	5.0535
NLGN2	-0.842666666666667
EXOSC9	-1.1455
ZNF566	0.602666666666667
KLRC2	-4.21
GPR12	0.703
KIAA0196	0.199
PDRG1	-0.404
SSR3	-0.175714285714286
MSI1	-1.0575
CST9	4.17
CC2D1A	-0.126375
PLAGL1	-0.764833333333333
ZNF778	-0.641
RNF2	-0.233125
KLF6	1.28883333333333
THBD	3.26233333333333
tcag7.1314	0.87725
NR5A1	0.0696666666666667
ABCD2	0.40925
DNAJC7	-1.478
CLEC4C	1.5785
TM2D3	0.2955
CCDC4	-0.5665
PLAC2	-1.15725
DCD	5.89
FAAH	1.824375
POLA1	-1.11633333333333
TM7SF2	1.193
FLJ39822	-0.385666666666667
FLOT2	-0.114625
MAP4K1	0.694833333333333
SRP68	0.00137499999999999
C21orf74	0.545
ARPC5	-0.7655
LOC126075	1.59925
HECW2	0.320375
ZDHHC4	-0.66425
ANKRD42	1.5853
PDE9A	-1.523
ABCA8	0.6315
NDUFS2	-0.985
UBR5	-0.604875
BTBD16	-1.7165
LOC554174	0.3665
ZNF20	1.0465
KIAA1843	0.598
WDR17	-0.94525
C15orf33	0.794
RNF113A	-0.484
CAMKK1	-0.2814
CLCN2	-0.15025
ANXA6	-0.4855
LOC340069	0.4465
EMID1	-0.526125
DPM3	-0.197583333333333
ELA1	-0.0725
SLC25A13	-1.6636
KRT24	-0.05475
SMPD1	0.357
TH	0.14975
COL6A2	1.0915
ANKS1B	3.13925
GPR126	-2.902
ZC3H12A	0.833833333333333
TMEM47	-0.3995
C2orf51	-0.285666666666667
C1orf88	0.321166666666667
HSF2BP	0.63575
AKAP10	-0.5545
RPAP3	-1.0555
KLHDC8B	0.47175
STOM	1.045
MUPCDH	-0.2075
C10orf72	-0.329875
PLEKHA3	0.192083333333333
TCP11L1	-0.26775
CWF19L1	0.284875
SPEF1	1.89446153846154
YSK4	1.31575
ELN	2.0582
SAMD8	-0.0343333333333333
MPI	-0.611666666666667
MEPCE	0.3406
ABCC3	-0.354125
NANOGP1	-3.2335
KCNK17	0.601625
HLA-DMB	4.5685
RRAGA	0.37625
ANGEL1	-0.3395
RBM32B	-0.125
CPN1	-2.855
MGC52282	-0.616
HLA-A	2.17875
OR9G4	0.5855
EDNRB	-2.035625
SCD	-1.25292857142857
C14orf80	-0.5325
BAGE2	0.4045
RABL4	0.9915
RCVRN	-0.255
SHANK1	-0.1625
NLRP7	-3.6045
CD226	1.17525
STAT3	1.1261875
SYNJ2	-0.3989
TPCN2	0.00466666666666666
WDR36	-1.14583333333333
MBD4	-0.26675
ROBO1	-1.3209
ST3GAL6	-3.0385
SLAMF8	3.71583333333333
ATN1	1.1435
GPR141	0.5245
KRT36	-0.183
TPH1	-0.1335
DDX52	-0.29
ZSCAN29	0.544333333333333
TRPT1	-0.468833333333333
DPEP3	0.4155
DENND4A	-0.699375
TSPAN16	-0.8215
PTCHD2	0.8195
LOC145814	-0.85525
CAP1	0.350833333333333
EIF5A2	-1.4702
NT5DC3	-1.22925
SEPT9	-0.850375
SEZ6L2	-2.675375
EGFLAM	2.815
VPS11	0.81075
NDUFB5	-0.0251666666666667
CIDEA	3.52433333333333
IER5L	0.57975
N6AMT1	0.29025
FAM83C	-0.1745
OXR1	-0.291416666666667
IRX1	-0.1605
DGKB	-0.7375
GCN5L2	-1.4165
MIR16	0.811625
FBXW9	0.64225
WDR4	-1.448
PDC	-0.1975
VPS33B	-0.419
HEXB	-0.40925
FLJ32214	1.29275
TCEB3	-0.72325
CRLF1	-4.4725
ABI3BP	1.3545
C8orf22	-3.7255
PYCR1	-0.46575
KIAA1706	0.40925
CDK5R2	0.84975
WAS	0.799
C12orf60	0.26025
CCBL2	-0.09475
MADD	0.35275
C5orf34	-2.72675
WDR42A	1.0409
KLF12	-0.930875
HSPA1A	1.5615
ITM2C	-1.71783333333333
DAPK2	2.303
LOC442590	-0.4365
SUMF2	0.035375
CENPA	-2.34853846153846
TMED5	-0.4135
CDH6	-1.0253
BRP44	-0.08825
THG1L	0.00825000000000001
GABRA2	-2.452
C14orf166	-0.329
MYL1	-2.25433333333333
TNFSF18	0.662
PAP2D	-1.27166666666667
PPIB	0.701
KLHL4	-1.170125
SFN	-0.3745
CCDC127	0.87675
FRAP1	-0.28075
GOLGA5	0.64475
SDCCAG1	-0.116125
MGC21675	-0.3345
C10orf95	0.444
KIAA1345	-1.46766666666667
C1orf163	-1.1465
LACE1	-0.714833333333333
OR10K2	-0.0215
CENPN	-2.79564
TMED2	0.547
UGT1A6	-0.951
ANG	0.15725
U2AF1	-1.09783333333333
CASC2	0.172333333333333
NMT2	-1.4525
OSGEPL1	-0.206375
DFNB31	0.2375
SLC6A20	0.34875
DKC1	-0.996
FXYD4	-0.65525
WDR64	1.11825
MGC5590	0.3655
CREBZF	0.2535
DAZ1	-0.06525
PRPSAP1	-0.71475
GCHFR	-0.3375
TTC7A	-0.76575
LOC196993	1.4935
UBD	2.9365
S100A1	0.576375
RPL6	0.766
DNAJB6	-0.4108
NAGS	-0.2783
C2orf58	0.0595
KERA	0.894166666666667
MT1X	-1.4511
UBE2B	0.7515
KEAP1	0.599
MST1	-2.6845
OMA1	-0.2325
ABLIM2	1.01625
BCL2L13	0.27325
JAZF1	-0.259333333333333
TMEM63B	0.978
S100A8	-0.5719
ARFIP2	1.4985
UROS	1.0945
KHDRBS2	-1.0625
POLQ	-2.904625
SOAT1	-1.192
SPAG4	-2.8035
MRPS30	-0.766333333333333
LOC494141	0.1025
OR2T11	1.0715
ORAOV1	0.3608
ZNF184	-0.0716666666666667
TCEB3B	0.0398
ADAM21	0.5745
GDPD1	-0.9895
SPINLW1	0.13075
PRR14	-0.163833333333333
KCTD9	-0.7967
NUDT3	-0.2065
KIAA1822	0.7996
HIST1H4K	1.9375
DFNA5	-1.939
GABPA	-0.417
C14orf44	0.08675
POLB	0.10275
PTAR1	-0.7525
SEC31A	0.7979
TRIM58	-0.9285
TAS2R14	-0.539
VPS8	0.918875
H1F0	1.84283333333333
PRKCB1	-1.67083333333333
UGT2A1	0.2205
TOR1B	-0.126
LSS	-1.339
C2orf19	-0.405
HNRNPC	-0.0113571428571429
TMEM100	-1.72333333333333
LOC116349	-0.33125
OR51M1	1.063
CCDC142	-0.9285
ISG15	2.875125
ZCCHC14	-0.42675
CREBL2	0.823375
TGDS	-1.865
DC2	-0.03275
CACNA2D3	-1.87157142857143
ZNF429	-0.052625
LYPD6	2.89833333333333
SUCLG1	-0.228666666666667
OR51I1	-0.4025
MAGEH1	0.98575
PRPF40A	-0.6845
SMR3A	0.454
SPINK2	-1.052
THAP2	0.625625
NPY5R	-1.333
IRF4	-1.74825
SPESP1	-1.83516666666667
OR10S1	0.4495
DTD1	-1.367
TUBE1	-1.39325
DDX19A	-0.927
PDPN	-1.148875
TMEM34	0.118833333333333
MGAM	0.7965
COL3A1	5.97894444444444
GFM2	-0.4385
OR5A2	0.062
PSG9	-1.4495
ARHGEF11	0.483666666666667
IVNS1ABP	-0.979125
SIGIRR	1.238
DUSP19	-0.884625
DNAJC14	0.5698
ACSS1	-1.121625
IL1RAPL2	0.557
C4orf30	0.3625
SEPT4	1.72225
LANCL3	-2.724
SPAG17	1.57666666666667
PRDX3	0.302375
HNF1A	-1.227625
P4HA2	-1.831125
RFWD3	-1.7825
MOV10	0.1775
DNAJA5	0.4145
LOC729440	0.012
LOC200383	0.57
SMC2	-2.06725
MIXL1	-1.00583333333333
TMEM9	1.44025
FAM86A	0.1915
ZNF174	0.1582
MYH14	-0.75875
CCR8	1.48675
VPS37C	0.681666666666667
GPATCH1	0.0555
B3GNT8	1.049
TBX4	-1.07025
CNR2	0.349166666666667
PCDH1	1.6055
C5orf29	3.940375
OCIAD2	0.64925
PLCG2	0.25875
KIAA0247	2.159125
HRH3	0.0612
CAPN13	4.43075
CCR1	0.439
MGC15523	-0.0787222222222223
UVRAG	0.374166666666667
DNAJA2	-0.716166666666667
ITGA2B	-0.415333333333333
CLDN5	3.468125
PTPRN2	-2.17314285714286
ZNF512	-0.627833333333333
PSAP	1.02742857142857
CCDC140	-0.907
LRRC55	-0.77225
CYP26C1	0.589
C8orf47	-1.32375
LYN	0.343625
DUSP6	-0.99
TGFB3	2.89186666666667
ELK1	0.4219
PCDH11Y	-0.383
HGD	0.7285
C17orf58	0.75375
MYO3A	-0.0345
SERPINE2	-5.27866666666667
AARSD1	-1.297125
C14orf73	-1.404
ADAM33	0.15925
ZNF491	0.608
MAPK6	-1.19433333333333
TCN1	-1.06933333333333
SLC24A6	0.8285
UBE2R2	0.84225
H1FNT	0.608
TATDN2	0.328
LILRB1	2.832
P2RY5	1.2405
NUCB2	0.84925
C2orf37	0.4825
SNX27	0.668
MTA3	0.234625
FOXO4	0.348125
ID4	-0.9305
SOX5	-2.78116666666667
PXMP3	0.053
OR52M1	0.345
SFT2D3	-0.087625
INA	-2.9105
MCOLN1	0.8335
NFIX	2.4364
CLEC14A	5.1095
HIBCH	-0.5615
PLA2G5	0.89025
TIMM10	0.252666666666667
MED17	0.5151
COL4A4	-1.004
TPP1	1.109
GJA3	-1.55
TMPRSS5	-1.48475
AADACL3	0.355
DNMBP	-1.615
ENPP5	2.176
NQO1	-4.3471
ZSCAN2	0.190125
SEC24C	0.440833333333333
GTF2A1L	1.4965
AXIN2	-0.3046
FAM33A	-1.96216666666667
C16orf13	0.0955
SPNS2	0.69225
TAF1	0.267
AP1G2	-0.479833333333333
RBM42	0.191333333333333
HCN2	0.903333333333333
EFHB	1.318
RUSC1	0.254333333333333
GRIK5	0.544
USP21	0.0108333333333333
ATAD3C	0.918
ORMDL2	0.563125
PRSS7	-3.82025
PSAT1	-5.215
FLJ13195	-1.18433333333333
TBC1D1	-0.429833333333333
IFNG	4.052
OTOS	0.058
ZNF773	0.779
EMD	-0.94575
RETN	-0.65175
CCL8	5.38
APH1A	-0.516375
COX18	-0.131125
GTF2IRD2	-0.70575
CCDC82	-1.998
PAFAH2	0.4233
NPEPL1	-0.5601
RP11-114G1.1	0.0425
TP53INP1	1.066625
ZNF300	-2.25166666666667
FOXL2	-3.1365
LARP2	0.548083333333333
LATS1	0.249
HTR6	0.5015
SPOCK2	1.41416666666667
RNF144B	2.50266666666667
HTATIP2	-1.263
MGC10334	0.858166666666667
CENTA2	2.5925
FGF2	-1.889
FXYD7	0.64275
PHYHIPL	-2.14225
GPR34	4.89175
DDX6	0.243
OR10W1	0.047
LHFPL1	0.7265
ZNF313	-0.115142857142857
VPS28	0.30125
AP3M1	0.5491
AKR1CL2	-0.505
TRAF4	0.775875
OR2B11	0.4235
C19orf12	0.172166666666667
AKAP9	-0.345666666666667
C1orf62	-0.22025
SLC20A1	-1.0611
FAM112A	1.09375
LDB2	-0.019875
MRPS23	-1.178
KLK5	0.25225
SPTB	-0.3951
EFEMP2	0.792
EFNB2	0.08825
PCM1	0.684785714285714
NMNAT3	1.40225
TSG101	0.195833333333333
C8orf40	0.564
NOB1	-0.70725
ABHD3	-1.52925
GTF3C4	0.499375
PIGN	0.753
GALNTL1	-0.7615
AEBP1	2.1655
OR9Q1	0.5655
ANKRD2	0.31025
CCL28	-3.958
TRIM38	0.959166666666667
TMCC1	0.5645
SMG5	-0.6995
LRRC7	0.0675
NCAPD2	-1.38033333333333
C6orf153	-0.5445
C1orf74	-0.3785
OTUD6A	0.119
DCP2	-0.816833333333333
TMEM24	0.94325
RPL18	0.304833333333333
TMEM177	-0.53875
LRRC37A3	1.1285
C1D	-0.0401666666666666
LDHC	-0.67525
UBE4B	-0.6925
NIT1	-0.139625
BTN3A3	1.604875
RASD1	3.39525
COMMD3	0.26825
SHFM1	-0.325
BIRC8	-0.37925
DUT	-1.7175
C12orf51	0.3295
LRRC59	-0.8435
LY6H	0.3105
WDR22	0.787916666666667
EDEM1	0.545928571428571
ADH1A	3.489
PANX2	0.058
CYP11B1	0.9095
CDC73	-0.9865
GPR172A	0.75025
GSTM3	0.942076923076923
KCNA5	0.44875
SERAC1	0.6275
NFATC2	-0.0115
ANAPC5	0.0604
C15orf24	0.2475
NFATC2IP	-0.757583333333333
TNRC6C	0.6985
MGC102966	-1.712375
FGD5	0.949
MED9	-0.4795
RAB13	-0.121166666666667
C15orf49	0.356
CRYGS	-0.2362
C12orf53	-1.3754
LOC283693	-0.39
COX6B2	-0.80625
PHF14	-0.638875
FAM3A	-0.13075
RPL13	-0.9402
PRDX2	0.8537
FLJ34047	-1.542
PRMT3	-1.475
KCTD19	-1.9245
TRIM10	-0.4335
MGC26597	0.084
GCNT4	0.61425
GPRASP1	0.17775
CDKN1C	-1.35366666666667
RHBDL2	-0.7641
HSPH1	-0.68225
AQP1	2.819625
COL17A1	-1.6593
GFAP	0.62475
CDC16	0.008
KIAA1614	0.3155
C6orf118	-0.086
ZSWIM5	-1.56025
FAM83F	4.447
LYNX1	0.128875
SYNPR	-0.433333333333333
XG	3.33066666666667
PRSS16	-3.63275
KIF13B	1.64342857142857
PCDH9	-1.670375
HIST1H2AH	1.03683333333333
RBM18	-0.63
ZNF626	0.0755
HEXIM2	0.645166666666667
ITFG1	-0.9725
TUBG2	-0.9075
SFRS7	-0.7035
C9orf14	1.3085
EXTL1	-1.82925
GBP3	2.9195
WDR5	-0.38775
RARG	1.42266666666667
MYO7A	0.463125
CECR6	0.7665
C13orf3	-1.759
SFRS18	-0.73225
ACVR1B	0.446833333333333
PSMD1	-0.6893
C7orf31	-0.6885
ILVBL	-0.772
IFNGR1	0.9955
RNF186	-0.962666666666667
NOL9	-1.11525
MAGEL2	0.46
SLC29A2	-0.19325
NHSL1	-2.706
RBMX	-0.032
PSORS1C2	0.6405
RAD51L3	-0.62775
LCN6	0.80175
ORAI2	-0.543625
BRUNOL6	0.3474
OR4K5	0.3135
CDC123	-0.884125
MSLN	-2.27083333333333
WWTR1	-1.56566666666667
ZNF700	-0.388166666666667
COBL	0.2235
PPP1R16B	0.22575
GAS7	0.3699
MDN1	-0.576125
HAAO	0.43
C9orf68	1.238
TNFAIP2	1.2455
FOXN1	0.754
hCG_2033311	0.607333333333333
ATP6V0D2	0.8628
RPL41	0.708125
SLC38A1	0.769125
ARHGAP6	-1.69866666666667
ADAD2	-0.80725
PHF20L1	-0.254875
MCM3AP	-0.462666666666667
ST3GAL3	-1.252
SNX1	1.50016666666667
ELF5	2.91375
PARP3	0.557375
RBM8A	-0.8281875
LINGO4	0.4475
ITGA9	0.307166666666667
ZFR	-0.2605
ACSL6	-0.222428571428571
FLJ20699	0.1024
DAOA	-0.0775
FABP4	6.0575
KCNB1	-0.586
CANX	0.4656
SLC25A28	1.05833333333333
ADIPOR2	1.713125
ECHDC2	1.467625
SMA4	1.386
FRZB	2.507125
PABPC1	0.270833333333333
DMRTB1	-0.159
APOBEC3G	0.8625
CATSPER2	-1.136
CUEDC1	1.21316666666667
STARD9	-1.346625
CLDN8	4.543875
LOC23117	-0.898045454545455
E2F6	-0.597888888888889
TMEM126B	-1.058
DPY19L4	-0.96875
GIMAP5	3.65316666666667
NDUFA9	-0.448333333333333
FAM77C	1.836
CTPS2	0.413
LOC51035	0.29125
WDSOF1	-1.34
EGLN3	-1.986125
PITX3	1.00116666666667
OR52E8	-0.1675
GRM4	0.3265
KLK1	-2.1655
GPM6B	-0.00162499999999999
RRAGD	-1.04033333333333
PAGE5	-3.404
UCHL5	-1.48933333333333
ULK3	-0.478
AIM2	1.672
PNO1	-0.962333333333333
OR2F2	0.2765
GNAT2	-1.226
SIX1	-2.27125
ST13	0.395666666666667
ZBTB44	0.62575
TIMP2	-0.02075
ZMAT4	-1.18175
GTF2IRD1	0.227833333333333
ZNF19	0.0871666666666667
ZNF714	-0.37175
RSC1A1	-0.29775
C9orf80	0.334
PSMA8	0.6015
TMEM141	-0.15325
COX4I1	-0.883928571428571
CTAGE1	0.496166666666667
DTWD1	-0.494
HSD11B1	2.238
KRT6B	1.989125
ARID4B	0.71375
LHFPL3	-0.18575
WWP2	-0.166416666666667
ZNF326	-1.00566666666667
RGPD1	-0.976
CTSH	0.9975
FASTKD1	-1.051375
PAF1	0.608
TTC9C	-0.0925
IFT57	-0.9731
PRSS36	1.834
IL20RB	-1.8125
ZNF592	0.289333333333333
DCTD	-0.5628
CFP	1.545
MFNG	-0.175875
JMJD2B	1.47075
ALDH3B1	-0.838
THSD4	2.36166666666667
KCNJ5	2.78883333333333
LMNA	0.438166666666667
TBCD	-0.26375
ZNF250	-0.0403333333333333
CASQ2	0.932833333333333
PEG10	-4.7675
PRAME	-5.50706666666667
NP	-0.7035
TRIM59	-0.45
ZNF12	0.117
XTP3TPA	-0.77375
SIGLEC7	0.5962
PANK4	0.1435
FAM70A	-3.264
SNED1	0.7845
HIP1	-0.199
RAET1E	1.9265
AMAC1L2	0.055
AHNAK2	-0.9335
TOE1	-1.552
RECQL4	-1.205
SPRYD3	1.24425
DPAGT1	0.06225
MAGED2	1.4546
ANKRD55	-0.3225
TRPS1	4.487
DOK7	0.798
TFPI2	-6.37425
GTF2H3	-0.6805
CYP4F11	-0.741
LHX2	-2.1115
ATG16L1	0.622833333333333
ASB12	0.197
C1orf116	4.581125
NF2	-0.1526
