Hybridization REF	TCGA-B6-A0WX-01A-11R-A109-07
OR52M1	0.0375
SFT2D3	0.61075
INA	-2.7395
MCOLN1	1.12675
NFIX	2.5502
CLEC14A	4.8295
HIBCH	0.396833333333333
PLA2G5	1.897
TIMM10	-0.94
MED17	0.4286
COL4A4	0.3395
TPP1	0.3455
GJA3	-1.19333333333333
TMPRSS5	-1.33275
AADACL3	0.2455
DNMBP	-1.2855
ENPP5	2.28283333333333
NQO1	-2.2168
ZSCAN2	-0.775625
SEC24C	-0.106833333333333
GTF2A1L	-0.416
AXIN2	-0.00350000000000001
FAM33A	-1.72708333333333
C16orf13	0.2395
SPNS2	1.329
TAF1	0.31625
AP1G2	-1.0615
RBM42	-0.0223333333333333
HCN2	1.07816666666667
EFHB	-0.234
RUSC1	0.777666666666667
GRIK5	0.0545
USP21	0.676833333333333
ATAD3C	1.11725
ORMDL2	0.646
PRSS7	-2.40625
PSAT1	-3.156
FLJ13195	-0.713666666666667
TBC1D1	0.973333333333333
IFNG	1.1065
OTOS	-0.122
ZNF773	-0.258833333333333
EMD	-1.01225
RETN	-0.55025
CCL8	2.9595
APH1A	0.058875
COX18	-1.0465
GTF2IRD2	-0.068
CCDC82	-0.424333333333333
PAFAH2	-0.059
NPEPL1	-0.867
RP11-114G1.1	-0.1065
TP53INP1	0.943375
ZNF300	0.0316666666666667
FOXL2	-1.75975
LARP2	-0.32775
LATS1	0.27925
HTR6	-0.236
SPOCK2	0.5365
RNF144B	2.78916666666667
HTATIP2	-0.8505
MGC10334	-0.00666666666666671
CENTA2	2.26716666666667
FGF2	-0.41775
FXYD7	-0.043
PHYHIPL	-1.511125
GPR34	2.96625
DDX6	0.422
OR10W1	-0.025
LHFPL1	-1.2875
ZNF313	-0.5995
VPS28	1.1215
AP3M1	0.2858
AKR1CL2	1.128
TRAF4	-0.00925
OR2B11	0.1665
C19orf12	0.842666666666667
AKAP9	0.061
C1orf62	0.205
SLC20A1	-2.1637
FAM112A	0.301
LDB2	1.043125
MRPS23	-1.0985
KLK5	4.71775
SPTB	-0.2867
EFEMP2	1.0975
EFNB2	1.355875
PCM1	-0.2595
NMNAT3	1.06375
TSG101	0.0683333333333333
C8orf40	0.753666666666667
NOB1	-0.9275
ABHD3	-1.03875
GTF3C4	-0.17375
PIGN	0.973666666666667
GALNTL1	0.5855
AEBP1	2.549625
OR9Q1	0.183
ANKRD2	-0.13075
CCL28	-0.83925
TRIM38	1.0005
TMCC1	0.347083333333333
SMG5	0.29275
LRRC7	-0.157
NCAPD2	-0.5505
C6orf153	-0.292
C1orf74	1.3405
OTUD6A	0.521
DCP2	-0.944333333333333
TMEM24	-0.44525
RPL18	-0.764333333333333
TMEM177	-0.118
LRRC37A3	0.29475
C1D	0.0945
LDHC	-1.00925
UBE4B	-0.320166666666667
NIT1	0.863625
BTN3A3	0.65475
RASD1	3.38875
COMMD3	0.3835
SHFM1	0.4245
BIRC8	0.0125
DUT	-0.75275
C12orf51	0.407
LRRC59	-0.425166666666667
LY6H	0.58075
WDR22	0.359916666666667
EDEM1	-0.220571428571429
ADH1A	3.3325
PANX2	0.0767
CYP11B1	0.50025
CDC73	-0.1705
GPR172A	1.08425
GSTM3	0.415923076923077
KCNA5	-0.292625
SERAC1	0.728166666666667
NFATC2	-0.109
ANAPC5	-0.8117
C15orf24	-0.545
NFATC2IP	-0.516833333333333
TNRC6C	0.228166666666667
MGC102966	2.753625
FGD5	-0.00133333333333333
MED9	1.22575
RAB13	0.558166666666667
C15orf49	0.033
CRYGS	0.6306
C12orf53	-0.9699
LOC283693	-0.628
COX6B2	0.15825
PHF14	0.2805
FAM3A	-0.2095
RPL13	0.1867
PRDX2	-0.1545
FLJ34047	-1.3655
PRMT3	-1.091
KCTD19	-1.964
TRIM10	-0.828333333333333
MGC26597	0.602833333333333
GCNT4	1.63125
GPRASP1	1.864
CDKN1C	0.222666666666667
RHBDL2	2.1205
HSPH1	-0.0195
AQP1	3.128125
COL17A1	2.8915
GFAP	0.09475
CDC16	-0.36575
KIAA1614	0.1795
C6orf118	0.0736666666666667
ZSWIM5	-1.0905
FAM83F	2.63375
LYNX1	2.036875
SYNPR	-0.2985
XG	3.34433333333333
PRSS16	1.614875
KIF13B	0.633142857142857
PCDH9	-0.407125
HIST1H2AH	0.00716666666666666
RBM18	-1.3405
ZNF626	0.234875
HEXIM2	-0.524
ITFG1	-0.2945
TUBG2	-1.094
SFRS7	-0.386416666666667
C9orf14	1.307
EXTL1	-1.0095
GBP3	1.46433333333333
WDR5	-1.26725
RARG	0.281666666666667
MYO7A	-0.606875
CECR6	-0.30925
C13orf3	-1.43625
SFRS18	0.108
ACVR1B	0.390833333333333
PSMD1	-0.287
C7orf31	0.643166666666667
ILVBL	-0.76225
IFNGR1	2.206
RNF186	0.60675
NOL9	-0.71625
MAGEL2	2.198
SLC29A2	-0.606
NHSL1	-0.577
RBMX	-0.5725
PSORS1C2	0.21175
RAD51L3	-0.305666666666667
LCN6	0.37075
ORAI2	-1.111625
BRUNOL6	0.0335
OR4K5	-0.2055
CDC123	-0.73975
MSLN	1.41766666666667
WWTR1	1.07366666666667
ZNF700	-0.918666666666667
COBL	0.94325
PPP1R16B	-0.1015
GAS7	1.2574
MDN1	-0.713625
HAAO	0.306
C9orf68	-0.0385
TNFAIP2	0.6765
FOXN1	-0.5925
hCG_2033311	0.154833333333333
ATP6V0D2	-0.4197
RPL41	-0.334125
SLC38A1	0.52325
ARHGAP6	-1.25658333333333
ADAD2	-0.39475
PHF20L1	1.281625
MCM3AP	0.319666666666667
ST3GAL3	-0.317
SNX1	-0.4095
ELF5	4.37725
PARP3	-0.63175
RBM8A	0.471875
LINGO4	0.3425
ITGA9	1.3985
ZFR	0.531
ACSL6	1.159625
FLJ20699	-0.2656
DAOA	-0.28675
FABP4	3.062
KCNB1	-0.45075
CANX	-0.5677
SLC25A28	0.214333333333333
ADIPOR2	-0.239
ECHDC2	1.818125
SMA4	-2.768
FRZB	3.664125
PABPC1	1.51733333333333
DMRTB1	0.150125
APOBEC3G	-0.11575
CATSPER2	-1.70816666666667
CUEDC1	1.35433333333333
STARD9	-0.4465
CLDN8	3.451375
LOC23117	-0.588863636363636
E2F6	-0.615
TMEM126B	-1.2755
DPY19L4	1.2355
GIMAP5	2.9105
NDUFA9	-0.696833333333333
FAM77C	-2.7465
CTPS2	0.69725
LOC51035	0.157625
WDSOF1	0.000750000000000001
EGLN3	-0.145125
PITX3	1.013
OR52E8	0.3955
GRM4	-0.14
KLK1	0.485166666666667
GPM6B	1.030375
RRAGD	-0.694666666666667
PAGE5	-2.48175
UCHL5	-0.514166666666667
ULK3	-1.025
AIM2	1.283
PNO1	-0.726833333333333
OR2F2	0.214
GNAT2	-0.6255
SIX1	2.491
ST13	-0.353916666666667
ZBTB44	-0.049125
TIMP2	1.21375
ZMAT4	-1.7475
GTF2IRD1	0.00500000000000001
ZNF19	0.629333333333333
ZNF714	-0.96175
RSC1A1	-0.40125
C9orf80	-0.92075
PSMA8	0.444
TMEM141	-0.644
COX4I1	0.225
CTAGE1	-0.306
DTWD1	-0.9685
HSD11B1	1.0615
KRT6B	4.791625
ARID4B	1.5245
LHFPL3	0.28275
WWP2	0.0439166666666667
ZNF326	0.0641666666666667
RGPD1	-0.6855
CTSH	1.13416666666667
FASTKD1	-0.614625
PAF1	0.0846
TTC9C	-0.39125
IFT57	0.5409
PRSS36	-2.8525
IL20RB	-1.8675
ZNF592	-0.486666666666667
DCTD	-0.7277
CFP	1.63075
MFNG	-0.47425
JMJD2B	0.11025
ALDH3B1	-1.074
THSD4	-0.389166666666667
KCNJ5	2.42766666666667
LMNA	0.531166666666667
TBCD	-0.148625
ZNF250	1.4205
CASQ2	1.5295
PEG10	-0.928333333333333
PRAME	-2.51546666666667
NP	-0.60575
TRIM59	-0.169833333333333
ZNF12	0.5485
XTP3TPA	-0.565
SIGLEC7	-0.3117
PANK4	-1.092
FAM70A	0.0606666666666667
SNED1	-0.33225
HIP1	0.725
RAET1E	-0.968666666666667
AMAC1L2	-0.513
AHNAK2	0.978916666666667
TOE1	-0.850833333333333
RECQL4	-1.0935
SPRYD3	0.62325
DPAGT1	-0.80275
MAGED2	0.7631
ANKRD55	0.165
TRPS1	3.05966666666667
DOK7	-1.54575
TFPI2	-5.64475
GTF2H3	-1.4935
CYP4F11	-1.663
LHX2	-3.2665
ATG16L1	0.845666666666667
ASB12	-0.3935
C1orf116	4.5055
NF2	-0.74005
POM121	-0.6251
PHYHD1	0.6115
TXNDC17	0.752333333333333
DKFZp779O175	-0.4045
NUP62	-0.413642857142857
MYO18B	-0.822166666666667
PRAMEF1	-0.234
TCBA1	0.903375
TMEM168	1.45175
FJX1	-0.623333333333333
CLCF1	0.756
SEPN1	0.14875
IGSF2	0.93425
NUDCD1	0.259333333333333
TFF3	-1.00816666666667
NDFIP1	-0.000785714285714278
CHCHD4	-0.98275
TNR	0.0315
CUTA	0.542833333333333
USP44	-4.0345
DPP10	-0.1656
IWS1	0.2275
PCGF1	0.46425
SULT1C4	0.3445
NTF5	2.4295
PTPN13	0.98225
SSTR5	-0.0505
SFRP1	3.91525
IDH3B	-1.5765
SUOX	0.2965
TMCO5	0.66125
GOLT1B	-0.1205
MIB1	0.606142857142857
PCDHGB1	0.024
SUSD1	-0.234
ICAM5	-2.82583333333333
PAPOLB	0.36625
URM1	-0.9686
TMEM106B	-0.186166666666667
LRIG2	-0.457
SLC27A5	-2.219
CLIC6	1.0327
ZNF420	0.432333333333333
SCN9A	-1.3093
KIAA1909	1.77475
ELMOD1	-0.7975
PRKAG1	-0.1765
FAM64A	-0.594777777777778
EEF1G	-0.1388
SMAD5	1.133
INCENP	-1.69075
WASF2	-1.583
GARS	-0.3525
CDK10	-0.8344
HLX	0.457833333333333
MDM4	1.117875
ZNRF1	-0.532928571428571
HHATL	-2.08566666666667
FAM21C	1.4455
HIST2H3C	-0.041
PFDN2	1.203875
ZNF200	-0.775
NDN	0.43075
HBA2	-2.3105
FBLN5	2.487375
PUM1	0.369214285714286
TNNT1	-0.488833333333333
C19orf59	-0.784166666666667
HNRPH2	0.491666666666667
RAB7A	0.102833333333333
PMS2	0.088125
BIRC3	0.548666666666667
NRSN2	0.43225
OR52K2	0.192166666666667
SPOCK1	1.13257142857143
H2AFY	0.27625
RXRB	-0.02625
ZNF638	0.383666666666667
ANKRD45	0.74975
ACTN4	0.142166666666667
FXC1	-0.92325
EIF2B5	-0.33025
VPS33A	-1.05625
PINK1	0.4935
FAM106A	0.6655
SKIP	1.3884375
GAPDHS	-0.187666666666667
MUM1L1	0.107
PSTPIP1	1.21775
CNTNAP1	-1.3824
CYP26A1	-0.4065
APOL2	-0.1388
TACC2	0.42975
COX7A2L	-0.0829285714285714
HSD17B1	0.5689375
ARRB2	0.303
SLC7A6	-0.5324
HSD17B10	-0.2775
RBJ	-0.1485
NUP155	-1.04325
MRPL10	-0.508
CYCS	-1.13491666666667
CCDC46	0.2375
TECTA	0.566
GNAL	0.18275
LPO	-0.1705
PEBP4	1.14275
DDX11	-1.873
C18orf12	0.575
TAF9B	-0.428416666666667
IMP4	0.28
RPA4	-0.0268333333333334
NDUFS1	-0.786
UPK1A	-0.046
ARRDC2	1.66116666666667
C18orf20	-0.13
AES	0.383357142857143
CD2BP2	-0.399333333333333
C16orf54	-0.01
UGT2B17	-1.535
FGFR1	-0.1895
CEACAM6	3.6351
CHRM5	0.224
CERK	-0.63875
AP3S2	-0.6395
ANKS4B	-2.68
CLCNKA	0.127
ZNF208	-0.609166666666667
HLA-DRB5	5.1705
CARKL	-0.3965
GOT1	-1.16616666666667
CASP6	0.528875
HOXA1	-0.3635
RCL1	-0.22775
ZNF181	0.085
RAB40B	1.7
MRPL38	-0.107375
LRRN2	4.045
C3orf25	0.2835
OR5D14	0.2245
OR10AG1	-0.762
BET1L	-0.0159
FRY	3.395
AK3L1	-0.35625
CSF3R	0.546666666666667
POLR3K	-1.05366666666667
ATG2B	0.277833333333333
EPS8	-0.964333333333333
DARS	-0.0655
C10orf56	1.30483333333333
DAD1	-0.176666666666667
RIOK1	0.342666666666667
HERC2	0.42775
HSD11B2	1.117
FAM96B	-0.20375
MGC13057	0.41525
BSN	-0.245
CAND1	0.0743333333333333
HCST	2.068
ACTR10	-0.413333333333333
OR8D4	0.415
NASP	-0.7978
COL9A2	2.687
LYZL1	0.1055
GPC5	-2.3945
TBL3	-0.701166666666667
CENTD2	0.1071
OR5AP2	0.248
TLR1	1.83525
LMO6	0.05825
ZIC2	-1.535375
CPNE5	0.79425
ZMYND15	2.59775
FLJ22374	-0.08275
CCDC106	-0.19275
PARP16	-0.1035
PDIA3	0.2375
C14orf126	-0.62325
CECR2	-0.092
SFRS1	-0.523142857142857
FIGLA	0.718
DCP1A	0.433666666666667
MGC45800	-1.3248
TEKT1	0.0958333333333333
C10orf67	-0.094
CLN5	0.4105
NTN2L	0.2315
GLE1L	-1.66025
CES2	-0.6503
GNAS	2.34677777777778
DDX53	-0.617
TSPAN13	0.81475
MRPL52	-0.864
SPIRE2	0.603125
TAS2R39	0.369
SCUBE3	2.713
UCRC	-0.2605
CDKL3	-0.23775
KIAA1715	-0.8682
ZNF345	0.7485
RTF1	-0.47025
DHRS7	-0.16225
RIPK4	-0.853833333333333
EXOSC2	-1.752
MS4A2	1.433
FGF17	-0.31975
WDR59	0.007875
EVI2A	-0.5085
IL17RC	1.26066666666667
HS3ST1	1.875
ITGB1BP2	-1.139
RBPJ	-0.730166666666667
GIMAP1	3.5385
INE1	-0.784833333333333
ALDH18A1	0.883625
TPI1	-1.80675
GATA6	3.85125
CABP1	-0.656166666666667
ZNF484	-0.0855
DAPK3	0.9915
GJB1	-3.11
PIN1	-0.31725
SLC6A15	-3.13875
CNO	-0.486
RIN2	2.04275
FRRS1	-0.1875
CYorf15B	-2.97925
DMRT3	0.7785
ATAD1	-0.777125
OTUD4	-0.266944444444444
ATOH8	-1.50825
ZSCAN16	1.08725
ASCC1	-0.03975
OTUD3	0.607
MGC33212	-0.0436666666666667
YME1L1	-0.160875
RP11-218C14.6	0.1295
PCBP4	0.786
TNFRSF10A	-0.422
CDH10	-2.35383333333333
KL	1.482375
SCP2	-0.109416666666667
C9orf119	0.1855
SON	0.16475
MAFK	-0.133
SBNO2	0.558
SLC6A6	0.314333333333333
SC4MOL	-1.21825
FAM35B	-0.557625
PPP1R9A	1.825375
PDZRN3	0.94925
CXorf20	-0.1425
C6orf126	0.50225
AVEN	-0.4465
FLJ21075	-0.8575
C14orf132	-0.24325
PCK2	-1.79425
GUCY2C	0.2145
BARX2	0.73575
PEX11G	0.6885
DAO	-0.910166666666667
C10orf49	0.3305
EDNRA	2.3535
PPP2R5A	1.6362
DDX39	0.0255
SERF1A	-1.22325
ASCIZ	0.858
FNDC8	-0.129
PTMS	0.1945
PHF7	-0.8195
PIP4K2B	0.1309375
HHLA2	0.39225
BDH2	0.3184
APOBEC2	-0.412
PENK	0.920333333333333
SMAD9	-0.104
MT3	-0.51625
RGL1	1.413625
ATG10	-1.134625
DLGAP4	1.36933333333333
APPBP2	-1.19271428571429
BACE2	0.7605
LOC339344	1.32483333333333
ZNF395	-0.737
HIST1H2BL	-0.55675
ZNF467	0.887625
SLC25A21	-1.1265
PALM2	0.210833333333333
NSUN5C	-0.47975
IL5	0.1165
CLSTN2	1.79625
ANXA8L2	1.91525
PTGES	0.274875
GDAP1L1	-2.00133333333333
OPRK1	0.361833333333333
WDR20	-0.28775
C12orf4	0.820125
NUP88	0.7605
XRCC6BP1	-0.509666666666667
FCGBP	1.58864285714286
LEMD2	0.45225
NOMO1	-0.0215
C10orf79	1.036625
ZNF79	0.4931
OCRL	-0.098
HSPA8	-1.105
DIDO1	0.1205
PLA2R1	0.75625
COG3	0.8137
NGDN	-0.8935
CBFA2T2	0.5885
PNOC	0.53125
PRRG1	1.39741666666667
AGGF1	-0.537285714285714
DPF2	-0.42625
YIPF7	0.0605
TRPV5	0.264
ZNF322B	1.3925
MED12	0.0963333333333333
CARS	-0.884333333333333
ABCC11	-0.172166666666667
C9orf25	0.632
MYH1	0.38
FRYL	-0.00233333333333334
AGTRAP	-0.44175
MMP27	1.2135
ZNF432	-0.2915
OR8D1	-0.389
OR13D1	0.06775
VWA1	1.5705
STON1	3.64175
IL5RA	-0.359
PERP	1.654
C10orf107	0.302
TNFSF12	2.7045
FN1	1.151
MTR	0.526333333333333
PHLPPL	-0.174833333333333
ZNF425	0.688
DHFR	-2.59811111111111
PPP1R12A	0.193375
RSPO2	-0.260125
ZNF7	0.6975
ZNF583	-0.2895
TPMT	-1.17116666666667
GPR132	0.846875
OR2T12	0.11175
SERTAD2	0.197
ATP1A1	0.6437
FRMPD3	0.79775
ZNF672	0.419
PLXNB3	1.068
EML5	0.866
FAIM3	0.76
UBQLN2	0.99475
SORCS2	2.477
PRIM2	-1.6755
ACVR2A	1.15233333333333
YWHAZ	1.04125
PGM2L1	1.652
GNAO1	0.560357142857143
RPL10	0.0909
RPS6KA6	-1.5315
PFKL	-1.11533333333333
SH3D19	1.127625
AURKB	-1.30916666666667
ZC3H6	1.4415
DISC1	0.8705
FLJ39660	-1.57466666666667
TMEM25	1.673625
OSBPL10	1.597375
CLTCL1	-0.7135
ALG6	0.3675
CATSPER4	0.375
LRTM1	0.1965
RRAD	2.5095
TIPIN	-1.731
CARD14	1.031375
RBM9	0.200166666666667
RASSF4	1.75575
SLC25A18	-0.736666666666667
C6orf58	-0.209333333333333
IGHD	0.5775
PLA2G6	-0.276
TPT1	0.3455
SEC63	0.9786
CCDC113	0.8122
TDRD10	1.98325
KIAA1666	-1.438375
TOR1AIP1	0.638166666666667
SYTL4	-0.542666666666667
SPRR2F	-0.3625
CEBPD	2.27525
SNTG2	3.12025
C20orf77	-0.398416666666667
TAS2R49	-0.3585
C6orf173	-0.719333333333333
SVEP1	0.7654
PXN	-1.08321428571429
VIL2	1.12133333333333
C5orf21	1.07683333333333
DIXDC1	0.169375
GANAB	-0.85
PDSS1	-0.55925
NGFR	1.76825
ATP8B4	0.8395
BMP8A	0.2735
CCDC132	-0.00508333333333333
GNRH1	0.31975
OR10T2	0.10325
PDGFD	1.99483333333333
OR6W1P	-0.1775
HARS	-0.6465
KRT77	0.6355
AQP8	-0.18425
ITGB1	0.8414
ZNF254	-0.000100000000000011
PAX1	-0.0596666666666667
PSMC4	-0.8087
ANKRD22	1.6195
PSMD8	-0.859
HTR1E	-0.742333333333333
SOX10	-0.0048
OR5B2	0.2365
RABGEF1	-0.747
MAP1LC3B	0.06925
CYB5R4	-0.364
AGXT2L1	-3.01166666666667
FLJ41603	0.967333333333333
TRAPPC2	0.0903333333333333
FNTB	-0.0288
FLJ14107	-1.10783333333333
AURKAIP1	-0.3495
DSE	2.4355
NFKBIZ	-1.22266666666667
OSBPL3	-0.621333333333333
LOC130576	-1.7335
SLC39A9	-0.123666666666667
LOC137886	0.982416666666667
RHCE	-1.6335
ATG7	0.273333333333333
FAM82A	0.558
FBN3	0.2675
MCFD2	-0.9345
CASP14	0.076
EPS15	1.24041666666667
SFRS2B	0.709083333333333
C19orf47	-0.4445
PLAC9	1.6505
GPR23	0.0955
BTNL3	-0.101
RGS8	0.275
GNS	0.21775
ENO2	-2.96816666666667
CBX1	1.3101
PEX26	0.3805
LRP5	-0.00966666666666666
ADAMTSL4	-1.711
ARR3	-0.109166666666667
MAP1A	0.1255
CD2	4.2715
NAV2	-0.3015
TMEM69	0.23325
ATXN7	-0.663833333333333
CHN2	-0.911833333333333
ZNF781	-0.346833333333333
HAS2	-3.24116666666667
KIAA0241	-0.988333333333333
BIC	1.1315
MOBKL2A	0.34725
CYP2C9	0.2645
CNOT7	-0.407571428571429
SFRS10	-0.68975
CST11	-0.07725
FLJ37543	0.2925
NKAP	-0.75625
RUNX1T1	3.876
EAF1	-0.3875
IL4I1	2.09175
LRRC61	-0.1505
PSIP1	-1.16375
SPRR4	-0.6
ZFP90	0.857333333333333
AP2B1	-0.282923076923077
SLC30A7	0.708
C7orf28A	0.315
S100B	-2.14316666666667
BMP2	-1.998
ESR1	-2.741
ZFPL1	0.026
ARHGAP12	0.2575
LRRC19	-0.0656666666666667
ZNF767	-0.473333333333333
NACA	-0.039
OLIG1	-0.931375
PRF1	0.73225
LST1	2.64183333333333
SPATA9	-0.624333333333333
CNFN	1.3185
CDK4	-0.2768
TCF15	-1.62533333333333
PARC	-0.02175
PPM2C	2.82625
LOC283345	-0.289
FAM107B	0.58
DMXL1	-0.569
RBM3	-0.144875
HTR5A	-0.912666666666667
SCFD1	-0.4735
EPHB3	3.102875
ROPN1L	-1.06983333333333
RAMP3	0.307
TSPYL5	4.93172727272727
GAP43	-1.288
PAPD4	-0.473625
PDE3A	-1.563
TNFRSF10C	-0.085
JMJD5	-0.1355
RASGEF1A	1.4092
C16orf65	-0.103
HIPK3	0.257333333333333
XYLT2	0.0315
XPOT	-0.406166666666667
GAL3ST1	-1.5735
DHCR7	-0.6495
AMIGO3	-0.188
FGFR4	-1.98166666666667
CRAT	-0.00612500000000001
PPP1R14D	-0.195
TRIM14	-0.0052
TMPRSS11D	-0.425
SLC7A11	-3.145
OR10H2	0.40325
PPM1E	-1.4964
DOCK4	0.582
FAM127A	0.5745
ENOPH1	-0.89325
SLC5A3	0.3982
ZNF530	-1.007
NTS	-6.26025
FRMD4A	0.474125
BCL11B	-1.8085
PRM1	-0.37475
UQCC	-1.2678
S100A16	1.22366666666667
PLS3	1.04225
WWOX	-0.0116428571428571
CCDC23	1.4245
GTSE1	-2.44116666666667
GP2	-0.141
FLJ32549	0.065
CHIT1	2.0895
KLF9	0.064125
RPS24	0.5282
MIA	0.27075
FIGN	0.20175
PYROXD1	0.311875
PCSK2	-0.351
MRPL9	0.51275
RPL24	0.385125
C12orf32	-0.63475
HIST1H2BE	-0.5825
RGS18	2.8525
LFNG	1.360875
RAB4B	-0.6504
FBXO25	0.0281666666666667
TSPAN31	0.701833333333333
ARL8A	1.33485714285714
C10orf83	-0.1103
OR51B6	0.364
CNKSR2	-0.38325
C1orf156	1.128
IBSP	0.158
GFRA2	1.5283
ALKBH7	0.6501
NEK10	-0.099
VN1R3	0.191666666666667
LOC91948	0.3785
CPZ	0.58025
IHPK3	0.487666666666667
COL8A1	1.816
RBPJL	0.4495
OR10A4	0.30175
CASP8AP2	0.4885
MMP12	2.26883333333333
OR8B12	0.203
CDCA5	-2.20333333333333
LIX1L	-0.2135
PEX11B	1.431625
GABRA1	0.271833333333333
HABP2	0.5105
REEP1	0.273666666666667
FBXO15	1.0585
CD68	0.10175
WFDC9	0.023
GHDC	-0.123833333333333
SMARCA1	-0.19425
SPAST	0.588666666666667
PLXND1	-0.80225
MLCK	0.0115
INTS5	0.0448333333333333
BSG	-0.322928571428571
PARP8	0.3575
TEAD4	-1.07933333333333
ZNF498	0.00487499999999999
TMEM89	-0.242333333333333
DTX4	0.799625
TNRC6B	0.4248125
ARMC2	-0.266625
FGFBP1	-1.30566666666667
TIMM8A	-0.937
AJAP1	-1.9565
ZNF608	0.351
SLC25A42	-0.311375
SYP	-0.00350000000000002
MMP11	2.97183333333333
USP40	0.55
C3orf62	-0.541666666666667
MYO1E	0.0192
LRFN4	-0.11725
XCL1	0.464
GPR155	0.3835
VPS29	-0.746625
CARHSP1	-0.96975
ARHGAP20	0.57
GREM2	0.847428571428572
CCDC102B	0.80025
ZNF577	-0.401666666666667
HDDC2	-1.069875
SHC2	2.4538
NCOA5	0.962333333333333
INPPL1	-1.43
CHGB	-1.6215
IHH	0.0965
DDEF2	-0.758
DIAPH3	-1.82809523809524
BUB3	-1.28116666666667
GGH	-1.11555555555556
VPS35	1.2191
CNN2	1.70391666666667
ASNA1	-0.25675
WDTC1	0.20275
AMAC1	1.805
HAS3	-0.306333333333333
SLC1A6	-1.37083333333333
ZNF563	-0.22
C1S	4.41975
TCF7L1	4.083625
OR10Z1	0.3995
ME2	0.0752
C6orf151	-0.927875
KPNA4	-0.0984
GLO1	-0.283625
WDR61	-1.1265
CD302	1.87075
SIRT7	-0.0183333333333333
C11orf59	-0.01125
PKIG	-0.24175
PPIL3	-0.74475
CCDC74B	-1.391
ZNF528	-0.536
EFNA5	0.8355
FCGRT	1.058
NOL4	0.5992
CCS	0.07925
LOC374491	-0.19225
MFSD7	3.0655
ZNF555	0.79325
LIMS3	-0.7885
TSSC4	0.456166666666667
COL11A2	-1.356
C1orf119	0.325166666666667
BPNT1	0.394375
CHRNA6	2.158
C1orf173	0.2328
PLD2	1.358
ORC1L	-2.512
SASH1	1.225875
CDC14B	-0.508125
RLBP1L1	0.3435
LDLRAP1	-0.1665
NAT8B	0.830333333333333
HHEX	-2.378
LGALS7	3.77375
PLCH1	2.221625
OR1M1	0.2075
PRAMEF16	0.2
HECTD1	-0.5165
C14orf39	0.2735
TLN2	0.3707
HDAC4	-0.691357142857143
SYCP2L	-2.273
GLRA1	0.1275
RPS6	0.4665
hCG_1757335	-1.7715
KLHL1	-0.0995
CTNNBIP1	0.567166666666667
SCAND2	-0.7868
HMGN2	-1.0707
YAF2	-0.7635
BRPF1	0.1445
LIAS	-0.82125
CTA-246H3.1	-0.2075
SAG	-0.05775
C20orf10	0.145
HNRNPA2B1	-1.67516666666667
GADD45A	-1.49083333333333
MSH4	0.0984999999999999
TMEM70	0.35125
HIST1H2AM	-0.545875
C19orf26	-0.0336666666666667
C1orf50	0.2865
GNG3	-0.32225
FTO	0.86325
CALCB	-0.2745
PPP3R1	-0.067
C15orf42	-2.138125
CCNJ	-0.857
GNAZ	0.2922
PSD	-0.115
FAM57A	0.48825
STIM2	0.368333333333333
DHX8	0.48775
MOGAT3	-0.59375
UBE3B	0.360666666666667
PLAT	0.601
C6orf206	1.4355
COPE	-0.3332
EIF3A	0.2055
C1QL2	2.153
IQCE	0.198583333333333
KIAA0182	-0.613916666666667
SLC22A7	-0.1952
PPFIA2	0.7635
ADAMTS15	-0.0055
ODZ1	-0.5425
THBS4	4.04183333333333
ARHGAP1	0.491375
B4GALNT3	0.289666666666667
FCHO1	-0.7115
LOC440456	0.13525
HOXD10	0.563
CXCR3	1.8105
CHI3L2	1.668125
SRPX2	2.272
ZNF132	0.134833333333333
UBAC2	-0.575
RPL32P3	-0.66
CBWD6	-0.8665
ST6GALNAC4	-1.1265
KIAA0391	-0.671666666666667
LOC388969	-0.39675
KRTAP5-8	-1.34883333333333
ZNF786	0.09575
LYVE1	0.5025
GPR144	0.14575
APOH	-4.518
TSC22D2	0.288833333333333
PLCD1	0.348
FLG2	0.384
M-RIP	0.2762
NDUFV1	-0.58925
POLDIP2	-0.0241666666666667
RAB3GAP2	1.357
RPSAP15	-0.50175
CLEC7A	0.59825
HSPA14	-0.52975
TAAR5	0.15225
FAM132A	2.3045
C2orf43	-0.4315
OR10V1	0.353
SELPLG	1.162
C1QTNF6	1.5665
OPCML	0.7581
DTYMK	-0.892
ALDH16A1	-0.669
F13B	-1.038
MGC16169	0.67975
KIRREL2	-0.869166666666667
C14orf32	-0.628083333333333
SLAIN2	0.1349
HSD3B2	-0.059
AMMECR1L	0.0978
LRRC37B	-0.1045
HMG20A	-0.388
C22orf27	-0.3741
FBXL22	1.1215
AP1B1	-0.848833333333333
TNKS1BP1	0.82325
CD74	3.099
HSPA12B	2.0575
PLSCR1	-0.253166666666667
SLC35E1	-0.150166666666667
FEZ1	-0.68775
APOD	2.997875
C16orf44	0.82125
C1orf166	-0.794
KCTD11	0.6695
NELF	-1.40775
SRP54	-0.678833333333333
MGC35361	-0.0995
GPR35	-0.98
NRGN	-1.49075
SIGLEC12	0.377
SCN1B	-0.317
IFNW1	0.2535
STAR	-4.0035
HLA-DQA2	2.991
RNASEH2B	-1.179
TAAR2	-0.002
VAMP5	0.6565
