Hybridization REF	TCGA-A7-A0DC-01A-11R-A00Z-07
RFFL	0.697071428571429
APBA3	0.341
C2orf60	-0.746125
CUTL1	0.2517
PMS1	-0.672625
ZNF689	1.324
EIF3E	-0.0403333333333333
IL9	-0.96525
RPL31	-0.066875
LY9	-0.772
ATP2B3	0.10225
KDELR2	-0.171458333333333
TFCP2	0.950625
NLRP12	-0.792375
FLJ45422	-0.20625
TLE4	-3.1959
ZNF570	0.4075
FLJ43806	-0.3515
TLK2	-0.346375
CIR	0.43275
MARS2	0.3975
COL24A1	0.207
SDF2L1	-0.41
HIBADH	-0.461666666666667
IGFBP3	-2.90735714285714
C12orf23	0.37825
PSPC1	-0.15375
C20orf43	1.06725
TRAV20	1.226
ARHGAP24	-1.640375
KIAA1975	1.179625
C1QA	2.4609
DNTT	-5.05866666666667
C10orf6	-0.429916666666667
C11orf41	-2.56075
HNRPF	0.601625
COL11A1	2.13466666666667
UBAP2	0.0131666666666667
CDKN2AIPNL	1.0065
C20orf174	0.62875
SPRED2	-0.08175
PLA2G12A	0.7715
ICEBERG	-1.999
SCN10A	-0.704
C11orf65	0.16425
GBP5	0.20825
PITPNC1	-1.27866666666667
POU3F3	0.7755
NCOA7	-1.405375
LIN7C	0.4817
LOC348840	-1.371
NKX2-2	-3.31025
ANKRD13D	1.11425
LOC123688	-0.556
FUT2	1.38583333333333
TAAR8	0.425
FZD4	-0.39675
PNMA3	-2.19183333333333
OR4L1	0.264
WIT1	-2.7495
EXOC3L	1.8085
ATPBD4	0.7027
KRBA1	-0.605
UBXD6	-0.29775
HOXB7	-2.21392857142857
C7orf23	-1.498
UNQ338	-1.49925
STAB2	0.4995
CDC20B	-0.879
IRF9	0.12725
CENTG1	-0.06475
TNPO2	-0.52725
MCPH1	-0.20775
BMS1P5	-0.46325
SLC26A7	1.40475
HIST1H3J	0.025
C9orf3	0.7809
LBH	0.51575
MYO1D	-0.11825
PTDSS2	1.2945
NFU1	1.6755
DEPDC4	-1.2755
WNT7B	1.7112
GLP2R	-0.53325
SETD4	-0.2056
DYNLT3	-0.126
FKBP11	-2.03333333333333
SESTD1	0.828166666666667
FLII	-0.5265
RPS16	-0.3066
CHPF	-0.0565
CSNK2A1	0.145833333333333
SUMO1P1	0.222
FKBP6	0.2215
ZNF214	1.96383333333333
TWIST1	-1.89966666666667
DDX56	-0.719166666666667
TRAM1L1	2.8918
EPO	-2.90516666666667
MRPS18B	0.08275
ZNF682	0.440333333333333
RPL14	-0.315166666666667
MAFF	0.341
LOC51136	-0.086375
LY96	-3.278
DDX20	-0.16175
ABTB1	1.3395
ARL5A	-0.198
CCT6A	-1.61625
HEPACAM	-1.8178
EHHADH	-0.091
RBAK	-0.0246666666666667
CGB1	-1.393
ITGB5	-0.3047
YIPF3	0.144
FKBP2	-0.3565
NR1D1	0.6328
TMEM110	0.308
NEK2	-3.08983333333333
PRAMEF8	-3.4275
C20orf52	0.252666666666667
PCDHGA3	-0.1155
VWA3B	-0.58125
NDUFA5	0.273625
THAP9	0.19
FLVCR2	-0.566833333333333
AP1S1	-1.959125
SMAD6	-0.89325
SAV1	0.311125
SAT1	-1.03825
ZNF251	2.785
ADAMTS7	0.0174
RPP38	0.01275
C1orf211	-1.324
YPEL2	0.84315
RBMS1	-0.9465
ZNF445	-0.227833333333333
NRXN2	-0.164833333333333
PGBD4	-0.441625
UGT2B28	-3.211
WBSCR16	-0.5204
NLRC3	-0.355
ASTL	0.30825
ST6GALNAC1	-3.652
ZADH2	1.41675
MLLT4	2.56275
ARL6	-0.0373333333333333
MEF2C	-0.2805
CBFA2T3	-0.7695
AFF3	3.38678571428571
COG7	1.11083333333333
MYB	1.7835
PLXNA3	0.0625
XRCC2	-2.146
MMS19	-0.462375
ST8SIA5	0.023875
CHPT1	1.191
KIAA1712	0.15475
OR6X1	-0.2675
ACTR3	-1.11925
UGCG	3.54683333333333
OR4P4	0.807
ZAP70	-3.52825
LPP	0.401625
ZNF485	-1.501
PTPRCAP	-1.2825
IL12RB1	0.261
ATRX	0.28
CHST8	-2.03575
C14orf109	0.82325
ARV1	0.12725
NMB	-0.935285714285714
COX5A	0.436666666666667
EIF6	0.7495
MPPED2	-0.6525
SEMG1	-2.835
CHRDL1	-0.205
TRAF3IP2	0.20225
WNK2	0.707875
LILRA4	0.261333333333333
LAMA2	1.68525
PXT1	0.768
RLBP1	-3.55025
CD300C	-0.54275
SLTM	0.777
FLJ10404	-0.071625
APOBEC3D	-1.481
RENBP	-1.17616666666667
ATXN7L1	-0.372
NID1	-0.93575
TUBGCP3	-1.39475
ITIH5	0.516352941176471
CCDC110	2.7185
C8A	-2.8575
MGC87042	-1.52025
HOXC13	-3.50325
TFDP2	-0.5335
HCP5	0.2175
POLI	0.4145
UCN	-0.311333333333333
ZNF764	1.072
C8orf45	2.366
FHL3	-1.4445
SPATA5L1	-0.29875
MMRN2	2.818
NDST1	0.234333333333333
COL20A1	-0.407166666666667
ZNF248	-0.911833333333333
PELP1	0.1975
MBL2	-3.32733333333333
RNF41	1.119625
C5orf24	0.43975
THOC5	0.177428571428571
SERINC3	1.51183333333333
RP11-151A6.2	0.982
CDCP2	-1.198
HIST1H2AA	0.55525
C11orf75	-1.423
FKBP7	-1.78625
DDOST	-0.26075
GPNMB	-2.74866666666667
TTF2	-2.171
KCNT1	-1.42016666666667
SLC39A14	-1.248375
NGRN	0.8527
GPR137B	0.947
MECP2	-0.212625
PSMA1	0.09475
C16orf73	-5.24225
TMEM60	-0.431
CSN3	-1.134
NOS1	0.1505
RAB7L1	-1.20083333333333
YBX2	-0.2
KIAA1166	-0.973
FUBP3	0.5775
ABCG1	2.5105
ACACA	-0.567
ARL11	1.1879
ATOH1	0.3925
ODF1	0.1584
CREB3L3	-1.81083333333333
TMEM127	1.35207142857143
DSCAML1	0.409
PLN	1.76566666666667
LYPLA1	2.18825
PRDM9	-1.486
SASP	0.36225
PLUNC	0.267333333333333
INTU	0.41275
HISPPD1	-0.26525
LNPEP	-0.6995
YARS2	-0.474
APCDD1L	-1.8905
ZCCHC4	0.001
FBXO22	-0.427
TTLL13	-0.2715
ZNF669	-1.01133333333333
PTGDR	0.60725
DDX27	0.59575
KIAA0409	0.022
GJB6	0.249
ASB8	1.11775
PLP2	-1.28666666666667
MEPE	0.2255
OR10J5	-0.041
KRT222P	-0.00074999999999998
COQ7	1.32583333333333
C1orf101	1.8815
RERG	4.8211
CHMP5	1.068125
THAP11	-0.07275
ZNF43	-0.0603333333333333
ZRANB3	-1.04516666666667
KRT13	4.193375
MRPL19	-0.9855
RBBP9	0.50775
SPATA17	1.02228571428571
BXDC5	0.361
PAFAH1B1	-0.586833333333333
MAGEE1	1.404
OSTF1	-0.176
KIAA0323	-0.561
TXNDC13	-0.304666666666667
CNTN4	2.68875
LCE1B	-0.671
UNQ501	1.75975
ZNF154	1.48275
C3orf64	-0.65475
SYT5	-0.0643999999999999
PON1	-0.2216
FLJ10357	-0.641875
ATP4A	-1.412
GNPDA1	-0.505833333333333
MGAT1	0.0571666666666667
C14orf121	0.736
SLC35B2	0.127
MIER3	1.0355
CHEK1	-4.84425
ZNF8	-0.178333333333333
TXNDC1	-0.413333333333333
CKB	0.2234
RTN3	0.0606428571428571
FZD2	-1.94216666666667
PART1	-0.148
PSMB6	0.316
PCDHB8	-1.0655
PHC3	0.3827
PPP1R8	-0.190833333333333
NOVA2	1.64483333333333
TNFRSF11B	-4.599625
GOLPH3	1.06233333333333
UBLCP1	-0.96625
SUHW3	-0.76575
TTLL1	1.70625
OPN4	0.5525
OR13G1	-0.199
ZPBP2	0.386333333333333
HSD17B11	-3.779
C9orf50	0.995
DHDDS	0.162071428571429
CTSW	0.1074
NEFM	-2.85916666666667
MRPL28	0.6325
SYN1	0.649166666666667
PIGV	0.1425
ZIM2	3.91375
APBB1	0.493333333333333
SND1	-0.26675
C1orf123	-0.523666666666667
CHD3	0.25325
BHLHB8	0.29025
RNASE2	-2.5875
BCAP31	0.50925
SLC25A44	-0.0785
CHD6	1.6572
PIB5PA	3.25984615384615
SELS	0.7345
LOC541471	-1.70325
FAT2	-0.9585
ZNF81	-0.0835
OR4C16	0.332
FLJ10081	0.8965
LRRC4	2.07375
CS	-0.445333333333333
N4BP2	1.313375
IGFBP7	0.554
ZNF318	0.380083333333333
NDNL2	0.50625
ZNF609	0.16
SIRT4	-0.98575
EXOSC10	-0.85575
ECE2	-0.0824166666666667
OVGP1	4.1905
GTPBP3	0.498
PACS2	0.2757
C19orf36	0.523666666666667
ARL4C	-2.256375
ATG4B	-0.136125
UBQLNL	2.309
RHOXF2B	-3.8195
PLEKHG2	-1.0025
GALR1	-1.797
AQP4	-0.104666666666667
HDAC7A	-0.265333333333333
DCUN1D3	0.82875
OR8A1	-0.82
CCRN4L	1.10775
CBR4	-0.093
KIFC1	-2.67916666666667
SLC7A14	-1.405
LHX5	0.436
TRPC7	0.6425
LPXN	-2.4455
SERPINA1	-2.990125
RPS13	-0.4259
BPIL3	-0.605
PRKAA1	-2.22675
FADS2	-1.6285
ENAH	-0.4333125
PRO1768	0.39
APBA2BP	2.54275
LIPH	2.41383333333333
C3orf33	0.12
RCC2	-0.0373571428571429
ALDH1A2	-3.4639
RNF103	2.27875
AHCY	0.516375
ALG12	1.206
CCL17	-0.31575
ZNF543	2.10616666666667
ESRRG	-0.8097
CNGA1	-1.59775
RDH5	-1.204
OTX1	-1.9363
PTGFR	-2.8775
CDR2	1.0435
SELE	0.857
NLGN2	-0.0573333333333333
EXOSC9	-0.977
ZNF566	0.6755
KLRC2	-4.2555
GPR12	2.009
KIAA0196	1.735
PDRG1	0.90175
SSR3	-0.738785714285714
MSI1	-0.257
CST9	4.105
CC2D1A	0.0765
PLAGL1	-2.026875
ZNF778	0.172
RNF2	0.199
KLF6	-0.184666666666667
THBD	1.99483333333333
tcag7.1314	1.13625
NR5A1	-0.0303333333333333
ABCD2	-0.293666666666667
DNAJC7	-1.4455
CLEC4C	0.5945
TM2D3	0.474125
CCDC4	-3.3475
PLAC2	1.05475
DCD	-0.5955
FAAH	2.301625
POLA1	-0.197833333333333
TM7SF2	-0.2285
FLJ39822	0.931833333333333
FLOT2	0.12925
MAP4K1	-1.027
SRP68	-0.734125
C21orf74	-0.0765
ARPC5	-1.043
LOC126075	1.6765
HECW2	2.624875
ZDHHC4	-0.0165
ANKRD42	1.6323
PDE9A	-1.35316666666667
ABCA8	-3.168
NDUFS2	0.117
UBR5	0.7535
BTBD16	-3.62625
LOC554174	1.067
ZNF20	1.379
KIAA1843	-3.5775
WDR17	-0.941375
C15orf33	1.41
RNF113A	-0.0225
CAMKK1	-0.6135
CLCN2	0.30925
ANXA6	-1.9405
LOC340069	-0.14
EMID1	1.954
DPM3	-0.600916666666667
ELA1	0.2775
SLC25A13	-1.771
KRT24	1.91825
SMPD1	0.200666666666667
TH	0.275875
COL6A2	-1.18992857142857
ANKS1B	1.58225
GPR126	-3.7069
ZC3H12A	1.639
TMEM47	-0.895833333333333
C2orf51	-0.101
C1orf88	3.17966666666667
HSF2BP	1.53925
AKAP10	1.151
RPAP3	-0.525
KLHDC8B	1.162375
STOM	2.4601
MUPCDH	0.004375
C10orf72	-0.841375
PLEKHA3	1.11016666666667
TCP11L1	-0.88175
CWF19L1	0.34275
SPEF1	2.11076923076923
YSK4	-0.126
ELN	0.3274
SAMD8	1.41383333333333
MPI	-0.348
MEPCE	-0.2967
ABCC3	-1.435875
NANOGP1	-3.522
KCNK17	-0.132875
HLA-DMB	1.37816666666667
RRAGA	0.72575
ANGEL1	-0.57775
RBM32B	0.1595
CPN1	-2.96675
MGC52282	-0.9791
HLA-A	-1.263
OR9G4	0.252
EDNRB	-0.983625
SCD	0.213428571428571
C14orf80	-0.372833333333333
BAGE2	-0.384
RABL4	1.41566666666667
RCVRN	-0.3055
SHANK1	-0.3635
NLRP7	-2.96475
CD226	0.54725
STAT3	0.59525
SYNJ2	0.1158
TPCN2	1.66533333333333
WDR36	-0.880666666666667
MBD4	-0.64775
ROBO1	-2.0745
ST3GAL6	-4.39575
SLAMF8	2.0878
ATN1	0.443333333333333
GPR141	1.26433333333333
KRT36	-0.7725
TPH1	0.96
DDX52	-0.1895
ZSCAN29	-0.058
TRPT1	-1.12333333333333
DPEP3	0.41225
DENND4A	-0.677375
TSPAN16	-1.151
PTCHD2	-0.7575
LOC145814	-0.425
CAP1	-0.864833333333333
EIF5A2	-2.6242
NT5DC3	-0.540125
SEPT9	-1.46825
SEZ6L2	1.520625
EGFLAM	3.6995
VPS11	0.193875
NDUFB5	-0.448166666666667
CIDEA	-0.2426
IER5L	0.448
N6AMT1	0.53125
FAM83C	-0.972
OXR1	1.6905
IRX1	-0.3305
DGKB	-0.3065
GCN5L2	-0.60625
MIR16	0.75875
FBXW9	0.78775
WDR4	-2.0245
PDC	0.63
VPS33B	0.175
HEXB	-1.046
FLJ32214	0.52675
TCEB3	-1.0425
CRLF1	-4.3835
ABI3BP	-1.66175
C8orf22	-4.15175
PYCR1	-1.136875
KIAA1706	-0.68825
CDK5R2	0.5825
WAS	-0.4845
C12orf60	0.51375
CCBL2	-0.469125
MADD	0.44075
C5orf34	-1.497
WDR42A	1.1128
KLF12	-1.724125
HSPA1A	3.09625
ITM2C	-2.43383333333333
DAPK2	2.53183333333333
LOC442590	0.5795
SUMF2	-0.251125
CENPA	-3.51276923076923
TMED5	-0.859
CDH6	-0.9287
BRP44	2.05775
THG1L	-1.402
GABRA2	-3.61566666666667
C14orf166	-0.05725
MYL1	-2.282
TNFSF18	-0.4325
PAP2D	-2.05366666666667
PPIB	-1.41625
KLHL4	-1.261375
SFN	-0.832666666666667
CCDC127	-0.057
FRAP1	-0.40475
GOLGA5	0.976
SDCCAG1	0.1105
MGC21675	-0.026
C10orf95	-0.24475
KIAA1345	-0.913166666666667
C1orf163	-1.257
LACE1	-0.0926666666666667
OR10K2	0.602
CENPN	-3.34016
TMED2	1.25775
UGT1A6	-2.096
ANG	-0.72125
U2AF1	-0.824833333333333
CASC2	0.318
NMT2	-0.721833333333333
OSGEPL1	0.00262499999999999
DFNB31	-0.4915
SLC6A20	-0.22025
DKC1	-0.69475
FXYD4	-1.19675
WDR64	-0.233
MGC5590	0.523
CREBZF	0.2275
DAZ1	-0.08475
PRPSAP1	-1.2555
GCHFR	-2.418
TTC7A	-1.054875
LOC196993	1.3965
UBD	-3.5285
S100A1	-1.3365
RPL6	0.508666666666667
DNAJB6	1.18355
NAGS	1.8913
C2orf58	-0.147
KERA	0.3125
MT1X	-0.3613
UBE2B	2.6333
KEAP1	0.933
MST1	-1.679125
OMA1	0.8925
ABLIM2	1.464
BCL2L13	0.244416666666667
JAZF1	-1.84533333333333
TMEM63B	1.318
S100A8	-2.2003
ARFIP2	1.1
UROS	0.071
KHDRBS2	-0.849
POLQ	-3.022875
SOAT1	-1.602
SPAG4	-0.87575
MRPS30	1.852
LOC494141	-1.16775
OR2T11	0.65
ORAOV1	1.1275
ZNF184	-0.223166666666667
TCEB3B	0.482333333333333
ADAM21	-0.5215
GDPD1	0.88325
SPINLW1	-0.77925
PRR14	0.571
KCTD9	-1.5706
NUDT3	0.31275
KIAA1822	-0.4021
HIST1H4K	1.9535
DFNA5	-3.8685
GABPA	0.38725
C14orf44	2.66575
POLB	1.400375
PTAR1	-1.13075
SEC31A	-0.2309
TRIM58	1.19975
TAS2R14	1.0755
VPS8	0.2835
H1F0	0.951833333333333
PRKCB1	-4.52916666666667
UGT2A1	0.326
TOR1B	-0.15725
LSS	-0.859416666666667
C2orf19	0.8825
HNRNPC	0.436785714285714
TMEM100	-2.63216666666667
LOC116349	1.009
OR51M1	0.033
CCDC142	-0.8835
ISG15	-0.7805
ZCCHC14	-0.410875
CREBL2	0.892625
TGDS	-2.04625
DC2	-0.00375
CACNA2D3	-3.24878571428571
ZNF429	-0.930375
LYPD6	1.45583333333333
SUCLG1	-0.0678333333333333
OR51I1	-0.82
MAGEH1	2.55625
PRPF40A	-0.9505
SMR3A	0.913
SPINK2	-4.0925
THAP2	-0.352625
NPY5R	3.60425
IRF4	-3.768625
SPESP1	-3.2125
OR10S1	0.772
DTD1	-2.52975
TUBE1	-0.39125
DDX19A	-1.34
PDPN	-3.52925
TMEM34	0.378583333333333
MGAM	-0.0725
COL3A1	3.936
GFM2	0.3104
OR5A2	0.451
PSG9	0.5015
ARHGEF11	-0.231666666666667
IVNS1ABP	-1.1400625
SIGIRR	1.801
DUSP19	-1.104875
DNAJC14	0.7682
ACSS1	1.138625
IL1RAPL2	-0.2905
C4orf30	0.78675
SEPT4	2.77625
LANCL3	-2.96825
SPAG17	4.24166666666667
PRDX3	0.752375
HNF1A	-1.461125
P4HA2	-1.463875
RFWD3	-1.81433333333333
MOV10	-0.6685
DNAJA5	0.562428571428571
LOC729440	1.12875
LOC200383	0.819142857142857
SMC2	-2.80575
MIXL1	-1.44883333333333
TMEM9	0.46575
FAM86A	1.772
ZNF174	1.5069
MYH14	-0.7415
CCR8	-0.218666666666667
VPS37C	0.976333333333333
GPATCH1	0.464333333333333
B3GNT8	2.1175
TBX4	0.332
CNR2	0.226333333333333
PCDH1	1.9065
C5orf29	0.705
OCIAD2	1.132
PLCG2	-0.058
KIAA0247	1.490875
HRH3	0.1591
CAPN13	4.3595
CCR1	-2.9337
MGC15523	-1.06516666666667
UVRAG	1.01283333333333
DNAJA2	1.16416666666667
ITGA2B	-0.368333333333333
CLDN5	3.643625
PTPRN2	0.243
ZNF512	-0.120833333333333
PSAP	0.583857142857143
CCDC140	-1.809
LRRC55	0.861
CYP26C1	-0.422
C8orf47	-2.0185
LYN	-1.3635
DUSP6	-1.703
TGFB3	2.55993333333333
ELK1	-0.0757
PCDH11Y	-0.5062
HGD	-4.319
C17orf58	1.80525
MYO3A	-0.709
SERPINE2	-5.77266666666667
AARSD1	1.279875
C14orf73	-1.76775
ADAM33	0.44725
ZNF491	0.875
MAPK6	-1.53383333333333
TCN1	0.476
SLC24A6	0.847
UBE2R2	0.33725
H1FNT	0.58775
TATDN2	-0.398833333333333
LILRB1	0.1995
P2RY5	-0.6835
NUCB2	1.2875
C2orf37	0.8635
SNX27	0.311333333333333
MTA3	0.449625
FOXO4	0.634875
ID4	-2.50333333333333
SOX5	0.699833333333333
PXMP3	1.816625
OR52M1	0.1695
SFT2D3	0.20975
INA	-2.4415
MCOLN1	1.453
NFIX	0.0846
CLEC14A	5.50583333333333
HIBCH	-0.0991666666666667
PLA2G5	0.174
TIMM10	-0.754
MED17	-0.3853
COL4A4	-1.8825
TPP1	-0.258333333333333
GJA3	-1.98366666666667
TMPRSS5	-0.88525
AADACL3	0.282
DNMBP	-0.13175
ENPP5	4.13983333333333
NQO1	-0.7677
ZSCAN2	0.0145
SEC24C	-0.0501666666666667
GTF2A1L	-0.9595
AXIN2	-0.5939
FAM33A	-3.1565
C16orf13	0.794375
SPNS2	0.2475
TAF1	0.35225
AP1G2	0.3285
RBM42	-0.0705
HCN2	0.702666666666667
EFHB	-0.707166666666667
RUSC1	-0.7295
GRIK5	0.609
USP21	-0.683666666666667
ATAD3C	1.17
ORMDL2	0.40975
PRSS7	-3.3465
PSAT1	-4.78475
FLJ13195	-0.8145
TBC1D1	-0.480333333333333
IFNG	0.543333333333333
OTOS	1.64933333333333
ZNF773	0.806833333333333
EMD	-1.03525
RETN	-0.663
CCL8	1.909
APH1A	-0.12525
COX18	-0.92375
GTF2IRD2	-0.28
CCDC82	-3.53316666666667
PAFAH2	0.6755
NPEPL1	0.4041
RP11-114G1.1	0.845
TP53INP1	2.475125
ZNF300	0.134166666666667
FOXL2	-3.52025
LARP2	0.50325
LATS1	0.41125
HTR6	0.005
SPOCK2	-1.37483333333333
RNF144B	2.45783333333333
HTATIP2	-0.881375
MGC10334	0.298916666666667
CENTA2	0.687166666666667
FGF2	-3.23
FXYD7	0.227
PHYHIPL	-2.07871428571429
GPR34	2.245
DDX6	-0.561833333333333
OR10W1	0.282
LHFPL1	-1.8695
ZNF313	0.7615
VPS28	1.8255
AP3M1	0.0444
AKR1CL2	-1.9095
TRAF4	1.185125
OR2B11	0.536
C19orf12	-0.433
AKAP9	-0.372666666666667
C1orf62	0.35
SLC20A1	0.0993
FAM112A	1.10375
LDB2	-0.099375
MRPS23	0.24475
KLK5	1.89675
SPTB	-0.4722
EFEMP2	-0.01725
EFNB2	0.588875
PCM1	0.205071428571429
NMNAT3	3.75025
TSG101	1.61916666666667
C8orf40	0.859333333333333
NOB1	-1.52425
ABHD3	-0.0905
GTF3C4	-0.572
PIGN	0.7105
GALNTL1	0.85875
AEBP1	-0.39075
OR9Q1	0.8045
ANKRD2	0.022
CCL28	-2.73825
TRIM38	-0.540666666666667
TMCC1	0.56225
SMG5	-0.8095
LRRC7	-0.1155
NCAPD2	-2.22583333333333
C6orf153	-0.53225
C1orf74	-0.46975
OTUD6A	0.3255
DCP2	-0.204
TMEM24	-1.184
RPL18	-0.0506666666666667
TMEM177	-0.0075
LRRC37A3	0.18475
C1D	-1.1705
LDHC	0.25025
UBE4B	0.949166666666667
NIT1	-0.304125
BTN3A3	-1.722625
RASD1	1.70575
COMMD3	0.64625
SHFM1	-0.80225
BIRC8	0.481333333333333
DUT	-1.23
C12orf51	1.191
LRRC59	-0.693833333333333
LY6H	-0.00274999999999998
WDR22	0.858833333333333
EDEM1	0.6915
ADH1A	-0.769
PANX2	0.5063
CYP11B1	0.7475
CDC73	-1.61025
GPR172A	0.967
GSTM3	4.55346153846154
KCNA5	0.614625
SERAC1	0.928
NFATC2	0.821
ANAPC5	-0.1838
C15orf24	0.10375
NFATC2IP	-0.306333333333333
TNRC6C	0.324
MGC102966	-1.68975
FGD5	1.30133333333333
MED9	0.2865
RAB13	-0.416166666666667
C15orf49	0.7525
CRYGS	0.5104
C12orf53	-0.3243
LOC283693	0.2355
COX6B2	-0.2335
PHF14	-0.159375
FAM3A	-0.309375
RPL13	-0.7615
PRDX2	0.4559
FLJ34047	-1.6555
PRMT3	0.50025
KCTD19	-2.098
TRIM10	-0.8505
MGC26597	-0.204666666666667
GCNT4	0.77025
GPRASP1	1.31225
CDKN1C	2.07633333333333
RHBDL2	0.4944
HSPH1	-0.384
AQP1	2.262
COL17A1	-2.0808
GFAP	0.415
CDC16	-0.3845
KIAA1614	-0.641
C6orf118	0.540333333333333
ZSWIM5	-0.48475
FAM83F	4.32475
LYNX1	0.93775
SYNPR	-0.746
XG	-0.561833333333333
PRSS16	-1.763375
KIF13B	0.920357142857143
PCDH9	-3.212375
HIST1H2AH	2.98166666666667
RBM18	-1.71625
ZNF626	0.27875
HEXIM2	0.844166666666667
ITFG1	1.554
TUBG2	-0.643
SFRS7	-0.1265
C9orf14	1.706
EXTL1	0.41975
GBP3	-0.267
WDR5	-1.6205
RARG	0.884166666666667
MYO7A	0.341625
CECR6	-1.043
C13orf3	-2.891125
SFRS18	-0.620625
ACVR1B	0.809
PSMD1	-0.1426
C7orf31	-0.0836666666666667
ILVBL	-0.18525
IFNGR1	0.55525
RNF186	0.54675
NOL9	-1.69975
MAGEL2	-2.041
SLC29A2	-0.259
NHSL1	-0.37875
RBMX	-0.8015
PSORS1C2	0.442875
RAD51L3	0.05875
LCN6	0.00899999999999995
ORAI2	-1.164375
BRUNOL6	-0.0791
OR4K5	0.05
CDC123	-0.588875
MSLN	-1.99016666666667
WWTR1	-1.439
ZNF700	-0.081
COBL	-0.17475
PPP1R16B	-0.17975
GAS7	-2.2035
MDN1	-0.24575
HAAO	0.06
C9orf68	1.27825
TNFAIP2	0.69775
FOXN1	0.8605
hCG_2033311	-0.5115
ATP6V0D2	0.7488
RPL41	0.56825
SLC38A1	2.0395
ARHGAP6	-1.50333333333333
ADAD2	0.11175
PHF20L1	1.0830625
MCM3AP	0.783666666666667
ST3GAL3	-0.472333333333333
SNX1	-0.0973333333333333
ELF5	-0.39625
PARP3	0.255375
RBM8A	-1.0281875
LINGO4	-0.0335
ITGA9	0.242333333333333
ZFR	0.263
ACSL6	-0.851875
FLJ20699	0.000900000000000007
DAOA	-0.0403333333333333
FABP4	1.19675
KCNB1	0.59875
CANX	0.753
SLC25A28	0.409333333333333
ADIPOR2	1.8165
ECHDC2	1.941875
SMA4	-0.52575
FRZB	2.0085
PABPC1	0.280333333333333
DMRTB1	-0.399375
APOBEC3G	-1.06425
CATSPER2	0.610833333333333
CUEDC1	0.912833333333333
STARD9	-1.90275
CLDN8	4.661875
LOC23117	-0.275545454545455
E2F6	-0.464333333333333
TMEM126B	-1.74283333333333
DPY19L4	1.22575
GIMAP5	2.845
NDUFA9	-0.320666666666667
FAM77C	3.958
CTPS2	0.57025
LOC51035	0.212625
WDSOF1	0.198
EGLN3	-3.263
PITX3	0.751666666666667
OR52E8	1.0695
GRM4	1.3605
KLK1	-2.88483333333333
GPM6B	-3.591375
RRAGD	-3.77733333333333
PAGE5	-3.21625
UCHL5	-3.01633333333333
ULK3	0.0638333333333333
AIM2	-3.537
PNO1	-0.952333333333333
OR2F2	0.9485
GNAT2	-0.4275
SIX1	-1.6135
ST13	0.828083333333333
ZBTB44	0.173
TIMP2	-2.3325
ZMAT4	-4.9755
GTF2IRD1	0.0775
ZNF19	0.9645
ZNF714	-1.25125
RSC1A1	0.163
C9orf80	0.1195
PSMA8	0.4614
TMEM141	0.5435
COX4I1	-0.996
CTAGE1	-0.398666666666667
DTWD1	-1.171
HSD11B1	-0.22125
KRT6B	2.9075
ARID4B	0.50275
LHFPL3	0.027
WWP2	0.413666666666667
ZNF326	0.373333333333333
RGPD1	0.3025
CTSH	0.1235
FASTKD1	-0.41925
PAF1	1.0904
TTC9C	-0.93175
IFT57	1.1099
PRSS36	0.5735
IL20RB	-3.064
ZNF592	-0.516833333333333
DCTD	0.0252
CFP	0.04875
MFNG	-2.13775
JMJD2B	2.5325
ALDH3B1	-0.882625
THSD4	3.59266666666667
KCNJ5	-0.127
LMNA	-0.955
TBCD	0.306
ZNF250	0.539833333333333
CASQ2	1.18466666666667
PEG10	-2.61416666666667
PRAME	-0.3592
NP	0.067875
TRIM59	-0.929
ZNF12	-0.01675
XTP3TPA	0.26
SIGLEC7	-1.9653
PANK4	0.01475
FAM70A	-4.70866666666667
SNED1	-1.4495
HIP1	0.2135
RAET1E	-3.057
AMAC1L2	-0.7745
AHNAK2	0.217166666666667
TOE1	-0.8285
RECQL4	-1.25
SPRYD3	1.41375
DPAGT1	-0.78875
MAGED2	4.2576
ANKRD55	-0.13075
TRPS1	5.1335
DOK7	-0.519
TFPI2	-8.35725
GTF2H3	-0.504
CYP4F11	0.48725
LHX2	-5.1405
ATG16L1	2.03083333333333
ASB12	0.5955
C1orf116	-0.8765
NF2	-0.2199
POM121	-0.5979
PHYHD1	1.9848
TXNDC17	-0.316666666666667
DKFZp779O175	0.0515
NUP62	0.0726428571428571
MYO18B	-0.925666666666667
PRAMEF1	0.1585
TCBA1	0.252333333333333
TMEM168	0.41
FJX1	1.9935
CLCF1	-0.7605
SEPN1	-0.09975
IGSF2	0.62425
NUDCD1	0.0525
TFF3	-1.95066666666667
NDFIP1	1.0305
CHCHD4	-0.4185
TNR	0.223
CUTA	0.324
USP44	-4.12475
DPP10	-0.112833333333333
IWS1	-0.482166666666667
PCGF1	-0.421
SULT1C4	0.2935
NTF5	0.18025
PTPN13	1.87125
SSTR5	0.287
SFRP1	-3.323125
IDH3B	0
SUOX	1.60583333333333
TMCO5	0.4165
GOLT1B	-0.907
MIB1	-0.0354285714285714
PCDHGB1	1.8065
SUSD1	-0.753
ICAM5	-3.41966666666667
PAPOLB	-1.1525
URM1	-0.4994
TMEM106B	-0.363333333333333
LRIG2	-0.4965
SLC27A5	0.087
CLIC6	4.8417
ZNF420	1.47983333333333
SCN9A	-2.86
KIAA1909	0.79625
ELMOD1	-2.7895
