Hybridization REF	TCGA-B6-A0IM-01A-11R-A034-07
DOK7	1.83125
TFPI2	-7.491
GTF2H3	-1.18
CYP4F11	0.013375
LHX2	-4.72666666666667
ATG16L1	0.0643333333333333
ASB12	0.3565
C1orf116	-0.34475
NF2	-0.39075
POM121	-0.5939
PHYHD1	-0.3514
TXNDC17	-0.917
DKFZp779O175	-0.66575
NUP62	0.0572857142857143
MYO18B	-2.11033333333333
PRAMEF1	0.5555
TCBA1	0.677125
TMEM168	0.94875
FJX1	-0.485166666666667
CLCF1	0.08125
SEPN1	1.12425
IGSF2	0.441
NUDCD1	-0.263833333333333
TFF3	0.4575
NDFIP1	0.938
CHCHD4	-0.5795
TNR	0.9425
CUTA	0.738333333333333
USP44	-5.03625
DPP10	-0.123
IWS1	-0.605166666666667
PCGF1	-0.68375
SULT1C4	-1.6865
NTF5	-3.0395
PTPN13	1.8155
SSTR5	0.367
SFRP1	-2.098125
IDH3B	-1.06
SUOX	0.862
TMCO5	0.37275
GOLT1B	-0.63875
MIB1	-0.342785714285714
PCDHGB1	-0.662
SUSD1	0.95375
ICAM5	-3.23783333333333
PAPOLB	0.59625
URM1	-0.0323
TMEM106B	0.6845
LRIG2	-0.84075
SLC27A5	-2.4355
CLIC6	5.867
ZNF420	0.801666666666667
SCN9A	0.6294
KIAA1909	0.28225
ELMOD1	0.01875
PRKAG1	0.2485
FAM64A	-1.55755555555556
EEF1G	-1.0956
SMAD5	-0.675
INCENP	-2.32025
WASF2	-0.0335
GARS	-0.9682
CDK10	-1.0754
HLX	0.281333333333333
MDM4	-1.3795
ZNRF1	-0.614285714285714
HHATL	-2.47283333333333
FAM21C	0.7469
HIST2H3C	-0.40275
PFDN2	0.00462500000000003
ZNF200	-0.40875
NDN	-0.17625
HBA2	-2.384
FBLN5	1.3415
PUM1	0.122857142857143
TNNT1	1.00866666666667
C19orf59	0.743166666666667
HNRPH2	1.85333333333333
RAB7A	0.297833333333333
PMS2	-0.576
BIRC3	-1.061
NRSN2	0.706625
OR52K2	0.062
SPOCK1	0.185857142857143
H2AFY	0.4745
RXRB	-0.34825
ZNF638	-0.8025
ANKRD45	-1.06675
ACTN4	0.2465
FXC1	0.25125
EIF2B5	0.182
VPS33A	-0.485
PINK1	0.6575
FAM106A	-2.7055
SKIP	0.4750625
GAPDHS	-0.3365
MUM1L1	5.1535
PSTPIP1	0.42625
CNTNAP1	-0.2623
CYP26A1	-1.433
APOL2	0.5544
TACC2	0.2655
COX7A2L	0.1015
HSD17B1	1.31025
ARRB2	-0.4125
SLC7A6	-0.8873
HSD17B10	0.314
RBJ	-0.00600000000000003
NUP155	-1.90425
MRPL10	-0.485166666666667
CYCS	-0.930416666666667
CCDC46	-0.277833333333333
TECTA	0.601
GNAL	-1.0485
LPO	-0.3285
PEBP4	-0.3095
DDX11	-1.957
C18orf12	0.726
TAF9B	0.727583333333333
IMP4	-0.26225
RPA4	-0.751333333333333
NDUFS1	-0.96625
UPK1A	-1.263
ARRDC2	0.219833333333333
C18orf20	-0.344
AES	0.142142857142857
CD2BP2	0.404166666666667
C16orf54	0.867
UGT2B17	0.1425
FGFR1	1.1195
CEACAM6	3.8775
CHRM5	0.472
CERK	-1.0855
AP3S2	1.46214285714286
ANKS4B	-2.59175
CLCNKA	0.389
ZNF208	-0.337666666666667
HLA-DRB5	3.3
CARKL	-0.203
GOT1	-0.961333333333333
CASP6	0.722
HOXA1	-1.1645
RCL1	-0.1565
ZNF181	0.467
RAB40B	0.732
MRPL38	-0.52125
LRRN2	1.98025
C3orf25	0.792
OR5D14	-0.113
OR10AG1	-1.486
BET1L	0.7902
FRY	4.7325
AK3L1	-0.24575
CSF3R	1.18033333333333
POLR3K	-0.430333333333333
ATG2B	0.363833333333333
EPS8	0.154166666666667
DARS	-0.807125
C10orf56	0.358333333333333
DAD1	0.147416666666667
RIOK1	-0.809666666666667
HERC2	0.61875
HSD11B2	2.45633333333333
FAM96B	-0.27325
MGC13057	-1.898
BSN	0.901
CAND1	-0.376333333333333
HCST	1.45325
ACTR10	-0.460666666666667
OR8D4	0.2545
NASP	-1.4172
COL9A2	-1.069
LYZL1	0.564
GPC5	-3.32633333333333
TBL3	-0.642
CENTD2	0.7321
OR5AP2	0.52475
TLR1	0.95425
LMO6	0.13225
ZIC2	-4.32775
CPNE5	0.93725
ZMYND15	0.63675
FLJ22374	-0.462
CCDC106	0.38225
PARP16	0.44575
PDIA3	0.1005
C14orf126	1.7035
CECR2	-0.9015
SFRS1	-0.406571428571429
FIGLA	-1.964
DCP1A	0.380833333333333
MGC45800	-1.505
TEKT1	0.3904
C10orf67	-3.3395
CLN5	1.316125
NTN2L	0.037
GLE1L	-0.1575
CES2	-0.6705
GNAS	-1.12617647058824
DDX53	-0.0995
TSPAN13	3.50525
MRPL52	-0.4989
SPIRE2	-0.04475
TAS2R39	0.3235
SCUBE3	-0.33525
UCRC	1.0295
CDKL3	0.32925
KIAA1715	-0.5952
ZNF345	-0.273
RTF1	1.09225
DHRS7	0.72525
RIPK4	-3.322
EXOSC2	-1.38166666666667
MS4A2	1.5435
FGF17	-1.00266666666667
WDR59	-0.705142857142857
EVI2A	-1.97425
IL17RC	0.165833333333333
HS3ST1	2.4825
ITGB1BP2	-1.806
RBPJ	-1.01816666666667
GIMAP1	2.9635
INE1	-1.2815
ALDH18A1	-0.36375
TPI1	-0.965625
GATA6	-0.64875
CABP1	-1.17133333333333
ZNF484	0.21425
DAPK3	0.1795
GJB1	-3.27275
PIN1	-0.10275
SLC6A15	-4.458
CNO	-0.1615
RIN2	1.74375
FRRS1	-0.483
CYorf15B	-3.62375
DMRT3	1.45857142857143
ATAD1	-0.3005
OTUD4	-0.226333333333333
ATOH8	-1.95725
ZSCAN16	1.222375
ASCC1	-0.59725
OTUD3	-0.714875
MGC33212	0.796666666666667
YME1L1	-0.114625
RP11-218C14.6	-0.136333333333333
PCBP4	0.54525
TNFRSF10A	-1.1405
CDH10	-5.4388
KL	3.526
SCP2	0.244
C9orf119	0.590875
SON	-0.21575
MAFK	-0.0815
SBNO2	0.4905
SLC6A6	1.14058333333333
SC4MOL	-1.010625
FAM35B	-0.058625
PPP1R9A	0.79425
PDZRN3	0.414375
CXorf20	1.625
C6orf126	1.594
AVEN	0.43125
FLJ21075	-3.8865
C14orf132	2.87975
PCK2	-0.3485
GUCY2C	0.8045
BARX2	0.07475
PEX11G	2.067
DAO	-0.7155
C10orf49	0.21475
EDNRA	2.807
PPP2R5A	0.5231
DDX39	-1.3175
SERF1A	0.6625
ASCIZ	-0.1112
FNDC8	1.06025
PTMS	0.128375
PHF7	0.301
PIP4K2B	-0.1125625
HHLA2	-1.98975
BDH2	0.175
APOBEC2	-0.66225
PENK	-0.802333333333333
SMAD9	-1.41175
MT3	-1.0795
RGL1	0.12625
ATG10	-0.895125
DLGAP4	0.00516666666666669
APPBP2	-0.622714285714286
BACE2	-0.308714285714286
LOC339344	0.775333333333333
ZNF395	-1.0645
HIST1H2BL	0.35575
ZNF467	1.5335
SLC25A21	-1.6145
PALM2	-1.59933333333333
NSUN5C	-0.47025
IL5	-0.322222222222222
CLSTN2	3.8425
ANXA8L2	-2.61
PTGES	1.77725
GDAP1L1	-1.93433333333333
OPRK1	-0.842833333333333
WDR20	0.672083333333333
C12orf4	-0.122
NUP88	-0.920375
XRCC6BP1	-1.212
FCGBP	2.60342857142857
LEMD2	0.57775
NOMO1	-0.7825
C10orf79	2.71914285714286
ZNF79	1.0837
OCRL	1.1191
HSPA8	-0.084375
DIDO1	-0.396125
PLA2R1	2.03075
COG3	0.3739
NGDN	-0.38025
CBFA2T2	0.600625
PNOC	-2.70325
PRRG1	0.1745
AGGF1	-0.307428571428571
DPF2	-0.47725
YIPF7	-0.134
TRPV5	0.949666666666667
ZNF322B	0.96175
MED12	0.656166666666667
CARS	-0.417
ABCC11	-0.9614
C9orf25	0.2505
MYH1	3.13
FRYL	-0.27625
AGTRAP	0.657
MMP27	2.755
ZNF432	-0.251
OR8D1	-0.0385
OR13D1	0.694
VWA1	2.1305
STON1	0.28325
IL5RA	-0.092
PERP	0.6255
C10orf107	-0.402833333333333
TNFSF12	2.133
FN1	1.04866666666667
MTR	-1.01533333333333
PHLPPL	-0.402833333333333
ZNF425	1.284
DHFR	-1.52133333333333
PPP1R12A	-0.323375
RSPO2	-2.0215
ZNF7	0.06
ZNF583	-0.646
TPMT	-2.316
GPR132	0.337
OR2T12	0.5185
SERTAD2	-0.6724
ATP1A1	0.5239
FRMPD3	1.43125
ZNF672	-0.3745
PLXNB3	1.012625
EML5	0.652
FAIM3	0.8305
UBQLN2	1.56175
SORCS2	2.2985
PRIM2	-1.291
ACVR2A	0.214833333333333
YWHAZ	0.677833333333333
PGM2L1	1.139375
GNAO1	0.296714285714286
RPL10	0.5974
RPS6KA6	2.277
PFKL	-0.733333333333333
SH3D19	0.616625
AURKB	-2.4985
ZC3H6	1.2375
DISC1	-0.459833333333333
FLJ39660	-3.20083333333333
TMEM25	1.38575
OSBPL10	-0.0725
CLTCL1	-1.77816666666667
ALG6	-0.5675
CATSPER4	-0.1695
LRTM1	-0.196
RRAD	-0.2375
TIPIN	-1.85925
CARD14	1.200125
RBM9	-0.0675
RASSF4	-0.2535
SLC25A18	-0.582833333333333
C6orf58	-0.6945
IGHD	0.4885
PLA2G6	-0.437
TPT1	0.94525
SEC63	-0.2123
CCDC113	-0.5516
TDRD10	0.537
KIAA1666	-0.7655
TOR1AIP1	-0.169
SYTL4	1.75733333333333
SPRR2F	-1.3665
CEBPD	3.10325
SNTG2	-0.14425
C20orf77	-0.196916666666667
TAS2R49	-0.8845
C6orf173	-1.47233333333333
SVEP1	-0.8654
PXN	-1.07792857142857
VIL2	0.337666666666667
C5orf21	0.554166666666667
DIXDC1	0.3675
GANAB	-1.3345
PDSS1	-2.088
NGFR	-0.362875
ATP8B4	0.97625
BMP8A	0.1855
CCDC132	0.086
GNRH1	-1.79625
OR10T2	-0.58825
PDGFD	2.63216666666667
OR6W1P	-0.012
HARS	-0.366333333333333
KRT77	0.554
AQP8	-0.03425
ITGB1	-0.2417
ZNF254	0.0376
PAX1	-0.5708
PSMC4	-0.5084
ANKRD22	3.89275
PSMD8	0.172166666666667
HTR1E	-0.235166666666667
SOX10	-2.5194
OR5B2	0.166
RABGEF1	-0.181285714285714
MAP1LC3B	-0.577
CYB5R4	0.5205
AGXT2L1	-2.3085
FLJ41603	2.64683333333333
TRAPPC2	1.66766666666667
FNTB	0.0126
FLJ14107	-1.54933333333333
AURKAIP1	-0.1895
DSE	1.39725
NFKBIZ	-2.0165
OSBPL3	-1.216
LOC130576	3.46775
SLC39A9	0.295333333333333
LOC137886	0.479
RHCE	-3.0905
ATG7	0.352833333333333
FAM82A	0.479
FBN3	-0.126
MCFD2	-0.907
CASP14	0.148
EPS15	0.556666666666667
SFRS2B	0.260333333333333
C19orf47	0.041
PLAC9	0.766
GPR23	-0.549
BTNL3	0.0838333333333334
RGS8	0.7345
GNS	1.010875
ENO2	-1.43383333333333
CBX1	-0.4152
PEX26	0.666
LRP5	-0.8005
ADAMTSL4	-1.92633333333333
ARR3	0.0843333333333333
MAP1A	-0.1665
CD2	2.8645
NAV2	-0.854375
TMEM69	-0.508
ATXN7	-1.374
CHN2	-1.012
ZNF781	-0.923666666666667
HAS2	-3.30616666666667
KIAA0241	0.0388333333333333
BIC	1.119
MOBKL2A	-0.3415
CYP2C9	0.8905
CNOT7	-0.626714285714286
SFRS10	-0.8275
CST11	1.898
FLJ37543	1.252
NKAP	-0.13625
RUNX1T1	2.40475
EAF1	0.5573
IL4I1	2.84325
LRRC61	1.11516666666667
PSIP1	-0.8985
SPRR4	-0.9565
ZFP90	-0.325666666666667
AP2B1	0.442692307692308
SLC30A7	0.400916666666667
C7orf28A	0.310333333333333
S100B	-2.52833333333333
BMP2	-2.988625
ESR1	4.98825
ZFPL1	0.00625
ARHGAP12	1.25875
LRRC19	0.107333333333333
ZNF767	-0.325
NACA	0.003
OLIG1	-2.595375
PRF1	1.4125
LST1	2.55816666666667
SPATA9	0.128666666666667
CNFN	0.352
CDK4	-0.5745
TCF15	-2.11666666666667
PARC	0.09075
PPM2C	0.0445
LOC283345	-0.324
FAM107B	0.60975
DMXL1	-0.145125
RBM3	1.4395
HTR5A	-1.4566
SCFD1	-0.577166666666667
EPHB3	2.154125
ROPN1L	-0.274
RAMP3	1.23225
TSPYL5	-0.0483636363636363
GAP43	-2.847
PAPD4	-0.69275
PDE3A	-2.115
TNFRSF10C	0.20575
JMJD5	-0.520166666666667
RASGEF1A	2.1631
C16orf65	-0.2748
HIPK3	0.592333333333333
XYLT2	0.23125
XPOT	-1.5265
GAL3ST1	-1.9935
DHCR7	-1.74425
AMIGO3	0.251166666666667
FGFR4	-2.807
CRAT	0.13025
PPP1R14D	0.934
TRIM14	1.0365
TMPRSS11D	0.494
SLC7A11	-2.66542857142857
OR10H2	0.67775
PPM1E	-1.7718
DOCK4	0.1895
FAM127A	0.385
ENOPH1	0.161
SLC5A3	-0.7376
ZNF530	-0.4804
NTS	-6.5765
FRMD4A	0.45175
BCL11B	-3.478
PRM1	-0.42775
UQCC	-0.2193
S100A16	-0.236833333333333
PLS3	-1.01925
WWOX	-0.718714285714286
CCDC23	0.58175
GTSE1	-1.44066666666667
GP2	-0.7785
FLJ32549	0.237125
CHIT1	2.76175
KLF9	0.031125
RPS24	0.3883
MIA	-3.87475
FIGN	-1.11475
PYROXD1	-0.555625
PCSK2	-0.776375
MRPL9	-0.78525
RPL24	-0.14275
C12orf32	-1.113375
HIST1H2BE	0.2495
RGS18	2.56675
LFNG	2.4945
RAB4B	0.5559
FBXO25	0.422
TSPAN31	0.8805
ARL8A	0.455285714285714
C10orf83	0.1564
OR51B6	0.5755
CNKSR2	0.736
C1orf156	0.304
IBSP	3.2425
GFRA2	0.101
ALKBH7	0.7046
NEK10	0.123
VN1R3	0.381833333333333
LOC91948	0.713
CPZ	0.00625
IHPK3	-0.185333333333333
COL8A1	0.31525
RBPJL	-1.266
OR10A4	0.1575
CASP8AP2	-0.732875
MMP12	3.11333333333333
OR8B12	-0.2085
CDCA5	-1.54816666666667
LIX1L	-1.40725
PEX11B	1.334125
GABRA1	-0.033
HABP2	0.3375
REEP1	3.0375
FBXO15	2.7085
CD68	0.91325
WFDC9	0.3055
GHDC	0.6855
SMARCA1	1.1965
SPAST	-0.283
PLXND1	-0.107083333333333
MLCK	-1.134
INTS5	-0.733166666666667
BSG	-0.871214285714286
PARP8	0.801333333333333
TEAD4	-1.05483333333333
ZNF498	-0.21575
TMEM89	-0.602166666666667
DTX4	1.713875
TNRC6B	0.5654375
ARMC2	-0.039875
FGFBP1	-3.74333333333333
TIMM8A	-1.24583333333333
AJAP1	-1.9377
ZNF608	-2.247
SLC25A42	-0.7485
SYP	-0.593
MMP11	3.7035
USP40	0.3709
C3orf62	0.0595
MYO1E	-0.9206
LRFN4	0.042
XCL1	-1.29416666666667
GPR155	0.430375
VPS29	-0.017375
CARHSP1	-0.97075
ARHGAP20	0.378833333333333
GREM2	-0.0187142857142857
CCDC102B	2.64525
ZNF577	-0.0625
HDDC2	-0.434
SHC2	1.6147
NCOA5	0.801166666666667
INPPL1	-0.236
CHGB	-3.1334
IHH	-0.0345
DDEF2	-0.145583333333333
DIAPH3	-1.93238095238095
BUB3	0.238666666666667
GGH	-0.347444444444444
VPS35	-0.268
CNN2	-0.178833333333333
ASNA1	0.04725
WDTC1	0.83025
AMAC1	0.433
HAS3	0.143333333333333
SLC1A6	-2.95983333333333
ZNF563	0.8125
C1S	3.1465
TCF7L1	-1.302625
OR10Z1	0.211
ME2	-0.6305
C6orf151	-1.37325
KPNA4	-0.023
GLO1	-0.024125
WDR61	-0.0713333333333333
CD302	0.6995
SIRT7	-0.424833333333333
C11orf59	0.63375
PKIG	0.11175
PPIL3	-1.4235
CCDC74B	1.6575
ZNF528	-0.82375
EFNA5	-0.076
FCGRT	1.8805
NOL4	0.2112
CCS	-0.28575
LOC374491	1.37475
MFSD7	3.24
ZNF555	-0.368
LIMS3	-1.28275
TSSC4	0.682166666666667
COL11A2	-0.2855
C1orf119	0.908833333333333
BPNT1	-1.282875
CHRNA6	-0.4225
C1orf173	-0.225111111111111
PLD2	-0.42125
ORC1L	-3.18375
SASH1	-0.41775
CDC14B	-1.87175
RLBP1L1	1.60733333333333
LDLRAP1	0.1284
NAT8B	1.25666666666667
HHEX	-1.5745
LGALS7	0.64025
PLCH1	-0.035125
OR1M1	0.339
PRAMEF16	-0.90175
HECTD1	-0.0925
C14orf39	-1.9895
TLN2	-0.4716
HDAC4	-0.865928571428571
SYCP2L	-3.5495
GLRA1	-1.103
RPS6	0.26675
hCG_1757335	-0.767
KLHL1	-0.1675
CTNNBIP1	1.198
SCAND2	-0.3526
HMGN2	0.2603
YAF2	-0.394
BRPF1	0.21675
LIAS	-0.224
CTA-246H3.1	-3.563
SAG	1.707
C20orf10	0.98825
HNRNPA2B1	-1.04216666666667
GADD45A	-0.934333333333333
MSH4	1.073
TMEM70	0.3295
HIST1H2AM	0.2485
C19orf26	0.225833333333333
C1orf50	-0.12525
GNG3	0.22225
FTO	0.2115
CALCB	-2.2995
PPP3R1	-0.435875
C15orf42	-1.723
CCNJ	-0.1655
GNAZ	1.44253333333333
PSD	-0.553166666666667
FAM57A	-1.07975
STIM2	-0.209333333333333
DHX8	0.13425
MOGAT3	-0.82525
UBE3B	1.32733333333333
PLAT	2.80783333333333
C6orf206	0.583
COPE	-0.5207
EIF3A	0.292875
C1QL2	0.03675
IQCE	0.813083333333333
KIAA0182	-0.71725
SLC22A7	-0.1802
PPFIA2	-0.256
ADAMTS15	0.2555
ODZ1	-0.1735
THBS4	3.12266666666667
ARHGAP1	0.76
B4GALNT3	-0.268333333333333
FCHO1	-3
LOC440456	0.10575
HOXD10	-0.0316666666666667
CXCR3	1.58416666666667
CHI3L2	-0.58
SRPX2	2.88775
ZNF132	0.1775
UBAC2	0.2725
RPL32P3	-0.648
CBWD6	1.003
ST6GALNAC4	-1.2735
KIAA0391	-0.211833333333333
LOC388969	0.145
KRTAP5-8	-0.000333333333333335
ZNF786	0.34225
LYVE1	3.78033333333333
GPR144	-1.04725
APOH	-5.355
TSC22D2	-0.252
PLCD1	-0.4185
FLG2	0.5455
M-RIP	-0.499
NDUFV1	-1.4065
POLDIP2	0.134833333333333
RAB3GAP2	0.0363333333333333
RPSAP15	-0.67725
CLEC7A	1.629875
HSPA14	-0.6355
TAAR5	0.3795
FAM132A	-0.98875
C2orf43	0.17075
OR10V1	-0.273
SELPLG	-0.2465
C1QTNF6	1.75283333333333
OPCML	2.234
DTYMK	-0.559
ALDH16A1	-0.22375
F13B	-3.7885
MGC16169	0.3985
KIRREL2	-1.72933333333333
C14orf32	0.131416666666667
SLAIN2	0.4616
HSD3B2	0.598
AMMECR1L	0.42
LRRC37B	-0.7205
HMG20A	-0.028
C22orf27	0.7391
FBXL22	0.1815
AP1B1	0.504833333333333
TNKS1BP1	0.33175
CD74	2.64125
HSPA12B	2.74466666666667
PLSCR1	0.716666666666667
SLC35E1	-0.200166666666667
FEZ1	-1.55025
APOD	0.84625
C16orf44	-0.60425
C1orf166	0.3345
KCTD11	0.075
NELF	0.0585
SRP54	-0.350666666666667
MGC35361	0.44275
GPR35	-1.3225
NRGN	-1.201125
SIGLEC12	0.17625
SCN1B	0.3115
IFNW1	-3.0425
STAR	-4.78725
HLA-DQA2	4.028
RNASEH2B	-0.15775
TAAR2	0.4105
VAMP5	-0.0943333333333333
TUBA1C	-0.826571428571429
PIK3R2	-0.054125
ARD1A	0.0743333333333333
EBF2	0.681166666666667
CAMSAP1L1	0.2455
CYP3A43	0.436
AKR1B1	-2.209
KIAA1729	-0.343375
KAL1	2.0308
CYBB	0.898625
UXS1	-0.7365
LOC338579	1.25625
C11orf45	0.71875
SHB	0.189625
IKZF4	0.77575
NDUFA1	0.690875
HSPE1	-0.503
C1orf215	-0.199
GPR113	-0.332833333333333
ZNF573	0.487
TBX18	0.7495
GGTA1	6.28525
PCDHGA8	0.537
RPS6KL1	-0.29075
DPP9	-0.087
SLC43A2	0.666125
COPS3	-1.51425
PMPCB	-0.275833333333333
HYLS1	-1.023
LSM8	-0.368166666666667
PDE6B	2.77825
C10orf118	0.6911
OR1C1	0.6898
ZNF415	0.96625
OR2F1	1.02025
ZDHHC13	0.91725
FZD8	-0.4037
TCEA1	-0.2644
SUSD4	1.68
C22orf24	0.171
TNFRSF14	0.34875
TRIM28	-0.342
FGF5	-3.59357142857143
CSPG5	-1.31666666666667
RNF133	0.23225
FKBP15	0.4365
BZW2	-0.83875
NSMCE1	-0.3305
PTPRN	0.12325
TST	0.491
POP1	-1.25
RNF24	-0.565833333333333
SFRS4	-0.47875
REPS1	-0.15175
CD70	-1.78516666666667
PDXDC1	-0.468875
SRC	0.9082
NTNG1	-2.756
SETD1B	0.71575
TINP1	0.5092
ZNF606	1.52
SSR1	0.0701875
RGNEF	0.0496666666666667
NFS1	-1.2045
CENTB5	-0.380083333333333
CRMP1	-1.09466666666667
ADAM18	-0.4365
CCDC87	1.58383333333333
LRRC8B	0.39875
CSNK1G1	0.16575
MAFB	2.54133333333333
C12orf45	-0.84275
C1orf54	2.549
DPEP1	-0.630666666666667
FLJ13137	-0.834
C14orf118	1.343
ANKRD19	0.0535833333333333
ABCA9	2.3119
TMEM87A	1.4239
BBS5	0.6259
CYP17A1	-0.156875
SCG3	-3.80616666666667
ESCO2	-2.231
GFER	0.687166666666667
NRIP2	-0.204833333333333
DDX59	0.4005
RIC8B	-0.1505
TNNI1	0.098
KTELC1	-0.208666666666667
GPR85	0.787833333333333
SP3	0.655875
GOSR2	0.489083333333333
DDX1	-0.4155
DSCR9	-1.52
KIAA1984	-0.73025
FLRT3	-2.433
RNPS1	-0.373357142857143
ZNF772	-0.8195
SLC25A10	0.0458333333333333
ADAMTS3	-1.6031
TBC1D7	-1.007
PCYOX1L	0.22425
LOC339745	2.177375
VPS54	-1.16375
PCDHB12	0.435125
C4orf6	-1.051
CCL5	2.67775
PEX5	-0.14725
LENG1	0.3525
LOC51336	-1.62675
FLJ25371	0.0115
WDR45L	0.203666666666667
SPAG8	0.3625
GUCA1C	0.064
LOX	-1.0435
FIZ1	0.278
BAG5	0.326916666666667
BUD13	-0.934
MGC2752	0.69425
IQSEC3	-0.289125
TGFBR3	-1.4135
CASP9	-1.250625
PPA2	-0.332375
MED24	0.245125
MAP3K7	-0.174
SRPR	-0.726125
C17orf81	-1.72125
RIPPLY1	-1.6165
EID2	-0.04
AKR1C1	-1.78883333333333
IMMP2L	-0.82825
SPSB4	0.5705
BAG4	0.74575
ZNF32	1.47683333333333
KLHL34	0.75375
BRD2	-0.16775
IL32	-0.747166666666667
FAM53B	1.16833333333333
SLC7A1	-0.0120000000000001
KAAG1	-0.856
CCDC54	-0.698666666666667
PRKCQ	-3.0985
TIRAP	0.28325
SPSB1	0.601166666666667
USP36	-0.67575
FLJ32569	0.979
LYZ	-1.22075
TMEM186	-0.765166666666667
TPM2	0.365
C9orf100	-1.06016666666667
PPP1R11	0.7152
OLFML3	3.9264
ELAVL1	0.124416666666667
DNAJC17	0.132333333333333
ABCA2	-0.0265
BNIP3L	-0.944375
ATP10D	0.856
GALNT8	-0.7664
PRKCH	0.5485
USP12	-0.5565
STXBP1	-1.2226
LSM2	-0.7115
ANKRD30A	5.721
LAP3	0.24375
C9orf40	-1.52516666666667
KATNAL2	-0.697333333333333
RG9MTD2	1.11475
PNPLA7	1.10075
IDH1	-0.852
C1orf57	-0.78375
XRCC5	0.1458
TBRG4	-0.242
DCDC5	3.03316666666667
POU5F1	-4.48625
RAB1A	-0.0417857142857143
KRTAP15-1	0.22
INHA	-1.3005
WDR90	-0.442
MLL2	0.848333333333333
FAM104B	1.112
SF3B14	-0.193
STX1B	-0.223
SNX12	0.77175
KMO	1.14766666666667
FAM100B	0.44925
CDRT15	0.026
RAB9A	0.835666666666667
RUFY3	0.797875
UBE2U	1.72125
NFKB1	0.9384
FBXO38	0.621375
VRK3	0.23625
TUBB8	-0.8115
IFNA6	-0.0485
AYTL1	-1.1695
RBP3	0.5795
MUC13	1.43075
C8orf30A	-0.648
MFAP1	0.3275
NHLH1	0.43825
CXorf34	0.01675
SP8	-5.5985
RNF151	0.177666666666667
TDRD7	0.69425
KCND2	3.9655
FKBP9L	-0.0818333333333333
C17orf44	1.442375
TIMM17B	0.393
WIPF1	-0.0081
SNX15	0.0653
IGF2R	0.2128
SBSN	-0.845
RBM15B	-0.05075
AGBL5	0.049
APEX2	0.41625
C17orf39	-1.11275
UBE3A	0.9417
SPANXC	-2.459
TGFB1I1	0.317
RBM13	-0.836
TOP2B	0.3855
NPVF	1.8445
RIMS4	2.530875
RAD54L2	-0.141333333333333
RSPO3	2.7665
C2orf47	-0.2955
TSPAN4	-1.28575
DNAL1	-0.48525
DKFZp761E198	0.2175
NLE1	-0.989
TPST1	-0.33925
SREBF1	-0.41125
CLEC12B	-2.452
FUK	-0.339
IL21	0.6305
LTK	-2.3235
DKKL1	-1.06475
EPAS1	-0.21775
UBTF	0.2534
HIST2H2AB	-0.338833333333333
TMPRSS12	0.291125
KIAA0427	1.81416666666667
CYP8B1	-1.69866666666667
FPRL2	4.06575
LOC402573	-0.562
HSDL2	-0.625166666666667
SEMA6B	0.695333333333333
AKR1A1	0.461071428571429
CLTB	0.705583333333334
NXT2	0.850166666666667
HSPB7	-1.0425
MLLT11	-1.07816666666667
OLFM3	0.5464
SEC61B	0.181583333333333
GPR139	-0.5395
RRP15	-0.60325
OR3A2	-0.928
RSL1D1	-0.1615625
P2RX7	-0.599
PSME2	0.30075
ADNP2	0.3505
RBM25	-0.508
IFITM1	2.77675
POLR2E	-0.8985
ZNF643	-1.4535
ZBTB25	-1.92566666666667
SPTBN4	0.133125
FBXO28	-0.7345
CLEC10A	2.26325
EPHA8	0.304625
BEST4	0.128
GAS6	-0.1515
TSHR	-1.0405
TMTC1	-1.27563636363636
GSTM2	-0.636333333333333
ETV1	-1.58625
ADAM11	-1.9375
ERGIC2	-0.444166666666667
ATP6V0E2	1.0115
HGFAC	-2.22283333333333
CTTNBP2NL	0.6305
FLJ20628	-0.04175
MTCH2	-0.31275
BACH2	-0.5325
AUTS2	1.95583333333333
FSD1L	-0.27
RPRM	-2.67516666666667
PPP2R3A	-0.314666666666667
BAT2	-0.879625
LPHN2	-0.323666666666667
MGC71993	0.271166666666667
PPARGC1B	-1.039
CENPT	-1.889625
RNF123	-0.0583333333333333
COL27A1	-0.8395
ZP2	-0.14
C2orf21	-0.104
CCDC78	-2.09025
MCM8	-1.98533333333333
PHLDB2	-0.305875
PLAUR	-0.040125
HDPY-30	0.19175
BMP5	-2.479
MUM1	-0.1985
FAM62C	-1.422
MID2	2.95033333333333
SYT16	0.867
ISG20L1	-0.1097
C2orf40	1.6345
SRRM2	0.416357142857143
FCRL1	0.724
C1orf90	1.2185
MEP1B	0.36
PCSK7	-0.2869
PBX2	0.0185
CENTB1	-1.32133333333333
GLT6D1	0.019
HGS	0.0926666666666667
WDR51B	0.15825
KCNJ8	3.17925
NOL10	-0.118
EDEM3	1.592125
TCOF1	-1.57366666666667
SLC16A1	-2.74133333333333
SF3B3	-1.20075
NUDT21	-1.625875
ZNF235	0.505
KIAA0644	1.951
ERC1	0.3101875
NKIRAS2	0.547166666666667
TRMT5	0.053
PPP1R7	-0.09025
C14orf177	1.6055
HTRA4	1.857
FAM139A	0.320166666666667
C16orf30	5.369
C10orf32	1.727125
VCX2	-4.337
MGC27016	0.2102
LARP5	0.665
THNSL2	1.19516666666667
TRADD	-0.247
C1QTNF1	1.51275
C1orf43	0.6544
AS3MT	-1.2445
SCARF1	1.99075
