Hybridization REF	TCGA-AO-A12B-01A-11R-A10J-07
KDELR2	0.634875
TFCP2	1.025875
NLRP12	-0.5395
FLJ45422	-0.4355
TLE4	-2.1691
ZNF570	-0.0245
FLJ43806	-0.2955
TLK2	-0.52775
CIR	1.451
MARS2	0.1505
COL24A1	-0.08725
SDF2L1	1.359
HIBADH	1.26116666666667
IGFBP3	-2.75135714285714
C12orf23	0.052
PSPC1	-0.3485
C20orf43	-0.24775
TRAV20	0.1825
ARHGAP24	0.76325
KIAA1975	-0.252875
C1QA	3.6337
DNTT	-4.3125
C10orf6	0.20875
C11orf41	-1.558625
HNRPF	0.63925
COL11A1	2.943
UBAP2	-0.897333333333333
CDKN2AIPNL	-0.271
C20orf174	1.60325
SPRED2	0.37225
PLA2G12A	0.530666666666667
ICEBERG	-1.50666666666667
SCN10A	0.1335
C11orf65	1.16275
GBP5	3.5345
PITPNC1	-0.7125
POU3F3	0.501
NCOA7	-1.03125
LIN7C	0.4665
LOC348840	-0.6295
NKX2-2	-2.216
ANKRD13D	0.5235
LOC123688	-0.71275
FUT2	0.4785
TAAR8	0.853
FZD4	0.605166666666667
PNMA3	-1.37316666666667
OR4L1	0.7035
WIT1	0.70975
EXOC3L	1.56875
ATPBD4	-0.1222
KRBA1	-0.52675
UBXD6	1.84725
HOXB7	-0.310928571428571
C7orf23	-0.5535
UNQ338	-1.0135
STAB2	0.2235
CDC20B	0.12325
IRF9	2.56675
CENTG1	0.222
TNPO2	-0.798
MCPH1	0.429
BMS1P5	-2.72325
SLC26A7	0.63925
HIST1H3J	0.384
C9orf3	-1.4599
LBH	0.90675
MYO1D	1.0955
PTDSS2	0.41575
NFU1	1.389
DEPDC4	-0.89825
WNT7B	0.2236
GLP2R	-0.118333333333333
SETD4	-0.3893
DYNLT3	0.3942
FKBP11	1.808
SESTD1	0.557833333333333
FLII	-0.102
RPS16	-0.1916
CHPF	0.1395
CSNK2A1	-0.848
SUMO1P1	-0.02
FKBP6	-1.0615
ZNF214	0.47
TWIST1	-1.08933333333333
DDX56	-0.624
TRAM1L1	2.6948
EPO	-2.83516666666667
MRPS18B	0.95725
ZNF682	0.709166666666667
RPL14	-0.444
MAFF	-0.448
LOC51136	0.794
LY96	-1.15375
DDX20	0.17975
ABTB1	1.49366666666667
ARL5A	-0.0154
CCT6A	-1.20875
HEPACAM	-1.14533333333333
EHHADH	-0.253333333333333
RBAK	0.351166666666667
CGB1	-0.211
ITGB5	-0.5664
YIPF3	0.4675
FKBP2	2.45075
NR1D1	-0.0225
TMEM110	0.834
NEK2	-1.14333333333333
PRAMEF8	-3.17225
C20orf52	0.38
PCDHGA3	-1.469
VWA3B	0.11775
NDUFA5	0.776125
THAP9	0.1035
FLVCR2	-1.20266666666667
AP1S1	-2.246125
SMAD6	-1.86875
SAV1	0.362375
SAT1	-0.713
ZNF251	1.504625
ADAMTS7	0.026
RPP38	-0.077
C1orf211	-1.571
YPEL2	1.87175
RBMS1	-0.41325
ZNF445	-0.3095
NRXN2	-0.0531666666666666
PGBD4	-1.03425
UGT2B28	-2.78625
WBSCR16	-0.4268
NLRC3	0.160625
ASTL	0.57925
ST6GALNAC1	-3.788
ZADH2	0.30725
MLLT4	1.74316666666667
ARL6	0.276666666666667
MEF2C	0.41425
CBFA2T3	0.247
AFF3	2.15021428571429
COG7	0.772166666666667
MYB	1.27366666666667
PLXNA3	-0.4355
XRCC2	-1.524
MMS19	-0.59825
ST8SIA5	-0.885
CHPT1	-0.295166666666667
KIAA1712	-0.918625
OR6X1	0.5985
ACTR3	-0.21825
UGCG	0.665
OR4P4	1.02
ZAP70	-3.36625
LPP	1.618875
ZNF485	0.56
PTPRCAP	-0.6185
IL12RB1	0.54875
ATRX	0.2741
CHST8	4.177875
C14orf109	0.3775
ARV1	1.16075
NMB	-1.79128571428571
COX5A	-0.837333333333333
EIF6	-0.23725
MPPED2	-0.914666666666667
SEMG1	-0.975
CHRDL1	-0.016
TRAF3IP2	0.6255
WNK2	0.093125
LILRA4	0.688666666666667
LAMA2	2.30825
PXT1	0.2575
RLBP1	-3.277
CD300C	0.51475
SLTM	0.2965
FLJ10404	-0.1533125
APOBEC3D	-1.80983333333333
RENBP	-0.0605
ATXN7L1	0.593875
NID1	-0.16275
TUBGCP3	-0.00625000000000001
ITIH5	0.422722222222222
CCDC110	4.60275
C8A	-2.5595
MGC87042	0.06375
HOXC13	-3.631
TFDP2	-1.712
HCP5	1.648625
POLI	1.42025
UCN	-1.13183333333333
ZNF764	0.945333333333333
C8orf45	1.198
FHL3	-1.62225
SPATA5L1	-0.821
MMRN2	2.48633333333333
NDST1	0.2005
COL20A1	0.155166666666667
ZNF248	-0.744
PELP1	0.3
MBL2	-2.30416666666667
RNF41	-0.27775
C5orf24	1.16925
THOC5	-0.578625
SERINC3	0.56925
RP11-151A6.2	-0.107
CDCP2	0.366
HIST1H2AA	0.624
C11orf75	0.295666666666667
FKBP7	-0.8525
DDOST	-0.15375
GPNMB	-2.21416666666667
TTF2	-2.45516666666667
KCNT1	-0.143333333333333
SLC39A14	-0.204125
NGRN	0.3648
GPR137B	1.225
MECP2	-0.5485
PSMA1	-0.44725
C16orf73	-4.90225
TMEM60	0.310166666666667
CSN3	-0.0345
NOS1	0.538166666666667
RAB7L1	-1.96633333333333
YBX2	-1.477
KIAA1166	-1.33675
FUBP3	1.04283333333333
ABCG1	1.922
ACACA	-0.313916666666667
ARL11	0.8381
ATOH1	0.0725
ODF1	0.3415
CREB3L3	-1.659
TMEM127	1.0595
DSCAML1	4.73525
PLN	2.442
LYPLA1	-0.1055
PRDM9	-1.64325
SASP	0.49275
PLUNC	0.224166666666667
INTU	-0.37875
HISPPD1	0.42175
LNPEP	1.07866666666667
YARS2	-0.9465
APCDD1L	-1.877
ZCCHC4	-0.618
FBXO22	-0.644333333333333
TTLL13	0.0435
ZNF669	-0.178333333333333
PTGDR	0.69975
DDX27	0.047
KIAA0409	-0.0881666666666667
GJB6	-0.0655
ASB8	0.58425
PLP2	-0.184666666666667
MEPE	-0.372
OR10J5	0.171
KRT222P	0.32175
COQ7	0.723
C1orf101	2.1105
RERG	4.3963
CHMP5	1.1265
THAP11	-0.419375
ZNF43	0.249333333333333
ZRANB3	-0.623166666666667
KRT13	-1.56975
MRPL19	-0.29175
RBBP9	-0.261
SPATA17	1.452875
BXDC5	0.455833333333333
PAFAH1B1	-0.256833333333333
MAGEE1	-1.3695
OSTF1	0.1655
KIAA0323	0.488583333333333
TXNDC13	0.830166666666667
CNTN4	-0.55
LCE1B	-0.168
UNQ501	2.32275
ZNF154	0.184
C3orf64	-0.813
SYT5	0.0768
PON1	-0.00716666666666666
FLJ10357	0.359875
ATP4A	-0.6835
GNPDA1	-0.493333333333333
MGAT1	0.676833333333333
C14orf121	1.518
SLC35B2	-0.184
MIER3	1.1445
CHEK1	-3.4355
ZNF8	-0.0728333333333333
TXNDC1	0.1945
CKB	-1.3749
RTN3	0.986214285714286
FZD2	-0.0546666666666667
PART1	0.155875
PSMB6	0.40275
PCDHB8	-1.61
PHC3	0.7929
PPP1R8	-1.02516666666667
NOVA2	1.535
TNFRSF11B	-4.547875
GOLPH3	1.39916666666667
UBLCP1	-0.56075
SUHW3	-1.67225
TTLL1	1.4675
OPN4	0.7505
OR13G1	0.3075
ZPBP2	0.0896666666666667
HSD17B11	-2.87525
C9orf50	0.144
DHDDS	-0.0195
CTSW	0.968
NEFM	-2.76633333333333
MRPL28	-0.12775
SYN1	0.523833333333333
PIGV	1.99733333333333
ZIM2	1.30175
APBB1	1.26166666666667
SND1	0.34075
C1orf123	0.127666666666667
CHD3	-0.23925
BHLHB8	0.71375
RNASE2	-0.235166666666667
BCAP31	0.03725
SLC25A44	0.438833333333333
CHD6	-0.12
PIB5PA	2.54976923076923
SELS	1.003125
LOC541471	-0.421375
FAT2	-0.4245
ZNF81	0.0305
OR4C16	0.5525
FLJ10081	-0.3418
LRRC4	-0.05325
CS	-0.305
N4BP2	-0.9165
IGFBP7	1.94025
ZNF318	0.539
NDNL2	1.181875
ZNF609	0.117
SIRT4	-0.56575
EXOSC10	-0.55425
ECE2	-0.444916666666667
OVGP1	2.6
GTPBP3	0.059
PACS2	0.522
C19orf36	1.3165
ARL4C	-2.7675
ATG4B	-0.35025
UBQLNL	-0.43425
RHOXF2B	-3.626
PLEKHG2	-1.8875
GALR1	-0.097
AQP4	0.436666666666667
HDAC7A	-0.065
DCUN1D3	0.91875
OR8A1	0.2315
CCRN4L	1.495125
CBR4	0.457333333333333
KIFC1	-2.44783333333333
SLC7A14	-1.12033333333333
LHX5	-0.253
TRPC7	0.105
LPXN	-1.437
SERPINA1	2.288375
RPS13	-0.0517
BPIL3	-0.443
PRKAA1	-1.79325
FADS2	-1.5098
ENAH	-1.2045
PRO1768	-0.3905
APBA2BP	1.527
LIPH	2.68333333333333
C3orf33	-1.45975
RCC2	-1.2545
ALDH1A2	-3.3347
RNF103	2.351
AHCY	-0.604125
ALG12	1.1075
CCL17	1.18025
ZNF543	1.3435
ESRRG	2.7514
CNGA1	1.04775
RDH5	-0.787166666666667
OTX1	-0.9877
PTGFR	-1.50216666666667
CDR2	0.0345
SELE	1.1745
NLGN2	-1.64783333333333
EXOSC9	-1.29725
ZNF566	-0.0211666666666667
KLRC2	-4.9525
GPR12	0.665
KIAA0196	-0.12225
PDRG1	0.20575
SSR3	0.452571428571429
MSI1	-0.4135
CST9	3.2795
CC2D1A	0.612125
PLAGL1	-1.32494444444444
ZNF778	-0.526
RNF2	1.64525
KLF6	-0.002
THBD	0.715666666666667
tcag7.1314	1.69666666666667
NR5A1	0.214
ABCD2	-0.11
DNAJC7	-1.58475
CLEC4C	0.289
TM2D3	0.721375
CCDC4	-0.7515
PLAC2	-2.90475
DCD	6.714
FAAH	2.202875
POLA1	-1.21766666666667
TM7SF2	0.725
FLJ39822	-0.6825
FLOT2	-0.339375
MAP4K1	-1.181
SRP68	0.185125
C21orf74	0.1085
ARPC5	0.320625
LOC126075	2.5675
HECW2	0.728875
ZDHHC4	-0.02975
ANKRD42	2.3587
PDE9A	-0.557333333333333
ABCA8	0.127
NDUFS2	0.48
UBR5	0.0845
BTBD16	-2.45
LOC554174	0.4815
ZNF20	0.8555
KIAA1843	0.21
WDR17	-0.031375
C15orf33	1.208
RNF113A	-0.838
CAMKK1	0.2304
CLCN2	-0.11175
ANXA6	-1.3885
LOC340069	0.5285
EMID1	1.01
DPM3	0.514083333333333
ELA1	-0.0185
SLC25A13	-0.8809
KRT24	0.32625
SMPD1	0.635166666666667
TH	0.216
COL6A2	-1.01214285714286
ANKS1B	2.2485
GPR126	-3.6608
ZC3H12A	-0.582333333333333
TMEM47	-0.193666666666667
C2orf51	0.107666666666667
C1orf88	2.64583333333333
HSF2BP	1.0385
AKAP10	0.74025
RPAP3	-0.177
KLHDC8B	-0.730875
STOM	-0.5946
MUPCDH	0.21425
C10orf72	-0.282125
PLEKHA3	0.834916666666667
TCP11L1	-0.38
CWF19L1	-0.254125
SPEF1	2.84746153846154
YSK4	1.01925
ELN	1.7326
SAMD8	0.549333333333333
MPI	-0.752
MEPCE	0.2518
ABCC3	-3.446625
NANOGP1	-2.9305
KCNK17	0.056375
HLA-DMB	3.37983333333333
RRAGA	0.656
ANGEL1	-0.066
RBM32B	0.2735
CPN1	-3.06275
MGC52282	-0.5149
HLA-A	1.66616666666667
OR9G4	0.46
EDNRB	1.20225
SCD	-1.24485714285714
C14orf80	-0.489833333333333
BAGE2	-0.011
RABL4	1.17616666666667
RCVRN	-0.5425
SHANK1	-0.0435
NLRP7	-3.58475
CD226	0.25675
STAT3	1.26375
SYNJ2	-0.2502
TPCN2	-0.385833333333333
WDR36	-0.696583333333333
MBD4	-0.181
ROBO1	0.7758
ST3GAL6	-3.173
SLAMF8	3.17183333333333
ATN1	0.504833333333333
GPR141	0.3645
KRT36	0.241
TPH1	-0.195
DDX52	0.22625
ZSCAN29	-0.386333333333333
TRPT1	0.39
DPEP3	0.56375
DENND4A	0.186
TSPAN16	-0.154
PTCHD2	1.2575
LOC145814	-0.415
CAP1	-0.857333333333333
EIF5A2	-1.085
NT5DC3	-0.829
SEPT9	-0.360125
SEZ6L2	1.929625
EGFLAM	3.0635
VPS11	1.022625
NDUFB5	0.155666666666667
CIDEA	2.38816666666667
IER5L	0.791
N6AMT1	1.224
FAM83C	-0.1645
OXR1	0.5725
IRX1	-0.2825
DGKB	-0.513666666666667
GCN5L2	-0.50675
MIR16	0.778375
FBXW9	0.80175
WDR4	-1.68733333333333
PDC	0.02
VPS33B	-1.60375
HEXB	0.29275
FLJ32214	0.4365
TCEB3	-0.7255
CRLF1	-4.39
ABI3BP	-0.503
C8orf22	-3.727
PYCR1	-0.3925
KIAA1706	1.61125
CDK5R2	0.681625
WAS	-0.0435
C12orf60	0.528
CCBL2	-0.53
MADD	0.3175
C5orf34	-1.13525
WDR42A	1.4437
KLF12	-1.1735
HSPA1A	2.49675
ITM2C	-2.49675
DAPK2	2.84033333333333
LOC442590	1.25
SUMF2	0.15125
CENPA	-2.35976923076923
TMED5	0.07325
CDH6	0.0029
BRP44	0.635875
THG1L	0.07875
GABRA2	-2.031
C14orf166	-0.6465
MYL1	-1.42583333333333
TNFSF18	0.2205
PAP2D	-1.17266666666667
PPIB	-0.098
KLHL4	-0.29475
SFN	-0.201
CCDC127	1.746
FRAP1	-0.33225
GOLGA5	1.039
SDCCAG1	-0.041
MGC21675	-0.131
C10orf95	0.3715
KIAA1345	-1.58816666666667
C1orf163	-1.616
LACE1	-0.276166666666667
OR10K2	0.308
CENPN	-2.4838
TMED2	1.069
UGT1A6	-1.3965
ANG	0.44375
U2AF1	-0.864
CASC2	0.397833333333333
NMT2	-2.86216666666667
OSGEPL1	0.766375
DFNB31	-0.687
SLC6A20	-0.010375
DKC1	-1.99
FXYD4	-0.4395
WDR64	0.16975
MGC5590	0.665
CREBZF	0.368
DAZ1	-0.088
PRPSAP1	-0.3935
GCHFR	0.4925
TTC7A	-0.276875
LOC196993	3.05325
UBD	-1.28
S100A1	0.77625
RPL6	-0.294833333333333
DNAJB6	0.3815
NAGS	-0.3142
C2orf58	-0.2435
KERA	0.657333333333333
MT1X	-1.2057
UBE2B	1.2371
KEAP1	0.63325
MST1	-2.52425
OMA1	1.094
ABLIM2	2.81525
BCL2L13	0.38225
JAZF1	0.176833333333333
TMEM63B	1.7885
S100A8	-1.9122
ARFIP2	0.616
UROS	-0.37225
KHDRBS2	1.0105
POLQ	-3.34325
SOAT1	-0.17575
SPAG4	-0.9135
MRPS30	1.52433333333333
LOC494141	-0.5925
OR2T11	0.2835
ORAOV1	-0.2219
ZNF184	-0.331666666666667
TCEB3B	-0.211
ADAM21	-0.2255
GDPD1	0.46675
SPINLW1	0.25275
PRR14	0.373333333333333
KCTD9	0.3092
NUDT3	0.73475
KIAA1822	-0.1197
HIST1H4K	2.1565
DFNA5	-3.374
GABPA	0.295
C14orf44	1.6285
POLB	2.217
PTAR1	-0.763
SEC31A	0.3036
TRIM58	-2.70325
TAS2R14	-0.7725
VPS8	-0.373875
H1F0	-0.078
PRKCB1	-3.83316666666667
UGT2A1	0.455
TOR1B	-0.2755
LSS	-0.5725
C2orf19	0.185
HNRNPC	0.220928571428571
TMEM100	-1.54716666666667
LOC116349	0.4705
OR51M1	0.707
CCDC142	-1.47125
ISG15	3.57375
ZCCHC14	-0.406625
CREBL2	1.386875
TGDS	-1.391
DC2	-0.78225
CACNA2D3	-2.18378571428571
ZNF429	-0.079625
LYPD6	-0.235666666666667
SUCLG1	-0.526666666666667
OR51I1	-0.9175
MAGEH1	-0.5465
PRPF40A	-0.342
SMR3A	0.7195
SPINK2	-0.4255
THAP2	0.4785
NPY5R	4.3585
IRF4	-3.137125
SPESP1	-1.64366666666667
OR10S1	0.429
DTD1	0.09075
TUBE1	-0.09175
DDX19A	-0.979
PDPN	-4.602625
TMEM34	0.601916666666667
MGAM	-0.21125
COL3A1	4.62355555555556
GFM2	0.2796
OR5A2	0.225
PSG9	-1.01775
ARHGEF11	0.23
IVNS1ABP	-0.5619375
SIGIRR	2.17775
DUSP19	-1.24575
DNAJC14	0.219
ACSS1	0.847375
IL1RAPL2	0.232
C4orf30	-1.22075
SEPT4	2.6845
LANCL3	-2.8395
SPAG17	4.0125
PRDX3	0.7455
HNF1A	-1.476125
P4HA2	0.796875
RFWD3	-1.609
MOV10	-0.88275
DNAJA5	1.56285714285714
LOC729440	0.896
LOC200383	0.345125
SMC2	-2.33025
MIXL1	-1.12866666666667
TMEM9	0.45175
FAM86A	1.44
ZNF174	0.1243
MYH14	-1.2105
CCR8	0.5585
VPS37C	1.79983333333333
GPATCH1	0.457
B3GNT8	2.2885
TBX4	0.1615
CNR2	0.350666666666667
PCDH1	1.1655
C5orf29	3.267625
OCIAD2	0.6605
PLCG2	1.973
KIAA0247	1.953
HRH3	0.2352
CAPN13	4.32325
CCR1	-0.6575
MGC15523	0.445555555555556
UVRAG	-0.275166666666667
DNAJA2	-0.689166666666667
ITGA2B	-0.708
CLDN5	3.338625
PTPRN2	3.122
ZNF512	-0.651
PSAP	0.8735
CCDC140	-0.2785
LRRC55	0.055
CYP26C1	0.2965
C8orf47	0.86475
LYN	-0.567125
DUSP6	-0.0186666666666667
TGFB3	3.2636
ELK1	-0.5266
PCDH11Y	0.0771666666666667
HGD	-2.01625
C17orf58	1.7865
MYO3A	0.014
SERPINE2	-5.53166666666667
AARSD1	0.095375
C14orf73	-0.12625
ADAM33	0.0725
ZNF491	0.168
MAPK6	-0.5235
TCN1	-1.35733333333333
SLC24A6	-0.0815
UBE2R2	-0.0105
H1FNT	0.3105
TATDN2	-0.187333333333333
LILRB1	0.81725
P2RY5	0.1855
NUCB2	3.6005
C2orf37	1.07575
SNX27	0.4865
MTA3	0.54775
FOXO4	-0.359375
ID4	0.8885
SOX5	-0.807333333333333
PXMP3	0.70675
OR52M1	0.175
SFT2D3	-0.350875
INA	-2.3825
MCOLN1	0.88075
NFIX	2.172
CLEC14A	5.248
HIBCH	0.9835
PLA2G5	0.37075
TIMM10	-0.361
MED17	0.2849
COL4A4	-1.355
TPP1	0.703666666666667
GJA3	-1.13383333333333
TMPRSS5	-0.955
AADACL3	0.772
DNMBP	-0.55925
ENPP5	5.95616666666667
NQO1	-4.6293
ZSCAN2	-0.13075
SEC24C	0.3035
GTF2A1L	-0.2825
AXIN2	-0.374
FAM33A	-1.34725
C16orf13	0.912125
SPNS2	0.32275
TAF1	-0.952
AP1G2	-0.378166666666667
RBM42	0.3865
HCN2	0.106833333333333
EFHB	0.3055
RUSC1	-0.2165
GRIK5	0.1195
USP21	0.271666666666667
ATAD3C	-0.0775
ORMDL2	0.920125
PRSS7	-2.857
PSAT1	-6.292
FLJ13195	0.329833333333333
TBC1D1	-1.11133333333333
IFNG	0.4785
OTOS	0.3915
ZNF773	-0.105833333333333
EMD	-2.31325
RETN	-0.29425
CCL8	3.5805
APH1A	-0.518875
COX18	-0.3905
GTF2IRD2	-0.30175
CCDC82	-2.8905
PAFAH2	0.8289
NPEPL1	-1.1923
RP11-114G1.1	0.417
TP53INP1	1.912625
ZNF300	-0.993333333333333
FOXL2	-2.96225
LARP2	1.17183333333333
LATS1	0.419
HTR6	0.0135
SPOCK2	-0.0683333333333333
RNF144B	2.4145
HTATIP2	-0.384875
MGC10334	0.273083333333333
CENTA2	2.0995
FGF2	4.48675
FXYD7	0.669
PHYHIPL	-2.287625
GPR34	4.7925
DDX6	-0.3915
OR10W1	0.407
LHFPL1	-0.3715
ZNF313	-0.250571428571429
VPS28	1.8555
AP3M1	-0.0756
AKR1CL2	-1.07125
TRAF4	-0.91625
OR2B11	0.4465
C19orf12	-0.796666666666667
AKAP9	0.581166666666667
C1orf62	0.07375
SLC20A1	-1.9111
FAM112A	0.29325
LDB2	0.9945
MRPS23	-0.36225
KLK5	-0.248
SPTB	-0.2049
EFEMP2	-1.06075
EFNB2	0.44925
PCM1	0.975928571428571
NMNAT3	0.138875
TSG101	1.1665
C8orf40	0.8605
NOB1	-2.33725
ABHD3	0.28375
GTF3C4	-1.177875
PIGN	1.01666666666667
GALNTL1	-0.40175
AEBP1	-0.292625
OR9Q1	0.619
ANKRD2	0.3955
CCL28	-1.739
TRIM38	1.03766666666667
TMCC1	-0.00824999999999999
SMG5	0.211
LRRC7	-0.026
NCAPD2	-2.49066666666667
C6orf153	0.55875
C1orf74	0.1105
OTUD6A	0.3955
DCP2	-0.2875
TMEM24	1.26125
RPL18	0.261166666666667
TMEM177	-0.841
LRRC37A3	1.63475
C1D	-0.106
LDHC	0.0925
UBE4B	-0.544333333333333
NIT1	0.689375
BTN3A3	0.31275
RASD1	2.123
COMMD3	0.30925
SHFM1	-0.1205
BIRC8	-0.04975
DUT	-1
C12orf51	0.07
LRRC59	-0.804833333333333
LY6H	-0.467
WDR22	0.274166666666667
EDEM1	1.12814285714286
ADH1A	2.183
PANX2	0.1869
CYP11B1	0.257
CDC73	-0.21875
GPR172A	0.17125
GSTM3	1.70484615384615
KCNA5	0.318625
SERAC1	0.570666666666667
NFATC2	0.351
ANAPC5	-0.7418
C15orf24	0.63825
NFATC2IP	-0.662666666666667
TNRC6C	0.3205
MGC102966	-3.28325
FGD5	-0.392333333333333
MED9	-0.04625
RAB13	0.252833333333333
C15orf49	0.381
CRYGS	-1.5379
C12orf53	-1.1484
LOC283693	-0.5445
COX6B2	-0.62925
PHF14	-0.408
FAM3A	-1.018125
RPL13	-0.3367
PRDX2	1.201
FLJ34047	0.12825
PRMT3	-0.40925
KCTD19	-1.531
TRIM10	-0.637833333333333
MGC26597	-0.740166666666667
GCNT4	-0.1565
GPRASP1	0.2715
CDKN1C	-0.199416666666667
RHBDL2	0.5906
HSPH1	-0.003
AQP1	2.91725
COL17A1	-3.4675
GFAP	0.303375
CDC16	0.00725
KIAA1614	-0.425
C6orf118	-0.0411666666666667
ZSWIM5	0.6025
FAM83F	4.285
LYNX1	0.8813125
SYNPR	-0.549
XG	1.80883333333333
PRSS16	-3.212875
KIF13B	2.78164285714286
PCDH9	-0.5705
HIST1H2AH	1.4525
RBM18	-0.494
ZNF626	0.36025
HEXIM2	1.02716666666667
ITFG1	0.0805
TUBG2	-0.593
SFRS7	-0.470583333333333
C9orf14	0.061
EXTL1	-2.0995
GBP3	-2.14116666666667
WDR5	-1.9505
RARG	0.194666666666667
MYO7A	-0.34025
CECR6	1.30775
C13orf3	-1.569
SFRS18	-0.8785
ACVR1B	0.477666666666667
PSMD1	-0.8603
C7orf31	-1.57033333333333
ILVBL	0.20075
IFNGR1	1.65875
RNF186	0.03825
NOL9	-0.9975
MAGEL2	-1.5565
SLC29A2	-0.55125
NHSL1	-1.0165
RBMX	-1.047
PSORS1C2	0.98775
RAD51L3	-0.814083333333333
LCN6	0.598
ORAI2	-0.243375
BRUNOL6	-0.0397
OR4K5	0.279
CDC123	-1.01225
MSLN	-1.98883333333333
WWTR1	-1.97416666666667
ZNF700	-0.857666666666667
COBL	-0.262
PPP1R16B	-0.421
GAS7	-1.6134
MDN1	-1.2525
HAAO	0.368
C9orf68	2.4735
TNFAIP2	0.9185
FOXN1	0.443
hCG_2033311	0.488333333333333
ATP6V0D2	-0.3528
RPL41	0.993
SLC38A1	0.653
ARHGAP6	-1.06641666666667
ADAD2	-0.82125
PHF20L1	0.2480625
MCM3AP	-0.0658333333333333
ST3GAL3	-0.359666666666667
SNX1	0.119166666666667
ELF5	3.90375
PARP3	-0.665625
RBM8A	-0.4765
LINGO4	0.2745
ITGA9	0.997833333333333
ZFR	0.65125
ACSL6	0.06525
FLJ20699	0.0916
DAOA	-0.17175
FABP4	3.7915
KCNB1	-0.80425
CANX	1.9293
SLC25A28	1.394
ADIPOR2	-0.591875
ECHDC2	1.552125
SMA4	2.9165
FRZB	2.801
PABPC1	-0.6125
DMRTB1	-0.18
APOBEC3G	-0.7965
CATSPER2	-0.263333333333333
CUEDC1	0.790666666666667
STARD9	-2.270625
CLDN8	3.989125
LOC23117	-1.64863636363636
E2F6	-0.751833333333333
TMEM126B	-0.1895
DPY19L4	0.8155
GIMAP5	3.2305
NDUFA9	-0.303166666666667
FAM77C	0.966
CTPS2	-0.07225
LOC51035	0.18125
WDSOF1	-0.98375
EGLN3	-0.81375
PITX3	0.42
OR52E8	0.194
GRM4	2.7005
KLK1	-2.6485
GPM6B	-2.646125
RRAGD	1.00466666666667
PAGE5	-3.23275
UCHL5	-0.717
ULK3	0.191833333333333
AIM2	0.755
PNO1	-0.701833333333333
OR2F2	0.7085
GNAT2	-0.7735
SIX1	-2.57475
ST13	1.16483333333333
ZBTB44	0.265
TIMP2	1.08775
ZMAT4	-1.5745
GTF2IRD1	-0.0556666666666667
ZNF19	0.997333333333333
ZNF714	-1.38725
RSC1A1	-0.391
C9orf80	-0.45775
PSMA8	0.3126
TMEM141	0.78175
COX4I1	-0.0711428571428571
CTAGE1	0.3805
DTWD1	-0.52975
HSD11B1	0.48875
KRT6B	-1.31025
ARID4B	1.646375
LHFPL3	0.00849999999999998
WWP2	-0.362583333333333
ZNF326	0.059
RGPD1	-0.8135
CTSH	1.32383333333333
FASTKD1	-0.325875
PAF1	0.9934
TTC9C	-1.15575
IFT57	-0.1998
PRSS36	-0.2315
IL20RB	-2.396
ZNF592	0.348833333333333
DCTD	-1.006
CFP	0.83425
MFNG	-1.272625
JMJD2B	1.574
ALDH3B1	-0.817
THSD4	2.7375
KCNJ5	1.11266666666667
LMNA	0.0198333333333333
TBCD	0.573125
ZNF250	-0.608833333333333
CASQ2	1.22883333333333
PEG10	-4.74808333333333
PRAME	-5.58726666666667
NP	-0.647
TRIM59	-1.12683333333333
ZNF12	-0.238875
XTP3TPA	-0.04075
SIGLEC7	-0.2181
PANK4	-0.49975
FAM70A	-2.68816666666667
SNED1	-1.14125
HIP1	-0.1406
RAET1E	2.455
AMAC1L2	-0.742
AHNAK2	-0.0565
TOE1	-0.9565
RECQL4	-0.191
SPRYD3	1.02575
DPAGT1	0.161
MAGED2	0.6013
ANKRD55	-0.5945
TRPS1	5.38475
DOK7	2.45725
TFPI2	-7.67425
GTF2H3	-0.599666666666667
CYP4F11	1.393125
LHX2	-4.87566666666667
ATG16L1	-0.257166666666667
ASB12	0.699
C1orf116	3.24625
NF2	-0.34025
POM121	-0.664
PHYHD1	2.9543
TXNDC17	0.973666666666667
DKFZp779O175	0.2775
NUP62	-0.159071428571429
MYO18B	0.601333333333333
PRAMEF1	-0.0895
TCBA1	0.062125
TMEM168	0.3025
FJX1	-0.173166666666667
CLCF1	0.13
SEPN1	0.432875
IGSF2	0.3395
NUDCD1	-1.04766666666667
TFF3	3.71566666666667
NDFIP1	1.55135714285714
CHCHD4	-0.02225
TNR	0.357
CUTA	1.1135
USP44	-4.24675
DPP10	-0.217333333333333
IWS1	-0.472833333333333
PCGF1	-0.43425
SULT1C4	-0.145
NTF5	-1.765
PTPN13	-2.23175
SSTR5	0.649
SFRP1	-4.5975
IDH3B	-0.892375
SUOX	1.8185
TMCO5	0.3115
GOLT1B	-0.9165
MIB1	-0.469785714285714
PCDHGB1	-0.2535
SUSD1	-0.834
ICAM5	-3.244
PAPOLB	0.03075
URM1	-0.3565
TMEM106B	1.02983333333333
LRIG2	-1.304
SLC27A5	-0.12875
CLIC6	5.9422
ZNF420	0.180333333333333
SCN9A	-1.585
KIAA1909	0.676
ELMOD1	-1.55525
PRKAG1	-0.2005
FAM64A	-1.08777777777778
EEF1G	0.05545
SMAD5	0.40225
INCENP	-2.3835
WASF2	-1.2985
GARS	-2.2649
CDK10	-0.5667
HLX	-0.586
MDM4	-0.34375
ZNRF1	-1.365
HHATL	-1.07233333333333
FAM21C	0.3656
HIST2H3C	-0.3615
PFDN2	0.525
ZNF200	-1.122
