Hybridization REF	TCGA-BH-A0DX-01A-11R-A115-07
HIST1H2BJ	0.910666666666667
FAM46D	0.3685
TMEM11	0.878
C3orf32	-2.3585
PCCB	-0.219625
IPO13	0.4245
C6orf105	-2.97625
COMMD5	0.30425
SUV420H1	-0.0914999999999999
LTBR	0.5995
ARHGAP15	-0.1425
HDHD2	0.362
TDRKH	0.360333333333333
LOC401052	1.354
PSG4	-0.9075
GNB4	0.5151
SPATA4	0.649
SLC9A3	-0.6405
OSBP	0.731833333333333
NBPF3	0.478166666666667
DOCK11	0.351
SLC39A5	-1.58216666666667
PRR5	0.2847
C10orf63	0.433
SMTNL2	-0.221
ADRA1A	0.447
ASAH1	2.5404
DOM3Z	-0.293
GIPR	0.117
AHI1	-0.179833333333333
NADSYN1	0.239666666666667
RGS14	-0.2634
IL18BP	1.743
RTN4RL1	2.08641666666667
ARMC6	-0.18475
PSMD5	0.3035
HK3	3.0225
OR4S1	0.37
RSU1	1.1847
MAD2L1	-2.11055555555556
EIF4A3	0.25625
DLEC1	0.2365
E4F1	-0.0658333333333333
CHMP2B	0.9603
CAMSAP1	-0.20725
RPS21	-1.01583333333333
ARID5A	1.4755
UBE2N	1.1924
IGSF8	0.9315
MAGEB6	-0.8505
ACAD11	-1.4505
MGC4172	-1.34475
LMO4	-0.26525
KLKB1	-0.35025
HP	-0.775
HDAC3	0.037
SCHIP1	0.65075
CLCA1	0.225
OLFML2A	0.74225
C1orf112	-1.2165
KIF19	0.875666666666667
HAPLN4	0.0712
CXCR7	0.4845
GOT2	-0.4259
RAB38	-2.592625
DCX	1.6185
PPM1H	1.46741666666667
NFYC	0.160583333333333
KIN	0.07825
ZNF228	1.63525
PLSCR4	1.99833333333333
HIG2	-1.44675
FAM79B	4
C21orf86	-0.1955
KCNK10	0.50525
ZNF738	-0.37075
FSTL5	-1.0078
OR6A2	0.462
OTOA	1.7585
EXOC1	0.3635
AHRR	-3.100125
PDAP1	-2.11983333333333
C19orf6	-0.27825
ZAN	0.159
LY6G6E	0.0395
EIF4E2	-0.54225
C20orf198	-0.34875
ZNF324	0.02425
CYP3A5	-1.33583333333333
ENTPD7	2.025
MBOAT5	0.289333333333333
GJB5	-2.09025
TTC13	0.85025
S100Z	0.0161666666666667
KIAA0664	-0.642
PDGFRB	2.30166666666667
IL17D	0.6695
OR56B4	-0.04
RDX	-1.7775
SLC34A3	-0.0985
IL28B	-0.16
JUND	1.13625
CHRNB1	-0.659375
CAMK2B	1.46175
FETUB	-1.3655
CXorf23	1.071
MRTO4	-1.1265
TTC3	0.6816
NDUFB8	0.292833333333333
EDG2	0.08825
SEMA3G	1.78725
IL23A	-1.471
GRHL1	0.9885
LOC441054	-0.388
WDR65	0.472125
PSTK	0.8045
STOML3	0.434833333333333
R3HDM2	0.1351
C5	-2.32925
SLC2A10	0.259166666666667
C3orf22	0.124
PAQR3	-0.573461538461538
ANKRD26	-0.649583333333333
HCRTR1	0.5075
LOC399947	-0.62
PSD2	0.07925
TIGD2	0.102
SCRN1	-0.99325
COQ10A	-0.634
DDI2	0.0325
METTL7B	-0.364833333333333
UCN2	-0.01575
FAM92A3	-0.43075
WDR16	0.206
ZNF511	-0.538
ZMYM5	-0.192125
POLR3G	-2.8695
ZNF586	-0.2685
C1orf49	0.4285
TANK	0.879666666666667
RCAN1	0.1835
PELI3	0.481833333333333
LIMD2	0.0628333333333333
TMEM189	-0.003
NTN4	-0.734625
LOC151300	0.3095
CLEC2A	-0.5185
GPR135	-0.8425
DPYSL4	-2.636
JAK2	0.605833333333333
TSHZ1	1.2475
TM9SF4	-0.157625
ZNF264	1.1335
SIRPG	1.635875
BICD1	-0.7075
HERC6	2.62516666666667
METTL5	-0.929
CASP1	0.72275
PRRT1	-0.542
PLA2G4C	2.15733333333333
ICA1L	-0.449071428571429
TPTE2	-0.1088
OTUD7A	0.0785
AQP11	-0.51425
APOA2	-4.3491
KALRN	0.8349
SECTM1	0.886833333333333
IFNAR1	0.22975
TALDO1	0.43575
RAB11FIP4	-0.598583333333333
EIF5A	-1.035
FAM49A	2.49975
NEGR1	1.291
YTHDC2	0.128
EHD2	0.101125
NCF1	1.1541
SCRT2	-0.473
HOXA5	-0.3785
NUP133	0.3095
FGF12	-0.1355625
SLMO2	-1.124375
SNTA1	-0.511875
CACNG2	0.064
GCM1	0.323625
ELF1	1.198
TLR5	2.6805
TCFL5	-0.40075
RBMY2FP	-1.3445
LOC100125556	0.2835
FAM129B	-0.15425
MAP3K7IP1	-0.175
NCK2	0.2765
OXA1L	-1.2755
FMO9P	0.2565
ZSCAN12	0.34525
PSMD12	-0.3725
HSCB	-0.21275
CLDN10	-2.83975
MGC13053	-0.52075
HPCAL4	-0.5035
ASZ1	-1.073
MEX3D	0.426583333333333
NFAT5	-0.6373
CSPG4LYP1	-0.285666666666667
FBXO3	0.7746
DVL1	-0.3915
CMKLR1	2.958
TYMS	-3.38
PEF1	0.8645
ZNF750	1.417
MCM5	-0.9267
MEGF11	-1.23625
KCNK7	-0.002
PTP4A3	-0.2295
C1QTNF2	0.704166666666667
OR6S1	0.1565
FAM122B	-1.191
ZNF551	0.05675
HBQ1	-2.234
GEMIN6	-0.54325
ARSK	-0.088
RBP7	4.02066666666667
CPNE9	0.7605
DSC1	0.1425
LOC730112	-0.56625
MAP2K4	0.39925
HS3ST5	-1.5165
EPB41L3	0.57475
TEKT2	-0.5515
CDKN2B	0.7505
ZNF480	-0.33075
MAP3K6	0.8098
MAP6	1.68433333333333
HN1	0.8134
OR2L13	0.6924
SLC16A11	0.43025
FAM96A	-0.97525
APOL1	0.645
C5orf32	0.5835
RTP1	-0.505
RNF175	0.253375
ZBTB41	1.100375
AHCTF1	-0.4153
SAE2	-0.7467
ITGA2	0.531166666666667
MME	1.82183333333333
CCDC14	-1.3405
MAST4	1.47885714285714
KRT33B	-0.4195
KCTD2	-0.214166666666667
WDR26	1.18683333333333
MFI2	0.9225
NR4A3	1.145
ARSA	1.6445
UNKL	-0.0661666666666667
SULT6B1	0.099
CCNA2	-2.7335
SOX15	-0.1595
PPAPDC1B	0.43125
C19orf44	0.1815
MCAT	0.4675
ARID1B	0.50375
OR52N1	1.7835
C12orf48	-1.6475
MAGI1	1.131
NIPA2	-0.648
GBX2	-1.09325
RSHL3	0.069125
RAVER1	-0.241666666666667
C15orf17	-0.37825
SLC30A2	1.597625
ZNF518	0.1155
PCYT1B	-0.87425
C10orf114	-0.94025
EIF3H	0.055
SLC25A39	-1.26683333333333
KIF1B	-0.308375
AMOTL2	-0.081
C6orf120	1.03325
PSRC1	-3.0915
PLA2G10	1.567125
KIF5C	0.00575000000000001
MRPL37	-0.448
C17orf62	0.158
C9orf135	-1.51866666666667
DUSP10	2.013
CLCNKB	0.588
PSMA5	-0.692125
C8orf53	-0.09725
AMPD3	0.4605
PIAS1	-0.38025
ADCYAP1R1	0.02
GYLTL1B	0.54225
CDH20	-0.0468333333333333
FBXO7	-0.16025
TMEM134	0.588833333333333
FLJ14213	1.43433333333333
ZNF3	-1.1805
LRRFIP1	-0.209541666666667
CNOT2	0.716583333333333
ABI3	2.66675
ALDH5A1	-0.193916666666667
HNT	2.9155
SERPINA4	-2.5005
TK2	0.844083333333333
STMN1	-1.41744444444444
GUCA2A	0.107
GALNT10	0.898142857142857
DPP6	-0.73805
C9orf93	-0.187625
PRELID2	-0.995625
STK39	0.780375
SFTPA1	-1.67925
CKS2	-2.11044444444444
RHO	0.3025
C20orf135	-0.32175
XKR3	-2.1575
CR1	0.781625
RPS6KA2	1.26978571428571
C20orf112	0.37575
MRPL22	0.06375
C4orf23	0.363333333333333
GADD45B	2.1135
KLHDC1	1.38833333333333
C2orf48	-3.6825
ZNF287	1.2515
DAAM2	-0.4235
DPPA2	-3.13716666666667
TCTN3	0.404166666666667
DNAJB11	-0.51375
FPR1	3.14225
DEFB4	0.214
PTCD2	-0.7836
SMOC2	5.18533333333333
CABP7	1.0395
SERPINB11	0.38475
MAGEF1	-0.04675
NDE1	-0.0128333333333333
ITGA10	0.3545
FSHB	-0.24
ANXA2	0.9505
HORMAD2	0.22775
HLCS	0.52725
MCF2L	1.461
FH	-0.205125
TBC1D24	2.55125
KIAA1505	1.10875
LGALS2	-0.768
CNBD1	0.9105
SYNPO2L	-0.71425
PTPN23	0.0520714285714286
C1orf183	-0.566833333333333
MAGEA8	-3.1105
DGCR8	-1.359375
GSR	-0.42825
PAQR7	0.015
ZNF676	0.778
CACNA1C	0.2896
SP7	0.2585
PDCD6	0.42575
NRN1L	-1.2785
BRI3BP	-0.906916666666667
KIAA1183	0.9165
ASB4	-0.0375
CCL23	3.215
OBSL1	-1.256625
SLC12A7	0.86525
KIAA0240	1.5285
CD1B	-1.92233333333333
FCGR2A	1.8855
MDC1	-1.09975
HTR1A	0.298833333333333
OCEL1	-0.00975
ATP11B	0.5145
FBXO34	0.591333333333333
PCDH12	3.3405
RPE	-0.28925
C17orf74	-0.031
CSDC2	0.5645
PET112L	-0.1485
TMBIM1	0.692625
P2RXL1	-0.1155
TCHP	-1.21825
TRMT1	-1.49083333333333
F2RL2	0.6535
LRRC32	3.37633333333333
IMPG2	-0.1695
BGLAP	0.69125
LOC493869	-0.0201666666666667
MRAS	2.61625
SLC35F5	0.795
CBWD1	0.8425
AXL	-1.36975
ATP2C2	2.969
TELO2	-0.57925
PNPLA3	-0.122
PCDHB14	2.78175
CD276	0.93825
KRT80	-0.86925
DUSP28	0.295
CSNK1E	-0.523083333333333
SRP14	0.558
KCNQ4	-0.0945
KRT72	0.262833333333333
CCDC117	-0.071125
C6orf89	0.173277777777778
TUBB2B	-2.45483333333333
RTN4IP1	-0.89825
CR1L	-3.40716666666667
CEND1	-0.089125
C12orf41	-0.473
RNF31	-0.29725
UBN1	0.642833333333333
C17orf32	0.73075
SLC5A7	-0.322
GPR92	0.263166666666667
ESAM	2.4144
CTNNA1	0.78375
HRBL	-0.6871
CBX4	0.84275
TMEM182	0.46725
SH3TC2	-1.096
IL10	1.13216666666667
PXMP4	1.136
RNF167	-0.4847
PAK7	0.439666666666667
ETV3	-0.167
ATPIF1	-0.00866666666666667
LOC554207	-2.24283333333333
OR8H1	0.05525
WDFY3	1.226625
DPM1	-0.75825
GPSM1	-0.3835
WDR92	-0.4953
LRP1	1.0745
ANKH	0.864625
THUMPD3	-0.5205
POLR1B	-0.8535
OLFM4	2.54
RAD9B	1.33825
TSPY2	-3.9565
PAX6	-1.63116666666667
SCG2	-1.6225
SLC17A6	0.46075
FMO3	3.845125
PADI4	0.4835
TUBB4	-0.601
NLK	-0.07775
POU4F3	-0.058
SDF4	0.36175
ITGBL1	3.6785
NETO1	-0.2695
TAP2	0.118125
ABBA-1	-0.533083333333333
GNAI1	-0.43275
VPS4B	1.3405
NOPE	0.496
GALNT6	2.2215
SESN1	0.955375
GBE1	-1.71422222222222
CLASP1	-0.4695
RASGEF1B	1.73675
ACOT11	0.0722857142857143
AFAP1	1.268
OR2H2	0.152
DPY19L2P1	-1.13675
DZIP1	-1.00825
SEC22C	0.566666666666667
GPR161	-0.6345
RNF146	-0.39025
WDR74	-1.30125
GALP	-0.5755
PURA	0.74175
DNPEP	0.197916666666667
RP11-78J21.1	-0.8685
ERBB2	1.06375
FANCM	-0.339333333333333
NEO1	0.874166666666667
DDX3Y	-4.9589
RPS3A	-0.509875
MXRA7	0.0581428571428571
LGALS3	1.63283333333333
GLT8D1	0.19475
CFL2	-1.56916666666667
UPB1	0.38175
NAP1L5	-0.48875
CLDN14	0.558
DHX38	-0.95725
BTBD1	-0.054
TARS2	0.963666666666667
ABCF1	-0.7443
FCF1	0.466333333333333
LRRC49	-0.499
GUCY1B2	-2.1395
C1orf177	0.0263333333333333
SMARCA4	-0.469
LRP8	-2.36966666666667
TAGLN3	-0.562
MRPL14	-0.7315
TTRAP	0.15275
ZDHHC20	1.08625
NFE2L3	-1.34675
KIAA1377	1.4695
PALMD	2.055
TMEM43	0.2705
TTL	-1.0395
STAT5B	-1.21983333333333
SSB	-0.740125
OR10H5	0.4825
SLC22A13	-0.46825
AKAP3	-0.19675
TIMM23	0.0143333333333333
OAS2	1.57425
KIAA0423	1.455
TRIM11	0.4135
GLIS3	1.880875
TMEM50B	0.9965
ARHGEF4	-0.821625
DEGS1	1.66518181818182
TBL1XR1	0.136066666666667
G6PD	-0.44425
SP140	0.7163
MUC17	0.0317142857142857
NUDC	-0.5792
DNAJC5B	3.99816666666667
SCARA3	-0.00316666666666669
CPA3	6.20233333333333
BCAT2	-0.010125
MFN1	-0.3549
NRG3	0.318
SNX11	0.581
PLEKHH1	-0.329666666666667
GPR177	-0.406166666666667
HCFC2	0.52325
TCAP	-0.9595
MOCOS	-2.221
C14orf93	-0.49975
PRDM10	-0.129333333333333
SLC16A4	-0.804916666666667
SRGAP1	0.476666666666667
VIP	0.77125
DUSP27	0.538833333333333
LILRA1	1.0394
MC2R	0.3885
MGC24103	-0.63425
MBTD1	-1.6605
FUT11	-0.4565
USP33	0.3063
C15orf39	-1.08075
MAP3K12	-0.40575
PAAF1	-0.983666666666667
BARHL1	0.013
FLJ16165	0.276
PIWIL2	-2.70675
SYNE1	0.932
CMTM4	0.982375
TSPYL1	0.7234
GUF1	-0.505166666666667
TMEM157	0.6045
WDR44	-0.02025
HIST1H3C	-0.17475
DKFZp666G057	2.28175
RNPEP	0.592
GAS2L2	0.866333333333333
ADH4	-4.66275
GRPR	1.09516666666667
FBXL17	-0.37975
ZBTB10	0.304833333333333
Gcom1	0.309888888888889
HTRA1	2.4199
ZNF585A	0.313166666666667
SLC26A2	0.399571428571429
OTOP3	0.456166666666667
WISP1	3.518
ATP2B4	-0.524916666666667
FLJ10769	0.65575
CRAMP1L	0.893375
CHST12	-1.057
RAB22A	-0.0388333333333333
TARDBP	-0.408142857142857
STAU1	0.03575
CRB3	2.30116666666667
MIG7	-2.51325
CHMP1A	-0.0618333333333333
ZNF160	0.36925
B3GALT6	0.264
BARX1	-2.26583333333333
C6orf167	-2.384
NXNL1	0.00749999999999999
DHX29	0.736375
HADHB	0.51675
PLXNB2	1.20725
ILDR1	-1.09675
SLC15A3	3.362
GAS2	-4.32583333333333
C20orf69	-0.161
NUMB	0.80925
TNIP1	0.3875
MESP1	0.952
PSKH1	0.154
NSFL1C	0.073875
RHOG	0.4615
HEY1	-1.483
KNG1	-1.88157142857143
ITGAX	3.1783
LIN9	-0.870833333333333
CANT1	0.9865
XRN1	-0.0435
CCDC96	0.9805
HEATR6	-1.2255
GNG7	0.04425
RUNX2	1.2253125
SOX1	-0.2945
FCRL5	0.5035
ZNF99	1.048125
FAM9A	0.2355
SNX22	-0.0611666666666667
MBNL3	-1.732
ODC1	-2.4383
ADORA2B	-2.06416666666667
NR2F6	-0.8375
ZFYVE16	0.928555555555555
SYNJ2BP	0.8035
POLE	-1.695625
E2F2	-1.5745
THRA	-0.446833333333333
PTGES2	-0.884833333333333
HIP1R	0.371666666666667
TMUB1	-1.2275
ENO3	-2.52825
RSPH10B	-0.2515
CXorf39	0.664
IRGC	-0.0075
GPR109B	0.6185
FLJ13305	-1.5515
LCE3A	-0.24
TNFRSF18	-0.525166666666667
DET1	-0.12475
TRPM3	-0.0115
C16orf79	-1.932
FECH	-0.0471666666666667
RAP2A	0.298333333333333
CRIP1	2.3615
AZIN1	-0.10375
SLC7A7	4.46775
IL10RA	1.2143
TMEM64	-2.61075
CDC42EP4	0.8706
C16orf58	0.2168
ARG2	-2.5555
POU5F1P4	-5.10875
FAM62B	-0.462875
DNAH8	-2.0674
ASH2L	-0.051625
TSLP	-2.95683333333333
CNTNAP5	-0.0665
TMEM16C	5.9665
IFNA14	-0.0225
SLC1A3	2.535875
CABYR	2.692
BCL7B	-0.2031
NUDT13	-1.248
C13orf28	0.291
C1orf53	1.4435
ARL6IP4	-0.385
RPL35A	-0.64475
EMR3	1.221
RAB40C	0.886666666666667
SLC41A1	-0.575
LRCH1	0.39675
LY6G5B	-1.9715
FAM124A	-0.300285714285714
MGC10981	-4.41816666666667
CLIP3	0.5313
MAP4K2	-0.293
CHIC1	-0.66975
SULF1	4.04516666666667
C20orf30	0.145785714285714
PRDM5	0.064125
ELOVL1	0.2765
C11orf48	-0.538875
SLC39A10	-0.14825
KCNV1	-0.16625
ACP1	-0.662833333333333
ZMYM2	-0.089875
B3GNT6	0.4205
C9orf69	-0.40375
C2orf15	-0.9885
C20orf166	0.523
HSP90AA6P	-0.253
EDG7	-0.919
NEURL	-1.924
LPL	4.50516666666667
CLEC2D	-0.497785714285714
GRRP1	2.15566666666667
CD8B	-3.0272
HIST1H3D	0.8505
SLC6A12	0.946875
FAM27L	0.077
CD84	3.2353
RASA1	1.0395
PHKG1	-0.2305
MAGEA11	-1.6995
IMPA1	-1.123
NPM3	-1.365
RARRES1	5.22875
SH3BP1	-0.20675
B3GNTL1	-0.8805
ARPC5L	0.0788333333333333
KLHL26	0.4865
SIM2	0.353142857142857
GJC1	0.043
C20orf194	0.58
EXO1	-2.27525
SLC2A2	-2.27183333333333
LOC285074	-1.34225
LRG1	1.8155
KIRREL	0.228
PIK3R1	2.04978571428571
C4orf34	1.2845
MAF	-1.02277777777778
ADCY4	4.035
ZMIZ2	0.3196
SLC46A3	1.57416666666667
STAMBP	0.0156666666666667
CCDC16	0.07925
MS4A12	0.593
TCF20	-0.12875
LRRC46	1.846
C20orf152	0.79825
MRPS6	-0.318
ABCB11	-0.1455
KCNC2	-0.1185
CDH19	-0.5375
C9orf123	-0.0915
SSH3	0.55925
LDLRAD1	-1.67775
CCBE1	0.076
ZNF135	1.40675
TAAR1	0.4555
WFDC12	0.31
CCDC42	0.458166666666667
FLJ12529	-0.029
PER1	0.0715
TIMM50	-0.663333333333333
SMARCAD1	-0.790666666666667
FAM26C	-0.048
TP53TG3	-2.89683333333333
SH3RF1	2.3679
LMCD1	2.4735
GPR63	-1.045
FLJ21986	-2.635625
AIFM3	-0.641
MICAL1	-0.0218333333333333
BLZF1	1.19716666666667
IQCA	1.96316666666667
PCDHGC3	0.276
SAC	0.25725
BCL6B	2.19516666666667
DDO	1.631
MARCO	3.615
DCHS1	1.622
C1orf170	0.242666666666667
CD200R1	1.10816666666667
C22orf15	-0.8165
SEPT11	0.2585
ADNP	0.6215
UST	1.4678
C13orf34	-0.9055
RFFL	0.0739285714285714
APBA3	-0.3415
C2orf60	-0.192125
CUTL1	-0.1124
PMS1	-0.938
ZNF689	1.8225
EIF3E	-0.797833333333333
IL9	-0.0121666666666667
RPL31	-0.866375
LY9	0.976333333333333
ATP2B3	-0.07275
KDELR2	0.557791666666667
TFCP2	0.248875
NLRP12	1.61075
FLJ45422	-0.315
TLE4	-0.0924
ZNF570	0.4395
FLJ43806	-0.4775
TLK2	-0.345125
CIR	0.72625
MARS2	0.0035
COL24A1	1.3935
SDF2L1	-0.5465
HIBADH	0.256166666666667
IGFBP3	-2.56764285714286
C12orf23	-0.043125
PSPC1	-0.0425
C20orf43	-0.20125
TRAV20	0.213
ARHGAP24	1.615625
KIAA1975	-1.383
C1QA	3.4866
DNTT	-5.00833333333333
C10orf6	0.2315
C11orf41	0.200625
HNRPF	0.636
COL11A1	7.04833333333333
UBAP2	-0.5945
CDKN2AIPNL	-1.948
C20orf174	3.522
SPRED2	0.107
PLA2G12A	0.6
ICEBERG	-1.0682
SCN10A	-0.6
C11orf65	0.5615
GBP5	4.51225
PITPNC1	-0.492666666666667
POU3F3	-0.058
NCOA7	1.014
LIN7C	0.0516
LOC348840	-0.562
NKX2-2	3.7325
ANKRD13D	-0.523625
LOC123688	1.199
FUT2	0.733833333333333
TAAR8	0.1845
FZD4	0.5565
PNMA3	-0.222
OR4L1	0.495
WIT1	-0.8835
EXOC3L	1.03225
ATPBD4	-0.7196
KRBA1	-1.855
UBXD6	-0.539
HOXB7	0.575642857142857
C7orf23	-0.7505
UNQ338	-1.03175
STAB2	1.767
CDC20B	0.1355
IRF9	1.984
CENTG1	0.821666666666667
TNPO2	-1.36125
MCPH1	0.442125
BMS1P5	-1.02675
SLC26A7	0.90575
HIST1H3J	0.9185
C9orf3	-0.1223
LBH	0.811
MYO1D	0.763375
PTDSS2	-0.60025
NFU1	0.23825
DEPDC4	-1.65575
WNT7B	2.0733
GLP2R	-0.280666666666667
SETD4	-0.149
DYNLT3	-0.125
FKBP11	-1.17133333333333
SESTD1	1.1125
FLII	0.63225
RPS16	-0.4009
CHPF	0.522666666666667
CSNK2A1	-0.110333333333333
SUMO1P1	0.159
FKBP6	-0.6925
ZNF214	0.0316666666666667
TWIST1	1.15483333333333
DDX56	-1.08266666666667
TRAM1L1	1.5787
EPO	-2.97966666666667
MRPS18B	-0.383
ZNF682	0.231666666666667
RPL14	0.0543333333333333
MAFF	0.06175
LOC51136	-0.28725
LY96	1.16425
DDX20	-0.692
ABTB1	0.162333333333333
ARL5A	0.2737
CCT6A	-1.0245
HEPACAM	-0.453
EHHADH	0.341666666666667
RBAK	-0.00616666666666667
CGB1	0.67525
ITGB5	1.6085
YIPF3	0.8485
FKBP2	0.30025
NR1D1	-0.9845
TMEM110	0.3755
NEK2	-1.0665
PRAMEF8	-3.3715
C20orf52	-0.805
PCDHGA3	2.6085
VWA3B	0.08075
NDUFA5	-0.556875
THAP9	0.866
FLVCR2	0.9935
AP1S1	-2.119375
SMAD6	-1.15425
SAV1	0.80375
SAT1	1.618625
ZNF251	0.5285
ADAMTS7	0.036
RPP38	0.12325
C1orf211	-0.949
YPEL2	1.7535
RBMS1	0.27775
ZNF445	-0.590333333333333
NRXN2	0.369833333333333
PGBD4	-0.837125
UGT2B28	-2.56875
WBSCR16	-0.6211
NLRC3	0.434125
ASTL	0.13175
ST6GALNAC1	0.5925
ZADH2	0.210875
MLLT4	1.14691666666667
ARL6	-0.357666666666667
MEF2C	0.70975
CBFA2T3	0.916
AFF3	0.489928571428571
COG7	0.264
MYB	0.0671666666666667
PLXNA3	0.012
XRCC2	-2.36616666666667
MMS19	-0.565
ST8SIA5	-0.98
CHPT1	-0.302333333333333
KIAA1712	-1.487125
OR6X1	0.889
ACTR3	1.11025
UGCG	0.734333333333333
OR4P4	0.776
ZAP70	-2.874
LPP	1.73525
ZNF485	0.935
PTPRCAP	-0.092
IL12RB1	0.39625
ATRX	0.5386
CHST8	2.438375
C14orf109	0.3075
ARV1	0.68375
NMB	0.127285714285714
COX5A	-0.432333333333333
EIF6	-0.72675
MPPED2	0.7575
SEMG1	-0.286
CHRDL1	1.063
TRAF3IP2	1.63825
WNK2	0.14775
LILRA4	2.59766666666667
LAMA2	4.5745
PXT1	0.3445
RLBP1	-3.0765
CD300C	1.72975
SLTM	-0.12425
FLJ10404	-0.4850625
APOBEC3D	-1.0985
RENBP	1.29616666666667
ATXN7L1	0.4365
NID1	1.2705
TUBGCP3	-0.320625
ITIH5	2.14677777777778
CCDC110	2.1045
C8A	-2.89275
MGC87042	0.13675
HOXC13	1.04375
TFDP2	-0.62275
HCP5	1.474125
POLI	0.6445
UCN	-2.21416666666667
ZNF764	1.24133333333333
C8orf45	0.73
FHL3	0.61625
SPATA5L1	-1.1415
MMRN2	3.12016666666667
NDST1	0.883666666666667
COL20A1	0.0418333333333333
ZNF248	-0.438
PELP1	-0.808666666666667
MBL2	-2.7735
RNF41	0.088625
C5orf24	0.250125
THOC5	-0.8545
SERINC3	0.226916666666667
RP11-151A6.2	0.2725
CDCP2	-0.08525
HIST1H2AA	1.12025
C11orf75	0.583
FKBP7	0.94525
DDOST	-0.1905
GPNMB	3.06066666666667
TTF2	-1.22016666666667
KCNT1	0.279833333333333
SLC39A14	-1.077375
NGRN	-0.1595
GPR137B	2.50775
MECP2	0.534875
PSMA1	-0.37925
C16orf73	-5.27275
TMEM60	-0.749166666666667
CSN3	4.5125
NOS1	0.156166666666667
RAB7L1	-0.215833333333333
YBX2	-1.6135
KIAA1166	-0.918375
FUBP3	0.231166666666667
ABCG1	0.872
ACACA	-0.178666666666667
ARL11	0.8363
ATOH1	-0.2065
ODF1	0.250666666666667
CREB3L3	-1.64016666666667
TMEM127	1.375
DSCAML1	-0.26575
PLN	3.21566666666667
LYPLA1	0.16075
PRDM9	-1.917
SASP	0.57125
PLUNC	-0.130666666666667
INTU	0.7845
HISPPD1	0.279
LNPEP	1.04716666666667
YARS2	-0.374333333333333
APCDD1L	-1.374
ZCCHC4	-0.6673
FBXO22	-0.2285
TTLL13	0.224
ZNF669	-0.00166666666666667
PTGDR	2.70675
DDX27	-0.02925
KIAA0409	-0.758833333333333
GJB6	0.16025
ASB8	0.76725
PLP2	-0.512666666666667
MEPE	0.39325
OR10J5	0.313
KRT222P	2.0615
COQ7	0.4695
C1orf101	1.147
RERG	1.8871
CHMP5	0.132875
THAP11	-0.48025
ZNF43	1.31116666666667
ZRANB3	-0.686166666666667
KRT13	-0.421875
MRPL19	-0.104125
RBBP9	0.01875
SPATA17	1.200625
BXDC5	-0.6075
PAFAH1B1	-0.669833333333333
MAGEE1	-0.686
OSTF1	1.05675
KIAA0323	-0.689833333333333
TXNDC13	0.42
CNTN4	2.27875
LCE1B	0.6655
UNQ501	0.27925
ZNF154	0.85725
C3orf64	0.79225
SYT5	0.00280000000000002
PON1	-0.242333333333333
FLJ10357	0.173
ATP4A	-2.0515
GNPDA1	-0.3125
MGAT1	0.973166666666667
C14orf121	0.1855
SLC35B2	-0.4745
MIER3	-0.120333333333333
CHEK1	-2.45325
ZNF8	0.240166666666667
TXNDC1	0.157666666666667
CKB	-0.3799
RTN3	0.503071428571429
FZD2	-1.10083333333333
PART1	0.18
PSMB6	-0.30325
PCDHB8	2.284
PHC3	0.3979
PPP1R8	-0.842
NOVA2	1.91816666666667
TNFRSF11B	-2.940125
GOLPH3	1.165
UBLCP1	0.09225
SUHW3	-1.4195
TTLL1	1.4895
OPN4	0.4805
OR13G1	-0.024
ZPBP2	0.0556666666666667
HSD17B11	-0.994875
C9orf50	-0.367
DHDDS	0.0112142857142857
CTSW	1.1211
NEFM	-1.455
MRPL28	-0.644
SYN1	0.0241666666666667
PIGV	-0.074
ZIM2	-0.831
APBB1	-0.331
SND1	-0.875
C1orf123	0.412333333333333
CHD3	-0.437
BHLHB8	0.068
RNASE2	1.30733333333333
BCAP31	0.74875
SLC25A44	0.512
CHD6	-0.5004
PIB5PA	1.37007692307692
SELS	0.273
LOC541471	-0.12225
FAT2	0.0575
ZNF81	0.0255
OR4C16	0.394
FLJ10081	0.1544
LRRC4	1.08625
CS	0.448
N4BP2	-0.152125
IGFBP7	2.23675
ZNF318	0.0429166666666667
NDNL2	0.338625
ZNF609	0.14025
SIRT4	-0.1865
EXOSC10	0.4645
ECE2	-0.1925
OVGP1	0.3495
GTPBP3	-1.6545
PACS2	0.0757
C19orf36	0.275333333333333
ARL4C	-1.064625
ATG4B	-0.185625
UBQLNL	-0.16525
RHOXF2B	-4.366
PLEKHG2	-0.3605
GALR1	0.1725
AQP4	-0.0105
HDAC7A	-0.340833333333333
DCUN1D3	1.06175
OR8A1	-1.1745
CCRN4L	0.141875
CBR4	0.710666666666667
KIFC1	-3.16233333333333
SLC7A14	-1.7565
LHX5	-0.365
TRPC7	0.109
LPXN	0.72825
SERPINA1	-2.734
RPS13	-0.4843
BPIL3	-0.8305
PRKAA1	-0.19425
FADS2	0.2511
ENAH	0.71325
PRO1768	-0.6655
APBA2BP	-1.6605
LIPH	2.801
C3orf33	-0.5325
RCC2	-0.412928571428571
ALDH1A2	-2.7146
RNF103	2.86875
AHCY	-0.798875
ALG12	0.3415
CCL17	2.9545
ZNF543	0.965
ESRRG	1.1679
CNGA1	0.44325
RDH5	0.997333333333333
OTX1	-0.9202
PTGFR	0.231833333333333
CDR2	0.44025
SELE	4.36225
NLGN2	-0.561333333333333
EXOSC9	-0.744
ZNF566	0.432833333333333
