Hybridization REF	TCGA-BH-A0BM-11A-12R-A089-07
AHI1	-0.221
NADSYN1	-0.666833333333333
RGS14	-0.4672
IL18BP	0.6368
RTN4RL1	1.31491666666667
ARMC6	-0.92925
PSMD5	-0.0558333333333333
HK3	0.0888
OR4S1	2.77025
RSU1	1.4001
MAD2L1	-3.299
EIF4A3	-0.085
DLEC1	0.609
E4F1	-0.524166666666667
CHMP2B	0.6572
CAMSAP1	-0.0575
RPS21	-0.2275
ARID5A	2.65275
UBE2N	-0.2764
IGSF8	0.275
MAGEB6	-1.391
ACAD11	-0.5507
MGC4172	-0.987
LMO4	0.97825
KLKB1	0.35275
HP	-0.467
HDAC3	0.13325
SCHIP1	2.0605
CLCA1	0.121
OLFML2A	1.16175
C1orf112	-2.23525
KIF19	0.498833333333333
HAPLN4	-0.1706
CXCR7	-1.16766666666667
GOT2	-1.028
RAB38	0.324
DCX	1.68175
PPM1H	-0.0160833333333333
NFYC	-0.02375
KIN	0.269375
ZNF228	1.38675
PLSCR4	3.52416666666667
HIG2	-1.36525
FAM79B	4.3005
C21orf86	-0.2698
KCNK10	0.11575
ZNF738	-0.266375
FSTL5	-0.594333333333333
OR6A2	-0.8035
OTOA	0.204666666666667
EXOC1	0.536625
AHRR	-3.59725
PDAP1	-1.39091666666667
C19orf6	-0.625875
ZAN	0.26425
LY6G6E	0.1185
EIF4E2	-0.84125
C20orf198	-0.6335
ZNF324	0.40825
CYP3A5	-2.77833333333333
ENTPD7	-0.263333333333333
MBOAT5	-0.315
GJB5	2.20925
TTC13	-0.81425
S100Z	-1.05733333333333
KIAA0664	-0.649666666666667
PDGFRB	1.08708333333333
IL17D	-1.00325
OR56B4	-0.231
RDX	-0.965166666666667
SLC34A3	-0.6685
IL28B	-0.5725
JUND	1.73925
CHRNB1	0.121
CAMK2B	1.863
FETUB	-0.52725
CXorf23	1.617375
MRTO4	-0.74525
TTC3	0.529
NDUFB8	-0.333
EDG2	-0.59875
SEMA3G	1.95625
IL23A	-1.06225
GRHL1	1.8158
LOC441054	-0.52
WDR65	0.690142857142857
PSTK	-0.05075
STOML3	0.518666666666667
R3HDM2	0.3322
C5	-1.4055
SLC2A10	-0.0628333333333334
C3orf22	0.09475
PAQR3	-0.303384615384615
ANKRD26	-0.206166666666667
HCRTR1	-0.389
LOC399947	-0.679
PSD2	1.6675
TIGD2	1.06983333333333
SCRN1	-0.997
COQ10A	-0.27425
DDI2	0.202
METTL7B	-0.973666666666667
UCN2	-0.25475
FAM92A3	-0.65175
WDR16	1.4465
ZNF511	-0.1395
ZMYM5	-0.589125
POLR3G	-1.87075
ZNF586	0.69025
C1orf49	0.267333333333333
TANK	2.23183333333333
RCAN1	2.62383333333333
PELI3	1.45533333333333
LIMD2	-1.0045
TMEM189	-1.2475
NTN4	2.648375
LOC151300	-0.715
CLEC2A	-0.6285
GPR135	-0.242375
DPYSL4	-2.6687
JAK2	-0.139833333333333
TSHZ1	1.76533333333333
TM9SF4	-0.63725
ZNF264	0.875333333333333
SIRPG	1.066
BICD1	0.00225
HERC6	1.64866666666667
METTL5	-0.764
CASP1	2.2055
PRRT1	-0.4165
PLA2G4C	1.06083333333333
ICA1L	0.188
TPTE2	-0.12
OTUD7A	-0.531
AQP11	-1.2015
APOA2	-4.3213
KALRN	0.1896
SECTM1	-0.2585
IFNAR1	-0.25875
TALDO1	-0.356875
RAB11FIP4	-0.310166666666667
EIF5A	-2.348
FAM49A	2.20725
NEGR1	0.100666666666667
YTHDC2	0.241625
EHD2	0.464
NCF1	0.3145
SCRT2	-2.244
HOXA5	3.17716666666667
NUP133	0.15675
FGF12	0.5496875
SLMO2	-0.91725
SNTA1	-0.123
CACNG2	-0.576625
GCM1	-0.192875
ELF1	0.999
TLR5	3.372
TCFL5	-1.47375
RBMY2FP	-0.932
LOC100125556	-0.1475
FAM129B	-0.49175
MAP3K7IP1	-0.043875
NCK2	0.444
OXA1L	-0.55925
FMO9P	-0.1105
ZSCAN12	0.695
PSMD12	-0.499416666666667
HSCB	-0.21275
CLDN10	-1.9105
MGC13053	-0.611
HPCAL4	-0.916
ASZ1	0.1785
MEX3D	-0.0250833333333333
NFAT5	0.6239
CSPG4LYP1	-0.483166666666667
FBXO3	1.1565
DVL1	-0.9985
CMKLR1	0.169666666666667
TYMS	-4.08625
PEF1	0.4825
ZNF750	2.73283333333333
MCM5	-1.3546
MEGF11	-0.024
KCNK7	-0.3295
PTP4A3	-0.778
C1QTNF2	-1.8915
OR6S1	0.112
FAM122B	-1.9995
ZNF551	0.156125
HBQ1	-2.481
GEMIN6	-0.8805
ARSK	0.99375
RBP7	3.68466666666667
CPNE9	-0.27
DSC1	3.5345
LOC730112	-0.321
MAP2K4	1.007125
HS3ST5	-1.074
EPB41L3	-0.8165
TEKT2	1.141
CDKN2B	-0.16025
ZNF480	-1.24575
MAP3K6	0.5313
MAP6	2.094
HN1	-1.4721
OR2L13	0.979166666666667
SLC16A11	0.51175
FAM96A	-1.3475
APOL1	-0.264
C5orf32	0.464
RTP1	-0.252666666666667
RNF175	0.128
ZBTB41	0.62425
AHCTF1	-0.2175
SAE2	-0.0849
ITGA2	1.51716666666667
MME	2.9905
CCDC14	-0.30575
MAST4	1.00685714285714
KRT33B	-0.467
KCTD2	0.454166666666667
WDR26	0.239833333333333
MFI2	1.084
NR4A3	1.18825
ARSA	0.31925
UNKL	-0.0768333333333333
SULT6B1	-0.2615
CCNA2	-3.81366666666667
SOX15	-0.335
PPAPDC1B	-0.0494166666666666
C19orf44	0.2855
MCAT	0.142583333333333
ARID1B	0.355125
OR52N1	-0.3145
C12orf48	-2.29775
MAGI1	1.232625
NIPA2	-0.771
GBX2	-1.51975
RSHL3	0.34
RAVER1	-0.74
C15orf17	0.2055
SLC30A2	0.5955
ZNF518	0.69275
PCYT1B	-0.16625
C10orf114	-0.83475
EIF3H	0.508583333333333
SLC25A39	-1.37433333333333
KIF1B	0.515
AMOTL2	1.71825
C6orf120	0.219625
PSRC1	-2.586
PLA2G10	-0.022625
KIF5C	0.31575
MRPL37	-1.0945
C17orf62	-0.701666666666667
C9orf135	-1.02183333333333
DUSP10	0.3573
CLCNKB	0.287
PSMA5	-0.85425
C8orf53	0.6585
AMPD3	0.45
PIAS1	0.4565
ADCYAP1R1	-0.0375
GYLTL1B	0.53825
CDH20	0.318166666666667
FBXO7	0.0845
TMEM134	-0.0851666666666667
FLJ14213	0.1325
ZNF3	-0.36325
LRRFIP1	0.082
CNOT2	0.383166666666667
ABI3	2.36075
ALDH5A1	-0.35125
HNT	1.065
SERPINA4	-2.16625
TK2	0.348916666666667
STMN1	-2.216
GUCA2A	0.067
GALNT10	-0.0803571428571429
DPP6	0.4745
C9orf93	0.677125
PRELID2	0.1515
STK39	0.112625
SFTPA1	-0.26325
CKS2	-3.46322222222222
RHO	0.33925
C20orf135	-0.274
XKR3	-1.7605
CR1	0.542875
RPS6KA2	0.1345
C20orf112	0.22025
MRPL22	-0.60375
C4orf23	0.453833333333333
GADD45B	0.46175
KLHDC1	2.14566666666667
C2orf48	-1.5815
ZNF287	2.056
DAAM2	-0.41575
DPPA2	-2.27283333333333
TCTN3	0.260333333333333
DNAJB11	-0.3685
FPR1	1.8075
DEFB4	0.1155
PTCD2	-0.1006
SMOC2	4.37
CABP7	3.45425
SERPINB11	0.32775
MAGEF1	0.189
NDE1	-0.563666666666667
ITGA10	1.013
FSHB	0.2085
ANXA2	0.67425
HORMAD2	0.32225
HLCS	-0.09075
MCF2L	0.813416666666667
FH	-0.816
TBC1D24	0.7095
KIAA1505	1.22725
LGALS2	-0.83025
CNBD1	0.1295
SYNPO2L	0.37775
PTPN23	-0.183071428571429
C1orf183	0.0591666666666666
MAGEA8	-2.6215
DGCR8	-1.1555
GSR	-1.805
PAQR7	0.217
ZNF676	0.265
CACNA1C	0.4892
SP7	0.2735
PDCD6	-0.132
NRN1L	-0.511
BRI3BP	-1.20108333333333
KIAA1183	0.83025
ASB4	0.3
CCL23	0.5269
OBSL1	0.090625
SLC12A7	0.270166666666667
KIAA0240	2.900625
CD1B	-2.81583333333333
FCGR2A	-0.121625
MDC1	-0.55675
HTR1A	-0.4075
OCEL1	-0.31725
ATP11B	-0.106125
FBXO34	0.6295
PCDH12	2.05066666666667
RPE	-0.67025
C17orf74	-0.442
CSDC2	0.439
PET112L	0.042
TMBIM1	0.798125
P2RXL1	-0.6175
TCHP	-0.75375
TRMT1	-1.09716666666667
F2RL2	-1.16758333333333
LRRC32	1.88966666666667
IMPG2	0.1745
BGLAP	-0.56875
LOC493869	-1.70375
MRAS	2.85275
SLC35F5	0.69475
CBWD1	0.047
AXL	-1.250875
ATP2C2	1.13325
TELO2	-1.1285
PNPLA3	-3.196
PCDHB14	1.86575
CD276	-0.87025
KRT80	-0.880125
DUSP28	-0.1795
CSNK1E	0.111166666666667
SRP14	0.7535
KCNQ4	0.1575
KRT72	-0.0855
CCDC117	0.188
C6orf89	0.190833333333333
TUBB2B	0.665
RTN4IP1	-0.9675
CR1L	-3.3745
CEND1	-0.67075
C12orf41	-0.0148333333333333
RNF31	-0.16775
UBN1	-0.452
C17orf32	0.217875
SLC5A7	-0.0365
GPR92	0.733166666666667
ESAM	2.1088
CTNNA1	-0.00841666666666668
HRBL	0.17
CBX4	-0.88275
TMEM182	0.80475
SH3TC2	1.224
IL10	0.0283333333333333
PXMP4	-0.471
RNF167	-0.2777
PAK7	4.32083333333333
ETV3	0.095
ATPIF1	-1.08733333333333
LOC554207	-2.14666666666667
OR8H1	-0.0845
WDFY3	1.58475
DPM1	-0.84525
GPSM1	-0.3675
WDR92	-0.1626
LRP1	-0.464666666666667
ANKH	-0.318375
THUMPD3	-1.269
POLR1B	-0.5575
OLFM4	6.70266666666667
RAD9B	0.3685
TSPY2	-2.8345
PAX6	-0.2825
SCG2	-3.790125
SLC17A6	-0.511
FMO3	1.366375
PADI4	-0.243
TUBB4	-0.6387
NLK	-1.16
POU4F3	-1.262
SDF4	-0.884
ITGBL1	2.04166666666667
NETO1	-1.406875
TAP2	-0.047375
ABBA-1	-0.599666666666667
GNAI1	1.3285
VPS4B	1.178
NOPE	-0.8229
GALNT6	0.467166666666667
SESN1	1.780125
GBE1	-1.306
CLASP1	-0.32375
RASGEF1B	0.998875
ACOT11	-0.0223571428571429
AFAP1	0.738
OR2H2	-0.031
DPY19L2P1	-0.67475
DZIP1	-1.328
SEC22C	-0.339583333333333
GPR161	0.298083333333333
RNF146	1.1555
WDR74	-0.85
GALP	-0.995
PURA	1.9335
DNPEP	0.248333333333333
RP11-78J21.1	0.53525
ERBB2	2.022
FANCM	-0.397583333333333
NEO1	1.0775
DDX3Y	-4.7504
RPS3A	0.769125
MXRA7	0.243642857142857
LGALS3	0.199333333333333
GLT8D1	0.0045
CFL2	-0.0525
UPB1	-0.21475
NAP1L5	0.512
CLDN14	-2.24275
DHX38	-0.71175
BTBD1	-0.169
TARS2	-0.927166666666667
ABCF1	-0.9724
FCF1	0.844333333333333
LRRC49	0.50225
GUCY1B2	-1.614
C1orf177	0.1175
SMARCA4	0.161214285714286
LRP8	-3.78666666666667
TAGLN3	-1.1565
MRPL14	-1.09825
TTRAP	0.338
ZDHHC20	0.09875
NFE2L3	-1.58375
KIAA1377	1.676625
PALMD	2.5088
TMEM43	0.98275
TTL	-1.5185
STAT5B	-1.22866666666667
SSB	-0.74775
OR10H5	-0.0265
SLC22A13	-0.08775
AKAP3	0.685
TIMM23	-0.357333333333333
OAS2	0.344090909090909
KIAA0423	1.8835
TRIM11	0.683833333333333
GLIS3	1.084375
TMEM50B	0.825666666666667
ARHGEF4	0.900375
DEGS1	-0.171363636363636
TBL1XR1	0.6299
G6PD	-2.48575
SP140	0.6038
MUC17	0.256714285714286
NUDC	-0.5053
DNAJC5B	0.268
SCARA3	0.729666666666667
CPA3	1.8905
BCAT2	-0.491875
MFN1	-0.42
NRG3	0.439
SNX11	0.4165
PLEKHH1	-0.385333333333333
GPR177	1.24266666666667
HCFC2	0.44375
TCAP	-0.584
MOCOS	-0.917
C14orf93	0.34625
PRDM10	0.364166666666667
SLC16A4	1.44916666666667
SRGAP1	-0.015
VIP	0.697
DUSP27	0.629666666666667
LILRA1	0.2607
MC2R	-0.2625
MGC24103	-2.5645
MBTD1	-0.4235
FUT11	-1.20866666666667
USP33	0.8393
C15orf39	-0.677
MAP3K12	-0.08625
PAAF1	-0.955166666666667
BARHL1	-0.0795
FLJ16165	-0.2765
PIWIL2	-2.15675
SYNE1	1.32708333333333
CMTM4	0.325
TSPYL1	1.4255
GUF1	-1.257
TMEM157	0.7525
WDR44	0.58625
HIST1H3C	0.325
DKFZp666G057	0.725
RNPEP	-0.331
GAS2L2	1.03483333333333
ADH4	-4.25425
GRPR	1.76183333333333
FBXL17	-1.2535
ZBTB10	0.7585
Gcom1	1.44827777777778
HTRA1	0.2638
ZNF585A	0.596333333333333
SLC26A2	0.948357142857143
OTOP3	0.210333333333333
WISP1	-0.800777777777778
ATP2B4	-0.8095
FLJ10769	0.837
CRAMP1L	0.2085
CHST12	-0.72075
RAB22A	-0.101583333333333
TARDBP	0.0425
STAU1	-0.32525
CRB3	1.14183333333333
MIG7	-0.48625
CHMP1A	-0.6515
ZNF160	0.79475
B3GALT6	-0.132
BARX1	-2.3415
C6orf167	-1.2834375
NXNL1	0.11
DHX29	0.318625
HADHB	0.20375
PLXNB2	0.8605
ILDR1	-0.43125
SLC15A3	1.18125
GAS2	0.3725
C20orf69	0.29075
NUMB	0.39225
TNIP1	-0.16075
MESP1	1.6275
PSKH1	0.21375
NSFL1C	0.060125
RHOG	-0.21625
HEY1	-1.20533333333333
KNG1	-1.381
ITGAX	0.3921
LIN9	-0.687166666666667
CANT1	-0.243375
XRN1	0.562642857142857
CCDC96	0.9834
HEATR6	-1.6455
GNG7	1.76666666666667
RUNX2	-0.0823125
SOX1	-0.785
FCRL5	-0.0377
ZNF99	0.7585
FAM9A	-0.282
SNX22	-0.663833333333333
MBNL3	-1.754
ODC1	-1.7619
ADORA2B	-0.496833333333333
NR2F6	-0.7015
ZFYVE16	0.0449444444444445
SYNJ2BP	0.7878
POLE	-1.298625
E2F2	-1.7115
THRA	1.7215
PTGES2	-1.5005
HIP1R	1.29316666666667
TMUB1	-1.1135
ENO3	-2.258
RSPH10B	-0.00549999999999998
CXorf39	-0.282625
IRGC	0.0915
GPR109B	1.24
FLJ13305	0.1145
LCE3A	-0.199
TNFRSF18	-1.68916666666667
DET1	0.53625
TRPM3	0.278833333333333
C16orf79	-1.6355
FECH	-0.398333333333333
RAP2A	0.399833333333333
CRIP1	-0.00233333333333333
AZIN1	-0.404
SLC7A7	1.7515
IL10RA	-0.0355
TMEM64	-1.62375
CDC42EP4	1.3928
C16orf58	-0.5713
ARG2	-1.77825
POU5F1P4	-5.02725
FAM62B	0.143375
DNAH8	-2.0483
ASH2L	-0.322625
TSLP	1.53516666666667
CNTNAP5	-0.3726
TMEM16C	1.7845
IFNA14	0.873
SLC1A3	0.911875
CABYR	0.67975
BCL7B	-0.4593
NUDT13	-0.9775
C13orf28	0.0965
C1orf53	-0.883
ARL6IP4	0.1818
RPL35A	0.53625
EMR3	-0.00699999999999999
RAB40C	0.0971666666666667
SLC41A1	-0.235666666666667
LRCH1	0.0605
LY6G5B	-0.683
FAM124A	0.3135
MGC10981	-4.12166666666667
CLIP3	0.6327
MAP4K2	-0.797333333333333
CHIC1	0.98275
SULF1	2.44166666666667
C20orf30	-0.133571428571429
PRDM5	-0.010125
ELOVL1	-0.62925
C11orf48	-1.370875
SLC39A10	0.2065
KCNV1	0.51875
ACP1	-0.496166666666667
ZMYM2	0.112375
B3GNT6	-0.188833333333333
C9orf69	0.357
C2orf15	0.433
C20orf166	-0.311
HSP90AA6P	0.4775
EDG7	0.078
NEURL	-0.723375
LPL	3.85
CLEC2D	0.122714285714286
GRRP1	2.4085
CD8B	-2.619
HIST1H3D	-1.76416666666667
SLC6A12	-0.083125
FAM27L	-0.2715
CD84	0.2712
RASA1	0.298
PHKG1	-0.343
MAGEA11	-0.806
IMPA1	-0.1498
NPM3	-1.47675
RARRES1	5.25
SH3BP1	-0.616125
B3GNTL1	-0.924
ARPC5L	-0.713833333333333
KLHL26	0.6395
SIM2	-1.545625
GJC1	-0.7195
C20orf194	0.89575
EXO1	-3.575
SLC2A2	-1.98883333333333
LOC285074	-0.6855
LRG1	-0.029
KIRREL	-0.2375
PIK3R1	3.10864285714286
C4orf34	0.309
MAF	-0.862388888888889
ADCY4	3.39233333333333
ZMIZ2	0.1241
SLC46A3	1.19316666666667
STAMBP	-0.246
CCDC16	1.37
MS4A12	-0.0255
TCF20	1.1615
LRRC46	-0.03375
C20orf152	0.1425
MRPS6	-0.00449999999999999
ABCB11	-0.1105
KCNC2	1.67983333333333
CDH19	-1.55116666666667
C9orf123	0.816833333333333
SSH3	0.740625
LDLRAD1	-2.47425
CCBE1	-0.525
ZNF135	1.522875
TAAR1	0.0725
WFDC12	0.554
CCDC42	-0.0445
FLJ12529	-0.1895
PER1	0.341166666666667
TIMM50	-1.1885
SMARCAD1	0.0516666666666667
FAM26C	0.129
TP53TG3	-0.552666666666667
SH3RF1	1.632
LMCD1	1.4105
GPR63	0.152
FLJ21986	-1.981125
AIFM3	-1.03425
MICAL1	-0.851666666666667
BLZF1	0.968166666666667
IQCA	3.95183333333333
PCDHGC3	-0.2385
SAC	0.69225
BCL6B	1.531
DDO	1.56025
MARCO	3.2945
DCHS1	0.776666666666667
C1orf170	1.12833333333333
CD200R1	0.715
C22orf15	-0.628
SEPT11	-0.364833333333333
ADNP	0.1385
UST	0.6033
C13orf34	-1.17983333333333
RFFL	0.256142857142857
APBA3	-0.428
C2orf60	-0.4455
CUTL1	-0.5104
PMS1	-0.324125
ZNF689	0.1995
EIF3E	0.657
IL9	-0.134166666666667
RPL31	0.602125
LY9	0.6755
ATP2B3	0.0725
KDELR2	-0.331125
TFCP2	0.75175
NLRP12	-0.6395
FLJ45422	-0.046
TLE4	1.2043
ZNF570	0.5255
FLJ43806	0.1035
TLK2	-0.324625
CIR	1.37475
MARS2	0.135
COL24A1	-0.62925
SDF2L1	-1.5955
HIBADH	0.532833333333333
IGFBP3	-2.10671428571429
C12orf23	0.484125
PSPC1	-0.196
C20orf43	0.9115
TRAV20	-0.5345
ARHGAP24	1.53275
KIAA1975	-0.315
C1QA	2.7586
DNTT	-4.17166666666667
C10orf6	0.190833333333333
C11orf41	0.095
HNRPF	0.0275
COL11A1	0.861166666666667
UBAP2	-0.4895
CDKN2AIPNL	-1.3415
C20orf174	2.42725
SPRED2	0.0605
PLA2G12A	-0.229833333333333
ICEBERG	-0.374666666666667
SCN10A	0.0225
C11orf65	-0.4485
GBP5	2.776
PITPNC1	-1.128
POU3F3	-0.79
NCOA7	2.057
LIN7C	0.6337
LOC348840	-1.1555
NKX2-2	-2.134
ANKRD13D	-0.708
LOC123688	-0.20675
FUT2	1.311
TAAR8	0.146
FZD4	-0.301583333333333
PNMA3	-0.544333333333333
OR4L1	0.1875
WIT1	-2.0725
EXOC3L	0.24425
ATPBD4	0.6457
KRBA1	-0.07375
UBXD6	-0.74725
HOXB7	-1.02642857142857
C7orf23	0.0625
UNQ338	2.19125
STAB2	1.062
CDC20B	0.1285
IRF9	1.4035
CENTG1	0.3725
TNPO2	-1.771
MCPH1	0.327375
BMS1P5	-0.508
SLC26A7	0.7155
HIST1H3J	-0.5285
C9orf3	1.2421
LBH	1.290875
MYO1D	0.58225
PTDSS2	-0.26575
NFU1	0.48075
DEPDC4	-1.19925
WNT7B	0.1299
GLP2R	-0.533
SETD4	-0.5137
DYNLT3	-0.5653
FKBP11	-1.45983333333333
SESTD1	1.33716666666667
FLII	0.644
RPS16	0.0161
CHPF	-1.08583333333333
CSNK2A1	-0.585666666666667
SUMO1P1	0.1115
FKBP6	-0.639
ZNF214	1.86766666666667
TWIST1	0.126
DDX56	-1.27716666666667
TRAM1L1	1.9845
EPO	-2.85533333333333
MRPS18B	-0.036
ZNF682	-0.321666666666667
RPL14	0.268
MAFF	0.765
LOC51136	-0.23075
LY96	-0.99075
DDX20	0.16075
ABTB1	0.655166666666667
ARL5A	0.5498
CCT6A	-1.1915
HEPACAM	-0.150833333333333
EHHADH	0.683166666666667
RBAK	0.3095
CGB1	5.84525
ITGB5	-0.2236
YIPF3	-0.177
FKBP2	-0.502
NR1D1	0.3355
TMEM110	-1.1825
NEK2	-3.59666666666667
PRAMEF8	-3.16275
C20orf52	-1.33383333333333
PCDHGA3	1.2755
VWA3B	0.34275
NDUFA5	0.05025
THAP9	0.3175
FLVCR2	-0.886
AP1S1	-1.787875
SMAD6	-0.91125
SAV1	1.8765
SAT1	0.5215
ZNF251	0.911125
ADAMTS7	-0.5475
RPP38	0.1855
C1orf211	-2.149
YPEL2	1.18105
RBMS1	0.71375
ZNF445	-0.235166666666667
NRXN2	0.214666666666667
PGBD4	0.321125
UGT2B28	0.51
WBSCR16	-0.4489
NLRC3	0.23675
ASTL	-0.182
ST6GALNAC1	-1.494
ZADH2	0.397375
MLLT4	0.829916666666667
ARL6	0.281833333333333
MEF2C	1.481
CBFA2T3	-0.7045
AFF3	1.31585714285714
COG7	-0.600833333333333
MYB	-0.848833333333333
PLXNA3	-0.5525
XRCC2	-1.94766666666667
MMS19	-0.497375
ST8SIA5	-1.099625
CHPT1	0.533
KIAA1712	-0.641875
OR6X1	-0.041
ACTR3	0.484125
UGCG	0.661166666666667
OR4P4	-0.2635
ZAP70	-3.0015
LPP	1.98675
ZNF485	0.03875
PTPRCAP	-0.39125
IL12RB1	0.01725
ATRX	0.6888
CHST8	-1.53325
C14orf109	0.039
ARV1	0.0655
NMB	-0.0604285714285714
COX5A	-1.544
EIF6	-0.69975
MPPED2	2.88366666666667
SEMG1	-1.2775
CHRDL1	0.9265
TRAF3IP2	1.242
WNK2	-0.047375
LILRA4	1.37783333333333
LAMA2	3.507
PXT1	-0.408
RLBP1	-1.0895
CD300C	0.00375
SLTM	0.369
FLJ10404	0.1895625
APOBEC3D	-1.99383333333333
RENBP	-0.462333333333333
ATXN7L1	0.378375
NID1	-0.797
TUBGCP3	-0.392375
ITIH5	2.32066666666667
CCDC110	2.99875
C8A	-2.71925
MGC87042	-0.12175
HOXC13	-0.162
TFDP2	-1.16225
HCP5	0.77175
POLI	0.50225
UCN	-1.78083333333333
ZNF764	0.215166666666667
C8orf45	0.45175
FHL3	-0.1545
SPATA5L1	-0.84775
MMRN2	2.959
NDST1	-0.0431666666666667
COL20A1	-0.706333333333333
ZNF248	0.323833333333333
PELP1	-0.229666666666667
MBL2	-1.77916666666667
RNF41	0.199875
C5orf24	0.403625
THOC5	-0.52725
SERINC3	0.713166666666667
RP11-151A6.2	-0.10775
CDCP2	-0.277
HIST1H2AA	-0.109
C11orf75	0.735833333333333
FKBP7	0.03325
DDOST	-0.41875
GPNMB	0.345333333333333
TTF2	-1.261
KCNT1	0.238166666666667
SLC39A14	-0.7715
NGRN	0.5673
GPR137B	1.27125
MECP2	0.57575
PSMA1	-0.68475
C16orf73	-4.69075
TMEM60	0.0405
CSN3	1.269
NOS1	0.0545
RAB7L1	0.236666666666667
YBX2	-0.955
KIAA1166	-0.0315
FUBP3	0.242666666666667
ABCG1	-0.101
ACACA	-0.886166666666667
ARL11	0.3319
ATOH1	0.069
ODF1	0.127333333333333
CREB3L3	-1.78516666666667
TMEM127	0.808785714285714
DSCAML1	1.51075
PLN	2.9525
LYPLA1	-0.506916666666667
PRDM9	-1.33525
SASP	1.367
PLUNC	0.252166666666667
INTU	1.2625
HISPPD1	-0.20475
LNPEP	0.0923333333333333
YARS2	-0.4625
APCDD1L	0.761
ZCCHC4	0.2111
FBXO22	-0.782
TTLL13	-0.453
ZNF669	0.3355
PTGDR	2.42725
DDX27	0.05275
KIAA0409	-0.3095
GJB6	0.318
ASB8	0.87125
PLP2	0.502833333333333
MEPE	-0.1705
OR10J5	0.2185
KRT222P	1.69925
COQ7	-0.101666666666667
C1orf101	1.5605
RERG	3.051
CHMP5	0.01425
THAP11	0.493625
ZNF43	0.992166666666667
ZRANB3	-0.829833333333334
KRT13	4.6
MRPL19	-0.865125
RBBP9	-0.165375
SPATA17	0.47
BXDC5	0.187666666666667
PAFAH1B1	-0.61375
MAGEE1	0.9265
OSTF1	-0.0415
KIAA0323	-0.08275
TXNDC13	0.833166666666667
CNTN4	2.87425
LCE1B	-0.1525
UNQ501	0.052
ZNF154	0.5305
C3orf64	2.41675
SYT5	-0.2015
PON1	0.382166666666667
FLJ10357	0.6585
ATP4A	0.465
GNPDA1	-0.7075
MGAT1	0.147
C14orf121	-0.05625
SLC35B2	-0.2685
MIER3	-0.124666666666667
CHEK1	-4.093625
ZNF8	-0.702333333333333
TXNDC1	0.0656666666666667
CKB	-1.9404
RTN3	-0.111285714285714
FZD2	-1.59016666666667
PART1	1.160125
PSMB6	-0.53225
PCDHB8	-0.039
PHC3	0.22
PPP1R8	-0.3035
NOVA2	1.02133333333333
TNFRSF11B	-3.799125
GOLPH3	0.4915
UBLCP1	0.0395
SUHW3	-0.96175
TTLL1	0.84675
OPN4	-0.1825
OR13G1	-0.0975
ZPBP2	-0.6345
HSD17B11	-0.5195
C9orf50	-0.133
DHDDS	-0.0273571428571429
CTSW	0.0287
NEFM	-0.818666666666667
MRPL28	-1.02125
SYN1	-0.7865
PIGV	0.393833333333333
ZIM2	0.6955
APBB1	0.828666666666667
SND1	-0.5375
C1orf123	0.0713333333333333
CHD3	-0.61825
BHLHB8	-0.32525
RNASE2	-0.624333333333333
BCAP31	0.0635
SLC25A44	-0.2155
CHD6	-0.1632
PIB5PA	1.62846153846154
SELS	-0.031125
LOC541471	-1.72125
FAT2	3.497
ZNF81	-0.8435
OR4C16	-0.0195
FLJ10081	0.0597
LRRC4	-0.112
CS	-1.13066666666667
N4BP2	0.139625
IGFBP7	0.972
ZNF318	0.248166666666667
NDNL2	1.249375
ZNF609	0.66875
SIRT4	1.0585
EXOSC10	0.0045
ECE2	-0.0309166666666667
OVGP1	0.22325
GTPBP3	-1.212
PACS2	-0.1319
C19orf36	-1.1055
ARL4C	0.8625
ATG4B	-0.59925
UBQLNL	1.827
RHOXF2B	-3.8035
PLEKHG2	-0.962
GALR1	-0.028
AQP4	1.10166666666667
HDAC7A	0.251666666666667
DCUN1D3	0.193
OR8A1	0.069
CCRN4L	-0.657375
CBR4	-0.308166666666667
KIFC1	-3.447
SLC7A14	-1.01466666666667
LHX5	-1.8405
TRPC7	-0.078
LPXN	-0.27525
SERPINA1	-2.26775
RPS13	0.0501
BPIL3	0.0715
PRKAA1	-1.2745
FADS2	-1.5245
ENAH	0.7358
PRO1768	-0.5385
APBA2BP	-1.58675
LIPH	2.34866666666667
C3orf33	-0.13925
RCC2	-1.12771428571429
ALDH1A2	-2.1585
RNF103	1.64625
AHCY	-0.93925
ALG12	-0.0785
CCL17	0.5375
ZNF543	1.595
ESRRG	1.994
CNGA1	2.6965
RDH5	1.483
OTX1	-0.9505
PTGFR	-0.719166666666667
CDR2	-0.45675
SELE	2.444
NLGN2	-0.692833333333333
EXOSC9	-0.828
ZNF566	0.941333333333333
KLRC2	-3.85
GPR12	-0.048
KIAA0196	-0.17275
PDRG1	-0.77575
SSR3	-0.349571428571429
MSI1	-0.7825
CST9	1.8365
CC2D1A	-0.00925000000000002
PLAGL1	0.588555555555556
ZNF778	0.004
RNF2	0.556625
KLF6	1.74866666666667
THBD	2.0435
tcag7.1314	1.3545
NR5A1	-0.319166666666667
ABCD2	0.846
DNAJC7	-1.75075
CLEC4C	-0.9085
TM2D3	1.2025
CCDC4	-0.4805
PLAC2	-0.884
DCD	1.4665
FAAH	0.54475
POLA1	-0.4335
TM7SF2	-0.82
FLJ39822	0.181666666666667
