Hybridization REF	TCGA-AN-A04D-01A-21R-A034-07
C2orf15	2.147
C20orf166	0.8325
HSP90AA6P	-0.0595
EDG7	0.2445
NEURL	2.425
LPL	0.538166666666667
CLEC2D	-0.475571428571429
GRRP1	1.48316666666667
CD8B	-3.3618
HIST1H3D	0.370166666666667
SLC6A12	-0.086
FAM27L	-0.108
CD84	0.7314
RASA1	-1.141
PHKG1	0.918
MAGEA11	-1.816
IMPA1	-0.8767
NPM3	-1.00525
RARRES1	2.6985
SH3BP1	0.13925
B3GNTL1	0.2195
ARPC5L	-0.857
KLHL26	0.8435
SIM2	-2.32675
GJC1	0.6585
C20orf194	-0.3865
EXO1	0.37175
SLC2A2	-2.42683333333333
LOC285074	-1.79625
LRG1	-3.5525
KIRREL	0.0535
PIK3R1	1.72578571428571
C4orf34	-0.874
MAF	-2.81022222222222
ADCY4	3.95583333333333
ZMIZ2	1.2543
SLC46A3	0.988666666666667
STAMBP	0.352666666666667
CCDC16	1.1855
MS4A12	0.1415
TCF20	0.93525
LRRC46	0.65525
C20orf152	0.21425
MRPS6	-1.931375
ABCB11	-0.7545
KCNC2	-0.011
CDH19	-2.55966666666667
C9orf123	0.092
SSH3	-0.5755
LDLRAD1	-4.5355
CCBE1	-0.96
ZNF135	1.801375
TAAR1	-1.1325
WFDC12	0.117
CCDC42	-0.326
FLJ12529	0.728
PER1	-1.11016666666667
TIMM50	-0.186166666666667
SMARCAD1	0.0413333333333333
FAM26C	0.2785
TP53TG3	-2.87916666666667
SH3RF1	2.4344
LMCD1	1.05075
GPR63	-1.144
FLJ21986	-3.915375
AIFM3	-0.241
MICAL1	-1.316
BLZF1	0.922
IQCA	-0.894166666666667
PCDHGC3	-0.303
SAC	2.8085
BCL6B	2.14666666666667
DDO	-1.0685
MARCO	2.90375
DCHS1	2.53983333333333
C1orf170	-2.099
CD200R1	-0.0823333333333334
C22orf15	-0.285
SEPT11	0.454333333333333
ADNP	1.75675
UST	-2.0544
C13orf34	-0.502
RFFL	0.853214285714286
APBA3	0.193
C2orf60	-0.942
CUTL1	0.2922
PMS1	-0.59775
ZNF689	-0.792
EIF3E	0.703333333333333
IL9	-0.690166666666667
RPL31	-1.373875
LY9	-0.561333333333333
ATP2B3	-0.05375
KDELR2	0.785958333333333
TFCP2	0.12425
NLRP12	-0.8955
FLJ45422	0.61925
TLE4	-1.0597
ZNF570	1.1945
FLJ43806	-1.078
TLK2	0.4645
CIR	0.481
MARS2	-0.0135
COL24A1	-0.70475
SDF2L1	-0.0895
HIBADH	0.294666666666667
IGFBP3	-2.70142857142857
C12orf23	0.6315
PSPC1	1.081
C20orf43	0.353
TRAV20	0.745
ARHGAP24	0.604875
KIAA1975	-1.016625
C1QA	3.0486
DNTT	-4.91216666666667
C10orf6	0.539666666666667
C11orf41	1.211875
HNRPF	0.53975
COL11A1	3.6645
UBAP2	0.457
CDKN2AIPNL	-1.431
C20orf174	1.653
SPRED2	0.341
PLA2G12A	1.03966666666667
ICEBERG	-2.12766666666667
SCN10A	-0.64
C11orf65	-1.32
GBP5	3.059
PITPNC1	-0.791
POU3F3	0.8465
NCOA7	0.430125
LIN7C	-0.6568
LOC348840	-0.71
NKX2-2	-2.91725
ANKRD13D	0.2695
LOC123688	0.27125
FUT2	1.89666666666667
TAAR8	0.6005
FZD4	-1.277
PNMA3	0.361
OR4L1	0.5735
WIT1	-3.05225
EXOC3L	1.91325
ATPBD4	-0.9279
KRBA1	0.42575
UBXD6	-1.36275
HOXB7	-1.5805
C7orf23	-2.473
UNQ338	2.85275
STAB2	0.17325
CDC20B	-0.4075
IRF9	0.25775
CENTG1	-0.0270833333333333
TNPO2	-0.03575
MCPH1	0.388625
BMS1P5	-1.1595
SLC26A7	4.92325
HIST1H3J	2.1055
C9orf3	-0.5273
LBH	0.815125
MYO1D	0.246875
PTDSS2	-0.00949999999999999
NFU1	-0.72325
DEPDC4	-1.1275
WNT7B	-0.8171
GLP2R	-0.139333333333333
SETD4	-0.3829
DYNLT3	-1.0695
FKBP11	-2.1745
SESTD1	1.0065
FLII	-1.23525
RPS16	-0.6685
CHPF	-0.327
CSNK2A1	0.482833333333333
SUMO1P1	-0.01825
FKBP6	-0.6005
ZNF214	-1.73666666666667
TWIST1	-1.76533333333333
DDX56	-1.13983333333333
TRAM1L1	2.5613
EPO	-2.96516666666667
MRPS18B	-1.68475
ZNF682	1.76033333333333
RPL14	-1.17433333333333
MAFF	0.69775
LOC51136	-0.53025
LY96	-1.6865
DDX20	0.31025
ABTB1	0.286333333333333
ARL5A	-0.1208
CCT6A	-0.649
HEPACAM	-1.95333333333333
EHHADH	-1.17283333333333
RBAK	0.8555
CGB1	-0.277
ITGB5	-0.5916
YIPF3	0.9885
FKBP2	0.5015
NR1D1	-0.4836
TMEM110	-0.7435
NEK2	0.650333333333333
PRAMEF8	-3.3475
C20orf52	-0.323666666666667
PCDHGA3	1.5945
VWA3B	0.136
NDUFA5	-0.48375
THAP9	1.00925
FLVCR2	0.797166666666667
AP1S1	-1.284
SMAD6	-0.746
SAV1	1.0575
SAT1	-0.56975
ZNF251	1.930625
ADAMTS7	0.1134
RPP38	1.0175
C1orf211	-0.0425
YPEL2	-0.22475
RBMS1	-0.16625
ZNF445	-0.485833333333333
NRXN2	-0.135166666666667
PGBD4	-0.510125
UGT2B28	-3.01425
WBSCR16	-0.8183
NLRC3	-0.774375
ASTL	0.25975
ST6GALNAC1	-3.38525
ZADH2	-0.674625
MLLT4	0.24225
ARL6	-0.498666666666667
MEF2C	-0.15975
CBFA2T3	-2.788
AFF3	-0.407785714285714
COG7	-0.0913333333333333
MYB	0.282
PLXNA3	0.476
XRCC2	-0.623333333333333
MMS19	-0.73825
ST8SIA5	-1.085375
CHPT1	0.829666666666667
KIAA1712	0.104375
OR6X1	0.4295
ACTR3	0.33325
UGCG	-1.86633333333333
OR4P4	0.616
ZAP70	-3.8635
LPP	1.33975
ZNF485	0.51175
PTPRCAP	-1.094
IL12RB1	0.095
ATRX	0.3562
CHST8	-2.7995
C14orf109	-1.277
ARV1	0.54275
NMB	-1.00528571428571
COX5A	0.178833333333333
EIF6	-0.7205
MPPED2	-0.905333333333333
SEMG1	-0.791
CHRDL1	0.152
TRAF3IP2	1.26075
WNK2	0.511
LILRA4	0.662
LAMA2	1.14525
PXT1	-0.4755
RLBP1	-2.57775
CD300C	-0.49425
SLTM	-0.45925
FLJ10404	-0.0919375
APOBEC3D	-0.906666666666667
RENBP	-0.00166666666666667
ATXN7L1	0.30475
NID1	-0.25075
TUBGCP3	1.511
ITIH5	2.19294444444444
CCDC110	2.59325
C8A	-2.91325
MGC87042	-2.86775
HOXC13	3.292
TFDP2	0.0735
HCP5	0.663625
POLI	-0.7095
UCN	-2.07216666666667
ZNF764	1.20483333333333
C8orf45	0.97725
FHL3	0.88875
SPATA5L1	-1.67725
MMRN2	2.36566666666667
NDST1	1.16983333333333
COL20A1	-0.301333333333333
ZNF248	0.477333333333333
PELP1	-0.177166666666667
MBL2	-2.82266666666667
RNF41	0.9425
C5orf24	1.171125
THOC5	0.011125
SERINC3	-0.629916666666667
RP11-151A6.2	0.55075
CDCP2	0.078
HIST1H2AA	-0.15975
C11orf75	1.39816666666667
FKBP7	0.04075
DDOST	-0.05025
GPNMB	0.504166666666667
TTF2	-0.994333333333333
KCNT1	0.160166666666667
SLC39A14	-0.331625
NGRN	0.3445
GPR137B	0.802
MECP2	0.386375
PSMA1	-0.277
C16orf73	-4.77175
TMEM60	-0.691833333333333
CSN3	0.151
NOS1	0.403166666666667
RAB7L1	1.65
YBX2	0.5505
KIAA1166	1.3725
FUBP3	-1.123
ABCG1	-0.241
ACACA	-0.344666666666667
ARL11	-0.7489
ATOH1	-0.2785
ODF1	-0.083
CREB3L3	-1.94583333333333
TMEM127	0.768214285714286
DSCAML1	0.4795
PLN	2.228
LYPLA1	-0.965416666666667
PRDM9	-1.503
SASP	0.8635
PLUNC	0.117333333333333
INTU	0.075
HISPPD1	0.0355
LNPEP	-0.947333333333333
YARS2	-0.465666666666667
APCDD1L	-1.3005
ZCCHC4	-1.3159
FBXO22	0.0798333333333333
TTLL13	-0.769
ZNF669	1.74516666666667
PTGDR	1.1055
DDX27	0.59925
KIAA0409	-0.373
GJB6	2.254
ASB8	0.88925
PLP2	0.424833333333333
MEPE	0.685333333333333
OR10J5	-0.342
KRT222P	0.13825
COQ7	0.0805
C1orf101	0.74025
RERG	-1.1908
CHMP5	-0.622125
THAP11	-0.51675
ZNF43	0.641166666666667
ZRANB3	-0.754833333333333
KRT13	4.4015
MRPL19	-0.141
RBBP9	0.767875
SPATA17	0.57125
BXDC5	-0.0756666666666667
PAFAH1B1	-0.973833333333333
MAGEE1	1.12175
OSTF1	-0.06
KIAA0323	0.0479166666666667
TXNDC13	-0.0568333333333333
CNTN4	0.34525
LCE1B	1.8305
UNQ501	0.29
ZNF154	-0.64875
C3orf64	-0.3595
SYT5	-0.1124
PON1	0.475166666666667
FLJ10357	-0.56775
ATP4A	-1.022
GNPDA1	-0.733833333333333
MGAT1	0.777666666666667
C14orf121	0.7185
SLC35B2	-0.04475
MIER3	-0.3555
CHEK1	-0.443375
ZNF8	0.0543333333333333
TXNDC1	-0.926166666666667
CKB	-2.2618
RTN3	0.982571428571429
FZD2	-0.3685
PART1	2.3015
PSMB6	-0.701
PCDHB8	2.863
PHC3	-0.4427
PPP1R8	0.974166666666667
NOVA2	1.6935
TNFRSF11B	-5.495125
GOLPH3	1.74683333333333
UBLCP1	-0.1365
SUHW3	-0.023
TTLL1	1.55325
OPN4	0.2055
OR13G1	0.392
ZPBP2	-0.671833333333333
HSD17B11	-3.861125
C9orf50	0.1815
DHDDS	-0.737928571428571
CTSW	0.8558
NEFM	-2.5805
MRPL28	-0.92775
SYN1	0.7155
PIGV	-1.53966666666667
ZIM2	-1.17075
APBB1	0.0101666666666666
SND1	-0.507
C1orf123	0.407666666666667
CHD3	-1.0605
BHLHB8	0.7135
RNASE2	-0.2595
BCAP31	-0.00762499999999999
SLC25A44	0.8425
CHD6	0.3135
PIB5PA	-0.438538461538462
SELS	0.51675
LOC541471	-2.306875
FAT2	1.726
ZNF81	0.039
OR4C16	0.3705
FLJ10081	0.3526
LRRC4	0.545
CS	-0.599333333333333
N4BP2	-0.996
IGFBP7	0.527
ZNF318	0.67975
NDNL2	0.09425
ZNF609	0.554
SIRT4	0.78375
EXOSC10	-0.73725
ECE2	1.8965
OVGP1	0.05775
GTPBP3	-0.599
PACS2	-0.0273
C19orf36	-1.75883333333333
ARL4C	-1.6195
ATG4B	-0.57
UBQLNL	-1.57975
RHOXF2B	-3.9235
PLEKHG2	-0.2585
GALR1	-0.6005
AQP4	0.5284
HDAC7A	-0.128166666666667
DCUN1D3	0.57275
OR8A1	-0.2255
CCRN4L	0.380875
CBR4	-0.816166666666667
KIFC1	0.0325
SLC7A14	-1.472
LHX5	-0.4895
TRPC7	-0.705
LPXN	-1.47325
SERPINA1	-3.51525
RPS13	-0.8702
BPIL3	-0.2445
PRKAA1	-0.6355
FADS2	2.1971
ENAH	0.9139375
PRO1768	0.1975
APBA2BP	-1.0475
LIPH	3.20516666666667
C3orf33	-0.613
RCC2	0.154142857142857
ALDH1A2	-4.1462
RNF103	1.2525
AHCY	-0.790625
ALG12	1.0715
CCL17	2.16
ZNF543	0.397833333333333
ESRRG	3.809
CNGA1	4.5905
RDH5	-0.756166666666667
OTX1	2.7378
PTGFR	-0.205833333333333
CDR2	0.22575
SELE	4.08075
NLGN2	-0.971
EXOSC9	0.4875
ZNF566	1.08366666666667
KLRC2	-5.2225
GPR12	1.065
KIAA0196	0.06525
PDRG1	0.255
SSR3	-0.342857142857143
MSI1	-0.232
CST9	-0.402
CC2D1A	0.59075
PLAGL1	0.743
ZNF778	0.8155
RNF2	0.70725
KLF6	0.444
THBD	0.827166666666667
tcag7.1314	1.069
NR5A1	0.171
ABCD2	-0.506
DNAJC7	-1.33225
CLEC4C	0.164
TM2D3	0.46475
CCDC4	-0.678
PLAC2	1.5415
DCD	7.1865
FAAH	2.443625
POLA1	0.948833333333333
TM7SF2	0.5725
FLJ39822	-1.03733333333333
FLOT2	-0.51275
MAP4K1	-0.914666666666667
SRP68	0.247125
C21orf74	0.2125
ARPC5	1.64875
LOC126075	0.843
HECW2	0.299875
ZDHHC4	-0.67875
ANKRD42	-0.0852
PDE9A	2.19966666666667
ABCA8	-1.507
NDUFS2	-0.121
UBR5	0.59
BTBD16	-2.568
LOC554174	-1.2115
ZNF20	1.6185
KIAA1843	0.6015
WDR17	-0.97375
C15orf33	0.3475
RNF113A	-0.79575
CAMKK1	-0.5444
CLCN2	0.1475
ANXA6	-1.8475
LOC340069	0.436
EMID1	0.005875
DPM3	0.07975
ELA1	-0.87
SLC25A13	0.2093
KRT24	0.06175
SMPD1	-0.0653333333333333
TH	0.275
COL6A2	-0.150285714285714
ANKS1B	2.20525
GPR126	-0.367
ZC3H12A	-0.152333333333333
TMEM47	0.578666666666667
C2orf51	-0.158833333333333
C1orf88	2.06483333333333
HSF2BP	1.102
AKAP10	-0.739
RPAP3	-0.422
KLHDC8B	-0.24325
STOM	-0.9467
MUPCDH	-0.025125
C10orf72	-0.301875
PLEKHA3	0.16375
TCP11L1	0.561
CWF19L1	0.261375
SPEF1	0.264230769230769
YSK4	-1.00625
ELN	0.9244
SAMD8	-0.4
MPI	-1.43033333333333
MEPCE	0.0928
ABCC3	-3.43975
NANOGP1	-1.956
KCNK17	0.8555
HLA-DMB	2.18816666666667
RRAGA	0.96725
ANGEL1	-0.8105
RBM32B	0.729
CPN1	-2.9105
MGC52282	-0.9245
HLA-A	-0.3525
OR9G4	0.2085
EDNRB	-1.239875
SCD	-3.61271428571429
C14orf80	-1.0785
BAGE2	0.7475
RABL4	1.37483333333333
RCVRN	0.101
SHANK1	0.3345
NLRP7	-4.11175
CD226	0.13525
STAT3	0.698375
SYNJ2	-0.6554
TPCN2	0.121833333333333
WDR36	-0.861083333333333
MBD4	0.86525
ROBO1	-2.0455
ST3GAL6	-0.89175
SLAMF8	3.528
ATN1	0.984333333333333
GPR141	0.49725
KRT36	0.1665
TPH1	-0.0765
DDX52	0.51275
ZSCAN29	-0.315333333333333
TRPT1	-0.136
DPEP3	0.745
DENND4A	-0.932375
TSPAN16	-0.242
PTCHD2	-0.001
LOC145814	-0.414
CAP1	0.514666666666667
EIF5A2	-0.1527
NT5DC3	-0.774
SEPT9	-0.344875
SEZ6L2	-1.553
EGFLAM	2.60025
VPS11	0.171625
NDUFB5	-0.298833333333333
CIDEA	-0.504166666666667
IER5L	0.09175
N6AMT1	-1.02725
FAM83C	-0.21125
OXR1	1.50725
IRX1	-0.3115
DGKB	-0.6155
GCN5L2	-1.05425
MIR16	-0.294625
FBXW9	-0.59275
WDR4	-1.556
PDC	0.1425
VPS33B	-0.4305
HEXB	-1.191
FLJ32214	0.48725
TCEB3	-1.054
CRLF1	0.70475
ABI3BP	-0.61025
C8orf22	-2.961
PYCR1	-0.071125
KIAA1706	1.44275
CDK5R2	0.591625
WAS	0.034
C12orf60	-0.83825
CCBL2	0.563
MADD	-0.252
C5orf34	-0.291
WDR42A	0.6335
KLF12	0.208125
HSPA1A	1.6735
ITM2C	-0.739333333333333
DAPK2	2.47483333333333
LOC442590	0.7515
SUMF2	0.511125
CENPA	-0.00769230769230771
TMED5	-1.237
CDH6	-1.2728
BRP44	1.272625
THG1L	-0.94275
GABRA2	-2.30825
C14orf166	0.11025
MYL1	-1.90916666666667
TNFSF18	0.3415
PAP2D	-1.397
PPIB	-0.95375
KLHL4	-0.91625
SFN	0.209333333333333
CCDC127	-0.445
FRAP1	-0.86125
GOLGA5	0.202
SDCCAG1	0.3285
MGC21675	-0.0208333333333333
C10orf95	-1.354
KIAA1345	-0.128666666666667
C1orf163	0.4895
LACE1	-0.558166666666667
OR10K2	0.812
CENPN	-0.96664
TMED2	0.1695
UGT1A6	-1.7045
ANG	-1.8935
U2AF1	-0.200833333333333
CASC2	0.980833333333333
NMT2	0.3875
OSGEPL1	-0.328625
DFNB31	-0.7685
SLC6A20	-0.13175
DKC1	0.07
FXYD4	-0.89925
WDR64	0.04775
MGC5590	0.341
CREBZF	-0.547333333333333
DAZ1	0.146
PRPSAP1	2.8695
GCHFR	-0.69625
TTC7A	-0.01375
LOC196993	0.19175
UBD	-2.12816666666667
S100A1	1.8985
RPL6	-0.0431666666666667
DNAJB6	0.43655
NAGS	-0.2572
C2orf58	-0.36
KERA	0.399166666666667
MT1X	-0.3839
UBE2B	-0.0776
KEAP1	0.99525
MST1	-3.547
OMA1	0.183
ABLIM2	1.09875
BCL2L13	-0.00966666666666667
JAZF1	0.727666666666666
TMEM63B	1.498
S100A8	0.5468
ARFIP2	0.459
UROS	0.0575
KHDRBS2	-1.7805
POLQ	-0.549375
SOAT1	0.04775
SPAG4	-2.18025
MRPS30	-1.35383333333333
LOC494141	-0.476
OR2T11	0.915
ORAOV1	-0.8651
ZNF184	0.403166666666667
TCEB3B	-0.1685
ADAM21	-0.2205
GDPD1	0.971
SPINLW1	0.372
PRR14	0.4555
KCTD9	-1.1589
NUDT3	1.0215
KIAA1822	0.7485
HIST1H4K	0.3495
DFNA5	-0.14525
GABPA	0.2445
C14orf44	-0.28625
POLB	0.191125
PTAR1	0.678
SEC31A	1.2094
TRIM58	-0.498
TAS2R14	-0.856
VPS8	0.737875
H1F0	0.668333333333333
PRKCB1	-4.89166666666667
UGT2A1	0.3455
TOR1B	-1.023
LSS	-1.70341666666667
C2orf19	-0.1205
HNRNPC	0.680642857142857
TMEM100	-0.305833333333333
LOC116349	-2.0835
OR51M1	-0.022
CCDC142	0.02575
ISG15	-0.6593125
ZCCHC14	0.975125
CREBL2	-0.07925
TGDS	-1.84225
DC2	-0.002
CACNA2D3	-1.25114285714286
ZNF429	-0.3035
LYPD6	0.996666666666667
SUCLG1	-0.520666666666667
OR51I1	-0.8435
MAGEH1	1.51
PRPF40A	-0.1375
SMR3A	0.7175
SPINK2	-0.438
THAP2	1.483875
NPY5R	4.300125
IRF4	-3.447625
SPESP1	3.07783333333333
OR10S1	0.442
DTD1	-0.687
TUBE1	-0.6305
DDX19A	-0.431
PDPN	-3.028
TMEM34	-0.111833333333333
MGAM	-1.05
COL3A1	4.54072222222222
GFM2	-0.8099
OR5A2	-0.383
PSG9	-1.62466666666667
ARHGEF11	0.9965
IVNS1ABP	0.4704375
SIGIRR	0.6335
DUSP19	0.01775
DNAJC14	0.4052
ACSS1	-0.749625
IL1RAPL2	0.1425
C4orf30	-0.685
SEPT4	3.31825
LANCL3	-2.0535
SPAG17	0.00616666666666668
PRDX3	-0.95625
HNF1A	-1.6075
P4HA2	-1.308625
RFWD3	0.438666666666667
MOV10	-0.63675
DNAJA5	0.208357142857143
LOC729440	-0.02325
LOC200383	0.728625
SMC2	-1.887
MIXL1	-1.30166666666667
TMEM9	1.29125
FAM86A	0.969
ZNF174	0.7161
MYH14	-0.516
CCR8	0.378333333333333
VPS37C	0.1035
GPATCH1	0.837
B3GNT8	0.8215
TBX4	0.66725
CNR2	0.171166666666667
PCDH1	1.38725
C5orf29	1.789125
OCIAD2	2.405
PLCG2	1.3675
KIAA0247	0.54675
HRH3	0.6621
CAPN13	1.179375
CCR1	-1.8714
MGC15523	0.262111111111111
UVRAG	0.327833333333333
DNAJA2	-0.380333333333333
ITGA2B	0.548833333333333
CLDN5	3.2395
PTPRN2	-2.43785714285714
ZNF512	0.00966666666666667
PSAP	0.131785714285714
CCDC140	-1.173
LRRC55	-0.00025
CYP26C1	0.31
C8orf47	6.28725
LYN	-0.564375
DUSP6	1.16833333333333
TGFB3	0.5462
ELK1	0.5207
PCDH11Y	-0.387166666666667
HGD	-4.267
C17orf58	0.1925
MYO3A	0.4605
SERPINE2	-1.23633333333333
AARSD1	-0.654875
C14orf73	-2.03575
ADAM33	-0.2365
ZNF491	1.4735
MAPK6	-0.5835
TCN1	-1.77716666666667
SLC24A6	0.153
UBE2R2	1.50575
H1FNT	0.593
TATDN2	-0.0283333333333333
LILRB1	0.43575
P2RY5	-0.9455
NUCB2	0.9835
C2orf37	0.364
SNX27	1.897
MTA3	0.398625
FOXO4	0.53125
ID4	4.77383333333333
SOX5	-3.50216666666667
PXMP3	0.76675
OR52M1	0.007
SFT2D3	0.722125
INA	-0.455333333333333
MCOLN1	1.22725
NFIX	2.4446
CLEC14A	5.30533333333333
HIBCH	0.616333333333333
PLA2G5	0.47725
TIMM10	-0.099
MED17	1.141
COL4A4	-0.237
TPP1	-0.306
GJA3	-1.5
TMPRSS5	1.02575
AADACL3	0.938
DNMBP	-0.803
ENPP5	2.86466666666667
NQO1	-0.9941
ZSCAN2	0.00125
SEC24C	-0.100166666666667
GTF2A1L	2.581
AXIN2	-1.2741
FAM33A	-1.01266666666667
C16orf13	0.146875
SPNS2	0.7825
TAF1	-0.1405
AP1G2	-0.886833333333333
RBM42	0.213833333333333
HCN2	0.640333333333333
EFHB	-1.159
RUSC1	0.390833333333333
GRIK5	-0.1
USP21	1.65033333333333
ATAD3C	0.344
ORMDL2	0.37425
PRSS7	-3.39
PSAT1	-3.80625
FLJ13195	-1.51916666666667
TBC1D1	0.553666666666667
IFNG	0.42525
OTOS	0.114333333333333
ZNF773	-0.7375
EMD	-1.36775
RETN	-0.35625
CCL8	2.9615
APH1A	-0.277625
COX18	0.13675
GTF2IRD2	0.78725
CCDC82	-0.0359166666666666
PAFAH2	-0.585666666666667
NPEPL1	-0.3356
RP11-114G1.1	0.4095
TP53INP1	1.42125
ZNF300	-3.64233333333333
FOXL2	-3.62175
LARP2	0.4425
LATS1	0.7965
HTR6	0.5165
SPOCK2	-1.1375
RNF144B	1.88133333333333
HTATIP2	-0.284375
MGC10334	0.011
CENTA2	1.2075
FGF2	-2.97875
FXYD7	0.04975
PHYHIPL	-1.797375
GPR34	2.991
DDX6	0.905
OR10W1	0.2565
LHFPL1	-0.5595
ZNF313	0.645928571428571
VPS28	1.3435
AP3M1	0.0268
AKR1CL2	1.6095
TRAF4	1.212875
OR2B11	0.6055
C19orf12	0.302
AKAP9	0.137833333333333
C1orf62	0.27725
SLC20A1	-1.136
FAM112A	0.326
LDB2	0.48725
MRPS23	-0.3745
KLK5	4.357375
SPTB	0.5868
EFEMP2	-1.3645
EFNB2	0.1795
PCM1	0.474642857142857
NMNAT3	2.37475
TSG101	0.332666666666667
C8orf40	-0.297
NOB1	-1.061
ABHD3	-0.8065
GTF3C4	-0.943875
PIGN	0.608
GALNTL1	-0.639
AEBP1	-0.222125
OR9Q1	0.7915
ANKRD2	-0.672875
CCL28	-0.53025
TRIM38	0.487166666666667
TMCC1	0.833083333333333
SMG5	0.74275
LRRC7	-1.1295
NCAPD2	-0.7925
C6orf153	-0.316
C1orf74	1.16325
OTUD6A	0.322
DCP2	-0.0691666666666667
TMEM24	0.79925
RPL18	-0.402333333333333
TMEM177	0.2255
LRRC37A3	0.8405
C1D	-0.264833333333333
LDHC	1.075
UBE4B	-0.3955
NIT1	0.140875
BTN3A3	-1.1075
RASD1	2.473125
COMMD3	1.38525
SHFM1	1.33825
BIRC8	0.23375
DUT	-1.07075
C12orf51	0.6665
LRRC59	-0.047
LY6H	0.767
WDR22	0.014
EDEM1	-1.25392857142857
ADH1A	-0.0505
PANX2	0.8421
CYP11B1	0.7425
CDC73	0.21525
GPR172A	1.656
GSTM3	-0.241153846153846
KCNA5	0.235875
SERAC1	1.31516666666667
NFATC2	-0.159
ANAPC5	-0.3134
C15orf24	-0.39575
NFATC2IP	-0.498583333333333
TNRC6C	0.983666666666667
MGC102966	-0.9695
FGD5	0.232166666666667
MED9	0.15625
RAB13	0.121333333333333
C15orf49	-0.0895
CRYGS	0.2668
C12orf53	-1.269
LOC283693	-0.514
COX6B2	-0.74725
PHF14	0.280625
FAM3A	-0.2025
RPL13	-1.0847
PRDX2	0.2098
FLJ34047	-1.8405
PRMT3	-1.30675
KCTD19	-1.514
TRIM10	-0.531833333333333
MGC26597	0.8285
GCNT4	0.1455
GPRASP1	-1.479
CDKN1C	1.16508333333333
RHBDL2	3.0111
HSPH1	1.21475
AQP1	2.836375
COL17A1	-1.3175
GFAP	-0.163
CDC16	0.8785
KIAA1614	1.908
C6orf118	-0.430166666666667
ZSWIM5	0.16975
FAM83F	2.978
LYNX1	1.57575
SYNPR	-1.20575
XG	3.5475
PRSS16	-4.005625
KIF13B	0.709714285714286
PCDH9	-1.970875
HIST1H2AH	-0.746666666666667
RBM18	-0.8315
ZNF626	-0.69
HEXIM2	-0.555833333333333
ITFG1	-0.502
TUBG2	-0.3675
SFRS7	0.3435
C9orf14	0.664
EXTL1	-0.1215
GBP3	0.394833333333333
WDR5	-1.034
RARG	1.06716666666667
MYO7A	-0.92575
CECR6	1.76
C13orf3	0.608125
SFRS18	-0.270125
ACVR1B	0.6205
PSMD1	0.0788
C7orf31	-1.4342
ILVBL	-0.535
IFNGR1	1.18925
RNF186	0.68825
NOL9	-0.97325
MAGEL2	-1.59225
SLC29A2	-0.69875
NHSL1	0.31025
RBMX	-0.217
PSORS1C2	0.372625
RAD51L3	0.716666666666667
LCN6	0.91625
ORAI2	-0.689125
BRUNOL6	-0.1726
OR4K5	0.112
CDC123	-0.423875
MSLN	-2.25916666666667
WWTR1	-0.746
ZNF700	0.031
COBL	0.24225
PPP1R16B	-0.41775
GAS7	-1.6639
MDN1	-0.51725
HAAO	0.3455
C9orf68	-0.99725
TNFAIP2	0.419125
FOXN1	0.146
hCG_2033311	-0.203333333333333
ATP6V0D2	-1.1448
RPL41	-0.280625
SLC38A1	0.352
ARHGAP6	-1.50333333333333
ADAD2	-0.393
PHF20L1	0.9936875
MCM3AP	-0.156
ST3GAL3	0.0193333333333333
SNX1	0.455
ELF5	5.976
PARP3	-1.6855
RBM8A	0.688125
LINGO4	1.7075
ITGA9	0.754666666666667
ZFR	1.7325
ACSL6	0.29025
FLJ20699	-0.6446
DAOA	-1.024
FABP4	3.306
KCNB1	-0.30425
CANX	0.0102
SLC25A28	0.7825
ADIPOR2	0.124875
ECHDC2	2.497625
SMA4	-0.4405
FRZB	3.449625
PABPC1	1.4005
DMRTB1	-0.149875
APOBEC3G	-2.7615
CATSPER2	-1.44883333333333
CUEDC1	1.90866666666667
STARD9	-0.788
CLDN8	4.100625
LOC23117	-0.432
E2F6	0.109111111111111
TMEM126B	-1.77866666666667
DPY19L4	0.10825
GIMAP5	2.7525
NDUFA9	-0.598
FAM77C	-0.916
CTPS2	-0.04425
LOC51035	-0.272875
WDSOF1	0.559
EGLN3	-1.588625
PITX3	0.617833333333333
OR52E8	-0.287
GRM4	0.384
KLK1	-0.403666666666667
GPM6B	0.801625
RRAGD	1.42183333333333
PAGE5	-3.71225
UCHL5	-0.3065
ULK3	0.422
AIM2	-1.133
PNO1	-1.01266666666667
OR2F2	1.034
GNAT2	-0.753
SIX1	1.6355
ST13	-0.0940833333333334
ZBTB44	0.40175
TIMP2	-0.428
ZMAT4	-3.05225
GTF2IRD1	0.323166666666667
ZNF19	0.948166666666667
ZNF714	-0.23
RSC1A1	-0.6495
C9orf80	0.02625
PSMA8	2.1195
TMEM141	-0.755
COX4I1	0.191142857142857
CTAGE1	-0.254333333333333
DTWD1	-0.9665
HSD11B1	0.07325
KRT6B	5.33575
ARID4B	1.84375
LHFPL3	-0.121
WWP2	0.53275
ZNF326	1.10716666666667
RGPD1	-0.686
CTSH	1.377
FASTKD1	-0.496125
PAF1	0.3505
TTC9C	-0.5515
IFT57	0.146
PRSS36	-1.2125
IL20RB	-1.3775
ZNF592	0.166666666666667
DCTD	-1.2084
CFP	1.01225
MFNG	-1.58875
JMJD2B	0.20475
ALDH3B1	-1.76075
THSD4	-2.02416666666667
KCNJ5	1.32083333333333
