Hybridization REF	TCGA-AO-A0JG-01A-31R-A084-07
THAP11	0.454625
ZNF43	0.385166666666667
ZRANB3	-0.870833333333333
KRT13	1.8395
MRPL19	-0.812875
RBBP9	0.659
SPATA17	0.685857142857143
BXDC5	0.3375
PAFAH1B1	-0.0962500000000001
MAGEE1	0.9775
OSTF1	0.649
KIAA0323	-0.602666666666667
TXNDC13	0.698666666666667
CNTN4	1.661125
LCE1B	-0.049
UNQ501	-0.39975
ZNF154	1.22025
C3orf64	0.427
SYT5	-0.1337
PON1	1.15683333333333
FLJ10357	-0.267625
ATP4A	-0.7855
GNPDA1	-1.0745
MGAT1	1.10566666666667
C14orf121	-0.11025
SLC35B2	0.818
MIER3	0.690166666666667
CHEK1	-3.712
ZNF8	0.296833333333333
TXNDC1	-0.596
CKB	-0.9565
RTN3	-0.0499285714285714
FZD2	-1.47933333333333
PART1	0.7475
PSMB6	-0.52175
PCDHB8	2.733
PHC3	0.9924
PPP1R8	0.257333333333333
NOVA2	2.0465
TNFRSF11B	-4.38375
GOLPH3	0.937
UBLCP1	-0.3225
SUHW3	-0.8995
TTLL1	0.37325
OPN4	0.018
OR13G1	-0.00949999999999999
ZPBP2	0.184
HSD17B11	-1.342625
C9orf50	-0.3975
DHDDS	-0.0137857142857143
CTSW	1.9458
NEFM	-2.46366666666667
MRPL28	-1.0835
SYN1	0.537833333333333
PIGV	0.743666666666667
ZIM2	-0.69475
APBB1	0.226333333333333
SND1	-0.62575
C1orf123	0.2565
CHD3	-0.84075
BHLHB8	-0.04575
RNASE2	-0.3765
BCAP31	-0.49725
SLC25A44	0.609666666666667
CHD6	0.4615
PIB5PA	1.43030769230769
SELS	0.7525
LOC541471	-0.27675
FAT2	0.9745
ZNF81	0.809
OR4C16	0.7015
FLJ10081	1.2258
LRRC4	1.74875
CS	-1.13916666666667
N4BP2	-0.071
IGFBP7	2.8515
ZNF318	0.1385
NDNL2	0.976
ZNF609	0.743
SIRT4	0.64325
EXOSC10	-0.7955
ECE2	-0.0275833333333334
OVGP1	0.88925
GTPBP3	-1.32875
PACS2	0.1677
C19orf36	0.541666666666667
ARL4C	-0.44725
ATG4B	-0.314875
UBQLNL	0.3425
RHOXF2B	-3.731
PLEKHG2	-0.7255
GALR1	-0.513
AQP4	0.385666666666667
HDAC7A	0.379666666666667
DCUN1D3	0.08775
OR8A1	-0.0025
CCRN4L	-0.133125
CBR4	-0.673833333333333
KIFC1	-2.9915
SLC7A14	-1.4615
LHX5	0.656
TRPC7	-0.0495
LPXN	-0.185
SERPINA1	-2.947125
RPS13	0.0267
BPIL3	-0.3695
PRKAA1	-0.779
FADS2	-1.6188
ENAH	0.5528125
PRO1768	0.1625
APBA2BP	0.76575
LIPH	1.7225
C3orf33	0.0845
RCC2	-1.012
ALDH1A2	-3.4226
RNF103	2.64975
AHCY	-1.553
ALG12	-0.266
CCL17	1.52275
ZNF543	1.83866666666667
ESRRG	5.0641
CNGA1	0.18825
RDH5	-0.754666666666667
OTX1	0.1365
PTGFR	-0.8075
CDR2	0.548125
SELE	4.58025
NLGN2	-1.07233333333333
EXOSC9	-0.54425
ZNF566	0.771166666666667
KLRC2	-2.9575
GPR12	0.515
KIAA0196	0.37575
PDRG1	-0.63775
SSR3	-0.7
MSI1	-0.996
CST9	2.8705
CC2D1A	-0.370125
PLAGL1	-0.218611111111111
ZNF778	0.3755
RNF2	0.22475
KLF6	1.02766666666667
THBD	2.316
tcag7.1314	2.0015
NR5A1	-0.0836666666666667
ABCD2	0.98225
DNAJC7	-2.87475
CLEC4C	0.7195
TM2D3	0.423625
CCDC4	-0.7685
PLAC2	-0.14725
DCD	1.527
FAAH	1.675625
POLA1	-0.52
TM7SF2	-2.212625
FLJ39822	1.21416666666667
FLOT2	-0.427375
MAP4K1	0.101666666666667
SRP68	0.49075
C21orf74	0.2585
ARPC5	0.376625
LOC126075	1.16175
HECW2	1.2855
ZDHHC4	-0.27825
ANKRD42	0.507
PDE9A	-0.2805
ABCA8	2.04125
NDUFS2	0.1255
UBR5	-0.32025
BTBD16	-3.467
LOC554174	0.6605
ZNF20	1.1505
KIAA1843	0.5815
WDR17	0.1495
C15orf33	0.5595
RNF113A	0.62775
CAMKK1	0.1448
CLCN2	-0.787
ANXA6	-0.563
LOC340069	0.175
EMID1	-0.303375
DPM3	-0.21225
ELA1	-0.253
SLC25A13	-1.1863
KRT24	0.563
SMPD1	0.551666666666667
TH	-0.39875
COL6A2	0.806357142857143
ANKS1B	2.30025
GPR126	-3.2413
ZC3H12A	-0.135833333333333
TMEM47	0.604166666666667
C2orf51	-0.049
C1orf88	2.03966666666667
HSF2BP	-0.48925
AKAP10	0.02025
RPAP3	0.194
KLHDC8B	0.31825
STOM	0.5331
MUPCDH	0.030875
C10orf72	0.049375
PLEKHA3	0.95725
TCP11L1	-0.27275
CWF19L1	-0.083375
SPEF1	0.171230769230769
YSK4	0.403
ELN	2.4393
SAMD8	1.16233333333333
MPI	-1.39216666666667
MEPCE	-0.0145
ABCC3	-1.80525
NANOGP1	-4.225
KCNK17	-0.0105
HLA-DMB	4.44766666666667
RRAGA	1.45025
ANGEL1	-0.44475
RBM32B	-0.137
CPN1	-3.106
MGC52282	-0.0735
HLA-A	2.46191666666667
OR9G4	0.223
EDNRB	0.5055
SCD	-2.99014285714286
C14orf80	-1.32666666666667
BAGE2	0.2285
RABL4	0.877333333333333
RCVRN	0.112
SHANK1	-0.4435
NLRP7	-3.272
CD226	2.3175
STAT3	0.37025
SYNJ2	-0.23
TPCN2	-0.876166666666667
WDR36	-0.817
MBD4	-0.30175
ROBO1	-1.1243
ST3GAL6	-3.03875
SLAMF8	3.6975
ATN1	0.170166666666667
GPR141	0.8845
KRT36	-0.255
TPH1	0.712
DDX52	-0.32775
ZSCAN29	0.2845
TRPT1	-0.799833333333333
DPEP3	0.5725
DENND4A	0.35425
TSPAN16	-0.0405
PTCHD2	0.064
LOC145814	-0.898
CAP1	0.334
EIF5A2	-0.321
NT5DC3	-0.977625
SEPT9	-0.32775
SEZ6L2	1.4765
EGFLAM	3.21725
VPS11	0.62725
NDUFB5	0.101833333333333
CIDEA	2.427
IER5L	-0.271
N6AMT1	0.185
FAM83C	-0.088
OXR1	0.897666666666667
IRX1	0.455
DGKB	-0.239166666666667
GCN5L2	-2.4335
MIR16	0.453125
FBXW9	-0.26575
WDR4	-1.87366666666667
PDC	-0.5535
VPS33B	0.17675
HEXB	0.261
FLJ32214	0.57725
TCEB3	-1.3765
CRLF1	-4.4425
ABI3BP	2.38425
C8orf22	-4.399
PYCR1	-0.77475
KIAA1706	0.32475
CDK5R2	0.4395
WAS	0.141
C12orf60	0.00624999999999999
CCBL2	-0.10275
MADD	0.34725
C5orf34	-2.29225
WDR42A	1.1477
KLF12	0.288625
HSPA1A	2.6075
ITM2C	-1.68883333333333
DAPK2	2.19733333333333
LOC442590	1.1935
SUMF2	0.02075
CENPA	-3.96830769230769
TMED5	-0.273625
CDH6	0.3634
BRP44	1.707875
THG1L	-0.6725
GABRA2	-2.22625
C14orf166	-0.0245
MYL1	-1.802
TNFSF18	0.3725
PAP2D	-1.0085
PPIB	-1.01125
KLHL4	0.424625
SFN	-0.818666666666667
CCDC127	0.58575
FRAP1	-0.8575
GOLGA5	1.54475
SDCCAG1	0.397875
MGC21675	0.0868333333333333
C10orf95	-0.13625
KIAA1345	0.321166666666667
C1orf163	-0.8095
LACE1	-0.780333333333333
OR10K2	0.298
CENPN	-2.66808
TMED2	0.547
UGT1A6	-1.3135
ANG	-0.0145
U2AF1	-0.833666666666667
CASC2	0.7175
NMT2	-0.245833333333333
OSGEPL1	0.14575
DFNB31	-0.977
SLC6A20	0.805
DKC1	-0.9165
FXYD4	-0.648
WDR64	-0.055
MGC5590	0.585
CREBZF	0.130333333333333
DAZ1	0.12325
PRPSAP1	-0.08
GCHFR	-1.76775
TTC7A	-0.796125
LOC196993	0.012
UBD	2.7745
S100A1	-0.377
RPL6	0.00766666666666668
DNAJB6	0.57865
NAGS	-0.1829
C2orf58	0.2845
KERA	1.934
MT1X	-0.1338
UBE2B	1.413
KEAP1	0.6225
MST1	-3.343625
OMA1	0.911
ABLIM2	1.69725
BCL2L13	-0.438583333333333
JAZF1	0.424666666666667
TMEM63B	1.9375
S100A8	-1.5295
ARFIP2	1.105
UROS	0.043
KHDRBS2	0.506
POLQ	-3.805125
SOAT1	-1.0995
SPAG4	-2.2755
MRPS30	-0.621833333333333
LOC494141	-0.88225
OR2T11	0.4735
ORAOV1	0.5603
ZNF184	1.23733333333333
TCEB3B	0.104333333333333
ADAM21	-0.237
GDPD1	2.30975
SPINLW1	0.621
PRR14	-0.175666666666667
KCTD9	-0.4914
NUDT3	0.3285
KIAA1822	0.3107
HIST1H4K	2.3665
DFNA5	-1.7145
GABPA	0.411
C14orf44	0.69
POLB	0.096375
PTAR1	0.34525
SEC31A	1.012
TRIM58	-2.048
TAS2R14	0.063
VPS8	0.611375
H1F0	-0.735333333333333
PRKCB1	-1.15033333333333
UGT2A1	0.108
TOR1B	0.3565
LSS	-1.03658333333333
C2orf19	0.4445
HNRNPC	0.368714285714286
TMEM100	1.64966666666667
LOC116349	-0.03225
OR51M1	0.4545
CCDC142	-1.62775
ISG15	0.9844375
ZCCHC14	0.626625
CREBL2	1.4675
TGDS	-0.8565
DC2	-0.3575
CACNA2D3	-0.586571428571429
ZNF429	-0.068125
LYPD6	-0.576
SUCLG1	-0.1005
OR51I1	-1.4975
MAGEH1	2.563
PRPF40A	-0.036
SMR3A	0.55
SPINK2	0.3545
THAP2	1.57175
NPY5R	-0.199
IRF4	-1.9795
SPESP1	-1.41683333333333
OR10S1	0.203
DTD1	-0.397
TUBE1	-0.2825
DDX19A	-0.9735
PDPN	-1.80425
TMEM34	0.807833333333333
MGAM	0.624
COL3A1	5.91666666666667
GFM2	-0.0784
OR5A2	-0.2835
PSG9	-1.017
ARHGEF11	0.453833333333333
IVNS1ABP	-0.1665
SIGIRR	0.7065
DUSP19	0.607375
DNAJC14	0.269
ACSS1	1.628125
IL1RAPL2	-0.037
C4orf30	-0.44175
SEPT4	2.8385
LANCL3	-2.26925
SPAG17	1.0705
PRDX3	0.20425
HNF1A	-1.526875
P4HA2	-0.221375
RFWD3	-1.41333333333333
MOV10	0.00325
DNAJA5	0.689285714285714
LOC729440	0.14625
LOC200383	0.70075
SMC2	-1.75225
MIXL1	-1.67783333333333
TMEM9	0.14375
FAM86A	0.7685
ZNF174	0.6334
MYH14	-0.6845
CCR8	0.63825
VPS37C	0.370833333333333
GPATCH1	0.415166666666667
B3GNT8	2.4995
TBX4	3.493
CNR2	1.34916666666667
PCDH1	1.6635
C5orf29	3.332875
OCIAD2	1.12375
PLCG2	1.20225
KIAA0247	1.92775
HRH3	-0.2895
CAPN13	4.941375
CCR1	-0.9302
MGC15523	0.0345555555555556
UVRAG	-0.0535
DNAJA2	0.024
ITGA2B	-0.943333333333333
CLDN5	3.768375
PTPRN2	3.08221428571429
ZNF512	0.637666666666667
PSAP	0.829
CCDC140	-1.1855
LRRC55	0.346
CYP26C1	0.0215
C8orf47	0.6015
LYN	0.101125
DUSP6	0.2665
TGFB3	3.57586666666667
ELK1	-0.3206
PCDH11Y	0.0112
HGD	-2.94675
C17orf58	1.16225
MYO3A	0.3965
SERPINE2	-4.09383333333333
AARSD1	-1.451125
C14orf73	-1.8525
ADAM33	0.10275
ZNF491	0.463
MAPK6	-0.699333333333333
TCN1	2.50316666666667
SLC24A6	0.598
UBE2R2	0.8435
H1FNT	0.4705
TATDN2	-0.271
LILRB1	1.47225
P2RY5	1.815
NUCB2	0.50625
C2orf37	0.215
SNX27	0.624666666666667
MTA3	-0.226375
FOXO4	0.158375
ID4	1.53083333333333
SOX5	-2.09083333333333
PXMP3	0.652
OR52M1	-0.1
SFT2D3	0.478875
INA	-3.09533333333333
MCOLN1	0.58825
NFIX	0.7971
CLEC14A	5.65616666666667
HIBCH	-0.149666666666667
PLA2G5	0.82
TIMM10	-0.809833333333333
MED17	0.0403
COL4A4	-0.0875
TPP1	0.4
GJA3	-1.4075
TMPRSS5	-1.186
AADACL3	0.5625
DNMBP	-0.03425
ENPP5	6.86033333333333
NQO1	1.3122
ZSCAN2	-0.447
SEC24C	-0.0928333333333333
GTF2A1L	0.31
AXIN2	-0.2014
FAM33A	-0.840583333333333
C16orf13	-0.9035
SPNS2	0.8985
TAF1	0.22725
AP1G2	0.0905
RBM42	-0.258666666666667
HCN2	0.5525
EFHB	-0.2465
RUSC1	1.02166666666667
GRIK5	-0.007
USP21	0.263666666666667
ATAD3C	0.1825
ORMDL2	0.58075
PRSS7	-3.30225
PSAT1	-5.25875
FLJ13195	-0.732333333333333
TBC1D1	1.69433333333333
IFNG	3.757
OTOS	0.0275
ZNF773	0.458833333333333
EMD	-1.369
RETN	-0.68125
CCL8	4.576
APH1A	-1.012625
COX18	-0.12
GTF2IRD2	0.343
CCDC82	-1.05541666666667
PAFAH2	1.1174
NPEPL1	-0.6217
RP11-114G1.1	1.004
TP53INP1	1.849125
ZNF300	-1.417
FOXL2	-3.4815
LARP2	0.20775
LATS1	0.3055
HTR6	0.244
SPOCK2	1.4875
RNF144B	3.32083333333333
HTATIP2	0.668
MGC10334	-0.32725
CENTA2	2.16433333333333
FGF2	-1.104
FXYD7	0.333
PHYHIPL	-2.30525
GPR34	4.8585
DDX6	0.163166666666667
OR10W1	1.1005
LHFPL1	-0.304
ZNF313	-0.449571428571429
VPS28	0.91775
AP3M1	0.2009
AKR1CL2	-1.276
TRAF4	0.498625
OR2B11	0.2785
C19orf12	0.808833333333333
AKAP9	0.8085
C1orf62	-0.32775
SLC20A1	0.1947
FAM112A	0.31325
LDB2	2.015875
MRPS23	0.04575
KLK5	3.170625
SPTB	-0.2491
EFEMP2	0.0955
EFNB2	1.29525
PCM1	0.315642857142857
NMNAT3	2.570125
TSG101	1.276
C8orf40	-0.126166666666667
NOB1	-0.9575
ABHD3	-0.413
GTF3C4	-0.362625
PIGN	1.278
GALNTL1	0.33325
AEBP1	1.626125
OR9Q1	0.4555
ANKRD2	-0.32025
CCL28	-0.19725
TRIM38	1.53683333333333
TMCC1	0.342416666666667
SMG5	-0.79825
LRRC7	-1.423
NCAPD2	-2.051
C6orf153	-0.93125
C1orf74	0.514
OTUD6A	0.2025
DCP2	-0.4555
TMEM24	0.03475
RPL18	0.175333333333333
TMEM177	-0.5775
LRRC37A3	1.3085
C1D	0.155333333333333
LDHC	-2.883
UBE4B	-0.6395
NIT1	0.165375
BTN3A3	1.705125
RASD1	1.343125
COMMD3	1.78325
SHFM1	-0.2225
BIRC8	0.366333333333333
DUT	-1.17325
C12orf51	1.036
LRRC59	-0.314333333333333
LY6H	0.8045
WDR22	0.79075
EDEM1	0.533428571428571
ADH1A	3.0045
PANX2	0.0054
CYP11B1	0.43875
CDC73	-0.35325
GPR172A	-0.586
GSTM3	0.932846153846154
KCNA5	1.0245
SERAC1	0.380666666666667
NFATC2	0.905
ANAPC5	-0.1814
C15orf24	0.89725
NFATC2IP	-0.603416666666667
TNRC6C	0.7645
MGC102966	-0.553875
FGD5	1.27633333333333
MED9	-0.4685
RAB13	0.188
C15orf49	0.3485
CRYGS	-0.2731
C12orf53	-1.0239
LOC283693	-0.3095
COX6B2	-0.41775
PHF14	0.10525
FAM3A	-0.866
RPL13	-0.2255
PRDX2	-0.3043
FLJ34047	-1.88275
PRMT3	-0.27925
KCTD19	-1.888
TRIM10	-0.804
MGC26597	-0.165
GCNT4	0.28675
GPRASP1	2.83425
CDKN1C	-0.312083333333333
RHBDL2	0.8346
HSPH1	-0.13275
AQP1	3.32775
COL17A1	1.4358
GFAP	-0.03825
CDC16	0.151
KIAA1614	0.0555
C6orf118	-0.579166666666667
ZSWIM5	-0.2745
FAM83F	2.1825
LYNX1	-0.0769375
SYNPR	-0.77975
XG	3.593
PRSS16	2.4505
KIF13B	-0.0474285714285714
PCDH9	-0.887125
HIST1H2AH	2.53866666666667
RBM18	-0.5525
ZNF626	0.531875
HEXIM2	-0.136833333333333
ITFG1	0.2455
TUBG2	-1.7285
SFRS7	-0.190083333333333
C9orf14	0.704
EXTL1	-2.08925
GBP3	-0.3465
WDR5	-1.305
RARG	0.203833333333333
MYO7A	0.299875
CECR6	-0.42375
C13orf3	-3.57775
SFRS18	-0.91225
ACVR1B	0.189833333333333
PSMD1	-0.2307
C7orf31	-0.391166666666667
ILVBL	-1.22975
IFNGR1	1.32475
RNF186	2.24775
NOL9	-1.44775
MAGEL2	0.25525
SLC29A2	-0.88325
NHSL1	-1.293
RBMX	-0.185
PSORS1C2	0.32575
RAD51L3	-0.206166666666667
LCN6	1.44125
ORAI2	-0.68975
BRUNOL6	0.2448
OR4K5	-0.3115
CDC123	-0.435
MSLN	-2.58033333333333
WWTR1	-1.1495
ZNF700	-0.0861666666666667
COBL	1.1885
PPP1R16B	0.5965
GAS7	0.3881
MDN1	-0.911
HAAO	0.068
C9orf68	1.31825
TNFAIP2	0.772625
FOXN1	-0.04
hCG_2033311	-0.4085
ATP6V0D2	1.2192
RPL41	0.70975
SLC38A1	-1.717875
ARHGAP6	-0.277166666666667
ADAD2	-0.371
PHF20L1	0.3736875
MCM3AP	0.588
ST3GAL3	-1.47616666666667
SNX1	0.474666666666667
ELF5	2.28525
PARP3	-0.205
RBM8A	-0.1136875
LINGO4	0.412
ITGA9	0.863833333333333
ZFR	0.0965
ACSL6	0.4175
FLJ20699	0.1854
DAOA	-0.0465
FABP4	5.227
KCNB1	0.37325
CANX	0.0414
SLC25A28	0.355333333333333
ADIPOR2	1.71425
ECHDC2	2.153625
SMA4	0.79225
FRZB	3.908875
PABPC1	-0.187166666666667
DMRTB1	-0.2835
APOBEC3G	1.14075
CATSPER2	-0.749833333333333
CUEDC1	1.125
STARD9	-0.589875
CLDN8	3.69925
LOC23117	-1.00659090909091
E2F6	-0.134444444444444
TMEM126B	-0.935166666666667
DPY19L4	0.82625
GIMAP5	3.60866666666667
NDUFA9	-0.500166666666667
FAM77C	0.7845
CTPS2	0.15525
LOC51035	-0.405375
WDSOF1	-1.15225
EGLN3	-1.1665
PITX3	0.5385
OR52E8	0.848
GRM4	0.433
KLK1	-2.1755
GPM6B	-0.401875
RRAGD	-1.29683333333333
PAGE5	-3.65475
UCHL5	-1.989
ULK3	0.081
AIM2	2.09066666666667
PNO1	-0.815666666666667
OR2F2	-0.0615
GNAT2	-0.7455
SIX1	-1.83375
ST13	-0.188416666666667
ZBTB44	0.163375
TIMP2	-0.631
ZMAT4	-3.91475
GTF2IRD1	-0.1415
ZNF19	0.879166666666667
ZNF714	-0.3475
RSC1A1	-0.227
C9orf80	0.147
PSMA8	0.451166666666667
TMEM141	0.04575
COX4I1	0.117714285714286
CTAGE1	0.688
DTWD1	-0.36825
HSD11B1	2.17625
KRT6B	4.148875
ARID4B	2.16125
LHFPL3	0.3735
WWP2	0.518666666666667
ZNF326	0.1195
RGPD1	0.065
CTSH	1.65516666666667
FASTKD1	-0.592875
PAF1	0.3767
TTC9C	-0.82775
IFT57	0.7824
PRSS36	-0.5785
IL20RB	-2.639
ZNF592	0.00266666666666667
DCTD	0.0657
CFP	2.2475
MFNG	0.224
JMJD2B	0.3885
ALDH3B1	-1.194875
THSD4	2.41533333333333
KCNJ5	2.824
LMNA	0.151333333333333
TBCD	-0.24925
ZNF250	0.883166666666667
CASQ2	1.9035
PEG10	-4.30183333333333
PRAME	-0.0297333333333333
NP	-0.7545
TRIM59	0.0286666666666667
ZNF12	0.67075
XTP3TPA	-0.484
SIGLEC7	0.24
PANK4	-0.9615
FAM70A	-0.780666666666667
SNED1	0.09025
HIP1	0.5925
RAET1E	-1.84166666666667
AMAC1L2	-1.0535
AHNAK2	-1.11733333333333
TOE1	-0.260333333333333
RECQL4	-2.71775
SPRYD3	0.718
DPAGT1	-0.945
MAGED2	4.6231
ANKRD55	0.4515
TRPS1	4.47291666666667
DOK7	-2.412
TFPI2	-5.99325
GTF2H3	-1.318
CYP4F11	0.089625
LHX2	-4.24433333333333
ATG16L1	1.45
ASB12	0.67
C1orf116	1.263125
NF2	-1.14995
POM121	-0.6784
PHYHD1	1.0474
TXNDC17	0.0368333333333333
DKFZp779O175	-0.02425
NUP62	-0.159642857142857
MYO18B	-0.510666666666667
PRAMEF1	-0.175
TCBA1	0.923125
TMEM168	1.202
FJX1	-0.652833333333333
CLCF1	-0.7855
SEPN1	0.466375
IGSF2	0.6935
NUDCD1	-0.700666666666667
TFF3	2.847
NDFIP1	0.589428571428571
CHCHD4	-1.1385
TNR	0.2835
CUTA	0.668333333333333
USP44	-3.5255
DPP10	-0.435666666666667
IWS1	-0.000666666666666672
PCGF1	0.38575
SULT1C4	-0.05
NTF5	1.70675
PTPN13	1.52375
SSTR5	0.075
SFRP1	0.427625
IDH3B	-1.174875
SUOX	1.376
TMCO5	0.273
GOLT1B	-0.75725
MIB1	0.446071428571429
PCDHGB1	1.736
SUSD1	0.046
ICAM5	-3.291
PAPOLB	0.177
URM1	-0.6711
TMEM106B	0.358666666666667
LRIG2	-0.1955
SLC27A5	-1.15
CLIC6	1.0232
ZNF420	2.06716666666667
SCN9A	-0.0639
KIAA1909	-0.51575
ELMOD1	-1.687
PRKAG1	0.1575
FAM64A	-3.23311111111111
EEF1G	-0.88515
SMAD5	1.0315
INCENP	-3.1875
WASF2	-1.439
GARS	-0.9857
CDK10	-0.8614
HLX	0.954333333333333
MDM4	-0.117375
ZNRF1	-0.915142857142857
HHATL	-1.69133333333333
FAM21C	0.8956
HIST2H3C	0.76525
PFDN2	0.04
ZNF200	-0.1995
NDN	-0.31675
HBA2	-1.79933333333333
FBLN5	1.976
PUM1	0.324
TNNT1	-0.062
C19orf59	-1.19133333333333
HNRPH2	0.694333333333333
RAB7A	0.108666666666667
PMS2	-0.495875
BIRC3	0.0435
NRSN2	0.275875
OR52K2	0.196
SPOCK1	-0.878
H2AFY	0.433
RXRB	0.32575
ZNF638	0.5075
ANKRD45	0.20575
ACTN4	0.163333333333333
FXC1	0.096
EIF2B5	0.07575
VPS33A	-0.043
PINK1	0.433625
FAM106A	-0.277
SKIP	1.8618125
GAPDHS	0.1945
MUM1L1	4.0255
PSTPIP1	1.52275
CNTNAP1	-1.936
CYP26A1	-3.1605
APOL2	0.2131
TACC2	0.605375
COX7A2L	-0.193785714285714
HSD17B1	-0.17625
ARRB2	-0.18325
SLC7A6	-0.5375
HSD17B10	-0.382
RBJ	0.41875
NUP155	-2.006
MRPL10	-1.09466666666667
CYCS	-1.46416666666667
CCDC46	0.328666666666667
TECTA	0.3095
GNAL	-0.799
LPO	0.322
PEBP4	1.399
DDX11	-1.974
C18orf12	0.1995
TAF9B	-0.0965833333333333
IMP4	-0.06075
RPA4	-1.47583333333333
NDUFS1	-0.45575
UPK1A	-0.9715
ARRDC2	0.3875
C18orf20	0.1795
AES	0.54
CD2BP2	0.0213333333333333
C16orf54	0.7215
UGT2B17	3.0955
FGFR1	-1.048
CEACAM6	1.5792
CHRM5	0.18475
CERK	-1.318
AP3S2	0.1505
ANKS4B	-1.42425
CLCNKA	0.426166666666667
ZNF208	0.255833333333333
HLA-DRB5	4.906
CARKL	0.04025
GOT1	-0.6425
CASP6	0.702625
HOXA1	-0.561
RCL1	0.0125
ZNF181	1.668
RAB40B	0.0115
MRPL38	0.30225
LRRN2	2.036
C3orf25	-0.343
OR5D14	0.0385
OR10AG1	1.0335
BET1L	0.2379
FRY	4.13075
AK3L1	-0.54825
CSF3R	0.554166666666667
POLR3K	-0.575833333333333
ATG2B	0.9535
EPS8	0.441333333333333
DARS	-0.77175
C10orf56	0.8995
DAD1	0.261416666666667
RIOK1	-1.29333333333333
HERC2	-0.34375
HSD11B2	0.475666666666667
FAM96B	-0.0395
MGC13057	-1.268
BSN	-0.429
CAND1	0.000333333333333334
HCST	2.444
ACTR10	0.722
OR8D4	0.1655
NASP	-1.9989
COL9A2	-0.792166666666667
LYZL1	-0.925
GPC5	0.732
TBL3	-0.750333333333333
CENTD2	0.0238
OR5AP2	0.065
TLR1	1.86075
LMO6	-0.25025
ZIC2	-3.838625
CPNE5	1.50275
ZMYND15	1.66975
FLJ22374	0.6765
CCDC106	-0.2475
PARP16	0.14175
PDIA3	0.32875
C14orf126	-0.73775
CECR2	-0.757
SFRS1	-0.386071428571429
FIGLA	-0.0435
DCP1A	-0.3185
MGC45800	-2.169
TEKT1	0.110166666666667
C10orf67	-0.9175
CLN5	1.147375
NTN2L	0.2
GLE1L	-0.18675
CES2	-0.00679999999999998
GNAS	0.0480555555555556
DDX53	-0.337
TSPAN13	2.8145
MRPL52	-0.7199
SPIRE2	-0.53875
TAS2R39	0.358
SCUBE3	-0.27925
UCRC	-0.1149
CDKL3	0.1125
KIAA1715	-0.3804
ZNF345	1.6955
RTF1	0.22125
DHRS7	1.25575
RIPK4	-1.20766666666667
EXOSC2	-1.96616666666667
MS4A2	3.06775
FGF17	0.02575
WDR59	-0.308375
EVI2A	-0.247
IL17RC	1.43133333333333
HS3ST1	1.919
ITGB1BP2	-1.977
RBPJ	-0.215166666666667
GIMAP1	4.2745
INE1	-0.751666666666667
ALDH18A1	0.9805
TPI1	-1.892125
GATA6	0.9885
CABP1	-0.7135
ZNF484	0.769
DAPK3	0.0755
GJB1	-2.22816666666667
PIN1	-0.312625
SLC6A15	-3.25508333333333
CNO	0.10425
RIN2	2.35825
FRRS1	0.319
CYorf15B	-4.4105
DMRT3	1.717
ATAD1	-0.053
OTUD4	0.0306666666666667
ATOH8	-1.8035
ZSCAN16	2.190625
ASCC1	-0.3445
OTUD3	-0.22475
MGC33212	-0.0741666666666667
YME1L1	0.184375
RP11-218C14.6	0.46875
PCBP4	-0.78725
TNFRSF10A	-0.363
CDH10	-3.50133333333333
KL	2.39625
SCP2	0.886
C9orf119	0.146375
SON	0.485166666666667
MAFK	-0.4045
SBNO2	0.0635
SLC6A6	-0.190916666666667
SC4MOL	-0.4455
FAM35B	0.602625
PPP1R9A	1.861
PDZRN3	0.48825
CXorf20	-0.2105
C6orf126	0.41025
AVEN	0.03275
FLJ21075	-1.4795
C14orf132	-1.1895
PCK2	-0.76675
GUCY2C	0.902
BARX2	1.80625
PEX11G	1.3195
DAO	-0.772666666666667
C10orf49	0.4465
EDNRA	3.0455
PPP2R5A	1.9715
DDX39	-1.29
SERF1A	0.20275
ASCIZ	0.9596
FNDC8	-0.162
PTMS	0.181625
PHF7	0.108
PIP4K2B	-0.3901875
HHLA2	-0.27175
BDH2	1.0377
APOBEC2	-0.478
PENK	0.665833333333333
SMAD9	-1.16975
MT3	-0.84475
RGL1	0.609875
ATG10	-1.12525
DLGAP4	0.649666666666667
APPBP2	1.34942857142857
BACE2	-1.25492857142857
LOC339344	0.774333333333333
ZNF395	-0.394625
HIST1H2BL	1.2055
ZNF467	1.433125
SLC25A21	-0.675
PALM2	-0.493
NSUN5C	-0.81125
IL5	-0.2447
CLSTN2	1.86075
ANXA8L2	-0.95525
PTGES	-0.625
GDAP1L1	-2.44
OPRK1	-0.937833333333333
WDR20	0.752833333333333
C12orf4	0.147875
NUP88	0.0495
XRCC6BP1	-0.566666666666667
FCGBP	0.220357142857143
LEMD2	0.68175
NOMO1	-0.03025
C10orf79	1.126625
ZNF79	1.1452
OCRL	0.5487
HSPA8	-0.599125
DIDO1	0.172083333333333
PLA2R1	3.24866666666667
COG3	0.4321
NGDN	-0.32375
CBFA2T2	0.0705
PNOC	0.05875
PRRG1	0.232833333333333
AGGF1	-0.166571428571429
DPF2	0.455
YIPF7	1.032
TRPV5	-0.10125
ZNF322B	1.5295
MED12	0.0611666666666667
CARS	-0.536166666666667
ABCC11	0.839166666666667
C9orf25	0.122
MYH1	0.557
FRYL	0.415833333333333
AGTRAP	-0.88425
