Hybridization REF	TCGA-AQ-A04L-01B-21R-A10J-07
NT5DC3	-0.16525
SEPT9	-0.566
SEZ6L2	1.056
EGFLAM	3.26475
VPS11	0.6735
NDUFB5	-0.0371666666666667
CIDEA	0.214
IER5L	0.213
N6AMT1	-1.471
FAM83C	-0.32025
OXR1	0.01025
IRX1	-0.0245
DGKB	2.562
GCN5L2	-1.718
MIR16	1.077875
FBXW9	0.98425
WDR4	-1.3925
PDC	-0.0105
VPS33B	-0.07075
HEXB	-0.76525
FLJ32214	0.87525
TCEB3	0.126
CRLF1	-3.64225
ABI3BP	-1.01175
C8orf22	-3.4405
PYCR1	0.596625
KIAA1706	-0.27425
CDK5R2	0.72825
WAS	0.168
C12orf60	-1.39775
CCBL2	-0.111875
MADD	-0.16
C5orf34	-1.95025
WDR42A	0.1208
KLF12	-1.458125
HSPA1A	-0.43825
ITM2C	-0.696583333333333
DAPK2	1.95033333333333
LOC442590	0.3235
SUMF2	2.149
CENPA	-2.655
TMED5	-0.535375
CDH6	-0.9274
BRP44	0.919875
THG1L	-1.058
GABRA2	-2.18075
C14orf166	-0.42475
MYL1	-1.60483333333333
TNFSF18	0.1275
PAP2D	-1.1995
PPIB	0.21275
KLHL4	-0.52675
SFN	-0.0401666666666667
CCDC127	-0.34425
FRAP1	0.60925
GOLGA5	0.8295
SDCCAG1	-0.80725
MGC21675	-0.292
C10orf95	-0.04075
KIAA1345	-0.341333333333333
C1orf163	-0.788
LACE1	-0.340333333333333
OR10K2	0.058
CENPN	-2.03004
TMED2	0.61875
UGT1A6	-1.75
ANG	0.00975
U2AF1	-0.993333333333333
CASC2	1.51516666666667
NMT2	-0.570666666666667
OSGEPL1	-0.102875
DFNB31	-0.357
SLC6A20	-0.111375
DKC1	-0.3695
FXYD4	-0.91525
WDR64	1.15
MGC5590	0.3965
CREBZF	-0.848833333333333
DAZ1	-0.04475
PRPSAP1	-0.75525
GCHFR	0.3925
TTC7A	-0.68975
LOC196993	0.249
UBD	-1.9595
S100A1	-0.774375
RPL6	0.489666666666667
DNAJB6	-0.09355
NAGS	-0.1125
C2orf58	1.8035
KERA	1.02366666666667
MT1X	1.1662
UBE2B	0.1138
KEAP1	-0.40175
MST1	-2.134
OMA1	0.7295
ABLIM2	0.119
BCL2L13	0.787916666666667
JAZF1	-0.335
TMEM63B	0.283
S100A8	6.4546
ARFIP2	2.07875
UROS	-0.3215
KHDRBS2	-0.911
POLQ	-2.72975
SOAT1	-1.88075
SPAG4	-0.467
MRPS30	-1.6095
LOC494141	-0.132
OR2T11	0.253
ORAOV1	0.1548
ZNF184	-1.41716666666667
TCEB3B	-0.0826666666666667
ADAM21	0.117
GDPD1	0.015
SPINLW1	0.11
PRR14	-0.1085
KCTD9	-1.0468
NUDT3	-1.238
KIAA1822	0.6636
HIST1H4K	0.685
DFNA5	-1.657
GABPA	-0.69125
C14orf44	0.0165
POLB	-0.207
PTAR1	-0.73825
SEC31A	0.0731
TRIM58	-2.3295
TAS2R14	-0.7435
VPS8	-0.276875
H1F0	2.54116666666667
PRKCB1	-4.105
UGT2A1	1.14
TOR1B	0.33825
LSS	-0.983
C2orf19	0.281
HNRNPC	-0.220642857142857
TMEM100	-3.11783333333333
LOC116349	0.1595
OR51M1	0.131
CCDC142	-0.2325
ISG15	0.2549375
ZCCHC14	0.508375
CREBL2	0.890625
TGDS	-1.142
DC2	-0.60775
CACNA2D3	-2.46521428571429
ZNF429	-0.49775
LYPD6	-2.35833333333333
SUCLG1	-0.2215
OR51I1	-0.9565
MAGEH1	0.72075
PRPF40A	-0.5315
SMR3A	0.5435
SPINK2	-2.66
THAP2	0.17125
NPY5R	-1.052125
IRF4	-2.877
SPESP1	-1.58733333333333
OR10S1	0.721
DTD1	-0.19825
TUBE1	-1.24875
DDX19A	-0.5145
PDPN	0.15625
TMEM34	0.78175
MGAM	-0.15025
COL3A1	6.0345
GFM2	-1.1229
OR5A2	0.0755
PSG9	-1.0455
ARHGEF11	-0.125833333333333
IVNS1ABP	-0.648
SIGIRR	1.93925
DUSP19	0.186375
DNAJC14	0.4568
ACSS1	-0.261875
IL1RAPL2	2.141
C4orf30	-0.884
SEPT4	2.07525
LANCL3	-2.0545
SPAG17	0.859333333333333
PRDX3	0.220875
HNF1A	-1.012
P4HA2	0.019
RFWD3	-1.081
MOV10	0.0545
DNAJA5	0.146857142857143
LOC729440	-0.187
LOC200383	0.2475
SMC2	-2.84375
MIXL1	-1.35816666666667
TMEM9	-0.04925
FAM86A	1.1835
ZNF174	0.2292
MYH14	-0.4025
CCR8	0.22725
VPS37C	0.7085
GPATCH1	0.505
B3GNT8	2.1685
TBX4	-0.72875
CNR2	0.1415
PCDH1	1.466
C5orf29	2.746375
OCIAD2	1.6685
PLCG2	-0.50875
KIAA0247	1.752375
HRH3	0.2572
CAPN13	3.330375
CCR1	-0.9813
MGC15523	-0.473555555555556
UVRAG	0.450333333333333
DNAJA2	-0.00866666666666666
ITGA2B	-0.760166666666667
CLDN5	3.2625
PTPRN2	-2.36592857142857
ZNF512	-1.28483333333333
PSAP	0.489214285714286
CCDC140	-0.304
LRRC55	0.18725
CYP26C1	0.2255
C8orf47	-1.871
LYN	-0.085
DUSP6	-0.1735
TGFB3	2.3126
ELK1	0.0456
PCDH11Y	-0.242333333333333
HGD	-0.8025
C17orf58	-0.4855
MYO3A	0.771
SERPINE2	-4.7455
AARSD1	-0.567
C14orf73	-1.92625
ADAM33	-0.41675
ZNF491	0.083
MAPK6	-0.813333333333333
TCN1	-1.49616666666667
SLC24A6	0.691
UBE2R2	-0.0205
H1FNT	0.67325
TATDN2	-0.266166666666667
LILRB1	2.0355
P2RY5	0.1285
NUCB2	0.36375
C2orf37	0.42225
SNX27	0.0566666666666667
MTA3	-0.247625
FOXO4	0.4515
ID4	-1.248
SOX5	-2.4455
PXMP3	1.257125
OR52M1	0.2145
SFT2D3	0.465375
INA	-2.62283333333333
MCOLN1	1.37675
NFIX	0.4943
CLEC14A	4.792
HIBCH	-0.595833333333333
PLA2G5	2.44775
TIMM10	-0.36
MED17	-0.1107
COL4A4	-1.4495
TPP1	0.675666666666667
GJA3	-1.19333333333333
TMPRSS5	-1.3405
AADACL3	0.475
DNMBP	-0.69025
ENPP5	1.56916666666667
NQO1	-0.137
ZSCAN2	-0.394625
SEC24C	0.323
GTF2A1L	0.957
AXIN2	-0.892
FAM33A	-1.7575
C16orf13	-0.039375
SPNS2	0.38825
TAF1	-0.25475
AP1G2	-0.176333333333333
RBM42	0.429333333333333
HCN2	0.587
EFHB	1.02616666666667
RUSC1	0.355333333333333
GRIK5	0.3805
USP21	0.0183333333333333
ATAD3C	0.74225
ORMDL2	1.35875
PRSS7	-2.87175
PSAT1	-4.40325
FLJ13195	-0.126666666666667
TBC1D1	-0.509833333333333
IFNG	0.505
OTOS	0.324833333333333
ZNF773	-0.262166666666667
EMD	-0.3105
RETN	0.22275
CCL8	3.0885
APH1A	-0.0155
COX18	2.360875
GTF2IRD2	0.27075
CCDC82	-1.22875
PAFAH2	0.8785
NPEPL1	-0.9409
RP11-114G1.1	0.41
TP53INP1	0.925125
ZNF300	-2.5045
FOXL2	-2.4175
LARP2	0.821333333333333
LATS1	1.046
HTR6	0.0745
SPOCK2	-0.605666666666667
RNF144B	1.90733333333333
HTATIP2	-0.0325
MGC10334	1.1215
CENTA2	2.35116666666667
FGF2	-3.057
FXYD7	0.38975
PHYHIPL	-2.21575
GPR34	3.67225
DDX6	-0.0615
OR10W1	0.3255
LHFPL1	0.16
ZNF313	1.04785714285714
VPS28	1.0585
AP3M1	0.4197
AKR1CL2	0.24525
TRAF4	0.73925
OR2B11	0.524
C19orf12	0.270333333333333
AKAP9	0.190666666666667
C1orf62	0.241
SLC20A1	-1.1202
FAM112A	-0.014
LDB2	0.19275
MRPS23	-0.822
KLK5	-0.296125
SPTB	-0.205
EFEMP2	0.7415
EFNB2	0.071375
PCM1	-1.47935714285714
NMNAT3	1.844125
TSG101	0.293666666666667
C8orf40	1.20166666666667
NOB1	-0.82475
ABHD3	-0.133
GTF3C4	0.43175
PIGN	0.383166666666667
GALNTL1	0.26875
AEBP1	2.556875
OR9Q1	0.32
ANKRD2	0.427875
CCL28	-0.60675
TRIM38	-0.84
TMCC1	-0.2665
SMG5	-0.03475
LRRC7	-0.6525
NCAPD2	-0.907
C6orf153	-0.63125
C1orf74	-0.2445
OTUD6A	0.245
DCP2	-1.43183333333333
TMEM24	0.20125
RPL18	-0.490666666666667
TMEM177	-0.08525
LRRC37A3	0.538
C1D	-1.027
LDHC	-1.092
UBE4B	0.0571666666666667
NIT1	0.178625
BTN3A3	-0.65675
RASD1	0.694
COMMD3	0.88625
SHFM1	0.32025
BIRC8	-0.20075
DUT	-0.82175
C12orf51	0.228
LRRC59	0.198
LY6H	1.09625
WDR22	0.27775
EDEM1	0.263857142857143
ADH1A	0.4195
PANX2	0.268
CYP11B1	0.39425
CDC73	-0.8255
GPR172A	0.765
GSTM3	1.92723076923077
KCNA5	-0.266625
SERAC1	0.3595
NFATC2	-0.9325
ANAPC5	-0.2534
C15orf24	0.67575
NFATC2IP	-0.771083333333333
TNRC6C	0.393666666666667
MGC102966	-2.335125
FGD5	0.442333333333333
MED9	0.22575
RAB13	0.280166666666667
C15orf49	-0.0155
CRYGS	-0.6619
C12orf53	-0.7875
LOC283693	0.2115
COX6B2	-0.540625
PHF14	-1.19225
FAM3A	0.124
RPL13	0.6389
PRDX2	0.5027
FLJ34047	-1.78475
PRMT3	-0.5845
KCTD19	-2.032
TRIM10	-0.5685
MGC26597	0.138
GCNT4	0.1715
GPRASP1	-0.082
CDKN1C	1.05633333333333
RHBDL2	2.1575
HSPH1	-1.48125
AQP1	2.740125
COL17A1	-2.933
GFAP	0.200625
CDC16	-0.65275
KIAA1614	-0.1285
C6orf118	0.117666666666667
ZSWIM5	-2.51475
FAM83F	4.608
LYNX1	1.436
SYNPR	-0.7005
XG	2.9675
PRSS16	-2.80425
KIF13B	-0.276642857142857
PCDH9	-1.980875
HIST1H2AH	0.768833333333333
RBM18	-0.6345
ZNF626	0.09025
HEXIM2	-0.544666666666667
ITFG1	-0.1755
TUBG2	-0.9625
SFRS7	-0.518166666666667
C9orf14	0.0905
EXTL1	-0.12075
GBP3	-0.413
WDR5	-0.102
RARG	0.398833333333333
MYO7A	0.08875
CECR6	3.326
C13orf3	-2.866
SFRS18	-1.3195
ACVR1B	0.6445
PSMD1	-0.2044
C7orf31	0.639666666666667
ILVBL	-0.074
IFNGR1	1.98175
RNF186	0.593
NOL9	-0.46075
MAGEL2	0.409
SLC29A2	0.10175
NHSL1	1.7105
RBMX	-0.8405
PSORS1C2	0.456
RAD51L3	-0.764916666666667
LCN6	0.1665
ORAI2	-0.169625
BRUNOL6	-0.0625
OR4K5	0.2655
CDC123	-0.294625
MSLN	-2.17566666666667
WWTR1	-0.231833333333333
ZNF700	-0.679
COBL	-0.325
PPP1R16B	-0.10525
GAS7	-0.3419
MDN1	-1.406625
HAAO	0.1675
C9orf68	1.941
TNFAIP2	1.013125
FOXN1	0.071
hCG_2033311	0.127833333333333
ATP6V0D2	0.632
RPL41	1.40675
SLC38A1	0.526
ARHGAP6	-1.31525
ADAD2	-0.37425
PHF20L1	0.397625
MCM3AP	-0.57
ST3GAL3	-0.355
SNX1	-0.0815
ELF5	-0.52875
PARP3	-0.057625
RBM8A	-0.4373125
LINGO4	0.2515
ITGA9	-0.157833333333333
ZFR	0.254
ACSL6	-0.566375
FLJ20699	-0.0758
DAOA	-0.10175
FABP4	2.19875
KCNB1	-0.3595
CANX	-0.7356
SLC25A28	0.265666666666667
ADIPOR2	-0.344125
ECHDC2	3.3665
SMA4	1.122
FRZB	3.29275
PABPC1	1.30183333333333
DMRTB1	-0.02375
APOBEC3G	-1.30425
CATSPER2	0.394666666666667
CUEDC1	0.797333333333333
STARD9	-1.336125
CLDN8	6.157125
LOC23117	-0.830636363636364
E2F6	-0.561388888888889
TMEM126B	-0.887833333333333
DPY19L4	0.41125
GIMAP5	2.02533333333333
NDUFA9	-0.1625
FAM77C	-0.1775
CTPS2	0.18775
LOC51035	-0.414875
WDSOF1	-0.7375
EGLN3	0.913625
PITX3	0.912666666666667
OR52E8	0.348
GRM4	0.524
KLK1	-2.68133333333333
GPM6B	-1.368
RRAGD	-1.16483333333333
PAGE5	-3.0485
UCHL5	-1.18783333333333
ULK3	0.026
AIM2	-0.708
PNO1	-0.605333333333333
OR2F2	0.541
GNAT2	0.5725
SIX1	2.35925
ST13	0.6855
ZBTB44	1.323125
TIMP2	-0.531
ZMAT4	-3.69825
GTF2IRD1	0.0503333333333333
ZNF19	1.69683333333333
ZNF714	-0.27625
RSC1A1	0.65925
C9orf80	0.68975
PSMA8	-0.144833333333333
TMEM141	0.30025
COX4I1	0.183642857142857
CTAGE1	-0.270666666666667
DTWD1	-0.9305
HSD11B1	2.12475
KRT6B	-0.138375
ARID4B	0.186625
LHFPL3	0.8485
WWP2	0.626583333333333
ZNF326	0.1145
RGPD1	-0.437
CTSH	1.7955
FASTKD1	-1.698625
PAF1	0.3511
TTC9C	-0.50575
IFT57	0.4483
PRSS36	0.527
IL20RB	-2.1865
ZNF592	0.601666666666667
DCTD	0.3111
CFP	0.67125
MFNG	-1.38075
JMJD2B	1.29775
ALDH3B1	-0.0185000000000001
THSD4	-0.2375
KCNJ5	2.10633333333333
LMNA	-0.534333333333333
TBCD	0.004625
ZNF250	0.2425
CASQ2	0.334666666666667
PEG10	-2.35958333333333
PRAME	-5.09426666666667
NP	-0.575
TRIM59	-0.376166666666667
ZNF12	-0.0715
XTP3TPA	-0.37575
SIGLEC7	0.0404
PANK4	-0.07375
FAM70A	-1.55066666666667
SNED1	0.389
HIP1	0.1909
RAET1E	1.59633333333333
AMAC1L2	-1.554
AHNAK2	-1.09516666666667
TOE1	-0.2185
RECQL4	-1.51
SPRYD3	0.797
DPAGT1	-0.0245
MAGED2	1.5696
ANKRD55	-1.174
TRPS1	3.09008333333333
DOK7	-2.3525
TFPI2	-3.42875
GTF2H3	-0.767833333333333
CYP4F11	1.352375
LHX2	-3.7865
ATG16L1	1.50166666666667
ASB12	0.396
C1orf116	4.9225
NF2	0.60625
POM121	-0.6249
PHYHD1	2.3417
TXNDC17	-0.4945
DKFZp779O175	-0.473
NUP62	-1.13121428571429
MYO18B	-1.30816666666667
PRAMEF1	0.7395
TCBA1	0.2475
TMEM168	-0.3135
FJX1	-0.451333333333333
CLCF1	0.12
SEPN1	1.206375
IGSF2	0.45325
NUDCD1	-0.985
TFF3	0.397666666666667
NDFIP1	-0.0827142857142857
CHCHD4	-1.06675
TNR	0.9425
CUTA	-1.191
USP44	-3.6265
DPP10	-0.101166666666667
IWS1	-0.149666666666667
PCGF1	0.26225
SULT1C4	0.342
NTF5	0.1295
PTPN13	-0.952
SSTR5	1.0985
SFRP1	-4.445875
IDH3B	-0.01775
SUOX	0.831666666666667
TMCO5	0.0885
GOLT1B	0.14775
MIB1	-0.105785714285714
PCDHGB1	0.6035
SUSD1	-0.4985
ICAM5	-1.69033333333333
PAPOLB	0.12975
URM1	-0.2379
TMEM106B	-0.245166666666667
LRIG2	0.18375
SLC27A5	-1.115
CLIC6	-0.183
ZNF420	1.50516666666667
SCN9A	-1.3947
KIAA1909	1.05625
ELMOD1	-1.80275
PRKAG1	-0.133
FAM64A	-2.21555555555556
EEF1G	0.5749
SMAD5	-0.1525
INCENP	-2.4785
WASF2	-0.219
GARS	1.68
CDK10	-0.5264
HLX	0.159333333333333
MDM4	-0.197375
ZNRF1	-0.681214285714286
HHATL	-1.74766666666667
FAM21C	0.9556
HIST2H3C	-1.078
PFDN2	-0.067
ZNF200	-0.11275
NDN	-0.761
HBA2	-2.51316666666667
FBLN5	1.755625
PUM1	0.377571428571429
TNNT1	-3.79033333333333
C19orf59	0.108333333333333
HNRPH2	0.285666666666667
RAB7A	0.288666666666667
PMS2	-0.764875
BIRC3	-0.470333333333333
NRSN2	0.545
OR52K2	0.552166666666667
SPOCK1	0.319571428571429
H2AFY	-0.41625
RXRB	-1.14225
ZNF638	-0.105166666666667
ANKRD45	0.06375
ACTN4	1.80383333333333
FXC1	0.158
EIF2B5	-0.4775
VPS33A	-0.27325
PINK1	1.033125
FAM106A	-0.5085
SKIP	0.4466875
GAPDHS	-0.183
MUM1L1	0.11375
PSTPIP1	0.41325
CNTNAP1	-1.7232
CYP26A1	-2.158
APOL2	0.2716
TACC2	1.16125
COX7A2L	-0.280357142857143
HSD17B1	1.21375
ARRB2	-0.041
SLC7A6	-0.3745
HSD17B10	-0.102
RBJ	0.36375
NUP155	-2.29925
MRPL10	-0.863
CYCS	2.0565
CCDC46	-0.0611666666666666
TECTA	-0.457
GNAL	-0.35775
LPO	0.775
PEBP4	0.6825
DDX11	-1.4315
C18orf12	0.5975
TAF9B	-0.597166666666667
IMP4	0.38575
RPA4	-1.16233333333333
NDUFS1	-0.36375
UPK1A	0.0313333333333334
ARRDC2	0.655
C18orf20	0.1015
AES	1.28542857142857
CD2BP2	-0.378166666666667
C16orf54	-0.3605
UGT2B17	-2.0655
FGFR1	-0.922272727272727
CEACAM6	-1.7714
CHRM5	0.46475
CERK	-1.674125
AP3S2	0.434357142857143
ANKS4B	-1.51175
CLCNKA	0.280333333333333
ZNF208	0.220333333333333
HLA-DRB5	4.968
CARKL	0.35775
GOT1	0.0216666666666667
CASP6	0.173
HOXA1	-0.2335
RCL1	-1.1015
ZNF181	0.404166666666667
RAB40B	1.1485
MRPL38	0.23575
LRRN2	1.9245
C3orf25	0.6335
OR5D14	0.324
OR10AG1	0.4
BET1L	1.0286
FRY	2.34025
AK3L1	1.00225
CSF3R	1.50583333333333
POLR3K	-1.02683333333333
ATG2B	-0.164
EPS8	-1.13216666666667
DARS	-0.157125
C10orf56	0.4915
DAD1	-0.322833333333333
RIOK1	-0.942
HERC2	0.716
HSD11B2	2.8175
FAM96B	-0.453
MGC13057	-2.085
BSN	-0.84575
CAND1	-0.879666666666667
HCST	1.791
ACTR10	-0.160666666666667
OR8D4	0.154
NASP	-1.7984
COL9A2	0.206666666666667
LYZL1	-0.3565
GPC5	-2.66625
TBL3	-0.045
CENTD2	0.6212
OR5AP2	0.288
TLR1	1.651
LMO6	-0.27925
ZIC2	-2.862
CPNE5	0.311
ZMYND15	1.14075
FLJ22374	4.1
CCDC106	0.03075
PARP16	0.53025
PDIA3	0.85525
C14orf126	0.01375
CECR2	1.474
SFRS1	-0.856857142857143
FIGLA	0.3665
DCP1A	-0.288
MGC45800	-1.4316
TEKT1	0.0851666666666667
C10orf67	-0.182
CLN5	0.609
NTN2L	0.4275
GLE1L	0.00475
CES2	0.1358
GNAS	0.833222222222222
DDX53	0.1575
TSPAN13	2.8245
MRPL52	-0.6605
SPIRE2	0.219
TAS2R39	0.3815
SCUBE3	-0.22075
UCRC	0.7299
CDKL3	-1.23975
KIAA1715	-0.5634
ZNF345	2.0205
RTF1	0.21525
DHRS7	0.49475
RIPK4	-1.052
EXOSC2	-0.676166666666667
MS4A2	0.28425
FGF17	-0.11875
WDR59	-0.5165
EVI2A	-1.48975
IL17RC	1.95333333333333
HS3ST1	0.06225
ITGB1BP2	-0.797
RBPJ	-1.53433333333333
GIMAP1	1.8655
INE1	-0.740833333333333
ALDH18A1	2.008625
TPI1	-0.358875
GATA6	0.833
CABP1	-0.553
ZNF484	-0.89075
DAPK3	1.516
GJB1	1.48608333333333
PIN1	-0.653125
SLC6A15	-3.20141666666667
CNO	-0.15825
RIN2	2.077
FRRS1	-0.4115
CYorf15B	-3.69925
DMRT3	0.74775
ATAD1	-0.244125
OTUD4	-0.0552777777777778
ATOH8	-2.22175
ZSCAN16	-0.055625
ASCC1	0.321
OTUD3	0.773875
MGC33212	0.865666666666667
YME1L1	0.20925
RP11-218C14.6	0.24675
PCBP4	0.605
TNFRSF10A	-0.36275
CDH10	-3.6105
KL	1.545625
SCP2	2.10575
C9orf119	0.104875
SON	-0.567833333333333
MAFK	-0.0135
SBNO2	1.6515
SLC6A6	-0.946
SC4MOL	0.361
FAM35B	0.916375
PPP1R9A	-0.467375
PDZRN3	0.17775
CXorf20	0.487
C6orf126	2.018
AVEN	0.20475
FLJ21075	-1.323
C14orf132	-0.679
PCK2	-0.0305
GUCY2C	0.24
BARX2	-0.10875
PEX11G	2.434
DAO	-0.7105
C10orf49	-0.16275
EDNRA	3.6325
PPP2R5A	0.7332
DDX39	0.0876666666666667
SERF1A	-0.147
ASCIZ	0.8573
FNDC8	0.067
PTMS	0.792625
PHF7	0.12375
PIP4K2B	0.2495625
HHLA2	-0.095
BDH2	-0.156
APOBEC2	-0.49325
PENK	-1.40883333333333
SMAD9	-1.743
MT3	0.67175
RGL1	-0.19075
ATG10	-1.6045
DLGAP4	1.24816666666667
APPBP2	-1.10135714285714
BACE2	-1.69042857142857
LOC339344	0.554666666666667
ZNF395	-0.3999375
HIST1H2BL	-0.15425
ZNF467	0.921875
SLC25A21	-1.76825
PALM2	0.684
NSUN5C	-1.4015
IL5	-0.0541
CLSTN2	0.2625
ANXA8L2	-2.34575
PTGES	1.33775
GDAP1L1	-1.8295
OPRK1	-0.803666666666667
WDR20	-0.06325
C12orf4	0.3455
NUP88	-0.0745
XRCC6BP1	1.8415
FCGBP	1.42578571428571
LEMD2	-0.52625
NOMO1	0.061
C10orf79	0.995625
ZNF79	1.012
OCRL	0.201
HSPA8	-1.76133333333333
DIDO1	0.362208333333333
PLA2R1	1.00725
COG3	0.3038
NGDN	-1.02475
CBFA2T2	0.339375
PNOC	-1.52125
PRRG1	-0.589083333333333
AGGF1	-0.376214285714286
DPF2	-1.14125
YIPF7	0.0725
TRPV5	0.6875
ZNF322B	-0.182
MED12	-0.507833333333333
CARS	-0.0843333333333333
ABCC11	5.38333333333333
C9orf25	0.337
MYH1	0.6015
FRYL	0.644166666666667
AGTRAP	1.956
MMP27	0.079
ZNF432	1.037125
OR8D1	-0.2335
OR13D1	-0.1125
VWA1	2.18225
STON1	-0.15425
IL5RA	-0.258
PERP	1.0163
C10orf107	-1.192
TNFSF12	2.36825
FN1	0.763875
MTR	-0.571666666666667
PHLPPL	0.328
ZNF425	0.88
DHFR	-1.16461111111111
PPP1R12A	-0.111
RSPO2	-1.4285
ZNF7	0.4785
ZNF583	-0.816
TPMT	-1.6605
GPR132	0.35675
OR2T12	-0.1275
SERTAD2	0.9322
ATP1A1	0.2428
FRMPD3	0.85
ZNF672	-0.34
PLXNB3	0.254375
EML5	-0.2015
FAIM3	0.433
UBQLN2	-0.1765
SORCS2	1.39125
PRIM2	-1.273
ACVR2A	0.0103333333333333
YWHAZ	0.470416666666667
PGM2L1	1.0955
GNAO1	0.323
RPL10	0.0904
RPS6KA6	-1.83
PFKL	-0.05
SH3D19	-0.01875
AURKB	-2.1815
ZC3H6	0.82875
DISC1	-0.235833333333333
FLJ39660	-3.2455
TMEM25	2.428875
OSBPL10	-0.8145
CLTCL1	-1.497
ALG6	-0.1445
CATSPER4	0.2275
LRTM1	-0.071
RRAD	0.0333333333333333
TIPIN	-2.26875
CARD14	1.230125
RBM9	0.0321666666666667
RASSF4	0.035
SLC25A18	3.65866666666667
C6orf58	-0.710166666666667
IGHD	0.415
PLA2G6	-0.147
TPT1	0.6365
SEC63	1.0356
CCDC113	0.8344
TDRD10	0.983125
KIAA1666	-1.773
TOR1AIP1	-0.09875
SYTL4	-0.966666666666667
SPRR2F	-1.128
CEBPD	3.926
SNTG2	-1.7625
C20orf77	0.717916666666667
TAS2R49	-0.159
C6orf173	-1.66916666666667
SVEP1	0.3099
PXN	-0.496785714285714
VIL2	0.288166666666667
C5orf21	-0.101666666666667
DIXDC1	0.32425
GANAB	0.0568333333333333
PDSS1	-0.4105
NGFR	0.3015
ATP8B4	0.80975
BMP8A	1.473
CCDC132	0.0334166666666667
GNRH1	-2.03975
OR10T2	-0.151
PDGFD	2.00966666666667
OR6W1P	0.422
HARS	-0.789166666666667
KRT77	0.1955
AQP8	-0.25225
ITGB1	0.4758
ZNF254	1.033
PAX1	0.0776666666666667
PSMC4	-0.6597
ANKRD22	2.84175
PSMD8	1.99816666666667
HTR1E	-0.687333333333333
SOX10	-2.1999
OR5B2	-0.4
RABGEF1	-0.598357142857143
MAP1LC3B	0.06425
CYB5R4	-0.793
AGXT2L1	-3.0275
FLJ41603	2.68816666666667
TRAPPC2	-0.323166666666667
FNTB	0.1066
FLJ14107	-1.335
AURKAIP1	0.864
DSE	1.41875
NFKBIZ	3.40483333333333
OSBPL3	2.56566666666667
LOC130576	-1.74
SLC39A9	0.352
LOC137886	0.212666666666667
RHCE	-1.472
ATG7	0.1115
FAM82A	-0.169666666666667
FBN3	-0.0135
MCFD2	-0.2305
CASP14	-0.0445
EPS15	0.317166666666667
SFRS2B	1.28641666666667
C19orf47	0.4085
PLAC9	-0.866
GPR23	-0.8175
BTNL3	-0.0406666666666667
RGS8	-0.0425
GNS	0.483625
ENO2	-1.54066666666667
CBX1	-0.332
PEX26	0.4605
LRP5	0.792666666666667
ADAMTSL4	-2.53416666666667
ARR3	-0.279166666666667
MAP1A	-0.207
CD2	2.113
NAV2	-0.3440625
TMEM69	-0.0675
ATXN7	-1.09083333333333
CHN2	2.50016666666667
ZNF781	-1.06216666666667
HAS2	-3.4805
KIAA0241	1.94983333333333
BIC	0.62475
MOBKL2A	0.31375
CYP2C9	-0.0515
CNOT7	-1.29921428571429
SFRS10	-0.947
CST11	0.019
FLJ37543	-0.15
NKAP	-0.87075
RUNX1T1	1.946
EAF1	-0.5635
IL4I1	2.9355
LRRC61	0.0198333333333333
PSIP1	-1.68083333333333
SPRR4	0.2285
ZFP90	0.367
AP2B1	-0.0284615384615384
SLC30A7	1.49216666666667
C7orf28A	-0.441333333333333
S100B	-3.848
BMP2	-2.885125
ESR1	1.92833333333333
ZFPL1	0.6595
ARHGAP12	0.45425
LRRC19	-0.0961666666666667
ZNF767	-0.939333333333333
NACA	0.9021
OLIG1	-2.39775
PRF1	0.12275
LST1	2.4565
SPATA9	-0.755166666666667
CNFN	0.404
CDK4	1.9258
TCF15	-1.70366666666667
PARC	-0.91725
PPM2C	3.19425
LOC283345	-0.0735
FAM107B	1.14975
DMXL1	-0.531125
RBM3	-0.120375
HTR5A	-1.302
SCFD1	-0.711
EPHB3	1.936875
ROPN1L	0.666333333333333
RAMP3	-0.824
TSPYL5	1.82254545454545
GAP43	-2.198
PAPD4	-0.68975
PDE3A	-1.9445
TNFRSF10C	-0.22075
JMJD5	-0.420166666666667
RASGEF1A	3.0083
C16orf65	-0.162833333333333
HIPK3	0.539833333333333
XYLT2	0.397
XPOT	-0.7595
GAL3ST1	-1.802
DHCR7	1.1875
AMIGO3	0.109833333333333
FGFR4	-0.4625
CRAT	2.459625
PPP1R14D	0.141
TRIM14	0.3353
TMPRSS11D	0.128
SLC7A11	-2.85921428571429
OR10H2	0.59275
PPM1E	-1.7601
DOCK4	0.289875
FAM127A	0.226375
ENOPH1	-0.74525
SLC5A3	-0.596
ZNF530	-0.7118
NTS	-6.885
FRMD4A	1.52125
BCL11B	-0.634666666666667
PRM1	-0.09375
UQCC	-0.2183
S100A16	-0.975833333333333
PLS3	-0.63725
WWOX	0.307285714285714
CCDC23	0.214
GTSE1	-2.05233333333333
GP2	4.453
FLJ32549	0.705875
CHIT1	1.45175
KLF9	0.577875
RPS24	1.5152
MIA	-4.5205
FIGN	-1.45775
PYROXD1	0.18775
PCSK2	-0.347
MRPL9	-0.372
RPL24	1.398
C12orf32	-0.853875
HIST1H2BE	-0.16
RGS18	0.58275
LFNG	0.508375
RAB4B	-0.3245
FBXO25	-0.642333333333333
TSPAN31	3.31416666666667
ARL8A	0.185214285714286
C10orf83	-0.7197
OR51B6	0.3665
CNKSR2	0.05375
