Hybridization REF	TCGA-A1-A0SP-01A-11R-A084-07
BRP44	0.121
THG1L	-0.53675
GABRA2	-2.00625
C14orf166	-0.841
MYL1	-0.888666666666667
TNFSF18	-0.0895
PAP2D	-1.1495
PPIB	-0.887
KLHL4	-0.358
SFN	0.3835
CCDC127	0.48475
FRAP1	0.7845
GOLGA5	-0.07975
SDCCAG1	-0.548875
MGC21675	0.249833333333333
C10orf95	-0.8845
KIAA1345	0.6265
C1orf163	0.5895
LACE1	0.119666666666667
OR10K2	-0.268
CENPN	-0.9664
TMED2	-0.1205
UGT1A6	-0.508
ANG	-2.17025
U2AF1	-0.402666666666667
CASC2	-0.00316666666666667
NMT2	0.1405
OSGEPL1	-1.0165
DFNB31	-1.126
SLC6A20	-0.533625
DKC1	0.08525
FXYD4	-0.9705
WDR64	0.81075
MGC5590	0.9765
CREBZF	-0.859666666666667
DAZ1	-0.2575
PRPSAP1	-0.2085
GCHFR	-0.6675
TTC7A	0.328
LOC196993	-0.11325
UBD	3.06133333333333
S100A1	-0.193375
RPL6	0.4405
DNAJB6	0.23015
NAGS	-0.0721
C2orf58	-0.0175
KERA	0.294333333333333
MT1X	0.054
UBE2B	0.1592
KEAP1	0.29975
MST1	-3.687875
OMA1	0.662
ABLIM2	2.443
BCL2L13	0.199166666666667
JAZF1	-0.227666666666667
TMEM63B	-0.02
S100A8	1.8275
ARFIP2	0.364
UROS	-0.095
KHDRBS2	-0.968
POLQ	-1.697625
SOAT1	-0.48675
SPAG4	-2.01575
MRPS30	-0.138166666666667
LOC494141	-0.05775
OR2T11	0.478
ORAOV1	-0.355
ZNF184	0.593166666666667
TCEB3B	-0.103833333333333
ADAM21	1.3435
GDPD1	-0.6255
SPINLW1	0.52375
PRR14	-0.141666666666667
KCTD9	0.2456
NUDT3	1.08525
KIAA1822	0.3968
HIST1H4K	0.3155
DFNA5	-0.5355
GABPA	0.033
C14orf44	-0.35725
POLB	-0.659375
PTAR1	-0.06425
SEC31A	0.2602
TRIM58	2.19825
TAS2R14	0.7595
VPS8	1.019875
H1F0	-1.12583333333333
PRKCB1	-2.03933333333333
UGT2A1	0.4275
TOR1B	-0.1365
LSS	-1.45566666666667
C2orf19	0.5875
HNRNPC	-0.0837857142857143
TMEM100	1.80666666666667
LOC116349	0.2595
OR51M1	-0.161
CCDC142	-1.51275
ISG15	0.775125
ZCCHC14	0.1175
CREBL2	1.5635
TGDS	-1.30525
DC2	-0.34775
CACNA2D3	-1.35864285714286
ZNF429	-1.719625
LYPD6	0.307333333333333
SUCLG1	-0.305666666666667
OR51I1	-0.8525
MAGEH1	-0.19375
PRPF40A	0.0255
SMR3A	1.3175
SPINK2	-0.9545
THAP2	0.726
NPY5R	-0.505125
IRF4	-1.245125
SPESP1	-1.5755
OR10S1	0.524
DTD1	0.55025
TUBE1	0.3515
DDX19A	-0.0615
PDPN	-1.000375
TMEM34	0.24525
MGAM	0.76975
COL3A1	5.41072222222222
GFM2	-0.5543
OR5A2	0.204
PSG9	-1.02675
ARHGEF11	0.180166666666667
IVNS1ABP	0.1865625
SIGIRR	0.14325
DUSP19	-0.466625
DNAJC14	-0.2809
ACSS1	0.919375
IL1RAPL2	0.9085
C4orf30	-0.54
SEPT4	1.9085
LANCL3	1.20325
SPAG17	0.241833333333333
PRDX3	-0.666875
HNF1A	-1.659875
P4HA2	-0.19425
RFWD3	-0.298833333333333
MOV10	-0.22075
DNAJA5	1.17135714285714
LOC729440	0.14675
LOC200383	0.58525
SMC2	-0.6705
MIXL1	-1.2055
TMEM9	-0.19
FAM86A	0.5235
ZNF174	0.000499999999999984
MYH14	-0.82625
CCR8	0.28475
VPS37C	0.356166666666667
GPATCH1	0.168166666666667
B3GNT8	1.508
TBX4	-0.405
CNR2	0.553
PCDH1	0.4625
C5orf29	1.844375
OCIAD2	1.8295
PLCG2	1.9515
KIAA0247	1.287125
HRH3	0.075
CAPN13	3.46275
CCR1	0.4985
MGC15523	-0.467611111111111
UVRAG	0.471
DNAJA2	-0.836
ITGA2B	-0.726833333333333
CLDN5	3.175625
PTPRN2	-2.40192857142857
ZNF512	0.2525
PSAP	0.516571428571429
CCDC140	-0.8865
LRRC55	0.21
CYP26C1	0.3275
C8orf47	0.7305
LYN	0.43875
DUSP6	-1.093
TGFB3	1.44813333333333
ELK1	-0.3483
PCDH11Y	1.07666666666667
HGD	-4.52
C17orf58	-0.59375
MYO3A	0.667
SERPINE2	-1.78566666666667
AARSD1	-0.766
C14orf73	-1.3295
ADAM33	-0.0715
ZNF491	-0.2735
MAPK6	-0.62
TCN1	1.93783333333333
SLC24A6	0.5275
UBE2R2	0.3855
H1FNT	0.75325
TATDN2	0.3245
LILRB1	1.86475
P2RY5	0.205
NUCB2	-0.3785
C2orf37	0.88675
SNX27	0.544166666666667
MTA3	0.05275
FOXO4	-0.3425
ID4	2.5975
SOX5	-0.994333333333333
PXMP3	1.03425
OR52M1	0.048
SFT2D3	0.72075
INA	0.5905
MCOLN1	0.53275
NFIX	0.5256
CLEC14A	4.44516666666667
HIBCH	-1.014
PLA2G5	1.15
TIMM10	-0.252833333333333
MED17	0.0398
COL4A4	2.4445
TPP1	0.0336666666666667
GJA3	-1.589
TMPRSS5	2.16
AADACL3	0.615
DNMBP	-2.03075
ENPP5	1.74283333333333
NQO1	-2.1567
ZSCAN2	-0.317
SEC24C	-0.597166666666667
GTF2A1L	0.2385
AXIN2	-1.5199
FAM33A	-1.19
C16orf13	-0.006
SPNS2	0.6295
TAF1	-0.71975
AP1G2	-1.427
RBM42	0.129666666666667
HCN2	0.216166666666667
EFHB	0.581166666666667
RUSC1	0.095
GRIK5	0.3245
USP21	0.353333333333333
ATAD3C	0.37525
ORMDL2	0.48275
PRSS7	-2.30325
PSAT1	0.53675
FLJ13195	-0.462666666666667
TBC1D1	1.6195
IFNG	1.491
OTOS	0.4485
ZNF773	0.7455
EMD	-0.87
RETN	1.6155
CCL8	4.148
APH1A	-0.41725
COX18	-0.782625
GTF2IRD2	2.057
CCDC82	-0.844833333333333
PAFAH2	0.1292
NPEPL1	-1.0702
RP11-114G1.1	0.0685
TP53INP1	-0.050125
ZNF300	0.836333333333333
FOXL2	-2.77275
LARP2	0.2665
LATS1	0.4765
HTR6	0.1235
SPOCK2	1.12766666666667
RNF144B	2.82166666666667
HTATIP2	-0.0325
MGC10334	0.0465833333333333
CENTA2	1.98133333333333
FGF2	0.552
FXYD7	0.031
PHYHIPL	-1.753125
GPR34	3.3875
DDX6	-0.521666666666667
OR10W1	0.2815
LHFPL1	-0.052
ZNF313	-0.352142857142857
VPS28	0.34025
AP3M1	-0.5603
AKR1CL2	-0.5235
TRAF4	0.016875
OR2B11	0.3705
C19orf12	-0.343
AKAP9	0.0423333333333333
C1orf62	0.3955
SLC20A1	-1.0731
FAM112A	0.49975
LDB2	0.022875
MRPS23	-0.8385
KLK5	-0.084
SPTB	-0.3801
EFEMP2	-0.34175
EFNB2	1.47375
PCM1	0.394
NMNAT3	0.9265
TSG101	-0.124166666666667
C8orf40	-0.274
NOB1	-0.094
ABHD3	-0.1825
GTF3C4	0.326125
PIGN	-0.0826666666666667
GALNTL1	-1.72875
AEBP1	0.74025
OR9Q1	0.378
ANKRD2	0.177875
CCL28	-3.09175
TRIM38	0.515
TMCC1	0.113416666666667
SMG5	1.3
LRRC7	-0.2985
NCAPD2	1.2285
C6orf153	-0.532
C1orf74	1.3805
OTUD6A	0.177
DCP2	-0.256833333333333
TMEM24	-1.12825
RPL18	0.1435
TMEM177	0.34575
LRRC37A3	-0.071
C1D	-0.9725
LDHC	1.26725
UBE4B	0.735
NIT1	0.548125
BTN3A3	0.445625
RASD1	1.6005
COMMD3	-0.4905
SHFM1	-0.14525
BIRC8	0.09075
DUT	-0.61325
C12orf51	-0.091
LRRC59	-0.607166666666667
LY6H	0.16225
WDR22	-0.155166666666667
EDEM1	-0.669857142857143
ADH1A	3.453
PANX2	-0.3059
CYP11B1	0.6255
CDC73	0.179
GPR172A	0.8165
GSTM3	-0.0835384615384615
KCNA5	0.4345
SERAC1	1.67566666666667
NFATC2	0.08
ANAPC5	-0.2261
C15orf24	-0.75375
NFATC2IP	-0.793583333333333
TNRC6C	0.103666666666667
MGC102966	4.19275
FGD5	1.07333333333333
MED9	0.2495
RAB13	-0.2335
C15orf49	0.38
CRYGS	-0.9164
C12orf53	-0.6848
LOC283693	-0.8895
COX6B2	-0.03975
PHF14	0.564875
FAM3A	-0.63475
RPL13	0.4639
PRDX2	-0.099
FLJ34047	-1.152
PRMT3	0.4625
KCTD19	-1.6155
TRIM10	-0.560666666666667
MGC26597	-1.07016666666667
GCNT4	0.0965
GPRASP1	-0.50575
CDKN1C	1.20233333333333
RHBDL2	2.3238
HSPH1	0.6505
AQP1	2.92075
COL17A1	-1.0445
GFAP	0.116375
CDC16	-0.67625
KIAA1614	-0.0945
C6orf118	2.61233333333333
ZSWIM5	-2.946
FAM83F	3.8025
LYNX1	0.5963125
SYNPR	0.21325
XG	1.3685
PRSS16	1.3685
KIF13B	0.643357142857143
PCDH9	-0.714375
HIST1H2AH	-0.335
RBM18	-0.559
ZNF626	-0.14125
HEXIM2	-0.885666666666667
ITFG1	-1.0895
TUBG2	-0.9965
SFRS7	0.00108333333333332
C9orf14	0.4995
EXTL1	-1.75675
GBP3	0.483666666666667
WDR5	0.05825
RARG	0.6835
MYO7A	-0.395125
CECR6	0.89675
C13orf3	-0.247875
SFRS18	-1.095625
ACVR1B	0.396833333333333
PSMD1	-0.3066
C7orf31	-0.0918333333333333
ILVBL	-1.42975
IFNGR1	1.33225
RNF186	0.14125
NOL9	0.25675
MAGEL2	-0.13125
SLC29A2	0.1375
NHSL1	1.0925
RBMX	-0.4465
PSORS1C2	0.37575
RAD51L3	-0.0200833333333333
LCN6	0.77025
ORAI2	-0.341875
BRUNOL6	-0.4471
OR4K5	0.04
CDC123	-0.678625
MSLN	3.1205
WWTR1	0.5005
ZNF700	-0.939
COBL	0.03825
PPP1R16B	0.087
GAS7	-0.7806
MDN1	0.39275
HAAO	-0.1925
C9orf68	0.4235
TNFAIP2	2.36475
FOXN1	0.092
hCG_2033311	-0.372833333333333
ATP6V0D2	2.172
RPL41	0.187125
SLC38A1	0.730375
ARHGAP6	-1.11933333333333
ADAD2	-0.4375
PHF20L1	0.00574999999999999
MCM3AP	-0.2255
ST3GAL3	0.0538333333333333
SNX1	-0.739333333333333
ELF5	1.53075
PARP3	-0.333
RBM8A	-0.137
LINGO4	0.8425
ITGA9	1.14366666666667
ZFR	0.57625
ACSL6	0.706375
FLJ20699	-1.1354
DAOA	0.228
FABP4	4.538
KCNB1	1.0485
CANX	-0.1484
SLC25A28	-0.3545
ADIPOR2	1.484875
ECHDC2	1.39725
SMA4	-3.6665
FRZB	2.7835
PABPC1	0.552
DMRTB1	-0.050375
APOBEC3G	0.058
CATSPER2	-1.50066666666667
CUEDC1	0.5405
STARD9	-0.68925
CLDN8	2.840125
LOC23117	-1.413
E2F6	-0.0341666666666667
TMEM126B	-1.788
DPY19L4	0.96475
GIMAP5	3.175
NDUFA9	2.04766666666667
FAM77C	1.008
CTPS2	0.01125
LOC51035	0.46475
WDSOF1	0.15225
EGLN3	-0.4645
PITX3	0.592
OR52E8	0.8165
GRM4	1.2505
KLK1	-1.17616666666667
GPM6B	1.515875
RRAGD	-0.165833333333333
PAGE5	-2.885
UCHL5	-0.778333333333333
ULK3	-0.675166666666667
AIM2	1.38316666666667
PNO1	-0.273333333333333
OR2F2	0.5815
GNAT2	0.0355
SIX1	1.271
ST13	0.4765
ZBTB44	-0.231875
TIMP2	0.2735
ZMAT4	-3.591
GTF2IRD1	-0.1585
ZNF19	0.432
ZNF714	-1.49275
RSC1A1	0.14875
C9orf80	-0.0685
PSMA8	0.222666666666667
TMEM141	0.11175
COX4I1	0.246785714285714
CTAGE1	-0.194333333333333
DTWD1	-0.729
HSD11B1	2.447
KRT6B	5.861375
ARID4B	0.143625
LHFPL3	1.151
WWP2	0.513416666666667
ZNF326	0.275833333333333
RGPD1	-0.871
CTSH	0.382666666666667
FASTKD1	-0.538875
PAF1	0.3956
TTC9C	-0.4545
IFT57	0.3976
PRSS36	-1.2905
IL20RB	1.1405
ZNF592	-0.163166666666667
DCTD	0.2881
CFP	2.21
MFNG	-0.2375
JMJD2B	-0.3265
ALDH3B1	-1.226125
THSD4	-1.40466666666667
KCNJ5	1.4335
LMNA	-0.239333333333333
TBCD	0.245125
ZNF250	0.607
CASQ2	1.153
PEG10	-2.01841666666667
PRAME	-5.4832
NP	-0.000625000000000021
TRIM59	-0.3775
ZNF12	0.09025
XTP3TPA	0.1435
SIGLEC7	0.541
PANK4	-0.05575
FAM70A	-1.25133333333333
SNED1	-1.2335
HIP1	0.1057
RAET1E	-0.304833333333333
AMAC1L2	-1.3265
AHNAK2	1.26566666666667
TOE1	-0.5105
RECQL4	-0.44825
SPRYD3	0.54
DPAGT1	-0.9795
MAGED2	-0.3409
ANKRD55	0.005
TRPS1	2.88558333333333
DOK7	-0.3215
TFPI2	-6.26775
GTF2H3	-0.716833333333333
CYP4F11	-1.5595
LHX2	1.4365
ATG16L1	0.107166666666667
ASB12	1.0285
C1orf116	3.5065
NF2	-0.26205
POM121	-0.38
PHYHD1	-0.2661
TXNDC17	-0.933666666666667
DKFZp779O175	1.8725
NUP62	0.517928571428572
MYO18B	-1.33583333333333
PRAMEF1	-0.1565
TCBA1	1.316
TMEM168	0.425
FJX1	1.7125
CLCF1	-0.645
SEPN1	0.22425
IGSF2	1.15525
NUDCD1	0.335
TFF3	3.06983333333333
NDFIP1	-0.337
CHCHD4	-0.809
TNR	0.405
CUTA	0.118333333333333
USP44	-4.225
DPP10	2.3375
IWS1	-0.262333333333333
PCGF1	0.06925
SULT1C4	-0.059
NTF5	-0.857
PTPN13	1.1165
SSTR5	0.878
SFRP1	0.55175
IDH3B	-0.043
SUOX	0.124666666666667
TMCO5	0.673
GOLT1B	0.87725
MIB1	0.602
PCDHGB1	0.842
SUSD1	0.34
ICAM5	0.0815
PAPOLB	0.17925
URM1	-0.7918
TMEM106B	-0.434166666666667
LRIG2	-0.56375
SLC27A5	-0.941
CLIC6	-0.00159999999999999
ZNF420	0.79
SCN9A	0.00619999999999999
KIAA1909	2.3335
ELMOD1	-1.05475
PRKAG1	-0.2215
FAM64A	0.320777777777778
EEF1G	0.46825
SMAD5	-0.131
INCENP	-0.495
WASF2	-0.625
GARS	-0.2258
CDK10	-0.5839
HLX	0.0483333333333334
MDM4	-1.331375
ZNRF1	0.019
HHATL	-1.5505
FAM21C	0.4011
HIST2H3C	0.07975
PFDN2	1.1545
ZNF200	-0.34525
NDN	-1.34325
HBA2	-2.678
FBLN5	1.809875
PUM1	0.826214285714286
TNNT1	-0.0675
C19orf59	4.52383333333333
HNRPH2	-0.477666666666667
RAB7A	0.1945
PMS2	-0.410375
BIRC3	1.622
NRSN2	0.256375
OR52K2	0.244666666666667
SPOCK1	-0.7185
H2AFY	0.918
RXRB	-0.40275
ZNF638	-0.328666666666667
ANKRD45	1.75
ACTN4	0.675333333333333
FXC1	0.68125
EIF2B5	0.63825
VPS33A	-0.49225
PINK1	0.471375
FAM106A	-0.479
SKIP	0.8985625
GAPDHS	0.183
MUM1L1	0.4595
PSTPIP1	1.54325
CNTNAP1	-1.4851
CYP26A1	0.88225
APOL2	-0.0676
TACC2	0.479
COX7A2L	-0.0677857142857143
HSD17B1	-0.0958125000000001
ARRB2	0.44875
SLC7A6	0.3111
HSD17B10	-0.60075
RBJ	-0.52025
NUP155	0.19425
MRPL10	-1.14033333333333
CYCS	-1.38508333333333
CCDC46	-0.781166666666667
TECTA	0.0905
GNAL	0.2845
LPO	0.0845
PEBP4	0.60125
DDX11	0.2255
C18orf12	0.6525
TAF9B	-1.34933333333333
IMP4	0.9255
RPA4	0.3695
NDUFS1	-0.36025
UPK1A	-0.751666666666667
ARRDC2	0.5845
C18orf20	0.105
AES	0.344928571428571
CD2BP2	-1.28783333333333
C16orf54	-0.312
UGT2B17	-2.2585
FGFR1	-1.54118181818182
CEACAM6	-3.9692
CHRM5	0.28125
CERK	0.804125
AP3S2	-0.644714285714286
ANKS4B	-1.544
CLCNKA	-0.180666666666667
ZNF208	-1.1425
HLA-DRB5	4.453
CARKL	-1.38475
GOT1	-0.603166666666667
CASP6	0.891375
HOXA1	-0.039
RCL1	0.23525
ZNF181	0.139333333333333
RAB40B	0.718
MRPL38	0.457375
LRRN2	1.012
C3orf25	0.461
OR5D14	0.7475
OR10AG1	0.517
BET1L	-0.0857
FRY	3.439
AK3L1	-0.02025
CSF3R	0.505333333333333
POLR3K	-0.657833333333333
ATG2B	-0.193833333333333
EPS8	1.92266666666667
DARS	0.043
C10orf56	-0.869333333333333
DAD1	-0.44875
RIOK1	-0.166333333333333
HERC2	-0.52775
HSD11B2	1.57316666666667
FAM96B	-0.2315
MGC13057	-0.7975
BSN	0.19475
CAND1	-0.0516666666666667
HCST	2.4105
ACTR10	-0.470333333333333
OR8D4	-0.1045
NASP	-0.2467
COL9A2	1.00183333333333
LYZL1	-0.072
GPC5	-2.457
TBL3	-0.724166666666667
CENTD2	-0.2609
OR5AP2	0.5375
TLR1	3.2555
LMO6	-0.50275
ZIC2	-0.994875
CPNE5	1.25125
ZMYND15	1.3155
FLJ22374	0.301
CCDC106	0.37025
PARP16	-0.659
PDIA3	-0.064
C14orf126	0.0015
CECR2	-0.5365
SFRS1	-0.633928571428571
FIGLA	0.715
DCP1A	-0.484833333333333
MGC45800	-1.1185
TEKT1	-0.160166666666667
C10orf67	0.3495
CLN5	0.222625
NTN2L	0.0745
GLE1L	-0.09925
CES2	-0.9111
GNAS	0.00172222222222223
DDX53	0.092
TSPAN13	0.71375
MRPL52	-0.5091
SPIRE2	-0.005625
TAS2R39	0.442
SCUBE3	2.33025
UCRC	0.168
CDKL3	0.2275
KIAA1715	-1.3422
ZNF345	0.90475
RTF1	-0.34775
DHRS7	-0.74625
RIPK4	0.351833333333333
EXOSC2	-0.9135
MS4A2	0.716
FGF17	-0.27775
WDR59	-0.19075
EVI2A	-0.75375
IL17RC	-0.392833333333333
HS3ST1	3.601
ITGB1BP2	-1.1895
RBPJ	-0.777166666666667
GIMAP1	3.357
INE1	-1.56383333333333
ALDH18A1	0.208125
TPI1	1.096625
GATA6	2.17325
CABP1	-0.721166666666667
ZNF484	-0.782
DAPK3	0.7175
GJB1	-2.84333333333333
PIN1	-0.253375
SLC6A15	-0.381583333333333
CNO	-0.57625
RIN2	1.292
FRRS1	-0.464
CYorf15B	-3.7085
DMRT3	1.34175
ATAD1	-0.528625
OTUD4	0.694833333333333
ATOH8	-1.8095
ZSCAN16	0.991375
ASCC1	-0.52775
OTUD3	1.196
MGC33212	0.772833333333333
YME1L1	-0.70375
RP11-218C14.6	0.2895
PCBP4	0.188
TNFRSF10A	0.2355
CDH10	-2.82166666666667
KL	1.40975
SCP2	-0.184083333333333
C9orf119	0.580375
SON	-0.079
MAFK	-0.252
SBNO2	0.394
SLC6A6	-0.274333333333333
SC4MOL	-0.900375
FAM35B	-0.161875
PPP1R9A	1.837875
PDZRN3	1.42725
CXorf20	1.0055
C6orf126	-0.76025
AVEN	0.422
FLJ21075	-0.622
C14orf132	0.1415
PCK2	-0.53025
GUCY2C	0.5115
BARX2	-0.119
PEX11G	0.7235
DAO	-0.619333333333333
C10orf49	-0.138
EDNRA	0.912333333333333
PPP2R5A	0.0713
DDX39	-0.884833333333333
SERF1A	0.21025
ASCIZ	0.6575
FNDC8	0.039
PTMS	1.085125
PHF7	-0.09775
PIP4K2B	-0.6145625
HHLA2	-0.265
BDH2	0.4607
APOBEC2	0.01375
PENK	-0.790833333333333
SMAD9	-0.479
MT3	0.631
RGL1	0.3945
ATG10	-0.936625
DLGAP4	1.25733333333333
APPBP2	-1.38271428571429
BACE2	1.33371428571429
LOC339344	0.465
ZNF395	-0.536375
HIST1H2BL	-1.304
ZNF467	0.22775
SLC25A21	0.69375
PALM2	0.187833333333333
NSUN5C	-0.861
IL5	0.00300000000000001
CLSTN2	0.21875
ANXA8L2	3.4915
PTGES	-0.286375
GDAP1L1	-1.8375
OPRK1	2.76266666666667
WDR20	-0.241083333333333
C12orf4	2.353625
NUP88	-0.216
XRCC6BP1	-0.0308333333333333
FCGBP	2.24371428571429
LEMD2	-0.11225
NOMO1	-1.12
C10orf79	0.76125
ZNF79	0.202
OCRL	-0.1306
HSPA8	0.0632916666666666
DIDO1	-0.18525
PLA2R1	0.45575
COG3	-0.1004
NGDN	-1.082
CBFA2T2	0.136625
PNOC	0.89175
PRRG1	-0.28225
AGGF1	-0.393642857142857
DPF2	0.829
YIPF7	0.2525
TRPV5	0.51375
ZNF322B	-0.002
MED12	-0.339
CARS	0.228333333333333
ABCC11	-0.726833333333333
C9orf25	-0.108
MYH1	0.527
FRYL	0.28975
AGTRAP	0.233
MMP27	0.2415
ZNF432	-0.171
OR8D1	0.2275
OR13D1	-0.12075
VWA1	0.09875
STON1	0.96475
IL5RA	-0.15525
PERP	2.0046
C10orf107	0.335333333333333
TNFSF12	1.35475
FN1	-0.458541666666667
MTR	-0.679833333333333
PHLPPL	0.0695
ZNF425	0.2095
DHFR	-1.52027777777778
PPP1R12A	-0.28425
RSPO2	-0.801
ZNF7	0.062
ZNF583	0.704
TPMT	-1.051
GPR132	0.727
OR2T12	-0.21725
SERTAD2	0.0521
ATP1A1	1.0183
FRMPD3	0.257
ZNF672	0.2215
PLXNB3	-0.465625
EML5	-0.447
FAIM3	0.0355
UBQLN2	0.1855
SORCS2	-0.866
PRIM2	-0.9005
ACVR2A	0.737
YWHAZ	0.85125
PGM2L1	0.65075
GNAO1	0.101461538461538
RPL10	-0.6735
RPS6KA6	-0.246
PFKL	-0.282666666666667
SH3D19	0.16475
AURKB	-1.24
ZC3H6	0.88325
DISC1	-0.256
FLJ39660	-0.979666666666667
TMEM25	0.5645
OSBPL10	-0.444375
CLTCL1	-1.749
ALG6	0.68425
CATSPER4	0.4615
LRTM1	0.228
RRAD	0.657666666666667
TIPIN	-0.99925
CARD14	-0.101625
RBM9	0.861166666666667
RASSF4	2.88825
SLC25A18	-0.434833333333333
C6orf58	-0.0328333333333333
IGHD	0.525
PLA2G6	0.0885
TPT1	0.09225
SEC63	1.4616
CCDC113	0.4765
TDRD10	-0.02925
KIAA1666	-1.1115
TOR1AIP1	0.1815
SYTL4	-1.12483333333333
SPRR2F	-0.9965
CEBPD	2.024
SNTG2	1.23925
C20orf77	0.082
TAS2R49	0.4085
C6orf173	0.2735
SVEP1	-0.0014
PXN	-1.38185714285714
VIL2	1.37033333333333
C5orf21	1.03308333333333
DIXDC1	0.23675
GANAB	-0.156666666666667
PDSS1	-0.6745
NGFR	-0.192625
ATP8B4	0.6855
BMP8A	0.568
CCDC132	-0.20225
GNRH1	-1.26775
OR10T2	0.49925
PDGFD	1.2085
OR6W1P	0.328
HARS	-0.601583333333333
KRT77	0.3875
AQP8	-0.37725
ITGB1	-0.2711
ZNF254	-1.32
PAX1	-0.108166666666667
PSMC4	-0.3581
ANKRD22	3.41075
PSMD8	0.0758333333333333
HTR1E	-0.9555
SOX10	-1.6955
OR5B2	0.3715
RABGEF1	-0.603071428571429
MAP1LC3B	-0.436
CYB5R4	1.0535
AGXT2L1	-1.80675
FLJ41603	2.83883333333333
TRAPPC2	-0.0763333333333334
FNTB	-0.4863
FLJ14107	-1.11016666666667
AURKAIP1	0.42975
DSE	2.451
NFKBIZ	-1.28383333333333
OSBPL3	-0.00433333333333333
LOC130576	0.3485
SLC39A9	-0.361
LOC137886	0.936333333333333
RHCE	-2.3485
ATG7	0.300333333333333
FAM82A	0.02
FBN3	0.2305
MCFD2	-1.23
CASP14	0.101
EPS15	0.48575
SFRS2B	0.332583333333333
C19orf47	0.0675
PLAC9	-0.079
GPR23	-0.915
BTNL3	-0.0191666666666667
RGS8	0.7385
GNS	-0.028375
ENO2	-0.338166666666667
CBX1	-0.374
PEX26	0.6535
LRP5	-0.579833333333333
ADAMTSL4	-1.17566666666667
ARR3	-0.101333333333333
MAP1A	-0.76475
CD2	4.243
NAV2	1.003375
TMEM69	0.02525
ATXN7	-1.5205
CHN2	0.540666666666667
ZNF781	-0.127833333333333
HAS2	-3.31016666666667
KIAA0241	-0.368333333333333
BIC	2.04275
MOBKL2A	-0.21525
CYP2C9	-0.079
CNOT7	0.796357142857143
SFRS10	-0.267
CST11	0.69625
FLJ37543	0.3145
NKAP	-1.106
RUNX1T1	1.62475
EAF1	-0.2434
IL4I1	3.622
LRRC61	0.362333333333333
PSIP1	0.258083333333333
SPRR4	0.203
ZFP90	0.495833333333333
AP2B1	-0.526307692307692
SLC30A7	0.666916666666667
C7orf28A	0.218666666666667
S100B	-0.764666666666667
BMP2	2.60725
ESR1	-1.62741666666667
ZFPL1	0.2525
ARHGAP12	-0.308
LRRC19	-0.223
ZNF767	-1.122
NACA	-0.0923
OLIG1	0.37825
PRF1	0.82125
LST1	3.43816666666667
SPATA9	-0.976333333333333
CNFN	0.383
CDK4	0.1735
TCF15	-1.87716666666667
PARC	-0.29025
PPM2C	1.70675
LOC283345	1.0085
FAM107B	-0.0415
DMXL1	-0.930125
RBM3	0.036125
HTR5A	-0.9
SCFD1	-0.784333333333333
EPHB3	2.694875
ROPN1L	-0.618166666666667
RAMP3	0.4225
TSPYL5	3.92063636363636
GAP43	-2.7685
PAPD4	-1.19575
PDE3A	-1.2245
TNFRSF10C	-0.2995
JMJD5	-0.2915
RASGEF1A	1.5961
C16orf65	0.0498333333333333
HIPK3	0.171333333333333
XYLT2	-1.421
XPOT	-1.04416666666667
GAL3ST1	-1.963
DHCR7	-0.4885
AMIGO3	0.788166666666667
FGFR4	-1.98366666666667
CRAT	-1.314125
PPP1R14D	-0.1815
TRIM14	1.1761
TMPRSS11D	0.147
SLC7A11	-1.12092857142857
OR10H2	0.42775
PPM1E	0.0517
DOCK4	0.594
FAM127A	-0.62025
ENOPH1	0.759
SLC5A3	-0.0635
ZNF530	-0.2175
NTS	-4.95125
FRMD4A	0.366125
BCL11B	-1.72683333333333
PRM1	-0.05725
UQCC	-0.1366
S100A16	1.5325
PLS3	0.32675
WWOX	0.197214285714286
CCDC23	1.273
GTSE1	-0.715
GP2	-0.0905
FLJ32549	-0.0145
CHIT1	4.81775
KLF9	-0.133625
RPS24	0.0112
MIA	2.4895
FIGN	1.20225
PYROXD1	1.51825
PCSK2	1.712
MRPL9	0.1535
RPL24	0.40725
C12orf32	0.919875
HIST1H2BE	-1.26525
RGS18	2.80475
LFNG	1.619625
RAB4B	-0.1901
FBXO25	0.8065
TSPAN31	-0.659
ARL8A	0.695
C10orf83	-0.7237
OR51B6	0.255
CNKSR2	-0.029
C1orf156	0.361
IBSP	0.638
GFRA2	0.4628
ALKBH7	-0.0513
NEK10	-0.94275
VN1R3	0.147666666666667
LOC91948	0.486
CPZ	-1.1975
IHPK3	1.42616666666667
COL8A1	0.12775
RBPJL	0.234
OR10A4	0.12825
CASP8AP2	0.57225
MMP12	6.616
OR8B12	0.111
CDCA5	-0.3355
LIX1L	-1.31925
PEX11B	0.2465
GABRA1	0.453
HABP2	0.085
REEP1	0.895833333333333
FBXO15	0.604
CD68	1.6965
WFDC9	-0.0725
GHDC	-0.446333333333333
SMARCA1	-2.50375
SPAST	0.758166666666667
PLXND1	-0.59225
MLCK	0.0335
INTS5	0.427333333333333
BSG	-0.0940714285714286
PARP8	0.783166666666667
TEAD4	2.04916666666667
ZNF498	-0.28
TMEM89	-0.209833333333333
DTX4	1.8795
TNRC6B	0.904625
ARMC2	0.493875
FGFBP1	3.568
TIMM8A	-0.7
AJAP1	-2.0023
ZNF608	0.437
SLC25A42	-1.115
SYP	-0.213333333333333
MMP11	2.56616666666667
