Hybridization REF	TCGA-AN-A0FK-01A-11R-A034-07
CHEK1	-2.376875
ZNF8	-0.2616
TXNDC1	-0.100833333333333
CKB	-0.5147
RTN3	0.815071428571429
FZD2	0.312833333333333
PART1	2.100375
PSMB6	-0.33175
PCDHB8	-0.969
PHC3	-0.222
PPP1R8	-0.4495
NOVA2	1.78066666666667
TNFRSF11B	-4.325125
GOLPH3	1.04383333333333
UBLCP1	-0.647
SUHW3	-0.57875
TTLL1	0.6235
OPN4	0.3185
OR13G1	0.8005
ZPBP2	0.0713333333333333
HSD17B11	-2.148375
C9orf50	-0.18
DHDDS	-0.560357142857143
CTSW	0.4156
NEFM	-2.8295
MRPL28	-0.226
SYN1	0.973666666666666
PIGV	0.0476666666666667
ZIM2	-1.26975
APBB1	1.0555
SND1	-0.32625
C1orf123	-0.513833333333333
CHD3	-0.9555
BHLHB8	0.4765
RNASE2	-0.582166666666667
BCAP31	0.396625
SLC25A44	0.435166666666667
CHD6	0.3816
PIB5PA	1.20684615384615
SELS	0.357125
LOC541471	-0.097875
FAT2	-2.2865
ZNF81	-0.9315
OR4C16	0.146
FLJ10081	-0.1009
LRRC4	1.5315
CS	-0.232
N4BP2	-0.826625
IGFBP7	1.84125
ZNF318	0.0214166666666666
NDNL2	0.153875
ZNF609	0.22075
SIRT4	-0.351
EXOSC10	-0.9285
ECE2	0.207916666666667
OVGP1	1.69575
GTPBP3	-0.836
PACS2	-0.3001
C19orf36	-0.525
ARL4C	-1.843
ATG4B	-0.655875
UBQLNL	-0.3665
RHOXF2B	-3.4605
PLEKHG2	-0.964
GALR1	-3.348
AQP4	0.0728333333333334
HDAC7A	-0.0345
DCUN1D3	1.2035
OR8A1	1.658
CCRN4L	0.185625
CBR4	-0.8595
KIFC1	-1.57883333333333
SLC7A14	-1.8138
LHX5	0.9985
TRPC7	0.104
LPXN	-1.29925
SERPINA1	-2.674625
RPS13	-0.2026
BPIL3	0.9125
PRKAA1	-1.40025
FADS2	-0.0114
ENAH	0.9835625
PRO1768	0.139
APBA2BP	0.286
LIPH	2.63833333333333
C3orf33	-1.3265
RCC2	-0.532285714285714
ALDH1A2	-3.6182
RNF103	2.387
AHCY	-0.9165
ALG12	0.224
CCL17	0.2915
ZNF543	1.4005
ESRRG	2.5116
CNGA1	-0.98975
RDH5	-1.29616666666667
OTX1	-0.4001
PTGFR	-1.8734
CDR2	0.781
SELE	3.413
NLGN2	-1.3015
EXOSC9	-1.169
ZNF566	0.4755
KLRC2	-5.0495
GPR12	1.448
KIAA0196	0.48375
PDRG1	-0.6875
SSR3	-0.184357142857143
MSI1	-0.5685
CST9	-0.192
CC2D1A	0.436125
PLAGL1	-1.07182352941176
ZNF778	0.7785
RNF2	1.18025
KLF6	-0.0753333333333333
THBD	1.499
tcag7.1314	1.43975
NR5A1	0.145833333333333
ABCD2	0.09425
DNAJC7	-1.614
CLEC4C	-0.263
TM2D3	-0.224875
CCDC4	-1.717
PLAC2	0.9785
DCD	8.252
FAAH	1.677375
POLA1	0.397166666666667
TM7SF2	0.285375
FLJ39822	-0.530166666666667
FLOT2	-0.284875
MAP4K1	-1.11283333333333
SRP68	-0.582
C21orf74	0.982
ARPC5	1.078375
LOC126075	2.168
HECW2	1.40025
ZDHHC4	-0.43925
ANKRD42	2.6362
PDE9A	-1.00616666666667
ABCA8	-0.215
NDUFS2	0.68175
UBR5	-0.452625
BTBD16	-1.63125
LOC554174	-0.573
ZNF20	1.667
KIAA1843	-0.577
WDR17	0.15125
C15orf33	0.495
RNF113A	-0.12325
CAMKK1	0.2652
CLCN2	-0.0445
ANXA6	-1.126
LOC340069	-0.024
EMID1	0.00374999999999999
DPM3	-0.0158333333333334
ELA1	0.5115
SLC25A13	-1.4826
KRT24	0.58225
SMPD1	0.419833333333333
TH	0.43325
COL6A2	0.575428571428572
ANKS1B	1.53725
GPR126	-3.4289
ZC3H12A	-0.593
TMEM47	-0.335833333333333
C2orf51	-0.0331666666666667
C1orf88	2.8765
HSF2BP	-0.636
AKAP10	0.23025
RPAP3	0.3945
KLHDC8B	-0.225
STOM	1.7181
MUPCDH	0.11075
C10orf72	-0.122
PLEKHA3	0.5935
TCP11L1	-0.627
CWF19L1	-0.689125
SPEF1	2.141
YSK4	-0.23675
ELN	1.241
SAMD8	0.900833333333333
MPI	-1.32516666666667
MEPCE	-0.0154
ABCC3	-1.6205
NANOGP1	-3.1495
KCNK17	-0.899
HLA-DMB	3.97966666666667
RRAGA	1.41225
ANGEL1	-1.07375
RBM32B	-0.04
CPN1	-3.32375
MGC52282	-0.7074
HLA-A	1.07258333333333
OR9G4	0.3725
EDNRB	-0.259875
SCD	-1.83164285714286
C14orf80	-0.716
BAGE2	0.509
RABL4	0.6915
RCVRN	1.093
SHANK1	-0.365
NLRP7	-2.48125
CD226	0.7755
STAT3	0.59825
SYNJ2	0.2437
TPCN2	-0.2985
WDR36	-0.501416666666667
MBD4	-0.35325
ROBO1	-1.3504
ST3GAL6	-3.34625
SLAMF8	2.678
ATN1	0.693333333333333
GPR141	1.98975
KRT36	-1.9475
TPH1	1.751
DDX52	0.263
ZSCAN29	0.655833333333333
TRPT1	0.618833333333333
DPEP3	-0.0572500000000001
DENND4A	-1.2685
TSPAN16	-2.022
PTCHD2	-3.442
LOC145814	-0.799
CAP1	0.371833333333333
EIF5A2	-0.5381
NT5DC3	-1.689875
SEPT9	-1.118375
SEZ6L2	1.099
EGFLAM	3.00525
VPS11	0.5235
NDUFB5	0.180166666666667
CIDEA	0.185666666666667
IER5L	-0.2635
N6AMT1	0.74225
FAM83C	-0.14275
OXR1	1.94141666666667
IRX1	-1.022
DGKB	-0.19875
GCN5L2	-1.92425
MIR16	0.88125
FBXW9	0.335
WDR4	-1.5735
PDC	0.1435
VPS33B	-0.88175
HEXB	0.258
FLJ32214	1.45575
TCEB3	-1.608
CRLF1	-3.55875
ABI3BP	0.7235
C8orf22	-3.6425
PYCR1	-0.415375
KIAA1706	0.9855
CDK5R2	1.099
WAS	-0.075
C12orf60	-0.29975
CCBL2	1.097875
MADD	0.351
C5orf34	-1.391
WDR42A	1.2686
KLF12	-0.747
HSPA1A	2.04375
ITM2C	-1.76083333333333
DAPK2	1.85333333333333
LOC442590	-1.032
SUMF2	-0.557125
CENPA	-2.87776923076923
TMED5	-0.648125
CDH6	0.1513
BRP44	1.157125
THG1L	-0.6815
GABRA2	-1.94
C14orf166	-0.48875
MYL1	-1.24733333333333
TNFSF18	-0.6625
PAP2D	-1.69466666666667
PPIB	-0.88725
KLHL4	-0.275625
SFN	-1.06366666666667
CCDC127	1.26875
FRAP1	-1.018
GOLGA5	1.3095
SDCCAG1	0.00699999999999999
MGC21675	-0.1175
C10orf95	-0.513
KIAA1345	-0.636
C1orf163	-1.6425
LACE1	-0.0165
OR10K2	0.0795
CENPN	-2.12048
TMED2	0.1555
UGT1A6	-1.1275
ANG	-0.21975
U2AF1	-0.926833333333333
CASC2	0.284666666666667
NMT2	-1.01866666666667
OSGEPL1	-0.119875
DFNB31	-0.994
SLC6A20	0.3035
DKC1	-0.852
FXYD4	-0.39375
WDR64	0.40825
MGC5590	0.263
CREBZF	0.0438333333333333
DAZ1	-0.40525
PRPSAP1	-1.0045
GCHFR	-1.2005
TTC7A	-0.996875
LOC196993	1.152
UBD	0.2095
S100A1	0.578375
RPL6	-0.735166666666667
DNAJB6	-0.02305
NAGS	0.1085
C2orf58	0.298
KERA	0.413833333333333
MT1X	-1.0655
UBE2B	1.602
KEAP1	0.75925
MST1	-3.807
OMA1	1.459
ABLIM2	1.6635
BCL2L13	-0.354083333333333
JAZF1	0.0546666666666667
TMEM63B	1.111
S100A8	-0.7146
ARFIP2	1.15875
UROS	0.791
KHDRBS2	-1.517
POLQ	-2.549375
SOAT1	-2.297
SPAG4	-1.16675
MRPS30	1.69483333333333
LOC494141	-0.26125
OR2T11	0.6415
ORAOV1	-0.7809
ZNF184	0.271833333333333
TCEB3B	0.6422
ADAM21	-0.5365
GDPD1	0.569
SPINLW1	-0.541
PRR14	-0.154333333333333
KCTD9	0.3582
NUDT3	0.15625
KIAA1822	0.0569
HIST1H4K	1.4475
DFNA5	-2.83475
GABPA	0.697
C14orf44	1.381
POLB	1.716
PTAR1	-0.41
SEC31A	0.6441
TRIM58	-2.01925
TAS2R14	-1.125
VPS8	0.012375
H1F0	0.904
PRKCB1	-3.4965
UGT2A1	0.3355
TOR1B	0.3065
LSS	-2.40458333333333
C2orf19	-1.2455
HNRNPC	0.581571428571429
TMEM100	-1.683
LOC116349	-0.52
OR51M1	0.633
CCDC142	-1.583
ISG15	2.21175
ZCCHC14	-0.599625
CREBL2	0.808875
TGDS	-1.3375
DC2	-0.53825
CACNA2D3	-2.76185714285714
ZNF429	0.526
LYPD6	0.676333333333333
SUCLG1	-0.922666666666667
OR51I1	-0.666
MAGEH1	1.79575
PRPF40A	-0.988
SMR3A	1.381
SPINK2	-1.85825
THAP2	0.794
NPY5R	6.0165
IRF4	-2.249625
SPESP1	2.24633333333333
OR10S1	0.6805
DTD1	-1.07
TUBE1	-1.1215
DDX19A	-1.0695
PDPN	-2.480875
TMEM34	0.179083333333333
MGAM	2.31125
COL3A1	5.61827777777778
GFM2	-0.2962
OR5A2	0.0585
PSG9	-1.48866666666667
ARHGEF11	0.261
IVNS1ABP	-0.0978125
SIGIRR	1.3795
DUSP19	-1.563625
DNAJC14	0.0802
ACSS1	-1.222375
IL1RAPL2	0.797
C4orf30	-1.1505
SEPT4	1.97975
LANCL3	-2.123
SPAG17	3.15383333333333
PRDX3	-0.483
HNF1A	-1.54725
P4HA2	-0.019375
RFWD3	-0.745166666666667
MOV10	-0.95575
DNAJA5	1.2365
LOC729440	0.14825
LOC200383	0.604285714285714
SMC2	-1.3885
MIXL1	-1.25233333333333
TMEM9	0.68825
FAM86A	2.0055
ZNF174	0.658
MYH14	-0.885
CCR8	0.078
VPS37C	1.63083333333333
GPATCH1	0.385666666666667
B3GNT8	1.6405
TBX4	-0.33825
CNR2	0.111666666666667
PCDH1	1.57625
C5orf29	2.688875
OCIAD2	0.6865
PLCG2	-0.163
KIAA0247	1.725375
HRH3	0.280444444444444
CAPN13	4.2315
CCR1	-0.6514
MGC15523	-0.243111111111111
UVRAG	1.157
DNAJA2	-0.622833333333333
ITGA2B	-1.3875
CLDN5	3.253375
PTPRN2	1.636
ZNF512	-1.01633333333333
PSAP	0.567357142857143
CCDC140	-1.438
LRRC55	0.7155
CYP26C1	-1.345
C8orf47	-0.6465
LYN	-0.038875
DUSP6	-0.365333333333333
TGFB3	2.20193333333333
ELK1	-0.6142
PCDH11Y	-0.4098
HGD	-2.28475
C17orf58	-0.1695
MYO3A	0.3035
SERPINE2	-4.98133333333333
AARSD1	-0.527625
C14orf73	-1.22325
ADAM33	-0.2385
ZNF491	0.671
MAPK6	-1.38216666666667
TCN1	-0.865
SLC24A6	0.5085
UBE2R2	0.55575
H1FNT	0.4215
TATDN2	-0.374666666666667
LILRB1	1.95125
P2RY5	1.2595
NUCB2	2.24975
C2orf37	0.64025
SNX27	1.326
MTA3	0.056625
FOXO4	-0.00199999999999999
ID4	-0.821666666666667
SOX5	-2.33033333333333
PXMP3	0.6355
OR52M1	0.098
SFT2D3	-0.459
INA	-2.92433333333333
MCOLN1	0.893
NFIX	2.2126
CLEC14A	5.63233333333333
HIBCH	-1.00883333333333
PLA2G5	1.05025
TIMM10	0.101166666666667
MED17	0.6427
COL4A4	-2.256
TPP1	1.0475
GJA3	-1.18266666666667
TMPRSS5	-1.62225
AADACL3	-0.138
DNMBP	0.135
ENPP5	5.913
NQO1	-0.8089
ZSCAN2	-1.129375
SEC24C	-0.2545
GTF2A1L	-0.392
AXIN2	0.0504
FAM33A	-1.364
C16orf13	1.087375
SPNS2	0.31525
TAF1	0.428
AP1G2	-0.103
RBM42	0.305
HCN2	0.777
EFHB	-0.1165
RUSC1	0.377833333333333
GRIK5	0.1245
USP21	0.0895
ATAD3C	0.91375
ORMDL2	1.67025
PRSS7	-2.57375
PSAT1	-5.97975
FLJ13195	0.476
TBC1D1	-0.671833333333333
IFNG	1.1455
OTOS	0.294833333333333
ZNF773	-1.1905
EMD	-1.5055
RETN	-0.4935
CCL8	3.2935
APH1A	-0.1855
COX18	-0.4975
GTF2IRD2	-0.3855
CCDC82	-2.4485
PAFAH2	0.136
NPEPL1	-1.1254
RP11-114G1.1	0.1935
TP53INP1	1.6315
ZNF300	-0.432666666666667
FOXL2	-3.48933333333333
LARP2	0.45225
LATS1	0.4335
HTR6	0.3945
SPOCK2	-0.339833333333333
RNF144B	3.244
HTATIP2	0.079875
MGC10334	-0.321916666666667
CENTA2	2.3155
FGF2	0.4765
FXYD7	0.00674999999999999
PHYHIPL	-1.339375
GPR34	4.803
DDX6	0.5655
OR10W1	-0.1145
LHFPL1	0.028
ZNF313	-1.054
VPS28	1.007
AP3M1	-0.00139999999999997
AKR1CL2	-0.675
TRAF4	-0.147625
OR2B11	0.2545
C19orf12	-0.3135
AKAP9	0.826333333333333
C1orf62	0.05
SLC20A1	-2.2163
FAM112A	-0.0645
LDB2	0.781
MRPS23	-0.80025
KLK5	-0.920125
SPTB	-0.4728
EFEMP2	0.326
EFNB2	0.315375
PCM1	0.909571428571428
NMNAT3	2.30825
TSG101	1.24283333333333
C8orf40	1.0785
NOB1	-1.50375
ABHD3	1.81225
GTF3C4	0.076375
PIGN	1.67916666666667
GALNTL1	-0.73225
AEBP1	1.54125
OR9Q1	-0.394
ANKRD2	-0.32125
CCL28	-1.31225
TRIM38	1.7115
TMCC1	-0.309333333333333
SMG5	-0.565
LRRC7	-0.097
NCAPD2	-1.85483333333333
C6orf153	-0.4705
C1orf74	0.501
OTUD6A	-0.388
DCP2	-0.443333333333333
TMEM24	0.79475
RPL18	-0.485
TMEM177	-0.5735
LRRC37A3	0.6565
C1D	-0.240333333333333
LDHC	-0.125
UBE4B	-0.288166666666667
NIT1	0.784125
BTN3A3	0.11
RASD1	1.05425
COMMD3	0.85625
SHFM1	0.282
BIRC8	0.3135
DUT	-0.541
C12orf51	0.846
LRRC59	-0.484833333333333
LY6H	0.477
WDR22	0.125916666666667
EDEM1	0.365428571428571
ADH1A	2.0925
PANX2	-0.4268
CYP11B1	0.92875
CDC73	-0.45125
GPR172A	0.3455
GSTM3	-1.26923076923077
KCNA5	0.12025
SERAC1	0.494833333333333
NFATC2	0.304
ANAPC5	-0.9158
C15orf24	-0.48225
NFATC2IP	0.245363636363636
TNRC6C	-0.225333333333333
MGC102966	-3.7645
FGD5	1.34383333333333
MED9	-0.0825
RAB13	0.500333333333333
C15orf49	0.865
CRYGS	-1.3847
C12orf53	-0.846
LOC283693	-1.391
COX6B2	-0.809
PHF14	-1.149125
FAM3A	-0.645375
RPL13	-1.4285
PRDX2	0.9896
FLJ34047	-1.609
PRMT3	0.23725
KCTD19	-2.2395
TRIM10	-1.551
MGC26597	1.34516666666667
GCNT4	0.51825
GPRASP1	-1.0705
CDKN1C	-0.26475
RHBDL2	1.1765
HSPH1	0.0545
AQP1	2.857625
COL17A1	-3.6232
GFAP	0.4045
CDC16	-0.41875
KIAA1614	-0.1275
C6orf118	-0.7045
ZSWIM5	-1.39075
FAM83F	3.38325
LYNX1	0.1080625
SYNPR	-0.20325
XG	3.17316666666667
PRSS16	1.476
KIF13B	2.5425
PCDH9	-1.633375
HIST1H2AH	1.12816666666667
RBM18	0.31775
ZNF626	1.325875
HEXIM2	-0.0188333333333333
ITFG1	-0.094
TUBG2	-0.8145
SFRS7	-0.425333333333333
C9orf14	0.042
EXTL1	-1.653
GBP3	3.4965
WDR5	-1.567
RARG	0.2205
MYO7A	-0.65175
CECR6	1.24625
C13orf3	-1.247375
SFRS18	-1.248375
ACVR1B	0.702833333333333
PSMD1	-0.5958
C7orf31	-0.891666666666667
ILVBL	-0.1345
IFNGR1	0.63425
RNF186	0.341
NOL9	-1.21625
MAGEL2	0.126
SLC29A2	-0.3455
NHSL1	-0.4785
RBMX	-0.552
PSORS1C2	0.368
RAD51L3	-0.384666666666667
LCN6	1.399
ORAI2	-0.85875
BRUNOL6	0.4477
OR4K5	-0.01
CDC123	-0.85375
MSLN	-2.0895
WWTR1	-0.840166666666667
ZNF700	-0.211
COBL	0.429
PPP1R16B	-0.758
GAS7	-0.8448
MDN1	-1.4455
HAAO	-0.2455
C9orf68	0.76425
TNFAIP2	0.5055
FOXN1	0.237
hCG_2033311	1.12116666666667
ATP6V0D2	-0.5964
RPL41	0.955
SLC38A1	1.088125
ARHGAP6	-0.533454545454546
ADAD2	-0.6675
PHF20L1	0.0630000000000001
MCM3AP	-0.466333333333333
ST3GAL3	-1.36733333333333
SNX1	-0.1165
ELF5	-0.366
PARP3	-1.60975
RBM8A	-0.4310625
LINGO4	0.8465
ITGA9	0.1375
ZFR	0.577
ACSL6	-0.5155
FLJ20699	-0.4838
DAOA	0.147666666666667
FABP4	3.07675
KCNB1	-1.126
CANX	0.9017
SLC25A28	-0.191333333333333
ADIPOR2	3.066
ECHDC2	1.16975
SMA4	2.3005
FRZB	2.044625
PABPC1	-0.3875
DMRTB1	0.012
APOBEC3G	-1.44475
CATSPER2	-1.48666666666667
CUEDC1	0.496
STARD9	-2.159
CLDN8	4.887625
LOC23117	-1.33577272727273
E2F6	-1.26661111111111
TMEM126B	-0.287833333333333
DPY19L4	0.56725
GIMAP5	2.91633333333333
NDUFA9	-0.0645
FAM77C	1.803
CTPS2	0.87875
LOC51035	0.33525
WDSOF1	-0.48825
EGLN3	-0.708125
PITX3	1.0925
OR52E8	0.7395
GRM4	-0.819
KLK1	-2.54866666666667
GPM6B	0.713875
RRAGD	-0.562166666666667
PAGE5	-3.72375
UCHL5	-0.3395
ULK3	-1.42883333333333
AIM2	0.911333333333333
PNO1	-1.23416666666667
OR2F2	0.1115
GNAT2	-0.797
SIX1	2.35375
ST13	-0.556833333333333
ZBTB44	1.023375
TIMP2	-0.43175
ZMAT4	0.5005
GTF2IRD1	-0.570333333333333
ZNF19	-0.0771666666666667
ZNF714	-0.01825
RSC1A1	-0.17575
C9orf80	1.22475
PSMA8	0.8044
TMEM141	0.9265
COX4I1	-0.793928571428571
CTAGE1	0.512833333333333
DTWD1	-0.67825
HSD11B1	0.85225
KRT6B	-1.390125
ARID4B	1.698125
LHFPL3	0.77625
WWP2	0.0724166666666667
ZNF326	0.499166666666667
RGPD1	-1.321
CTSH	0.359833333333333
FASTKD1	-1.6355
PAF1	0.4946
TTC9C	0.29025
IFT57	-0.1685
PRSS36	0.581
IL20RB	-2.783
ZNF592	-0.706
DCTD	-0.8153
CFP	0.893
MFNG	-0.999
JMJD2B	2.16675
ALDH3B1	-0.9025
THSD4	2.55733333333333
KCNJ5	1.9325
LMNA	0.440833333333333
TBCD	0.015375
ZNF250	0.3225
CASQ2	0.631833333333333
PEG10	-4.57033333333333
PRAME	-5.45633333333333
NP	0.29375
TRIM59	-0.259
ZNF12	-0.208125
XTP3TPA	0.66825
SIGLEC7	-0.2903
PANK4	-1.0855
FAM70A	-3.117
SNED1	-1.248
HIP1	0.1442
RAET1E	0.208
AMAC1L2	-0.327
AHNAK2	-1.19133333333333
TOE1	-1.511
RECQL4	-1.66825
SPRYD3	1.29725
DPAGT1	0.37125
MAGED2	3.0647
ANKRD55	-0.203
TRPS1	4.58341666666667
DOK7	1.482
TFPI2	-7.9935
GTF2H3	-1.2235
CYP4F11	1.333375
LHX2	-3.573
ATG16L1	0.530833333333333
ASB12	-0.3465
C1orf116	4.252375
NF2	-1.4099
POM121	-1.3235
PHYHD1	2.2701
TXNDC17	0.937166666666667
DKFZp779O175	-0.209
NUP62	-0.222428571428571
MYO18B	-0.6975
PRAMEF1	0.3365
TCBA1	-0.711142857142857
TMEM168	0.87775
FJX1	0.2595
CLCF1	-0.1635
SEPN1	-0.1045
IGSF2	-0.53425
NUDCD1	-0.155666666666667
TFF3	2.84283333333333
NDFIP1	1.12721428571429
CHCHD4	-0.1125
TNR	0.074
CUTA	0.832
USP44	-3.937
DPP10	-0.909166666666667
IWS1	-1.129
PCGF1	-0.20175
SULT1C4	-0.14
NTF5	-0.39675
PTPN13	-0.284
SSTR5	1.4475
SFRP1	-4.21025
IDH3B	-1.319125
SUOX	1.4375
TMCO5	0.1465
GOLT1B	0.51475
MIB1	0.649642857142857
PCDHGB1	0.2075
SUSD1	0.4535
ICAM5	-3.09566666666667
PAPOLB	-0.73825
URM1	-0.7247
TMEM106B	0.4135
LRIG2	-1.32975
SLC27A5	0.16375
CLIC6	-0.8071
ZNF420	1.94783333333333
SCN9A	-2.11722222222222
KIAA1909	0.4235
ELMOD1	-2.59133333333333
PRKAG1	0.31825
FAM64A	-2.014
EEF1G	-0.31945
SMAD5	0.5225
INCENP	-0.93425
WASF2	-2.077
GARS	-1.1062
CDK10	-0.6229
HLX	0.310333333333333
MDM4	0.430625
ZNRF1	-1.52971428571429
HHATL	-1.58083333333333
FAM21C	1.0326
HIST2H3C	-0.20975
PFDN2	0.484125
ZNF200	-0.278
NDN	-1.24175
HBA2	-2.45633333333333
FBLN5	0.7365
PUM1	-0.250642857142857
TNNT1	-1.53683333333333
C19orf59	-0.719666666666667
HNRPH2	0.961333333333333
RAB7A	-0.240333333333333
PMS2	-0.950375
BIRC3	0.278833333333333
NRSN2	0.74075
OR52K2	0.314833333333333
SPOCK1	0.557642857142857
H2AFY	0.31275
RXRB	-0.19825
ZNF638	-0.322166666666667
ANKRD45	-0.419666666666667
ACTN4	-0.2975
FXC1	0.999
EIF2B5	-0.38475
VPS33A	-0.6115
PINK1	-0.344875
FAM106A	-0.7755
SKIP	0.87925
GAPDHS	0.74775
MUM1L1	-0.75675
PSTPIP1	0.118
CNTNAP1	-1.6222
CYP26A1	2.04425
APOL2	-0.3968
TACC2	0.904
COX7A2L	-0.0698571428571429
HSD17B1	1.499
ARRB2	-1.08625
SLC7A6	-1.002
HSD17B10	-0.534
RBJ	-0.67575
NUP155	-1.031
MRPL10	-0.915666666666667
CYCS	-1.69433333333333
CCDC46	-0.691166666666667
TECTA	0.297
GNAL	-0.984666666666667
LPO	0.0205
PEBP4	4.19625
DDX11	-1.8605
C18orf12	0.9185
TAF9B	-0.13575
IMP4	0.001
RPA4	-0.200833333333333
NDUFS1	-1.3055
UPK1A	-0.669
ARRDC2	-0.402833333333333
C18orf20	5.247
AES	0.163071428571429
CD2BP2	0.4195
C16orf54	0.607
UGT2B17	-2.162375
FGFR1	-1.31763636363636
CEACAM6	5.6853
CHRM5	0.56
CERK	-1.613875
AP3S2	0.230071428571429
ANKS4B	-1.3815
CLCNKA	-0.208666666666667
ZNF208	-0.6095
HLA-DRB5	4.637
CARKL	-0.61625
GOT1	-0.118833333333333
CASP6	0.80925
HOXA1	-1.3585
RCL1	0.0405
ZNF181	0.8345
RAB40B	0.596
MRPL38	-0.269875
LRRN2	2.6995
C3orf25	1.59
OR5D14	0.38
OR10AG1	0.345
BET1L	0.9294
FRY	5.14225
AK3L1	-0.8725
CSF3R	0.987833333333333
POLR3K	0.0548333333333334
ATG2B	0.473166666666667
EPS8	-0.225833333333333
DARS	-0.9815
C10orf56	-0.101166666666667
DAD1	0.823416666666667
RIOK1	-0.422333333333333
HERC2	-1.47825
HSD11B2	0.836666666666667
FAM96B	-0.973
MGC13057	-1.84716666666667
BSN	-0.979
CAND1	-0.1115
HCST	1.44575
ACTR10	0.22
OR8D4	0.678
NASP	-2.2966
COL9A2	0.8205
LYZL1	-0.372
GPC5	-3.3965
TBL3	-0.314666666666667
CENTD2	-0.2464
OR5AP2	-0.84675
TLR1	1.6475
LMO6	-0.60725
ZIC2	-1.238
CPNE5	3.0645
ZMYND15	0.64625
FLJ22374	0.02825
CCDC106	0.12525
PARP16	-1.136
PDIA3	0.1915
C14orf126	0.24425
CECR2	-0.2625
SFRS1	-0.845
FIGLA	0.7205
DCP1A	-0.354666666666667
MGC45800	-1.81455555555556
TEKT1	-0.0548333333333333
C10orf67	0.319
CLN5	1.07775
NTN2L	0.4115
GLE1L	0.0895
CES2	-0.5904
GNAS	-1.1496875
DDX53	0.2805
TSPAN13	2.774
MRPL52	0.2846
SPIRE2	0.265375
TAS2R39	0.257
SCUBE3	1.77975
UCRC	0.3802
CDKL3	-0.27875
KIAA1715	-0.8134
ZNF345	0.63425
RTF1	-0.343625
DHRS7	1.53475
RIPK4	-0.960833333333333
EXOSC2	-0.9645
MS4A2	1.957
FGF17	0.52575
WDR59	-1.229875
EVI2A	-1.79575
IL17RC	0.267333333333333
HS3ST1	3.0105
ITGB1BP2	-1.9545
RBPJ	-1.46233333333333
GIMAP1	3.105
INE1	-1.35033333333333
ALDH18A1	0.493875
TPI1	-0.98
GATA6	0.75125
CABP1	-0.551666666666667
ZNF484	0.6395
DAPK3	0.665
GJB1	1.25983333333333
PIN1	-0.072625
SLC6A15	-3.05672727272727
CNO	-0.48525
RIN2	2.705375
FRRS1	-0.552
CYorf15B	-3.138625
DMRT3	1.491625
ATAD1	0.00725
OTUD4	-0.347166666666667
ATOH8	-2.186
ZSCAN16	1.591125
ASCC1	-0.951
OTUD3	0.421375
MGC33212	0.69
YME1L1	-0.102875
RP11-218C14.6	0.535
PCBP4	-0.56575
TNFRSF10A	0.3775
CDH10	-3.1438
KL	1.564625
SCP2	0.163333333333333
C9orf119	0.02725
SON	-0.512333333333333
MAFK	0.257
SBNO2	-0.033
SLC6A6	-0.97175
SC4MOL	-1.067375
FAM35B	-0.047375
PPP1R9A	1.133625
PDZRN3	0.412375
CXorf20	1.755
C6orf126	1.60075
AVEN	0.038
FLJ21075	-1.7275
C14orf132	-3.22225
PCK2	0.247625
GUCY2C	0.1325
BARX2	1.14775
PEX11G	1.6645
DAO	-0.548
C10orf49	0.7055
EDNRA	1.939
PPP2R5A	2.2525
DDX39	-0.9805
SERF1A	-0.06925
ASCIZ	-0.1061
FNDC8	-0.221
PTMS	0.40625
PHF7	0.9895
PIP4K2B	-0.373125
HHLA2	0.918
BDH2	-0.0923
APOBEC2	-0.526
PENK	-0.200666666666667
SMAD9	-1.96
MT3	-0.73225
RGL1	-0.66825
ATG10	0.046875
DLGAP4	0.0786666666666667
APPBP2	-0.977642857142857
BACE2	0.0632142857142857
LOC339344	0.963833333333333
ZNF395	0.1606875
HIST1H2BL	0.12075
ZNF467	1.3825
SLC25A21	-0.62825
PALM2	-0.533833333333333
NSUN5C	-0.862
IL5	-0.168777777777778
CLSTN2	4.02625
ANXA8L2	-1.9315
PTGES	1.936125
GDAP1L1	-2.27283333333333
OPRK1	-1.08366666666667
WDR20	-0.0511666666666667
C12orf4	0.478375
NUP88	-0.446375
XRCC6BP1	-0.538833333333333
FCGBP	1.07485714285714
LEMD2	0.28875
NOMO1	-0.08975
C10orf79	2.15275
ZNF79	0.5569
OCRL	1.0625
HSPA8	0.110708333333333
DIDO1	-1.27245833333333
PLA2R1	1.28525
COG3	0.6619
NGDN	-0.4565
CBFA2T2	-0.143875
PNOC	-0.10025
PRRG1	-0.424166666666667
AGGF1	0.495785714285714
DPF2	1.03525
YIPF7	0.123
TRPV5	0.302
ZNF322B	1.99225
MED12	-0.5155
CARS	-0.386666666666667
ABCC11	1.51866666666667
C9orf25	0.256
MYH1	1.563
FRYL	0.100583333333333
AGTRAP	-0.26825
MMP27	0.821
ZNF432	0.134375
OR8D1	-0.2835
OR13D1	0.24525
VWA1	1.9025
STON1	-0.789
IL5RA	0.43525
PERP	-0.5258
C10orf107	-0.692666666666667
TNFSF12	2.85525
FN1	-0.0312083333333333
MTR	0.109
PHLPPL	-0.1915
ZNF425	0.14775
DHFR	-0.961666666666667
PPP1R12A	0.006625
RSPO2	-1.57675
ZNF7	-0.1835
ZNF583	-1.23625
TPMT	-1.07716666666667
GPR132	0.11175
OR2T12	-0.61675
