Hybridization REF	TCGA-E2-A10E-01A-21R-A10J-07
WNT7B	1.5743
GLP2R	-0.138333333333333
SETD4	-0.2853
DYNLT3	-0.6702
FKBP11	-0.476
SESTD1	1.301
FLII	1.0525
RPS16	-0.7426
CHPF	0.186833333333333
CSNK2A1	0.0791666666666667
SUMO1P1	-0.22675
FKBP6	-1
ZNF214	0.9865
TWIST1	-0.104
DDX56	-0.321666666666667
TRAM1L1	2.5264
EPO	-3.2745
MRPS18B	-0.82525
ZNF682	0.0385
RPL14	-0.636
MAFF	0.14375
LOC51136	-1.0435
LY96	-0.64575
DDX20	-0.41425
ABTB1	0.554166666666667
ARL5A	-0.3576
CCT6A	-1.1585
HEPACAM	-0.563666666666667
EHHADH	-0.332166666666667
RBAK	0.125166666666667
CGB1	-0.33575
ITGB5	1.8338
YIPF3	0.456
FKBP2	0.50375
NR1D1	-0.491
TMEM110	1.2
NEK2	-1.60133333333333
PRAMEF8	-3.34875
C20orf52	-0.368166666666667
PCDHGA3	0.0315
VWA3B	0.057
NDUFA5	-0.00487500000000002
THAP9	-0.54725
FLVCR2	-0.341666666666667
AP1S1	-1.693125
SMAD6	-0.02425
SAV1	0.5705
SAT1	1.653875
ZNF251	0.5735
ADAMTS7	0.4675
RPP38	-0.12525
C1orf211	-2.2845
YPEL2	2.4179
RBMS1	0.02975
ZNF445	0.0676666666666667
NRXN2	0.0451666666666667
PGBD4	-0.594
UGT2B28	5.86575
WBSCR16	-0.8059
NLRC3	0.333125
ASTL	0.37125
ST6GALNAC1	-3.5845
ZADH2	-0.77875
MLLT4	0.991666666666667
ARL6	-0.0506666666666667
MEF2C	0.00225
CBFA2T3	-1.2995
AFF3	2.33964285714286
COG7	0.536
MYB	0.116166666666667
PLXNA3	0.1855
XRCC2	-1.65533333333333
MMS19	-0.263
ST8SIA5	-0.684125
CHPT1	-0.4185
KIAA1712	-0.527125
OR6X1	-0.084
ACTR3	-0.34675
UGCG	2.11966666666667
OR4P4	0.677
ZAP70	-2.99675
LPP	1.381625
ZNF485	-0.2015
PTPRCAP	-0.01275
IL12RB1	0.38975
ATRX	0.7159
CHST8	1.528125
C14orf109	0.6095
ARV1	1.0045
NMB	-0.0177142857142857
COX5A	-0.9265
EIF6	-0.1755
MPPED2	-1.20616666666667
SEMG1	-1.211
CHRDL1	0.8005
TRAF3IP2	1.72025
WNK2	0.347
LILRA4	1.85
LAMA2	3.419
PXT1	0.66
RLBP1	-2.81425
CD300C	0.51075
SLTM	0.391375
FLJ10404	0.2475625
APOBEC3D	-1.44033333333333
RENBP	0.302333333333333
ATXN7L1	0.549625
NID1	0.31925
TUBGCP3	-0.766375
ITIH5	1.01833333333333
CCDC110	2.68225
C8A	-2.815
MGC87042	0.91525
HOXC13	1.7025
TFDP2	-0.385
HCP5	1.91625
POLI	-0.316
UCN	-0.42
ZNF764	-0.503166666666667
C8orf45	-0.099
FHL3	-0.8935
SPATA5L1	-0.78425
MMRN2	2.31516666666667
NDST1	1.32616666666667
COL20A1	-0.00349999999999997
ZNF248	-0.645166666666667
PELP1	-0.312833333333333
MBL2	-2.22116666666667
RNF41	0.46075
C5orf24	0.484
THOC5	-0.39475
SERINC3	0.334083333333333
RP11-151A6.2	1.354
CDCP2	0.06875
HIST1H2AA	0.36125
C11orf75	-0.144
FKBP7	0.05325
DDOST	-0.63775
GPNMB	0.315833333333333
TTF2	-0.720166666666667
KCNT1	0.0316666666666667
SLC39A14	-0.674125
NGRN	1.1224
GPR137B	1.75475
MECP2	0.312625
PSMA1	-0.55375
C16orf73	-5.45875
TMEM60	-0.0693333333333333
CSN3	-0.0285
NOS1	0.347333333333333
RAB7L1	0.141
YBX2	-1.6105
KIAA1166	-1.076
FUBP3	0.212333333333333
ABCG1	1.927
ACACA	-0.368666666666667
ARL11	1.3673
ATOH1	-0.058
ODF1	0.207166666666667
CREB3L3	-1.42583333333333
TMEM127	1.24171428571429
DSCAML1	2.037
PLN	1.62933333333333
LYPLA1	0.362833333333333
PRDM9	-1.504
SASP	0.37025
PLUNC	0.985
INTU	0.64425
HISPPD1	-0.1555
LNPEP	0.094
YARS2	-0.505
APCDD1L	-1.3435
ZCCHC4	-0.5365
FBXO22	-0.613166666666667
TTLL13	0.1935
ZNF669	0.242166666666667
PTGDR	3.33775
DDX27	-0.1135
KIAA0409	0.0403333333333333
GJB6	0.000749999999999997
ASB8	1.3095
PLP2	-0.368833333333333
MEPE	0.45
OR10J5	0.019
KRT222P	1.82825
COQ7	-0.0275
C1orf101	1.459
RERG	3.3396
CHMP5	0.552
THAP11	-0.09275
ZNF43	-0.0158333333333333
ZRANB3	-0.845333333333333
KRT13	4.718
MRPL19	-0.01825
RBBP9	0.688625
SPATA17	2.65925
BXDC5	-0.838666666666667
PAFAH1B1	-0.1705
MAGEE1	0.43475
OSTF1	-0.13
KIAA0323	0.0838333333333334
TXNDC13	-0.455
CNTN4	0.17175
LCE1B	0.262
UNQ501	0.64625
ZNF154	0.5455
C3orf64	-0.44275
SYT5	0.0572
PON1	1.11216666666667
FLJ10357	0.158875
ATP4A	-0.9405
GNPDA1	-0.249166666666667
MGAT1	0.987333333333333
C14orf121	0.43075
SLC35B2	0.4195
MIER3	0.316333333333333
CHEK1	-3.369625
ZNF8	0.115166666666667
TXNDC1	-0.357
CKB	-1.8167
RTN3	0.234642857142857
FZD2	-0.0955
PART1	0.33275
PSMB6	-0.23225
PCDHB8	0.3335
PHC3	0.718
PPP1R8	-0.882
NOVA2	0.812
TNFRSF11B	-1.91275
GOLPH3	0.724833333333333
UBLCP1	-0.585
SUHW3	-1.0755
TTLL1	1.46275
OPN4	0.34
OR13G1	-0.0855
ZPBP2	0.384833333333333
HSD17B11	-2.321125
C9orf50	0.5575
DHDDS	-0.151857142857143
CTSW	0.7792
NEFM	-2.49766666666667
MRPL28	-0.394
SYN1	0.803333333333333
PIGV	-0.505166666666667
ZIM2	-0.8535
APBB1	0.687666666666667
SND1	-0.133
C1orf123	-0.9125
CHD3	0.62425
BHLHB8	0.08925
RNASE2	0.0378333333333333
BCAP31	0.361375
SLC25A44	0.754333333333333
CHD6	0.2964
PIB5PA	2.89561538461538
SELS	0.238875
LOC541471	0.273125
FAT2	0.1405
ZNF81	0.767
OR4C16	0.244
FLJ10081	0.6802
LRRC4	0.94525
CS	-0.183833333333333
N4BP2	0.41975
IGFBP7	1.752
ZNF318	0.11925
NDNL2	0.603
ZNF609	0.573875
SIRT4	-0.2515
EXOSC10	-0.9565
ECE2	0.0675833333333333
OVGP1	1.63025
GTPBP3	-1.15575
PACS2	0.499
C19orf36	0.348166666666667
ARL4C	0.042625
ATG4B	-0.63575
UBQLNL	-0.07925
RHOXF2B	-4.1115
PLEKHG2	-0.3775
GALR1	-0.2335
AQP4	0.12
HDAC7A	0.142833333333333
DCUN1D3	0.1175
OR8A1	-0.1975
CCRN4L	0.34175
CBR4	0.738666666666667
KIFC1	-2.1095
SLC7A14	-0.989666666666667
LHX5	-0.68
TRPC7	-0.2185
LPXN	-0.70425
SERPINA1	-1.987375
RPS13	-0.6057
BPIL3	0.573
PRKAA1	-1.442
FADS2	-1.0002
ENAH	0.73775
PRO1768	-0.4705
APBA2BP	0.938
LIPH	2.789
C3orf33	-0.335
RCC2	-0.732285714285714
ALDH1A2	-2.9328
RNF103	1.93225
AHCY	-0.565
ALG12	1.062
CCL17	1.14175
ZNF543	1.38716666666667
ESRRG	2.4403
CNGA1	-0.0205
RDH5	0.1635
OTX1	-0.1557
PTGFR	-1.53233333333333
CDR2	0.033375
SELE	2.19675
NLGN2	-0.920333333333333
EXOSC9	-0.73075
ZNF566	0.078
KLRC2	-5.2005
GPR12	0.6925
KIAA0196	0.32775
PDRG1	-0.4485
SSR3	-0.643642857142857
MSI1	-0.7765
CST9	1.6935
CC2D1A	0.35075
PLAGL1	-0.190555555555556
ZNF778	-0.805
RNF2	1.067875
KLF6	1.23633333333333
THBD	2.0035
tcag7.1314	0.91775
NR5A1	0.0753333333333333
ABCD2	0.04475
DNAJC7	-1.3735
CLEC4C	0.0235
TM2D3	0.409
CCDC4	0.0195
PLAC2	-1.5255
DCD	-0.179
FAAH	1.1565
POLA1	-0.7395
TM7SF2	0.32375
FLJ39822	-1.12916666666667
FLOT2	0.219125
MAP4K1	-0.417833333333333
SRP68	0.449125
C21orf74	-0.0505
ARPC5	0.4145
LOC126075	1.59025
HECW2	0.300375
ZDHHC4	-0.40425
ANKRD42	1.1995
PDE9A	0.288166666666667
ABCA8	0.59175
NDUFS2	0.4535
UBR5	-0.342
BTBD16	-2.124
LOC554174	0.396
ZNF20	0.7605
KIAA1843	0.557
WDR17	-0.0668571428571429
C15orf33	0.4045
RNF113A	-0.2255
CAMKK1	-0.1563
CLCN2	0.268
ANXA6	-0.069
LOC340069	0.1165
EMID1	1.823625
DPM3	-0.0696666666666667
ELA1	-0.1625
SLC25A13	-1.0808
KRT24	-0.0765
SMPD1	1.1895
TH	0.424
COL6A2	1.05857142857143
ANKS1B	1.41325
GPR126	-3.9932
ZC3H12A	1.46566666666667
TMEM47	-0.166833333333333
C2orf51	-0.007
C1orf88	2.21883333333333
HSF2BP	0.455
AKAP10	0.51675
RPAP3	-0.3155
KLHDC8B	0.501
STOM	0.1594
MUPCDH	0.01275
C10orf72	0.44625
PLEKHA3	0.77175
TCP11L1	-0.24275
CWF19L1	-0.2015
SPEF1	1.47676923076923
YSK4	-0.14475
ELN	0.9442
SAMD8	0.642666666666667
MPI	-0.5795
MEPCE	-0.5413
ABCC3	-0.521875
NANOGP1	-3.734
KCNK17	0.869625
HLA-DMB	3.76666666666667
RRAGA	1.31275
ANGEL1	-0.0155
RBM32B	0.1715
CPN1	-3.18975
MGC52282	-0.0684
HLA-A	1.52641666666667
OR9G4	0.369
EDNRB	-1.795625
SCD	-2.5385
C14orf80	-0.615666666666667
BAGE2	-0.0005
RABL4	1.17666666666667
RCVRN	-0.1855
SHANK1	-0.1725
NLRP7	-3.468
CD226	0.7645
STAT3	1.753375
SYNJ2	-0.1304
TPCN2	0.666666666666667
WDR36	-1.02733333333333
MBD4	-0.16175
ROBO1	-1.4303
ST3GAL6	-2.7865
SLAMF8	2.233
ATN1	0.651166666666667
GPR141	0.19075
KRT36	-0.345
TPH1	0.1565
DDX52	0.0995
ZSCAN29	0.1655
TRPT1	0.0863333333333333
DPEP3	0.44425
DENND4A	-0.07625
TSPAN16	-0.163
PTCHD2	-0.083
LOC145814	-0.85275
CAP1	0.0741666666666667
EIF5A2	-0.6074
NT5DC3	-1.68275
SEPT9	-0.107125
SEZ6L2	-0.0975
EGFLAM	3.901
VPS11	0.323125
NDUFB5	-0.531333333333333
CIDEA	4.12816666666667
IER5L	0.675
N6AMT1	0.631
FAM83C	-0.045
OXR1	0.636
IRX1	-0.064
DGKB	-0.0945
GCN5L2	-1.1505
MIR16	0.662625
FBXW9	0.71475
WDR4	-1.80033333333333
PDC	-0.129
VPS33B	-0.18175
HEXB	0.019
FLJ32214	0.62975
TCEB3	-1.15075
CRLF1	-3.72675
ABI3BP	0.51175
C8orf22	-4.00825
PYCR1	-0.033
KIAA1706	0.754
CDK5R2	0.685
WAS	0.0575
C12orf60	-1.293
CCBL2	-0.894
MADD	0.3495
C5orf34	-2.23675
WDR42A	0.8177
KLF12	-0.0865
HSPA1A	2.318
ITM2C	-1.17708333333333
DAPK2	2.49733333333333
LOC442590	0.525
SUMF2	0.1745
CENPA	-2.62546153846154
TMED5	-0.957
CDH6	-0.9458
BRP44	1.31575
THG1L	-0.9765
GABRA2	-1.64125
C14orf166	0.66875
MYL1	-0.934166666666667
TNFSF18	0.2705
PAP2D	-1.02166666666667
PPIB	-0.55875
KLHL4	-0.524
SFN	-0.3705
CCDC127	0.39475
FRAP1	-0.93425
GOLGA5	1.29975
SDCCAG1	-0.15175
MGC21675	0.196666666666667
C10orf95	-0.1945
KIAA1345	-0.416833333333333
C1orf163	-1.768
LACE1	-0.597333333333333
OR10K2	-0.1275
CENPN	-2.70652
TMED2	0.021
UGT1A6	-1.1615
ANG	0.1295
U2AF1	-0.584333333333333
CASC2	0.281333333333333
NMT2	-0.792
OSGEPL1	-0.07025
DFNB31	-0.4165
SLC6A20	0.051375
DKC1	-1.2195
FXYD4	-0.95075
WDR64	0.422
MGC5590	0.133
CREBZF	-0.155833333333333
DAZ1	-0.40025
PRPSAP1	-0.5055
GCHFR	0.10975
TTC7A	-0.759125
LOC196993	0.88175
UBD	2.01466666666667
S100A1	-0.412625
RPL6	0.138666666666667
DNAJB6	0.0892
NAGS	0.8669
C2orf58	-0.052
KERA	0.314166666666667
MT1X	-0.9732
UBE2B	0.6485
KEAP1	0.5285
MST1	-2.44875
OMA1	-0.0995
ABLIM2	1.46525
BCL2L13	0.048
JAZF1	-0.4075
TMEM63B	1.0515
S100A8	-0.7726
ARFIP2	1.39125
UROS	0.651
KHDRBS2	-0.538
POLQ	-2.830875
SOAT1	-0.6745
SPAG4	-1.8405
MRPS30	2.52833333333333
LOC494141	-0.98525
OR2T11	0.1095
ORAOV1	-0.2335
ZNF184	-0.116833333333333
TCEB3B	-0.1395
ADAM21	0.172
GDPD1	0.98125
SPINLW1	-0.14925
PRR14	-0.620166666666667
KCTD9	-0.305
NUDT3	0.748
KIAA1822	0.6399
HIST1H4K	1.8475
DFNA5	-1.79675
GABPA	0.2025
C14orf44	1.70525
POLB	0.84675
PTAR1	-0.5775
SEC31A	0.7772
TRIM58	1.35325
TAS2R14	-0.5175
VPS8	0.757
H1F0	1.4595
PRKCB1	-3.0205
UGT2A1	0.164
TOR1B	0.12975
LSS	-1.06333333333333
C2orf19	0.5325
HNRNPC	0.303285714285714
TMEM100	-1.15266666666667
LOC116349	-0.1785
OR51M1	0.545
CCDC142	-0.56575
ISG15	2.8266875
ZCCHC14	-0.588125
CREBL2	0.712375
TGDS	-1.9055
DC2	-0.2135
CACNA2D3	0.00650000000000004
ZNF429	-0.539625
LYPD6	-0.0121666666666667
SUCLG1	0.328
OR51I1	-1.1265
MAGEH1	1.9075
PRPF40A	-0.311
SMR3A	0.5785
SPINK2	-1.335
THAP2	0.295625
NPY5R	-0.402
IRF4	-2.54225
SPESP1	-1.68116666666667
OR10S1	0.1485
DTD1	-0.82125
TUBE1	-0.87175
DDX19A	-1.391
PDPN	-1.222
TMEM34	0.3775
MGAM	0.073
COL3A1	5.62466666666667
GFM2	-0.4299
OR5A2	0
PSG9	-0.762
ARHGEF11	0.601
IVNS1ABP	-0.43275
SIGIRR	1.10725
DUSP19	-0.76275
DNAJC14	0.4199
ACSS1	1.688875
IL1RAPL2	0.4575
C4orf30	-0.16
SEPT4	1.6855
LANCL3	-2.2145
SPAG17	2.51216666666667
PRDX3	0.3145
HNF1A	-1.379125
P4HA2	-0.43
RFWD3	-1.295
MOV10	0.07975
DNAJA5	0.539714285714286
LOC729440	0.58675
LOC200383	0.426125
SMC2	-1.624
MIXL1	-1.31266666666667
TMEM9	0.69625
FAM86A	0.4965
ZNF174	0.318
MYH14	-0.45575
CCR8	0.2595
VPS37C	1.58533333333333
GPATCH1	0.132666666666667
B3GNT8	2.549
TBX4	-0.27275
CNR2	0.709333333333333
PCDH1	1.4115
C5orf29	2.183375
OCIAD2	1.7675
PLCG2	0.25375
KIAA0247	2.257875
HRH3	0.0029
CAPN13	4.451375
CCR1	-0.5959
MGC15523	0.312333333333333
UVRAG	1.46283333333333
DNAJA2	-0.582833333333333
ITGA2B	-0.729166666666667
CLDN5	2.750125
PTPRN2	1.05921428571429
ZNF512	0.510333333333333
PSAP	0.85
CCDC140	-0.116
LRRC55	0.1365
CYP26C1	0.38
C8orf47	-0.73225
LYN	-0.212875
DUSP6	1.10266666666667
TGFB3	3.8628
ELK1	-0.1024
PCDH11Y	-0.233833333333333
HGD	-0.976
C17orf58	0.29325
MYO3A	0.3855
SERPINE2	-5.02233333333333
AARSD1	-0.4475
C14orf73	-1.26175
ADAM33	-0.2435
ZNF491	0.417
MAPK6	-0.786333333333333
TCN1	0.440666666666667
SLC24A6	0.9005
UBE2R2	1.04
H1FNT	0.454
TATDN2	0.6
LILRB1	1.245
P2RY5	0.7345
NUCB2	0.914
C2orf37	0.88975
SNX27	0.878166666666667
MTA3	1.245375
FOXO4	0.063
ID4	-0.2965
SOX5	-2.17983333333333
PXMP3	0.294375
OR52M1	0.117
SFT2D3	-0.12375
INA	-3.03533333333333
MCOLN1	0.78425
NFIX	0.6337
CLEC14A	4.09
HIBCH	0.135666666666667
PLA2G5	0.70425
TIMM10	-0.124833333333333
MED17	-0.7933
COL4A4	-0.7425
TPP1	0.273
GJA3	-1.23233333333333
TMPRSS5	-1.23125
AADACL3	0.904
DNMBP	0.44725
ENPP5	5.05816666666667
NQO1	-1.7932
ZSCAN2	0.04075
SEC24C	0.364166666666667
GTF2A1L	0.3005
AXIN2	-1.0567
FAM33A	-1.17416666666667
C16orf13	-0.127875
SPNS2	0.64625
TAF1	0.1235
AP1G2	0.909833333333333
RBM42	0.362333333333333
HCN2	0.970666666666667
EFHB	-0.0445
RUSC1	1.17483333333333
GRIK5	0.176
USP21	0.293333333333333
ATAD3C	0.961
ORMDL2	0.92275
PRSS7	-3.04525
PSAT1	-5.9435
FLJ13195	-0.204833333333333
TBC1D1	0.174666666666667
IFNG	1.467
OTOS	0.255
ZNF773	-0.004
EMD	-1.1755
RETN	0.11825
CCL8	3.9035
APH1A	-0.8635
COX18	-0.5
GTF2IRD2	0.29125
CCDC82	-1.94566666666667
PAFAH2	0.3193
NPEPL1	-0.4519
RP11-114G1.1	0.3935
TP53INP1	2.17725
ZNF300	-2.73866666666667
FOXL2	-2.46925
LARP2	0.253666666666667
LATS1	0.3145
HTR6	-0.0765
SPOCK2	0.0775
RNF144B	3.60933333333333
HTATIP2	-1.010125
MGC10334	-0.181833333333333
CENTA2	1.96083333333333
FGF2	-1.75475
FXYD7	-0.00924999999999998
PHYHIPL	-2.03575
GPR34	2.86325
DDX6	-0.3225
OR10W1	0.0375
LHFPL1	-0.4235
ZNF313	-0.465785714285714
VPS28	0.96425
AP3M1	0.1957
AKR1CL2	-0.954
TRAF4	0.759375
OR2B11	0.3365
C19orf12	0.419666666666667
AKAP9	0.919333333333333
C1orf62	0.44975
SLC20A1	-0.7397
FAM112A	0.377
LDB2	0.537
MRPS23	-0.74975
KLK5	1.29725
SPTB	-0.0924
EFEMP2	1.3085
EFNB2	0.89975
PCM1	0.974785714285714
NMNAT3	1.620875
TSG101	0.475666666666667
C8orf40	0.2835
NOB1	-1.818
ABHD3	-0.5005
GTF3C4	-0.337125
PIGN	-0.0295
GALNTL1	-0.18175
AEBP1	2.295625
OR9Q1	0.3205
ANKRD2	-0.1565
CCL28	-1.9835
TRIM38	1.26783333333333
TMCC1	0.331416666666667
SMG5	-0.209
LRRC7	-0.7245
NCAPD2	-1.69633333333333
C6orf153	-0.07575
C1orf74	-0.089
OTUD6A	0.391
DCP2	-0.425166666666667
TMEM24	-0.5775
RPL18	-0.496166666666667
TMEM177	-0.1855
LRRC37A3	0.4305
C1D	-1.20483333333333
LDHC	-1.26133333333333
UBE4B	-1.25783333333333
NIT1	0.579875
BTN3A3	-0.042875
RASD1	4.494
COMMD3	1.0965
SHFM1	-0.28775
BIRC8	0.5265
DUT	-1.18725
C12orf51	0.689
LRRC59	-0.412166666666667
LY6H	0.07325
WDR22	0.845416666666667
EDEM1	0.469
ADH1A	3.3355
PANX2	-0.1469
CYP11B1	0.40575
CDC73	0.08375
GPR172A	-0.02225
GSTM3	0.517153846153846
KCNA5	0.00937499999999999
SERAC1	0.1775
NFATC2	0.203
ANAPC5	-0.1525
C15orf24	0.49075
NFATC2IP	-0.61
TNRC6C	0.586333333333333
MGC102966	-0.3155
FGD5	2.83783333333333
MED9	0.43475
RAB13	0.417166666666667
C15orf49	0.201
CRYGS	-0.5157
C12orf53	-0.9367
LOC283693	-0.4435
COX6B2	-0.482375
PHF14	-0.192125
FAM3A	-0.630125
RPL13	-0.9524
PRDX2	0.3097
FLJ34047	0.02325
PRMT3	-0.764
KCTD19	-1.077
TRIM10	-0.687
MGC26597	-0.16
GCNT4	-0.18975
GPRASP1	0.21625
CDKN1C	-0.807166666666667
RHBDL2	0.7984
HSPH1	0.262
AQP1	2.64525
COL17A1	0.2279
GFAP	-0.00512500000000002
CDC16	0.02
KIAA1614	0.2045
C6orf118	0.00650000000000001
ZSWIM5	-1.33525
FAM83F	3.6875
LYNX1	0.267375
SYNPR	-0.36
XG	2.0255
PRSS16	1.8285
KIF13B	2.50485714285714
PCDH9	-1.312
HIST1H2AH	0.7545
RBM18	-0.5515
ZNF626	-0.078125
HEXIM2	0.345666666666667
ITFG1	-0.4975
TUBG2	-0.4895
SFRS7	-0.252666666666667
C9orf14	0.0885
EXTL1	-0.16275
GBP3	1.14816666666667
WDR5	-1.0705
RARG	0.1395
MYO7A	0.716375
CECR6	0.16625
C13orf3	-1.412625
SFRS18	-0.465875
ACVR1B	0.1535
PSMD1	-0.1891
C7orf31	-0.284833333333333
ILVBL	-0.00825
IFNGR1	1.35725
RNF186	0.73525
NOL9	-1.30375
MAGEL2	0.523
SLC29A2	-0.6245
NHSL1	-2.346
RBMX	-0.6155
PSORS1C2	0.490875
RAD51L3	0.555583333333333
LCN6	0.475
ORAI2	-0.2395
BRUNOL6	-0.2543
OR4K5	-0.159
CDC123	-0.681375
MSLN	-2.43416666666667
WWTR1	0.12
ZNF700	-0.824166666666667
COBL	0.453
PPP1R16B	-0.0445
GAS7	-0.0376
MDN1	-0.846375
HAAO	-0.0325
C9orf68	2.352
TNFAIP2	0.92025
FOXN1	0.268
hCG_2033311	0.00583333333333334
ATP6V0D2	0.4597
RPL41	0.612125
SLC38A1	0.841
ARHGAP6	-1.47141666666667
ADAD2	-0.76
PHF20L1	0.155125
MCM3AP	0.124833333333333
ST3GAL3	-1.1755
SNX1	1.01283333333333
ELF5	0.218
PARP3	1.1975
RBM8A	-0.2253125
LINGO4	0.1515
ITGA9	0.502666666666667
ZFR	0.23
ACSL6	-0.025625
FLJ20699	0.7609
DAOA	0.0155
FABP4	5.65175
KCNB1	-0.2185
CANX	-0.0874
SLC25A28	0.842
ADIPOR2	0.536
ECHDC2	1.258
SMA4	-0.54975
FRZB	2.03525
PABPC1	-0.490333333333333
DMRTB1	-0.063
APOBEC3G	0.601
CATSPER2	-0.417833333333333
CUEDC1	1.39333333333333
STARD9	-1.591125
CLDN8	1.334875
LOC23117	-0.861636363636364
E2F6	-0.783444444444445
TMEM126B	-1.34033333333333
DPY19L4	0.66775
GIMAP5	2.42666666666667
NDUFA9	-0.4705
FAM77C	-2.3555
CTPS2	1.09925
LOC51035	0.37575
WDSOF1	-1.3775
EGLN3	1.117
PITX3	0.651666666666667
OR52E8	0.595
GRM4	0.6125
KLK1	-3.18683333333333
GPM6B	-2.21225
RRAGD	-1.14866666666667
PAGE5	-2.833
UCHL5	-1.69366666666667
ULK3	-0.273333333333333
AIM2	0.331
PNO1	-0.690666666666667
OR2F2	0.0895
GNAT2	0.1145
SIX1	2.86425
ST13	0.273333333333333
ZBTB44	-0.369375
TIMP2	-0.3095
ZMAT4	-0.68425
GTF2IRD1	0.222166666666667
ZNF19	0.312
ZNF714	-0.79075
RSC1A1	-0.71175
C9orf80	0.187
PSMA8	0.0163333333333333
TMEM141	0.56925
COX4I1	-0.871214285714285
CTAGE1	0.519333333333333
DTWD1	-0.918
HSD11B1	1.69775
KRT6B	3.590875
ARID4B	1.209
LHFPL3	0.27225
WWP2	0.0655
ZNF326	-0.187333333333333
RGPD1	-0.168
CTSH	1.45316666666667
FASTKD1	-0.938125
PAF1	0.9873
TTC9C	-0.544
IFT57	0.2584
PRSS36	-1.929
IL20RB	-1.571
ZNF592	0.167333333333333
DCTD	0.1098
CFP	1.17
MFNG	-0.734625
JMJD2B	1.50125
ALDH3B1	-0.47725
THSD4	2.79916666666667
KCNJ5	1.42316666666667
LMNA	0.4025
TBCD	0.456125
ZNF250	-0.106666666666667
CASQ2	0.636666666666667
PEG10	-4.7755
PRAME	-5.62346666666667
NP	-0.7445
TRIM59	-0.355333333333333
ZNF12	0.20375
XTP3TPA	-0.8345
SIGLEC7	-0.1888
PANK4	-1.05625
FAM70A	-2.12266666666667
SNED1	0.3785
HIP1	0.5375
RAET1E	-1.22116666666667
AMAC1L2	-0.4655
AHNAK2	-0.482083333333333
TOE1	-1.28633333333333
RECQL4	-1.3595
SPRYD3	0.94925
DPAGT1	-0.7275
MAGED2	3.6433
ANKRD55	-0.172
TRPS1	4.86616666666667
DOK7	0.2165
TFPI2	-7.178
GTF2H3	-0.903833333333333
CYP4F11	-1.552875
LHX2	-3.13416666666667
ATG16L1	1.62466666666667
ASB12	0.5135
C1orf116	0.8755
NF2	-0.0634
POM121	-0.3355
PHYHD1	3.0029
TXNDC17	0.363
DKFZp779O175	0.07475
NUP62	0.0783571428571429
MYO18B	1.529
PRAMEF1	-0.0045
TCBA1	0.38925
TMEM168	0.285
FJX1	-0.460333333333333
CLCF1	-0.05975
SEPN1	0.298875
IGSF2	0.749
NUDCD1	-0.807
TFF3	3.83283333333333
NDFIP1	0.888214285714286
CHCHD4	-0.41425
TNR	0.3345
CUTA	0.114833333333333
USP44	-3.936
DPP10	-0.085
IWS1	0.0201666666666667
PCGF1	-0.1225
SULT1C4	0.2145
NTF5	1.1045
PTPN13	0.75525
SSTR5	0.3515
SFRP1	-1.1025
IDH3B	-0.81725
SUOX	1.87183333333333
TMCO5	0.3075
GOLT1B	-1.0395
MIB1	-0.488857142857143
PCDHGB1	-0.1715
SUSD1	0.45125
ICAM5	-3.216
PAPOLB	0.3325
URM1	-0.2793
TMEM106B	0.206333333333333
LRIG2	-0.9035
SLC27A5	-0.30225
CLIC6	-0.6813
ZNF420	0.267666666666667
SCN9A	-0.6214
KIAA1909	0.88925
ELMOD1	-1.93175
PRKAG1	0.24225
FAM64A	-1.12066666666667
EEF1G	-0.3498
SMAD5	0.62975
INCENP	-2.98175
WASF2	-1.0425
GARS	-1.2369
CDK10	-0.6925
HLX	0.0913333333333333
MDM4	0.2015
ZNRF1	-1.27857142857143
HHATL	-1.95983333333333
FAM21C	1.0318
HIST2H3C	0.47275
PFDN2	0.44375
ZNF200	-0.89375
NDN	-0.56125
HBA2	-2.7935
FBLN5	1.20325
PUM1	-0.0777857142857143
TNNT1	0.591666666666667
C19orf59	0.629333333333333
HNRPH2	1.25583333333333
RAB7A	0.316166666666667
PMS2	-0.090375
BIRC3	-1.361
NRSN2	0.6225
OR52K2	0.441833333333333
SPOCK1	0.677071428571429
H2AFY	0.822
RXRB	0.15875
ZNF638	0.1115
ANKRD45	0.14025
ACTN4	-0.267833333333333
FXC1	0.346
EIF2B5	0.347
VPS33A	-0.54375
PINK1	0.199125
FAM106A	0.055
SKIP	0.8856875
GAPDHS	0.13
MUM1L1	2.61925
PSTPIP1	0.77725
CNTNAP1	-1.9521
CYP26A1	-3.67625
APOL2	-0.0317
TACC2	0.606875
COX7A2L	-0.409214285714286
HSD17B1	0.482875
ARRB2	-0.18725
SLC7A6	-1.1595
HSD17B10	-0.14875
RBJ	0.087
NUP155	-1.71575
MRPL10	-0.4165
CYCS	-1.08483333333333
CCDC46	-0.364666666666667
TECTA	0.2775
GNAL	-0.5275
LPO	0.241
PEBP4	3.469
DDX11	-1.9685
C18orf12	0.549
TAF9B	0.0178333333333333
IMP4	0.4755
RPA4	-1.67766666666667
NDUFS1	-0.33
UPK1A	-0.6015
ARRDC2	0.0291666666666667
C18orf20	-0.124
AES	0.627785714285714
CD2BP2	-0.242333333333333
C16orf54	0.2395
UGT2B17	2.011
FGFR1	-0.995227272727273
CEACAM6	3.3454
CHRM5	0.1
CERK	-0.567125
AP3S2	0.436428571428571
ANKS4B	-1.4625
