Hybridization REF	TCGA-A7-A0DC-11A-41R-A089-07
GCHFR	-1.0955
TTC7A	-0.338125
LOC196993	0.91075
UBD	-0.0411666666666667
S100A1	0.93575
RPL6	-0.202833333333333
DNAJB6	0.51005
NAGS	0.2962
C2orf58	0.486
KERA	0.3275
MT1X	0.53
UBE2B	1.2056
KEAP1	0.13625
MST1	-2.734875
OMA1	0.091
ABLIM2	1.46625
BCL2L13	0.550833333333333
JAZF1	0.612
TMEM63B	0.214
S100A8	1.6406
ARFIP2	0.42775
UROS	0.28325
KHDRBS2	-0.0795
POLQ	-3.79775
SOAT1	-1.18775
SPAG4	-2.25325
MRPS30	0.296833333333333
LOC494141	-0.072
OR2T11	-0.114
ORAOV1	-0.1301
ZNF184	-1.109
TCEB3B	0.0068333333333333
ADAM21	-0.137
GDPD1	-0.02025
SPINLW1	0.742666666666667
PRR14	-0.146833333333333
KCTD9	-0.0688
NUDT3	-0.24575
KIAA1822	0.6186
HIST1H4K	-0.2045
DFNA5	-0.83875
GABPA	-0.21375
C14orf44	0.54425
POLB	0.13275
PTAR1	-0.10075
SEC31A	0.318
TRIM58	-0.12725
TAS2R14	0.2055
VPS8	0.2185
H1F0	-0.0485
PRKCB1	-2.689
UGT2A1	-0.019
TOR1B	-0.087
LSS	-0.539666666666667
C2orf19	-0.0115
HNRNPC	-0.384785714285714
TMEM100	2.83133333333333
LOC116349	0.175
OR51M1	0.298
CCDC142	-0.96275
ISG15	-0.0284375
ZCCHC14	0.118125
CREBL2	1.43125
TGDS	-1.024
DC2	-0.63825
CACNA2D3	-1.50364285714286
ZNF429	0.638375
LYPD6	0.472666666666667
SUCLG1	0.803166666666667
OR51I1	-1.0975
MAGEH1	2.10425
PRPF40A	-0.6345
SMR3A	0.364
SPINK2	-0.75675
THAP2	-0.657
NPY5R	3.506125
IRF4	-1.9445
SPESP1	-0.153833333333333
OR10S1	0.3705
DTD1	-0.74975
TUBE1	-0.12425
DDX19A	-0.6285
PDPN	-0.31
TMEM34	0.911
MGAM	1.15175
COL3A1	4.93605555555555
GFM2	-0.5448
OR5A2	0.22
PSG9	-0.36225
ARHGEF11	0.601666666666667
IVNS1ABP	-0.88425
SIGIRR	0.57325
DUSP19	-0.494875
DNAJC14	0.2384
ACSS1	0.227
IL1RAPL2	0.524
C4orf30	0.49175
SEPT4	2.92725
LANCL3	-1.404
SPAG17	3.22033333333333
PRDX3	0.500625
HNF1A	-1.951375
P4HA2	-0.635875
RFWD3	-2.13533333333333
MOV10	-1.10475
DNAJA5	0.169071428571429
LOC729440	-0.16525
LOC200383	1.58475
SMC2	-2.6115
MIXL1	-1.02016666666667
TMEM9	-0.35925
FAM86A	0.4935
ZNF174	0.4797
MYH14	-0.43425
CCR8	-0.44025
VPS37C	0.5775
GPATCH1	-0.12
B3GNT8	1.3905
TBX4	0.4675
CNR2	0.0631666666666667
PCDH1	1.468
C5orf29	1.646875
OCIAD2	0.12475
PLCG2	1.42075
KIAA0247	1.594125
HRH3	-0.0923
CAPN13	2.74325
CCR1	-0.1322
MGC15523	0.208166666666667
UVRAG	1.3485
DNAJA2	0.352833333333333
ITGA2B	-0.665666666666667
CLDN5	4.1345
PTPRN2	-0.128714285714286
ZNF512	-0.140666666666667
PSAP	0.990571428571428
CCDC140	-2.53
LRRC55	0.067
CYP26C1	-0.013
C8orf47	0.93875
LYN	0.217125
DUSP6	0.466166666666667
TGFB3	2.72713333333333
ELK1	-0.2183
PCDH11Y	0.173333333333333
HGD	-3.408
C17orf58	1.351
MYO3A	-0.2535
SERPINE2	-3.77583333333333
AARSD1	-0.086375
C14orf73	-1.78725
ADAM33	0.89625
ZNF491	0.2655
MAPK6	-1.18466666666667
TCN1	5.1385
SLC24A6	0.8135
UBE2R2	0.38
H1FNT	0.029
TATDN2	-0.0931666666666667
LILRB1	1.054
P2RY5	1.545
NUCB2	-0.0815
C2orf37	-0.95125
SNX27	0.536833333333333
MTA3	0.16125
FOXO4	0.730625
ID4	2.89433333333333
SOX5	0.161666666666667
PXMP3	1.114125
OR52M1	-0.326
SFT2D3	0.00312499999999998
INA	-3.04066666666667
MCOLN1	0.87425
NFIX	1.2237
CLEC14A	5.22366666666667
HIBCH	0.2055
PLA2G5	2.38975
TIMM10	-0.278833333333333
MED17	-0.2019
COL4A4	0.29
TPP1	0.384666666666667
GJA3	-1.59016666666667
TMPRSS5	-0.10775
AADACL3	0.0565
DNMBP	-0.10825
ENPP5	2.7495
NQO1	0.6142
ZSCAN2	-0.450625
SEC24C	0.107833333333333
GTF2A1L	0.4735
AXIN2	-0.0294
FAM33A	-2.19833333333333
C16orf13	-0.894375
SPNS2	1.5565
TAF1	0.0405
AP1G2	-0.840833333333333
RBM42	0.0321666666666667
HCN2	-0.0366666666666667
EFHB	0.122833333333333
RUSC1	-0.7525
GRIK5	0.093
USP21	-0.397833333333333
ATAD3C	-0.001
ORMDL2	0.0385
PRSS7	-2.3535
PSAT1	-3.6005
FLJ13195	-0.0651666666666667
TBC1D1	0.4245
IFNG	0.153
OTOS	0.457
ZNF773	0.343
EMD	-0.7865
RETN	-0.07225
CCL8	4.2115
APH1A	-0.26475
COX18	0.014125
GTF2IRD2	-0.35425
CCDC82	0.12625
PAFAH2	0.3313
NPEPL1	-0.4997
RP11-114G1.1	0.4845
TP53INP1	1.31075
ZNF300	-0.127
FOXL2	-2.4835
LARP2	-0.511666666666667
LATS1	0.55425
HTR6	0.15
SPOCK2	-0.257166666666667
RNF144B	2.88466666666667
HTATIP2	-0.6205
MGC10334	-0.213416666666667
CENTA2	1.57433333333333
FGF2	2.07475
FXYD7	0.14
PHYHIPL	-1.442125
GPR34	6.26675
DDX6	-0.497666666666667
OR10W1	0.132
LHFPL1	-0.573
ZNF313	-0.310214285714286
VPS28	0.795
AP3M1	0.1965
AKR1CL2	-0.94025
TRAF4	-0.22825
OR2B11	-0.0065
C19orf12	2.42633333333333
AKAP9	-0.0438333333333333
C1orf62	0.21825
SLC20A1	-1.3803
FAM112A	-0.15725
LDB2	2.4375
MRPS23	-0.653
KLK5	3.86175
SPTB	-0.00880000000000001
EFEMP2	1.3515
EFNB2	1.214125
PCM1	0.293142857142857
NMNAT3	2.352375
TSG101	0.751166666666667
C8orf40	1.0515
NOB1	-0.8375
ABHD3	-0.5035
GTF3C4	-0.81275
PIGN	0.0988333333333333
GALNTL1	1.9115
AEBP1	1.50425
OR9Q1	0.3145
ANKRD2	-0.2655
CCL28	1.6165
TRIM38	0.589
TMCC1	0.263583333333333
SMG5	-0.46325
LRRC7	-0.6115
NCAPD2	-2.2055
C6orf153	-0.69275
C1orf74	-0.8825
OTUD6A	0.2755
DCP2	-1.0725
TMEM24	-0.925
RPL18	0.2495
TMEM177	-1.089
LRRC37A3	-0.393
C1D	-0.717333333333333
LDHC	-1.2795
UBE4B	-0.027
NIT1	0.00200000000000001
BTN3A3	0.808125
RASD1	4.200875
COMMD3	0.068
SHFM1	-0.5885
BIRC8	0.11
DUT	-1.12425
C12orf51	0.3155
LRRC59	-1.02933333333333
LY6H	-0.4505
WDR22	1.07491666666667
EDEM1	-0.205928571428571
ADH1A	3.4475
PANX2	-0.2926
CYP11B1	0.14425
CDC73	-0.35725
GPR172A	-0.33325
GSTM3	2.39938461538462
KCNA5	1.18425
SERAC1	0.1155
NFATC2	0.2775
ANAPC5	-0.5064
C15orf24	0.525
NFATC2IP	-1.02366666666667
TNRC6C	0.439333333333333
MGC102966	2.50925
FGD5	2.51016666666667
MED9	0.043
RAB13	0.1075
C15orf49	0.079
CRYGS	-0.3454
C12orf53	-1.1368
LOC283693	-0.2415
COX6B2	0.261875
PHF14	-0.289875
FAM3A	-0.130875
RPL13	0.2076
PRDX2	-0.0361
FLJ34047	-1.3955
PRMT3	-0.52875
KCTD19	-1.437
TRIM10	-0.458
MGC26597	-0.911333333333333
GCNT4	-0.172
GPRASP1	1.6815
CDKN1C	1.29016666666667
RHBDL2	0.933
HSPH1	-1.2755
AQP1	3.9745
COL17A1	3.0351
GFAP	0.243625
CDC16	0.0005
KIAA1614	0.866
C6orf118	-0.833166666666667
ZSWIM5	-1.09625
FAM83F	2.63775
LYNX1	0.592875
SYNPR	-0.2035
XG	3.93883333333333
PRSS16	0.463125
KIF13B	0.950571428571429
PCDH9	3.1345
HIST1H2AH	0.956666666666667
RBM18	-1.40575
ZNF626	0.364125
HEXIM2	-0.545666666666667
ITFG1	0.6875
TUBG2	-0.624
SFRS7	-0.49375
C9orf14	0.4225
EXTL1	-0.73125
GBP3	1.1005
WDR5	-1.4305
RARG	0.0996666666666667
MYO7A	0.488375
CECR6	-0.613
C13orf3	-3.781125
SFRS18	-0.485875
ACVR1B	-0.249166666666667
PSMD1	-0.2517
C7orf31	0.389333333333333
ILVBL	-0.1795
IFNGR1	2.54225
RNF186	2.95725
NOL9	-0.75775
MAGEL2	0.49375
SLC29A2	-0.6285
NHSL1	-0.20875
RBMX	-0.561
PSORS1C2	0.05575
RAD51L3	0.0101666666666667
LCN6	1.99275
ORAI2	-1.13675
BRUNOL6	-0.219
OR4K5	-0.125
CDC123	-0.455875
MSLN	-2.0535
WWTR1	-1.06216666666667
ZNF700	-0.705333333333333
COBL	-0.161
PPP1R16B	1.382125
GAS7	1.2235
MDN1	-0.59425
HAAO	0.4035
C9orf68	1.716
TNFAIP2	1.057125
FOXN1	0.2215
hCG_2033311	-1.57316666666667
ATP6V0D2	-0.3971
RPL41	-0.427375
SLC38A1	0.3695
ARHGAP6	-0.191666666666667
ADAD2	0.1695
PHF20L1	0.1721875
MCM3AP	-0.112666666666667
ST3GAL3	0.137333333333333
SNX1	0.192833333333333
ELF5	4.00575
PARP3	1.025
RBM8A	-0.5358125
LINGO4	-0.3105
ITGA9	1.31783333333333
ZFR	-0.2515
ACSL6	-0.276375
FLJ20699	1.1582
DAOA	0.45925
FABP4	6.8115
KCNB1	3.16875
CANX	0.3731
SLC25A28	0.909166666666667
ADIPOR2	1.21625
ECHDC2	2.22775
SMA4	-0.51275
FRZB	3.13075
PABPC1	0.0215
DMRTB1	-0.118
APOBEC3G	0.5445
CATSPER2	0.0688333333333333
CUEDC1	0.537333333333333
STARD9	0.636375
CLDN8	6.01925
LOC23117	-0.592409090909091
E2F6	-0.461388888888889
TMEM126B	-0.287
DPY19L4	0.46725
GIMAP5	3.3555
NDUFA9	-0.0025
FAM77C	1.174
CTPS2	-0.673
LOC51035	0.47075
WDSOF1	-1.17275
EGLN3	-1.397
PITX3	-0.172
OR52E8	-0.0255
GRM4	-0.1205
KLK1	-2.02283333333333
GPM6B	0.862375
RRAGD	0.3845
PAGE5	-3.6175
UCHL5	-1.53366666666667
ULK3	-0.801166666666667
AIM2	-0.364333333333333
PNO1	-0.661166666666667
OR2F2	0.4015
GNAT2	-0.098
SIX1	0.335
ST13	1.08541666666667
ZBTB44	0.130625
TIMP2	0.23575
ZMAT4	-4.05025
GTF2IRD1	-0.734666666666667
ZNF19	0.758
ZNF714	0.1515
RSC1A1	0.0345
C9orf80	-0.00625
PSMA8	0.337333333333333
TMEM141	-0.442
COX4I1	-0.00464285714285715
CTAGE1	-0.0273333333333333
DTWD1	-0.6385
HSD11B1	4.42575
KRT6B	4.249875
ARID4B	0.0665
LHFPL3	-0.3755
WWP2	0.427333333333333
ZNF326	-0.411833333333333
RGPD1	-0.05
CTSH	0.6635
FASTKD1	-1.27975
PAF1	0.4962
TTC9C	-1.1125
IFT57	0.9125
PRSS36	0.421
IL20RB	-1.062
ZNF592	-0.017
DCTD	0.2547
CFP	2.71925
MFNG	0.85675
JMJD2B	0.934
ALDH3B1	-0.729875
THSD4	2.016
KCNJ5	2.358
LMNA	0.663333333333333
TBCD	-0.142375
ZNF250	-0.3305
CASQ2	3.63983333333333
PEG10	-2.85875
PRAME	-2.7566
NP	-1.137875
TRIM59	-1.969
ZNF12	0.25925
XTP3TPA	-0.59525
SIGLEC7	-0.7732
PANK4	-0.63325
FAM70A	-0.900333333333334
SNED1	1.07
HIP1	0.2161
RAET1E	-0.923666666666667
AMAC1L2	-0.475
AHNAK2	0.225666666666667
TOE1	-0.785666666666667
RECQL4	-2.6365
SPRYD3	0.932
DPAGT1	-0.81775
MAGED2	2.3267
ANKRD55	0.39825
TRPS1	3.40975
DOK7	-1.6975
TFPI2	-3.58925
GTF2H3	-0.893666666666667
CYP4F11	0.092375
LHX2	-4.93666666666667
ATG16L1	0.514166666666667
ASB12	0.412
C1orf116	1.261375
NF2	-0.1443
POM121	-0.3906
PHYHD1	1.8519
TXNDC17	-1.10333333333333
DKFZp779O175	-0.25
NUP62	-0.737214285714286
MYO18B	-1.20716666666667
PRAMEF1	-0.161
TCBA1	0.38625
TMEM168	0.77225
FJX1	0.259
CLCF1	-0.131
SEPN1	0.518375
IGSF2	0.0615
NUDCD1	-0.659666666666667
TFF3	0.910666666666666
NDFIP1	1.30835714285714
CHCHD4	-0.44125
TNR	0.029
CUTA	-0.197833333333333
USP44	-2.47625
DPP10	-0.164333333333333
IWS1	-0.349666666666667
PCGF1	-0.00624999999999999
SULT1C4	-0.03
NTF5	2.5095
PTPN13	0.93675
SSTR5	0.1095
SFRP1	2.8695
IDH3B	-0.323125
SUOX	1.27866666666667
TMCO5	0.35175
GOLT1B	-0.51925
MIB1	-0.149142857142857
PCDHGB1	0.59
SUSD1	0.32025
ICAM5	-2.86866666666667
PAPOLB	0.30225
URM1	-0.2319
TMEM106B	-0.239333333333333
LRIG2	-0.274
SLC27A5	-1.1005
CLIC6	3.1731
ZNF420	0.700333333333333
SCN9A	-0.0374
KIAA1909	-0.04525
ELMOD1	-1.0375
PRKAG1	1.015
FAM64A	-3.65622222222222
EEF1G	0.1226
SMAD5	1.2715
INCENP	-2.96525
WASF2	0.646
GARS	-1.3346
CDK10	-0.6329
HLX	0.437833333333333
MDM4	-0.822125
ZNRF1	-0.908
HHATL	-1.5745
FAM21C	0.688
HIST2H3C	-0.22175
PFDN2	-0.332625
ZNF200	-0.6885
NDN	1.80025
HBA2	1.8405
FBLN5	2.909125
PUM1	0.470928571428571
TNNT1	-1.99033333333333
C19orf59	-0.3015
HNRPH2	0.536333333333333
RAB7A	0.737333333333333
PMS2	-0.41825
BIRC3	-0.0626666666666667
NRSN2	-0.28775
OR52K2	0.0635
SPOCK1	-0.650285714285714
H2AFY	-0.20125
RXRB	0.04
ZNF638	-0.188333333333333
ANKRD45	0.1745
ACTN4	0.332333333333333
FXC1	0.051
EIF2B5	-0.13925
VPS33A	-0.42575
PINK1	1.119375
FAM106A	-0.1445
SKIP	1.6756875
GAPDHS	0.0405
MUM1L1	0.932
PSTPIP1	0.5485
CNTNAP1	-1.3832
CYP26A1	-3.70425
APOL2	0.4607
TACC2	0.82575
COX7A2L	-0.0962857142857143
HSD17B1	1.1395
ARRB2	0.1095
SLC7A6	-0.5622
HSD17B10	-0.21275
RBJ	0.063
NUP155	-2.2165
MRPL10	-0.255333333333333
CYCS	-0.355416666666667
CCDC46	1.6735
TECTA	0.1525
GNAL	0.5795
LPO	-0.312
PEBP4	1.32075
DDX11	-2.3685
C18orf12	0.058
TAF9B	-0.0485833333333333
IMP4	0.06075
RPA4	0.0813333333333333
NDUFS1	-0.14225
UPK1A	-0.4205
ARRDC2	1.63983333333333
C18orf20	0.387
AES	1.37578571428571
CD2BP2	0.5025
C16orf54	-0.139
UGT2B17	0.20225
FGFR1	0.925727272727273
CEACAM6	-1.4245
CHRM5	-0.14725
CERK	-0.779375
AP3S2	0.761428571428571
ANKS4B	-1.06575
CLCNKA	0.4545
ZNF208	0.798666666666667
HLA-DRB5	4.543
CARKL	-0.02075
GOT1	-0.909
CASP6	0.060875
HOXA1	0.1585
RCL1	0.75975
ZNF181	0.749166666666667
RAB40B	1.638
MRPL38	-0.187875
LRRN2	0.43525
C3orf25	0.212
OR5D14	0.0385
OR10AG1	0.129
BET1L	0.2326
FRY	4.50975
AK3L1	-0.2555
CSF3R	0.9885
POLR3K	-0.705666666666667
ATG2B	0.2225
EPS8	1.1885
DARS	-0.55575
C10orf56	1.7535
DAD1	-0.143916666666667
RIOK1	-0.5155
HERC2	0.1895
HSD11B2	1.38733333333333
FAM96B	-0.55925
MGC13057	0.3695
BSN	0.26675
CAND1	-0.282666666666667
HCST	1.38375
ACTR10	0.485
OR8D4	0.261
NASP	-1.4666
COL9A2	0.286
LYZL1	-0.2875
GPC5	-0.6775
TBL3	-0.265666666666667
CENTD2	0.7005
OR5AP2	0.28925
TLR1	1.508
LMO6	-0.4315
ZIC2	-3.352375
CPNE5	0.81425
ZMYND15	0.87675
FLJ22374	-0.05625
CCDC106	0.261
PARP16	-0.57875
PDIA3	0.467
C14orf126	0.38525
CECR2	-0.396
SFRS1	-0.938357142857143
FIGLA	0.6535
DCP1A	0.0475
MGC45800	-0.159
TEKT1	0.0141666666666667
C10orf67	-0.173
CLN5	1.40625
NTN2L	-0.283
GLE1L	-0.38425
CES2	0.4395
GNAS	0.213
DDX53	-0.8025
TSPAN13	2.16325
MRPL52	-1.1848
SPIRE2	-1.08775
TAS2R39	0.1595
SCUBE3	-0.0985
UCRC	0.4294
CDKL3	0.23375
KIAA1715	-0.1058
ZNF345	0.9535
RTF1	-0.113125
DHRS7	0.968
RIPK4	-0.511333333333333
EXOSC2	-1.0805
MS4A2	2.86525
FGF17	0.05775
WDR59	-0.620875
EVI2A	-1.42225
IL17RC	0.160333333333333
HS3ST1	1.1005
ITGB1BP2	-1.992
RBPJ	-0.109166666666667
GIMAP1	4.0315
INE1	0.0138333333333333
ALDH18A1	-0.544875
TPI1	-1.872125
GATA6	1.284
CABP1	0.3665
ZNF484	-0.07575
DAPK3	-0.481
GJB1	-2.65183333333333
PIN1	-0.124
SLC6A15	-2.94883333333333
CNO	-0.11
RIN2	1.8915
FRRS1	-0.921
CYorf15B	-3.29775
DMRT3	2.25075
ATAD1	0.017125
OTUD4	-0.508
ATOH8	1.90525
ZSCAN16	0.28425
ASCC1	-0.10775
OTUD3	0.111875
MGC33212	-0.870166666666667
YME1L1	0.023125
RP11-218C14.6	0.1705
PCBP4	0.16875
TNFRSF10A	0.31225
CDH10	-3.20266666666667
KL	2.69425
SCP2	1.36533333333333
C9orf119	-0.231
SON	0.412833333333333
MAFK	-0.282
SBNO2	-0.221
SLC6A6	-0.603666666666667
SC4MOL	-1.254875
FAM35B	0.741125
PPP1R9A	0.554875
PDZRN3	1.29825
CXorf20	0.135
C6orf126	0.381
AVEN	-0.0245
FLJ21075	-0.827
C14orf132	0.49525
PCK2	-0.398375
GUCY2C	-0.42
BARX2	0.492
PEX11G	1.2745
DAO	-0.485
C10orf49	0.1475
EDNRA	1.8675
PPP2R5A	1.5634
DDX39	-1.95566666666667
SERF1A	-0.4785
ASCIZ	0.3674
FNDC8	-0.19825
PTMS	0.0675
PHF7	1.08
PIP4K2B	0.0484375
HHLA2	-0.12425
BDH2	0.8177
APOBEC2	-0.07175
PENK	2.52216666666667
SMAD9	0.43675
MT3	-0.2575
RGL1	0.964375
ATG10	-0.40725
DLGAP4	0.373333333333333
APPBP2	-0.144142857142857
BACE2	0.0302142857142857
LOC339344	-0.2105
ZNF395	0.27625
HIST1H2BL	-1.17075
ZNF467	-0.080875
SLC25A21	-1.20625
PALM2	0.049
NSUN5C	-1.0145
IL5	-0.0175
CLSTN2	2.867
ANXA8L2	2.06175
PTGES	1.5535
GDAP1L1	-2.246
OPRK1	0.169
WDR20	1.00933333333333
C12orf4	-0.149875
NUP88	-0.468875
XRCC6BP1	-0.437333333333333
FCGBP	1.13064285714286
LEMD2	0.0055
NOMO1	0.036
C10orf79	0.675875
ZNF79	0.0043
OCRL	0.3928
HSPA8	-0.77225
DIDO1	-0.194583333333333
PLA2R1	1.8875
COG3	0.0968
NGDN	-0.3655
CBFA2T2	-0.085125
PNOC	-1.5725
PRRG1	0.773083333333333
AGGF1	-0.563785714285714
DPF2	-0.27425
YIPF7	0.4915
TRPV5	0.2505
ZNF322B	-0.40625
MED12	0.0533333333333333
CARS	0.169333333333333
ABCC11	1.16283333333333
C9orf25	0.068
MYH1	3.006
FRYL	0.0239166666666667
AGTRAP	-0.26325
MMP27	3.051
ZNF432	0.132625
OR8D1	0.1875
OR13D1	-0.36
VWA1	1.605
STON1	1.00875
IL5RA	0.01975
PERP	0.4366
C10orf107	1.32
TNFSF12	2.54025
FN1	-2.05329166666667
MTR	-0.574666666666667
PHLPPL	-0.430166666666667
ZNF425	0.47
DHFR	-0.449444444444444
PPP1R12A	0.160625
RSPO2	-1.586375
ZNF7	0.15075
ZNF583	0.34025
TPMT	-0.872166666666667
GPR132	1.0615
OR2T12	-0.0995
SERTAD2	-0.2702
ATP1A1	-0.4394
FRMPD3	0.0755
ZNF672	-0.66625
PLXNB3	0.132625
EML5	0.1675
FAIM3	-0.5625
UBQLN2	0.13025
SORCS2	1.167
PRIM2	-1.5015
ACVR2A	0.892333333333333
YWHAZ	0.37675
PGM2L1	-0.36375
GNAO1	-0.0399285714285714
RPL10	-0.1785
RPS6KA6	-0.517
PFKL	-0.592333333333333
SH3D19	2.194625
AURKB	-3.32016666666667
ZC3H6	0.855875
DISC1	-0.0731666666666667
FLJ39660	-2.713
TMEM25	1.6425
OSBPL10	0.148
CLTCL1	-0.921333333333333
ALG6	-1.06
CATSPER4	0.8415
LRTM1	-0.405
RRAD	2.74
TIPIN	-2.52275
CARD14	0.0456249999999999
RBM9	0.567833333333333
RASSF4	1.0835
SLC25A18	1.428
C6orf58	0.1755
IGHD	0.0395
PLA2G6	-0.2725
TPT1	0.893
SEC63	0.9083
CCDC113	-0.0689
TDRD10	0.83975
KIAA1666	-1.60275
TOR1AIP1	0.628
SYTL4	1.17766666666667
SPRR2F	-1.003
CEBPD	4.171
SNTG2	1.63175
C20orf77	-0.0185
TAS2R49	0.0515
C6orf173	-2.7235
SVEP1	2.7443
PXN	0.298285714285714
VIL2	0.0406666666666667
C5orf21	1.05466666666667
DIXDC1	0.962
GANAB	0.138
PDSS1	-1.60825
NGFR	1.429875
ATP8B4	2.66725
BMP8A	0.9175
CCDC132	-0.270833333333333
GNRH1	-0.3855
OR10T2	0.0845
PDGFD	3.59983333333333
OR6W1P	0.103
HARS	-0.262583333333333
KRT77	0.084
AQP8	0.1045
ITGB1	1.3728
ZNF254	0.1265
PAX1	0.00133333333333333
PSMC4	-0.6057
ANKRD22	2.00675
PSMD8	0.401833333333333
HTR1E	-0.442
SOX10	-0.2853
OR5B2	0.331
RABGEF1	-0.726857142857143
MAP1LC3B	0.77525
CYB5R4	0.239
AGXT2L1	-1.93575
FLJ41603	2.3325
TRAPPC2	0.265833333333333
FNTB	0.2158
FLJ14107	-0.284333333333333
AURKAIP1	-0.1425
DSE	2.304
NFKBIZ	1.54083333333333
OSBPL3	-2.349
LOC130576	1.8745
SLC39A9	0.412166666666667
LOC137886	-0.461
RHCE	-2.245
ATG7	-0.303
FAM82A	0.971833333333333
FBN3	-0.458
MCFD2	-0.953833333333333
CASP14	-0.025
EPS15	0.65925
SFRS2B	1.08683333333333
C19orf47	0.3465
PLAC9	4.1615
GPR23	-0.625
BTNL3	1.193
RGS8	-0.2225
GNS	1.135625
ENO2	-2.259
CBX1	-0.4395
PEX26	0.0045
LRP5	0.699833333333333
ADAMTSL4	0.3175
ARR3	-0.0631666666666667
MAP1A	0.334
CD2	2.14775
NAV2	0.00768749999999999
TMEM69	-0.654
ATXN7	-0.272666666666667
CHN2	-0.159833333333333
ZNF781	0.713333333333333
HAS2	-2.1465
KIAA0241	-1.25216666666667
BIC	0.2825
MOBKL2A	0.0535
CYP2C9	0.847
CNOT7	0.0355714285714286
SFRS10	-0.63825
CST11	0.721
FLJ37543	1.2825
NKAP	-1.08675
RUNX1T1	4.6565
EAF1	-0.0271
IL4I1	0.0085
LRRC61	-0.428666666666667
PSIP1	-0.958416666666667
SPRR4	0.0805
ZFP90	0.515666666666667
AP2B1	-0.720307692307692
SLC30A7	-0.04025
C7orf28A	0.0348333333333333
S100B	2.353
BMP2	1.65975
ESR1	3.64066666666667
ZFPL1	-0.035
ARHGAP12	0.476
LRRC19	-0.0921666666666667
ZNF767	-0.829833333333333
NACA	0.3537
OLIG1	-2.834875
PRF1	0.99325
LST1	2.10416666666667
SPATA9	1.8515
CNFN	0.044
CDK4	-1.0087
TCF15	0.887666666666667
PARC	-0.27325
PPM2C	1.9785
LOC283345	-0.899
FAM107B	1.503
DMXL1	0.200125
RBM3	0.929
HTR5A	-1.13133333333333
SCFD1	-0.0103333333333333
EPHB3	0.778
ROPN1L	-0.288666666666667
RAMP3	1.8575
TSPYL5	3.10618181818182
GAP43	-1.608
PAPD4	-0.2065
PDE3A	-1.072
TNFRSF10C	0.91525
JMJD5	0.24
RASGEF1A	0.9556
C16orf65	0.237
HIPK3	1.49633333333333
XYLT2	0.001
XPOT	-1.12733333333333
GAL3ST1	-0.87425
DHCR7	-1.64325
AMIGO3	-0.1985
FGFR4	-2.70416666666667
CRAT	0.939
PPP1R14D	0.2255
TRIM14	-0.4737
TMPRSS11D	-0.1695
SLC7A11	-2.67385714285714
OR10H2	0.09525
PPM1E	-0.5654
DOCK4	0.516625
FAM127A	0.858625
ENOPH1	-0.17175
SLC5A3	-0.6875
ZNF530	0.0625
NTS	-5.984
FRMD4A	0.6335
BCL11B	-3.22783333333333
PRM1	-0.172
UQCC	-0.0514
S100A16	0.103166666666667
PLS3	0.61425
WWOX	-0.114214285714286
CCDC23	1.18775
GTSE1	-3.17266666666667
GP2	1.951
FLJ32549	-0.05825
CHIT1	2.4425
KLF9	2.035
RPS24	0.0033
MIA	0.9645
FIGN	0.444
PYROXD1	0.807125
PCSK2	0.2885
MRPL9	-0.632
RPL24	-0.44125
C12orf32	-1.1575
HIST1H2BE	-1.4035
RGS18	2.687
LFNG	1.376
RAB4B	0.2766
FBXO25	1.08116666666667
TSPAN31	1.67433333333333
ARL8A	0.174928571428571
C10orf83	-0.2509
OR51B6	0.3355
CNKSR2	-0.53575
C1orf156	-0.09175
IBSP	-0.522
GFRA2	1.548
ALKBH7	0.2913
NEK10	1.82425
VN1R3	-0.00616666666666667
LOC91948	0.991
CPZ	0.47
IHPK3	0.635666666666667
COL8A1	0.108
RBPJL	0.0645
OR10A4	0.126
CASP8AP2	-0.982875
MMP12	0.882
OR8B12	-0.3055
CDCA5	-4.14616666666667
LIX1L	-0.5415
PEX11B	0.378125
GABRA1	0.194
HABP2	0.476
REEP1	1.19366666666667
FBXO15	1.377
CD68	1.077
WFDC9	0.1115
GHDC	0.435333333333333
SMARCA1	0.53825
SPAST	-0.6375
PLXND1	1.16633333333333
MLCK	-0.464
INTS5	0.380833333333333
BSG	-0.792857142857143
PARP8	0.227666666666667
TEAD4	-1.564
ZNF498	-0.286875
TMEM89	-0.325
DTX4	0.988625
TNRC6B	0.74975
ARMC2	0.12325
FGFBP1	2.1155
TIMM8A	-1.691
AJAP1	-2.2858
ZNF608	0.1125
SLC25A42	-0.337
SYP	0.282833333333333
MMP11	0.0211666666666667
USP40	0.4561
C3orf62	0.247
MYO1E	-0.2084
LRFN4	-0.884
XCL1	0.07
GPR155	1.207
VPS29	0.2955
CARHSP1	0.11925
ARHGAP20	2.4035
GREM2	2.54907142857143
CCDC102B	2.558
ZNF577	0.940333333333333
HDDC2	-0.00137499999999998
SHC2	1.1005
NCOA5	0.0498333333333333
INPPL1	-0.2955
CHGB	-2.4373
IHH	0.216
DDEF2	0.241833333333333
DIAPH3	-3.37452380952381
BUB3	-0.918416666666667
GGH	-1.81411111111111
VPS35	0.3333
CNN2	0.0120833333333333
ASNA1	-0.33375
WDTC1	0.02475
AMAC1	0.19
HAS3	-0.283166666666667
SLC1A6	-1.309
ZNF563	0.5915
C1S	4.63875
TCF7L1	2.5565
OR10Z1	0.3365
ME2	-0.6773
