Hybridization REF	TCGA-A2-A0CZ-01A-11R-A034-07
ZNF586	-0.13525
C1orf49	0.560833333333333
TANK	0.584166666666667
RCAN1	0.665166666666667
PELI3	1.374
LIMD2	-0.373416666666667
TMEM189	-0.624
NTN4	0.491625
LOC151300	1.0435
CLEC2A	-1.378
GPR135	-0.1955
DPYSL4	-2.7908
JAK2	0.181333333333333
TSHZ1	0.938
TM9SF4	-0.27325
ZNF264	0.7825
SIRPG	2.199
BICD1	0.14975
HERC6	1.75416666666667
METTL5	-1.018
CASP1	1.27475
PRRT1	-0.270333333333333
PLA2G4C	2.61833333333333
ICA1L	0.131571428571429
TPTE2	-0.0668333333333333
OTUD7A	1.04316666666667
AQP11	-0.674
APOA2	-4.2208
KALRN	-0.3543
SECTM1	-0.147333333333333
IFNAR1	0.43925
TALDO1	-0.777625
RAB11FIP4	-0.0685833333333333
EIF5A	-1.4925
FAM49A	2.49725
NEGR1	0.8595
YTHDC2	-0.492625
EHD2	0.318875
NCF1	1.8427
SCRT2	1.144
HOXA5	1.34516666666667
NUP133	-0.37525
FGF12	-0.4963125
SLMO2	-1.18325
SNTA1	0.19875
CACNG2	0.393375
GCM1	0.399375
ELF1	0.429333333333333
TLR5	3.8425
TCFL5	-1.34675
RBMY2FP	-1.602
LOC100125556	-0.03475
FAM129B	0.241
MAP3K7IP1	-0.4325
NCK2	-0.2305
OXA1L	-0.51525
FMO9P	0.6855
ZSCAN12	0.0265
PSMD12	-0.282416666666667
HSCB	-0.17725
CLDN10	-3.31125
MGC13053	-1.35025
HPCAL4	0.047
ASZ1	0.5415
MEX3D	0.08275
NFAT5	-0.1664
CSPG4LYP1	-0.399166666666667
FBXO3	0.5894
DVL1	-0.3405
CMKLR1	2.38016666666667
TYMS	-4.5255
PEF1	0.83025
ZNF750	0.9625
MCM5	-1.4127
MEGF11	-0.47375
KCNK7	-0.0435
PTP4A3	-0.2005
C1QTNF2	-0.484166666666667
OR6S1	0.421
FAM122B	-1.66875
ZNF551	-0.776875
HBQ1	-2.4625
GEMIN6	-0.74525
ARSK	0.48775
RBP7	4.01116666666667
CPNE9	0.14
DSC1	2.4645
LOC730112	0.19875
MAP2K4	0.801625
HS3ST5	-2.7895
EPB41L3	-0.42975
TEKT2	1.2605
CDKN2B	1.16633333333333
ZNF480	0.38975
MAP3K6	0.9356
MAP6	2.25466666666667
HN1	-0.3512
OR2L13	0.198
SLC16A11	0.6775
FAM96A	-0.781
APOL1	0.3635
C5orf32	0.038
RTP1	-0.582
RNF175	0.575
ZBTB41	1.1735
AHCTF1	-0.4578
SAE2	-0.6126
ITGA2	0.725416666666667
MME	1.58
CCDC14	-1.9355
MAST4	0.983071428571429
KRT33B	-0.2115
KCTD2	0.0581666666666667
WDR26	0.442583333333333
MFI2	0.731
NR4A3	0.24125
ARSA	0.906
UNKL	0.0581666666666667
SULT6B1	-0.2555
CCNA2	-3.67116666666667
SOX15	-0.5995
PPAPDC1B	3.16475
C19orf44	0.434
MCAT	0.983333333333333
ARID1B	0.121625
OR52N1	0.8215
C12orf48	-1.736
MAGI1	0.40675
NIPA2	-0.35825
GBX2	-2.4855
RSHL3	0.305625
RAVER1	0.235666666666667
C15orf17	0.14275
SLC30A2	0.72075
ZNF518	0.02475
PCYT1B	-1.7055
C10orf114	-1.42525
EIF3H	0.0865
SLC25A39	-0.613666666666667
KIF1B	0.33475
AMOTL2	1.3545
C6orf120	0.149
PSRC1	-2.653
PLA2G10	1.466625
KIF5C	2.1675
MRPL37	-0.6925
C17orf62	-0.336
C9orf135	-1.60883333333333
DUSP10	0.829
CLCNKB	0.2205
PSMA5	-0.519125
C8orf53	0.54475
AMPD3	0.7305
PIAS1	0.0805
ADCYAP1R1	-0.197
GYLTL1B	0.02625
CDH20	-0.00516666666666667
FBXO7	-0.359
TMEM134	0.306833333333333
FLJ14213	1.8885
ZNF3	-0.5845
LRRFIP1	0.562875
CNOT2	1.81616666666667
ABI3	2.646
ALDH5A1	-0.767
HNT	3.0395
SERPINA4	-3.20275
TK2	0.557083333333333
STMN1	-2.74322222222222
GUCA2A	0.102
GALNT10	1.26385714285714
DPP6	-0.512
C9orf93	-0.15775
PRELID2	-0.75025
STK39	-0.73675
SFTPA1	-1.7565
CKS2	-1.85188888888889
RHO	0.20075
C20orf135	-0.403
XKR3	-3.379
CR1	-0.051625
RPS6KA2	0.863428571428571
C20orf112	0.4955
MRPL22	-0.13375
C4orf23	0.145333333333333
GADD45B	1.482
KLHDC1	1.89466666666667
C2orf48	-2.298
ZNF287	1.637
DAAM2	-0.347
DPPA2	-3.97833333333333
TCTN3	0.4115
DNAJB11	0.034
FPR1	4.028
DEFB4	0.0355
PTCD2	-1.1209
SMOC2	5.13416666666667
CABP7	0.64375
SERPINB11	0.54525
MAGEF1	0.15875
NDE1	-0.285666666666667
ITGA10	0.637
FSHB	-0.1765
ANXA2	0.69075
HORMAD2	0.081
HLCS	-0.00425000000000002
MCF2L	1.158
FH	-0.955375
TBC1D24	0.69575
KIAA1505	1.135
LGALS2	1.3455
CNBD1	-0.0315
SYNPO2L	-1.2985
PTPN23	-0.170785714285714
C1orf183	-0.340666666666667
MAGEA8	-3.479
DGCR8	-1.802125
GSR	-1.7705
PAQR7	0.17875
ZNF676	-1.2285
CACNA1C	0.6965
SP7	0.804
PDCD6	-0.2735
NRN1L	-0.773
BRI3BP	-1.02741666666667
KIAA1183	2.1335
ASB4	-0.6765
CCL23	1.7048
OBSL1	-0.892125
SLC12A7	0.237583333333333
KIAA0240	1.641375
CD1B	-1.97416666666667
FCGR2A	1.0105
MDC1	-1.213
HTR1A	-0.034
OCEL1	0.99025
ATP11B	-0.1198125
FBXO34	-0.0918333333333334
PCDH12	4.05566666666667
RPE	-0.644
C17orf74	1.8785
CSDC2	1.362
PET112L	0.11625
TMBIM1	0.40175
P2RXL1	-0.08725
TCHP	-1.149
TRMT1	-1.1675
F2RL2	1.699
LRRC32	3.7365
IMPG2	0.1035
BGLAP	-0.669
LOC493869	0.154166666666667
MRAS	2.545125
SLC35F5	0.142
CBWD1	-0.1015
AXL	-1.044625
ATP2C2	1.519
TELO2	-0.769
PNPLA3	-3.1095
PCDHB14	1.8385
CD276	0.55475
KRT80	-1.7115
DUSP28	-1.229
CSNK1E	-0.27875
SRP14	0.57
KCNQ4	-0.426
KRT72	0.5115
CCDC117	-0.383
C6orf89	0.352666666666667
TUBB2B	-2.26133333333333
RTN4IP1	-1.27075
CR1L	-3.485
CEND1	0.426125
C12orf41	-0.731666666666667
RNF31	0.003
UBN1	-0.1515
C17orf32	0.641
SLC5A7	0.11825
GPR92	1.171
ESAM	2.8443
CTNNA1	0.101166666666667
HRBL	-0.0748
CBX4	-1.50425
TMEM182	-0.62575
SH3TC2	-1.2015
IL10	1.08983333333333
PXMP4	0.909
RNF167	0.2408
PAK7	3.82433333333333
ETV3	-0.1605
ATPIF1	-0.169
LOC554207	-1.7065
OR8H1	0.01875
WDFY3	1.213875
DPM1	-1.3145
GPSM1	-0.5145
WDR92	-0.00370000000000001
LRP1	1.07766666666667
ANKH	0.401
THUMPD3	-1.05375
POLR1B	-0.74025
OLFM4	6.64966666666667
RAD9B	-0.22
TSPY2	-4.1935
PAX6	-1.7255
SCG2	-2.159
SLC17A6	0.09375
FMO3	3.561125
PADI4	0.184875
TUBB4	-0.6292
NLK	-0.59875
POU4F3	-0.7415
SDF4	-0.06525
ITGBL1	3.62366666666667
NETO1	-1.030875
TAP2	0.044625
ABBA-1	-0.223666666666667
GNAI1	0.5375
VPS4B	0.432
NOPE	0.583
GALNT6	1.028
SESN1	0.524625
GBE1	-0.672111111111111
CLASP1	0.0415
RASGEF1B	1.042
ACOT11	-0.358928571428571
AFAP1	1.7315
OR2H2	0.285
DPY19L2P1	-1.347
DZIP1	-0.74875
SEC22C	-0.2625
GPR161	0.183416666666667
RNF146	0.55875
WDR74	-0.8655
GALP	0.2635
PURA	1.359
DNPEP	0.41025
RP11-78J21.1	-0.90025
ERBB2	2.056625
FANCM	-0.916833333333333
NEO1	0.809666666666667
DDX3Y	-5.3044
RPS3A	0.834625
MXRA7	0.726285714285714
LGALS3	-0.4215
GLT8D1	0.18875
CFL2	-1.17633333333333
UPB1	0.02475
NAP1L5	0.537
CLDN14	2.284
DHX38	-0.7135
BTBD1	0.1575
TARS2	-0.474833333333333
ABCF1	-0.2429
FCF1	-0.0726666666666666
LRRC49	0.2
GUCY1B2	-2.345
C1orf177	0.387666666666667
SMARCA4	-0.753571428571428
LRP8	-3.57133333333333
TAGLN3	-2.24925
MRPL14	-0.83825
TTRAP	0.05725
ZDHHC20	0.20825
NFE2L3	-0.9385
KIAA1377	0.487125
PALMD	2.121
TMEM43	0.18825
TTL	-1.104375
STAT5B	-1.23766666666667
SSB	-0.833
OR10H5	-0.1505
SLC22A13	-1.406
AKAP3	0.64625
TIMM23	0.0393333333333333
OAS2	1.88083333333333
KIAA0423	0.69375
TRIM11	0.165666666666667
GLIS3	2.331
TMEM50B	0.6355
ARHGEF4	-0.436625
DEGS1	-0.487
TBL1XR1	0.904333333333334
G6PD	-2.118
SP140	0.8996
MUC17	0.0565
NUDC	-0.4281
DNAJC5B	2.70266666666667
SCARA3	0.0448333333333333
CPA3	7.744
BCAT2	-0.7215
MFN1	-0.5013
NRG3	0.599
SNX11	0.0765
PLEKHH1	-0.743166666666667
GPR177	-0.0641666666666667
HCFC2	0.14825
TCAP	-0.96525
MOCOS	-3.4245
C14orf93	0.14125
PRDM10	-0.331166666666667
SLC16A4	0.13275
SRGAP1	2.36666666666667
VIP	0.49475
DUSP27	0.393
LILRA1	0.916
MC2R	0.236
MGC24103	-0.55125
MBTD1	-1.8175
FUT11	-0.376166666666667
USP33	0.0827
C15orf39	-0.7015
MAP3K12	-0.17775
PAAF1	-0.884333333333333
BARHL1	0.2845
FLJ16165	-0.3825
PIWIL2	-2.33125
SYNE1	1.10775
CMTM4	0.28175
TSPYL1	0.4717
GUF1	-0.966333333333333
TMEM157	0.828
WDR44	0.401
HIST1H3C	-0.28875
DKFZp666G057	1.95825
RNPEP	0.07875
GAS2L2	0.750833333333333
ADH4	-3.329
GRPR	2.2145
FBXL17	0.99025
ZBTB10	0.441666666666667
Gcom1	0.972944444444445
HTRA1	2.9691
ZNF585A	0.286333333333333
SLC26A2	0.672142857142857
OTOP3	0.540166666666667
WISP1	2.74311111111111
ATP2B4	-0.419166666666667
FLJ10769	0.88775
CRAMP1L	-0.2005
CHST12	-0.31225
RAB22A	0.25275
TARDBP	-0.4565
STAU1	-0.3735
CRB3	1.923
MIG7	-2.11575
CHMP1A	-0.681333333333333
ZNF160	-0.312125
B3GALT6	0.35725
BARX1	-0.8055
C6orf167	-2.6156875
NXNL1	0.699
DHX29	0.494875
HADHB	0.1125
PLXNB2	0.285625
ILDR1	-1.6505
SLC15A3	2.89175
GAS2	-2.43333333333333
C20orf69	0.5075
NUMB	0.19725
TNIP1	-0.133875
MESP1	0.359333333333333
PSKH1	-0.3265
NSFL1C	-0.192125
RHOG	0.00975
HEY1	-0.858
KNG1	-2.38175
ITGAX	2.3834
LIN9	-1.3345
CANT1	1.373
XRN1	0.365642857142857
CCDC96	1.5197
HEATR6	-0.1565
GNG7	1.32516666666667
RUNX2	2.3520625
SOX1	0.463166666666667
FCRL5	0.9575
ZNF99	-0.609125
FAM9A	-0.5585
SNX22	0.3555
MBNL3	-2.09583333333333
ODC1	-2.2526
ADORA2B	-2.09
NR2F6	-0.30525
ZFYVE16	-0.288222222222222
SYNJ2BP	1.0268
POLE	-1.868625
E2F2	-1.665
THRA	0.705666666666667
PTGES2	-1.13533333333333
HIP1R	-0.543333333333333
TMUB1	-0.926833333333333
ENO3	-2.444
RSPH10B	-0.14
CXorf39	0.353125
IRGC	0.53075
GPR109B	0.83475
FLJ13305	0.456
LCE3A	0.1915
TNFRSF18	0.214666666666667
DET1	0.21425
TRPM3	-0.280833333333333
C16orf79	-1.736
FECH	-0.605833333333333
RAP2A	0.204166666666667
CRIP1	1.14216666666667
AZIN1	-0.541625
SLC7A7	4.062
IL10RA	1.2702
TMEM64	-0.56975
CDC42EP4	1.2376
C16orf58	-0.0389
ARG2	-2.1525
POU5F1P4	-4.93825
FAM62B	-0.4085
DNAH8	-2.7078
ASH2L	0.883875
TSLP	-1.52733333333333
CNTNAP5	-0.754
TMEM16C	1.4505
IFNA14	0.086
SLC1A3	0.378625
CABYR	2.24475
BCL7B	-0.3375
NUDT13	-1.28266666666667
C13orf28	0.57875
C1orf53	0.45575
ARL6IP4	-0.1648
RPL35A	0.21225
EMR3	1.0865
RAB40C	0.137
SLC41A1	-0.193333333333333
LRCH1	0.87475
LY6G5B	-1.445
FAM124A	-0.139285714285714
MGC10981	-4.11033333333333
CLIP3	1.1254
MAP4K2	-0.302833333333333
CHIC1	0.4795
SULF1	4.5895
C20orf30	0.166142857142857
PRDM5	0.038375
ELOVL1	0.312
C11orf48	-0.387125
SLC39A10	-0.469
KCNV1	0.096
ACP1	-0.5215
ZMYM2	-0.26825
B3GNT6	-0.356166666666667
C9orf69	-0.13875
C2orf15	1.601
C20orf166	1.4585
HSP90AA6P	-0.321
EDG7	-0.704
NEURL	-0.668875
LPL	3.7985
CLEC2D	-0.1275
GRRP1	2.24883333333333
CD8B	-2.2862
HIST1H3D	0.3845
SLC6A12	1.223875
FAM27L	-0.291
CD84	2.7275
RASA1	-0.758
PHKG1	0.3335
MAGEA11	-2.9635
IMPA1	-1.1722
NPM3	-0.8835
RARRES1	4.804
SH3BP1	0.069375
B3GNTL1	-0.8555
ARPC5L	-0.398833333333333
KLHL26	0.28475
SIM2	-0.79775
GJC1	0.4995
C20orf194	0.53125
EXO1	-3.647
SLC2A2	-2.59866666666667
LOC285074	-0.52425
LRG1	-0.24175
KIRREL	1.1475
PIK3R1	1.48021428571429
C4orf34	0.98375
MAF	-0.231333333333333
ADCY4	4.24716666666667
ZMIZ2	0.3807
SLC46A3	1.63716666666667
STAMBP	-0.3415
CCDC16	0.73625
MS4A12	0.34
TCF20	-0.41775
LRRC46	0.1895
C20orf152	0.58025
MRPS6	-0.722625
ABCB11	-0.249
KCNC2	1.80116666666667
CDH19	-1.47616666666667
C9orf123	0.878833333333333
SSH3	0.362
LDLRAD1	-2.28075
CCBE1	-0.85925
ZNF135	1.137625
TAAR1	-0.108
WFDC12	-1.662
CCDC42	0.6035
FLJ12529	-0.838
PER1	-0.0501666666666667
TIMM50	-0.552
SMARCAD1	-0.272666666666667
FAM26C	-0.1415
TP53TG3	-0.916666666666667
SH3RF1	1.983
LMCD1	2.9635
GPR63	-0.583
FLJ21986	-1.5625
AIFM3	-0.89625
MICAL1	-0.685
BLZF1	0.424833333333333
IQCA	3.20483333333333
PCDHGC3	0.209
SAC	0.65325
BCL6B	2.8395
DDO	0.102
MARCO	4.0465
DCHS1	1.84016666666667
C1orf170	0.985333333333333
CD200R1	1.82783333333333
C22orf15	-0.6495
SEPT11	0.145
ADNP	-0.65825
UST	0.9085
C13orf34	-1.24166666666667
RFFL	0.405
APBA3	0.2485
C2orf60	-0.866875
CUTL1	0.018
PMS1	-0.846375
ZNF689	0.2845
EIF3E	-0.423
IL9	-0.226166666666667
RPL31	0.153375
LY9	1.008
ATP2B3	-0.1265
KDELR2	0.6055
TFCP2	0.09025
NLRP12	1.0445
FLJ45422	-0.10375
TLE4	-0.0189
ZNF570	-0.198
FLJ43806	-0.6655
TLK2	-0.280875
CIR	1.05975
MARS2	-0.7505
COL24A1	1.931
SDF2L1	-0.786
HIBADH	-0.268
IGFBP3	-2.55885714285714
C12orf23	1.197
PSPC1	0.0495
C20orf43	-0.04225
TRAV20	0.3195
ARHGAP24	1.396625
KIAA1975	-0.957625
C1QA	3.769
DNTT	-4.55483333333333
C10orf6	-0.10525
C11orf41	1.4035
HNRPF	0.02425
COL11A1	7.655
UBAP2	-0.4545
CDKN2AIPNL	-1.938
C20orf174	4.63425
SPRED2	0.1855
PLA2G12A	-0.142833333333333
ICEBERG	-2.18183333333333
SCN10A	-0.818
C11orf65	-0.42875
GBP5	5.14975
PITPNC1	-1.0775
POU3F3	0.966
NCOA7	0.0638750000000001
LIN7C	-0.3946
LOC348840	-1.097
NKX2-2	-3.47575
ANKRD13D	-0.23075
LOC123688	0.73575
FUT2	0.509333333333333
TAAR8	0.41
FZD4	0.369583333333333
PNMA3	-0.184
OR4L1	0.362
WIT1	-2.452
EXOC3L	1.92375
ATPBD4	-0.1175
KRBA1	-0.89
UBXD6	-0.4665
HOXB7	-0.165928571428571
C7orf23	-0.1995
UNQ338	2.1835
STAB2	1.471
CDC20B	-0.211
IRF9	2.37375
CENTG1	0.83975
TNPO2	-1.08475
MCPH1	-0.012875
BMS1P5	-1.5765
SLC26A7	1.00625
HIST1H3J	-0.01675
C9orf3	0.816
LBH	1.52075
MYO1D	0.887875
PTDSS2	-0.3455
NFU1	0.76275
DEPDC4	-1.108
WNT7B	0.8886
GLP2R	-0.851833333333333
SETD4	-0.847
DYNLT3	-0.529
FKBP11	0.124
SESTD1	0.462833333333333
FLII	0.55575
RPS16	0.4379
CHPF	0.0398333333333333
CSNK2A1	-0.509333333333333
SUMO1P1	-0.278
FKBP6	-0.8755
ZNF214	0.7055
TWIST1	1.03983333333333
DDX56	-1.16216666666667
TRAM1L1	2.6241
EPO	-3.01683333333333
MRPS18B	-0.1515
ZNF682	-0.682666666666667
RPL14	0.3175
MAFF	-0.22625
LOC51136	0.097
LY96	0.6595
DDX20	-0.371
ABTB1	0.517833333333333
ARL5A	0.6036
CCT6A	-1.4645
HEPACAM	-0.6765
EHHADH	-0.1285
RBAK	0.455666666666667
CGB1	0.48375
ITGB5	1.18
YIPF3	0.229
FKBP2	0.03325
NR1D1	0.000599999999999998
TMEM110	-0.6405
NEK2	-3.41633333333333
PRAMEF8	-3.358
C20orf52	-0.548
PCDHGA3	0.683
VWA3B	0.1625
NDUFA5	-0.01375
THAP9	-0.123
FLVCR2	-0.293666666666667
AP1S1	-2.084875
SMAD6	-1.03175
SAV1	1.058125
SAT1	0.99025
ZNF251	0.62825
ADAMTS7	0.453
RPP38	0.0825
C1orf211	-1.674
YPEL2	1.4304
RBMS1	0.37175
ZNF445	-0.4335
NRXN2	1.00516666666667
PGBD4	0.142625
UGT2B28	-1.97625
WBSCR16	-0.892
NLRC3	0.770125
ASTL	0.053
ST6GALNAC1	-2.66725
ZADH2	-0.680125
MLLT4	0.220666666666667
ARL6	-0.405666666666667
MEF2C	0.99
CBFA2T3	-0.2675
AFF3	1.97628571428571
COG7	0.195166666666667
MYB	-1.21266666666667
PLXNA3	-0.451
XRCC2	-2.842
MMS19	-0.214375
ST8SIA5	-1.070375
CHPT1	0.278
KIAA1712	-1.5495
OR6X1	1.0115
ACTR3	0.092125
UGCG	2.0205
OR4P4	0.066
ZAP70	-2.4855
LPP	1.389875
ZNF485	-1.1945
PTPRCAP	0.49275
IL12RB1	0.6315
ATRX	0.3725
CHST8	0.2115
C14orf109	0.25025
ARV1	-0.2795
NMB	0.558285714285714
COX5A	-0.449333333333333
EIF6	-0.53925
MPPED2	0.948666666666667
SEMG1	-1.72
CHRDL1	1.7155
TRAF3IP2	0.64725
WNK2	-0.2945
LILRA4	3.38716666666667
LAMA2	5.3705
PXT1	0.6605
RLBP1	-3.31775
CD300C	1.04275
SLTM	-0.00450000000000001
FLJ10404	0.04175
APOBEC3D	-2.5915
RENBP	0.592
ATXN7L1	0.347875
NID1	1.281
TUBGCP3	-1.0975
ITIH5	2.19972222222222
CCDC110	3.2155
C8A	-3.07825
MGC87042	-0.267
HOXC13	-0.838
TFDP2	-0.72975
HCP5	1.624625
POLI	-0.20275
UCN	-0.591
ZNF764	-0.322
C8orf45	0.94375
FHL3	-0.21475
SPATA5L1	-1.0565
MMRN2	3.6055
NDST1	0.211166666666667
COL20A1	-0.116666666666667
ZNF248	-0.655333333333333
PELP1	-0.368333333333333
MBL2	-3.08316666666667
RNF41	0.0565
C5orf24	0.43475
THOC5	-0.726571428571429
SERINC3	0.221416666666667
RP11-151A6.2	0.63875
CDCP2	0.119
HIST1H2AA	0.40575
C11orf75	0.754833333333333
FKBP7	0.999
DDOST	-0.2675
GPNMB	1.7025
TTF2	-2.25516666666667
KCNT1	0.367333333333333
SLC39A14	-0.544
NGRN	0.6788
GPR137B	2
MECP2	0.139
PSMA1	-0.99975
C16orf73	-5.86725
TMEM60	-0.0531666666666667
CSN3	4.5
NOS1	0.441
RAB7L1	0.186666666666667
YBX2	-1.4915
KIAA1166	-0.243375
FUBP3	-0.2285
ABCG1	1.7775
ACACA	-1.04483333333333
ARL11	0.1839
ATOH1	0.1535
ODF1	0.450333333333333
CREB3L3	-1.74433333333333
TMEM127	1.34485714285714
DSCAML1	0.7355
PLN	3.57166666666667
LYPLA1	-0.581
PRDM9	-2.2675
SASP	0.42275
PLUNC	0.0563333333333333
INTU	0.11125
HISPPD1	-0.6185
LNPEP	0.0973333333333333
YARS2	-0.883166666666667
APCDD1L	0.1285
ZCCHC4	-0.8663
FBXO22	-0.9525
TTLL13	0.5985
ZNF669	-0.328166666666667
PTGDR	2.92025
DDX27	-0.3185
KIAA0409	-1.08116666666667
GJB6	-0.36025
ASB8	0.68475
PLP2	-0.617
MEPE	0.7425
OR10J5	0.7775
KRT222P	1.574
COQ7	-0.1775
C1orf101	1.0935
RERG	2.1991
CHMP5	0.599
THAP11	-0.048625
ZNF43	-0.514166666666667
ZRANB3	-0.656666666666667
KRT13	3.474875
MRPL19	-0.97275
RBBP9	-0.24475
SPATA17	0.958375
BXDC5	0.206333333333333
PAFAH1B1	-0.3765
MAGEE1	0.61925
OSTF1	0.33325
KIAA0323	-0.466333333333333
TXNDC13	0.139833333333333
CNTN4	4.33375
LCE1B	1.13
UNQ501	0.647
ZNF154	0.26675
C3orf64	0.83675
SYT5	0.1967
PON1	-0.0166666666666666
FLJ10357	0.364625
ATP4A	-0.6395
GNPDA1	-1.37933333333333
MGAT1	1.29316666666667
C14orf121	-0.52
SLC35B2	-0.242
MIER3	0.802333333333333
CHEK1	-4.790125
ZNF8	-0.347333333333333
TXNDC1	-0.596666666666667
CKB	-0.1805
RTN3	0.574785714285714
FZD2	-0.759
PART1	0.129
PSMB6	-0.43875
PCDHB8	-1.233
PHC3	-0.1406
PPP1R8	-0.3025
NOVA2	1.9325
TNFRSF11B	-4.02775
GOLPH3	0.844666666666667
UBLCP1	0.065
SUHW3	-0.8955
TTLL1	0.91375
OPN4	0.035
OR13G1	0.3235
ZPBP2	0.491666666666667
HSD17B11	-0.627125
C9orf50	-0.08
DHDDS	0.234571428571429
CTSW	2.1224
NEFM	-0.585
MRPL28	-0.76875
SYN1	0.616333333333333
PIGV	0.493333333333333
ZIM2	-0.068
APBB1	0.114
SND1	-0.06875
C1orf123	0.472833333333333
CHD3	-0.92725
BHLHB8	0.271
RNASE2	0.2935
BCAP31	-0.152375
SLC25A44	0.0238333333333333
CHD6	0.4156
PIB5PA	1.03692307692308
SELS	0.835625
LOC541471	-0.558125
FAT2	2.6405
ZNF81	-0.3715
OR4C16	0.6435
FLJ10081	-0.0681
LRRC4	2.076
CS	-1.32466666666667
N4BP2	0.18375
IGFBP7	2.2055
ZNF318	-0.224916666666667
NDNL2	0.8135
ZNF609	0.885
SIRT4	0.488
EXOSC10	-0.499
ECE2	0.0335
OVGP1	-0.046
GTPBP3	-1.18625
PACS2	0.1569
C19orf36	-0.170833333333333
ARL4C	0.669375
ATG4B	-0.602375
UBQLNL	0.28875
RHOXF2B	-3.56
PLEKHG2	-0.5415
GALR1	0.2525
AQP4	0.754833333333333
HDAC7A	-0.00333333333333334
DCUN1D3	0.3555
OR8A1	0.1225
CCRN4L	-0.015125
CBR4	-0.954
KIFC1	-3.005
SLC7A14	-2.2185
LHX5	-0.6525
TRPC7	0.2845
LPXN	-0.2435
SERPINA1	-2.580125
RPS13	-0.115
BPIL3	0.089
PRKAA1	-1.1845
FADS2	-1.109
ENAH	0.8165
PRO1768	0.144
APBA2BP	0.23125
LIPH	3.22916666666667
C3orf33	-0.7215
RCC2	-0.446785714285714
ALDH1A2	-2.6466
RNF103	1.64625
AHCY	-0.803375
ALG12	0.045
CCL17	2.3265
ZNF543	1.09183333333333
ESRRG	1.6111
CNGA1	2.093
RDH5	1.06183333333333
OTX1	-0.8621
PTGFR	-1.1765
CDR2	0.357625
SELE	3.77175
NLGN2	-0.5265
EXOSC9	-1.066
ZNF566	0.741
KLRC2	-3.9215
GPR12	0.6445
KIAA0196	-0.04225
PDRG1	-0.685
SSR3	-0.223142857142857
MSI1	-0.564
CST9	3.985
CC2D1A	-0.27625
PLAGL1	0.361277777777778
ZNF778	-0.2515
RNF2	0.123375
KLF6	1.76233333333333
THBD	1.79666666666667
tcag7.1314	0.3395
NR5A1	-0.0966666666666667
ABCD2	0.8755
DNAJC7	-2.01875
CLEC4C	0.979
TM2D3	0.719875
CCDC4	-0.314
PLAC2	-0.065
DCD	0.2255
FAAH	1.558125
POLA1	-0.687
TM7SF2	0.094125
FLJ39822	-0.963333333333333
FLOT2	-0.259
MAP4K1	-0.353333333333333
SRP68	-0.2175
C21orf74	-0.236
ARPC5	-0.00225
LOC126075	1.802
HECW2	0.597875
ZDHHC4	-0.24725
ANKRD42	1.8429
PDE9A	0.3285
ABCA8	3.19375
NDUFS2	-0.4555
UBR5	-0.631
BTBD16	-2.73875
LOC554174	-0.883
ZNF20	0.66
KIAA1843	0.7945
WDR17	-0.2855
C15orf33	0.474
RNF113A	-0.10075
CAMKK1	-0.9819
CLCN2	-0.34525
ANXA6	-0.677
LOC340069	-0.029
EMID1	0.297875
DPM3	-1.01425
ELA1	0.289
SLC25A13	-1.4742
KRT24	1.36025
SMPD1	0.0703333333333333
TH	-0.11575
COL6A2	1.89907142857143
ANKS1B	1.80825
GPR126	-2.6849
ZC3H12A	0.0593333333333333
TMEM47	1.091
C2orf51	-0.1975
C1orf88	3.30266666666667
HSF2BP	0.4525
AKAP10	0.4975
RPAP3	-0.988
KLHDC8B	0.119125
STOM	1.4429
MUPCDH	-0.02025
C10orf72	0.312625
PLEKHA3	0.5805
TCP11L1	0.27525
CWF19L1	-0.415625
SPEF1	1.14523076923077
YSK4	-0.05225
ELN	2.9793
SAMD8	0.0886666666666667
MPI	-0.4795
MEPCE	-0.3025
ABCC3	-1.363125
NANOGP1	-4.427
KCNK17	2.143625
HLA-DMB	4.5135
RRAGA	0.80175
ANGEL1	0.23125
RBM32B	-0.214
CPN1	-3.24925
MGC52282	-0.00089999999999999
HLA-A	1.67308333333333
OR9G4	-0.0475
EDNRB	-0.028125
SCD	-2.52571428571429
C14orf80	-1.53066666666667
BAGE2	-0.515
RABL4	1.03383333333333
RCVRN	-0.3595
SHANK1	-0.00899999999999999
NLRP7	-1.783
CD226	1.4825
STAT3	0.772625
SYNJ2	-0.8173
TPCN2	-0.293333333333333
WDR36	-1.34175
MBD4	-0.542
ROBO1	-0.3114
ST3GAL6	-2.2975
SLAMF8	3.72116666666667
ATN1	0.481166666666667
GPR141	0.6795
KRT36	0.3395
TPH1	-0.079
DDX52	-0.04725
ZSCAN29	-0.555666666666667
TRPT1	0.0706666666666667
DPEP3	0.207
DENND4A	0.00475
TSPAN16	-0.476
PTCHD2	-1.4965
LOC145814	-0.343
CAP1	0.348166666666667
EIF5A2	0.00929999999999999
NT5DC3	-1.09275
SEPT9	-0.568625
SEZ6L2	-1.62775
EGFLAM	4.09975
VPS11	0.501125
NDUFB5	-0.144166666666667
CIDEA	4.69666666666667
IER5L	0.13625
N6AMT1	-0.22075
FAM83C	-0.4795
OXR1	0.744666666666667
IRX1	1.7785
DGKB	-0.129333333333333
GCN5L2	-2.349
MIR16	0.4415
FBXW9	-0.193
WDR4	-1.998
PDC	-0.231
