Hybridization REF	TCGA-A7-A0DA-01A-31R-A115-07
ACADL	-0.231666666666667
OFD1	1.411125
DEFB114	-0.363
CGA	-4.1815
PEX16	-0.331666666666667
LRRC10	-0.018
GNG12	-0.601
C1orf152	0.5165
CHRM1	0.1675
CD53	-0.350375
DBH	-1.00525
TFAP2B	-2.868625
HIST1H2BJ	-0.780333333333333
FAM46D	0.815
TMEM11	-0.177
C3orf32	-3.3005
PCCB	-0.075375
IPO13	1.03075
C6orf105	-4.87925
COMMD5	0.7185
SUV420H1	1.5292
LTBR	1.2205
ARHGAP15	-1.884875
HDHD2	-1.2355
TDRKH	1.07833333333333
LOC401052	1.563
PSG4	-0.2535
GNB4	0.4335
SPATA4	-0.0575
SLC9A3	-0.2765
OSBP	1.296
NBPF3	1.18958333333333
DOCK11	-1.1085
SLC39A5	-1.55716666666667
PRR5	-0.1407
C10orf63	1.890875
SMTNL2	-0.73325
ADRA1A	0.6145
ASAH1	0.8923
DOM3Z	0.354
GIPR	-0.0466666666666667
AHI1	-0.506833333333333
NADSYN1	-0.677666666666667
RGS14	-0.6787
IL18BP	0.6451
RTN4RL1	-1.21741666666667
ARMC6	-0.22175
PSMD5	-0.144666666666667
HK3	1.1936
OR4S1	0.41575
RSU1	3.5056
MAD2L1	-1.61322222222222
EIF4A3	0.242
DLEC1	0.0971666666666667
E4F1	-0.477666666666667
CHMP2B	1.5381
CAMSAP1	-0.217
RPS21	-1.34116666666667
ARID5A	1.183
UBE2N	0.1168
IGSF8	1.29116666666667
MAGEB6	-2.6555
ACAD11	-0.7275
MGC4172	-0.27075
LMO4	2.69675
KLKB1	-0.22175
HP	-0.649
HDAC3	-0.6355
SCHIP1	2.206
CLCA1	0.115
OLFML2A	1.156375
C1orf112	-1.14875
KIF19	0.97625
HAPLN4	-0.1206
CXCR7	-0.7745
GOT2	-0.7692
RAB38	-2.10125
DCX	1.06
PPM1H	-0.227583333333333
NFYC	-0.501166666666667
KIN	0.3825
ZNF228	1.504
PLSCR4	1.191
HIG2	0.913
FAM79B	1.359
C21orf86	0.012
KCNK10	0.633
ZNF738	-0.6645
FSTL5	-2.096
OR6A2	0.6525
OTOA	0.338333333333333
EXOC1	-0.095
AHRR	-2.759
PDAP1	-0.28875
C19orf6	-0.496125
ZAN	0.133
LY6G6E	0.0105
EIF4E2	-0.49625
C20orf198	-0.80375
ZNF324	0.304
CYP3A5	-4.27016666666667
ENTPD7	0.393666666666667
MBOAT5	-0.0626666666666667
GJB5	3.251
TTC13	1.42975
S100Z	-1.011
KIAA0664	1.04266666666667
PDGFRB	2.23591666666667
IL17D	-0.798
OR56B4	0.449
RDX	-1.195
SLC34A3	-0.2365
IL28B	0.4945
JUND	0.02525
CHRNB1	-0.4075
CAMK2B	-1.3145
FETUB	0.8675
CXorf23	1.110125
MRTO4	-0.75825
TTC3	0.9943
NDUFB8	-0.801166666666667
EDG2	-1.28725
SEMA3G	0.22475
IL23A	-0.951
GRHL1	3.7287
LOC441054	-1.5435
WDR65	-0.026125
PSTK	-0.108
STOML3	-0.0556666666666667
R3HDM2	0.4108
C5	-3.4645
SLC2A10	0.202666666666667
C3orf22	0.21325
PAQR3	-0.626230769230769
ANKRD26	-0.777583333333333
HCRTR1	-0.2055
LOC399947	-0.6645
PSD2	-0.2555
TIGD2	0.137333333333333
SCRN1	-1.035
COQ10A	-1.32425
DDI2	-0.048
METTL7B	-0.342333333333333
UCN2	-0.69775
FAM92A3	-1.051
WDR16	-0.26825
ZNF511	-0.864833333333333
ZMYM5	-0.3065
POLR3G	-3.272
ZNF586	0.20925
C1orf49	0.684166666666667
TANK	1.68083333333333
RCAN1	1.45083333333333
PELI3	0.948333333333333
LIMD2	0.0168333333333333
TMEM189	-0.5855
NTN4	-0.445625
LOC151300	0.3445
CLEC2A	-1.504
GPR135	-0.929625
DPYSL4	-0.639
JAK2	0.118
TSHZ1	-0.392
TM9SF4	-0.49025
ZNF264	0.784
SIRPG	0.559625
BICD1	0.408
HERC6	2.76866666666667
METTL5	-0.7415
CASP1	-0.16475
PRRT1	-0.285166666666667
PLA2G4C	1.889
ICA1L	-0.934857142857143
TPTE2	0.2108
OTUD7A	-1.85083333333333
AQP11	-0.91475
APOA2	-4.0089
KALRN	1.103
SECTM1	0.295583333333333
IFNAR1	0.857
TALDO1	-0.17225
RAB11FIP4	0.33675
EIF5A	-1.264
FAM49A	3.439
NEGR1	0.276833333333333
YTHDC2	-1.353625
EHD2	0.429125
NCF1	2.4048
SCRT2	-2.9625
HOXA5	-0.3835
NUP133	0.383
FGF12	0.3528125
SLMO2	-0.337
SNTA1	-0.764875
CACNG2	0.32975
GCM1	0.325875
ELF1	1.269
TLR5	3.33625
TCFL5	-0.867666666666667
RBMY2FP	-1.5495
LOC100125556	0.12425
FAM129B	-0.5245
MAP3K7IP1	0.7165
NCK2	1.954
OXA1L	-0.45225
FMO9P	0.4955
ZSCAN12	0.31
PSMD12	-0.41175
HSCB	-1.42475
CLDN10	-3.61875
MGC13053	-0.84175
HPCAL4	-0.888166666666667
ASZ1	-1.712
MEX3D	-0.265916666666667
NFAT5	-1.076
CSPG4LYP1	0.116
FBXO3	-0.00280000000000001
DVL1	0.0205
CMKLR1	0.999333333333333
TYMS	-1.28725
PEF1	0.8085
ZNF750	3.00983333333333
MCM5	-1.0542
MEGF11	-0.30125
KCNK7	-0.4545
PTP4A3	1.8635
C1QTNF2	-1.41783333333333
OR6S1	0.266
FAM122B	-2.46175
ZNF551	0.772875
HBQ1	-2.0495
GEMIN6	-1.34525
ARSK	-0.6945
RBP7	2.16516666666667
CPNE9	0.39725
DSC1	2.2495
LOC730112	-0.57275
MAP2K4	0.04175
HS3ST5	-2.3445
EPB41L3	-1.55725
TEKT2	0.27125
CDKN2B	1.61783333333333
ZNF480	-1.30675
MAP3K6	0.4084
MAP6	1.99733333333333
HN1	-0.0267
OR2L13	0.67975
SLC16A11	0.6
FAM96A	-0.44625
APOL1	0.4815
C5orf32	-0.7925
RTP1	-0.619
RNF175	0.202375
ZBTB41	1.09025
AHCTF1	-0.0897000000000001
SAE2	0.8559
ITGA2	-1.806
MME	0.139666666666667
CCDC14	0.1555
MAST4	-0.144142857142857
KRT33B	0.0055
KCTD2	0.381833333333333
WDR26	0.364583333333333
MFI2	2.77
NR4A3	-0.83625
ARSA	0.5915
UNKL	-0.325833333333333
SULT6B1	-0.0335
CCNA2	-2.22216666666667
SOX15	0.5145
PPAPDC1B	-0.521166666666667
C19orf44	0.4555
MCAT	-0.0528333333333334
ARID1B	0.1025
OR52N1	0.4995
C12orf48	-1.5305
MAGI1	1.07225
NIPA2	-0.67275
GBX2	-0.6185
RSHL3	0.422
RAVER1	-0.558333333333333
C15orf17	1.47525
SLC30A2	1.13475
ZNF518	0.3165
PCYT1B	-0.56225
C10orf114	2.5155
EIF3H	-0.0416666666666666
SLC25A39	-0.2575
KIF1B	0.4005
AMOTL2	0.95
C6orf120	-0.20975
PSRC1	-1.1365
PLA2G10	-1.178
KIF5C	-1.10914285714286
MRPL37	-0.165
C17orf62	0.0493333333333333
C9orf135	-0.5126
DUSP10	0.3686
CLCNKB	0.439
PSMA5	-0.567125
C8orf53	-0.12625
AMPD3	0.177833333333333
PIAS1	0.319
ADCYAP1R1	-0.309
GYLTL1B	1.80325
CDH20	0.381166666666667
FBXO7	-0.077
TMEM134	0.129333333333333
FLJ14213	1.6035
ZNF3	0.75575
LRRFIP1	-0.919458333333333
CNOT2	0.422333333333333
ABI3	1.48075
ALDH5A1	0.285583333333333
HNT	2.6897
SERPINA4	-2.07625
TK2	0.314
STMN1	-0.928333333333333
GUCA2A	0.3195
GALNT10	0.3815
DPP6	0.00609999999999999
C9orf93	-0.845125
PRELID2	-1.184625
STK39	-0.603125
SFTPA1	-3.10175
CKS2	-1.90166666666667
RHO	0.21575
C20orf135	-0.31675
XKR3	-2.0615
CR1	0.1205
RPS6KA2	0.926785714285714
C20orf112	1.10075
MRPL22	-1.60375
C4orf23	1.132
GADD45B	1.625
KLHDC1	0.3045
C2orf48	-1.0855
ZNF287	1.5115
DAAM2	-0.34725
DPPA2	-3.382
TCTN3	-0.360666666666667
DNAJB11	-0.118
FPR1	3.14275
DEFB4	0.391
PTCD2	-2.1748
SMOC2	4.43916666666667
CABP7	0.16275
SERPINB11	-0.321
MAGEF1	1.21125
NDE1	-0.333333333333333
ITGA10	1.4785
FSHB	0.084
ANXA2	1.557375
HORMAD2	0.2045
HLCS	0.474
MCF2L	2.20058333333333
FH	-0.7685
TBC1D24	1.31975
KIAA1505	1.22025
LGALS2	-3.37175
CNBD1	-1.326
SYNPO2L	-0.7335
PTPN23	0.529285714285714
C1orf183	-0.914666666666667
MAGEA8	-2.69275
DGCR8	-0.929625
GSR	-1.52425
PAQR7	0.63925
ZNF676	-0.00299999999999997
CACNA1C	0.4299
SP7	-0.5185
PDCD6	-0.9675
NRN1L	-1.578
BRI3BP	-1.15208333333333
KIAA1183	1.25825
ASB4	-0.332
CCL23	0.4229
OBSL1	-0.5625
SLC12A7	0.7865
KIAA0240	1.4555
CD1B	-3.5505
FCGR2A	-0.518625
MDC1	0.369
HTR1A	-0.308166666666667
OCEL1	-0.0255
ATP11B	0.2074375
FBXO34	0.3485
PCDH12	3.0335
RPE	-0.834
C17orf74	-0.413
CSDC2	0.842666666666667
PET112L	-0.247
TMBIM1	0.9305
P2RXL1	-0.273
TCHP	-0.17225
TRMT1	-1.49233333333333
F2RL2	0.431833333333333
LRRC32	3.08666666666667
IMPG2	0.292
BGLAP	-0.02975
LOC493869	-1.23891666666667
MRAS	3.036
SLC35F5	0.17975
CBWD1	0.2465
AXL	-1.388
ATP2C2	2.33375
TELO2	-0.862
PNPLA3	0.27125
PCDHB14	1.2735
CD276	1.781
KRT80	-0.027875
DUSP28	0.1885
CSNK1E	0.43575
SRP14	-0.24
KCNQ4	0.9725
KRT72	0.804
CCDC117	-0.491625
C6orf89	0.901611111111111
TUBB2B	-3.2295
RTN4IP1	-0.70975
CR1L	-4.31366666666667
CEND1	-0.60375
C12orf41	-0.0146666666666666
RNF31	0.72925
UBN1	0.462833333333333
C17orf32	-0.256375
SLC5A7	-0.0220000000000001
GPR92	0.870666666666667
ESAM	1.4594
CTNNA1	-0.0226666666666667
HRBL	-0.3081
CBX4	0.636
TMEM182	1.3185
SH3TC2	1.10683333333333
IL10	0.423833333333333
PXMP4	-1.3705
RNF167	0.4243
PAK7	2.4895
ETV3	0.0455
ATPIF1	-1.82216666666667
LOC554207	-2.41283333333333
OR8H1	0.06775
WDFY3	0.73825
DPM1	-0.91775
GPSM1	0.1305
WDR92	-0.2099
LRP1	0.622833333333333
ANKH	0.75675
THUMPD3	-0.42025
POLR1B	-0.05125
OLFM4	6.90766666666667
RAD9B	0.19575
TSPY2	-3.053
PAX6	-1.4745
SCG2	-1.552125
SLC17A6	0.701
FMO3	3.55775
PADI4	0.582
TUBB4	0.1371
NLK	-1.3425
POU4F3	-0.289
SDF4	0.3265
ITGBL1	2.92433333333333
NETO1	-0.720125
TAP2	1.19375
ABBA-1	-0.0515000000000001
GNAI1	-1.10675
VPS4B	0.152
NOPE	0.5486
GALNT6	-0.146833333333333
SESN1	-0.4675
GBE1	-1.74688888888889
CLASP1	-1.63175
RASGEF1B	1.10875
ACOT11	-0.135714285714286
AFAP1	2.766
OR2H2	0.3415
DPY19L2P1	-1.915
DZIP1	-1.31925
SEC22C	-0.3925
GPR161	0.153083333333333
RNF146	1.0545
WDR74	-0.670875
GALP	0.013
PURA	0.38225
DNPEP	-0.50275
RP11-78J21.1	-0.891
ERBB2	1.48775
FANCM	-1.2445
NEO1	1.43783333333333
DDX3Y	-4.6549
RPS3A	-0.555625
MXRA7	1.70492857142857
LGALS3	0.4375
GLT8D1	0.748
CFL2	-0.3495
UPB1	1.31075
NAP1L5	-0.259375
CLDN14	1.0905
DHX38	-0.25175
BTBD1	0.77025
TARS2	-0.389
ABCF1	0.3958
FCF1	0.0728333333333333
LRRC49	-0.5075
GUCY1B2	1.843
C1orf177	0.426333333333333
SMARCA4	-0.708357142857143
LRP8	-1.24266666666667
TAGLN3	-0.6085
MRPL14	-0.21075
TTRAP	0.54275
ZDHHC20	0.97275
NFE2L3	0.26425
KIAA1377	-1.054375
PALMD	0.2576
TMEM43	1.332
TTL	-1.4005
STAT5B	-0.284166666666667
SSB	-0.76625
OR10H5	0.2045
SLC22A13	-0.94975
AKAP3	0.2235
TIMM23	-1.018
OAS2	2.5205
KIAA0423	0.9445
TRIM11	0.847833333333333
GLIS3	1.456875
TMEM50B	0.855333333333333
ARHGEF4	1.27375
DEGS1	0.330272727272727
TBL1XR1	0.777533333333334
G6PD	-1.447
SP140	-0.0536
MUC17	-0.0198571428571429
NUDC	-0.7304
DNAJC5B	3.52366666666667
SCARA3	0.866166666666667
CPA3	2.193
BCAT2	-0.349125
MFN1	-0.1548
NRG3	0.986
SNX11	0.79875
PLEKHH1	0.227666666666667
GPR177	-0.951833333333333
HCFC2	0.84475
TCAP	-1.162
MOCOS	-1.8035
C14orf93	-0.06125
PRDM10	-0.688333333333333
SLC16A4	0.894
SRGAP1	-1.24
VIP	0.551666666666667
DUSP27	1.13916666666667
LILRA1	0.8577
MC2R	0.217
MGC24103	-0.61375
MBTD1	-1.46
FUT11	-0.717666666666667
USP33	0.1495
C15orf39	0.37025
MAP3K12	-0.46075
PAAF1	-1.985
BARHL1	-0.391
FLJ16165	0.055
PIWIL2	-2.49725
SYNE1	0.273666666666667
CMTM4	1.515875
TSPYL1	0.3533
GUF1	-1.64833333333333
TMEM157	-0.886
WDR44	-0.62425
HIST1H3C	0.01425
DKFZp666G057	1.5615
RNPEP	1.18725
GAS2L2	-0.427166666666667
ADH4	-4.95
GRPR	-0.854
FBXL17	-2.4685
ZBTB10	1.18516666666667
Gcom1	0.570944444444444
HTRA1	1.7211
ZNF585A	0.427666666666667
SLC26A2	-0.0797857142857143
OTOP3	0.199833333333333
WISP1	3.51633333333333
ATP2B4	0.0828333333333334
FLJ10769	2.336
CRAMP1L	0.94175
CHST12	-0.9345
RAB22A	-0.187
TARDBP	-0.362285714285714
STAU1	-0.166
CRB3	2.13716666666667
MIG7	-0.015
CHMP1A	0.503666666666667
ZNF160	0.629625
B3GALT6	0.035375
BARX1	2.54183333333333
C6orf167	-1.199
NXNL1	0.4505
DHX29	-0.3875
HADHB	0.244
PLXNB2	1.602375
ILDR1	-0.44925
SLC15A3	1.983
GAS2	-3.8865
C20orf69	-1.827
NUMB	0.19625
TNIP1	0.74325
MESP1	0.226
PSKH1	0.047
NSFL1C	1.278875
RHOG	0.138
HEY1	-1.44483333333333
KNG1	-2.090875
ITGAX	1.7271
LIN9	0.2385
CANT1	1.52675
XRN1	0.126857142857143
CCDC96	0.7474
HEATR6	-0.436333333333333
GNG7	0.644666666666667
RUNX2	0.9775
SOX1	-0.496833333333333
FCRL5	0.1622
ZNF99	0.24825
FAM9A	0.2735
SNX22	0.775666666666667
MBNL3	-3.21883333333333
ODC1	-0.6283
ADORA2B	-0.3985
NR2F6	1.25575
ZFYVE16	-0.654722222222222
SYNJ2BP	-1.2402
POLE	-1.34875
E2F2	-1.125625
THRA	0.1575
PTGES2	-0.466833333333333
HIP1R	0.654333333333333
TMUB1	0.00833333333333332
ENO3	-2.19625
RSPH10B	0.2805
CXorf39	-0.55575
IRGC	-0.0205
GPR109B	-1.0865
FLJ13305	-1.9225
LCE3A	-0.3085
TNFRSF18	0.720833333333333
DET1	1.165
TRPM3	-0.200083333333333
C16orf79	-1.1795
FECH	-0.832
RAP2A	1.36766666666667
CRIP1	-1.21433333333333
AZIN1	1.331875
SLC7A7	3.41525
IL10RA	0.3925
TMEM64	-0.67975
CDC42EP4	1.6534
C16orf58	-0.1573
ARG2	-3.276
POU5F1P4	-3.52975
FAM62B	1.24975
DNAH8	-2.3762
ASH2L	-0.561
TSLP	-3.27716666666667
CNTNAP5	-0.244666666666667
TMEM16C	-1.7335
IFNA14	-2.947
SLC1A3	1.3515
CABYR	1.099
BCL7B	0.55
NUDT13	-2.06466666666667
C13orf28	0.3555
C1orf53	0.27375
ARL6IP4	0.0299
RPL35A	-0.085
EMR3	0.25075
RAB40C	1.07283333333333
SLC41A1	0.162
LRCH1	0.68075
LY6G5B	-0.504
FAM124A	0.576357142857143
MGC10981	-2.59683333333333
CLIP3	0.7241
MAP4K2	0.1515
CHIC1	0.08525
SULF1	4.51316666666667
C20orf30	0.617357142857143
PRDM5	-1.05775
ELOVL1	0.981
C11orf48	-0.980625
SLC39A10	0.0115
KCNV1	-0.0395
ACP1	-0.217666666666667
ZMYM2	0.410875
B3GNT6	0.276833333333333
C9orf69	0.2325
C2orf15	0.57125
C20orf166	1.75
HSP90AA6P	-0.7155
EDG7	-0.798
NEURL	0.837375
LPL	0.948166666666667
CLEC2D	-0.884714285714286
GRRP1	0.863166666666667
CD8B	-3.0688
HIST1H3D	-1.33583333333333
SLC6A12	0.681625
FAM27L	-0.5625
CD84	1.2996
RASA1	-0.287
PHKG1	2.7845
MAGEA11	-1.2775
IMPA1	-0.8558
NPM3	-1.20175
RARRES1	5.26575
SH3BP1	-0.37425
B3GNTL1	-0.3635
ARPC5L	-0.114166666666667
KLHL26	0.51775
SIM2	2.221125
GJC1	-0.166
C20orf194	0.9465
EXO1	-1.7235
SLC2A2	-2.38466666666667
LOC285074	-0.277
LRG1	-1.99
KIRREL	0.3445
PIK3R1	0.528
C4orf34	-1.56325
MAF	-1.9535
ADCY4	3.252
ZMIZ2	0.573
SLC46A3	1.843
STAMBP	0.0911666666666667
CCDC16	0.63575
MS4A12	-0.6045
TCF20	1.4655
LRRC46	-0.55975
C20orf152	0.51225
MRPS6	0.20475
ABCB11	0.1835
KCNC2	-0.141666666666667
CDH19	-2.122
C9orf123	1.53583333333333
SSH3	0.465375
LDLRAD1	-4.26725
CCBE1	-0.125
ZNF135	2.381375
TAAR1	0.893
WFDC12	0.5275
CCDC42	-0.275333333333333
FLJ12529	0.63775
PER1	-0.644166666666667
TIMM50	-0.864333333333333
SMARCAD1	-1.00966666666667
FAM26C	0.3355
TP53TG3	-2.9765
SH3RF1	1.6402
LMCD1	2.887
GPR63	-0.731
FLJ21986	-3.1385
AIFM3	0.12725
MICAL1	-1.3905
BLZF1	0.168
IQCA	2.21133333333333
PCDHGC3	0.7065
SAC	0.4795
BCL6B	1.56666666666667
DDO	-0.82225
MARCO	2.808
DCHS1	1.15366666666667
C1orf170	-0.5425
CD200R1	0.270833333333333
C22orf15	-0.355
SEPT11	0.3645
ADNP	0.2625
UST	-0.8423
C13orf34	-0.477833333333333
RFFL	-0.142142857142857
APBA3	0.096
C2orf60	-0.655875
CUTL1	0.4007
PMS1	-1.238875
ZNF689	-0.718
EIF3E	0.425166666666667
IL9	-0.42525
RPL31	-1.186375
LY9	-0.576333333333333
ATP2B3	0.49725
KDELR2	0.608458333333333
TFCP2	0.259
NLRP12	1.050875
FLJ45422	0.62275
TLE4	-0.5178
ZNF570	0.4865
FLJ43806	-0.2625
TLK2	-0.12975
CIR	0.29475
MARS2	-0.0255
COL24A1	1.441
SDF2L1	-1.703
HIBADH	0.0898333333333333
IGFBP3	-1.24007142857143
C12orf23	0.805875
PSPC1	0.41825
C20orf43	0.33125
TRAV20	0.231
ARHGAP24	0.8665
KIAA1975	-0.905625
C1QA	2.536
DNTT	-5.24166666666667
C10orf6	-0.763083333333333
C11orf41	2.14
HNRPF	-0.9465
COL11A1	6.452
UBAP2	0.516666666666667
CDKN2AIPNL	-1.6995
C20orf174	3.44925
SPRED2	-0.73825
PLA2G12A	-0.456666666666667
ICEBERG	-1.66716666666667
SCN10A	0.734
C11orf65	-1.04325
GBP5	4.535
PITPNC1	-1.14866666666667
POU3F3	-2.542
NCOA7	1.180375
LIN7C	-0.3105
LOC348840	-0.4325
NKX2-2	-2.99325
ANKRD13D	-0.2345
LOC123688	0.45575
FUT2	1.6825
TAAR8	0.422
FZD4	-0.434333333333333
PNMA3	2.39016666666667
OR4L1	0.3025
WIT1	-0.74075
EXOC3L	1.11425
ATPBD4	-0.8305
KRBA1	0.136
UBXD6	-0.637
HOXB7	0.216357142857143
C7orf23	-1.0465
UNQ338	3.7315
STAB2	0.319
CDC20B	-0.856
IRF9	3.1445
CENTG1	0.532583333333333
TNPO2	-0.96075
MCPH1	-0.04725
BMS1P5	-1.35775
SLC26A7	3.37025
HIST1H3J	-0.15125
C9orf3	-0.0565
LBH	0.44325
MYO1D	0.53475
PTDSS2	-1.07525
NFU1	-0.479
DEPDC4	-2.5095
WNT7B	0.4806
GLP2R	0.141166666666667
SETD4	0.2926
DYNLT3	-0.8243
FKBP11	-1.89316666666667
SESTD1	1.008
FLII	0.3005
RPS16	-0.888
CHPF	1.02016666666667
CSNK2A1	0.919166666666667
SUMO1P1	-0.153
FKBP6	-0.4285
ZNF214	-0.380166666666667
TWIST1	0.357666666666667
DDX56	-1.1475
TRAM1L1	2.0143
EPO	-2.677
MRPS18B	0.57675
ZNF682	-0.409833333333333
RPL14	-0.5345
MAFF	0.8405
LOC51136	-0.303
LY96	-0.5115
DDX20	-0.02975
ABTB1	0.983666666666667
ARL5A	-0.2452
CCT6A	-0.261
HEPACAM	-1.5655
EHHADH	-1.21783333333333
RBAK	-0.288
CGB1	0.342
ITGB5	1.3258
YIPF3	1.799
FKBP2	-0.2895
NR1D1	0.3215
TMEM110	-0.854
NEK2	0.137833333333333
PRAMEF8	-3.082
C20orf52	-1.91666666666667
PCDHGA3	0.3155
VWA3B	0.00624999999999992
NDUFA5	-0.585375
THAP9	0.383
FLVCR2	1.6885
AP1S1	-0.63175
SMAD6	1.39675
SAV1	2.53625
SAT1	2.34875
ZNF251	1.621875
ADAMTS7	-0.3727
RPP38	1.13275
C1orf211	-1.648
YPEL2	0.737
RBMS1	0.26825
ZNF445	-1.055
NRXN2	-0.2105
PGBD4	-1.043
UGT2B28	-3.162
WBSCR16	-0.8264
NLRC3	0.02725
ASTL	0.162
ST6GALNAC1	-3.45775
ZADH2	-0.58525
MLLT4	0.678916666666667
ARL6	0.5625
MEF2C	-0.267
CBFA2T3	-1.5665
AFF3	0.204357142857143
COG7	-0.467666666666667
MYB	-4.48066666666667
PLXNA3	0.7465
XRCC2	-1.79883333333333
MMS19	-0.696
ST8SIA5	-0.964
CHPT1	0.6815
KIAA1712	-2.10025
OR6X1	0.723
ACTR3	1.2365
UGCG	-1.62966666666667
OR4P4	1.0285
ZAP70	-3.38025
LPP	1.663625
ZNF485	-0.11725
PTPRCAP	-0.56
IL12RB1	0.42875
ATRX	-0.2361
CHST8	-2.867375
C14orf109	-0.59225
ARV1	0.24925
NMB	0.688857142857143
COX5A	-0.325
EIF6	-0.3
MPPED2	1.68783333333333
SEMG1	-2.1435
CHRDL1	-0.6485
TRAF3IP2	1.7265
WNK2	0.1965
LILRA4	1.94666666666667
LAMA2	3.9675
PXT1	0.6065
RLBP1	-2.1935
CD300C	0.57375
SLTM	0.50125
FLJ10404	-0.714
APOBEC3D	-4.003
RENBP	1.8555
ATXN7L1	1.166125
NID1	1.739
TUBGCP3	0.784125
ITIH5	0.629555555555556
CCDC110	2.11475
C8A	-2.7685
MGC87042	-1.61025
HOXC13	1.616
TFDP2	-0.29075
HCP5	1.89675
POLI	-0.815
UCN	-2.179
ZNF764	-0.703666666666667
C8orf45	0.6835
FHL3	1.07525
SPATA5L1	-1.84375
MMRN2	2.02566666666667
NDST1	-0.0638333333333333
COL20A1	-0.585833333333333
ZNF248	0.689833333333333
PELP1	0.440833333333333
MBL2	-2.7842
RNF41	0.27375
C5orf24	-0.984875
THOC5	-0.045125
SERINC3	-0.19525
RP11-151A6.2	1.6025
CDCP2	-0.449
HIST1H2AA	0.4125
C11orf75	1.62283333333333
FKBP7	0.03575
DDOST	-0.10375
GPNMB	2.2715
TTF2	-1.17666666666667
KCNT1	0.393166666666667
SLC39A14	-0.030375
NGRN	1.7773
GPR137B	2.23675
MECP2	0.416875
PSMA1	-1.7655
C16orf73	-4.5375
TMEM60	-0.768333333333333
CSN3	0.17
NOS1	0.0763333333333333
RAB7L1	1.50866666666667
YBX2	0.252
KIAA1166	-0.49
FUBP3	0.479
ABCG1	1.017
ACACA	-0.382083333333333
ARL11	1.9007
ATOH1	0.7135
ODF1	-0.0815
CREB3L3	-1.83566666666667
TMEM127	1.10935714285714
DSCAML1	-0.8585
PLN	3.62116666666667
LYPLA1	-0.0305833333333333
PRDM9	-1.36025
SASP	-0.56825
PLUNC	0.232166666666667
INTU	-0.14525
HISPPD1	-0.997
LNPEP	-0.866666666666667
YARS2	-1.03983333333333
APCDD1L	1.5035
ZCCHC4	-0.7364
FBXO22	0.0528333333333333
TTLL13	-0.105
ZNF669	0.7715
PTGDR	1.4605
DDX27	-0.14275
KIAA0409	-1.2325
GJB6	3.8285
ASB8	0.976
PLP2	0.00283333333333333
MEPE	1.63125
OR10J5	-0.105
KRT222P	-1.18866666666667
COQ7	-1.29583333333333
C1orf101	2.01475
RERG	0.4809
CHMP5	0.045875
THAP11	-0.199125
ZNF43	0.2895
ZRANB3	-1.589
KRT13	3.858625
MRPL19	-0.69175
RBBP9	0.31675
SPATA17	0.799125
BXDC5	0.599
PAFAH1B1	0.68475
MAGEE1	0.15
OSTF1	-0.194
KIAA0323	0.702083333333333
TXNDC13	0.404833333333333
CNTN4	3.692625
LCE1B	4.287
UNQ501	-1.77225
ZNF154	0.92675
C3orf64	1.443
SYT5	-0.3186
PON1	0.161
FLJ10357	0.275625
ATP4A	-0.097
GNPDA1	-0.586833333333333
MGAT1	0.8475
C14orf121	0.5425
SLC35B2	0.67575
MIER3	-0.861
CHEK1	-3.65975
ZNF8	0.0805
TXNDC1	-0.451833333333333
CKB	-1.2455
RTN3	-0.0742142857142857
FZD2	-0.783166666666667
PART1	0.488875
PSMB6	-0.3455
PCDHB8	2.4635
PHC3	0.3219
PPP1R8	-0.593333333333333
NOVA2	1.68316666666667
TNFRSF11B	-4.540625
GOLPH3	1.18616666666667
UBLCP1	-0.80625
SUHW3	-1.079
TTLL1	1.36775
OPN4	0.253
OR13G1	-0.773
ZPBP2	-0.5765
HSD17B11	-2.300125
C9orf50	0.502
DHDDS	0.109785714285714
CTSW	0.5565
NEFM	-1.532
MRPL28	-0.53225
SYN1	-1.09183333333333
PIGV	-0.6835
ZIM2	-1.1115
APBB1	-0.0135
SND1	0.3165
C1orf123	-0.0905
CHD3	0.4215
BHLHB8	0.2755
RNASE2	-0.294833333333333
BCAP31	0.5225
SLC25A44	0.645
CHD6	-1.1086
PIB5PA	0.362923076923077
SELS	1.789125
LOC541471	-0.02325
FAT2	2.448
ZNF81	0.5695
OR4C16	-0.266
FLJ10081	0.4001
LRRC4	0.114
CS	-0.293833333333333
N4BP2	-2.12375
IGFBP7	2.81575
ZNF318	0.56275
NDNL2	0.430125
ZNF609	-0.160375
SIRT4	0.81175
EXOSC10	-0.682
ECE2	1.05658333333333
OVGP1	0.35825
GTPBP3	-0.9935
PACS2	0.9057
C19orf36	-2.00016666666667
ARL4C	0.757
ATG4B	-0.924375
UBQLNL	1.68225
RHOXF2B	-3.9215
PLEKHG2	-0.0355
GALR1	-0.7355
AQP4	0.628333333333333
HDAC7A	-0.375666666666667
DCUN1D3	-0.5215
OR8A1	0.246
CCRN4L	0.181375
CBR4	-2.01533333333333
KIFC1	-1.2915
SLC7A14	-1.76183333333333
LHX5	-0.815
TRPC7	-0.3495
LPXN	-1.2035
SERPINA1	-2.475625
RPS13	-1.7914
BPIL3	-0.048
PRKAA1	-0.84075
FADS2	1.2409
ENAH	0.601875
PRO1768	-2.471
APBA2BP	-2.1865
LIPH	3.1015
C3orf33	-0.1635
RCC2	-0.462785714285714
ALDH1A2	-3.4489
RNF103	1.02275
