Hybridization REF	TCGA-BH-A0B4-01A-11R-A00Z-07
MDN1	-1.519
HAAO	0.057
C9orf68	0.74425
TNFAIP2	0.5245
FOXN1	0.0745
hCG_2033311	-0.0588333333333333
ATP6V0D2	0.2307
RPL41	0.840125
SLC38A1	1.987625
ARHGAP6	-0.39725
ADAD2	-0.602
PHF20L1	0.9008125
MCM3AP	-0.1955
ST3GAL3	-0.3585
SNX1	0.403
ELF5	1.6485
PARP3	-1.293125
RBM8A	-0.639375
LINGO4	0.136
ITGA9	1.1425
ZFR	-0.25275
ACSL6	-0.367875
FLJ20699	-0.7039
DAOA	0.0676666666666667
FABP4	3.728
KCNB1	-0.104
CANX	0.3694
SLC25A28	0.367
ADIPOR2	2.00075
ECHDC2	0.84375
SMA4	-1.5595
FRZB	3.856
PABPC1	1.2275
DMRTB1	0.066875
APOBEC3G	-0.0415
CATSPER2	-1.72516666666667
CUEDC1	2.20033333333333
STARD9	-0.633375
CLDN8	2.772375
LOC23117	-1.75236363636364
E2F6	-0.216
TMEM126B	-1.0265
DPY19L4	0.75925
GIMAP5	3.60233333333333
NDUFA9	-0.542166666666667
FAM77C	3.018
CTPS2	0.1385
LOC51035	0.088
WDSOF1	0.31
EGLN3	-0.507375
PITX3	0.990166666666667
OR52E8	0.296
GRM4	-0.245
KLK1	-2.02316666666667
GPM6B	-0.858625
RRAGD	-0.0085
PAGE5	-3.33125
UCHL5	-1.1515
ULK3	-0.677333333333333
AIM2	1.15433333333333
PNO1	-0.3125
OR2F2	0.069
GNAT2	-0.3745
SIX1	3.34375
ST13	-0.52775
ZBTB44	-0.356
TIMP2	0.2825
ZMAT4	-3.582
GTF2IRD1	-0.352833333333333
ZNF19	0.0945
ZNF714	-2.04825
RSC1A1	-0.04
C9orf80	0.0705
PSMA8	0.27425
TMEM141	1.6155
COX4I1	-0.689571428571428
CTAGE1	0.223
DTWD1	-0.95825
HSD11B1	0.987
KRT6B	4.398
ARID4B	0.09
LHFPL3	-0.09025
WWP2	-0.10425
ZNF326	0.35
RGPD1	-1.1325
CTSH	-0.0301666666666667
FASTKD1	-1.171625
PAF1	0.4527
TTC9C	-0.21175
IFT57	0.7055
PRSS36	-1.303
IL20RB	-2.767
ZNF592	-0.231833333333333
DCTD	-0.8519
CFP	1.67425
MFNG	0.02775
JMJD2B	1.04075
ALDH3B1	-0.822375
THSD4	1.56366666666667
KCNJ5	2.38966666666667
LMNA	-0.2635
TBCD	0.76275
ZNF250	0.679333333333333
CASQ2	2.23066666666667
PEG10	1.329
PRAME	-3.835
NP	0.46075
TRIM59	1.13133333333333
ZNF12	0.442625
XTP3TPA	0.47125
SIGLEC7	0.262
PANK4	-0.72575
FAM70A	-1.1365
SNED1	0.11225
HIP1	-0.0509
RAET1E	-1.56466666666667
AMAC1L2	-0.8705
AHNAK2	-0.442916666666667
TOE1	-1.19016666666667
RECQL4	-0.1
SPRYD3	0.9305
DPAGT1	-0.14275
MAGED2	2.6182
ANKRD55	-0.1685
TRPS1	3.69625
DOK7	-0.393
TFPI2	-7.0595
GTF2H3	-0.177166666666667
CYP4F11	-0.271875
LHX2	-2.38466666666667
ATG16L1	0.686333333333333
ASB12	0.3155
C1orf116	3.777125
NF2	-0.8349
POM121	-1.1946
PHYHD1	0.8944
TXNDC17	-0.8685
DKFZp779O175	0.473
NUP62	0.113142857142857
MYO18B	-1.49983333333333
PRAMEF1	0.4255
TCBA1	0.4775
TMEM168	0.00875
FJX1	1.371
CLCF1	-0.59725
SEPN1	-0.065125
IGSF2	0.272
NUDCD1	0.705666666666667
TFF3	2.33433333333333
NDFIP1	0.1305
CHCHD4	-0.71175
TNR	0.354
CUTA	0.0323333333333333
USP44	-3.281
DPP10	-0.0748333333333333
IWS1	-0.463166666666667
PCGF1	-0.109
SULT1C4	0.3565
NTF5	0.2625
PTPN13	0.822
SSTR5	1.1745
SFRP1	-0.3795
IDH3B	-1.821
SUOX	1.462
TMCO5	0.47125
GOLT1B	-0.63175
MIB1	0.374142857142857
PCDHGB1	-0.2295
SUSD1	0.117
ICAM5	-3.15183333333333
PAPOLB	0.15025
URM1	0.3982
TMEM106B	-0.346333333333333
LRIG2	-0.412
SLC27A5	-0.617
CLIC6	5.2391
ZNF420	0.9885
SCN9A	-1.1475
KIAA1909	-0.67025
ELMOD1	-1.7165
PRKAG1	-0.234
FAM64A	-1.61666666666667
EEF1G	-0.156
SMAD5	-0.57825
INCENP	-1.909
WASF2	-1.5505
GARS	-0.995
CDK10	-1.048
HLX	0.927333333333333
MDM4	-0.3755
ZNRF1	-0.289357142857143
HHATL	-1.73366666666667
FAM21C	0.7983
HIST2H3C	0.964
PFDN2	0.217125
ZNF200	-0.44575
NDN	0.206
HBA2	-2.5755
FBLN5	2.3855
PUM1	-0.208
TNNT1	-1.61966666666667
C19orf59	-0.3095
HNRPH2	0.899666666666667
RAB7A	0.433166666666667
PMS2	-0.571875
BIRC3	-0.505833333333333
NRSN2	0.648375
OR52K2	0.3715
SPOCK1	0.884428571428571
H2AFY	-0.1905
RXRB	-0.49575
ZNF638	-0.540666666666667
ANKRD45	0.0135
ACTN4	0.186833333333333
FXC1	-0.37625
EIF2B5	0.11225
VPS33A	-0.436
PINK1	0.513125
FAM106A	-0.268
SKIP	0.444
GAPDHS	0.5915
MUM1L1	2.64925
PSTPIP1	0.43225
CNTNAP1	-1.4873
CYP26A1	-2.1075
APOL2	0.1841
TACC2	-0.222625
COX7A2L	0.211857142857143
HSD17B1	0.8174375
ARRB2	-0.31
SLC7A6	-0.7637
HSD17B10	-0.28175
RBJ	-0.10875
NUP155	-2.384
MRPL10	0.266333333333333
CYCS	-1.6555
CCDC46	-0.183333333333333
TECTA	0.149
GNAL	-0.993
LPO	0.3355
PEBP4	1.0405
DDX11	-1.7965
C18orf12	0.753
TAF9B	-0.1145
IMP4	0.25025
RPA4	0.345333333333333
NDUFS1	-0.4365
UPK1A	-1.2155
ARRDC2	0.482333333333333
C18orf20	0.6835
AES	0.152214285714286
CD2BP2	-0.1575
C16orf54	0.5795
UGT2B17	-2.774125
FGFR1	-0.246863636363636
CEACAM6	-0.2838
CHRM5	0.40175
CERK	-1.101375
AP3S2	0.450714285714286
ANKS4B	-1.882
CLCNKA	-0.6235
ZNF208	-0.745833333333333
HLA-DRB5	5.0795
CARKL	0.47325
GOT1	-0.531166666666667
CASP6	1.0915
HOXA1	-0.686
RCL1	0.70175
ZNF181	0.359166666666667
RAB40B	1.7005
MRPL38	0.8545
LRRN2	1.2465
C3orf25	0.163
OR5D14	0.294
OR10AG1	0.287
BET1L	0.1384
FRY	3.39975
AK3L1	-0.18625
CSF3R	1.21383333333333
POLR3K	-0.5435
ATG2B	0.717833333333333
EPS8	0.244666666666667
DARS	-0.53725
C10orf56	0.514333333333333
DAD1	0.197666666666667
RIOK1	-1.055
HERC2	-0.0885
HSD11B2	0.809333333333333
FAM96B	-0.50025
MGC13057	-1.521875
BSN	0.024
CAND1	0.288833333333333
HCST	1.98625
ACTR10	1.17983333333333
OR8D4	-0.041
NASP	-1.8758
COL9A2	0.517
LYZL1	0.0145
GPC5	-2.58775
TBL3	-0.7745
CENTD2	0.3093
OR5AP2	0.666
TLR1	1.93575
LMO6	-0.4855
ZIC2	-2.337125
CPNE5	1.448
ZMYND15	0.79225
FLJ22374	0.15275
CCDC106	0.29425
PARP16	0.014
PDIA3	-0.16975
C14orf126	0.5625
CECR2	-0.231
SFRS1	-0.359071428571429
FIGLA	0.5055
DCP1A	-0.469666666666667
MGC45800	-1.9984
TEKT1	0.133166666666667
C10orf67	-0.341
CLN5	1.086875
NTN2L	0.422
GLE1L	-0.066
CES2	-0.9713
GNAS	-0.169666666666667
DDX53	-0.551
TSPAN13	3.18225
MRPL52	-0.1371
SPIRE2	-0.35875
TAS2R39	0.301
SCUBE3	0.23175
UCRC	0.0214
CDKL3	-0.80925
KIAA1715	-0.809
ZNF345	0.8095
RTF1	0.29825
DHRS7	1.667
RIPK4	-1.387
EXOSC2	-0.752333333333333
MS4A2	3.7335
FGF17	-0.161
WDR59	-0.828625
EVI2A	-1.15625
IL17RC	0.820666666666667
HS3ST1	3.08025
ITGB1BP2	-0.834
RBPJ	-0.763666666666667
GIMAP1	4.0765
INE1	-1.46633333333333
ALDH18A1	0.267625
TPI1	-1.209
GATA6	0.35225
CABP1	-0.476
ZNF484	0.941
DAPK3	0.76
GJB1	-3.28441666666667
PIN1	-0.217875
SLC6A15	-3.23791666666667
CNO	-0.5925
RIN2	2.058125
FRRS1	-0.57
CYorf15B	-1.234
DMRT3	0.878375
ATAD1	-0.00749999999999999
OTUD4	-0.00133333333333333
ATOH8	-1.19025
ZSCAN16	0.6675
ASCC1	-0.3505
OTUD3	-0.135375
MGC33212	0.578333333333333
YME1L1	-0.0575
RP11-218C14.6	0.364
PCBP4	-0.40575
TNFRSF10A	0.54975
CDH10	-3.61133333333333
KL	1.975125
SCP2	-0.0331666666666666
C9orf119	0.64325
SON	-0.439833333333333
MAFK	-0.3025
SBNO2	0.3915
SLC6A6	0.187333333333333
SC4MOL	-0.819375
FAM35B	0.426625
PPP1R9A	-1.515625
PDZRN3	0.662625
CXorf20	0.6515
C6orf126	0.9945
AVEN	0.01825
FLJ21075	-1.888
C14orf132	-0.5685
PCK2	-0.289125
GUCY2C	-0.0735
BARX2	0.61175
PEX11G	1.1195
DAO	-0.735333333333333
C10orf49	0.05125
EDNRA	3.2085
PPP2R5A	0.6598
DDX39	-0.509833333333333
SERF1A	0.412
ASCIZ	-0.1097
FNDC8	0.46525
PTMS	-0.0682499999999999
PHF7	-0.9315
PIP4K2B	0.260875
HHLA2	0.278
BDH2	0.757
APOBEC2	-1.05275
PENK	2.57966666666667
SMAD9	-0.28475
MT3	0.1175
RGL1	0.1405
ATG10	-1.3725
DLGAP4	0.350166666666667
APPBP2	0.560357142857143
BACE2	-0.356857142857143
LOC339344	0.865666666666667
ZNF395	-0.4905625
HIST1H2BL	0.99575
ZNF467	1.3805
SLC25A21	-1.207
PALM2	-0.53
NSUN5C	-1.708
IL5	-0.1652
CLSTN2	3.52625
ANXA8L2	-0.725
PTGES	4.2115
GDAP1L1	-1.2175
OPRK1	-1.0148
WDR20	0.305
C12orf4	0.19725
NUP88	-1.389375
XRCC6BP1	-0.459666666666667
FCGBP	0.381
LEMD2	0.55175
NOMO1	-0.9865
C10orf79	0.207625
ZNF79	1.03
OCRL	-0.156
HSPA8	-0.0785833333333334
DIDO1	0.358708333333333
PLA2R1	1.42475
COG3	0.5286
NGDN	-0.013
CBFA2T2	-0.2415
PNOC	-1.474
PRRG1	-0.179583333333333
AGGF1	-0.1495
DPF2	0.643
YIPF7	-0.124
TRPV5	0.1645
ZNF322B	0.41275
MED12	-0.225
CARS	-0.9325
ABCC11	2.85
C9orf25	0.396
MYH1	-0.225
FRYL	0.4895
AGTRAP	-0.0525
MMP27	0.956
ZNF432	-0.518625
OR8D1	0.1355
OR13D1	0.492
VWA1	1.73625
STON1	0.5535
IL5RA	0.24575
PERP	0.7969
C10orf107	-0.455833333333333
TNFSF12	2.48525
FN1	1.03491666666667
MTR	-1.52333333333333
PHLPPL	-0.603666666666667
ZNF425	0.36775
DHFR	-1.25038888888889
PPP1R12A	1.081
RSPO2	-1.871125
ZNF7	0.70175
ZNF583	-0.1695
TPMT	-0.838833333333333
GPR132	0.77325
OR2T12	-0.968
SERTAD2	-0.0438
ATP1A1	-0.5935
FRMPD3	1.12875
ZNF672	-0.94825
PLXNB3	-0.074375
EML5	0.1695
FAIM3	0.9435
UBQLN2	0.426
SORCS2	1.74925
PRIM2	-1.4525
ACVR2A	0.832333333333333
YWHAZ	1.57733333333333
PGM2L1	1.509125
GNAO1	0.0875714285714286
RPL10	-0.2641
RPS6KA6	0.6205
PFKL	-0.897333333333333
SH3D19	0.8645
AURKB	-2.16466666666667
ZC3H6	0.777125
DISC1	-0.0898333333333333
FLJ39660	-2.728
TMEM25	2.5655
OSBPL10	0.430875
CLTCL1	-1.30533333333333
ALG6	-1.36575
CATSPER4	0.5555
LRTM1	-0.2275
RRAD	1.197
TIPIN	-1.732
CARD14	1.880625
RBM9	-0.252333333333333
RASSF4	0.38125
SLC25A18	-0.230666666666667
C6orf58	-0.284666666666667
IGHD	0.35
PLA2G6	-0.4925
TPT1	0.340125
SEC63	-0.4771
CCDC113	-0.2988
TDRD10	0.40325
KIAA1666	-0.45225
TOR1AIP1	0.95375
SYTL4	1.937
SPRR2F	-1.3405
CEBPD	2.1875
SNTG2	-0.1575
C20orf77	-0.162583333333333
TAS2R49	0.4375
C6orf173	-1.47633333333333
SVEP1	0.6014
PXN	0.0288571428571429
VIL2	1.496
C5orf21	0.580916666666667
DIXDC1	0.400625
GANAB	-1.09116666666667
PDSS1	-1.3125
NGFR	0.73675
ATP8B4	1.01475
BMP8A	-1.067
CCDC132	-0.945333333333333
GNRH1	-1.88175
OR10T2	0.25425
PDGFD	3.21783333333333
OR6W1P	0.3245
HARS	-0.621166666666667
KRT77	0.19
AQP8	0.0105
ITGB1	0.7456
ZNF254	-0.723
PAX1	0.0101666666666667
PSMC4	-0.1838
ANKRD22	4.6735
PSMD8	0.738666666666667
HTR1E	-1.3466
SOX10	-1.6943
OR5B2	0.002
RABGEF1	-1.048
MAP1LC3B	-0.56175
CYB5R4	0.16375
AGXT2L1	-2.8705
FLJ41603	1.77233333333333
TRAPPC2	0.527666666666667
FNTB	0.2163
FLJ14107	-0.89
AURKAIP1	-0.0665
DSE	1.91825
NFKBIZ	-1.178
OSBPL3	-1.8675
LOC130576	1.82325
SLC39A9	1.1615
LOC137886	-0.7
RHCE	-3.693
ATG7	-0.0045
FAM82A	0.305166666666667
FBN3	-0.201
MCFD2	-0.8055
CASP14	0.175
EPS15	0.859416666666667
SFRS2B	0.292416666666667
C19orf47	-0.0845
PLAC9	1.7595
GPR23	-0.1365
BTNL3	0.0491666666666666
RGS8	-0.2785
GNS	1.30975
ENO2	-1.631
CBX1	1.2283
PEX26	0.492
LRP5	-0.926666666666667
ADAMTSL4	-1.96633333333333
ARR3	0.0856666666666667
MAP1A	0.03825
CD2	4.066
NAV2	-0.9655
TMEM69	-0.8895
ATXN7	-1.3465
CHN2	-0.788333333333333
ZNF781	-0.955833333333333
HAS2	-2.8225
KIAA0241	-0.517
BIC	1.1575
MOBKL2A	0.12375
CYP2C9	-0.81
CNOT7	0.207714285714286
SFRS10	-0.56125
CST11	0.68225
FLJ37543	0.082
NKAP	-0.635
RUNX1T1	3.68575
EAF1	0.4774
IL4I1	2.794
LRRC61	0.306833333333333
PSIP1	-1.13441666666667
SPRR4	0.467
ZFP90	0.243666666666667
AP2B1	0.133461538461538
SLC30A7	0.813083333333333
C7orf28A	0.5615
S100B	-2.66833333333333
BMP2	-1.8925
ESR1	3.65433333333333
ZFPL1	-0.1165
ARHGAP12	0.637
LRRC19	0.127
ZNF767	-1.14366666666667
NACA	-0.3625
OLIG1	-3.098875
PRF1	1.16075
LST1	3.17133333333333
SPATA9	-0.490833333333333
CNFN	-0.017
CDK4	0.1763
TCF15	-0.00883333333333332
PARC	-0.287
PPM2C	1.699
LOC283345	-0.7335
FAM107B	1.1375
DMXL1	-0.390375
RBM3	0.44
HTR5A	-1.18066666666667
SCFD1	-0.188666666666667
EPHB3	2.454875
ROPN1L	-0.0716666666666667
RAMP3	2.0105
TSPYL5	4.40827272727273
GAP43	-2.0835
PAPD4	-0.19525
PDE3A	-0.865
TNFRSF10C	0.13425
JMJD5	-0.141833333333333
RASGEF1A	2.0446
C16orf65	0.279166666666667
HIPK3	0.2015
XYLT2	1.04475
XPOT	-0.576833333333333
GAL3ST1	-1.916
DHCR7	-0.66025
AMIGO3	-0.2975
FGFR4	-2.49216666666667
CRAT	1.5065
PPP1R14D	-0.437
TRIM14	1.2301
TMPRSS11D	-0.00600000000000001
SLC7A11	-2.01035714285714
OR10H2	0.34425
PPM1E	-1.0768
DOCK4	-0.012875
FAM127A	0.235125
ENOPH1	0.083
SLC5A3	-0.0987
ZNF530	-0.0255
NTS	-6.44225
FRMD4A	0.5995
BCL11B	-2.32933333333333
PRM1	-0.44175
UQCC	-0.5928
S100A16	0.2625
PLS3	0.29825
WWOX	-0.0561428571428571
CCDC23	0.26775
GTSE1	-2.37666666666667
GP2	1.0645
FLJ32549	1.388875
CHIT1	2.85975
KLF9	0.583
RPS24	0.5307
MIA	-1.47625
FIGN	-0.5845
PYROXD1	-0.449875
PCSK2	-0.6235
MRPL9	-0.4495
RPL24	-0.268375
C12orf32	-0.992
HIST1H2BE	0.9695
RGS18	2.8175
LFNG	1.21475
RAB4B	-0.1137
FBXO25	-0.152833333333333
TSPAN31	1.35033333333333
ARL8A	1.64964285714286
C10orf83	-0.1902
OR51B6	0.182
CNKSR2	0.0566666666666667
C1orf156	0.144
IBSP	1.951
GFRA2	0.5741
ALKBH7	0.8951
NEK10	0.57375
VN1R3	0.0971666666666667
LOC91948	0.469
CPZ	0.3605
IHPK3	1.5915
COL8A1	1.13675
RBPJL	0.5855
OR10A4	-0.13275
CASP8AP2	-1.43875
MMP12	-0.297166666666667
OR8B12	-0.0735
CDCA5	-1.37133333333333
LIX1L	-0.63125
PEX11B	1.025
GABRA1	0.255
HABP2	0.237
REEP1	0.898
FBXO15	0.07875
CD68	0.736
WFDC9	-0.2645
GHDC	-0.049
SMARCA1	-0.285
SPAST	-0.0401666666666667
PLXND1	-0.133083333333333
MLCK	-0.948
INTS5	0.00883333333333332
BSG	-0.831785714285714
PARP8	0.416333333333333
TEAD4	-0.326833333333333
ZNF498	-0.48425
TMEM89	-0.398833333333333
DTX4	0.60725
TNRC6B	0.291625
ARMC2	-0.923625
FGFBP1	-3.581
TIMM8A	-0.722833333333333
AJAP1	-1.8641
ZNF608	-0.78525
SLC25A42	-0.417125
SYP	-0.0748333333333333
MMP11	3.89366666666667
USP40	0.8696
C3orf62	-0.619
MYO1E	-0.2934
LRFN4	-0.4815
XCL1	1.0835
GPR155	0.580625
VPS29	0.46125
CARHSP1	-0.48125
ARHGAP20	1.19616666666667
GREM2	0.512285714285714
CCDC102B	2.39375
ZNF577	-1.056
HDDC2	-0.023375
SHC2	0.8504
NCOA5	0.933166666666667
INPPL1	-0.4035
CHGB	-3.106
IHH	0.0565
DDEF2	0.098
DIAPH3	-2.39352380952381
BUB3	0.0915
GGH	-2.05688888888889
VPS35	-0.0983
CNN2	0.701916666666667
ASNA1	-0.42425
WDTC1	0.5725
AMAC1	0.365
HAS3	-0.8205
SLC1A6	-1.75
ZNF563	-0.489
C1S	3.66325
TCF7L1	1.05725
OR10Z1	0.029
ME2	-0.7606
C6orf151	-1.252875
KPNA4	0.2975
GLO1	-0.10725
WDR61	-0.348166666666667
CD302	1.457
SIRT7	0.88
C11orf59	0.7265
PKIG	0.3465
PPIL3	0.12175
CCDC74B	1.592125
ZNF528	-0.485
EFNA5	-0.363
FCGRT	1.8915
NOL4	0.3461
CCS	-0.12025
LOC374491	-0.165
MFSD7	3.5405
ZNF555	0.07375
LIMS3	-0.6895
TSSC4	0.614333333333333
COL11A2	-1.261
C1orf119	1.34
BPNT1	-0.96175
CHRNA6	1.2085
C1orf173	0.5173
PLD2	0.186
ORC1L	-3.3035
SASH1	0.84575
CDC14B	-1.168375
RLBP1L1	0.740333333333333
LDLRAP1	-0.6435
NAT8B	-0.121166666666667
HHEX	-0.8915
LGALS7	1.74075
PLCH1	1.75325
OR1M1	0.109
PRAMEF16	-0.4015
HECTD1	0.182
C14orf39	-0.6865
TLN2	0.2926
HDAC4	-1.46942857142857
SYCP2L	-2.9495
GLRA1	0.197
RPS6	-0.501875
hCG_1757335	0.0075
KLHL1	-0.5265
CTNNBIP1	0.276
SCAND2	-0.6621
HMGN2	-0.1521
YAF2	-0.42625
BRPF1	0.09
LIAS	-0.8805
CTA-246H3.1	-2.208
SAG	1.71025
C20orf10	0.29975
HNRNPA2B1	-1.14866666666667
GADD45A	-1.3885
MSH4	1.1665
TMEM70	0.9215
HIST1H2AM	1.36775
C19orf26	-0.0423333333333333
C1orf50	-0.05025
GNG3	-0.0285
FTO	-0.3095
CALCB	-1.7375
PPP3R1	-0.269
C15orf42	-1.888875
CCNJ	0.1175
GNAZ	0.6498
PSD	0.1885
FAM57A	-0.592
STIM2	0.5035
DHX8	0.534
MOGAT3	-0.33525
UBE3B	0.8825
PLAT	1.316
C6orf206	1.106
COPE	-0.2899
EIF3A	0.40625
C1QL2	-0.2565
IQCE	0.548916666666667
KIAA0182	-0.4155
SLC22A7	-0.4854
PPFIA2	0.1245
ADAMTS15	0.347
ODZ1	-0.601
THBS4	4.07166666666667
ARHGAP1	1.081125
B4GALNT3	-0.0938333333333333
FCHO1	-0.7385
LOC440456	0.1135
HOXD10	1.03833333333333
CXCR3	2.69433333333333
CHI3L2	-1.98425
SRPX2	2.91125
ZNF132	0.540333333333333
UBAC2	-0.504166666666667
RPL32P3	-1.078
CBWD6	0.787
ST6GALNAC4	-0.7855
KIAA0391	0.717833333333333
LOC388969	0.2795
KRTAP5-8	-0.651166666666667
ZNF786	0.28825
LYVE1	2.85416666666667
GPR144	-0.00325000000000003
APOH	-4.9195
TSC22D2	1.18883333333333
PLCD1	0.18475
FLG2	0.5405
M-RIP	0.1728
NDUFV1	-0.799
POLDIP2	-0.258333333333333
RAB3GAP2	0.0525
RPSAP15	-0.541
CLEC7A	1.108625
HSPA14	-0.7215
TAAR5	0.448
FAM132A	-0.75475
C2orf43	-0.082
OR10V1	0.192
SELPLG	0.60175
C1QTNF6	0.644666666666667
OPCML	0.7688
DTYMK	-0.9045
ALDH16A1	-0.021625
F13B	-1.364
MGC16169	0.0605
KIRREL2	-1.80016666666667
C14orf32	1.0535
SLAIN2	0.6263
HSD3B2	-0.704
AMMECR1L	0.2726
LRRC37B	-0.727
HMG20A	-0.497333333333333
C22orf27	0.7397
FBXL22	0.707
AP1B1	0.256833333333333
TNKS1BP1	1.1685
CD74	3.92475
HSPA12B	2.7075
PLSCR1	1.573
SLC35E1	-0.609666666666667
FEZ1	-1.388
APOD	3.92225
C16orf44	-0.294
C1orf166	0.185
KCTD11	0.14275
NELF	-1.05775
SRP54	0.4595
MGC35361	-0.53575
GPR35	-1.7675
NRGN	-0.70375
SIGLEC12	0.20275
SCN1B	-0.493
IFNW1	-1.38
STAR	-4.88075
HLA-DQA2	3.93416666666667
RNASEH2B	-1.57275
TAAR2	0.322
VAMP5	0.866666666666667
TUBA1C	-0.915642857142857
PIK3R2	-0.166125
ARD1A	-0.512833333333333
EBF2	1.1365
CAMSAP1L1	1.2875
CYP3A43	0.3545
AKR1B1	-1.47025
KIAA1729	-0.20175
KAL1	0.8998
CYBB	1.344625
UXS1	0.01775
LOC338579	0.43475
C11orf45	1.34325
SHB	0.451
IKZF4	0.429875
NDUFA1	-0.379375
HSPE1	-0.393
C1orf215	-0.45925
GPR113	-0.289833333333333
ZNF573	0.32575
TBX18	0.984
GGTA1	5.345
PCDHGA8	0.7385
RPS6KL1	-0.40925
DPP9	0.254125
SLC43A2	0.713625
COPS3	-1.231
PMPCB	-0.948833333333333
HYLS1	-0.2865
LSM8	-0.404333333333333
PDE6B	1.161125
C10orf118	1.0609
OR1C1	0.33
ZNF415	0.64875
OR2F1	-0.13575
ZDHHC13	1.150875
FZD8	-0.228
TCEA1	-0.3773
SUSD4	0.124125
C22orf24	-0.3815
TNFRSF14	-0.094
TRIM28	-0.636833333333333
FGF5	-1.734875
CSPG5	-1.26766666666667
RNF133	0.5495
FKBP15	0.65625
BZW2	0.16275
NSMCE1	-0.25825
PTPRN	-0.78525
TST	-0.683625
POP1	0.2645
RNF24	-0.823833333333333
SFRS4	-0.970625
REPS1	-0.55425
CD70	-2.67616666666667
PDXDC1	-0.208375
SRC	-0.0196
NTNG1	-1.70266666666667
SETD1B	0.23925
TINP1	-0.152
ZNF606	1.08333333333333
SSR1	-0.1769375
RGNEF	0.0751666666666667
NFS1	-0.455833333333333
CENTB5	-1.254
CRMP1	-1.9255
ADAM18	0.0965
CCDC87	1.7995
LRRC8B	0.23225
CSNK1G1	0.0465
MAFB	2.89766666666667
C12orf45	-0.3465
C1orf54	2.84
DPEP1	0.944
FLJ13137	0.765
C14orf118	0.7905
ANKRD19	1.31925
ABCA9	2.0717
TMEM87A	0.8385
BBS5	0.4743
CYP17A1	-0.051
SCG3	-3.28033333333333
ESCO2	-1.0565
GFER	0.733
NRIP2	0.244333333333333
DDX59	0.2615
RIC8B	0.00549999999999999
TNNI1	-0.201
KTELC1	-0.0531666666666667
GPR85	0.153166666666667
SP3	0.9875
GOSR2	0.942
DDX1	-0.4625
DSCR9	-0.4405
KIAA1984	-1.544875
FLRT3	-0.5895
RNPS1	-0.692214285714286
ZNF772	1.453
SLC25A10	0.645666666666667
ADAMTS3	-0.5312
TBC1D7	-1.01575
PCYOX1L	-0.508
LOC339745	2.341875
VPS54	-0.80575
PCDHB12	0.888
C4orf6	-0.1525
CCL5	3.159375
PEX5	-0.956375
LENG1	0.937
LOC51336	-2.204
FLJ25371	-0.351
WDR45L	0.745333333333333
SPAG8	0.241666666666667
GUCA1C	-0.0265
LOX	-0.832166666666667
FIZ1	0.21
BAG5	0.218
BUD13	-0.193333333333333
MGC2752	-0.170875
IQSEC3	0.25325
TGFBR3	2.10725
CASP9	-1.661625
PPA2	-0.27775
MED24	0.60275
MAP3K7	-0.411
SRPR	-0.12325
C17orf81	-1.5525
RIPPLY1	-0.28825
EID2	-0.04475
AKR1C1	-3.47633333333333
IMMP2L	-1.228375
SPSB4	0.481
BAG4	-0.088
ZNF32	0.725666666666667
KLHL34	0.78625
BRD2	-0.285375
IL32	-0.421833333333333
FAM53B	0.181833333333333
SLC7A1	-0.842875
KAAG1	-0.054
CCDC54	0.297166666666667
PRKCQ	-2.128
TIRAP	1.04525
SPSB1	1.087
USP36	0.44775
FLJ32569	0.893
LYZ	-1.067375
TMEM186	-0.252333333333333
TPM2	0.863333333333333
C9orf100	-0.9425
PPP1R11	0.2333
OLFML3	1.7594
ELAVL1	0.267916666666667
DNAJC17	0.636666666666667
ABCA2	0.00875
BNIP3L	-0.843875
ATP10D	1.863
GALNT8	-0.544666666666667
PRKCH	2.8525
USP12	-0.46325
STXBP1	-0.9595
LSM2	-0.588666666666667
ANKRD30A	1.9395
LAP3	0.38625
C9orf40	-1.62816666666667
KATNAL2	0.604833333333333
RG9MTD2	0.68675
PNPLA7	0.7415
IDH1	-0.1645
C1orf57	-0.03775
XRCC5	0.0137
TBRG4	-0.250875
DCDC5	0.5135
POU5F1	-4.667
RAB1A	0.540714285714286
KRTAP15-1	0.251
INHA	-1.43783333333333
WDR90	-0.696625
MLL2	0.145
FAM104B	0.588
SF3B14	-0.29225
STX1B	-0.365
SNX12	0.0115
KMO	0.948666666666667
FAM100B	-0.098
CDRT15	-0.1855
RAB9A	-0.0828333333333333
RUFY3	0.00950000000000002
UBE2U	0.4395
NFKB1	1.0102
FBXO38	-0.237
VRK3	0.0465
TUBB8	-0.41
IFNA6	0.1165
AYTL1	-0.488333333333333
RBP3	-0.0457142857142857
MUC13	-2.01425
C8orf30A	1.09
MFAP1	0.273
NHLH1	0.63075
CXorf34	-0.869
SP8	-3.465
RNF151	0.165333333333333
TDRD7	1.145
KCND2	3.29325
FKBP9L	0.407833333333333
C17orf44	1.4105
TIMM17B	-0.0025
WIPF1	0.6781
SNX15	-0.3402
IGF2R	-0.2131
SBSN	-0.2095
RBM15B	-0.1895
AGBL5	-0.72925
APEX2	0.5425
C17orf39	-1.8185
UBE3A	0.1785
SPANXC	-2.433
TGFB1I1	0.654
RBM13	-1.03725
TOP2B	0.0155
NPVF	0.0725
RIMS4	2.830625
RAD54L2	-0.626666666666667
RSPO3	2.44383333333333
C2orf47	-0.06625
