Hybridization REF	TCGA-A1-A0SE-01A-11R-A084-07
CENTA2	1.3635
FGF2	-0.04025
FXYD7	0.33925
PHYHIPL	-1.94125
GPR34	3.83825
DDX6	-0.0633333333333333
OR10W1	0.147
LHFPL1	-0.2415
ZNF313	-0.825357142857143
VPS28	0.802
AP3M1	0.0385
AKR1CL2	0.126
TRAF4	-0.321625
OR2B11	0.196
C19orf12	0.159833333333333
AKAP9	0.882833333333333
C1orf62	0.244
SLC20A1	-0.8737
FAM112A	-0.127
LDB2	1.531875
MRPS23	-0.78725
KLK5	2.638875
SPTB	-0.1607
EFEMP2	0.848
EFNB2	1.968
PCM1	0.768714285714286
NMNAT3	2.763
TSG101	0.653666666666667
C8orf40	0.455333333333333
NOB1	-1.191
ABHD3	-0.89025
GTF3C4	-0.199125
PIGN	1.083
GALNTL1	2.6675
AEBP1	1.9705
OR9Q1	0.2135
ANKRD2	0.08025
CCL28	0.736
TRIM38	0.526
TMCC1	0.516916666666667
SMG5	-0.141
LRRC7	-0.586
NCAPD2	-1.33066666666667
C6orf153	-0.50575
C1orf74	0.597
OTUD6A	0.215
DCP2	-0.846166666666667
TMEM24	-0.685
RPL18	-0.0503333333333333
TMEM177	0.08675
LRRC37A3	0.35375
C1D	-0.7505
LDHC	-1.2855
UBE4B	0.0896666666666667
NIT1	0.475125
BTN3A3	0.371875
RASD1	0.6685
COMMD3	1.2975
SHFM1	-0.40025
BIRC8	0.344
DUT	-0.814
C12orf51	-0.0835
LRRC59	-0.885666666666667
LY6H	0.3235
WDR22	0.730083333333333
EDEM1	0.310642857142857
ADH1A	2.6915
PANX2	-0.0529000000000001
CYP11B1	0.44075
CDC73	-0.07125
GPR172A	0.24525
GSTM3	3.36438461538462
KCNA5	0.332125
SERAC1	0.0285
NFATC2	0.365
ANAPC5	-1.0667
C15orf24	0.15525
NFATC2IP	-0.17175
TNRC6C	0.956833333333333
MGC102966	0.326625
FGD5	0.816833333333333
MED9	-0.2605
RAB13	1.06666666666667
C15orf49	-0.027
CRYGS	-0.9561
C12orf53	-0.4452
LOC283693	-0.5055
COX6B2	0.0825
PHF14	-0.0535
FAM3A	-0.33925
RPL13	-0.0578
PRDX2	0.1381
FLJ34047	-1.972
PRMT3	-0.41075
KCTD19	-1.9125
TRIM10	-0.704166666666667
MGC26597	-0.373666666666667
GCNT4	0.473
GPRASP1	1.41475
CDKN1C	0.0835833333333333
RHBDL2	1.2198
HSPH1	-0.368
AQP1	3.314375
COL17A1	2.5322
GFAP	0.2455
CDC16	-0.39275
KIAA1614	0.1835
C6orf118	0.2214
ZSWIM5	-0.73975
FAM83F	3.56525
LYNX1	0.3274375
SYNPR	-0.84325
XG	2.3575
PRSS16	0.724375
KIF13B	2.361
PCDH9	-1.524375
HIST1H2AH	0.6065
RBM18	-0.8475
ZNF626	-0.00887500000000002
HEXIM2	0.5675
ITFG1	-0.468
TUBG2	-0.37
SFRS7	-0.2995
C9orf14	-0.118
EXTL1	-0.4475
GBP3	0.738333333333333
WDR5	-1.05725
RARG	0.543666666666667
MYO7A	-0.97425
CECR6	-0.92725
C13orf3	-1.80625
SFRS18	-1.718375
ACVR1B	0.381166666666667
PSMD1	-0.4787
C7orf31	-0.1348
ILVBL	-0.6885
IFNGR1	0.84075
RNF186	4.4535
NOL9	-1.072
MAGEL2	1.0155
SLC29A2	-0.48025
NHSL1	-1.00025
RBMX	-0.3515
PSORS1C2	0.4025
RAD51L3	-0.133416666666667
LCN6	1.3735
ORAI2	-0.206
BRUNOL6	-0.5775
OR4K5	-0.1045
CDC123	0.11425
MSLN	-2.18333333333333
WWTR1	-0.291666666666667
ZNF700	-0.844833333333333
COBL	0.377
PPP1R16B	-0.053375
GAS7	0.855
MDN1	-0.949875
HAAO	0.51
C9orf68	2.836
TNFAIP2	0.6685
FOXN1	0.5565
hCG_2033311	0.0851666666666667
ATP6V0D2	-0.7884
RPL41	0.9385
SLC38A1	0.110375
ARHGAP6	-0.872166666666667
ADAD2	-0.176
PHF20L1	-0.198375
MCM3AP	-0.042
ST3GAL3	-0.815833333333333
SNX1	0.992166666666667
ELF5	3.51375
PARP3	1.121375
RBM8A	-0.195
LINGO4	0.745
ITGA9	1.32266666666667
ZFR	0.04625
ACSL6	0.743625
FLJ20699	0.1003
DAOA	-0.495
FABP4	5.04925
KCNB1	-0.00125
CANX	0.1624
SLC25A28	0.3915
ADIPOR2	0.759875
ECHDC2	1.811
SMA4	1.09025
FRZB	3.737125
PABPC1	0.0548333333333333
DMRTB1	-0.1945
APOBEC3G	-0.019
CATSPER2	-1.2145
CUEDC1	1.19933333333333
STARD9	-0.90125
CLDN8	5.567875
LOC23117	-1.65531818181818
E2F6	-0.456666666666666
TMEM126B	-1.68466666666667
DPY19L4	0.3395
GIMAP5	2.8965
NDUFA9	-0.6145
FAM77C	2.83
CTPS2	1.33975
LOC51035	-0.282125
WDSOF1	-0.7505
EGLN3	-0.472125
PITX3	0.691666666666667
OR52E8	-0.047
GRM4	0.048
KLK1	-1.851
GPM6B	-0.11125
RRAGD	-1.33366666666667
PAGE5	-2.94425
UCHL5	-0.837
ULK3	-0.428
AIM2	-0.531666666666667
PNO1	-0.558
OR2F2	0.474
GNAT2	-1.228
SIX1	-1.0135
ST13	0.528833333333333
ZBTB44	0.03575
TIMP2	-0.80675
ZMAT4	-2.0655
GTF2IRD1	0.377333333333333
ZNF19	0.997833333333333
ZNF714	-0.27575
RSC1A1	-0.1665
C9orf80	0.20225
PSMA8	0.595166666666667
TMEM141	0.74575
COX4I1	-0.808857142857143
CTAGE1	0.134333333333333
DTWD1	-0.69725
HSD11B1	0.88225
KRT6B	4.038
ARID4B	1.064
LHFPL3	0.48025
WWP2	0.0706666666666667
ZNF326	-0.474833333333333
RGPD1	-0.6245
CTSH	0.987166666666667
FASTKD1	-0.99925
PAF1	0.8176
TTC9C	-0.9915
IFT57	0.5906
PRSS36	-1.166
IL20RB	-3.3165
ZNF592	-0.118
DCTD	0.1164
CFP	1.30575
MFNG	-0.33825
JMJD2B	1.391
ALDH3B1	-0.792375
THSD4	1.84516666666667
KCNJ5	1.73983333333333
LMNA	0.3885
TBCD	0.117625
ZNF250	0.165333333333333
CASQ2	1.97466666666667
PEG10	0.757583333333333
PRAME	-5.315
NP	-0.52
TRIM59	-0.236833333333333
ZNF12	0.4445
XTP3TPA	0.80625
SIGLEC7	-0.8104
PANK4	-0.40975
FAM70A	-1.02766666666667
SNED1	-0.31375
HIP1	0.7795
RAET1E	-1.90083333333333
AMAC1L2	-0.8565
AHNAK2	-0.073
TOE1	-0.4865
RECQL4	-1.37575
SPRYD3	0.61075
DPAGT1	-0.6435
MAGED2	2.7092
ANKRD55	0.33525
TRPS1	4.13375
DOK7	-0.18925
TFPI2	-2.86625
GTF2H3	-1.40666666666667
CYP4F11	0.908
LHX2	-4.38683333333333
ATG16L1	0.679
ASB12	0.706
C1orf116	4.035125
NF2	-0.20205
POM121	-0.4625
PHYHD1	2.7564
TXNDC17	-1.09416666666667
DKFZp779O175	0.17725
NUP62	-0.0954285714285714
MYO18B	-1.06133333333333
PRAMEF1	0.2535
TCBA1	0.525375
TMEM168	0.77
FJX1	0.188666666666667
CLCF1	-1.28
SEPN1	0.5185
IGSF2	0.87525
NUDCD1	-0.532833333333333
TFF3	3.408
NDFIP1	0.724142857142857
CHCHD4	-0.74
TNR	0.472
CUTA	0.294333333333333
USP44	-3.168
DPP10	-0.238833333333333
IWS1	-0.23
PCGF1	-0.163
SULT1C4	0.2015
NTF5	2.9085
PTPN13	1.25075
SSTR5	1.3055
SFRP1	2.187375
IDH3B	-0.650875
SUOX	1.40033333333333
TMCO5	0.4895
GOLT1B	-0.6925
MIB1	0.473214285714286
PCDHGB1	0.315
SUSD1	-0.285
ICAM5	-2.79766666666667
PAPOLB	-0.1695
URM1	-0.3181
TMEM106B	0.1735
LRIG2	-0.554
SLC27A5	-0.56375
CLIC6	4.4701
ZNF420	0.611333333333333
SCN9A	-1.3154
KIAA1909	-0.3585
ELMOD1	-1.494
PRKAG1	0.4165
FAM64A	-2.05333333333333
EEF1G	-0.0188
SMAD5	0.74675
INCENP	-2.8065
WASF2	-0.81
GARS	-1.0432
CDK10	-1.0594
HLX	0.3185
MDM4	-0.41925
ZNRF1	-0.7415
HHATL	-1.79916666666667
FAM21C	0.7734
HIST2H3C	-0.368
PFDN2	0.386625
ZNF200	-0.713
NDN	-0.00225
HBA2	-2.48766666666667
FBLN5	2.0345
PUM1	0.507142857142857
TNNT1	1.2855
C19orf59	-0.81
HNRPH2	0.976
RAB7A	0.220666666666667
PMS2	-0.237125
BIRC3	-1.1085
NRSN2	0.537125
OR52K2	0.323
SPOCK1	-0.209785714285714
H2AFY	0.978
RXRB	-0.10275
ZNF638	0.1505
ANKRD45	0.263
ACTN4	-0.14
FXC1	0.26475
EIF2B5	0.1405
VPS33A	-0.8475
PINK1	0.79575
FAM106A	-0.438
SKIP	1.571875
GAPDHS	0.168
MUM1L1	5.9905
PSTPIP1	0.146
CNTNAP1	-1.1253
CYP26A1	0.233
APOL2	0.2515
TACC2	0.996875
COX7A2L	0.0270714285714286
HSD17B1	0.53475
ARRB2	-0.475
SLC7A6	-0.9488
HSD17B10	-0.39875
RBJ	0.18275
NUP155	-1.533
MRPL10	-0.319666666666667
CYCS	-1.92808333333333
CCDC46	0.163666666666667
TECTA	0.3465
GNAL	-0.2145
LPO	-0.061
PEBP4	3.475
DDX11	-2.30675
C18orf12	0.5215
TAF9B	-0.3115
IMP4	0.086
RPA4	-1.08666666666667
NDUFS1	-0.8605
UPK1A	-0.279666666666667
ARRDC2	-0.084
C18orf20	-0.7025
AES	0.810142857142857
CD2BP2	0.549833333333333
C16orf54	0.038
UGT2B17	-0.947625
FGFR1	0.0640909090909091
CEACAM6	-1.0723
CHRM5	0.51775
CERK	-0.861875
AP3S2	0.462857142857143
ANKS4B	-1.474
CLCNKA	-0.0706666666666667
ZNF208	0.103833333333333
HLA-DRB5	4.5845
CARKL	-0.84425
GOT1	-0.378666666666667
CASP6	1.393375
HOXA1	-0.257
RCL1	0.51375
ZNF181	0.938
RAB40B	1.3135
MRPL38	-0.137875
LRRN2	2.86525
C3orf25	1.1975
OR5D14	0.1755
OR10AG1	0.869
BET1L	0.7568
FRY	3.23675
AK3L1	-0.8745
CSF3R	2.0835
POLR3K	-0.274666666666667
ATG2B	0.241
EPS8	-0.123333333333333
DARS	-0.55025
C10orf56	0.832
DAD1	0.264166666666667
RIOK1	-0.412
HERC2	-0.22325
HSD11B2	1.64333333333333
FAM96B	-0.6965
MGC13057	-0.63025
BSN	-0.12925
CAND1	-0.0101666666666667
HCST	1.4835
ACTR10	0.132333333333333
OR8D4	0.3385
NASP	-1.415
COL9A2	1.59866666666667
LYZL1	0.295
GPC5	-2.627
TBL3	-0.447666666666667
CENTD2	0.2333
OR5AP2	-0.21725
TLR1	1.4275
LMO6	-0.4
ZIC2	-4.150125
CPNE5	0.9985
ZMYND15	0.742
FLJ22374	-0.0455
CCDC106	0.6455
PARP16	0.10325
PDIA3	0.54575
C14orf126	-0.13
CECR2	-0.7415
SFRS1	-0.784714285714286
FIGLA	0.177
DCP1A	-0.0771666666666667
MGC45800	-0.2649
TEKT1	1.003
C10orf67	-1.5845
CLN5	1.07925
NTN2L	-0.089
GLE1L	0.12875
CES2	-0.5143
GNAS	0.382888888888889
DDX53	-0.597
TSPAN13	2.691
MRPL52	-0.9105
SPIRE2	-0.2785
TAS2R39	0.45775
SCUBE3	0.273
UCRC	0.4812
CDKL3	-0.043
KIAA1715	-0.5734
ZNF345	1.2715
RTF1	0.332125
DHRS7	1.06525
RIPK4	-0.981166666666667
EXOSC2	-1.312
MS4A2	4.03325
FGF17	-0.05175
WDR59	-0.7405
EVI2A	-1.36525
IL17RC	0.652333333333333
HS3ST1	1.87725
ITGB1BP2	-2.1795
RBPJ	-1.07433333333333
GIMAP1	3.138
INE1	-1.31133333333333
ALDH18A1	1.16025
TPI1	-1.629125
GATA6	-0.82375
CABP1	-0.593333333333333
ZNF484	0.38425
DAPK3	0.427
GJB1	-2.22558333333333
PIN1	-0.434875
SLC6A15	-3.38691666666667
CNO	-0.38125
RIN2	2.231875
FRRS1	-0.3125
CYorf15B	-3.979875
DMRT3	1.319375
ATAD1	-0.13325
OTUD4	-0.238166666666667
ATOH8	-1.278
ZSCAN16	1.051375
ASCC1	-0.028
OTUD3	0.238125
MGC33212	0.326833333333333
YME1L1	0.750625
RP11-218C14.6	0.6375
PCBP4	0.336
TNFRSF10A	0.80125
CDH10	-3.56666666666667
KL	2.42
SCP2	0.645083333333333
C9orf119	0.426375
SON	0.127583333333333
MAFK	-0.0655
SBNO2	0.1965
SLC6A6	-0.299416666666667
SC4MOL	0.0145
FAM35B	0.558
PPP1R9A	1.200625
PDZRN3	0.676625
CXorf20	0.518
C6orf126	2.35825
AVEN	-0.458
FLJ21075	-1.725
C14orf132	1.3015
PCK2	-0.238125
GUCY2C	0.136
BARX2	1.04325
PEX11G	1.7235
DAO	-0.806
C10orf49	0.116
EDNRA	2.8735
PPP2R5A	1.4466
DDX39	-1.37766666666667
SERF1A	0.48475
ASCIZ	-0.0942
FNDC8	-0.07075
PTMS	0.3975
PHF7	1.6125
PIP4K2B	0.2686875
HHLA2	-0.2455
BDH2	1.0183
APOBEC2	-0.64525
PENK	0.2425
SMAD9	-0.34275
MT3	-0.837
RGL1	0.180375
ATG10	-0.97825
DLGAP4	0.500833333333333
APPBP2	-0.434428571428571
BACE2	1.3185
LOC339344	0.662166666666667
ZNF395	0.74225
HIST1H2BL	-0.4635
ZNF467	1.174625
SLC25A21	-1.36575
PALM2	0.0445
NSUN5C	-1.1985
IL5	-0.2419
CLSTN2	3.77225
ANXA8L2	0.985
PTGES	2.112625
GDAP1L1	-1.94766666666667
OPRK1	-1.57683333333333
WDR20	0.7525
C12orf4	-0.108
NUP88	-1.354625
XRCC6BP1	-1.05433333333333
FCGBP	1.47857142857143
LEMD2	-0.057
NOMO1	-0.229
C10orf79	1.71125
ZNF79	0.5875
OCRL	0.7396
HSPA8	-0.631583333333333
DIDO1	-0.303125
PLA2R1	1.864
COG3	0.296
NGDN	-0.44775
CBFA2T2	0.321375
PNOC	-1.336
PRRG1	0.205166666666667
AGGF1	-0.378
DPF2	-0.527
YIPF7	-0.036
TRPV5	0.56925
ZNF322B	0.3915
MED12	0.2975
CARS	-0.211666666666667
ABCC11	4.14316666666667
C9orf25	0.0715
MYH1	-0.1105
FRYL	0.150666666666667
AGTRAP	0.35025
MMP27	1.5585
ZNF432	-0.172375
OR8D1	0.1265
OR13D1	-0.0985
VWA1	1.64375
STON1	0.1015
IL5RA	-0.09475
PERP	0.5478
C10orf107	0.5325
TNFSF12	2.21775
FN1	0.217625
MTR	-0.4515
PHLPPL	-0.623833333333333
ZNF425	1.181
DHFR	-2.08388888888889
PPP1R12A	-0.278125
RSPO2	-1.791
ZNF7	-0.0115
ZNF583	0.56975
TPMT	-0.880166666666667
GPR132	0.588125
OR2T12	-0.01225
SERTAD2	0.0825
ATP1A1	0.4301
FRMPD3	0.70525
ZNF672	0.50225
PLXNB3	0.2995
EML5	0.242
FAIM3	1.406
UBQLN2	0.41475
SORCS2	2.65775
PRIM2	-1.1525
ACVR2A	0.785166666666667
YWHAZ	0.266583333333333
PGM2L1	0.7785
GNAO1	-0.0655714285714286
RPL10	0.2817
RPS6KA6	0.5665
PFKL	-0.380833333333333
SH3D19	0.803875
AURKB	-2.4715
ZC3H6	1.426125
DISC1	-0.3345
FLJ39660	-3.04633333333333
TMEM25	2.252125
OSBPL10	-0.354
CLTCL1	-1.83533333333333
ALG6	-0.1415
CATSPER4	0.3235
LRTM1	0.469
RRAD	0.878833333333333
TIPIN	-1.9135
CARD14	1.2535
RBM9	0.4005
RASSF4	-0.5495
SLC25A18	-0.8815
C6orf58	-0.305166666666667
IGHD	0.4705
PLA2G6	-0.3425
TPT1	0.95525
SEC63	0.4381
CCDC113	0.1957
TDRD10	0.518875
KIAA1666	-1.23625
TOR1AIP1	0.98675
SYTL4	1.378
SPRR2F	-1.137
CEBPD	3.5515
SNTG2	-0.32125
C20orf77	-0.236166666666667
TAS2R49	-0.3175
C6orf173	-2.307
SVEP1	0.7896
PXN	-1.00907142857143
VIL2	0.233416666666667
C5orf21	0.941833333333333
DIXDC1	0.52375
GANAB	-0.9685
PDSS1	-0.60875
NGFR	1.2255
ATP8B4	1.299
BMP8A	0.6445
CCDC132	-0.0454166666666667
GNRH1	-1.92275
OR10T2	-0.05575
PDGFD	3.0295
OR6W1P	0.07
HARS	-0.402333333333333
KRT77	0.232
AQP8	0.32325
ITGB1	1.1391
ZNF254	0.216
PAX1	0.139
PSMC4	-0.4644
ANKRD22	3.47
PSMD8	0.0393333333333333
HTR1E	-0.372166666666667
SOX10	-0.073
OR5B2	0.4825
RABGEF1	-0.368214285714286
MAP1LC3B	-0.71125
CYB5R4	0.00425
AGXT2L1	-0.999
FLJ41603	2.15833333333333
TRAPPC2	0.548833333333333
FNTB	0.5088
FLJ14107	-0.823666666666667
AURKAIP1	-0.07225
DSE	1.29575
NFKBIZ	-1.31866666666667
OSBPL3	-2.3795
LOC130576	0.567
SLC39A9	1.25933333333333
LOC137886	0.0635
RHCE	-2.6195
ATG7	0.159333333333333
FAM82A	0.582166666666667
FBN3	-0.033
MCFD2	-0.790666666666667
CASP14	-0.145
EPS15	0.292916666666667
SFRS2B	0.570083333333333
C19orf47	0.068
PLAC9	1.603
GPR23	-0.3375
BTNL3	-0.338166666666667
RGS8	0.269
GNS	0.715875
ENO2	-2.22716666666667
CBX1	0.1094
PEX26	0.152
LRP5	-0.126333333333333
ADAMTSL4	-1.82533333333333
ARR3	0.172666666666667
MAP1A	-0.055
CD2	3.62975
NAV2	-0.177125
TMEM69	-0.2095
ATXN7	-0.765
CHN2	0.238833333333333
ZNF781	-0.183
HAS2	-3.39583333333333
KIAA0241	-0.675833333333333
BIC	0.4165
MOBKL2A	0.13225
CYP2C9	0.442
CNOT7	0.525357142857143
SFRS10	-0.791
CST11	0.48475
FLJ37543	0.032
NKAP	-0.90075
RUNX1T1	3.58125
EAF1	0.0863
IL4I1	1.418
LRRC61	-0.00333333333333334
PSIP1	-1.58475
SPRR4	-0.261
ZFP90	0.365333333333333
AP2B1	-0.150615384615385
SLC30A7	0.739833333333333
C7orf28A	-0.104833333333333
S100B	-1.72516666666667
BMP2	-2.1695
ESR1	2.386
ZFPL1	-0.21325
ARHGAP12	0.879
LRRC19	0.298
ZNF767	-1.12566666666667
NACA	0.3053
OLIG1	-2.249375
PRF1	1.3785
LST1	2.35833333333333
SPATA9	-0.8785
CNFN	1.2375
CDK4	-0.6769
TCF15	-1.05583333333333
PARC	0.28675
PPM2C	2.26825
LOC283345	-0.7905
FAM107B	0.78275
DMXL1	-0.1165
RBM3	0.816
HTR5A	-1.31983333333333
SCFD1	-0.375166666666667
EPHB3	2.879875
ROPN1L	2.122
RAMP3	1.14
TSPYL5	1.70790909090909
GAP43	-2.456
PAPD4	-0.1425
PDE3A	-2.16425
TNFRSF10C	1.088
JMJD5	0.231166666666667
RASGEF1A	0.376
C16orf65	-0.0291666666666667
HIPK3	0.776166666666667
XYLT2	0.36025
XPOT	-1.47766666666667
GAL3ST1	-1.32675
DHCR7	-0.5675
AMIGO3	0.274166666666667
FGFR4	-1.896
CRAT	1.588625
PPP1R14D	-0.0125
TRIM14	0.0547
TMPRSS11D	0.4055
SLC7A11	-2.37835714285714
OR10H2	0.71125
PPM1E	-1.3665
DOCK4	-0.000749999999999994
FAM127A	-0.1065
ENOPH1	-0.4275
SLC5A3	-0.2762
ZNF530	0.0844
NTS	-6.63475
FRMD4A	0.5685
BCL11B	-2.2655
PRM1	-0.253
UQCC	-0.3396
S100A16	-0.329666666666667
PLS3	-0.522
WWOX	-0.519285714285714
CCDC23	0.3265
GTSE1	-1.88283333333333
GP2	4.7
FLJ32549	0.3615
CHIT1	1.937
KLF9	0.674875
RPS24	0.5295
MIA	0.234
FIGN	-1.38075
PYROXD1	-0.42825
PCSK2	-0.597375
MRPL9	-0.072
RPL24	0.093625
C12orf32	-0.55325
HIST1H2BE	-0.45175
RGS18	2.8625
LFNG	1.31675
RAB4B	-0.3576
FBXO25	0.9585
TSPAN31	0.640333333333333
ARL8A	1.15242857142857
C10orf83	-0.112
OR51B6	-0.21
CNKSR2	0.424
C1orf156	1.0095
IBSP	0.93
GFRA2	0.8125
ALKBH7	0.9379
NEK10	2.619
VN1R3	0.0146666666666667
LOC91948	-0.9725
CPZ	-0.03275
IHPK3	-0.232333333333333
COL8A1	1.162
RBPJL	-0.3655
OR10A4	0.28025
CASP8AP2	-1.167625
MMP12	0.180166666666667
OR8B12	0.4895
CDCA5	-2.56016666666667
LIX1L	-1.00625
PEX11B	1.592125
GABRA1	0.416833333333333
HABP2	0.187
REEP1	2.01766666666667
FBXO15	2.3415
CD68	-0.29625
WFDC9	0.435
GHDC	0.587833333333333
SMARCA1	0.13525
SPAST	-0.276166666666667
PLXND1	-0.243416666666667
MLCK	-1.365
INTS5	-0.0581666666666667
BSG	-0.688071428571428
PARP8	0.894333333333333
TEAD4	-1.28633333333333
ZNF498	-0.375625
TMEM89	-0.518333333333333
DTX4	0.353125
TNRC6B	0.7710625
ARMC2	-0.34375
FGFBP1	-1.69766666666667
TIMM8A	-1.52316666666667
AJAP1	-2.0185
ZNF608	1.32575
SLC25A42	-0.406125
SYP	-0.0948333333333333
MMP11	3.3505
USP40	0.4534
C3orf62	0.354166666666667
MYO1E	-0.685
LRFN4	-1.18325
XCL1	0.889
GPR155	0.363375
VPS29	-0.97125
CARHSP1	-0.854
ARHGAP20	0.615
GREM2	0.79
CCDC102B	2.41675
ZNF577	-0.166
HDDC2	-0.699125
SHC2	0.6638
NCOA5	0.73
INPPL1	-1.2345
CHGB	-3.0305
IHH	0.1155
DDEF2	-0.611083333333333
DIAPH3	-2.22514285714286
BUB3	-0.577666666666667
GGH	0.333222222222222
VPS35	-0.1063
CNN2	0.690833333333333
ASNA1	0.000999999999999997
WDTC1	0.7165
AMAC1	1.121
HAS3	-1.17083333333333
SLC1A6	-1.485
ZNF563	-0.1755
C1S	3.2645
TCF7L1	1.621
OR10Z1	0.66
ME2	-0.7942
C6orf151	-0.672625
KPNA4	-0.3335
GLO1	-0.08225
WDR61	-0.290666666666667
CD302	1.5325
SIRT7	-0.112166666666667
C11orf59	0.211
PKIG	0.13725
PPIL3	-0.20725
CCDC74B	3.3775
ZNF528	0.21
EFNA5	0.8065
FCGRT	1.93125
NOL4	1.1132
CCS	0.00875
LOC374491	-0.836
MFSD7	2.9285
ZNF555	0.16
LIMS3	-0.49375
TSSC4	0.437833333333333
COL11A2	-1.259
C1orf119	1.119
BPNT1	-0.2785
CHRNA6	1.194
C1orf173	1.0939
PLD2	0.83825
ORC1L	-2.7865
SASH1	1.07025
CDC14B	-0.690625
RLBP1L1	0.509
LDLRAP1	0.1527
NAT8B	-0.288833333333333
HHEX	-2.2115
LGALS7	2.40025
PLCH1	-0.235125
OR1M1	0.304
PRAMEF16	-0.42675
HECTD1	-0.5135
C14orf39	-1.6405
TLN2	0.9376
HDAC4	-1.11071428571429
SYCP2L	-3.17525
GLRA1	0.01
RPS6	0.713625
hCG_1757335	-0.107
KLHL1	-0.9435
CTNNBIP1	0.982
SCAND2	-0.4721
HMGN2	-0.1837
YAF2	-0.207
BRPF1	-0.086
LIAS	-0.50025
CTA-246H3.1	-1.82125
SAG	2.87325
C20orf10	0.8785
HNRNPA2B1	-1.05883333333333
GADD45A	-0.599166666666667
MSH4	0.1355
TMEM70	-0.1715
HIST1H2AM	0.167125
C19orf26	0.139666666666667
C1orf50	-0.036
GNG3	-0.227
FTO	0.039
CALCB	-1.112
PPP3R1	-0.75275
C15orf42	-2.239875
CCNJ	-0.788
GNAZ	0.510533333333333
PSD	0.0888333333333333
FAM57A	-0.87775
STIM2	0.292333333333333
DHX8	0.23575
MOGAT3	-0.38075
UBE3B	0.308166666666667
PLAT	0.593666666666667
C6orf206	1.5135
COPE	-0.477
EIF3A	0.447875
C1QL2	0.6345
IQCE	0.392416666666667
KIAA0182	-0.708416666666667
SLC22A7	-0.3832
PPFIA2	0.0335
ADAMTS15	0.956
ODZ1	-0.2515
THBS4	3.78416666666667
ARHGAP1	1.505125
B4GALNT3	-0.349166666666667
FCHO1	-2.4395
LOC440456	0.0865
HOXD10	1.50933333333333
CXCR3	1.7915
CHI3L2	0.867
SRPX2	2.032
ZNF132	1.39266666666667
UBAC2	0.294833333333333
RPL32P3	-0.268
CBWD6	0.5535
ST6GALNAC4	-0.808
KIAA0391	0.153166666666667
LOC388969	0.53425
KRTAP5-8	-0.794
ZNF786	0.32125
LYVE1	2.27016666666667
GPR144	0.20525
APOH	-5.674625
TSC22D2	0.4525
PLCD1	0.3955
FLG2	0.867
M-RIP	-0.207
NDUFV1	-0.8955
POLDIP2	-0.021
RAB3GAP2	0.878333333333333
RPSAP15	-0.31125
CLEC7A	0.682875
HSPA14	0.02125
TAAR5	0.21175
FAM132A	-0.73475
C2orf43	-0.69725
OR10V1	0.414
SELPLG	0.24725
C1QTNF6	0.519666666666667
OPCML	0.5547
DTYMK	-0.6715
ALDH16A1	-0.093375
F13B	-2.5005
MGC16169	0.8545
KIRREL2	-1.78083333333333
C14orf32	-0.00424999999999999
SLAIN2	0.8879
HSD3B2	-0.1715
AMMECR1L	0.3612
LRRC37B	-0.419
HMG20A	-0.170166666666667
C22orf27	0.3156
FBXL22	0.7005
AP1B1	0.194333333333333
TNKS1BP1	1.055
CD74	3.14975
HSPA12B	2.152
PLSCR1	0.311666666666667
SLC35E1	0.198
FEZ1	-1.924
APOD	5.189875
C16orf44	-0.33125
C1orf166	0.135
KCTD11	0.09475
NELF	-1.06275
SRP54	-0.0611666666666667
MGC35361	-0.091
GPR35	-1.813
NRGN	-1.264625
SIGLEC12	-0.04125
SCN1B	-0.306
IFNW1	-1.548
STAR	-4.884
HLA-DQA2	3.381
RNASEH2B	-1.23925
TAAR2	0.293
VAMP5	0.408333333333333
TUBA1C	-0.8175
PIK3R2	-0.136625
ARD1A	-0.283333333333333
EBF2	0.605666666666667
CAMSAP1L1	0.95175
CYP3A43	0.42725
AKR1B1	-1.83325
KIAA1729	-0.010375
KAL1	0.9087
CYBB	-0.096
UXS1	-0.298
LOC338579	0.3115
C11orf45	0.14175
SHB	0.470125
IKZF4	0.049375
NDUFA1	-0.568375
HSPE1	-0.92925
C1orf215	0.0045
GPR113	-0.0775
ZNF573	0.298
TBX18	0.5145
GGTA1	5.974
PCDHGA8	-0.0815
RPS6KL1	-0.252
DPP9	0.240125
SLC43A2	0.971
COPS3	-1.43875
PMPCB	-0.601
HYLS1	-0.4995
LSM8	-1.44133333333333
PDE6B	2.569125
C10orf118	1.0966
OR1C1	0.354833333333333
ZNF415	0.514
OR2F1	0.40375
ZDHHC13	0.290875
FZD8	0.2473
TCEA1	0.1272
SUSD4	3.498
C22orf24	0.075
TNFRSF14	-0.526
TRIM28	-0.327833333333333
FGF5	-2.251875
CSPG5	0.576
RNF133	0.12025
FKBP15	0.26275
BZW2	0.414
NSMCE1	0.5115
PTPRN	-0.31
TST	-0.0245
POP1	-0.6165
RNF24	-0.5455
SFRS4	-0.418125
REPS1	-0.47725
CD70	-2.18116666666667
PDXDC1	0.19625
SRC	0.3199
NTNG1	-2.17316666666667
SETD1B	-0.06125
TINP1	-0.0226
ZNF606	1.03483333333333
SSR1	0.152875
RGNEF	0.7385
NFS1	-0.971166666666667
CENTB5	-1.09475
CRMP1	-0.9955
ADAM18	-0.1285
CCDC87	1.99216666666667
LRRC8B	0.03375
CSNK1G1	0.43175
MAFB	2.70933333333333
C12orf45	-1.1335
