Hybridization REF	TCGA-C8-A12V-01A-11R-A115-07
RAB40C	-0.173833333333333
SLC41A1	0.841166666666667
LRCH1	0.627
LY6G5B	-0.5255
FAM124A	-0.0835714285714286
MGC10981	2.00133333333333
CLIP3	-0.2609
MAP4K2	-0.399666666666667
CHIC1	0.49125
SULF1	5.368
C20orf30	0.678357142857143
PRDM5	-1.451625
ELOVL1	0.412
C11orf48	-0.117375
SLC39A10	-0.642
KCNV1	-0.2795
ACP1	-0.3905
ZMYM2	-1.005375
B3GNT6	0.132
C9orf69	-0.39075
C2orf15	0.746
C20orf166	1.3955
HSP90AA6P	-0.529
EDG7	1.2045
NEURL	-1.83225
LPL	1.88016666666667
CLEC2D	1.60742857142857
GRRP1	1.907
CD8B	-0.00989999999999996
HIST1H3D	0.688166666666667
SLC6A12	1.199
FAM27L	-0.3575
CD84	3.3
RASA1	0.0195
PHKG1	0.4365
MAGEA11	-1.2985
IMPA1	0.4406
NPM3	-1.139
RARRES1	5.48575
SH3BP1	0.11075
B3GNTL1	0.9435
ARPC5L	-0.0738333333333333
KLHL26	-0.03525
SIM2	-2.66025
GJC1	0.0135
C20orf194	0.61575
EXO1	-1.2245
SLC2A2	-2.538
LOC285074	-0.76625
LRG1	-2.011
KIRREL	-0.6555
PIK3R1	1.75842857142857
C4orf34	-0.23575
MAF	0.2855
ADCY4	4.159
ZMIZ2	1.8297
SLC46A3	2.16333333333333
STAMBP	0.428666666666667
CCDC16	0.95275
MS4A12	0.34
TCF20	1.2695
LRRC46	-0.4765
C20orf152	0.19175
MRPS6	-0.638625
ABCB11	0.371
KCNC2	0.4585
CDH19	2.81533333333333
C9orf123	0.9615
SSH3	-0.4955
LDLRAD1	-4.01475
CCBE1	-0.487
ZNF135	1.56175
TAAR1	0.4815
WFDC12	-0.031
CCDC42	1.21066666666667
FLJ12529	-0.15275
PER1	-1.3435
TIMM50	-0.655333333333333
SMARCAD1	-0.350666666666667
FAM26C	0.3025
TP53TG3	-3.103
SH3RF1	0.1848
LMCD1	1.4545
GPR63	-0.6365
FLJ21986	-1.107625
AIFM3	-0.29225
MICAL1	0.380666666666667
BLZF1	1.06083333333333
IQCA	3.61316666666667
PCDHGC3	-1.2185
SAC	1.33725
BCL6B	1.84
DDO	0.2705
MARCO	4.59275
DCHS1	1.01666666666667
C1orf170	-1.21216666666667
CD200R1	3.79983333333333
C22orf15	-0.565
SEPT11	0.0513333333333333
ADNP	0.05875
UST	-1.2976
C13orf34	-0.779833333333333
RFFL	0.501428571428571
APBA3	0.919
C2orf60	-0.054375
CUTL1	-0.1356
PMS1	-0.410375
ZNF689	0.022
EIF3E	-0.0258333333333333
IL9	0.157833333333333
RPL31	-0.1165
LY9	2.26633333333333
ATP2B3	-0.74025
KDELR2	0.851
TFCP2	0.052
NLRP12	-0.60025
FLJ45422	-0.5145
TLE4	0.8033
ZNF570	1.063
FLJ43806	-0.2955
TLK2	-0.07225
CIR	1.1175
MARS2	1.4795
COL24A1	0.648
SDF2L1	1.03
HIBADH	-0.242
IGFBP3	-0.832214285714286
C12orf23	0.113875
PSPC1	-0.63
C20orf43	-0.728
TRAV20	0.429
ARHGAP24	0.5875
KIAA1975	-1.555375
C1QA	3.9553
DNTT	-4.9225
C10orf6	0.04175
C11orf41	3.551
HNRPF	0.1045
COL11A1	4.83866666666667
UBAP2	-0.403
CDKN2AIPNL	-1.4155
C20orf174	6.06675
SPRED2	-1.28625
PLA2G12A	-0.138166666666667
ICEBERG	-1.8055
SCN10A	0.029
C11orf65	-0.90925
GBP5	5.80025
PITPNC1	-0.0898333333333333
POU3F3	-2.711
NCOA7	0.70375
LIN7C	0.6059
LOC348840	-0.626
NKX2-2	-2.77625
ANKRD13D	-0.635375
LOC123688	-0.926
FUT2	2.13583333333333
TAAR8	0.446
FZD4	-0.658583333333333
PNMA3	0.7745
OR4L1	0.411
WIT1	-2.215
EXOC3L	1.6175
ATPBD4	-0.2536
KRBA1	-1.18975
UBXD6	-0.2795
HOXB7	-0.780571428571429
C7orf23	0.2085
UNQ338	2.86325
STAB2	1.23625
CDC20B	-0.02225
IRF9	2.45
CENTG1	1.023
TNPO2	-1.20825
MCPH1	1.095625
BMS1P5	-1.249
SLC26A7	1.15325
HIST1H3J	0.69375
C9orf3	-0.1071
LBH	1.76525
MYO1D	0.26925
PTDSS2	-0.42625
NFU1	0.712
DEPDC4	-1.384
WNT7B	-0.0331
GLP2R	0.152
SETD4	-0.7934
DYNLT3	-0.5523
FKBP11	1.0395
SESTD1	0.63
FLII	0.64
RPS16	0.134
CHPF	-0.885333333333333
CSNK2A1	0.631666666666667
SUMO1P1	0.41725
FKBP6	-0.8635
ZNF214	0.00966666666666667
TWIST1	-0.592666666666667
DDX56	-0.730166666666667
TRAM1L1	0.2649
EPO	-3.27366666666667
MRPS18B	-0.23375
ZNF682	0.231833333333333
RPL14	-0.776333333333333
MAFF	-0.66575
LOC51136	0.41625
LY96	2.354
DDX20	1.13125
ABTB1	0.0151666666666667
ARL5A	1.2479
CCT6A	-0.09825
HEPACAM	-1.31266666666667
EHHADH	0.545333333333333
RBAK	-0.058
CGB1	-0.31775
ITGB5	-0.3594
YIPF3	0.57675
FKBP2	0.7965
NR1D1	-1.7153
TMEM110	-0.0315
NEK2	-0.158166666666667
PRAMEF8	-3.10425
C20orf52	0.333833333333333
PCDHGA3	0.751
VWA3B	0.00275
NDUFA5	-0.106625
THAP9	-0.38775
FLVCR2	1.7135
AP1S1	-1.963875
SMAD6	-1.687
SAV1	0.662125
SAT1	1.7845
ZNF251	0.83575
ADAMTS7	0.3699
RPP38	0.937
C1orf211	-0.816
YPEL2	0.6485
RBMS1	1.10175
ZNF445	-0.259833333333333
NRXN2	-0.341333333333333
PGBD4	-0.2625
UGT2B28	-2.9685
WBSCR16	-0.7407
NLRC3	1.973375
ASTL	0.24
ST6GALNAC1	-2.94325
ZADH2	-0.472125
MLLT4	0.394
ARL6	0.0855
MEF2C	1.4535
CBFA2T3	-0.277
AFF3	-0.0481428571428571
COG7	-0.2485
MYB	-3.60316666666667
PLXNA3	-0.2405
XRCC2	-1.93716666666667
MMS19	-0.9555
ST8SIA5	-0.9525
CHPT1	0.758166666666667
KIAA1712	-0.80775
OR6X1	1.723
ACTR3	1.475125
UGCG	-0.556833333333333
OR4P4	0.6605
ZAP70	-0.80275
LPP	1.461
ZNF485	0.44775
PTPRCAP	2.0565
IL12RB1	0.87425
ATRX	0.4893
CHST8	-2.309
C14orf109	0.16375
ARV1	0.90425
NMB	-0.782714285714286
COX5A	-0.631
EIF6	0.16975
MPPED2	1.47666666666667
SEMG1	-2.6445
CHRDL1	1.4375
TRAF3IP2	0.651
WNK2	-0.801875
LILRA4	3.61483333333333
LAMA2	3.587
PXT1	0.5065
RLBP1	-1.1165
CD300C	0.95575
SLTM	0.00312500000000001
FLJ10404	-1.1976875
APOBEC3D	-2.93483333333333
RENBP	1.94983333333333
ATXN7L1	1.078375
NID1	0.154
TUBGCP3	-0.059
ITIH5	1.45888888888889
CCDC110	2.591
C8A	-2.7055
MGC87042	-0.75675
HOXC13	-3.20425
TFDP2	0.0725
HCP5	2.59575
POLI	-0.6715
UCN	-2.29066666666667
ZNF764	0.400166666666667
C8orf45	1.54875
FHL3	-0.08375
SPATA5L1	-0.0195
MMRN2	3.17583333333333
NDST1	-0.369
COL20A1	-0.699166666666667
ZNF248	0.121833333333333
PELP1	-0.667166666666667
MBL2	-2.19766666666667
RNF41	0.108
C5orf24	0.423
THOC5	-0.205
SERINC3	-0.680166666666667
RP11-151A6.2	2.1095
CDCP2	0.17925
HIST1H2AA	0.75025
C11orf75	1.03833333333333
FKBP7	0.62925
DDOST	0.1555
GPNMB	2.58733333333333
TTF2	-0.229166666666667
KCNT1	0.518833333333333
SLC39A14	-0.457375
NGRN	-0.7373
GPR137B	1.5345
MECP2	1.17525
PSMA1	0.46325
C16orf73	-5.81375
TMEM60	0.711
CSN3	4.383
NOS1	0.374
RAB7L1	1.95633333333333
YBX2	-0.9385
KIAA1166	0.695875
FUBP3	-0.350166666666667
ABCG1	1.717
ACACA	-0.877166666666667
ARL11	1.8856
ATOH1	1.0205
ODF1	-0.0988333333333333
CREB3L3	-1.36
TMEM127	1.81
DSCAML1	-0.01775
PLN	2.99433333333333
LYPLA1	-0.193416666666667
PRDM9	-2.09375
SASP	0.07325
PLUNC	0.100666666666667
INTU	-0.20475
HISPPD1	0.21525
LNPEP	1.14466666666667
YARS2	-0.5715
APCDD1L	-1.6845
ZCCHC4	-0.8945
FBXO22	-0.4345
TTLL13	-0.066
ZNF669	-0.1615
PTGDR	2.4325
DDX27	-0.28775
KIAA0409	-0.602333333333333
GJB6	0.2715
ASB8	0.262
PLP2	-0.535833333333333
MEPE	0.10325
OR10J5	-0.155
KRT222P	0.951
COQ7	-0.587333333333333
C1orf101	1.04775
RERG	0.7808
CHMP5	0.564
THAP11	0.00325
ZNF43	0.260166666666667
ZRANB3	-1.11216666666667
KRT13	1.989625
MRPL19	0.27475
RBBP9	1.35975
SPATA17	-0.333625
BXDC5	0.294166666666667
PAFAH1B1	-0.0118333333333334
MAGEE1	0.0225
OSTF1	0.7045
KIAA0323	0.124
TXNDC13	1.8255
CNTN4	0.9635
LCE1B	null
UNQ501	-0.0725
ZNF154	0.5135
C3orf64	1.265
SYT5	0.1055
PON1	1.16233333333333
FLJ10357	-0.396875
ATP4A	-0.848
GNPDA1	-0.217166666666667
MGAT1	1.04983333333333
C14orf121	1.00125
SLC35B2	-0.46875
MIER3	0.319166666666667
CHEK1	-0.785625
ZNF8	1.07916666666667
TXNDC1	-0.1105
CKB	-3.8557
RTN3	-0.0485714285714286
FZD2	-0.742
PART1	2.03975
PSMB6	0.05975
PCDHB8	0.5115
PHC3	0.8637
PPP1R8	-0.391666666666667
NOVA2	1.28066666666667
TNFRSF11B	-1.7355
GOLPH3	1.40733333333333
UBLCP1	0.43925
SUHW3	0.69825
TTLL1	0.97675
OPN4	0.115
OR13G1	0.0445
ZPBP2	0.4724
HSD17B11	-0.86275
C9orf50	-0.7925
DHDDS	0.131357142857143
CTSW	2.4028
NEFM	-2.629
MRPL28	-1.45075
SYN1	-0.636166666666667
PIGV	-0.613
ZIM2	-1.4755
APBB1	-0.507666666666667
SND1	-0.22125
C1orf123	-0.0996666666666667
CHD3	-1.28075
BHLHB8	0.18575
RNASE2	2.50416666666667
BCAP31	0.3385
SLC25A44	0.2815
CHD6	-0.8672
PIB5PA	-0.0174615384615385
SELS	0.512875
LOC541471	-0.072875
FAT2	1.185
ZNF81	1.203
OR4C16	0.8535
FLJ10081	-0.00269999999999998
LRRC4	0.84975
CS	-0.796833333333333
N4BP2	-0.281125
IGFBP7	1.92775
ZNF318	-0.01875
NDNL2	0.617125
ZNF609	-0.317125
SIRT4	0.996
EXOSC10	-0.1785
ECE2	0.160666666666667
OVGP1	0.251
GTPBP3	-0.4905
PACS2	-0.3507
C19orf36	-1.28566666666667
ARL4C	0.299875
ATG4B	-0.436
UBQLNL	0.8225
RHOXF2B	-4.3215
PLEKHG2	-0.54
GALR1	-0.988
AQP4	2.1315
HDAC7A	-0.270166666666667
DCUN1D3	0.22775
OR8A1	0.248
CCRN4L	-0.230625
CBR4	-0.9335
KIFC1	-1.44766666666667
SLC7A14	-1.312
LHX5	0.276
TRPC7	-0.734
LPXN	1.196
SERPINA1	-1.917625
RPS13	-0.674
BPIL3	-0.191
PRKAA1	-0.58675
FADS2	0.3391
ENAH	0.245625
PRO1768	-0.519
APBA2BP	-0.7985
LIPH	-0.244666666666667
C3orf33	-0.1605
RCC2	0.506142857142857
ALDH1A2	-3.5584
RNF103	1.15925
AHCY	0.01825
ALG12	0.1025
CCL17	3.29
ZNF543	0.9665
ESRRG	1.1322
CNGA1	0.37275
RDH5	-1.066
OTX1	-0.4365
PTGFR	0.940333333333333
CDR2	0.373875
SELE	6.62325
NLGN2	-1.52116666666667
EXOSC9	-1.028
ZNF566	0.858
KLRC2	-0.0135
GPR12	0.4025
KIAA0196	0.52275
PDRG1	0.034
SSR3	-0.193785714285714
MSI1	-0.3685
CST9	-1.1765
CC2D1A	-0.272
PLAGL1	0.545555555555555
ZNF778	0.392
RNF2	-0.415125
KLF6	0.9575
THBD	1.624
tcag7.1314	2.49575
NR5A1	0.166166666666667
ABCD2	2.058
DNAJC7	-0.9875
CLEC4C	1.5345
TM2D3	0.643875
CCDC4	-0.1705
PLAC2	-2.469
DCD	0.959
FAAH	-0.322125
POLA1	-0.586166666666667
TM7SF2	-1.19825
FLJ39822	-1.06633333333333
FLOT2	-0.54975
MAP4K1	1.11516666666667
SRP68	0.3695
C21orf74	-0.2065
ARPC5	0.88475
LOC126075	0.804
HECW2	0.559375
ZDHHC4	-0.31
ANKRD42	1.1817
PDE9A	-0.141333333333333
ABCA8	1.06475
NDUFS2	-0.6165
UBR5	-0.00750000000000001
BTBD16	-2.62425
LOC554174	0.7935
ZNF20	1.03
KIAA1843	0.747
WDR17	-1.132
C15orf33	-0.0105
RNF113A	0.42
CAMKK1	-0.7594
CLCN2	-0.63875
ANXA6	-0.1935
LOC340069	0.2385
EMID1	0.0925
DPM3	0.139666666666667
ELA1	-0.4595
SLC25A13	-0.0356
KRT24	0.026
SMPD1	-0.4905
TH	-0.079125
COL6A2	-0.121285714285714
ANKS1B	0.25325
GPR126	-2.5655
ZC3H12A	0.165666666666667
TMEM47	0.297333333333333
C2orf51	-0.516833333333333
C1orf88	1.8605
HSF2BP	-1.11
AKAP10	-0.14775
RPAP3	-0.3045
KLHDC8B	-0.247375
STOM	0.1607
MUPCDH	-0.017625
C10orf72	-0.406
PLEKHA3	0.9025
TCP11L1	0.732
CWF19L1	-0.215875
SPEF1	-0.0136923076923077
YSK4	0.153666666666667
ELN	0.9063
SAMD8	1.02666666666667
MPI	-1.34216666666667
MEPCE	-0.5866
ABCC3	-0.04125
NANOGP1	-3.1435
KCNK17	1.33175
HLA-DMB	5.257
RRAGA	1.68275
ANGEL1	0.3155
RBM32B	-0.076
CPN1	-3.2955
MGC52282	0.2956
HLA-A	2.80566666666667
OR9G4	0.178
EDNRB	-1.206
SCD	-2.8515
C14orf80	-1.16433333333333
BAGE2	-1.2255
RABL4	0.462166666666667
RCVRN	0.614
SHANK1	0.068
NLRP7	-0.03775
CD226	3.12625
STAT3	0.5311875
SYNJ2	-1.4538
TPCN2	-0.4555
WDR36	-0.781666666666667
MBD4	0.70575
ROBO1	0.665
ST3GAL6	-1.35025
SLAMF8	4.46183333333333
ATN1	-0.213166666666667
GPR141	1.85825
KRT36	2.531
TPH1	-0.2175
DDX52	0.0435
ZSCAN29	0.273666666666667
TRPT1	-0.770166666666667
DPEP3	0.66775
DENND4A	-0.311875
TSPAN16	0.22
PTCHD2	0.2535
LOC145814	-0.0455
CAP1	0.7865
EIF5A2	0.4685
NT5DC3	-1.413125
SEPT9	-0.875875
SEZ6L2	0.11
EGFLAM	3.1415
VPS11	-0.111
NDUFB5	0.192166666666667
CIDEA	1.6365
IER5L	-0.586
N6AMT1	-0.7875
FAM83C	0.01075
OXR1	0.536666666666667
IRX1	0.8865
DGKB	2.3222
GCN5L2	-1.4175
MIR16	0.743375
FBXW9	-0.915
WDR4	-0.9525
PDC	-0.4015
VPS33B	-0.909
HEXB	0.332
FLJ32214	0.13475
TCEB3	-0.0525
CRLF1	-4.8545
ABI3BP	2.43775
C8orf22	-4.22575
PYCR1	-0.346875
KIAA1706	1.19875
CDK5R2	0.08775
WAS	1.371
C12orf60	-0.68925
CCBL2	0.067625
MADD	-0.649
C5orf34	-0.72225
WDR42A	0.1202
KLF12	0.49325
HSPA1A	1.927
ITM2C	0.0471666666666667
DAPK2	3.00283333333333
LOC442590	0.351
SUMF2	-0.08025
CENPA	0.286076923076923
TMED5	0.936125
CDH6	-1.0365
BRP44	0.86325
THG1L	-0.38725
GABRA2	-2.11725
C14orf166	0.1515
MYL1	-2.065
TNFSF18	1.445
PAP2D	-1.5746
PPIB	-0.54175
KLHL4	-0.811875
SFN	-0.705166666666667
CCDC127	0.20275
FRAP1	0.473
GOLGA5	0.7565
SDCCAG1	0.761875
MGC21675	-0.638666666666667
C10orf95	-1.2195
KIAA1345	0.0611666666666667
C1orf163	-0.496
LACE1	-0.3005
OR10K2	-0.1115
CENPN	-0.94456
TMED2	0.247
UGT1A6	-0.423
ANG	-1.3125
U2AF1	-0.575166666666667
CASC2	0.339333333333333
NMT2	0.553333333333333
OSGEPL1	0.02975
DFNB31	-0.754
SLC6A20	-0.02375
DKC1	0.4805
FXYD4	-1.16575
WDR64	1.1755
MGC5590	0.9615
CREBZF	-1.308
DAZ1	-0.16925
PRPSAP1	0.64325
GCHFR	-1.652
TTC7A	0.801625
LOC196993	0.71
UBD	5.25816666666667
S100A1	1.235125
RPL6	-0.415666666666667
DNAJB6	0.05645
NAGS	0.7178
C2orf58	-0.038
KERA	0.481166666666667
MT1X	-0.2625
UBE2B	0.2098
KEAP1	0.33125
MST1	-3.19225
OMA1	0.516
ABLIM2	1.0485
BCL2L13	0.1455
JAZF1	0.866666666666667
TMEM63B	-0.1705
S100A8	0.6773
ARFIP2	-0.70125
UROS	0.69175
KHDRBS2	-0.0045
POLQ	-1.580375
SOAT1	0.57525
SPAG4	-1.3435
MRPS30	-1.71666666666667
LOC494141	-0.205
OR2T11	0.0315
ORAOV1	-0.4258
ZNF184	0.845833333333333
TCEB3B	0.24
ADAM21	-0.637
GDPD1	-0.18775
SPINLW1	0.64375
PRR14	0.0155
KCTD9	0.1703
NUDT3	1.125
KIAA1822	0.771
HIST1H4K	1.7495
DFNA5	-1.49725
GABPA	0.25825
C14orf44	-0.41925
POLB	0.68625
PTAR1	-0.51825
SEC31A	0.8006
TRIM58	-2.64775
TAS2R14	-0.182
VPS8	0.26475
H1F0	0.468833333333333
PRKCB1	-0.374166666666667
UGT2A1	0.45
TOR1B	0.27875
LSS	-1.96125
C2orf19	-0.1665
HNRNPC	0.072
TMEM100	0.145333333333333
LOC116349	-0.5955
OR51M1	1.447
CCDC142	-0.50775
ISG15	3.67325
ZCCHC14	0.156125
CREBL2	1.5195
TGDS	-0.557
DC2	0.008
CACNA2D3	-1.55957142857143
ZNF429	-0.4325
LYPD6	-0.0973333333333333
SUCLG1	-0.126333333333333
OR51I1	-1.3125
MAGEH1	1.65425
PRPF40A	0.2025
SMR3A	2.275
SPINK2	0.48875
THAP2	0.75175
NPY5R	-0.4695
IRF4	0.476375
SPESP1	2.9445
OR10S1	0.4265
DTD1	0.0305
TUBE1	-0.16825
DDX19A	-0.254
PDPN	-1.049375
TMEM34	0.458166666666667
MGAM	1.01575
COL3A1	4.91877777777778
GFM2	-0.4148
OR5A2	0.2255
PSG9	-0.96175
ARHGEF11	-0.00666666666666668
IVNS1ABP	-0.6575625
SIGIRR	0.1155
DUSP19	0.208375
DNAJC14	-0.3747
ACSS1	0.471875
IL1RAPL2	-0.208
C4orf30	-1.28875
SEPT4	2.0025
LANCL3	0.01475
SPAG17	0.816833333333333
PRDX3	0.180875
HNF1A	-2.10475
P4HA2	-1.61825
RFWD3	0.0751666666666667
MOV10	-0.0305
DNAJA5	0.710357142857143
LOC729440	-0.0175
LOC200383	0.074125
SMC2	-1.0005
MIXL1	-0.562833333333333
TMEM9	-0.17575
FAM86A	0.4605
ZNF174	0.4963
MYH14	-0.68925
CCR8	1.101
VPS37C	0.382833333333333
GPATCH1	1.08566666666667
B3GNT8	1.1905
TBX4	-0.04475
CNR2	1.30416666666667
PCDH1	0.04575
C5orf29	4.45675
OCIAD2	1.29175
PLCG2	3.02225
KIAA0247	1.636125
HRH3	-0.0904
CAPN13	2.02025
CCR1	1.7303
MGC15523	0.212277777777778
UVRAG	0.8385
DNAJA2	-0.254166666666667
ITGA2B	-0.6525
CLDN5	2.991375
PTPRN2	-1.4245
ZNF512	0.607166666666667
PSAP	1.27014285714286
CCDC140	-2.256
LRRC55	0.06125
CYP26C1	0.527
C8orf47	5.53675
LYN	1.1235
DUSP6	-0.0276666666666667
TGFB3	1.42926666666667
ELK1	-0.4556
PCDH11Y	0.113166666666667
HGD	-4.19525
C17orf58	0.42
MYO3A	0.121
SERPINE2	-2.79566666666667
AARSD1	-1.2845
C14orf73	-0.84075
ADAM33	0.10325
ZNF491	0.1245
MAPK6	-0.589833333333333
TCN1	1.00866666666667
SLC24A6	0.6835
UBE2R2	0.09175
H1FNT	0.08575
TATDN2	0.909333333333333
LILRB1	3.586
P2RY5	2.1185
NUCB2	0.26675
C2orf37	0.72375
SNX27	1.501
MTA3	-0.361375
FOXO4	-0.113125
ID4	1.7075
SOX5	-2.79933333333333
PXMP3	0.845625
OR52M1	0.1585
SFT2D3	0.447375
INA	-2.477
MCOLN1	0.63975
NFIX	-0.8619
CLEC14A	5.7305
HIBCH	0.732333333333333
PLA2G5	1.232
TIMM10	0.0106666666666667
MED17	0.3682
COL4A4	1.474
TPP1	1.362
GJA3	-1.33466666666667
TMPRSS5	-0.88425
AADACL3	0.6835
DNMBP	-1.6815
ENPP5	4.11316666666667
NQO1	-2.4818
ZSCAN2	-0.65875
SEC24C	-0.684833333333333
GTF2A1L	0.3315
AXIN2	-1.569
FAM33A	-1.53116666666667
C16orf13	-0.87325
SPNS2	0.77225
TAF1	-0.27275
AP1G2	-1.206
RBM42	-0.0516666666666667
HCN2	-1.143
EFHB	-0.550833333333333
RUSC1	-0.566
GRIK5	0.361
USP21	0.3555
ATAD3C	-0.4675
ORMDL2	0.148125
PRSS7	-3.40775
PSAT1	-1.57225
FLJ13195	-0.715666666666667
TBC1D1	0.793333333333333
IFNG	6.888
OTOS	0.0528333333333333
ZNF773	1.17716666666667
EMD	-1.4305
RETN	-0.23475
CCL8	5.219
APH1A	-0.1365
COX18	-0.50675
GTF2IRD2	-1.0215
CCDC82	0.0246666666666667
PAFAH2	0.6717
NPEPL1	-1.0994
RP11-114G1.1	1.496
TP53INP1	0.599375
ZNF300	0.721166666666667
FOXL2	-3.9035
LARP2	0.03125
LATS1	0.000249999999999972
HTR6	0.18
SPOCK2	2.58166666666667
RNF144B	2.128
HTATIP2	1.38525
MGC10334	-0.532166666666667
CENTA2	3.59116666666667
FGF2	-0.048
FXYD7	0.31375
PHYHIPL	-2.486125
GPR34	6.64325
DDX6	-0.669166666666667
OR10W1	0.264
LHFPL1	0.0425
ZNF313	0.1705
VPS28	0.5475
AP3M1	-0.3849
AKR1CL2	0.5725
TRAF4	-0.69975
OR2B11	0.4255
C19orf12	0.7535
AKAP9	0.706166666666667
C1orf62	0.30575
SLC20A1	-0.9987
FAM112A	1.14925
LDB2	0.975375
MRPS23	-1.09425
KLK5	2.075625
SPTB	-0.6847
EFEMP2	-0.7165
EFNB2	2.110375
PCM1	0.456857142857143
NMNAT3	1.527875
TSG101	0.542666666666667
C8orf40	0.438166666666667
NOB1	-1.14125
ABHD3	0.3965
GTF3C4	-0.461375
PIGN	0.191666666666667
GALNTL1	1.03025
AEBP1	0.165875
OR9Q1	1.0005
ANKRD2	-0.5065
CCL28	-0.305
TRIM38	2.125
TMCC1	0.65175
SMG5	-0.14525
LRRC7	-1.413
NCAPD2	-1.83833333333333
C6orf153	-0.11075
C1orf74	0.64325
OTUD6A	0.094
DCP2	-0.368833333333333
TMEM24	-0.153
RPL18	-0.0248333333333333
TMEM177	-0.77175
LRRC37A3	-0.07975
C1D	0.434
LDHC	-0.454
UBE4B	0.545333333333333
NIT1	-0.106
BTN3A3	2.585
RASD1	-0.415625
COMMD3	1.18875
SHFM1	0.86575
BIRC8	0.252333333333333
DUT	-1.018
C12orf51	-0.3055
LRRC59	-0.744166666666667
LY6H	-0.4215
WDR22	0.0826666666666667
EDEM1	-0.311785714285714
ADH1A	2.8205
PANX2	0.0736
CYP11B1	0.552
CDC73	0.87925
GPR172A	0.12625
GSTM3	1.18469230769231
KCNA5	0.576
SERAC1	1.26816666666667
NFATC2	0.173
ANAPC5	-0.4688
C15orf24	0.15825
NFATC2IP	-0.307333333333333
TNRC6C	0.150166666666667
MGC102966	-0.454375
FGD5	1.63033333333333
MED9	0.494
RAB13	0.799
C15orf49	0.698
CRYGS	-0.0789
C12orf53	-1.5434
LOC283693	-0.43
COX6B2	0.746875
PHF14	1.015625
FAM3A	-0.273375
RPL13	-0.043
PRDX2	-0.1175
FLJ34047	-2.10175
PRMT3	-0.046
KCTD19	-1.0225
TRIM10	-0.768833333333333
MGC26597	-0.1618
GCNT4	-0.466
GPRASP1	0.99475
CDKN1C	-1.26291666666667
RHBDL2	3.2307
HSPH1	0.8385
AQP1	3.048625
COL17A1	1.5906
GFAP	0.228125
CDC16	-0.375
KIAA1614	-0.18
C6orf118	-0.490833333333333
ZSWIM5	-2.225
FAM83F	3.1585
LYNX1	0.9694375
SYNPR	-0.29525
XG	1.69883333333333
PRSS16	1.713375
KIF13B	0.671071428571429
PCDH9	-1.04775
HIST1H2AH	1.4725
RBM18	-0.41375
ZNF626	0.66625
HEXIM2	-0.800833333333333
ITFG1	-0.043
TUBG2	-1.7185
SFRS7	0.102666666666667
C9orf14	0.665
EXTL1	-0.62475
GBP3	2.74716666666667
WDR5	-0.9125
RARG	-0.117833333333333
MYO7A	0.59525
CECR6	0.952
C13orf3	-0.889375
SFRS18	-0.21075
ACVR1B	-0.00433333333333332
PSMD1	0.7244
C7orf31	0.89
ILVBL	-1.4655
IFNGR1	2.395
RNF186	2.6905
NOL9	0.0275
MAGEL2	-1.5845
SLC29A2	-0.1865
NHSL1	-1.53275
RBMX	-0.478
PSORS1C2	0.301375
RAD51L3	-0.290833333333333
LCN6	2.42175
ORAI2	-0.8275
BRUNOL6	0.421
OR4K5	0.1205
CDC123	-0.476125
MSLN	-2.35083333333333
WWTR1	0.517166666666667
ZNF700	-0.0108333333333333
COBL	-0.19475
PPP1R16B	1.311875
GAS7	0.2016
MDN1	-0.660625
HAAO	1.4285
C9orf68	0.351
TNFAIP2	1.666875
FOXN1	-0.2105
hCG_2033311	-0.882666666666667
ATP6V0D2	-0.5473
RPL41	0.438125
SLC38A1	-0.082875
ARHGAP6	-1.62116666666667
ADAD2	-0.92525
PHF20L1	0.981125
MCM3AP	-0.0953333333333333
ST3GAL3	-0.626166666666667
SNX1	-0.0763333333333334
ELF5	5.8695
PARP3	0.482125
RBM8A	0.6905625
LINGO4	0.2385
ITGA9	0.774833333333333
ZFR	1.106
ACSL6	0.500875
FLJ20699	0.2185
DAOA	0.08425
FABP4	5.21075
KCNB1	0.7345
CANX	0.265
SLC25A28	0.706166666666667
ADIPOR2	-0.559
ECHDC2	1.296875
SMA4	-1.38775
FRZB	3.2745
PABPC1	0.179
DMRTB1	-0.02525
APOBEC3G	2.831
CATSPER2	-0.938
CUEDC1	-1.13783333333333
STARD9	-0.18725
CLDN8	5.563875
LOC23117	-0.989272727272727
E2F6	0.354388888888889
TMEM126B	-0.485833333333333
DPY19L4	0.65175
GIMAP5	4.0135
NDUFA9	-0.484833333333333
FAM77C	-4.3855
CTPS2	-0.23425
LOC51035	0.258875
WDSOF1	0.494
EGLN3	-1.27325
PITX3	-0.0316666666666667
OR52E8	-0.122
GRM4	0.5235
KLK1	-1.8005
GPM6B	2.34325
RRAGD	0.279666666666667
PAGE5	-2.97475
UCHL5	-0.171
ULK3	-0.897
AIM2	4.7845
PNO1	-0.101
OR2F2	1.0405
GNAT2	0.792
SIX1	1.98725
ST13	0.212
ZBTB44	0.129875
TIMP2	0.54575
ZMAT4	-3.97125
GTF2IRD1	-1.566
ZNF19	0.334666666666667
ZNF714	-0.4985
RSC1A1	0.3205
C9orf80	0.182
PSMA8	2.41416666666667
TMEM141	-1.0075
COX4I1	-0.138642857142857
CTAGE1	0.4435
DTWD1	-0.783
HSD11B1	3.13675
KRT6B	5.229375
ARID4B	1.200875
