Hybridization REF	TCGA-C8-A12O-01A-11R-A115-07
MRPS18B	-0.01525
ZNF682	-1.55533333333333
RPL14	-0.0955
MAFF	0.19225
LOC51136	-0.097125
LY96	0.4305
DDX20	-0.4675
ABTB1	0.273666666666667
ARL5A	-0.1456
CCT6A	-1.19475
HEPACAM	-1.171
EHHADH	-0.296166666666667
RBAK	-1.08916666666667
CGB1	0.46925
ITGB5	0.8512
YIPF3	0.97675
FKBP2	0.23825
NR1D1	-0.2613
TMEM110	0.924
NEK2	-0.8075
PRAMEF8	-2.59725
C20orf52	-0.157333333333333
PCDHGA3	-0.4255
VWA3B	-0.4865
NDUFA5	-0.402625
THAP9	-0.755
FLVCR2	0.051
AP1S1	-1.81525
SMAD6	-0.942
SAV1	0.3955
SAT1	1.15175
ZNF251	0.43675
ADAMTS7	0.4197
RPP38	0.59125
C1orf211	-0.946
YPEL2	0.3174
RBMS1	-0.286
ZNF445	-0.651833333333333
NRXN2	0.0756666666666667
PGBD4	-1.091875
UGT2B28	-2.695
WBSCR16	-0.8197
NLRC3	0.747375
ASTL	0.33625
ST6GALNAC1	-2.189
ZADH2	-0.290375
MLLT4	-0.0624166666666667
ARL6	-0.304
MEF2C	0.33425
CBFA2T3	0.357
AFF3	1.24035714285714
COG7	0.340166666666667
MYB	-1.1615
PLXNA3	1.077
XRCC2	-2.01016666666667
MMS19	-0.17775
ST8SIA5	-1.269625
CHPT1	1.778
KIAA1712	-0.598625
OR6X1	0.601
ACTR3	0.691375
UGCG	-0.802833333333333
OR4P4	1.0105
ZAP70	-2.52375
LPP	0.95175
ZNF485	0.63825
PTPRCAP	0.31175
IL12RB1	0.545
ATRX	-0.3753
CHST8	2.513
C14orf109	0.79625
ARV1	0.1925
NMB	0.219857142857143
COX5A	-0.0721666666666667
EIF6	0.00674999999999998
MPPED2	0.2915
SEMG1	-2.01
CHRDL1	-1.1665
TRAF3IP2	0.591
WNK2	-0.603125
LILRA4	2.26783333333333
LAMA2	3.33775
PXT1	0.063
RLBP1	-3.4745
CD300C	0.829
SLTM	-0.100875
FLJ10404	-0.7278125
APOBEC3D	-1.45866666666667
RENBP	0.750333333333333
ATXN7L1	0.24575
NID1	0.72975
TUBGCP3	-0.82525
ITIH5	0.349777777777778
CCDC110	1.6455
C8A	-2.7635
MGC87042	0.8785
HOXC13	1.79525
TFDP2	-1.30325
HCP5	1.515375
POLI	-0.403
UCN	-0.560166666666667
ZNF764	0.698166666666667
C8orf45	1.85775
FHL3	0.26125
SPATA5L1	0.34325
MMRN2	2.47116666666667
NDST1	0.496166666666667
COL20A1	-0.0521666666666667
ZNF248	-0.403666666666667
PELP1	-0.6745
MBL2	-2.47883333333333
RNF41	0.3735
C5orf24	-0.5235
THOC5	-0.33775
SERINC3	0.498833333333333
RP11-151A6.2	1.38975
CDCP2	-0.01575
HIST1H2AA	0.49275
C11orf75	0.636666666666667
FKBP7	0.36675
DDOST	-0.46875
GPNMB	1.75083333333333
TTF2	-1.816
KCNT1	-0.151666666666667
SLC39A14	-0.692875
NGRN	0.5404
GPR137B	2.24325
MECP2	0.255125
PSMA1	-0.30075
C16orf73	-4.209
TMEM60	-0.577666666666667
CSN3	-0.3985
NOS1	0.436
RAB7L1	-0.4605
YBX2	0.794
KIAA1166	-0.59525
FUBP3	0.171833333333333
ABCG1	0.8315
ACACA	0.578666666666667
ARL11	0.6765
ATOH1	-0.0415
ODF1	0.291166666666667
CREB3L3	-1.56983333333333
TMEM127	1.18935714285714
DSCAML1	1.7125
PLN	3.861
LYPLA1	-0.00266666666666665
PRDM9	-2.025
SASP	-0.64875
PLUNC	0.146166666666667
INTU	-0.505
HISPPD1	0.206
LNPEP	0.0998333333333333
YARS2	-0.200166666666667
APCDD1L	-1.423
ZCCHC4	-0.2916
FBXO22	0.114166666666667
TTLL13	-0.1735
ZNF669	-1.54816666666667
PTGDR	1.78375
DDX27	0.366
KIAA0409	0.0395
GJB6	1.00075
ASB8	0.4625
PLP2	0.997833333333333
MEPE	0.41125
OR10J5	0.6335
KRT222P	0.85725
COQ7	0.253666666666667
C1orf101	0.68575
RERG	3.5891
CHMP5	-0.28925
THAP11	-0.176625
ZNF43	-0.885166666666667
ZRANB3	-1.091
KRT13	1.0945
MRPL19	-0.500625
RBBP9	0.163125
SPATA17	0.66825
BXDC5	0.0723333333333333
PAFAH1B1	-0.29425
MAGEE1	-0.01825
OSTF1	0.15575
KIAA0323	0.22
TXNDC13	-0.232666666666667
CNTN4	3.21125
LCE1B	0.2875
UNQ501	0.81975
ZNF154	-0.8445
C3orf64	0.66725
SYT5	0.0809
PON1	0.0852
FLJ10357	0.067375
ATP4A	-1.255
GNPDA1	-1.0205
MGAT1	0.634666666666667
C14orf121	0.76775
SLC35B2	-0.38325
MIER3	-0.713166666666667
CHEK1	-1.59575
ZNF8	-0.379333333333333
TXNDC1	-0.059
CKB	-1.0768
RTN3	0.443
FZD2	0.276333333333333
PART1	-0.582
PSMB6	-0.5195
PCDHB8	-0.1825
PHC3	-0.6091
PPP1R8	-0.913166666666667
NOVA2	1.82733333333333
TNFRSF11B	-4.191875
GOLPH3	1.49866666666667
UBLCP1	-0.47575
SUHW3	-0.63175
TTLL1	1.441
OPN4	0.47
OR13G1	-0.039
ZPBP2	0.381166666666667
HSD17B11	-1.424125
C9orf50	0.122
DHDDS	0.0576428571428572
CTSW	1.4002
NEFM	-1.3045
MRPL28	-0.67525
SYN1	0.683166666666667
PIGV	0.519833333333333
ZIM2	-0.26
APBB1	0.8625
SND1	-0.00224999999999999
C1orf123	0.0653333333333334
CHD3	-0.66125
BHLHB8	0.322
RNASE2	0.637833333333333
BCAP31	0.6065
SLC25A44	0.286166666666667
CHD6	-0.991
PIB5PA	1.38792307692308
SELS	1.582625
LOC541471	-0.076
FAT2	0.402
ZNF81	0.1055
OR4C16	0.171
FLJ10081	-0.8702
LRRC4	0.0305
CS	-0.473166666666667
N4BP2	-1.058875
IGFBP7	2.37375
ZNF318	-0.307666666666667
NDNL2	0.618875
ZNF609	0.1415
SIRT4	-0.03325
EXOSC10	-0.52725
ECE2	0.58875
OVGP1	1.2185
GTPBP3	-0.55525
PACS2	0.4855
C19orf36	-0.688
ARL4C	-0.522
ATG4B	-0.20975
UBQLNL	-0.374
RHOXF2B	-3.362
PLEKHG2	0.301
GALR1	-0.698
AQP4	0.472333333333333
HDAC7A	-0.581666666666667
DCUN1D3	0.2005
OR8A1	-0.0455
CCRN4L	1.156
CBR4	-0.558
KIFC1	-2.42416666666667
SLC7A14	-1.27116666666667
LHX5	-0.409
TRPC7	0.0315
LPXN	-0.03625
SERPINA1	1.66525
RPS13	-0.2629
BPIL3	-0.4395
PRKAA1	-1.04025
FADS2	2.909
ENAH	0.4360625
PRO1768	0.3485
APBA2BP	-0.10075
LIPH	1.747
C3orf33	-0.3565
RCC2	-0.463714285714286
ALDH1A2	-3.3034
RNF103	2.288
AHCY	-0.0982500000000001
ALG12	1.1775
CCL17	1.984
ZNF543	0.225
ESRRG	1.7075
CNGA1	0.22125
RDH5	-0.325833333333333
OTX1	0.0351
PTGFR	-1.9835
CDR2	0.6245
SELE	4.36
NLGN2	-0.534333333333333
EXOSC9	-1.615
ZNF566	-0.6825
KLRC2	-3.794
GPR12	0.6345
KIAA0196	1.31
PDRG1	-0.30925
SSR3	0.264571428571429
MSI1	0.7005
CST9	1.2805
CC2D1A	0.096875
PLAGL1	-0.141555555555556
ZNF778	0.145
RNF2	-0.04825
KLF6	0.584833333333333
THBD	1.6056
tcag7.1314	0.68525
NR5A1	-0.346666666666667
ABCD2	0.12025
DNAJC7	-1.732
CLEC4C	0.61
TM2D3	0.59375
CCDC4	-1.54
PLAC2	0.7165
DCD	4.156
FAAH	1.746125
POLA1	-0.7145
TM7SF2	0.424375
FLJ39822	-0.448166666666667
FLOT2	0.132125
MAP4K1	-0.158666666666667
SRP68	0.36425
C21orf74	0.493
ARPC5	-0.430625
LOC126075	1.0165
HECW2	0.493125
ZDHHC4	0.02275
ANKRD42	0.9672
PDE9A	-1.38633333333333
ABCA8	0.94175
NDUFS2	-0.56275
UBR5	0.307375
BTBD16	-2.2805
LOC554174	-1.1435
ZNF20	-0.0445
KIAA1843	-0.6245
WDR17	-0.9785
C15orf33	-0.533
RNF113A	-0.4685
CAMKK1	-0.7781
CLCN2	-1.00875
ANXA6	-0.8355
LOC340069	0.178
EMID1	1.704625
DPM3	0.40725
ELA1	-0.0165
SLC25A13	-0.4856
KRT24	0.2385
SMPD1	0.280333333333333
TH	0.43075
COL6A2	1.75128571428571
ANKS1B	1.214
GPR126	-0.6859
ZC3H12A	-0.257666666666667
TMEM47	0.808333333333333
C2orf51	-0.611666666666667
C1orf88	0.630333333333333
HSF2BP	1.0125
AKAP10	0.08725
RPAP3	-0.7125
KLHDC8B	0.969375
STOM	0.9388
MUPCDH	0.108
C10orf72	0.0655
PLEKHA3	0.686333333333333
TCP11L1	0.4455
CWF19L1	0.1225
SPEF1	0.763769230769231
YSK4	-0.206
ELN	1.4824
SAMD8	0.819333333333333
MPI	-0.564333333333333
MEPCE	-0.5665
ABCC3	-0.813875
NANOGP1	-2.4405
KCNK17	1.855625
HLA-DMB	4.13966666666667
RRAGA	0.42475
ANGEL1	-0.004
RBM32B	0.3295
CPN1	-2.58725
MGC52282	0.0685
HLA-A	1.21658333333333
OR9G4	0.331
EDNRB	-1.197125
SCD	1.27757142857143
C14orf80	-0.014
BAGE2	-0.9605
RABL4	1.814
RCVRN	-0.0725
SHANK1	0.13
NLRP7	-1.936
CD226	1.5065
STAT3	0.6743125
SYNJ2	-0.9472
TPCN2	0.457666666666667
WDR36	-0.705833333333333
MBD4	-0.6435
ROBO1	-1.2016
ST3GAL6	-1.92425
SLAMF8	3.01383333333333
ATN1	0.4985
GPR141	0.56775
KRT36	-0.3685
TPH1	0.6315
DDX52	-0.4875
ZSCAN29	-0.1425
TRPT1	-0.819
DPEP3	0.45425
DENND4A	-0.5485
TSPAN16	-0.6015
PTCHD2	-0.1215
LOC145814	-0.14225
CAP1	0.405
EIF5A2	-0.1941
NT5DC3	-0.701
SEPT9	-0.25225
SEZ6L2	1.216375
EGFLAM	2.9305
VPS11	0.09825
NDUFB5	-0.6105
CIDEA	0.630666666666667
IER5L	0.138
N6AMT1	-0.31725
FAM83C	-0.179
OXR1	0.2355
IRX1	-0.0115
DGKB	-0.473333333333333
GCN5L2	-0.62175
MIR16	0.81225
FBXW9	0.06725
WDR4	-0.233333333333333
PDC	-0.088
VPS33B	-0.379
HEXB	-0.977
FLJ32214	0.411
TCEB3	-0.646
CRLF1	-1.59775
ABI3BP	1.29675
C8orf22	-3.18225
PYCR1	0.7105
KIAA1706	1.2765
CDK5R2	0.66875
WAS	0.561
C12orf60	0.043
CCBL2	-0.19375
MADD	-0.31025
C5orf34	-1.71675
WDR42A	0.1791
KLF12	-0.808625
HSPA1A	1.717
ITM2C	-1.4115
DAPK2	1.8685
LOC442590	-1.077
SUMF2	-0.50125
CENPA	-1.25392307692308
TMED5	0.106625
CDH6	-0.4824
BRP44	0.74725
THG1L	-0.9315
GABRA2	-4.18475
C14orf166	-0.15475
MYL1	-1.297
TNFSF18	-0.4695
PAP2D	-0.635666666666667
PPIB	-0.13975
KLHL4	-0.245125
SFN	0.958333333333333
CCDC127	1.95975
FRAP1	-0.2475
GOLGA5	1.3215
SDCCAG1	-0.29375
MGC21675	-0.297333333333333
C10orf95	0.06
KIAA1345	-0.369833333333333
C1orf163	-0.9695
LACE1	-0.5555
OR10K2	0.5835
CENPN	-1.27684
TMED2	1.7855
UGT1A6	-1.1805
ANG	0.73675
U2AF1	-1.56366666666667
CASC2	0.222666666666667
NMT2	-0.344666666666667
OSGEPL1	0.038
DFNB31	-0.577
SLC6A20	0.61775
DKC1	0.06025
FXYD4	-0.54925
WDR64	-0.286666666666667
MGC5590	0.6035
CREBZF	-0.174833333333333
DAZ1	0.15925
PRPSAP1	-0.117
GCHFR	-0.45075
TTC7A	0.259375
LOC196993	0.8555
UBD	0.889333333333333
S100A1	-0.4545
RPL6	0.163666666666667
DNAJB6	0.22665
NAGS	1.1009
C2orf58	0.3765
KERA	1.02116666666667
MT1X	0.8027
UBE2B	0.5107
KEAP1	-0.5815
MST1	-2.241625
OMA1	0.0885
ABLIM2	1.355
BCL2L13	0.859416666666667
JAZF1	1.10783333333333
TMEM63B	0.1425
S100A8	-0.0226
ARFIP2	1.20275
UROS	0.70075
KHDRBS2	-2.656
POLQ	-2.3165
SOAT1	0.0815
SPAG4	-0.1085
MRPS30	-1.05133333333333
LOC494141	-0.75925
OR2T11	0.237
ORAOV1	1.2083
ZNF184	-0.349166666666667
TCEB3B	0.425666666666667
ADAM21	0.4665
GDPD1	-0.39725
SPINLW1	0.30875
PRR14	0.3695
KCTD9	-1.026
NUDT3	-0.3375
KIAA1822	0.931
HIST1H4K	0.498
DFNA5	-0.7985
GABPA	-0.95875
C14orf44	-0.551
POLB	0.732375
PTAR1	-1.13275
SEC31A	0.6256
TRIM58	-0.16775
TAS2R14	-0.8735
VPS8	0.094
H1F0	1.81183333333333
PRKCB1	-2.6245
UGT2A1	0.464
TOR1B	-0.28375
LSS	-0.152916666666667
C2orf19	0.1235
HNRNPC	0.405857142857143
TMEM100	-1.5035
LOC116349	0.63875
OR51M1	0.437
CCDC142	-0.77925
ISG15	2.0001875
ZCCHC14	0.435625
CREBL2	1.010625
TGDS	-1.7375
DC2	-0.37825
CACNA2D3	-1.73478571428571
ZNF429	-0.82975
LYPD6	0.384333333333333
SUCLG1	-0.559333333333333
OR51I1	-0.1735
MAGEH1	1.25375
PRPF40A	-0.8955
SMR3A	1.027
SPINK2	-1.22075
THAP2	0.7455
NPY5R	1.0615
IRF4	-1.451375
SPESP1	2.0695
OR10S1	0.178
DTD1	-0.22025
TUBE1	-0.82725
DDX19A	-0.5765
PDPN	0.68925
TMEM34	0.365
MGAM	-0.14775
COL3A1	5.22405555555556
GFM2	-0.8916
OR5A2	0.026
PSG9	-0.516333333333333
ARHGEF11	-0.0331666666666667
IVNS1ABP	-0.1704375
SIGIRR	0.98775
DUSP19	-0.33425
DNAJC14	0.0156
ACSS1	-1.280875
IL1RAPL2	0.1515
C4orf30	-1.49575
SEPT4	1.78225
LANCL3	-2.39675
SPAG17	1.675
PRDX3	-0.57575
HNF1A	-1.38275
P4HA2	0.402875
RFWD3	-1.43766666666667
MOV10	-0.9695
DNAJA5	0.840714285714286
LOC729440	0.11525
LOC200383	-0.0104285714285714
SMC2	-1.6935
MIXL1	-0.814666666666667
TMEM9	0.08325
FAM86A	2.3155
ZNF174	0.3915
MYH14	-1.263
CCR8	0.59225
VPS37C	1.73583333333333
GPATCH1	-0.2805
B3GNT8	1.591
TBX4	-0.2245
CNR2	0.285166666666667
PCDH1	0.81775
C5orf29	4.120125
OCIAD2	0.37375
PLCG2	0.66475
KIAA0247	1.5305
HRH3	-0.0643
CAPN13	3.04425
CCR1	0.5064
MGC15523	0.144111111111111
UVRAG	-0.255166666666667
DNAJA2	0.362333333333333
ITGA2B	-0.315166666666667
CLDN5	2.809875
PTPRN2	0.624714285714286
ZNF512	-0.550166666666667
PSAP	1.2545
CCDC140	-1.0345
LRRC55	0.66975
CYP26C1	0.2365
C8orf47	-0.7325
LYN	-0.03175
DUSP6	-1.40766666666667
TGFB3	3.05213333333333
ELK1	-0.3579
PCDH11Y	-0.4025
HGD	-0.31025
C17orf58	0.5195
MYO3A	0.1235
SERPINE2	-4.1245
AARSD1	-0.674625
C14orf73	-1.49925
ADAM33	0.33075
ZNF491	-0.213
MAPK6	-0.369333333333333
TCN1	1.39716666666667
SLC24A6	1.189
UBE2R2	-0.54475
H1FNT	0.154
TATDN2	0.106
LILRB1	2.66725
P2RY5	1.062
NUCB2	0.44225
C2orf37	0.31525
SNX27	0.518
MTA3	-0.3905
FOXO4	0.435
ID4	0.382
SOX5	-2.56733333333333
PXMP3	1.832375
OR52M1	0.3255
SFT2D3	0.123
INA	-2.8475
MCOLN1	0.7765
NFIX	-1.0422
CLEC14A	4.97116666666667
HIBCH	-0.627833333333333
PLA2G5	1.74925
TIMM10	0.383
MED17	-0.0148
COL4A4	-1.705
TPP1	1.78266666666667
GJA3	-0.348666666666667
TMPRSS5	-1.729
AADACL3	0.5665
DNMBP	-1.03875
ENPP5	3.68283333333333
NQO1	0.9682
ZSCAN2	1.053
SEC24C	0.0005
GTF2A1L	2.1335
AXIN2	-0.4783
FAM33A	-0.972333333333333
C16orf13	0.962375
SPNS2	1.15675
TAF1	-1.08725
AP1G2	-0.0803333333333333
RBM42	-0.0586666666666667
HCN2	0.808166666666667
EFHB	-0.850333333333333
RUSC1	0.584333333333333
GRIK5	0.445
USP21	0.0741666666666667
ATAD3C	0.54
ORMDL2	0.6485
PRSS7	-2.74125
PSAT1	-2.096
FLJ13195	-0.527833333333333
TBC1D1	0.168833333333333
IFNG	1.911
OTOS	0.555166666666667
ZNF773	-1.80366666666667
EMD	-1.14425
RETN	2.691
CCL8	4.219
APH1A	-0.715625
COX18	0.758375
GTF2IRD2	-0.168
CCDC82	-0.832416666666667
PAFAH2	1.0624
NPEPL1	-0.3763
RP11-114G1.1	0.946
TP53INP1	0.63525
ZNF300	-0.4315
FOXL2	-3.13075
LARP2	0.42475
LATS1	-0.38675
HTR6	-0.2645
SPOCK2	0.298833333333333
RNF144B	2.76566666666667
HTATIP2	0.557
MGC10334	0.103666666666667
CENTA2	2.7195
FGF2	-2.613
FXYD7	0.2935
PHYHIPL	-1.885125
GPR34	5.91825
DDX6	-1.399
OR10W1	0.4145
LHFPL1	-1.626
ZNF313	-0.230785714285714
VPS28	1.61275
AP3M1	0.11
AKR1CL2	0.7695
TRAF4	-0.668375
OR2B11	0.4
C19orf12	0.426666666666667
AKAP9	0.598833333333333
C1orf62	0.318
SLC20A1	-0.534
FAM112A	0.2205
LDB2	0.87325
MRPS23	-0.55925
KLK5	2.653125
SPTB	-0.1724
EFEMP2	0.85225
EFNB2	0.590625
PCM1	-0.930357142857143
NMNAT3	0.968875
TSG101	0.461
C8orf40	1.574
NOB1	-0.85925
ABHD3	-0.477
GTF3C4	-0.603
PIGN	0.730333333333333
GALNTL1	1.3675
AEBP1	2.37175
OR9Q1	0.902
ANKRD2	-0.204
CCL28	-3.591
TRIM38	-0.412666666666667
TMCC1	0.401833333333333
SMG5	0.047
LRRC7	-1.933
NCAPD2	-1.53
C6orf153	-0.46875
C1orf74	-0.2665
OTUD6A	0.087
DCP2	-0.9215
TMEM24	0.818
RPL18	-0.305833333333333
TMEM177	-0.724
LRRC37A3	-0.68575
C1D	-0.099
LDHC	-1.42025
UBE4B	0.0855
NIT1	-0.00300000000000001
BTN3A3	1.008
RASD1	-0.153
COMMD3	0.536
SHFM1	-0.549
BIRC8	0.254
DUT	-0.29875
C12orf51	-0.7585
LRRC59	-0.0285
LY6H	1.27925
WDR22	0.15725
EDEM1	0.753428571428571
ADH1A	0.6045
PANX2	0.1226
CYP11B1	0.89375
CDC73	0.018
GPR172A	1.28975
GSTM3	2.56415384615385
KCNA5	0.25775
SERAC1	0.514
NFATC2	0.364
ANAPC5	-0.053
C15orf24	0.30075
NFATC2IP	-0.76075
TNRC6C	-0.145666666666667
MGC102966	-0.114625
FGD5	1.27
MED9	-0.58
RAB13	-0.1595
C15orf49	0.1415
CRYGS	-0.5675
C12orf53	-0.3047
LOC283693	1.4355
COX6B2	0.07425
PHF14	-0.2715
FAM3A	0.667
RPL13	0.0138
PRDX2	0.4816
FLJ34047	-1.52175
PRMT3	-0.1415
KCTD19	-1.8175
TRIM10	-0.436666666666667
MGC26597	-0.815
GCNT4	0.05575
GPRASP1	0.19625
CDKN1C	-0.849333333333333
RHBDL2	1.8723
HSPH1	1.108
AQP1	2.19725
COL17A1	1.4366
GFAP	0.23475
CDC16	-0.93275
KIAA1614	0.0195
C6orf118	-0.382666666666667
ZSWIM5	-1.9115
FAM83F	3.8055
LYNX1	1.320375
SYNPR	-0.76
XG	3.82966666666667
PRSS16	0.9435
KIF13B	0.580642857142857
PCDH9	-2.00725
HIST1H2AH	1.123
RBM18	0.403
ZNF626	-0.205875
HEXIM2	0.657166666666667
ITFG1	0.1685
TUBG2	-0.353
SFRS7	-0.331
C9orf14	-0.265
EXTL1	0.1715
GBP3	2.04766666666667
WDR5	-1.23525
RARG	0.908833333333333
MYO7A	0.13725
CECR6	1.34975
C13orf3	-1.58875
SFRS18	-2.129125
ACVR1B	-0.0831666666666667
PSMD1	-0.1685
C7orf31	-0.4705
ILVBL	0.5205
IFNGR1	1.1925
RNF186	0.32525
NOL9	-0.79525
MAGEL2	1.08375
SLC29A2	0.22875
NHSL1	-1.4495
RBMX	-0.7745
PSORS1C2	0.391125
RAD51L3	0.0389166666666667
LCN6	0.8555
ORAI2	-0.850875
BRUNOL6	-0.0815
OR4K5	0.242
CDC123	-0.368
MSLN	-1.652
WWTR1	-0.387833333333333
ZNF700	-0.822666666666667
COBL	0.48275
PPP1R16B	0.422375
GAS7	0.4277
MDN1	-1.195
HAAO	0.834
C9orf68	0.16575
TNFAIP2	0.673125
FOXN1	0.2595
hCG_2033311	0.7475
ATP6V0D2	2.6869
RPL41	0.9945
SLC38A1	2.2355
ARHGAP6	-0.605
ADAD2	-0.306
PHF20L1	0.3859375
MCM3AP	0.503166666666667
ST3GAL3	-0.142166666666667
SNX1	0.271333333333333
ELF5	1.3255
PARP3	0.275
RBM8A	-0.6298125
LINGO4	0.001
ITGA9	0.568666666666667
ZFR	0.3225
ACSL6	0.379875
FLJ20699	0.6107
DAOA	-0.02075
FABP4	2.331
KCNB1	-1.04825
CANX	0.6738
SLC25A28	0.726166666666667
ADIPOR2	1.187125
ECHDC2	0.824
SMA4	-0.831
FRZB	2.846125
PABPC1	0.302166666666667
DMRTB1	0.032875
APOBEC3G	0.13725
CATSPER2	-1.28966666666667
CUEDC1	0.0708333333333333
STARD9	-0.980625
CLDN8	2.768125
LOC23117	-1.04545454545455
E2F6	-0.512888888888889
TMEM126B	-0.862666666666667
DPY19L4	0.28525
GIMAP5	2.852
NDUFA9	-0.192833333333333
FAM77C	2.9045
CTPS2	1.1875
LOC51035	-0.302875
WDSOF1	-0.24625
EGLN3	0.51475
PITX3	0.800666666666667
OR52E8	0.7915
GRM4	0.422
KLK1	-0.753166666666667
GPM6B	-1.271375
RRAGD	-0.100166666666667
PAGE5	-3.00475
UCHL5	-0.996666666666667
ULK3	-0.634666666666667
AIM2	1.55583333333333
PNO1	-0.476
OR2F2	0.696
GNAT2	0.37
SIX1	-0.62825
ST13	0.936833333333333
ZBTB44	-0.012875
TIMP2	0.738
ZMAT4	0.974
GTF2IRD1	-0.295
ZNF19	0.873166666666667
ZNF714	-1.91675
RSC1A1	0.09475
C9orf80	-0.392
PSMA8	0.43
TMEM141	0.44475
COX4I1	-0.435928571428571
CTAGE1	0.257166666666667
DTWD1	-0.69875
HSD11B1	0.3185
KRT6B	4.2635
ARID4B	0.740875
LHFPL3	0.20525
WWP2	0.275166666666667
ZNF326	0.151333333333333
RGPD1	-0.552
CTSH	1.61016666666667
FASTKD1	-1.101
PAF1	0.218
TTC9C	-0.2345
IFT57	-0.0272
PRSS36	-1.087
IL20RB	-2.2285
ZNF592	0.4525
DCTD	-0.5106
CFP	0.412
MFNG	0.040375
JMJD2B	0.19325
ALDH3B1	-0.86325
THSD4	1.26033333333333
KCNJ5	2.587
LMNA	-0.5785
TBCD	0.270625
ZNF250	1.17866666666667
CASQ2	1.34383333333333
PEG10	-2.91366666666667
PRAME	-4.4896
NP	0.590625
TRIM59	-0.154
ZNF12	-0.430625
XTP3TPA	1.3835
SIGLEC7	1.1592
PANK4	-0.75575
FAM70A	-0.583166666666667
SNED1	-0.10825
HIP1	-0.5072
RAET1E	0.000166666666666671
AMAC1L2	-0.844
AHNAK2	-0.171416666666667
TOE1	-1.21916666666667
RECQL4	-1.00225
SPRYD3	1.18975
DPAGT1	0.31325
MAGED2	0.8327
ANKRD55	-0.309
TRPS1	4.11633333333333
DOK7	0.7795
TFPI2	2.23475
GTF2H3	0.110166666666667
CYP4F11	-1.580875
LHX2	-2.21166666666667
ATG16L1	-0.033
ASB12	0.766
C1orf116	3.257125
NF2	0.23235
POM121	-0.8983
PHYHD1	2.5303
TXNDC17	-0.167833333333333
DKFZp779O175	-0.9545
NUP62	-0.136642857142857
MYO18B	-0.906
PRAMEF1	0.191
TCBA1	0.11775
TMEM168	0.0565
FJX1	0.8695
CLCF1	0.34225
SEPN1	0.548125
IGSF2	1.17925
NUDCD1	0.1195
TFF3	2.46016666666667
NDFIP1	0.926142857142857
CHCHD4	-0.24
TNR	0.368
CUTA	-0.0203333333333333
USP44	-3.922
DPP10	-0.5976
IWS1	-0.536333333333333
PCGF1	0.7105
SULT1C4	-0.095
NTF5	1.079
PTPN13	0.117
SSTR5	0.3755
SFRP1	-2.547625
IDH3B	-0.509625
SUOX	0.575833333333333
TMCO5	0.515
GOLT1B	0.1555
MIB1	-0.848
PCDHGB1	0.1905
SUSD1	0.31925
ICAM5	-2.61383333333333
PAPOLB	-0.00474999999999998
URM1	-0.1563
TMEM106B	-0.120833333333333
LRIG2	-1.3915
SLC27A5	-0.27
CLIC6	5.3384
ZNF420	0.108
SCN9A	-1.59088888888889
KIAA1909	0.42025
ELMOD1	-1.11875
PRKAG1	-0.4875
FAM64A	-1.616
EEF1G	-0.0932
SMAD5	-1.17025
INCENP	-2.39475
WASF2	-1.6465
GARS	-1.1551
CDK10	-0.8138
HLX	-0.0978333333333333
MDM4	-1.548875
ZNRF1	-0.124214285714286
HHATL	-1.0925
FAM21C	1.0035
HIST2H3C	-0.3625
PFDN2	-0.062
ZNF200	-0.253
NDN	-0.1755
HBA2	-1.931
FBLN5	1.53775
PUM1	-0.148142857142857
TNNT1	-0.431166666666667
C19orf59	0.535333333333333
HNRPH2	0.6355
RAB7A	0.041
PMS2	-0.78375
BIRC3	0.312833333333333
NRSN2	0.774375
OR52K2	0.584333333333333
SPOCK1	0.882
H2AFY	0.11575
RXRB	-0.57875
ZNF638	-0.824166666666667
ANKRD45	0.07
ACTN4	0.2525
FXC1	0.62675
EIF2B5	-0.59975
VPS33A	-0.11025
PINK1	0.03175
FAM106A	-1.297
SKIP	0.4935
GAPDHS	0.24875
MUM1L1	1.53675
PSTPIP1	1.60625
CNTNAP1	-1.3306
CYP26A1	-0.82925
APOL2	0.21
TACC2	0.9695
COX7A2L	0.272428571428571
HSD17B1	0.41425
ARRB2	0.15575
SLC7A6	-0.0489
HSD17B10	0.518
RBJ	-0.945
NUP155	-1.3375
MRPL10	-0.302333333333333
CYCS	-1.47216666666667
CCDC46	1.13666666666667
TECTA	-0.0535
GNAL	-0.16775
LPO	0.2775
PEBP4	0.35325
DDX11	-1.51475
C18orf12	0.609
TAF9B	-0.516916666666667
IMP4	0.22775
RPA4	-0.930333333333333
NDUFS1	-0.50675
UPK1A	-0.167166666666667
ARRDC2	-0.150166666666667
C18orf20	-0.7545
AES	-0.129357142857143
CD2BP2	-0.2235
C16orf54	0.1365
UGT2B17	-3.16825
FGFR1	-0.386909090909091
CEACAM6	5.3791
CHRM5	-0.149
CERK	-0.502125
AP3S2	0.692642857142857
ANKS4B	-0.32725
CLCNKA	0.432833333333333
ZNF208	-0.720166666666667
HLA-DRB5	4.34
CARKL	-0.50575
GOT1	0.0583333333333333
CASP6	-0.675
HOXA1	-0.273
RCL1	0.128
ZNF181	0.0368333333333333
RAB40B	0.8285
MRPL38	0.29375
LRRN2	2.90975
C3orf25	0.3655
OR5D14	-0.099
OR10AG1	0.7135
BET1L	0.7151
FRY	2.75625
AK3L1	0.1365
CSF3R	1.08316666666667
POLR3K	0.311166666666667
ATG2B	0.3445
EPS8	0.0566666666666666
