Hybridization REF	TCGA-AN-A0FF-01A-11R-A034-07
MED17	0.1556
COL4A4	1.498
TPP1	1.00683333333333
GJA3	-2.11433333333333
TMPRSS5	-1.6965
AADACL3	-0.224
DNMBP	-0.24925
ENPP5	3.69616666666667
NQO1	0.6158
ZSCAN2	-0.349875
SEC24C	-0.3595
GTF2A1L	-0.1595
AXIN2	-0.921
FAM33A	-1.39208333333333
C16orf13	-0.149375
SPNS2	0.81675
TAF1	0.188
AP1G2	0.616
RBM42	0.598333333333333
HCN2	0.67
EFHB	0.277166666666667
RUSC1	0.976166666666667
GRIK5	0.3595
USP21	0.9175
ATAD3C	0.6465
ORMDL2	1.698625
PRSS7	-3.30825
PSAT1	-5.25025
FLJ13195	-0.496166666666667
TBC1D1	-0.348333333333333
IFNG	2.6065
OTOS	0.5755
ZNF773	0.6705
EMD	-1.1295
RETN	-0.3715
CCL8	4.74
APH1A	-0.614125
COX18	-0.304375
GTF2IRD2	-0.1495
CCDC82	-2.0115
PAFAH2	0.3504
NPEPL1	-0.3488
RP11-114G1.1	1.093
TP53INP1	1.01525
ZNF300	-2.30766666666667
FOXL2	-3.5685
LARP2	0.02025
LATS1	-0.535
HTR6	-0.1525
SPOCK2	0.474
RNF144B	2.371
HTATIP2	-0.409875
MGC10334	-0.0443333333333333
CENTA2	2.53933333333333
FGF2	-1.86475
FXYD7	-0.0745
PHYHIPL	-1.983375
GPR34	6.5905
DDX6	0.424833333333333
OR10W1	0.552
LHFPL1	-0.9785
ZNF313	-0.847357142857143
VPS28	1.0305
AP3M1	-0.0724
AKR1CL2	-0.3055
TRAF4	0.201125
OR2B11	0.413
C19orf12	-0.225166666666667
AKAP9	0.756333333333333
C1orf62	0.569
SLC20A1	-1.0731
FAM112A	-0.361
LDB2	0.6775
MRPS23	-0.932
KLK5	-0.563125
SPTB	-0.6526
EFEMP2	-0.0705
EFNB2	0.36575
PCM1	1.0635
NMNAT3	2.9295
TSG101	0.735666666666667
C8orf40	0.223166666666667
NOB1	-1.45525
ABHD3	1.25825
GTF3C4	0.0853750000000001
PIGN	0.743666666666667
GALNTL1	-0.86875
AEBP1	1.917875
OR9Q1	-0.00699999999999998
ANKRD2	-0.0930000000000001
CCL28	3.51875
TRIM38	0.706333333333333
TMCC1	0.237333333333333
SMG5	0.105
LRRC7	0.073
NCAPD2	-2.02016666666667
C6orf153	-0.135
C1orf74	0.67225
OTUD6A	0.3755
DCP2	-0.775333333333333
TMEM24	0.47575
RPL18	-0.558166666666667
TMEM177	-0.527
LRRC37A3	0.0335
C1D	-0.0233333333333333
LDHC	-1.62575
UBE4B	0.259333333333333
NIT1	0.892875
BTN3A3	1.028125
RASD1	2.105375
COMMD3	0.71525
SHFM1	0.11325
BIRC8	0.467333333333333
DUT	-0.47325
C12orf51	1.398
LRRC59	-0.1765
LY6H	0.2765
WDR22	0.794333333333333
EDEM1	0.105857142857143
ADH1A	3.306
PANX2	-0.3358
CYP11B1	0.7915
CDC73	-0.43925
GPR172A	-0.2315
GSTM3	1.46330769230769
KCNA5	-0.224875
SERAC1	-1.058
NFATC2	0.4875
ANAPC5	-0.1164
C15orf24	0.4145
NFATC2IP	-0.326833333333333
TNRC6C	0.381
MGC102966	-2.9415
FGD5	1.01266666666667
MED9	0.012
RAB13	1.2175
C15orf49	0.771
CRYGS	-0.076
C12orf53	-1.5725
LOC283693	-0.3905
COX6B2	-0.567
PHF14	-0.2325
FAM3A	-0.66975
RPL13	-0.8898
PRDX2	0.1517
FLJ34047	-0.53775
PRMT3	-1.46175
KCTD19	-1.095
TRIM10	-0.897
MGC26597	0.754
GCNT4	-1.11625
GPRASP1	0.18275
CDKN1C	-1.24691666666667
RHBDL2	1.4377
HSPH1	-0.18225
AQP1	2.93
COL17A1	-2.7778
GFAP	0.382625
CDC16	0.093
KIAA1614	-0.1265
C6orf118	0.331
ZSWIM5	-0.39825
FAM83F	2.973
LYNX1	0.1880625
SYNPR	-0.4745
XG	3.655
PRSS16	-2.36475
KIF13B	1.70528571428571
PCDH9	-0.985625
HIST1H2AH	2.08833333333333
RBM18	-0.065
ZNF626	0.1805
HEXIM2	1.1155
ITFG1	0.022
TUBG2	-0.806
SFRS7	-0.216166666666667
C9orf14	2.0695
EXTL1	-1.83
GBP3	-0.899333333333333
WDR5	-1.71525
RARG	0.905
MYO7A	1.5035
CECR6	-0.422
C13orf3	-1.021125
SFRS18	-1.30175
ACVR1B	0.709166666666667
PSMD1	-0.2933
C7orf31	-0.577333333333333
ILVBL	-0.82
IFNGR1	0.696
RNF186	-0.000249999999999972
NOL9	-0.55975
MAGEL2	0.41925
SLC29A2	-0.80275
NHSL1	-2.61525
RBMX	-0.524
PSORS1C2	0.6515
RAD51L3	-0.4095
LCN6	0.6685
ORAI2	-0.764
BRUNOL6	1.1502
OR4K5	-0.14
CDC123	-0.74775
MSLN	-2.48133333333333
WWTR1	-1.42833333333333
ZNF700	-0.479
COBL	0.28625
PPP1R16B	0.099875
GAS7	-0.2681
MDN1	-2.083375
HAAO	-0.219
C9orf68	2.09375
TNFAIP2	0.73075
FOXN1	-0.461
hCG_2033311	1.032
ATP6V0D2	3.4107
RPL41	0.52525
SLC38A1	-0.266875
ARHGAP6	-0.94775
ADAD2	-1.3185
PHF20L1	-0.2145625
MCM3AP	0.500333333333333
ST3GAL3	-0.585166666666667
SNX1	0.769833333333333
ELF5	0.363
PARP3	0.22675
RBM8A	-0.0558125000000001
LINGO4	0.361
ITGA9	0.2795
ZFR	0.1005
ACSL6	0.045375
FLJ20699	-0.0118
DAOA	1.202
FABP4	5.9475
KCNB1	-0.977
CANX	-0.0257
SLC25A28	1.12783333333333
ADIPOR2	0.12575
ECHDC2	2.18125
SMA4	-0.532
FRZB	2.703625
PABPC1	-1.04533333333333
DMRTB1	-0.267333333333333
APOBEC3G	0.78625
CATSPER2	-1.38
CUEDC1	0.7545
STARD9	-1.226875
CLDN8	1.976125
LOC23117	-0.511590909090909
E2F6	-0.387
TMEM126B	-0.413166666666667
DPY19L4	0.40825
GIMAP5	3.16816666666667
NDUFA9	-0.438333333333333
FAM77C	2.6395
CTPS2	0.3815
LOC51035	0.393125
WDSOF1	-1.33875
EGLN3	-0.231125
PITX3	0.778833333333333
OR52E8	0.946
GRM4	0.1705
KLK1	-1.95983333333333
GPM6B	-1.964875
RRAGD	-0.7725
PAGE5	-2.76975
UCHL5	-1.713
ULK3	-0.5645
AIM2	1.74766666666667
PNO1	-1.06983333333333
OR2F2	0.2575
GNAT2	-1.2245
SIX1	2.302
ST13	-0.58525
ZBTB44	0.53725
TIMP2	0.20925
ZMAT4	-1.2335
GTF2IRD1	-0.719666666666667
ZNF19	0.718
ZNF714	-1.57075
RSC1A1	0.274
C9orf80	0.20875
PSMA8	0.0165
TMEM141	0.58725
COX4I1	-0.260357142857143
CTAGE1	0.1854
DTWD1	-0.746
HSD11B1	1.4985
KRT6B	-1.71271428571429
ARID4B	1.686125
LHFPL3	0.38975
WWP2	0.0951666666666667
ZNF326	0.2025
RGPD1	-0.1905
CTSH	0.922833333333333
FASTKD1	-0.524375
PAF1	0.8384
TTC9C	0.1475
IFT57	0.0518
PRSS36	0.413
IL20RB	-2.2475
ZNF592	-0.200666666666667
DCTD	-0.0465
CFP	1.54975
MFNG	-0.0495
JMJD2B	1.76575
ALDH3B1	-0.190375
THSD4	2.74916666666667
KCNJ5	2.90333333333333
LMNA	0.771833333333333
TBCD	-0.118875
ZNF250	0.0628333333333333
CASQ2	1.90416666666667
PEG10	-4.08491666666667
PRAME	-5.24753333333333
NP	-0.00725000000000001
TRIM59	0.233166666666667
ZNF12	-0.02875
XTP3TPA	-0.06
SIGLEC7	0.7263
PANK4	-0.227
FAM70A	-1.70666666666667
SNED1	0.629
HIP1	0.2488
RAET1E	-0.979333333333333
AMAC1L2	-0.23
AHNAK2	-0.909833333333333
TOE1	-0.764833333333333
RECQL4	-1.652
SPRYD3	0.81675
DPAGT1	-0.479
MAGED2	2.049
ANKRD55	-1.0535
TRPS1	4.28058333333333
DOK7	2.19225
TFPI2	-5.85625
GTF2H3	-1.025
CYP4F11	0.011375
LHX2	-3.48466666666667
ATG16L1	0.575833333333333
ASB12	0.183
C1orf116	3.575
NF2	-1.1052
POM121	-0.7359
PHYHD1	0.3385
TXNDC17	0.0746666666666667
DKFZp779O175	-0.16125
NUP62	0.0115
MYO18B	-1.15666666666667
PRAMEF1	0.3925
TCBA1	0.939875
TMEM168	0.54325
FJX1	1.853
CLCF1	-1.46575
SEPN1	0.743375
IGSF2	0.2225
NUDCD1	-1.0885
TFF3	3.61016666666667
NDFIP1	0.517714285714286
CHCHD4	-0.34525
TNR	0.536
CUTA	0.273833333333333
USP44	-3.98875
DPP10	-0.336166666666667
IWS1	-0.385166666666667
PCGF1	0.2215
SULT1C4	-0.6125
NTF5	-1.10625
PTPN13	-2.19
SSTR5	0.3025
SFRP1	-3.5715
IDH3B	-0.76375
SUOX	1.505
TMCO5	0.042
GOLT1B	-0.776
MIB1	0.363071428571429
PCDHGB1	1.0125
SUSD1	-0.44675
ICAM5	-3.32083333333333
PAPOLB	-0.25125
URM1	-0.4061
TMEM106B	0.110166666666667
LRIG2	-0.647
SLC27A5	-1.1175
CLIC6	0.2424
ZNF420	1.51233333333333
SCN9A	-1.33277777777778
KIAA1909	-0.14525
ELMOD1	-1.83875
PRKAG1	0.14
FAM64A	-0.650111111111111
EEF1G	-0.8621
SMAD5	0.00974999999999999
INCENP	-1.1285
WASF2	-1
GARS	-1.3055
CDK10	-0.4893
HLX	0.318
MDM4	0.35525
ZNRF1	-0.633
HHATL	-1.7515
FAM21C	0.5709
HIST2H3C	-0.09175
PFDN2	0.41075
ZNF200	-0.7175
NDN	-0.7785
HBA2	-1.42333333333333
FBLN5	1.36975
PUM1	0.124
TNNT1	0.575333333333333
C19orf59	-0.407833333333333
HNRPH2	1.45466666666667
RAB7A	-0.151833333333333
PMS2	-0.684375
BIRC3	0.744833333333333
NRSN2	0.901
OR52K2	0.355666666666667
SPOCK1	0.335714285714286
H2AFY	0.68925
RXRB	-0.6395
ZNF638	0.210333333333333
ANKRD45	-0.238
ACTN4	-0.104833333333333
FXC1	0.10975
EIF2B5	0.48425
VPS33A	-0.13375
PINK1	0.29825
FAM106A	-0.2865
SKIP	0.342533333333333
GAPDHS	-1.69866666666667
MUM1L1	1.61325
PSTPIP1	1.772
CNTNAP1	-1.462
CYP26A1	-1.78075
APOL2	0.0247
TACC2	0.807625
COX7A2L	0.159857142857143
HSD17B1	0.375
ARRB2	-0.14025
SLC7A6	-0.4304
HSD17B10	-0.1375
RBJ	0.158
NUP155	-1.73825
MRPL10	-0.848833333333333
CYCS	-1.57775
CCDC46	-0.264666666666667
TECTA	1.084
GNAL	-1.0215
LPO	0.243
PEBP4	0.15375
DDX11	-2.39525
C18orf12	0.674
TAF9B	-0.71625
IMP4	-0.03225
RPA4	-0.3145
NDUFS1	-0.34525
UPK1A	-0.8835
ARRDC2	0.378166666666667
C18orf20	0.854
AES	0.228071428571429
CD2BP2	0.188833333333333
C16orf54	-0.235
UGT2B17	-2.52225
FGFR1	-1.43218181818182
CEACAM6	3.6541
CHRM5	0.173
CERK	-0.97525
AP3S2	0.0841428571428571
ANKS4B	-1.5955
CLCNKA	0.124333333333333
ZNF208	-0.0886666666666667
HLA-DRB5	4.847
CARKL	-0.215
GOT1	0.122166666666667
CASP6	0.864375
HOXA1	-0.1825
RCL1	-0.01875
ZNF181	0.6695
RAB40B	0.6275
MRPL38	-0.164375
LRRN2	1.706
C3orf25	0.7535
OR5D14	0.188
OR10AG1	-0.888
BET1L	0.658
FRY	3.3715
AK3L1	-0.68275
CSF3R	1.91483333333333
POLR3K	-0.301666666666667
ATG2B	0.331666666666667
EPS8	-0.456
DARS	-0.76525
C10orf56	0.257833333333333
DAD1	0.041
RIOK1	-0.504
HERC2	-0.75075
HSD11B2	1.3995
FAM96B	-0.3465
MGC13057	-1.583875
BSN	-1.5875
CAND1	0.0206666666666667
HCST	2.0385
ACTR10	0.195833333333333
OR8D4	0.9975
NASP	-1.0928
COL9A2	2.22916666666667
LYZL1	0.374
GPC5	-2.65325
TBL3	-0.7115
CENTD2	0.3098
OR5AP2	0.478
TLR1	2.73075
LMO6	-0.252
ZIC2	-3.98185714285714
CPNE5	0.85475
ZMYND15	1.64625
FLJ22374	-1.627
CCDC106	0.51775
PARP16	0.02025
PDIA3	0.37025
C14orf126	-0.7205
CECR2	0.2015
SFRS1	-0.498928571428571
FIGLA	0.3505
DCP1A	-0.00716666666666666
MGC45800	-1.0185
TEKT1	1.86233333333333
C10orf67	-0.455
CLN5	0.76225
NTN2L	0.0505
GLE1L	-0.342
CES2	-0.1623
GNAS	-0.934823529411765
DDX53	0.753
TSPAN13	3.19625
MRPL52	-0.5209
SPIRE2	0.344625
TAS2R39	0.35975
SCUBE3	-0.12825
UCRC	0.3354
CDKL3	-0.164
KIAA1715	-0.3551
ZNF345	0.58475
RTF1	0.06675
DHRS7	0.8225
RIPK4	-2.50033333333333
EXOSC2	-1.41033333333333
MS4A2	2.12375
FGF17	-0.57
WDR59	-0.550375
EVI2A	-0.57525
IL17RC	0.716166666666667
HS3ST1	3.486
ITGB1BP2	-1.749
RBPJ	-0.717166666666667
GIMAP1	3.595
INE1	-0.521833333333333
ALDH18A1	-0.1465
TPI1	-2.0545
GATA6	0.1855
CABP1	-1.464
ZNF484	0.992
DAPK3	0.1895
GJB1	-2.40083333333333
PIN1	-0.217875
SLC6A15	-3.41125
CNO	0.18325
RIN2	1.800375
FRRS1	-0.5835
CYorf15B	-3.65957142857143
DMRT3	1.01
ATAD1	-0.166125
OTUD4	-0.260333333333333
ATOH8	-1.64775
ZSCAN16	1.004625
ASCC1	-0.06625
OTUD3	0.67975
MGC33212	0.743333333333333
YME1L1	0.161625
RP11-218C14.6	0.87625
PCBP4	-0.86925
TNFRSF10A	-0.00475000000000001
CDH10	-3.14783333333333
KL	1.91075
SCP2	0.101416666666667
C9orf119	0.210875
SON	-0.127416666666667
MAFK	-0.0375
SBNO2	-0.3435
SLC6A6	-0.6455
SC4MOL	-0.771125
FAM35B	0.087875
PPP1R9A	1.585125
PDZRN3	0.040625
CXorf20	0.5585
C6orf126	1.53875
AVEN	0.082
FLJ21075	-1.661
C14orf132	-2.4665
PCK2	-0.1185
GUCY2C	0.4255
BARX2	0.70475
PEX11G	1.421
DAO	-1.009
C10orf49	0.570333333333333
EDNRA	1.77266666666667
PPP2R5A	2.3602
DDX39	-0.421666666666667
SERF1A	-0.513
ASCIZ	0.3421
FNDC8	-0.24175
PTMS	0.256375
PHF7	0.537
PIP4K2B	0.00412499999999999
HHLA2	-1.54
BDH2	1.0345
APOBEC2	-0.957
PENK	0.0778333333333333
SMAD9	-1.2455
MT3	-0.2505
RGL1	0.237875
ATG10	-0.826375
DLGAP4	0.210166666666667
APPBP2	-0.644571428571429
BACE2	-0.799642857142857
LOC339344	1.028
ZNF395	0.0425625
HIST1H2BL	1.8975
ZNF467	1.212
SLC25A21	-1.09025
PALM2	-0.385
NSUN5C	-1.04225
IL5	-0.00524999999999998
CLSTN2	4.64325
ANXA8L2	-2.3225
PTGES	2.779
GDAP1L1	-2.61033333333333
OPRK1	-1.35083333333333
WDR20	0.100833333333333
C12orf4	0.015375
NUP88	-0.5665
XRCC6BP1	-0.202666666666667
FCGBP	1.13435714285714
LEMD2	0.36275
NOMO1	-0.7375
C10orf79	2.086375
ZNF79	0.7849
OCRL	-0.356
HSPA8	-0.859583333333333
DIDO1	-0.573458333333333
PLA2R1	0.9045
COG3	0.7023
NGDN	-0.6835
CBFA2T2	-0.14975
PNOC	-0.4685
PRRG1	0.5755
AGGF1	0.0100714285714285
DPF2	0.53825
YIPF7	0.542
TRPV5	0.52225
ZNF322B	1.1065
MED12	-0.283
CARS	-0.716833333333333
ABCC11	4.53866666666667
C9orf25	-0.011
MYH1	-0.3475
FRYL	0.344333333333333
AGTRAP	0.107
MMP27	1.149
ZNF432	0.096875
OR8D1	0.2845
OR13D1	1.10533333333333
VWA1	1.91375
STON1	-0.5675
IL5RA	-0.1915
PERP	-1.2983
C10orf107	-0.228666666666667
TNFSF12	3.09225
FN1	0.00508333333333335
MTR	0.516166666666667
PHLPPL	0.1094
ZNF425	1.23175
DHFR	-1.28722222222222
PPP1R12A	0.809
RSPO2	-1.79083333333333
ZNF7	-0.48575
ZNF583	0.19425
TPMT	-1.11683333333333
GPR132	0.7705
OR2T12	-0.33025
SERTAD2	0.3003
ATP1A1	-0.2377
FRMPD3	0.9365
ZNF672	0.417
PLXNB3	0.4015
EML5	0.248
FAIM3	0.9435
UBQLN2	0.2045
SORCS2	0.4505
PRIM2	-1.8195
ACVR2A	0.067
YWHAZ	0.00925
PGM2L1	0.499285714285714
GNAO1	0.283785714285714
RPL10	-0.6602
RPS6KA6	-0.379
PFKL	-0.3475
SH3D19	-0.016875
AURKB	-2.13966666666667
ZC3H6	1.459875
DISC1	-0.2865
FLJ39660	-2.7425
TMEM25	3.335
OSBPL10	0.038625
CLTCL1	-2.2325
ALG6	-0.2605
CATSPER4	0.3315
LRTM1	0.356
RRAD	1.465
TIPIN	-1.5695
CARD14	0.69225
RBM9	-0.763833333333333
RASSF4	0.7015
SLC25A18	-0.095
C6orf58	-1.1874
IGHD	0.735
PLA2G6	0.1005
TPT1	0.62375
SEC63	-0.3302
CCDC113	0.6291
TDRD10	0.57475
KIAA1666	0.5905
TOR1AIP1	1.11533333333333
SYTL4	1.07966666666667
SPRR2F	-1.158
CEBPD	2.519
SNTG2	2.93325
C20orf77	-0.8905
TAS2R49	-0.421
C6orf173	-1.73033333333333
SVEP1	-0.1027
PXN	-0.487857142857143
VIL2	0.922416666666667
C5orf21	0.632083333333333
DIXDC1	0.64125
GANAB	-0.5945
PDSS1	-1.756
NGFR	0.27125
ATP8B4	1.561
BMP8A	0.8745
CCDC132	-0.384916666666667
GNRH1	-1.36375
OR10T2	-0.201
PDGFD	2.73566666666667
OR6W1P	0.3075
HARS	-0.22475
KRT77	0.194
AQP8	0.16775
ITGB1	-0.4421
ZNF254	0.4666
PAX1	0.268333333333333
PSMC4	-0.3074
ANKRD22	3.282
PSMD8	0.0935
HTR1E	-0.238666666666667
SOX10	-2.3463
OR5B2	0.9255
RABGEF1	-0.9195
MAP1LC3B	-0.1385
CYB5R4	-0.094
AGXT2L1	0.861
FLJ41603	1.73816666666667
TRAPPC2	0.607833333333333
FNTB	0.152
FLJ14107	-1.127
AURKAIP1	0.04375
DSE	1.46425
NFKBIZ	1.72933333333333
OSBPL3	-1.597
LOC130576	2.12575
SLC39A9	0.906333333333333
LOC137886	0.05975
RHCE	-2.1565
ATG7	0.6245
FAM82A	0.501
FBN3	-0.053
MCFD2	-1.4975
CASP14	-0.3785
EPS15	0.580583333333333
SFRS2B	0.176583333333333
C19orf47	-0.039
PLAC9	1.086
GPR23	-0.2225
BTNL3	-1.3638
RGS8	-0.586
GNS	0.42475
ENO2	-2.25533333333333
CBX1	0.4575
PEX26	-0.61
LRP5	-0.572333333333333
ADAMTSL4	-2.2355
ARR3	0.0768333333333333
MAP1A	-0.14275
CD2	4.169
NAV2	-0.204375
TMEM69	-0.60125
ATXN7	-0.979333333333333
CHN2	1.735
ZNF781	-1.70933333333333
HAS2	-3.41483333333333
KIAA0241	-0.848666666666667
BIC	0.7295
MOBKL2A	0.208
CYP2C9	-0.745
CNOT7	0.0314285714285714
SFRS10	-0.31325
CST11	0.745333333333333
FLJ37543	0.7565
NKAP	-0.944
RUNX1T1	2.754
EAF1	0.053
IL4I1	2.439
LRRC61	-0.225666666666667
PSIP1	-1.37883333333333
SPRR4	0.269
ZFP90	1.33666666666667
AP2B1	0.427461538461538
SLC30A7	0.782583333333334
C7orf28A	-0.2165
S100B	-1.88566666666667
BMP2	-2.870875
ESR1	3.01766666666667
ZFPL1	-0.235
ARHGAP12	0.65675
LRRC19	-0.178666666666667
ZNF767	-0.914833333333333
NACA	-0.1348
OLIG1	-1.1215
PRF1	1.02825
LST1	2.87283333333333
SPATA9	0.129
CNFN	0.814
CDK4	-0.5448
TCF15	-0.529833333333333
PARC	-0.02775
PPM2C	-0.11625
LOC283345	-0.997
FAM107B	0.8155
DMXL1	-1.107
RBM3	0.29
HTR5A	-0.718666666666667
SCFD1	-0.135333333333333
EPHB3	2.732875
ROPN1L	0.380666666666667
RAMP3	0.484
TSPYL5	-0.256727272727273
GAP43	-2.878
PAPD4	-0.256125
PDE3A	-1.08225
TNFRSF10C	1.85575
JMJD5	-0.354666666666667
RASGEF1A	-0.9386
C16orf65	1.16316666666667
HIPK3	0.712
XYLT2	1.1755
XPOT	-1.06683333333333
GAL3ST1	-2.09225
DHCR7	-0.80425
AMIGO3	0.0938333333333333
FGFR4	-2.82
CRAT	1.0915
PPP1R14D	1.1465
TRIM14	0.6587
TMPRSS11D	-1.2655
SLC7A11	-3.2115
OR10H2	0.7115
PPM1E	-1.3776
DOCK4	0.68625
FAM127A	0.0395
ENOPH1	-0.1585
SLC5A3	-0.7278
ZNF530	0.5528
NTS	-6.095
FRMD4A	0.39575
BCL11B	-2.90783333333333
PRM1	-0.4285
UQCC	-0.76
S100A16	1.14333333333333
PLS3	-1.2815
WWOX	-0.583642857142857
CCDC23	0.3955
GTSE1	-1.62533333333333
GP2	5.243
FLJ32549	0.693625
CHIT1	3.18875
KLF9	-0.818375
RPS24	0.0317
MIA	-4.2175
FIGN	-2.11375
PYROXD1	-0.09925
PCSK2	-0.257125
MRPL9	0.177
RPL24	-0.208875
C12orf32	-0.997625
HIST1H2BE	1.96825
RGS18	3.08925
LFNG	2.45425
RAB4B	0.2656
FBXO25	0.525333333333333
TSPAN31	0.787166666666667
ARL8A	1.29835714285714
C10orf83	-0.2325
OR51B6	0.1095
CNKSR2	-0.62675
C1orf156	0.938
IBSP	2.3215
GFRA2	0.3008
ALKBH7	0.9673
NEK10	3.97675
VN1R3	0.474333333333333
LOC91948	-0.585
CPZ	-1.95975
IHPK3	-0.167333333333333
COL8A1	0.362
RBPJL	-0.5265
OR10A4	0.43625
CASP8AP2	-1.364375
MMP12	-1.29983333333333
OR8B12	0.5645
CDCA5	-2.28916666666667
LIX1L	-1.21625
PEX11B	1.710125
GABRA1	0.287
HABP2	0.476
REEP1	0.377666666666667
FBXO15	2.63325
CD68	1.928
WFDC9	0.1445
GHDC	0.927833333333333
SMARCA1	-2.33125
SPAST	-0.197
PLXND1	-0.0308333333333333
MLCK	-0.535
INTS5	-0.274166666666667
BSG	-0.466142857142857
PARP8	-0.688
TEAD4	-1.195
ZNF498	-0.669625
TMEM89	-0.154833333333333
DTX4	0.071125
TNRC6B	0.1231875
ARMC2	-1.592125
FGFBP1	-2.9672
TIMM8A	-1.346
AJAP1	-1.6405
ZNF608	-1.70175
SLC25A42	-0.518875
SYP	-0.371
MMP11	2.82966666666667
USP40	0.2481
C3orf62	0.277833333333333
MYO1E	-0.7498
LRFN4	-0.896
XCL1	1.49616666666667
GPR155	0.37975
VPS29	0.532375
CARHSP1	-0.696
ARHGAP20	-0.266166666666667
GREM2	-1.75014285714286
CCDC102B	1.70775
ZNF577	0.503333333333333
HDDC2	-1.2405
SHC2	0.9832
NCOA5	0.782666666666667
INPPL1	-0.074
CHGB	-2.4069
IHH	0.186
DDEF2	-0.621833333333333
DIAPH3	-1.5502380952381
BUB3	-0.0983333333333333
GGH	-2.34411111111111
VPS35	0.395
CNN2	-0.599833333333333
ASNA1	-0.32675
WDTC1	0.35425
AMAC1	1.527
HAS3	-0.159833333333333
SLC1A6	-2.03683333333333
ZNF563	0.6625
C1S	2.89325
TCF7L1	-0.650625
OR10Z1	0.831
ME2	-0.1392
C6orf151	-0.35875
KPNA4	0.7133
GLO1	-0.542875
WDR61	-0.261833333333333
CD302	0.91075
SIRT7	-0.382666666666667
C11orf59	0.1755
PKIG	-0.7055
PPIL3	0.174
CCDC74B	1.23
ZNF528	1.11275
EFNA5	0.508
FCGRT	2.117
NOL4	0.8078
CCS	-0.019
LOC374491	-0.3245
MFSD7	2.996
ZNF555	0.16875
LIMS3	-1.72625
TSSC4	0.21
COL11A2	-1.701
C1orf119	0.903
BPNT1	-0.191125
CHRNA6	2.1285
C1orf173	0.3858
PLD2	0.8495
ORC1L	-3.6865
SASH1	0.95225
CDC14B	-0.590375
RLBP1L1	-0.793666666666667
LDLRAP1	-0.2949
NAT8B	-0.1685
HHEX	-1.1275
LGALS7	-1.7675
PLCH1	-0.72625
OR1M1	0.083
PRAMEF16	-0.244
HECTD1	-0.6285
C14orf39	0.664
TLN2	-0.1303
HDAC4	-1.36135714285714
SYCP2L	-4.26225
GLRA1	0.028
RPS6	-0.614
hCG_1757335	-0.401
KLHL1	-1.187
CTNNBIP1	0.823166666666667
SCAND2	-1.08488888888889
HMGN2	0.4602
YAF2	0.595
BRPF1	-0.36025
LIAS	-0.6835
CTA-246H3.1	-0.704
SAG	3.34875
C20orf10	1.21975
HNRNPA2B1	-1.0055
GADD45A	-2.25183333333333
MSH4	0.973
TMEM70	0.313
HIST1H2AM	2.42775
C19orf26	-0.218166666666667
C1orf50	0.4845
GNG3	0.816
FTO	0.87125
CALCB	-0.775
PPP3R1	-0.18975
C15orf42	-2.199875
CCNJ	-0.45075
GNAZ	-0.0142
PSD	-0.111333333333333
FAM57A	-1.29725
STIM2	-0.566
DHX8	0.18775
MOGAT3	-0.5675
UBE3B	1.20583333333333
PLAT	2.71433333333333
C6orf206	1.2435
COPE	-0.1519
EIF3A	0.36925
C1QL2	-0.158
IQCE	0.320833333333333
KIAA0182	0.620416666666667
SLC22A7	0.0127
PPFIA2	0.0945
ADAMTS15	0.086
ODZ1	-1.239
THBS4	4.17783333333333
ARHGAP1	0.686875
B4GALNT3	-0.558666666666667
FCHO1	-2.464
LOC440456	0.23525
HOXD10	-0.278333333333333
CXCR3	2.47716666666667
CHI3L2	1.572125
SRPX2	1.88225
ZNF132	1.58516666666667
UBAC2	-0.296
RPL32P3	-0.9135
CBWD6	-0.2725
ST6GALNAC4	-0.09
KIAA0391	0.158833333333333
LOC388969	-0.29225
KRTAP5-8	0.177833333333333
ZNF786	-0.20125
LYVE1	2.07683333333333
GPR144	0.30675
APOH	-4.917625
TSC22D2	0.0278333333333333
PLCD1	-0.048
FLG2	-0.226
M-RIP	-0.2249
NDUFV1	-0.971
POLDIP2	-0.142333333333333
RAB3GAP2	0.6455
RPSAP15	-0.94075
CLEC7A	1.861625
HSPA14	-0.319
TAAR5	0.436
FAM132A	-1.247
C2orf43	-0.73025
OR10V1	0.1185
SELPLG	1.2445
C1QTNF6	0.358833333333333
OPCML	0.5598
DTYMK	-0.2625
ALDH16A1	0.357
F13B	-1.5775
MGC16169	1.162
KIRREL2	0.492833333333333
C14orf32	-0.477166666666667
SLAIN2	1.027
HSD3B2	-0.4745
AMMECR1L	-0.1058
LRRC37B	-0.4955
HMG20A	-0.365833333333333
C22orf27	-0.0216
FBXL22	0.1655
AP1B1	0.239833333333333
TNKS1BP1	1.05275
CD74	3.7715
HSPA12B	1.81433333333333
PLSCR1	1.85816666666667
SLC35E1	-0.293
FEZ1	-2.01775
APOD	3.222875
C16orf44	-0.26625
C1orf166	0.0165
KCTD11	0.494
NELF	-1.523
SRP54	-0.279
MGC35361	-0.0365
GPR35	-1.148
NRGN	-1.057125
SIGLEC12	-0.13575
SCN1B	-0.337
IFNW1	0.235
STAR	-4.699
HLA-DQA2	1.7318
RNASEH2B	-0.1805
TAAR2	0.0745
VAMP5	0.516166666666667
TUBA1C	-1.10607142857143
PIK3R2	-0.572125
ARD1A	-0.598166666666667
EBF2	0.730666666666667
CAMSAP1L1	0.84625
CYP3A43	0.1735
AKR1B1	-1.8815
KIAA1729	0.695375
KAL1	0.372888888888889
