Hybridization REF	TCGA-BH-A0BP-01A-11R-A115-07
WDR66	-1.347125
CSF2RB	0.254
IFI44	0.704
DACT1	2.516
ANKRD23	-1.851
ATP5G1	0.251166666666667
C21orf70	-1.20266666666667
PPWD1	-1.0445
DNAJC13	0.19125
PAH	-5.10983333333333
PTCH2	0.3425
TRMU	-1.35375
CCDC9	0.25
USP3	1.5942
DCLRE1C	-0.1848
FAM55C	-0.16625
FRMD4B	2.295
CYP2R1	-0.89625
RFPL1	0.0569
XPO5	-1.4855
ARL6IP2	-0.1585
OSBPL5	1.08725
MMP9	3.99063636363636
KIAA0802	-0.94525
DHRS2	-2.25083333333333
SGEF	0.128
TXNDC10	-0.6878
EXOC6	0.42625
RPS27	0.462166666666667
PNCK	-1.23983333333333
FSTL1	0.3455
AACS	-0.4955
SLMAP	0.926333333333333
SAMD4A	0.0388
ABRA	0.15325
SMARCD3	1.51825
PKNOX2	-2.198
A4GNT	0.72
C9orf39	0.0701666666666666
RALYL	0.13175
MGC33556	-2.6115
C10orf25	-0.5135
BBOX1	5.12875
NHEDC1	0.05225
XDH	0.607
GCSH	-1.473
EDN1	0.91
MTERF	-0.25725
CLK4	0.173625
ZNF799	1.45266666666667
KCNG1	-0.9405
CXCR4	-0.0481666666666667
PTPRR	-2.363
IRAK1	-0.67275
LOC401397	0.0495
TMSB10	1.38171428571429
CXCL3	-3.1424
TMC4	2.59675
OR7A10	-0.193
STYK1	2.534
CHRNA10	-0.365
CCNI	1.45075
EP300	1.29485714285714
LOC165186	-0.486
HIC2	-2.4875
SDR-O	-0.4245
OR2W1	0.536
KCNA6	0.3285
TRIM74	-0.483
REEP6	-0.03475
ATP5G2	-0.23825
ERG	1.16975
TMEM42	-0.2695
PARN	0.601
SOD2	-0.4613125
DIRAS1	-0.1155
PNPT1	-0.52425
JOSD3	-0.96525
hCG_40738	-0.5135
PDE1C	-1.032
SEMA4D	-1.1865
AGPAT1	-0.598666666666667
NOSTRIN	1.944875
MAP3K3	-0.336833333333333
MAX	0.423571428571429
CAPS	3.60683333333333
SERPINA12	0.2
OSBPL8	0.423875
RICS	1.3207
NR4A2	1.223
PPCS	1.1605
LONP1	-1.608
SCYL3	2.6765
HERC2P2	-1.60416666666667
FIBCD1	-0.798
C15orf41	-0.9415
DMC1	-0.471
C20orf27	-1.3735
RPS6KA5	1.2513
FAHD1	0.9085
SLC12A4	0.00125
BRCA1	-2.62975
GBL	-0.34275
SLK	0.295333333333333
NUDT9P1	-0.7675
NOXO1	1.965
USP52	-1.4275
BAZ1B	0.393375
SLCO2B1	3.259
BBS12	0.912833333333333
LRGUK	0.3385
TERF2IP	-0.15225
COL1A1	5.48
KIAA0090	-0.126125
GRK5	-0.143833333333333
AP1S2	-1.2128
TMEM52	-0.940833333333333
CA11	-0.564
OR4A15	0.3805
ACBD3	1.602
SPAG11B	-0.00025
PRDM2	0.8904
FOXP3	0.05325
SMYD3	-0.8294
LOC389199	-0.21
LGI2	2.24583333333333
NAPE-PLD	0.0236
ANKRD6	0.5745
WDR45	0.0573333333333333
SHROOM1	-0.06325
PSCD3	1.576
PYY	0.1245
KCNC1	-0.158
ARHGEF9	0.4809
OR8J1	0.136
GPR55	-0.0815
NS3BP	-1.893
C10orf22	0.745666666666667
NAT8L	2.0305
DUSP4	0.7905
FOXM1	-3.1515
GRAMD2	1.5146
ZBTB48	-0.6435
BUD31	-0.444
PABPC5	0.5115
CCDC41	-0.7735
FBXO11	0.488333333333333
C6orf148	-1.1825
RFXAP	-1.0625
C6orf15	0.9695
CDK8	-0.946
C6orf70	-0.68225
TESSP2	-0.512
ALG2	0.1195
PPP1R3D	1.75775
TPM3	0.264222222222222
SYT13	-0.22075
EPB42	1.67516666666667
CETN3	-0.55675
PRY	0.2765
NTHL1	0.118333333333333
POLR2B	-0.596
RPS28	0.427416666666667
P2RX3	-0.09775
LYZL4	0.44425
WBP4	0.1083
PMM1	-0.753
C11orf79	0.031
CBLL1	-0.321
IL1F10	0.634
VAX2	0.709
SETDB1	-0.506166666666667
LRAP	-3.12283333333333
GCLM	-0.121666666666667
CPEB3	2.05875
PPM1A	0.7404375
INTS1	-0.9145
CAMTA1	1.33366666666667
SAMSN1	-2.48625
LOC158830	-2.66066666666667
GMPPA	0.05825
AIPL1	0.3465
IL24	0.447166666666667
BDKRB1	-0.170833333333333
MLF1	1.0115
TAF12	-0.17275
ID1	-1.88775
THADA	0.025125
PIK3CB	-0.70875
OR4N5	0.451
TBC1D17	-0.844333333333333
COX8A	-0.281
CDCA4	-1.1965
C2orf44	-0.7845
ZNF534	-1.095
IMMP1L	-0.17075
NIPSNAP3B	0.460625
FTMT	0.475875
PWP2	-1.25333333333333
MMP15	0.1488
DNAH11	-0.8355
MTMR14	-0.5515
DNAL4	1.006
IPP	0.34
TMEM59	0.531125
C1orf157	0.16
RGS4	0.969833333333333
DDX18	-0.691166666666667
SNX6	-0.3675
ZNHIT2	-0.162
NCDN	0.3
FLJ33534	0.077
RAG1	-2.1325
OR4D10	0.212
PTPN5	0.310333333333333
POMT1	0.38125
LRRC8A	0.5291
CYP1A1	-1.29775
CAPN1	-0.157333333333333
DDHD2	-0.16525
GRIK2	-0.367
GNRHR	0.21525
PPBP	-0.0295
HTR3A	-0.9185
SLITRK4	1.34025
ANKRD49	0.09225
BTF3	0.1151
SARS	-0.5125
C13orf18	0.613333333333333
CACNB1	-0.387214285714286
QKI	0.642636363636364
SETMAR	0.5525
MAN2B1	0.866166666666667
EML3	-0.744
ACADL	2.93183333333333
OFD1	-0.035625
DEFB114	0.453
CGA	-4.1521
PEX16	-0.195
LRRC10	0
GNG12	0.8775
C1orf152	-0.590666666666667
CHRM1	0.387
CD53	0.269
DBH	-0.712
TFAP2B	1.12175
HIST1H2BJ	0.765333333333333
FAM46D	0.095
TMEM11	0.0695
C3orf32	-2.6295
PCCB	-1.47275
IPO13	-0.098625
C6orf105	-1.532
COMMD5	0.51725
SUV420H1	0.0381
LTBR	-0.02025
ARHGAP15	-1.023
HDHD2	-0.49375
TDRKH	-0.014
LOC401052	1.543
PSG4	-1.01975
GNB4	0.0268
SPATA4	0.80275
SLC9A3	-0.4965
OSBP	0.598833333333333
NBPF3	0.754166666666667
DOCK11	0.5875
SLC39A5	-1.543
PRR5	0.5544
C10orf63	1.91275
SMTNL2	-1.9535
ADRA1A	0.254
ASAH1	1.8407
DOM3Z	-0.8034
GIPR	0.124166666666667
AHI1	1.02941666666667
NADSYN1	-0.2325
RGS14	-1.2219
IL18BP	0.937
RTN4RL1	2.29041666666667
ARMC6	-0.97475
PSMD5	-0.392666666666667
HK3	1.2247
OR4S1	0.422
RSU1	1.0238
MAD2L1	-2.92744444444444
EIF4A3	0.13675
DLEC1	0.12
E4F1	0.0726666666666667
CHMP2B	1.403
CAMSAP1	0.49825
RPS21	-0.6865
ARID5A	1.46225
UBE2N	-0.0758
IGSF8	0.638
MAGEB6	-2.376
ACAD11	-0.7033
MGC4172	-0.76825
LMO4	1.15125
KLKB1	-0.45075
HP	-0.608
HDAC3	-0.1955
SCHIP1	1.6285
CLCA1	-0.291
OLFML2A	0.858125
C1orf112	-0.42225
KIF19	1.252
HAPLN4	-0.2969
CXCR7	1.34533333333333
GOT2	-0.8461
RAB38	-1.892875
DCX	4.55225
PPM1H	0.148166666666667
NFYC	0.0354166666666667
KIN	0.47575
ZNF228	0.09725
PLSCR4	2.32083333333333
HIG2	0.04525
FAM79B	2.5145
C21orf86	-0.7821
KCNK10	1.23775
ZNF738	0.67675
FSTL5	-1.41933333333333
OR6A2	-0.1785
OTOA	1.51516666666667
EXOC1	-0.01025
AHRR	-2.903375
PDAP1	-1.44016666666667
C19orf6	-0.376
ZAN	0.3325
LY6G6E	-0.05
EIF4E2	-0.43275
C20orf198	1.44925
ZNF324	0.98075
CYP3A5	-0.465333333333333
ENTPD7	0.976166666666667
MBOAT5	-0.938833333333333
GJB5	-0.1585
TTC13	-0.0395
S100Z	-0.736166666666667
KIAA0664	-0.813333333333333
PDGFRB	1.96583333333333
IL17D	0.9835
OR56B4	-0.1665
RDX	-2.01383333333333
SLC34A3	-0.103
IL28B	0.2395
JUND	1.8505
CHRNB1	-0.564375
CAMK2B	0.398
FETUB	-1.32175
CXorf23	2.065625
MRTO4	-1.274375
TTC3	1.119
NDUFB8	-0.372
EDG2	-0.7525
SEMA3G	2.88975
IL23A	0.531
GRHL1	1.0363
LOC441054	-1.219
WDR65	1.061125
PSTK	-0.397
STOML3	0.352
R3HDM2	0.2663
C5	-2.9495
SLC2A10	0.653
C3orf22	0.119
PAQR3	-1.07084615384615
ANKRD26	0.13875
HCRTR1	-0.2685
LOC399947	-1.03825
PSD2	0.106
TIGD2	-1.45016666666667
SCRN1	-1.803625
COQ10A	-1.0205
DDI2	-0.0215
METTL7B	-0.597833333333333
UCN2	-0.0285
FAM92A3	-0.5955
WDR16	1.50425
ZNF511	-0.711833333333333
ZMYM5	-0.1325
POLR3G	-2.712
ZNF586	-0.285
C1orf49	0.421333333333333
TANK	0.696333333333333
RCAN1	-0.148666666666667
PELI3	0.781
LIMD2	-0.785166666666667
TMEM189	0.035
NTN4	1.57425
LOC151300	-0.0795
CLEC2A	-0.4305
GPR135	-0.636625
DPYSL4	-3.169
JAK2	-0.293166666666667
TSHZ1	1.70766666666667
TM9SF4	0.040125
ZNF264	0.799333333333333
SIRPG	0.685625
BICD1	0.24225
HERC6	0.505833333333333
METTL5	-0.812
CASP1	0.8175
PRRT1	-0.490166666666667
PLA2G4C	1.75683333333333
ICA1L	0.0562142857142857
TPTE2	-0.262
OTUD7A	0.392666666666667
AQP11	-1.31975
APOA2	-4.0868
KALRN	0.5208
SECTM1	0.11625
IFNAR1	-0.04325
TALDO1	0.02325
RAB11FIP4	-0.769666666666667
EIF5A	-2.234
FAM49A	1.9605
NEGR1	0.7205
YTHDC2	-0.24275
EHD2	0.4305
NCF1	1.0308
SCRT2	0.0065
HOXA5	0.538
NUP133	0.00325
FGF12	0.544625
SLMO2	-0.6675
SNTA1	-0.63875
CACNG2	0.0465
GCM1	0.14875
ELF1	0.9785
TLR5	2.99125
TCFL5	-0.39425
RBMY2FP	-1.085
LOC100125556	0.569375
FAM129B	0.25125
MAP3K7IP1	-0.301375
NCK2	-0.2655
OXA1L	-1.28925
FMO9P	1.36
ZSCAN12	-0.31
PSMD12	-0.0836666666666667
HSCB	0.33625
CLDN10	-2.95325
MGC13053	-0.60525
HPCAL4	-0.422166666666667
ASZ1	-0.1545
MEX3D	-0.118583333333333
NFAT5	-0.1094
CSPG4LYP1	-0.412
FBXO3	1.7801
DVL1	-0.685166666666667
CMKLR1	2.70683333333333
TYMS	-3.19975
PEF1	0.4995
ZNF750	2.31966666666667
MCM5	-1.4688
MEGF11	0.98675
KCNK7	-0.1315
PTP4A3	-0.058
C1QTNF2	-0.3615
OR6S1	0.2265
FAM122B	-1.51425
ZNF551	-1.0235
HBQ1	-2.4125
GEMIN6	0.07825
ARSK	-0.999
RBP7	3.35833333333333
CPNE9	0.06925
DSC1	0.836
LOC730112	-0.42525
MAP2K4	0.211625
HS3ST5	-1.206
EPB41L3	0.021
TEKT2	1.20625
CDKN2B	1.57491666666667
ZNF480	0.07475
MAP3K6	0.3296
MAP6	2.50483333333333
HN1	0.6537
OR2L13	0.473333333333333
SLC16A11	0.53475
FAM96A	0.805
APOL1	0.26225
C5orf32	-0.21
RTP1	-0.207166666666667
RNF175	0.18125
ZBTB41	1.985375
AHCTF1	0.0914
SAE2	-0.6954
ITGA2	1.38225
MME	2.3775
CCDC14	-1.33525
MAST4	1.32914285714286
KRT33B	-0.403
KCTD2	-0.112333333333333
WDR26	0.236166666666667
MFI2	-0.089875
NR4A3	1.857875
ARSA	0.3345
UNKL	0.0273333333333333
SULT6B1	-0.1435
CCNA2	-3.16816666666667
SOX15	-0.099
PPAPDC1B	1.77475
C19orf44	0.649
MCAT	0.2605
ARID1B	0.408
OR52N1	-0.263
C12orf48	-2.47
MAGI1	0.771375
NIPA2	-0.632
GBX2	-1.55025
RSHL3	0.207125
RAVER1	-0.404666666666667
C15orf17	0.15975
SLC30A2	1.602625
ZNF518	0.37725
PCYT1B	-1.61775
C10orf114	-1.041
EIF3H	0.455166666666667
SLC25A39	-1.62266666666667
KIF1B	0.118
AMOTL2	0.91625
C6orf120	0.137625
PSRC1	-2.8875
PLA2G10	2.104875
KIF5C	0.196125
MRPL37	-1.38
C17orf62	0.363666666666667
C9orf135	-1.55983333333333
DUSP10	1.229
CLCNKB	-0.043
PSMA5	-0.291125
C8orf53	1.472
AMPD3	0.0398333333333333
PIAS1	0.45425
ADCYAP1R1	0.2665
GYLTL1B	-1.0955
CDH20	-0.0498333333333334
FBXO7	0.102
TMEM134	0.223
FLJ14213	0.729666666666667
ZNF3	0.009
LRRFIP1	0.432208333333333
CNOT2	-0.00941666666666666
ABI3	2.22275
ALDH5A1	-0.8545
HNT	3.3867
SERPINA4	-1.85125
TK2	1.08933333333333
STMN1	-2.25077777777778
GUCA2A	-0.320833333333333
GALNT10	0.792357142857143
DPP6	-0.25935
C9orf93	-0.0595
PRELID2	-0.480375
STK39	0.702125
SFTPA1	-1.38225
CKS2	-2.26222222222222
RHO	0.14525
C20orf135	-0.156
XKR3	-2.24
CR1	0.5675
RPS6KA2	0.919428571428571
C20orf112	0.944
MRPL22	-0.676
C4orf23	0.093
GADD45B	1.82325
KLHDC1	1.23716666666667
C2orf48	-2.429
ZNF287	0.8145
DAAM2	-0.524
DPPA2	-2.9885
TCTN3	0.0961666666666667
DNAJB11	-0.47375
FPR1	3.7545
DEFB4	0.0845
PTCD2	-0.3397
SMOC2	5.15666666666667
CABP7	1.1465
SERPINB11	0.25225
MAGEF1	-0.08475
NDE1	-0.0386666666666666
ITGA10	0.7035
FSHB	-0.331
ANXA2	0.68675
HORMAD2	0.3145
HLCS	-0.372
MCF2L	1.71541666666667
FH	-0.16375
TBC1D24	2.194
KIAA1505	1.42225
LGALS2	-0.60675
CNBD1	-0.3135
SYNPO2L	-0.563
PTPN23	-0.186428571428571
C1orf183	-0.440833333333333
MAGEA8	-2.9325
DGCR8	-1.011375
GSR	-0.531
PAQR7	0.21375
ZNF676	0.5565
CACNA1C	0.6754
SP7	-0.3795
PDCD6	0.26325
NRN1L	-1.429
BRI3BP	-0.6275
KIAA1183	0.678
ASB4	-0.018
CCL23	1.6641
OBSL1	-1.017125
SLC12A7	1.21916666666667
KIAA0240	1.036
CD1B	-3.0735
FCGR2A	1.866875
MDC1	-0.89225
HTR1A	0.135166666666667
OCEL1	-0.5495
ATP11B	-0.0636875
FBXO34	0.5045
PCDH12	3.606
RPE	-0.45225
C17orf74	0.146
CSDC2	0.759333333333333
PET112L	-0.65175
TMBIM1	0.929625
P2RXL1	-0.27575
TCHP	-1.26575
TRMT1	-0.579333333333333
F2RL2	1.58008333333333
LRRC32	3.48016666666667
IMPG2	0.7605
BGLAP	-0.135
LOC493869	-0.35875
MRAS	3.23725
SLC35F5	0.5265
CBWD1	0.0795
AXL	-1.412875
ATP2C2	2.179
TELO2	-0.30275
PNPLA3	-2.534
PCDHB14	1.4155
CD276	0.812
KRT80	-0.28925
DUSP28	-0.192
CSNK1E	-0.0143333333333333
SRP14	0.3515
KCNQ4	0.2275
KRT72	-0.228166666666667
CCDC117	0.409875
C6orf89	0.231555555555556
TUBB2B	-2.7205
RTN4IP1	-0.91325
CR1L	-3.6265
CEND1	0.00250000000000001
C12orf41	-0.619333333333333
RNF31	-0.72
UBN1	0.465166666666667
C17orf32	-0.044125
SLC5A7	0.18425
GPR92	0.679333333333333
ESAM	2.5799
CTNNA1	0.0216666666666667
HRBL	-0.0328
CBX4	-0.042
TMEM182	0.09425
SH3TC2	-1.31266666666667
IL10	0.957166666666667
PXMP4	0.743
RNF167	-0.1849
PAK7	2.337
ETV3	-0.1375
ATPIF1	-0.630333333333333
LOC554207	-1.4985
OR8H1	0.1535
WDFY3	2.382125
DPM1	-0.227
GPSM1	-0.603
WDR92	0.1244
LRP1	0.738666666666667
ANKH	0.447
THUMPD3	-0.8705
POLR1B	-1.36175
OLFM4	5.3655
RAD9B	0.386
TSPY2	-3.523
PAX6	-1.33616666666667
SCG2	-1.653125
SLC17A6	0.131
FMO3	2.89125
PADI4	0.2495
TUBB4	-0.638
NLK	-0.704
POU4F3	-0.762
SDF4	-0.404
ITGBL1	3.877
NETO1	-1.9725
TAP2	-0.05775
ABBA-1	-0.395333333333333
GNAI1	0.53525
VPS4B	0.86675
NOPE	-0.247
GALNT6	1.728
SESN1	0.67925
GBE1	-1.429
CLASP1	-0.432
RASGEF1B	0.879875
ACOT11	0.0400714285714285
AFAP1	1.4045
OR2H2	0.0635
DPY19L2P1	-0.94625
DZIP1	-1.35425
SEC22C	-0.064
GPR161	-0.462583333333333
RNF146	-0.49575
WDR74	-0.98875
GALP	-0.7525
PURA	1.08675
DNPEP	0.379333333333333
RP11-78J21.1	-0.97575
ERBB2	0.802625
FANCM	-0.894583333333333
NEO1	1.46916666666667
DDX3Y	-4.9582
RPS3A	-0.384625
MXRA7	0.167142857142857
LGALS3	0.266333333333333
GLT8D1	-0.04
CFL2	-0.885333333333333
UPB1	0.8845
NAP1L5	0.298
CLDN14	0.75225
DHX38	-0.87125
BTBD1	0.474
TARS2	-0.0188333333333333
ABCF1	-0.4959
FCF1	0.804166666666667
LRRC49	0.389
GUCY1B2	-2.4405
C1orf177	0.699
SMARCA4	-0.247571428571429
LRP8	-2.64733333333333
TAGLN3	-1.067
MRPL14	-1.40875
TTRAP	0.64775
ZDHHC20	0.804
NFE2L3	-1.63275
KIAA1377	2.689125
PALMD	2.9196
TMEM43	0.31625
TTL	-1.2595
STAT5B	-1.67483333333333
SSB	-0.516375
OR10H5	0.351
SLC22A13	-0.5055
AKAP3	-0.517
TIMM23	-0.1775
OAS2	1.34525
KIAA0423	0.7435
TRIM11	-0.0443333333333333
GLIS3	1.80025
TMEM50B	0.680166666666667
ARHGEF4	-0.227875
DEGS1	-0.228636363636364
TBL1XR1	1.20466666666667
G6PD	-1.62875
SP140	0.2729
MUC17	0.257857142857143
NUDC	-0.8473
DNAJC5B	2.063
SCARA3	-0.152
CPA3	5.09833333333333
BCAT2	-1.24225
MFN1	-0.169
NRG3	0.7595
SNX11	0.784
PLEKHH1	-1.05866666666667
GPR177	0.0231666666666667
HCFC2	0.43775
TCAP	-1.02025
MOCOS	-2.195
C14orf93	-0.56475
PRDM10	-0.341166666666667
SLC16A4	0.0191666666666667
SRGAP1	1.11333333333333
VIP	0.5075
DUSP27	0.954666666666667
LILRA1	0.9177
MC2R	0.121
MGC24103	-0.5145
MBTD1	-0.136
FUT11	-0.499
USP33	0.4676
C15orf39	-0.443
MAP3K12	-0.12975
PAAF1	-1.0595
BARHL1	-0.15
FLJ16165	-0.163
PIWIL2	-2.03475
SYNE1	0.66925
CMTM4	0.441125
TSPYL1	1.6639
GUF1	0.476666666666667
TMEM157	1.179
WDR44	0.7265
HIST1H3C	0.78875
DKFZp666G057	2.56675
RNPEP	-0.362
GAS2L2	1.535
ADH4	-2.011
GRPR	1.47683333333333
FBXL17	-0.223
ZBTB10	1.337
Gcom1	0.731277777777778
HTRA1	1.8001
ZNF585A	-0.00583333333333334
SLC26A2	0.816142857142857
OTOP3	0.135166666666667
WISP1	3.29555555555556
ATP2B4	0.0723333333333333
FLJ10769	0.0995
CRAMP1L	0.741375
CHST12	-0.63925
RAB22A	0.471916666666667
TARDBP	-0.279571428571429
STAU1	0.038
CRB3	2.17116666666667
MIG7	-2.0455
CHMP1A	-0.87
ZNF160	0.904375
B3GALT6	-0.1835
BARX1	-2.39983333333333
C6orf167	-2.66375
NXNL1	0.3215
DHX29	0.086375
HADHB	0.40775
PLXNB2	0.351125
ILDR1	-0.73125
SLC15A3	2.25475
GAS2	-2.87316666666667
C20orf69	0.14575
NUMB	-0.0465
TNIP1	0.086
MESP1	0.615833333333333
PSKH1	-0.2545
NSFL1C	-0.222125
RHOG	-0.30775
HEY1	-1.33666666666667
KNG1	-2.25
ITGAX	1.5545
LIN9	-1.211
CANT1	1.002375
XRN1	0.625214285714286
CCDC96	0.9274
HEATR6	-1.0775
GNG7	0.448333333333333
RUNX2	1.3495625
SOX1	-0.304
FCRL5	0.3854
ZNF99	1.16075
FAM9A	0.00649999999999995
SNX22	0.168
MBNL3	-1.5825
ODC1	-2.4387
ADORA2B	-1.40366666666667
NR2F6	-0.4725
ZFYVE16	0.109722222222222
SYNJ2BP	0.9926
POLE	-1.304625
E2F2	-1.51075
THRA	-0.0313333333333333
PTGES2	-0.328333333333333
HIP1R	0.2425
TMUB1	-1.01516666666667
ENO3	-2.4255
RSPH10B	0.4635
CXorf39	0.544
IRGC	0.171
GPR109B	2.64775
FLJ13305	-0.0455
LCE3A	0.2315
TNFRSF18	-1.844
DET1	0.7905
TRPM3	-0.251083333333333
C16orf79	-1.6175
FECH	-0.56
RAP2A	0.0903333333333333
CRIP1	0.369833333333333
AZIN1	-0.09
SLC7A7	2.8305
IL10RA	0.4166
TMEM64	-2.182
CDC42EP4	1.2303
C16orf58	0.4859
ARG2	-3.492
POU5F1P4	-4.52725
FAM62B	-0.161375
DNAH8	-2.2483
ASH2L	-0.33175
TSLP	-0.981333333333333
CNTNAP5	-0.288
TMEM16C	1.4995
IFNA14	-0.112
SLC1A3	1.617375
CABYR	-0.49875
BCL7B	-0.1111
NUDT13	-1.2795
C13orf28	0.06175
C1orf53	0.50775
ARL6IP4	-0.2926
RPL35A	0.253
EMR3	0.512
RAB40C	0.4235
SLC41A1	-0.445
LRCH1	0.01575
LY6G5B	-0.6505
FAM124A	-0.0532857142857143
MGC10981	-4.03883333333333
CLIP3	0.4051
MAP4K2	-0.6825
CHIC1	-0.24125
SULF1	4.11683333333333
C20orf30	-0.395142857142857
PRDM5	-0.29275
ELOVL1	0.17375
C11orf48	-0.747375
SLC39A10	-0.34325
KCNV1	-0.34275
ACP1	-0.419166666666667
ZMYM2	-0.480375
B3GNT6	0.296833333333333
C9orf69	-0.27875
C2orf15	-0.10225
C20orf166	0.091
HSP90AA6P	0.757
EDG7	-0.569
NEURL	-1.793375
LPL	5.15283333333333
CLEC2D	-0.5075
GRRP1	2.66533333333333
CD8B	-3.3377
HIST1H3D	1.60933333333333
SLC6A12	0.343
FAM27L	-0.1095
CD84	1.8053
RASA1	-0.2155
PHKG1	0.217
MAGEA11	-1.6455
IMPA1	-0.2895
NPM3	-1.39875
RARRES1	4.72925
SH3BP1	-0.567375
B3GNTL1	-0.1875
ARPC5L	-0.183
KLHL26	0.26275
SIM2	-0.58375
GJC1	0.015
C20orf194	0.50725
EXO1	-2.48825
SLC2A2	-2.29733333333333
LOC285074	-0.50725
LRG1	3.09275
KIRREL	0.0685
PIK3R1	2.29542857142857
C4orf34	1.0715
MAF	-0.836222222222222
ADCY4	3.90333333333333
ZMIZ2	0.7793
SLC46A3	1.39183333333333
STAMBP	-0.1885
CCDC16	0.22725
MS4A12	0.3395
TCF20	0.323
LRRC46	2.166
C20orf152	0.61
MRPS6	-0.46175
ABCB11	0.36
KCNC2	-0.2016
CDH19	-1.811
C9orf123	-0.0238333333333333
SSH3	0.459375
LDLRAD1	-0.31375
CCBE1	-0.87925
ZNF135	2.35875
TAAR1	0.5325
WFDC12	0.186
CCDC42	-0.176333333333333
FLJ12529	-0.94175
PER1	-0.557333333333333
TIMM50	-1.05666666666667
SMARCAD1	-0.370166666666667
FAM26C	0.021
TP53TG3	-2.1975
SH3RF1	1.7411
LMCD1	2.1495
GPR63	-0.5655
FLJ21986	-1.182875
AIFM3	-1.179
MICAL1	-0.558
BLZF1	1.57066666666667
IQCA	3.44683333333333
PCDHGC3	-0.0055
SAC	0.81425
BCL6B	2.59216666666667
DDO	0.55125
MARCO	3.53175
DCHS1	1.43516666666667
C1orf170	1.02333333333333
CD200R1	0.6105
C22orf15	-0.4475
SEPT11	0.87
ADNP	0.2945
UST	-0.0448
C13orf34	-1.0935
RFFL	0.1315
APBA3	-0.0145
C2orf60	-0.207375
CUTL1	0.4587
PMS1	-1.09875
ZNF689	0.1995
EIF3E	0.206
IL9	0.16
RPL31	-0.226
LY9	0.1295
ATP2B3	0.0345
KDELR2	1.075
TFCP2	0.04475
NLRP12	0.162125
FLJ45422	0.5895
TLE4	-0.2222
ZNF570	0.3885
FLJ43806	-0.854
TLK2	-0.0675
CIR	0.9025
MARS2	-0.6205
COL24A1	0.634
SDF2L1	-0.516
HIBADH	0.0185
IGFBP3	-1.77471428571429
C12orf23	0.944625
PSPC1	-0.56125
C20orf43	-0.10125
TRAV20	0.4725
ARHGAP24	1.10825
KIAA1975	-0.548875
C1QA	3.193
DNTT	-4.89433333333333
C10orf6	-0.213583333333333
C11orf41	0.424125
HNRPF	0.402
COL11A1	6.2985
UBAP2	-0.533333333333333
CDKN2AIPNL	-1.59
C20orf174	2.95075
SPRED2	0.85625
PLA2G12A	0.442
ICEBERG	-0.7945
SCN10A	0.198
C11orf65	-0.07
GBP5	3.721
PITPNC1	-0.271166666666667
POU3F3	0.3275
NCOA7	1.551875
LIN7C	0.0478
LOC348840	-0.4565
NKX2-2	-1.37775
ANKRD13D	-0.460125
LOC123688	0.53725
FUT2	0.705333333333333
TAAR8	0.272
FZD4	1.11166666666667
PNMA3	0.247833333333333
OR4L1	0.2355
WIT1	1.06625
EXOC3L	0.7895
ATPBD4	-0.787
KRBA1	-1.5995
UBXD6	0.5185
HOXB7	1.33042857142857
C7orf23	-0.514
UNQ338	1.69925
STAB2	0.585
CDC20B	0.42825
IRF9	1.26375
CENTG1	0.48275
TNPO2	-0.822
MCPH1	-0.3395
BMS1P5	-0.48325
SLC26A7	1.356
HIST1H3J	1.0295
C9orf3	0.2799
LBH	0.943375
MYO1D	0.613375
PTDSS2	-0.87675
NFU1	1.43975
DEPDC4	-1.81275
WNT7B	0.6773
GLP2R	-0.281833333333333
SETD4	-0.6556
DYNLT3	0.3842
FKBP11	-0.621833333333333
SESTD1	0.863333333333333
FLII	-0.57275
RPS16	-0.4135
CHPF	-0.4425
CSNK2A1	-0.6545
SUMO1P1	-0.01925
FKBP6	-0.4605
ZNF214	1.06566666666667
TWIST1	1.257
DDX56	-1.11566666666667
TRAM1L1	1.438
EPO	-1.2655
MRPS18B	-0.371
ZNF682	-0.450166666666667
RPL14	-0.099
MAFF	0.31325
LOC51136	0.79275
LY96	0.85525
DDX20	-0.4095
ABTB1	0.0196666666666667
ARL5A	0.3927
CCT6A	-0.4955
HEPACAM	0.5665
EHHADH	-0.160666666666667
RBAK	0.934
CGB1	0.8985
ITGB5	0.7367
YIPF3	-0.1905
FKBP2	0.2475
NR1D1	-0.3565
TMEM110	0.0205
NEK2	-2.30566666666667
PRAMEF8	-2.92475
C20orf52	-0.724833333333333
PCDHGA3	-0.9645
VWA3B	0.2285
NDUFA5	0.702875
THAP9	0.476
FLVCR2	0.38
AP1S1	-1.938875
SMAD6	-0.25575
SAV1	0.56375
SAT1	1.0745
ZNF251	0.72725
ADAMTS7	0.3356
RPP38	0.08775
C1orf211	-2.3135
YPEL2	2.3312
RBMS1	0.4245
ZNF445	-0.384333333333333
NRXN2	1.16
PGBD4	-0.35575
UGT2B28	-2.87775
WBSCR16	-0.2938
NLRC3	0.081875
ASTL	0.00275
ST6GALNAC1	-2.82375
ZADH2	-0.2695
MLLT4	-0.109833333333333
ARL6	1.14
MEF2C	0.6715
CBFA2T3	-0.4945
AFF3	0.425928571428571
COG7	0.2875
MYB	1.00633333333333
PLXNA3	-0.024
XRCC2	-2.4755
MMS19	-0.76775
ST8SIA5	-0.928375
CHPT1	-1.14583333333333
KIAA1712	-1.109375
OR6X1	0.4145
ACTR3	0.136
UGCG	1.10866666666667
OR4P4	0.384
