Hybridization REF	TCGA-A2-A0YK-01A-22R-A109-07
ITGB5	0.643
YIPF3	0.37975
FKBP2	-0.06025
NR1D1	0.8933
TMEM110	0.203
NEK2	-2.17666666666667
PRAMEF8	-3.4545
C20orf52	-1.0005
PCDHGA3	-0.572
VWA3B	0.69825
NDUFA5	-0.15325
THAP9	0.096
FLVCR2	-0.023
AP1S1	-1.542625
SMAD6	-0.2825
SAV1	0.96275
SAT1	1.111
ZNF251	0.418125
ADAMTS7	0.6065
RPP38	0.084
C1orf211	-1.5855
YPEL2	1.39545
RBMS1	0.01125
ZNF445	-0.404333333333333
NRXN2	0.862166666666667
PGBD4	0.02225
UGT2B28	-2.0445
WBSCR16	-0.502
NLRC3	1.4135
ASTL	-0.0035
ST6GALNAC1	-1.05575
ZADH2	0.15575
MLLT4	0.209333333333333
ARL6	-0.4205
MEF2C	1.15175
CBFA2T3	0.263
AFF3	1.1525
COG7	0.064
MYB	-0.695833333333333
PLXNA3	-0.2595
XRCC2	-2.12916666666667
MMS19	-0.60425
ST8SIA5	-0.9215
CHPT1	-0.459666666666667
KIAA1712	-0.066
OR6X1	1.4635
ACTR3	0.229
UGCG	1.26416666666667
OR4P4	0.0275
ZAP70	-0.928
LPP	1.625
ZNF485	0.51225
PTPRCAP	1.68875
IL12RB1	1.1975
ATRX	0.2693
CHST8	-1.21125
C14orf109	-0.35475
ARV1	0.224
NMB	-0.176714285714286
COX5A	-0.935333333333333
EIF6	-0.7375
MPPED2	0.761166666666667
SEMG1	-0.816
CHRDL1	1.7165
TRAF3IP2	0.97975
WNK2	0.06775
LILRA4	4.196
LAMA2	4.919
PXT1	0.0835
RLBP1	-2.83875
CD300C	1.2555
SLTM	0.430125
FLJ10404	-0.33025
APOBEC3D	-1.706
RENBP	0.527833333333333
ATXN7L1	0.348375
NID1	0.18125
TUBGCP3	-0.31225
ITIH5	2.1545
CCDC110	1.8735
C8A	-3.52525
MGC87042	-0.929
HOXC13	-0.52875
TFDP2	-1.5025
HCP5	2.2025
POLI	-0.865
UCN	-1.391
ZNF764	0.289333333333333
C8orf45	-0.3565
FHL3	0.3025
SPATA5L1	-0.8955
MMRN2	3.6595
NDST1	0.7765
COL20A1	-0.3995
ZNF248	-0.101166666666667
PELP1	-0.7705
MBL2	-2.7465
RNF41	0.532
C5orf24	0.231875
THOC5	-0.342875
SERINC3	0.555916666666667
RP11-151A6.2	0.4855
CDCP2	0.69575
HIST1H2AA	-0.3085
C11orf75	0.194166666666667
FKBP7	-0.3315
DDOST	-0.2055
GPNMB	0.165333333333333
TTF2	-1.7255
KCNT1	0.1545
SLC39A14	-0.725
NGRN	0.4499
GPR137B	2.14175
MECP2	0.4455
PSMA1	-0.7795
C16orf73	-5.145
TMEM60	-0.5165
CSN3	4.0455
NOS1	0.0446666666666667
RAB7L1	0.5075
YBX2	-1.0415
KIAA1166	-0.372625
FUBP3	0.0075
ABCG1	1.9025
ACACA	-1.01183333333333
ARL11	0.8918
ATOH1	-0.577
ODF1	0.0541666666666666
CREB3L3	-1.91833333333333
TMEM127	1.11435714285714
DSCAML1	1.434
PLN	4.44683333333333
LYPLA1	0.382833333333333
PRDM9	-1.836
SASP	0.8195
PLUNC	-0.315666666666667
INTU	0.1235
HISPPD1	-0.52075
LNPEP	0.536833333333333
YARS2	-1.02416666666667
APCDD1L	-0.155
ZCCHC4	-0.3715
FBXO22	-0.801166666666667
TTLL13	-1.1645
ZNF669	-0.2885
PTGDR	3.665
DDX27	-0.649
KIAA0409	-0.5085
GJB6	0.303
ASB8	1.05225
PLP2	-0.165333333333333
MEPE	0.0335
OR10J5	0.051
KRT222P	1.88175
COQ7	-0.283166666666667
C1orf101	1.34575
RERG	2.5978
CHMP5	0.1245
THAP11	0.044125
ZNF43	0.0395
ZRANB3	-0.892333333333334
KRT13	4.246
MRPL19	-0.995375
RBBP9	-0.150625
SPATA17	0.476875
BXDC5	0.210666666666667
PAFAH1B1	-0.76525
MAGEE1	0.19975
OSTF1	0.47125
KIAA0323	0.413166666666667
TXNDC13	0.0691666666666667
CNTN4	2.98925
LCE1B	-1.013
UNQ501	0.405
ZNF154	0.3655
C3orf64	0.718
SYT5	-0.4631
PON1	1.15783333333333
FLJ10357	0.280375
ATP4A	0.023
GNPDA1	-0.402
MGAT1	1.2175
C14orf121	0.3315
SLC35B2	-0.5105
MIER3	0.403
CHEK1	-4.025125
ZNF8	-0.430166666666667
TXNDC1	-0.6155
CKB	-1.3508
RTN3	0.181857142857143
FZD2	-0.98
PART1	1.584375
PSMB6	-0.5905
PCDHB8	-0.876
PHC3	0.8972
PPP1R8	-0.950333333333333
NOVA2	1.80016666666667
TNFRSF11B	-3.562625
GOLPH3	0.4115
UBLCP1	-0.36
SUHW3	-0.69175
TTLL1	0.8765
OPN4	0.1125
OR13G1	0.093
ZPBP2	-0.354666666666667
HSD17B11	-0.402625
C9orf50	-0.3665
DHDDS	0.3235
CTSW	2.7741
NEFM	-2.55066666666667
MRPL28	-0.71825
SYN1	0.161
PIGV	-0.473
ZIM2	-0.59375
APBB1	0.842166666666667
SND1	-0.28975
C1orf123	0.264
CHD3	-0.0455
BHLHB8	0.04775
RNASE2	0.3605
BCAP31	-0.033875
SLC25A44	0.292166666666667
CHD6	-0.1968
PIB5PA	2.74553846153846
SELS	0.340625
LOC541471	-0.978375
FAT2	3.3735
ZNF81	-0.3705
OR4C16	0.269
FLJ10081	0.1096
LRRC4	0.70775
CS	-0.729333333333333
N4BP2	-0.184375
IGFBP7	2.92775
ZNF318	0.0661666666666667
NDNL2	0.3735
ZNF609	0.20125
SIRT4	-0.1595
EXOSC10	0.208
ECE2	-0.200583333333333
OVGP1	0.78975
GTPBP3	-1.36575
PACS2	0.3518
C19orf36	-0.383333333333333
ARL4C	0.504875
ATG4B	-0.3925
UBQLNL	0.4705
RHOXF2B	-3.709
PLEKHG2	-0.1415
GALR1	0.132
AQP4	1.24816666666667
HDAC7A	0.369833333333333
DCUN1D3	-0.05975
OR8A1	0.1855
CCRN4L	-0.45975
CBR4	-0.6415
KIFC1	-2.83883333333333
SLC7A14	-1.256
LHX5	-3.488
TRPC7	-0.1445
LPXN	0.55975
SERPINA1	-2.2995
RPS13	-0.1405
BPIL3	-0.0415
PRKAA1	-0.86675
FADS2	-0.863
ENAH	0.233625
PRO1768	-2.703
APBA2BP	-0.22825
LIPH	2.189
C3orf33	-0.39025
RCC2	-0.137571428571429
ALDH1A2	-2.7754
RNF103	1.46375
AHCY	-0.800875
ALG12	0.5045
CCL17	2.6985
ZNF543	0.797333333333333
ESRRG	2.3381
CNGA1	1.39275
RDH5	1.06933333333333
OTX1	-1.2833
PTGFR	0.291833333333333
CDR2	0.153625
SELE	5.72125
NLGN2	-1.05666666666667
EXOSC9	-0.9465
ZNF566	0.269666666666667
KLRC2	-4.3995
GPR12	0.428
KIAA0196	0.4085
PDRG1	0.27625
SSR3	-0.904857142857143
MSI1	-0.9355
CST9	0.232
CC2D1A	-0.062
PLAGL1	0.697611111111111
ZNF778	-0.714
RNF2	0.887375
KLF6	1.558
THBD	3.02366666666667
tcag7.1314	1.5645
NR5A1	-0.5125
ABCD2	1.722
DNAJC7	-2.18475
CLEC4C	2.6435
TM2D3	0.27825
CCDC4	-1.8415
PLAC2	0.0785
DCD	5.491
FAAH	1.901625
POLA1	-0.934833333333333
TM7SF2	-0.126375
FLJ39822	0.885166666666667
FLOT2	0.2765
MAP4K1	0.846
SRP68	-0.028375
C21orf74	-0.956
ARPC5	0.151625
LOC126075	1.87675
HECW2	1.565375
ZDHHC4	-0.2085
ANKRD42	0.8138
PDE9A	0.618833333333333
ABCA8	3.77175
NDUFS2	0.06625
UBR5	-0.47825
BTBD16	-3.06525
LOC554174	0.828
ZNF20	0.798
KIAA1843	-0.424
WDR17	-0.181857142857143
C15orf33	1.0795
RNF113A	-0.29275
CAMKK1	-0.1804
CLCN2	-1.154
ANXA6	-1.421
LOC340069	1.0885
EMID1	0.49775
DPM3	-0.469416666666667
ELA1	-0.041
SLC25A13	-1.3699
KRT24	2.16475
SMPD1	0.541333333333333
TH	0.316625
COL6A2	1.22628571428571
ANKS1B	0.0205
GPR126	-2.1542
ZC3H12A	0.812333333333333
TMEM47	1.46466666666667
C2orf51	-0.241166666666667
C1orf88	1.55416666666667
HSF2BP	-0.215
AKAP10	-0.01025
RPAP3	-0.404
KLHDC8B	0.5645
STOM	1.3045
MUPCDH	-0.089125
C10orf72	0.32575
PLEKHA3	0.611083333333333
TCP11L1	-0.65275
CWF19L1	0.251625
SPEF1	1.02630769230769
YSK4	-0.22075
ELN	3.039
SAMD8	0.0103333333333333
MPI	-1.234
MEPCE	0.0168
ABCC3	-0.842875
NANOGP1	-4.295
KCNK17	2.036125
HLA-DMB	4.67833333333333
RRAGA	0.83175
ANGEL1	-0.4895
RBM32B	0.296
CPN1	-3.59
MGC52282	-0.4006
HLA-A	2.29558333333333
OR9G4	0.2395
EDNRB	0.9815
SCD	-1.52728571428571
C14orf80	-0.714166666666667
BAGE2	-0.512
RABL4	0.9365
RCVRN	-0.1165
SHANK1	-0.0475
NLRP7	-1.51
CD226	2.006
STAT3	1.0925
SYNJ2	-0.0777
TPCN2	0.772333333333333
WDR36	-0.582833333333333
MBD4	-0.197
ROBO1	-0.3881
ST3GAL6	-2.0455
SLAMF8	3.63383333333333
ATN1	0.305166666666667
GPR141	0.7895
KRT36	-0.339
TPH1	0.922
DDX52	-0.829
ZSCAN29	-0.289333333333333
TRPT1	-0.3485
DPEP3	0.6075
DENND4A	-0.223125
TSPAN16	-1.2955
PTCHD2	0.0535
LOC145814	-0.7165
CAP1	1.06666666666667
EIF5A2	-0.9848
NT5DC3	-0.893625
SEPT9	-0.733125
SEZ6L2	0.1065
EGFLAM	3.827
VPS11	0.563625
NDUFB5	-0.565333333333333
CIDEA	4.4095
IER5L	-0.58575
N6AMT1	-0.97925
FAM83C	-0.58975
OXR1	0.418083333333333
IRX1	1.4695
DGKB	-0.565166666666667
GCN5L2	-1.49175
MIR16	0.42875
FBXW9	-0.2375
WDR4	-2.03366666666667
PDC	-0.255
VPS33B	-0.11725
HEXB	-0.28775
FLJ32214	0.074
TCEB3	-0.8485
CRLF1	-1.9435
ABI3BP	3.672
C8orf22	-3.95175
PYCR1	-1.351875
KIAA1706	1.205
CDK5R2	0.37725
WAS	0.986
C12orf60	-1.83575
CCBL2	0.479625
MADD	0.42575
C5orf34	-1.84975
WDR42A	0.6273
KLF12	0.526125
HSPA1A	0.3855
ITM2C	-0.756916666666667
DAPK2	1.99183333333333
LOC442590	0.946
SUMF2	0.46175
CENPA	-3.01315384615385
TMED5	-0.315125
CDH6	-0.0851
BRP44	0.287625
THG1L	-0.79875
GABRA2	-0.79425
C14orf166	-0.4995
MYL1	-1.64733333333333
TNFSF18	-0.861
PAP2D	-1.76016666666667
PPIB	-0.23325
KLHL4	-0.36675
SFN	-0.709666666666667
CCDC127	-0.2015
FRAP1	-0.19175
GOLGA5	0.682
SDCCAG1	-0.195
MGC21675	-0.116
C10orf95	-0.68825
KIAA1345	-0.156
C1orf163	-1.5085
LACE1	-0.6815
OR10K2	-0.4625
CENPN	-2.95856
TMED2	0.6955
UGT1A6	-1.264
ANG	-0.2905
U2AF1	-1.452
CASC2	0.0636666666666667
NMT2	0.185833333333333
OSGEPL1	0.00550000000000001
DFNB31	-0.962
SLC6A20	0.6975
DKC1	-1.0475
FXYD4	-0.8875
WDR64	0.5625
MGC5590	0.0875
CREBZF	-0.777666666666667
DAZ1	0.19975
PRPSAP1	-0.3745
GCHFR	-0.5145
TTC7A	-0.377625
LOC196993	0.923
UBD	3.01766666666667
S100A1	0.54775
RPL6	0.470833333333333
DNAJB6	0.33905
NAGS	0.3892
C2orf58	1.059
KERA	1.09066666666667
MT1X	0.3515
UBE2B	0.6301
KEAP1	0.18925
MST1	-2.764125
OMA1	0.596
ABLIM2	1.77125
BCL2L13	0.0198333333333333
JAZF1	0.833666666666667
TMEM63B	0.158
S100A8	0.7667
ARFIP2	0.6195
UROS	0.54925
KHDRBS2	0.3665
POLQ	-3.337375
SOAT1	-1.18525
SPAG4	-2.07475
MRPS30	-1.229
LOC494141	-0.718
OR2T11	-0.029
ORAOV1	-0.2308
ZNF184	-0.109333333333333
TCEB3B	-0.0471666666666667
ADAM21	0.1055
GDPD1	-0.1
SPINLW1	0.81675
PRR14	0.0661666666666667
KCTD9	-0.7545
NUDT3	-0.06575
KIAA1822	0.874
HIST1H4K	0.2965
DFNA5	-0.944
GABPA	-0.20475
C14orf44	1.27
POLB	0.08975
PTAR1	0.13175
SEC31A	0.8683
TRIM58	-1.6735
TAS2R14	-0.1025
VPS8	0.685125
H1F0	0.321666666666667
PRKCB1	-0.1055
UGT2A1	0.2165
TOR1B	-0.4675
LSS	-1.18891666666667
C2orf19	-0.087
HNRNPC	0.1895
TMEM100	0.376
LOC116349	-0.631
OR51M1	0.275
CCDC142	-0.9895
ISG15	1.0373125
ZCCHC14	0.168375
CREBL2	1.0795
TGDS	-1.211
DC2	-0.8045
CACNA2D3	0.832428571428571
ZNF429	-0.190125
LYPD6	-0.306666666666667
SUCLG1	0.0365
OR51I1	-1.431
MAGEH1	1.3805
PRPF40A	-0.4575
SMR3A	0.839
SPINK2	0.75775
THAP2	0.525625
NPY5R	0.99175
IRF4	-0.03125
SPESP1	0.538833333333333
OR10S1	0.191
DTD1	-0.55825
TUBE1	-0.255
DDX19A	-1.052
PDPN	-1.014125
TMEM34	0.583583333333333
MGAM	1.99825
COL3A1	5.80482352941176
GFM2	-0.324
OR5A2	-0.469
PSG9	-1.5505
ARHGEF11	0.0586666666666667
IVNS1ABP	-0.297625
SIGIRR	1.00225
DUSP19	-0.554375
DNAJC14	0.2929
ACSS1	1.146625
IL1RAPL2	0.7245
C4orf30	-0.3995
SEPT4	2.754
LANCL3	-2.443
SPAG17	0.709
PRDX3	-0.02525
HNF1A	-1.865
P4HA2	-0.829125
RFWD3	-0.9715
MOV10	0.00275
DNAJA5	0.398285714285714
LOC729440	0.25275
LOC200383	0.681625
SMC2	-3.0235
MIXL1	-1.56216666666667
TMEM9	-0.2715
FAM86A	0.358
ZNF174	0.0519
MYH14	-0.769
CCR8	0.578
VPS37C	0.513
GPATCH1	-0.00416666666666667
B3GNT8	2.029
TBX4	-0.707
CNR2	1.925
PCDH1	1.60325
C5orf29	4.866375
OCIAD2	0.4415
PLCG2	2.0115
KIAA0247	2.159
HRH3	-0.66
CAPN13	3.741375
CCR1	-0.2324
MGC15523	-0.168833333333333
UVRAG	0.739833333333333
DNAJA2	-0.0698333333333333
ITGA2B	-1.22766666666667
CLDN5	4.15625
PTPRN2	1.39392857142857
ZNF512	0.417333333333333
PSAP	1.05357142857143
CCDC140	-0.3545
LRRC55	0.128666666666667
CYP26C1	0.765
C8orf47	1.74225
LYN	0.555875
DUSP6	1.06116666666667
TGFB3	3.26273333333333
ELK1	-0.6833
PCDH11Y	0.4605
HGD	0.34325
C17orf58	-0.60075
MYO3A	0.279
SERPINE2	-2.96483333333333
AARSD1	-0.885625
C14orf73	-1.06025
ADAM33	0.55625
ZNF491	0.994
MAPK6	-0.772166666666667
TCN1	5.24633333333333
SLC24A6	0.905
UBE2R2	0.22125
H1FNT	0.149
TATDN2	0.404
LILRB1	2.146
P2RY5	2.5655
NUCB2	1.14275
C2orf37	-0.23325
SNX27	0.2855
MTA3	-0.018875
FOXO4	0.369
ID4	3.14066666666667
SOX5	-1.44466666666667
PXMP3	0.570875
OR52M1	-0.233
SFT2D3	0.386875
INA	-3.5905
MCOLN1	0.697
NFIX	1.1846
CLEC14A	5.60783333333333
HIBCH	-0.447833333333333
PLA2G5	2.434
TIMM10	-1.1815
MED17	0.1139
COL4A4	1.1275
TPP1	0.750833333333333
GJA3	-1.501
TMPRSS5	-0.7495
AADACL3	0.3985
DNMBP	0.364
ENPP5	4.687
NQO1	-0.4212
ZSCAN2	-0.542125
SEC24C	0.0391666666666667
GTF2A1L	1.1995
AXIN2	-0.4233
FAM33A	-2.16275
C16orf13	-0.563875
SPNS2	1.646
TAF1	0.07525
AP1G2	-0.326
RBM42	-0.257333333333333
HCN2	0.278666666666667
EFHB	1.882
RUSC1	-0.116166666666667
GRIK5	-0.0975
USP21	-0.015
ATAD3C	0.4585
ORMDL2	0.090125
PRSS7	-3.47575
PSAT1	-4.4295
FLJ13195	-0.449833333333333
TBC1D1	0.616166666666667
IFNG	3.70025
OTOS	0.253166666666667
ZNF773	0.724666666666667
EMD	-1.54825
RETN	0.0745
CCL8	4.817
APH1A	-0.787125
COX18	-0.715875
GTF2IRD2	-0.57175
CCDC82	-0.213583333333333
PAFAH2	0.4143
NPEPL1	-0.865
RP11-114G1.1	1.165
TP53INP1	1.53325
ZNF300	-0.274
FOXL2	-2.85075
LARP2	-0.0521666666666667
LATS1	0.367
HTR6	-0.05
SPOCK2	2.36833333333333
RNF144B	3.53316666666667
HTATIP2	-1.108125
MGC10334	0.432083333333333
CENTA2	2.16266666666667
FGF2	0.65375
FXYD7	0.37125
PHYHIPL	-2.303375
GPR34	6.537
DDX6	-0.489666666666667
OR10W1	-0.034
LHFPL1	-0.485
ZNF313	-0.220571428571429
VPS28	0.738
AP3M1	0.5512
AKR1CL2	-0.29925
TRAF4	-1.280625
OR2B11	0.051
C19orf12	0.562
AKAP9	1.25066666666667
C1orf62	-0.346
SLC20A1	-1.4573
FAM112A	0.381
LDB2	2.014
MRPS23	-1.626
KLK5	3.67875
SPTB	-0.2025
EFEMP2	0.881
EFNB2	2.285625
PCM1	0.157571428571429
NMNAT3	2.0305
TSG101	0.294166666666667
C8orf40	0.355833333333333
NOB1	-0.77975
ABHD3	0.2355
GTF3C4	-0.329375
PIGN	0.428
GALNTL1	1.5075
AEBP1	2.10775
OR9Q1	0.3675
ANKRD2	0.01875
CCL28	1.2875
TRIM38	1.27416666666667
TMCC1	0.11375
SMG5	-0.1715
LRRC7	-2.344
NCAPD2	-1.717
C6orf153	-0.523
C1orf74	-0.44525
OTUD6A	-0.0685
DCP2	-0.919833333333333
TMEM24	-0.2685
RPL18	0.389833333333333
TMEM177	-0.649
LRRC37A3	1.53875
C1D	-0.091
LDHC	-0.70025
UBE4B	-0.147833333333333
NIT1	0.450875
BTN3A3	1.883625
RASD1	2.749625
COMMD3	0.05375
SHFM1	-1.06825
BIRC8	-0.11775
DUT	-0.978
C12orf51	0.137
LRRC59	-1.46266666666667
LY6H	0.884
WDR22	0.748666666666667
EDEM1	-0.0652142857142857
ADH1A	3.5905
PANX2	-0.7067
CYP11B1	0.404
CDC73	-0.4965
GPR172A	-0.49025
GSTM3	1.14653846153846
KCNA5	1.875125
SERAC1	0.314666666666667
NFATC2	0.707
ANAPC5	-0.2166
C15orf24	-0.05025
NFATC2IP	-0.64375
TNRC6C	0.5805
MGC102966	0.8285
FGD5	1.97833333333333
MED9	0.044
RAB13	0.289833333333333
C15orf49	0.226
CRYGS	0.3413
C12orf53	-1.1062
LOC283693	-0.25
COX6B2	-0.278625
PHF14	0.4535
FAM3A	-0.712625
RPL13	0.4094
PRDX2	-0.359
FLJ34047	-2.08
PRMT3	-0.812
KCTD19	-1.4765
TRIM10	-0.715166666666667
MGC26597	-0.274
GCNT4	0.00425
GPRASP1	2.1165
CDKN1C	0.0120833333333333
RHBDL2	0.6352
HSPH1	-1.23525
AQP1	3.876
COL17A1	2.7746
GFAP	0.352625
CDC16	0.22375
KIAA1614	0.556
C6orf118	-0.435166666666667
ZSWIM5	-0.5125
FAM83F	3.63375
LYNX1	0.9035
SYNPR	-1.1175
XG	3.20666666666667
PRSS16	0.716
KIF13B	1.80135714285714
PCDH9	0.945375
HIST1H2AH	-0.232166666666667
RBM18	-0.86875
ZNF626	0.45775
HEXIM2	-0.302
ITFG1	-0.2105
TUBG2	-1.501
SFRS7	-0.276333333333333
C9orf14	1.3235
EXTL1	1.01575
GBP3	2.40383333333333
WDR5	-1.59025
RARG	0.252
MYO7A	-0.45625
CECR6	0.481
C13orf3	-2.33875
SFRS18	-0.651625
ACVR1B	0.128666666666667
PSMD1	-0.3922
C7orf31	0.2165
ILVBL	-0.408
IFNGR1	2.1845
RNF186	4.45375
NOL9	-1.287
MAGEL2	0.3375
SLC29A2	-0.5285
NHSL1	-1.112
RBMX	-0.0545
PSORS1C2	0.04675
RAD51L3	-0.465
LCN6	2.3905
ORAI2	-0.380375
BRUNOL6	0.0252
OR4K5	-0.1475
CDC123	-0.66525
MSLN	-2.266
WWTR1	-1.2595
ZNF700	-0.186833333333333
COBL	1.055
PPP1R16B	1.8305
GAS7	1.0262
MDN1	-0.46625
HAAO	0.3435
C9orf68	2.36175
TNFAIP2	1.11375
FOXN1	-0.234
hCG_2033311	-0.121666666666667
ATP6V0D2	1.1453
RPL41	0.620375
SLC38A1	0.656375
ARHGAP6	-0.147
ADAD2	0.15375
PHF20L1	0.1139375
MCM3AP	0.0835
ST3GAL3	-0.0558333333333333
SNX1	0.464333333333333
ELF5	5.17125
PARP3	0.74125
RBM8A	-0.3685625
LINGO4	0.165
ITGA9	1.6655
ZFR	0.1075
ACSL6	0.60025
FLJ20699	0.0064
DAOA	0.00266666666666666
FABP4	6.4915
KCNB1	0.40875
CANX	0.18
SLC25A28	0.869
ADIPOR2	0.27925
ECHDC2	1.9995
SMA4	0.154
FRZB	4.203625
PABPC1	0.0185
DMRTB1	-0.885857142857143
APOBEC3G	1.933
CATSPER2	-0.343833333333333
CUEDC1	0.111
STARD9	-0.039125
CLDN8	6.4865
LOC23117	-0.0575454545454546
E2F6	-0.600944444444445
TMEM126B	-1.3045
DPY19L4	0.1105
GIMAP5	3.27366666666667
NDUFA9	-0.2925
FAM77C	-4.755
CTPS2	0.2825
LOC51035	0.51725
WDSOF1	-1.59475
EGLN3	-0.860125
PITX3	0.264333333333333
OR52E8	0.0315
GRM4	-0.217
KLK1	-1.629
GPM6B	1.26625
RRAGD	-0.545833333333333
PAGE5	-3.246
UCHL5	-1.66516666666667
ULK3	-0.5665
AIM2	2.73883333333333
PNO1	-0.712666666666667
OR2F2	0.3395
GNAT2	0.0315
SIX1	2.57325
ST13	0.45775
ZBTB44	0.024875
TIMP2	-0.4965
ZMAT4	-3.7715
GTF2IRD1	-0.803166666666666
ZNF19	0.836666666666667
ZNF714	-0.8835
RSC1A1	0.2395
C9orf80	-0.0075
PSMA8	0.774166666666667
TMEM141	0.22925
COX4I1	-0.1765
CTAGE1	0.277666666666667
DTWD1	-0.88575
HSD11B1	2.2295
KRT6B	4.906125
ARID4B	0.922375
LHFPL3	0.282
WWP2	0.303333333333333
ZNF326	-0.653833333333333
RGPD1	-0.259
CTSH	1.49
FASTKD1	-0.450375
PAF1	0.4885
TTC9C	-0.24625
IFT57	0.5193
PRSS36	-0.372
IL20RB	-2.4145
ZNF592	-0.0258333333333333
DCTD	0.2167
CFP	3.19275
MFNG	1.22125
JMJD2B	0.71025
ALDH3B1	-0.288875
THSD4	1.05983333333333
KCNJ5	2.6015
LMNA	0.211333333333333
TBCD	-0.01025
ZNF250	0.076
CASQ2	4.13016666666667
PEG10	-3.12408333333333
PRAME	-5.31713333333333
NP	-0.36875
TRIM59	-0.7445
ZNF12	0.347625
XTP3TPA	-0.35075
SIGLEC7	0.3202
PANK4	-0.31575
FAM70A	-1.23116666666667
SNED1	0.60025
HIP1	-0.2283
RAET1E	-1.17966666666667
AMAC1L2	-0.745
AHNAK2	-0.241166666666667
TOE1	-0.243833333333333
RECQL4	-2.123
SPRYD3	0.52925
DPAGT1	-1.055
MAGED2	1.9149
ANKRD55	1.37625
TRPS1	3.35516666666667
DOK7	-1.9705
TFPI2	-5.77725
GTF2H3	-1.454
CYP4F11	-0.023375
LHX2	-3.32883333333333
ATG16L1	1.25683333333333
ASB12	0.4395
C1orf116	3.3585
NF2	-0.35575
POM121	-0.324
PHYHD1	1.9119
TXNDC17	-1.48916666666667
DKFZp779O175	-0.681
NUP62	-0.234571428571429
MYO18B	-0.773833333333333
PRAMEF1	-0.0155
TCBA1	1.27375
TMEM168	0.69075
FJX1	-0.215333333333333
CLCF1	0.43625
SEPN1	0.491625
IGSF2	1.797
NUDCD1	-0.8265
TFF3	1.95416666666667
NDFIP1	0.628142857142857
CHCHD4	-0.913
TNR	0.114
CUTA	-0.00616666666666666
USP44	-3.004
DPP10	-0.365333333333333
IWS1	-0.345166666666667
PCGF1	-0.05225
SULT1C4	0.488
NTF5	2.684
PTPN13	-0.2005
SSTR5	0.4275
SFRP1	3.049875
IDH3B	-0.497875
SUOX	0.524833333333333
TMCO5	0.3385
GOLT1B	-0.58675
MIB1	-0.119928571428571
PCDHGB1	0.133
SUSD1	0.541
ICAM5	-2.80066666666667
PAPOLB	-0.0615
URM1	-0.4117
TMEM106B	-0.395
LRIG2	-0.41225
SLC27A5	-1.083
CLIC6	1.2024
ZNF420	0.412166666666667
SCN9A	-0.7906
KIAA1909	0.44975
ELMOD1	-2.013
PRKAG1	-0.12575
FAM64A	-3.31222222222222
EEF1G	0.3514
SMAD5	0.43975
INCENP	-2.565
WASF2	-0.8015
GARS	-1.086
CDK10	-0.6278
HLX	1.51666666666667
MDM4	-0.241125
ZNRF1	-0.759
HHATL	-1.717
FAM21C	0.6329
HIST2H3C	-0.14625
PFDN2	-0.224125
ZNF200	-0.62475
NDN	0.4065
HBA2	-0.354333333333333
FBLN5	2.5325
PUM1	0.388214285714286
TNNT1	-4.38133333333333
C19orf59	-1.00433333333333
HNRPH2	0.4925
RAB7A	0.359833333333333
PMS2	-0.79475
BIRC3	1.1045
NRSN2	-0.14575
OR52K2	0.386666666666667
SPOCK1	-0.133642857142857
H2AFY	0.343
RXRB	0.02075
ZNF638	0.229166666666667
ANKRD45	0.1725
ACTN4	0.225
FXC1	0.196
EIF2B5	0.5565
VPS33A	-0.165
PINK1	0.529125
FAM106A	-0.5925
SKIP	2.82275
GAPDHS	-0.0273333333333333
MUM1L1	-0.265
PSTPIP1	2.3555
CNTNAP1	-1.5851
CYP26A1	-3.234
APOL2	0.9527
TACC2	0.812375
COX7A2L	-0.128
HSD17B1	0.296875
ARRB2	0.47225
SLC7A6	-0.436
HSD17B10	-0.212
RBJ	0.158
NUP155	-1.89875
MRPL10	-0.582
CYCS	-1.11875
CCDC46	0.8635
TECTA	0.3885
GNAL	-0.16875
LPO	-0.17
PEBP4	1.97225
DDX11	-1.69125
C18orf12	0.267
TAF9B	-0.1385
IMP4	0.069
RPA4	-1.0725
NDUFS1	-0.9915
UPK1A	-1.05433333333333
ARRDC2	0.790166666666667
C18orf20	-0.0945
AES	0.293571428571429
CD2BP2	0.447666666666667
C16orf54	1.2265
UGT2B17	-0.88775
FGFR1	0.471636363636364
CEACAM6	3.0756
CHRM5	0.15375
CERK	-0.449875
AP3S2	0.460142857142857
ANKS4B	-1.81575
CLCNKA	0.052
ZNF208	-0.183333333333333
HLA-DRB5	5.074
CARKL	-0.6655
GOT1	-0.0485
CASP6	0.92725
HOXA1	-0.0895
RCL1	-0.22725
ZNF181	1.03566666666667
RAB40B	0.6425
MRPL38	-0.322625
LRRN2	0.55025
C3orf25	0.177
OR5D14	-0.2245
OR10AG1	0.5755
BET1L	0.2659
FRY	3.94025
AK3L1	-0.70925
CSF3R	1.75816666666667
POLR3K	-1.05533333333333
ATG2B	0.889166666666667
EPS8	0.592
DARS	-0.538875
C10orf56	1.48083333333333
DAD1	-0.174666666666667
RIOK1	-0.417666666666667
HERC2	-0.2975
HSD11B2	0.478
FAM96B	-0.6635
MGC13057	0.334875
BSN	-0.05725
CAND1	-0.147166666666667
HCST	2.9025
ACTR10	0.262666666666667
OR8D4	0.3455
NASP	-1.3654
COL9A2	1.16033333333333
LYZL1	0.26
GPC5	-2.76625
TBL3	-0.596833333333333
CENTD2	0.8624
