Hybridization REF	TCGA-BH-A0BV-11A-31R-A089-07
ABCF1	-0.9655
FCF1	0.0758333333333333
LRRC49	0.10175
GUCY1B2	-1.219
C1orf177	0.254333333333333
SMARCA4	-0.551357142857143
LRP8	-4.14466666666667
TAGLN3	-1.15825
MRPL14	-1.03775
TTRAP	0.23725
ZDHHC20	0.41475
NFE2L3	-2.16225
KIAA1377	1.39375
PALMD	2.8343
TMEM43	0.4725
TTL	-1.52175
STAT5B	-0.841
SSB	-0.8805
OR10H5	0.2495
SLC22A13	-0.65325
AKAP3	1.14275
TIMM23	-0.4795
OAS2	0.762416666666667
KIAA0423	1.694
TRIM11	-0.0976666666666667
GLIS3	0.00637500000000001
TMEM50B	0.631666666666667
ARHGEF4	0.242625
DEGS1	0.695545454545455
TBL1XR1	0.283933333333333
G6PD	-2.33525
SP140	0.0532
MUC17	0.0272857142857143
NUDC	-0.8655
DNAJC5B	0.537166666666667
SCARA3	1.02033333333333
CPA3	4.832
BCAT2	-0.090875
MFN1	-0.2018
NRG3	2.0045
SNX11	0.00625
PLEKHH1	1.0805
GPR177	1.13933333333333
HCFC2	0.45
TCAP	-0.86275
MOCOS	-1.47325
C14orf93	0.08225
PRDM10	0.1035
SLC16A4	1.40408333333333
SRGAP1	-0.253
VIP	1.1395
DUSP27	0.913666666666667
LILRA1	0.4505
MC2R	0.288
MGC24103	-1.123
MBTD1	-0.513
FUT11	-0.901666666666667
USP33	0.6305
C15orf39	-0.659
MAP3K12	0.108375
PAAF1	-0.752166666666667
BARHL1	0.1905
FLJ16165	-0.595
PIWIL2	-1.28325
SYNE1	0.77
CMTM4	0.432
TSPYL1	1.2071
GUF1	-0.735
TMEM157	0.9355
WDR44	0.039
HIST1H3C	0.44225
DKFZp666G057	1.52825
RNPEP	-0.02975
GAS2L2	1.88
ADH4	-4.60875
GRPR	1.99866666666667
FBXL17	-0.376
ZBTB10	0.746416666666667
Gcom1	1.2065
HTRA1	1.0373
ZNF585A	0.487166666666667
SLC26A2	0.578285714285714
OTOP3	0.312833333333333
WISP1	-0.176555555555556
ATP2B4	-0.05975
FLJ10769	0.9755
CRAMP1L	0.21325
CHST12	-0.44675
RAB22A	-0.00408333333333331
TARDBP	-0.324857142857143
STAU1	-0.17625
CRB3	1.18133333333333
MIG7	-1.94775
CHMP1A	-0.45
ZNF160	0.653625
B3GALT6	0.010875
BARX1	-1.85966666666667
C6orf167	-1.25425
NXNL1	0.245
DHX29	0.2105
HADHB	0.217
PLXNB2	1.2185
ILDR1	-0.6255
SLC15A3	1.15425
GAS2	-2.2485
C20orf69	-0.16425
NUMB	0.246
TNIP1	0.62675
MESP1	0.987833333333333
PSKH1	-0.1305
NSFL1C	0.2435
RHOG	-0.1395
HEY1	-0.954666666666667
KNG1	-2.0245
ITGAX	0.8858
LIN9	-0.912
CANT1	0.560375
XRN1	0.2445
CCDC96	1.031
HEATR6	-1.60966666666667
GNG7	1.66566666666667
RUNX2	0.1395625
SOX1	-0.473333333333333
FCRL5	0.5683
ZNF99	0.792
FAM9A	-0.093
SNX22	-0.287166666666667
MBNL3	-1.87883333333333
ODC1	-1.8791
ADORA2B	-0.946166666666667
NR2F6	-0.222
ZFYVE16	0.450333333333333
SYNJ2BP	0.4722
POLE	-1.405625
E2F2	-1.417375
THRA	1.5515
PTGES2	-1.17766666666667
HIP1R	0.871166666666667
TMUB1	-0.8695
ENO3	-2.1785
RSPH10B	0.4475
CXorf39	-0.231375
IRGC	0.1155
GPR109B	1.72225
FLJ13305	-0.7515
LCE3A	-0.217
TNFRSF18	-1.20283333333333
DET1	0.4915
TRPM3	-0.057
C16orf79	-1.925
FECH	0.0923333333333333
RAP2A	0.276666666666667
CRIP1	1.0925
AZIN1	-0.747625
SLC7A7	2.07375
IL10RA	0.2975
TMEM64	-1.82775
CDC42EP4	1.9258
C16orf58	-0.4259
ARG2	-1.978
POU5F1P4	-5.10075
FAM62B	0.182
DNAH8	-2.4751
ASH2L	-0.33125
TSLP	0.519
CNTNAP5	0.117166666666667
TMEM16C	2.37775
IFNA14	0.091
SLC1A3	0.962875
CABYR	1.5735
BCL7B	-0.1122
NUDT13	-0.556333333333333
C13orf28	-0.37525
C1orf53	-0.51175
ARL6IP4	0.0719
RPL35A	0.448
EMR3	0.44425
RAB40C	0.222583333333333
SLC41A1	-0.351333333333333
LRCH1	0.90825
LY6G5B	-0.7825
FAM124A	-0.0900714285714286
MGC10981	-4.4295
CLIP3	0.8673
MAP4K2	-0.667333333333333
CHIC1	0.823
SULF1	1.613
C20orf30	0.174571428571429
PRDM5	0.2315
ELOVL1	-0.093
C11orf48	-1.450625
SLC39A10	-0.04175
KCNV1	-0.4665
ACP1	-0.268833333333333
ZMYM2	0.234875
B3GNT6	-0.155
C9orf69	-0.55625
C2orf15	0.6065
C20orf166	0.155
HSP90AA6P	-0.569
EDG7	0.036
NEURL	-1.338375
LPL	4.75116666666667
CLEC2D	-0.282923076923077
GRRP1	2.86583333333333
CD8B	-2.9635
HIST1H3D	-1.876
SLC6A12	0.2
FAM27L	-0.272
CD84	0.9822
RASA1	0.712
PHKG1	0.4295
MAGEA11	-1.6835
IMPA1	-0.1132
NPM3	-1.29825
RARRES1	5.20475
SH3BP1	-0.60925
B3GNTL1	-0.617
ARPC5L	-0.5445
KLHL26	0.81775
SIM2	-2.0305
GJC1	-0.486
C20orf194	0.84875
EXO1	-3.87175
SLC2A2	-2.76283333333333
LOC285074	-0.38125
LRG1	0.52525
KIRREL	-0.2135
PIK3R1	3.38971428571429
C4orf34	0.624
MAF	0.178777777777778
ADCY4	4.04416666666667
ZMIZ2	0.1602
SLC46A3	1.61933333333333
STAMBP	-0.123333333333333
CCDC16	0.8675
MS4A12	-0.015
TCF20	0.55975
LRRC46	0.35525
C20orf152	-0.1395
MRPS6	-0.602
ABCB11	0.468
KCNC2	5.91933333333333
CDH19	-0.556333333333333
C9orf123	0.8525
SSH3	0.7125
LDLRAD1	-3.1675
CCBE1	0.2145
ZNF135	1.847625
TAAR1	0.0595
WFDC12	0.2455
CCDC42	-0.395333333333333
FLJ12529	-0.1595
PER1	0.822333333333333
TIMM50	-1.29966666666667
SMARCAD1	0.0313333333333333
FAM26C	0.0835
TP53TG3	-1.32416666666667
SH3RF1	1.5552
LMCD1	1.855
GPR63	-0.676
FLJ21986	-0.87075
AIFM3	-0.797
MICAL1	-0.824833333333333
BLZF1	0.8015
IQCA	3.2515
PCDHGC3	-0.124
SAC	0.23275
BCL6B	2.29566666666667
DDO	1.3575
MARCO	3.754
DCHS1	1.64333333333333
C1orf170	0.407833333333333
CD200R1	0.804833333333333
C22orf15	-1.0525
SEPT11	-0.3145
ADNP	0.4625
UST	0.6101
C13orf34	-1.7205
RFFL	0.107214285714286
APBA3	-0.191
C2orf60	-0.2695
CUTL1	-0.6252
PMS1	-0.328625
ZNF689	-0.388
EIF3E	0.689
IL9	-0.594833333333333
RPL31	0.273375
LY9	0.0378333333333333
ATP2B3	-0.2115
KDELR2	-0.285041666666667
TFCP2	0.386125
NLRP12	-0.66425
FLJ45422	-0.5315
TLE4	0.5017
ZNF570	0.2195
FLJ43806	-0.23
TLK2	-0.381625
CIR	0.65025
MARS2	0.276
COL24A1	-0.1205
SDF2L1	-1.5315
HIBADH	0.961333333333333
IGFBP3	-1.26892857142857
C12orf23	0.7085
PSPC1	-0.20175
C20orf43	0.09675
TRAV20	-0.0925
ARHGAP24	1.713625
KIAA1975	0.411625
C1QA	3.1926
DNTT	-4.75166666666667
C10orf6	-0.3215
C11orf41	0.2445
HNRPF	-0.413625
COL11A1	1.84033333333333
UBAP2	-0.310166666666667
CDKN2AIPNL	-1.46
C20orf174	2.10175
SPRED2	0.58125
PLA2G12A	-0.104833333333333
ICEBERG	-0.293
SCN10A	-0.8045
C11orf65	-0.5075
GBP5	2.24825
PITPNC1	-0.831333333333333
POU3F3	-0.113
NCOA7	2.0605
LIN7C	0.2822
LOC348840	-0.76
NKX2-2	-2.918
ANKRD13D	-0.273375
LOC123688	0.18975
FUT2	0.886333333333333
TAAR8	0.4665
FZD4	1.34558333333333
PNMA3	0.0341666666666667
OR4L1	0.391
WIT1	-3.24875
EXOC3L	0.954
ATPBD4	0.2994
KRBA1	-0.10725
UBXD6	-0.531
HOXB7	-0.871642857142857
C7orf23	-0.1475
UNQ338	2.48625
STAB2	2.8385
CDC20B	-0.17225
IRF9	1.06625
CENTG1	0.558666666666667
TNPO2	-1.414
MCPH1	0.592
BMS1P5	-0.2345
SLC26A7	1.02875
HIST1H3J	-0.671
C9orf3	0.7731
LBH	0.662
MYO1D	0.63675
PTDSS2	-0.9615
NFU1	0.48575
DEPDC4	-1.08
WNT7B	-0.5034
GLP2R	-0.431
SETD4	-0.2527
DYNLT3	-0.4535
FKBP11	-0.581166666666667
SESTD1	0.781166666666667
FLII	0.55975
RPS16	-0.1255
CHPF	-0.234166666666667
CSNK2A1	-0.459
SUMO1P1	0.1475
FKBP6	-0.8525
ZNF214	1.7575
TWIST1	1.47616666666667
DDX56	-0.871833333333333
TRAM1L1	2.4008
EPO	-3.48733333333333
MRPS18B	-0.57725
ZNF682	-0.237
RPL14	0.315833333333333
MAFF	2.0455
LOC51136	0.041375
LY96	-0.24975
DDX20	-0.36275
ABTB1	0.828333333333333
ARL5A	0.1041
CCT6A	-1.4305
HEPACAM	0.193
EHHADH	0.763
RBAK	0.022
CGB1	-0.56325
ITGB5	0.7284
YIPF3	0.5675
FKBP2	-0.1765
NR1D1	-0.3339
TMEM110	-0.4075
NEK2	-3.56616666666667
PRAMEF8	-4.00525
C20orf52	-1.3245
PCDHGA3	-0.9115
VWA3B	0.41925
NDUFA5	-0.046625
THAP9	0.382
FLVCR2	-0.355666666666667
AP1S1	-2.057375
SMAD6	-0.474
SAV1	1.487875
SAT1	1.283
ZNF251	0.849375
ADAMTS7	-0.4125
RPP38	0.402
C1orf211	-2.79
YPEL2	1.3496
RBMS1	0.76875
ZNF445	-0.352166666666667
NRXN2	0.9665
PGBD4	0.05975
UGT2B28	-0.0305
WBSCR16	-0.5499
NLRC3	-0.515875
ASTL	-0.268
ST6GALNAC1	-1.86025
ZADH2	0.292125
MLLT4	0.969
ARL6	0.2395
MEF2C	0.73875
CBFA2T3	-1.215
AFF3	1.41842857142857
COG7	0.028
MYB	-0.152666666666667
PLXNA3	-0.411
XRCC2	-2.3095
MMS19	-0.069375
ST8SIA5	-1.015625
CHPT1	0.942833333333333
KIAA1712	-0.5865
OR6X1	0.508
ACTR3	-0.1745
UGCG	0.891666666666667
OR4P4	0.2355
ZAP70	-3.87525
LPP	1.488875
ZNF485	0.17675
PTPRCAP	-1.2015
IL12RB1	-0.02725
ATRX	0.586
CHST8	0.738
C14orf109	0.17575
ARV1	0.221
NMB	1.01957142857143
COX5A	-1.18733333333333
EIF6	-1.11275
MPPED2	1.23216666666667
SEMG1	-2.144
CHRDL1	2.8865
TRAF3IP2	1.58025
WNK2	0.544375
LILRA4	1.35466666666667
LAMA2	5.18975
PXT1	0.246
RLBP1	-2.07475
CD300C	0.192
SLTM	0.271375
FLJ10404	-0.3949375
APOBEC3D	-2.532
RENBP	-0.0331666666666667
ATXN7L1	0.0465
NID1	1.40675
TUBGCP3	-0.775625
ITIH5	3.28488888888889
CCDC110	3.106
C8A	-3.63825
MGC87042	0.1955
HOXC13	-0.51325
TFDP2	-0.9235
HCP5	0.985
POLI	0.70475
UCN	-1.37566666666667
ZNF764	0.1115
C8orf45	0.9725
FHL3	0.05075
SPATA5L1	-0.55525
MMRN2	3.10983333333333
NDST1	0.582833333333333
COL20A1	-1.09583333333333
ZNF248	0.177166666666667
PELP1	-0.611666666666667
MBL2	-2.91883333333333
RNF41	0.454125
C5orf24	0.065875
THOC5	-0.309
SERINC3	0.620833333333333
RP11-151A6.2	0.3605
CDCP2	-0.24575
HIST1H2AA	-0.37975
C11orf75	0.681333333333333
FKBP7	0.3615
DDOST	-0.166
GPNMB	0.2865
TTF2	-1.70666666666667
KCNT1	-0.194833333333333
SLC39A14	-0.845375
NGRN	0.4004
GPR137B	0.99075
MECP2	0.221625
PSMA1	-0.83025
C16orf73	-4.74575
TMEM60	-0.274833333333333
CSN3	0.5575
NOS1	0.0535
RAB7L1	0.561333333333333
YBX2	-0.4885
KIAA1166	-0.1835
FUBP3	0.270333333333333
ABCG1	-0.0685
ACACA	-0.939416666666666
ARL11	0.4877
ATOH1	0.2475
ODF1	-0.0825
CREB3L3	-2.297
TMEM127	0.886571428571429
DSCAML1	1.03925
PLN	2.4185
LYPLA1	-0.10225
PRDM9	-1.4995
SASP	0.78
PLUNC	-0.211833333333333
INTU	0.877
HISPPD1	-0.13475
LNPEP	-0.1825
YARS2	-0.391166666666667
APCDD1L	1.103
ZCCHC4	0.0141
FBXO22	-0.635666666666667
TTLL13	-0.5225
ZNF669	-0.298666666666667
PTGDR	1.7005
DDX27	-0.2985
KIAA0409	-0.0725
GJB6	0.767
ASB8	0.74275
PLP2	-0.400333333333333
MEPE	0.284
OR10J5	0.245
KRT222P	3.058
COQ7	-0.231833333333333
C1orf101	1.84675
RERG	3.2504
CHMP5	0.08525
THAP11	-0.01175
ZNF43	0.918333333333333
ZRANB3	-0.5715
KRT13	5.06125
MRPL19	-0.764625
RBBP9	0.169125
SPATA17	0.709625
BXDC5	-0.0333333333333333
PAFAH1B1	-0.553416666666666
MAGEE1	0.36275
OSTF1	0.06725
KIAA0323	0.06875
TXNDC13	0.374666666666667
CNTN4	2.610625
LCE1B	0.9365
UNQ501	-0.08825
ZNF154	1.0815
C3orf64	1.56475
SYT5	-0.4576
PON1	-0.2085
FLJ10357	0.43
ATP4A	-0.7835
GNPDA1	-0.6695
MGAT1	0.4705
C14orf121	0.1195
SLC35B2	0.036
MIER3	0.321333333333333
CHEK1	-3.900375
ZNF8	-0.372666666666667
TXNDC1	-0.2865
CKB	-1.7627
RTN3	0.232142857142857
FZD2	-0.927166666666667
PART1	1.87675
PSMB6	-0.775
PCDHB8	-0.2065
PHC3	0.3447
PPP1R8	-0.3475
NOVA2	1.614
TNFRSF11B	-2.41725
GOLPH3	0.388
UBLCP1	-0.0385
SUHW3	-1.178
TTLL1	1.26175
OPN4	-0.1615
OR13G1	0.044
ZPBP2	0.229833333333333
HSD17B11	-0.625125
C9orf50	0.1765
DHDDS	0.176357142857143
CTSW	0.7591
NEFM	-2.6965
MRPL28	-1.2295
SYN1	-0.207166666666667
PIGV	0.556833333333333
ZIM2	0.15225
APBB1	0.841333333333333
SND1	-0.2485
C1orf123	0.526666666666667
CHD3	-0.291
BHLHB8	-0.36025
RNASE2	-0.480166666666667
BCAP31	0.080875
SLC25A44	-0.176166666666667
CHD6	-0.2991
PIB5PA	1.63107692307692
SELS	0.197875
LOC541471	-1.927
FAT2	4.052
ZNF81	0.1935
OR4C16	0.1025
FLJ10081	0.257
LRRC4	0.463
CS	-0.940666666666667
N4BP2	0.371625
IGFBP7	1.5215
ZNF318	0.104
NDNL2	0.691
ZNF609	0.3915
SIRT4	0.87025
EXOSC10	-0.343
ECE2	-0.197583333333333
OVGP1	0.3125
GTPBP3	-1.3125
PACS2	0.296
C19orf36	-1.10766666666667
ARL4C	0.699375
ATG4B	-0.33175
UBQLNL	1.17975
RHOXF2B	-4.0575
PLEKHG2	-0.242
GALR1	0.079
AQP4	0.725
HDAC7A	0.293166666666667
DCUN1D3	0.73575
OR8A1	0.2275
CCRN4L	-0.07125
CBR4	-0.134833333333333
KIFC1	-3.038
SLC7A14	-0.651833333333333
LHX5	0.0785
TRPC7	-0.014
LPXN	-1.543
SERPINA1	-0.492375
RPS13	-0.0262
BPIL3	-1.034
PRKAA1	-1.00975
FADS2	-0.5968
ENAH	0.3575
PRO1768	-0.3085
APBA2BP	-0.62675
LIPH	2.85333333333333
C3orf33	0.21625
RCC2	-0.715357142857143
ALDH1A2	-1.6734
RNF103	1.81325
AHCY	-0.396125
ALG12	0.256
CCL17	0.0555
ZNF543	1.22233333333333
ESRRG	2.5286
CNGA1	2.45375
RDH5	2.35516666666667
OTX1	-0.7117
PTGFR	-0.814
CDR2	-0.088375
SELE	5.3475
NLGN2	-0.331166666666667
EXOSC9	-0.9695
ZNF566	0.450833333333333
KLRC2	-4.835
GPR12	0.031
KIAA0196	0.05925
PDRG1	-0.51825
SSR3	-0.592642857142857
MSI1	-0.892
CST9	2.832
CC2D1A	0.243125
PLAGL1	1.53233333333333
ZNF778	-0.62
RNF2	0.516375
KLF6	2.49683333333333
THBD	3.06966666666667
tcag7.1314	1.20125
NR5A1	-0.550333333333333
ABCD2	2.12225
DNAJC7	-2.46375
CLEC4C	-0.087
TM2D3	0.995125
CCDC4	-1.1735
PLAC2	-1.6915
DCD	7.2155
FAAH	1.180125
POLA1	-1.033
TM7SF2	0.319125
FLJ39822	-0.911666666666667
FLOT2	0.177875
MAP4K1	-1.25766666666667
SRP68	-0.268125
C21orf74	0.1015
ARPC5	0.04075
LOC126075	1.27475
HECW2	1.0935
ZDHHC4	-0.1455
ANKRD42	0.7666
PDE9A	1.2555
ABCA8	3.94825
NDUFS2	-0.34375
UBR5	-0.0945
BTBD16	-3.0075
LOC554174	0.1165
ZNF20	0.8465
KIAA1843	0.359
WDR17	-0.08025
C15orf33	0.941
RNF113A	-0.5545
CAMKK1	-0.6866
CLCN2	-1.12675
ANXA6	-1.4845
LOC340069	0.3935
EMID1	0.71975
DPM3	-0.906416666666667
ELA1	0.118
SLC25A13	-1.1959
KRT24	-0.094
SMPD1	-0.0366666666666667
TH	-0.222625
COL6A2	0.703642857142857
ANKS1B	1.732
GPR126	-1.7953
ZC3H12A	1.31333333333333
TMEM47	3.07033333333333
C2orf51	-0.416833333333333
C1orf88	2.55616666666667
HSF2BP	-0.236
AKAP10	0.81825
RPAP3	-0.4335
KLHDC8B	0.958125
STOM	1.1448
MUPCDH	-0.569125
C10orf72	0.272375
PLEKHA3	0.522583333333333
TCP11L1	-0.7295
CWF19L1	-0.270875
SPEF1	0.360307692307692
YSK4	-0.10025
ELN	1.9878
SAMD8	0.268333333333333
MPI	-0.954
MEPCE	-0.0346
ABCC3	-1.03075
NANOGP1	-3.2255
KCNK17	1.874
HLA-DMB	3.43233333333333
RRAGA	1.06025
ANGEL1	-0.41925
RBM32B	-0.285
CPN1	-3.816
MGC52282	-0.4018
HLA-A	0.744333333333333
OR9G4	0.0245
EDNRB	1.32575
SCD	-0.596071428571429
C14orf80	-1.54683333333333
BAGE2	-0.108
RABL4	0.691833333333333
RCVRN	0.41
SHANK1	0.4525
NLRP7	-3.353
CD226	0.64775
STAT3	0.91525
SYNJ2	-0.5324
TPCN2	-0.185166666666667
WDR36	-0.760583333333333
MBD4	-0.3685
ROBO1	-0.9664
ST3GAL6	-1.45625
SLAMF8	2.02216666666667
ATN1	0.294166666666667
GPR141	0.46725
KRT36	0.071
TPH1	0.8585
DDX52	-0.1075
ZSCAN29	-0.335166666666667
TRPT1	-0.4135
DPEP3	0.34475
DENND4A	-0.12925
TSPAN16	-0.212
PTCHD2	-0.0615
LOC145814	-0.9495
CAP1	0.00266666666666667
EIF5A2	-1.0965
NT5DC3	-0.031625
SEPT9	-1.107125
SEZ6L2	0.316
EGFLAM	4.21575
VPS11	0.37025
NDUFB5	-0.160333333333333
CIDEA	4.2635
IER5L	-0.2765
N6AMT1	-0.2595
FAM83C	-0.4335
OXR1	0.511583333333333
IRX1	1.9715
DGKB	-0.388666666666667
GCN5L2	-0.98175
MIR16	0.058
FBXW9	-0.04875
WDR4	-1.94
PDC	0.306
VPS33B	-0.6475
HEXB	-0.17575
FLJ32214	-0.32875
TCEB3	-1.35425
CRLF1	-2.0335
ABI3BP	2.751
C8orf22	-4.768
PYCR1	-1.33025
KIAA1706	2.17425
CDK5R2	-0.105875
WAS	-0.131
C12orf60	-1.1145
CCBL2	0.551125
MADD	-0.15625
C5orf34	-1.511
WDR42A	0.6194
KLF12	0.337625
HSPA1A	1.198
ITM2C	-0.79475
DAPK2	2.62
LOC442590	1.9045
SUMF2	0.530125
CENPA	-3.66653846153846
TMED5	-0.042875
CDH6	-0.6062
BRP44	0.1545
THG1L	-0.32875
GABRA2	-1.6045
C14orf166	-0.379
MYL1	-1.9155
TNFSF18	0.2715
PAP2D	-1.36783333333333
PPIB	-0.163
KLHL4	0.72625
SFN	-0.139666666666667
CCDC127	0.25925
FRAP1	-0.22325
GOLGA5	0.751
SDCCAG1	0.226125
MGC21675	-0.3665
C10orf95	-0.59725
KIAA1345	1.04483333333333
C1orf163	-1.1765
LACE1	-0.561
OR10K2	-0.2045
CENPN	-2.86512
TMED2	1.18625
UGT1A6	-0.796
ANG	-0.22425
U2AF1	-0.9195
CASC2	0.097
NMT2	0.6455
OSGEPL1	0.32875
DFNB31	-0.51
SLC6A20	-0.249875
DKC1	-0.98425
FXYD4	-1.3015
WDR64	0.44825
MGC5590	0.388
CREBZF	-0.3935
DAZ1	-0.34875
PRPSAP1	0.23175
GCHFR	-1.31675
TTC7A	-0.583
LOC196993	1.1505
UBD	0.2605
S100A1	0.69225
RPL6	0.332333333333333
DNAJB6	0.4544
NAGS	0.6663
C2orf58	0.865
KERA	1.42533333333333
MT1X	0.0374
UBE2B	0.9532
KEAP1	-0.03175
MST1	-2.159875
OMA1	0.6555
ABLIM2	0.884
BCL2L13	-0.0769166666666666
JAZF1	0.515166666666667
TMEM63B	-0.021
S100A8	-0.2277
ARFIP2	0.5635
UROS	-0.1275
KHDRBS2	-0.7075
POLQ	-3.754125
SOAT1	-1.601
SPAG4	-2.687
MRPS30	-0.747833333333333
LOC494141	-0.70875
OR2T11	-0.129
ORAOV1	-0.5356
ZNF184	-0.135666666666667
TCEB3B	-0.569166666666667
ADAM21	-0.256
GDPD1	0.4595
SPINLW1	0.2735
PRR14	-0.136666666666667
KCTD9	0.0489
NUDT3	0.014
KIAA1822	0.7456
HIST1H4K	-0.5015
DFNA5	-0.3745
GABPA	0.06175
C14orf44	0.68975
POLB	0.093
PTAR1	0.52375
SEC31A	0.2775
TRIM58	-1.725
TAS2R14	0.2955
VPS8	0.368125
H1F0	-0.5115
PRKCB1	-3.41966666666667
UGT2A1	-0.2255
TOR1B	-0.183
LSS	-1.18416666666667
C2orf19	-0.1015
HNRNPC	-0.111571428571429
TMEM100	1.10516666666667
LOC116349	-0.51325
OR51M1	0.661
CCDC142	-1.605
ISG15	-0.8425
ZCCHC14	0.124625
CREBL2	1.26675
TGDS	-0.5525
DC2	-0.285
CACNA2D3	-1.48807142857143
ZNF429	0.406375
LYPD6	1.97466666666667
SUCLG1	0.365
OR51I1	-0.9035
MAGEH1	1.85775
PRPF40A	-0.612
SMR3A	0.0195
SPINK2	-1.96825
THAP2	0.6785
NPY5R	3.585125
IRF4	-2.085875
SPESP1	0.227666666666667
OR10S1	0.2545
DTD1	-0.54425
TUBE1	0.66125
DDX19A	-0.609
PDPN	-0.596875
TMEM34	0.717833333333333
MGAM	0.01375
COL3A1	5.68222222222222
GFM2	-0.292
OR5A2	-0.2385
PSG9	-1.974
ARHGEF11	0.170666666666667
IVNS1ABP	0.2334375
SIGIRR	0.16425
DUSP19	0.351125
DNAJC14	0.1245
ACSS1	0.58925
IL1RAPL2	0.996
C4orf30	-0.35975
SEPT4	2.64425
LANCL3	-2.48075
SPAG17	2.58283333333333
PRDX3	0.142125
HNF1A	-1.986375
P4HA2	-0.669125
RFWD3	-1.58633333333333
MOV10	-0.8265
DNAJA5	0.173785714285714
LOC729440	-0.04525
LOC200383	1.888625
SMC2	-2.424
MIXL1	-1.427
TMEM9	0.0235
FAM86A	0.428
ZNF174	0.297
MYH14	-0.933
CCR8	-0.0885
VPS37C	0.342333333333333
GPATCH1	0.203666666666667
B3GNT8	1.921
TBX4	0.11175
CNR2	0.1675
PCDH1	0.96675
C5orf29	2.632625
OCIAD2	0.71175
PLCG2	1.3835
KIAA0247	1.97675
HRH3	-0.1135
CAPN13	2.317125
CCR1	-0.8101
MGC15523	0.0787777777777777
UVRAG	0.585333333333333
DNAJA2	-0.2175
ITGA2B	-1.10383333333333
CLDN5	3.9285
PTPRN2	-1.08414285714286
ZNF512	0.273333333333333
PSAP	0.671
CCDC140	0.0805
LRRC55	-0.35875
CYP26C1	0.1615
C8orf47	3.6145
LYN	-0.089875
DUSP6	2.66183333333333
TGFB3	3.48226666666667
ELK1	-0.2942
PCDH11Y	1.038
HGD	-1.23825
C17orf58	0.66675
MYO3A	0.0805
SERPINE2	-3.90716666666667
AARSD1	-0.74475
C14orf73	-2.4655
ADAM33	0.95
ZNF491	0.3565
MAPK6	-0.420166666666667
TCN1	4.50633333333333
SLC24A6	0.5505
UBE2R2	0.26575
H1FNT	-0.13625
TATDN2	-0.1715
LILRB1	0.769
P2RY5	2.7475
NUCB2	0.24725
C2orf37	-0.4705
SNX27	0.4985
MTA3	0.2545
FOXO4	0.761625
ID4	3.78516666666667
SOX5	-1.35133333333333
PXMP3	0.5505
OR52M1	-0.3
SFT2D3	0.052625
INA	-3.39433333333333
MCOLN1	0.2945
NFIX	1.2259
CLEC14A	5.1685
HIBCH	0.555666666666667
PLA2G5	1.848
TIMM10	-0.851833333333333
MED17	0.7999
COL4A4	0.527
TPP1	0.193333333333333
GJA3	-1.82166666666667
TMPRSS5	0.05775
AADACL3	0.6515
DNMBP	-0.00575000000000001
ENPP5	3.60683333333333
NQO1	-1.0908
ZSCAN2	-0.5605
SEC24C	-0.05
GTF2A1L	1.517
AXIN2	0.6981
FAM33A	-2.48866666666667
C16orf13	-1.1335
SPNS2	0.96675
TAF1	-0.339
AP1G2	-0.604166666666667
RBM42	-0.418833333333333
HCN2	-0.405666666666667
EFHB	2.96683333333333
RUSC1	-0.471833333333333
GRIK5	0.14
USP21	0.0851666666666667
ATAD3C	-0.1425
ORMDL2	-0.447625
PRSS7	-3.399
PSAT1	-3.647
FLJ13195	-0.419666666666667
TBC1D1	0.5065
IFNG	0.5845
OTOS	0.122
ZNF773	0.427333333333333
EMD	-1.693
RETN	-0.50075
CCL8	4.703
APH1A	-1.327875
COX18	-0.68125
GTF2IRD2	-0.63875
CCDC82	0.22225
PAFAH2	0.457
NPEPL1	-0.7383
RP11-114G1.1	1.0765
TP53INP1	1.11375
ZNF300	-0.00766666666666666
FOXL2	-2.2725
LARP2	-0.158416666666667
LATS1	1.001
HTR6	0.436
SPOCK2	-0.805333333333333
RNF144B	3.1695
HTATIP2	-0.776375
MGC10334	-0.0505
CENTA2	1.56766666666667
FGF2	1.25675
FXYD7	-0.14375
PHYHIPL	-1.862
GPR34	5.5145
DDX6	-0.6705
OR10W1	0.043
LHFPL1	0.993
ZNF313	-0.495357142857143
VPS28	0.428
AP3M1	0.0521
AKR1CL2	-0.85275
TRAF4	0.424
OR2B11	-0.1745
C19orf12	0.953666666666667
AKAP9	0.636833333333333
C1orf62	0.0325
SLC20A1	-1.557
FAM112A	0.15975
LDB2	2.68475
MRPS23	-1.09025
KLK5	4.260625
SPTB	-0.1346
EFEMP2	0.994
EFNB2	2.134375
PCM1	0.484857142857143
NMNAT3	2.084625
TSG101	0.494833333333333
C8orf40	0.734333333333333
NOB1	-0.25475
ABHD3	-1.15675
GTF3C4	-0.676
PIGN	0.397166666666667
GALNTL1	2.65
AEBP1	0.837
OR9Q1	0.216
ANKRD2	-0.089625
CCL28	2.7985
TRIM38	0.740666666666667
TMCC1	0.276
SMG5	-0.59975
LRRC7	-0.1135
NCAPD2	-1.77483333333333
C6orf153	-1.05075
C1orf74	-0.32125
OTUD6A	-0.1115
DCP2	-0.568833333333333
TMEM24	0.0555
RPL18	0.960833333333333
TMEM177	-0.72975
LRRC37A3	0.48925
C1D	0.3695
LDHC	-1.1635
UBE4B	0.157
NIT1	0.198625
BTN3A3	1.109875
RASD1	3.52725
COMMD3	0.17275
